,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5
1818,B,False,4543100000000.0,4837500000000.0,4854100000000.0,5140500000000.0,5004400000000.0
1819,B,False,17933000000000.0,17406000000000.0,17724000000000.0,17741000000000.0,17940000000000.0
1820,B,True,18360000000000.0,18213000000000.0,18073000000000.0,17706000000000.0,17971000000000.0
1821,B,False,21179000000000.0,21273000000000.0,21494000000000.0,21295000000000.0,21257000000000.0
1822,B,False,17521000000000.0,17476000000000.0,16991000000000.0,16920000000000.0,17214000000000.0
1823,B,False,19125000000000.0,19085000000000.0,19089000000000.0,18913000000000.0,18776000000000.0
1824,B,False,4602800000000.0,4607400000000.0,4502800000000.0,4407300000000.0,4405900000000.0
1825,B,False,3868500000000.0,3977700000000.0,3881800000000.0,3825600000000.0,3886700000000.0
1826,B,False,8110300000000.0,7957400000000.0,7972800000000.0,7887300000000.0,8229900000000.0
1827,B,False,7978200000000.0,8204500000000.0,8357900000000.0,8334800000000.0,8298200000000.0
1828,B,False,17394000000000.0,17283000000000.0,17193000000000.0,16903000000000.0,17051000000000.0
1829,B,False,4217200000000.0,4232600000000.0,4237600000000.0,4558400000000.0,4348600000000.0
1830,B,False,10976000000000.0,10929000000000.0,10302000000000.0,10844000000000.0,10929000000000.0
1831,B,False,8915800000000.0,9217600000000.0,9073200000000.0,9318500000000.0,9666500000000.0
1832,B,False,7965900000000.0,7891600000000.0,7837000000000.0,7978800000000.0,7965000000000.0
1833,B,False,11587000000000.0,11797000000000.0,11533000000000.0,11477000000000.0,11457000000000.0
1834,B,False,10278000000000.0,10340000000000.0,9898500000000.0,10034000000000.0,9678800000000.0
1835,B,False,9868400000000.0,9765100000000.0,9777500000000.0,9793800000000.0,9927300000000.0
1836,B,False,4607600000000.0,4694700000000.0,4661200000000.0,4613800000000.0,4529800000000.0
1837,B,False,18502000000000.0,18713000000000.0,18393000000000.0,18077000000000.0,18253000000000.0
1838,B,False,4935200000000.0,4964000000000.0,4805800000000.0,4859100000000.0,4996200000000.0
1839,B,False,14262000000000.0,14304000000000.0,14539000000000.0,15147000000000.0,14459000000000.0
1840,B,False,24217000000000.0,24848000000000.0,23506000000000.0,23349000000000.0,23192000000000.0
1841,B,False,22549000000000.0,22805000000000.0,23074000000000.0,22709000000000.0,22929000000000.0
1842,B,False,14637000000000.0,14656000000000.0,14816000000000.0,14800000000000.0,14276000000000.0
1843,B,False,10368000000000.0,10145000000000.0,9961900000000.0,9970500000000.0,9912600000000.0
1844,B,False,2592000000000.0,2751600000000.0,2625800000000.0,2695700000000.0,2807100000000.0
1845,B,False,9248400000000.0,9407700000000.0,9867800000000.0,10656000000000.0,11101000000000.0
1846,B,False,7557700000000.0,7467200000000.0,7625900000000.0,7494400000000.0,7401400000000.0
1847,B,False,13878000000000.0,13884000000000.0,13843000000000.0,13722000000000.0,13144000000000.0
1848,B,False,10350000000000.0,11461000000000.0,10638000000000.0,11243000000000.0,11525000000000.0
1849,B,False,7391700000000.0,7425500000000.0,8068200000000.0,8230400000000.0,8653100000000.0
1850,B,False,3661200000000.0,3649400000000.0,3674800000000.0,3728700000000.0,3633200000000.0
1851,B,False,7914000000000.0,7741700000000.0,7924500000000.0,7898600000000.0,8052200000000.0
1852,B,False,10153000000000.0,9480800000000.0,9711800000000.0,9624900000000.0,9705900000000.0
1853,B,False,9364000000000.0,9748200000000.0,9864100000000.0,9866000000000.0,10038000000000.0
1854,B,False,6912200000000.0,6794000000000.0,6724600000000.0,6964000000000.0,7088600000000.0
1855,B,False,13005000000000.0,13135000000000.0,13374000000000.0,13155000000000.0,13363000000000.0
1856,B,False,4346300000000.0,4523800000000.0,4423500000000.0,4409000000000.0,4474100000000.0
1857,B,False,12938000000000.0,13102000000000.0,13204000000000.0,13451000000000.0,13898000000000.0
1858,B,False,1966300000000.0,1965700000000.0,1893300000000.0,1795600000000.0,1698700000000.0
1859,B,False,13452000000000.0,13378000000000.0,13572000000000.0,13735000000000.0,14004000000000.0
1860,B,False,14725000000000.0,15046000000000.0,14975000000000.0,15112000000000.0,15185000000000.0
1861,B,False,5980800000000.0,5755300000000.0,5779000000000.0,5809100000000.0,5655800000000.0
1862,B,False,6071400000000.0,5983400000000.0,5813300000000.0,5881200000000.0,5665200000000.0
1863,B,False,23206000000000.0,22794000000000.0,22732000000000.0,22922000000000.0,22805000000000.0
1864,B,False,10513000000000.0,10266000000000.0,10093000000000.0,9985100000000.0,9980600000000.0
1865,B,False,16384000000000.0,16528000000000.0,16891000000000.0,16430000000000.0,16161000000000.0
1866,B,False,8045100000000.0,8195700000000.0,8220300000000.0,8501800000000.0,9152700000000.0
1867,B,False,3450600000.0,7988700000.0,1992700000.0,0.0,28238000000.0
1868,B,False,6234400000000.0,6019900000000.0,5946200000000.0,6206200000000.0,6452500000000.0
1869,B,False,4222600000000.0,4134800000000.0,4044000000000.0,4122200000000.0,4089000000000.0
1870,B,False,16247000000000.0,15975000000000.0,16121000000000.0,16359000000000.0,16422000000000.0
1871,B,False,6811100000000.0,6726100000000.0,6638300000000.0,6629500000000.0,6591800000000.0
1872,B,False,9673200000000.0,9900500000000.0,10241000000000.0,10185000000000.0,10383000000000.0
1873,B,False,16662000000000.0,16017000000000.0,16184000000000.0,16340000000000.0,16337000000000.0
1874,B,False,5277200000000.0,5096700000000.0,4889500000000.0,4908500000000.0,4955200000000.0
1875,B,False,5991100000000.0,6097100000000.0,6083900000000.0,6028600000000.0,6154600000000.0
1876,B,False,12994000000000.0,13014000000000.0,13147000000000.0,13255000000000.0,13463000000000.0
1877,B,False,40679000000000.0,41062000000000.0,40463000000000.0,40322000000000.0,40786000000000.0
1878,B,False,9280000000000.0,10775000000000.0,10613000000000.0,9515600000000.0,9467500000000.0
1879,B,False,22659000000000.0,22843000000000.0,23171000000000.0,23012000000000.0,23449000000000.0
1880,B,False,10995000000000.0,10637000000000.0,10731000000000.0,10452000000000.0,10636000000000.0
1881,B,False,4171200000000.0,3175200000000.0,3361100000000.0,3271200000000.0,3350800000000.0
1882,B,False,2302800000000.0,2311800000000.0,2200600000000.0,2249300000000.0,2149400000000.0
1883,B,False,3556800000000.0,3546000000000.0,3394300000000.0,3584100000000.0,3601400000000.0
1884,B,False,2175100000000.0,2667600000000.0,3013500000000.0,3613800000000.0,4147900000000.0
1885,B,False,5366100000000.0,5339400000000.0,5416900000000.0,5391300000000.0,5390700000000.0
1886,B,False,2264900000000.0,2188500000000.0,2167300000000.0,2189400000000.0,2146300000000.0
1887,B,False,3101900000000.0,2842000000000.0,2981200000000.0,3048400000000.0,3060000000000.0
1888,B,False,2412600000000.0,2402500000000.0,2557900000000.0,2657500000000.0,2864400000000.0
1889,B,False,3560800000000.0,3869200000000.0,4222900000000.0,4171900000000.0,4155700000000.0
1890,B,False,9363100000000.0,9505400000000.0,9470700000000.0,9362300000000.0,9275500000000.0
1891,B,False,7744600000000.0,7871300000000.0,7606900000000.0,7682200000000.0,8045100000000.0
1892,N,False,1250800000000.0,1291100000000.0,1235200000000.0,1266800000000.0,1216400000000.0
1893,N,False,933650000000.0,904680000000.0,914280000000.0,964560000000.0,954220000000.0
1894,N,False,1054800000000.0,1125300000000.0,865930000000.0,977940000000.0,908130000000.0
1895,N,False,2241700000000.0,2185700000000.0,2241700000000.0,2391800000000.0,2337300000000.0
1896,N,False,737910000000.0,712930000000.0,811510000000.0,810330000000.0,748270000000.0
1897,N,False,1158100000000.0,1282700000000.0,1213600000000.0,1205900000000.0,1257800000000.0
1898,N,False,1094300000000.0,1069800000000.0,971660000000.0,1026200000000.0,938680000000.0
1899,N,False,1827600000000.0,1782700000000.0,1872200000000.0,1955400000000.0,2002100000000.0
1900,N,False,2392700000000.0,2364000000000.0,2299200000000.0,2169200000000.0,2136900000000.0
1901,N,False,1564300000000.0,1500700000000.0,1461900000000.0,1367900000000.0,1395100000000.0
1902,N,False,1063600000000.0,981120000000.0,909190000000.0,1055000000000.0,1066300000000.0
1903,N,False,1657100000000.0,1659600000000.0,1663000000000.0,1612900000000.0,1686100000000.0
1904,N,False,2655800000000.0,2658700000000.0,2851900000000.0,2860900000000.0,2894100000000.0
1905,N,False,2089100000000.0,2052400000000.0,2090800000000.0,2103500000000.0,2052800000000.0
1906,N,False,2402900000000.0,2379400000000.0,2347200000000.0,2177600000000.0,2120900000000.0
1907,N,False,2234800000000.0,2361200000000.0,2334000000000.0,2275900000000.0,2217100000000.0
1908,N,False,811420000000.0,722030000000.0,711900000000.0,792180000000.0,842910000000.0
1909,N,False,4237100000000.0,4241900000000.0,4325700000000.0,4192700000000.0,4242200000000.0
1910,N,False,1392200000000.0,1303800000000.0,1599100000000.0,1375300000000.0,1404900000000.0
1911,N,False,818480000000.0,708920000000.0,753400000000.0,810100000000.0,761220000000.0
1912,N,False,3753200000000.0,3815300000000.0,3495800000000.0,3522500000000.0,3473100000000.0
1913,N,False,8447300000000.0,8296800000000.0,8449400000000.0,8401300000000.0,7985300000000.0
1914,N,False,480930000000.0,648900000000.0,708180000000.0,642440000000.0,741680000000.0
1915,N,False,3935900000000.0,3745700000000.0,3985300000000.0,3735500000000.0,3721200000000.0
1916,N,False,817040000000.0,982300000000.0,1125600000000.0,1206200000000.0,1353300000000.0
1917,N,False,31356000000000.0,31774000000000.0,31924000000000.0,31666000000000.0,37277000000000.0
1918,N,False,53657000000000.0,53042000000000.0,52941000000000.0,52846000000000.0,53131000000000.0
1919,N,False,2496200000000.0,2646700000000.0,2614600000000.0,2466300000000.0,2468900000000.0
1920,N,False,58273000000000.0,58011000000000.0,57140000000000.0,56597000000000.0,56212000000000.0
1921,N,False,2513000000000.0,2555200000000.0,2651700000000.0,2672800000000.0,2539800000000.0
1922,N,False,31046000000000.0,31592000000000.0,31758000000000.0,31821000000000.0,31962000000000.0
1923,N,False,5542800000000.0,5667100000000.0,5515800000000.0,5439800000000.0,5433900000000.0
1924,N,False,2330200000000.0,2403500000000.0,2540400000000.0,2421000000000.0,2395500000000.0
1925,N,False,1037300000000.0,985350000000.0,1000500000000.0,1029800000000.0,1110800000000.0
1926,N,False,778650000000.0,786260000000.0,757520000000.0,805420000000.0,794970000000.0
1927,N,False,1089000000000.0,1149800000000.0,1086200000000.0,1049700000000.0,1041900000000.0
1928,N,False,1064700000000.0,1132600000000.0,1113300000000.0,1106700000000.0,1132400000000.0
1929,N,False,3212700000000.0,3102800000000.0,2982300000000.0,3085500000000.0,2916000000000.0
1930,N,False,16995000000000.0,17042000000000.0,16743000000000.0,16694000000000.0,16730000000000.0
1931,N,False,1660000000000.0,1544300000000.0,1545000000000.0,1574800000000.0,1556300000000.0
1932,N,False,31152000000000.0,31636000000000.0,32361000000000.0,32454000000000.0,33077000000000.0
1933,N,False,704940000000.0,656870000000.0,677690000000.0,656780000000.0,662040000000.0
1934,N,False,722090000000.0,839570000000.0,841880000000.0,790240000000.0,808990000000.0
1935,N,False,751670000000.0,654030000000.0,709300000000.0,651090000000.0,651270000000.0
1936,N,False,9399000000000.0,9172100000000.0,9241200000000.0,9257600000000.0,9205000000000.0
1937,N,False,32414000000000.0,32434000000000.0,31501000000000.0,31176000000000.0,30690000000000.0
1938,N,False,32414000000000.0,32434000000000.0,31501000000000.0,31176000000000.0,30690000000000.0
1939,N,False,1873100000000.0,2051400000000.0,2481200000000.0,2488200000000.0,2761700000000.0
1940,N,False,3391700000000.0,3480500000000.0,3266300000000.0,3440400000000.0,3499000000000.0
1941,N,False,1677900000000.0,1658800000000.0,1625200000000.0,1554400000000.0,1612100000000.0
1942,N,False,3022400000000.0,3078700000000.0,3204300000000.0,3269300000000.0,3278600000000.0
1943,N,False,4458000000000.0,4571400000000.0,4454200000000.0,4589900000000.0,4645600000000.0
1944,N,False,38937000000000.0,39322000000000.0,39383000000000.0,39684000000000.0,40100000000000.0
1945,N,False,2968300000000.0,2863200000000.0,2967100000000.0,2804500000000.0,2760400000000.0
1946,N,False,13621000000000.0,13399000000000.0,12886000000000.0,12572000000000.0,12283000000000.0
1947,N,False,536440000000.0,557650000000.0,570550000000.0,579930000000.0,540650000000.0
1948,N,False,474580000000.0,518050000000.0,491430000000.0,506530000000.0,489060000000.0
1949,N,False,31670000000000.0,32012000000000.0,32624000000000.0,32477000000000.0,33003000000000.0
1950,N,False,7495000000000.0,7471400000000.0,7484100000000.0,7553000000000.0,7715700000000.0
1951,N,False,57756000000000.0,59519000000000.0,138550000000000.0,61398000000000.0,61730000000000.0
1952,N,False,13898000000000.0,14063000000000.0,14129000000000.0,13853000000000.0,14259000000000.0
1953,N,False,10522000000000.0,10563000000000.0,10481000000000.0,10876000000000.0,10873000000000.0
1954,N,False,10780000000000.0,4886400000000.0,4919100000000.0,9229500000000.0,4680400000000.0
1955,N,False,5545600000000.0,5711000000000.0,5855000000000.0,6032200000000.0,5708100000000.0
1956,N,False,6182700000000.0,6188200000000.0,6139800000000.0,5992200000000.0,5821300000000.0
1957,N,False,4963900000000.0,5029000000000.0,5208900000000.0,4906400000000.0,4825300000000.0
1958,N,False,4504900000000.0,4484200000000.0,4570600000000.0,4499600000000.0,4524300000000.0
1959,N,False,20556000000000.0,21209000000000.0,21411000000000.0,22077000000000.0,21735000000000.0
1960,N,False,8827200000000.0,8723900000000.0,8981600000000.0,8776400000000.0,8690900000000.0
1961,N,False,17105000000000.0,17138000000000.0,17214000000000.0,16713000000000.0,15971000000000.0
1962,N,False,2365400000000.0,2304500000000.0,2379200000000.0,2394900000000.0,2682800000000.0
1963,N,False,19407000000000.0,19138000000000.0,19405000000000.0,19200000000000.0,19648000000000.0
1964,N,False,7233700000000.0,7395000000000.0,7546400000000.0,7623000000000.0,7387300000000.0
1965,N,False,10643000000000.0,10820000000000.0,11071000000000.0,11174000000000.0,11506000000000.0
1966,N,False,10568000000000.0,10534000000000.0,11646000000000.0,11399000000000.0,10845000000000.0
1967,N,False,3725900000000.0,3651000000000.0,3820000000000.0,3745000000000.0,3902400000000.0
1968,N,False,16492000000000.0,16160000000000.0,15822000000000.0,16262000000000.0,15772000000000.0
1969,N,False,16492000000000.0,16160000000000.0,15822000000000.0,16262000000000.0,15772000000000.0
1970,N,False,6048300000000.0,6248300000000.0,6138200000000.0,6204100000000.0,6464000000000.0
1971,N,False,15225000000000.0,14398000000000.0,14052000000000.0,13635000000000.0,13284000000000.0
1972,N,False,54475000000000.0,54905000000000.0,54916000000000.0,54214000000000.0,53419000000000.0
1973,N,False,2740200000000.0,2568000000000.0,2553700000000.0,2792100000000.0,2651100000000.0
1974,N,False,7923000000000.0,7530300000000.0,7867100000000.0,7634000000000.0,7436300000000.0
1975,N,False,20864000000000.0,20567000000000.0,20095000000000.0,19864000000000.0,19945000000000.0
1976,N,False,55945000000000.0,55666000000000.0,55922000000000.0,56450000000000.0,56142000000000.0
1977,N,False,53212000000000.0,52520000000000.0,52274000000000.0,51128000000000.0,50268000000000.0
1978,N,False,2888100000000.0,2838400000000.0,2799600000000.0,2651400000000.0,2583400000000.0
1979,N,False,44469000000000.0,44335000000000.0,44218000000000.0,44698000000000.0,45172000000000.0
1980,N,False,44469000000000.0,44335000000000.0,44218000000000.0,44698000000000.0,45172000000000.0
1981,N,False,5897900000000.0,6064200000000.0,6261000000000.0,6774900000000.0,6562800000000.0
1982,N,False,5897900000000.0,6064200000000.0,6261000000000.0,6774900000000.0,6562800000000.0
1983,N,False,4102700000000.0,4051300000000.0,4000100000000.0,4063000000000.0,4095700000000.0
1984,N,False,41112000000000.0,41435000000000.0,41002000000000.0,40380000000000.0,40677000000000.0
1985,N,False,3934700000000.0,3965300000000.0,3850100000000.0,4112500000000.0,4160100000000.0
1986,N,False,67711000000000.0,66964000000000.0,66672000000000.0,65790000000000.0,65108000000000.0
1987,N,False,37837000000000.0,37483000000000.0,36677000000000.0,35968000000000.0,34970000000000.0
1988,N,False,2930800000000.0,2979100000000.0,2948500000000.0,2895800000000.0,2725600000000.0
1989,N,False,214280000000.0,201290000000.0,173170000000.0,249730000000.0,215290000000.0
1990,N,False,1269500000000.0,1226800000000.0,1124600000000.0,976920000000.0,1077500000000.0
1991,N,False,1859600000000.0,1907000000000.0,2000300000000.0,1842600000000.0,2012200000000.0
1992,N,False,103470000000000.0,99992000000000.0,100120000000000.0,97659000000000.0,96620000000000.0
1993,N,False,4963300000000.0,4962700000000.0,4900500000000.0,4838900000000.0,4887800000000.0
1994,N,False,103330000000000.0,102260000000000.0,103500000000000.0,102010000000000.0,102710000000000.0
1995,N,False,7756800000000.0,7938500000000.0,7999400000000.0,8089600000000.0,8170400000000.0
1996,N,False,5300500000000.0,5339000000000.0,5672100000000.0,5271800000000.0,5451500000000.0
1997,N,False,85502000000.0,1044000000000.0,1103300000000.0,1034100000000.0,1119900000000.0
1998,N,False,4199400000000.0,4154700000000.0,4249500000000.0,4368800000000.0,4232700000000.0
1999,N,False,4315100000000.0,4278800000000.0,4001300000000.0,4244100000000.0,3992000000000.0
2000,N,False,2960900000000.0,2761900000000.0,2881500000000.0,2805700000000.0,2866400000000.0
2001,N,False,345360000000.0,327400000000.0,325630000000.0,334770000000.0,342010000000.0
2002,N,False,5744800000000.0,5642900000000.0,5080600000000.0,5772900000000.0,5992500000000.0
2003,N,False,1444900000000.0,1436500000000.0,1431000000000.0,1385900000000.0,1362100000000.0
2004,N,False,13271000000000.0,13290000000000.0,13283000000000.0,13507000000000.0,13400000000000.0
2005,N,False,5507400000000.0,5443300000000.0,5578700000000.0,5520300000000.0,5449000000000.0
2006,N,False,3216800000000.0,2985600000000.0,2961400000000.0,2767800000000.0,2875900000000.0
2007,N,False,3447800000000.0,3823100000000.0,3901200000000.0,3875900000000.0,3793300000000.0
2008,N,False,3685200000000.0,3801400000000.0,3803200000000.0,3624600000000.0,3660200000000.0
2009,N,False,854110000000.0,834850000000.0,832000000000.0,829470000000.0,699350000000.0
2010,N,False,1691700000000.0,1626600000000.0,1569100000000.0,1629100000000.0,1634300000000.0
2011,N,False,2109600000000.0,2121400000000.0,2270600000000.0,2396200000000.0,2332800000000.0
2012,N,False,5856600000000.0,5699100000000.0,5564400000000.0,5453600000000.0,5532600000000.0
2013,N,False,13655000000000.0,13442000000000.0,13218000000000.0,13475000000000.0,13297000000000.0
2014,N,False,13655000000000.0,13442000000000.0,13218000000000.0,13475000000000.0,13297000000000.0
2015,N,False,819590000000.0,820390000000.0,935870000000.0,893220000000.0,802970000000.0
2016,N,False,2996700000000.0,2946600000000.0,2909500000000.0,2936700000000.0,2975400000000.0
2017,N,False,9561400000000.0,9196500000000.0,9252700000000.0,9371700000000.0,9374000000000.0
2018,N,False,6608400000000.0,6606000000000.0,6547400000000.0,6593400000000.0,6468200000000.0
2019,N,False,15405000000000.0,15201000000000.0,15318000000000.0,15137000000000.0,15311000000000.0
2020,N,False,4052500000000.0,4242100000000.0,4351500000000.0,3887700000000.0,3777500000000.0
2021,N,False,56244000000000.0,56106000000000.0,55848000000000.0,54953000000000.0,54086000000000.0
2022,N,False,4052500000000.0,4242100000000.0,4351500000000.0,3887700000000.0,3777500000000.0
2023,N,False,44756000000000.0,44667000000000.0,44856000000000.0,45571000000000.0,45490000000000.0
2024,N,False,1068800000000.0,1101100000000.0,1046200000000.0,908970000000.0,883150000000.0
2025,N,False,2211700000000.0,2150000000000.0,2364600000000.0,2524800000000.0,2494000000000.0
2026,N,False,49141000000000.0,50561000000000.0,51036000000000.0,51423000000000.0,52105000000000.0
2027,N,False,7117600000000.0,7350000000000.0,7740500000000.0,7911800000000.0,8362700000000.0
2028,N,False,8308800000000.0,8551000000000.0,8673300000000.0,8560500000000.0,8916400000000.0
2029,N,False,88196000000000.0,88174000000000.0,89305000000000.0,90098000000000.0,91144000000000.0
2030,N,False,6271200000000.0,6411400000000.0,6427000000000.0,6130900000000.0,5878200000000.0
2031,N,False,2263200000000.0,2312900000000.0,2339000000000.0,2201200000000.0,2218300000000.0
2032,N,False,57697000000000.0,57875000000000.0,58106000000000.0,57914000000000.0,58940000000000.0
2033,N,False,4009900000000.0,4145900000000.0,4178200000000.0,4249200000000.0,4269100000000.0
2034,N,False,2696300000000.0,2640700000000.0,2409700000000.0,2317400000000.0,2238600000000.0
2035,N,False,1544300000000.0,1578200000000.0,1531900000000.0,1558800000000.0,1455100000000.0
2036,N,False,4652400000000.0,4604400000000.0,4793300000000.0,4782000000000.0,4794700000000.0
2037,N,False,3218900000000.0,3280400000000.0,3266800000000.0,3268800000000.0,3331400000000.0
2038,N,False,827660000000.0,754980000000.0,793780000000.0,669940000000.0,709690000000.0
2039,N,False,7514100000000.0,7808600000000.0,8045600000000.0,8237700000000.0,8348100000000.0
2040,N,False,3070100000000.0,2961100000000.0,2859500000000.0,2801700000000.0,2615800000000.0
2041,N,False,1570400000000.0,1483400000000.0,1594500000000.0,1609600000000.0,1565300000000.0
2042,N,False,13648000000000.0,13953000000000.0,13514000000000.0,13641000000000.0,13452000000000.0
2043,N,False,2397800000000.0,2305400000000.0,2322600000000.0,2282400000000.0,2190500000000.0
2044,N,False,4566900000000.0,4358200000000.0,4201400000000.0,3961300000000.0,3852500000000.0
2045,N,False,3596300000000.0,3902000000000.0,3939200000000.0,3995900000000.0,3999400000000.0
2046,N,False,149510000000.0,220770000000.0,224500000000.0,333050000000.0,344780000000.0
2047,N,False,1273000000000.0,1232400000000.0,1317400000000.0,1293800000000.0,1247100000000.0
2048,N,False,2027900000000.0,1965700000000.0,1943700000000.0,2057200000000.0,2140000000000.0
2049,N,False,2214600000000.0,2215600000000.0,2131000000000.0,2319700000000.0,2285800000000.0
2050,N,False,1925700000000.0,1883600000000.0,1850700000000.0,1904500000000.0,1988000000000.0
2051,N,False,12623000000000.0,12327000000000.0,12395000000000.0,12019000000000.0,11714000000000.0
2052,N,False,812520000000.0,712750000000.0,714230000000.0,688710000000.0,613390000000.0
2053,N,False,39365000000000.0,38729000000000.0,38340000000000.0,38141000000000.0,37820000000000.0
2054,N,False,19823000000000.0,19718000000000.0,19584000000000.0,19299000000000.0,19310000000000.0
2055,N,False,34837000000000.0,34946000000000.0,34897000000000.0,34800000000000.0,34319000000000.0
2056,N,False,3376400000000.0,3335600000000.0,3205400000000.0,3152600000000.0,3197000000000.0
2057,N,False,837410000000.0,780420000000.0,711020000000.0,790510000000.0,715470000000.0
2058,N,False,1610500000000.0,1678000000000.0,1565800000000.0,1555200000000.0,1644500000000.0
2059,N,False,971180000000.0,874510000000.0,933840000000.0,841490000000.0,841030000000.0
2060,N,False,11670000000000.0,11594000000000.0,11873000000000.0,11800000000000.0,12125000000000.0
2061,N,False,6441300000000.0,6492300000000.0,6336100000000.0,6192300000000.0,6363600000000.0
2062,N,False,5900800000000.0,6235400000000.0,6034800000000.0,5618400000000.0,5318400000000.0
2063,N,False,7130500000000.0,7246900000000.0,7333800000000.0,7391400000000.0,7144200000000.0
2064,N,False,2548300000000.0,2626200000000.0,2681800000000.0,2704900000000.0,2763500000000.0
2065,N,False,4804000000000.0,4782900000000.0,4736400000000.0,4819100000000.0,4910100000000.0
2066,N,False,6168800000000.0,6275600000000.0,6198600000000.0,6055900000000.0,5833700000000.0
2067,N,False,5743600000000.0,5755300000000.0,5446100000000.0,5432800000000.0,5224900000000.0
2068,N,False,5049900000000.0,5280300000000.0,5124400000000.0,4862000000000.0,4850100000000.0
2069,N,False,11541000000000.0,11439000000000.0,11544000000000.0,12014000000000.0,12181000000000.0
2070,N,False,1519400000000.0,1373000000000.0,1425200000000.0,1385500000000.0,1439500000000.0
2071,N,False,2275400000000.0,2242500000000.0,2322000000000.0,2248000000000.0,2179800000000.0
2072,N,False,24454000000000.0,23884000000000.0,23678000000000.0,23792000000000.0,23732000000000.0
2073,N,False,404660000000.0,431400000000.0,442560000000.0,464280000000.0,437190000000.0
2074,N,False,4085700000000.0,4146500000000.0,4200100000000.0,4126100000000.0,4117100000000.0
2075,N,False,5499700000000.0,5523400000000.0,5542600000000.0,5544900000000.0,5584600000000.0
2076,N,False,6040400000000.0,6052500000000.0,6168900000000.0,6162700000000.0,6405400000000.0
2077,N,False,2553000000000.0,2461200000000.0,2463300000000.0,2506300000000.0,2551400000000.0
2078,N,False,1357100000000.0,1358000000000.0,1295500000000.0,1211800000000.0,1344600000000.0
2079,N,False,3912200000000.0,4060100000000.0,4196600000000.0,4029900000000.0,3865100000000.0
2080,N,False,215660000000.0,278200000000.0,224610000000.0,0.0,0.0
2081,N,False,1229000000000.0,1213800000000.0,1232200000000.0,1154800000000.0,1227400000000.0
2082,N,False,6697000000000.0,6278500000000.0,5894000000000.0,5808700000000.0,5858400000000.0
2083,N,False,5613700000000.0,5525000000000.0,5471600000000.0,5565800000000.0,5466700000000.0
2084,N,False,16898000000000.0,16886000000000.0,16601000000000.0,16617000000000.0,16537000000000.0
2085,N,False,3924700000000.0,4045900000000.0,3939200000000.0,4240600000000.0,4203900000000.0
2086,N,False,11595000000000.0,11553000000000.0,11564000000000.0,11554000000000.0,11666000000000.0
2087,N,False,1901300000000.0,2020300000000.0,1852700000000.0,1837600000000.0,1951500000000.0
2088,N,False,2613800000000.0,2541500000000.0,2585900000000.0,2648400000000.0,2667900000000.0
2089,N,False,35944000000000.0,36619000000000.0,36668000000000.0,36716000000000.0,36602000000000.0
2090,N,False,4475800000000.0,4457800000000.0,4660500000000.0,4839200000000.0,4891000000000.0
2091,N,False,9655400000000.0,9654200000000.0,9560600000000.0,9497700000000.0,9951500000000.0
2092,N,False,9655400000000.0,9654200000000.0,9560600000000.0,9497700000000.0,9951500000000.0
2093,N,False,32838000000000.0,32071000000000.0,32664000000000.0,32651000000000.0,32632000000000.0
2094,N,False,9245600000000.0,9079600000000.0,9090800000000.0,9238200000000.0,9025400000000.0
2095,N,False,979040000000.0,999130000000.0,1111700000000.0,1094000000000.0,1166200000000.0
2096,N,False,1953400000000.0,1938500000000.0,2048200000000.0,1797000000000.0,1791200000000.0
2097,N,False,72612000000000.0,72667000000000.0,72760000000000.0,72536000000000.0,72454000000000.0
2098,N,False,1151700000000.0,1140900000000.0,1220900000000.0,1202700000000.0,1328600000000.0
2099,N,False,1465100000000.0,1340800000000.0,1478000000000.0,1417900000000.0,1374200000000.0
2100,N,False,1369400000000.0,1339200000000.0,1362600000000.0,1344100000000.0,1298200000000.0
2101,N,False,1371000000000.0,1309900000000.0,1466200000000.0,1422400000000.0,1327000000000.0
2102,N,False,1750400000000.0,1843400000000.0,1687300000000.0,1726800000000.0,1807500000000.0
2103,N,False,1541500000000.0,1580100000000.0,1639400000000.0,1543200000000.0,1489800000000.0
2104,N,False,12391000000000.0,12642000000000.0,12503000000000.0,12286000000000.0,12401000000000.0
2105,N,False,12317000000000.0,12148000000000.0,11725000000000.0,12092000000000.0,36803000000000.0
2106,N,False,1192900000000.0,1017100000000.0,933990000000.0,908340000000.0,799090000000.0
2107,N,False,30249000000000.0,30342000000000.0,30565000000000.0,31257000000000.0,31346000000000.0
2108,N,False,752130000000.0,819960000000.0,782990000000.0,830830000000.0,793420000000.0
2109,N,False,34104000000000.0,35085000000000.0,35043000000000.0,36111000000000.0,35712000000000.0
2110,N,False,1944500000000.0,1926700000000.0,1931100000000.0,1896000000000.0,1965200000000.0
2111,N,False,18145000000000.0,18146000000000.0,18306000000000.0,18480000000000.0,19035000000000.0
2112,N,False,6034600000000.0,5700100000000.0,5785200000000.0,5943500000000.0,5815800000000.0
2113,N,False,11490000000000.0,11278000000000.0,11158000000000.0,10734000000000.0,10769000000000.0
2114,N,False,6109000000000.0,6397900000000.0,6366200000000.0,6443200000000.0,6378100000000.0
2115,N,False,1218900000000.0,1159800000000.0,1081200000000.0,1033400000000.0,1047900000000.0
2116,N,False,17818000000000.0,17358000000000.0,17739000000000.0,18074000000000.0,18233000000000.0
