,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5
580,M,False,77198000000000.0,77019000000000.0,77620000000000.0,80906000000000.0,81173000000000.0
581,M,False,78260000000000.0,74122000000000.0,77260000000000.0,76255000000000.0,75993000000000.0
582,M,False,24322000000000.0,23618000000000.0,23102000000000.0,23423000000000.0,24206000000000.0
583,M,True,33676000000000.0,34579000000000.0,34327000000000.0,34511000000000.0,35063000000000.0
584,M,False,38948000000000.0,39158000000000.0,39387000000000.0,40304000000000.0,40629000000000.0
585,M,True,2586800000000.0,2578100000000.0,2625600000000.0,2535400000000.0,2686800000000.0
586,M,False,2625600000000.0,2535400000000.0,2686800000000.0,2692500000000.0,2779700000000.0
587,M,False,65840000000000.0,63876000000000.0,63334000000000.0,63628000000000.0,62884000000000.0
588,M,True,25560000000000.0,25856000000000.0,25675000000000.0,25754000000000.0,25924000000000.0
589,M,False,25533000000000.0,25840000000000.0,25927000000000.0,25500000000000.0,25737000000000.0
590,M,False,64319000000000.0,64711000000000.0,64897000000000.0,64535000000000.0,63055000000000.0
591,M,False,25965000000000.0,26080000000000.0,26960000000000.0,26944000000000.0,26945000000000.0
592,M,False,20269000000000.0,21058000000000.0,22103000000000.0,22257000000000.0,22073000000000.0
593,M,False,37527000000000.0,37352000000000.0,37620000000000.0,36768000000000.0,37643000000000.0
594,M,False,35163000000000.0,35108000000000.0,35488000000000.0,35396000000000.0,35896000000000.0
595,M,False,39054000000000.0,39637000000000.0,39462000000000.0,39299000000000.0,39786000000000.0
596,M,False,50975000000000.0,50059000000000.0,49642000000000.0,49478000000000.0,49506000000000.0
597,M,True,62663000000000.0,63070000000000.0,61969000000000.0,62551000000000.0,62156000000000.0
598,M,False,60083000000000.0,60253000000000.0,60373000000000.0,60000000000000.0,60547000000000.0
599,M,False,62588000000000.0,61912000000000.0,62551000000000.0,62565000000000.0,62246000000000.0
600,M,True,55655000000000.0,55390000000000.0,55668000000000.0,55663000000000.0,55618000000000.0
601,M,False,55618000000000.0,55637000000000.0,55019000000000.0,54914000000000.0,55512000000000.0
602,M,True,54600000000000.0,53587000000000.0,53897000000000.0,53445000000000.0,53158000000000.0
603,M,False,52721000000000.0,52716000000000.0,51880000000000.0,53206000000000.0,53229000000000.0
604,M,False,51880000000000.0,53206000000000.0,53229000000000.0,53267000000000.0,53047000000000.0
605,M,True,43308000000000.0,46792000000000.0,43688000000000.0,43759000000000.0,43042000000000.0
606,M,False,38407000000000.0,40358000000000.0,38356000000000.0,37612000000000.0,39163000000000.0
607,M,True,4194600000000.0,4304600000000.0,4358100000000.0,4549000000000.0,4439000000000.0
608,M,False,5388700000000.0,5516400000000.0,5633700000000.0,6150500000000.0,6392000000000.0
609,M,True,16276000000000.0,16177000000000.0,16309000000000.0,16163000000000.0,16081000000000.0
610,M,True,21273000000000.0,21277000000000.0,21478000000000.0,22521000000000.0,22221000000000.0
611,M,False,25399000000000.0,25299000000000.0,25027000000000.0,25296000000000.0,25337000000000.0
612,M,True,37697000000000.0,38393000000000.0,38172000000000.0,38645000000000.0,39267000000000.0
613,M,False,40270000000000.0,40613000000000.0,41389000000000.0,40991000000000.0,40773000000000.0
614,M,False,43456000000000.0,42840000000000.0,43257000000000.0,43550000000000.0,43586000000000.0
615,M,False,55060000000000.0,54281000000000.0,56171000000000.0,56045000000000.0,56299000000000.0
616,M,False,40137000000000.0,40256000000000.0,40465000000000.0,40011000000000.0,40157000000000.0
617,M,False,44626000000000.0,45022000000000.0,45851000000000.0,45593000000000.0,46167000000000.0
618,M,True,35670000000000.0,36314000000000.0,35850000000000.0,36808000000000.0,35515000000000.0
619,M,True,39205000000000.0,39706000000000.0,41080000000000.0,41852000000000.0,42261000000000.0
620,M,False,42261000000000.0,43396000000000.0,43553000000000.0,43670000000000.0,44398000000000.0
621,M,False,44643000000000.0,44433000000000.0,45150000000000.0,44658000000000.0,45221000000000.0
622,M,False,45150000000000.0,44658000000000.0,45221000000000.0,44968000000000.0,45460000000000.0
623,M,False,49946000000000.0,50472000000000.0,51394000000000.0,51728000000000.0,53069000000000.0
624,M,False,58021000000000.0,57746000000000.0,57631000000000.0,57453000000000.0,57655000000000.0
625,M,False,55232000000000.0,55443000000000.0,55357000000000.0,55181000000000.0,55287000000000.0
626,M,False,55287000000000.0,55572000000000.0,56160000000000.0,57074000000000.0,57423000000000.0
627,M,True,71323000000000.0,71546000000000.0,71445000000000.0,71184000000000.0,71188000000000.0
628,M,True,81646000000000.0,83104000000000.0,82735000000000.0,82587000000000.0,82639000000000.0
629,M,False,83785000000000.0,82937000000000.0,83247000000000.0,83615000000000.0,81931000000000.0
630,M,True,84639000000000.0,86006000000000.0,86068000000000.0,86157000000000.0,84440000000000.0
631,M,True,88250000000000.0,89535000000000.0,89535000000000.0,90405000000000.0,91380000000000.0
632,M,False,89535000000000.0,90405000000000.0,91380000000000.0,92552000000000.0,91958000000000.0
633,M,True,88824000000000.0,89561000000000.0,89575000000000.0,89132000000000.0,88378000000000.0
634,M,False,85586000000000.0,86542000000000.0,86496000000000.0,86511000000000.0,84542000000000.0
635,M,False,84229000000000.0,84083000000000.0,84188000000000.0,85086000000000.0,84556000000000.0
636,M,True,81707000000000.0,82112000000000.0,81682000000000.0,81837000000000.0,81355000000000.0
637,M,True,78575000000000.0,79121000000000.0,79179000000000.0,79730000000000.0,78445000000000.0
638,M,False,79243000000000.0,79627000000000.0,82467000000000.0,79027000000000.0,82969000000000.0
639,M,False,75444000000000.0,75844000000000.0,73416000000000.0,75489000000000.0,74097000000000.0
640,M,True,61692000000000.0,60909000000000.0,61907000000000.0,61387000000000.0,61806000000000.0
641,M,False,14238000000000.0,14524000000000.0,14267000000000.0,14470000000000.0,14486000000000.0
642,M,True,23583000000000.0,22959000000000.0,23440000000000.0,23443000000000.0,23364000000000.0
643,M,False,23942000000000.0,24294000000000.0,24161000000000.0,24122000000000.0,24018000000000.0
644,M,False,24013000000000.0,24239000000000.0,24775000000000.0,25074000000000.0,24506000000000.0
645,M,False,1915900000000.0,2138600000000.0,2443600000000.0,2386300000000.0,2897100000000.0
646,M,False,9062700000000.0,10161000000000.0,9660800000000.0,9293600000000.0,9174100000000.0
647,M,False,32317000000000.0,32554000000000.0,32904000000000.0,32766000000000.0,32404000000000.0
648,M,False,24773000000000.0,25393000000000.0,24884000000000.0,24678000000000.0,24685000000000.0
649,M,False,23197000000000.0,22941000000000.0,22687000000000.0,22960000000000.0,22801000000000.0
650,M,False,24998000000000.0,25076000000000.0,25165000000000.0,25099000000000.0,24775000000000.0
651,C,True,9442200000000.0,9675500000000.0,9644600000000.0,9893700000000.0,9841100000000.0
652,C,True,5058200000000.0,5172800000000.0,5623400000000.0,5548900000000.0,5601100000000.0
653,C,False,16438000000000.0,16173000000000.0,16500000000000.0,16492000000000.0,16507000000000.0
654,C,False,26015000000000.0,26367000000000.0,26768000000000.0,28066000000000.0,28245000000000.0
655,C,False,16753000000000.0,16697000000000.0,16610000000000.0,16720000000000.0,16819000000000.0
656,C,False,624060000000.0,877560000000.0,863580000000.0,1160800000000.0,1178300000000.0
657,C,False,13824000000000.0,14626000000000.0,13971000000000.0,11985000000000.0,11588000000000.0
658,C,False,4994000000000.0,5141800000000.0,5290400000000.0,4978000000000.0,5554300000000.0
659,C,False,29310000000000.0,28834000000000.0,28797000000000.0,28969000000000.0,28487000000000.0
660,C,True,87911000000000.0,88672000000000.0,89307000000000.0,88062000000000.0,87389000000000.0
661,C,False,60088000000000.0,59916000000000.0,59047000000000.0,59377000000000.0,59217000000000.0
662,C,False,8926400000000.0,8740400000000.0,8531600000000.0,8428100000000.0,8517000000000.0
663,C,False,7666500000000.0,8026100000000.0,7809000000000.0,7360400000000.0,6660300000000.0
664,C,False,66872000000000.0,67127000000000.0,67232000000000.0,66506000000000.0,67099000000000.0
665,C,True,1916500000000.0,1839100000000.0,1781800000000.0,1804100000000.0,1680000000000.0
666,C,True,31299000000000.0,30675000000000.0,30808000000000.0,30860000000000.0,31234000000000.0
667,C,False,37800000000000.0,38250000000000.0,37561000000000.0,37115000000000.0,37281000000000.0
668,C,False,31215000000000.0,31164000000000.0,31176000000000.0,29866000000000.0,28034000000000.0
669,C,False,9413300000000.0,9512600000000.0,9602000000000.0,9585400000000.0,9490500000000.0
670,C,True,10207000000000.0,10321000000000.0,10439000000000.0,10211000000000.0,11280000000000.0
671,C,False,13656000000000.0,13442000000000.0,12954000000000.0,12901000000000.0,12854000000000.0
672,C,False,58124000000000.0,58798000000000.0,59159000000000.0,59947000000000.0,59303000000000.0
673,C,False,10785000000000.0,10985000000000.0,11099000000000.0,10865000000000.0,10923000000000.0
674,C,False,2048500000000.0,2142800000000.0,2141000000000.0,2035500000000.0,2236600000000.0
675,C,False,46588000000000.0,46987000000000.0,47129000000000.0,46185000000000.0,46440000000000.0
676,C,False,69119000000000.0,69388000000000.0,69045000000000.0,69666000000000.0,69716000000000.0
677,C,True,18123000000000.0,18306000000000.0,18299000000000.0,18048000000000.0,18299000000000.0
678,C,False,41638000000000.0,41328000000000.0,40567000000000.0,39857000000000.0,39598000000000.0
679,C,False,4414900000000.0,4664800000000.0,4849600000000.0,4840800000000.0,4744800000000.0
680,C,False,3841600000000.0,4067800000000.0,4057800000000.0,4065000000000.0,4349800000000.0
681,C,False,30138000000000.0,30546000000000.0,30446000000000.0,30712000000000.0,31004000000000.0
682,C,True,16908000000000.0,17316000000000.0,16931000000000.0,16885000000000.0,16950000000000.0
683,C,False,2801000000000.0,2759600000000.0,2688500000000.0,2715400000000.0,2593600000000.0
684,C,False,46578000000000.0,46513000000000.0,46962000000000.0,46731000000000.0,47451000000000.0
685,C,False,10207000000000.0,10321000000000.0,10439000000000.0,10211000000000.0,11280000000000.0
686,C,False,0.0,56104000000.0,3918900000000.0,8412400000.0,18265000000.0
687,C,True,103760000000000.0,104110000000000.0,102430000000000.0,101390000000000.0,100980000000000.0
688,C,False,5651400000000.0,5785200000000.0,5923500000000.0,5898400000000.0,5533400000000.0
689,C,False,7619000000000.0,7457100000000.0,7725000000000.0,8509300000000.0,8723600000000.0
690,C,False,9174200000000.0,11006000000000.0,10831000000000.0,10989000000000.0,11270000000000.0
691,C,False,3940500000000.0,4042400000000.0,3890700000000.0,4045400000000.0,3958800000000.0
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,22147000000000.0,21824000000000.0,21626000000000.0,21463000000000.0,21243000000000.0
694,C,False,51040000000000.0,50929000000000.0,50693000000000.0,51244000000000.0,50828000000000.0
695,C,False,4401200000000.0,4539900000000.0,4466800000000.0,4661500000000.0,4696000000000.0
696,C,False,57322000000000.0,57254000000000.0,57962000000000.0,57602000000000.0,57748000000000.0
697,C,False,13273000000000.0,13437000000000.0,13727000000000.0,13578000000000.0,13555000000000.0
698,C,False,11751000000000.0,11702000000000.0,11745000000000.0,12045000000000.0,12005000000000.0
699,C,False,47004000000000.0,47203000000000.0,47756000000000.0,47809000000000.0,47852000000000.0
700,C,False,7945300000000.0,7615200000000.0,7532700000000.0,7338800000000.0,7364900000000.0
701,C,False,23269000000000.0,23704000000000.0,23830000000000.0,24094000000000.0,23913000000000.0
702,C,True,5632000000000.0,5823000000000.0,5668800000000.0,6083900000000.0,5309900000000.0
703,C,False,51777000000000.0,51406000000000.0,51459000000000.0,51539000000000.0,51136000000000.0
704,C,False,7585000000000.0,7764300000000.0,7422300000000.0,7566400000000.0,6563200000000.0
705,C,False,44631000000000.0,45119000000000.0,45048000000000.0,44747000000000.0,44611000000000.0
706,C,False,26858000000000.0,26717000000000.0,34026000000000.0,27473000000000.0,27802000000000.0
707,C,False,4871400000000.0,4762000000000.0,4917700000000.0,4961700000000.0,5072300000000.0
708,C,False,35540000000000.0,36338000000000.0,36315000000000.0,36393000000000.0,36405000000000.0
709,C,False,5824100000000.0,5806000000000.0,5780500000000.0,5989400000000.0,5825900000000.0
710,C,True,55536000000000.0,54861000000000.0,55286000000000.0,55096000000000.0,54851000000000.0
711,C,False,21342000000000.0,20640000000000.0,21086000000000.0,23070000000000.0,21958000000000.0
712,C,False,90157000000000.0,88564000000000.0,87520000000000.0,88209000000000.0,87877000000000.0
713,C,False,38962000000000.0,39233000000000.0,39413000000000.0,40209000000000.0,39884000000000.0
714,C,False,75925000000000.0,74811000000000.0,74214000000000.0,74023000000000.0,73036000000000.0
715,C,False,26861000000000.0,27030000000000.0,25926000000000.0,25581000000000.0,24804000000000.0
716,C,False,41762000000000.0,42127000000000.0,41928000000000.0,41200000000000.0,40972000000000.0
717,C,False,34991000000000.0,34753000000000.0,34808000000000.0,34559000000000.0,33885000000000.0
718,C,True,4935900000000.0,5256700000000.0,5247900000000.0,5285300000000.0,5048600000000.0
719,C,False,17891000000000.0,19024000000000.0,20985000000000.0,19431000000000.0,19060000000000.0
720,C,False,882470000000.0,943730000000.0,898130000000.0,894540000000.0,850750000000.0
721,C,False,7174800000000.0,7550300000000.0,7588300000000.0,7340400000000.0,7597200000000.0
722,C,False,4928100000000.0,5070700000000.0,5409200000000.0,5976100000000.0,6146300000000.0
723,C,False,32587000000000.0,31212000000000.0,31297000000000.0,29593000000000.0,30276000000000.0
724,C,False,3194300000000.0,3158400000000.0,3070700000000.0,2981900000000.0,2895400000000.0
725,C,True,9183200000000.0,8554800000000.0,8686700000000.0,8124200000000.0,8721400000000.0
726,C,False,37762000000000.0,37497000000000.0,37551000000000.0,37107000000000.0,36448000000000.0
727,C,False,63797000000000.0,64807000000000.0,64745000000000.0,64143000000000.0,64026000000000.0
728,C,False,16430000000000.0,16758000000000.0,16815000000000.0,17083000000000.0,17173000000000.0
729,C,False,17975000000000.0,18580000000000.0,17393000000000.0,17685000000000.0,17121000000000.0
730,C,False,25330000000000.0,25732000000000.0,25615000000000.0,25975000000000.0,26290000000000.0
731,C,False,7500000000000.0,7752800000000.0,7791500000000.0,7842000000000.0,7711400000000.0
732,C,False,38688000000000.0,39414000000000.0,39367000000000.0,39454000000000.0,38534000000000.0
733,C,False,42296000000000.0,41473000000000.0,42192000000000.0,41627000000000.0,41684000000000.0
734,C,False,48384000000000.0,47087000000000.0,47495000000000.0,48052000000000.0,47102000000000.0
735,C,False,2705400000000.0,2653500000000.0,2678300000000.0,2627300000000.0,2553700000000.0
736,C,False,9442200000000.0,9675500000000.0,9644600000000.0,9893700000000.0,9841100000000.0
737,C,False,30808000000000.0,31470000000000.0,32185000000000.0,32375000000000.0,32408000000000.0
738,C,False,33971000000000.0,35243000000000.0,35279000000000.0,36067000000000.0,37494000000000.0
739,C,False,14780000000000.0,14415000000000.0,14745000000000.0,14928000000000.0,15204000000000.0
740,C,False,21717000000000.0,22151000000000.0,22153000000000.0,22526000000000.0,22371000000000.0
741,C,False,25782000000000.0,26480000000000.0,26493000000000.0,26093000000000.0,25438000000000.0
742,C,False,7770100000000.0,7655800000000.0,7554600000000.0,7671700000000.0,7529800000000.0
743,C,False,139260000000000.0,139200000000000.0,139400000000000.0,139560000000000.0,139210000000000.0
744,C,False,28460000000000.0,27989000000000.0,27775000000000.0,28037000000000.0,28424000000000.0
745,C,False,90218000000000.0,89136000000000.0,89222000000000.0,223790000000000.0,91438000000000.0
746,C,False,18858000000000.0,18411000000000.0,18361000000000.0,18349000000000.0,17978000000000.0
747,C,False,12516000000000.0,12472000000000.0,12420000000000.0,13056000000000.0,13310000000000.0
748,C,False,25541000000000.0,25606000000000.0,26080000000000.0,25424000000000.0,25601000000000.0
749,C,False,87911000000000.0,88672000000000.0,89307000000000.0,88062000000000.0,87389000000000.0
750,C,False,45736000000000.0,45828000000000.0,46082000000000.0,46160000000000.0,45675000000000.0
751,C,False,66129000000000.0,66293000000000.0,66483000000000.0,65936000000000.0,65902000000000.0
752,C,False,6737000000000.0,6520500000000.0,6568600000000.0,6820800000000.0,6956900000000.0
753,C,False,18141000000000.0,17395000000000.0,17149000000000.0,16541000000000.0,17082000000000.0
754,C,False,9253300000000.0,9573800000000.0,9150300000000.0,9224100000000.0,9389300000000.0
755,C,False,44600000000000.0,45296000000000.0,45363000000000.0,44381000000000.0,43795000000000.0
756,C,False,216290000000.0,318290000000.0,375490000000.0,765080000000.0,875090000000.0
757,C,False,15923000000000.0,15580000000000.0,15345000000000.0,15803000000000.0,14943000000000.0
758,C,False,42065000000000.0,42160000000000.0,42371000000000.0,41607000000000.0,41205000000000.0
759,C,False,23026000000000.0,22676000000000.0,22357000000000.0,22781000000000.0,22722000000000.0
760,C,False,34021000000000.0,35133000000000.0,34845000000000.0,34424000000000.0,34375000000000.0
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,1916500000000.0,1839100000000.0,1781800000000.0,1804100000000.0,1680000000000.0
763,C,False,25089000000000.0,25548000000000.0,25829000000000.0,25550000000000.0,25476000000000.0
764,C,False,94147000000000.0,95136000000000.0,95846000000000.0,97023000000000.0,96602000000000.0
765,C,False,1944100000000.0,1946800000000.0,1927400000000.0,2041200000000.0,1941700000000.0
766,C,False,22900000000000.0,22966000000000.0,23416000000000.0,23068000000000.0,22840000000000.0
767,C,False,10655000000000.0,10195000000000.0,11885000000000.0,9655000000000.0,10066000000000.0
768,C,False,17498000000000.0,17831000000000.0,17848000000000.0,17369000000000.0,16879000000000.0
769,C,False,16908000000000.0,17316000000000.0,16931000000000.0,16885000000000.0,16950000000000.0
770,C,False,8132900000000.0,8208100000000.0,8080400000000.0,8112000000000.0,8322300000000.0
771,C,False,4493700000000.0,4636700000000.0,4455300000000.0,4979200000000.0,5705500000000.0
772,C,False,86128000000000.0,86923000000000.0,89638000000000.0,90077000000000.0,92443000000000.0
773,C,False,9183200000000.0,8554800000000.0,8686700000000.0,8124200000000.0,8721400000000.0
774,C,False,53929000000000.0,54620000000000.0,54628000000000.0,55528000000000.0,55176000000000.0
775,C,False,53258000000000.0,53389000000000.0,53378000000000.0,53462000000000.0,53104000000000.0
776,C,False,5071200000000.0,4441500000000.0,5008200000000.0,4758700000000.0,4892500000000.0
777,C,False,97698000000000.0,97598000000000.0,98975000000000.0,99914000000000.0,97953000000000.0
778,C,False,21601000000000.0,21774000000000.0,21928000000000.0,22130000000000.0,22059000000000.0
779,C,False,60321000000.0,132250000000.0,144940000000.0,157750000000.0,263780000000.0
780,C,False,13700000000000.0,14140000000000.0,13890000000000.0,13464000000000.0,13598000000000.0
781,C,False,10456000000000.0,10470000000000.0,10307000000000.0,9985500000000.0,10439000000000.0
782,C,False,34015000000000.0,34764000000000.0,34771000000000.0,34732000000000.0,34704000000000.0
783,C,False,24196000000000.0,24144000000000.0,23683000000000.0,23717000000000.0,23451000000000.0
784,C,False,6740700000000.0,6331400000000.0,6676900000000.0,6903200000000.0,6669900000000.0
785,C,False,24371000000000.0,24191000000000.0,24452000000000.0,24958000000000.0,25309000000000.0
786,C,False,6671500000000.0,6486000000000.0,6527300000000.0,6465800000000.0,6576500000000.0
787,C,False,0.0,0.0,9993200000.0,16014000000.0,21981000000.0
788,C,False,31661000000000.0,31809000000000.0,31503000000000.0,31757000000000.0,31442000000000.0
789,C,False,20803000000000.0,20441000000000.0,21068000000000.0,20774000000000.0,21764000000000.0
790,C,False,44665000000000.0,45511000000000.0,44905000000000.0,44385000000000.0,44724000000000.0
791,C,True,24851000000000.0,24673000000000.0,25042000000000.0,25780000000000.0,25814000000000.0
792,C,False,24339000000000.0,24403000000000.0,24398000000000.0,24632000000000.0,25180000000000.0
793,C,False,18339000000000.0,18349000000000.0,18031000000000.0,17644000000000.0,18190000000000.0
794,C,False,50594000000000.0,50665000000000.0,50181000000000.0,50739000000000.0,51255000000000.0
795,C,False,57952000000000.0,58905000000000.0,59688000000000.0,58851000000000.0,58509000000000.0
796,C,False,4935900000000.0,5256700000000.0,5247900000000.0,5285300000000.0,5048600000000.0
797,C,False,5914700000000.0,5837600000000.0,5639500000000.0,5794600000000.0,5692100000000.0
798,C,False,30929000000000.0,31502000000000.0,31570000000000.0,31465000000000.0,31799000000000.0
799,C,False,48729000000000.0,48545000000000.0,48378000000000.0,48583000000000.0,48404000000000.0
800,C,False,14719000000000.0,14877000000000.0,14790000000000.0,15355000000000.0,15526000000000.0
801,C,False,11806000000000.0,10715000000000.0,11105000000000.0,11685000000000.0,11177000000000.0
802,C,False,24036000000000.0,23629000000000.0,23876000000000.0,23434000000000.0,23206000000000.0
803,C,False,52947000000000.0,53102000000000.0,52153000000000.0,52382000000000.0,51578000000000.0
804,C,False,671260000000.0,698220000000.0,787580000000.0,766380000000.0,863810000000.0
805,C,False,15099000000000.0,14639000000000.0,14821000000000.0,14886000000000.0,15328000000000.0
806,C,False,42553000000000.0,42070000000000.0,42122000000000.0,41987000000000.0,41557000000000.0
807,C,False,6081100000000.0,5826000000000.0,5765300000000.0,5698500000000.0,5503500000000.0
808,C,False,5668800000000.0,6083900000000.0,5309900000000.0,6807100000000.0,6596900000000.0
809,C,False,70933000000000.0,71953000000000.0,73257000000000.0,73604000000000.0,72869000000000.0
810,C,True,22758000000000.0,22889000000000.0,22367000000000.0,22263000000000.0,21972000000000.0
811,C,False,21898000000000.0,21523000000000.0,22564000000000.0,22186000000000.0,22199000000000.0
812,C,True,20846000000000.0,20117000000000.0,20357000000000.0,20361000000000.0,20011000000000.0
813,C,False,25019000000000.0,24632000000000.0,24930000000000.0,26591000000000.0,24778000000000.0
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,5058200000000.0,5172800000000.0,5623400000000.0,5548900000000.0,5601100000000.0
816,C,False,16641000000000.0,16658000000000.0,16343000000000.0,15918000000000.0,15779000000000.0
817,C,False,14337000000000.0,15064000000000.0,15374000000000.0,15523000000000.0,15220000000000.0
818,C,False,15652000000000.0,15755000000000.0,16019000000000.0,15869000000000.0,15629000000000.0
819,C,False,22758000000000.0,22889000000000.0,22367000000000.0,22263000000000.0,21972000000000.0
820,C,False,13179000000000.0,12888000000000.0,12853000000000.0,12323000000000.0,11976000000000.0
821,C,False,60060000000000.0,62409000000000.0,65440000000000.0,65855000000000.0,65422000000000.0
822,C,False,56086000000000.0,56448000000000.0,56887000000000.0,56143000000000.0,56160000000000.0
823,C,False,3040700000000.0,3065100000000.0,3157000000000.0,3170400000000.0,3228600000000.0
824,C,False,61391000000000.0,61440000000000.0,61007000000000.0,60685000000000.0,59654000000000.0
825,C,False,69282000000000.0,70146000000000.0,70476000000000.0,71756000000000.0,70787000000000.0
826,C,False,14580000000000.0,14831000000000.0,17329000000000.0,16752000000000.0,17197000000000.0
827,C,False,1752600000000.0,1666000000000.0,1782100000000.0,1744400000000.0,1666000000000.0
828,C,False,11890000000000.0,12556000000000.0,12155000000000.0,12401000000000.0,11666000000000.0
829,C,False,45439000000000.0,45904000000000.0,45498000000000.0,45585000000000.0,45415000000000.0
830,C,False,17049000000000.0,17159000000000.0,16599000000000.0,16418000000000.0,16473000000000.0
831,C,False,28074000000000.0,28648000000000.0,29702000000000.0,29906000000000.0,30100000000000.0
832,C,False,33207000000000.0,33255000000000.0,33541000000000.0,33743000000000.0,33793000000000.0
833,C,False,13626000000000.0,13394000000000.0,13630000000000.0,13306000000000.0,13516000000000.0
834,C,False,5331300000000.0,5486200000000.0,5622600000000.0,5684500000000.0,5685700000000.0
835,C,False,57812000000000.0,57091000000000.0,57275000000000.0,56895000000000.0,56962000000000.0
836,C,False,9825000000000.0,9802600000000.0,10106000000000.0,9697900000000.0,9717600000000.0
837,C,False,8895500000000.0,9571700000000.0,9773500000000.0,9981000000000.0,10134000000000.0
838,C,False,20846000000000.0,20117000000000.0,20357000000000.0,20361000000000.0,20011000000000.0
839,C,False,20364000000000.0,20222000000000.0,20359000000000.0,20307000000000.0,20220000000000.0
840,C,False,27554000000000.0,27418000000000.0,27266000000000.0,26987000000000.0,27097000000000.0
841,C,False,18123000000000.0,18306000000000.0,18299000000000.0,18048000000000.0,18299000000000.0
842,C,False,14154000000000.0,14744000000000.0,14874000000000.0,15103000000000.0,14707000000000.0
843,C,False,56909000000000.0,56876000000000.0,56375000000000.0,56903000000000.0,56848000000000.0
844,C,False,55536000000000.0,54861000000000.0,55286000000000.0,55096000000000.0,54851000000000.0
845,B,True,4720300000000.0,4293500000000.0,4303100000000.0,4237700000000.0,4159100000000.0
846,B,False,19299000000000.0,19165000000000.0,19616000000000.0,19307000000000.0,19109000000000.0
847,B,False,1744300000000.0,1809500000000.0,1749900000000.0,1886300000000.0,2003200000000.0
848,B,False,1995200000000.0,2112300000000.0,2079100000000.0,2049000000000.0,2099600000000.0
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,10750000000000.0,10929000000000.0,10881000000000.0,10527000000000.0,10860000000000.0
851,B,False,13893000000000.0,14075000000000.0,14327000000000.0,14935000000000.0,15049000000000.0
852,B,False,15313000000000.0,15959000000000.0,15917000000000.0,15857000000000.0,16057000000000.0
853,B,False,247140000000.0,498860000000.0,644260000000.0,746840000000.0,883960000000.0
854,B,False,7087100000000.0,7173000000000.0,7105300000000.0,7363900000000.0,7217900000000.0
855,B,True,14789000000000.0,15135000000000.0,14056000000000.0,14888000000000.0,14657000000000.0
856,B,False,10200000000000.0,10033000000000.0,10255000000000.0,9881500000000.0,9451700000000.0
857,B,True,10336000000000.0,10089000000000.0,9818900000000.0,10158000000000.0,10336000000000.0
858,B,False,4518500000000.0,4664900000000.0,4914300000000.0,4796700000000.0,4793700000000.0
859,B,False,7816900000000.0,7491300000000.0,7246300000000.0,7412200000000.0,7492900000000.0
860,B,True,9041200000000.0,8853100000000.0,8804900000000.0,8914200000000.0,9078000000000.0
861,B,True,16406000000000.0,16349000000000.0,16259000000000.0,16484000000000.0,16563000000000.0
862,B,True,6650200000000.0,5556200000000.0,5155500000000.0,5317100000000.0,6504800000000.0
863,B,True,10383000000000.0,10691000000000.0,10328000000000.0,10246000000000.0,10218000000000.0
864,B,False,9586100000000.0,9598700000000.0,9647200000000.0,10184000000000.0,9541100000000.0
865,B,False,5639500000000.0,6149200000000.0,6067500000000.0,6208000000000.0,6307100000000.0
866,B,True,11699000000000.0,11123000000000.0,11002000000000.0,10997000000000.0,11253000000000.0
867,B,True,8078100000000.0,7730500000000.0,7613500000000.0,7261800000000.0,7179600000000.0
868,B,False,6695400000000.0,6966400000000.0,7206200000000.0,7256100000000.0,7509800000000.0
869,B,True,4895400000000.0,4798900000000.0,5015100000000.0,4868600000000.0,4713300000000.0
870,B,True,8892600000000.0,9003700000000.0,8989800000000.0,8641800000000.0,8340900000000.0
871,B,True,8892500000000.0,9079100000000.0,8871600000000.0,9208400000000.0,9207300000000.0
872,B,True,9447500000000.0,9656400000000.0,9549700000000.0,9558100000000.0,9477200000000.0
873,B,True,4855600000000.0,4871300000000.0,4766700000000.0,4669500000000.0,4611000000000.0
874,B,True,9496800000000.0,9561700000000.0,9742100000000.0,9502100000000.0,9642200000000.0
875,B,True,8809700000000.0,9108000000000.0,9346300000000.0,9190800000000.0,9921800000000.0
876,B,True,1765700000000.0,1738200000000.0,1642300000000.0,1623000000000.0,1612500000000.0
877,B,False,24896000000000.0,24720000000000.0,24808000000000.0,24219000000000.0,24339000000000.0
878,B,False,12295000000000.0,12595000000000.0,13053000000000.0,13036000000000.0,13240000000000.0
879,B,True,6546200000000.0,6443200000000.0,6375400000000.0,6440400000000.0,6362800000000.0
880,B,False,6554200000000.0,6834700000000.0,6897500000000.0,6936700000000.0,7016800000000.0
881,B,False,2536100000000.0,2516300000000.0,2562400000000.0,2689700000000.0,2637800000000.0
882,B,True,12101000000000.0,12289000000000.0,12244000000000.0,13066000000000.0,12844000000000.0
883,B,True,7746000000000.0,8010400000000.0,8053400000000.0,8090900000000.0,8191500000000.0
884,B,False,963360000000.0,999760000000.0,991540000000.0,927240000000.0,1040400000000.0
