,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5
0,X,False,116.17,117.58,117.63,115.9,115.69
1,X,False,111.2,111.31,110.64,110.88,110.62
2,X,False,81.416,81.235,81.149,81.004,81.401
3,X,False,109.42,109.62,110.12,110.79,110.44
4,X,True,118.31,118.77,119.91,120.94,122.47
5,X,True,90.965,76.984,89.318,83.758,76.724
6,X,False,78.691,78.185,83.238,78.156,85.101
7,X,False,70.139,69.345,68.07,67.348,68.234
8,X,True,80.036,77.638,77.277,76.947,76.072
9,X,False,107.21,107.37,106.74,107.35,106.86
10,X,False,107.42,107.9,108.45,107.08,107.23
11,X,False,123.21,123.65,122.78,122.07,122.76
12,X,False,98.249,97.593,97.562,97.653,97.855
13,X,False,95.425,95.694,95.912,89.913,96.495
14,X,True,105.68,87.265,94.002,84.37,74.717
15,X,True,99.216,99.768,100.17,100.67,101.11
16,X,False,84.695,83.945,85.766,85.556,83.332
17,X,False,94.745,94.483,94.761,94.154,94.472
18,X,False,108.75,107.87,108.36,108.35,108.02
19,X,False,111.59,112.56,112.8,112.67,113.35
20,X,False,96.496,96.208,95.595,93.899,93.579
21,X,False,93.251,93.856,94.491,95.612,96.056
22,X,False,57.567,58.836,57.486,59.755,61.213
23,X,False,83.497,83.531,82.271,87.454,84.652
24,X,False,83.24,77.927,78.007,81.612,85.594
25,X,False,75.414,80.828,73.837,81.849,74.366
26,X,True,109.54,109.51,109.81,109.93,109.5
27,X,True,104.78,104.48,104.97,104.41,104.3
28,X,True,105.6,105.78,106.21,106.19,106.21
29,X,True,102.78,102.57,102.6,102.83,102.85
30,X,True,98.036,98.146,98.713,99.174,99.381
31,X,False,99.661,99.266,99.729,99.792,99.772
32,X,False,109.76,109.58,109.02,108.79,109.35
33,X,True,107.09,106.16,105.59,105.02,105.71
34,X,False,159.88,90.752,82.224,69.889,117.33
35,X,True,119.97,122.0,121.24,121.67,121.75
36,X,True,126.67,126.08,126.25,125.98,125.37
37,X,False,119.24,120.31,120.21,120.72,121.51
38,X,False,91.602,89.029,93.11,87.775,90.413
39,M,False,126.36,125.33,125.36,123.37,123.01
40,M,False,126.28,116.27,122.06,140.14,117.53
41,M,False,90.062,89.621,89.782,90.123,89.626
42,M,False,128.67,128.87,130.78,131.14,130.42
43,M,True,101.19,51.856,99.673,56.076,52.373
44,M,False,75.548,77.88,82.838,74.366,76.482
45,M,False,85.076,84.64,84.797,83.931,84.394
46,M,False,70.959,68.417,68.277,66.973,68.276
47,M,False,92.471,88.18,91.024,91.321,92.126
48,M,True,117.25,119.24,117.45,117.87,118.87
49,M,True,112.61,113.73,116.56,117.9,118.57
50,M,False,118.56,117.05,115.66,115.07,112.13
51,M,False,100.39,100.52,100.94,100.41,100.76
52,M,True,110.68,111.35,110.85,110.77,110.94
53,M,True,108.67,109.03,108.33,108.39,108.71
54,M,False,110.89,110.84,110.25,110.13,110.48
55,M,False,112.81,112.63,112.8,111.48,111.88
56,M,False,109.69,109.65,110.79,109.07,110.12
57,M,False,83.41,85.6,82.414,82.068,82.926
58,M,True,109.69,110.0,109.7,109.4,108.41
59,M,True,108.11,108.22,107.39,107.24,108.51
60,M,False,103.15,103.37,104.41,104.41,104.84
61,M,False,107.19,107.14,106.91,106.22,105.95
62,M,False,98.02,96.411,96.918,97.876,99.163
63,M,False,98.673,99.62,100.01,100.48,101.52
64,M,True,99.148,98.001,96.583,97.263,96.666
65,M,False,97.099,97.823,96.825,97.017,96.874
66,M,False,96.865,95.99,97.877,95.251,93.51
67,M,False,84.412,84.692,86.221,87.024,85.414
68,M,False,94.094,94.666,94.3,91.711,98.743
69,M,True,97.255,97.06,97.787,98.305,98.882
70,M,False,102.12,102.24,102.3,102.16,102.62
71,M,False,106.6,107.47,107.32,106.85,106.01
72,M,True,111.03,112.26,112.86,115.31,115.13
73,M,False,108.05,107.68,107.66,108.04,108.88
74,M,False,74.313,73.836,72.211,62.702,75.645
75,M,False,77.672,78.441,78.758,77.767,78.329
76,M,False,97.498,97.74,98.348,98.874,99.522
77,M,False,130.3,129.46,128.53,127.29,124.69
78,M,True,97.247,97.937,99.371,99.475,100.42
79,M,False,93.157,93.695,93.457,94.092,93.806
80,M,True,94.445,85.627,97.788,100.54,94.81
81,M,False,92.693,94.282,95.3,91.784,104.77
82,M,False,112.7,110.7,110.94,110.77,111.39
83,M,False,62.87,56.949,60.406,69.432,62.037
84,M,False,115.56,114.79,113.82,113.47,113.64
85,M,False,99.818,99.913,99.076,99.013,99.318
86,M,True,114.73,115.16,117.01,117.09,118.63
87,M,True,118.69,119.49,119.64,120.01,119.52
88,M,False,94.013,93.319,93.792,94.313,95.378
89,M,True,117.44,116.58,116.6,115.87,115.98
90,M,False,118.41,118.33,118.35,117.71,117.9
91,M,True,91.595,91.476,91.045,90.152,89.089
92,M,False,87.325,87.361,87.852,88.599,88.814
93,M,True,108.63,108.43,107.71,108.33,107.58
94,M,False,105.77,105.34,104.97,103.89,102.93
95,M,False,94.601,95.478,96.481,97.096,97.708
96,M,True,115.79,114.55,115.45,114.88,114.98
97,M,True,108.67,109.27,108.97,108.99,108.98
98,M,False,114.01,112.55,112.37,113.24,113.33
99,M,True,107.97,107.56,107.62,108.06,108.0
100,M,False,106.33,106.86,108.31,109.84,110.29
101,M,False,76.304,76.665,76.79,77.048,77.354
102,M,True,105.64,106.32,106.68,107.4,107.62
103,M,True,97.945,97.375,96.715,95.872,93.965
104,M,True,89.66,90.359,86.004,90.135,88.591
105,M,False,86.997,86.517,85.498,83.013,84.085
106,M,False,86.102,86.538,86.969,86.653,85.043
107,M,True,87.976,87.327,87.053,86.578,86.975
108,M,False,86.578,86.975,85.229,86.789,89.484
109,M,False,87.504,87.798,88.684,89.462,90.13
110,M,False,93.514,91.106,92.312,91.228,92.952
111,M,False,92.647,92.896,92.047,92.709,93.665
112,M,False,94.926,95.899,95.394,95.563,95.744
113,M,True,95.85,90.444,94.992,94.112,89.824
114,M,False,107.78,97.249,103.11,102.6,92.952
115,M,True,92.932,93.411,92.736,92.466,92.849
116,M,False,108.1,99.716,99.966,106.94,106.51
117,M,False,96.304,96.11,96.121,95.595,95.388
118,M,False,90.779,91.11,91.667,92.234,92.005
119,M,True,98.868,99.069,98.601,100.47,102.4
120,M,True,83.151,95.644,95.106,82.232,96.13
121,M,False,99.473,101.1,101.58,100.76,100.45
122,M,False,99.508,99.112,98.227,97.168,96.226
123,M,False,82.461,82.163,82.212,82.747,82.883
124,M,False,70.451,70.441,70.764,70.693,69.127
125,M,True,59.919,65.559,60.322,60.497,62.974
126,M,True,78.865,75.369,80.362,77.953,70.104
127,M,True,78.685,78.374,78.539,77.644,79.642
128,M,True,85.683,84.273,85.505,84.524,84.22
129,M,True,87.829,87.747,87.696,88.329,88.111
130,M,True,87.181,87.264,87.298,87.783,87.747
131,M,False,95.522,95.338,94.784,95.014,94.164
132,M,False,93.426,93.927,94.192,94.56,94.51
133,M,False,93.701,93.332,93.329,93.457,93.698
134,M,False,94.796,95.238,95.289,95.527,95.99
135,M,True,70.824,74.407,75.045,72.381,75.096
136,M,False,99.661,101.04,101.4,102.33,102.92
137,M,False,86.981,92.365,87.289,87.652,89.792
138,M,True,133.85,134.95,135.62,134.21,132.77
139,M,False,132.79,133.58,134.87,136.95,134.93
140,M,True,86.799,87.629,87.022,84.856,83.802
141,M,False,83.018,81.589,84.172,83.291,84.468
142,M,False,86.088,87.419,85.295,85.878,85.646
143,M,True,96.212,96.144,96.308,95.475,95.871
144,M,False,93.835,93.33,93.679,92.738,92.711
145,M,False,70.438,70.724,71.477,71.486,71.601
146,M,False,88.087,81.813,81.248,89.694,90.095
147,M,False,117.01,117.24,117.45,116.51,115.83
148,M,False,90.255,90.69,90.951,91.486,92.66
149,M,True,81.924,77.215,78.834,77.671,75.427
150,M,True,95.638,97.396,98.1,96.466,96.895
151,M,False,97.396,98.1,96.466,96.895,97.153
152,M,False,96.438,96.969,97.11,96.773,97.892
153,M,True,101.46,101.4,101.5,101.61,102.7
154,M,False,101.78,101.61,101.84,102.26,102.38
155,M,False,102.21,102.51,101.31,102.23,102.95
156,M,False,102.99,102.49,101.46,100.7,100.05
157,M,False,101.54,101.68,101.6,101.69,102.31
158,M,False,105.16,106.04,105.91,105.6,106.7
159,M,False,108.77,108.07,107.62,106.87,105.82
160,M,False,107.01,108.66,108.83,109.76,110.05
161,M,False,90.737,89.952,88.759,87.548,87.558
162,M,True,124.94,124.77,123.94,124.29,123.62
163,M,False,136.9,137.94,137.93,138.37,138.82
164,M,False,112.62,113.76,113.89,113.48,111.91
165,M,True,0.0,0.0,0.0,0.0,0.0
166,M,False,109.91,109.53,110.5,110.79,110.31
167,M,True,94.134,94.783,94.148,93.112,94.18
168,M,True,100.6,100.46,100.83,101.33,101.23
169,M,False,101.36,100.31,100.64,100.25,100.38
170,M,True,104.55,105.03,103.86,104.19,104.97
171,M,False,109.55,110.57,111.58,112.21,112.56
172,M,False,110.25,110.71,110.99,110.7,111.37
173,M,False,74.099,73.141,74.019,74.356,74.786
174,M,False,86.901,87.867,88.737,89.498,90.312
175,M,False,96.63,96.71,96.938,96.767,96.97
176,M,True,0.0,0.0,0.0,0.0,0.0
177,M,False,117.9,115.21,119.41,103.76,113.39
178,M,False,85.095,80.482,77.227,86.551,76.865
179,M,False,102.82,102.72,101.83,102.26,102.23
180,M,True,96.68,95.8,94.046,95.587,93.538
181,M,False,100.68,100.98,100.94,101.56,102.09
182,M,True,102.1,102.31,103.02,102.13,102.71
183,M,False,101.97,102.94,104.73,105.76,105.26
184,M,True,112.19,113.44,112.8,113.61,112.79
185,M,False,108.25,107.98,109.17,107.77,107.76
186,M,True,102.11,101.37,101.68,102.43,103.73
187,M,False,112.16,112.33,111.13,110.65,110.24
188,M,False,106.31,105.7,105.94,105.98,105.88
189,M,True,104.11,103.87,103.76,103.4,103.86
190,M,True,106.73,106.87,105.75,105.28,104.91
191,M,True,103.61,104.38,103.63,103.22,103.73
192,M,True,105.83,106.27,106.71,107.2,107.86
193,M,False,106.0,105.86,106.29,106.86,107.05
194,M,True,107.12,107.79,108.49,109.12,110.0
195,M,False,112.46,112.56,112.9,114.03,113.63
196,M,False,113.27,113.68,113.49,113.94,114.11
197,M,True,113.65,113.2,112.9,112.94,112.57
198,M,True,112.57,112.58,112.71,112.62,112.58
199,M,False,112.47,113.0,113.95,114.96,116.6
200,M,False,78.208,83.893,83.238,96.237,98.055
201,M,True,114.98,114.7,114.91,114.23,113.67
202,M,False,113.67,113.44,113.02,113.31,114.42
203,M,False,115.57,115.53,115.58,115.85,116.57
204,M,True,118.3,117.97,118.41,119.26,119.35
205,M,False,121.64,121.67,121.82,121.82,122.5
206,M,True,126.46,126.6,127.17,127.16,127.44
207,M,False,126.83,126.61,127.12,127.06,126.31
208,M,True,123.46,123.01,123.19,123.82,124.36
209,M,False,124.5,123.14,121.95,121.71,121.9
210,M,True,122.88,123.35,122.61,123.6,123.4
211,M,False,120.96,120.61,120.97,121.24,121.23
212,M,False,120.8,120.65,120.07,119.91,119.67
213,M,False,77.664,73.561,75.325,75.555,70.52
214,M,True,113.95,114.44,113.98,114.53,113.87
215,M,True,107.74,106.06,106.43,105.83,105.87
216,M,False,103.24,104.01,104.09,104.02,104.51
217,M,False,102.72,102.46,101.76,102.75,101.17
218,M,False,99.154,99.628,97.907,97.95,96.544
219,M,True,103.48,102.71,103.06,102.57,102.67
220,M,False,104.96,105.59,105.81,106.19,106.87
221,M,False,106.65,106.77,106.5,106.33,106.24
222,M,False,102.42,102.11,101.75,101.86,101.51
223,M,False,85.833,85.914,85.685,85.282,85.332
224,M,False,66.609,70.905,71.137,72.384,71.491
225,M,True,91.874,92.98,93.882,94.675,95.108
226,M,False,96.65,95.979,96.167,96.506,95.53
227,M,False,105.8,104.98,104.93,104.84,105.22
228,M,False,105.42,105.33,105.21,105.29,105.03
229,M,False,44.342,76.927,98.122,92.519,72.801
230,M,False,98.122,92.519,72.801,100.89,113.58
231,M,False,109.15,110.54,110.62,110.49,110.06
232,M,False,122.08,122.98,99.819,122.78,123.07
233,M,False,111.97,111.21,110.41,109.5,108.84
234,M,False,104.99,103.99,102.61,102.6,101.34
235,M,True,78.576,91.396,106.38,114.98,165.66
236,M,True,81.493,85.372,85.755,84.332,83.692
237,M,True,92.828,92.403,96.306,97.993,92.974
238,M,False,97.507,96.156,105.37,103.42,97.981
239,M,True,105.06,101.16,103.32,100.2,99.926
240,M,False,109.48,108.42,108.2,106.76,106.55
241,M,False,112.64,112.98,110.32,112.37,111.81
242,M,True,133.58,133.43,132.21,132.58,132.28
243,M,False,120.99,120.91,119.99,120.59,120.09
244,M,False,117.47,116.85,116.52,115.43,115.12
245,M,False,86.719,85.267,84.657,84.581,83.536
246,M,False,115.94,116.1,116.11,115.35,116.55
247,M,False,111.47,111.66,112.16,111.69,112.12
248,M,True,89.553,89.071,88.972,89.492,89.301
249,M,False,94.785,94.662,94.719,94.576,94.883
250,M,True,124.76,125.86,125.86,126.57,125.28
251,M,False,130.05,130.28,129.44,129.0,129.38
252,M,False,146.23,143.99,127.54,125.42,123.97
253,M,False,82.603,82.157,81.611,82.288,81.7
254,M,False,113.73,113.08,112.86,111.99,110.65
255,M,False,106.67,108.27,109.27,109.56,108.54
256,M,False,117.68,117.52,117.0,117.41,116.98
257,M,False,117.59,118.3,117.87,118.6,118.46
258,M,False,122.57,122.14,120.46,119.2,118.34
259,M,False,99.822,101.77,103.15,102.62,103.12
260,M,True,96.397,96.567,97.352,96.881,96.465
261,M,False,97.301,97.475,98.643,99.294,98.846
262,M,False,87.548,86.923,87.079,87.019,86.501
263,M,False,107.11,107.47,106.93,107.62,106.68
264,M,False,107.96,107.82,108.36,109.12,108.88
265,M,False,77.263,79.749,78.564,75.254,79.907
266,M,False,52.739,51.321,68.786,54.75,59.74
267,M,False,62.411,66.592,64.963,66.604,67.826
268,M,False,82.235,82.307,78.709,83.385,82.4
269,M,False,125.79,126.52,127.47,129.22,129.53
270,M,True,101.94,101.7,101.8,103.3,103.23
271,M,False,103.3,103.23,102.82,103.98,102.05
272,M,False,69.58,64.776,67.416,69.798,73.196
273,M,False,114.69,113.74,114.41,113.95,114.87
274,M,True,121.38,122.4,123.08,123.55,124.01
275,M,False,135.78,134.22,134.77,133.9,133.68
276,M,True,111.22,111.65,111.33,111.76,111.76
277,M,False,117.58,116.5,116.12,114.94,113.72
278,M,True,114.19,113.62,114.19,114.04,114.07
279,M,True,116.3,116.28,115.92,116.28,116.5
280,M,False,117.47,118.01,117.37,117.11,116.6
281,M,False,117.37,117.11,116.6,117.16,118.11
282,M,False,100.3,99.752,100.11,99.805,100.06
283,M,False,114.94,115.49,115.5,115.22,114.74
284,M,False,115.22,114.74,115.26,115.0,114.71
285,M,True,0.0,0.0,0.0,0.0,0.0
286,M,True,61.871,59.622,60.228,61.541,59.668
287,M,True,103.7,109.66,112.54,111.81,110.96
288,M,False,105.81,103.9,106.64,110.05,110.47
289,M,False,111.58,109.75,108.82,110.43,106.75
290,M,False,109.32,107.26,108.19,106.1,107.67
291,M,False,105.44,105.95,104.32,105.68,108.99
292,M,True,101.32,101.45,101.91,102.48,102.72
293,M,False,97.508,96.576,96.184,95.066,94.781
294,M,False,99.196,99.736,99.843,100.8,100.95
295,M,False,93.217,93.267,93.459,93.526,93.63
296,M,True,107.59,108.05,107.91,107.92,108.51
297,M,False,107.91,107.92,108.51,107.51,105.84
298,M,False,88.157,88.819,87.388,86.887,86.865
299,M,False,69.982,69.956,69.913,71.499,70.628
300,M,False,103.63,102.13,101.57,101.94,101.28
301,M,True,104.42,105.0,105.92,105.49,105.9
302,M,False,111.32,111.76,111.51,110.61,109.7
303,M,True,86.24,86.891,86.584,86.179,85.67
304,M,True,88.719,88.985,90.175,90.673,91.527
305,M,True,99.799,100.18,100.18,100.84,100.61
306,M,True,108.87,109.34,109.12,109.7,109.64
307,M,True,106.69,106.06,105.1,105.53,105.21
308,M,False,126.33,127.96,128.6,126.64,125.97
309,M,False,64.789,61.216,69.038,65.565,62.303
310,M,False,94.878,95.069,94.653,94.649,94.181
311,M,False,72.483,74.084,73.164,73.421,73.375
312,M,True,112.75,113.73,114.91,116.73,119.64
313,M,True,119.68,119.02,118.81,118.0,117.07
314,M,False,115.78,116.58,117.13,117.97,118.42
315,M,False,90.199,93.269,77.867,95.468,100.26
316,M,True,96.035,97.06,97.575,97.071,97.238
317,M,False,95.918,95.878,95.86,95.804,95.899
318,M,False,112.42,114.09,114.88,116.31,115.62
319,M,True,62.084,58.864,68.413,65.574,68.395
320,M,False,62.434,64.146,64.775,66.316,66.802
321,M,True,109.31,109.73,110.99,111.0,111.68
322,M,False,111.0,111.68,111.46,112.56,112.15
323,M,False,92.745,92.398,92.871,92.805,92.65
324,M,True,113.11,113.34,113.6,113.26,112.88
325,M,False,109.32,109.08,109.74,110.12,109.39
326,M,False,107.72,107.21,106.3,106.5,105.5
327,M,False,102.43,102.74,102.91,103.66,103.41
328,M,False,126.03,125.02,123.95,123.8,122.84
329,M,True,120.82,121.1,121.93,122.38,121.96
330,M,False,118.94,118.14,117.24,115.78,115.19
331,M,True,74.333,75.049,68.104,68.613,68.31
332,M,True,86.302,89.934,84.889,86.238,87.066
333,M,True,81.155,83.056,79.952,83.442,82.327
334,M,False,82.22,83.375,82.904,83.813,82.961
335,M,False,87.405,87.949,88.112,89.015,88.948
336,M,False,86.055,85.889,86.031,85.312,86.499
337,M,False,111.69,111.94,112.13,113.64,112.57
338,M,True,95.091,95.219,95.376,95.308,95.223
339,M,False,78.033,77.285,77.198,78.752,77.973
340,M,False,84.081,83.63,83.351,82.839,81.827
341,M,False,78.111,79.44,89.905,73.395,68.389
342,M,False,81.855,58.681,57.836,53.597,50.743
343,M,False,61.276,54.503,55.754,56.929,54.318
344,M,False,56.088,68.859,57.015,60.328,59.553
345,M,False,80.804,82.996,75.831,79.036,71.904
346,M,False,83.377,82.801,79.548,78.353,82.573
347,M,True,93.05,93.599,93.322,93.696,92.194
348,M,False,92.098,91.337,89.922,89.54,90.149
349,M,False,94.532,91.523,89.359,94.357,94.924
350,M,True,100.87,100.93,101.23,101.66,101.37
351,M,False,106.8,106.48,106.44,106.54,104.97
352,M,True,116.55,118.12,119.43,120.58,120.96
353,M,True,114.74,114.55,114.27,113.13,112.33
354,M,False,107.5,106.94,106.83,106.74,106.72
355,M,False,110.3,110.1,110.55,110.88,110.42
356,M,False,111.21,111.14,110.47,110.64,110.37
357,M,False,107.37,108.26,109.64,110.32,111.61
358,M,False,112.19,111.49,110.97,110.86,110.51
359,M,False,118.92,119.14,118.9,118.76,117.66
360,M,True,112.06,111.51,111.61,111.64,111.5
361,M,False,111.64,111.27,110.28,110.32,109.64
362,M,False,109.56,109.43,109.11,109.44,109.15
363,M,False,113.77,113.07,113.77,113.76,114.89
364,M,True,110.48,110.02,109.74,108.63,108.37
365,M,False,110.85,111.37,111.99,112.63,113.52
366,M,False,108.93,109.21,108.89,108.5,107.93
367,M,True,111.88,112.41,111.47,111.19,111.0
368,M,True,112.05,111.49,110.49,110.97,110.62
369,M,True,117.36,117.18,117.13,117.59,114.51
370,M,True,118.43,120.1,120.07,121.7,121.39
371,M,True,118.01,115.45,115.18,114.62,114.66
372,M,True,120.68,120.48,121.09,121.17,121.2
373,M,True,121.45,122.49,121.53,122.5,121.14
374,M,False,116.68,118.08,117.83,117.43,118.99
375,M,False,123.78,123.62,123.15,122.17,120.77
376,M,True,124.84,124.84,124.99,125.28,125.93
377,M,False,115.96,115.65,116.21,117.04,116.96
378,M,False,116.44,116.12,115.93,116.03,116.78
379,M,False,119.74,120.71,121.18,122.47,123.16
380,M,False,99.808,99.949,99.558,99.174,99.367
381,M,False,93.191,91.749,91.388,90.791,91.425
382,M,False,108.1,109.02,109.89,110.44,111.5
383,M,False,90.389,93.594,92.45,90.928,91.329
384,M,False,80.198,81.521,81.004,82.238,83.679
385,M,False,72.423,72.321,72.694,72.432,72.955
386,M,False,121.55,121.43,121.76,121.9,122.49
387,M,False,114.49,115.16,114.9,116.4,116.77
388,M,True,106.88,110.8,107.55,116.33,96.149
389,M,True,98.579,97.191,95.061,104.14,103.9
390,M,True,104.42,104.44,102.3,102.86,101.34
391,M,False,106.76,109.37,108.88,110.18,107.87
392,M,False,109.54,110.52,113.05,111.12,113.33
393,M,False,122.25,122.86,121.65,122.98,120.96
394,M,True,110.59,109.65,108.18,107.97,107.41
395,M,False,108.73,109.57,110.78,111.88,113.94
396,M,False,104.87,103.04,95.88,93.118,92.275
397,M,True,97.64,97.155,96.731,95.598,95.665
398,M,True,78.248,78.195,78.792,79.17,81.64
399,M,False,79.158,81.725,79.766,84.693,86.602
400,M,False,114.48,114.16,114.36,114.86,114.16
401,M,False,78.574,85.391,87.254,87.106,88.691
402,M,True,115.71,116.4,117.59,116.74,115.91
403,M,False,122.93,122.77,120.91,120.6,120.62
404,M,False,124.8,123.86,124.11,123.7,124.46
405,M,False,81.77,81.305,81.055,81.15,81.414
406,M,False,72.859,73.31,73.354,73.493,72.845
407,M,False,108.02,107.64,107.18,105.77,104.99
408,M,False,102.1,102.26,102.35,102.01,102.07
409,M,True,90.904,90.602,91.213,91.548,90.02
410,M,False,82.001,79.999,79.509,78.538,78.237
411,M,False,78.65,78.576,78.006,80.434,79.084
412,M,False,78.296,78.205,75.545,75.026,74.794
413,M,False,116.73,116.6,117.61,119.08,121.38
414,M,False,100.88,100.84,100.22,100.24,100.03
415,M,True,88.169,82.614,81.146,82.964,87.766
416,M,True,80.043,77.864,77.662,80.282,82.862
417,M,True,88.668,91.852,86.758,87.569,89.478
418,M,True,100.84,101.83,102.05,102.13,101.74
419,M,True,88.228,84.642,87.19,87.725,85.159
420,M,False,87.154,88.211,88.652,83.366,88.038
421,M,False,155.29,153.73,152.55,151.16,152.09
422,M,False,92.667,95.533,94.087,95.833,95.47
423,M,False,97.6,97.985,98.145,98.381,98.137
424,M,False,87.716,89.126,88.222,88.945,88.855
425,M,False,71.424,75.437,74.635,70.792,73.699
426,M,False,104.17,104.12,103.31,103.13,103.75
427,M,False,77.202,77.455,77.936,77.945,77.973
428,M,True,77.692,77.355,79.915,81.469,80.494
429,M,False,94.182,94.627,93.197,93.334,93.29
430,M,False,97.071,96.234,95.861,95.248,94.175
431,M,False,89.737,89.425,90.748,89.795,90.321
432,M,False,100.68,99.03,98.866,97.995,99.045
433,M,True,128.51,128.9,129.39,128.58,128.06
434,M,False,129.39,128.58,128.06,128.53,128.9
435,M,False,132.19,132.07,130.96,131.71,130.46
436,M,True,71.472,68.933,76.442,74.69,72.457
437,M,True,92.396,92.394,91.835,91.182,90.88
438,M,False,95.562,95.666,95.185,94.719,94.466
439,M,False,98.404,99.059,99.734,100.39,100.91
440,M,False,100.91,101.01,101.75,102.29,101.7
441,M,False,101.09,101.14,100.69,101.16,101.19
442,M,True,108.51,108.56,108.98,109.42,109.58
443,M,False,110.79,110.16,109.35,108.73,107.89
444,M,True,109.19,109.42,109.64,109.37,109.46
445,M,True,103.95,103.84,104.15,104.39,104.49
446,M,True,105.45,105.14,104.45,103.84,103.63
447,M,False,104.45,103.84,103.63,104.03,103.64
448,M,False,104.83,104.82,105.1,104.81,104.76
449,M,False,102.97,103.28,103.28,103.41,103.48
450,M,False,103.89,104.15,104.23,104.3,104.4
451,M,True,103.63,103.21,102.9,102.2,101.9
452,M,False,99.425,99.021,98.52,98.819,98.538
453,M,False,96.824,96.413,96.073,95.912,95.557
454,M,False,95.587,95.665,95.841,96.017,96.037
455,M,False,95.612,95.422,95.119,94.764,94.534
456,M,True,90.736,90.933,91.046,90.799,90.921
457,M,True,81.113,80.805,81.191,81.891,82.142
458,M,False,80.945,80.405,80.601,80.787,79.997
459,M,False,79.939,80.285,79.121,80.871,81.407
460,M,False,80.055,80.565,78.454,78.104,78.164
461,M,False,78.264,77.621,77.547,78.49,77.092
462,M,False,79.615,78.55,77.779,78.819,78.488
463,M,False,77.512,79.225,79.377,79.673,78.298
464,M,False,78.298,81.756,79.286,80.796,81.686
465,M,False,82.966,82.754,83.058,82.231,81.438
466,M,True,74.135,70.55,72.138,77.136,68.488
467,M,False,84.03,83.504,83.013,83.371,86.263
468,M,True,90.456,84.63,91.003,93.36,93.997
469,M,True,92.977,91.92,90.795,87.801,89.267
470,M,True,94.899,94.943,96.006,95.825,95.258
471,M,False,99.111,99.121,99.193,99.646,100.91
472,M,False,101.04,101.09,99.755,99.619,99.118
473,M,False,101.44,101.68,101.82,101.91,101.42
474,M,False,112.94,112.94,112.32,111.94,111.56
475,M,True,80.599,80.749,79.629,80.141,81.512
476,M,True,88.411,87.934,88.214,89.67,91.826
477,M,False,92.24,92.284,92.822,93.378,94.404
478,M,False,98.253,96.902,95.678,95.097,94.195
479,M,True,102.37,102.12,101.88,101.66,100.9
480,M,True,105.17,104.67,103.88,103.23,102.16
481,M,False,100.66,100.96,100.46,100.51,100.54
482,M,False,100.83,101.06,100.56,100.86,100.45
483,M,False,107.66,108.7,109.13,109.81,109.96
484,M,True,114.32,114.59,113.77,114.34,114.28
485,M,True,110.33,110.6,110.79,111.14,111.14
486,M,False,113.43,113.86,114.42,114.5,114.87
487,M,True,114.89,114.06,114.37,114.06,113.57
488,M,True,101.12,101.88,101.98,102.68,102.67
489,M,False,87.109,87.055,87.242,87.261,87.11
490,M,False,98.32,97.735,97.841,98.656,98.425
491,M,False,107.95,108.14,108.73,108.13,108.53
492,M,False,97.521,97.143,96.958,97.727,97.913
493,M,False,99.355,98.565,98.158,97.619,97.646
494,M,False,96.542,96.309,95.457,95.443,94.867
495,M,False,103.12,102.97,102.96,102.72,103.29
496,M,False,68.396,64.091,75.097,58.046,69.362
497,M,True,100.01,99.952,99.703,100.84,101.24
498,M,False,101.71,101.61,102.35,102.36,101.1
499,M,False,99.027,97.973,98.297,97.895,97.439
500,M,False,77.776,78.134,77.373,77.008,76.631
501,M,False,124.7,123.93,122.73,122.88,123.09
502,M,False,60.513,60.379,60.078,60.163,64.076
503,M,False,110.74,102.67,107.65,110.45,103.01
504,M,False,111.04,105.27,111.6,108.41,103.59
505,M,False,102.77,103.2,94.893,100.17,106.02
506,M,False,69.895,71.651,73.042,80.478,74.36
507,M,True,90.125,90.092,90.191,90.687,91.062
508,M,False,95.832,96.376,97.112,97.098,97.471
509,M,True,96.148,94.938,95.004,94.701,94.958
510,M,True,109.85,110.24,110.92,109.9,110.26
511,M,False,115.9,116.57,117.83,119.13,119.09
512,M,True,113.11,113.0,113.47,112.75,112.73
513,M,True,117.95,118.72,118.88,119.34,120.06
514,M,False,119.34,120.06,119.42,117.89,118.71
515,M,False,117.81,117.89,117.73,117.98,117.22
516,M,False,123.54,123.68,123.91,124.6,126.05
517,M,False,127.52,126.41,125.95,124.89,125.04
518,M,False,121.38,120.28,120.35,118.71,117.43
519,M,True,119.88,120.13,118.81,118.77,118.03
520,M,True,112.67,111.57,111.9,111.69,110.89
521,M,False,113.69,112.54,111.51,110.48,109.79
522,M,False,94.931,94.886,94.031,93.912,94.062
523,M,False,115.4,115.25,114.64,113.87,114.28
524,M,False,70.63,93.665,85.843,75.992,73.366
525,M,True,94.963,94.18,93.92,94.936,94.842
526,M,True,99.389,99.204,99.309,99.267,100.32
527,M,False,104.3,103.24,101.14,104.24,101.45
528,M,False,103.69,103.93,105.11,100.86,98.756
529,M,False,117.23,112.48,111.54,112.24,118.36
530,M,False,102.06,97.072,98.163,111.56,107.11
531,M,True,103.76,103.75,102.86,102.51,102.93
532,M,False,109.26,109.44,111.34,113.04,113.41
533,M,False,92.282,83.247,87.831,93.57,93.492
534,M,True,87.984,86.953,86.367,85.547,85.601
