,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5
535,M,False,75.667,75.457,77.077,75.082,77.954
536,M,False,71.239,70.403,70.518,71.921,71.109
537,M,False,82.819,82.783,83.271,83.785,83.378
538,M,True,96.254,95.877,95.842,95.829,95.207
539,M,False,88.9,88.837,88.56,88.47,88.838
540,M,False,88.974,88.673,88.759,88.771,88.381
541,M,True,114.19,114.84,115.59,115.94,115.62
542,M,False,104.73,104.31,103.93,103.02,103.04
543,M,False,87.493,88.7,89.241,89.697,90.405
544,M,False,96.601,96.946,97.227,97.717,97.542
545,M,False,90.576,87.974,81.237,81.518,86.525
546,M,True,100.36,100.28,99.936,99.576,99.15
547,M,False,116.01,115.97,117.5,117.21,116.78
548,M,True,109.15,108.96,108.31,108.85,110.23
549,M,True,112.93,112.83,113.36,112.65,112.64
550,M,False,111.28,111.42,113.92,115.2,116.53
551,M,True,120.82,118.46,117.04,116.91,116.17
552,M,False,111.81,111.27,110.6,110.36,109.58
553,M,True,111.26,110.7,109.65,108.42,107.83
554,M,False,106.23,107.61,108.5,110.02,111.09
555,M,False,104.53,104.0,103.22,102.99,101.96
556,M,True,90.486,90.002,89.736,89.558,89.332
557,M,False,87.899,87.496,86.964,87.482,87.753
558,M,False,70.863,69.615,70.831,70.137,72.064
559,M,False,116.58,118.52,120.3,122.1,121.52
560,M,False,107.0,106.38,105.96,105.15,103.56
561,M,True,108.03,107.45,108.4,107.61,108.13
562,M,True,104.61,104.53,105.43,104.82,105.57
563,M,True,130.42,130.72,131.09,130.66,130.61
564,M,True,102.61,102.34,101.41,101.5,100.83
565,M,True,105.78,105.39,105.45,105.36,105.03
566,M,False,103.27,102.24,101.8,101.89,101.43
567,M,True,126.46,131.53,124.76,131.23,125.83
568,M,True,105.37,105.84,105.75,105.45,105.44
569,M,False,104.07,104.84,105.53,105.44,107.03
570,M,False,114.26,116.91,115.76,111.65,115.86
571,M,False,107.03,107.47,108.48,108.38,109.26
572,M,False,109.26,109.0,109.21,108.96,108.63
573,M,False,114.1,122.3,114.48,118.62,113.47
574,M,True,107.08,107.21,107.41,107.46,107.71
575,M,True,109.67,109.53,109.53,109.62,109.98
576,M,False,110.63,110.76,110.86,110.92,111.18
577,M,True,109.16,109.07,108.52,109.52,109.82
578,M,True,102.97,103.34,103.25,104.2,104.16
579,M,True,97.2,97.221,97.234,96.912,97.458
580,M,False,93.609,93.549,92.407,93.875,94.095
581,M,False,97.766,94.264,97.517,95.556,94.131
582,M,False,82.713,86.613,84.069,82.472,98.517
583,M,True,82.689,82.647,82.601,82.367,83.037
584,M,False,84.824,85.566,85.943,87.223,87.117
585,M,True,63.256,62.103,65.732,60.835,59.509
586,M,False,65.732,60.835,59.509,58.879,57.588
587,M,False,87.812,88.149,87.501,89.348,88.477
588,M,True,96.217,95.491,95.472,94.964,95.033
589,M,False,91.763,91.105,90.505,91.767,91.753
590,M,False,111.04,110.54,109.21,108.16,107.4
591,M,False,93.815,93.842,94.173,94.265,95.718
592,M,False,129.0,127.12,127.09,140.47,127.09
593,M,False,98.401,97.563,97.207,96.686,96.855
594,M,False,100.12,98.952,97.751,96.692,95.969
595,M,False,115.4,114.42,114.22,114.71,114.45
596,M,False,127.38,126.56,127.95,127.44,128.92
597,M,True,122.18,122.82,123.99,124.61,125.5
598,M,False,124.78,124.07,124.68,123.53,122.86
599,M,False,86.714,86.554,87.044,87.204,86.484
600,M,True,90.077,90.066,89.551,90.034,90.074
601,M,False,90.074,89.799,90.246,90.517,91.22
602,M,True,76.683,76.252,76.611,76.629,76.635
603,M,False,79.69,80.145,80.634,80.767,80.753
604,M,False,80.634,80.767,80.753,81.02,80.27
605,M,True,75.272,79.676,75.132,75.074,72.759
606,M,False,81.91,91.727,85.993,85.834,87.767
607,M,True,120.47,122.77,120.8,117.04,116.36
608,M,False,125.41,119.94,120.08,119.84,120.62
609,M,True,86.941,86.083,86.699,86.205,86.84
610,M,True,94.529,94.96,95.742,96.929,98.048
611,M,False,103.71,103.96,104.17,104.43,105.69
612,M,True,105.61,107.36,107.24,108.81,109.06
613,M,False,107.69,107.24,107.76,104.82,104.64
614,M,False,103.07,102.16,103.36,103.61,102.96
615,M,False,116.48,114.49,113.64,111.9,110.8
616,M,False,95.415,95.439,95.481,95.559,95.801
617,M,False,94.015,94.176,94.254,94.067,94.305
618,M,True,122.82,122.01,120.61,119.5,118.23
619,M,True,119.2,121.46,121.44,121.41,122.25
620,M,False,122.25,121.39,120.89,119.74,119.01
621,M,False,117.08,115.87,115.52,114.39,114.86
622,M,False,115.52,114.39,114.86,114.26,113.84
623,M,False,117.34,118.14,117.62,118.94,120.09
624,M,False,121.71,120.96,121.72,121.15,120.31
625,M,False,116.67,115.08,114.28,114.16,113.87
626,M,False,113.87,114.2,114.8,115.83,115.53
627,M,True,116.37,118.77,119.77,120.72,120.81
628,M,True,119.57,119.88,120.48,121.24,122.13
629,M,False,120.48,119.88,118.96,119.9,119.41
630,M,True,120.26,119.84,118.47,117.86,117.14
631,M,True,121.59,120.23,118.89,118.98,118.08
632,M,False,118.89,118.98,118.08,117.81,117.8
633,M,True,112.6,112.36,112.72,111.67,111.13
634,M,False,110.59,110.95,111.45,111.49,111.67
635,M,False,111.58,112.41,112.91,112.89,113.19
636,M,True,104.4,105.58,106.02,106.72,106.7
637,M,True,99.315,98.952,98.674,98.427,98.842
638,M,False,104.69,104.54,105.17,102.9,105.45
639,M,False,97.597,96.886,95.623,96.366,95.216
640,M,True,83.605,81.13,81.564,82.878,81.908
641,M,False,117.17,118.53,118.1,117.71,117.54
642,M,True,93.063,93.962,94.083,94.641,95.933
643,M,False,96.119,95.7,96.62,97.023,96.945
644,M,False,99.144,100.21,100.7,101.04,100.74
645,M,False,103.97,101.57,109.29,108.4,110.54
646,M,False,101.81,117.67,107.16,108.45,107.01
647,M,False,112.96,114.59,117.01,118.79,120.58
648,M,False,112.55,113.24,113.46,113.15,114.24
649,M,False,96.425,95.641,93.53,92.102,92.541
650,M,False,88.829,90.587,89.51,88.988,90.209
651,C,True,63.847,64.32,64.926,64.628,65.31
652,C,True,111.38,111.84,116.02,117.89,115.51
653,C,False,116.33,114.42,114.58,114.21,114.01
654,C,False,91.558,91.909,92.91,95.796,94.647
655,C,False,78.651,78.585,78.73,79.515,78.91
656,C,False,57.666,71.314,52.164,60.705,61.129
657,C,False,81.498,85.599,81.405,76.472,72.987
658,C,False,120.58,116.54,121.58,121.7,126.57
659,C,False,97.507,95.191,94.163,95.267,94.723
660,C,True,110.27,110.44,110.35,110.58,110.63
661,C,False,121.66,121.79,122.84,122.81,123.29
662,C,False,96.665,97.665,98.117,96.35,97.21
663,C,False,77.757,80.017,85.243,75.815,67.07
664,C,False,105.07,105.21,105.77,105.67,105.34
665,C,True,114.7,120.88,122.57,123.32,126.77
666,C,True,82.648,83.417,83.663,83.634,83.24
667,C,False,105.73,106.23,105.82,105.34,105.69
668,C,False,118.08,119.71,121.62,123.31,125.41
669,C,False,97.463,97.223,98.735,98.885,98.981
670,C,True,81.542,80.399,81.289,80.234,77.445
671,C,False,97.644,96.574,95.939,95.574,96.651
672,C,False,104.51,105.44,106.23,107.05,108.6
673,C,False,125.72,126.43,124.89,125.6,125.33
674,C,False,136.76,135.37,139.09,143.05,141.17
675,C,False,123.61,122.51,120.99,119.65,119.02
676,C,False,95.48,95.064,94.169,93.646,93.021
677,C,True,97.212,95.489,95.272,94.945,95.356
678,C,False,84.086,84.374,83.61,84.479,84.584
679,C,False,133.75,135.02,132.6,133.26,130.75
680,C,False,59.654,60.52,60.903,62.092,63.806
681,C,False,86.385,86.807,87.06,86.947,86.963
682,C,True,107.51,107.03,106.85,107.92,106.52
683,C,False,136.26,139.92,142.73,144.24,143.36
684,C,False,94.883,94.917,96.367,96.955,97.739
685,C,False,81.542,80.399,81.289,80.234,77.445
686,C,False,0.0,93.972,166.17,26.259,57.339
687,C,True,110.51,110.7,111.61,111.51,111.47
688,C,False,123.14,124.42,128.4,127.97,136.94
689,C,False,81.572,71.922,74.757,95.442,87.518
690,C,False,68.4,98.743,100.02,101.29,100.52
691,C,False,135.7,138.3,135.67,138.18,139.75
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,119.31,120.13,119.6,119.38,119.67
694,C,False,119.89,119.73,121.11,120.21,120.5
695,C,False,82.341,84.48,85.011,86.32,87.203
696,C,False,103.83,103.97,104.26,104.11,104.56
697,C,False,121.68,120.45,121.29,121.95,121.8
698,C,False,68.566,67.568,67.369,67.761,67.321
699,C,False,97.29,97.492,97.762,98.945,100.05
700,C,False,132.27,135.8,137.39,136.26,137.97
701,C,False,86.278,85.745,86.72,85.8,85.989
702,C,True,112.42,118.25,110.69,111.65,106.08
703,C,False,94.354,94.157,94.545,94.21,93.672
704,C,False,99.293,94.204,98.152,96.378,87.78
705,C,False,99.53,99.16,99.366,98.986,98.768
706,C,False,91.765,91.543,85.504,90.941,90.593
707,C,False,122.82,123.79,121.42,123.92,123.85
708,C,False,109.84,109.08,108.73,108.53,108.35
709,C,False,88.801,89.66,90.673,89.159,90.279
710,C,True,94.783,94.345,93.843,93.226,92.204
711,C,False,68.764,67.558,66.108,77.317,72.674
712,C,False,112.03,113.34,113.8,114.08,113.81
713,C,False,106.76,106.42,105.59,104.89,105.49
714,C,False,108.04,107.43,107.8,107.92,108.3
715,C,False,107.61,108.26,108.89,110.73,111.85
716,C,False,115.31,115.38,114.82,115.38,115.77
717,C,False,85.638,85.671,85.898,86.205,86.449
718,C,True,94.534,90.637,88.375,87.993,88.893
719,C,False,75.857,80.315,88.503,79.6,77.078
720,C,False,114.59,115.77,112.31,108.8,105.68
721,C,False,135.34,136.87,135.55,133.99,133.69
722,C,False,75.141,71.658,69.874,72.669,74.586
723,C,False,97.566,96.147,94.067,91.008,91.688
724,C,False,118.25,117.13,117.99,118.83,116.37
725,C,True,126.13,136.79,132.79,138.7,148.56
726,C,False,84.181,83.796,84.687,84.602,84.72
727,C,False,101.1,101.07,100.41,100.43,100.65
728,C,False,119.1,118.59,117.31,118.32,118.67
729,C,False,93.011,98.882,92.513,99.706,97.086
730,C,False,130.14,131.19,131.07,131.86,131.47
731,C,False,70.266,69.709,67.258,68.063,68.566
732,C,False,119.0,120.05,121.33,121.0,119.63
733,C,False,82.292,81.78,81.288,80.095,79.849
734,C,False,101.4,102.37,101.88,101.76,101.43
735,C,False,86.8,86.881,85.203,82.63,81.482
736,C,False,63.847,64.32,64.926,64.628,65.31
737,C,False,84.677,85.756,86.417,85.672,85.645
738,C,False,94.778,96.164,95.656,95.662,97.884
739,C,False,121.1,120.14,120.27,120.47,118.42
740,C,False,112.25,111.12,111.33,111.62,109.92
741,C,False,117.22,115.87,115.92,114.84,114.0
742,C,False,118.39,116.38,117.74,115.59,114.58
743,C,False,109.84,110.06,109.93,109.8,110.35
744,C,False,123.31,123.22,122.54,122.19,120.9
745,C,False,110.55,109.89,109.6,78.912,109.68
746,C,False,73.204,72.481,72.604,71.983,71.203
747,C,False,112.85,113.34,113.3,114.58,116.91
748,C,False,116.47,116.43,116.14,117.32,117.06
749,C,False,110.27,110.44,110.35,110.58,110.63
750,C,False,98.965,100.09,101.18,101.57,101.47
751,C,False,118.56,118.79,118.78,118.58,118.47
752,C,False,102.81,102.61,104.55,104.54,105.86
753,C,False,93.13,93.524,92.316,92.536,93.414
754,C,False,101.4,99.513,100.19,101.31,101.42
755,C,False,78.177,77.894,79.797,77.489,77.445
756,C,False,50.171,51.332,56.418,84.962,59.514
757,C,False,108.94,108.23,109.53,109.06,109.55
758,C,False,107.63,108.74,108.07,109.3,110.02
759,C,False,104.28,105.16,106.42,107.57,108.48
760,C,False,89.277,87.284,81.776,80.167,79.551
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,114.7,120.88,122.57,123.32,126.77
763,C,False,103.76,105.08,103.13,104.71,103.63
764,C,False,101.69,101.41,100.17,99.662,98.584
765,C,False,67.265,68.333,66.394,70.477,66.112
766,C,False,100.89,101.42,100.86,101.15,101.4
767,C,False,73.187,68.1,76.362,59.886,60.389
768,C,False,126.23,125.33,124.78,125.2,124.01
769,C,False,107.51,107.03,106.85,107.92,106.52
770,C,False,126.42,126.37,125.86,124.22,123.34
771,C,False,123.75,126.88,127.65,128.74,128.08
772,C,False,104.48,104.13,103.31,102.75,101.84
773,C,False,126.13,136.79,132.79,138.7,148.56
774,C,False,102.09,101.98,102.88,103.05,103.14
775,C,False,106.26,105.72,105.08,104.79,104.3
776,C,False,75.185,57.875,63.687,63.422,60.739
777,C,False,110.96,111.34,111.14,110.73,111.33
778,C,False,109.18,109.98,109.24,109.63,110.57
779,C,False,168.38,168.19,96.41,54.237,68.204
780,C,False,75.849,75.82,75.971,75.409,76.29
781,C,False,149.58,146.67,147.65,148.89,148.24
782,C,False,115.49,112.6,111.89,109.29,108.13
783,C,False,92.641,91.818,90.657,89.398,88.747
784,C,False,97.508,82.13,84.231,80.794,83.204
785,C,False,116.98,117.76,116.72,116.92,117.15
786,C,False,85.059,85.045,85.785,83.898,83.663
787,C,False,0.0,0.0,272.64,75.531,30.08
788,C,False,96.289,95.411,95.009,93.83,93.634
789,C,False,78.252,77.761,80.71,80.813,85.389
790,C,False,95.087,94.357,94.465,94.296,93.846
791,C,True,122.6,123.0,121.87,121.9,121.38
792,C,False,118.36,117.58,117.88,117.71,117.92
793,C,False,89.095,89.27,89.576,87.55,88.393
794,C,False,109.39,109.01,108.18,106.86,107.23
795,C,False,105.43,104.74,104.36,104.07,103.93
796,C,False,94.534,90.637,88.375,87.993,88.893
797,C,False,83.175,62.813,56.564,59.534,57.238
798,C,False,105.88,104.54,103.4,102.07,101.74
799,C,False,98.321,98.739,98.44,99.03,98.983
800,C,False,82.546,82.307,82.617,84.596,83.81
801,C,False,112.41,103.0,99.354,113.23,111.54
802,C,False,89.194,89.723,89.717,89.994,89.494
803,C,False,90.504,90.999,91.502,92.636,92.561
804,C,False,138.46,137.62,137.53,137.03,135.43
805,C,False,103.03,101.8,101.04,99.433,99.237
806,C,False,104.03,104.05,102.69,102.66,102.15
807,C,False,83.942,83.194,82.709,81.911,80.06
808,C,False,110.69,111.65,106.08,116.8,124.55
809,C,False,99.742,99.462,99.527,99.342,99.592
810,C,True,78.275,76.361,72.41,71.551,71.129
811,C,False,129.0,129.24,130.39,130.72,129.48
812,C,True,106.69,105.01,104.48,104.61,104.54
813,C,False,85.801,83.706,81.464,89.616,77.778
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,111.38,111.84,116.02,117.89,115.51
816,C,False,90.295,88.691,87.22,85.696,85.262
817,C,False,99.926,102.82,102.21,104.26,106.81
818,C,False,117.09,117.83,119.04,119.0,120.74
819,C,False,78.275,76.361,72.41,71.551,71.129
820,C,False,77.373,75.957,77.275,74.92,74.319
821,C,False,109.75,110.86,110.98,111.43,112.91
822,C,False,106.85,106.37,106.95,107.0,107.19
823,C,False,115.61,118.19,115.99,116.26,117.12
824,C,False,117.77,117.37,118.87,120.58,121.53
825,C,False,90.793,90.795,90.056,89.71,89.388
826,C,False,58.958,61.052,64.548,68.343,66.738
827,C,False,116.35,120.96,119.05,121.39,117.53
828,C,False,72.858,76.477,74.965,77.649,66.663
829,C,False,86.321,86.609,86.555,86.029,86.495
830,C,False,74.236,74.702,73.763,73.704,73.48
831,C,False,115.38,114.63,114.37,114.16,112.92
832,C,False,117.88,116.97,116.92,115.42,114.56
833,C,False,131.65,129.1,126.97,125.97,123.63
834,C,False,115.61,111.43,114.31,113.7,114.76
835,C,False,99.693,99.051,98.769,98.25,98.041
836,C,False,132.14,132.33,132.9,132.42,132.61
837,C,False,118.2,116.97,115.71,118.49,121.1
838,C,False,106.69,105.01,104.48,104.61,104.54
839,C,False,99.057,98.74,99.512,100.28,100.87
840,C,False,113.82,113.58,113.35,112.15,111.05
841,C,False,97.212,95.489,95.272,94.945,95.356
842,C,False,114.26,114.21,113.0,113.82,114.63
843,C,False,112.35,112.03,112.32,112.31,112.48
844,C,False,94.783,94.345,93.843,93.226,92.204
845,B,True,141.9,142.51,141.6,142.98,144.78
846,B,False,132.61,131.39,130.48,128.21,128.43
847,B,False,148.38,149.23,149.78,147.73,143.72
848,B,False,99.354,99.486,100.24,101.43,100.28
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,132.05,132.8,134.46,132.46,131.53
851,B,False,125.33,125.77,131.39,132.79,134.75
852,B,False,82.231,82.699,82.889,82.834,82.899
853,B,False,113.86,131.88,135.89,147.91,138.38
854,B,False,135.03,135.55,134.21,132.18,132.27
855,B,True,61.504,62.097,53.97,58.962,57.106
856,B,False,71.906,72.852,72.725,72.04,72.243
857,B,True,90.106,89.155,88.99,88.009,87.818
858,B,False,110.7,110.75,107.92,108.79,109.02
859,B,False,134.98,134.46,136.14,134.64,135.75
860,B,True,69.238,65.399,65.774,66.651,67.253
861,B,True,67.62,67.138,67.21,67.984,68.466
862,B,True,128.05,152.62,153.58,148.85,118.44
863,B,True,72.941,74.058,74.301,74.15,76.229
864,B,False,124.93,125.52,127.39,126.5,126.96
865,B,False,122.9,125.08,124.83,123.75,122.28
866,B,True,66.03,66.213,66.627,65.587,65.814
867,B,True,139.19,144.1,144.59,146.09,148.25
868,B,False,135.9,136.12,135.92,136.15,136.82
869,B,True,96.361,96.412,95.663,93.877,93.126
870,B,True,120.14,119.44,119.31,119.78,120.69
871,B,True,125.75,128.18,128.4,127.63,128.53
872,B,True,111.57,110.97,110.78,112.63,111.57
873,B,True,95.453,96.531,99.071,101.18,102.85
874,B,True,107.1,107.89,106.16,110.14,110.93
875,B,True,46.115,49.46,49.896,47.56,50.56
876,B,True,129.81,131.35,128.43,123.52,123.39
877,B,False,108.69,109.87,108.58,108.76,108.71
878,B,False,122.62,123.05,119.8,118.23,116.38
879,B,True,115.4,114.9,116.18,116.56,116.85
880,B,False,129.39,130.52,130.06,129.63,129.91
881,B,False,134.59,139.83,141.3,130.95,132.08
882,B,True,120.92,120.47,120.34,117.96,119.42
883,B,True,139.45,135.89,136.14,135.45,133.47
884,B,False,160.5,154.45,155.06,156.58,151.04
885,B,False,140.82,140.68,142.19,143.31,141.9
886,B,False,143.56,142.55,143.32,140.7,140.86
887,B,True,71.068,68.815,69.128,64.829,74.415
888,B,False,119.32,120.91,121.09,121.54,121.0
889,B,True,121.95,123.84,127.05,128.96,128.25
890,B,True,66.526,60.618,65.363,65.113,66.986
891,B,True,34.685,40.559,42.56,54.842,120.16
892,B,True,103.86,104.72,102.42,102.82,103.85
893,B,False,100.26,98.71,100.3,99.531,101.01
894,B,False,108.26,109.43,110.32,111.44,112.6
895,B,False,124.97,128.15,127.7,128.28,127.73
896,B,False,72.004,77.111,74.96,73.946,75.173
897,B,False,155.66,140.32,147.69,145.23,70.199
898,B,False,130.67,128.34,126.1,124.14,124.3
899,B,False,136.2,136.26,136.77,138.76,137.01
900,B,False,131.5,129.63,126.74,125.85,125.08
901,B,True,136.34,137.64,136.57,142.29,140.44
902,B,True,143.32,141.41,143.78,139.95,140.72
903,B,False,110.8,112.83,112.92,112.83,113.63
904,B,False,133.76,132.8,135.43,135.7,137.74
905,B,True,103.24,103.6,103.84,103.29,102.98
906,B,False,75.685,75.462,76.196,75.688,76.424
907,B,True,174.51,172.02,174.81,181.85,179.74
908,B,False,130.95,137.85,137.52,136.08,136.92
909,B,False,132.08,130.81,132.09,130.77,135.69
910,B,True,35.632,40.654,89.677,62.549,52.406
911,B,False,145.58,146.78,138.41,130.41,148.93
912,B,False,106.85,108.68,108.19,109.82,110.24
913,B,True,145.63,140.16,140.02,140.66,139.97
914,B,False,113.4,112.03,109.45,108.85,106.97
915,B,False,94.723,95.125,96.227,98.877,98.396
916,B,False,109.68,111.39,113.57,116.11,117.32
917,B,False,73.922,75.252,75.25,75.032,72.929
918,B,False,105.6,108.05,110.6,111.6,114.23
919,B,False,145.76,144.75,142.54,140.03,140.84
920,B,False,87.914,89.914,90.47,89.109,89.124
921,B,True,132.64,130.98,135.18,135.66,134.96
922,B,False,183.31,195.0,190.13,190.44,189.44
923,B,True,112.26,111.15,110.73,108.29,110.76
924,B,False,117.85,116.38,117.8,119.6,119.37
925,B,False,122.77,124.65,123.65,123.93,124.09
926,B,True,125.48,125.34,128.41,127.74,121.44
927,B,True,115.21,112.63,113.45,113.83,112.05
928,B,False,99.084,100.78,99.366,101.49,99.911
929,B,False,117.69,116.84,116.67,115.41,115.29
930,B,False,83.891,81.732,82.017,79.951,75.491
931,B,False,79.175,78.966,79.097,79.063,79.752
932,B,True,47.657,54.751,48.419,50.198,61.745
933,B,False,143.88,144.29,145.07,146.76,143.48
934,B,True,118.33,117.96,116.09,115.16,113.39
935,B,False,162.99,161.45,144.43,153.13,151.62
936,B,False,93.071,92.967,94.868,95.1,96.682
937,B,False,105.16,104.25,103.61,102.65,102.25
938,B,True,71.36,72.127,68.466,67.969,67.886
939,B,False,130.34,128.43,128.92,129.77,130.35
940,B,False,139.55,132.57,139.8,146.81,146.03
941,B,False,118.03,119.12,119.17,118.49,117.47
942,B,False,135.05,136.15,136.94,137.46,137.99
943,B,True,54.168,56.965,56.996,56.362,50.199
944,B,False,99.741,102.55,104.19,107.57,108.44
945,B,True,137.56,135.43,133.9,133.38,130.88
946,B,False,120.3,117.73,116.07,117.02,118.08
947,B,True,128.2,126.1,126.76,126.49,123.09
948,B,False,115.68,117.62,116.37,115.42,116.68
949,B,False,147.38,144.39,143.5,137.11,133.98
950,B,False,125.99,124.74,123.08,123.17,123.24
951,B,True,109.72,111.6,113.36,115.07,115.92
952,B,True,87.011,87.482,87.797,87.568,87.109
953,B,False,68.581,70.203,68.738,68.141,68.535
954,B,False,82.628,82.491,82.975,83.449,84.2
955,B,False,96.645,97.279,96.032,96.23,96.787
956,B,False,76.109,76.598,76.222,76.429,78.101
957,B,True,107.72,111.0,109.97,106.11,108.52
958,B,True,105.94,107.21,107.19,107.13,107.31
959,B,False,49.595,57.392,53.482,57.501,56.037
960,B,True,0.0,0.0,0.0,0.0,0.0
961,B,False,110.86,110.05,110.35,111.66,113.91
962,B,True,124.04,122.92,124.38,124.43,125.0
963,B,True,113.76,112.39,111.44,110.5,110.22
964,B,False,66.986,64.812,62.067,64.867,66.697
965,B,True,82.987,83.354,84.323,83.356,81.707
966,B,True,122.97,120.9,123.45,124.73,123.55
967,B,True,101.75,104.06,105.07,106.86,108.38
968,B,True,72.27,62.858,78.761,57.58,75.876
969,B,False,123.29,125.09,132.5,129.67,138.27
970,B,False,53.732,58.453,57.623,60.334,53.601
971,B,True,124.74,117.55,111.05,112.3,108.2
972,B,False,114.24,114.99,114.48,114.16,114.82
973,B,False,106.61,105.71,103.76,103.39,103.49
974,B,False,109.98,111.16,108.16,107.49,109.0
975,B,True,98.181,95.36,97.785,99.008,99.754
976,B,True,79.254,79.722,78.907,79.394,80.663
977,B,False,101.14,100.41,102.73,103.61,103.58
978,B,False,49.131,47.468,46.673,47.629,47.754
979,B,False,59.554,59.286,55.517,60.395,56.42
980,B,True,132.25,129.69,128.9,130.24,128.99
981,B,False,126.91,131.73,126.26,130.43,126.67
982,B,False,106.48,108.95,120.18,123.66,124.48
983,B,False,88.458,86.256,85.296,85.088,86.267
984,B,True,63.588,63.449,63.095,64.144,63.651
985,B,False,97.175,97.495,98.916,98.6,98.343
986,B,False,81.292,81.948,81.135,81.163,80.634
987,B,True,137.74,136.66,138.06,134.44,130.18
988,B,True,125.75,128.09,132.28,134.36,139.84
989,B,False,108.18,109.51,109.37,109.21,109.07
990,B,False,166.86,165.0,166.08,167.23,163.34
991,B,False,120.41,121.92,121.92,122.23,122.34
992,B,False,91.241,92.392,93.906,94.636,95.665
993,B,False,81.845,81.565,80.241,82.868,78.736
994,B,True,114.2,101.93,99.223,99.316,98.606
995,B,False,86.819,87.707,88.186,88.457,88.32
996,B,True,109.06,108.17,107.65,105.17,104.25
997,B,False,111.87,110.76,111.78,111.79,110.98
998,B,False,80.57,80.82,80.642,80.005,77.996
999,B,True,102.82,103.8,104.93,105.81,105.67
1000,B,True,135.13,137.7,135.87,137.16,137.47
1001,B,True,94.279,94.045,94.688,95.435,95.941
1002,B,False,126.5,130.95,137.85,137.52,136.08
1003,B,False,150.97,147.53,153.31,158.78,157.96
1004,B,False,83.19,85.479,88.065,89.073,88.199
1005,B,True,78.785,83.604,90.999,87.413,82.21
1006,B,True,126.25,124.63,125.3,125.81,127.4
1007,B,False,150.26,149.14,146.36,144.89,148.12
1008,B,True,97.55,97.914,98.176,96.532,97.862
1009,B,False,132.95,131.26,132.38,130.83,131.41
1010,B,True,125.24,126.95,123.89,122.88,123.15
1011,B,False,73.616,74.814,74.991,74.648,75.671
1012,B,False,100.31,100.67,100.7,100.7,100.71
1013,B,False,117.2,117.72,112.5,124.75,119.94
1014,B,False,72.401,73.115,72.948,71.906,72.852
1015,B,True,124.32,127.39,128.44,130.25,132.0
1016,B,True,142.6,139.82,138.71,136.21,139.2
1017,B,False,143.91,142.29,140.89,139.12,138.47
1018,B,False,94.979,96.355,96.921,96.129,96.245
1019,B,True,93.668,94.584,92.282,92.751,92.032
1020,B,False,69.564,69.462,69.246,69.262,70.49
1021,B,True,115.62,115.95,115.61,116.34,117.2
1022,B,True,57.16,58.351,58.218,57.53,57.956
1023,B,True,125.32,124.43,126.44,125.36,123.49
1024,B,True,135.56,139.56,137.3,141.11,140.91
1025,B,False,95.42,92.98,90.572,89.343,87.711
1026,B,False,140.69,139.96,138.02,135.11,129.46
1027,B,True,78.427,76.523,75.552,75.52,75.09
1028,B,False,139.2,139.14,135.39,133.52,134.58
1029,B,False,107.75,107.28,108.3,109.48,109.21
1030,B,False,123.57,123.98,122.62,122.75,123.28
1031,B,False,119.89,109.93,85.016,112.71,87.527
1032,B,True,120.5,121.3,121.28,123.89,123.99
1033,B,True,84.064,84.752,86.185,85.296,85.355
1034,B,True,88.841,89.475,89.398,90.637,91.278
1035,B,True,99.693,100.49,102.07,101.14,101.7
1036,B,False,126.36,126.97,125.29,127.21,125.14
1037,B,False,102.25,102.67,103.39,103.4,106.15
1038,B,False,94.655,94.736,95.878,95.78,96.375
1039,B,True,117.74,117.29,117.91,118.83,120.55
1040,B,True,101.06,100.57,102.07,104.04,104.32
1041,B,False,125.63,124.04,122.69,121.75,121.82
1042,B,False,83.959,84.309,85.469,85.959,86.347
1043,B,False,110.5,110.22,109.11,108.97,108.21
1044,B,True,63.132,63.838,62.327,64.033,64.018
1045,B,False,81.992,83.171,82.46,81.548,82.312
1046,B,False,88.796,80.433,85.681,87.739,80.597
1047,B,False,111.76,112.05,113.2,113.65,112.56
1048,B,False,85.79,86.649,87.146,87.756,86.305
1049,B,False,150.14,148.39,148.82,148.46,144.47
1050,B,False,110.48,111.87,112.08,113.04,113.25
1051,B,False,99.829,104.12,105.43,100.5,100.63
1052,B,False,130.37,130.27,129.3,126.85,125.16
1053,B,False,95.835,97.145,94.635,95.087,97.581
1054,B,True,77.329,78.979,77.819,78.445,79.697
1055,B,True,102.94,104.03,102.13,104.99,104.35
1056,B,False,134.54,138.67,139.81,139.09,138.47
1057,B,False,129.03,131.78,134.67,136.13,133.57
1058,B,False,125.62,122.29,121.02,118.81,116.75
1059,B,False,98.361,98.092,97.619,97.351,97.747
1060,B,True,102.23,102.43,101.28,100.88,99.194
1061,B,False,174.02,165.97,166.34,163.11,164.87
1062,B,False,90.599,91.074,89.463,89.484,88.958
1063,B,False,58.925,58.622,59.072,59.236,59.079
1064,B,False,132.81,132.83,136.45,135.79,133.1
1065,B,False,146.7,141.15,141.79,138.82,145.28
1066,B,False,128.66,127.59,127.56,128.96,129.79
1067,B,False,120.9,123.45,124.73,123.55,125.38
