,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5
416,M,True,0.52209,0.61691,0.55878,0.56648,0.52528
417,M,True,0.33198,0.20458,0.25774,0.4295,0.40102
418,M,True,-0.12797,-0.11301,-0.13788,-0.11886,-0.11307
419,M,True,0.33225,0.10732,0.12979,0.066892,0.039679
420,M,False,0.11442,0.20564,0.12672,0.26122,0.24482
421,M,False,0.16573,0.054805,0.29939,0.3837,0.088918
422,M,False,0.28727,0.25866,0.27284,0.1954,0.17139
423,M,False,-0.10215,-0.081898,-0.14424,-0.16186,-0.1138
424,M,False,0.19093,0.19175,0.17399,0.18422,0.201
425,M,False,-0.056338,0.014365,0.0078158,-0.0029394,-0.11646
426,M,False,0.65944,0.68382,0.63306,0.64383,0.57448
427,M,False,0.020829,-0.053214,-0.058923,-0.032914,-0.029349
428,M,True,0.078599,0.063988,0.011644,-0.058277,0.061648
429,M,False,-0.22721,-0.32574,-0.2397,-0.28384,-0.26151
430,M,False,-0.16716,-0.19874,-0.23413,-0.19982,-0.14947
431,M,False,-0.19139,-0.21731,-0.21994,-0.26325,-0.20454
432,M,False,-0.043125,0.0017647,-0.016332,-0.039822,-0.031947
433,M,True,0.34994,0.2743,0.23341,0.22903,0.24274
434,M,False,0.23341,0.22903,0.24274,0.35735,0.32916
435,M,False,0.22864,0.2077,0.16354,0.27747,0.29876
436,M,True,-0.12052,-0.24244,-0.12361,-0.17276,-0.22687
437,M,True,-0.018514,-0.043892,-0.015943,-0.034014,-0.011911
438,M,False,0.010184,0.015164,0.038583,0.038804,0.028623
439,M,False,0.043133,0.026174,0.040837,0.007314,0.038649
440,M,False,0.038649,0.011504,0.019854,0.016972,0.039165
441,M,False,0.055334,0.046426,0.034859,0.041637,0.031792
442,M,True,0.10533,0.06923,0.09216,0.097742,0.072979
443,M,False,0.028509,0.087327,0.052481,0.059767,0.021075
444,M,True,0.12511,0.1156,0.14403,0.10532,0.10052
445,M,True,0.11943,0.12284,0.11784,0.15819,0.14751
446,M,True,0.065918,0.091187,0.093671,0.093008,0.10853
447,M,False,0.093671,0.093008,0.10853,0.09079,0.071582
448,M,False,0.077096,0.060786,0.052603,0.069434,0.04393
449,M,False,0.036417,0.018689,0.021705,0.020909,0.0093344
450,M,False,0.021104,0.010473,-0.0033771,0.01504,0.028541
451,M,True,0.048792,0.046276,0.051873,0.038703,0.054882
452,M,False,0.066896,0.079323,0.075963,0.085868,0.099736
453,M,False,0.024482,0.041105,0.023345,0.039751,0.05897
454,M,False,-0.037971,-0.058064,-0.042802,-0.038652,-0.01675
455,M,False,-0.011394,-0.011258,0.001826,0.004317,-0.0073291
456,M,True,0.0033471,-0.024838,-0.00016058,-0.025961,-0.0046549
457,M,True,-0.026757,-0.011541,-0.038172,-0.024058,-0.040565
458,M,False,-0.023531,-0.017495,-0.034632,-0.011337,-0.018166
459,M,False,-0.013801,0.0067598,-0.02743,-0.024379,-0.018882
460,M,False,-0.054021,-0.053094,-0.057154,-0.070461,-0.058415
461,M,False,-0.015143,-0.016303,-0.034115,-0.034855,-0.040465
462,M,False,-0.095567,-0.086803,-0.075623,-0.066928,-0.052606
463,M,False,-0.075066,-0.062208,-0.049168,-0.072807,-0.05262
464,M,False,-0.05262,-0.059107,-0.05617,-0.10097,-0.067302
465,M,False,-0.020779,-0.040469,0.033196,-0.024011,-0.013239
466,M,True,-0.10795,0.005422,0.017345,-0.14744,-0.16515
467,M,False,0.087379,0.058006,0.10147,0.1067,0.041822
468,M,True,0.057639,0.041951,0.046036,0.085886,0.033785
469,M,True,-0.012461,-0.0039429,0.078141,0.057615,0.049536
470,M,True,-0.047081,-0.099281,-0.083833,-0.023729,-0.045935
471,M,False,-0.087785,-0.070431,-0.079858,-0.14127,-0.10944
472,M,False,-0.02958,0.00079671,-0.0048676,0.037409,0.015369
473,M,False,0.051093,0.02692,0.039584,0.1094,0.067254
474,M,False,0.16968,0.24707,0.26857,0.25783,0.19888
475,M,True,-0.019117,0.023303,0.017335,0.017611,-0.0033009
476,M,True,0.053864,0.072814,0.056815,0.027782,0.070397
477,M,False,0.090179,0.061452,0.074839,0.061162,0.091573
478,M,False,-0.0017891,0.0050006,-0.003351,0.016897,0.0059086
479,M,True,0.062206,0.039127,0.01111,0.0081292,0.016074
480,M,True,0.074585,0.070846,0.091582,0.030004,0.066462
481,M,False,0.081,0.0833,0.074802,0.061517,0.10118
482,M,False,0.054406,0.078552,0.060731,0.093317,0.020678
483,M,False,0.35833,0.37078,0.33556,0.35545,0.35497
484,M,True,0.4897,0.47811,0.48425,0.48616,0.46392
485,M,True,0.033351,0.048113,-0.062313,0.01927,-0.073038
486,M,False,0.52643,0.5484,0.56937,0.5344,0.54606
487,M,True,0.30303,0.29297,0.30618,0.36377,0.32711
488,M,True,0.19445,0.18678,0.17661,0.18928,0.18347
489,M,False,0.0087645,0.013024,0.029598,0.0095817,0.034275
490,M,False,0.0053866,-0.013311,-0.019891,-0.038987,-0.024649
491,M,False,-0.093998,-0.06195,-0.098844,-0.060322,0.013963
492,M,False,-0.020498,-0.051756,-0.048293,-0.030019,-0.028396
493,M,False,0.031653,-0.0089128,0.029254,0.083305,0.054929
494,M,False,0.025698,0.077322,0.068616,0.053905,0.080406
495,M,False,0.35873,0.38331,0.36706,0.36802,0.3833
496,M,False,0.018011,-0.092416,-0.02187,0.14157,0.12568
497,M,True,0.25071,0.40491,0.39197,0.36345,0.34559
498,M,False,0.16878,0.20934,0.16873,0.19617,0.2169
499,M,False,0.10318,0.12633,0.17723,0.22079,0.2482
500,M,False,-0.12867,-0.055505,-0.11095,-0.11859,-0.17768
501,M,False,0.4927,0.5432,0.4834,0.48068,0.49319
502,M,False,-0.41428,-0.46105,-0.39693,-0.37798,-0.33106
503,M,False,-0.26058,-0.16466,-0.29609,-0.20221,-0.31922
504,M,False,-0.23627,-0.20185,-0.28397,-0.20382,-0.1053
505,M,False,-0.021378,-0.12823,-0.15414,-0.10781,0.11272
506,M,False,0.11203,0.082736,0.10783,0.05363,0.080086
507,M,True,-0.1805,-0.21386,-0.15644,-0.099467,-0.10813
508,M,False,-0.13168,-0.14581,-0.17215,-0.18288,-0.15332
509,M,True,-0.093164,-0.095883,-0.12667,-0.080765,-0.0686
510,M,True,0.052257,0.10338,0.021232,0.079499,0.048505
511,M,False,0.16011,0.18455,0.13135,0.086559,0.1404
512,M,True,0.24395,0.18551,0.23825,0.21492,0.1634
513,M,True,0.23952,0.26296,0.34075,0.27048,0.39795
514,M,False,0.27048,0.39795,0.38414,0.27765,0.26938
515,M,False,0.27719,0.31706,0.27709,0.30618,0.37238
516,M,False,0.17521,0.16055,0.18491,0.17179,0.26744
517,M,False,0.3609,0.28345,0.29738,0.34657,0.30677
518,M,False,0.20638,0.23875,0.34191,0.21581,0.27785
519,M,True,0.37501,0.34334,0.3806,0.40422,0.39006
520,M,True,0.42332,0.43396,0.38673,0.35453,0.36463
521,M,False,0.31585,0.32074,0.32044,0.25287,0.3024
522,M,False,0.15361,0.15072,0.11224,0.14975,0.098624
523,M,False,0.28648,0.22044,0.27491,0.30144,0.31404
524,M,False,-0.3068,-0.13888,-0.1922,-0.31821,-0.36189
525,M,True,-0.42984,-0.27653,-0.22634,-0.36531,-0.2345
526,M,True,-0.089226,-0.052205,-0.022998,-0.10542,-0.28898
527,M,False,-0.023787,-0.077529,0.012291,0.018674,0.033111
528,M,False,-0.0045721,0.049335,-0.08256,-0.085965,-0.10985
529,M,False,-0.055306,-0.089746,-0.061908,0.041064,-0.14038
530,M,False,-0.19527,-0.16854,-0.14578,-0.16915,-0.28399
531,M,True,0.15421,0.12863,0.13054,0.14216,0.17423
532,M,False,0.092008,0.12419,0.094966,0.12216,0.21921
533,M,False,0.11227,0.29726,0.076338,0.1402,0.30622
534,M,True,-0.031624,-0.058528,-0.064567,-0.054913,-0.050135
535,M,False,-0.076151,-0.090583,-0.077926,-0.062228,-0.092875
536,M,False,-0.4393,-0.39921,-0.46937,-0.43223,-0.49186
537,M,False,0.05601,0.062895,0.021114,0.0099744,0.0094244
538,M,True,-0.13463,-0.13636,-0.13598,-0.077507,-0.077865
539,M,False,0.001478,-0.013309,-0.019255,-0.016755,-0.0052146
540,M,False,-0.043737,-0.028698,-0.01321,-0.045629,-0.041169
541,M,True,-0.088068,-0.025103,-0.004133,0.037467,0.050837
542,M,False,-0.053648,-0.054332,-0.076002,-0.007443,0.020496
543,M,False,-0.17021,-0.15983,-0.16871,-0.19538,-0.19331
544,M,False,-0.14769,-0.10106,-0.15649,-0.16152,-0.1448
545,M,False,0.071006,0.13928,0.1925,0.10527,0.10305
546,M,True,-0.12911,-0.12663,-0.13676,-0.19781,-0.10284
547,M,False,0.10945,0.051519,0.030546,-0.0046549,0.10979
548,M,True,0.030775,-0.055438,-0.016849,-0.022339,-0.015212
549,M,True,-0.14275,-0.21393,-0.082494,-0.19664,-0.22351
550,M,False,-0.065807,-0.09609,-0.1241,-0.069454,-0.25961
551,M,True,-0.17531,-0.19342,-0.17813,-0.11542,-0.14986
552,M,False,0.13743,0.070304,0.080382,0.087473,0.077814
553,M,True,-0.05552,-0.037652,-0.012361,-0.031987,-0.020124
554,M,False,0.011407,0.010306,-0.019528,0.0093757,0.0024933
555,M,False,-0.2377,-0.20852,-0.19159,-0.18041,-0.13984
556,M,True,-0.21853,-0.2077,-0.15113,-0.16717,-0.18757
557,M,False,-0.1513,-0.16276,-0.19712,-0.19356,-0.17241
558,M,False,-0.18831,-0.14556,-0.127,-0.1534,-0.13391
559,M,False,0.26033,0.29678,0.29156,0.45439,0.37582
560,M,False,-0.084707,-0.051881,-0.063999,-0.093526,-0.10376
561,M,True,-0.18429,-0.24435,-0.14501,-0.20906,-0.19786
562,M,True,-0.19961,-0.14771,-0.19756,-0.14901,-0.12691
563,M,True,0.10304,0.33501,0.039216,-0.13694,-0.0688
564,M,True,-0.0053042,-0.0078551,-0.062849,-0.041734,-0.053223
565,M,True,-0.029297,0.00039248,-0.018361,-0.03718,-0.026422
566,M,False,-0.0034408,-0.060218,-0.10268,-0.085025,-0.14869
567,M,True,-0.078985,-0.039841,-0.036705,-0.18139,-0.14872
568,M,True,-0.11821,-0.1242,-0.068903,-0.050606,-0.085887
569,M,False,-0.053181,-0.020151,-0.023468,-0.052421,-0.088097
570,M,False,0.046825,-0.088388,-0.077318,0.055331,-0.13106
571,M,False,-0.088097,-0.04098,-0.083562,-0.063264,-0.074116
572,M,False,-0.074116,-0.043611,-0.072961,-0.13341,-0.13249
573,M,False,0.09344,-0.08341,0.032201,0.11101,0.13063
574,M,True,-0.1218,-0.052841,-0.046967,-0.093392,-0.084875
575,M,True,-0.11562,-0.10266,-0.078331,-0.12587,-0.15197
576,M,False,-0.050794,-0.061886,-0.060642,-0.083585,-0.020304
577,M,True,-0.047768,-0.057234,0.00056024,-0.04012,-0.030087
578,M,True,-0.074514,-0.09978,-0.083325,-0.10853,-0.12005
579,M,True,-0.096507,-0.078419,-0.086302,-0.074546,-0.033974
580,M,False,-0.11254,-0.11675,-0.10322,-0.07743,-0.10868
581,M,False,-0.089033,-0.020295,-0.027512,-0.051311,-0.09338
582,M,False,0.032134,0.025352,0.095764,0.029148,0.13378
583,M,True,0.043416,0.020515,0.067079,0.094963,0.041366
584,M,False,0.1041,0.075918,0.046641,0.020215,0.073906
585,M,True,0.33727,0.30833,0.40893,0.39806,0.36768
586,M,False,0.40893,0.39806,0.36768,0.31207,0.24379
587,M,False,-0.10827,-0.16422,-0.13181,-0.12829,-0.14655
588,M,True,0.038876,0.042823,-0.027246,0.057847,0.056764
589,M,False,-0.0042024,0.048117,-0.032736,0.017722,-0.087002
590,M,False,0.39297,0.29659,0.30263,0.28604,0.3432
591,M,False,-0.23994,-0.22721,-0.24004,-0.31666,-0.31348
592,M,False,0.012426,-0.031028,-0.041901,-0.15717,-0.16621
593,M,False,-0.025331,-0.060494,-0.054464,-0.025551,-0.042858
594,M,False,0.0036039,-0.079186,-8.201e-05,0.00047496,0.002029
595,M,False,0.63824,0.51205,0.54458,0.48576,0.53761
596,M,False,0.27969,0.27596,0.32247,0.24834,0.18602
597,M,True,0.11926,0.12982,0.13752,0.12718,0.020987
598,M,False,-0.024584,0.020942,-0.013614,0.00069546,0.053379
599,M,False,0.17118,0.18261,0.19736,0.16761,0.1517
600,M,True,0.12449,0.1659,0.069475,0.09813,0.042642
601,M,False,0.042642,0.038409,0.059789,0.047476,0.074575
602,M,True,0.1022,0.098813,0.062467,0.062314,0.051518
603,M,False,0.049625,-0.018398,0.037869,0.0081259,0.038581
604,M,False,0.037869,0.0081259,0.038581,0.054861,0.011783
605,M,True,0.1038,0.049275,0.14155,0.16647,0.12748
606,M,False,0.23777,0.15932,0.16792,0.27562,0.3208
607,M,True,-0.11709,0.0045958,-0.0869,-0.074048,-0.1295
608,M,False,-0.10776,-0.01435,-0.096114,-0.0078245,-0.035234
609,M,True,0.36179,0.37057,0.40517,0.33493,0.2546
610,M,True,0.017936,0.03567,0.0069164,-0.041346,-0.053091
611,M,False,-0.17909,-0.12974,-0.12607,-0.12744,-0.055712
612,M,True,-0.16876,-0.15652,-0.16139,-0.25458,-0.18453
613,M,False,-0.24827,-0.15991,-0.0075057,-0.089572,-0.020859
614,M,False,-0.0044809,-0.048499,-0.022033,-0.021692,0.033991
615,M,False,-0.044888,-0.12029,-0.10098,-0.10426,-0.059301
616,M,False,-0.0013494,-0.0027495,0.0049317,0.036606,0.058449
617,M,False,0.096915,0.040857,0.086926,0.069876,0.12408
618,M,True,-0.0404,0.022352,-0.029068,-0.054702,-0.014524
619,M,True,-0.12519,-0.13314,-0.071249,-0.083337,-0.1014
620,M,False,-0.1014,-0.031853,-0.069461,-0.15544,-0.15986
621,M,False,-0.080776,-0.040048,-0.06512,-0.13418,-0.070246
622,M,False,-0.06512,-0.13418,-0.070246,-0.040982,-0.11519
623,M,False,-0.16749,-0.088326,-0.075581,-0.083962,-0.12035
624,M,False,-0.15621,-0.1981,-0.17321,-0.16729,-0.19457
625,M,False,-0.084592,-0.097115,-0.12597,-0.12367,-0.092222
626,M,False,-0.092222,-0.04688,-0.020434,-0.014115,-0.02711
627,M,True,-0.067792,-0.045386,-0.029333,-0.072234,-0.017907
628,M,True,-0.0019722,-0.037572,-0.046476,0.0025259,-0.080133
629,M,False,-0.089646,-0.25344,-0.074717,-0.099954,-0.197
630,M,True,-0.22605,-0.1693,-0.21734,-0.17689,-0.21635
631,M,True,-0.15956,-0.17931,-0.19392,-0.22838,-0.20129
632,M,False,-0.19392,-0.22838,-0.20129,-0.20254,-0.22454
633,M,True,-0.01693,-0.18935,-0.081118,-0.13966,-0.15994
634,M,False,-0.28693,-0.22875,-0.23216,-0.15391,-0.16787
635,M,False,-0.20014,-0.20557,-0.15626,-0.18228,-0.21377
636,M,True,-0.14127,-0.12555,-0.11914,-0.16301,-0.16326
637,M,True,-0.045165,-0.069941,-0.079499,-0.022831,-0.058219
638,M,False,-0.099056,-0.12112,-0.12313,-0.10398,-0.13791
639,M,False,-0.12748,-0.11186,-0.10399,-0.096974,-0.11695
640,M,True,-0.1096,-0.11149,-0.12011,-0.13199,-0.068893
641,M,False,-0.090248,-0.15122,-0.087213,-0.20962,-0.19191
642,M,True,-0.19217,-0.18874,-0.12985,-0.13736,-0.13881
643,M,False,-0.18322,-0.24777,-0.23898,-0.13354,-0.1719
644,M,False,-0.18633,-0.15331,-0.16324,-0.13054,-0.18352
645,M,False,-1.025,-0.65921,-1.0149,-0.77419,-1.1676
646,M,False,-0.24393,-0.19622,-0.040166,-0.15654,-0.1343
647,M,False,0.089963,-0.072611,0.018368,-0.036014,-0.04324
648,M,False,-0.3734,-0.30479,-0.46992,-0.40471,-0.36609
649,M,False,-0.034051,0.085658,0.10321,0.11683,0.095188
650,M,False,-0.291,-0.25728,-0.26059,-0.27217,-0.31485
651,C,True,-0.12068,-0.1831,-0.13036,-0.17291,-0.16277
652,C,True,-0.22119,-0.1831,-0.12968,-0.11886,-0.58758
653,C,False,-0.19707,-0.27185,-0.23118,-0.26153,-0.24463
654,C,False,0.032045,-0.18644,-0.10572,-0.16512,-0.047199
655,C,False,-0.16642,-0.12786,-0.12087,-0.14861,-0.16451
656,C,False,-0.34188,-0.10097,-0.34335,-0.35962,-0.1487
657,C,False,-0.084258,0.057738,0.034347,-0.034103,-0.06849
658,C,False,-0.94766,-0.72622,-0.76407,-0.53098,-0.4465
659,C,False,-0.048434,-0.15141,-0.11787,-0.051621,0.051741
660,C,True,0.18808,0.23583,0.23866,0.248,0.24358
661,C,False,0.51761,0.54544,0.42631,0.41254,0.40902
662,C,False,0.11246,-0.01925,0.11987,-0.028412,0.011798
663,C,False,-0.016752,-0.18982,-0.077691,-0.070352,-0.033643
664,C,False,0.086336,0.056482,0.10772,0.049741,0.085803
665,C,True,0.065427,-0.00079765,-0.037716,0.27668,0.053032
666,C,True,-0.0961,-0.16013,-0.028538,-0.073102,-0.036043
667,C,False,0.0043721,0.098406,0.12347,0.12983,0.099267
668,C,False,0.5514,0.60666,0.68158,0.61096,0.65406
669,C,False,0.13844,0.19241,0.25219,0.14478,0.055739
670,C,True,-0.20229,-0.26463,-0.1642,-0.14045,-0.19863
671,C,False,0.11685,0.0022331,0.00090634,-0.031989,-0.058735
672,C,False,0.12313,0.12347,0.19523,0.13664,0.15831
673,C,False,-0.25827,-0.15159,0.0044946,-0.17208,-0.030023
674,C,False,0.49131,0.40426,0.18385,0.31331,0.50782
675,C,False,0.15465,0.17027,0.12427,0.149,0.17651
676,C,False,-0.21673,-0.17945,-0.15543,-0.11914,-0.1221
677,C,True,0.030202,0.036511,0.028427,0.0065346,0.034557
678,C,False,-0.060243,-0.064097,-0.0323,-0.069501,-0.030409
679,C,False,0.1514,0.17648,0.38714,0.34082,0.31592
680,C,False,0.17416,0.36212,0.1821,0.20094,0.19961
681,C,False,-0.0124,-0.0027405,-0.0058658,0.0083407,0.00083048
682,C,True,0.059329,0.2549,0.024217,0.10908,0.087241
683,C,False,0.43016,0.27859,0.37036,0.35536,0.39553
684,C,False,-0.2329,-0.24601,-0.24896,-0.18596,-0.18537
685,C,False,-0.20229,-0.26463,-0.1642,-0.14045,-0.19863
686,C,False,0.0,1.1923,-0.78068,-0.39849,0.6825
687,C,True,0.11017,0.073761,0.14322,0.14755,0.14146
688,C,False,-0.60917,-0.30627,-0.34455,-0.14117,-0.42254
689,C,False,-0.20468,-0.028572,-0.16036,-0.27203,-0.39179
690,C,False,0.36004,0.64621,0.3749,0.44255,0.42012
691,C,False,-0.25342,-0.14932,-0.099854,-0.35761,-0.28945
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,0.34811,0.40171,0.39509,0.39286,0.34509
694,C,False,0.48771,0.39766,0.48368,0.51331,0.48502
695,C,False,-0.090608,-0.16678,-0.16271,-0.08619,-0.038145
696,C,False,-0.024254,0.0095765,-0.022303,0.0387,0.072932
697,C,False,-0.018945,-0.045255,-0.052228,-0.042913,-0.11791
698,C,False,-0.066632,-0.073899,-0.065859,-0.038851,-0.058634
699,C,False,0.083312,0.059231,0.047507,0.049123,-0.043351
700,C,False,0.74503,0.68917,0.57056,0.4099,0.26535
701,C,False,-0.041198,-0.086497,-0.10491,-0.066611,-0.099326
702,C,True,0.24751,-0.018994,0.43345,-0.21042,0.097252
703,C,False,0.17678,0.17127,0.20492,0.1632,0.19765
704,C,False,-0.03438,-0.067017,0.061526,-0.067529,-0.050905
705,C,False,0.051441,0.0036948,0.011375,0.088418,0.11931
706,C,False,0.13161,0.14669,0.13477,0.1324,0.090093
707,C,False,0.26454,0.4934,0.21111,0.29269,0.30212
708,C,False,0.29678,0.28312,0.28207,0.30418,0.34585
709,C,False,-0.45736,-0.44878,-0.56951,-0.54636,-0.55987
710,C,True,-0.046417,-0.019386,-0.03639,-0.013374,-0.043192
711,C,False,-0.039622,-0.050388,-0.087948,-0.090574,-0.086025
712,C,False,0.16807,0.20618,0.2298,0.19463,0.17719
713,C,False,0.015272,0.045218,0.0069306,-0.016752,0.016923
714,C,False,0.29072,0.32784,0.29257,0.29801,0.26798
715,C,False,0.18684,0.26384,0.21867,0.25451,0.39771
716,C,False,-0.16663,-0.16736,-0.21317,-0.30111,-0.31979
717,C,False,-0.074359,-0.1025,-0.13126,-0.13246,-0.1147
718,C,True,0.028526,-0.13614,-0.059959,-0.1232,-0.034755
719,C,False,-0.21352,-0.2945,-0.25656,-0.27261,-0.32634
720,C,False,0.32173,0.59463,0.18015,0.37969,0.34639
721,C,False,0.66491,0.57165,0.65974,0.49762,0.66674
722,C,False,0.36562,0.57059,0.40954,0.43106,0.43132
723,C,False,-0.035012,0.021967,-0.013675,0.011179,0.047399
724,C,False,-0.085339,0.036519,0.21997,-0.30784,-0.37834
725,C,True,0.29879,-0.020836,0.16842,-0.27281,-0.12334
726,C,False,-0.10552,-0.06395,-0.099604,-0.097937,-0.085901
727,C,False,0.050553,0.024731,0.035618,0.031666,0.0065907
728,C,False,-0.024396,-0.029449,-0.11211,-0.035102,-0.08595
729,C,False,0.17161,0.21136,0.15497,0.16097,0.0051375
730,C,False,0.22962,0.07993,0.16333,0.21726,0.13069
731,C,False,-0.26136,-0.20454,-0.16955,-0.22869,-0.28162
732,C,False,0.37737,0.44632,0.41317,0.42465,0.49212
733,C,False,-0.21145,-0.24774,-0.22614,-0.23169,-0.23508
734,C,False,-0.02225,-0.041842,-0.020096,-0.099277,-0.064385
735,C,False,-0.25771,-0.1909,-0.1971,-0.11363,-0.10594
736,C,False,-0.12068,-0.1831,-0.13036,-0.17291,-0.16277
737,C,False,-0.15441,-0.16271,-0.14265,-0.13363,-0.13273
738,C,False,-0.084879,-0.011198,-0.038028,-0.008747,-0.091919
739,C,False,0.10898,-0.020766,-0.058136,0.01453,-0.15597
740,C,False,0.11449,-0.027489,0.10711,0.068051,0.24046
741,C,False,0.33918,0.34484,0.28312,0.28863,0.33705
742,C,False,-0.11918,0.020387,-0.18815,-0.23542,-0.26385
743,C,False,0.19698,0.18956,0.18491,0.21008,0.20396
744,C,False,-0.019372,-0.032832,-0.065376,-0.090235,-0.058953
745,C,False,0.17272,0.16146,0.15904,-0.0032233,0.15515
746,C,False,-0.18302,-0.17401,-0.11705,-0.12751,-0.085763
747,C,False,0.12756,-0.15217,0.055584,0.10904,-0.12123
748,C,False,0.3222,0.33949,0.35937,0.32638,0.34257
749,C,False,0.18808,0.23583,0.23866,0.248,0.24358
750,C,False,0.019062,0.052412,-0.020481,-0.040578,0.023384
751,C,False,0.12261,0.15105,0.086802,0.1367,0.066685
752,C,False,-0.028949,-0.084765,-0.17645,-0.25478,-0.25702
753,C,False,-0.014519,-0.040803,-0.02569,-0.14081,0.005606
754,C,False,0.16048,0.09359,0.065221,0.099777,-0.047779
755,C,False,0.0035888,-0.003224,0.01625,0.020966,0.0003843
756,C,False,0.11829,0.71864,0.886,0.85936,0.85573
757,C,False,0.53183,0.47166,0.47911,0.43743,0.64926
758,C,False,0.27781,0.24583,0.21229,0.25074,0.22887
759,C,False,0.088774,0.10379,0.10842,0.010458,0.048614
760,C,False,-0.15119,-0.20717,-0.17984,-0.13537,-0.12882
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,0.065427,-0.00079765,-0.037716,0.27668,0.053032
763,C,False,0.0086819,0.0048547,-0.080615,-0.070705,-0.11243
764,C,False,-0.2012,-0.14073,-0.12467,-0.095856,-0.10745
765,C,False,0.53717,0.57487,0.60982,0.46456,0.487
766,C,False,-0.0096813,-0.13887,-0.15425,-0.14505,-0.17955
767,C,False,0.18204,0.16546,0.18986,0.086473,0.088477
768,C,False,-0.0049329,-0.096502,0.029437,0.0069533,-0.050854
769,C,False,0.059329,0.2549,0.024217,0.10908,0.087241
770,C,False,0.42422,0.46493,0.38992,0.30741,0.39263
771,C,False,0.074975,-0.014782,0.1595,0.25983,0.18638
772,C,False,0.076469,0.095668,0.068086,0.097976,0.11598
773,C,False,0.29879,-0.020836,0.16842,-0.27281,-0.12334
774,C,False,-0.024986,-0.046757,-0.087959,-0.051838,-0.16677
775,C,False,0.34711,0.33086,0.40652,0.3721,0.40898
776,C,False,-0.34642,-0.21938,-0.35347,-0.21731,-0.14914
777,C,False,0.14769,0.13118,0.15422,0.13587,0.13827
778,C,False,0.17246,0.12659,0.15771,0.15514,0.18716
779,C,False,-0.81452,-2.773,0.92642,0.6079,1.2193
780,C,False,0.14194,0.17976,0.12206,0.073704,0.15103
781,C,False,0.78176,0.88441,0.8376,0.96178,0.9758
782,C,False,0.023176,-0.020407,-0.02281,-0.022002,0.052624
783,C,False,0.19689,0.22811,0.24989,0.32119,0.26846
784,C,False,0.02059,-0.016699,-0.099458,-0.030814,-0.094827
785,C,False,-0.22441,-0.14508,-0.24789,-0.15406,0.004346
786,C,False,-0.24415,-0.24225,-0.23496,-0.2144,-0.18056
787,C,False,0.0,0.0,-1.0953,-0.2941,-0.65592
788,C,False,-0.096563,-0.075138,-0.04482,0.015326,-0.064354
789,C,False,0.0030332,0.0035937,0.019486,-0.014612,0.022496
790,C,False,0.12405,0.13902,0.1592,0.15293,0.10866
791,C,True,-0.16106,-0.10279,-0.075428,-0.063224,-0.10927
792,C,False,0.19393,0.28616,0.31369,0.29894,0.33097
793,C,False,-0.30141,-0.23892,-0.30097,-0.25226,-0.34825
794,C,False,-0.087355,-0.041145,-0.049826,0.021132,0.0050229
795,C,False,0.24151,0.27104,0.30103,0.27803,0.27914
796,C,False,0.028526,-0.13614,-0.059959,-0.1232,-0.034755
797,C,False,-0.2798,-0.10398,-0.24967,-0.1808,-0.18998
798,C,False,-0.13722,-0.054807,-0.11187,-0.1137,-0.091288
799,C,False,0.099499,0.075047,0.0085117,0.040494,0.041955
800,C,False,-0.51868,-0.56726,-0.5926,-0.59122,-0.6074
801,C,False,-0.28342,-0.29729,-0.41378,-0.42403,-0.45967
802,C,False,-0.048607,-0.035424,-0.028724,-0.035454,0.014823
803,C,False,0.11073,0.072871,0.030086,0.065026,0.011659
804,C,False,-0.059536,0.63579,1.138,1.5135,1.1812
805,C,False,0.21495,0.18109,0.20481,0.18489,0.26677
806,C,False,0.08762,0.037889,0.078248,0.093982,0.13083
807,C,False,-0.048178,-0.052687,-0.0050526,-0.0743,-0.041069
808,C,False,0.43345,-0.21042,0.097252,-0.012567,-0.17836
809,C,False,0.21474,0.19231,0.14598,0.14484,0.15949
810,C,True,-0.037026,-0.061215,-0.067818,-0.016243,-0.077963
811,C,False,0.51069,0.4563,0.47068,0.37131,0.46917
812,C,True,-0.25589,-0.28386,-0.19193,-0.28655,-0.1812
813,C,False,-0.0055509,-0.042786,-0.12694,-0.089545,-0.02447
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,-0.22119,-0.1831,-0.12968,-0.11886,-0.58758
816,C,False,0.020728,-0.041508,-0.0059945,-0.075866,-0.08279
817,C,False,-0.073439,-0.080632,-0.12791,-0.049214,-0.024803
818,C,False,0.14528,0.0339,-0.013376,0.1821,0.073289
819,C,False,-0.037026,-0.061215,-0.067818,-0.016243,-0.077963
820,C,False,-0.19264,-0.2133,-0.25794,-0.22597,-0.28257
821,C,False,0.37377,0.38652,0.3752,0.42172,0.39442
822,C,False,0.06701,0.16866,0.12563,0.18619,0.12912
823,C,False,-0.21864,-0.1736,-0.32724,-0.27971,-0.12188
824,C,False,0.20459,0.22769,0.19104,0.14939,0.17487
825,C,False,0.087431,0.09338,0.021712,0.029649,0.0071325
826,C,False,0.012102,-0.018538,-0.089972,-0.057485,-0.071034
827,C,False,0.97763,0.75831,1.041,0.57273,0.63267
828,C,False,0.064874,0.054596,0.0039653,0.054885,0.092793
