,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5
531,M,True,209.57,209.81,209.04,207.98,210.6
532,M,False,212.97,214.32,214.04,215.52,215.24
533,M,False,414.03,413.78,415.1,417.48,420.69
534,M,True,162.18,160.68,160.82,165.21,166.67
535,M,False,651.08,649.44,641.57,635.66,634.97
536,M,False,7.0711,0.0,0.0,0.0,0.0
537,M,False,243.2,243.48,241.9,245.1,244.66
538,M,True,263.69,263.03,262.66,261.42,263.3
539,M,False,283.94,284.35,283.8,285.2,286.57
540,M,False,286.12,288.44,287.86,287.7,286.3
541,M,True,70.629,74.287,74.252,74.526,71.463
542,M,False,78.479,78.303,78.442,79.415,79.29
543,M,False,332.24,331.09,330.43,330.79,330.95
544,M,False,345.03,343.99,344.16,343.44,344.78
545,M,False,390.27,401.11,410.02,405.95,401.04
546,M,True,199.97,195.87,195.09,194.09,193.65
547,M,False,171.13,172.85,175.13,176.41,177.6
548,M,True,122.31,121.71,124.37,127.19,127.96
549,M,True,130.1,131.49,125.33,126.67,134.82
550,M,False,166.77,167.74,167.61,165.2,165.63
551,M,True,169.26,172.33,174.48,173.67,175.89
552,M,False,231.15,232.13,232.52,233.0,232.22
553,M,True,299.22,300.3,302.07,299.94,300.69
554,M,False,302.84,303.43,302.72,303.79,304.38
555,M,False,392.57,393.97,393.33,393.58,395.14
556,M,True,395.07,394.94,395.73,395.48,394.43
557,M,False,393.22,393.06,391.71,392.84,393.13
558,M,False,448.42,450.14,426.73,427.23,440.4
559,M,False,103.08,103.36,101.19,100.44,100.55
560,M,False,249.22,249.71,249.38,247.61,249.34
561,M,True,236.43,237.17,236.96,237.94,237.9
562,M,True,259.47,260.94,262.45,263.11,263.08
563,M,True,115.51,118.82,123.8,127.62,132.5
564,M,True,286.34,285.97,286.55,286.9,288.29
565,M,True,298.87,299.56,300.29,300.08,301.81
566,M,False,302.46,302.18,304.0,303.94,303.3
567,M,True,197.81,197.14,201.06,196.91,191.99
568,M,True,313.22,313.19,313.74,314.37,314.61
569,M,False,314.88,314.18,314.45,313.26,312.45
570,M,False,190.82,184.66,186.79,185.28,175.45
571,M,False,312.45,312.63,313.11,313.6,313.92
572,M,False,313.92,313.92,314.53,314.56,314.57
573,M,False,178.19,169.5,163.01,162.92,162.37
574,M,True,311.18,312.43,311.75,310.15,310.14
575,M,True,315.03,314.62,315.32,315.17,315.06
576,M,False,311.49,311.42,310.82,309.44,309.5
577,M,True,316.61,315.97,315.42,316.9,309.27
578,M,True,382.24,384.81,386.94,385.78,388.11
579,M,True,350.73,353.07,352.1,357.72,356.39
580,M,False,285.82,279.67,278.77,284.51,284.06
581,M,False,292.46,290.45,286.53,281.0,283.65
582,M,False,400.64,396.26,397.35,393.99,398.08
583,M,True,896.4,27.203,903.64,900.82,904.2
584,M,False,32.464,34.142,33.167,34.842,28.26
585,M,True,114.67,173.43,198.55,148.12,146.94
586,M,False,198.55,148.12,146.94,124.04,30.667
587,M,False,302.65,303.85,305.75,305.22,306.64
588,M,True,246.35,243.13,250.4,257.08,257.15
589,M,False,279.83,280.84,282.45,281.51,281.1
590,M,False,268.45,265.28,266.13,264.52,264.92
591,M,False,225.61,226.43,226.3,224.84,225.96
592,M,False,547.6,519.98,526.49,556.85,536.65
593,M,False,185.67,194.86,200.06,195.98,194.04
594,M,False,76.005,76.399,75.808,84.06,74.979
595,M,False,273.02,196.37,199.57,192.09,262.38
596,M,False,119.15,120.31,107.52,106.13,118.27
597,M,True,68.098,67.212,66.943,66.504,66.614
598,M,False,78.876,78.431,79.378,83.383,86.807
599,M,False,204.82,196.41,217.92,266.96,205.43
600,M,True,298.65,297.39,296.86,298.13,298.09
601,M,False,298.09,297.64,297.19,298.27,297.86
602,M,True,272.7,272.0,272.54,272.75,274.11
603,M,False,268.49,268.72,266.79,266.6,267.11
604,M,False,266.79,266.6,267.11,266.1,265.74
605,M,True,265.93,262.77,261.26,261.52,265.14
606,M,False,294.15,307.63,304.03,305.87,301.63
607,M,True,0.0,0.0,0.0,0.0,0.0
608,M,False,79.404,4.2426,3.6056,0.0,6.3246
609,M,True,322.86,322.62,322.84,323.49,323.1
610,M,True,321.14,321.47,321.32,321.34,320.3
611,M,False,318.49,319.38,318.25,319.5,317.99
612,M,True,321.65,322.36,322.03,321.92,321.47
613,M,False,324.25,327.25,328.39,328.38,325.97
614,M,False,320.71,319.58,320.43,319.5,316.42
615,M,False,217.83,221.78,216.86,216.84,219.53
616,M,False,211.79,212.02,213.01,214.56,213.97
617,M,False,207.33,206.95,196.12,200.33,203.48
618,M,True,66.358,66.2,65.762,66.922,87.87
619,M,True,85.6,84.921,85.174,84.06,86.334
620,M,False,86.334,86.371,83.754,82.083,82.402
621,M,False,81.163,80.466,80.899,80.092,82.262
622,M,False,80.899,80.092,82.262,81.708,81.915
623,M,False,82.382,80.57,81.049,80.973,80.864
624,M,False,79.009,79.326,77.754,78.307,77.986
625,M,False,78.629,79.404,79.262,80.229,80.818
626,M,False,80.818,79.822,79.951,79.447,79.649
627,M,True,78.413,77.943,78.793,85.448,78.928
628,M,True,109.61,110.09,107.98,106.18,107.02
629,M,False,109.66,110.18,109.36,109.51,109.0
630,M,True,109.14,109.55,107.65,107.8,107.71
631,M,True,105.78,105.81,104.79,105.86,105.45
632,M,False,104.79,105.86,105.45,105.6,105.91
633,M,True,112.27,112.45,112.52,112.68,112.23
634,M,False,111.4,111.23,111.45,111.42,111.14
635,M,False,112.99,112.41,113.43,113.11,113.96
636,M,True,125.52,125.69,125.94,126.35,126.73
637,M,True,134.55,135.67,138.03,139.54,138.7
638,M,False,139.69,139.78,140.07,139.0,140.39
639,M,False,143.88,143.13,142.86,142.53,144.0
640,M,True,154.04,153.52,153.03,152.7,152.68
641,M,False,191.88,193.35,193.83,194.09,186.76
642,M,True,0.0,0.0,0.0,0.0,37.363
643,M,False,21.737,21.326,21.617,21.56,19.105
644,M,False,74.25,75.321,76.249,75.853,75.871
645,M,False,0.0,0.0,0.0,0.0,0.0
646,M,False,0.0,0.0,0.0,0.0,0.0
647,M,False,232.48,231.31,232.5,231.22,230.74
648,M,False,29.628,29.043,30.258,30.412,84.159
649,M,False,96.605,91.688,85.837,91.58,92.114
650,M,False,85.735,80.41,85.357,85.844,91.504
651,C,True,19.996,20.925,20.159,20.793,22.293
652,C,True,44.873,45.354,45.4,45.379,46.035
653,C,False,0.0,0.0,0.0,0.0,0.0
654,C,False,535.15,535.33,540.21,540.55,536.38
655,C,False,240.03,240.35,240.19,241.01,241.01
656,C,False,24.562,27.223,24.877,28.162,27.393
657,C,False,461.24,452.0,409.53,312.36,288.1
658,C,False,97.0,96.26,0.0,0.0,95.36
659,C,False,206.21,206.43,208.82,205.58,205.43
660,C,True,644.64,643.8,646.24,645.5,643.62
661,C,False,1777.9,1780.5,1779.8,1779.1,1776.9
662,C,False,261.17,260.28,259.39,259.39,259.39
663,C,False,0.0,0.0,0.0,4.1231,0.0
664,C,False,597.27,595.0,635.08,635.55,590.91
665,C,True,0.0,0.0,0.0,0.0,0.0
666,C,True,186.44,188.05,187.86,186.93,183.47
667,C,False,969.53,971.96,972.92,966.33,967.38
668,C,False,181.55,183.44,185.37,186.79,186.1
669,C,False,299.07,298.18,295.1,294.7,294.27
670,C,True,248.32,249.25,248.77,249.33,248.77
671,C,False,331.03,329.16,330.69,329.04,330.21
672,C,False,569.68,570.83,569.79,568.93,569.72
673,C,False,49.041,47.272,49.041,0.0,34.205
674,C,False,0.0,0.0,0.0,0.0,0.0
675,C,False,286.68,310.78,317.14,298.26,299.86
676,C,False,871.46,870.76,872.96,867.26,868.38
677,C,True,48.545,43.403,45.437,43.893,42.012
678,C,False,703.07,682.65,699.52,699.56,702.27
679,C,False,0.0,0.0,0.0,0.0,0.0
680,C,False,1180.8,1192.2,1178.6,1169.3,1153.0
681,C,False,29.128,40.594,34.015,34.428,35.128
682,C,True,0.0,71.512,71.868,71.868,72.801
683,C,False,14.866,15.556,15.556,14.866,14.866
684,C,False,201.56,203.66,203.18,203.72,202.05
685,C,False,248.32,249.25,248.77,249.33,248.77
686,C,False,22.757,24.387,17.899,34.032,56.956
687,C,True,646.88,645.89,643.07,644.55,643.98
688,C,False,87.805,85.011,88.258,88.019,87.407
689,C,False,145.16,339.93,321.81,39.98,124.44
690,C,False,323.69,315.13,225.74,291.29,278.45
691,C,False,103.24,103.24,0.0,0.0,0.0
692,C,True,52.158,48.372,54.827,14.81,79.42
693,C,False,140.51,39.044,116.3,105.23,160.36
694,C,False,948.29,944.27,942.36,941.12,943.51
695,C,False,0.0,0.0,0.0,0.0,0.0
696,C,False,560.23,561.47,562.32,562.6,562.42
697,C,False,19.235,19.105,25.116,19.235,19.235
698,C,False,0.0,0.0,0.0,0.0,0.0
699,C,False,1741.8,1760.9,1795.8,1762.9,1810.6
700,C,False,0.0,0.0,0.0,0.0,0.0
701,C,False,1157.8,1183.1,1166.2,1139.7,1096.6
702,C,True,234.29,126.04,57.112,160.9,31.929
703,C,False,393.21,392.91,392.93,389.71,390.62
704,C,False,180.9,179.9,0.0,0.0,0.0
705,C,False,340.42,340.63,340.44,340.75,343.51
706,C,False,269.03,224.29,225.64,230.23,294.55
707,C,False,185.02,185.02,185.33,186.02,186.54
708,C,False,418.14,416.82,428.9,422.95,417.48
709,C,False,9.8995,10.63,11.314,18.788,17.889
710,C,True,587.38,586.14,583.59,584.84,583.18
711,C,False,0.0,0.0,0.0,0.0,0.0
712,C,False,739.35,738.41,740.35,741.89,743.19
713,C,False,187.88,187.54,188.94,188.02,187.35
714,C,False,640.28,650.75,657.27,670.59,673.19
715,C,False,187.01,191.37,193.85,194.94,196.96
716,C,False,186.05,185.36,183.55,185.89,185.12
717,C,False,153.22,150.89,153.92,152.08,158.46
718,C,True,0.0,0.0,0.0,0.0,0.0
719,C,False,258.37,259.19,259.29,20.413,21.282
720,C,False,0.0,0.0,0.0,0.0,0.0
721,C,False,0.0,0.0,0.0,0.0,0.0
722,C,False,141.34,251.75,178.14,138.14,167.71
723,C,False,312.7,314.45,318.98,306.85,314.43
724,C,False,0.0,0.0,0.0,0.0,0.0
725,C,True,17.617,44.894,57.66,35.59,91.653
726,C,False,277.19,276.08,275.55,279.05,281.13
727,C,False,339.31,333.98,330.8,332.89,336.14
728,C,False,44.654,45.607,45.452,46.369,46.53
729,C,False,27.841,28.215,229.04,87.078,50.898
730,C,False,140.59,115.22,103.32,97.407,92.791
731,C,False,246.77,246.37,245.84,0.0,247.28
732,C,False,1080.7,1079.0,1080.4,1075.6,1076.9
733,C,False,567.89,526.31,171.87,185.73,158.72
734,C,False,327.66,326.77,326.24,326.6,326.76
735,C,False,0.0,0.0,0.0,0.0,0.0
736,C,False,19.996,20.925,20.159,20.793,22.293
737,C,False,184.02,182.67,180.67,181.19,182.06
738,C,False,593.16,582.63,598.1,601.29,624.86
739,C,False,175.27,176.35,177.57,177.69,174.98
740,C,False,327.09,321.37,316.39,326.34,327.89
741,C,False,0.0,0.0,0.0,0.0,0.0
742,C,False,127.12,128.1,128.1,128.1,127.52
743,C,False,399.96,396.01,398.49,398.78,403.4
744,C,False,148.16,148.72,148.7,150.09,149.78
745,C,False,648.82,645.82,649.2,644.79,642.51
746,C,False,35.693,35.434,35.171,36.139,36.139
747,C,False,140.1,135.67,134.44,132.73,133.18
748,C,False,205.3,200.82,194.71,197.25,197.31
749,C,False,644.64,643.8,646.24,645.5,643.62
750,C,False,232.98,232.6,230.2,228.18,230.24
751,C,False,1333.4,1336.0,1340.0,1342.0,1343.0
752,C,False,0.0,0.0,0.0,0.0,0.0
753,C,False,217.59,218.25,220.09,222.02,224.5
754,C,False,0.0,0.0,0.0,0.0,0.0
755,C,False,704.95,711.66,710.37,716.27,671.4
756,C,False,93.173,86.358,82.966,81.611,81.749
757,C,False,77.857,80.118,82.686,80.834,80.394
758,C,False,220.31,219.2,217.13,221.21,220.84
759,C,False,849.62,844.39,847.24,844.95,840.26
760,C,False,583.72,588.08,609.73,548.15,586.59
761,C,False,52.691,36.627,40.946,57.655,45.134
762,C,False,0.0,0.0,0.0,0.0,0.0
763,C,False,280.64,281.66,280.85,281.43,282.53
764,C,False,463.83,459.82,464.77,469.13,462.42
765,C,False,26.558,25.681,28.199,17.166,27.668
766,C,False,514.59,518.88,518.84,522.18,539.2
767,C,False,0.0,0.0,0.0,0.0,0.0
768,C,False,177.28,175.11,176.79,178.42,180.19
769,C,False,0.0,71.512,71.868,71.868,72.801
770,C,False,0.0,0.0,0.0,0.0,0.0
771,C,False,63.0,63.0,63.0,64.008,64.008
772,C,False,365.04,364.64,364.21,366.05,365.6
773,C,False,17.617,44.894,57.66,35.59,91.653
774,C,False,580.11,580.96,582.59,582.96,582.8
775,C,False,253.84,254.2,255.91,255.64,258.64
776,C,False,10.777,0.0,21.179,41.787,0.0
777,C,False,605.47,604.24,604.06,597.83,595.66
778,C,False,68.007,68.819,65.523,65.23,65.931
779,C,False,23.465,32.73,33.22,32.25,34.012
780,C,False,63.087,92.185,132.1,98.082,85.105
781,C,False,64.351,0.0,65.054,65.054,64.351
782,C,False,222.89,225.16,226.72,227.12,227.36
783,C,False,63.688,68.869,69.486,69.602,67.701
784,C,False,0.0,0.0,0.0,0.0,0.0
785,C,False,373.23,368.6,364.04,351.51,354.97
786,C,False,0.0,0.0,0.0,0.0,0.0
787,C,False,13.892,29.967,28.792,0.0,317.62
788,C,False,236.81,237.27,237.0,237.96,238.14
789,C,False,942.27,501.81,938.85,502.78,523.04
790,C,False,284.76,285.28,284.95,284.99,284.87
791,C,True,432.85,440.46,444.51,452.98,459.25
792,C,False,316.23,316.26,345.95,295.34,323.37
793,C,False,236.31,235.5,234.36,237.31,235.34
794,C,False,506.55,509.08,504.47,515.83,527.42
795,C,False,761.95,762.17,762.47,762.79,762.05
796,C,False,0.0,0.0,0.0,0.0,0.0
797,C,False,229.88,299.38,241.81,296.2,151.37
798,C,False,281.93,283.16,280.0,281.44,281.52
799,C,False,100.83,101.3,105.14,105.51,105.45
800,C,False,28.518,31.753,32.433,46.872,46.872
801,C,False,116.97,108.42,23.198,99.924,20.809
802,C,False,273.17,272.72,272.69,273.71,273.47
803,C,False,401.59,400.75,400.78,402.0,403.93
804,C,False,0.0,0.0,0.0,0.0,0.0
805,C,False,245.79,244.37,245.09,241.52,240.61
806,C,False,428.5,425.58,428.84,430.43,431.82
807,C,False,0.0,0.0,0.0,0.0,0.0
808,C,False,57.112,160.9,31.929,40.054,40.374
809,C,False,620.58,622.85,620.51,622.25,624.15
810,C,True,209.95,210.45,210.32,187.77,195.15
811,C,False,172.11,174.08,172.88,175.88,177.47
812,C,True,150.87,151.05,150.52,150.14,148.89
813,C,False,895.6,898.02,905.77,914.88,916.63
814,C,False,64.933,49.287,19.18,20.439,31.058
815,C,False,44.873,45.354,45.4,45.379,46.035
816,C,False,185.73,185.43,184.3,182.44,185.25
817,C,False,179.03,180.28,180.28,181.53,183.44
818,C,False,115.41,121.08,116.94,113.4,109.59
819,C,False,209.95,210.45,210.32,187.77,195.15
820,C,False,406.48,406.41,406.79,407.69,406.93
821,C,False,351.99,355.03,327.32,322.36,343.81
822,C,False,144.01,145.19,145.72,145.83,144.62
823,C,False,0.0,0.0,0.0,0.0,0.0
824,C,False,240.62,238.95,238.76,248.53,255.61
825,C,False,786.91,784.65,788.21,788.18,788.47
826,C,False,336.23,338.33,343.79,352.72,350.17
827,C,False,0.0,0.0,0.0,0.0,0.0
828,C,False,10.198,10.198,9.2195,11.18,10.44
829,C,False,202.56,199.28,201.94,205.29,206.01
830,C,False,143.66,143.66,143.66,144.53,144.53
831,C,False,205.41,208.06,210.83,202.24,205.49
832,C,False,604.83,618.71,617.89,612.26,621.12
833,C,False,38.466,44.1,39.029,60.583,37.695
834,C,False,27.501,257.85,258.02,130.31,19.201
835,C,False,223.02,226.12,225.02,226.42,225.42
836,C,False,0.0,0.0,0.0,0.0,0.0
837,C,False,82.305,80.948,80.792,85.859,85.29
838,C,False,150.87,151.05,150.52,150.14,148.89
839,C,False,472.18,473.06,472.5,473.14,472.83
840,C,False,243.54,244.11,244.84,242.22,243.28
841,C,False,48.545,43.403,45.437,43.893,42.012
842,C,False,466.88,467.14,467.35,466.71,467.28
843,C,False,198.57,195.36,201.85,202.66,205.44
844,C,False,587.38,586.14,583.59,584.84,583.18
845,B,True,80.985,90.059,90.459,94.701,95.687
846,B,False,211.66,215.23,214.53,210.91,206.83
847,B,False,0.0,0.0,0.0,0.0,0.0
848,B,False,0.0,0.0,0.0,0.0,0.0
849,B,True,17.357,15.234,18.891,19.179,18.006
850,B,True,94.709,93.694,90.301,90.445,91.215
851,B,False,227.63,228.54,232.02,235.1,238.01
852,B,False,423.03,423.8,423.56,423.83,423.62
853,B,False,0.0,0.0,0.0,0.0,0.0
854,B,False,44.407,44.407,43.417,42.426,43.566
855,B,True,472.25,478.55,482.32,487.31,493.52
856,B,False,0.0,0.0,0.0,0.0,25.456
857,B,True,0.0,0.0,0.0,0.0,0.0
858,B,False,70.841,86.469,87.892,55.354,81.982
859,B,False,5.6569,0.0,0.0,23.601,99.905
860,B,True,0.0,0.0,0.0,0.0,0.0
861,B,True,37.202,38.013,37.202,36.62,36.62
862,B,True,70.495,70.415,70.802,72.174,70.33
863,B,True,0.0,0.0,0.0,0.0,0.0
864,B,False,0.0,0.0,0.0,0.0,0.0
865,B,False,86.621,87.48,88.172,89.014,90.345
866,B,True,0.0,0.0,0.0,0.0,0.0
867,B,True,245.38,245.14,242.72,243.44,241.65
868,B,False,64.419,65.186,64.058,64.964,67.457
869,B,True,0.0,0.0,0.0,0.0,0.0
870,B,True,150.63,150.23,150.68,150.95,151.74
871,B,True,0.0,0.0,0.0,0.0,0.0
872,B,True,97.824,98.81,99.506,100.53,99.392
873,B,True,0.0,0.0,0.0,0.0,0.0
874,B,True,264.29,265.26,264.88,266.1,264.58
875,B,True,327.77,329.31,329.12,329.23,332.92
876,B,True,0.0,0.0,0.0,0.0,0.0
877,B,False,161.51,160.27,161.61,159.49,160.32
878,B,False,97.316,98.861,100.78,101.15,100.89
879,B,True,0.0,0.0,0.0,0.0,0.0
880,B,False,0.0,0.0,0.0,0.0,0.0
881,B,False,0.0,0.0,0.0,0.0,0.0
882,B,True,79.807,81.644,79.826,78.985,75.275
883,B,True,24.187,91.782,0.0,82.65,79.534
884,B,False,0.0,0.0,0.0,0.0,0.0
885,B,False,0.0,0.0,0.0,0.0,0.0
886,B,False,139.01,0.0,138.75,139.01,139.98
887,B,True,32.062,32.062,32.062,32.062,32.016
888,B,False,103.09,102.47,101.86,104.96,106.31
889,B,True,0.0,62.092,62.423,62.935,63.557
890,B,True,0.0,0.0,0.0,0.0,0.0
891,B,True,205.35,161.71,168.62,185.0,110.27
892,B,True,249.99,243.12,241.57,244.67,245.91
893,B,False,0.0,0.0,0.0,0.0,0.0
894,B,False,189.31,189.8,190.2,189.8,189.63
895,B,False,0.0,0.0,0.0,0.0,0.0
896,B,False,18.439,0.0,0.0,0.0,0.0
897,B,False,544.35,540.13,546.94,558.85,558.13
898,B,False,132.6,131.4,131.73,130.19,126.41
899,B,False,61.311,60.948,64.619,65.121,67.362
900,B,False,157.44,140.0,136.45,138.27,136.88
901,B,True,0.0,0.0,0.0,0.0,0.0
902,B,True,0.0,0.0,0.0,0.0,0.0
903,B,False,0.0,0.0,0.0,0.0,0.0
904,B,False,0.0,0.0,0.0,0.0,0.0
905,B,True,479.1,479.04,479.87,483.71,485.09
906,B,False,78.339,78.343,79.405,79.31,79.62
907,B,True,0.0,97.637,97.637,98.478,111.8
908,B,False,0.0,0.0,0.0,0.0,0.0
909,B,False,82.152,0.0,0.0,85.212,85.212
910,B,True,0.0,0.0,0.0,0.0,0.0
911,B,False,0.0,70.838,72.863,74.33,74.33
912,B,False,125.94,125.18,0.0,0.0,0.0
913,B,True,0.0,0.0,0.0,0.0,0.0
914,B,False,96.928,99.197,101.57,103.44,97.502
915,B,False,0.0,0.0,0.0,0.0,0.0
916,B,False,29.744,30.908,29.48,30.052,25.028
917,B,False,0.0,0.0,0.0,0.0,0.0
918,B,False,80.425,80.056,79.61,79.575,79.688
919,B,False,0.0,0.0,0.0,0.0,0.0
920,B,False,0.0,0.0,0.0,0.0,0.0
921,B,True,0.0,0.0,0.0,0.0,0.0
922,B,False,48.021,103.57,45.793,47.17,47.17
923,B,True,157.57,157.9,158.31,156.75,157.44
924,B,False,180.93,186.39,190.92,192.54,194.97
925,B,False,0.0,0.0,0.0,0.0,0.0
926,B,True,0.0,0.0,0.0,0.0,0.0
927,B,True,0.0,0.0,0.0,0.0,0.0
928,B,False,0.0,0.0,0.0,0.0,0.0
929,B,False,270.63,271.85,272.13,269.63,272.48
930,B,False,51.258,26.541,6.0828,0.0,15.0
931,B,False,0.0,0.0,26.823,35.171,38.471
932,B,True,301.33,305.91,261.16,287.9,321.3
933,B,False,9.4868,8.544,8.9443,8.9443,8.9443
934,B,True,57.544,47.316,33.056,16.125,34.113
935,B,False,0.0,0.0,0.0,0.0,0.0
936,B,False,0.0,0.0,0.0,0.0,0.0
937,B,False,395.57,412.2,412.15,450.61,446.03
938,B,True,0.0,0.0,0.0,0.0,0.0
939,B,False,84.367,82.873,83.889,83.445,86.013
940,B,False,0.0,0.0,0.0,0.0,0.0
941,B,False,135.57,137.87,128.74,132.53,134.99
942,B,False,115.64,120.85,119.23,114.88,114.4
943,B,True,63.163,29.0,64.324,61.186,30.0
944,B,False,151.79,151.79,151.79,151.16,152.11
945,B,True,0.0,412.88,0.0,0.0,0.0
946,B,False,109.96,104.89,102.13,100.57,100.42
947,B,True,56.491,76.536,74.459,76.421,69.964
948,B,False,85.495,87.211,82.138,76.345,80.389
949,B,False,172.17,173.86,174.33,174.91,175.95
950,B,False,0.0,0.0,22.136,22.136,0.0
951,B,True,0.0,0.0,0.0,42.19,42.107
952,B,True,17.847,15.777,0.0,0.0,0.0
953,B,False,6.0828,0.0,0.0,6.3246,5.3852
954,B,False,0.0,0.0,0.0,0.0,0.0
955,B,False,237.19,237.35,237.45,237.25,238.25
956,B,False,263.16,263.51,260.67,261.64,261.44
957,B,True,148.59,147.73,146.7,146.7,147.24
958,B,True,479.35,488.28,482.07,480.91,482.27
959,B,False,242.33,246.03,248.79,253.81,260.85
960,B,True,38.562,49.289,30.589,33.717,19.406
961,B,False,0.0,0.0,0.0,0.0,0.0
962,B,True,12.649,12.649,13.928,13.928,13.0
963,B,True,339.01,339.32,338.05,0.0,0.0
964,B,False,0.0,0.0,0.0,0.0,0.0
965,B,True,0.0,0.0,0.0,12.207,12.207
966,B,True,134.07,136.03,136.62,137.3,139.35
967,B,True,170.81,170.9,170.82,170.93,171.76
968,B,True,0.0,337.91,350.52,345.3,328.32
969,B,False,0.0,0.0,0.0,65.795,67.268
970,B,False,8.9443,7.6158,8.544,8.2462,8.9443
971,B,True,0.0,0.0,0.0,0.0,0.0
972,B,False,446.77,446.75,446.65,446.98,446.88
973,B,False,159.67,160.85,158.56,164.21,166.25
974,B,False,0.0,0.0,0.0,0.0,0.0
975,B,True,0.0,0.0,0.0,0.0,0.0
976,B,True,129.07,111.46,106.39,105.08,129.57
977,B,False,125.22,126.63,124.95,126.11,128.05
978,B,False,36.953,36.689,36.145,36.295,35.586
979,B,False,150.4,157.35,161.55,165.92,192.32
980,B,True,0.0,0.0,0.0,0.0,0.0
981,B,False,0.0,0.0,0.0,0.0,0.0
982,B,False,0.0,0.0,0.0,0.0,0.0
983,B,False,0.0,0.0,0.0,0.0,0.0
984,B,True,29.104,30.029,32.547,0.0,0.0
985,B,False,0.0,0.0,0.0,0.0,0.0
986,B,False,51.521,51.447,50.482,50.526,50.936
987,B,True,0.0,0.0,0.0,0.0,0.0
988,B,True,0.0,0.0,0.0,0.0,0.0
989,B,False,12.576,13.219,12.606,12.068,12.385
990,B,False,126.15,126.17,125.16,124.46,124.69
991,B,False,163.08,161.88,160.81,162.51,163.58
992,B,False,0.0,0.0,0.0,0.0,0.0
993,B,False,0.0,0.0,0.0,0.0,0.0
994,B,True,0.0,0.0,0.0,0.0,0.0
995,B,False,0.0,0.0,0.0,0.0,0.0
996,B,True,254.0,253.85,254.64,254.49,254.77
997,B,False,100.05,102.31,100.88,97.572,100.98
998,B,False,0.0,0.0,0.0,0.0,0.0
999,B,True,455.77,463.37,462.93,463.64,462.82
1000,B,True,276.41,268.18,267.8,272.42,264.04
1001,B,True,0.0,0.0,0.0,0.0,0.0
1002,B,False,0.0,0.0,0.0,0.0,0.0
1003,B,False,118.53,118.51,119.74,119.57,120.47
1004,B,False,0.0,0.0,0.0,0.0,0.0
1005,B,True,0.0,0.0,0.0,0.0,0.0
1006,B,True,172.33,172.88,173.24,174.09,174.74
1007,B,False,0.0,0.0,0.0,0.0,0.0
1008,B,True,0.0,32.696,0.0,0.0,0.0
1009,B,False,0.0,0.0,0.0,0.0,0.0
1010,B,True,76.223,79.81,81.065,81.583,83.012
1011,B,False,45.804,34.132,45.769,35.511,34.986
1012,B,False,146.14,149.68,145.61,145.76,149.47
1013,B,False,0.0,0.0,0.0,0.0,0.0
1014,B,False,24.187,0.0,0.0,0.0,0.0
1015,B,True,0.0,0.0,0.0,0.0,0.0
1016,B,True,117.86,117.89,118.91,118.48,118.61
1017,B,False,0.0,0.0,0.0,0.0,0.0
1018,B,False,0.0,0.0,0.0,0.0,0.0
1019,B,True,10.63,0.0,0.0,0.0,0.0
1020,B,False,804.68,798.17,828.27,829.41,805.05
1021,B,True,98.201,94.126,92.712,96.621,94.873
1022,B,True,600.73,604.27,607.72,610.4,611.78
1023,B,True,191.86,192.04,193.23,192.46,192.05
1024,B,True,0.0,0.0,0.0,0.0,0.0
1025,B,False,0.0,0.0,0.0,0.0,0.0
1026,B,False,0.0,0.0,0.0,0.0,0.0
1027,B,True,0.0,0.0,0.0,0.0,0.0
1028,B,False,118.61,119.26,119.22,120.07,120.27
1029,B,False,0.0,0.0,0.0,0.0,0.0
1030,B,False,189.11,190.07,191.32,191.02,191.32
1031,B,False,181.74,173.31,152.82,113.29,112.65
1032,B,True,139.71,139.25,141.14,140.2,146.17
1033,B,True,0.0,0.0,0.0,0.0,0.0
1034,B,True,0.0,0.0,0.0,0.0,0.0
1035,B,True,134.74,134.75,134.52,133.72,134.96
1036,B,False,0.0,54.083,54.083,0.0,54.424
1037,B,False,218.06,219.06,219.04,219.04,219.04
1038,B,False,30.017,13.638,33.015,219.55,270.0
1039,B,True,146.01,144.92,149.53,148.53,146.25
1040,B,True,0.0,0.0,0.0,0.0,0.0
1041,B,False,733.89,732.06,679.91,670.29,659.33
1042,B,False,402.46,394.15,401.87,402.2,401.79
1043,B,False,0.0,0.0,0.0,0.0,0.0
1044,B,True,0.0,0.0,0.0,0.0,0.0
1045,B,False,180.4,9.8489,183.22,4.1231,183.99
1046,B,False,408.43,406.62,165.93,149.38,47.464
1047,B,False,187.79,188.98,188.59,189.99,189.91
1048,B,False,0.0,0.0,0.0,0.0,0.0
1049,B,False,58.241,55.473,54.803,64.522,55.729
1050,B,False,59.334,54.335,52.327,49.895,53.611
1051,B,False,0.0,0.0,0.0,0.0,0.0
1052,B,False,480.22,452.33,440.5,457.76,463.75
1053,B,False,0.0,0.0,0.0,0.0,0.0
1054,B,True,0.0,0.0,0.0,0.0,0.0
1055,B,True,16.489,15.494,15.69,16.131,16.024
1056,B,False,156.19,158.89,162.63,159.36,157.0
1057,B,False,71.449,71.344,71.344,69.354,69.462
1058,B,False,65.031,65.031,65.031,65.031,65.031
1059,B,False,177.99,178.79,178.51,178.55,178.61
1060,B,True,156.45,154.22,154.06,156.25,157.36
1061,B,False,117.62,119.42,120.31,0.0,0.0
