,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5
1576,B,False,271.55,270.61,274.86,276.13,260.53
1577,B,False,0.0,0.0,0.0,0.0,0.0
1578,B,False,0.0,0.0,0.0,0.0,0.0
1579,B,False,0.0,0.0,0.0,0.0,0.0
1580,B,False,87.458,65.158,85.329,86.313,87.298
1581,B,True,93.145,93.862,93.862,92.892,92.892
1582,B,False,108.72,109.25,106.58,105.35,102.66
1583,B,False,36.069,36.069,36.069,35.307,35.52
1584,B,False,195.18,193.69,193.42,194.99,197.57
1585,B,False,391.04,392.49,385.54,384.76,388.66
1586,B,False,0.0,0.0,0.0,0.0,0.0
1587,B,False,474.96,484.21,476.74,481.61,482.72
1588,B,False,20.809,0.0,20.809,20.809,0.0
1589,B,False,0.0,0.0,0.0,0.0,69.08
1590,B,False,0.0,0.0,0.0,0.0,0.0
1591,B,True,162.23,162.22,162.69,163.27,163.27
1592,B,False,111.0,111.0,111.2,110.22,87.793
1593,B,False,159.18,160.59,160.59,162.78,162.52
1594,B,False,0.0,0.0,0.0,0.0,0.0
1595,B,False,0.0,0.0,0.0,0.0,0.0
1596,B,False,0.0,0.0,0.0,0.0,0.0
1597,B,False,171.4,171.4,172.2,172.2,172.8
1598,B,False,6.7082,0.0,0.0,0.0,0.0
1599,B,True,0.0,0.0,0.0,0.0,0.0
1600,B,False,187.6,192.31,187.46,189.88,191.18
1601,B,False,128.08,129.73,128.61,126.21,125.97
1602,B,False,0.0,0.0,0.0,0.0,0.0
1603,B,False,0.0,0.0,0.0,0.0,0.0
1604,B,False,75.983,76.961,75.436,70.68,75.594
1605,B,False,107.31,107.65,108.21,110.41,110.49
1606,B,False,0.0,0.0,0.0,0.0,0.0
1607,B,False,235.55,237.29,208.35,209.48,214.73
1608,B,True,0.0,0.0,0.0,0.0,0.0
1609,B,True,0.0,0.0,0.0,0.0,0.0
1610,B,False,50.636,50.636,50.636,51.624,51.624
1611,B,False,7.3588,8.2788,9.434,13.928,15.232
1612,B,False,0.0,0.0,80.883,81.394,81.394
1613,B,False,431.0,430.58,431.33,431.23,430.78
1614,B,False,0.0,0.0,0.0,0.0,0.0
1615,B,False,32.985,32.034,32.016,32.016,32.757
1616,B,False,99.365,99.028,98.94,98.215,97.927
1617,B,False,466.6,23.324,23.324,24.187,24.187
1618,B,False,0.0,0.0,0.0,0.0,0.0
1619,B,False,78.6,78.6,78.6,77.801,78.6
1620,B,False,84.435,80.795,75.64,75.13,72.649
1621,B,False,81.32,81.32,81.32,80.61,82.024
1622,B,False,262.67,262.57,263.19,262.36,262.97
1623,B,False,0.0,0.0,0.0,0.0,0.0
1624,B,True,0.0,0.0,0.0,0.0,0.0
1625,B,False,244.28,245.26,245.83,246.35,246.86
1626,B,False,107.63,108.9,107.2,106.99,107.49
1627,B,False,138.69,138.82,139.54,136.73,134.81
1628,B,False,208.03,206.27,202.4,202.39,204.75
1629,B,True,47.096,47.17,47.17,48.166,48.166
1630,B,False,143.75,146.05,147.8,147.28,139.73
1631,B,False,0.0,0.0,48.166,0.0,0.0
1632,B,False,0.0,0.0,0.0,0.0,0.0
1633,B,False,354.26,356.07,363.44,367.47,369.55
1634,B,False,44.011,43.046,44.045,46.043,46.043
1635,B,False,0.0,0.0,0.0,0.0,0.0
1636,B,False,0.0,0.0,0.0,0.0,0.0
1637,B,False,0.0,0.0,0.0,0.0,0.0
1638,B,False,462.73,464.13,463.37,463.57,463.28
1639,B,False,0.0,0.0,0.0,0.0,0.0
1640,B,False,0.0,0.0,0.0,0.0,0.0
1641,B,False,135.67,135.76,136.53,136.24,134.52
1642,B,False,0.0,0.0,0.0,0.0,0.0
1643,B,False,78.648,79.795,94.807,88.265,121.56
1644,B,False,24.021,0.0,0.0,0.0,0.0
1645,B,False,117.55,117.45,117.42,26.249,118.53
1646,B,False,434.79,422.51,430.95,425.35,417.75
1647,B,False,0.0,0.0,0.0,0.0,0.0
1648,B,False,191.08,191.06,191.66,191.04,192.09
1649,B,False,98.136,156.4,170.98,86.001,122.54
1650,B,False,0.0,0.0,0.0,0.0,0.0
1651,B,True,0.0,0.0,0.0,0.0,0.0
1652,B,False,62.084,67.2,67.702,71.898,57.41
1653,B,False,17.847,15.777,0.0,0.0,0.0
1654,B,False,366.81,380.93,362.45,379.26,385.91
1655,B,False,0.0,0.0,0.0,0.0,0.0
1656,B,False,155.39,156.53,157.2,156.81,156.74
1657,B,False,0.0,0.0,0.0,0.0,0.0
1658,B,False,0.0,0.0,0.0,0.0,0.0
1659,B,False,0.0,0.0,0.0,0.0,0.0
1660,B,False,0.0,0.0,0.0,0.0,0.0
1661,B,False,0.0,0.0,0.0,0.0,0.0
1662,B,False,0.0,0.0,0.0,0.0,124.9
1663,B,False,128.61,126.21,125.97,131.42,113.48
1664,B,False,0.0,0.0,0.0,0.0,0.0
1665,B,False,54.223,53.349,55.224,58.625,66.49
1666,B,False,0.0,0.0,0.0,0.0,0.0
1667,B,False,209.04,211.87,212.08,206.14,209.38
1668,B,True,12.36,11.047,8.8784,7.1025,9.5866
1669,B,True,0.0,0.0,0.0,0.0,0.0
1670,B,False,0.0,0.0,0.0,25.08,0.0
1671,B,False,0.0,0.0,0.0,0.0,0.0
1672,B,False,221.17,217.5,217.16,217.06,218.45
1673,B,False,142.71,143.28,144.53,146.56,147.02
1674,B,False,535.15,536.37,528.56,533.53,536.72
1675,B,False,114.49,112.78,85.428,83.41,82.607
1676,B,False,70.535,73.017,70.686,70.366,70.495
1677,B,False,77.937,78.97,91.092,98.847,94.549
1678,B,True,40.112,40.05,0.0,0.0,0.0
1679,B,False,123.76,123.39,123.2,125.15,125.0
1680,B,False,459.25,459.8,459.04,458.51,457.34
1681,B,False,0.0,13.038,20.224,0.0,13.153
1682,B,False,0.0,0.0,0.0,0.0,0.0
1683,B,False,217.81,217.43,218.64,218.61,218.79
1684,B,False,97.817,96.783,96.97,100.38,100.77
1685,B,False,25.89,29.125,73.135,94.961,103.75
1686,B,False,0.0,0.0,0.0,0.0,0.0
1687,B,False,0.0,0.0,0.0,0.0,0.0
1688,B,False,99.273,34.131,103.25,0.0,109.79
1689,B,False,188.59,192.48,191.76,190.53,190.35
1690,B,False,0.0,0.0,0.0,0.0,0.0
1691,B,False,0.0,0.0,0.0,0.0,0.0
1692,B,False,136.14,135.05,135.68,136.67,136.06
1693,B,False,90.994,26.476,0.0,200.96,0.0
1694,B,False,152.28,151.87,150.72,150.67,150.12
1695,B,False,157.26,126.71,134.97,159.64,253.03
1696,B,False,137.38,137.74,137.82,138.25,136.59
1697,B,True,285.86,286.4,287.2,286.95,283.39
1698,B,False,0.0,0.0,0.0,0.0,0.0
1699,B,False,289.07,289.07,290.06,289.07,289.07
1700,B,False,103.62,104.55,104.18,105.11,105.48
1701,B,False,0.0,7.6158,0.0,0.0,0.0
1702,B,False,0.0,0.0,0.0,0.0,0.0
1703,B,False,371.72,20.881,19.925,19.89,20.881
1704,B,False,0.0,0.0,0.0,0.0,0.0
1705,B,True,0.0,0.0,0.0,0.0,0.0
1706,B,False,0.0,67.67,33.423,35.185,34.642
1707,B,False,0.0,0.0,0.0,0.0,0.0
1708,B,False,70.091,70.893,71.742,73.294,73.407
1709,B,False,31.481,39.395,37.314,35.484,35.228
1710,B,False,10.817,0.0,0.0,0.0,0.0
1711,B,False,233.42,234.11,234.7,236.13,235.53
1712,B,False,0.0,0.0,0.0,0.0,0.0
1713,B,False,0.0,0.0,0.0,0.0,0.0
1714,B,False,0.0,0.0,0.0,242.99,250.52
1715,B,False,0.0,0.0,0.0,0.0,0.0
1716,B,False,149.79,223.2,122.39,181.23,19.335
1717,B,False,0.0,0.0,0.0,0.0,0.0
1718,B,False,18.062,17.142,17.097,16.956,16.67
1719,B,False,84.547,84.616,85.606,85.305,85.248
1720,B,False,57.859,58.243,58.185,58.45,59.413
1721,B,False,0.0,0.0,0.0,0.0,0.0
1722,B,False,0.0,0.0,0.0,0.0,0.0
1723,B,False,0.0,0.0,0.0,0.0,0.0
1724,B,False,9.7049,8.9506,8.7756,8.8336,8.2138
1725,B,False,0.0,0.0,0.0,0.0,0.0
1726,B,False,0.0,0.0,0.0,0.0,0.0
1727,B,False,197.14,196.85,197.92,200.31,199.38
1728,B,False,91.459,91.992,91.946,92.512,92.608
1729,B,False,0.0,0.0,0.0,0.0,0.0
1730,B,False,47.17,48.166,48.166,48.166,50.95
1731,B,False,0.0,0.0,0.0,0.0,0.0
1732,B,False,93.013,219.29,14.514,58.553,0.0
1733,B,False,8.9443,182.06,8.9443,9.434,8.9443
1734,B,False,475.66,476.3,476.63,475.97,478.23
1735,B,False,0.0,0.0,0.0,0.0,0.0
1736,B,False,10.198,11.402,9.4868,10.44,7.6158
1737,B,False,19.849,19.105,19.105,19.849,18.439
1738,B,False,120.06,122.85,121.42,121.26,122.12
1739,B,False,0.0,0.0,0.0,0.0,0.0
1740,B,False,34.284,30.91,115.4,115.48,114.21
1741,B,False,0.0,0.0,0.0,0.0,0.0
1742,B,False,109.46,108.72,109.69,108.52,107.93
1743,B,False,135.81,138.15,139.21,137.28,137.06
1744,B,False,0.0,0.0,0.0,0.0,0.0
1745,B,False,364.43,368.01,365.82,365.41,360.95
1746,B,False,31.321,0.0,13.416,0.0,44.728
1747,B,False,0.0,0.0,0.0,9.2195,9.434
1748,B,True,126.43,148.02,117.03,135.53,140.84
1749,B,False,161.79,121.84,105.25,135.62,170.81
1750,B,False,204.06,205.06,205.12,204.12,204.12
1751,B,False,0.0,0.0,0.0,0.0,0.0
1752,B,False,63.008,63.008,59.276,61.381,62.404
1753,B,False,72.443,72.443,72.25,72.25,71.253
1754,B,False,0.0,16.155,0.0,0.0,0.0
1755,B,False,152.01,153.44,154.07,153.65,153.51
1756,B,False,250.29,250.4,250.01,249.23,250.29
1757,B,False,0.0,0.0,288.18,289.17,288.18
1758,B,False,50.448,51.358,52.317,51.967,52.735
1759,B,False,0.0,0.0,0.0,0.0,0.0
1760,B,False,0.0,0.0,0.0,0.0,0.0
1761,B,False,30.914,30.454,30.025,29.896,29.782
1762,B,False,0.0,0.0,0.0,7.0711,0.0
1763,B,False,0.0,0.0,0.0,0.0,0.0
1764,B,False,0.0,0.0,0.0,0.0,0.0
1765,B,False,526.38,515.67,518.78,524.58,534.34
1766,B,False,7.0711,21.685,0.0,23.77,23.159
1767,B,False,0.0,0.0,0.0,0.0,0.0
1768,B,False,123.25,124.62,149.03,119.25,129.51
1769,B,False,383.79,382.59,383.76,385.49,383.4
1770,B,False,147.24,146.75,149.06,149.72,149.72
1771,B,False,0.0,0.0,0.0,0.0,0.0
1772,B,False,431.63,393.22,389.9,439.01,446.69
1773,B,False,263.62,263.28,263.51,263.22,263.16
1774,B,False,168.9,169.27,168.92,170.83,170.96
1775,B,False,184.22,185.5,198.56,191.75,205.24
1776,B,False,0.0,0.0,0.0,0.0,0.0
1777,B,False,0.0,0.0,0.0,0.0,0.0
1778,B,False,333.58,343.2,354.14,361.75,352.06
1779,B,False,0.0,0.0,0.0,0.0,0.0
1780,B,False,237.53,236.56,236.97,236.83,237.02
1781,B,False,25.807,13.198,25.807,25.807,26.627
1782,B,False,0.0,0.0,0.0,0.0,0.0
1783,B,False,37.651,32.978,16.553,16.553,16.553
1784,B,False,0.0,0.0,0.0,0.0,0.0
1785,B,False,30.017,31.164,31.156,31.12,31.016
1786,B,False,90.427,92.179,92.179,93.059,93.941
1787,B,False,215.16,215.28,215.53,216.0,217.21
1788,B,False,40.047,28.957,29.077,27.957,33.785
1789,B,False,175.9,171.78,172.85,175.04,174.58
1790,B,False,0.0,0.0,0.0,0.0,0.0
1791,B,False,249.98,248.63,243.06,242.78,245.55
1792,B,False,0.0,0.0,0.0,0.0,0.0
1793,B,False,0.0,0.0,0.0,0.0,0.0
1794,B,False,0.0,0.0,0.0,0.0,0.0
1795,B,False,0.0,0.0,0.0,0.0,0.0
1796,B,False,0.0,0.0,0.0,0.0,0.0
1797,B,False,137.18,137.03,137.99,138.96,139.74
1798,B,True,102.51,104.17,104.29,104.52,106.37
1799,B,False,49.422,49.701,49.494,49.916,50.443
1800,B,False,0.0,0.0,0.0,0.0,0.0
1801,B,False,53.415,46.976,48.453,51.614,58.982
1802,B,False,0.0,0.0,0.0,0.0,0.0
1803,B,False,0.0,0.0,0.0,0.0,0.0
1804,B,False,84.945,66.121,66.121,0.0,0.0
1805,B,False,0.0,0.0,0.0,0.0,0.0
1806,B,False,0.0,0.0,0.0,0.0,0.0
1807,B,False,0.0,0.0,0.0,0.0,0.0
1808,B,False,0.0,0.0,0.0,0.0,0.0
1809,B,False,182.19,181.89,182.56,183.24,181.6
1810,B,False,0.0,0.0,0.0,0.0,0.0
1811,B,False,0.0,0.0,0.0,0.0,0.0
1812,B,False,103.79,103.65,104.87,114.35,115.41
1813,B,False,197.94,131.17,118.02,0.0,134.15
1814,B,False,0.0,0.0,0.0,0.0,0.0
1815,B,False,0.0,0.0,0.0,0.0,0.0
1816,B,False,85.344,85.36,85.495,87.211,82.138
1817,B,False,239.4,239.15,240.09,240.09,240.33
1818,B,False,0.0,0.0,0.0,0.0,0.0
1819,B,False,218.07,217.41,221.17,217.5,217.16
1820,B,True,40.439,38.314,36.722,39.212,44.283
1821,B,False,153.7,204.84,205.2,203.82,205.71
1822,B,False,533.05,455.75,637.06,622.07,586.65
1823,B,False,216.05,216.74,217.69,220.01,220.37
1824,B,False,0.0,0.0,0.0,0.0,0.0
1825,B,False,15.524,14.56,0.0,13.928,13.928
1826,B,False,164.62,165.02,164.62,163.79,162.66
1827,B,False,0.0,0.0,0.0,0.0,0.0
1828,B,False,43.709,49.649,50.798,50.811,50.786
1829,B,False,0.0,0.0,0.0,0.0,0.0
1830,B,False,102.45,101.19,100.5,99.842,99.41
1831,B,False,0.0,0.0,0.0,0.0,0.0
1832,B,False,9.5642,10.463,10.77,10.813,11.18
1833,B,False,0.0,0.0,0.0,0.0,0.0
1834,B,False,101.4,98.675,100.76,104.75,107.87
1835,B,False,111.97,112.08,112.45,113.27,114.28
1836,B,False,19.209,17.692,17.147,17.106,18.062
1837,B,False,79.862,52.202,73.415,89.18,231.32
1838,B,False,0.0,0.0,0.0,0.0,0.0
1839,B,False,273.71,250.33,277.83,277.94,282.45
1840,B,False,344.47,346.65,349.64,350.71,347.62
1841,B,False,34.693,35.355,34.28,33.186,37.705
1842,B,False,150.72,150.67,150.12,148.74,148.59
1843,B,False,137.41,134.77,132.03,136.09,136.09
1844,B,False,0.0,0.0,0.0,0.0,0.0
1845,B,False,122.04,126.68,120.72,118.1,123.12
1846,B,False,20.396,20.396,20.396,20.396,20.183
1847,B,False,192.63,193.83,193.83,192.85,193.38
1848,B,False,393.64,393.97,395.2,395.55,396.38
1849,B,False,0.0,0.0,0.0,0.0,0.0
1850,B,False,0.0,0.0,0.0,0.0,0.0
1851,B,False,0.0,0.0,0.0,0.0,0.0
1852,B,False,133.68,134.64,135.55,136.57,137.18
1853,B,False,0.0,0.0,0.0,127.66,129.56
1854,B,False,21.932,21.213,78.944,83.546,83.361
1855,B,False,175.62,177.97,178.6,175.96,175.67
1856,B,False,0.0,0.0,0.0,0.0,0.0
1857,B,False,157.18,157.45,154.72,151.48,150.16
1858,B,False,0.0,0.0,0.0,0.0,0.0
1859,B,False,212.08,206.14,209.38,212.72,211.42
1860,B,False,171.87,169.49,166.0,166.52,169.55
1861,B,False,0.0,0.0,0.0,0.0,0.0
1862,B,False,81.475,82.231,82.342,83.139,81.631
1863,B,False,485.28,487.37,481.48,474.36,479.53
1864,B,False,207.12,207.15,208.15,209.15,209.15
1865,B,False,772.48,771.37,775.6,776.71,778.98
1866,B,False,12.083,12.083,12.083,12.53,12.53
1867,B,False,124.41,128.12,153.0,132.86,139.63
1868,B,False,87.289,86.975,91.626,93.016,87.026
1869,B,False,43.463,43.863,43.863,44.777,43.463
1870,B,False,244.3,248.88,244.2,249.28,249.46
1871,B,False,18.028,17.72,17.11,18.028,20.616
1872,B,False,0.0,0.0,0.0,0.0,0.0
1873,B,False,142.07,141.85,142.2,141.76,141.53
1874,B,False,78.735,79.543,78.933,73.653,78.835
1875,B,False,18.331,18.2,17.596,16.701,17.373
1876,B,False,144.21,142.09,142.55,142.81,144.0
1877,B,False,286.35,285.26,285.82,286.56,286.61
1878,B,False,0.0,0.0,0.0,0.0,0.0
1879,B,False,98.245,98.91,99.869,104.59,99.536
1880,B,False,0.0,0.0,0.0,0.0,0.0
1881,B,False,127.36,191.66,58.089,249.66,169.7
1882,B,False,0.0,0.0,0.0,0.0,0.0
1883,B,False,0.0,0.0,0.0,0.0,0.0
1884,B,False,169.24,169.45,178.36,175.55,177.23
1885,B,False,108.89,108.75,109.14,111.44,65.694
1886,B,False,0.0,0.0,0.0,0.0,0.0
1887,B,False,0.0,0.0,0.0,0.0,0.0
1888,B,False,0.0,0.0,0.0,0.0,0.0
1889,B,False,238.92,276.67,251.4,263.42,276.31
1890,B,False,208.77,204.83,205.47,206.01,209.5
1891,B,False,12.53,0.0,0.0,0.0,12.083
1892,N,False,0.0,0.0,0.0,0.0,0.0
1893,N,False,0.0,0.0,0.0,0.0,0.0
1894,N,False,0.0,0.0,0.0,0.0,0.0
1895,N,False,0.0,0.0,0.0,0.0,0.0
1896,N,False,0.0,0.0,0.0,0.0,0.0
1897,N,False,0.0,0.0,0.0,0.0,0.0
1898,N,False,6.4031,7.0711,7.2111,6.4031,0.0
1899,N,False,0.0,0.0,0.0,0.0,0.0
1900,N,False,0.0,0.0,0.0,0.0,0.0
1901,N,False,0.0,0.0,0.0,0.0,0.0
1902,N,False,85.481,87.552,88.295,0.0,0.0
1903,N,False,0.0,0.0,0.0,0.0,0.0
1904,N,False,177.62,178.62,179.43,179.43,180.39
1905,N,False,0.0,0.0,0.0,0.0,0.0
1906,N,False,0.0,0.0,0.0,0.0,0.0
1907,N,False,0.0,0.0,0.0,0.0,0.0
1908,N,False,0.0,0.0,0.0,0.0,0.0
1909,N,False,90.739,92.179,93.059,93.941,94.414
1910,N,False,0.0,0.0,0.0,0.0,0.0
1911,N,False,0.0,0.0,0.0,0.0,0.0
1912,N,False,0.0,0.0,0.0,0.0,0.0
1913,N,False,99.598,100.53,101.63,101.92,101.92
1914,N,False,0.0,0.0,0.0,0.0,0.0
1915,N,False,0.0,0.0,0.0,0.0,0.0
1916,N,False,0.0,0.0,0.0,0.0,0.0
1917,N,False,451.09,445.17,442.96,442.8,438.76
1918,N,False,198.5,196.07,193.88,189.67,176.0
1919,N,False,14.036,14.036,14.036,63.535,14.142
1920,N,False,264.5,259.38,260.48,262.63,269.44
1921,N,False,0.0,0.0,0.0,0.0,0.0
1922,N,False,475.07,477.91,478.77,479.38,476.5
1923,N,False,0.0,0.0,0.0,0.0,0.0
1924,N,False,0.0,124.54,124.54,0.0,124.74
1925,N,False,0.0,0.0,0.0,0.0,0.0
1926,N,False,0.0,0.0,0.0,0.0,0.0
1927,N,False,0.0,0.0,0.0,0.0,0.0
1928,N,False,0.0,0.0,0.0,0.0,0.0
1929,N,False,0.0,0.0,0.0,0.0,0.0
1930,N,False,410.82,411.31,410.64,411.5,411.39
1931,N,False,0.0,0.0,0.0,0.0,0.0
1932,N,False,496.23,496.63,493.25,494.15,498.23
1933,N,False,0.0,0.0,0.0,0.0,0.0
1934,N,False,0.0,0.0,0.0,0.0,0.0
1935,N,False,0.0,0.0,0.0,0.0,0.0
1936,N,False,120.11,117.21,116.83,121.19,119.3
1937,N,False,914.54,915.49,915.49,915.49,891.57
1938,N,False,914.54,915.49,915.49,915.49,891.57
1939,N,False,0.0,0.0,0.0,0.0,0.0
1940,N,False,0.0,0.0,0.0,0.0,0.0
1941,N,False,0.0,0.0,0.0,0.0,0.0
1942,N,False,121.07,123.39,124.56,124.24,124.91
1943,N,False,0.0,0.0,0.0,0.0,0.0
1944,N,False,172.78,172.64,172.78,172.68,172.86
1945,N,False,0.0,0.0,0.0,0.0,0.0
1946,N,False,307.13,305.57,305.44,305.38,306.59
1947,N,False,0.0,0.0,0.0,0.0,0.0
1948,N,False,0.0,0.0,0.0,0.0,0.0
1949,N,False,38.242,42.289,48.504,49.163,49.266
1950,N,False,116.97,0.0,0.0,116.11,35.186
1951,N,False,526.83,512.36,510.0,513.48,512.01
1952,N,False,153.29,162.02,162.66,147.39,144.4
1953,N,False,111.82,109.98,110.87,112.01,112.53
1954,N,False,121.59,124.33,123.41,122.52,122.41
1955,N,False,0.0,0.0,0.0,0.0,0.0
1956,N,False,0.0,0.0,0.0,0.0,0.0
1957,N,False,176.61,177.25,0.0,0.0,10.0
1958,N,False,0.0,0.0,0.0,0.0,0.0
1959,N,False,171.49,169.71,172.51,175.93,169.99
1960,N,False,162.84,167.43,167.53,163.6,160.96
1961,N,False,94.847,94.43,94.43,94.43,95.033
1962,N,False,127.01,0.0,0.0,0.0,0.0
1963,N,False,167.71,167.53,166.93,168.02,168.7
1964,N,False,0.0,0.0,262.61,0.0,0.0
1965,N,False,664.38,663.21,662.6,662.42,656.42
1966,N,False,143.27,0.0,0.0,0.0,70.385
1967,N,False,0.0,0.0,0.0,0.0,0.0
1968,N,False,167.83,170.43,168.02,167.84,168.17
1969,N,False,167.83,170.43,168.02,167.84,168.17
1970,N,False,0.0,0.0,0.0,0.0,0.0
1971,N,False,22.204,22.091,22.204,21.213,21.213
1972,N,False,673.85,673.49,672.36,672.66,675.92
1973,N,False,100.77,100.29,101.75,103.46,103.45
1974,N,False,166.2,166.43,165.72,165.78,166.64
1975,N,False,66.189,66.648,67.535,67.082,67.535
1976,N,False,787.82,791.05,789.86,791.51,784.95
1977,N,False,1585.4,1577.1,1577.3,1564.8,1564.5
1978,N,False,113.64,113.55,114.49,0.0,115.43
1979,N,False,1586.5,1574.0,1565.3,1564.0,1577.4
1980,N,False,1586.5,1574.0,1565.3,1564.0,1577.4
1981,N,False,0.0,0.0,0.0,0.0,0.0
1982,N,False,0.0,0.0,0.0,0.0,0.0
1983,N,False,0.0,0.0,0.0,0.0,0.0
1984,N,False,255.19,257.11,256.75,256.4,256.66
1985,N,False,81.025,81.025,79.204,81.841,83.487
1986,N,False,364.59,367.33,369.23,369.08,536.99
1987,N,False,244.14,252.43,180.16,248.54,233.06
1988,N,False,0.0,0.0,0.0,0.0,100.65
1989,N,False,0.0,0.0,0.0,0.0,0.0
1990,N,False,0.0,0.0,0.0,0.0,0.0
1991,N,False,131.4,131.6,131.53,133.02,130.44
1992,N,False,437.19,437.31,437.02,436.93,434.5
1993,N,False,71.309,73.911,76.026,73.707,75.012
1994,N,False,560.3,565.12,560.04,562.41,564.68
1995,N,False,117.87,118.36,119.04,118.28,117.13
1996,N,False,0.0,0.0,0.0,0.0,0.0
1997,N,False,0.0,0.0,0.0,0.0,0.0
1998,N,False,191.55,188.09,194.26,194.26,193.37
1999,N,False,101.86,101.89,57.901,38.638,48.024
2000,N,False,0.0,0.0,0.0,0.0,0.0
2001,N,False,0.0,0.0,0.0,0.0,0.0
2002,N,False,0.0,0.0,0.0,0.0,0.0
2003,N,False,0.0,0.0,0.0,0.0,0.0
2004,N,False,202.42,145.04,290.4,293.19,293.98
2005,N,False,0.0,0.0,0.0,0.0,0.0
2006,N,False,21.954,21.954,22.361,22.238,21.954
2007,N,False,0.0,0.0,0.0,0.0,0.0
2008,N,False,0.0,0.0,0.0,0.0,0.0
2009,N,False,109.79,113.3,113.3,109.07,113.3
2010,N,False,0.0,0.0,0.0,0.0,0.0
2011,N,False,0.0,0.0,0.0,0.0,0.0
2012,N,False,275.63,277.6,278.02,279.59,281.82
2013,N,False,262.39,262.39,262.39,263.39,263.39
2014,N,False,262.39,262.39,262.39,263.39,263.39
2015,N,False,0.0,0.0,0.0,0.0,0.0
2016,N,False,16.04,7.0711,7.7253,9.1043,5.4856
2017,N,False,19.416,0.0,0.0,0.0,0.0
2018,N,False,31.661,34.033,31.718,31.549,31.131
2019,N,False,167.35,167.19,166.83,167.13,167.8
2020,N,False,121.14,304.16,302.39,301.29,302.37
2021,N,False,549.33,547.9,534.12,538.59,550.55
2022,N,False,121.14,304.16,302.39,301.29,302.37
2023,N,False,668.56,669.43,674.85,674.37,672.06
2024,N,False,0.0,0.0,0.0,0.0,0.0
2025,N,False,27.439,26.592,27.102,27.307,27.309
2026,N,False,738.77,739.76,742.88,740.32,739.18
2027,N,False,271.62,272.04,274.68,278.91,284.49
2028,N,False,119.53,123.13,124.48,125.42,124.12
2029,N,False,1071.3,1073.1,1072.7,1072.1,1071.2
2030,N,False,0.0,0.0,0.0,0.0,0.0
2031,N,False,0.0,0.0,0.0,0.0,0.0
2032,N,False,775.97,776.87,779.25,780.89,784.51
2033,N,False,0.0,0.0,0.0,0.0,0.0
2034,N,False,0.0,0.0,0.0,0.0,0.0
2035,N,False,118.78,117.73,119.6,119.09,121.3
2036,N,False,0.0,0.0,101.02,102.04,0.0
2037,N,False,187.75,187.75,188.73,188.11,183.5
2038,N,False,0.0,6.4031,6.4031,7.0711,6.4031
2039,N,False,0.0,0.0,0.0,0.0,0.0
2040,N,False,180.99,181.84,181.92,181.07,181.41
2041,N,False,72.699,31.016,30.067,31.064,31.064
2042,N,False,0.0,0.0,0.0,0.0,0.0
2043,N,False,7.0711,0.0,0.0,0.0,0.0
2044,N,False,0.0,0.0,0.0,0.0,0.0
2045,N,False,0.0,0.0,0.0,0.0,0.0
2046,N,False,0.0,0.0,0.0,0.0,0.0
2047,N,False,0.0,0.0,0.0,0.0,0.0
2048,N,False,0.0,0.0,0.0,0.0,0.0
2049,N,False,119.22,120.17,121.43,122.7,122.38
2050,N,False,0.0,0.0,0.0,0.0,0.0
2051,N,False,17.001,18.788,0.0,16.643,0.0
2052,N,False,0.0,0.0,0.0,0.0,0.0
2053,N,False,188.89,190.87,196.84,197.77,196.39
2054,N,False,335.8,334.62,335.81,334.12,334.68
2055,N,False,156.59,155.21,153.81,154.92,156.82
2056,N,False,0.0,0.0,0.0,0.0,0.0
2057,N,False,0.0,0.0,0.0,0.0,0.0
2058,N,False,0.0,0.0,0.0,0.0,0.0
2059,N,False,0.0,0.0,0.0,0.0,0.0
2060,N,False,0.0,0.0,0.0,0.0,0.0
2061,N,False,133.1,19.926,19.623,18.481,18.525
2062,N,False,0.0,0.0,0.0,0.0,0.0
2063,N,False,200.49,0.0,0.0,0.0,0.0
2064,N,False,0.0,0.0,0.0,0.0,0.0
2065,N,False,0.0,163.98,164.34,0.0,0.0
2066,N,False,0.0,0.0,0.0,0.0,0.0
2067,N,False,131.06,131.06,131.1,131.14,132.19
2068,N,False,75.558,77.929,78.019,78.646,78.924
2069,N,False,332.54,0.0,0.0,0.0,0.0
2070,N,False,0.0,0.0,0.0,0.0,0.0
2071,N,False,0.0,0.0,0.0,0.0,0.0
2072,N,False,716.25,718.66,726.2,730.41,736.09
2073,N,False,0.0,0.0,0.0,0.0,0.0
2074,N,False,129.35,130.85,132.19,132.67,132.39
2075,N,False,154.5,154.22,154.16,153.99,153.99
2076,N,False,103.67,103.95,104.41,103.9,103.95
2077,N,False,0.0,0.0,0.0,0.0,0.0
2078,N,False,12.042,12.728,12.042,12.728,0.0
2079,N,False,27.074,0.0,27.019,27.074,0.0
2080,N,False,0.0,0.0,0.0,0.0,0.0
2081,N,False,0.0,0.0,0.0,0.0,0.0
2082,N,False,0.0,0.0,0.0,0.0,0.0
2083,N,False,75.154,77.064,77.473,77.078,76.559
2084,N,False,231.71,231.81,232.05,231.45,234.1
2085,N,False,86.145,86.227,86.145,87.144,88.091
2086,N,False,10.862,11.587,10.63,9.9199,12.207
2087,N,False,0.0,0.0,28.16,27.166,26.173
2088,N,False,0.0,0.0,0.0,0.0,0.0
2089,N,False,387.97,390.26,392.58,391.68,393.8
