,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5
1381,B,False,6.0125e+22,5.9698e+22,6.0857e+22,6.2279e+22,6.2087e+22
1382,B,False,8.4834e+22,8.298e+22,8.2294e+22,8.1588e+22,8.0572e+22
1383,B,True,8.2854e+21,8.9217e+21,8.6967e+21,8.5255e+21,8.5129e+21
1384,B,False,1.386e+23,1.4011e+23,1.4009e+23,1.4086e+23,1.4363e+23
1385,B,False,9.0499e+22,8.8444e+22,8.7509e+22,8.7625e+22,8.752e+22
1386,B,False,8.7872e+22,8.9574e+22,8.9891e+22,9.1958e+22,9.349e+22
1387,B,False,7.9157e+21,8.0937e+21,9.534e+21,1.0818e+22,1.1154e+22
1388,B,True,6.6731e+22,6.9519e+22,6.9902e+22,6.9833e+22,7.0171e+22
1389,B,True,5.4685e+21,5.6762e+21,5.9364e+21,8.0317e+21,9.1277e+21
1390,B,True,1.2996e+22,1.3323e+22,1.2763e+22,1.2675e+22,1.3515e+22
1391,B,True,1.2946e+23,1.2973e+23,1.3036e+23,1.2989e+23,1.2814e+23
1392,B,False,6.5948e+21,6.5023e+21,6.6449e+21,6.6575e+21,6.3967e+21
1393,B,False,2.6261e+22,2.2439e+22,2.6182e+22,2.7346e+22,2.7359e+22
1394,B,False,3.9681e+22,4.0154e+22,4.3936e+22,4.4243e+22,4.5883e+22
1395,B,False,1.5941e+23,1.5993e+23,1.6209e+23,1.635e+23,1.6538e+23
1396,B,True,1.8872e+23,1.831e+23,2.006e+23,1.9679e+23,1.9413e+23
1397,B,False,4.2495e+22,4.2227e+22,4.2614e+22,4.2453e+22,4.236e+22
1398,B,False,2.1467e+22,2.0025e+22,1.9385e+22,1.8846e+22,1.8902e+22
1399,B,False,1.5526e+22,1.616e+22,1.6331e+22,1.6636e+22,1.738e+22
1400,B,False,2.4226e+21,2.3368e+21,2.3289e+21,2.1639e+21,2.0914e+21
1401,B,True,2.8247e+22,2.8012e+22,2.6679e+22,2.8031e+22,2.9104e+22
1402,B,False,1.4546e+23,1.4553e+23,1.4651e+23,1.4778e+23,1.4812e+23
1403,B,False,4.676e+21,6.2615e+21,5.5808e+21,7.2489e+21,9.142e+21
1404,B,False,1.5502e+23,1.5697e+23,1.5917e+23,1.5909e+23,1.6045e+23
1405,B,False,6.5027e+22,6.5361e+22,6.4619e+22,6.4472e+22,6.4195e+22
1406,B,False,7.212e+22,7.0141e+22,7.1676e+22,7.3253e+22,7.3367e+22
1407,B,False,1.7756e+23,1.7777e+23,1.7755e+23,1.7683e+23,1.7522e+23
1408,B,True,2.8049e+22,2.8057e+22,2.885e+22,2.9033e+22,2.8656e+22
1409,B,False,2.1033e+23,2.1324e+23,2.4433e+23,2.1266e+23,2.1389e+23
1410,B,True,4.1713e+22,4.1244e+22,4.1718e+22,4.0971e+22,4.1073e+22
1411,B,False,3.4796e+22,3.4836e+22,3.4797e+22,3.4858e+22,3.4254e+22
1412,B,False,1.2844e+22,1.3584e+22,1.3891e+22,1.3629e+22,1.4668e+22
1413,B,False,3.885e+22,3.9043e+22,3.8934e+22,3.8975e+22,3.9226e+22
1414,B,False,6.7255e+21,6.8273e+21,6.6188e+21,6.5858e+21,6.2802e+21
1415,B,False,4.2423e+22,4.2268e+22,4.318e+22,4.2653e+22,4.1956e+22
1416,B,False,4.6849e+21,4.6152e+21,5.0129e+21,4.8472e+21,4.6962e+21
1417,B,False,5.7692e+22,5.8949e+22,5.994e+22,6.1067e+22,6.1862e+22
1418,B,False,6.0908e+21,6.5357e+21,6.3252e+21,6.154e+21,6.6188e+21
1419,B,False,8.9563e+22,8.9318e+22,8.9426e+22,9.1309e+22,9.1376e+22
1420,B,False,2.954e+22,2.8866e+22,2.9135e+22,2.9016e+22,2.8847e+22
1421,B,False,2.9269e+23,2.9261e+23,2.9064e+23,2.917e+23,2.9227e+23
1422,B,False,6.8873e+21,6.4357e+21,6.6323e+21,6.4723e+21,6.4644e+21
1423,B,False,3.1307e+22,3.101e+22,3.032e+22,3.0295e+22,2.9953e+22
1424,B,False,1.0375e+22,1.063e+22,1.0562e+22,9.8637e+21,9.5365e+21
1425,B,False,4.8903e+22,4.9171e+22,4.9789e+22,4.9606e+22,4.9056e+22
1426,B,False,4.0865e+22,4.1213e+22,4.1389e+22,4.1207e+22,4.154e+22
1427,B,False,3.8029e+22,3.744e+22,3.7275e+22,3.6698e+22,3.6267e+22
1428,B,True,1.5294e+22,1.5322e+22,1.5627e+22,1.7579e+22,1.8533e+22
1429,B,False,9.8979e+22,1.0022e+23,1.0012e+23,9.9222e+22,9.8217e+22
1430,B,True,2.6455e+22,2.5672e+22,2.6348e+22,2.6739e+22,2.5756e+22
1431,B,True,4.9459e+21,4.9745e+21,4.9e+21,5.0002e+21,4.6849e+21
1432,B,True,4.5765e+21,4.7722e+21,4.8265e+21,4.8469e+21,4.8178e+21
1433,B,False,6.4433e+21,6.5021e+21,6.4902e+21,6.4753e+21,6.4731e+21
1434,B,False,6.8056e+22,6.7305e+22,6.7372e+22,6.8306e+22,6.9051e+22
1435,B,False,8.4205e+21,8.415e+21,8.476e+21,8.5823e+21,8.6585e+21
1436,B,False,1.1619e+23,1.1599e+23,1.1702e+23,1.1836e+23,1.1837e+23
1437,B,False,9.2387e+21,9.215e+21,9.9461e+21,9.9735e+21,1.1154e+22
1438,B,False,1.7076e+23,1.709e+23,1.7252e+23,1.727e+23,1.7363e+23
1439,B,False,1.4887e+23,1.4803e+23,1.4758e+23,1.4893e+23,1.4763e+23
1440,B,False,8.3282e+23,8.4078e+23,8.311e+23,8.3841e+23,8.304e+23
1441,B,False,1.1513e+21,1.6657e+21,1.731e+21,1.6659e+21,2.0711e+21
1442,B,False,3.7614e+23,3.7307e+23,3.7017e+23,3.7487e+23,3.7295e+23
1443,B,False,5.3593e+23,5.3824e+23,5.3933e+23,5.3746e+23,5.3411e+23
1444,B,False,1.0632e+23,1.0655e+23,1.0553e+23,1.0522e+23,1.0486e+23
1445,B,False,2.6465e+22,2.2744e+22,2.3395e+22,1.8635e+22,1.116e+22
1446,B,False,3.7496e+22,3.7974e+22,3.8201e+22,3.7946e+22,3.8198e+22
1447,B,False,5.64e+23,5.6285e+23,5.5975e+23,5.6029e+23,5.5949e+23
1448,B,False,2.7904e+23,2.7906e+23,2.793e+23,2.7845e+23,2.7685e+23
1449,B,False,3.5099e+21,3.4607e+21,3.5483e+21,3.3984e+21,3.5303e+21
1450,B,False,2.0318e+22,1.9946e+22,2.0023e+22,1.9677e+22,2.0092e+22
1451,B,False,5.7727e+22,5.7124e+22,5.7595e+22,5.6973e+22,5.6427e+22
1452,B,False,2.6099e+22,2.5768e+22,2.6163e+22,2.6026e+22,2.6044e+22
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,7.8936e+21,7.8877e+21,7.5249e+21,7.6728e+21,7.7244e+21
1455,B,False,1.4302e+23,1.4475e+23,1.4531e+23,1.4475e+23,1.4654e+23
1456,B,False,2.7695e+22,2.7417e+22,2.6757e+22,2.7066e+22,2.6164e+22
1457,B,False,5.9156e+23,5.9434e+23,6.0051e+23,6.0346e+23,6.0563e+23
1458,B,False,5.6567e+22,5.6306e+22,5.5389e+22,5.5074e+22,5.472e+22
1459,B,False,2.1183e+22,2.3249e+22,2.4182e+22,2.6692e+22,2.9031e+22
1460,B,False,3.032e+22,3.0295e+22,2.9953e+22,2.9843e+22,3.061e+22
1461,B,False,2.1564e+23,2.1592e+23,2.1505e+23,2.1413e+23,2.1512e+23
1462,B,False,2.9843e+22,3.061e+22,3.0677e+22,3.0265e+22,3.0071e+22
1463,B,False,6.6485e+21,6.4544e+21,6.3742e+21,6.2419e+21,6.4229e+21
1464,B,False,8.6053e+22,8.4601e+22,8.5005e+22,8.4624e+22,8.4878e+22
1465,B,False,6.1415e+22,6.0936e+22,6.1957e+22,6.106e+22,6.0549e+22
1466,B,False,1.4822e+22,1.4877e+22,1.4525e+22,1.5053e+22,1.4986e+22
1467,B,False,1.7016e+22,1.7044e+22,1.7574e+22,1.757e+22,1.776e+22
1468,B,False,3.7058e+23,3.7179e+23,3.7404e+23,3.7587e+23,3.7537e+23
1469,B,False,1.2214e+22,1.2343e+22,1.3103e+22,1.2985e+22,1.2527e+22
1470,B,False,6.4592e+21,6.2449e+21,6.2947e+21,6.364e+21,6.0774e+21
1471,B,False,2.0611e+21,3.0886e+21,4.2799e+21,5.5506e+21,5.6854e+21
1472,B,False,6.0293e+22,6.2121e+22,6.247e+22,6.3038e+22,6.2557e+22
1473,B,False,1.3216e+23,1.3104e+23,1.3182e+23,1.3066e+23,1.3207e+23
1474,B,False,2.8187e+23,2.7976e+23,2.7946e+23,2.7651e+23,2.7555e+23
1475,B,False,8.7586e+22,8.7068e+22,8.8275e+22,8.724e+22,8.884e+22
1476,B,False,4.9208e+22,4.8456e+22,5.0579e+22,5.0237e+22,5.1308e+22
1477,B,True,1.4262e+23,1.4392e+23,1.437e+23,1.439e+23,1.4326e+23
1478,B,False,9.8298e+22,9.9254e+22,9.8844e+22,9.8807e+22,9.812e+22
1479,B,False,7.7193e+21,6.9487e+21,7.4611e+21,8.6575e+21,8.6932e+21
1480,B,True,8.4768e+21,8.7222e+21,8.7824e+21,8.8762e+21,8.7823e+21
1481,B,False,7.5291e+22,7.64e+22,7.6606e+22,7.642e+22,7.8975e+22
1482,B,False,2.4914e+22,2.5086e+22,2.5515e+22,2.5158e+22,2.5206e+22
1483,B,False,1.5315e+22,1.7984e+22,1.9302e+22,2.0284e+22,2.1075e+22
1484,B,True,2.4755e+22,2.4295e+22,2.4167e+22,2.4179e+22,2.4342e+22
1485,B,False,8.3142e+22,8.2371e+22,8.4331e+22,8.2414e+22,8.2539e+22
1486,B,False,5.6314e+21,5.6158e+21,5.4297e+21,5.413e+21,5.8195e+21
1487,B,False,3.2155e+23,3.2453e+23,3.225e+23,3.2037e+23,3.2251e+23
1488,B,False,7.2613e+22,7.3717e+22,7.4077e+22,7.5701e+22,7.7326e+22
1489,B,False,1.3504e+23,1.339e+23,1.3381e+23,1.3324e+23,1.3442e+23
1490,B,False,3.8977e+23,3.9012e+23,3.9104e+23,3.8946e+23,3.8916e+23
1491,B,False,1.8047e+22,1.7906e+22,1.7428e+22,1.8227e+22,1.804e+22
1492,B,True,1.0422e+22,1.0403e+22,1.0358e+22,1.0779e+22,1.0401e+22
1493,B,False,2.9177e+22,2.9724e+22,3.1576e+22,3.1701e+22,3.1221e+22
1494,B,False,1.4796e+23,1.5206e+23,1.5594e+23,1.6162e+23,1.6257e+23
1495,B,False,4.323e+21,4.5333e+21,4.3793e+21,4.3041e+21,4.35e+21
1496,B,False,6.4572e+23,6.467e+23,6.4525e+23,6.4393e+23,6.431e+23
1497,B,False,4.669e+21,4.7691e+21,4.7427e+21,4.6903e+21,4.4096e+21
1498,B,False,1.4606e+22,1.4454e+22,1.5026e+22,1.1264e+22,1.2307e+22
1499,B,True,4.1888e+22,4.3141e+22,4.3345e+22,4.3247e+22,4.3957e+22
1500,B,False,1.7303e+23,1.7266e+23,1.7346e+23,1.719e+23,1.7223e+23
1501,B,False,3.1428e+22,3.1655e+22,3.1432e+22,3.1314e+22,3.1423e+22
1502,B,False,8.2177e+22,8.404e+22,8.3032e+22,8.1527e+22,8.4253e+22
1503,B,False,1.7907e+22,1.8769e+22,1.9239e+22,1.9155e+22,1.7888e+22
1504,B,False,4.6038e+22,4.6105e+22,4.555e+22,4.5765e+22,4.6822e+22
1505,B,False,3.004e+22,3.1405e+22,3.2255e+22,3.1721e+22,3.0766e+22
1506,B,False,1.2077e+23,1.2082e+23,1.1979e+23,1.1832e+23,1.1816e+23
1507,B,False,3.8915e+22,3.9047e+22,3.9324e+22,3.9251e+22,4.0197e+22
1508,B,True,2.1608e+23,2.1498e+23,2.1441e+23,2.1343e+23,2.1347e+23
1509,B,False,7.3766e+22,7.4566e+22,7.4289e+22,7.3803e+22,7.4526e+22
1510,B,False,8.2214e+22,8.1071e+22,8.1987e+22,8.1528e+22,8.2283e+22
1511,B,False,5.0722e+23,5.0735e+23,5.064e+23,5.0332e+23,5.0391e+23
1512,B,False,6.2294e+23,6.2614e+23,6.2631e+23,6.2871e+23,6.2992e+23
1513,B,False,3.1199e+22,3.0217e+22,2.883e+22,2.8524e+22,2.8198e+22
1514,B,True,4.7241e+22,4.6689e+22,4.7599e+22,4.9819e+22,6.0149e+22
1515,B,False,3.9666e+22,3.9651e+22,3.9181e+22,3.8713e+22,3.9141e+22
1516,B,False,7.1494e+22,7.2208e+22,7.1803e+22,7.2404e+22,7.2561e+22
1517,B,False,1.2316e+22,1.2997e+22,1.4014e+22,1.3889e+22,1.4288e+22
1518,B,False,2.9325e+22,2.9021e+22,2.9431e+22,2.9197e+22,2.7787e+22
1519,B,False,2.622e+22,2.6688e+22,2.6697e+22,2.6575e+22,2.5621e+22
1520,B,False,0.0,1.2168e+19,2.3388e+19,2.3172e+20,2.2183e+20
1521,B,False,4.3357e+21,4.2743e+21,4.593e+21,4.3997e+21,4.1093e+21
1522,B,False,1.982e+23,1.9954e+23,1.9765e+23,1.9812e+23,1.9534e+23
1523,B,False,6.6492e+21,6.7337e+21,7.0313e+21,6.853e+21,6.6085e+21
1524,B,False,2.5487e+23,2.5584e+23,2.5683e+23,2.5529e+23,2.5509e+23
1525,B,False,1.7007e+23,1.6975e+23,1.6855e+23,1.6787e+23,1.6769e+23
1526,B,False,5.6678e+22,5.593e+22,5.6799e+22,5.7208e+22,5.679e+22
1527,B,False,6.9991e+22,7.236e+22,7.0351e+22,6.9437e+22,6.8559e+22
1528,B,False,5.6027e+21,5.8325e+21,5.674e+21,5.7159e+21,5.5431e+21
1529,B,False,7.6262e+22,7.6016e+22,7.6283e+22,7.5896e+22,7.5919e+22
1530,B,False,1.5046e+23,1.508e+23,1.5372e+23,1.5392e+23,1.5603e+23
1531,B,False,1.4316e+23,1.4276e+23,1.418e+23,1.4295e+23,1.4253e+23
1532,B,True,1.4512e+22,1.5023e+22,1.6196e+22,1.5905e+22,1.5286e+22
1533,B,False,2.8841e+23,2.8977e+23,2.8936e+23,2.9031e+23,2.9091e+23
1534,B,False,1.5846e+21,1.6328e+21,1.6124e+21,1.5379e+21,1.5176e+21
1535,B,False,2.2741e+22,2.2207e+22,2.1686e+22,2.2234e+22,2.0828e+22
1536,B,False,1.8301e+23,1.8156e+23,1.7897e+23,1.7453e+23,1.7099e+23
1537,B,False,1.6563e+23,1.679e+23,1.6876e+23,1.6835e+23,1.6691e+23
1538,B,False,1.3481e+23,1.3329e+23,1.3096e+23,1.3315e+23,1.3218e+23
1539,B,False,1.375e+23,1.3894e+23,1.3709e+23,1.3815e+23,1.3859e+23
1540,B,False,3.3096e+21,3.4097e+21,3.2585e+21,3.615e+21,3.6716e+21
1541,B,False,3.5496e+22,3.4277e+22,3.425e+22,3.3494e+22,3.3036e+22
1542,B,False,1.663e+23,1.6638e+23,1.6576e+23,1.6625e+23,1.6705e+23
1543,B,False,1.636e+23,1.6228e+23,1.6102e+23,1.6176e+23,1.6136e+23
1544,B,False,1.5508e+23,1.7335e+23,1.7713e+23,1.5496e+23,1.5518e+23
1545,B,False,1.3649e+22,1.3582e+22,1.3625e+22,1.3924e+22,1.4218e+22
1546,B,False,5.4833e+21,5.4802e+21,5.572e+21,5.7699e+21,5.5551e+21
1547,B,False,1.9404e+22,1.9197e+22,1.9411e+22,1.9684e+22,1.9507e+22
1548,B,False,4.643e+22,4.6135e+22,4.525e+22,4.5125e+22,4.5348e+22
1549,B,False,5.1095e+22,5.2448e+22,5.2665e+22,5.1914e+22,5.0155e+22
1550,B,False,1.4704e+22,1.513e+22,1.4937e+22,1.4969e+22,1.5204e+22
1551,B,False,8.4435e+22,8.2915e+22,8.2821e+22,8.2378e+22,8.0727e+22
1552,B,False,1.4233e+23,1.4302e+23,1.4475e+23,1.4531e+23,1.4475e+23
1553,B,False,3.3565e+21,2.8769e+21,3.2774e+21,3.3799e+21,3.273e+21
1554,B,False,5.3602e+21,5.2216e+21,5.0086e+21,5.1305e+21,4.7351e+21
1555,B,False,1.4839e+23,1.4555e+23,1.4713e+23,1.4611e+23,1.4662e+23
1556,B,False,7.7057e+22,7.8905e+22,7.8345e+22,7.8067e+22,7.7819e+22
1557,B,False,6.8931e+22,6.9381e+22,6.9082e+22,6.9662e+22,6.7754e+22
1558,B,False,9.8904e+22,1.0008e+23,1.003e+23,9.8318e+22,9.9701e+22
1559,B,False,2.4816e+23,2.4751e+23,2.4851e+23,2.4957e+23,2.4927e+23
1560,B,False,1.5918e+22,1.5869e+22,1.5892e+22,1.5961e+22,1.5409e+22
1561,B,False,5.7987e+22,5.8728e+22,5.9137e+22,5.9969e+22,5.8177e+22
1562,B,False,6.2608e+22,6.3058e+22,6.5442e+22,6.613e+22,6.6045e+22
1563,B,False,6.7167e+21,6.7209e+21,6.7285e+21,6.4023e+21,6.3395e+21
1564,B,False,1.8038e+22,1.7243e+22,1.7185e+22,1.6925e+22,1.7047e+22
1565,B,False,6.424e+22,6.3378e+22,6.3233e+22,6.3874e+22,6.4654e+22
1566,B,False,2.6788e+22,2.8983e+22,2.927e+22,3.0436e+22,2.9437e+22
1567,B,False,3.789e+22,3.8922e+22,3.7951e+22,3.7644e+22,3.7239e+22
1568,B,False,6.1011e+21,5.8321e+21,6.4098e+21,6.3599e+21,6.0063e+21
1569,B,False,4.8805e+22,4.7528e+22,4.7853e+22,4.8017e+22,4.6843e+22
1570,B,False,5.1188e+23,5.1357e+23,5.1621e+23,5.1723e+23,5.2027e+23
1571,B,False,1.9576e+22,2.0429e+22,2.2816e+22,1.8323e+22,2.006e+22
1572,B,False,4.1312e+21,3.9208e+21,3.9381e+21,3.6955e+21,4.0138e+21
1573,B,False,7.8184e+20,9.1202e+20,1.5947e+21,1.6582e+21,1.7538e+21
1574,B,False,1.2172e+23,1.2126e+23,1.2091e+23,1.2116e+23,1.2025e+23
1575,B,False,5.5425e+22,5.5702e+22,5.8274e+22,5.6754e+22,5.6285e+22
1576,B,False,8.0235e+22,7.8203e+22,7.6531e+22,7.8196e+22,8.0191e+22
1577,B,False,2.6918e+22,2.6108e+22,2.5133e+22,2.4673e+22,2.4752e+22
1578,B,False,2.9829e+22,2.8733e+22,2.8234e+22,2.7864e+22,2.8074e+22
1579,B,False,1.6774e+22,1.6753e+22,1.723e+22,1.769e+22,1.8832e+22
1580,B,False,1.0957e+22,1.08e+22,1.1131e+22,1.192e+22,1.0975e+22
1581,B,True,1.4057e+23,1.4085e+23,1.4019e+23,1.3959e+23,1.383e+23
1582,B,False,1.1775e+23,1.183e+23,1.1703e+23,1.1537e+23,1.1359e+23
1583,B,False,5.1122e+22,5.1913e+22,5.2058e+22,5.1946e+22,5.2255e+22
1584,B,False,9.2742e+22,9.15e+22,9.0515e+22,9.0154e+22,9.0318e+22
1585,B,False,2.4397e+23,2.4718e+23,2.4628e+23,2.4324e+23,2.4305e+23
1586,B,False,5.0323e+21,4.9188e+21,4.6709e+21,4.8756e+21,4.9841e+21
1587,B,False,1.2119e+23,1.2233e+23,1.1825e+23,1.1859e+23,1.1649e+23
1588,B,False,2.1347e+23,2.1226e+23,2.1253e+23,2.1229e+23,2.1279e+23
1589,B,False,7.1626e+22,7.1333e+22,7.1869e+22,7.2872e+22,7.3176e+22
1590,B,False,1.3078e+22,1.2814e+22,1.2655e+22,1.2506e+22,1.2771e+22
1591,B,True,6.9186e+22,6.8682e+22,6.8218e+22,6.7645e+22,6.8739e+22
1592,B,False,5.6993e+22,5.6325e+22,5.7489e+22,5.7214e+22,5.7082e+22
1593,B,False,6.9437e+22,6.8559e+22,6.8728e+22,6.8626e+22,6.7896e+22
1594,B,False,4.3198e+22,4.3318e+22,4.2681e+22,4.2968e+22,4.3496e+22
1595,B,False,1.6123e+23,1.6041e+23,1.6099e+23,1.6096e+23,1.6123e+23
1596,B,False,1.695e+22,1.6814e+22,1.7775e+22,1.819e+22,2.0926e+22
1597,B,False,2.9423e+23,2.9438e+23,2.958e+23,2.9377e+23,2.9303e+23
1598,B,False,4.2281e+22,4.6868e+22,4.599e+22,4.517e+22,4.8943e+22
1599,B,True,1.0414e+22,1.0363e+22,1.1148e+22,1.0926e+22,1.1868e+22
1600,B,False,1.7695e+23,1.7586e+23,1.7453e+23,1.7553e+23,1.7772e+23
1601,B,False,6.7095e+23,6.7154e+23,6.746e+23,6.7718e+23,6.7394e+23
1602,B,False,2.5365e+22,2.5437e+22,2.5437e+22,2.5876e+22,2.5298e+22
1603,B,False,1.7995e+22,1.781e+22,1.7593e+22,1.7599e+22,1.7393e+22
1604,B,False,5.4101e+22,5.358e+22,5.3268e+22,5.3857e+22,5.4038e+22
1605,B,False,5.5732e+22,5.9161e+22,5.8794e+22,5.8712e+22,5.9623e+22
1606,B,False,9.3291e+21,9.1115e+21,9.3056e+21,9.3606e+21,9.3553e+21
1607,B,False,1.1204e+23,1.1119e+23,1.1024e+23,1.1047e+23,1.1161e+23
1608,B,True,1.4425e+22,1.4458e+22,1.4927e+22,1.5324e+22,1.5032e+22
1609,B,True,2.3033e+21,2.0495e+21,2.4233e+21,2.5758e+21,2.6187e+21
1610,B,False,3.8971e+22,3.8766e+22,3.8708e+22,3.9158e+22,3.8704e+22
1611,B,False,2.1517e+22,2.7223e+22,2.668e+22,2.5497e+22,2.7887e+22
1612,B,False,6.1564e+21,5.9599e+21,7.2506e+21,7.1077e+21,6.8497e+21
1613,B,False,2.1982e+23,2.2016e+23,2.1815e+23,2.2065e+23,2.1932e+23
1614,B,False,2.9467e+22,3.0033e+22,3.1477e+22,3.2072e+22,3.2161e+22
1615,B,False,1.007e+23,1.0062e+23,1.0175e+23,1.0099e+23,1.0106e+23
1616,B,False,1.0738e+23,1.0964e+23,1.1165e+23,1.1422e+23,1.1371e+23
1617,B,False,2.4513e+22,2.4783e+22,2.4981e+22,2.4363e+22,2.4878e+22
1618,B,False,2.7209e+21,2.8696e+21,2.7177e+21,2.7578e+21,2.5572e+21
1619,B,False,1.3161e+22,1.352e+22,1.3121e+22,1.2597e+22,1.3182e+22
1620,B,False,5.4262e+22,5.4393e+22,5.5758e+22,5.5215e+22,5.5395e+22
1621,B,False,1.2661e+23,1.2599e+23,1.2508e+23,1.2528e+23,1.2618e+23
1622,B,False,7.6088e+22,7.5673e+22,7.5074e+22,7.57e+22,7.5845e+22
1623,B,False,1.8947e+23,1.9065e+23,1.9019e+23,1.8936e+23,1.8987e+23
1624,B,True,1.7061e+22,1.7306e+22,1.7395e+22,1.774e+22,1.7827e+22
1625,B,False,1.1086e+23,1.1117e+23,1.1252e+23,1.1104e+23,1.1277e+23
1626,B,False,4.7016e+22,4.8343e+22,4.9449e+22,4.8686e+22,4.9469e+22
1627,B,False,6.416e+22,6.5189e+22,7.1716e+22,7.106e+22,7.0793e+22
1628,B,False,1.6065e+23,1.6143e+23,1.6405e+23,1.638e+23,1.6209e+23
1629,B,True,2.3759e+22,2.3155e+22,2.2514e+22,2.2668e+22,2.2758e+22
1630,B,False,1.0598e+23,1.0649e+23,1.0665e+23,1.0663e+23,1.0728e+23
1631,B,False,1.6017e+22,1.5824e+22,1.5884e+22,1.5527e+22,1.6057e+22
1632,B,False,1.3201e+22,1.1315e+22,1.1629e+22,1.1433e+22,1.1574e+22
1633,B,False,5.1357e+23,5.1621e+23,5.1723e+23,5.2027e+23,5.1986e+23
1634,B,False,2.6365e+22,2.622e+22,2.6042e+22,2.5654e+22,2.5403e+22
1635,B,False,3.0054e+21,5.2135e+21,5.5117e+21,5.2839e+21,6.2587e+21
1636,B,False,2.6013e+23,2.5741e+23,2.5809e+23,2.5995e+23,2.6099e+23
1637,B,False,2.7696e+22,2.8371e+22,2.8059e+22,2.7895e+22,2.7569e+22
1638,B,False,1.7446e+23,1.7281e+23,1.7243e+23,1.7042e+23,1.6639e+23
1639,B,False,4.923e+21,5.0211e+21,4.9193e+21,4.8146e+21,5.0224e+21
1640,B,False,1.7304e+22,1.7269e+22,1.6482e+22,1.6966e+22,1.7157e+22
1641,B,False,2.1543e+23,2.1394e+23,2.1645e+23,2.1924e+23,2.209e+23
1642,B,False,7.873e+20,8.6634e+20,9.2066e+20,9.3186e+20,8.9996e+20
1643,B,False,6.3829e+23,6.3854e+23,6.3863e+23,6.3931e+23,6.4091e+23
1644,B,False,4.6693e+22,4.6526e+22,4.6741e+22,4.7275e+22,4.8323e+22
1645,B,False,6.0853e+23,6.0958e+23,6.1074e+23,6.133e+23,6.1245e+23
1646,B,False,6.8385e+22,6.9044e+22,6.6362e+22,6.6208e+22,6.8124e+22
1647,B,False,5.5256e+22,5.4581e+22,5.6688e+22,5.3528e+22,5.3465e+22
1648,B,False,1.9366e+23,1.9238e+23,1.9237e+23,1.9429e+23,1.9236e+23
1649,B,False,8.0671e+22,8.0141e+22,8.1976e+22,8.1044e+22,8.1037e+22
1650,B,False,2.6327e+21,2.7067e+21,2.4824e+21,2.4794e+21,2.4968e+21
1651,B,True,4.1482e+22,3.2304e+22,3.0281e+22,3.685e+22,3.3048e+22
1652,B,False,3.3652e+22,3.3034e+22,3.3802e+22,3.3481e+22,3.637e+22
1653,B,False,6.2624e+23,6.26e+23,6.262e+23,6.2653e+23,6.2954e+23
1654,B,False,2.3068e+23,2.3155e+23,2.3152e+23,2.3133e+23,2.3254e+23
1655,B,False,6.8043e+22,6.7709e+22,6.638e+22,6.566e+22,6.5552e+22
1656,B,False,1.0199e+23,1.0235e+23,1.0152e+23,9.9218e+22,9.7227e+22
1657,B,False,5.4708e+21,5.2185e+21,5.2287e+21,5.168e+21,5.1072e+21
1658,B,False,7.8938e+21,7.9843e+21,8.5359e+21,8.5459e+21,9.4412e+21
1659,B,False,1.2894e+22,1.3709e+22,1.39e+22,1.5027e+22,1.4607e+22
1660,B,False,2.5413e+22,2.4521e+22,2.5209e+22,2.4684e+22,2.5201e+22
1661,B,False,4.564e+22,4.5329e+22,4.4305e+22,4.4998e+22,4.5046e+22
1662,B,False,1.6903e+22,1.7079e+22,1.7144e+22,1.7053e+22,1.6788e+22
1663,B,False,6.746e+23,6.7718e+23,6.7394e+23,6.7425e+23,6.7461e+23
1664,B,False,8.624e+21,8.7495e+21,8.7199e+21,8.4801e+21,8.3665e+21
1665,B,False,1.1955e+23,1.2078e+23,1.2344e+23,1.2451e+23,1.254e+23
1666,B,False,4.9e+21,5.0002e+21,4.6849e+21,4.6152e+21,5.0129e+21
1667,B,False,1.6102e+23,1.6176e+23,1.6136e+23,1.5963e+23,1.598e+23
1668,B,True,3.9125e+22,3.9443e+22,3.9563e+22,3.9448e+22,3.9033e+22
1669,B,True,7.8225e+22,7.6407e+22,7.5157e+22,7.4848e+22,7.4192e+22
1670,B,False,5.7065e+23,5.6713e+23,5.7101e+23,5.7109e+23,5.7151e+23
1671,B,False,6.2766e+22,6.2486e+22,6.2025e+22,6.1943e+22,6.2968e+22
1672,B,False,9.9569e+22,1.0173e+23,1.0256e+23,1.0228e+23,1.0375e+23
1673,B,False,5.5283e+22,5.8129e+22,5.9337e+22,6.0364e+22,6.1186e+22
1674,B,False,1.4514e+23,1.4523e+23,1.456e+23,1.4587e+23,1.4511e+23
1675,B,False,6.655e+22,6.6364e+22,6.6222e+22,6.6249e+22,6.5234e+22
1676,B,False,2.6592e+22,2.7399e+22,2.7126e+22,2.607e+22,2.7874e+22
1677,B,False,2.6604e+23,2.6451e+23,2.6383e+23,2.6509e+23,2.6727e+23
1678,B,True,1.6916e+22,1.6457e+22,1.6217e+22,1.5487e+22,1.5163e+22
1679,B,False,1.2998e+23,1.3001e+23,1.2791e+23,1.2718e+23,1.2674e+23
1680,B,False,1.7304e+23,1.7001e+23,1.7007e+23,1.6975e+23,1.6855e+23
