,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5
533,M,False,38.107,37.678,37.925,38.401,38.215
534,M,True,26.183,26.114,25.791,25.369,25.707
535,M,False,26.46,26.492,26.578,26.45,26.551
536,M,False,25.699,26.001,26.53,26.135,26.512
537,M,False,40.691,40.532,40.515,40.664,40.88
538,M,True,47.683,48.126,47.933,47.994,47.765
539,M,False,50.818,50.715,50.47,50.647,50.666
540,M,False,50.78,50.888,50.868,50.815,50.839
541,M,True,0.0,31.039,30.886,30.805,30.897
542,M,False,29.529,29.415,29.215,29.184,29.015
543,M,False,54.221,54.043,53.995,53.938,53.971
544,M,False,46.607,46.591,46.765,46.799,46.855
545,M,False,31.154,29.703,28.884,28.982,29.23
546,M,True,32.991,32.46,33.131,32.913,33.977
547,M,False,42.553,42.589,41.812,42.416,42.801
548,M,True,29.709,29.958,30.015,29.692,29.98
549,M,True,33.738,33.861,33.376,34.095,34.13
550,M,False,35.535,35.722,36.35,36.403,36.192
551,M,True,39.306,39.089,39.218,39.176,39.543
552,M,False,43.288,43.236,43.534,43.115,43.162
553,M,True,48.045,48.134,48.332,48.446,48.269
554,M,False,48.636,48.493,48.431,48.415,0.0
555,M,False,44.81,44.973,44.796,44.79,44.796
556,M,True,39.344,39.365,39.104,38.647,38.628
557,M,False,37.495,37.394,37.39,37.696,37.449
558,M,False,35.266,35.301,35.396,35.23,35.337
559,M,False,42.283,41.942,41.684,41.575,42.015
560,M,False,36.961,36.799,36.588,36.719,36.626
561,M,True,50.935,50.902,50.75,50.967,50.747
562,M,True,50.507,50.681,50.522,50.429,50.38
563,M,True,27.714,27.894,27.74,27.66,26.953
564,M,True,51.075,51.12,0.0,51.343,51.324
565,M,True,50.531,50.405,50.536,50.585,50.582
566,M,False,50.808,50.7,50.823,50.885,51.025
567,M,True,33.389,34.812,33.648,33.727,34.219
568,M,True,49.919,49.712,49.782,49.622,49.432
569,M,False,49.899,49.892,50.077,49.921,49.668
570,M,False,32.504,33.293,32.912,31.193,32.62
571,M,False,49.668,49.623,49.454,49.447,49.229
572,M,False,49.229,49.409,49.509,49.589,49.571
573,M,False,31.033,31.999,32.27,32.031,31.595
574,M,True,49.651,49.594,49.771,49.812,49.704
575,M,True,47.652,47.531,47.593,47.606,47.721
576,M,False,44.974,44.614,44.508,44.38,0.0
577,M,True,44.445,44.582,44.536,44.289,44.258
578,M,True,39.962,39.843,39.997,39.914,39.6
579,M,True,37.826,37.529,37.698,37.867,37.82
580,M,False,36.749,37.051,36.361,36.889,37.062
581,M,False,36.416,35.687,36.024,36.178,36.142
582,M,False,35.814,35.892,35.755,37.03,37.709
583,M,True,25.483,25.579,25.245,25.526,25.634
584,M,False,26.314,26.501,26.642,26.785,26.786
585,M,True,26.112,26.144,25.143,25.024,24.087
586,M,False,25.143,25.024,24.087,23.238,23.648
587,M,False,36.285,36.071,36.026,35.955,35.567
588,M,True,37.277,37.274,36.635,36.615,35.674
589,M,False,34.534,34.987,34.874,34.986,34.379
590,M,False,44.137,44.055,44.509,44.36,44.44
591,M,False,30.979,31.275,30.658,30.48,30.368
592,M,False,36.654,36.774,35.781,35.597,36.244
593,M,False,40.147,40.448,40.681,40.547,40.708
594,M,False,27.272,27.42,27.181,27.439,27.113
595,M,False,36.551,36.611,36.116,36.033,36.442
596,M,False,31.887,32.18,32.183,32.163,31.898
597,M,True,28.339,28.417,28.343,28.613,28.569
598,M,False,27.55,27.668,27.711,27.549,27.68
599,M,False,44.328,44.187,43.968,44.023,44.056
600,M,True,50.285,50.299,50.17,50.175,50.008
601,M,False,50.008,49.961,49.922,49.942,49.675
602,M,True,40.91,40.936,40.655,41.047,41.025
603,M,False,40.822,40.733,41.063,40.905,40.795
604,M,False,41.063,40.905,40.795,40.762,40.301
605,M,True,38.069,38.274,38.354,37.979,38.327
606,M,False,37.254,37.655,37.742,37.631,37.321
607,M,True,24.986,23.099,23.555,24.142,23.89
608,M,False,24.842,25.281,24.629,24.711,24.596
609,M,True,42.592,43.028,42.632,41.53,40.936
610,M,True,40.294,40.256,40.22,40.699,40.666
611,M,False,38.767,38.791,38.233,38.466,38.089
612,M,True,39.575,38.243,38.194,39.258,39.504
613,M,False,38.793,38.488,37.779,37.123,37.728
614,M,False,36.207,36.108,36.391,36.997,36.659
615,M,False,39.277,39.255,40.093,39.546,39.338
616,M,False,42.417,42.56,42.699,42.598,42.533
617,M,False,49.497,49.477,49.552,49.456,49.398
618,M,True,49.721,49.931,50.021,50.249,50.09
619,M,True,51.104,50.724,51.132,51.059,50.897
620,M,False,50.897,51.123,51.117,51.296,51.554
621,M,False,51.769,52.008,51.763,51.934,51.859
622,M,False,51.763,51.934,51.859,51.776,51.959
623,M,False,51.521,51.811,51.906,51.896,51.66
624,M,False,51.577,51.537,51.779,51.76,51.869
625,M,False,0.0,52.146,52.376,52.288,52.369
626,M,False,52.369,52.578,52.498,52.314,52.433
627,M,True,52.399,51.938,52.034,51.787,51.754
628,M,True,48.261,48.156,47.99,47.697,47.755
629,M,False,48.007,47.888,47.758,47.772,47.508
630,M,True,46.453,46.209,46.093,46.152,45.61
631,M,True,45.186,44.947,44.945,45.222,45.006
632,M,False,44.945,45.222,45.006,45.338,45.492
633,M,True,41.296,41.422,41.173,41.547,41.305
634,M,False,41.244,41.301,41.561,41.649,41.481
635,M,False,41.563,41.332,41.056,41.044,41.059
636,M,True,40.112,39.48,39.438,39.519,39.518
637,M,True,37.206,37.017,36.892,36.665,36.172
638,M,False,37.042,36.55,36.515,36.801,36.465
639,M,False,36.983,36.896,36.859,36.335,36.542
640,M,True,36.174,36.416,36.218,35.883,35.889
641,M,False,34.693,34.813,34.965,35.349,34.722
642,M,True,36.168,35.827,35.788,35.797,35.763
643,M,False,37.2,37.008,36.83,36.566,36.358
644,M,False,38.476,38.333,38.752,38.711,39.132
645,M,False,21.782,22.049,24.603,21.99,24.897
646,M,False,30.15,30.848,29.991,30.216,30.098
647,M,False,42.303,42.395,42.253,41.895,41.381
648,M,False,31.092,31.484,30.664,30.367,31.098
649,M,False,47.329,47.401,47.614,47.79,47.745
650,M,False,31.198,31.325,31.392,31.433,31.371
651,C,True,32.092,32.202,0.0,32.662,33.01
652,C,True,35.583,36.777,35.174,34.173,34.859
653,C,False,22.351,22.441,22.455,22.793,22.909
654,C,False,25.805,25.216,25.624,25.526,25.887
655,C,False,25.2,25.127,25.034,24.96,25.096
656,C,False,20.111,26.272,20.508,24.067,24.082
657,C,False,33.46,33.797,34.722,33.256,32.359
658,C,False,33.014,34.657,33.013,31.021,31.133
659,C,False,48.168,46.962,47.737,48.728,47.99
660,C,True,41.492,41.576,41.69,41.598,41.54
661,C,False,31.419,31.306,31.115,31.137,31.258
662,C,False,44.166,43.306,42.893,43.517,43.193
663,C,False,25.948,27.379,28.805,26.59,25.451
664,C,False,31.354,31.554,31.504,31.212,31.37
665,C,True,21.224,21.361,21.212,21.169,20.308
666,C,True,34.512,34.637,34.328,34.627,34.448
667,C,False,32.001,32.085,31.508,31.471,31.451
668,C,False,33.423,32.6,32.227,31.729,31.641
669,C,False,25.701,25.626,25.529,25.863,26.037
670,C,True,28.564,29.088,29.008,28.804,29.747
671,C,False,46.208,46.312,46.678,46.617,46.752
672,C,False,43.597,43.413,43.292,42.968,42.554
673,C,False,29.9,29.735,29.839,29.446,29.493
674,C,False,25.457,26.602,26.576,25.173,25.288
675,C,False,33.383,33.444,33.399,33.387,33.317
676,C,False,28.044,27.862,27.918,27.719,27.637
677,C,True,44.805,45.348,45.221,44.959,44.749
678,C,False,26.131,26.111,26.189,26.059,26.259
679,C,False,26.474,26.957,27.524,27.691,27.86
680,C,False,37.287,38.132,36.165,35.993,35.998
681,C,False,30.54,30.552,30.58,30.816,30.509
682,C,True,37.594,37.691,37.898,37.841,38.248
683,C,False,25.897,25.591,25.561,25.121,25.074
684,C,False,50.133,50.483,50.093,50.16,50.244
685,C,False,28.564,29.088,29.008,28.804,29.747
686,C,False,0.0,34.546,38.308,14.1,18.513
687,C,True,41.067,41.195,41.202,41.234,41.238
688,C,False,41.041,40.387,40.045,41.582,37.348
689,C,False,26.863,27.486,27.974,28.618,27.247
690,C,False,38.116,39.285,40.409,39.408,39.754
691,C,False,25.228,24.696,24.886,24.853,24.682
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,31.288,30.854,30.906,31.115,30.723
694,C,False,36.304,36.218,36.15,36.377,36.318
695,C,False,18.048,18.398,18.265,18.529,18.723
696,C,False,43.116,43.098,43.287,43.2,43.13
697,C,False,31.486,31.779,31.855,31.619,31.581
698,C,False,21.906,21.903,21.887,22.068,22.194
699,C,False,25.446,25.678,25.561,25.611,25.654
700,C,False,22.534,22.504,22.461,22.218,21.957
701,C,False,22.313,22.461,22.574,22.422,22.365
702,C,True,33.07,33.028,34.368,30.639,29.564
703,C,False,41.055,41.112,41.053,41.309,41.377
704,C,False,23.074,23.022,22.817,23.598,22.019
705,C,False,43.438,43.416,43.272,43.292,43.158
706,C,False,28.976,29.114,29.851,29.525,29.558
707,C,False,30.989,30.208,30.817,30.171,30.502
708,C,False,32.278,32.351,32.453,32.578,32.414
709,C,False,20.894,20.91,20.817,21.224,20.705
710,C,True,25.172,25.087,25.142,24.923,24.993
711,C,False,22.633,22.966,23.345,0.0,23.186
712,C,False,43.255,43.027,43.124,43.13,43.452
713,C,False,50.205,50.101,50.334,50.63,50.483
714,C,False,32.776,32.77,32.711,32.672,32.525
715,C,False,43.595,43.46,43.346,42.935,42.816
716,C,False,32.825,32.77,32.748,32.472,32.236
717,C,False,26.669,26.444,26.612,26.426,26.645
718,C,True,20.097,20.471,20.59,20.572,19.858
719,C,False,37.578,37.375,38.303,38.898,38.871
720,C,False,24.527,24.748,24.487,24.918,24.431
721,C,False,24.815,24.9,25.031,25.248,25.487
722,C,False,36.253,36.383,34.69,35.021,34.132
723,C,False,34.784,33.983,34.132,33.942,34.043
724,C,False,24.509,24.893,24.575,23.795,24.778
725,C,True,30.082,29.396,30.844,30.171,30.532
726,C,False,30.034,29.991,29.921,30.19,30.035
727,C,False,27.16,27.005,27.032,27.006,27.057
728,C,False,32.315,32.435,32.389,31.947,31.843
729,C,False,32.714,33.723,34.21,34.51,34.369
730,C,False,32.061,31.449,31.315,31.961,31.686
731,C,False,30.896,31.093,31.383,30.872,31.539
732,C,False,34.967,35.02,34.756,34.752,35.067
733,C,False,31.217,31.123,31.433,31.499,31.342
734,C,False,44.885,44.783,44.732,44.278,44.781
735,C,False,18.76,18.229,18.473,18.114,17.957
736,C,False,32.092,32.202,0.0,32.662,33.01
737,C,False,34.361,34.627,34.654,34.692,34.46
738,C,False,38.759,38.315,39.49,39.302,39.545
739,C,False,29.969,29.275,29.591,29.639,29.687
740,C,False,40.075,39.838,39.477,39.599,39.993
741,C,False,25.866,26.099,25.82,25.817,25.843
742,C,False,36.897,35.36,34.343,34.827,34.683
743,C,False,35.171,35.217,35.153,35.329,35.308
744,C,False,41.229,40.571,40.525,40.784,41.002
745,C,False,41.66,41.911,41.777,52.003,42.011
746,C,False,27.464,27.543,27.332,27.165,27.209
747,C,False,44.79,44.16,43.375,43.988,43.207
748,C,False,35.811,36.113,36.243,35.861,36.475
749,C,False,41.492,41.576,41.69,41.598,41.54
750,C,False,31.379,31.426,31.317,31.535,31.681
751,C,False,31.901,32.088,32.033,31.997,31.939
752,C,False,22.363,22.345,22.469,22.669,22.756
753,C,False,34.414,34.254,34.514,34.182,34.21
754,C,False,38.054,37.858,37.86,37.668,37.842
755,C,False,33.789,33.513,32.924,32.872,33.207
756,C,False,31.134,31.603,33.936,42.844,40.354
757,C,False,39.016,38.714,38.476,38.658,38.531
758,C,False,40.955,41.058,41.219,40.861,40.902
759,C,False,26.154,25.8,25.774,25.847,25.732
760,C,False,29.919,30.474,30.186,30.036,29.911
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,21.224,21.361,21.212,21.169,20.308
763,C,False,44.481,44.098,45.041,44.396,44.345
764,C,False,29.599,29.59,29.523,29.486,29.709
765,C,False,32.843,31.968,31.217,32.73,32.307
766,C,False,32.504,32.494,33.141,32.642,32.487
767,C,False,42.366,41.835,44.168,40.884,40.614
768,C,False,37.262,37.059,37.213,36.931,37.041
769,C,False,37.594,37.691,37.898,37.841,38.248
770,C,False,23.792,23.833,23.774,23.789,23.894
771,C,False,40.828,40.938,40.237,40.217,41.567
772,C,False,45.225,45.272,45.43,45.618,45.999
773,C,False,30.082,29.396,30.844,30.171,30.532
774,C,False,42.746,42.809,42.828,42.644,42.778
775,C,False,41.65,41.525,41.708,41.901,41.97
776,C,False,37.332,33.669,34.923,34.323,34.676
777,C,False,39.761,39.849,39.821,39.915,39.982
778,C,False,25.165,25.328,24.876,24.954,25.067
779,C,False,44.602,33.947,40.691,28.924,26.765
780,C,False,25.384,0.0,25.495,25.434,25.84
781,C,False,23.755,24.696,24.15,23.725,24.436
782,C,False,44.216,44.422,44.351,44.559,44.291
783,C,False,29.873,29.439,29.305,29.409,29.117
784,C,False,25.147,23.097,24.388,23.557,23.79
785,C,False,26.613,26.658,26.953,26.648,26.731
786,C,False,24.04,24.18,23.864,24.415,24.579
787,C,False,0.0,0.0,48.679,26.508,9.3247
788,C,False,38.565,38.377,37.933,38.068,37.874
789,C,False,30.292,30.227,30.487,30.501,30.5
790,C,False,33.632,33.819,33.891,33.727,33.777
791,C,True,29.403,29.29,29.945,29.972,29.775
792,C,False,32.074,32.095,32.202,32.163,32.142
793,C,False,37.475,36.975,36.721,36.201,36.812
794,C,False,30.02,30.106,30.261,30.362,30.171
795,C,False,33.954,33.932,33.961,34.086,33.919
796,C,False,20.097,20.471,20.59,20.572,19.858
797,C,False,47.354,45.191,45.281,45.169,44.034
798,C,False,34.132,34.185,34.038,34.15,33.916
799,C,False,49.454,49.247,49.151,48.999,49.215
800,C,False,38.111,38.105,37.922,38.348,38.677
801,C,False,32.741,30.594,32.933,33.94,32.492
802,C,False,31.289,31.653,31.718,31.359,31.672
803,C,False,48.134,48.081,47.761,48.316,48.68
804,C,False,17.779,17.507,18.92,18.211,19.291
805,C,False,47.713,47.431,47.647,47.38,47.737
806,C,False,40.693,40.346,40.722,40.654,40.431
807,C,False,19.698,19.47,19.386,19.127,18.877
808,C,False,34.368,30.639,29.564,33.836,30.363
809,C,False,28.202,28.239,28.336,28.523,28.406
810,C,True,35.709,35.529,0.0,35.93,35.646
811,C,False,39.518,39.548,39.704,39.713,39.836
812,C,True,31.638,31.843,31.623,31.101,31.014
813,C,False,28.836,28.795,28.737,29.533,28.115
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,35.583,36.777,35.174,34.173,34.859
816,C,False,51.117,51.647,52.006,52.148,52.391
817,C,False,27.688,28.199,28.443,28.896,27.428
818,C,False,35.027,34.976,34.549,35.238,34.178
819,C,False,35.709,35.529,0.0,35.93,35.646
820,C,False,35.366,35.108,35.728,35.736,34.99
821,C,False,42.061,41.558,41.547,41.348,41.378
822,C,False,50.665,50.658,50.649,50.703,50.548
823,C,False,23.601,23.017,23.424,23.571,24.023
824,C,False,42.012,42.312,42.106,41.71,41.862
825,C,False,37.424,37.191,37.636,37.468,37.54
826,C,False,45.763,44.972,46.548,45.67,45.159
827,C,False,25.376,24.592,24.576,25.347,24.534
828,C,False,24.151,24.924,23.527,23.943,23.378
829,C,False,39.573,39.481,39.613,39.563,39.582
830,C,False,22.606,22.278,22.42,22.336,22.407
831,C,False,0.0,31.59,31.934,31.785,32.004
832,C,False,28.721,28.814,28.356,28.462,28.163
833,C,False,30.176,30.44,30.108,30.136,30.237
834,C,False,35.536,36.702,35.72,35.215,36.072
835,C,False,41.249,41.37,41.3,41.433,41.363
836,C,False,26.4,26.516,26.346,26.214,26.321
837,C,False,47.801,47.791,47.47,47.488,46.943
838,C,False,31.638,31.843,31.623,31.101,31.014
839,C,False,27.806,27.462,27.438,27.784,27.712
840,C,False,35.255,34.922,34.747,34.735,34.754
841,C,False,44.805,45.348,45.221,44.959,44.749
842,C,False,34.386,34.788,35.204,35.206,34.825
843,C,False,29.377,29.576,29.379,29.409,29.482
844,C,False,25.172,25.087,25.142,24.923,24.993
845,B,True,39.693,39.695,40.151,40.181,39.509
846,B,False,37.658,38.188,38.4,38.676,38.258
847,B,False,23.628,23.502,23.738,24.024,23.777
848,B,False,17.997,18.305,18.49,18.492,18.913
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,38.212,37.768,37.459,37.687,37.759
851,B,False,38.165,38.181,37.261,36.964,36.81
852,B,False,37.897,37.339,37.03,36.966,37.331
853,B,False,33.381,33.647,33.539,28.322,29.476
854,B,False,23.866,23.768,24.108,24.437,24.41
855,B,True,42.653,42.885,41.108,42.032,41.113
856,B,False,54.536,54.13,54.126,54.069,54.263
857,B,True,19.961,20.44,19.702,20.458,20.419
858,B,False,25.972,26.468,26.278,25.809,24.932
859,B,False,27.945,28.265,27.102,27.397,27.472
860,B,True,24.735,24.327,24.481,24.716,24.811
861,B,True,36.147,36.359,36.743,36.424,36.407
862,B,True,40.412,34.111,34.172,34.996,43.623
863,B,True,23.812,23.668,23.449,23.359,23.623
864,B,False,23.608,23.83,23.87,24.216,24.414
865,B,False,25.473,25.279,24.432,24.961,24.815
866,B,True,22.191,22.41,22.393,22.418,22.534
867,B,True,30.367,29.539,30.077,29.051,28.897
868,B,False,34.981,35.543,35.997,36.325,35.86
869,B,True,33.381,32.811,32.431,31.919,31.981
870,B,True,32.656,32.526,32.666,32.023,31.901
871,B,True,25.456,25.394,25.308,24.962,25.533
872,B,True,23.797,24.043,23.702,23.614,23.724
873,B,True,36.705,36.614,36.285,36.608,37.16
874,B,True,38.907,38.962,40.173,38.891,38.731
875,B,True,50.73,50.566,50.558,50.24,50.357
876,B,True,42.59,41.063,40.497,40.4,40.48
877,B,False,41.993,41.898,42.288,42.058,41.949
878,B,False,40.609,40.285,40.895,41.15,41.687
879,B,True,22.788,22.805,22.982,22.718,22.845
880,B,False,23.789,23.886,23.738,23.619,23.577
881,B,False,32.191,31.826,31.66,34.06,33.749
882,B,True,28.197,28.313,28.504,27.779,27.894
883,B,True,31.844,32.353,32.834,32.423,31.914
884,B,False,20.844,21.027,20.975,21.43,21.433
885,B,False,23.293,23.206,23.081,22.642,22.779
886,B,False,25.14,24.901,24.874,25.456,25.095
887,B,True,41.351,41.078,40.63,39.88,41.691
888,B,False,27.613,27.348,27.602,27.473,27.825
889,B,True,33.324,32.733,31.792,31.503,31.787
890,B,True,28.632,27.539,28.055,27.321,28.689
891,B,True,15.106,22.606,28.831,31.174,39.339
892,B,True,43.114,43.297,43.291,42.832,42.152
893,B,False,21.305,21.069,20.725,20.735,21.009
894,B,False,32.444,32.56,32.9,32.284,31.841
895,B,False,23.943,24.196,24.241,24.126,23.507
896,B,False,33.909,34.562,33.97,34.429,33.986
897,B,False,45.825,45.206,44.974,45.878,44.274
898,B,False,39.526,40.245,40.686,40.896,40.801
899,B,False,40.545,40.758,39.521,40.602,41.235
900,B,False,36.869,37.181,37.469,37.687,37.751
901,B,True,35.565,35.913,36.251,34.569,35.664
902,B,True,20.649,20.265,20.245,20.658,20.458
903,B,False,24.945,24.463,24.321,24.422,24.384
904,B,False,25.719,25.777,25.29,25.625,25.165
905,B,True,30.973,30.846,30.688,30.809,30.846
906,B,False,52.436,52.726,52.513,52.659,52.692
907,B,True,31.723,31.983,30.587,31.188,31.752
908,B,False,23.153,23.203,23.162,23.216,23.654
909,B,False,27.406,27.957,27.148,27.329,25.874
910,B,True,30.602,32.665,32.774,32.549,34.877
911,B,False,30.918,30.582,30.345,31.913,27.585
912,B,False,30.128,30.383,30.651,31.045,31.555
913,B,True,25.367,26.007,25.544,25.535,25.547
914,B,False,39.38,39.899,40.046,39.747,39.838
915,B,False,39.251,39.035,37.982,38.096,38.534
916,B,False,29.625,28.79,29.742,29.622,29.075
917,B,False,53.979,53.84,53.787,53.909,53.865
918,B,False,44.229,44.179,43.538,43.595,41.905
919,B,False,27.189,27.026,27.137,27.565,27.79
920,B,False,22.632,22.864,23.105,22.836,22.78
921,B,True,31.205,31.156,30.151,30.859,30.7
922,B,False,27.239,24.213,24.515,25.152,24.333
923,B,True,40.051,40.982,41.595,42.211,42.153
924,B,False,30.292,30.474,30.631,30.087,30.878
925,B,False,27.607,27.878,27.671,28.25,27.652
926,B,True,24.702,24.036,24.494,24.96,26.635
927,B,True,30.292,31.111,31.097,30.485,30.734
928,B,False,24.67,23.988,24.579,23.999,24.243
929,B,False,43.032,43.238,42.971,43.239,43.026
930,B,False,31.062,29.545,30.235,32.993,29.476
931,B,False,48.868,48.8,49.036,48.781,48.76
932,B,True,48.383,49.513,48.99,50.531,50.459
933,B,False,23.252,23.479,23.028,23.291,23.933
934,B,True,35.776,35.468,35.385,35.578,35.531
935,B,False,26.598,28.493,32.418,31.403,30.296
936,B,False,21.743,21.789,21.948,21.958,21.95
937,B,False,29.638,29.618,29.513,29.724,29.668
938,B,True,22.532,0.0,22.41,22.191,22.491
939,B,False,29.667,30.413,29.854,30.096,30.257
940,B,False,20.848,19.981,19.879,20.168,19.503
941,B,False,26.916,27.366,27.003,26.455,27.389
942,B,False,29.134,28.963,28.497,28.403,28.961
943,B,True,45.897,46.666,46.928,46.834,46.383
944,B,False,42.091,42.03,41.392,41.094,40.885
945,B,True,24.909,25.37,24.841,25.03,25.717
946,B,False,32.265,32.327,32.583,32.25,32.144
947,B,True,31.832,32.549,32.715,32.236,33.06
948,B,False,29.393,29.364,30.139,30.985,30.011
949,B,False,27.753,28.336,28.807,30.767,31.363
950,B,False,21.877,22.337,21.635,21.183,21.389
951,B,True,26.365,26.114,26.066,25.549,25.868
952,B,True,42.314,42.492,42.503,42.545,42.528
953,B,False,19.858,19.88,19.599,19.318,19.461
954,B,False,30.747,30.056,30.235,30.66,30.613
955,B,False,43.119,42.832,42.602,42.444,42.683
956,B,False,33.123,33.283,33.402,33.36,33.822
957,B,True,37.082,36.722,36.94,37.357,38.065
958,B,True,30.52,30.662,30.614,30.565,30.535
959,B,False,53.144,53.417,52.567,52.705,52.707
960,B,True,0.0,0.0,0.0,0.0,0.0
961,B,False,23.401,23.383,22.932,22.851,22.31
962,B,True,27.995,27.503,27.747,27.104,27.062
963,B,True,23.467,23.376,23.358,23.541,23.479
964,B,False,28.689,29.545,28.771,29.637,32.425
965,B,True,29.214,29.102,29.129,29.111,29.764
966,B,True,42.224,41.434,41.073,40.118,39.55
967,B,True,45.897,45.744,45.763,45.306,45.14
968,B,True,38.459,38.74,40.837,38.539,42.834
969,B,False,33.807,33.53,31.485,34.174,32.132
970,B,False,40.067,40.092,38.74,38.977,39.709
971,B,True,27.152,27.775,29.179,29.617,31.097
972,B,False,32.864,32.812,32.86,33.299,32.996
973,B,False,41.872,41.874,42.18,42.095,42.031
974,B,False,31.973,31.196,31.941,32.334,32.201
975,B,True,22.863,22.763,23.199,23.62,23.793
976,B,True,51.52,51.717,51.865,51.704,51.337
977,B,False,29.273,29.346,29.695,29.39,28.493
978,B,False,47.021,46.977,46.973,47.215,47.812
979,B,False,52.344,50.976,50.836,51.021,51.5
980,B,True,29.336,30.194,30.33,29.812,29.687
981,B,False,21.695,21.79,23.192,22.376,22.279
982,B,False,37.722,34.504,32.627,31.337,31.648
983,B,False,19.807,20.172,20.489,20.345,19.849
984,B,True,34.568,34.656,34.303,33.95,33.852
985,B,False,38.507,38.838,37.949,37.863,37.796
986,B,False,37.091,36.577,36.882,36.701,36.646
987,B,True,31.318,32.485,31.724,31.811,32.873
988,B,True,32.801,31.244,30.125,29.798,28.308
989,B,False,31.423,31.369,31.037,31.021,30.769
990,B,False,31.109,30.8,30.202,30.758,30.565
991,B,False,36.548,36.331,36.37,36.455,36.276
992,B,False,19.661,19.274,19.225,19.414,19.657
993,B,False,25.457,25.648,25.604,25.958,25.981
994,B,True,16.632,19.193,19.688,19.84,19.423
995,B,False,37.619,37.572,38.202,38.449,38.889
996,B,True,40.876,41.171,41.379,41.969,42.244
997,B,False,35.424,34.666,36.041,35.849,36.291
998,B,False,19.033,19.216,19.018,19.069,19.268
999,B,True,26.269,26.235,26.124,25.758,25.7
1000,B,True,31.989,31.685,31.872,31.71,31.983
1001,B,True,35.888,36.481,36.587,36.629,36.508
1002,B,False,23.155,23.153,23.203,23.162,23.216
1003,B,False,28.9,29.074,28.439,28.133,28.967
1004,B,False,24.839,24.402,25.593,25.061,24.819
1005,B,True,22.607,24.354,23.945,20.967,26.172
1006,B,True,33.834,34.469,34.406,34.306,34.0
1007,B,False,24.164,24.506,23.999,24.809,24.363
1008,B,True,22.156,21.67,21.848,21.872,21.966
1009,B,False,23.537,24.194,23.747,24.221,24.621
1010,B,True,37.851,37.761,37.67,37.707,37.765
1011,B,False,39.774,39.674,39.168,39.607,39.257
1012,B,False,42.675,42.33,42.427,42.178,42.535
1013,B,False,26.831,26.646,26.408,24.716,24.994
1014,B,False,54.386,54.21,54.201,54.536,54.13
1015,B,True,25.387,25.069,25.114,25.008,24.863
1016,B,True,33.385,34.368,35.206,34.843,35.431
1017,B,False,25.945,25.904,25.88,25.881,25.725
1018,B,False,45.012,44.285,44.943,44.481,44.946
1019,B,True,21.954,21.361,21.22,20.967,21.124
1020,B,False,28.617,28.733,28.344,27.999,27.902
1021,B,True,35.977,36.386,37.073,37.015,36.687
1022,B,True,39.182,39.13,39.212,39.443,39.714
1023,B,True,34.532,34.385,33.963,33.973,34.296
1024,B,True,27.472,26.961,27.826,26.015,26.501
1025,B,False,19.527,19.228,20.298,20.44,20.778
1026,B,False,29.119,29.496,29.634,29.95,30.667
1027,B,True,19.815,20.07,19.541,19.578,19.69
1028,B,False,35.431,35.003,35.551,36.602,36.086
1029,B,False,24.575,24.703,24.777,25.006,24.805
1030,B,False,30.234,29.853,30.363,30.323,30.521
1031,B,False,40.085,39.865,37.127,39.181,39.191
1032,B,True,32.504,32.518,32.451,32.361,32.209
1033,B,True,26.519,26.562,26.895,26.507,26.94
1034,B,True,22.482,22.846,22.669,22.682,22.962
1035,B,True,36.376,36.443,36.561,36.377,36.224
1036,B,False,24.727,23.446,24.668,24.558,23.267
1037,B,False,25.669,25.631,25.589,25.606,25.318
1038,B,False,27.073,27.584,27.39,27.02,26.863
1039,B,True,35.49,35.827,35.595,35.675,35.385
1040,B,True,20.621,20.748,21.066,21.14,20.779
1041,B,False,25.689,25.658,25.962,26.112,26.242
1042,B,False,50.259,50.221,49.89,49.456,49.701
1043,B,False,23.541,23.479,23.235,23.273,23.106
1044,B,True,38.43,38.47,37.912,38.678,39.223
1045,B,False,26.25,26.038,26.461,26.385,26.427
1046,B,False,26.355,25.768,26.974,27.0,25.287
1047,B,False,36.614,36.305,36.433,36.084,36.457
1048,B,False,34.852,34.974,35.387,35.405,35.169
1049,B,False,29.076,30.175,29.574,29.239,31.018
1050,B,False,37.203,37.441,37.699,37.831,38.057
1051,B,False,22.131,20.485,20.802,21.334,21.248
1052,B,False,28.938,28.731,29.112,29.548,29.769
1053,B,False,40.132,39.858,40.694,41.163,40.168
1054,B,True,22.244,21.909,21.942,22.191,22.165
1055,B,True,26.9,26.705,27.205,26.405,26.207
1056,B,False,30.19,30.01,29.397,30.314,31.09
1057,B,False,29.751,29.812,30.871,31.01,32.567
1058,B,False,26.78,27.255,27.708,28.152,28.577
1059,B,False,40.464,40.927,40.703,41.347,40.227
1060,B,True,31.446,31.427,31.102,31.02,30.555
1061,B,False,29.796,30.69,29.637,29.505,27.969
1062,B,False,47.639,47.356,47.753,46.831,46.532
1063,B,False,37.401,36.496,37.133,37.187,37.048
1064,B,False,23.53,23.292,23.125,23.162,23.208
1065,B,False,27.342,28.025,28.908,28.796,27.412
