,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5
1582,B,False,38.512,38.842,38.857,38.437,38.298
1583,B,False,27.226,27.034,26.96,27.147,26.952
1584,B,False,35.252,35.384,35.493,35.217,34.809
1585,B,False,40.237,40.194,39.793,39.422,39.22
1586,B,False,20.265,20.245,20.658,20.458,20.956
1587,B,False,29.735,29.951,28.98,28.993,29.292
1588,B,False,54.75,54.655,54.935,54.717,55.126
1589,B,False,26.924,26.798,27.098,26.882,26.77
1590,B,False,22.878,22.705,22.442,22.457,22.611
1591,B,True,39.106,39.47,39.057,38.415,38.967
1592,B,False,30.577,30.181,30.922,30.944,30.901
1593,B,False,27.746,27.521,27.823,28.032,27.684
1594,B,False,28.087,28.496,27.542,27.74,27.771
1595,B,False,38.853,38.902,38.474,38.68,38.652
1596,B,False,29.766,28.609,28.517,27.71,30.289
1597,B,False,35.638,35.503,35.572,35.459,35.516
1598,B,False,22.379,21.55,21.454,21.429,22.106
1599,B,True,23.451,23.628,24.221,23.419,24.056
1600,B,False,42.407,43.011,43.176,43.793,44.747
1601,B,False,50.936,50.668,50.709,50.545,50.431
1602,B,False,26.104,26.175,26.06,26.019,25.707
1603,B,False,23.081,23.285,23.169,23.011,22.781
1604,B,False,25.46,25.269,25.003,25.255,25.386
1605,B,False,32.843,34.854,34.617,33.625,33.805
1606,B,False,21.873,21.565,21.377,21.693,21.393
1607,B,False,39.275,38.984,38.959,38.79,38.55
1608,B,True,24.332,24.571,24.521,24.637,24.425
1609,B,True,25.163,22.585,24.439,24.54,25.045
1610,B,False,23.486,23.444,23.47,23.687,23.643
1611,B,False,41.462,43.83,43.507,41.676,43.01
1612,B,False,39.192,38.104,42.495,39.804,40.298
1613,B,False,41.708,41.68,41.192,41.4,40.943
1614,B,False,22.521,22.579,23.541,23.536,22.795
1615,B,False,32.254,32.558,32.989,32.823,32.633
1616,B,False,44.152,44.817,45.132,45.564,45.576
1617,B,False,27.852,28.029,28.153,27.643,27.573
1618,B,False,23.774,23.865,23.275,23.486,25.228
1619,B,False,26.831,27.497,26.923,25.576,27.195
1620,B,False,32.498,31.292,32.676,32.843,32.769
1621,B,False,39.879,39.404,39.701,39.793,40.073
1622,B,False,40.793,40.449,40.474,40.268,39.513
1623,B,False,25.774,25.948,25.755,25.757,25.904
1624,B,True,17.102,17.284,17.323,17.467,17.431
1625,B,False,45.061,44.473,44.371,43.811,44.53
1626,B,False,37.57,38.807,38.701,37.485,38.445
1627,B,False,28.927,29.04,31.036,30.767,30.034
1628,B,False,42.075,42.07,42.546,42.322,42.368
1629,B,True,24.288,23.484,23.183,23.464,23.535
1630,B,False,37.934,37.441,36.428,36.308,37.066
1631,B,False,26.406,26.327,26.601,26.233,26.672
1632,B,False,27.759,23.689,24.23,23.867,24.127
1633,B,False,49.397,49.535,49.241,49.691,49.164
1634,B,False,25.545,25.538,25.661,25.459,25.104
1635,B,False,50.995,50.594,50.959,46.756,48.49
1636,B,False,33.095,32.852,32.712,32.888,33.416
1637,B,False,25.811,26.606,26.518,26.361,26.72
1638,B,False,27.263,27.057,27.185,27.205,26.944
1639,B,False,18.159,18.096,18.05,17.997,18.305
1640,B,False,26.628,26.774,26.547,27.011,27.648
1641,B,False,36.115,35.783,36.029,36.223,35.935
1642,B,False,26.283,29.737,29.465,25.755,25.38
1643,B,False,44.196,44.276,44.218,44.367,44.61
1644,B,False,22.34,22.318,22.165,22.273,22.503
1645,B,False,38.187,38.242,38.477,38.571,38.578
1646,B,False,29.122,30.4,32.157,31.558,34.426
1647,B,False,24.413,25.284,24.809,23.538,24.032
1648,B,False,44.12,44.318,44.465,44.757,44.692
1649,B,False,23.82,23.531,23.975,23.631,23.39
1650,B,False,24.289,25.256,24.491,24.64,24.596
1651,B,True,22.863,22.479,21.848,24.052,22.06
1652,B,False,34.885,33.159,33.698,32.676,34.721
1653,B,False,42.314,42.492,42.503,42.545,42.528
1654,B,False,31.698,31.556,31.603,31.375,31.263
1655,B,False,24.571,24.402,24.197,23.715,23.475
1656,B,False,31.014,30.918,31.204,30.731,30.352
1657,B,False,20.652,20.667,20.071,20.133,19.725
1658,B,False,32.389,33.115,33.323,32.414,34.529
1659,B,False,48.482,47.877,47.463,46.144,45.334
1660,B,False,25.187,24.666,24.711,24.001,24.713
1661,B,False,30.213,30.557,30.249,30.761,30.746
1662,B,False,29.384,29.162,28.536,28.297,28.916
1663,B,False,50.709,50.545,50.431,50.705,50.642
1664,B,False,21.46,21.662,21.713,21.446,21.563
1665,B,False,28.534,28.849,29.508,29.644,29.642
1666,B,False,20.36,20.78,20.166,20.212,21.112
1667,B,False,42.984,42.802,43.1,43.024,43.007
1668,B,True,26.274,25.999,25.909,25.866,25.82
1669,B,True,31.104,30.668,30.171,29.945,30.192
1670,B,False,34.116,33.857,34.345,34.251,34.441
1671,B,False,37.46,37.595,36.963,37.352,37.577
1672,B,False,31.855,32.654,32.515,32.121,32.456
1673,B,False,45.908,46.447,47.55,48.079,48.779
1674,B,False,26.426,26.533,26.434,26.257,26.079
1675,B,False,35.446,35.274,34.715,35.039,35.239
1676,B,False,36.287,36.506,35.194,34.135,40.412
1677,B,False,36.037,35.857,35.868,35.906,36.083
1678,B,True,25.186,24.196,24.591,23.915,23.649
1679,B,False,36.135,35.852,35.998,36.058,36.007
1680,B,False,28.226,27.883,27.815,27.872,27.676
1681,B,False,31.874,31.567,32.51,31.736,44.207
1682,B,False,24.711,24.694,24.737,24.59,24.514
1683,B,False,23.599,23.505,23.445,23.783,23.735
1684,B,False,40.943,40.751,40.205,40.451,40.772
1685,B,False,31.997,31.418,30.604,30.434,31.037
1686,B,False,21.778,21.593,22.315,22.349,22.516
1687,B,False,20.363,20.587,20.252,20.456,20.385
1688,B,False,29.013,27.576,27.811,27.553,27.63
1689,B,False,43.554,42.774,43.036,42.953,42.304
1690,B,False,29.891,28.595,29.195,31.834,30.023
1691,B,False,21.211,21.009,21.803,21.928,21.318
1692,B,False,36.335,36.356,36.581,36.243,35.933
1693,B,False,22.683,22.727,23.035,23.488,23.053
1694,B,False,36.204,36.155,36.188,36.338,35.828
1695,B,False,43.733,42.8,41.298,42.17,42.615
1696,B,False,34.141,34.294,34.048,33.858,34.827
1697,B,True,26.351,26.128,26.562,25.94,26.028
1698,B,False,19.082,19.0,19.207,19.248,19.351
1699,B,False,27.638,27.111,27.307,27.427,27.358
1700,B,False,35.546,35.198,35.73,37.543,39.097
1701,B,False,29.542,29.788,29.743,29.176,28.59
1702,B,False,30.27,30.597,30.452,30.102,30.631
1703,B,False,45.535,44.626,43.393,47.622,46.771
1704,B,False,21.687,21.894,21.415,21.508,21.615
1705,B,True,29.234,29.84,29.938,29.332,28.964
1706,B,False,31.301,31.281,29.666,30.802,29.743
1707,B,False,37.489,37.858,39.323,38.406,36.055
1708,B,False,33.45,33.9,33.994,34.624,34.941
1709,B,False,47.684,48.002,48.16,48.177,48.02
1710,B,False,25.815,25.997,26.016,26.264,25.734
1711,B,False,39.717,40.221,40.39,40.392,40.602
1712,B,False,23.889,23.595,23.093,23.356,23.622
1713,B,False,23.394,22.761,23.926,23.851,23.725
1714,B,False,41.639,41.706,42.899,42.428,41.409
1715,B,False,23.196,23.211,23.33,23.237,23.052
1716,B,False,27.177,25.705,24.968,27.175,26.065
1717,B,False,43.768,43.484,44.159,43.352,43.473
1718,B,False,27.196,26.528,26.312,26.784,26.852
1719,B,False,24.234,24.224,23.83,24.161,24.366
1720,B,False,31.562,31.316,31.052,30.559,30.691
1721,B,False,23.311,23.462,24.048,23.818,23.887
1722,B,False,30.221,31.24,31.125,31.375,31.616
1723,B,False,22.596,22.328,22.787,22.964,23.249
1724,B,False,24.81,24.78,24.919,24.799,24.65
1725,B,False,26.345,26.202,26.259,26.396,26.429
1726,B,False,36.058,37.284,36.735,34.793,33.541
1727,B,False,36.295,36.098,35.592,35.371,35.405
1728,B,False,26.939,26.735,26.388,26.159,25.87
1729,B,False,48.94,48.989,49.622,48.319,48.266
1730,B,False,23.183,23.464,23.535,23.685,23.798
1731,B,False,25.131,25.056,25.434,25.045,25.389
1732,B,False,24.207,27.693,25.149,23.85,25.38
1733,B,False,27.98,28.165,27.764,27.772,27.51
1734,B,False,27.318,27.227,27.321,27.235,27.354
1735,B,False,21.672,21.624,21.393,20.79,21.472
1736,B,False,27.85,28.841,27.787,28.113,29.805
1737,B,False,26.653,26.708,26.75,26.872,26.487
1738,B,False,30.099,29.787,29.842,29.443,29.066
1739,B,False,21.527,21.582,21.335,21.965,21.171
1740,B,False,27.655,27.223,27.772,27.316,26.984
1741,B,False,20.894,21.32,21.021,21.576,21.463
1742,B,False,34.97,34.671,35.208,35.231,35.409
1743,B,False,39.89,40.116,40.297,39.538,39.826
1744,B,False,32.875,32.956,33.153,32.603,32.18
1745,B,False,39.758,39.572,39.255,39.315,39.033
1746,B,False,38.083,37.429,37.383,37.328,37.525
1747,B,False,30.863,29.617,29.762,30.208,30.463
1748,B,True,29.241,29.376,29.227,29.372,29.199
1749,B,False,29.074,28.841,29.063,28.996,28.835
1750,B,False,26.124,26.099,26.041,26.178,26.69
1751,B,False,25.715,25.638,25.664,26.065,25.41
1752,B,False,38.6,39.073,40.789,41.764,39.608
1753,B,False,26.78,28.055,26.65,26.959,27.473
1754,B,False,36.086,35.829,36.451,36.772,36.542
1755,B,False,40.001,40.202,40.05,39.854,39.709
1756,B,False,42.492,42.194,42.373,42.861,42.25
1757,B,False,27.064,27.395,27.272,27.127,27.591
1758,B,False,39.056,37.861,36.19,35.248,33.502
1759,B,False,29.72,30.217,30.598,31.195,31.767
1760,B,False,23.586,23.3,23.638,23.617,23.512
1761,B,False,31.074,31.31,31.254,31.37,31.256
1762,B,False,31.85,31.858,30.936,31.011,32.595
1763,B,False,36.032,35.959,36.038,36.744,36.679
1764,B,False,22.201,22.53,22.164,22.362,22.646
1765,B,False,26.472,26.547,26.579,26.666,26.638
1766,B,False,26.773,26.502,26.201,26.233,26.126
1767,B,False,21.731,21.866,21.414,21.489,21.869
1768,B,False,48.011,48.152,43.843,47.955,52.886
1769,B,False,30.469,30.544,28.642,28.291,30.248
1770,B,False,38.065,37.57,37.384,37.976,38.631
1771,B,False,24.978,24.585,24.781,25.665,25.633
1772,B,False,29.235,28.97,28.908,28.657,28.447
1773,B,False,41.621,41.472,41.093,41.086,41.19
1774,B,False,46.16,47.127,46.737,46.368,45.952
1775,B,False,24.888,25.231,25.14,25.075,25.309
1776,B,False,21.571,22.136,22.765,22.934,21.28
1777,B,False,19.764,21.078,19.555,20.403,20.228
1778,B,False,34.895,35.282,35.514,35.882,35.84
1779,B,False,24.801,24.491,24.483,25.118,24.851
1780,B,False,42.244,42.534,42.929,42.883,42.355
1781,B,False,30.502,30.85,30.395,30.42,30.297
1782,B,False,27.136,27.092,27.357,26.689,26.692
1783,B,False,37.034,36.522,36.884,37.15,36.892
1784,B,False,20.739,20.299,20.142,19.446,19.993
1785,B,False,36.496,37.133,37.187,37.048,37.317
1786,B,False,36.735,35.59,35.617,35.864,34.592
1787,B,False,30.087,30.639,30.756,30.36,30.706
1788,B,False,0.0,0.0,25.742,29.252,39.716
1789,B,False,27.074,27.455,27.506,27.104,27.27
1790,B,False,24.591,23.915,23.649,24.482,24.397
1791,B,False,35.509,36.234,35.545,35.436,35.841
1792,B,False,21.154,19.892,20.83,20.309,21.359
1793,B,False,22.883,23.125,22.143,22.43,22.119
1794,B,False,24.074,24.502,23.781,24.331,24.404
1795,B,False,23.909,25.314,25.692,24.396,23.894
1796,B,False,23.487,23.51,23.542,23.562,23.578
1797,B,False,32.122,31.712,32.325,33.099,31.35
1798,B,True,31.03,31.393,31.603,31.998,33.259
1799,B,False,39.468,39.838,40.008,39.871,39.64
1800,B,False,20.637,21.003,20.814,21.029,21.183
1801,B,False,24.612,24.734,24.621,24.857,24.738
1802,B,False,20.714,20.106,19.697,19.628,20.122
1803,B,False,38.313,40.137,41.639,41.706,42.899
1804,B,False,38.787,39.257,39.017,38.553,38.876
1805,B,False,35.13,34.957,34.742,34.867,34.701
1806,B,False,21.252,20.947,21.301,21.144,21.542
1807,B,False,20.299,20.215,18.654,21.275,18.264
1808,B,False,23.566,23.374,23.869,23.726,23.778
1809,B,False,26.264,26.476,26.496,26.314,25.973
1810,B,False,21.074,21.073,20.982,19.878,19.71
1811,B,False,41.512,41.594,41.291,41.914,41.443
1812,B,False,45.432,45.428,45.791,44.928,44.908
1813,B,False,37.93,39.536,42.84,41.026,42.756
1814,B,False,26.613,23.733,25.433,26.45,26.002
1815,B,False,23.762,23.758,23.766,23.528,23.637
1816,B,False,28.404,28.887,29.393,29.364,30.139
1817,B,False,25.244,25.229,25.762,25.282,25.404
1818,B,False,29.634,29.95,30.667,29.952,29.337
1819,B,False,32.992,32.327,31.855,32.654,32.515
1820,B,True,38.498,39.076,38.494,39.548,39.126
1821,B,False,27.385,27.223,26.607,26.662,26.861
1822,B,False,33.435,32.653,33.501,34.298,32.929
1823,B,False,31.286,31.472,31.011,30.853,30.647
1824,B,False,37.652,38.471,38.155,38.046,37.985
1825,B,False,25.559,25.35,25.366,25.707,25.793
1826,B,False,36.525,36.578,36.307,35.936,35.866
1827,B,False,22.307,22.782,22.955,22.799,22.704
1828,B,False,39.024,38.94,39.335,39.464,39.57
1829,B,False,25.292,25.576,25.405,25.92,25.729
1830,B,False,45.404,44.908,43.789,44.33,44.009
1831,B,False,24.8,24.786,24.867,24.946,25.152
1832,B,False,27.522,26.932,26.688,27.207,26.943
1833,B,False,35.551,35.39,35.501,35.341,35.315
1834,B,False,33.639,33.462,32.705,33.042,33.401
1835,B,False,35.486,35.092,35.105,35.833,35.43
1836,B,False,27.382,27.68,27.282,27.174,27.196
1837,B,False,25.195,25.339,24.949,24.997,25.264
1838,B,False,36.484,37.691,37.243,36.812,36.9
1839,B,False,40.557,40.625,40.456,40.552,40.031
1840,B,False,43.936,44.385,44.338,44.142,43.987
1841,B,False,39.304,39.388,39.352,39.017,38.899
1842,B,False,36.188,36.338,35.828,36.305,37.082
1843,B,False,42.704,42.608,41.832,42.01,41.673
1844,B,False,23.86,24.02,23.032,24.185,24.733
1845,B,False,39.488,39.659,39.863,40.738,40.993
1846,B,False,24.057,23.979,23.709,23.511,23.685
1847,B,False,44.7,44.266,44.79,44.336,44.49
1848,B,False,39.209,41.051,38.198,38.006,38.248
1849,B,False,30.496,31.336,30.487,29.928,32.14
1850,B,False,22.834,21.302,21.336,21.911,22.071
1851,B,False,26.256,25.95,25.436,25.594,25.309
1852,B,False,32.643,32.25,32.174,31.947,32.122
1853,B,False,32.028,30.533,29.192,30.142,30.071
1854,B,False,42.395,42.46,42.596,42.665,42.72
1855,B,False,34.556,34.697,34.892,34.253,34.471
1856,B,False,57.484,57.694,58.13,57.677,57.182
1857,B,False,40.146,39.814,39.271,40.179,40.38
1858,B,False,23.163,23.21,22.443,22.414,21.605
1859,B,False,43.1,43.024,43.007,43.299,42.987
1860,B,False,26.329,26.107,25.761,25.618,25.641
1861,B,False,22.952,22.928,22.924,23.172,23.017
1862,B,False,35.261,34.996,34.566,35.179,35.116
1863,B,False,31.577,31.694,31.441,31.54,31.624
1864,B,False,24.889,24.609,24.818,25.215,24.87
1865,B,False,26.105,25.922,26.071,25.466,25.189
1866,B,False,23.058,22.977,22.981,23.316,24.3
1867,B,False,6.2173,15.332,12.2,0.0,37.121
1868,B,False,34.628,33.468,33.952,34.449,34.087
1869,B,False,26.804,26.655,27.156,27.325,26.876
1870,B,False,34.303,34.505,34.369,34.54,35.032
1871,B,False,33.626,33.618,33.826,33.672,33.391
1872,B,False,23.565,23.858,23.324,23.448,23.812
1873,B,False,37.403,36.839,37.372,37.701,37.798
1874,B,False,30.494,30.689,29.915,30.426,30.688
1875,B,False,26.22,27.27,26.819,26.314,25.946
1876,B,False,31.027,30.284,30.434,30.794,30.915
1877,B,False,33.691,33.896,33.709,33.801,33.978
1878,B,False,20.702,21.359,21.511,21.439,20.794
1879,B,False,38.13,38.011,38.243,37.985,38.03
1880,B,False,25.997,26.016,26.264,25.734,25.615
1881,B,False,26.523,22.546,25.389,23.537,23.542
1882,B,False,23.817,24.292,24.41,24.457,24.989
1883,B,False,24.164,24.475,24.753,24.904,25.139
1884,B,False,57.65,57.141,56.633,55.6,56.337
1885,B,False,35.068,33.331,34.581,34.024,34.185
1886,B,False,25.295,25.13,24.82,25.389,24.916
1887,B,False,26.015,26.501,27.408,27.593,26.385
1888,B,False,20.458,19.573,20.262,19.725,19.83
1889,B,False,37.109,34.502,37.359,35.567,36.208
1890,B,False,43.998,44.114,44.598,44.665,44.177
1891,B,False,22.984,22.887,22.803,22.78,23.058
1892,N,False,22.526,22.768,22.255,22.398,22.382
1893,N,False,25.392,25.318,26.572,26.242,25.461
1894,N,False,24.305,24.433,23.184,24.82,24.267
1895,N,False,22.599,22.976,22.841,23.95,23.201
1896,N,False,25.506,25.131,23.89,24.116,24.089
1897,N,False,21.689,22.553,23.13,22.549,22.808
1898,N,False,24.276,25.02,24.756,24.31,24.63
1899,N,False,25.509,25.163,25.907,25.589,25.642
1900,N,False,24.587,23.973,24.085,23.936,23.664
1901,N,False,24.748,25.312,25.377,24.073,24.281
1902,N,False,28.958,26.753,26.082,29.308,31.1
1903,N,False,23.864,23.78,23.561,23.642,24.592
1904,N,False,34.401,35.21,34.89,36.502,35.657
1905,N,False,21.842,21.976,21.58,22.542,22.157
1906,N,False,24.552,24.105,24.044,24.272,24.19
1907,N,False,23.884,23.841,24.259,23.853,23.637
1908,N,False,22.005,22.174,22.002,22.01,22.469
1909,N,False,32.773,32.376,32.104,31.598,31.916
1910,N,False,28.375,27.936,28.495,28.063,27.837
1911,N,False,26.439,23.502,25.011,25.95,24.387
1912,N,False,28.101,30.167,29.281,29.223,29.679
1913,N,False,25.406,25.858,25.972,25.835,25.406
1914,N,False,28.982,35.462,26.174,23.387,24.177
1915,N,False,28.809,28.632,29.682,29.192,28.059
1916,N,False,35.38,38.717,40.105,41.735,39.539
1917,N,False,30.091,30.43,30.004,29.833,32.517
1918,N,False,38.637,38.414,38.669,0.0,38.67
1919,N,False,24.713,26.045,25.792,24.61,25.116
1920,N,False,36.673,36.737,36.403,36.337,36.446
1921,N,False,22.069,22.429,22.11,22.564,21.915
1922,N,False,36.27,36.607,36.664,36.451,36.332
1923,N,False,22.483,22.658,22.602,22.439,22.845
1924,N,False,26.172,26.182,26.315,26.3,26.384
1925,N,False,22.341,21.995,22.281,22.678,23.184
1926,N,False,23.432,23.331,23.399,23.512,22.75
1927,N,False,20.78,21.382,21.703,21.523,21.553
1928,N,False,35.779,36.679,33.469,34.391,34.406
1929,N,False,40.462,40.958,40.026,40.578,39.817
1930,N,False,32.663,32.65,33.112,32.93,32.882
1931,N,False,27.058,27.192,27.223,27.521,27.342
1932,N,False,31.421,31.431,31.47,31.391,31.518
1933,N,False,23.175,21.856,22.513,21.733,22.15
1934,N,False,22.058,23.288,24.367,23.864,23.477
1935,N,False,24.763,23.851,23.914,23.286,23.979
1936,N,False,43.953,44.154,43.923,43.981,43.877
1937,N,False,29.46,29.549,29.584,29.526,29.485
1938,N,False,29.46,29.549,29.584,29.526,29.485
1939,N,False,21.216,22.373,22.828,23.385,23.946
1940,N,False,24.861,25.095,24.637,24.901,24.42
1941,N,False,22.286,21.905,22.475,22.067,22.206
1942,N,False,26.633,26.783,26.879,26.689,27.807
1943,N,False,23.15,23.251,23.017,23.14,22.827
1944,N,False,35.197,35.212,34.952,34.816,34.59
1945,N,False,20.972,20.976,21.01,20.974,21.707
1946,N,False,42.623,43.243,43.419,43.762,43.781
1947,N,False,22.666,22.362,23.706,22.541,24.319
1948,N,False,21.001,20.529,20.964,21.916,21.702
1949,N,False,47.816,48.001,47.565,47.889,47.826
1950,N,False,33.185,31.552,31.399,32.031,31.761
1951,N,False,41.604,41.456,48.547,41.325,41.201
1952,N,False,33.99,33.408,34.397,34.241,34.162
1953,N,False,36.379,36.227,36.31,35.026,35.92
1954,N,False,45.092,36.914,36.784,43.513,36.046
1955,N,False,36.815,36.464,36.517,35.915,36.447
1956,N,False,21.982,21.845,21.775,21.743,21.661
1957,N,False,26.999,26.705,26.517,26.5,26.204
1958,N,False,37.774,37.215,37.385,37.684,37.54
1959,N,False,31.673,32.066,31.787,32.176,32.226
1960,N,False,29.906,30.161,29.62,29.519,29.684
1961,N,False,25.62,25.856,26.146,26.147,25.698
1962,N,False,30.447,30.435,31.796,30.949,31.535
1963,N,False,44.004,43.874,43.733,43.547,43.661
1964,N,False,22.359,22.266,22.52,22.554,21.846
1965,N,False,30.439,30.835,31.459,31.659,31.246
1966,N,False,27.212,26.676,26.448,26.312,27.242
1967,N,False,34.369,34.424,33.801,33.471,33.873
1968,N,False,26.969,26.65,25.864,26.278,26.088
1969,N,False,26.969,26.65,25.864,26.278,26.088
1970,N,False,48.051,47.915,47.431,47.238,47.098
1971,N,False,37.942,37.801,38.228,37.999,37.855
1972,N,False,27.517,27.571,27.548,27.671,27.71
1973,N,False,31.655,31.955,31.101,31.936,30.061
1974,N,False,30.559,30.424,30.083,30.06,29.958
1975,N,False,28.848,28.773,29.061,29.066,29.14
1976,N,False,36.915,36.807,36.761,0.0,36.879
1977,N,False,27.117,26.926,26.844,26.904,26.853
1978,N,False,24.644,23.981,24.328,24.183,23.52
1979,N,False,26.994,26.853,26.807,26.956,27.147
1980,N,False,26.994,26.853,26.807,26.956,27.147
1981,N,False,23.273,23.11,22.96,23.313,23.765
1982,N,False,23.273,23.11,22.96,23.313,23.765
1983,N,False,22.791,23.025,22.841,22.971,23.03
1984,N,False,45.296,45.31,45.129,44.968,45.088
1985,N,False,30.906,30.318,30.685,31.047,32.099
1986,N,False,36.384,36.239,36.157,36.618,36.346
1987,N,False,44.268,44.156,44.32,44.106,44.287
1988,N,False,22.837,23.082,23.223,23.386,21.955
1989,N,False,21.868,21.618,22.144,23.219,22.168
1990,N,False,26.531,25.344,25.122,23.894,25.637
1991,N,False,30.764,30.689,30.823,30.179,30.57
1992,N,False,41.078,41.258,41.26,41.097,41.141
1993,N,False,31.274,29.857,30.044,29.403,30.202
1994,N,False,34.685,34.607,34.396,34.367,34.33
1995,N,False,32.717,32.63,32.756,32.497,33.22
1996,N,False,21.16,21.251,21.568,21.241,21.229
1997,N,False,58.616,45.633,47.542,45.665,44.194
1998,N,False,23.891,24.414,24.85,24.885,24.555
1999,N,False,34.341,34.092,33.056,33.423,32.429
2000,N,False,24.111,24.429,24.145,24.18,24.161
2001,N,False,21.376,21.538,20.857,22.168,21.417
2002,N,False,31.618,30.409,30.313,31.808,31.566
2003,N,False,20.491,20.206,20.567,20.309,19.886
2004,N,False,29.409,30.046,29.757,29.891,29.556
2005,N,False,24.418,24.312,24.596,23.921,24.302
2006,N,False,30.261,30.156,28.429,28.704,29.413
2007,N,False,22.387,23.3,22.977,22.62,22.543
2008,N,False,24.281,24.802,24.86,24.526,24.447
2009,N,False,29.636,28.639,28.68,27.004,24.431
2010,N,False,23.491,23.576,23.042,23.433,23.509
2011,N,False,22.224,21.765,22.321,22.979,22.852
2012,N,False,29.85,29.392,29.891,29.695,29.532
2013,N,False,35.843,35.769,35.707,35.63,35.994
2014,N,False,35.843,35.769,35.707,35.63,35.994
2015,N,False,21.349,22.976,24.513,24.626,24.336
2016,N,False,29.537,29.106,28.925,29.255,29.027
2017,N,False,45.462,45.522,45.373,45.59,44.865
2018,N,False,29.781,29.848,30.21,29.986,30.338
2019,N,False,46.54,46.368,46.012,45.951,45.699
2020,N,False,33.765,33.337,33.171,32.304,32.231
2021,N,False,35.399,35.853,35.562,35.653,35.684
2022,N,False,33.765,33.337,33.171,32.304,32.231
2023,N,False,35.348,35.598,35.566,35.648,35.587
2024,N,False,21.174,21.534,21.961,21.669,21.233
2025,N,False,26.879,26.795,27.605,27.199,29.695
2026,N,False,40.917,40.97,40.558,40.845,40.847
2027,N,False,25.27,26.074,26.342,26.625,26.994
2028,N,False,34.431,34.496,34.451,34.897,34.588
2029,N,False,32.421,32.393,32.47,32.537,32.447
2030,N,False,22.164,22.335,22.12,22.29,22.218
2031,N,False,51.165,50.198,49.943,49.383,49.132
2032,N,False,29.666,29.794,29.953,29.937,29.908
2033,N,False,37.826,37.94,38.386,37.749,37.504
2034,N,False,23.79,23.564,24.076,24.069,23.379
2035,N,False,24.309,24.081,23.603,23.505,24.094
2036,N,False,29.807,29.088,29.666,28.706,28.071
2037,N,False,33.096,32.194,31.887,31.861,32.775
2038,N,False,28.376,27.704,28.142,27.145,27.849
2039,N,False,24.425,24.52,24.896,24.844,24.698
2040,N,False,30.472,30.962,30.079,28.932,28.642
2041,N,False,25.897,25.051,25.556,26.388,25.909
2042,N,False,33.027,33.43,33.353,33.283,33.321
2043,N,False,23.57,23.004,22.648,22.531,22.029
2044,N,False,26.712,26.388,26.734,27.436,26.585
2045,N,False,44.223,44.234,44.344,43.453,42.986
2046,N,False,21.503,25.744,34.486,43.771,42.72
2047,N,False,22.538,23.265,23.392,23.618,22.669
2048,N,False,25.742,25.577,24.915,25.39,25.679
2049,N,False,28.89,29.427,29.069,28.889,29.259
2050,N,False,25.839,25.823,25.681,25.393,24.991
2051,N,False,29.071,29.045,29.64,29.108,29.266
2052,N,False,22.999,23.047,22.719,22.237,22.015
2053,N,False,38.845,38.767,38.563,38.354,38.202
2054,N,False,48.526,48.397,48.502,48.553,48.742
2055,N,False,41.724,41.683,41.856,41.886,41.994
2056,N,False,24.909,24.919,24.519,24.511,24.525
2057,N,False,24.924,23.304,23.364,23.863,22.897
2058,N,False,26.498,26.309,26.128,26.602,26.779
2059,N,False,27.259,27.85,26.768,28.692,27.205
2060,N,False,34.931,34.763,34.894,35.152,34.88
2061,N,False,26.938,26.922,27.144,27.601,27.955
2062,N,False,26.811,26.797,27.169,27.482,26.831
2063,N,False,49.621,49.221,49.507,49.26,49.586
2064,N,False,22.475,22.932,22.919,23.087,23.179
2065,N,False,25.518,24.776,24.866,25.106,25.31
2066,N,False,35.006,34.524,34.443,34.984,35.088
2067,N,False,24.18,24.294,23.733,24.137,23.716
2068,N,False,38.092,38.177,37.239,37.65,36.567
2069,N,False,39.887,39.788,39.841,39.758,39.668
2070,N,False,23.242,22.737,22.937,22.14,22.908
2071,N,False,23.412,23.764,23.591,23.67,23.528
2072,N,False,28.648,28.698,28.533,28.894,28.414
2073,N,False,23.733,23.816,23.828,23.575,22.527
2074,N,False,31.512,31.623,31.096,31.867,31.933
2075,N,False,35.054,34.513,35.477,35.683,36.105
2076,N,False,34.427,34.298,34.077,34.234,34.295
2077,N,False,22.415,21.152,20.473,21.464,21.879
2078,N,False,26.75,26.073,26.962,25.525,25.442
2079,N,False,40.583,40.291,40.459,40.793,40.289
2080,N,False,21.574,21.45,21.956,0.0,0.0
2081,N,False,22.916,22.56,23.16,22.312,22.614
2082,N,False,22.029,22.124,22.095,22.342,22.16
2083,N,False,39.392,39.347,39.284,39.051,38.909
2084,N,False,42.151,42.544,42.372,42.551,41.913
2085,N,False,24.673,24.897,24.528,24.828,24.314
2086,N,False,28.28,28.387,28.145,28.046,28.183
2087,N,False,35.791,34.072,34.094,34.057,34.214
2088,N,False,23.691,23.691,23.89,23.825,24.223
2089,N,False,38.892,38.842,38.675,38.871,38.906
2090,N,False,29.702,28.418,29.349,28.138,28.856
2091,N,False,23.333,23.402,23.61,23.382,23.631
2092,N,False,23.333,23.402,23.61,23.382,23.631
2093,N,False,39.919,39.648,40.086,39.715,39.585
2094,N,False,40.261,40.234,39.896,40.143,39.952
2095,N,False,22.494,22.513,22.168,22.693,22.447
2096,N,False,23.978,24.349,24.35,23.461,23.274
2097,N,False,36.495,36.499,36.426,36.491,36.601
