,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5
306,M,True,5.6916e+22,5.6407e+22,5.6401e+22,5.6364e+22,5.6369e+22
307,M,True,5.0596e+22,5.0881e+22,5.1105e+22,5.1546e+22,5.1937e+22
308,M,False,6.4654e+21,6.4779e+21,6.5006e+21,6.5245e+21,6.4798e+21
309,M,False,1.4749e+22,1.5081e+22,1.5239e+22,1.5774e+22,1.6087e+22
310,M,False,7.0217e+22,7.0783e+22,7.186e+22,7.2555e+22,7.3256e+22
311,M,False,4.8608e+22,4.8773e+22,4.8664e+22,4.8346e+22,4.813e+22
312,M,True,2.1189e+22,2.1124e+22,2.0945e+22,2.1027e+22,2.0847e+22
313,M,True,2.0512e+22,2.0564e+22,2.0533e+22,2.0502e+22,2.0367e+22
314,M,False,2.7339e+22,2.7472e+22,2.7533e+22,2.7727e+22,2.7615e+22
315,M,False,1.7312e+22,1.6402e+22,1.5913e+22,1.4665e+22,1.3736e+22
316,M,True,4.3073e+22,4.3294e+22,4.3809e+22,4.419e+22,4.4586e+22
317,M,False,5.0007e+22,5.0176e+22,5.0129e+22,4.9918e+22,4.9758e+22
318,M,False,1.5565e+22,1.5369e+22,1.5236e+22,1.5196e+22,1.5055e+22
319,M,True,1.1294e+22,1.1445e+22,1.132e+22,1.1418e+22,1.1389e+22
320,M,False,1.1141e+22,1.113e+22,1.1067e+22,1.1169e+22,1.1084e+22
321,M,True,3.94e+22,3.9211e+22,3.8937e+22,3.9003e+22,3.8953e+22
322,M,False,3.9003e+22,3.8953e+22,3.9046e+22,3.903e+22,3.916e+22
323,M,False,4.1421e+22,4.1926e+22,4.2349e+22,4.2532e+22,4.2882e+22
324,M,True,4.0053e+22,4.0086e+22,4.0173e+22,4.03e+22,4.0577e+22
325,M,False,4.3144e+22,4.2971e+22,4.3046e+22,4.3028e+22,4.2961e+22
326,M,False,4.3805e+22,4.3752e+22,4.3727e+22,4.4032e+22,4.4289e+22
327,M,False,4.5673e+22,4.5667e+22,4.5565e+22,4.5142e+22,4.496e+22
328,M,False,1.491e+22,1.4995e+22,1.503e+22,1.4922e+22,1.5014e+22
329,M,True,2.5261e+22,2.5217e+22,2.5291e+22,2.5345e+22,2.5369e+22
330,M,False,3.3518e+22,3.3703e+22,3.4133e+22,3.4427e+22,3.4614e+22
331,M,True,1.315e+22,1.2941e+22,1.3278e+22,1.3002e+22,1.2951e+22
332,M,True,6.374e+22,6.4534e+22,6.5267e+22,6.5512e+22,6.6394e+22
333,M,True,1.0305e+23,1.0225e+23,1.0272e+23,1.0223e+23,1.0264e+23
334,M,False,1.0915e+23,1.0941e+23,1.0942e+23,1.0988e+23,1.1105e+23
335,M,False,1.1718e+23,1.1693e+23,1.1585e+23,1.1546e+23,1.1451e+23
336,M,False,4.4106e+22,4.4255e+22,4.3966e+22,4.3601e+22,4.3161e+22
337,M,False,8.6451e+21,8.722e+21,8.7363e+21,8.7228e+21,8.7179e+21
338,M,True,9.2086e+22,9.2201e+22,9.2077e+22,9.2084e+22,9.1967e+22
339,M,False,5.2982e+21,5.3467e+21,5.2892e+21,5.2986e+21,5.3689e+21
340,M,False,8.4764e+22,8.5387e+22,8.5588e+22,8.5859e+22,8.6302e+22
341,M,False,4.621e+20,4.998e+20,6.5382e+20,7.2046e+20,8.559e+20
342,M,False,5.0116e+21,5.8697e+21,6.2754e+21,6.7393e+21,7.0699e+21
343,M,False,1.0447e+22,1.0695e+22,1.065e+22,1.0793e+22,1.0971e+22
344,M,False,1.1144e+22,1.1042e+22,1.1547e+22,1.1597e+22,1.1873e+22
345,M,False,2.1615e+22,2.1786e+22,2.2353e+22,2.2345e+22,2.3154e+22
346,M,False,2.7925e+22,2.8718e+22,3.0111e+22,3.0643e+22,3.1438e+22
347,M,True,8.6281e+22,8.64e+22,8.6802e+22,8.6934e+22,8.7803e+22
348,M,False,8.8839e+22,8.9333e+22,9.027e+22,9.032e+22,9.0959e+22
349,M,False,8.4453e+22,8.5051e+22,8.6076e+22,8.6206e+22,8.6901e+22
350,M,True,8.3258e+22,8.3411e+22,8.3408e+22,8.3407e+22,8.4212e+22
351,M,False,7.7522e+22,7.7809e+22,7.8066e+22,7.8692e+22,7.8994e+22
352,M,True,2.5398e+22,2.4678e+22,2.4275e+22,2.3673e+22,2.3332e+22
353,M,True,7.6439e+22,7.6119e+22,7.6191e+22,7.6217e+22,7.6091e+22
354,M,False,7.6439e+22,7.6594e+22,7.6668e+22,7.6599e+22,7.6613e+22
355,M,False,7.2816e+22,7.2877e+22,7.3015e+22,7.2889e+22,7.2907e+22
356,M,False,2.384e+22,2.3854e+22,2.3702e+22,2.3697e+22,2.3464e+22
357,M,False,7.5653e+22,7.5672e+22,7.5707e+22,7.5589e+22,7.55e+22
358,M,False,7.6789e+22,7.6597e+22,7.6743e+22,7.6358e+22,7.6191e+22
359,M,False,2.3379e+22,2.3466e+22,2.3382e+22,2.3395e+22,2.3469e+22
360,M,True,7.4799e+22,7.475e+22,7.4752e+22,7.4673e+22,7.4916e+22
361,M,False,7.3886e+22,7.3773e+22,7.362e+22,7.3615e+22,7.3272e+22
362,M,False,7.2437e+22,7.2087e+22,7.196e+22,7.2185e+22,7.2037e+22
363,M,False,7.1333e+22,7.1447e+22,7.1444e+22,7.1609e+22,7.1906e+22
364,M,True,8.0618e+22,8.0927e+22,8.1292e+22,8.1372e+22,8.1337e+22
365,M,False,8.3518e+22,8.3508e+22,8.3315e+22,8.3268e+22,8.33e+22
366,M,False,5.7627e+22,5.7728e+22,5.7768e+22,5.7835e+22,5.8173e+22
367,M,True,1.8849e+22,1.8994e+22,1.8989e+22,1.911e+22,1.9203e+22
368,M,True,1.7646e+22,1.764e+22,1.7567e+22,1.7595e+22,1.7418e+22
369,M,True,2.0077e+22,2.0266e+22,2.0581e+22,2.0364e+22,2.046e+22
370,M,True,2.1673e+22,2.1665e+22,2.1506e+22,2.1287e+22,2.1312e+22
371,M,True,2.3188e+22,2.3126e+22,2.3248e+22,2.3265e+22,2.323e+22
372,M,True,2.6379e+22,2.6363e+22,2.6391e+22,2.6334e+22,2.6317e+22
373,M,True,2.6548e+22,2.6373e+22,2.6312e+22,2.6355e+22,2.6235e+22
374,M,False,2.5608e+22,2.5658e+22,2.5678e+22,2.5815e+22,2.5981e+22
375,M,False,2.6537e+22,2.6283e+22,2.6292e+22,2.6009e+22,2.6117e+22
376,M,True,3.2378e+22,3.247e+22,3.2415e+22,3.2378e+22,3.2436e+22
377,M,False,3.3905e+22,3.3954e+22,3.4076e+22,3.4124e+22,3.4158e+22
378,M,False,3.4274e+22,3.4461e+22,3.4557e+22,3.4676e+22,3.4647e+22
379,M,False,3.5953e+22,3.6305e+22,3.6462e+22,3.6628e+22,3.6701e+22
380,M,False,2.114e+22,2.1249e+22,2.1205e+22,2.1307e+22,2.1288e+22
381,M,False,2.3841e+22,2.4032e+22,2.4282e+22,2.4541e+22,2.4611e+22
382,M,False,5.6105e+22,5.6281e+22,5.6378e+22,5.6334e+22,5.6422e+22
383,M,False,1.7958e+22,1.809e+22,1.7956e+22,1.7963e+22,1.8059e+22
384,M,False,5.3883e+22,5.369e+22,5.3208e+22,5.254e+22,5.1483e+22
385,M,False,1.6647e+22,1.672e+22,1.6623e+22,1.6488e+22,1.6193e+22
386,M,False,3.4875e+22,3.4574e+22,3.4469e+22,3.4549e+22,3.4839e+22
387,M,False,1.7044e+22,1.7049e+22,1.6942e+22,1.7059e+22,1.6987e+22
388,M,True,6.1339e+21,5.9971e+21,6.1443e+21,6.1626e+21,6.1427e+21
389,M,True,8.1809e+21,8.1697e+21,8.0778e+21,8.0118e+21,8.0483e+21
390,M,True,8.4931e+21,8.6069e+21,8.8361e+21,9.0693e+21,9.1657e+21
391,M,False,9.3396e+21,9.3596e+21,9.4625e+21,9.3808e+21,9.4273e+21
392,M,False,1.0613e+22,1.0492e+22,1.0382e+22,1.0483e+22,1.0353e+22
393,M,False,1.2785e+22,1.2994e+22,1.3268e+22,1.3591e+22,1.3918e+22
394,M,True,2.0631e+22,2.0542e+22,2.0875e+22,2.0751e+22,2.0943e+22
395,M,False,2.3815e+22,2.3841e+22,2.375e+22,2.3652e+22,2.3526e+22
396,M,False,5.4047e+21,5.4168e+21,5.5564e+21,5.6076e+21,5.596e+21
397,M,True,3.539e+22,3.5581e+22,3.539e+22,3.573e+22,3.5745e+22
398,M,True,3.8416e+22,3.8229e+22,3.8199e+22,3.8011e+22,3.7756e+22
399,M,False,3.6194e+22,3.5958e+22,3.6355e+22,3.6157e+22,3.5998e+22
400,M,False,2.6354e+22,2.6395e+22,2.6648e+22,2.6488e+22,2.6605e+22
401,M,False,1.7221e+22,1.7139e+22,1.7258e+22,1.7184e+22,1.7112e+22
402,M,True,1.0953e+22,1.0873e+22,1.0837e+22,1.0847e+22,1.0741e+22
403,M,False,1.0779e+22,1.0747e+22,1.0715e+22,1.0798e+22,1.0803e+22
404,M,False,1.2674e+22,1.2681e+22,1.2672e+22,1.2735e+22,1.2752e+22
405,M,False,3.3216e+22,3.3469e+22,3.3733e+22,3.3612e+22,3.376e+22
406,M,False,1.768e+22,1.7604e+22,1.761e+22,1.7788e+22,1.7854e+22
407,M,False,4.3119e+22,4.3693e+22,4.3997e+22,4.4171e+22,4.4257e+22
408,M,False,2.9028e+22,2.9063e+22,2.9177e+22,2.9152e+22,2.9206e+22
409,M,True,4.327e+22,4.2976e+22,4.2811e+22,4.2439e+22,4.2654e+22
410,M,False,4.1944e+22,4.1774e+22,4.1723e+22,4.1933e+22,4.1724e+22
411,M,False,7.3265e+22,7.3775e+22,7.3901e+22,7.4355e+22,7.4415e+22
412,M,False,7.9135e+22,7.8271e+22,7.8258e+22,7.7498e+22,7.6949e+22
413,M,False,2.1656e+22,2.1586e+22,2.1405e+22,2.1443e+22,2.1356e+22
414,M,False,6.0689e+22,6.0975e+22,6.1072e+22,6.1324e+22,6.1673e+22
415,M,True,1.3463e+22,1.3949e+22,1.3967e+22,1.4474e+22,1.4718e+22
416,M,True,1.81e+22,1.8233e+22,1.8368e+22,1.848e+22,1.8812e+22
417,M,True,2.3656e+22,2.3306e+22,2.3757e+22,2.3773e+22,2.3908e+22
418,M,True,6.8069e+22,6.816e+22,6.7482e+22,6.7308e+22,6.6925e+22
419,M,True,3.4855e+22,3.4953e+22,3.5267e+22,3.4899e+22,3.5042e+22
420,M,False,4.1578e+22,4.1198e+22,4.0657e+22,4.0693e+22,4.1051e+22
421,M,False,3.5652e+21,3.5983e+21,3.6141e+21,3.643e+21,3.6773e+21
422,M,False,3.9742e+22,3.9601e+22,4.0456e+22,4.0654e+22,4.0855e+22
423,M,False,7.7855e+22,7.7495e+22,7.8205e+22,7.7532e+22,7.7312e+22
424,M,False,4.1435e+22,4.1674e+22,4.1877e+22,4.216e+22,4.2315e+22
425,M,False,6.6737e+22,6.5311e+22,6.3925e+22,6.3142e+22,6.1957e+22
426,M,False,2.2763e+22,2.2453e+22,2.2468e+22,2.2525e+22,2.2318e+22
427,M,False,3.6279e+22,3.6226e+22,3.6024e+22,3.5545e+22,3.5259e+22
428,M,True,7.7441e+21,8.0223e+21,8.168e+21,8.3143e+21,8.4863e+21
429,M,False,1.1469e+22,1.1664e+22,1.178e+22,1.1919e+22,1.203e+22
430,M,False,3.0609e+22,3.0879e+22,3.069e+22,3.0812e+22,3.1056e+22
431,M,False,5.0265e+22,5.0245e+22,5.0086e+22,4.9576e+22,4.9753e+22
432,M,False,6.5594e+22,6.5842e+22,6.611e+22,6.6177e+22,6.603e+22
433,M,True,2.0645e+22,2.0741e+22,2.0709e+22,2.0705e+22,2.0989e+22
434,M,False,2.0709e+22,2.0705e+22,2.0989e+22,2.0918e+22,2.0851e+22
435,M,False,1.9813e+22,1.9828e+22,1.9845e+22,1.9952e+22,2.0184e+22
436,M,True,4.8243e+22,4.7912e+22,4.7778e+22,4.7585e+22,4.7357e+22
437,M,True,1.2591e+23,1.2491e+23,1.2521e+23,1.2547e+23,1.2598e+23
438,M,False,1.3209e+23,1.3382e+23,1.3553e+23,1.3651e+23,1.3725e+23
439,M,False,1.3292e+23,1.3228e+23,1.3163e+23,1.3106e+23,1.3097e+23
440,M,False,1.3097e+23,1.3084e+23,1.3126e+23,1.31e+23,1.3208e+23
441,M,False,1.3898e+23,1.3923e+23,1.394e+23,1.3931e+23,1.3939e+23
442,M,True,1.3829e+23,1.3834e+23,1.3809e+23,1.3824e+23,1.38e+23
443,M,False,1.3243e+23,1.3314e+23,1.3343e+23,1.3363e+23,1.3389e+23
444,M,True,1.3214e+23,1.3165e+23,1.307e+23,1.3046e+23,1.3057e+23
445,M,True,1.3599e+23,1.3619e+23,1.3636e+23,1.3668e+23,1.37e+23
446,M,True,1.7584e+23,1.7639e+23,1.7659e+23,1.7709e+23,1.7662e+23
447,M,False,1.7659e+23,1.7709e+23,1.7662e+23,1.7622e+23,1.7589e+23
448,M,False,1.7497e+23,1.7465e+23,1.745e+23,1.7421e+23,1.7435e+23
449,M,False,1.7605e+23,1.7646e+23,1.7653e+23,1.7681e+23,1.7739e+23
450,M,False,1.7783e+23,1.778e+23,1.7798e+23,1.7818e+23,1.7845e+23
451,M,True,1.8068e+23,1.8111e+23,1.8152e+23,1.8235e+23,1.831e+23
452,M,False,1.8167e+23,1.8263e+23,1.8278e+23,1.8224e+23,1.8224e+23
453,M,False,1.9169e+23,1.9254e+23,1.9327e+23,1.9389e+23,1.9419e+23
454,M,False,1.9655e+23,1.962e+23,1.9589e+23,1.9566e+23,1.9559e+23
455,M,False,1.9645e+23,1.961e+23,1.9621e+23,1.9636e+23,1.9694e+23
456,M,True,1.9649e+23,1.9639e+23,1.9501e+23,1.9531e+23,1.9552e+23
457,M,True,2.0524e+23,2.0529e+23,2.0531e+23,2.0537e+23,2.0368e+23
458,M,False,1.9428e+23,1.9433e+23,1.9448e+23,1.9458e+23,1.9449e+23
459,M,False,1.8987e+23,1.9094e+23,1.9154e+23,1.906e+23,1.9016e+23
460,M,False,1.9387e+23,1.9483e+23,1.957e+23,1.9618e+23,1.9603e+23
461,M,False,1.9286e+23,1.9272e+23,1.9214e+23,1.9171e+23,1.9133e+23
462,M,False,1.9113e+23,1.9107e+23,1.9004e+23,1.9136e+23,1.8927e+23
463,M,False,1.8001e+23,1.7801e+23,1.7696e+23,1.7602e+23,1.7569e+23
464,M,False,1.7569e+23,1.7433e+23,1.7492e+23,1.7386e+23,1.7214e+23
465,M,False,1.5838e+23,1.5867e+23,1.5729e+23,1.5602e+23,1.5577e+23
466,M,True,2.8618e+22,2.9179e+22,2.909e+22,2.8829e+22,3.0189e+22
467,M,False,4.0419e+22,4.0562e+22,4.0322e+22,4.0137e+22,3.9409e+22
468,M,True,4.362e+22,4.4054e+22,4.3175e+22,4.2716e+22,4.2715e+22
469,M,True,4.1848e+22,4.1823e+22,4.1975e+22,4.2525e+22,4.2677e+22
470,M,True,4.9152e+22,4.9309e+22,4.9535e+22,5.0003e+22,5.0388e+22
471,M,False,4.967e+22,4.9768e+22,4.9033e+22,4.867e+22,4.8279e+22
472,M,False,4.7439e+22,4.7558e+22,4.7918e+22,4.8135e+22,4.8775e+22
473,M,False,4.3996e+22,4.3894e+22,4.3991e+22,4.3722e+22,4.3681e+22
474,M,False,3.0694e+22,3.1028e+22,3.1002e+22,3.1045e+22,3.0877e+22
475,M,True,1.0541e+23,1.0561e+23,1.0625e+23,1.063e+23,1.0592e+23
476,M,True,1.1015e+23,1.1078e+23,1.1127e+23,1.1177e+23,1.1252e+23
477,M,False,1.3215e+23,1.3149e+23,1.2998e+23,1.2884e+23,1.2833e+23
478,M,False,3.5861e+22,3.5845e+22,3.5782e+22,3.588e+22,3.5825e+22
479,M,True,3.388e+22,3.4027e+22,3.4173e+22,3.4206e+22,3.4265e+22
480,M,True,3.4999e+22,3.5217e+22,3.53e+22,3.5651e+22,3.5845e+22
481,M,False,3.6538e+22,3.6485e+22,3.6508e+22,3.6418e+22,3.6364e+22
482,M,False,3.4849e+22,3.4786e+22,3.485e+22,3.4808e+22,3.4777e+22
483,M,False,5.6023e+22,5.5608e+22,5.4789e+22,5.4419e+22,5.4434e+22
484,M,True,5.9325e+22,5.9415e+22,5.9123e+22,5.9392e+22,5.9461e+22
485,M,True,2.0902e+22,2.1121e+22,2.1257e+22,2.127e+22,2.1388e+22
486,M,False,6.0429e+22,6.0098e+22,6.0063e+22,6.0413e+22,6.0104e+22
487,M,True,8.798e+22,8.7664e+22,8.7406e+22,8.7291e+22,8.7015e+22
488,M,True,1.0364e+23,1.0342e+23,1.0322e+23,1.0326e+23,1.0276e+23
489,M,False,2.6993e+22,2.698e+22,2.6886e+22,2.6952e+22,2.6894e+22
490,M,False,9.3678e+22,9.3928e+22,9.3852e+22,9.367e+22,9.3803e+22
491,M,False,1.7694e+22,1.7747e+22,1.7824e+22,1.7841e+22,1.7807e+22
492,M,False,4.0691e+22,4.071e+22,4.0717e+22,4.0676e+22,4.0778e+22
493,M,False,3.5917e+22,3.5942e+22,3.5888e+22,3.5919e+22,3.5742e+22
494,M,False,2.9751e+22,3.0032e+22,3.029e+22,3.0356e+22,3.0428e+22
495,M,False,2.8447e+22,2.8442e+22,2.8382e+22,2.8341e+22,2.8406e+22
496,M,False,8.5672e+21,9.1132e+21,9.6708e+21,1.034e+22,1.0897e+22
497,M,True,2.3842e+22,2.3838e+22,2.3905e+22,2.4022e+22,2.4001e+22
498,M,False,2.4918e+22,2.4845e+22,2.4944e+22,2.4995e+22,2.4978e+22
499,M,False,2.5667e+22,2.5671e+22,2.5765e+22,2.5742e+22,2.5912e+22
500,M,False,7.0896e+22,7.0645e+22,7.0844e+22,7.0876e+22,7.0765e+22
501,M,False,2.6047e+22,2.6055e+22,2.6099e+22,2.6002e+22,2.5857e+22
502,M,False,1.03e+22,1.0275e+22,1.027e+22,1.0148e+22,1.1334e+22
503,M,False,1.2916e+22,1.3071e+22,1.3135e+22,1.3501e+22,1.3626e+22
504,M,False,1.4072e+22,1.4185e+22,1.4416e+22,1.4708e+22,1.4943e+22
505,M,False,8.2599e+21,7.9012e+21,7.7582e+21,7.6692e+21,7.6712e+21
506,M,False,3.153e+22,3.2063e+22,3.2716e+22,3.2809e+22,3.3207e+22
507,M,True,3.0177e+22,3.0229e+22,3.0079e+22,3.0158e+22,3.0197e+22
508,M,False,3.2769e+22,3.2409e+22,3.2514e+22,3.2254e+22,3.2371e+22
509,M,True,3.2324e+22,3.2411e+22,3.2477e+22,3.2445e+22,3.2644e+22
510,M,True,2.9378e+22,2.9031e+22,2.8979e+22,2.8855e+22,2.8786e+22
511,M,False,2.4752e+22,2.4412e+22,2.4447e+22,2.4435e+22,2.4411e+22
512,M,True,2.4544e+22,2.465e+22,2.4659e+22,2.4789e+22,2.4824e+22
513,M,True,2.3711e+22,2.3717e+22,2.37e+22,2.3715e+22,2.3726e+22
514,M,False,2.3715e+22,2.3726e+22,2.3767e+22,2.3673e+22,2.377e+22
515,M,False,2.3969e+22,2.3964e+22,2.4182e+22,2.4183e+22,2.4435e+22
516,M,False,2.5434e+22,2.5518e+22,2.5449e+22,2.5283e+22,2.5152e+22
517,M,False,2.5834e+22,2.5853e+22,2.6011e+22,2.6049e+22,2.6118e+22
518,M,False,2.3232e+22,2.3183e+22,2.3277e+22,2.3086e+22,2.3136e+22
519,M,True,2.353e+22,2.3519e+22,2.3598e+22,2.3619e+22,2.3541e+22
520,M,True,2.7861e+22,2.7874e+22,2.7555e+22,2.7569e+22,2.7668e+22
521,M,False,2.7485e+22,2.7663e+22,2.7722e+22,2.7727e+22,2.7635e+22
522,M,False,3.5923e+22,3.5847e+22,3.54e+22,3.5596e+22,3.593e+22
523,M,False,1.686e+22,1.6735e+22,1.6828e+22,1.6837e+22,1.6724e+22
524,M,False,2.6585e+22,2.6479e+22,2.6337e+22,2.6522e+22,2.6675e+22
525,M,True,8.4554e+21,8.3884e+21,8.5686e+21,8.5968e+21,8.748e+21
526,M,True,1.2033e+22,1.2305e+22,1.2478e+22,1.2779e+22,1.2826e+22
527,M,False,1.6847e+22,1.7503e+22,1.7834e+22,1.8201e+22,1.8525e+22
528,M,False,1.956e+22,1.9532e+22,1.9793e+22,2.0043e+22,2.0305e+22
529,M,False,2.314e+22,2.3708e+22,2.3753e+22,2.3849e+22,2.3858e+22
530,M,False,2.4779e+22,2.4805e+22,2.4879e+22,2.4611e+22,2.4466e+22
531,M,True,2.6491e+22,2.6435e+22,2.6333e+22,2.6238e+22,2.6305e+22
532,M,False,2.535e+22,2.5246e+22,2.5075e+22,2.4668e+22,2.4631e+22
533,M,False,2.9819e+22,3.0101e+22,3.0768e+22,3.0771e+22,3.1408e+22
534,M,True,5.6997e+22,5.7626e+22,5.8591e+22,5.9278e+22,5.9227e+22
535,M,False,6.5856e+22,6.574e+22,6.5788e+22,6.6021e+22,6.5623e+22
536,M,False,9.8121e+21,9.7601e+21,9.8112e+21,9.9197e+21,9.8293e+21
537,M,False,4.8755e+22,4.9389e+22,4.9369e+22,4.9556e+22,4.9459e+22
538,M,True,5.0796e+22,5.0366e+22,5.0303e+22,5.0402e+22,5.0832e+22
539,M,False,4.9792e+22,4.9827e+22,4.9971e+22,4.992e+22,4.9891e+22
540,M,False,5.003e+22,5.0046e+22,5.0128e+22,5.0075e+22,5.0159e+22
541,M,True,4.3939e+22,4.3412e+22,4.3322e+22,4.3111e+22,4.2826e+22
542,M,False,4.8133e+22,4.8609e+22,4.8586e+22,4.8893e+22,4.9002e+22
543,M,False,4.1591e+22,4.1706e+22,4.1644e+22,4.1648e+22,4.1597e+22
544,M,False,4.1767e+22,4.1587e+22,4.1419e+22,4.1133e+22,4.0883e+22
545,M,False,1.4707e+22,1.5092e+22,1.5408e+22,1.5319e+22,1.5476e+22
546,M,True,1.1542e+22,1.1778e+22,1.185e+22,1.2047e+22,1.2112e+22
547,M,False,1.7032e+22,1.7087e+22,1.734e+22,1.7348e+22,1.7514e+22
548,M,True,3.2004e+22,3.1991e+22,3.2174e+22,3.2436e+22,3.2397e+22
549,M,True,3.2622e+22,3.2336e+22,3.2507e+22,3.2354e+22,3.2285e+22
550,M,False,3.4785e+22,3.4621e+22,3.4124e+22,3.353e+22,3.3359e+22
551,M,True,3.4586e+22,3.5179e+22,3.5529e+22,3.5657e+22,3.573e+22
552,M,False,3.8919e+22,3.9304e+22,3.9449e+22,3.9688e+22,3.9694e+22
553,M,True,4.495e+22,4.5144e+22,4.5077e+22,4.515e+22,4.4993e+22
554,M,False,4.855e+22,4.8698e+22,4.8757e+22,4.8813e+22,4.9e+22
555,M,False,6.1806e+22,6.1962e+22,6.2219e+22,6.2503e+22,6.2514e+22
556,M,True,6.8839e+22,6.88e+22,6.9187e+22,6.9455e+22,6.9662e+22
557,M,False,7.277e+22,7.2455e+22,7.2373e+22,7.1581e+22,7.1852e+22
558,M,False,6.3409e+22,6.3697e+22,6.3703e+22,6.3719e+22,6.3342e+22
559,M,False,1.5885e+22,1.5857e+22,1.5668e+22,1.5603e+22,1.5485e+22
560,M,False,1.9972e+22,2.0282e+22,2.0571e+22,2.0842e+22,2.1292e+22
561,M,True,2.7684e+22,2.7758e+22,2.7777e+22,2.7717e+22,2.767e+22
562,M,True,3.164e+22,3.1679e+22,3.1683e+22,3.1825e+22,3.1746e+22
563,M,True,6.9462e+21,7.0383e+21,7.1544e+21,7.3906e+21,7.5397e+21
564,M,True,3.1727e+22,3.1826e+22,3.184e+22,3.1793e+22,3.1734e+22
565,M,True,3.2115e+22,3.223e+22,3.2436e+22,3.2673e+22,3.2756e+22
566,M,False,3.3341e+22,3.3572e+22,3.3624e+22,3.3718e+22,3.3777e+22
567,M,True,2.1952e+22,2.1119e+22,2.1796e+22,2.1705e+22,2.1695e+22
568,M,True,3.9065e+22,3.9182e+22,3.9308e+22,3.9439e+22,3.9703e+22
569,M,False,4.0211e+22,4.0384e+22,4.0421e+22,4.0385e+22,4.0138e+22
570,M,False,2.2462e+22,2.2439e+22,2.2752e+22,2.3621e+22,2.3291e+22
571,M,False,4.0138e+22,3.9987e+22,3.9971e+22,3.9726e+22,3.9624e+22
572,M,False,3.9624e+22,3.9438e+22,3.9486e+22,3.9556e+22,3.9615e+22
573,M,False,2.2949e+22,2.261e+22,2.3027e+22,2.3136e+22,2.3463e+22
574,M,True,4.1477e+22,4.1608e+22,4.1375e+22,4.1497e+22,4.1592e+22
575,M,True,4.6979e+22,4.711e+22,4.7119e+22,4.705e+22,4.7109e+22
576,M,False,5.464e+22,5.4959e+22,5.5171e+22,5.5444e+22,5.5606e+22
577,M,True,5.6879e+22,5.6804e+22,5.6848e+22,5.7205e+22,5.6992e+22
578,M,True,6.2526e+22,6.2532e+22,6.2468e+22,6.2299e+22,6.2468e+22
579,M,True,6.6436e+22,6.7063e+22,6.7022e+22,6.6639e+22,6.6947e+22
580,M,False,6.5438e+22,6.5046e+22,6.5791e+22,6.5004e+22,6.5081e+22
581,M,False,6.5215e+22,6.6296e+22,6.6279e+22,6.6601e+22,6.6443e+22
582,M,False,2.9376e+22,2.9077e+22,2.8676e+22,2.7936e+22,2.729e+22
583,M,True,3.8116e+22,3.826e+22,3.8322e+22,3.8284e+22,3.8169e+22
584,M,False,3.8773e+22,3.8866e+22,3.8923e+22,3.8977e+22,3.9059e+22
585,M,True,4.3257e+21,4.3789e+21,4.5381e+21,4.631e+21,4.8762e+21
586,M,False,4.5381e+21,4.631e+21,4.8762e+21,5.0785e+21,5.2114e+21
587,M,False,5.6853e+22,5.6732e+22,5.6556e+22,5.6219e+22,5.6294e+22
588,M,True,2.2138e+22,2.2167e+22,2.2456e+22,2.2437e+22,2.2761e+22
589,M,False,2.3241e+22,2.3203e+22,2.3401e+22,2.3204e+22,2.3555e+22
590,M,False,3.3053e+22,3.3154e+22,3.3091e+22,3.3205e+22,3.3154e+22
591,M,False,2.3798e+22,2.373e+22,2.4401e+22,2.4525e+22,2.4529e+22
592,M,False,1.7827e+22,1.797e+22,1.8555e+22,1.8397e+22,1.8612e+22
593,M,False,3.221e+22,3.2247e+22,3.2186e+22,3.2219e+22,3.2426e+22
594,M,False,3.3172e+22,3.3337e+22,3.3705e+22,3.3815e+22,3.409e+22
595,M,False,2.0353e+22,2.06e+22,2.0701e+22,2.0654e+22,2.0632e+22
596,M,False,2.6395e+22,2.6121e+22,2.5819e+22,2.5785e+22,2.5832e+22
597,M,True,3.7045e+22,3.6874e+22,3.6467e+22,3.6219e+22,3.5893e+22
598,M,False,3.7669e+22,3.7894e+22,3.7942e+22,3.7776e+22,3.7769e+22
599,M,False,5.0274e+22,5.0262e+22,5.0472e+22,5.0537e+22,5.0615e+22
600,M,True,3.5953e+22,3.5987e+22,3.6101e+22,3.6112e+22,3.6344e+22
601,M,False,3.6344e+22,3.6337e+22,3.6358e+22,3.6381e+22,3.6533e+22
602,M,True,4.8023e+22,4.7995e+22,4.799e+22,4.75e+22,4.7625e+22
603,M,False,4.7341e+22,4.7473e+22,4.7067e+22,4.7458e+22,4.7557e+22
604,M,False,4.7067e+22,4.7458e+22,4.7557e+22,4.7674e+22,4.8142e+22
605,M,True,4.4983e+22,4.4933e+22,4.485e+22,4.4936e+22,4.4753e+22
606,M,False,3.9672e+22,3.9022e+22,3.8912e+22,3.8236e+22,3.7808e+22
607,M,True,3.2408e+21,3.3428e+21,3.4704e+21,3.5555e+21,3.5253e+21
608,M,False,4.1905e+21,4.2904e+21,4.4503e+21,4.5823e+21,4.6973e+21
609,M,True,1.2711e+22,1.2697e+22,1.2745e+22,1.3085e+22,1.3185e+22
610,M,True,1.5659e+22,1.5752e+22,1.5834e+22,1.5881e+22,1.5668e+22
