,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5
2027,N,False,5.3126,7.5832,7.4043,7.78,8.8316
2028,N,False,27.293,27.801,27.482,28.129,27.7
2029,N,False,22.594,22.411,22.493,22.49,22.206
2030,N,False,2.8191,3.0965,2.3413,2.9373,3.1196
2031,N,False,63.986,62.321,61.673,61.056,60.826
2032,N,False,16.713,16.776,16.879,17.202,17.019
2033,N,False,35.184,35.633,36.108,34.683,34.391
2034,N,False,7.8959,7.1977,7.4516,7.7929,6.701
2035,N,False,4.4659,4.5849,3.7371,3.3481,3.7221
2036,N,False,14.798,14.167,14.493,12.949,12.18
2037,N,False,22.872,20.827,19.69,20.087,21.22
2038,N,False,11.071,9.0566,9.247,6.2893,10.178
2039,N,False,4.6487,5.0378,5.039,5.3935,5.0677
2040,N,False,14.696,15.152,13.898,11.687,10.769
2041,N,False,7.3439,4.3796,6.6934,7.4407,6.43
2042,N,False,23.215,24.039,23.956,24.264,24.051
2043,N,False,6.0192,3.9444,2.9006,2.3014,2.3077
2044,N,False,10.463,10.723,11.379,12.966,11.761
2045,N,False,48.068,47.906,48.764,47.317,46.287
2046,N,False,2.2388,8.6486,29.204,43.945,41.477
2047,N,False,3.3437,4.3685,4.307,4.2603,3.0691
2048,N,False,8.6053,7.2996,6.5911,7.0029,6.7449
2049,N,False,13.417,13.636,13.367,12.892,13.611
2050,N,False,11.19,10.86,10.456,10.281,10.219
2051,N,False,15.701,15.306,16.453,15.834,16.145
2052,N,False,3.663,3.2342,2.7285,2.4217,2.9052
2053,N,False,32.842,32.987,33.057,32.662,32.086
2054,N,False,56.056,55.674,55.896,56.256,56.289
2055,N,False,38.257,38.189,38.753,38.838,38.977
2056,N,False,6.4012,5.8621,5.3289,5.5781,5.6019
2057,N,False,7.6577,3.8591,5.0435,3.8786,3.4843
2058,N,False,8.5771,9.0909,7.6506,9.9037,9.5946
2059,N,False,11.015,10.974,8.6575,11.683,10.65
2060,N,False,28.421,28.184,28.329,28.932,28.219
2061,N,False,13.991,13.646,13.9,14.713,14.552
2062,N,False,12.93,12.547,13.089,13.885,12.13
2063,N,False,57.937,57.413,57.6,57.591,57.778
2064,N,False,2.3453,2.3938,2.4803,3.1408,3.073
2065,N,False,6.2999,4.9563,6.0402,6.3328,6.7508
2066,N,False,29.068,28.279,28.683,29.373,29.533
2067,N,False,6.6363,5.9396,5.817,7.1463,6.2169
2068,N,False,30.23,30.746,28.0,28.76,27.445
2069,N,False,38.055,37.654,37.669,37.802,37.198
2070,N,False,4.7791,3.7178,3.6281,3.1866,4.4118
2071,N,False,2.821,3.1845,2.5821,3.5728,3.1826
2072,N,False,12.798,12.981,12.84,13.291,12.897
2073,N,False,4.6512,5.7078,6.2907,4.9676,3.3632
2074,N,False,21.348,22.381,21.254,23.412,22.748
2075,N,False,27.705,26.369,28.876,29.001,30.571
2076,N,False,21.489,21.741,20.744,21.323,20.786
2077,N,False,6.058,3.5613,3.0642,4.7125,5.1224
2078,N,False,12.853,10.613,11.66,7.4037,7.8842
2079,N,False,38.84,38.059,37.767,38.498,37.775
2080,N,False,3.5019,1.9737,2.2222,0.0,0.0
2081,N,False,2.0966,1.9444,2.7422,1.5799,3.0756
2082,N,False,3.5933,3.5882,3.5011,4.0565,3.0563
2083,N,False,39.495,39.106,39.316,39.042,38.211
2084,N,False,41.943,42.4,41.949,41.898,41.31
2085,N,False,6.3898,7.0245,6.6701,6.3931,6.4387
2086,N,False,11.593,12.365,11.875,11.362,11.735
2087,N,False,28.147,25.649,23.564,24.311,24.878
2088,N,False,4.8206,5.3825,5.8469,5.7488,6.1679
2089,N,False,34.259,34.365,33.9,33.912,33.954
2090,N,False,15.709,11.924,13.957,11.667,12.702
2091,N,False,5.2367,5.2904,5.6986,5.4413,6.0495
2092,N,False,5.2367,5.2904,5.6986,5.4413,6.0495
2093,N,False,36.522,35.878,36.448,35.989,35.845
2094,N,False,38.246,38.462,37.742,38.027,38.058
2095,N,False,3.0635,3.1881,3.3525,4.1083,3.3825
2096,N,False,4.305,4.2094,5.5018,3.581,3.4557
2097,N,False,28.948,28.985,28.755,28.912,29.017
2098,N,False,3.8948,6.4202,4.9037,6.9643,5.8824
2099,N,False,0.99882,1.9512,2.1945,3.0769,3.9851
2100,N,False,5.5215,5.255,6.4054,5.3097,6.2452
2101,N,False,1.4118,1.5097,2.1535,2.3497,1.7401
2102,N,False,1.2709,2.3662,1.6334,1.2202,1.3143
2103,N,False,8.7042,9.7158,9.1743,8.7838,6.3712
2104,N,False,5.4497,5.9515,5.5937,5.069,4.7838
2105,N,False,3.0959,2.9453,2.4327,2.5671,33.848
2106,N,False,3.4091,3.2953,3.8462,2.6389,1.2403
2107,N,False,32.831,32.384,32.568,33.459,33.731
2108,N,False,3.4621,3.1486,3.2216,3.4211,4.8689
2109,N,False,34.147,35.141,35.08,35.632,35.842
2110,N,False,10.245,9.2238,8.1218,8.0511,7.5774
2111,N,False,3.759,3.8879,4.4617,4.0045,4.2604
2112,N,False,32.301,32.57,34.957,35.301,33.984
2113,N,False,24.95,24.661,24.541,23.795,24.392
2114,N,False,3.8422,3.866,4.0912,4.0373,4.6037
2115,N,False,11.17,9.7418,11.902,16.447,12.36
2116,N,False,47.172,45.759,45.336,45.168,46.403
2117,N,False,15.615,15.757,16.4,15.798,16.173
2118,N,False,11.309,11.173,10.018,9.0935,8.6318
2119,N,False,53.783,52.291,53.686,54.136,54.214
2120,N,False,44.619,44.507,44.342,44.924,45.04
2121,N,False,31.123,29.957,31.281,30.466,30.555
2122,N,False,4.7588,4.2046,3.7015,3.5915,4.3785
2123,N,False,8.6749,6.4857,7.4945,7.3913,6.6718
2124,N,False,13.675,13.133,11.479,12.812,11.64
2125,N,False,4.7248,4.8266,4.5183,4.3686,5.0911
2126,N,False,11.175,9.7647,7.9243,8.6647,8.8496
2127,N,False,2.9276,3.6924,3.9216,4.1962,3.2565
2128,N,False,19.656,19.672,20.754,20.255,19.855
2129,N,False,10.227,9.6856,9.8176,10.772,9.236
2130,N,False,30.687,30.85,30.797,30.922,31.439
2131,N,False,11.278,11.41,12.461,12.725,12.098
2132,N,False,59.374,59.548,59.038,58.752,59.232
2133,N,False,27.766,26.308,26.547,26.591,28.483
2134,N,False,8.018,8.6497,8.6957,10.144,7.3577
2135,N,False,45.174,45.337,45.215,44.976,45.383
2136,N,False,4.7864,5.5025,5.6044,6.1549,5.8047
2137,N,False,7.0855,7.9286,7.9371,9.315,9.8717
2138,N,False,8.1016,8.5286,7.4396,7.9028,7.4962
2139,N,False,24.974,25.311,25.29,27.76,26.766
2140,N,False,18.446,19.127,19.822,16.455,15.99
2141,N,False,2.0933,2.5434,3.5651,5.0532,5.6494
2142,N,False,43.582,43.154,43.448,43.644,43.852
2143,N,False,13.419,13.237,12.873,13.243,13.369
2144,N,False,6.7789,7.0479,8.4255,9.7037,8.2233
2145,N,False,23.026,22.216,20.208,25.854,25.906
2146,N,False,33.588,33.263,32.954,32.79,32.419
2147,N,False,3.8536,3.937,3.9707,4.7161,4.6425
2148,N,False,28.838,26.252,27.043,27.79,26.476
2149,N,False,18.478,17.92,14.911,16.764,15.214
2150,N,False,23.965,21.896,20.445,20.69,21.585
2151,N,False,32.706,32.87,32.906,32.946,33.062
2152,N,False,14.955,15.782,14.394,13.978,13.211
2153,N,False,40.112,39.261,40.23,40.728,39.922
2154,N,False,22.432,22.967,22.046,21.97,21.938
2155,N,False,4.7729,4.671,3.2954,4.0512,4.6704
2156,N,False,15.798,11.433,13.577,15.513,15.747
2157,N,False,7.1676,6.8568,6.523,6.7797,6.7602
2158,N,False,5.2101,6.3604,2.9514,3.1311,6.1303
2159,N,False,32.743,32.346,32.355,32.278,32.215
2160,N,False,35.438,35.311,35.989,35.885,35.414
2161,N,False,32.735,32.186,32.843,33.515,33.097
2162,N,False,19.55,20.089,20.637,21.29,21.694
2163,N,False,50.704,50.926,51.129,50.973,51.134
2164,N,False,2.6657,2.9664,4.4636,2.5812,3.2233
2165,N,False,44.356,43.71,44.396,43.873,44.437
2166,N,False,25.467,25.775,26.157,26.282,26.713
2167,N,False,36.32,33.346,32.009,31.434,31.529
2168,N,False,22.897,22.488,22.796,23.168,24.273
2169,N,False,12.582,14.678,12.672,13.624,15.041
2170,N,False,23.14,23.18,23.262,23.494,23.451
2171,N,False,4.886,5.6394,5.5786,4.749,5.9859
2172,N,False,31.443,31.425,31.097,30.993,30.808
2173,N,False,1.5838,1.7241,0.63058,0.5641,1.2612
2174,N,False,19.32,19.612,18.463,18.45,19.37
2175,N,False,6.3439,7.3859,6.7257,5.3004,7.3084
2176,N,False,7.1907,8.152,11.234,7.5712,7.4223
2177,N,False,22.628,21.49,21.6,21.631,21.57
2178,N,False,49.542,49.703,49.577,49.534,49.246
2179,N,False,49.596,49.588,49.471,49.542,49.703
2180,N,False,13.308,12.241,14.781,14.37,14.93
2181,N,False,30.719,29.621,30.101,30.548,32.486
2182,N,False,10.355,10.326,11.06,10.606,10.219
2183,N,False,5.404,6.8002,4.8094,4.3842,4.1416
2184,N,False,10.628,9.9712,10.239,11.578,11.665
2185,N,False,5.4664,6.7971,5.3925,6.4573,5.4988
2186,N,False,30.633,30.677,30.818,31.711,31.148
2187,N,False,6.1692,5.1639,5.7956,5.1459,4.7115
2188,N,False,28.869,29.286,28.848,28.183,27.773
2189,N,False,24.182,24.367,24.351,24.059,23.401
2190,N,False,4.7772,5.181,5.3815,4.9569,6.0013
2191,N,False,15.712,16.232,15.993,16.521,18.205
2192,N,False,6.2689,6.2611,6.0822,6.8931,6.6019
2193,N,False,18.627,18.341,17.962,19.38,17.194
2194,N,False,23.219,24.162,23.783,24.109,24.435
2195,N,False,43.974,43.685,43.908,43.749,43.888
2196,N,False,37.314,37.702,37.045,38.371,38.466
2197,N,False,9.3113,11.159,10.638,13.009,14.286
2198,N,False,18.72,18.881,18.497,18.584,18.396
2199,N,False,11.639,12.798,11.713,12.374,13.129
2200,N,False,9.9974,10.038,10.14,10.09,9.7852
2201,N,False,36.568,37.332,38.192,38.174,39.023
2202,N,False,11.111,9.9815,10.977,11.503,9.8425
2203,N,False,32.776,32.465,32.779,32.308,32.608
2204,N,False,7.9122,6.7934,6.9402,6.4712,6.6507
2205,N,False,39.249,38.778,38.829,38.891,38.247
2206,N,False,41.868,42.744,42.741,42.751,42.315
2207,N,False,37.511,37.08,35.188,36.506,36.316
2208,N,False,33.05,32.48,31.949,32.508,32.235
2209,N,False,29.417,29.881,28.798,27.665,27.871
2210,N,False,14.634,7.5668,16.561,15.039,16.375
2211,N,False,29.881,28.798,27.665,27.871,28.475
2212,N,False,0.43541,0.72254,0.44444,0.31008,0.1548
2213,N,False,4.8829,6.2459,6.7065,6.2246,5.2003
2214,N,False,51.46,51.373,51.485,51.379,51.237
2215,N,False,24.44,24.67,25.632,26.106,25.326
2216,N,False,2.2892,3.0543,2.1529,3.9604,4.3237
2217,N,False,14.162,14.316,15.16,15.08,15.027
2218,N,False,25.574,24.638,24.542,23.448,19.726
2219,N,False,7.216,7.978,8.2673,8.3507,8.2838
2220,N,False,30.926,30.72,30.751,30.826,30.659
2221,N,False,30.024,30.1,28.897,29.825,29.884
2222,N,False,4.4383,4.4032,3.4091,4.0162,3.4653
2223,N,False,13.797,14.705,13.659,13.537,13.802
2224,N,False,9.2404,8.6462,9.6536,8.368,7.5832
2225,N,False,5.8206,6.2715,6.392,5.9072,5.5182
2226,N,False,37.187,36.961,37.027,37.38,37.611
2227,N,False,34.342,34.883,34.706,34.428,34.649
2228,N,False,24.326,23.764,24.066,24.607,24.016
2229,N,False,22.678,20.488,21.696,21.951,21.064
2230,N,False,8.6491,7.4572,7.8348,7.455,7.8619
2231,N,False,1.2099,1.8541,1.0601,2.9723,2.6435
2232,N,False,3.1558,2.2105,1.4525,0.98684,1.5419
2233,N,False,3.5743,3.6988,3.5088,3.7153,3.2012
2234,N,False,47.237,47.389,46.461,46.328,46.562
2235,N,False,12.718,10.945,10.414,9.7768,8.1892
2236,N,False,4.3946,5.3556,5.9285,3.1369,3.8697
2237,N,False,18.219,17.812,17.627,17.412,17.738
2238,N,False,22.996,22.278,24.335,27.123,26.695
2239,N,False,6.7301,7.2091,6.9853,7.2948,6.7618
2240,N,False,32.097,32.42,32.431,32.552,32.507
2241,N,False,1.875,3.2872,1.5773,1.3062,2.5298
2242,N,False,53.881,53.596,53.472,53.097,52.736
2243,N,False,10.595,11.468,10.836,10.42,10.548
2244,N,False,4.4586,4.8128,5.7143,5.2928,5.7176
2245,N,False,1.4271,0.9375,2.439,2.0541,1.8319
2246,N,False,23.009,22.822,22.863,23.117,23.359
2247,N,False,3.4844,2.9541,3.3063,2.9472,3.6918
2248,N,False,74.94,74.786,75.942,75.189,74.849
2249,N,False,22.531,22.855,23.01,23.342,23.024
2250,N,False,36.473,36.599,36.435,36.525,37.617
2251,N,False,9.7891,9.9576,9.8497,8.1788,8.1597
2252,N,False,28.136,27.588,27.646,28.303,28.409
2253,N,False,38.03,38.814,38.489,37.99,38.062
2254,N,False,6.264,6.3593,5.8032,5.8238,6.3294
2255,N,False,13.069,12.834,12.07,11.896,12.166
2256,N,False,21.542,22.922,22.917,22.144,20.935
2257,N,False,0.0,0.55556,0.0,0.0,2.0548
2258,N,False,3.3571,3.8038,3.2881,3.3598,3.2345
2259,N,False,29.914,29.233,29.116,28.933,28.772
2260,N,False,7.485,5.5324,6.7692,5.9134,3.7373
2261,N,False,10.502,9.7368,11.233,10.032,9.7537
2262,N,False,4.9254,7.3846,5.1696,7.4928,7.3593
2263,N,False,30.801,29.671,28.215,28.58,27.05
2264,N,False,9.9781,10.022,11.506,12.097,9.5741
2265,N,False,2.627,3.005,2.1824,1.6528,1.9621
2266,N,False,20.303,19.971,21.781,20.738,20.28
2267,N,False,5.9227,6.1469,6.2684,6.4054,6.281
2268,N,False,2.8992,2.528,3.1426,2.6567,3.5825
2269,N,False,2.8992,2.528,3.1426,2.6567,3.5825
2270,N,False,5.4835,5.652,7.1593,5.7525,6.2373
2271,N,False,18.608,18.513,17.853,17.422,17.649
2272,N,False,2.5037,3.8997,3.4946,3.201,3.1929
2273,N,False,17.486,18.256,16.537,15.301,14.753
2274,N,False,24.786,24.267,25.704,24.699,24.565
2275,N,False,5.0277,5.4472,4.4032,5.7502,5.4006
2276,N,False,69.258,69.199,68.955,68.238,69.033
2277,N,False,18.601,18.613,18.766,19.448,19.649
2278,N,False,59.633,59.694,58.899,59.089,58.768
2279,N,False,4.1631,3.3272,3.2714,4.3184,2.5594
2280,N,False,1.8876,2.0885,2.8766,3.4038,3.5505
2281,N,False,14.271,17.839,17.644,13.502,12.431
2282,N,False,5.2632,4.4809,7.1754,5.8621,4.7072
2283,N,False,3.8114,2.8504,3.2083,4.4576,4.6651
2284,N,False,4.3609,4.1866,4.9352,4.106,4.1234
2285,N,False,5.6618,5.4442,5.2554,5.0918,4.858
2286,N,False,28.422,26.325,26.189,24.792,23.817
2287,N,False,12.399,12.659,14.114,15.205,16.337
2288,N,False,25.276,26.686,27.948,24.858,28.422
2289,N,False,3.3457,3.574,4.2748,3.6271,4.748
2290,N,False,16.179,16.816,16.932,16.377,15.558
2291,N,False,19.578,20.025,20.326,19.884,19.628
2292,N,False,4.4261,4.7283,3.5537,3.5328,2.2587
2293,N,False,52.627,52.142,52.247,52.646,52.635
2294,N,False,33.775,32.755,36.335,34.983,39.66
2295,N,False,45.435,44.125,46.083,45.132,46.822
2296,N,False,32.96,32.901,32.324,33.158,33.413
2297,N,False,4.6905,4.7589,4.5719,4.3539,4.7256
2298,N,False,35.666,34.998,35.53,36.584,37.054
2299,N,False,3.7229,4.0256,2.8376,2.5668,2.5743
2300,N,False,1.7143,4.086,2.5896,6.0547,3.4836
2301,N,False,14.157,10.081,8.6957,8.6998,10.062
2302,N,False,36.42,36.537,36.776,36.453,36.395
2303,N,False,3.1879,2.7825,2.5985,3.1987,2.8357
2304,N,False,28.36,28.619,29.17,30.361,27.873
2305,N,False,6.8441,8.37,9.2084,10.664,8.2707
2306,N,False,10.377,11.108,11.077,11.267,10.956
2307,N,False,29.222,27.962,27.669,28.212,28.208
2308,N,False,2.378,2.8233,1.6939,1.2911,2.5507
2309,N,False,48.432,48.857,49.054,48.666,48.967
2310,N,False,4.3084,3.9627,1.993,4.2952,4.0984
2311,N,False,18.614,18.328,17.519,16.755,16.687
2312,N,False,13.435,12.454,11.944,10.925,10.199
2313,N,False,5.1937,1.4337,1.4382,1.1618,2.0576
2314,N,False,1.9188,1.786,2.8266,3.0903,1.6194
2315,N,False,19.168,22.253,22.004,21.971,20.563
2316,N,False,11.629,9.8859,8.6989,8.8408,9.8471
2317,N,False,5.7578,6.6667,5.52,5.6752,4.701
2318,N,False,3.0657,3.3994,3.5912,5.6931,3.8824
2319,N,False,6.7047,3.8849,3.662,2.7576,3.1519
2320,N,False,4.918,2.5157,3.9755,3.4921,4.0134
2321,N,False,29.278,29.477,28.521,28.488,27.172
2322,N,False,73.477,72.824,73.162,72.877,72.607
2323,N,False,5.1788,6.1425,3.6036,2.9004,2.5767
2324,N,False,0.0,0.0,0.0,0.0,1.4493
2325,N,False,3.2078,3.0345,4.065,0.74627,6.4801
2326,N,False,3.049,1.9761,2.8935,1.9048,2.1883
2327,N,False,10.883,9.8746,11.109,10.347,10.8
2328,N,False,5.0086,5.6587,7.4109,6.7961,8.4646
2329,N,False,10.262,11.832,10.352,11.486,11.553
2330,N,False,7.5356,8.9226,9.7229,8.5267,12.953
2331,N,False,42.836,43.239,43.063,44.001,43.905
2332,N,False,42.836,43.239,43.063,44.001,43.905
2333,N,False,42.836,43.239,43.063,44.001,43.905
2334,N,False,48.079,49.353,50.95,52.389,53.21
2335,N,False,4.6089,4.9652,4.7749,5.0464,4.3659
2336,N,False,56.083,56.349,56.589,56.612,56.683
2337,N,False,36.929,36.855,36.06,36.446,37.134
2338,N,False,27.321,27.833,26.246,26.36,27.257
2339,N,False,66.722,66.283,66.526,67.275,67.709
2340,N,False,9.4822,7.0163,7.1164,7.6471,7.9259
2341,N,False,6.8037,6.4144,7.897,13.35,10.08
2342,N,False,25.208,25.42,25.713,26.262,27.596
2343,N,False,14.561,14.922,14.439,16.18,14.213
2344,N,False,2.5118,2.3521,2.177,2.22,2.1482
2345,N,False,5.0768,4.0016,6.4632,6.2166,6.7202
2346,N,False,5.0178,5.5634,6.147,6.8525,6.1798
2347,N,False,15.317,20.381,20.454,22.134,20.782
2348,N,False,17.418,16.967,17.985,17.823,17.74
2349,N,False,6.11,7.8695,10.756,7.7519,9.0659
2350,N,False,41.806,41.843,40.948,40.523,40.658
2351,N,False,15.931,16.669,15.599,15.158,17.023
2352,N,False,1.4056,1.0101,0.63898,1.1643,1.2926
2353,N,False,31.307,29.223,32.819,29.186,26.374
2354,N,False,28.825,29.695,30.927,32.343,32.147
2355,N,False,59.542,59.563,59.498,59.305,59.043
2356,N,False,8.2344,6.8595,4.5031,3.698,4.5207
2357,N,False,12.921,16.81,13.342,13.844,15.192
2358,N,False,7.0433,8.292,11.81,9.3653,9.5794
2359,N,False,11.74,13.53,11.599,9.1528,8.3333
2360,N,False,5.3374,4.902,4.4986,4.1746,5.0388
2361,N,False,6.3621,5.0495,4.7866,5.6193,4.8166
2362,N,False,4.7253,4.9425,4.1237,5.3741,5.1567
2363,N,False,10.136,9.9464,9.8612,9.6692,9.6191
2364,N,False,6.0974,5.7073,5.4377,6.455,5.9644
2365,N,False,27.475,22.705,27.489,31.612,27.423
2366,N,False,9.0855,9.6848,9.4143,8.3747,8.2621
2367,N,False,35.591,35.598,36.494,35.744,34.359
2368,N,False,3.1555,2.9827,5.1458,4.6358,3.9927
2369,N,False,27.675,20.148,16.667,28.03,27.874
2370,N,False,19.971,20.52,19.909,20.497,21.137
2371,N,False,6.0484,7.0796,1.6807,2.9167,3.629
2372,N,False,22.13,23.232,22.245,22.879,25.01
2373,N,False,1.5452,1.4756,1.8323,1.5277,1.276
2374,N,False,2.5624,2.7129,1.9255,2.3754,1.8868
2375,N,False,5.0485,7.5306,7.7343,4.4177,4.3222
2376,N,False,2.2587,4.2339,3.9293,8.1967,12.323
2377,N,False,2.3263,2.5218,2.4713,2.4915,2.6862
2378,N,False,48.665,49.509,48.836,49.335,49.499
2379,N,False,4.5746,4.1353,4.4015,4.4816,4.4614
2380,N,False,4.0454,5.7073,4.4467,5.7978,6.9906
2381,N,False,15.753,17.306,16.475,15.252,16.734
2382,N,False,13.971,8.6171,8.1735,8.5977,7.5325
2383,N,False,3.6599,4.3938,4.3665,4.7108,5.1138
2384,N,False,8.7733,10.655,9.76,11.401,9.127
2385,N,False,6.7197,8.1981,8.5691,8.4746,5.301
2386,N,False,7.915,6.8844,7.8014,5.8177,7.6023
2387,N,False,3.5996,3.1711,3.5131,4.6187,4.812
2388,N,False,9.1009,9.3612,9.3398,10.813,8.7495
2389,N,False,6.1532,4.4173,4.0417,5.5334,5.0166
2390,N,False,23.622,46.947,41.92,33.017,37.403
2391,N,False,7.5154,8.6264,8.7203,10.487,10.502
2392,N,False,2.3119,1.5952,1.4741,2.1475,2.0814
2393,N,False,7.8995,6.9186,6.5497,7.6923,6.8012
2394,N,False,4.3349,4.6154,4.7054,5.148,5.277
2395,N,False,7.416,13.757,8.1967,5.7013,6.5483
2396,N,False,3.4964,3.5315,3.9692,4.0643,4.5595
2397,N,False,28.629,29.487,29.08,29.811,29.434
2398,N,False,4.5006,4.8399,3.829,4.2672,3.9865
2399,N,False,8.4125,7.8993,8.4167,8.2068,8.8704
2400,N,False,51.024,51.804,47.784,47.579,44.565
2401,N,False,18.08,22.398,25.587,26.731,28.407
2402,N,False,20.0,57.895,28.049,16.438,15.504
2403,N,False,14.502,20.183,14.151,29.986,25.938
2404,N,False,20.75,21.093,22.209,22.157,22.69
2405,N,False,12.798,11.954,13.006,12.305,13.429
2406,N,False,11.37,11.745,11.733,11.447,11.248
2407,N,False,11.301,11.284,11.462,11.322,11.584
2408,N,False,9.4225,7.6316,3.7234,11.512,11.894
2409,N,False,0.55556,0.0,0.73529,0.0,0.0
2410,N,False,5.6797,5.1081,6.8022,5.367,5.5163
2411,N,False,37.451,37.81,38.794,38.408,36.718
2412,N,False,21.246,22.514,20.692,22.286,23.238
2413,N,False,1.9249,2.4145,1.8776,2.2876,2.1947
2414,N,False,5.3907,4.5708,4.4852,4.1391,4.3553
2415,N,False,41.136,41.403,41.771,41.933,41.743
2416,N,False,13.005,12.337,12.816,12.275,10.375
2417,N,False,3.2461,2.8531,3.6115,3.9137,5.1666
2418,N,False,45.066,46.106,47.406,48.337,50.039
2419,N,False,20.859,21.584,20.889,20.946,19.698
2420,N,False,34.476,34.11,33.424,34.398,33.969
2421,N,False,21.327,20.832,17.891,17.776,16.993
2422,N,False,4.1379,4.7527,4.9377,4.6132,6.815
2423,N,False,29.192,29.321,28.875,28.904,28.526
2424,N,False,30.147,31.628,31.668,29.671,26.254
2425,N,False,8.9407,8.3687,9.8865,9.8239,11.192
