,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5
530,M,False,29.333,27.899,27.831,29.252,29.849
531,M,True,39.427,39.136,39.455,39.156,38.774
532,M,False,39.631,40.166,40.127,39.828,39.309
533,M,False,31.097,30.871,30.607,31.628,31.648
534,M,True,12.1,11.894,11.345,10.686,11.216
535,M,False,12.372,12.375,12.766,12.608,12.69
536,M,False,13.688,14.125,14.397,14.208,14.841
537,M,False,38.132,37.812,37.804,37.967,38.664
538,M,True,51.408,52.18,51.975,52.024,51.835
539,M,False,57.214,56.964,56.696,56.924,57.097
540,M,False,57.323,57.441,57.464,57.371,57.541
541,M,True,17.619,18.022,17.75,17.617,17.833
542,M,False,15.235,15.156,14.954,14.796,14.637
543,M,False,63.323,62.905,62.93,62.906,62.847
544,M,False,48.392,48.526,48.736,48.887,48.863
545,M,False,19.956,17.853,16.55,17.094,16.982
546,M,True,23.179,21.964,23.363,23.039,25.03
547,M,False,41.793,41.763,40.308,41.392,41.939
548,M,True,17.211,17.7,17.818,17.112,17.359
549,M,True,23.493,23.885,23.126,24.336,24.413
550,M,False,27.175,26.997,28.262,28.006,27.741
551,M,True,34.591,33.952,34.193,34.048,34.555
552,M,False,41.737,41.733,42.236,41.49,41.471
553,M,True,51.127,51.253,51.467,51.662,51.431
554,M,False,51.796,51.57,51.36,51.342,51.217
555,M,False,45.051,45.234,44.947,44.744,44.689
556,M,True,34.69,34.911,34.43,33.578,33.666
557,M,False,31.875,31.911,31.941,32.485,32.264
558,M,False,30.103,30.135,30.201,29.985,30.151
559,M,False,39.521,39.068,39.088,38.748,39.783
560,M,False,29.858,29.724,29.209,29.355,29.085
561,M,True,56.022,56.408,56.101,56.795,56.29
562,M,True,56.049,56.41,56.117,56.094,55.812
563,M,True,11.674,12.268,12.117,11.711,10.117
564,M,True,58.09,58.127,58.163,58.057,58.119
565,M,True,57.087,56.806,56.762,56.694,56.792
566,M,False,56.931,56.851,56.921,56.863,57.131
567,M,True,24.17,26.744,24.911,25.505,26.007
568,M,True,56.169,55.532,55.749,55.454,54.801
569,M,False,55.391,54.988,55.39,55.449,55.26
570,M,False,23.139,24.896,24.626,20.895,24.134
571,M,False,55.26,55.362,55.359,55.266,55.062
572,M,False,55.062,55.343,55.362,55.404,55.287
573,M,False,21.702,24.024,24.589,23.639,22.933
574,M,True,54.829,54.797,55.12,54.904,54.801
575,M,True,51.055,51.07,51.155,51.275,51.421
576,M,False,45.193,44.84,44.531,44.565,44.556
577,M,True,44.378,44.46,44.567,43.843,43.895
578,M,True,35.801,35.714,35.741,35.813,35.265
579,M,True,31.987,31.531,31.725,32.129,31.917
580,M,False,30.482,30.853,29.673,30.37,30.78
581,M,False,29.721,28.495,28.857,29.345,29.37
582,M,False,27.926,29.338,28.502,30.314,31.896
583,M,True,12.435,12.5,11.909,12.274,12.573
584,M,False,12.475,12.642,12.638,12.837,12.643
585,M,True,18.244,18.693,16.891,16.744,15.863
586,M,False,16.891,16.744,15.863,14.615,15.409
587,M,False,27.923,27.658,27.643,27.583,26.978
588,M,True,31.09,30.976,29.861,29.67,27.908
589,M,False,27.448,28.091,28.27,28.654,27.447
590,M,False,43.843,43.677,44.038,44.083,44.356
591,M,False,21.158,21.426,20.669,20.158,20.181
592,M,False,28.953,29.396,28.173,27.225,29.106
593,M,False,37.946,38.473,38.939,38.99,39.128
594,M,False,14.081,14.221,14.217,14.007,13.511
595,M,False,28.505,28.528,27.551,27.664,28.369
596,M,False,20.08,20.65,20.722,20.657,19.861
597,M,True,13.882,14.068,13.823,14.181,14.018
598,M,False,12.861,13.179,12.979,13.02,13.026
599,M,False,43.489,43.489,42.933,43.07,43.09
600,M,True,56.773,56.756,56.394,56.528,56.404
601,M,False,56.404,56.123,56.085,56.257,55.942
602,M,True,37.617,37.797,37.308,38.132,37.913
603,M,False,38.023,37.828,38.133,37.835,37.76
604,M,False,38.133,37.835,37.76,37.798,37.114
605,M,True,33.698,33.792,33.981,34.18,34.231
606,M,False,31.162,32.061,32.012,31.491,31.475
607,M,True,10.729,7.5674,8.0404,8.2075,8.3502
608,M,False,9.3728,9.7607,9.3719,8.8802,9.2341
609,M,True,44.232,45.03,44.503,42.469,41.196
610,M,True,38.865,38.571,38.292,38.52,39.097
611,M,False,35.464,35.434,34.311,34.99,33.944
612,M,True,35.913,33.309,33.721,35.555,36.027
613,M,False,34.76,33.942,32.834,32.045,33.264
614,M,False,30.037,29.967,30.611,31.293,30.841
615,M,False,35.483,35.597,36.827,35.728,35.33
616,M,False,41.079,41.456,41.438,41.691,41.601
617,M,False,52.995,53.018,53.213,53.025,53.059
618,M,True,51.666,52.198,52.697,53.285,53.045
619,M,True,55.128,54.744,55.155,55.239,54.106
620,M,False,54.106,54.535,54.777,55.242,55.249
621,M,False,55.55,56.022,55.927,56.211,56.055
622,M,False,55.927,56.211,56.055,56.188,56.72
623,M,False,57.215,57.997,57.59,57.611,57.274
624,M,False,57.014,57.297,57.307,57.483,58.187
625,M,False,58.268,58.613,58.858,58.704,58.843
626,M,False,58.843,58.766,58.784,58.715,58.687
627,M,True,59.733,58.691,58.741,58.157,57.959
628,M,True,52.829,52.719,52.501,52.272,52.234
629,M,False,52.047,51.956,52.095,52.123,51.509
630,M,True,49.752,49.154,48.729,48.828,47.608
631,M,True,46.635,46.369,46.444,46.597,46.731
632,M,False,46.444,46.597,46.731,46.858,46.729
633,M,True,40.174,40.466,40.132,40.785,40.283
634,M,False,40.353,40.147,40.703,40.883,40.536
635,M,False,40.42,40.172,39.31,39.46,39.404
636,M,True,36.553,35.501,35.302,35.437,35.721
637,M,True,32.133,31.876,31.833,31.418,30.424
638,M,False,31.738,30.936,30.839,31.616,30.687
639,M,False,31.631,31.506,31.57,30.586,30.787
640,M,True,30.712,31.342,30.743,30.14,30.392
641,M,False,24.928,25.306,25.213,26.039,24.739
642,M,True,28.053,27.844,27.664,27.86,27.738
643,M,False,29.569,28.926,28.352,27.989,27.69
644,M,False,33.35,33.311,33.767,34.027,34.649
645,M,False,7.611,7.1739,10.16,6.2025,11.334
646,M,False,15.826,16.709,15.728,15.112,14.897
647,M,False,40.127,40.242,40.383,39.668,38.925
648,M,False,19.817,20.435,19.217,18.534,19.916
649,M,False,50.621,50.752,51.334,51.59,51.416
650,M,False,22.582,22.779,22.65,23.062,23.104
651,C,True,25.494,25.354,25.373,25.858,26.905
652,C,True,26.313,27.365,24.837,24.016,25.159
653,C,False,2.8372,3.1099,3.1174,3.6993,3.8791
654,C,False,14.004,12.489,12.988,12.403,13.288
655,C,False,9.9762,9.9772,9.8957,9.8298,10.135
656,C,False,5.5833,12.213,5.8161,9.8836,9.7336
657,C,False,27.215,26.784,27.044,25.684,24.341
658,C,False,20.904,22.491,19.175,17.287,18.286
659,C,False,53.232,51.468,52.673,54.247,53.094
660,C,True,38.754,39.013,39.087,39.159,39.025
661,C,False,20.02,19.74,19.382,19.561,19.654
662,C,False,49.043,47.452,47.267,48.791,48.11
663,C,False,11.207,13.456,15.647,12.212,10.341
664,C,False,19.444,19.989,19.913,19.234,19.517
665,C,True,2.2444,2.871,3.4991,3.3702,2.1169
666,C,True,27.009,27.092,26.553,27.233,26.154
667,C,False,20.938,21.288,20.328,20.076,19.974
668,C,False,23.013,21.725,21.262,20.326,20.144
669,C,False,11.58,10.967,10.944,11.509,11.579
670,C,True,17.787,18.917,18.57,18.813,19.274
671,C,False,51.606,51.83,52.109,52.325,52.365
672,C,False,43.299,42.978,43.023,42.279,41.916
673,C,False,17.137,16.536,16.322,15.514,15.329
674,C,False,9.5098,12.805,13.076,10.857,10.062
675,C,False,21.375,21.409,21.258,21.141,20.768
676,C,False,15.679,15.36,15.26,14.969,14.913
677,C,True,45.658,46.467,46.201,46.304,45.941
678,C,False,13.467,13.907,13.702,13.428,13.943
679,C,False,11.415,11.633,12.739,12.703,12.933
680,C,False,35.615,36.911,33.842,34.543,34.671
681,C,False,20.327,20.342,20.383,20.692,20.16
682,C,True,32.56,32.729,32.712,32.94,33.051
683,C,False,6.8234,6.8834,6.6354,4.5006,5.4022
684,C,False,56.731,57.143,56.367,57.012,57.089
685,C,False,17.787,18.917,18.57,18.813,19.274
686,C,False,0.0,28.058,34.365,0.0,9.8361
687,C,True,37.713,37.985,37.889,37.956,38.147
688,C,False,37.398,36.037,35.016,37.707,31.71
689,C,False,15.653,15.716,16.2,18.627,16.137
690,C,False,35.535,36.384,38.576,36.658,37.781
691,C,False,8.0172,6.7843,6.6963,6.8376,6.9924
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,18.144,17.833,17.554,18.033,17.633
694,C,False,29.362,29.285,28.996,29.561,29.194
695,C,False,0.76373,1.1727,0.92005,0.92988,0.92249
696,C,False,42.419,42.373,42.788,42.696,42.667
697,C,False,20.625,21.32,21.455,21.094,21.248
698,C,False,9.089,9.1499,9.0669,9.496,9.8889
699,C,False,10.442,10.736,10.403,10.375,10.322
700,C,False,3.3911,3.7186,3.422,2.989,2.9275
701,C,False,5.6554,5.4067,5.7345,5.2246,5.1773
702,C,True,21.527,20.849,23.001,17.341,16.198
703,C,False,38.592,38.754,38.662,38.773,38.885
704,C,False,8.8055,8.0299,7.3928,8.2002,5.5532
705,C,False,44.601,44.631,44.506,44.427,44.233
706,C,False,20.809,21.043,20.763,21.775,21.567
707,C,False,19.027,17.851,18.799,17.171,17.619
708,C,False,22.32,22.475,22.611,22.682,22.23
709,C,False,4.3296,4.0982,3.7752,4.6767,4.0953
710,C,True,10.334,10.52,10.759,10.254,10.54
711,C,False,9.2667,9.6794,10.232,11.383,9.9545
712,C,False,42.251,41.828,41.993,41.937,42.401
713,C,False,54.744,54.797,55.12,55.538,55.014
714,C,False,20.572,20.528,20.383,20.456,19.992
715,C,False,43.04,43.14,43.11,42.553,42.72
716,C,False,22.518,22.256,22.08,21.671,21.387
717,C,False,13.087,13.08,13.545,13.21,13.623
718,C,True,4.1167,4.4598,4.5279,4.9136,3.5719
719,C,False,31.606,31.129,32.153,33.774,33.898
720,C,False,3.6907,5.7908,5.598,6.8652,6.5789
721,C,False,6.0269,6.0115,6.4742,7.0418,7.1777
722,C,False,27.448,27.956,25.971,24.698,23.607
723,C,False,27.793,26.614,26.431,26.163,26.425
724,C,False,4.7123,5.8676,5.4798,4.2075,5.689
725,C,True,18.651,15.75,18.521,16.96,17.952
726,C,False,17.835,17.961,17.799,18.171,18.343
727,C,False,14.218,13.924,13.874,13.8,13.762
728,C,False,21.412,21.449,21.668,20.927,20.886
729,C,False,24.986,25.742,27.076,27.643,26.786
730,C,False,19.445,18.371,17.934,19.02,18.57
731,C,False,24.48,24.99,24.832,24.158,25.01
732,C,False,27.141,27.452,27.058,26.986,27.698
733,C,False,21.774,21.53,21.85,21.681,21.52
734,C,False,47.502,47.37,47.316,46.333,47.055
735,C,False,1.5588,1.2675,1.7744,0.87811,0.87364
736,C,False,25.494,25.354,25.373,25.858,26.905
737,C,False,26.374,26.937,26.76,27.123,26.611
738,C,False,33.243,32.665,34.459,33.821,34.236
739,C,False,16.158,14.961,15.191,15.427,15.999
740,C,False,37.369,36.882,36.305,36.357,36.982
741,C,False,6.7055,7.2202,6.7665,6.5887,6.6794
742,C,False,27.842,26.352,25.38,25.666,25.023
743,C,False,27.603,27.688,27.685,27.95,27.929
744,C,False,39.32,37.749,37.793,37.836,38.344
745,C,False,38.858,39.436,39.233,54.224,39.76
746,C,False,19.459,19.609,19.696,19.141,19.577
747,C,False,45.451,43.878,43.498,44.437,43.352
748,C,False,27.305,27.852,27.983,27.034,28.127
749,C,False,38.754,39.013,39.087,39.159,39.025
750,C,False,20.616,20.543,20.335,20.697,21.111
751,C,False,20.365,20.894,20.675,20.871,20.646
752,C,False,2.7898,2.6518,3.1113,3.6338,3.0571
753,C,False,26.297,26.047,26.283,25.864,25.883
754,C,False,33.268,33.01,33.48,33.434,33.486
755,C,False,26.363,26.177,24.961,25.207,25.853
756,C,False,10.724,10.749,17.22,34.116,30.257
757,C,False,33.02,32.358,31.466,31.615,31.472
758,C,False,37.661,37.942,38.497,37.714,37.967
759,C,False,8.9997,8.4463,8.3752,8.4802,8.5766
760,C,False,19.461,20.094,19.455,19.386,19.416
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,2.2444,2.871,3.4991,3.3702,2.1169
763,C,False,45.194,44.604,46.105,45.224,45.128
764,C,False,16.869,16.741,16.618,16.553,17.093
765,C,False,27.327,25.635,24.311,26.099,26.237
766,C,False,21.671,21.424,22.645,21.705,21.717
767,C,False,40.825,40.209,43.944,38.841,38.578
768,C,False,31.683,30.595,31.294,31.075,30.672
769,C,False,32.56,32.729,32.712,32.94,33.051
770,C,False,3.7227,3.9968,3.9405,3.9349,4.1662
771,C,False,33.801,33.847,33.884,35.392,35.765
772,C,False,46.244,46.36,46.426,46.509,47.098
773,C,False,18.651,15.75,18.521,16.96,17.952
774,C,False,41.25,41.526,41.609,41.416,41.565
775,C,False,41.174,41.09,41.3,41.435,41.562
776,C,False,29.772,23.075,24.358,23.493,23.696
777,C,False,35.235,35.385,35.633,35.776,35.595
778,C,False,6.5696,6.9865,6.2326,6.2338,6.4427
779,C,False,36.364,19.014,30.62,20.991,17.161
780,C,False,12.492,12.224,12.198,12.645,12.798
781,C,False,7.3657,9.0592,8.0946,7.7317,8.6273
782,C,False,44.045,44.37,44.191,44.304,43.912
783,C,False,17.249,16.71,16.463,16.865,16.367
784,C,False,13.375,10.901,12.732,10.761,11.535
785,C,False,8.6482,8.6772,9.1392,8.7909,8.783
786,C,False,12.223,12.352,11.831,12.805,13.042
787,C,False,0.0,0.0,42.857,16.667,0.0
788,C,False,33.952,34.026,33.354,33.492,33.01
789,C,False,19.823,19.806,20.215,20.033,19.93
790,C,False,24.51,25.141,25.26,25.156,25.16
791,C,True,16.095,15.996,17.386,17.284,16.524
792,C,False,19.976,19.89,20.508,20.047,20.236
793,C,False,32.103,31.491,30.674,29.874,31.198
794,C,False,15.774,15.861,16.037,16.077,15.635
795,C,False,24.829,24.653,24.841,24.734,24.57
796,C,False,4.1167,4.4598,4.5279,4.9136,3.5719
797,C,False,49.586,44.057,45.424,44.464,42.658
798,C,False,24.792,24.511,24.282,24.674,24.273
799,C,False,54.064,53.723,53.602,53.322,53.492
800,C,False,34.017,34.056,33.571,34.568,34.697
801,C,False,22.615,18.443,21.039,22.463,19.551
802,C,False,19.354,20.068,20.041,19.472,19.78
803,C,False,52.729,52.779,51.978,52.967,53.782
804,C,False,0.76687,0.86705,2.3904,2.6243,1.8913
805,C,False,49.454,49.044,49.506,49.145,49.455
806,C,False,38.333,37.654,38.474,38.277,37.795
807,C,False,0.75791,0.97734,1.2125,0.95915,0.43259
808,C,False,23.001,17.341,16.198,22.095,16.023
809,C,False,13.048,13.067,13.159,13.494,13.378
810,C,True,28.679,28.461,29.067,28.911,28.734
811,C,False,35.252,35.279,35.658,35.368,35.181
812,C,True,19.778,19.729,19.4,18.201,18.322
813,C,False,17.403,17.821,17.414,18.625,16.455
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,26.313,27.365,24.837,24.016,25.159
816,C,False,58.192,59.077,59.483,59.903,60.055
817,C,False,14.943,16.091,16.896,18.287,15.627
818,C,False,27.217,27.093,26.315,27.899,26.27
819,C,False,28.679,28.461,29.067,28.911,28.734
820,C,False,33.318,33.234,34.246,34.172,32.917
821,C,False,39.557,38.414,38.469,38.174,38.096
822,C,False,56.33,56.361,56.493,56.397,56.381
823,C,False,4.8522,3.8066,3.1644,3.8597,4.7319
824,C,False,39.829,40.232,39.848,39.08,39.554
825,C,False,30.631,30.234,31.242,30.871,31.219
826,C,False,53.103,52.009,52.64,52.411,51.424
827,C,False,4.6755,4.2902,3.4459,5.2671,3.6925
828,C,False,13.455,13.939,11.87,12.977,11.423
829,C,False,33.341,33.197,33.248,33.259,33.253
830,C,False,6.8384,6.9683,6.7006,7.0146,7.0895
831,C,False,18.614,18.572,19.065,19.001,19.462
832,C,False,14.728,14.787,13.93,14.143,13.448
833,C,False,16.029,16.148,15.468,15.673,16.021
834,C,False,26.089,28.97,26.79,25.688,27.08
835,C,False,39.129,39.336,39.448,39.308,39.527
836,C,False,9.1094,9.0576,9.1747,8.9378,8.8522
837,C,False,48.223,48.598,48.398,47.445,46.255
838,C,False,19.778,19.729,19.4,18.201,18.322
839,C,False,13.328,12.397,12.478,13.067,13.151
840,C,False,26.343,26.05,25.432,25.511,25.624
841,C,False,45.658,46.467,46.201,46.304,45.941
842,C,False,25.118,25.938,26.487,26.501,26.28
843,C,False,13.858,14.223,14.012,13.94,14.122
844,C,False,10.334,10.52,10.759,10.254,10.54
845,B,True,35.518,36.045,35.567,35.173,34.502
846,B,False,33.25,34.172,34.294,35.433,34.075
847,B,False,5.4138,4.939,5.6926,5.6404,5.1009
848,B,False,0.58442,0.41074,0.69009,0.50939,0.3714
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,33.746,33.134,32.131,32.113,32.527
851,B,False,31.945,32.098,29.834,29.631,29.246
852,B,False,34.863,33.914,33.33,33.279,34.08
853,B,False,24.786,23.618,23.891,10.312,14.65
854,B,False,4.2983,4.0127,4.7017,5.2504,5.096
855,B,True,42.053,42.42,40.239,41.323,39.51
856,B,False,66.647,65.429,65.185,65.185,65.427
857,B,True,2.987,4.2501,2.9833,4.1978,4.1087
858,B,False,5.8764,7.6718,6.9091,6.291,5.0129
859,B,False,11.869,12.078,10.366,10.99,10.769
860,B,True,13.307,12.398,13.179,13.707,13.456
861,B,True,35.519,35.822,36.178,35.569,35.451
862,B,True,33.556,24.189,25.298,26.686,38.792
863,B,True,11.149,10.945,10.482,10.509,10.921
864,B,False,4.0536,4.3245,4.4451,4.8454,5.0637
865,B,False,8.6246,8.3696,5.9983,7.1716,6.6235
866,B,True,9.8686,10.253,9.8793,10.286,10.212
867,B,True,17.459,15.562,16.441,14.901,15.024
868,B,False,25.86,26.749,28.214,27.724,26.71
869,B,True,22.775,22.897,22.481,21.376,21.745
870,B,True,21.602,21.277,20.719,20.046,20.176
871,B,True,9.638,9.2706,9.2469,8.2722,8.9183
872,B,True,5.0932,5.5105,4.4618,4.9049,5.0897
873,B,True,33.028,33.184,32.689,33.239,33.75
874,B,True,34.608,34.904,36.819,34.494,33.78
875,B,True,57.283,56.58,57.011,55.817,55.632
876,B,True,40.354,36.745,35.731,35.975,36.325
877,B,False,38.342,38.469,38.822,38.287,38.223
878,B,False,37.38,37.391,37.286,38.103,38.452
879,B,True,3.3243,3.384,3.477,3.0251,3.1643
880,B,False,4.4336,4.1917,4.3218,4.1422,3.8911
881,B,False,18.091,17.788,17.894,22.182,22.153
882,B,True,13.224,13.27,14.079,12.904,12.719
883,B,True,18.994,20.136,20.78,21.177,20.492
884,B,False,3.9344,3.3659,3.5831,3.9216,4.1537
885,B,False,5.4749,4.3371,4.7775,3.9698,4.0411
886,B,False,6.3011,5.4637,5.6751,6.3372,5.8847
887,B,True,42.442,42.725,41.325,40.921,43.993
888,B,False,11.672,11.013,11.618,11.339,11.922
889,B,True,23.174,23.398,20.941,20.391,20.744
890,B,True,22.193,20.316,20.946,20.164,22.661
891,B,True,0.0,11.047,16.782,28.339,36.967
892,B,True,44.165,44.062,43.615,43.534,42.167
893,B,False,2.7047,2.4242,1.772,1.7313,2.4756
894,B,False,20.609,20.551,21.036,20.429,19.038
895,B,False,3.7945,4.7382,4.5161,4.6569,4.739
896,B,False,27.749,28.549,28.076,28.938,27.882
897,B,False,52.929,51.557,51.865,52.978,51.125
898,B,False,33.463,34.862,35.938,35.745,35.835
899,B,False,35.273,35.043,34.115,34.599,36.061
900,B,False,28.361,28.792,29.546,29.59,29.169
901,B,True,27.057,27.549,28.487,24.983,25.858
902,B,True,4.1973,3.2389,3.1395,4.038,3.6315
903,B,False,6.442,5.0738,4.9044,4.6987,5.1988
904,B,False,8.7101,8.5069,7.8574,8.6433,7.4391
905,B,True,20.725,20.558,20.142,20.232,20.147
906,B,False,62.118,62.602,62.007,62.312,62.057
907,B,True,20.217,20.84,18.329,18.058,19.451
908,B,False,4.1965,4.4196,3.6539,4.7855,4.9542
909,B,False,11.854,12.944,11.863,11.686,9.7438
910,B,True,17.467,18.97,18.962,19.862,25.939
911,B,False,16.119,19.424,17.697,19.92,11.144
912,B,False,18.415,18.643,19.357,19.546,21.145
913,B,True,7.4738,8.2257,7.3936,7.644,7.5164
914,B,False,33.628,34.995,35.056,34.391,34.699
915,B,False,37.349,36.53,35.436,35.031,36.333
916,B,False,15.625,14.019,15.79,15.819,14.87
917,B,False,67.618,67.229,66.085,66.364,66.207
918,B,False,46.326,46.418,45.052,45.254,42.45
919,B,False,11.372,10.583,10.929,12.186,12.523
920,B,False,0.73678,0.77876,0.99865,1.0993,1.2268
921,B,True,21.241,20.326,18.526,19.826,19.686
922,B,False,13.169,7.0155,6.7715,6.3549,5.2874
923,B,True,34.47,36.42,37.62,39.042,38.978
924,B,False,16.549,16.978,17.151,16.395,18.092
925,B,False,14.348,14.815,14.377,15.54,14.221
926,B,True,7.2559,6.2399,7.684,8.0266,11.205
927,B,True,16.23,17.917,18.24,17.249,17.975
928,B,False,4.5194,3.9021,4.6541,3.6341,4.3699
929,B,False,44.065,44.153,44.111,44.292,44.214
930,B,False,16.001,13.201,15.543,18.326,12.933
931,B,False,53.4,52.951,53.216,53.047,52.925
932,B,True,52.871,54.219,54.875,56.685,57.548
933,B,False,4.7536,5.1164,3.9061,5.0702,5.9844
934,B,True,28.109,26.941,27.565,28.349,28.994
935,B,False,11.245,13.13,20.038,20.547,17.975
936,B,False,2.8736,2.2509,3.1845,2.9775,2.4377
937,B,False,17.673,17.788,17.695,18.138,18.051
938,B,True,9.4723,9.6988,9.5486,8.8335,9.7266
939,B,False,15.023,16.597,15.268,15.871,16.628
940,B,False,4.9575,4.8159,3.8748,3.7267,2.707
941,B,False,10.083,10.181,9.9491,8.8115,10.748
942,B,False,14.234,13.871,12.78,12.441,13.251
943,B,True,50.207,51.526,52.029,52.359,52.051
944,B,False,44.244,44.448,43.368,43.817,43.659
945,B,True,8.098,8.9109,7.3707,8.1505,9.3081
946,B,False,20.424,21.06,21.84,20.754,20.273
947,B,True,19.781,20.584,21.302,20.753,21.515
948,B,False,15.689,15.35,16.918,18.238,16.366
949,B,False,10.64,11.21,11.292,15.619,16.98
950,B,False,2.1785,2.8631,1.7627,1.2586,1.5788
951,B,True,10.552,10.285,10.118,9.3514,9.884
952,B,True,39.979,40.351,40.27,40.69,40.364
953,B,False,5.8131,5.742,4.9089,4.5349,4.733
954,B,False,20.201,19.128,19.39,20.249,20.099
955,B,False,43.498,42.248,42.324,42.415,42.634
956,B,False,25.846,26.215,26.485,26.308,26.758
957,B,True,32.795,31.721,31.913,32.756,34.468
958,B,True,19.801,19.971,19.849,19.681,19.61
959,B,False,58.792,59.712,58.383,59.627,59.097
960,B,True,0.0,0.0,0.0,0.0,0.0
961,B,False,4.3128,4.1685,3.6536,2.697,2.0708
962,B,True,11.443,10.209,10.392,9.5091,9.6414
963,B,True,3.3612,3.6309,3.6935,4.1404,4.0116
964,B,False,22.661,24.039,21.658,25.074,29.003
965,B,True,17.295,17.495,17.755,17.258,18.324
966,B,True,36.458,34.406,34.094,31.899,30.965
967,B,True,47.464,47.155,47.218,46.647,46.573
968,B,True,37.498,38.088,40.647,37.634,44.323
969,B,False,23.201,24.16,18.026,23.399,19.088
970,B,False,41.179,40.962,38.135,38.493,40.36
971,B,True,6.7239,6.6406,11.614,12.237,16.586
972,B,False,25.418,25.219,25.28,25.914,25.836
973,B,False,39.572,39.365,40.535,40.015,39.952
974,B,False,25.683,24.144,25.617,26.209,25.506
975,B,True,10.157,9.8073,10.446,11.422,10.47
976,B,True,58.589,59.018,59.524,59.168,58.899
977,B,False,15.759,15.749,16.039,15.181,14.466
978,B,False,52.757,53.42,53.173,53.618,54.479
979,B,False,58.176,56.207,56.157,55.528,57.716
980,B,True,18.486,20.476,19.106,18.81,19.235
981,B,False,3.1612,3.7611,4.329,5.3248,3.0693
982,B,False,29.966,26.773,21.116,19.127,17.819
983,B,False,1.0268,1.3272,2.2654,2.2152,1.6604
984,B,True,31.46,31.659,31.052,30.804,30.891
985,B,False,36.119,36.143,35.164,35.025,35.545
986,B,False,33.974,33.061,33.288,33.599,33.153
987,B,True,20.525,21.733,19.607,20.953,21.708
988,B,True,20.791,17.326,15.513,14.651,11.813
989,B,False,18.667,19.078,17.944,17.711,17.16
990,B,False,18.763,18.138,16.999,17.559,17.938
991,B,False,28.45,28.359,28.099,28.412,27.911
992,B,False,0.45455,0.59374,0.45788,0.78813,0.96022
993,B,False,12.733,13.635,13.429,13.116,13.132
994,B,True,0.0,1.5272,1.9969,1.9384,1.8351
995,B,False,33.412,33.105,33.955,34.684,35.491
996,B,True,41.142,42.32,42.562,43.415,43.891
997,B,False,27.462,26.012,27.942,27.68,28.861
998,B,False,0.27045,0.66473,0.40664,0.30664,0.4438
999,B,True,8.9818,8.9984,8.8105,8.2232,8.6773
1000,B,True,20.851,20.008,20.902,20.498,21.149
1001,B,True,28.976,29.959,30.26,30.407,30.438
1002,B,False,3.3781,4.1965,4.4196,3.6539,4.7855
1003,B,False,12.893,12.763,11.115,11.368,12.009
1004,B,False,12.116,11.322,13.102,12.354,12.582
1005,B,True,7.1304,8.712,8.9845,6.3527,10.0
1006,B,True,21.435,22.659,22.329,21.952,21.315
1007,B,False,5.6223,6.4984,4.7594,6.5217,6.1969
1008,B,True,3.726,3.1555,3.5283,3.7707,3.7756
1009,B,False,4.5014,5.4776,4.6924,5.9244,6.1482
1010,B,True,30.588,30.296,30.955,31.645,31.798
1011,B,False,38.073,37.953,36.824,37.531,36.89
1012,B,False,43.495,43.089,43.11,43.326,43.032
1013,B,False,16.766,15.558,16.36,12.318,13.356
1014,B,False,66.004,65.635,65.73,66.647,65.429
1015,B,True,7.4811,7.0399,7.1829,6.8559,6.7316
1016,B,True,19.832,21.39,22.812,22.215,24.783
1017,B,False,7.4088,7.3755,7.0504,6.7809,6.9341
1018,B,False,50.132,49.228,50.165,49.623,49.737
1019,B,True,3.0698,2.878,2.0664,1.822,3.4509
1020,B,False,22.561,22.758,22.184,21.63,21.26
1021,B,True,26.975,27.501,28.731,28.663,27.818
1022,B,True,37.961,38.352,37.994,37.815,38.931
1023,B,True,26.436,26.429,25.501,25.045,26.118
1024,B,True,16.254,15.99,16.767,14.161,14.319
1025,B,False,1.3023,0.89708,2.389,3.232,3.6469
1026,B,False,14.364,15.255,14.966,15.042,15.778
1027,B,True,2.9484,3.5711,3.2088,3.4552,3.2883
1028,B,False,24.783,24.055,25.0,25.909,24.858
1029,B,False,4.4234,4.7901,4.5719,5.0244,4.2806
1030,B,False,16.33,16.319,17.132,17.59,17.594
1031,B,False,34.021,33.87,30.075,34.235,34.176
1032,B,True,20.187,20.143,19.876,19.752,19.662
1033,B,True,13.996,14.311,14.315,13.822,14.997
1034,B,True,3.8171,4.1718,3.9916,3.5037,3.954
1035,B,True,30.332,30.278,30.696,30.379,30.052
1036,B,False,8.3398,6.7943,8.0326,7.9345,6.2749
1037,B,False,7.8564,7.2721,7.0258,6.914,6.0437
1038,B,False,11.554,12.19,11.904,11.269,10.823
1039,B,True,28.475,28.707,28.713,28.979,28.025
1040,B,True,2.6229,2.8456,3.2643,3.3473,2.4179
1041,B,False,7.5693,7.6205,8.0159,8.1708,8.5106
1042,B,False,57.033,57.001,56.621,56.001,56.265
1043,B,False,4.1404,4.0116,3.5235,3.5196,3.4084
1044,B,True,36.833,36.777,36.073,36.793,37.764
1045,B,False,11.269,12.488,12.355,12.161,12.192
1046,B,False,14.301,13.447,15.514,15.693,12.45
