,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5
1582,B,False,62.385,63.567,63.318,63.92,64.259
1583,B,False,52.836,53.488,53.438,53.914,54.584
1584,B,False,68.122,67.778,68.045,68.76,69.908
1585,B,False,64.581,65.443,65.929,66.91,67.254
1586,B,False,60.028,61.593,59.442,59.948,60.368
1587,B,False,30.007,30.799,30.928,31.557,31.643
1588,B,False,48.07,48.649,47.544,48.499,48.286
1589,B,False,55.424,55.719,56.214,56.792,57.036
1590,B,False,33.375,33.383,33.999,34.164,34.606
1591,B,True,60.983,59.471,59.751,59.247,59.729
1592,B,False,51.263,51.295,50.479,50.037,49.168
1593,B,False,46.844,46.56,46.128,46.156,45.948
1594,B,False,44.944,44.944,44.588,43.767,43.527
1595,B,False,46.138,45.392,46.256,46.821,47.739
1596,B,False,41.181,44.127,44.72,45.56,45.25
1597,B,False,43.199,42.994,43.549,43.219,43.152
1598,B,False,39.657,39.438,39.145,38.64,38.732
1599,B,True,53.746,52.438,51.457,51.559,51.136
1600,B,False,80.161,79.747,77.581,74.933,71.923
1601,B,False,51.03,51.743,52.363,52.473,52.36
1602,B,False,52.112,51.371,51.638,51.78,52.372
1603,B,False,29.41,29.001,28.756,28.65,28.278
1604,B,False,42.929,42.388,42.21,41.62,41.456
1605,B,False,52.871,53.916,53.98,53.132,53.867
1606,B,False,61.207,60.628,59.876,57.276,57.396
1607,B,False,78.531,79.098,78.515,78.546,78.991
1608,B,True,44.797,43.99,43.745,44.197,43.691
1609,B,True,49.53,47.875,49.747,51.271,49.113
1610,B,False,43.105,42.956,42.442,42.679,42.679
1611,B,False,59.436,65.409,62.709,61.828,62.442
1612,B,False,81.515,83.813,73.386,77.081,73.976
1613,B,False,43.315,43.085,43.184,43.708,43.912
1614,B,False,40.817,40.294,40.665,41.881,41.212
1615,B,False,48.423,48.622,48.759,48.517,48.259
1616,B,False,68.932,68.17,68.319,69.208,68.563
1617,B,False,61.274,61.234,59.966,59.944,59.621
1618,B,False,57.07,57.543,59.305,58.083,56.452
1619,B,False,59.518,58.548,60.75,60.883,62.216
1620,B,False,55.413,55.204,55.141,55.074,55.268
1621,B,False,54.991,54.4,55.213,54.99,53.907
1622,B,False,70.231,71.164,72.287,75.138,75.485
1623,B,False,30.032,30.055,29.88,29.921,29.666
1624,B,True,36.976,36.718,36.954,35.814,35.621
1625,B,False,70.417,71.246,70.405,71.398,70.466
1626,B,False,83.964,83.2,83.364,83.731,80.247
1627,B,False,46.128,46.612,47.176,47.544,47.4
1628,B,False,80.873,80.996,79.906,80.561,79.863
1629,B,True,49.986,49.37,50.028,51.582,50.761
1630,B,False,54.524,54.207,52.963,52.715,52.978
1631,B,False,58.67,59.521,58.419,57.987,58.902
1632,B,False,37.389,37.684,37.072,38.385,39.376
1633,B,False,28.462,27.619,27.64,27.958,27.854
1634,B,False,45.097,45.472,45.774,46.439,46.239
1635,B,False,58.235,61.746,59.588,65.071,62.168
1636,B,False,34.38,34.038,34.468,34.814,35.329
1637,B,False,49.192,49.861,49.522,49.499,48.861
1638,B,False,41.56,41.772,42.405,42.603,42.726
1639,B,False,31.522,31.72,30.949,30.938,31.21
1640,B,False,30.98,32.315,31.555,31.193,31.823
1641,B,False,52.715,52.489,52.477,52.799,52.642
1642,B,False,66.034,60.499,58.058,64.896,61.603
1643,B,False,43.389,43.487,43.312,43.39,43.453
1644,B,False,36.408,36.452,36.749,37.153,36.651
1645,B,False,35.47,36.258,36.636,37.386,37.676
1646,B,False,31.341,32.628,32.468,32.086,34.339
1647,B,False,36.084,36.475,36.966,36.943,36.958
1648,B,False,52.644,53.443,53.17,52.773,52.984
1649,B,False,46.411,45.891,46.29,46.603,46.094
1650,B,False,46.583,44.746,43.548,44.014,44.665
1651,B,True,34.619,33.618,34.224,35.258,32.89
1652,B,False,64.346,63.595,61.898,62.588,62.489
1653,B,False,39.417,39.659,40.339,40.105,40.391
1654,B,False,51.298,50.633,50.569,50.116,49.337
1655,B,False,31.162,31.194,31.342,31.639,31.687
1656,B,False,43.795,44.348,43.799,43.442,43.75
1657,B,False,76.416,77.184,77.452,76.745,75.476
1658,B,False,43.814,43.628,44.14,43.569,41.421
1659,B,False,68.218,69.564,70.032,74.112,75.145
1660,B,False,43.977,42.467,41.599,41.855,43.868
1661,B,False,41.488,41.334,40.892,40.684,41.335
1662,B,False,61.528,61.759,61.127,61.284,59.756
1663,B,False,52.363,52.473,52.36,52.578,52.762
1664,B,False,33.299,32.556,33.348,33.131,32.292
1665,B,False,39.252,39.446,40.149,40.366,41.182
1666,B,False,65.261,64.766,62.808,60.897,62.569
1667,B,False,79.377,78.501,78.208,78.981,78.3
1668,B,True,38.674,40.01,40.025,40.556,41.094
1669,B,True,46.013,45.785,45.695,45.448,45.256
1670,B,False,32.239,32.362,32.273,32.416,32.601
1671,B,False,51.245,51.748,52.108,51.193,52.298
1672,B,False,51.782,51.526,51.744,52.823,53.244
1673,B,False,77.079,75.866,73.73,73.079,71.292
1674,B,False,39.363,39.083,39.332,39.527,39.511
1675,B,False,59.758,60.279,60.601,60.535,61.289
1676,B,False,78.506,77.174,79.944,83.268,75.191
1677,B,False,52.449,52.767,53.114,53.135,53.339
1678,B,True,37.34,37.551,37.29,38.496,38.543
1679,B,False,62.29,62.987,62.839,62.541,62.103
1680,B,False,44.212,44.305,43.783,43.884,44.296
1681,B,False,26.801,25.068,24.89,26.156,40.87
1682,B,False,47.315,47.353,47.3,46.281,45.754
1683,B,False,35.546,35.665,35.682,35.763,35.399
1684,B,False,64.776,64.405,63.547,64.191,63.578
1685,B,False,33.078,31.61,32.518,31.323,31.646
1686,B,False,27.646,27.512,27.944,27.754,27.746
1687,B,False,42.452,42.507,43.901,43.932,44.659
1688,B,False,34.484,32.939,33.686,34.151,32.571
1689,B,False,81.731,83.452,83.526,83.792,84.347
1690,B,False,40.968,45.395,45.473,42.175,40.851
1691,B,False,32.825,32.871,32.804,33.032,33.153
1692,B,False,49.721,49.646,49.806,49.497,49.158
1693,B,False,41.605,42.185,41.692,41.591,41.019
1694,B,False,55.645,57.346,56.603,56.763,56.764
1695,B,False,32.021,32.165,31.249,31.639,31.1
1696,B,False,40.968,41.23,41.376,41.052,41.234
1697,B,True,43.752,43.224,43.391,43.378,41.825
1698,B,False,35.069,35.439,35.686,35.982,35.836
1699,B,False,33.506,33.346,33.839,34.296,34.483
1700,B,False,93.8,94.088,92.051,87.656,83.079
1701,B,False,65.168,68.596,68.691,70.5,71.015
1702,B,False,49.183,49.45,49.903,50.458,50.334
1703,B,False,26.662,25.97,25.464,26.87,26.096
1704,B,False,34.247,34.01,33.506,32.795,32.092
1705,B,True,64.898,63.197,62.73,62.791,63.339
1706,B,False,36.388,34.773,35.155,35.895,35.817
1707,B,False,52.254,53.442,54.002,52.73,55.427
1708,B,False,60.321,58.856,57.632,59.005,58.621
1709,B,False,47.364,47.452,47.533,48.145,48.151
1710,B,False,42.633,42.14,41.765,41.531,41.153
1711,B,False,55.64,55.541,55.304,55.616,54.752
1712,B,False,45.157,45.073,47.894,47.714,47.061
1713,B,False,42.394,41.142,40.281,39.895,39.943
1714,B,False,57.824,57.314,58.705,56.852,57.79
1715,B,False,54.844,55.448,55.44,56.523,57.092
1716,B,False,34.001,33.488,32.159,34.685,31.953
1717,B,False,62.092,61.514,63.442,66.972,70.783
1718,B,False,49.796,49.65,49.684,49.55,49.058
1719,B,False,38.599,38.576,38.869,38.441,39.334
1720,B,False,57.916,58.389,58.332,59.349,59.878
1721,B,False,35.791,36.294,36.915,37.37,39.005
1722,B,False,69.101,68.494,68.358,69.248,69.185
1723,B,False,62.862,65.128,66.665,65.84,62.403
1724,B,False,34.298,34.468,35.03,35.355,35.903
1725,B,False,72.729,73.062,73.029,73.756,72.663
1726,B,False,75.681,71.724,72.734,79.858,78.967
1727,B,False,67.457,66.851,68.622,69.437,68.614
1728,B,False,45.676,46.986,47.536,49.507,50.578
1729,B,False,54.977,54.706,54.484,55.092,55.169
1730,B,False,50.028,51.582,50.761,50.389,51.493
1731,B,False,37.515,38.497,39.898,38.17,37.709
1732,B,False,31.077,31.219,31.406,31.671,32.294
1733,B,False,57.929,58.071,57.601,57.582,57.953
1734,B,False,63.125,62.998,62.274,61.607,61.753
1735,B,False,65.467,67.781,67.111,70.264,69.364
1736,B,False,47.736,49.002,50.35,52.595,52.301
1737,B,False,37.681,38.043,38.067,38.794,38.663
1738,B,False,62.378,61.814,61.287,60.608,61.559
1739,B,False,32.76,31.812,32.696,32.504,33.241
1740,B,False,53.626,53.479,53.564,53.74,53.046
1741,B,False,33.062,32.866,33.729,32.65,33.58
1742,B,False,55.015,55.252,55.062,55.153,55.68
1743,B,False,83.22,81.623,80.857,81.447,81.404
1744,B,False,33.859,33.747,33.917,33.809,33.82
1745,B,False,66.153,66.264,66.709,66.106,66.116
1746,B,False,66.494,66.551,66.096,67.88,67.797
1747,B,False,59.763,59.269,60.535,61.838,61.383
1748,B,True,54.311,54.602,54.401,54.861,55.577
1749,B,False,52.58,52.662,52.835,53.276,54.0
1750,B,False,41.085,41.093,41.47,41.136,40.763
1751,B,False,31.287,30.996,31.158,31.173,31.096
1752,B,False,83.227,84.052,81.985,80.261,84.072
1753,B,False,83.626,80.62,83.56,84.65,84.468
1754,B,False,63.712,64.267,64.093,63.042,63.034
1755,B,False,58.207,57.966,57.494,57.639,57.513
1756,B,False,60.587,60.105,62.085,61.561,62.583
1757,B,False,39.869,39.984,40.809,40.652,41.064
1758,B,False,106.28,109.87,105.71,109.95,107.86
1759,B,False,56.369,56.723,56.285,57.07,57.636
1760,B,False,46.184,46.274,44.807,44.23,44.433
1761,B,False,47.564,47.128,46.863,46.872,47.655
1762,B,False,40.22,41.74,41.762,42.352,42.869
1763,B,False,31.629,31.784,31.102,31.417,30.491
1764,B,False,34.574,34.532,34.739,34.319,34.464
1765,B,False,40.532,40.335,40.19,40.1,39.838
1766,B,False,67.421,67.689,68.132,69.183,70.679
1767,B,False,46.427,48.759,48.176,48.869,47.811
1768,B,False,31.837,29.712,28.862,31.255,29.062
1769,B,False,72.816,71.514,73.395,75.08,74.321
1770,B,False,57.981,57.862,57.949,59.036,58.345
1771,B,False,65.054,65.125,66.084,64.687,64.657
1772,B,False,61.454,62.359,63.285,64.127,64.51
1773,B,False,63.249,64.356,65.862,67.494,66.691
1774,B,False,69.326,67.682,67.769,69.242,69.538
1775,B,False,39.985,40.313,40.454,40.283,40.242
1776,B,False,76.166,75.855,70.924,71.774,71.416
1777,B,False,36.896,37.484,37.015,38.059,36.638
1778,B,False,63.537,61.658,61.735,61.367,61.562
1779,B,False,44.131,44.844,46.949,48.3,48.59
1780,B,False,55.35,53.897,53.096,52.352,52.074
1781,B,False,43.114,44.222,44.79,45.15,45.568
1782,B,False,53.888,54.05,53.709,53.002,53.448
1783,B,False,56.196,56.635,56.863,57.382,57.602
1784,B,False,61.66,66.046,66.946,69.984,70.392
1785,B,False,31.075,30.89,30.831,30.774,30.954
1786,B,False,83.836,80.035,83.692,87.033,88.529
1787,B,False,52.069,53.288,53.322,53.547,54.936
1788,B,False,0.0,0.0,25.571,24.223,23.002
1789,B,False,49.317,50.015,50.387,49.626,50.3
1790,B,False,37.29,38.496,38.543,37.717,37.623
1791,B,False,64.735,62.967,63.022,64.308,63.824
1792,B,False,50.374,48.854,50.278,50.539,51.746
1793,B,False,37.621,37.919,39.584,40.85,40.314
1794,B,False,60.801,59.777,60.228,58.586,57.902
1795,B,False,82.489,79.057,75.233,75.845,76.279
1796,B,False,43.811,43.76,44.226,44.717,45.505
1797,B,False,56.494,57.881,57.487,60.918,63.179
1798,B,True,79.096,76.285,75.06,72.499,69.847
1799,B,False,56.435,55.655,54.006,53.624,53.588
1800,B,False,71.361,69.945,68.541,67.033,66.839
1801,B,False,38.53,39.179,38.683,38.667,39.369
1802,B,False,37.118,36.076,37.03,36.394,36.634
1803,B,False,58.39,58.712,57.824,57.314,58.705
1804,B,False,45.273,45.172,45.26,45.89,46.041
1805,B,False,37.073,37.198,36.294,36.536,36.34
1806,B,False,34.924,34.663,34.712,35.576,35.664
1807,B,False,32.405,33.171,31.544,34.715,32.049
1808,B,False,43.594,43.215,44.539,43.956,44.065
1809,B,False,39.977,40.929,41.551,42.923,43.845
1810,B,False,33.674,33.694,33.743,33.572,32.758
1811,B,False,36.228,35.525,34.753,35.682,35.33
1812,B,False,77.59,80.394,79.485,77.801,78.872
1813,B,False,31.283,30.833,29.83,30.533,29.946
1814,B,False,29.111,29.599,30.347,28.28,27.51
1815,B,False,33.425,33.151,32.464,31.58,30.535
1816,B,False,54.287,54.489,53.285,54.816,54.544
1817,B,False,44.704,44.353,45.423,45.115,45.082
1818,B,False,69.245,68.637,66.093,68.294,68.787
1819,B,False,51.608,51.743,51.782,51.526,51.744
1820,B,True,38.362,38.534,38.34,38.476,38.444
1821,B,False,37.04,36.571,36.155,35.95,36.045
1822,B,False,47.79,48.148,48.372,47.608,47.395
1823,B,False,45.573,45.757,45.734,45.809,46.524
1824,B,False,54.474,55.542,55.833,57.856,57.896
1825,B,False,31.842,31.805,32.26,31.882,32.727
1826,B,False,65.469,65.436,66.533,65.767,65.496
1827,B,False,43.458,43.526,43.424,43.074,41.995
1828,B,False,40.775,40.417,40.351,40.142,40.241
1829,B,False,62.731,63.209,63.172,62.353,61.795
1830,B,False,69.015,69.452,69.567,69.725,69.809
1831,B,False,59.585,57.385,55.611,54.319,51.996
1832,B,False,70.492,70.566,70.528,70.115,69.4
1833,B,False,40.213,40.504,40.413,40.587,40.675
1834,B,False,49.031,49.74,49.309,48.966,48.308
1835,B,False,67.693,69.539,69.107,69.267,69.414
1836,B,False,49.46,49.698,50.942,50.652,49.796
1837,B,False,33.906,33.411,33.491,33.484,33.729
1838,B,False,49.376,48.455,49.76,51.421,51.578
1839,B,False,79.208,80.312,82.265,83.267,83.69
1840,B,False,81.166,80.538,78.73,79.439,79.165
1841,B,False,37.248,37.003,37.119,36.875,37.095
1842,B,False,56.603,56.763,56.764,57.061,56.787
1843,B,False,72.471,72.16,71.906,72.431,73.424
1844,B,False,53.42,53.636,54.11,53.53,55.0
1845,B,False,81.976,79.633,80.503,79.021,77.594
1846,B,False,34.157,34.286,34.245,34.059,34.0
1847,B,False,53.579,53.482,53.735,54.315,54.153
1848,B,False,29.809,30.392,29.864,30.003,30.752
1849,B,False,54.259,53.679,54.496,55.695,55.341
1850,B,False,40.345,40.159,40.663,41.402,41.11
1851,B,False,42.718,43.32,43.961,43.745,43.729
1852,B,False,55.292,53.792,53.818,56.829,56.494
1853,B,False,54.351,55.211,56.717,56.598,56.951
1854,B,False,62.875,62.178,62.301,62.078,61.984
1855,B,False,62.77,62.146,62.395,62.481,62.535
1856,B,False,50.709,51.212,49.953,50.106,51.543
1857,B,False,62.783,62.919,63.183,63.873,63.882
1858,B,False,55.959,57.514,56.929,59.02,58.789
1859,B,False,78.208,78.981,78.3,77.703,76.685
1860,B,False,46.418,47.03,46.925,47.583,47.141
1861,B,False,31.291,31.296,31.657,31.165,31.633
1862,B,False,74.853,72.998,74.725,74.53,73.128
1863,B,False,54.371,53.765,53.493,53.835,53.268
1864,B,False,39.889,40.666,40.908,41.119,41.635
1865,B,False,47.134,46.801,47.021,47.45,48.008
1866,B,False,39.488,40.075,40.399,40.84,41.287
1867,B,False,33.155,10.027,12.511,0.0,22.637
1868,B,False,68.372,69.343,68.144,68.309,68.084
1869,B,False,80.206,79.634,78.381,77.576,78.066
1870,B,False,48.302,48.624,49.31,50.028,50.418
1871,B,False,50.9,51.172,50.216,50.827,50.993
1872,B,False,32.878,32.761,33.025,33.638,33.134
1873,B,False,57.75,56.773,55.683,55.044,53.992
1874,B,False,67.495,66.175,67.078,67.763,67.819
1875,B,False,57.84,56.487,56.552,56.638,55.983
1876,B,False,62.643,62.631,64.002,63.773,63.482
1877,B,False,47.066,47.375,48.056,47.938,47.961
1878,B,False,33.243,35.258,35.288,34.112,34.357
1879,B,False,57.084,56.551,56.573,57.575,58.211
1880,B,False,42.14,41.765,41.531,41.153,40.74
1881,B,False,37.827,34.701,34.103,34.237,34.608
1882,B,False,80.329,81.788,79.631,80.157,79.017
1883,B,False,49.761,49.625,50.558,50.822,49.728
1884,B,False,31.488,36.753,33.874,33.324,35.724
1885,B,False,70.053,70.305,68.584,69.426,69.176
1886,B,False,69.566,68.078,71.392,68.834,67.199
1887,B,False,71.022,70.048,69.712,68.631,68.149
1888,B,False,33.765,34.537,33.992,34.617,36.062
1889,B,False,29.854,27.494,28.351,25.998,25.572
1890,B,False,73.339,73.793,73.58,73.967,74.404
1891,B,False,38.077,38.019,38.546,39.082,39.488
1892,N,False,54.615,55.181,55.112,56.296,53.007
1893,N,False,106.61,99.255,97.716,93.706,93.967
1894,N,False,79.933,79.527,75.568,74.877,75.959
1895,N,False,51.273,50.97,50.438,50.412,50.695
1896,N,False,58.494,58.592,59.641,58.245,55.228
1897,N,False,62.294,59.62,59.344,58.551,58.7
1898,N,False,62.277,58.66,59.79,60.194,59.416
1899,N,False,40.292,40.477,41.264,40.876,41.74
1900,N,False,46.305,46.119,46.75,48.227,49.96
1901,N,False,56.764,59.608,58.645,59.984,59.614
1902,N,False,101.49,107.78,105.42,105.48,102.53
1903,N,False,48.806,48.823,49.549,47.188,46.321
1904,N,False,98.4,97.501,98.998,97.938,103.03
1905,N,False,52.052,50.692,51.233,51.409,52.901
1906,N,False,71.825,71.264,71.279,72.788,72.697
1907,N,False,67.459,65.099,66.915,66.733,67.419
1908,N,False,84.387,85.826,81.098,84.264,81.367
1909,N,False,72.442,71.512,70.577,70.758,70.493
1910,N,False,72.298,69.018,69.773,69.936,71.289
1911,N,False,72.886,72.916,80.448,80.71,80.125
1912,N,False,74.354,71.11,71.778,72.988,72.697
1913,N,False,55.557,56.158,56.291,55.639,56.166
1914,N,False,58.462,63.268,67.205,67.875,65.85
1915,N,False,64.541,63.107,64.137,64.067,66.111
1916,N,False,65.026,64.593,62.555,61.229,61.54
1917,N,False,61.727,61.546,61.046,61.439,58.551
1918,N,False,72.37,72.204,70.624,69.417,68.598
1919,N,False,72.129,71.244,72.338,72.298,71.108
1920,N,False,55.322,55.305,55.199,55.347,55.243
1921,N,False,55.083,56.206,55.343,54.885,53.749
1922,N,False,56.563,56.458,56.704,55.916,56.58
1923,N,False,52.286,52.619,53.652,53.833,52.894
1924,N,False,63.349,62.269,63.823,65.301,64.316
1925,N,False,63.895,62.26,63.354,61.569,62.645
1926,N,False,53.31,53.873,53.552,54.906,53.066
1927,N,False,57.921,60.073,56.818,57.527,56.833
1928,N,False,55.411,52.467,56.884,53.774,50.063
1929,N,False,56.791,56.279,57.489,56.833,58.178
1930,N,False,56.944,56.583,55.984,55.485,54.878
1931,N,False,62.035,61.719,58.68,60.351,60.724
1932,N,False,54.999,55.006,54.754,54.134,53.469
1933,N,False,77.551,84.361,82.749,82.898,84.968
1934,N,False,89.438,90.282,88.432,83.585,87.53
1935,N,False,48.962,45.646,46.626,46.704,46.765
1936,N,False,56.856,57.48,56.535,57.207,58.126
1937,N,False,41.959,42.019,42.192,42.4,42.42
1938,N,False,41.959,42.019,42.192,42.4,42.42
1939,N,False,64.164,62.162,60.574,62.032,61.113
1940,N,False,66.613,67.022,67.783,67.56,68.367
1941,N,False,51.568,54.634,54.402,54.85,52.925
1942,N,False,83.665,81.745,81.496,82.935,79.91
1943,N,False,53.179,52.104,52.658,52.387,52.37
1944,N,False,62.761,62.637,62.229,61.848,61.399
1945,N,False,63.881,63.784,63.538,62.659,62.665
1946,N,False,53.904,53.613,53.451,53.317,53.121
1947,N,False,61.022,63.988,66.729,60.396,60.34
1948,N,False,57.295,61.573,66.382,67.302,65.106
1949,N,False,59.732,59.758,60.228,59.514,59.157
1950,N,False,71.334,73.325,72.789,72.33,71.869
1951,N,False,65.963,65.091,57.553,64.799,64.569
1952,N,False,75.608,75.751,74.018,73.797,73.469
1953,N,False,56.694,57.971,58.658,59.009,59.096
1954,N,False,69.141,76.937,77.622,68.654,77.387
1955,N,False,58.68,58.441,59.056,60.412,60.768
1956,N,False,40.685,40.659,41.234,42.288,42.682
1957,N,False,58.394,57.341,56.792,55.99,56.42
1958,N,False,59.245,59.14,60.087,59.521,59.308
1959,N,False,50.854,50.843,50.915,50.191,50.466
1960,N,False,46.141,45.307,45.767,46.477,47.054
1961,N,False,53.014,53.459,53.502,52.888,53.975
1962,N,False,63.099,62.539,59.901,60.442,59.599
1963,N,False,64.682,65.141,65.563,65.324,65.087
1964,N,False,68.465,69.235,67.734,67.999,66.35
1965,N,False,46.777,46.171,46.095,46.555,46.327
1966,N,False,38.777,39.062,40.328,40.29,39.636
1967,N,False,43.116,42.729,41.3,41.552,42.08
1968,N,False,59.903,59.546,60.817,60.431,60.594
1969,N,False,59.903,59.546,60.817,60.431,60.594
1970,N,False,51.403,50.836,51.29,52.609,52.939
1971,N,False,47.865,48.424,48.898,48.808,49.931
1972,N,False,43.589,43.718,43.968,44.165,44.262
1973,N,False,90.545,89.311,88.207,88.713,90.615
1974,N,False,61.346,61.149,61.533,60.423,60.532
1975,N,False,57.869,57.802,58.441,58.408,58.564
1976,N,False,57.803,57.835,58.019,58.344,57.952
1977,N,False,48.678,48.666,48.032,47.972,47.868
1978,N,False,72.863,73.536,72.958,72.78,75.182
1979,N,False,51.156,50.965,50.584,51.076,51.075
1980,N,False,51.156,50.965,50.584,51.076,51.075
1981,N,False,58.824,59.173,58.631,60.302,58.823
1982,N,False,58.824,59.173,58.631,60.302,58.823
1983,N,False,51.223,49.795,49.282,50.728,50.748
1984,N,False,53.794,53.656,53.632,53.708,53.734
1985,N,False,66.191,66.716,67.347,67.348,65.981
1986,N,False,55.065,55.275,55.285,55.532,55.606
1987,N,False,55.287,54.963,55.101,55.376,55.113
1988,N,False,80.908,79.575,77.431,76.226,79.905
1989,N,False,53.673,56.446,52.487,48.375,50.467
1990,N,False,78.713,80.272,84.11,86.953,86.185
1991,N,False,81.203,78.023,75.482,80.03,75.959
1992,N,False,58.012,58.218,59.006,59.079,59.48
1993,N,False,54.462,55.397,54.75,54.395,53.827
1994,N,False,56.336,56.155,55.98,55.929,55.276
1995,N,False,72.149,73.515,74.718,75.496,74.447
1996,N,False,34.379,34.748,34.802,34.88,34.95
1997,N,False,54.98,75.666,79.369,77.466,88.997
1998,N,False,59.648,57.175,57.715,56.478,57.078
1999,N,False,72.373,72.779,73.259,72.142,74.081
2000,N,False,50.066,49.791,48.208,47.912,48.063
2001,N,False,49.784,47.145,49.962,48.87,50.851
2002,N,False,43.038,42.597,41.214,43.011,41.703
2003,N,False,37.857,38.421,39.53,39.024,40.269
2004,N,False,66.566,68.023,69.054,68.735,69.735
2005,N,False,54.402,54.339,55.521,55.914,56.306
2006,N,False,81.716,82.459,84.008,81.51,83.124
2007,N,False,62.059,62.295,61.034,62.176,62.466
2008,N,False,53.671,53.802,52.856,53.021,53.389
2009,N,False,89.676,93.22,92.124,96.191,101.09
2010,N,False,58.111,55.199,55.641,53.571,52.595
2011,N,False,44.008,43.934,42.995,43.026,43.314
2012,N,False,75.038,75.156,74.548,74.932,74.635
2013,N,False,50.144,49.98,49.714,49.39,49.438
2014,N,False,50.144,49.98,49.714,49.39,49.438
2015,N,False,92.141,90.185,93.969,96.655,96.053
2016,N,False,53.927,55.205,54.694,54.037,56.434
2017,N,False,52.725,52.235,52.509,51.837,52.103
2018,N,False,80.295,80.043,79.441,77.626,77.958
2019,N,False,72.542,72.791,73.664,74.214,73.484
2020,N,False,70.727,71.121,71.736,72.131,73.505
2021,N,False,63.166,63.03,63.177,64.074,63.919
2022,N,False,70.727,71.121,71.736,72.131,73.505
2023,N,False,68.519,67.432,67.329,67.145,67.863
2024,N,False,82.386,80.096,77.357,75.519,76.57
2025,N,False,104.05,99.214,94.408,95.49,90.387
2026,N,False,64.323,63.451,63.403,62.977,62.798
2027,N,False,62.666,62.104,62.382,61.79,60.195
2028,N,False,66.543,66.557,66.487,64.898,64.348
2029,N,False,48.007,47.645,47.595,47.432,47.322
2030,N,False,55.694,54.76,56.868,57.324,59.004
2031,N,False,63.142,64.919,64.009,62.916,64.722
2032,N,False,47.599,47.618,47.799,47.745,47.793
2033,N,False,44.646,44.705,45.005,44.325,44.312
2034,N,False,76.577,81.196,80.374,81.276,82.023
2035,N,False,71.227,70.2,73.036,70.46,68.446
2036,N,False,45.896,44.6,44.244,43.918,43.999
2037,N,False,92.518,93.375,92.944,93.608,92.25
2038,N,False,78.715,80.944,82.624,84.914,82.5
2039,N,False,51.306,50.466,50.772,50.256,50.25
2040,N,False,80.835,79.704,83.043,84.326,88.831
2041,N,False,82.688,84.207,82.978,80.947,80.255
2042,N,False,47.257,47.604,47.811,47.341,47.537
2043,N,False,41.697,42.19,41.517,40.769,41.618
2044,N,False,57.77,58.919,60.672,63.112,66.083
2045,N,False,42.395,42.424,41.888,42.52,43.137
2046,N,False,92.284,83.456,66.747,64.193,55.401
2047,N,False,61.821,64.219,63.735,63.273,64.221
2048,N,False,50.665,52.279,54.058,54.237,53.791
2049,N,False,86.58,84.058,85.032,86.593,88.69
2050,N,False,61.852,61.374,62.29,61.531,60.395
2051,N,False,49.192,49.107,48.938,49.717,49.902
2052,N,False,51.536,50.773,50.323,51.402,52.223
2053,N,False,67.682,69.164,69.79,69.949,70.939
2054,N,False,55.935,56.594,57.155,57.186,56.779
2055,N,False,67.981,68.966,69.805,70.212,70.681
2056,N,False,56.076,56.029,57.64,56.545,55.569
2057,N,False,91.682,95.738,96.066,91.339,92.646
2058,N,False,62.688,62.62,60.986,62.104,61.64
2059,N,False,97.034,93.988,97.833,93.147,100.69
2060,N,False,43.899,43.261,43.75,43.429,43.686
2061,N,False,45.171,45.31,45.014,45.076,45.627
2062,N,False,58.335,57.976,59.457,58.56,58.786
2063,N,False,62.007,61.157,60.577,60.278,60.243
2064,N,False,50.706,50.212,50.402,48.405,49.682
2065,N,False,52.24,51.467,52.7,53.19,52.501
2066,N,False,50.707,51.395,51.543,53.019,52.642
2067,N,False,44.04,43.645,43.322,42.776,42.986
2068,N,False,87.168,88.138,89.814,92.279,92.797
2069,N,False,52.518,52.887,52.436,53.178,53.203
2070,N,False,64.212,63.944,63.49,64.168,63.304
2071,N,False,45.392,46.574,46.92,47.51,47.599
2072,N,False,58.203,58.676,58.902,58.896,59.9
2073,N,False,47.8,46.867,43.766,44.82,47.427
2074,N,False,70.855,72.669,74.061,72.219,71.164
2075,N,False,68.437,67.96,69.784,68.28,69.257
2076,N,False,65.241,63.839,63.451,62.95,62.287
2077,N,False,73.674,76.606,78.526,77.709,75.62
2078,N,False,90.099,94.378,95.34,95.982,99.362
2079,N,False,77.639,79.425,79.491,79.672,77.188
2080,N,False,52.208,52.161,50.249,0.0,0.0
2081,N,False,58.384,59.085,57.667,57.794,56.753
2082,N,False,55.787,55.882,56.022,56.582,57.663
2083,N,False,66.798,65.854,66.101,65.692,64.52
2084,N,False,67.656,66.349,65.917,65.562,66.462
2085,N,False,43.521,43.398,44.022,43.442,41.925
2086,N,False,45.468,46.542,47.261,48.662,49.248
2087,N,False,78.256,79.816,80.008,79.874,80.633
2088,N,False,52.175,52.951,52.71,50.471,52.132
2089,N,False,55.153,55.203,55.298,54.934,54.659
2090,N,False,57.147,57.729,57.847,59.073,61.333
2091,N,False,59.614,58.682,57.997,57.12,56.033
2092,N,False,59.614,58.682,57.997,57.12,56.033
2093,N,False,66.849,66.998,67.047,67.237,66.532
2094,N,False,61.368,60.974,61.269,60.558,61.493
2095,N,False,53.53,51.027,48.682,51.879,51.101
2096,N,False,50.453,50.217,51.733,50.071,51.356
2097,N,False,58.586,58.571,58.423,58.074,57.976
