,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5
470,M,True,1307.7,1299.5,1308.4,1309.8,1319.0
471,M,False,1356.2,1354.8,1362.0,1355.5,1359.0
472,M,False,1351.7,1334.6,1332.0,1332.8,1336.7
473,M,False,1322.8,1332.5,1337.8,1342.8,1338.4
474,M,False,1620.6,1625.6,1629.8,1625.6,1618.9
475,M,True,3182.2,3193.8,3197.0,3191.4,3207.0
476,M,True,3425.0,3399.7,3396.0,3422.6,3412.7
477,M,False,4475.3,4466.3,4471.1,4467.9,4469.3
478,M,False,1412.3,1410.9,1413.6,1413.3,1413.3
479,M,True,1531.5,1531.9,1533.3,1535.0,1540.4
480,M,True,1528.8,1526.5,1526.3,1521.1,1521.3
481,M,False,1519.7,1514.6,1508.1,1512.1,1519.6
482,M,False,1471.2,1475.9,1471.7,1466.8,1456.4
483,M,False,3145.7,3144.0,3172.6,3179.6,3171.2
484,M,True,4467.5,4466.1,4468.8,4483.4,4480.2
485,M,True,717.89,723.21,726.33,721.04,724.4
486,M,False,4539.3,4545.3,4560.8,4566.7,4579.0
487,M,True,4807.2,4800.8,4799.1,4797.3,4789.8
488,M,True,3658.9,3651.2,3642.9,3626.3,3642.9
489,M,False,1322.8,1320.7,1325.8,1329.8,1321.9
490,M,False,3021.2,2994.4,2978.3,2965.9,2975.7
491,M,False,716.85,715.44,714.74,709.21,707.77
492,M,False,1610.5,1606.6,1607.7,1606.6,1603.7
493,M,False,1820.9,1822.1,1819.5,1823.6,1825.5
494,M,False,1149.1,1149.5,1156.4,1155.9,1163.8
495,M,False,1495.9,1496.6,1498.9,1498.5,1497.1
496,M,False,304.43,336.57,343.94,381.82,420.22
497,M,True,1624.6,1629.4,1634.4,1631.0,1631.8
498,M,False,1639.6,1631.8,1632.4,1640.8,1638.8
499,M,False,1663.8,1666.8,1665.1,1666.0,1672.4
500,M,False,1945.8,1933.5,1963.8,1972.2,1990.3
501,M,False,2288.4,2291.1,2296.9,2302.5,2310.2
502,M,False,202.3,196.48,191.73,193.32,215.6
503,M,False,391.37,391.35,398.71,400.41,408.33
504,M,False,454.4,444.66,456.23,455.39,453.02
505,M,False,588.09,586.68,589.21,589.1,570.08
506,M,False,866.5,875.77,859.14,862.91,841.38
507,M,True,889.27,886.33,890.71,885.0,888.52
508,M,False,957.52,953.62,940.08,942.84,935.95
509,M,True,957.78,966.63,965.89,978.71,972.59
510,M,True,1151.0,1154.4,1154.8,1156.9,1149.0
511,M,False,1245.9,1247.1,1249.6,1241.4,1254.1
512,M,True,1303.4,1308.1,1312.2,1324.3,1330.8
513,M,True,1345.4,1350.2,1345.4,1352.1,1343.8
514,M,False,1352.1,1343.8,1352.4,1362.0,1362.5
515,M,False,1366.0,1371.1,1382.1,1390.1,1388.7
516,M,False,1386.0,1385.0,1380.3,1374.9,1382.7
517,M,False,1372.9,1367.4,1370.1,1379.9,1383.9
518,M,False,1385.1,1389.5,1409.6,1405.8,1402.0
519,M,True,1431.4,1428.3,1427.3,1434.0,1435.1
520,M,True,1417.8,1411.8,1417.3,1412.2,1411.6
521,M,False,1410.7,1406.4,1400.4,1402.5,1406.0
522,M,False,1047.9,1043.8,1035.3,1032.6,1026.4
523,M,False,1249.0,1251.9,1249.0,1241.6,1241.8
524,M,False,1249.9,1270.6,1284.1,1309.4,1314.3
525,M,True,151.19,151.32,145.64,154.56,152.7
526,M,True,249.22,252.86,251.78,270.55,263.32
527,M,False,377.35,373.59,371.49,384.56,386.78
528,M,False,407.46,415.43,416.02,424.46,424.17
529,M,False,552.33,552.49,568.76,571.64,573.02
530,M,False,808.27,808.2,802.65,807.09,826.26
531,M,True,1241.2,1245.4,1245.5,1247.3,1251.7
532,M,False,1259.3,1263.8,1266.9,1264.1,1260.1
533,M,False,1464.0,1507.0,1528.2,1512.7,1543.9
534,M,True,1631.6,1633.0,1637.8,1634.8,1633.7
535,M,False,1561.8,1557.1,1541.3,1547.6,1555.3
536,M,False,215.74,213.96,213.14,216.92,220.68
537,M,False,1501.3,1496.6,1501.7,1508.8,1522.6
538,M,True,1854.4,1853.0,1852.1,1848.0,1851.1
539,M,False,1834.9,1835.3,1842.6,1844.1,1855.3
540,M,False,1856.6,1847.9,1849.3,1847.2,1848.6
541,M,True,1714.1,1728.6,1729.4,1720.0,1713.2
542,M,False,1615.9,1616.3,1610.4,1609.6,1605.2
543,M,False,1810.2,1811.4,1804.4,1803.3,1801.7
544,M,False,1755.9,1754.9,1754.2,1745.2,1738.9
545,M,False,387.77,381.3,372.6,373.27,362.02
546,M,True,375.76,375.84,378.0,378.21,385.59
547,M,False,642.43,650.27,644.36,660.68,663.48
548,M,True,1071.7,1072.5,1077.1,1080.3,1079.0
549,M,True,1257.5,1261.7,1266.6,1255.5,1264.8
550,M,False,1351.3,1346.0,1358.1,1350.1,1357.1
551,M,True,1514.9,1515.3,1518.0,1514.7,1531.2
552,M,False,1796.7,1798.5,1799.5,1810.2,1806.2
553,M,True,2198.4,2202.3,2197.9,2196.4,2200.2
554,M,False,2333.0,2331.0,2336.4,2340.2,2350.5
555,M,False,2464.7,2467.8,2466.2,2474.8,2474.9
556,M,True,2248.8,2234.1,2226.2,2230.2,2226.1
557,M,False,2127.9,2126.8,2115.7,2113.6,2111.9
558,M,False,1571.8,1566.3,1563.5,1564.8,1567.2
559,M,False,797.96,799.89,797.93,796.11,793.7
560,M,False,790.18,788.66,785.4,791.45,789.33
561,M,True,1085.8,1090.0,1092.0,1093.0,1085.3
562,M,True,1220.8,1208.2,1213.4,1221.6,1224.5
563,M,True,178.28,181.03,191.3,191.37,198.11
564,M,True,1239.0,1243.9,1252.2,1252.1,1255.7
565,M,True,1272.1,1281.0,1287.5,1276.8,1279.4
566,M,False,1301.3,1302.0,1306.4,1308.9,1309.5
567,M,True,664.16,672.68,673.59,662.25,677.73
568,M,True,1436.1,1436.1,1443.3,1451.7,1450.8
569,M,False,1461.8,1468.9,1467.5,1467.7,1478.2
570,M,False,689.28,705.73,709.04,710.9,708.04
571,M,False,1478.2,1484.9,1484.6,1486.7,1502.1
572,M,False,1502.1,1507.1,1499.0,1501.4,1509.8
573,M,False,719.27,717.11,725.42,717.29,718.19
574,M,True,1572.6,1571.2,1564.9,1571.4,1577.5
575,M,True,1706.7,1702.7,1699.6,1692.4,1689.6
576,M,False,1989.2,1989.8,1998.9,2000.0,2006.4
577,M,True,2006.7,2006.5,2014.3,2013.7,2020.7
578,M,True,1911.2,1896.2,1894.9,1899.1,1900.5
579,M,True,1788.7,1802.0,1806.0,1808.9,1828.8
580,M,False,1800.5,1790.9,1781.6,1774.0,1773.2
581,M,False,1815.4,1825.2,1816.7,1821.3,1804.8
582,M,False,1189.4,1182.4,1193.1,1180.9,1199.4
583,M,True,713.56,720.43,718.66,730.66,732.09
584,M,False,804.36,810.39,812.55,813.84,819.67
585,M,True,79.798,85.508,86.295,91.185,84.318
586,M,False,86.295,91.185,84.318,87.767,85.396
587,M,False,1442.3,1464.7,1455.9,1455.4,1458.0
588,M,True,594.8,592.37,591.25,594.03,589.26
589,M,False,653.76,656.03,649.04,650.8,655.36
590,M,False,2160.0,2151.4,2148.9,2143.1,2150.8
591,M,False,684.9,682.81,706.01,699.43,698.17
592,M,False,651.31,657.25,663.14,665.13,680.39
593,M,False,1052.9,1070.5,1076.5,1078.2,1091.1
594,M,False,876.35,883.5,884.95,891.97,901.41
595,M,False,1684.2,1678.2,1691.2,1687.7,1671.9
596,M,False,1727.3,1726.6,1726.6,1730.0,1719.4
597,M,True,1530.6,1532.1,1519.2,1520.0,1521.0
598,M,False,1371.1,1386.9,1369.0,1378.1,1363.7
599,M,False,1914.2,1908.8,1905.5,1912.3,1901.5
600,M,True,1467.5,1469.8,1477.5,1475.7,1480.8
601,M,False,1480.8,1479.8,1476.8,1481.2,1479.4
602,M,True,1373.3,1374.4,1376.2,1363.3,1378.9
603,M,False,1418.0,1411.1,1410.6,1422.7,1429.4
604,M,False,1410.6,1422.7,1429.4,1428.4,1420.6
605,M,True,1312.9,1302.1,1317.5,1302.1,1307.8
606,M,False,1534.3,1528.5,1542.4,1515.4,1528.5
607,M,True,48.762,46.788,51.926,50.327,46.492
608,M,False,64.994,69.756,75.653,76.896,77.74
609,M,True,426.03,427.89,425.83,431.47,432.11
610,M,True,520.25,514.76,521.46,525.84,524.96
611,M,False,568.08,571.57,567.4,565.77,566.85
612,M,True,747.4,749.72,761.06,768.96,773.36
613,M,False,796.75,798.76,793.14,794.77,790.26
614,M,False,872.69,865.98,888.2,900.17,896.64
615,M,False,1364.1,1359.3,1377.0,1386.9,1389.2
616,M,False,943.6,945.58,939.28,946.43,945.24
617,M,False,1263.6,1263.5,1281.5,1281.5,1274.3
618,M,True,572.76,577.62,590.51,594.07,603.83
619,M,True,680.53,688.35,702.4,708.96,711.82
620,M,False,711.82,716.13,725.84,738.27,743.61
621,M,False,765.31,772.39,779.52,785.72,799.72
622,M,False,779.52,785.72,799.72,809.3,815.39
623,M,False,868.94,873.24,881.51,895.31,897.66
624,M,False,961.84,969.13,971.17,981.78,988.43
625,M,False,1034.6,1037.5,1045.9,1049.6,1059.6
626,M,False,1059.6,1071.2,1076.9,1077.3,1085.4
627,M,True,1335.8,1330.0,1322.2,1324.8,1323.8
628,M,True,1560.7,1558.1,1570.0,1574.1,1571.4
629,M,False,1562.5,1556.7,1554.4,1552.5,1543.5
630,M,True,1623.0,1620.5,1623.2,1630.3,1647.8
631,M,True,1695.5,1700.5,1702.9,1718.1,1728.1
632,M,False,1702.9,1718.1,1728.1,1724.1,1727.8
633,M,True,1741.4,1733.6,1736.5,1742.4,1747.5
634,M,False,1767.4,1771.9,1767.3,1759.4,1774.0
635,M,False,1790.2,1798.6,1797.9,1807.6,1811.4
636,M,True,1899.7,1897.1,1901.4,1905.8,1913.1
637,M,True,1841.3,1837.0,1821.9,1815.5,1827.5
638,M,False,1863.6,1864.4,1860.5,1859.3,1858.6
639,M,False,1860.0,1862.4,1858.7,1858.2,1861.3
640,M,True,1806.1,1811.2,1805.4,1799.8,1794.9
641,M,False,350.06,348.26,352.14,345.05,343.12
642,M,True,600.6,597.4,606.17,604.48,608.69
643,M,False,620.52,617.44,617.79,627.72,626.41
644,M,False,710.82,717.2,718.36,721.09,722.5
645,M,False,33.467,34.57,37.882,36.429,39.717
646,M,False,303.16,299.28,301.97,307.35,304.01
647,M,False,735.51,734.42,744.01,747.1,750.59
648,M,False,582.76,581.09,579.6,581.28,587.29
649,M,False,650.59,653.87,648.97,647.9,652.07
650,M,False,634.16,629.36,625.53,638.65,629.2
651,C,True,284.07,277.52,277.93,281.89,278.13
652,C,True,86.944,90.918,91.274,92.608,92.636
653,C,False,578.09,578.13,575.77,569.38,575.12
654,C,False,759.36,761.56,760.14,784.33,776.09
655,C,False,444.35,446.21,441.65,439.49,442.48
656,C,False,104.43,121.55,136.35,156.04,158.81
657,C,False,748.42,748.87,741.57,755.83,736.41
658,C,False,90.204,91.204,94.48,94.504,94.547
659,C,False,737.61,745.84,742.17,736.29,737.23
660,C,True,2784.0,2788.4,2788.1,2786.2,2780.5
661,C,False,2639.3,2646.9,2635.6,2637.1,2625.5
662,C,False,526.8,520.02,523.26,521.01,523.46
663,C,False,208.05,210.76,201.03,201.45,197.07
664,C,False,2055.3,2050.6,2046.4,2046.7,2049.2
665,C,True,35.305,32.814,32.768,34.229,34.418
666,C,True,769.18,766.77,770.52,759.07,749.6
667,C,False,1080.8,1071.4,1080.4,1074.4,1072.7
668,C,False,1476.9,1474.1,1472.0,1482.1,1473.5
669,C,False,233.74,236.17,237.41,241.9,238.94
670,C,True,250.99,252.09,255.23,253.91,250.22
671,C,False,459.81,455.85,458.23,461.17,460.93
672,C,False,1722.7,1727.4,1727.4,1723.2,1728.9
673,C,False,284.19,282.55,281.77,276.64,282.31
674,C,False,152.38,151.79,146.94,148.09,150.93
675,C,False,1704.6,1710.3,1707.5,1711.7,1702.0
676,C,False,1967.7,1963.4,1950.1,1948.6,1950.7
677,C,True,740.07,742.47,743.96,738.71,743.77
678,C,False,1117.1,1113.7,1115.9,1115.6,1117.9
679,C,False,286.08,292.02,294.97,295.74,297.35
680,C,False,133.01,138.27,135.33,137.37,137.56
681,C,False,982.47,975.24,986.04,985.89,975.53
682,C,True,684.31,679.43,681.25,679.96,684.64
683,C,False,112.73,112.19,111.45,112.07,110.8
684,C,False,1174.9,1177.0,1186.0,1190.1,1200.9
685,C,False,250.99,252.09,255.23,253.91,250.22
686,C,False,38.546,52.625,55.275,53.171,55.705
687,C,True,2802.5,2810.6,2814.1,2803.0,2799.2
688,C,False,102.42,104.86,104.76,105.11,106.54
689,C,False,195.61,193.49,187.53,193.3,196.73
690,C,False,948.76,972.37,980.57,1000.6,1018.1
691,C,False,90.286,92.106,90.465,88.609,90.331
692,C,True,72.784,77.186,85.835,94.751,95.927
693,C,False,1000.1,1001.1,993.7,995.01,991.33
694,C,False,1811.7,1816.0,1820.1,1830.4,1835.1
695,C,False,64.159,63.833,60.909,64.282,65.772
696,C,False,1526.2,1531.4,1524.9,1536.3,1531.6
697,C,False,583.26,580.36,578.99,581.06,582.46
698,C,False,244.71,240.57,236.37,228.73,236.13
699,C,False,1407.2,1420.6,1428.0,1425.1,1435.3
700,C,False,450.37,446.48,448.75,448.84,447.61
701,C,False,559.96,555.96,542.23,535.22,543.55
702,C,True,174.11,193.06,195.28,202.56,197.02
703,C,False,1601.2,1596.9,1600.7,1592.6,1597.4
704,C,False,118.05,116.31,113.43,114.26,114.53
705,C,False,1157.3,1158.3,1165.3,1170.6,1184.8
706,C,False,825.59,812.08,808.32,821.51,824.87
707,C,False,173.76,178.01,179.31,177.02,176.11
708,C,False,1324.1,1334.6,1328.3,1320.9,1331.1
709,C,False,99.028,104.06,104.21,103.68,100.52
710,C,True,1379.8,1378.7,1375.7,1374.4,1377.5
711,C,False,600.23,578.35,587.18,602.31,600.56
712,C,False,2943.5,2951.5,2941.3,2940.6,2925.6
713,C,False,881.22,876.97,876.24,874.19,876.51
714,C,False,2579.7,2584.7,2579.0,2591.2,2605.8
715,C,False,688.54,686.41,686.86,689.38,694.56
716,C,False,1169.1,1173.1,1183.8,1180.6,1187.2
717,C,False,812.38,805.23,803.17,797.67,789.87
718,C,True,50.531,50.213,47.883,46.029,46.428
719,C,False,628.44,643.87,657.48,653.18,650.71
720,C,False,20.223,20.421,21.024,20.846,20.748
721,C,False,422.44,424.47,422.84,424.91,424.06
722,C,False,545.5,556.07,562.23,579.1,584.21
723,C,False,910.01,914.73,915.56,912.87,922.96
724,C,False,96.324,99.171,100.14,101.58,102.03
725,C,True,301.44,281.26,325.4,325.55,325.34
726,C,False,844.21,839.97,836.41,849.67,848.22
727,C,False,1821.8,1817.5,1804.1,1801.7,1800.4
728,C,False,555.6,558.48,553.56,552.59,555.01
729,C,False,764.7,758.87,749.9,762.86,772.19
730,C,False,1042.6,1044.0,1040.3,1041.9,1035.8
731,C,False,225.6,227.68,227.63,228.07,232.53
732,C,False,1541.4,1540.5,1535.6,1529.7,1525.5
733,C,False,1329.6,1316.2,1306.4,1293.5,1305.1
734,C,False,1214.9,1204.2,1204.1,1199.2,1187.2
735,C,False,48.063,46.862,45.925,43.893,42.567
736,C,False,284.07,277.52,277.93,281.89,278.13
737,C,False,748.95,743.81,743.07,748.12,751.53
738,C,False,1090.6,1108.6,1122.5,1129.1,1152.2
739,C,False,333.09,332.28,335.68,338.0,334.33
740,C,False,834.44,834.65,830.96,828.02,828.46
741,C,False,856.0,863.46,863.15,858.74,859.4
742,C,False,154.1,155.12,151.9,156.05,152.02
743,C,False,5663.6,5673.5,5677.6,5668.7,5670.8
744,C,False,545.7,549.53,555.26,554.5,560.92
745,C,False,2811.4,2811.8,2815.0,2807.6,2799.7
746,C,False,549.59,549.2,544.03,538.06,533.91
747,C,False,281.01,281.92,281.55,287.94,292.15
748,C,False,1005.0,1008.2,1019.3,1023.5,1021.7
749,C,False,2784.0,2788.4,2788.1,2786.2,2780.5
750,C,False,1292.2,1292.1,1279.2,1278.1,1278.8
751,C,False,2697.3,2693.9,2687.6,2690.4,2683.1
752,C,False,205.97,206.88,209.17,214.64,216.84
753,C,False,545.79,533.8,537.26,526.74,537.19
754,C,False,349.95,356.45,352.39,359.15,358.98
755,C,False,1430.9,1460.7,1463.5,1474.6,1496.4
756,C,False,299.26,314.27,327.85,348.31,364.17
757,C,False,438.8,439.2,437.93,446.68,449.69
758,C,False,1385.9,1390.4,1392.0,1387.5,1387.5
759,C,False,609.52,614.04,613.73,615.9,625.59
760,C,False,1229.7,1241.0,1253.9,1266.7,1289.5
761,C,False,7.1873,23.646,36.239,37.31,60.604
762,C,False,35.305,32.814,32.768,34.229,34.418
763,C,False,651.35,656.61,656.47,662.3,661.75
764,C,False,2449.0,2460.8,2453.5,2429.8,2451.3
765,C,False,133.88,141.83,154.71,165.46,177.81
766,C,False,686.07,681.92,693.17,697.79,700.35
767,C,False,440.43,422.33,414.65,415.6,413.29
768,C,False,524.97,522.98,523.68,520.75,520.63
769,C,False,684.31,679.43,681.25,679.96,684.64
770,C,False,377.37,373.58,374.14,369.66,366.29
771,C,False,61.76,65.482,66.217,66.029,67.78
772,C,False,2726.2,2733.4,2733.2,2725.1,2733.5
773,C,False,301.44,281.26,325.4,325.55,325.34
774,C,False,2380.7,2379.2,2374.3,2367.1,2361.5
775,C,False,2785.5,2785.7,2791.6,2786.5,2799.4
776,C,False,166.3,169.59,175.08,178.74,182.73
777,C,False,2782.8,2773.4,2785.1,2783.1,2773.9
778,C,False,656.13,669.42,681.87,677.68,686.41
779,C,False,143.11,151.62,146.34,160.96,163.43
780,C,False,379.81,382.17,371.99,366.65,367.38
781,C,False,1058.7,1059.9,1055.2,1047.3,1051.0
782,C,False,898.92,891.37,889.39,888.24,883.64
783,C,False,556.07,553.65,552.59,550.77,542.08
784,C,False,159.03,145.98,149.84,158.15,159.26
785,C,False,834.45,838.95,846.3,842.26,841.75
786,C,False,185.8,186.25,183.22,184.99,193.58
787,C,False,128.02,132.52,143.49,154.31,158.74
788,C,False,1052.3,1054.5,1053.4,1061.0,1058.8
789,C,False,520.96,528.53,540.19,540.27,549.67
790,C,False,1074.9,1074.3,1076.5,1086.7,1086.8
791,C,True,931.5,927.51,932.21,929.37,930.78
792,C,False,841.14,850.15,856.45,851.13,851.09
793,C,False,515.08,508.79,515.6,516.71,509.07
794,C,False,1447.2,1457.0,1458.9,1457.3,1452.7
795,C,False,1819.9,1818.3,1815.1,1820.9,1819.2
796,C,False,50.531,50.213,47.883,46.029,46.428
797,C,False,313.87,322.55,314.98,326.2,330.89
798,C,False,830.22,830.17,822.83,820.77,822.64
799,C,False,1573.4,1567.9,1563.7,1560.5,1557.1
800,C,False,350.16,351.59,362.03,359.43,364.74
801,C,False,668.81,673.66,671.73,676.08,674.07
802,C,False,528.89,524.36,518.3,527.26,528.72
803,C,False,1386.7,1381.5,1382.6,1384.7,1386.5
804,C,False,87.394,87.68,87.718,88.033,89.159
805,C,False,406.18,404.19,407.13,406.19,406.37
806,C,False,1321.4,1322.6,1320.5,1320.8,1320.6
807,C,False,139.17,135.11,133.51,132.58,130.89
808,C,False,195.28,202.56,197.02,208.95,208.21
809,C,False,2233.4,2244.6,2238.2,2248.4,2254.0
810,C,True,809.38,808.92,819.74,820.44,814.02
811,C,False,674.14,677.97,676.6,685.41,693.6
812,C,True,498.38,501.32,502.27,501.34,496.4
813,C,False,900.74,913.83,900.15,894.12,897.88
814,C,False,45.987,50.662,55.527,59.217,73.917
815,C,False,86.944,90.918,91.274,92.608,92.636
816,C,False,440.84,440.38,437.85,436.95,438.94
817,C,False,338.31,336.16,342.65,348.38,357.1
818,C,False,437.64,437.78,436.87,435.93,434.17
819,C,False,809.38,808.92,819.74,820.44,814.02
820,C,False,461.46,465.1,471.43,477.34,465.84
821,C,False,2200.3,2184.6,2195.3,2192.9,2192.1
822,C,False,1253.9,1257.9,1256.3,1256.3,1265.6
823,C,False,105.76,104.09,101.62,100.94,97.648
824,C,False,1656.0,1648.4,1643.8,1651.6,1644.9
825,C,False,2381.3,2385.0,2377.3,2382.6,2380.3
826,C,False,1320.3,1335.4,1363.3,1364.6,1364.8
827,C,False,69.956,70.798,69.455,70.273,69.953
828,C,False,357.65,363.92,356.57,357.72,345.17
829,C,False,1158.8,1162.9,1163.3,1169.2,1173.4
830,C,False,344.64,356.01,344.99,349.96,339.06
831,C,False,745.04,747.98,750.05,751.16,754.31
832,C,False,951.12,952.27,948.75,955.29,963.54
833,C,False,331.58,335.69,336.32,331.88,327.13
834,C,False,93.28,93.546,96.523,96.677,101.29
835,C,False,1633.0,1633.0,1634.9,1630.2,1629.7
836,C,False,443.31,439.95,435.09,436.93,436.44
837,C,False,135.12,137.69,142.14,145.99,146.58
838,C,False,498.38,501.32,502.27,501.34,496.4
839,C,False,482.32,498.23,494.17,493.98,488.78
840,C,False,1015.2,1016.3,1020.1,1016.9,1010.5
841,C,False,740.07,742.47,743.96,738.71,743.77
842,C,False,550.25,556.43,559.95,566.83,561.02
843,C,False,1861.3,1862.1,1866.5,1869.1,1859.0
844,C,False,1379.8,1378.7,1375.7,1374.4,1377.5
845,B,True,123.47,125.88,128.81,129.48,132.82
846,B,False,479.87,481.37,481.63,477.7,478.08
847,B,False,78.494,79.275,79.573,77.925,79.602
848,B,False,48.298,48.028,47.81,47.893,31.196
849,B,True,19.059,27.324,35.764,40.81,44.895
850,B,True,261.41,257.89,261.47,264.55,264.5
851,B,False,441.68,444.78,450.07,449.43,451.88
852,B,False,392.84,398.22,402.17,402.09,405.02
853,B,False,4.6763,9.0612,13.754,15.507,16.448
854,B,False,256.03,254.52,252.73,251.91,249.41
855,B,True,722.38,722.09,708.81,701.49,678.84
856,B,False,462.29,466.46,463.27,466.22,465.11
857,B,True,295.12,288.95,289.45,291.69,289.98
858,B,False,116.83,115.52,117.46,116.06,114.88
859,B,False,265.83,271.96,271.52,271.17,272.61
860,B,True,243.95,242.84,237.48,238.53,239.5
861,B,True,514.45,509.26,515.31,506.31,504.4
862,B,True,207.0,208.5,210.31,207.91,209.99
863,B,True,229.91,232.52,238.2,228.0,235.05
864,B,False,419.32,412.67,417.34,409.14,412.53
865,B,False,146.96,151.44,150.35,147.67,151.17
866,B,True,300.62,297.29,292.77,297.13,288.72
867,B,True,286.58,286.1,287.98,289.79,288.07
868,B,False,154.22,154.91,156.61,159.9,159.2
869,B,True,105.18,105.52,107.82,107.5,108.56
870,B,True,276.67,274.47,277.19,278.17,278.8
871,B,True,519.3,521.42,516.59,516.73,515.05
872,B,True,167.68,169.4,173.02,169.78,168.71
873,B,True,140.55,145.82,145.41,145.75,146.72
874,B,True,293.2,286.16,282.61,279.77,283.64
875,B,True,828.4,806.97,803.37,803.62,786.3
876,B,True,26.935,29.804,31.143,31.697,34.46
877,B,False,831.08,828.54,832.93,840.8,842.72
878,B,False,282.81,283.25,285.69,288.01,282.02
879,B,True,189.25,194.46,194.34,187.2,184.98
880,B,False,327.6,326.74,327.23,332.4,330.43
881,B,False,121.73,119.98,117.78,117.18,117.05
882,B,True,275.91,275.33,274.91,278.24,286.46
883,B,True,146.14,149.06,147.74,145.26,149.29
884,B,False,96.67,97.625,99.495,99.873,98.52
885,B,False,74.9,74.522,74.648,73.178,73.847
886,B,False,247.15,245.9,249.18,247.8,248.42
887,B,True,500.44,498.99,501.37,508.64,510.47
888,B,False,237.13,233.45,232.07,229.49,231.48
889,B,True,215.66,214.55,216.61,217.29,217.95
890,B,True,61.029,61.598,62.193,63.742,61.709
891,B,True,20.524,24.455,25.611,24.27,27.553
892,B,True,194.48,199.33,202.84,206.32,205.77
893,B,False,85.286,83.852,84.517,82.623,81.386
894,B,False,194.18,194.88,196.04,193.51,193.44
895,B,False,41.479,41.834,41.823,41.463,39.55
896,B,False,591.35,598.22,600.69,595.02,601.29
897,B,False,66.749,68.936,68.988,67.953,64.336
898,B,False,419.74,421.41,421.38,422.67,419.86
899,B,False,107.42,106.93,107.12,105.62,107.64
900,B,False,646.24,654.08,660.41,666.28,668.17
901,B,True,100.86,101.93,102.73,103.61,102.26
902,B,True,252.95,257.38,260.69,263.79,261.36
903,B,False,217.18,218.8,219.41,220.04,221.18
904,B,False,500.5,504.15,505.55,507.63,514.94
905,B,True,667.07,667.2,662.27,666.63,660.08
906,B,False,544.59,546.33,547.45,546.25,544.3
907,B,True,44.96,45.212,45.717,45.385,47.6
908,B,False,76.204,75.977,74.81,77.988,79.017
909,B,False,266.98,267.75,269.39,273.25,274.58
910,B,True,40.869,38.905,36.905,34.97,37.859
911,B,False,19.192,19.918,19.466,19.071,19.631
912,B,False,169.34,171.71,167.9,169.68,164.89
913,B,True,220.15,220.29,218.16,221.54,221.16
914,B,False,206.2,206.44,205.17,206.17,208.43
915,B,False,151.44,151.63,151.33,152.82,152.16
916,B,False,402.66,400.1,402.81,397.5,396.76
917,B,False,193.31,190.5,195.3,190.3,190.27
918,B,False,321.71,325.26,330.88,330.32,332.38
919,B,False,285.64,286.24,285.92,286.12,286.45
920,B,False,88.282,90.86,90.659,97.961,102.99
921,B,True,177.24,178.13,178.6,176.55,176.81
922,B,False,49.829,50.126,49.898,49.161,50.095
923,B,True,341.58,342.08,341.75,346.64,351.89
924,B,False,288.49,291.75,296.1,295.8,288.89
925,B,False,196.25,192.08,192.26,194.56,194.28
926,B,True,96.601,97.717,97.709,99.658,99.174
927,B,True,281.4,284.0,286.48,285.11,282.65
928,B,False,58.211,57.057,56.181,56.931,58.369
929,B,False,467.25,467.31,469.24,472.79,474.26
930,B,False,71.269,87.014,84.76,82.601,85.298
931,B,False,683.26,679.13,681.6,677.05,681.25
932,B,True,417.65,412.53,423.73,421.34,417.91
933,B,False,446.48,449.9,451.63,452.37,451.33
934,B,True,366.76,369.21,369.82,372.59,370.72
935,B,False,48.489,48.136,47.596,48.849,48.591
936,B,False,86.747,86.453,87.783,89.461,89.425
937,B,False,831.63,822.11,816.39,824.82,824.88
938,B,True,184.14,194.13,184.23,189.03,190.23
939,B,False,292.3,295.72,296.53,298.25,296.53
940,B,False,16.454,16.237,14.959,14.281,14.566
941,B,False,195.93,191.87,197.19,198.57,200.54
942,B,False,388.54,383.81,382.31,382.97,384.8
943,B,True,384.72,385.5,378.15,389.16,409.48
944,B,False,296.04,294.88,293.62,288.93,288.43
945,B,True,447.83,443.93,440.95,439.56,438.91
946,B,False,316.03,312.93,314.14,311.7,308.45
947,B,True,317.43,321.44,324.29,325.3,324.19
948,B,False,316.46,313.43,314.6,314.15,317.26
949,B,False,168.84,167.13,165.56,165.55,163.4
950,B,False,128.2,130.35,126.07,126.48,129.22
951,B,True,231.45,231.36,232.99,227.51,232.38
952,B,True,908.45,906.25,905.62,912.02,917.8
953,B,False,245.29,236.8,236.32,231.95,234.01
954,B,False,577.77,576.95,571.32,580.19,581.84
955,B,False,483.58,483.26,487.02,486.53,484.55
956,B,False,834.81,840.91,850.33,850.26,853.07
957,B,True,312.67,309.95,313.13,311.76,323.55
958,B,True,650.3,645.87,645.1,642.74,640.47
959,B,False,809.8,821.3,826.25,824.0,838.11
960,B,True,0.0,36.232,48.633,56.499,66.239
961,B,False,71.89,69.875,69.926,67.136,67.082
962,B,True,150.3,150.53,151.55,152.01,154.07
963,B,True,409.19,410.66,409.33,413.43,409.03
964,B,False,61.709,61.473,61.071,60.418,59.046
965,B,True,132.7,132.94,133.35,134.42,133.81
966,B,True,138.68,138.97,139.16,146.51,146.85
967,B,True,421.14,422.19,422.86,426.81,427.46
968,B,True,118.11,121.2,118.14,119.09,121.37
969,B,False,19.572,18.674,19.711,20.426,18.789
970,B,False,86.407,88.211,87.427,90.126,86.936
