,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5
533,M,False,42.142,42.392,42.112,42.472,42.303
534,M,True,31.916,31.815,31.634,31.103,31.443
535,M,False,31.745,31.87,31.9,31.822,31.92
536,M,False,33.141,33.693,33.701,33.237,33.685
537,M,False,47.216,46.925,46.909,47.075,47.232
538,M,True,53.368,53.881,53.73,53.78,53.57
539,M,False,56.75,56.725,56.553,56.683,56.684
540,M,False,56.688,56.776,56.835,56.728,56.856
541,M,True,36.237,36.47,36.303,36.211,36.387
542,M,False,34.796,34.685,34.512,34.457,34.272
543,M,False,60.996,60.791,60.744,60.715,60.668
544,M,False,53.0,53.031,53.115,53.14,53.199
545,M,False,36.953,36.194,35.417,35.864,35.803
546,M,True,40.995,40.469,40.876,40.75,41.853
547,M,False,50.353,50.106,49.276,49.915,50.081
548,M,True,36.159,36.429,36.551,36.193,36.288
549,M,True,39.843,39.995,39.502,40.051,40.14
550,M,False,42.127,42.205,42.861,42.706,42.604
551,M,True,46.433,46.187,46.267,46.184,46.75
552,M,False,50.629,50.389,50.705,50.267,50.285
553,M,True,55.862,55.988,56.077,56.178,56.1
554,M,False,56.541,56.381,56.348,56.267,56.25
555,M,False,50.851,50.96,50.8,50.708,50.639
556,M,True,45.405,45.513,45.218,44.726,44.775
557,M,False,43.364,43.515,43.464,43.825,43.602
558,M,False,42.747,43.017,42.888,42.729,42.872
559,M,False,51.072,50.73,50.55,50.478,50.768
560,M,False,43.067,42.728,42.625,42.641,42.599
561,M,True,59.179,59.143,59.064,59.187,58.992
562,M,True,58.356,58.493,58.354,58.365,58.333
563,M,True,34.372,34.81,34.315,34.184,33.39
564,M,True,58.731,58.653,58.753,58.732,58.733
565,M,True,57.875,57.922,57.975,57.963,57.961
566,M,False,58.029,57.994,58.106,58.015,58.115
567,M,True,39.367,40.385,39.81,39.421,40.298
568,M,True,56.776,56.586,56.631,56.478,56.249
569,M,False,56.617,56.607,56.679,56.582,56.477
570,M,False,39.193,39.852,39.456,38.169,39.23
571,M,False,56.477,56.316,56.195,56.276,56.043
572,M,False,56.043,56.248,56.207,56.274,56.295
573,M,False,37.878,38.855,39.578,39.376,39.264
574,M,True,56.255,56.14,56.262,56.383,56.334
575,M,True,54.538,54.434,54.426,54.504,54.495
576,M,False,51.255,50.994,50.981,50.707,50.739
577,M,True,50.654,50.722,50.72,50.52,50.501
578,M,True,46.047,45.919,46.142,46.105,45.859
579,M,True,43.756,43.432,43.551,43.79,43.61
580,M,False,42.923,43.298,42.626,42.943,43.079
581,M,False,41.899,41.463,41.643,42.188,42.142
582,M,False,40.476,40.548,40.67,41.452,41.326
583,M,True,31.156,31.337,30.966,31.323,31.506
584,M,False,32.215,32.293,32.356,32.297,32.059
585,M,True,33.94,34.123,32.945,32.843,32.773
586,M,False,32.945,32.843,32.773,31.591,32.027
587,M,False,41.974,41.852,41.953,41.979,41.673
588,M,True,43.553,43.753,42.934,43.056,41.961
589,M,False,41.462,42.186,42.175,42.255,41.265
590,M,False,53.438,53.433,53.664,53.709,53.869
591,M,False,37.334,37.679,37.04,37.109,36.802
592,M,False,40.476,40.535,40.043,39.162,40.424
593,M,False,46.173,46.396,46.779,46.76,46.999
594,M,False,32.652,32.801,32.616,32.85,32.658
595,M,False,46.334,46.347,45.905,45.925,46.19
596,M,False,41.374,41.651,41.729,41.755,41.51
597,M,True,35.0,35.124,35.036,35.282,35.37
598,M,False,33.698,33.878,33.993,33.871,34.085
599,M,False,49.305,49.165,49.069,48.962,48.906
600,M,True,57.445,57.433,57.405,57.282,57.067
601,M,False,57.067,57.178,57.021,57.081,56.836
602,M,True,47.052,47.051,46.92,47.304,47.197
603,M,False,46.688,46.551,46.89,46.608,46.626
604,M,False,46.89,46.608,46.626,46.614,46.191
605,M,True,44.914,44.956,45.409,45.343,45.268
606,M,False,43.759,43.865,43.849,43.737,43.846
607,M,True,31.247,29.219,29.765,30.517,29.818
608,M,False,31.212,31.296,30.526,30.676,30.658
609,M,True,49.438,50.116,49.898,48.519,47.974
610,M,True,47.377,47.27,47.295,47.614,47.932
611,M,False,46.141,45.836,45.185,45.852,45.351
612,M,True,45.436,44.707,44.637,45.462,45.779
613,M,False,45.151,44.576,43.835,43.2,43.933
614,M,False,42.143,42.201,42.38,43.001,42.735
615,M,False,45.403,45.288,46.17,45.679,45.407
616,M,False,48.499,48.708,48.75,48.797,48.716
617,M,False,57.237,57.154,57.145,57.079,57.21
618,M,True,61.002,61.184,61.159,61.317,61.47
619,M,True,61.833,61.546,61.688,61.509,61.339
620,M,False,61.339,61.311,61.121,61.396,61.349
621,M,False,61.618,61.844,61.811,61.947,61.826
622,M,False,61.811,61.947,61.826,61.741,61.85
623,M,False,61.284,61.334,61.281,61.155,60.984
624,M,False,60.812,60.904,60.806,60.92,60.927
625,M,False,60.598,60.799,60.939,60.791,60.875
626,M,False,60.875,60.795,60.73,60.619,60.733
627,M,True,59.978,59.612,59.513,59.242,59.185
628,M,True,55.361,55.219,55.285,55.07,55.13
629,M,False,54.717,54.539,54.429,54.42,54.149
630,M,True,52.977,52.791,52.612,52.684,52.189
631,M,True,51.763,51.392,51.376,51.626,51.518
632,M,False,51.376,51.626,51.518,51.705,51.817
633,M,True,47.12,47.259,47.072,47.421,47.122
634,M,False,47.062,46.917,47.351,47.269,47.175
635,M,False,47.114,46.903,46.718,46.698,46.724
636,M,True,45.871,45.23,45.149,45.11,45.323
637,M,True,43.318,42.963,42.914,42.883,42.403
638,M,False,43.021,42.638,42.539,43.037,42.462
639,M,False,43.638,43.701,43.671,43.058,43.141
640,M,True,42.094,42.393,42.336,41.983,42.15
641,M,False,41.966,41.926,42.149,42.618,41.826
642,M,True,41.004,40.834,40.867,40.821,40.831
643,M,False,41.676,41.591,41.399,41.236,41.157
644,M,False,44.386,44.301,44.515,44.498,44.699
645,M,False,29.503,29.528,31.886,29.597,32.959
646,M,False,35.961,35.846,35.505,35.657,35.601
647,M,False,49.872,49.93,50.005,49.796,49.281
648,M,False,36.019,36.441,35.584,35.315,36.162
649,M,False,54.203,54.13,54.426,54.543,54.414
650,M,False,37.955,37.939,37.855,38.013,38.012
651,C,True,39.427,39.602,39.408,39.51,39.62
652,C,True,45.168,45.543,43.819,42.983,43.758
653,C,False,26.687,26.898,26.863,27.318,27.218
654,C,False,31.282,31.244,31.708,31.229,32.139
655,C,False,30.092,30.199,30.063,30.039,30.251
656,C,False,25.054,27.388,25.758,27.645,27.482
657,C,False,40.2,40.94,41.582,40.172,39.573
658,C,False,41.8,43.776,40.628,40.226,39.692
659,C,False,55.036,53.763,54.391,55.493,54.636
660,C,True,49.637,49.68,49.751,49.754,49.807
661,C,False,40.651,40.434,40.418,40.284,40.323
662,C,False,55.304,54.883,54.47,54.707,54.655
663,C,False,31.004,32.325,32.702,31.478,30.704
664,C,False,37.275,37.477,37.381,36.942,37.172
665,C,True,28.246,28.103,28.299,28.665,27.566
666,C,True,40.943,40.865,40.879,41.135,40.593
667,C,False,39.091,39.081,38.486,38.328,38.31
668,C,False,44.56,43.826,43.449,42.944,42.781
669,C,False,31.584,31.315,31.348,31.697,31.916
670,C,True,36.13,36.273,36.525,36.376,36.911
671,C,False,58.411,59.054,59.206,58.983,58.88
672,C,False,50.95,50.785,50.493,50.126,49.862
673,C,False,35.436,35.198,35.181,34.65,34.543
674,C,False,36.887,39.267,38.757,37.116,37.318
675,C,False,40.375,40.28,40.26,40.351,40.344
676,C,False,34.248,34.01,34.106,34.04,33.956
677,C,True,55.204,55.678,55.701,55.451,55.316
678,C,False,32.358,32.357,32.5,32.327,32.382
679,C,False,37.351,37.881,38.43,37.912,37.904
680,C,False,47.112,46.856,46.163,45.462,45.058
681,C,False,36.192,36.021,36.106,36.299,36.0
682,C,True,45.773,45.903,46.134,46.002,46.486
683,C,False,34.207,33.762,33.672,33.073,33.643
684,C,False,57.535,57.85,57.541,57.652,57.779
685,C,False,36.13,36.273,36.525,36.376,36.911
686,C,False,0.0,38.242,38.615,19.509,27.233
687,C,True,48.461,48.498,48.601,48.643,48.727
688,C,False,51.633,50.713,50.508,51.464,46.173
689,C,False,34.048,34.589,35.085,34.862,33.973
690,C,False,44.873,44.526,45.42,44.505,45.236
691,C,False,32.032,31.578,31.295,31.183,30.897
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,40.278,39.962,39.833,40.277,40.234
694,C,False,46.215,46.158,46.191,46.388,46.412
695,C,False,22.011,22.109,21.866,22.08,21.917
696,C,False,50.889,50.743,51.018,50.829,50.804
697,C,False,38.028,38.399,38.423,38.321,38.288
698,C,False,29.72,29.876,29.84,29.978,30.231
699,C,False,31.619,31.823,31.703,31.641,31.717
700,C,False,29.055,28.98,29.058,28.836,28.837
701,C,False,27.546,27.496,27.538,27.436,27.135
702,C,True,38.655,38.448,40.289,35.406,35.682
703,C,False,47.325,47.366,47.374,47.505,47.547
704,C,False,29.902,30.16,29.473,29.705,29.003
705,C,False,50.527,50.583,50.399,50.329,50.298
706,C,False,36.999,37.4,38.457,37.773,37.891
707,C,False,39.447,38.849,39.227,38.313,38.884
708,C,False,39.077,39.03,39.132,39.018,38.731
709,C,False,27.199,27.075,26.775,27.354,26.716
710,C,True,31.024,31.085,31.133,30.962,31.176
711,C,False,29.059,29.155,29.721,29.977,29.246
712,C,False,52.09,51.942,52.023,52.091,52.427
713,C,False,58.358,58.401,58.568,58.823,58.715
714,C,False,39.334,39.428,39.382,39.452,39.287
715,C,False,54.517,54.469,54.359,54.215,53.92
716,C,False,38.745,38.818,38.818,38.403,38.16
717,C,False,32.953,32.843,32.992,32.875,32.959
718,C,True,25.367,25.554,25.954,25.995,25.665
719,C,False,43.723,43.601,43.849,44.774,44.562
720,C,False,33.124,32.768,33.059,34.347,34.196
721,C,False,31.34,31.659,31.767,32.096,32.434
722,C,False,39.405,39.783,38.608,38.244,37.597
723,C,False,41.668,41.033,41.0,41.185,40.949
724,C,False,28.455,28.845,28.778,27.859,28.946
725,C,True,33.755,32.464,33.403,32.895,33.023
726,C,False,36.579,36.561,36.519,36.886,36.844
727,C,False,34.186,34.066,34.069,33.871,33.943
728,C,False,39.746,39.869,39.79,39.406,39.156
729,C,False,39.332,39.742,39.936,39.948,39.875
730,C,False,40.438,39.935,39.766,40.435,40.209
731,C,False,40.955,41.752,41.53,41.406,42.062
732,C,False,44.51,44.368,44.378,44.27,44.797
733,C,False,37.154,37.077,37.376,37.449,37.379
734,C,False,52.379,52.262,52.338,51.808,52.261
735,C,False,24.911,24.82,25.055,24.515,24.656
736,C,False,39.427,39.602,39.408,39.51,39.62
737,C,False,40.493,40.523,40.679,40.859,40.593
738,C,False,44.099,43.826,44.864,44.707,44.93
739,C,False,36.595,36.096,36.261,36.074,36.061
740,C,False,49.828,49.64,49.404,49.403,49.638
741,C,False,30.63,31.062,30.794,30.853,31.014
742,C,False,45.154,43.732,43.18,43.118,43.545
743,C,False,41.533,41.567,41.511,41.628,41.562
744,C,False,49.52,49.063,49.111,49.358,49.464
745,C,False,49.562,49.787,49.715,55.62,49.78
746,C,False,36.033,36.276,36.497,36.351,36.637
747,C,False,54.155,53.885,53.357,53.87,53.123
748,C,False,44.494,44.703,44.791,44.691,45.161
749,C,False,49.637,49.68,49.751,49.754,49.807
750,C,False,37.593,37.615,37.573,37.659,37.727
751,C,False,40.107,40.34,40.277,40.308,40.127
752,C,False,27.076,26.892,27.153,27.382,27.086
753,C,False,41.36,40.935,41.42,41.122,41.303
754,C,False,46.385,46.215,46.194,45.988,45.798
755,C,False,40.507,40.274,39.874,40.12,40.387
756,C,False,33.826,34.439,36.631,42.607,42.413
757,C,False,48.222,47.774,47.431,47.731,47.716
758,C,False,49.281,49.416,49.484,49.255,49.129
759,C,False,31.514,31.078,31.049,31.236,30.945
760,C,False,35.789,36.29,36.228,36.221,36.212
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,28.246,28.103,28.299,28.665,27.566
763,C,False,52.472,52.04,53.008,52.587,52.313
764,C,False,35.426,35.462,35.449,35.403,35.701
765,C,False,43.598,43.103,42.887,43.547,43.275
766,C,False,38.566,38.637,39.269,38.862,38.8
767,C,False,47.727,47.191,49.425,46.693,46.377
768,C,False,47.086,46.936,47.002,46.941,47.237
769,C,False,45.773,45.903,46.134,46.002,46.486
770,C,False,29.243,29.214,29.211,29.212,29.4
771,C,False,48.744,48.476,48.169,49.936,50.196
772,C,False,53.205,53.251,53.212,53.356,53.678
773,C,False,33.755,32.464,33.403,32.895,33.023
774,C,False,50.307,50.431,50.328,50.218,50.315
775,C,False,52.007,51.922,52.198,52.114,52.264
776,C,False,42.52,40.357,40.888,39.846,39.546
777,C,False,46.637,46.663,46.804,46.877,46.89
778,C,False,29.312,29.693,29.119,29.204,29.396
779,C,False,41.857,42.468,40.303,36.182,33.938
780,C,False,31.57,31.485,31.573,31.549,32.012
781,C,False,37.016,37.733,37.555,37.228,37.806
782,C,False,52.883,52.958,52.876,53.164,52.929
783,C,False,35.288,34.938,34.835,35.119,34.869
784,C,False,33.464,31.775,32.931,32.616,32.514
785,C,False,32.189,32.408,32.681,32.188,32.342
786,C,False,30.117,30.498,30.103,30.484,30.869
787,C,False,0.0,0.0,0.0,13.936,16.989
788,C,False,44.823,44.728,44.207,44.336,44.073
789,C,False,36.323,36.304,36.436,36.381,36.264
790,C,False,39.866,40.039,40.187,40.09,40.257
791,C,True,37.06,37.075,37.876,37.858,37.662
792,C,False,39.266,39.254,39.508,39.475,39.42
793,C,False,43.62,43.123,42.915,42.921,43.325
794,C,False,35.285,35.38,35.463,35.633,35.472
795,C,False,40.824,40.833,40.753,40.832,40.763
796,C,False,25.367,25.554,25.954,25.995,25.665
797,C,False,52.169,50.485,50.002,50.803,49.269
798,C,False,40.158,40.274,40.142,40.422,40.037
799,C,False,56.456,56.148,56.059,55.881,55.97
800,C,False,43.334,43.185,42.941,43.238,43.569
801,C,False,34.55,33.812,34.915,35.175,33.799
802,C,False,36.976,37.42,37.533,37.035,37.49
803,C,False,54.279,54.209,53.974,54.609,55.186
804,C,False,30.03,29.155,30.765,29.789,30.561
805,C,False,59.833,59.86,60.074,60.291,60.434
806,C,False,47.97,47.758,47.97,47.86,47.56
807,C,False,23.714,23.647,23.693,23.556,23.309
808,C,False,40.289,35.406,35.682,38.063,35.966
809,C,False,33.569,33.601,33.726,33.909,33.782
810,C,True,41.914,41.508,42.125,42.096,42.059
811,C,False,53.362,53.431,53.375,53.543,53.667
812,C,True,38.514,38.556,38.491,37.755,37.511
813,C,False,34.682,34.95,35.0,35.138,34.512
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,45.168,45.543,43.819,42.983,43.758
816,C,False,61.566,61.986,62.283,62.492,62.544
817,C,False,35.841,35.802,36.269,36.476,35.51
818,C,False,43.696,43.31,42.847,43.702,42.68
819,C,False,41.914,41.508,42.125,42.096,42.059
820,C,False,44.217,44.14,44.356,44.236,44.023
821,C,False,51.464,50.984,50.992,50.625,50.702
822,C,False,60.101,60.231,60.056,60.231,60.138
823,C,False,28.371,27.729,27.518,27.566,27.691
824,C,False,50.588,50.839,50.664,50.237,50.484
825,C,False,42.817,42.675,43.171,43.001,42.99
826,C,False,53.357,52.519,53.222,52.525,52.075
827,C,False,29.89,28.639,29.678,29.387,29.226
828,C,False,31.389,32.164,30.55,30.244,30.573
829,C,False,44.671,44.625,44.559,44.568,44.579
830,C,False,27.845,27.845,27.956,28.038,28.188
831,C,False,37.623,37.688,37.995,37.922,38.068
832,C,False,34.768,34.771,34.335,34.388,33.909
833,C,False,37.079,37.343,36.757,37.095,37.357
834,C,False,43.525,46.161,45.124,45.002,45.533
835,C,False,48.385,48.335,48.329,48.462,48.509
836,C,False,32.296,32.572,32.531,32.526,32.293
837,C,False,58.909,59.314,59.484,58.924,58.393
838,C,False,38.514,38.556,38.491,37.755,37.511
839,C,False,32.868,32.512,32.418,32.881,32.917
840,C,False,42.433,42.237,41.918,41.908,42.045
841,C,False,55.204,55.678,55.701,55.451,55.316
842,C,False,44.826,44.605,45.148,44.737,44.577
843,C,False,35.829,36.106,35.896,35.799,36.019
844,C,False,31.024,31.085,31.133,30.962,31.176
845,B,True,54.567,54.529,54.839,54.633,54.163
846,B,False,48.614,49.086,49.575,49.78,49.375
847,B,False,33.046,33.031,33.769,33.745,33.658
848,B,False,22.723,23.011,23.054,23.129,23.166
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,47.796,46.855,46.579,47.03,47.004
851,B,False,49.453,49.314,48.587,48.52,48.411
852,B,False,44.674,43.788,43.647,43.49,44.25
853,B,False,37.644,40.885,40.716,34.226,35.336
854,B,False,29.693,29.659,29.463,29.579,29.21
855,B,True,49.014,49.319,49.2,49.128,48.641
856,B,False,63.523,63.251,63.306,63.323,63.495
857,B,True,25.401,25.972,25.31,26.067,25.835
858,B,False,31.723,32.346,32.493,31.865,31.108
859,B,False,35.209,35.415,34.133,34.266,33.882
860,B,True,32.255,32.355,32.405,32.961,33.16
861,B,True,44.808,45.19,45.61,45.28,45.161
862,B,True,51.412,48.191,48.449,49.357,54.298
863,B,True,30.897,30.869,30.489,30.179,30.557
864,B,False,29.148,29.074,29.377,29.701,29.645
865,B,False,31.216,30.479,29.581,30.193,30.375
866,B,True,29.222,29.268,28.95,29.065,29.155
867,B,True,39.296,38.454,38.776,38.506,38.489
868,B,False,44.009,45.04,45.631,45.161,44.96
869,B,True,39.409,39.198,38.728,38.909,38.316
870,B,True,42.387,42.71,42.707,41.951,42.184
871,B,True,32.21,32.044,32.315,32.047,32.3
872,B,True,28.871,29.163,28.608,28.504,28.534
873,B,True,44.216,44.103,43.984,43.779,44.14
874,B,True,49.094,49.353,50.349,48.876,48.677
875,B,True,55.882,55.794,55.783,55.808,55.389
876,B,True,50.51,47.779,46.269,46.889,46.131
877,B,False,51.856,51.669,52.034,52.007,51.702
878,B,False,49.8,49.641,49.726,49.977,50.533
879,B,True,26.803,26.888,26.667,26.341,26.061
880,B,False,29.624,29.744,29.721,29.724,29.436
881,B,False,44.111,43.679,43.914,46.137,46.154
882,B,True,35.081,34.987,35.416,34.696,34.616
883,B,True,40.143,40.319,40.768,40.15,39.793
884,B,False,33.444,33.639,32.913,32.113,33.395
885,B,False,31.83,31.314,31.177,31.268,31.606
886,B,False,34.002,33.828,33.838,33.922,33.786
887,B,True,49.851,49.65,50.041,49.962,50.756
888,B,False,34.252,33.805,34.091,34.292,34.21
889,B,True,42.961,42.446,41.487,41.333,41.732
890,B,True,40.15,40.649,39.827,40.181,40.331
891,B,True,25.673,40.379,44.569,45.915,45.981
892,B,True,52.232,52.819,52.684,51.668,51.276
893,B,False,26.609,26.374,25.878,25.987,26.26
894,B,False,40.273,40.426,40.728,40.052,39.253
895,B,False,26.54,26.987,27.523,27.344,27.381
896,B,False,40.743,40.937,40.473,40.662,40.61
897,B,False,52.049,51.713,52.243,51.967,53.905
898,B,False,52.028,52.983,53.315,53.366,53.348
899,B,False,54.826,55.638,55.023,55.76,55.754
900,B,False,47.77,47.995,48.312,48.091,48.08
901,B,True,51.251,51.598,52.564,50.32,50.773
902,B,True,31.658,30.922,30.906,31.245,31.24
903,B,False,29.886,29.511,29.26,28.986,28.779
904,B,False,31.502,31.609,31.312,31.549,31.229
905,B,True,38.099,37.882,37.535,37.803,37.901
906,B,False,61.18,61.406,61.089,61.595,61.423
907,B,True,45.138,45.773,44.783,45.235,46.22
908,B,False,28.722,28.73,28.931,28.737,28.922
909,B,False,38.808,39.097,38.145,38.444,37.01
910,B,True,36.122,37.989,36.298,40.519,43.041
911,B,False,41.391,41.412,40.929,42.015,37.381
912,B,False,36.499,36.676,37.233,37.297,37.899
913,B,True,32.856,33.218,33.589,33.199,33.464
914,B,False,51.645,52.153,52.349,52.489,52.402
915,B,False,46.534,46.786,45.602,45.576,46.347
916,B,False,36.229,35.293,36.377,35.957,35.521
917,B,False,60.948,60.666,60.851,60.943,60.876
918,B,False,53.227,53.269,52.655,52.906,50.764
919,B,False,37.204,36.909,37.311,37.553,37.483
920,B,False,24.999,25.313,25.308,25.081,25.181
921,B,True,42.228,42.461,41.878,41.82,42.183
922,B,False,40.56,38.998,38.117,39.636,38.38
923,B,True,54.467,54.876,55.659,56.223,56.008
924,B,False,37.042,37.286,37.263,36.46,37.227
925,B,False,38.195,38.202,37.299,38.342,38.117
926,B,True,29.263,28.458,29.041,29.468,31.229
927,B,True,39.182,39.489,39.559,38.886,39.26
928,B,False,27.231,26.768,27.095,26.894,26.98
929,B,False,56.104,56.335,56.458,56.501,56.382
930,B,False,32.353,31.367,32.031,33.372,32.26
931,B,False,54.905,54.678,54.763,54.505,54.585
932,B,True,56.556,57.108,56.916,57.363,57.636
933,B,False,35.319,35.587,35.3,35.589,36.235
934,B,True,42.887,43.006,42.945,43.238,43.28
935,B,False,42.075,42.391,48.673,45.507,45.162
936,B,False,25.89,25.98,26.295,26.309,25.967
937,B,False,35.683,35.721,35.623,35.805,35.854
938,B,True,32.362,32.099,32.358,31.719,32.028
939,B,False,38.621,39.553,39.305,39.427,39.694
940,B,False,25.198,24.775,25.23,25.411,24.057
941,B,False,33.292,33.601,33.416,33.002,33.934
942,B,False,39.685,39.415,38.93,38.866,39.152
943,B,True,55.032,55.132,55.08,55.794,55.253
944,B,False,52.342,52.462,52.016,51.7,51.539
945,B,True,35.252,35.505,34.65,34.893,35.233
946,B,False,40.512,40.753,40.907,40.558,40.601
947,B,True,39.158,40.053,40.58,39.562,40.383
948,B,False,36.573,36.46,37.476,38.205,37.229
949,B,False,38.625,38.345,39.566,41.332,41.86
950,B,False,26.646,27.222,26.517,26.235,26.37
951,B,True,32.059,31.833,31.83,31.332,31.686
952,B,True,47.094,47.271,47.274,47.238,47.343
953,B,False,26.557,26.204,25.802,25.594,25.577
954,B,False,36.284,35.403,35.536,36.089,36.305
955,B,False,51.232,51.023,50.945,50.915,51.148
956,B,False,40.33,40.391,40.495,40.356,40.326
957,B,True,46.504,45.579,46.214,46.452,46.794
958,B,True,37.478,37.498,37.256,37.248,37.049
959,B,False,58.55,58.168,57.673,58.012,58.117
960,B,True,0.0,0.0,0.0,0.0,0.0
961,B,False,28.618,28.39,27.98,27.704,27.244
962,B,True,34.326,33.995,34.143,33.559,33.323
963,B,True,28.075,28.026,28.109,28.084,28.082
964,B,False,40.331,41.159,41.206,41.062,42.905
965,B,True,34.759,34.764,34.75,34.8,35.342
966,B,True,50.636,49.488,49.309,48.585,48.204
967,B,True,57.855,57.482,57.492,57.141,57.038
968,B,True,47.42,47.578,48.486,47.828,49.378
969,B,False,44.767,44.163,43.054,44.039,42.069
970,B,False,50.31,49.831,48.835,48.682,49.19
971,B,True,38.722,39.456,40.752,40.82,43.03
972,B,False,42.135,42.268,42.334,42.76,42.733
973,B,False,53.514,53.4,53.975,53.863,53.814
974,B,False,43.625,42.963,43.327,43.784,43.306
975,B,True,32.769,32.709,33.223,33.914,33.478
976,B,True,59.163,59.187,59.439,59.365,59.149
977,B,False,35.046,34.986,35.37,35.23,34.655
978,B,False,54.906,54.81,55.04,54.965,55.032
979,B,False,56.64,55.874,55.673,55.75,56.082
980,B,True,38.944,39.794,39.452,39.358,39.516
981,B,False,29.401,29.154,30.209,29.534,29.905
982,B,False,47.191,44.843,42.321,42.633,42.313
983,B,False,25.265,25.842,26.203,26.32,26.292
984,B,True,43.374,43.484,43.071,42.769,42.718
985,B,False,46.665,46.689,46.055,46.228,46.687
986,B,False,43.615,43.194,43.341,43.471,43.434
987,B,True,40.66,41.826,41.659,41.724,42.286
988,B,True,41.361,39.787,38.788,38.234,37.006
989,B,False,37.6,37.539,37.134,37.086,37.056
990,B,False,44.105,43.548,42.63,42.561,43.292
991,B,False,49.331,49.35,49.07,49.408,49.293
992,B,False,25.597,25.042,25.183,25.164,25.249
993,B,False,33.356,33.842,33.732,34.156,34.393
994,B,True,21.6,24.303,24.781,24.848,24.481
995,B,False,43.395,43.177,43.569,43.73,44.122
996,B,True,52.011,52.476,52.101,52.944,53.255
997,B,False,42.791,42.214,44.006,44.03,43.597
998,B,False,21.978,22.147,21.992,21.988,21.924
999,B,True,31.039,30.933,30.792,30.576,30.743
1000,B,True,41.787,40.911,41.14,41.083,41.142
1001,B,True,41.891,42.326,42.559,42.722,42.662
1002,B,False,29.055,28.722,28.73,28.931,28.737
1003,B,False,42.921,43.893,42.497,41.665,42.254
1004,B,False,32.212,31.594,32.982,32.312,32.339
1005,B,True,28.477,28.389,28.753,27.984,30.173
1006,B,True,42.314,43.401,43.17,43.087,42.921
1007,B,False,31.182,31.431,31.38,31.688,31.796
1008,B,True,28.343,28.163,28.324,28.451,28.454
1009,B,False,30.793,31.33,31.201,31.357,31.879
1010,B,True,49.367,49.093,49.209,49.432,49.191
1011,B,False,45.622,45.512,45.213,45.611,45.277
1012,B,False,52.078,51.962,51.667,51.495,51.361
1013,B,False,39.92,39.354,38.568,36.025,35.297
1014,B,False,63.375,63.179,63.219,63.523,63.251
1015,B,True,31.578,31.17,31.023,30.75,30.571
1016,B,True,41.182,42.434,42.557,42.043,42.81
1017,B,False,34.849,35.284,35.457,35.157,35.155
1018,B,False,55.44,54.637,55.101,54.959,55.3
1019,B,True,27.35,26.685,26.58,26.409,26.88
1020,B,False,37.649,38.125,37.571,37.354,36.865
1021,B,True,43.588,43.6,44.613,44.024,43.808
1022,B,True,47.181,47.589,47.975,47.705,48.261
1023,B,True,44.809,44.698,44.452,44.173,44.486
1024,B,True,40.677,40.836,40.518,39.883,40.422
1025,B,False,24.753,24.416,26.213,25.839,26.852
1026,B,False,37.807,38.323,38.13,38.829,39.608
1027,B,True,24.518,24.895,25.155,25.22,25.206
1028,B,False,42.81,42.612,43.403,44.238,43.61
1029,B,False,29.381,29.504,29.464,29.69,29.236
1030,B,False,40.789,40.632,40.942,40.471,40.914
1031,B,False,44.729,45.838,45.063,45.934,45.631
1032,B,True,40.263,40.466,40.434,40.201,39.927
1033,B,True,31.969,32.011,32.018,31.448,31.904
1034,B,True,26.148,26.306,26.06,25.945,26.172
1035,B,True,42.715,42.876,43.131,42.724,42.697
1036,B,False,30.397,28.974,30.228,30.554,29.262
1037,B,False,30.906,30.626,30.441,30.411,30.253
1038,B,False,32.307,32.757,32.659,32.557,32.274
1039,B,True,45.412,45.449,45.098,45.158,45.28
1040,B,True,24.765,25.105,25.512,25.425,24.898
1041,B,False,32.793,32.843,33.212,33.319,33.353
1042,B,False,58.655,58.464,58.612,58.388,58.448
1043,B,False,28.084,28.082,27.771,27.658,27.432
1044,B,True,46.237,46.186,45.961,46.435,47.074
1045,B,False,34.19,33.631,33.761,34.057,34.002
1046,B,False,32.318,32.405,32.727,33.121,31.957
1047,B,False,46.017,45.689,46.209,46.335,46.2
1048,B,False,41.633,41.981,42.253,42.213,41.979
1049,B,False,41.808,42.336,42.699,42.236,44.902
1050,B,False,46.596,46.705,46.736,47.067,47.118
1051,B,False,26.724,25.297,25.807,26.215,25.994
1052,B,False,36.073,36.001,36.404,36.913,36.947
1053,B,False,51.648,50.787,52.1,52.318,52.365
1054,B,True,27.911,27.181,27.051,27.174,27.204
1055,B,True,31.492,31.454,31.624,31.08,30.726
1056,B,False,41.083,40.579,40.404,40.719,41.528
1057,B,False,42.716,43.315,44.013,44.612,45.719
1058,B,False,33.409,34.052,34.411,35.155,35.489
1059,B,False,48.256,48.599,48.466,48.776,48.065
1060,B,True,38.283,38.353,37.873,37.972,37.644
1061,B,False,41.362,44.132,43.748,43.91,42.128
1062,B,False,55.38,55.334,55.604,54.937,54.491
1063,B,False,49.753,48.876,49.41,48.529,48.43
1064,B,False,33.392,32.889,32.86,33.249,33.632
1065,B,False,41.2,41.328,42.292,42.782,41.942
