,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5
2098,N,False,31.287,31.69,31.495,31.804,32.047
2099,N,False,28.095,28.033,28.761,28.492,28.631
2100,N,False,34.81,35.453,35.089,34.612,34.43
2101,N,False,26.918,26.912,27.61,27.449,26.992
2102,N,False,32.517,31.923,31.837,31.643,32.031
2103,N,False,35.32,35.524,35.692,35.043,34.547
2104,N,False,29.921,30.329,29.902,29.85,29.818
2105,N,False,27.179,26.937,26.808,27.022,40.293
2106,N,False,35.125,35.634,35.247,33.832,33.973
2107,N,False,46.548,46.344,46.629,46.913,47.212
2108,N,False,31.086,30.855,30.706,30.037,30.397
2109,N,False,48.688,48.836,48.942,49.068,49.173
2110,N,False,36.125,36.35,36.106,36.286,36.076
2111,N,False,30.694,30.759,30.755,30.848,30.907
2112,N,False,49.902,50.882,51.855,51.536,51.392
2113,N,False,39.986,39.795,39.816,39.836,39.688
2114,N,False,28.756,28.783,28.947,28.888,28.963
2115,N,False,40.307,39.121,39.408,40.317,40.574
2116,N,False,54.896,54.199,54.038,53.763,54.382
2117,N,False,34.087,33.663,34.285,34.26,34.365
2118,N,False,34.182,34.536,34.213,33.652,33.233
2119,N,False,61.01,60.219,60.999,61.114,60.902
2120,N,False,51.84,51.594,51.615,51.904,51.644
2121,N,False,49.32,48.541,49.184,48.474,48.453
2122,N,False,29.834,29.789,29.625,29.388,29.62
2123,N,False,35.586,35.81,35.25,35.581,35.05
2124,N,False,37.419,37.211,36.788,37.089,36.306
2125,N,False,28.528,28.259,28.083,28.269,28.148
2126,N,False,37.083,36.254,35.217,36.249,36.077
2127,N,False,27.671,28.229,28.313,28.412,28.146
2128,N,False,43.108,43.203,43.098,42.754,43.614
2129,N,False,38.458,38.192,37.533,37.269,36.716
2130,N,False,44.777,45.029,45.186,45.129,45.359
2131,N,False,36.968,36.823,37.179,37.619,37.264
2132,N,False,58.998,58.563,58.638,58.347,58.296
2133,N,False,50.344,48.932,49.5,49.336,49.529
2134,N,False,35.295,35.718,36.164,35.611,35.445
2135,N,False,52.779,52.887,52.826,52.966,53.188
2136,N,False,37.773,38.133,37.37,38.088,37.768
2137,N,False,34.81,36.06,36.202,36.351,35.803
2138,N,False,32.762,33.388,32.528,33.416,32.634
2139,N,False,49.081,49.278,49.21,49.53,49.248
2140,N,False,41.456,40.946,41.417,40.622,40.699
2141,N,False,28.3,28.581,28.76,30.091,31.044
2142,N,False,52.277,52.147,52.435,52.763,52.955
2143,N,False,40.892,40.317,39.968,40.957,40.618
2144,N,False,31.78,31.211,31.917,33.196,32.854
2145,N,False,51.06,51.378,49.767,51.929,52.195
2146,N,False,50.045,49.954,50.168,49.874,49.95
2147,N,False,37.247,37.708,37.877,38.876,38.518
2148,N,False,50.633,49.949,50.576,50.915,49.137
2149,N,False,45.893,45.567,44.576,45.617,44.369
2150,N,False,41.834,41.585,40.943,41.089,40.831
2151,N,False,46.033,46.045,46.009,46.124,46.159
2152,N,False,39.627,39.953,39.176,39.14,38.193
2153,N,False,51.314,50.794,51.448,51.84,51.41
2154,N,False,45.584,45.535,44.81,44.961,44.616
2155,N,False,31.851,32.088,31.699,31.767,31.81
2156,N,False,35.697,33.924,35.41,36.638,37.029
2157,N,False,33.228,33.209,32.779,33.087,32.718
2158,N,False,43.749,43.231,43.231,42.613,43.737
2159,N,False,44.805,44.75,44.625,44.63,44.575
2160,N,False,47.796,47.687,47.812,47.6,47.43
2161,N,False,50.065,49.809,49.982,50.149,50.088
2162,N,False,40.023,40.493,40.571,41.105,40.689
2163,N,False,55.075,55.199,55.194,55.13,55.226
2164,N,False,35.578,35.45,36.678,35.709,36.076
2165,N,False,51.558,51.11,51.716,51.576,52.066
2166,N,False,39.204,39.394,39.479,39.73,39.87
2167,N,False,53.722,52.412,51.905,51.258,51.706
2168,N,False,39.741,39.535,39.853,40.036,40.451
2169,N,False,40.536,42.889,41.317,42.134,43.232
2170,N,False,38.92,38.929,38.987,39.119,39.097
2171,N,False,31.912,32.566,31.913,31.776,32.413
2172,N,False,45.025,44.978,44.905,44.84,44.764
2173,N,False,32.088,32.622,31.589,31.402,32.287
2174,N,False,40.811,40.513,39.721,40.645,40.419
2175,N,False,32.04,33.71,31.959,31.982,31.792
2176,N,False,36.949,38.605,38.788,38.255,37.357
2177,N,False,42.44,41.969,41.357,41.814,42.091
2178,N,False,57.219,57.216,57.113,57.18,57.067
2179,N,False,57.001,57.06,57.118,57.219,57.216
2180,N,False,35.003,34.278,35.662,35.717,35.901
2181,N,False,50.296,50.413,50.51,50.181,50.905
2182,N,False,32.968,32.622,33.279,32.765,32.366
2183,N,False,30.324,30.91,30.214,30.338,30.17
2184,N,False,31.481,31.317,31.599,32.326,32.185
2185,N,False,33.83,34.177,33.991,34.715,34.454
2186,N,False,44.558,44.609,44.653,45.057,44.838
2187,N,False,33.451,31.77,32.591,32.983,32.356
2188,N,False,46.425,46.54,46.35,45.899,45.752
2189,N,False,41.705,41.695,41.769,41.549,40.988
2190,N,False,32.553,33.023,33.214,33.238,34.167
2191,N,False,44.471,43.974,43.844,44.869,45.608
2192,N,False,34.343,33.817,34.324,34.321,34.299
2193,N,False,41.769,41.899,40.994,41.939,41.415
2194,N,False,42.263,42.661,42.45,42.679,42.831
2195,N,False,51.91,51.776,51.904,51.752,51.813
2196,N,False,52.372,52.308,51.809,53.212,53.197
2197,N,False,40.255,41.065,41.917,41.648,42.743
2198,N,False,38.163,38.201,37.849,37.926,37.897
2199,N,False,30.711,30.795,30.414,30.777,30.842
2200,N,False,32.989,33.02,33.175,33.017,32.874
2201,N,False,50.395,50.425,50.865,51.058,51.447
2202,N,False,40.354,40.273,40.262,41.235,39.608
2203,N,False,45.547,45.456,45.52,45.651,46.059
2204,N,False,30.545,30.309,30.182,30.193,29.946
2205,N,False,48.12,47.822,47.843,47.932,47.638
2206,N,False,48.51,48.781,48.967,48.928,48.766
2207,N,False,56.199,56.216,55.435,55.531,55.899
2208,N,False,46.164,45.919,45.937,46.184,45.973
2209,N,False,50.684,50.941,50.811,50.012,50.025
2210,N,False,43.08,40.032,44.483,41.632,45.789
2211,N,False,50.941,50.811,50.012,50.025,50.809
2212,N,False,27.345,28.163,27.869,28.762,28.192
2213,N,False,37.356,38.053,38.008,37.589,37.19
2214,N,False,55.845,55.876,55.83,55.826,55.752
2215,N,False,42.06,42.2,42.948,42.759,42.563
2216,N,False,29.224,30.031,28.806,29.611,29.379
2217,N,False,35.652,35.708,36.014,36.056,36.163
2218,N,False,45.837,45.681,45.628,45.812,43.711
2219,N,False,30.72,31.004,31.402,31.661,31.525
2220,N,False,47.268,47.161,47.001,47.323,47.17
2221,N,False,43.399,43.556,43.289,44.033,44.301
2222,N,False,34.151,33.887,33.811,33.738,32.511
2223,N,False,41.373,41.672,40.807,40.106,39.758
2224,N,False,39.352,39.719,40.421,39.364,39.234
2225,N,False,30.544,30.757,30.846,30.929,30.991
2226,N,False,47.046,47.228,47.079,47.252,47.306
2227,N,False,46.526,46.342,46.127,45.922,46.082
2228,N,False,41.309,40.825,40.967,41.17,40.971
2229,N,False,43.747,42.765,43.871,44.4,44.392
2230,N,False,33.501,33.409,33.195,32.923,32.913
2231,N,False,26.47,26.971,26.463,26.744,27.156
2232,N,False,30.512,29.877,30.114,30.165,30.108
2233,N,False,31.062,31.006,30.684,30.899,30.655
2234,N,False,56.704,56.503,56.302,56.346,56.126
2235,N,False,39.992,38.835,38.192,37.448,37.738
2236,N,False,31.194,32.057,30.491,29.876,29.288
2237,N,False,39.359,39.07,39.047,39.083,39.084
2238,N,False,46.596,45.801,46.598,48.471,48.606
2239,N,False,37.037,36.971,37.332,36.911,36.726
2240,N,False,44.732,44.788,44.761,44.761,44.792
2241,N,False,32.046,33.436,32.105,31.347,31.952
2242,N,False,56.757,56.574,56.487,56.14,56.184
2243,N,False,35.213,35.559,35.48,35.015,35.197
2244,N,False,39.278,39.075,39.717,39.062,39.251
2245,N,False,28.453,27.75,28.06,28.206,27.887
2246,N,False,38.512,38.415,38.492,38.441,38.465
2247,N,False,29.901,29.338,29.512,29.53,29.941
2248,N,False,66.616,66.3,66.379,66.42,66.625
2249,N,False,42.068,42.422,42.401,42.234,42.177
2250,N,False,47.654,48.12,48.029,48.058,48.906
2251,N,False,40.717,40.339,40.206,39.779,39.717
2252,N,False,45.738,45.23,45.256,45.499,45.212
2253,N,False,53.758,54.37,53.75,53.93,54.005
2254,N,False,34.887,34.401,33.82,34.111,34.355
2255,N,False,36.806,36.7,36.736,36.671,36.713
2256,N,False,42.212,42.815,42.89,42.743,41.602
2257,N,False,37.301,33.418,33.381,34.27,36.003
2258,N,False,33.418,33.567,33.267,33.836,33.811
2259,N,False,43.931,43.9,43.714,43.839,43.985
2260,N,False,39.878,38.31,38.52,37.925,36.671
2261,N,False,33.738,33.721,33.979,33.678,33.189
2262,N,False,34.12,34.331,32.861,33.707,33.618
2263,N,False,53.434,53.168,53.294,52.85,51.43
2264,N,False,38.633,38.738,38.738,39.161,37.903
2265,N,False,28.504,28.381,28.28,27.4,27.454
2266,N,False,36.676,36.173,36.897,36.472,35.983
2267,N,False,32.801,32.717,32.675,32.71,32.545
2268,N,False,30.177,30.22,30.361,29.97,30.592
2269,N,False,30.177,30.22,30.361,29.97,30.592
2270,N,False,30.596,30.906,31.972,31.224,31.667
2271,N,False,40.569,41.07,40.184,39.752,40.149
2272,N,False,29.688,29.723,29.791,30.479,29.754
2273,N,False,41.337,42.015,41.627,40.827,41.182
2274,N,False,45.561,45.285,46.211,45.436,45.254
2275,N,False,34.208,34.177,33.866,34.008,34.075
2276,N,False,63.43,63.22,63.308,63.607,63.928
2277,N,False,39.797,40.091,39.878,40.48,40.419
2278,N,False,59.905,59.611,59.467,59.8,59.623
2279,N,False,33.523,33.733,33.268,33.95,33.289
2280,N,False,29.452,29.827,29.669,29.606,29.781
2281,N,False,43.993,45.483,45.857,43.286,42.86
2282,N,False,36.892,36.546,38.046,36.41,35.678
2283,N,False,29.723,29.27,29.265,29.021,29.351
2284,N,False,29.262,29.333,29.464,28.848,29.285
2285,N,False,30.468,30.246,30.069,29.945,29.763
2286,N,False,50.376,49.839,49.458,49.03,49.483
2287,N,False,41.284,41.769,42.897,43.902,43.552
2288,N,False,48.888,49.973,50.248,49.482,50.376
2289,N,False,31.051,31.139,31.147,31.059,31.693
2290,N,False,35.895,36.785,36.738,36.378,35.905
2291,N,False,38.522,38.613,38.318,38.258,37.86
2292,N,False,31.961,32.501,31.404,31.56,31.541
2293,N,False,55.316,55.135,54.823,55.168,55.282
2294,N,False,55.602,55.268,54.863,55.639,57.655
2295,N,False,58.1,57.558,58.508,57.989,58.601
2296,N,False,48.367,48.82,49.058,49.427,49.641
2297,N,False,31.285,31.209,31.387,31.396,31.211
2298,N,False,46.906,46.491,46.589,46.82,46.801
2299,N,False,33.929,34.639,33.841,34.566,34.659
2300,N,False,32.307,33.868,33.607,34.92,34.349
2301,N,False,38.224,35.045,34.571,35.332,37.522
2302,N,False,47.274,47.23,47.325,47.15,47.336
2303,N,False,33.317,33.269,32.158,32.117,33.117
2304,N,False,47.604,48.464,49.122,48.487,47.861
2305,N,False,39.089,41.022,41.53,42.794,41.13
2306,N,False,38.58,39.153,39.019,38.99,38.908
2307,N,False,46.397,46.184,46.088,46.22,46.151
2308,N,False,29.556,30.075,29.226,29.817,29.76
2309,N,False,54.302,54.353,54.602,54.432,54.423
2310,N,False,28.816,29.049,29.079,29.401,29.492
2311,N,False,39.894,39.761,39.375,39.173,39.226
2312,N,False,37.706,38.095,37.268,37.269,37.316
2313,N,False,29.206,27.268,27.367,27.47,27.629
2314,N,False,27.656,27.719,27.877,28.008,27.282
2315,N,False,47.429,48.916,49.201,48.91,49.035
2316,N,False,43.061,42.46,41.464,42.224,43.095
2317,N,False,30.017,30.239,29.752,29.858,28.981
2318,N,False,33.142,32.476,32.409,33.793,34.518
2319,N,False,33.897,32.5,32.859,32.216,31.746
2320,N,False,29.846,31.09,30.903,30.3,31.867
2321,N,False,48.318,48.069,47.364,47.446,47.493
2322,N,False,66.852,66.906,66.965,66.601,66.31
2323,N,False,32.008,32.737,32.653,32.836,33.217
2324,N,False,28.701,26.506,26.061,27.59,28.377
2325,N,False,37.205,37.936,37.664,34.649,38.373
2326,N,False,29.781,29.833,30.29,29.944,29.944
2327,N,False,36.691,36.218,36.75,35.997,36.022
2328,N,False,31.957,33.313,33.77,33.06,33.947
2329,N,False,39.665,39.728,39.152,40.099,40.514
2330,N,False,33.681,34.587,34.411,33.373,36.789
2331,N,False,51.488,52.041,51.964,52.173,52.453
2332,N,False,51.488,52.041,51.964,52.173,52.453
2333,N,False,51.488,52.041,51.964,52.173,52.453
2334,N,False,55.446,56.402,57.344,58.131,58.208
2335,N,False,28.816,29.158,29.516,29.551,29.121
2336,N,False,57.72,57.867,57.779,57.79,57.861
2337,N,False,54.053,54.21,53.864,54.073,54.503
2338,N,False,41.232,41.558,40.778,40.782,41.172
2339,N,False,63.572,63.717,63.652,64.156,64.421
2340,N,False,35.156,36.181,36.478,36.557,35.588
2341,N,False,31.188,31.33,31.885,34.049,32.942
2342,N,False,51.339,51.709,52.117,52.138,52.011
2343,N,False,39.042,39.192,38.541,38.97,37.856
2344,N,False,25.561,25.232,25.145,25.039,24.849
2345,N,False,31.829,30.973,31.472,31.57,31.699
2346,N,False,29.738,30.11,29.731,30.116,29.715
2347,N,False,39.138,42.276,42.724,43.4,42.325
2348,N,False,39.39,39.05,39.55,39.762,39.466
2349,N,False,28.945,30.062,30.971,31.127,32.279
2350,N,False,49.279,49.393,48.905,48.723,48.772
2351,N,False,41.329,41.425,40.547,40.639,41.475
2352,N,False,30.612,30.332,29.883,31.316,30.839
2353,N,False,47.854,43.006,48.244,45.7,44.57
2354,N,False,51.969,52.297,52.724,53.476,53.238
2355,N,False,60.87,61.0,60.987,60.791,60.646
2356,N,False,31.071,29.183,28.672,28.712,29.477
2357,N,False,39.781,42.058,40.068,39.966,40.748
2358,N,False,35.597,37.104,38.449,37.385,37.481
2359,N,False,34.868,35.648,34.432,34.21,33.5
2360,N,False,28.343,27.554,28.14,28.421,28.321
2361,N,False,30.779,29.877,29.978,29.69,29.579
2362,N,False,31.757,31.911,31.316,31.564,32.006
2363,N,False,39.69,39.364,40.425,41.206,39.506
2364,N,False,29.716,29.547,29.518,30.058,30.045
2365,N,False,45.305,42.327,43.198,46.245,46.354
2366,N,False,38.631,38.528,38.576,37.979,37.292
2367,N,False,54.69,55.34,55.219,54.856,54.006
2368,N,False,28.255,28.164,28.177,27.261,28.08
2369,N,False,50.999,48.901,49.848,54.684,55.709
2370,N,False,44.941,44.698,44.463,44.329,46.266
2371,N,False,35.049,34.869,33.585,32.549,33.573
2372,N,False,49.015,48.613,48.275,48.516,49.683
2373,N,False,23.765,23.801,24.21,23.852,23.25
2374,N,False,29.723,29.43,29.468,30.031,29.394
2375,N,False,36.249,38.234,39.44,36.474,36.537
2376,N,False,35.142,35.621,35.233,37.671,39.265
2377,N,False,25.004,25.298,25.174,25.364,25.414
2378,N,False,53.997,54.068,53.869,53.902,53.673
2379,N,False,27.782,27.773,28.032,27.877,27.786
2380,N,False,29.084,29.897,29.755,29.31,30.221
2381,N,False,40.025,40.202,39.796,39.414,39.392
2382,N,False,32.642,29.995,29.76,30.396,30.012
2383,N,False,27.106,27.363,27.151,27.564,27.392
2384,N,False,38.806,38.643,39.152,39.408,39.236
2385,N,False,34.196,35.314,34.524,36.533,35.362
2386,N,False,35.535,35.182,35.293,34.394,35.682
2387,N,False,27.102,27.228,27.213,27.781,28.382
2388,N,False,40.193,39.796,40.21,41.43,40.234
2389,N,False,29.947,29.688,29.399,29.865,29.249
2390,N,False,36.148,54.022,50.978,48.759,53.194
2391,N,False,32.458,33.615,32.49,34.044,33.34
2392,N,False,28.581,27.655,28.25,28.01,28.335
2393,N,False,36.252,35.141,33.907,34.616,35.236
2394,N,False,30.232,30.129,30.408,30.398,30.192
2395,N,False,34.094,38.178,34.759,33.779,33.906
2396,N,False,29.571,29.145,29.103,29.288,28.891
2397,N,False,42.049,42.541,41.938,42.477,41.849
2398,N,False,28.926,29.164,28.787,29.509,29.495
2399,N,False,30.346,30.285,30.72,30.643,31.086
2400,N,False,55.79,55.403,55.02,55.272,53.236
2401,N,False,44.864,46.96,49.168,48.953,48.728
2402,N,False,34.806,47.113,36.336,35.854,37.797
2403,N,False,41.528,45.648,43.155,51.284,50.91
2404,N,False,41.245,41.504,41.792,41.772,41.79
2405,N,False,37.441,36.884,36.773,36.038,36.434
2406,N,False,31.932,31.928,31.945,31.633,31.402
2407,N,False,30.946,30.769,30.954,30.407,30.77
2408,N,False,34.203,33.569,30.814,36.496,34.659
2409,N,False,25.712,26.613,27.692,27.507,26.449
2410,N,False,33.7,33.188,33.987,33.777,33.608
2411,N,False,46.289,46.687,47.2,47.064,46.296
2412,N,False,38.996,38.912,39.085,38.5,40.033
2413,N,False,27.143,27.239,27.054,26.884,27.035
2414,N,False,28.808,28.803,28.494,28.442,28.56
2415,N,False,48.915,48.862,48.98,49.166,48.926
2416,N,False,36.471,35.904,35.857,35.926,35.296
2417,N,False,28.026,28.206,28.09,28.109,28.98
2418,N,False,52.884,53.458,54.084,54.538,55.207
2419,N,False,45.092,45.435,43.834,43.906,43.727
2420,N,False,45.446,45.232,45.142,45.496,44.912
2421,N,False,40.508,39.766,38.642,38.938,38.312
2422,N,False,27.596,27.074,27.075,27.353,28.358
2423,N,False,41.959,41.995,41.844,41.571,41.358
2424,N,False,48.671,50.403,51.033,48.095,46.699
2425,N,False,37.843,37.085,37.927,38.638,38.379
