,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5
1021,B,True,13.485,12.939,12.853,12.707,12.737
1022,B,True,39.163,37.274,37.583,37.447,39.649
1023,B,True,24.312,24.184,24.551,24.699,24.164
1024,B,True,0.0,0.0,0.0,0.0,0.0
1025,B,False,0.0,0.0,0.0,0.0,0.0
1026,B,False,0.0,0.0,0.0,0.0,0.0
1027,B,True,0.0,0.0,0.0,0.0,0.0
1028,B,False,18.181,18.281,18.62,18.601,18.939
1029,B,False,0.0,0.0,0.0,0.0,0.0
1030,B,False,33.044,33.496,33.954,34.019,33.373
1031,B,False,11.525,13.353,12.914,8.4883,9.3104
1032,B,True,21.615,21.487,22.287,22.294,23.145
1033,B,True,0.0,0.0,0.0,0.0,0.0
1034,B,True,0.0,0.0,0.0,0.0,0.0
1035,B,True,12.352,12.548,12.426,12.282,12.27
1036,B,False,0.0,31.183,29.583,0.0,31.38
1037,B,False,139.28,139.92,117.86,117.86,133.95
1038,B,False,4.773,2.0851,5.0808,33.138,41.996
1039,B,True,21.17,20.913,21.86,21.766,21.229
1040,B,True,0.0,0.0,0.0,0.0,0.0
1041,B,False,103.65,104.44,98.119,100.54,95.931
1042,B,False,27.67,27.105,27.528,27.407,27.537
1043,B,False,0.0,0.0,0.0,0.0,0.0
1044,B,True,0.0,0.0,0.0,0.0,0.0
1045,B,False,92.693,5.2162,107.65,2.7622,108.11
1046,B,False,166.52,83.668,19.589,43.674,6.4372
1047,B,False,23.321,23.489,23.962,23.925,23.748
1048,B,False,0.0,0.0,0.0,0.0,0.0
1049,B,False,21.478,20.614,21.747,28.197,25.171
1050,B,False,5.5336,4.9882,4.8289,4.5958,4.8988
1051,B,False,0.0,0.0,0.0,0.0,0.0
1052,B,False,67.672,64.533,62.144,63.943,64.994
1053,B,False,0.0,0.0,0.0,0.0,0.0
1054,B,True,0.0,0.0,0.0,0.0,0.0
1055,B,True,4.0336,3.966,3.6932,3.8693,3.6821
1056,B,False,43.078,42.577,40.888,38.984,42.586
1057,B,False,16.135,16.158,16.298,15.36,15.384
1058,B,False,14.728,14.522,14.172,14.482,15.077
1059,B,False,17.976,17.855,17.613,18.105,17.947
1060,B,True,19.01,18.769,18.907,19.489,19.922
1061,B,False,67.816,74.602,72.088,0.0,0.0
1062,B,False,1.9429,0.0,0.0,0.0,0.0
1063,B,False,2.7603,2.7454,2.8049,2.803,2.8214
1064,B,False,0.0,0.0,0.0,0.0,0.0
1065,B,False,22.017,0.0,0.0,0.0,0.0
1066,B,False,46.224,46.922,47.23,48.582,49.412
1067,B,False,17.753,17.359,17.306,17.425,17.449
1068,B,False,47.624,46.636,46.406,46.542,47.458
1069,B,False,51.628,54.945,0.0,0.0,0.0
1070,B,False,19.086,35.815,32.075,27.764,8.853
1071,B,False,42.881,41.551,42.502,42.889,42.197
1072,B,False,24.071,26.093,27.019,27.74,25.871
1073,B,False,44.225,44.252,44.93,45.749,45.127
1074,B,False,0.0,0.0,0.0,0.0,0.0
1075,B,True,0.0,0.0,4.5166,4.043,4.1673
1076,B,False,0.0,0.0,0.0,0.0,0.0
1077,B,True,22.419,26.366,26.095,26.647,26.326
1078,B,True,2.8977,2.9572,2.9378,2.8881,2.8465
1079,B,False,28.371,28.364,27.676,27.34,26.822
1080,B,False,0.0,2.3663,2.2444,2.448,1.9945
1081,B,False,26.077,27.605,26.674,27.022,26.916
1082,B,False,28.225,28.259,28.304,28.528,28.509
1083,B,True,5.1712,4.7867,2.48,2.5461,2.5896
1084,B,True,0.0,0.0,0.0,0.0,0.0
1085,B,False,2.9226,3.0154,3.0128,5.8082,2.894
1086,B,True,15.09,14.782,14.156,14.437,14.352
1087,B,True,17.901,18.278,18.036,18.365,18.383
1088,B,True,30.043,34.48,38.188,35.528,39.866
1089,B,False,0.0,0.0,0.0,0.0,0.0
1090,B,False,19.362,19.369,19.487,19.407,19.441
1091,B,True,0.0,0.0,0.0,0.0,0.0
1092,B,False,44.879,46.54,43.36,41.983,49.22
1093,B,False,13.52,13.717,13.383,13.557,13.755
1094,B,False,24.218,16.414,15.638,23.569,24.255
1095,B,False,0.0,0.0,0.0,0.0,0.0
1096,B,False,48.287,47.279,49.521,51.615,49.577
1097,B,True,23.049,23.37,23.458,23.75,24.169
1098,B,False,0.0,0.0,0.0,0.0,0.0
1099,B,False,0.0,0.0,0.0,0.0,0.0
1100,B,False,5.1409,5.2345,0.0,0.0,0.0
1101,B,False,97.302,102.87,0.0,0.0,0.0
1102,B,True,3.9006,3.736,3.7269,3.7394,3.5697
1103,B,False,0.0,0.0,0.0,0.0,0.0
1104,B,False,8.7285,14.219,14.58,15.163,9.1138
1105,B,True,10.957,8.2922,8.8448,9.3597,3.3425
1106,B,False,31.031,27.614,26.309,25.424,23.8
1107,B,False,27.569,27.378,29.269,29.817,29.749
1108,B,False,0.0,0.0,0.0,0.0,0.0
1109,B,False,17.438,16.821,16.969,17.008,0.0
1110,B,True,20.973,20.819,20.859,20.826,20.906
1111,B,True,0.0,0.0,0.0,0.0,0.0
1112,B,False,9.4356,9.8168,9.9235,10.005,10.011
1113,B,False,0.0,0.0,0.0,0.0,0.0
1114,B,False,9.1937,3.9406,8.1216,7.7437,7.03
1115,B,False,0.0,0.0,0.0,0.0,0.0
1116,B,True,47.216,46.734,44.739,45.941,45.87
1117,B,False,0.0,0.0,0.0,0.0,0.0
1118,B,False,0.0,0.0,0.0,0.0,0.0
1119,B,False,5.6778,5.7458,5.6545,5.1543,5.2159
1120,B,False,10.523,10.377,8.8366,8.9674,10.782
1121,B,False,3.4607,3.4855,3.4808,3.4381,3.4802
1122,B,False,0.0,0.0,0.0,0.0,0.0
1123,B,True,77.932,76.045,77.177,78.052,76.701
1124,B,True,26.657,27.378,26.965,27.021,26.127
1125,B,False,17.53,16.763,16.092,16.214,15.782
1126,B,True,4.8348,4.8102,4.979,5.0038,4.6655
1127,B,True,0.0,0.0,0.0,9.9511,9.8634
1128,B,False,0.0,0.0,0.0,0.0,0.0
1129,B,True,19.639,19.865,18.341,18.097,18.025
1130,B,False,0.0,0.0,0.0,34.798,0.0
1131,B,False,0.0,0.0,0.0,0.0,0.0
1132,B,False,22.891,22.856,21.898,21.02,27.901
1133,B,True,55.016,0.0,0.0,0.0,0.0
1134,B,False,0.0,0.0,0.0,0.0,0.0
1135,B,False,17.062,17.102,17.228,17.056,17.003
1136,B,False,1.1666,2.7698,6.3321,2.9877,2.5752
1137,B,False,39.735,40.22,40.611,40.812,41.605
1138,B,False,0.0,0.0,0.0,0.0,0.0
1139,B,False,0.0,0.0,0.0,0.0,0.0
1140,B,True,27.349,28.441,26.873,28.241,29.048
1141,B,False,29.995,33.272,26.997,25.607,35.123
1142,B,False,0.0,0.0,0.0,0.0,0.0
1143,B,False,9.3457,9.4887,9.5493,9.2173,8.7794
1144,B,False,23.408,23.387,23.404,23.868,24.11
1145,B,True,10.434,10.266,10.554,10.659,10.664
1146,B,True,1.9863,2.0674,2.0798,2.3363,2.488
1147,B,False,21.588,21.549,21.675,22.067,21.799
1148,B,False,4.0785,2.4097,4.9129,4.9244,4.9027
1149,B,False,9.8634,0.0,9.8713,9.8271,9.6562
1150,B,False,39.033,38.705,40.101,39.108,38.944
1151,B,False,18.383,19.09,20.246,19.5,20.595
1152,B,True,24.824,24.91,24.806,24.754,24.632
1153,B,True,0.0,0.0,0.0,0.0,0.0
1154,B,True,0.0,0.0,0.0,0.0,0.0
1155,B,True,3.9433,3.6586,0.0,0.0,0.0
1156,B,True,39.849,39.605,42.086,45.951,46.585
1157,B,False,16.485,16.366,16.455,16.435,16.431
1158,B,False,0.0,0.0,0.0,0.0,0.0
1159,B,False,4.9936,5.0934,5.0803,4.9077,4.972
1160,B,False,20.339,19.913,20.373,21.625,20.522
1161,B,False,0.0,0.0,0.0,0.0,0.0
1162,B,True,0.0,0.0,0.0,0.0,0.0
1163,B,False,17.559,17.727,17.874,17.997,18.069
1164,B,True,5.063,4.9349,3.2548,3.4205,4.2259
1165,B,False,19.382,19.057,18.586,18.375,18.471
1166,B,False,31.536,31.231,30.541,30.125,30.487
1167,B,False,0.0,0.0,0.0,0.0,0.0
1168,B,False,0.0,0.0,0.0,0.0,0.0
1169,B,True,68.798,68.61,67.917,67.008,67.917
1170,B,False,0.0,0.0,0.0,0.0,0.0
1171,B,False,0.0,0.0,0.0,0.0,0.0
1172,B,False,2.6149,5.5014,4.6349,2.6212,11.79
1173,B,False,20.827,20.934,20.432,20.846,20.501
1174,B,False,16.271,15.875,16.021,15.968,16.282
1175,B,True,0.0,0.0,0.0,0.0,0.0
1176,B,False,0.0,0.0,0.0,0.0,0.0
1177,B,False,2.2379,4.6217,2.2642,4.6579,4.5896
1178,B,False,50.415,66.173,57.089,68.464,71.085
1179,B,False,0.0,0.0,0.0,0.0,0.0
1180,B,False,0.0,0.0,0.0,0.0,0.0
1181,B,False,5.1046,4.8518,4.5571,4.7631,4.5231
1182,B,False,20.446,19.617,20.748,20.818,21.834
1183,B,True,20.072,20.258,20.331,21.744,21.536
1184,B,False,15.523,15.616,32.82,32.941,32.541
1185,B,False,34.257,34.195,33.247,32.48,31.496
1186,B,False,12.764,14.743,13.466,14.22,15.279
1187,B,False,33.65,32.36,35.592,33.799,32.427
1188,B,False,2.9595,0.0,0.0,0.0,3.0725
1189,B,True,0.0,0.0,0.0,0.0,2.1344
1190,B,False,0.0,0.0,0.0,0.0,0.0
1191,B,False,0.0,0.0,0.0,0.0,0.0
1192,B,False,0.0,0.0,0.0,0.0,0.0
1193,B,False,0.0,0.0,0.0,0.0,0.0
1194,B,False,0.0,0.0,2.9742,3.4455,0.0
1195,B,False,0.0,0.0,0.0,0.0,0.0
1196,B,False,17.729,18.226,17.465,18.101,17.788
1197,B,True,17.88,18.322,18.114,18.233,18.179
1198,B,False,10.765,10.883,10.979,11.27,11.235
1199,B,False,0.0,0.0,0.0,0.0,0.0
1200,B,False,22.294,21.971,22.634,22.646,23.476
1201,B,True,3.46,3.3884,3.9622,3.2676,3.1741
1202,B,False,43.829,6.2486,6.411,5.8913,46.14
1203,B,False,11.699,11.846,12.357,12.523,12.753
1204,B,True,3.3575,3.4897,3.4181,3.5175,3.5365
1205,B,False,0.0,0.0,0.0,0.0,0.0
1206,B,False,0.0,0.0,0.0,0.0,0.0
1207,B,False,0.0,0.0,0.0,0.0,0.0
1208,B,False,0.0,0.0,0.0,0.0,0.0
1209,B,False,0.0,0.0,0.0,0.0,0.0
1210,B,False,20.627,20.558,20.666,20.685,20.604
1211,B,True,0.0,4.5705,0.0,0.0,0.0
1212,B,True,0.0,0.0,0.0,0.0,0.0
1213,B,True,21.64,21.534,22.164,22.122,21.494
1214,B,False,3.1917,3.236,3.1292,3.3648,3.35
1215,B,False,9.3789,19.592,19.091,18.976,20.525
1216,B,False,6.5419,0.0,6.5263,6.6959,6.6146
1217,B,False,30.873,30.461,30.661,31.124,30.747
1218,B,False,0.0,0.0,0.0,0.0,0.0
1219,B,False,17.074,17.271,17.146,17.185,16.747
1220,B,False,0.0,0.0,0.0,0.0,0.0
1221,B,False,0.0,0.0,0.0,0.0,0.0
1222,B,False,22.064,21.15,21.47,22.102,22.189
1223,B,True,17.484,16.951,17.388,17.313,17.78
1224,B,True,10.583,10.293,10.386,10.808,10.566
1225,B,True,0.0,0.0,0.0,0.0,0.0
1226,B,False,0.0,0.0,0.0,0.0,0.0
1227,B,False,0.0,0.0,0.0,0.0,0.0
1228,B,False,7.7531,7.8405,7.7521,7.7521,7.8585
1229,B,False,12.66,12.489,12.602,12.263,12.385
1230,B,False,0.0,0.0,0.0,0.0,0.0
1231,B,False,16.34,17.335,15.424,13.435,11.046
1232,B,False,31.533,32.751,33.209,33.034,32.894
1233,B,False,0.0,0.0,0.0,0.0,0.0
1234,B,False,13.275,12.442,11.184,12.904,14.361
1235,B,False,8.9023,8.5399,8.5399,7.968,0.0
1236,B,True,0.0,0.0,0.0,0.0,0.0
1237,B,False,15.005,13.84,16.408,15.496,13.919
1238,B,True,0.0,0.0,0.0,0.0,0.0
1239,B,True,0.0,0.0,0.0,0.0,0.0
1240,B,False,20.493,19.999,20.167,20.294,20.072
1241,B,False,32.519,32.09,33.192,41.658,40.629
1242,B,True,9.8972,9.5649,9.7998,8.713,8.3076
1243,B,False,1.7385,1.8065,0.0,0.0,0.0
1244,B,False,0.0,0.0,0.0,0.0,0.0
1245,B,False,12.054,11.933,11.831,11.97,11.824
1246,B,False,0.0,0.0,0.0,0.0,0.0
1247,B,False,28.114,29.558,29.701,29.079,28.648
1248,B,False,15.968,16.282,16.213,16.223,15.897
1249,B,False,12.774,12.667,12.85,12.847,12.718
1250,B,True,0.0,0.0,0.0,0.0,0.0
1251,B,False,28.557,28.788,28.904,28.296,28.179
1252,B,True,22.289,18.09,26.743,8.5976,20.639
1253,B,False,42.38,39.134,38.304,37.554,39.301
1254,B,True,0.0,0.0,0.0,0.0,0.0
1255,B,False,11.216,10.656,11.52,11.481,10.995
1256,B,False,0.0,0.0,0.0,0.0,0.0
1257,B,False,15.02,16.014,15.381,12.494,11.519
1258,B,False,14.915,16.993,15.586,15.25,15.443
1259,B,True,30.175,29.829,30.05,29.805,29.516
1260,B,False,0.0,0.0,0.0,0.0,0.0
1261,B,False,19.145,19.295,19.382,19.209,18.879
1262,B,False,38.105,35.848,32.674,33.648,33.111
1263,B,False,23.431,23.369,23.328,23.397,23.219
1264,B,False,0.0,0.0,0.0,0.0,0.0
1265,B,False,21.997,4.9527,4.8493,5.1073,5.0015
1266,B,True,73.003,70.932,67.911,65.587,69.564
1267,B,False,22.064,22.363,22.04,22.335,23.192
1268,B,False,4.2888,0.0,4.5452,3.7927,3.4273
1269,B,False,4.23,4.0838,4.0838,4.0796,4.0838
1270,B,False,17.693,17.773,18.18,17.915,18.334
1271,B,False,0.0,0.0,0.0,0.0,0.0
1272,B,False,167.72,111.66,7.3768,0.0,6.4992
1273,B,False,0.0,0.0,0.0,0.0,0.0
1274,B,False,0.0,0.0,0.0,0.0,0.0
1275,B,False,0.0,0.0,0.0,0.0,0.0
1276,B,False,21.758,21.964,22.47,22.207,22.594
1277,B,True,14.756,14.757,15.082,15.28,15.549
1278,B,True,15.119,15.282,15.417,15.246,15.516
1279,B,False,0.0,0.0,0.0,0.0,0.0
1280,B,False,0.0,0.0,0.0,0.0,1.9622
1281,B,False,0.0,0.0,0.0,0.0,0.0
1282,B,False,0.0,0.0,0.0,0.0,0.0
1283,B,False,23.75,24.169,23.992,24.374,24.205
1284,B,False,19.854,20.084,20.132,24.092,24.209
1285,B,False,17.604,0.0,17.246,17.358,17.457
1286,B,False,9.4085,2.5341,4.6224,22.527,3.1696
1287,B,True,0.0,0.0,0.0,0.0,0.0
1288,B,False,0.0,0.0,0.0,0.0,0.0
1289,B,False,0.0,0.0,0.0,2.3663,2.2444
1290,B,False,22.076,22.114,22.054,22.204,22.739
1291,B,True,0.0,0.0,0.0,0.0,0.0
1292,B,False,26.578,26.432,26.167,27.005,26.699
1293,B,False,0.0,0.0,0.0,0.0,0.0
1294,B,False,0.0,0.0,0.0,0.0,0.0
1295,B,False,0.0,0.0,0.0,0.0,0.0
1296,B,False,0.0,0.0,0.0,0.0,0.0
1297,B,True,13.968,13.982,13.983,14.051,14.014
1298,B,False,0.0,0.0,0.0,0.0,0.0
1299,B,False,0.0,0.0,0.0,0.0,0.0
1300,B,False,18.902,18.943,19.15,18.851,19.177
1301,B,False,16.356,16.305,16.29,16.305,16.039
1302,B,False,2.735,2.5321,2.9817,0.0,3.9211
1303,B,True,0.0,0.0,0.0,0.0,0.0
1304,B,False,14.736,14.692,14.738,15.09,14.766
1305,B,False,5.4081,5.6619,5.0586,4.677,4.7996
1306,B,False,3.1329,3.2246,3.4864,3.5614,0.0
1307,B,False,4.8102,4.979,5.0038,4.6655,4.5512
1308,B,False,0.0,0.0,0.0,0.0,0.0
1309,B,True,14.881,14.91,14.403,14.087,14.182
1310,B,False,34.019,33.373,34.474,34.62,34.298
1311,B,False,16.354,16.006,16.286,16.026,16.619
1312,B,False,115.22,96.3,123.68,118.4,113.91
1313,B,False,0.0,0.0,0.0,0.0,0.0
1314,B,False,35.526,35.939,36.385,36.107,34.805
1315,B,False,0.0,0.0,0.0,0.0,0.0
1316,B,True,29.105,29.238,29.39,29.099,28.841
1317,B,False,0.0,0.0,0.0,0.0,0.0
1318,B,False,27.016,25.777,25.796,25.49,25.94
1319,B,False,0.0,0.0,0.0,0.0,0.0
1320,B,False,23.608,24.245,32.626,25.482,30.049
1321,B,False,0.0,0.0,0.0,0.0,0.0
1322,B,False,22.364,22.58,22.615,22.663,22.809
1323,B,False,0.0,0.0,0.0,8.505,8.2849
1324,B,False,64.931,68.702,71.183,63.161,56.888
1325,B,False,0.0,0.0,0.0,0.0,0.0
1326,B,False,15.766,16.677,16.368,16.061,16.648
1327,B,False,16.225,16.365,15.715,15.14,15.079
1328,B,False,22.175,21.653,22.131,23.241,23.626
1329,B,False,0.0,0.0,0.0,0.0,0.0
1330,B,False,0.0,0.0,0.0,0.0,0.0
1331,B,False,15.883,15.887,15.583,15.599,15.73
1332,B,False,23.339,24.244,24.323,23.814,24.581
1333,B,False,32.925,35.487,33.401,30.058,33.0
1334,B,False,12.199,12.14,12.179,12.406,12.301
1335,B,False,0.0,0.0,0.0,0.0,0.0
1336,B,True,24.008,25.552,25.798,25.666,25.603
1337,B,True,0.0,0.0,0.0,0.0,0.0
1338,B,True,0.0,0.0,0.0,0.0,0.0
1339,B,False,19.26,19.317,18.73,18.345,18.259
1340,B,False,0.0,0.0,0.0,0.0,0.0
1341,B,False,12.51,12.285,12.056,11.622,11.951
1342,B,False,29.334,29.105,29.238,29.39,29.099
1343,B,False,15.862,16.092,16.125,16.165,16.338
1344,B,True,73.077,87.929,85.552,91.514,81.513
1345,B,False,0.0,0.0,0.0,0.0,0.0
1346,B,False,0.0,0.0,0.0,0.0,0.0
1347,B,False,0.0,0.0,0.0,0.0,0.0
1348,B,False,66.992,67.762,65.599,66.072,63.278
1349,B,False,0.0,0.0,0.0,2.9122,0.0
1350,B,False,18.076,18.097,17.918,17.611,17.693
1351,B,False,0.0,0.0,0.0,0.0,0.0
1352,B,False,0.0,3.3971,2.7891,0.0,0.0
1353,B,False,4.7867,2.48,2.5461,2.5896,2.572
1354,B,False,21.481,20.9,21.098,20.658,20.352
1355,B,False,20.87,20.67,20.66,20.63,20.788
1356,B,False,41.783,41.02,43.581,47.711,43.484
1357,B,False,28.675,29.847,30.602,0.0,0.0
1358,B,False,0.0,0.0,0.0,0.0,0.0
1359,B,False,24.396,25.182,24.53,24.397,24.656
1360,B,False,46.972,48.82,48.521,50.582,55.931
1361,B,False,0.0,0.0,5.2439,0.0,0.0
1362,B,False,0.0,296.99,0.0,269.03,0.0
1363,B,False,22.543,22.339,22.387,22.437,22.454
1364,B,False,0.0,0.0,0.0,0.0,0.0
1365,B,True,6.9692,6.8827,7.0864,7.0477,7.0464
1366,B,False,9.6285,11.58,8.4923,11.92,12.871
1367,B,False,0.0,0.0,0.0,0.0,0.0
1368,B,True,6.921,3.8191,4.6265,4.7589,4.9586
1369,B,False,0.0,0.0,0.0,0.0,0.0
1370,B,False,0.0,0.0,0.0,0.0,0.0
1371,B,False,21.255,21.324,21.202,21.031,20.642
1372,B,False,6.5124,6.3773,6.4818,6.5033,6.5323
1373,B,False,2.2853,3.2428,1.2917,4.9313,1.2061
1374,B,True,38.675,31.172,31.687,30.778,31.088
1375,B,False,0.0,0.0,0.0,0.0,0.0
1376,B,False,67.923,64.943,67.019,72.846,71.274
1377,B,False,48.884,50.546,51.344,51.746,53.995
1378,B,True,0.0,0.0,0.0,0.0,0.0
1379,B,True,0.0,0.0,0.0,0.0,0.0
1380,B,False,0.0,0.0,0.0,0.0,0.0
1381,B,False,12.747,12.935,13.861,13.506,13.401
1382,B,False,19.303,20.106,20.325,20.503,21.385
1383,B,True,12.443,12.16,2.2844,12.135,12.74
1384,B,False,20.86,20.706,20.546,21.187,21.696
1385,B,False,25.121,24.916,25.479,24.679,24.383
1386,B,False,19.055,18.292,18.863,17.679,17.6
1387,B,False,0.0,0.0,0.0,0.0,0.0
1388,B,True,17.404,17.646,18.019,18.602,17.657
1389,B,True,0.0,0.0,0.0,0.0,0.0
1390,B,True,0.0,0.0,0.0,0.0,0.0
1391,B,True,15.547,15.397,15.26,15.287,15.212
1392,B,False,0.0,0.0,0.0,0.0,0.0
1393,B,False,0.0,0.0,0.0,0.0,0.0
1394,B,False,4.2008,4.4519,3.7625,3.7333,10.313
1395,B,False,18.624,18.55,18.879,19.133,19.103
1396,B,True,91.55,97.864,106.1,102.78,107.69
1397,B,False,30.729,25.706,25.556,23.775,29.358
1398,B,False,0.0,0.0,0.0,0.0,0.0
1399,B,False,29.615,30.419,31.169,30.193,30.356
1400,B,False,0.0,0.0,0.0,0.0,0.0
1401,B,True,0.0,0.0,0.0,0.0,0.0
1402,B,False,14.727,15.069,14.972,15.233,15.234
1403,B,False,0.0,0.0,0.0,0.0,0.0
1404,B,False,16.216,15.883,15.935,16.129,15.437
1405,B,False,0.0,0.0,0.0,0.0,0.0
1406,B,False,0.0,0.0,0.0,0.0,0.0
1407,B,False,49.341,49.913,51.033,52.021,52.301
1408,B,True,22.729,22.911,22.447,22.726,22.029
1409,B,False,42.397,32.201,56.486,49.181,17.63
1410,B,True,0.0,0.0,0.0,0.0,0.0
1411,B,False,42.361,43.586,41.245,40.251,41.309
1412,B,False,37.223,39.036,38.577,43.415,45.59
1413,B,False,38.457,38.634,39.299,39.237,40.192
1414,B,False,0.0,0.0,0.0,0.0,0.0
1415,B,False,0.0,0.0,0.0,0.0,0.0
1416,B,False,0.0,0.0,0.0,0.0,0.0
1417,B,False,19.429,19.311,19.159,19.24,19.576
1418,B,False,0.0,0.0,0.0,0.0,0.0
1419,B,False,0.0,0.0,0.0,0.0,0.0
1420,B,False,0.0,0.0,0.0,0.0,0.0
1421,B,False,0.0,0.0,0.0,0.0,0.0
1422,B,False,0.0,0.0,0.0,0.0,0.0
1423,B,False,0.0,0.0,0.0,0.0,0.0
1424,B,False,0.0,0.0,0.0,0.0,0.0
1425,B,False,0.0,20.406,20.19,14.711,19.946
1426,B,False,79.948,79.688,80.972,82.333,83.04
1427,B,False,0.0,0.0,0.0,0.0,0.0
1428,B,True,14.006,13.198,13.198,0.0,14.541
1429,B,False,5.6225,5.5765,5.6236,5.6724,5.5904
1430,B,True,30.993,27.633,25.385,24.924,24.319
1431,B,True,0.0,0.0,0.0,0.0,0.0
1432,B,True,0.0,0.0,0.0,0.0,0.0
1433,B,False,0.0,0.0,0.0,0.0,0.0
1434,B,False,13.952,14.515,14.915,16.993,15.586
1435,B,False,0.0,0.0,0.0,0.0,0.0
1436,B,False,28.025,29.223,29.247,28.276,28.106
1437,B,False,0.0,0.0,0.0,0.0,0.0
1438,B,False,28.403,29.039,29.163,29.155,29.206
1439,B,False,0.0,0.0,0.0,0.0,0.0
1440,B,False,30.795,30.337,30.672,30.989,31.318
1441,B,False,0.0,0.0,0.0,0.0,0.0
1442,B,False,11.971,12.019,12.035,11.93,11.789
1443,B,False,3.4181,3.5175,3.5365,3.5538,3.5061
1444,B,False,26.646,27.038,28.135,27.497,28.6
1445,B,False,0.0,0.0,72.845,0.0,0.0
1446,B,False,20.033,20.291,0.0,19.723,20.291
1447,B,False,2.5787,2.5917,2.5933,2.5996,2.5933
1448,B,False,14.614,14.67,14.825,14.722,14.878
1449,B,False,0.0,0.0,0.0,0.0,0.0
1450,B,False,0.0,0.0,0.0,0.0,0.0
1451,B,False,0.0,0.0,0.0,0.0,0.0
1452,B,False,2.6674,2.6674,2.4154,2.2612,2.2453
1453,B,False,26.138,10.606,23.408,21.68,13.401
1454,B,False,0.0,0.0,0.0,0.0,0.0
1455,B,False,11.733,11.819,11.895,11.357,10.123
1456,B,False,0.0,0.0,0.0,0.0,0.0
1457,B,False,19.319,19.198,18.988,18.985,18.876
1458,B,False,23.582,23.079,23.545,23.383,24.521
1459,B,False,33.599,33.355,31.56,29.834,27.338
1460,B,False,0.0,0.0,0.0,0.0,0.0
1461,B,False,0.0,0.0,0.0,0.0,0.0
1462,B,False,0.0,0.0,0.0,0.0,0.0
1463,B,False,0.0,0.0,0.0,0.0,0.0
1464,B,False,21.51,21.334,21.104,20.595,19.674
1465,B,False,0.0,0.0,0.0,0.0,0.0
1466,B,False,0.0,0.0,0.0,0.0,0.0
1467,B,False,2.6351,3.0239,3.0781,3.579,3.7538
1468,B,False,3.5266,3.6292,3.5636,3.5856,3.6292
1469,B,False,0.0,0.0,0.0,0.0,0.0
1470,B,False,0.0,0.0,0.0,0.0,0.0
1471,B,False,0.0,0.0,0.0,0.0,0.0
1472,B,False,18.939,19.045,18.606,19.079,19.137
1473,B,False,92.344,95.772,97.436,97.395,93.424
1474,B,False,5.5259,5.5934,5.6009,5.5751,5.4896
1475,B,False,47.488,49.962,49.848,49.849,50.003
1476,B,False,8.7974,8.7053,13.467,11.953,11.719
1477,B,True,8.542,8.5472,8.6958,8.6342,6.7004
1478,B,False,13.094,13.293,13.278,13.437,13.244
1479,B,False,0.0,0.0,0.0,0.0,0.0
1480,B,True,0.0,0.0,0.0,0.0,0.0
1481,B,False,20.558,20.582,20.288,20.4,20.976
1482,B,False,0.0,0.0,0.0,0.0,0.0
1483,B,False,13.933,19.739,15.108,6.3777,15.753
1484,B,True,13.1,13.503,12.911,12.731,12.195
1485,B,False,36.269,35.636,35.171,35.606,35.93
1486,B,False,0.0,0.0,0.0,0.0,0.0
1487,B,False,18.454,18.482,18.407,18.181,18.307
1488,B,False,12.243,12.535,12.005,11.756,11.818
1489,B,False,13.945,13.613,13.371,13.951,14.738
1490,B,False,27.312,27.155,22.568,27.281,27.48
1491,B,False,0.0,0.0,0.0,0.0,0.0
1492,B,True,36.516,0.0,0.0,36.401,35.889
1493,B,False,21.344,22.156,22.831,24.025,23.836
1494,B,False,14.252,14.392,13.853,14.027,14.188
1495,B,False,0.0,0.0,0.0,0.0,0.0
1496,B,False,4.8098,5.4917,5.4757,5.3582,4.5786
1497,B,False,0.0,0.0,0.0,0.0,0.0
1498,B,False,0.0,0.0,0.0,0.0,0.0
1499,B,True,43.066,44.006,43.163,42.603,43.496
1500,B,False,2.4946,2.4906,2.5497,2.5668,2.5493
1501,B,False,0.0,0.0,0.0,0.0,0.0
1502,B,False,30.488,29.851,31.157,30.393,30.269
1503,B,False,19.86,19.197,19.221,19.437,19.614
1504,B,False,0.0,0.0,0.0,0.0,31.164
1505,B,False,22.439,22.054,13.75,21.909,22.199
1506,B,False,5.0233,5.1197,5.1877,5.2174,5.1951
1507,B,False,0.0,0.0,4.4639,4.3243,4.2763
1508,B,True,0.0,0.0,0.0,1.9376,1.9877
1509,B,False,34.739,35.078,35.667,35.229,31.434
1510,B,False,7.819,7.6772,8.3728,89.008,102.18
1511,B,False,1.7902,1.8161,1.7571,0.0,0.0
1512,B,False,1.6148,1.7854,1.4942,1.7541,0.55038
1513,B,False,7.2153,7.2153,7.5591,126.69,8.2352
1514,B,True,4.7623,0.0,4.4373,21.213,4.8316
1515,B,False,26.965,27.021,26.127,26.464,25.859
1516,B,False,40.264,40.96,41.485,41.426,42.154
1517,B,False,0.0,0.0,0.0,0.0,0.0
1518,B,False,4.3568,4.2523,5.0249,4.0015,4.2517
1519,B,False,0.0,0.0,0.0,0.0,0.0
1520,B,False,8.1873,8.9643,4.5399,6.0176,8.3104
1521,B,False,0.0,0.0,0.0,0.0,0.0
1522,B,False,14.97,15.319,15.705,15.782,15.637
1523,B,False,0.0,0.0,0.0,0.0,0.0
1524,B,False,50.582,55.931,52.912,56.725,61.242
