,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,AREA_ACR_1,MEANGAM_1,MEANGBH_1,MEANGBT_1,MEANGBZ_1,MEANJZD_1,MEANJZH_1,MEANPOT_1,MEANSHR_1,R_VALUE_1,SAVNCPP_1,SHRGT45_1,TOTPOT_1,TOTUSJH_1,TOTUSJZ_1,USFLUX_1,d_l_f_1,g_s_1,slf_1,ABSNJZH_2,AREA_ACR_2,MEANGAM_2,MEANGBH_2,MEANGBT_2,MEANGBZ_2,MEANJZD_2,MEANJZH_2,MEANPOT_2,MEANSHR_2,R_VALUE_2,SAVNCPP_2,SHRGT45_2,TOTPOT_2,TOTUSJH_2,TOTUSJZ_2,USFLUX_2,d_l_f_2,g_s_2,slf_2
617,M,True,1591.8600000000001,1431.22,52.6028,74.38799999999999,112.26000000000002,119.124,0.37864600000000004,0.0458476,15024.0,43.2744,4.85276,51992200000000.0,42.926199999999994,6.92792e+23,3068.56,46839200000000.0,2.35614e+22,211.91800000000003,74247.6,10.6326,1600.2799999999997,1437.66,52.2164,72.0934,109.97200000000001,116.84,0.38921,0.04438979999999999,14497.4,43.2404,4.8432200000000005,53528200000000.0,42.445,6.94094e+23,3062.5200000000004,47337800000000.0,2.38042e+22,210.606,82385.6,10.5106
618,M,True,1753.02,1415.1200000000001,50.6588,65.0922,105.124,112.33800000000001,0.406494,0.0388116,11943.8,42.63359999999999,4.75146,59231000000000.0,41.151999999999994,7.16398e+23,3431.62,57949800000000.0,2.77372e+22,224.04000000000002,52261.8,11.811,1686.9000000000003,1409.3,50.404199999999996,63.95419999999999,104.398,110.46799999999999,0.385962,0.037165,11729.8,42.3732,4.71472,58492400000000.0,40.4348,7.07038e+23,3322.0,56682600000000.0,2.76656e+22,227.478,54270.2,12.146799999999999
619,M,False,1212.16,1405.2,48.6668,62.0948,105.7,111.602,0.30246,0.028853200000000002,12022.0,41.092,4.82696,37350200000000.0,39.1352,6.708880000000001e+23,2865.38,48966600000000.0,2.76464e+22,237.17,35510.4,12.9132,1192.36,1390.3799999999999,48.1896,59.6294,102.73600000000002,108.33800000000001,0.288846,0.0274474,11566.0,40.8624,4.82716,36544400000000.0,38.5926,6.67324e+23,2829.54,48896600000000.0,2.7903799999999997e+22,238.57799999999997,33033.6,12.9248
620,M,False,1050.68,1037.2,35.734399999999994,41.8078,89.5958,94.3644,0.1329888,0.019171,7868.8,30.282799999999998,4.5353,31923000000000.0,19.851399999999998,5.7271199999999994e+23,2743.2,44648400000000.0,3.5739200000000002e+22,222.75,19562.4,14.5552,1025.94,1013.4,35.456,41.660000000000004,89.44059999999999,93.8184,0.134564,0.0189534,7813.76,30.052000000000003,4.505699999999999,33267000000000.0,19.535800000000002,5.6174e+23,2700.5600000000004,44056600000000.0,3.5515e+22,223.458,22722.0,15.013
628,M,False,75.73159999999999,777.244,58.1246,58.605999999999995,89.65,93.2732,0.047583,-0.00457634,15117.4,48.755599999999994,3.39702,966746000000.0,55.4524,3.32362e+23,755.7059999999999,16961800000000.0,1.05416e+22,96.26599999999999,5872.0199999999995,7.1901600000000006,56.021800000000006,784.554,57.6552,57.2626,88.4912,93.36959999999999,0.141347,-0.0033016200000000003,14733.4,48.314,3.5757799999999995,1350408000000.0,53.864599999999996,3.32288e+23,751.144,17183000000000.0,1.0687e+22,101.6752,4948.62,7.64658
633,M,True,243.51200000000003,1244.04,49.6022,60.492000000000004,100.0098,103.49000000000001,0.12983920000000002,0.0054622,7778.839999999999,42.364999999999995,4.552379999999999,9831540000000.0,39.338800000000006,4.60548e+23,2195.9,48545400000000.0,2.6386399999999997e+22,209.38400000000001,25070.4,12.2142,242.882,1247.6,49.602599999999995,60.5838,99.72920000000002,103.05999999999999,0.153792,0.0055175,7740.139999999999,42.168600000000005,4.43738,9738060000000.0,39.1382,4.52344e+23,2182.9399999999996,47992000000000.0,2.6004800000000002e+22,210.90600000000003,22654.8,12.4178
634,M,False,236.16,1259.3,49.648,64.8,104.88,109.26,0.092008,0.0057969,8281.2,42.197,4.4622,10834000000000.0,39.631,4.4806e+23,2254.7,47384000000000.0,2.535e+22,212.97,21744.0,12.581,249.32,1283.075,49.449,66.16975,107.2025,113.495,0.093004,0.006535875,8760.225,42.034,4.405475,11094000000000.0,39.37475,4.439425e+23,2327.075,46907000000000.0,2.4866999999999997e+22,214.035,26789.0,12.5
637,M,True,171.23200000000003,1633.8600000000001,31.6664,37.0326,81.7582,86.9788,-0.05985739999999999,0.0019321000000000002,3823.6400000000003,25.919600000000003,4.46172,5859740000000.0,11.6082,4.47736e+23,2870.84,56885200000000.0,5.786240000000001e+22,162.822,3421.7599999999998,16.8384,209.57399999999998,1635.54,31.668799999999997,36.7462,80.54479999999998,85.8702,-0.0729278,0.00234336,3861.3,26.098200000000002,4.463420000000001,7367680000000.0,11.5352,4.5856399999999996e+23,2928.32,57813200000000.0,5.88194e+22,170.502,4350.859999999999,17.663
640,M,False,377.41499999999996,1505.25,46.992000000000004,46.0115,74.74000000000001,83.52799999999999,0.015544200000000001,-0.0055913000000000004,11471.5,40.5895,4.58545,17916500000000.0,37.8855,1.0284e+24,3155.1,55155000000000.0,4.94625e+22,243.5,27189.0,12.0275,401.29333333333335,1517.2666666666664,47.19166666666666,46.205666666666666,74.77466666666666,82.96433333333333,0.023348133333333337,-0.005934833333333334,11481.0,40.64066666666667,4.623066666666666,20510666666666.668,38.410666666666664,1.0313333333333333e+24,3135.3000000000006,54772333333333.336,4.943666666666667e+22,245.61999999999998,29674.333333333332,11.957666666666666
641,M,True,630.6379999999999,1851.72,53.665800000000004,56.9414,84.5048,95.8018,-0.1124684,-0.009784579999999998,18524.8,47.9002,4.986140000000001,22685800000000.0,51.88439999999999,1.58584e+24,3797.72,67270400000000.0,5.05398e+22,262.82000000000005,132210.0,9.04128,632.6539999999999,1844.8200000000002,53.979,56.169000000000004,83.3318,93.80780000000001,-0.03157012,-0.00933404,17714.8,48.2312,4.97754,22547000000000.0,52.2986,1.5946399999999998e+24,3783.2,69584600000000.0,5.0904e+22,265.694,121226.0,9.13596
642,M,False,830.116,1842.4399999999998,56.678999999999995,55.0884,79.3878,88.721,-0.01061112,-0.011574599999999999,17713.0,50.663199999999996,4.93924,33743200000000.0,56.979,1.68702e+24,3781.2400000000002,72574400000000.0,4.98802e+22,284.772,125390.0,9.5758,817.156,1851.98,56.787800000000004,55.3146,79.567,88.7454,-0.0315384,-0.0113324,17733.8,50.8508,4.95612,32796200000000.0,57.409000000000006,1.69844e+24,3835.34,73591000000000.0,5.0012800000000004e+22,287.556,126212.0,9.599239999999998
643,M,False,817.156,1851.98,56.787800000000004,55.3146,79.567,88.7454,-0.0315384,-0.0113324,17733.8,50.8508,4.95612,32796200000000.0,57.409000000000006,1.69844e+24,3835.34,73591000000000.0,5.0012800000000004e+22,287.556,126212.0,9.599239999999998,815.788,1845.3799999999999,56.9532,54.580000000000005,79.3148,88.3116,-0.0447114,-0.011184000000000001,17596.6,50.9486,4.91772,31502800000000.0,57.5972,1.70468e+24,3783.84,73261400000000.0,5.01862e+22,287.25600000000003,124778.0,9.567540000000001
644,M,True,343.12,1721.0600000000002,36.321600000000004,52.26619999999999,110.016,115.23600000000002,-0.005799999999999998,0.00551702,5299.9800000000005,24.725399999999997,4.440060000000001,20423600000000.0,17.7682,4.3774799999999994e+23,2973.56,58359000000000.0,4.3322000000000006e+22,73.0314,8595.28,5.3955,333.892,1704.28,36.1832,52.3038,110.91199999999999,115.804,-0.017469600000000005,0.005474700000000001,5259.960000000001,30.6822,4.48332,22167800000000.0,17.455000000000002,4.25946e+23,2903.4,56852000000000.0,4.264439999999999e+22,72.66760000000001,9822.52,5.3370999999999995
645,M,False,285.8633333333333,1612.0999999999997,34.55133333333333,45.28366666666667,99.52266666666668,103.75333333333333,-0.04592566666666667,0.0038997999999999997,4381.866666666666,29.27133333333333,4.462633333333333,18133666666666.668,14.968666666666666,4.266866666666667e+23,2884.8333333333335,59161333333333.336,4.8696e+22,78.72000000000001,4377.0,6.200566666666667,250.99,1608.42,34.39359999999999,44.4688,98.94619999999999,103.01200000000001,0.010499039999999998,0.0033762,4258.08,29.098399999999998,4.401739999999999,16017000000000.0,14.9194,4.20338e+23,2816.52,58349200000000.0,4.88562e+22,79.4768,3363.94,6.30758
646,M,False,1029.7,1807.7666666666667,60.818333333333335,59.05433333333334,81.33966666666667,88.86599999999999,-0.17445,-0.016653666666666667,20079.0,54.078333333333326,4.762533333333334,35492333333333.336,63.025000000000006,1.6490333333333335e+24,3335.2000000000003,64748333333333.336,4.163133333333334e+22,331.4266666666667,88394.0,11.516666666666666,1043.72,1798.44,60.4566,60.071000000000005,83.7542,91.8228,-0.16806000000000001,-0.0174228,20767.4,53.794799999999995,4.75226,35341600000000.0,62.60060000000001,1.65234e+24,3443.88,65085800000000.0,4.15038e+22,332.018,87352.6,11.548800000000002
647,M,False,583.1720000000001,1749.8200000000002,53.097,54.568200000000004,90.9188,97.20660000000001,-0.142312,-0.009200459999999999,13608.0,46.723400000000005,4.76446,18502200000000.0,48.6808,1.1459800000000002e+24,3055.8199999999997,62248000000000.0,4.13578e+22,344.28000000000003,37034.4,14.3744,566.8380000000001,1730.5,53.11460000000001,55.965599999999995,92.0894,98.6146,-0.198048,-0.00962066,14303.6,46.6816,4.73626,18946800000000.0,48.9336,1.1190599999999999e+24,2990.3599999999997,59428800000000.0,4.006839999999999e+22,345.326,37052.2,14.5334
649,M,True,3.9233200000000004,378.67999999999995,40.988600000000005,49.6636,96.1892,99.8604,-0.13863,-0.0001030538,4591.0,33.0944,4.03412,1355940000000.0,23.315,1.08852e+23,766.478,15753000000000.0,1.1865800000000003e+22,195.734,817.894,28.2868,5.215028,401.952,42.349000000000004,51.8224,96.7364,100.9836,-0.168768,-7.84756e-05,4747.12,34.312200000000004,3.9990200000000002,1727620000000.0,25.781199999999995,1.1876400000000001e+23,818.634,17224400000000.0,1.23068e+22,193.108,994.4620000000001,27.048000000000002
650,M,False,96.4962,647.1279999999999,49.9716,67.9714,104.854,116.63200000000002,0.04525902,-0.00428886,10724.4,42.407399999999996,4.7062,1929612000000.0,41.3574,3.20432e+23,1595.68,27827000000000.0,1.7128599999999998e+22,172.972,12512.8,11.1168,99.17940000000002,660.928,50.214999999999996,68.5222,103.96199999999999,115.874,0.09323780000000001,-0.004286320000000001,11413.6,42.9534,4.737800000000001,1571756000000.0,42.501000000000005,3.49574e+23,1661.94,28904600000000.0,1.7654200000000001e+22,180.71599999999998,11867.6,11.3416
651,M,True,60.9698,1075.0800000000002,36.2392,51.678599999999996,99.00439999999999,109.02000000000001,-0.019242000000000002,0.0013799419999999999,6330.66,29.7468,4.79282,5562960000000.0,17.3084,3.7126199999999996e+23,2317.1400000000003,42308200000000.0,3.2174800000000004e+22,124.38,7134.479999999999,13.988800000000001,101.3578,1092.7399999999998,36.522800000000004,51.6148,99.4288,109.80600000000001,0.00205674,0.00227348,6382.78,30.223399999999998,4.83686,9935740000000.0,17.7498,3.7787e+23,2332.34,42806200000000.0,3.2460599999999997e+22,127.44599999999998,8372.039999999999,13.598400000000002
652,M,True,23.1438,1261.3400000000001,39.76700000000001,56.0958,103.49199999999999,112.686,-0.1554328,0.0005159260000000001,6827.8,33.6822,4.80782,8796860000000.0,23.560200000000002,4.081240000000001e+23,2537.16,48248600000000.0,3.26514e+22,129.06199999999998,9680.58,11.755799999999999,22.4232,1274.8399999999997,40.06080000000001,56.1912,103.91199999999999,113.376,-0.17807599999999998,0.0005034779999999999,6876.0199999999995,33.94539999999999,4.8118,8845600000000.0,24.154199999999996,4.0666400000000005e+23,2532.7,47721400000000.0,3.2289200000000005e+22,128.124,11431.0,10.893799999999999
653,M,False,112.12939999999999,1351.64,42.42960000000001,58.46579999999999,104.732,112.346,-0.081971,-0.00228378,7171.1,35.952999999999996,4.79008,2326160000000.0,27.5948,4.66128e+23,2689.38,52765400000000.0,3.439e+22,166.99,19211.8,11.193000000000001,83.0842,1369.9,42.7564,61.2248,108.61599999999999,117.502,-0.18789399999999998,-0.00184654,7845.420000000001,36.413599999999995,4.84898,4561120000000.0,28.2198,4.6904200000000004e+23,2671.62,50885400000000.0,3.3154199999999994e+22,165.652,21129.8,10.932599999999999
654,M,True,121.64633333333332,1516.0666666666666,46.29566666666667,63.10833333333333,109.97666666666667,118.77333333333333,-0.18228666666666668,-0.0024024999999999997,8609.5,39.20433333333333,4.946,11045566666666.666,34.245333333333335,5.795733333333334e+23,3117.6666666666665,61602333333333.336,3.5097999999999997e+22,172.02333333333334,37959.333333333336,9.9272,189.22,1539.9599999999998,47.060199999999995,60.6206,105.04400000000001,113.202,-0.0398352,-0.00338988,8148.68,39.9696,4.99106,13209600000000.0,35.249199999999995,6.0376799999999995e+23,3078.4800000000005,64475000000000.0,3.60128e+22,180.99,35927.6,10.391
655,M,False,304.742,1799.2600000000002,50.5274,62.836400000000005,102.148,111.25,0.09033100000000001,-0.0050671,10567.4,43.3082,5.02092,6703840000000.0,41.8262,8.44132e+23,3559.1400000000003,72504600000000.0,3.91886e+22,232.334,42788.4,10.9818,349.06399999999996,1809.4599999999998,50.437200000000004,62.376,100.66399999999999,109.23799999999999,0.09427899999999999,-0.0056482599999999996,10495.4,43.2792,5.00978,10933400000000.0,41.870400000000004,8.61214e+23,3531.9,72614800000000.0,3.9578e+22,234.096,49552.0,10.876
656,M,True,262.842,2199.04,56.041,66.58779999999999,101.39000000000001,109.572,-0.0315288,0.0037512400000000003,13345.2,48.2452,4.92016,15768200000000.0,51.388,1.24106e+24,4296.74,84262400000000.0,4.50628e+22,300.444,79528.0,11.57,334.182,2210.38,56.2364,64.15540000000001,97.502,105.55799999999999,0.018314,0.004595139999999999,12994.8,48.4776,4.9051,23468000000000.0,51.446000000000005,1.2545000000000002e+24,4116.5,83171600000000.0,4.50102e+22,303.026,81967.6,11.578000000000001
657,M,False,434.13000000000005,2338.1666666666665,56.39066666666667,66.58800000000001,99.08333333333333,108.31,0.008068766666666666,0.005729366666666666,14207.0,32.376333333333335,5.000566666666667,31395333333333.332,51.52766666666667,1.4314666666666667e+24,4547.566666666667,91188333333333.33,4.874933333333333e+22,303.55,104374.0,10.802333333333332,515.92,2358.1,55.8164,69.31880000000001,103.296,113.50999999999999,-0.0003037600000000029,0.007135959999999999,15044.8,47.971399999999996,5.02058,34793200000000.0,50.622,1.4447e+24,4848.780000000001,92417600000000.0,4.92058e+22,304.412,122666.0,10.742600000000001
658,M,False,159.696,2469.68,50.7916,55.7768,91.3664,103.34,-0.19161199999999998,-0.00185436,15056.4,44.833,4.986839999999999,8837740000000.0,44.933,1.7196800000000002e+24,4783.719999999999,89883200000000.0,6.22008e+22,393.71799999999996,78995.4,13.178999999999998,148.4466666666667,2479.233333333333,50.53399999999999,53.46933333333334,89.12966666666667,100.56233333333334,-0.13097333333333333,-0.0016487666666666666,14419.666666666666,44.743,5.014233333333333,7325033333333.333,44.452999999999996,1.7245333333333334e+24,4736.933333333333,91342333333333.33,6.313066666666667e+22,394.9833333333333,78706.66666666667,13.227666666666666
659,M,True,156.994,2233.08,45.12740000000001,47.03959999999999,80.6928,89.8228,-0.18642,-0.0016341400000000003,11543.4,39.0176,4.80292,9621260000000.0,34.255,1.47374e+24,4477.06,82107600000000.0,6.918859999999999e+22,395.13,78334.4,15.182599999999999,151.89600000000002,2211.14,44.7616,46.9584,80.464,89.4736,-0.19028799999999998,-0.0015665800000000001,11283.6,38.5202,4.7991,9905260000000.0,33.568799999999996,1.45294e+24,4524.900000000001,82305000000000.0,6.95886e+22,390.43,82623.2,14.9498
660,M,False,320.668,2122.6400000000003,43.5218,44.336400000000005,78.80760000000001,87.5306,-0.17514599999999997,-0.0032260000000000006,11384.4,37.5078,4.70756,10771480000000.0,32.0184,1.5028800000000002e+24,4368.12,77559200000000.0,7.2365400000000004e+22,392.804,39987.6,15.3874,273.338,2097.5,43.620999999999995,44.3728,79.1566,87.857,-0.19358,-0.0028184599999999996,11538.6,37.523199999999996,4.669919999999999,10637260000000.0,32.374199999999995,1.48598e+24,4345.58,75747600000000.0,7.11972e+22,395.36,36241.2,15.773000000000001
662,M,False,309.198,796.9159999999999,50.767399999999995,68.7712,114.35,118.63399999999999,0.30016600000000004,-0.011743,7821.32,41.987,4.2828,9407180000000.0,39.243399999999994,2.7335799999999996e+23,1545.3,32198600000000.0,1.58162e+22,101.704,15265.6,8.07052,241.30700000000002,789.92,51.0034,70.9666,116.19000000000001,121.178,0.30194,-0.00976756,8214.78,42.119,4.29422,6748620000000.0,39.971199999999996,2.6983e+23,1542.8,31066600000000.0,1.53964e+22,103.39720000000003,15573.8,7.990640000000001
664,M,False,334.25666666666666,789.52,42.85933333333333,52.78933333333333,102.07333333333334,106.98333333333333,-0.065567,-0.011677,8116.366666666666,36.79,4.324366666666666,8125100000000.0,29.81833333333333,3.085133333333333e+23,1420.7,26935333333333.332,1.9985333333333333e+22,249.63666666666666,4617.833333333333,18.561999999999998,353.206,793.8240000000001,42.134,49.8414,98.117,102.85799999999999,-0.055896999999999995,-0.010737800000000002,7248.62,36.172000000000004,4.3719399999999995,10464220000000.0,28.124199999999995,3.16588e+23,1504.02,29157800000000.0,2.17524e+22,250.0,3850.6800000000003,18.919599999999996
665,M,True,541.396,1090.24,59.1222,69.05,99.4296,107.96600000000001,-0.200542,-0.013195799999999999,16027.8,50.867399999999996,4.71792,20650400000000.0,56.2202,8.73314e+23,2616.1600000000003,52591800000000.0,2.7719800000000003e+22,236.914,66205.0,10.354,512.304,1086.76,59.153,68.6902,98.84479999999999,107.934,-0.21336399999999997,-0.012504399999999999,16056.8,50.919200000000004,4.74998,19931800000000.0,56.427800000000005,8.73592e+23,2621.8599999999997,51992000000000.0,2.77698e+22,239.07399999999998,54183.6,10.4524
666,M,True,477.26,1218.5333333333333,58.391,66.60333333333334,97.06466666666667,104.93333333333334,-0.17095000000000002,-0.009943766666666668,15525.666666666666,50.56766666666667,4.6985,13543000000000.0,56.23466666666667,9.895800000000002e+23,2829.4666666666667,56975000000000.0,3.174366666666667e+22,262.07666666666665,54714.0,10.902333333333333,456.36,1225.72,58.361000000000004,67.6874,98.373,105.878,-0.13885,-0.00970624,15892.2,50.4428,4.73654,14474800000000.0,56.218999999999994,9.922699999999999e+23,2841.02,56967200000000.0,3.1802e+22,263.976,55582.2,10.961
667,M,True,45.03320000000001,184.11,34.4272,59.302600000000005,122.81599999999999,130.274,0.09105120000000001,0.0047008,4009.3599999999997,27.7796,3.8379400000000006,2832020000000.0,11.806999999999999,5.12212e+22,589.982,10339040000000.0,7.08656e+21,119.80999999999999,866.274,22.8106,44.6392,206.67,34.17,57.5668,119.72200000000001,128.172,0.0763436,0.00407752,4014.2,27.6406,3.89824,3115760000000.0,11.9314,5.7810400000000005e+22,656.376,11526200000000.0,7.794839999999999e+21,132.33999999999997,923.208,24.0366
