,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15,SAVNCPP_16,SAVNCPP_17,SAVNCPP_18,SAVNCPP_19,SAVNCPP_20,SAVNCPP_21,SAVNCPP_22,SAVNCPP_23,SAVNCPP_24,SAVNCPP_25,SAVNCPP_26,SAVNCPP_27,SAVNCPP_28,SAVNCPP_29,SAVNCPP_30,SAVNCPP_31,SAVNCPP_32,SAVNCPP_33,SAVNCPP_34,SAVNCPP_35,SAVNCPP_36,SAVNCPP_37,SAVNCPP_38,SAVNCPP_39,SAVNCPP_40
544,M,True,19455000000000.0,22258000000000.0,21767000000000.0,25046000000000.0,24663000000000.0,24732000000000.0,26075000000000.0,23253000000000.0,22448000000000.0,22185000000000.0,29872000000000.0,27771000000000.0,22558000000000.0,26541000000000.0,24585000000000.0,26391000000000.0,23519000000000.0,23230000000000.0,24121000000000.0,25698000000000.0,22597000000000.0,23457000000000.0,20371000000000.0,18447000000000.0,22440000000000.0,25260000000000.0,26654000000000.0,23060000000000.0,22416000000000.0,22088000000000.0,20218000000000.0,20345000000000.0,19863000000000.0,17269000000000.0,15858000000000.0,22495000000000.0,15532000000000.0,20712000000000.0,22422000000000.0,20657000000000.0
545,M,False,3975700000000.0,4191200000000.0,3961800000000.0,4394600000000.0,3888000000000.0,3183500000000.0,4650300000000.0,4440100000000.0,4225300000000.0,3537000000000.0,3483300000000.0,1916400000000.0,2799500000000.0,3065100000000.0,2474100000000.0,2797300000000.0,4276300000000.0,3864100000000.0,3806200000000.0,4053900000000.0,4535900000000.0,3701300000000.0,3856800000000.0,2726400000000.0,2715800000000.0,2950000000000.0,2347900000000.0,4263600000000.0,3889800000000.0,2855100000000.0,3821200000000.0,4436300000000.0,2854100000000.0,3687300000000.0,4335200000000.0,4352800000000.0,4515900000000.0,3675100000000.0,3926100000000.0,5100500000000.0
546,M,True,9101200000000.0,8301200000000.0,10024000000000.0,9516500000000.0,9448100000000.0,9009100000000.0,9531200000000.0,9399400000000.0,9988100000000.0,10165000000000.0,10080000000000.0,9601500000000.0,10696000000000.0,10912000000000.0,10374000000000.0,12019000000000.0,11021000000000.0,11326000000000.0,10862000000000.0,10913000000000.0,9524200000000.0,9851000000000.0,10076000000000.0,11437000000000.0,11575000000000.0,11804000000000.0,11371000000000.0,12525000000000.0,11074000000000.0,12473000000000.0,11869000000000.0,11259000000000.0,13960000000000.0,11973000000000.0,10859000000000.0,12693000000000.0,13224000000000.0,11604000000000.0,13082000000000.0,11953000000000.0
547,M,False,11437000000000.0,11575000000000.0,11804000000000.0,11371000000000.0,12525000000000.0,11074000000000.0,12473000000000.0,11869000000000.0,11259000000000.0,13960000000000.0,11973000000000.0,10859000000000.0,12693000000000.0,13224000000000.0,11604000000000.0,13082000000000.0,11953000000000.0,12049000000000.0,8680300000000.0,9337600000000.0,9230700000000.0,10895000000000.0,11464000000000.0,12062000000000.0,11847000000000.0,9344300000000.0,10456000000000.0,10172000000000.0,11283000000000.0,10328000000000.0,10453000000000.0,11251000000000.0,11400000000000.0,12073000000000.0,11234000000000.0,11177000000000.0,12024000000000.0,11812000000000.0,11209000000000.0,9374500000000.0
548,M,False,15507000000000.0,15241000000000.0,15818000000000.0,14915000000000.0,15488000000000.0,14853000000000.0,14786000000000.0,13906000000000.0,13946000000000.0,15087000000000.0,15546000000000.0,15939000000000.0,15745000000000.0,15203000000000.0,15398000000000.0,15577000000000.0,16275000000000.0,16789000000000.0,16371000000000.0,17675000000000.0,18382000000000.0,16985000000000.0,17289000000000.0,19303000000000.0,19408000000000.0,19595000000000.0,17106000000000.0,16515000000000.0,17078000000000.0,15917000000000.0,16688000000000.0,18456000000000.0,19876000000000.0,19983000000000.0,19910000000000.0,20754000000000.0,20629000000000.0,21090000000000.0,20958000000000.0,21146000000000.0
549,M,False,1317600000000.0,1188500000000.0,1759100000000.0,1329700000000.0,2346200000000.0,1591200000000.0,2082200000000.0,1182000000000.0,2219400000000.0,2943500000000.0,2780600000000.0,2909900000000.0,2753500000000.0,2437100000000.0,3323500000000.0,3605900000000.0,2571900000000.0,3437500000000.0,3380200000000.0,2080400000000.0,2374400000000.0,2155300000000.0,1701100000000.0,3167800000000.0,2910400000000.0,4003900000000.0,3482400000000.0,4259000000000.0,4119200000000.0,3720800000000.0,3595200000000.0,4713000000000.0,4291800000000.0,3987200000000.0,5770400000000.0,4038700000000.0,6341700000000.0,6986400000000.0,6454300000000.0,5608100000000.0
550,M,False,6264800000000.0,2536000000000.0,4692400000000.0,4918900000000.0,5235400000000.0,5805400000000.0,4316400000000.0,5071900000000.0,4351400000000.0,3712300000000.0,3840200000000.0,5773000000000.0,6045800000000.0,3035300000000.0,3987300000000.0,1883600000000.0,2128400000000.0,2209800000000.0,163730000000.0,1859400000000.0,1526400000000.0,3349600000000.0,4503200000000.0,2997000000000.0,6039000000000.0,3993000000000.0,3118200000000.0,1955600000000.0,3578000000000.0,1410900000000.0,1046100000000.0,2005200000000.0,1460500000000.0,4459700000000.0,1278500000000.0,1167900000000.0,2225800000000.0,2482500000000.0,3190200000000.0,1203700000000.0
551,M,False,28049000000000.0,27356000000000.0,27688000000000.0,26386000000000.0,29869000000000.0,30083000000000.0,29654000000000.0,28842000000000.0,29520000000000.0,28184000000000.0,27643000000000.0,27007000000000.0,26942000000000.0,27776000000000.0,26330000000000.0,26524000000000.0,25350000000000.0,27001000000000.0,27116000000000.0,28270000000000.0,27778000000000.0,29477000000000.0,29264000000000.0,29093000000000.0,29418000000000.0,30236000000000.0,28660000000000.0,28333000000000.0,27389000000000.0,29187000000000.0,27901000000000.0,27111000000000.0,29478000000000.0,29954000000000.0,28803000000000.0,27696000000000.0,26586000000000.0,23814000000000.0,27565000000000.0,22394000000000.0
552,M,False,28512000000000.0,29058000000000.0,29897000000000.0,27590000000000.0,27970000000000.0,28661000000000.0,28822000000000.0,26447000000000.0,26404000000000.0,26684000000000.0,26994000000000.0,26663000000000.0,27189000000000.0,27877000000000.0,27298000000000.0,27609000000000.0,26516000000000.0,29019000000000.0,27259000000000.0,28604000000000.0,28471000000000.0,28093000000000.0,26543000000000.0,27636000000000.0,28770000000000.0,29572000000000.0,28117000000000.0,28131000000000.0,26303000000000.0,25793000000000.0,24611000000000.0,25874000000000.0,27079000000000.0,25225000000000.0,25907000000000.0,25448000000000.0,25890000000000.0,25197000000000.0,24771000000000.0,25791000000000.0
553,M,False,15736000000000.0,15887000000000.0,15410000000000.0,15854000000000.0,15242000000000.0,15507000000000.0,15121000000000.0,14958000000000.0,16508000000000.0,15821000000000.0,14586000000000.0,13981000000000.0,14261000000000.0,13764000000000.0,13414000000000.0,13430000000000.0,13609000000000.0,13025000000000.0,14070000000000.0,12559000000000.0,13555000000000.0,14327000000000.0,13666000000000.0,13412000000000.0,13528000000000.0,14610000000000.0,18157000000000.0,15796000000000.0,16806000000000.0,15531000000000.0,14490000000000.0,14130000000000.0,14082000000000.0,13982000000000.0,14182000000000.0,15308000000000.0,15516000000000.0,16755000000000.0,17492000000000.0,15667000000000.0
554,M,False,14322000000000.0,12457000000000.0,15474000000000.0,15382000000000.0,14871000000000.0,15465000000000.0,15287000000000.0,14829000000000.0,12475000000000.0,15304000000000.0,13264000000000.0,13934000000000.0,14542000000000.0,15291000000000.0,14984000000000.0,16207000000000.0,17049000000000.0,14578000000000.0,16558000000000.0,16167000000000.0,15178000000000.0,15393000000000.0,18010000000000.0,16920000000000.0,16626000000000.0,15131000000000.0,14406000000000.0,15845000000000.0,15989000000000.0,15623000000000.0,16377000000000.0,17647000000000.0,17786000000000.0,18276000000000.0,16761000000000.0,17462000000000.0,16668000000000.0,16789000000000.0,16772000000000.0,18172000000000.0
555,C,True,2460500000000.0,1593200000000.0,2280600000000.0,1606900000000.0,2312000000000.0,2027500000000.0,2174100000000.0,2277500000000.0,2499800000000.0,2393900000000.0,2326900000000.0,1826900000000.0,2078200000000.0,2283200000000.0,2164300000000.0,2286600000000.0,2281400000000.0,2609400000000.0,2209500000000.0,2702500000000.0,2675100000000.0,2620200000000.0,2436500000000.0,2611800000000.0,2654800000000.0,2581400000000.0,2524100000000.0,2232100000000.0,2171300000000.0,1761500000000.0,1882400000000.0,1818800000000.0,2409000000000.0,2254600000000.0,1808100000000.0,1749600000000.0,2694100000000.0,2209800000000.0,2627000000000.0,1839700000000.0
