,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15,SAVNCPP_16,SAVNCPP_17,SAVNCPP_18,SAVNCPP_19,SAVNCPP_20,SAVNCPP_21,SAVNCPP_22,SAVNCPP_23,SAVNCPP_24,SAVNCPP_25,SAVNCPP_26,SAVNCPP_27,SAVNCPP_28,SAVNCPP_29,SAVNCPP_30,SAVNCPP_31,SAVNCPP_32,SAVNCPP_33,SAVNCPP_34,SAVNCPP_35,SAVNCPP_36,SAVNCPP_37,SAVNCPP_38,SAVNCPP_39,SAVNCPP_40
990,B,False,2621100000000.0,2111800000000.0,2820100000000.0,2281300000000.0,2785700000000.0,2363800000000.0,2163500000000.0,1477700000000.0,2970400000000.0,2557800000000.0,2505500000000.0,2689700000000.0,2763000000000.0,3404800000000.0,3070800000000.0,2631900000000.0,3075200000000.0,3183300000000.0,2765800000000.0,4056900000000.0,3173900000000.0,3286900000000.0,3684400000000.0,2922300000000.0,3030200000000.0,2797600000000.0,2684000000000.0,1790600000000.0,1793800000000.0,1833700000000.0,2001000000000.0,1824000000000.0,1978100000000.0,1618900000000.0,1594300000000.0,2241200000000.0,2146800000000.0,2171700000000.0,2776400000000.0,2984400000000.0
991,B,False,3111000000000.0,2863700000000.0,2467900000000.0,2153800000000.0,2337300000000.0,1842900000000.0,1680500000000.0,1759800000000.0,1943200000000.0,2234700000000.0,2446900000000.0,1715000000000.0,1446700000000.0,1743700000000.0,1020300000000.0,1415100000000.0,1745700000000.0,1328100000000.0,1158500000000.0,1471800000000.0,1648600000000.0,1922600000000.0,2174100000000.0,2255800000000.0,2426500000000.0,2650200000000.0,2557800000000.0,2736600000000.0,2954200000000.0,2607200000000.0,2500000000000.0,2297500000000.0,2578200000000.0,2767800000000.0,2684600000000.0,2455600000000.0,3034500000000.0,2645000000000.0,2702300000000.0,3480800000000.0
992,B,True,31463000000.0,283860000000.0,125080000000.0,155520000000.0,207560000000.0,256110000000.0,435800000000.0,432310000000.0,275880000000.0,471950000000.0,480160000000.0,317210000000.0,273150000000.0,309530000000.0,467250000000.0,412400000000.0,710970000000.0,358110000000.0,699610000000.0,594490000000.0,513460000000.0,771620000000.0,672490000000.0,788520000000.0,662040000000.0,574520000000.0,442240000000.0,279010000000.0,232290000000.0,308770000000.0,322170000000.0,412730000000.0,478250000000.0,336790000000.0,447040000000.0,629850000000.0,469160000000.0,357660000000.0,431380000000.0,307610000000.0
993,B,True,225910000000.0,307410000000.0,539790000000.0,398160000000.0,380170000000.0,268160000000.0,246250000000.0,1091700000000.0,978770000000.0,627110000000.0,901020000000.0,745160000000.0,800500000000.0,843890000000.0,1037400000000.0,1476900000000.0,922210000000.0,1950000000000.0,1647200000000.0,1443400000000.0,1745200000000.0,1816900000000.0,1729900000000.0,1903200000000.0,2694200000000.0,2128900000000.0,1730500000000.0,2539700000000.0,2410700000000.0,2781400000000.0,3345800000000.0,2872000000000.0,2471400000000.0,2517000000000.0,2926300000000.0,3582700000000.0,3492900000000.0,2861500000000.0,3537200000000.0,3128900000000.0
994,B,True,2044200000000.0,1895400000000.0,1928100000000.0,2025100000000.0,1818800000000.0,2523600000000.0,1151800000000.0,2488300000000.0,2584900000000.0,2944900000000.0,2550800000000.0,2136900000000.0,2186000000000.0,2183900000000.0,1713000000000.0,2427000000000.0,2410100000000.0,1204200000000.0,1384000000000.0,1144800000000.0,2524600000000.0,2384000000000.0,2010300000000.0,1589600000000.0,904970000000.0,1886500000000.0,1189600000000.0,1595400000000.0,1938400000000.0,2063500000000.0,1635300000000.0,1167800000000.0,1055500000000.0,1077300000000.0,1328400000000.0,1144600000000.0,1285600000000.0,754790000000.0,1175800000000.0,731590000000.0
995,B,True,103180000000.0,267720000000.0,531750000000.0,330360000000.0,525310000000.0,507700000000.0,482230000000.0,325010000000.0,421770000000.0,484600000000.0,226550000000.0,211520000000.0,334890000000.0,163210000000.0,269440000000.0,675150000000.0,257500000000.0,389200000000.0,593050000000.0,130640000000.0,540820000000.0,253820000000.0,195840000000.0,228210000000.0,281230000000.0,119340000000.0,277340000000.0,60703000000.0,86590000000.0,376490000000.0,402840000000.0,80552000000.0,214830000000.0,287140000000.0,161510000000.0,233410000000.0,108090000000.0,254640000000.0,195820000000.0,393990000000.0
996,B,False,12020000000000.0,11597000000000.0,12285000000000.0,11795000000000.0,13600000000000.0,15629000000000.0,11605000000000.0,11883000000000.0,12237000000000.0,9234200000000.0,9638800000000.0,7683100000000.0,8698800000000.0,8494800000000.0,9728200000000.0,9984900000000.0,7710000000000.0,7108500000000.0,6461000000000.0,8220900000000.0,8272100000000.0,9928800000000.0,8188200000000.0,7015200000000.0,10770000000000.0,10285000000000.0,9553700000000.0,8609100000000.0,12002000000000.0,10551000000000.0,6358800000000.0,10681000000000.0,10062000000000.0,8071400000000.0,8385300000000.0,7799500000000.0,9587800000000.0,9352800000000.0,9114600000000.0,7172300000000.0
997,B,False,726550000000.0,809460000000.0,711680000000.0,711330000000.0,837100000000.0,711240000000.0,734790000000.0,943250000000.0,1014100000000.0,1146800000000.0,1019600000000.0,655210000000.0,1170700000000.0,565230000000.0,1101600000000.0,1065600000000.0,647070000000.0,913720000000.0,600110000000.0,189540000000.0,252810000000.0,429280000000.0,434150000000.0,246490000000.0,617000000000.0,562140000000.0,537150000000.0,143180000000.0,70847000000.0,609480000000.0,916740000000.0,809680000000.0,753500000000.0,489450000000.0,556100000000.0,708830000000.0,643290000000.0,323720000000.0,541850000000.0,725740000000.0
998,B,False,3430900000000.0,3164100000000.0,3552600000000.0,3837900000000.0,4316400000000.0,2838700000000.0,2921200000000.0,3002200000000.0,3759100000000.0,3667000000000.0,3073000000000.0,2984600000000.0,3841900000000.0,3158600000000.0,2690800000000.0,3203300000000.0,3349000000000.0,3435200000000.0,3303100000000.0,3887300000000.0,3207800000000.0,3680500000000.0,2429200000000.0,2869800000000.0,3702800000000.0,3681000000000.0,4836500000000.0,3222100000000.0,2743700000000.0,3015400000000.0,2520200000000.0,3460200000000.0,3914500000000.0,3339800000000.0,4070100000000.0,3197400000000.0,3381700000000.0,2899100000000.0,2963100000000.0,1925000000000.0
999,B,False,1706000000000.0,1705800000000.0,1766200000000.0,1835500000000.0,787600000000.0,1486000000000.0,831750000000.0,1984300000000.0,1909700000000.0,1696500000000.0,1673200000000.0,1700000000000.0,2485200000000.0,2249300000000.0,2184700000000.0,3270300000000.0,3085100000000.0,2959100000000.0,3477700000000.0,3514300000000.0,3430200000000.0,3720300000000.0,4391800000000.0,3714800000000.0,4389900000000.0,4472200000000.0,4388200000000.0,4005300000000.0,4072300000000.0,3998100000000.0,4418700000000.0,3630300000000.0,3257400000000.0,3535400000000.0,3982200000000.0,3553900000000.0,3227600000000.0,4204900000000.0,4597500000000.0,4602600000000.0
1000,B,True,1046600000000.0,1550400000000.0,1405200000000.0,1164600000000.0,935420000000.0,1319800000000.0,1624000000000.0,1457900000000.0,1306300000000.0,1260500000000.0,1451900000000.0,1271600000000.0,1482100000000.0,1311100000000.0,1362200000000.0,1428800000000.0,1667400000000.0,1425600000000.0,977610000000.0,1456800000000.0,1090400000000.0,1308100000000.0,732490000000.0,1254500000000.0,725670000000.0,1069100000000.0,832960000000.0,651610000000.0,909820000000.0,383410000000.0,370810000000.0,601020000000.0,810420000000.0,669250000000.0,832520000000.0,1300600000000.0,1056800000000.0,1494000000000.0,977420000000.0,1482400000000.0
1001,B,True,969590000000.0,1100100000000.0,418990000000.0,733920000000.0,1449500000000.0,1143300000000.0,1175900000000.0,447610000000.0,1469700000000.0,48292000000.0,66708000000.0,44677000000.0,178420000000.0,267940000000.0,14744000000.0,1346100000000.0,883600000000.0,1914300000000.0,417420000000.0,527110000000.0,660480000000.0,2154800000000.0,438790000000.0,2432200000000.0,462600000000.0,669810000000.0,826360000000.0,1712800000000.0,1974400000000.0,550200000000.0,2565400000000.0,1266800000000.0,627870000000.0,1126900000000.0,746300000000.0,976290000000.0,535800000000.0,561270000000.0,2851200000000.0,843700000000.0
1002,B,False,2940700000000.0,2738700000000.0,2136900000000.0,1958500000000.0,1960200000000.0,2064400000000.0,2495900000000.0,2186400000000.0,1944200000000.0,1915100000000.0,2628700000000.0,1903000000000.0,2500400000000.0,2083900000000.0,1902400000000.0,2080200000000.0,2356000000000.0,2730400000000.0,2692100000000.0,3314800000000.0,2068900000000.0,2117300000000.0,2214000000000.0,1775600000000.0,2328300000000.0,2038400000000.0,1777000000000.0,1992900000000.0,2579700000000.0,2070900000000.0,1989200000000.0,2417900000000.0,2252600000000.0,2020400000000.0,1889500000000.0,2222000000000.0,2244500000000.0,1639800000000.0,1596400000000.0,2256000000000.0
1003,B,False,579600000000.0,455110000000.0,880670000000.0,755900000000.0,507200000000.0,626390000000.0,851060000000.0,1058200000000.0,962910000000.0,1447600000000.0,1021300000000.0,998970000000.0,1823100000000.0,631880000000.0,828820000000.0,943740000000.0,1415400000000.0,1286200000000.0,1901600000000.0,2365600000000.0,1799800000000.0,1688700000000.0,2364000000000.0,1484500000000.0,1105400000000.0,1015100000000.0,1404900000000.0,1425500000000.0,1671300000000.0,1600900000000.0,1132800000000.0,2039300000000.0,1275500000000.0,1165700000000.0,325650000000.0,848130000000.0,993780000000.0,81743000000.0,597250000000.0,378460000000.0
1004,B,False,805070000000.0,821380000000.0,601320000000.0,797490000000.0,1193600000000.0,602450000000.0,885370000000.0,503440000000.0,965190000000.0,1331000000000.0,798170000000.0,1329900000000.0,888190000000.0,871410000000.0,730680000000.0,966970000000.0,896290000000.0,282720000000.0,770220000000.0,503520000000.0,822980000000.0,1130200000000.0,640520000000.0,609140000000.0,434350000000.0,559750000000.0,412900000000.0,346630000000.0,351420000000.0,654120000000.0,478160000000.0,516070000000.0,1021700000000.0,855980000000.0,687530000000.0,801480000000.0,791470000000.0,880630000000.0,1916500000000.0,2189500000000.0
1005,B,True,6793700000000.0,5992400000000.0,5993100000000.0,6688700000000.0,7199000000000.0,6294900000000.0,6528500000000.0,7151500000000.0,6517400000000.0,5027000000000.0,4851000000000.0,5175200000000.0,4999900000000.0,5543300000000.0,5018300000000.0,4859000000000.0,6349700000000.0,5166000000000.0,5387500000000.0,6794000000000.0,6263900000000.0,5379600000000.0,7287700000000.0,5879900000000.0,5339400000000.0,5734500000000.0,5238200000000.0,5401900000000.0,5108400000000.0,4966500000000.0,5746700000000.0,5016300000000.0,5012900000000.0,5648000000000.0,5311700000000.0,6579200000000.0,5208600000000.0,5648000000000.0,5152600000000.0,6670800000000.0
1006,B,False,855580000000.0,1083900000000.0,1174900000000.0,1435100000000.0,919320000000.0,809090000000.0,773000000000.0,1002400000000.0,788160000000.0,844100000000.0,584430000000.0,879270000000.0,1144000000000.0,988720000000.0,551310000000.0,507720000000.0,875450000000.0,977410000000.0,708840000000.0,1220600000000.0,1268500000000.0,821960000000.0,741230000000.0,592180000000.0,881260000000.0,1580900000000.0,1242000000000.0,1178800000000.0,945380000000.0,1091800000000.0,1397400000000.0,1561000000000.0,1289400000000.0,940080000000.0,1384800000000.0,1013900000000.0,857520000000.0,1212300000000.0,966800000000.0,693180000000.0
1007,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36941000000.0,16928000000.0,8443900000.0,3869200000.0,14622000000.0,21271000000.0,111890000000.0,80564000000.0,78121000000.0,18074000000.0,54399000000.0,125100000000.0,53133000000.0,71154000000.0,132210000000.0,79458000000.0,75489000000.0,262860000000.0,468590000000.0,584340000000.0,1044400000000.0,252930000000.0,484360000000.0,591160000000.0,525510000000.0,660580000000.0,833140000000.0,978940000000.0,989710000000.0,1294100000000.0,977440000000.0,1006200000000.0,1236600000000.0
1008,B,False,679490000000.0,404810000000.0,640900000000.0,211230000000.0,446410000000.0,710340000000.0,345200000000.0,254300000000.0,688700000000.0,571010000000.0,662830000000.0,899320000000.0,727530000000.0,1062900000000.0,664060000000.0,711580000000.0,329470000000.0,1010200000000.0,350180000000.0,969700000000.0,1504200000000.0,1103100000000.0,784380000000.0,674100000000.0,969620000000.0,1311600000000.0,542960000000.0,270650000000.0,462510000000.0,509230000000.0,446800000000.0,974860000000.0,1326300000000.0,883910000000.0,807690000000.0,1416800000000.0,906330000000.0,528840000000.0,828960000000.0,855770000000.0
1009,B,False,3572100000000.0,3084400000000.0,4045500000000.0,5698100000000.0,4731100000000.0,3376200000000.0,4113300000000.0,5153800000000.0,5141700000000.0,3617200000000.0,4703000000000.0,3745900000000.0,3369400000000.0,3942100000000.0,5126000000000.0,5057500000000.0,4309500000000.0,3926800000000.0,4860000000000.0,4815100000000.0,5776200000000.0,5752100000000.0,4591400000000.0,2966200000000.0,3269200000000.0,2759800000000.0,1284000000000.0,2930400000000.0,2497300000000.0,3198200000000.0,2058400000000.0,2687500000000.0,2732600000000.0,2402400000000.0,1503200000000.0,1837900000000.0,1720500000000.0,2190800000000.0,485800000000.0,1024400000000.0
1010,B,True,871770000000.0,479240000000.0,344960000000.0,689540000000.0,766270000000.0,849400000000.0,522810000000.0,724020000000.0,803920000000.0,684340000000.0,894210000000.0,612800000000.0,823790000000.0,625800000000.0,838210000000.0,727180000000.0,368190000000.0,939730000000.0,965070000000.0,635120000000.0,981870000000.0,872940000000.0,857430000000.0,908450000000.0,580420000000.0,540920000000.0,613120000000.0,454360000000.0,501010000000.0,729980000000.0,423730000000.0,391200000000.0,529650000000.0,870350000000.0,434740000000.0,670070000000.0,414110000000.0,436920000000.0,566700000000.0,637780000000.0
1011,B,False,108270000000.0,65514000000.0,47392000000.0,86738000000.0,212390000000.0,1755400000.0,222530000000.0,46581000000.0,25918000000.0,306700000000.0,515510000000.0,209550000000.0,392910000000.0,411810000000.0,548930000000.0,260200000000.0,413740000000.0,499450000000.0,234290000000.0,285090000000.0,108430000000.0,397530000000.0,262120000000.0,83208000000.0,209260000000.0,110900000000.0,255120000000.0,157930000000.0,220620000000.0,270660000000.0,257700000000.0,259210000000.0,345740000000.0,233000000000.0,397630000000.0,350110000000.0,371960000000.0,386090000000.0,357680000000.0,83183000000.0
1012,B,False,1791700000000.0,1521300000000.0,1701500000000.0,1072500000000.0,1219500000000.0,1386100000000.0,1038000000000.0,752760000000.0,1615700000000.0,1790700000000.0,1716500000000.0,1112000000000.0,1112900000000.0,1612900000000.0,1802300000000.0,1579800000000.0,1554400000000.0,1689600000000.0,1239300000000.0,2496000000000.0,1825000000000.0,2088100000000.0,2552400000000.0,2038500000000.0,2034800000000.0,2558100000000.0,2142900000000.0,2046600000000.0,2587400000000.0,1812200000000.0,3025500000000.0,2512700000000.0,2632400000000.0,2521700000000.0,2192400000000.0,2549500000000.0,1845500000000.0,1707700000000.0,2535300000000.0,1226100000000.0
1013,B,False,1890200000000.0,2006200000000.0,1093600000000.0,1031000000000.0,1602400000000.0,1497200000000.0,1751600000000.0,1235000000000.0,1368500000000.0,1186000000000.0,1198700000000.0,1442500000000.0,1416200000000.0,1347100000000.0,1707400000000.0,1177900000000.0,1065800000000.0,721850000000.0,1601000000000.0,1304100000000.0,1216500000000.0,914020000000.0,989920000000.0,1142600000000.0,713200000000.0,1305800000000.0,915850000000.0,1446000000000.0,1578800000000.0,1829800000000.0,926260000000.0,1580200000000.0,1108500000000.0,1856700000000.0,1668600000000.0,1410800000000.0,905120000000.0,1112700000000.0,1246700000000.0,1095600000000.0
1014,B,False,925400000000.0,837980000000.0,543780000000.0,380710000000.0,946710000000.0,252260000000.0,449430000000.0,429840000000.0,55223000000.0,193390000000.0,196200000000.0,176600000000.0,417550000000.0,559770000000.0,501880000000.0,116160000000.0,183420000000.0,310750000000.0,308000000000.0,200780000000.0,153930000000.0,187490000000.0,170590000000.0,412580000000.0,445670000000.0,75992000000.0,285780000000.0,247740000000.0,147590000000.0,401240000000.0,259810000000.0,396110000000.0,448550000000.0,298530000000.0,480410000000.0,681120000000.0,797960000000.0,624540000000.0,965670000000.0,810380000000.0
1015,B,False,3321900000000.0,2618200000000.0,2763000000000.0,2826100000000.0,2562700000000.0,1677500000000.0,1410300000000.0,1070200000000.0,1095500000000.0,1120800000000.0,1697100000000.0,1840600000000.0,2366600000000.0,1018800000000.0,212200000000.0,1304500000000.0,1602300000000.0,2209800000000.0,2073400000000.0,2696800000000.0,2845700000000.0,3480200000000.0,1309800000000.0,2943000000000.0,896460000000.0,1311700000000.0,1495100000000.0,995940000000.0,1023800000000.0,1160400000000.0,637260000000.0,454840000000.0,1847600000000.0,1188300000000.0,1175200000000.0,822710000000.0,1764900000000.0,1455800000000.0,712950000000.0,356320000000.0
1016,B,False,1339000000000.0,1215400000000.0,1404500000000.0,1035500000000.0,1353100000000.0,548400000000.0,555000000000.0,530070000000.0,1059300000000.0,1761600000000.0,1152200000000.0,1432500000000.0,1094100000000.0,787240000000.0,521840000000.0,983150000000.0,860750000000.0,799280000000.0,548680000000.0,856200000000.0,1703400000000.0,1712800000000.0,1906800000000.0,2191100000000.0,1801600000000.0,2137900000000.0,1474600000000.0,2491400000000.0,1343800000000.0,965960000000.0,1298300000000.0,1347100000000.0,1430700000000.0,1065500000000.0,1259700000000.0,1170800000000.0,1252500000000.0,1585600000000.0,644680000000.0,594870000000.0
1017,B,False,713030000000.0,1630700000000.0,760960000000.0,449310000000.0,1331500000000.0,1255700000000.0,1998200000000.0,2206000000000.0,2845300000000.0,2121400000000.0,2943300000000.0,2467300000000.0,4164100000000.0,3659600000000.0,3267200000000.0,3408500000000.0,3607300000000.0,2667400000000.0,1261700000000.0,1755500000000.0,2567900000000.0,2285300000000.0,2326700000000.0,2612300000000.0,1728600000000.0,2833100000000.0,2153200000000.0,2290600000000.0,1527600000000.0,2288700000000.0,3584500000000.0,1885100000000.0,1778500000000.0,836250000000.0,1534600000000.0,1694300000000.0,1541600000000.0,1339400000000.0,1164900000000.0,515190000000.0
1018,B,True,459750000000.0,1946100000000.0,1764900000000.0,1723000000000.0,1972600000000.0,1562600000000.0,1663600000000.0,1285400000000.0,1380600000000.0,1980800000000.0,1537400000000.0,1434400000000.0,1886800000000.0,2182200000000.0,2422300000000.0,2203800000000.0,2901900000000.0,1990200000000.0,2137700000000.0,1827700000000.0,1576900000000.0,1858200000000.0,1933900000000.0,1681400000000.0,2352300000000.0,1727500000000.0,1700700000000.0,1473400000000.0,1557100000000.0,1341300000000.0,1473800000000.0,1306700000000.0,1501400000000.0,1634400000000.0,1783600000000.0,1425500000000.0,1575100000000.0,1759700000000.0,1657400000000.0,1920400000000.0
1019,B,False,3350900000000.0,2647000000000.0,3342500000000.0,3351300000000.0,1950100000000.0,3791500000000.0,3888700000000.0,3755400000000.0,3153400000000.0,2297500000000.0,2823000000000.0,3925200000000.0,2252600000000.0,1537500000000.0,1792100000000.0,1154100000000.0,2440400000000.0,2027100000000.0,2575000000000.0,1656000000000.0,1802900000000.0,2739000000000.0,1814000000000.0,1333800000000.0,2733900000000.0,1672200000000.0,2392100000000.0,3566300000000.0,3872000000000.0,3570800000000.0,4834100000000.0,3823100000000.0,5084400000000.0,5750500000000.0,4502700000000.0,5152900000000.0,4520300000000.0,4196800000000.0,3997000000000.0,4952200000000.0
1020,B,False,1706200000000.0,1929000000000.0,1761200000000.0,2316500000000.0,1629000000000.0,2053600000000.0,1640800000000.0,1712700000000.0,2648700000000.0,2388000000000.0,2641000000000.0,1859000000000.0,2571900000000.0,1889700000000.0,1912300000000.0,2437600000000.0,1359400000000.0,961440000000.0,1241800000000.0,871870000000.0,833880000000.0,1387500000000.0,1208100000000.0,1498300000000.0,526590000000.0,729710000000.0,609710000000.0,1109900000000.0,977140000000.0,1191500000000.0,969480000000.0,1021800000000.0,1095900000000.0,979870000000.0,1473700000000.0,1111800000000.0,1168600000000.0,1206400000000.0,342740000000.0,823140000000.0
1021,B,False,991220000000.0,667830000000.0,944270000000.0,1322400000000.0,1817700000000.0,1319300000000.0,1428000000000.0,1716300000000.0,1308700000000.0,1402900000000.0,1105300000000.0,1214900000000.0,825290000000.0,1296200000000.0,1715400000000.0,1654600000000.0,1282500000000.0,1357200000000.0,1076500000000.0,878180000000.0,940020000000.0,970920000000.0,616420000000.0,1085800000000.0,1125000000000.0,714860000000.0,788600000000.0,921410000000.0,1002900000000.0,816040000000.0,764370000000.0,696010000000.0,716880000000.0,1731900000000.0,1089300000000.0,1060900000000.0,1508000000000.0,1126700000000.0,767710000000.0,679500000000.0
1022,B,True,856310000000.0,612180000000.0,144870000000.0,710780000000.0,792250000000.0,763680000000.0,222890000000.0,540020000000.0,840830000000.0,738970000000.0,878250000000.0,1204000000000.0,772950000000.0,1035800000000.0,402660000000.0,944790000000.0,687110000000.0,67123000000.0,684230000000.0,1297000000000.0,204530000000.0,590770000000.0,235940000000.0,728150000000.0,499510000000.0,686310000000.0,637660000000.0,313570000000.0,812650000000.0,943770000000.0,412930000000.0,347260000000.0,327060000000.0,945730000000.0,484890000000.0,861040000000.0,651210000000.0,749520000000.0,629090000000.0,599080000000.0
1023,B,False,1202500000000.0,1061300000000.0,986080000000.0,1514500000000.0,1366800000000.0,1007400000000.0,1013900000000.0,1440500000000.0,1317000000000.0,1248800000000.0,1364100000000.0,1393500000000.0,1839900000000.0,1678700000000.0,1941700000000.0,1745300000000.0,1623300000000.0,1285900000000.0,1136600000000.0,1256800000000.0,863610000000.0,775870000000.0,1087900000000.0,1210300000000.0,1199100000000.0,1235500000000.0,1600500000000.0,1119500000000.0,1581700000000.0,1235000000000.0,1193100000000.0,1340800000000.0,1193700000000.0,1469100000000.0,1565300000000.0,1101800000000.0,1344700000000.0,1333200000000.0,1472600000000.0,1464700000000.0
1024,B,False,743430000000.0,526060000000.0,786530000000.0,1267900000000.0,1199100000000.0,1058300000000.0,1196700000000.0,439050000000.0,515110000000.0,790130000000.0,317820000000.0,948340000000.0,689730000000.0,882670000000.0,979750000000.0,281690000000.0,606410000000.0,722010000000.0,465650000000.0,1275300000000.0,612380000000.0,447120000000.0,817310000000.0,515020000000.0,397120000000.0,714180000000.0,979620000000.0,726830000000.0,1029600000000.0,1192300000000.0,894590000000.0,972970000000.0,850570000000.0,1267200000000.0,1133200000000.0,891690000000.0,940610000000.0,1016700000000.0,1326800000000.0,1222600000000.0
1025,B,False,2651300000000.0,1590600000000.0,2696500000000.0,1776000000000.0,2612500000000.0,2767500000000.0,3026000000000.0,3112300000000.0,2526300000000.0,2763100000000.0,1351600000000.0,850830000000.0,802680000000.0,231930000000.0,1390600000000.0,742690000000.0,2104300000000.0,1089700000000.0,1967900000000.0,998910000000.0,1463900000000.0,1825000000000.0,1490200000000.0,1588900000000.0,2136500000000.0,1624500000000.0,2297600000000.0,4231700000000.0,4028700000000.0,2835200000000.0,3460300000000.0,3704100000000.0,2974500000000.0,2418100000000.0,1443200000000.0,2248800000000.0,1658600000000.0,2658700000000.0,2191500000000.0,2918200000000.0
1026,B,False,5086600000000.0,4253900000000.0,4394000000000.0,4774800000000.0,5034800000000.0,5367500000000.0,5221200000000.0,5169700000000.0,3806800000000.0,4897000000000.0,3933400000000.0,3640600000000.0,5649100000000.0,4957100000000.0,3683600000000.0,3319300000000.0,4417800000000.0,4903100000000.0,5246300000000.0,4712900000000.0,4690600000000.0,4917100000000.0,4069000000000.0,4279300000000.0,4262100000000.0,5326500000000.0,4997000000000.0,4541100000000.0,5016200000000.0,4410700000000.0,3907100000000.0,4324400000000.0,2513000000000.0,3335500000000.0,3827400000000.0,3958600000000.0,2916900000000.0,2673700000000.0,2232100000000.0,2082200000000.0
1027,B,False,1535700000000.0,777760000000.0,1299300000000.0,624200000000.0,936500000000.0,805520000000.0,902650000000.0,403920000000.0,380600000000.0,435320000000.0,141370000000.0,118510000000.0,288350000000.0,87127000000.0,218470000000.0,240370000000.0,525690000000.0,333320000000.0,355610000000.0,204340000000.0,440800000000.0,431630000000.0,486140000000.0,644830000000.0,461350000000.0,312580000000.0,163300000000.0,495290000000.0,693460000000.0,532850000000.0,58179000000.0,314460000000.0,506380000000.0,428960000000.0,401530000000.0,413120000000.0,641810000000.0,147350000000.0,139900000000.0,206340000000.0
1028,B,False,354160000000.0,610500000000.0,856890000000.0,252750000000.0,358680000000.0,381270000000.0,189670000000.0,886170000000.0,797140000000.0,1472600000000.0,1448700000000.0,1794000000000.0,1596300000000.0,1872700000000.0,1478100000000.0,1870600000000.0,1350800000000.0,1445100000000.0,1553000000000.0,1784200000000.0,1715100000000.0,1474900000000.0,1532900000000.0,1287000000000.0,1317000000000.0,1494100000000.0,1291400000000.0,1162300000000.0,1002500000000.0,1075200000000.0,1433300000000.0,1129800000000.0,1083600000000.0,1026700000000.0,1255600000000.0,1021100000000.0,1542100000000.0,1351400000000.0,1559100000000.0,1579300000000.0
1029,B,False,4553200000000.0,3550900000000.0,3471300000000.0,4162000000000.0,3564200000000.0,4124200000000.0,4292200000000.0,2976300000000.0,4689300000000.0,3129000000000.0,2394400000000.0,2284700000000.0,1819900000000.0,2082600000000.0,1992800000000.0,1805800000000.0,3203300000000.0,2533700000000.0,3367800000000.0,3185800000000.0,3521200000000.0,2783900000000.0,2706600000000.0,3129500000000.0,2893600000000.0,3050200000000.0,2757700000000.0,3652100000000.0,3638800000000.0,3339000000000.0,3606100000000.0,2842100000000.0,2891600000000.0,2136800000000.0,2484400000000.0,3610400000000.0,3408200000000.0,3378500000000.0,3270900000000.0,2478500000000.0
1030,B,True,3279800000000.0,3287000000000.0,3633100000000.0,3626900000000.0,3715000000000.0,2963500000000.0,2652700000000.0,2931400000000.0,3019400000000.0,2195300000000.0,3133600000000.0,1844400000000.0,2065700000000.0,1667100000000.0,3254000000000.0,2036400000000.0,2346400000000.0,1888600000000.0,2464700000000.0,3347100000000.0,3595500000000.0,3294900000000.0,3396500000000.0,3126300000000.0,3053600000000.0,1536000000000.0,2261700000000.0,3079900000000.0,2897800000000.0,2966400000000.0,4418200000000.0,5577200000000.0,5466700000000.0,6261500000000.0,5277000000000.0,4523700000000.0,4178300000000.0,3643100000000.0,3398800000000.0,5088300000000.0
1031,B,False,9179100000000.0,10324000000000.0,8631800000000.0,8797500000000.0,8369900000000.0,8120600000000.0,8270900000000.0,7827200000000.0,8278100000000.0,8125100000000.0,8214300000000.0,7798600000000.0,7288100000000.0,7735500000000.0,8638100000000.0,7848500000000.0,7752400000000.0,8527600000000.0,8131300000000.0,8932500000000.0,9176000000000.0,9717300000000.0,8939100000000.0,8799000000000.0,7795000000000.0,7914900000000.0,7914400000000.0,7844600000000.0,7310300000000.0,7402100000000.0,7741600000000.0,7478100000000.0,8524300000000.0,8849200000000.0,7631300000000.0,7574000000000.0,7562800000000.0,7222600000000.0,6377300000000.0,6591700000000.0
1032,B,False,1007200000000.0,610520000000.0,830140000000.0,430060000000.0,541390000000.0,511210000000.0,372520000000.0,987010000000.0,374130000000.0,278770000000.0,848670000000.0,319390000000.0,803990000000.0,235590000000.0,598910000000.0,470130000000.0,509940000000.0,609580000000.0,517530000000.0,743650000000.0,432510000000.0,367020000000.0,250000000000.0,63823000000.0,349090000000.0,515420000000.0,468050000000.0,612260000000.0,389380000000.0,478280000000.0,359740000000.0,383420000000.0,1081600000000.0,571690000000.0,725640000000.0,783320000000.0,589230000000.0,753190000000.0,785870000000.0,396590000000.0
