,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25,g_s_26,g_s_27,g_s_28,g_s_29,g_s_30,g_s_31,g_s_32,g_s_33,g_s_34,g_s_35,g_s_36,g_s_37,g_s_38,g_s_39,g_s_40
1140,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,B,False,138.72,138.09,49.757,114.84,53.386,76.418,45.473,36.607,78.33,69.716,75.943,67.751,60.995,69.773,68.919,67.994,59.924,0.0,0.0,0.0,70.028,70.969,94.659,96.217,89.423,77.2,71.14,83.605,83.191,79.119,74.768,221.91,146.24,151.19,261.41,186.35,176.3,184.57,153.83,135.02
1142,B,False,4919.5,4864.7,5211.6,5303.4,5045.0,5332.1,5741.6,5424.5,5381.5,5116.3,5064.4,4607.5,4635.2,4050.0,4837.3,5180.0,5100.4,4863.3,4880.8,4871.1,5477.2,5369.3,5650.8,6195.3,5739.7,6040.0,5275.0,5618.8,6250.8,5917.3,7249.2,8022.4,6847.4,4724.6,5796.4,5659.7,5098.8,4511.2,4652.8,4313.9
1143,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,B,False,1127.5,1133.2,1050.1,858.31,1019.4,898.77,968.83,978.24,864.48,718.76,778.59,791.09,644.49,680.67,536.0,546.11,590.82,680.03,625.75,536.14,443.44,401.5,361.78,362.13,381.01,365.48,321.89,498.29,339.1,316.58,289.9,301.33,280.05,272.91,282.83,200.61,195.46,214.1,229.35,206.74
1145,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,B,False,345.89,335.19,669.05,680.5,704.03,646.36,671.14,662.92,768.53,691.29,764.83,760.01,721.14,731.4,712.39,729.47,744.49,735.04,769.26,736.87,758.76,590.55,590.25,578.61,595.46,618.16,598.06,616.25,596.75,612.02,598.63,1170.0,1155.6,579.0,1532.4,929.52,970.63,956.38,1052.4,1051.3
1147,B,False,3747.1,4251.0,4234.4,3512.6,3422.3,3082.5,3461.5,3582.7,3510.8,2448.6,3402.7,2973.4,3331.6,3252.8,2851.4,2282.8,1853.5,2154.6,2120.5,2514.4,3078.2,2927.7,2925.8,3312.1,3198.2,2611.0,2728.6,2680.1,2967.3,3621.0,3256.8,2810.6,3146.5,2905.2,2620.1,3156.8,3428.4,3837.6,3635.2,3814.2
1148,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.39,122.89,144.41,153.38,166.3,174.6,198.8,201.82,215.37,227.13,227.93,227.87,246.4,251.78,246.81,254.48,245.93,249.94,443.36,450.53,223.78,221.11,233.03,239.38,227.6,251.53,246.79,252.78,240.96,233.86,361.66
1150,B,False,1732.6,1731.9,2141.3,2130.4,2134.9,1672.4,1625.1,2496.2,2221.3,1928.0,1683.3,1650.9,1676.3,2036.0,1987.6,2088.2,2486.5,1799.3,1822.0,2161.1,1785.8,2376.0,1670.4,1351.0,1301.2,1269.9,1298.0,1585.4,1604.5,1587.3,1621.1,1669.9,1262.3,1290.8,1316.2,1307.7,909.76,1242.3,1212.0,875.32
1151,B,False,1485.3,1114.3,1287.9,1346.7,903.09,1156.4,1038.2,1304.5,1402.3,1119.7,1378.7,2178.6,1933.8,1327.1,1922.7,1941.7,1808.2,1581.3,1294.5,1669.8,1307.2,1114.7,1377.2,1370.3,1341.0,1598.9,1740.6,1746.0,2609.3,2480.1,2220.2,2222.8,2339.2,2457.6,2159.7,3278.6,3020.4,3257.0,4245.5,2872.2
1152,B,False,78.279,70.424,78.51,93.682,73.99,74.119,72.75,0.0,0.0,84.115,89.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,B,False,3392.9,3051.1,3046.8,2922.0,2944.9,2502.6,3471.1,3490.1,2966.0,2125.5,2969.5,2314.6,2700.2,3293.0,2996.7,2693.9,3766.4,2624.5,3031.1,4383.8,3517.2,3834.9,3489.4,3897.7,4309.3,4580.5,3867.9,4324.1,4673.4,4552.5,4230.6,4393.0,4261.0,4328.1,4289.1,3362.1,3436.7,3788.5,3937.5,3829.1
1154,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,B,True,881.91,1040.1,1048.2,1060.6,1267.4,1231.6,1166.3,934.44,937.85,759.99,694.71,869.66,900.9,711.56,897.03,720.65,840.77,676.17,759.64,772.8,575.5,590.37,592.06,569.31,560.4,540.65,541.37,536.86,547.84,807.31,523.09,506.77,360.95,503.61,502.62,352.7,334.55,321.57,625.03,783.91
1156,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,B,False,2909.5,2516.3,2521.8,3032.1,3456.3,4629.2,4946.6,4223.1,4844.6,4786.4,4760.5,3701.6,4454.9,4116.6,4939.6,4124.9,6336.5,6258.9,6765.2,6669.1,9095.2,7866.9,9416.0,9844.0,9095.2,9894.8,10017.0,10085.0,9246.4,8072.6,9356.0,8195.2,8106.4,9080.6,8132.8,6998.2,6966.5,6846.8,8346.0,7653.7
1159,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,B,False,1660.0,1720.6,2259.7,2254.2,1162.4,1628.4,1168.3,1152.7,1593.7,1157.0,1166.0,1184.5,1195.5,1208.3,1205.0,1172.2,1125.4,1167.8,1175.9,1214.6,1169.0,1171.0,1160.3,1166.7,1164.4,1148.7,1196.6,1154.8,1175.7,1144.5,1121.9,1141.9,1118.3,916.15,921.29,1916.9,1827.7,1844.7,1330.9,1346.3
1161,B,False,8971.6,8183.0,8142.3,7908.0,8702.8,7859.1,8564.7,9029.7,7968.5,9536.5,8079.1,8235.5,8258.2,8734.9,8039.4,8701.2,6684.4,7743.3,6558.6,7353.1,7030.2,7009.4,6969.6,7380.8,6825.2,6884.3,5972.8,5787.2,6322.6,7860.1,6721.5,5361.4,6188.2,6172.1,6335.5,6130.6,6762.5,6013.3,6034.3,5443.6
1162,B,False,1051.3,1445.0,1442.5,1205.1,1184.2,1401.3,1099.3,1092.8,1108.7,1231.2,1210.7,1211.3,1186.5,1183.9,1151.2,1547.9,1551.1,1504.8,1523.1,1530.6,1369.4,1347.0,1380.4,1393.8,1635.3,1663.8,1690.9,1692.8,1720.1,1684.9,1765.9,2681.1,2663.5,1667.6,1522.0,1603.8,1558.9,1834.3,1592.3,1578.9
1163,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.87,523.73,260.82,253.91,274.05,290.66,306.76,360.9,662.14,714.59,842.07,931.24,1024.6
1166,B,False,1159.5,1048.7,1283.5,1162.6,1244.7,1115.0,1084.2,1072.5,1111.6,1164.9,1300.3,1271.5,1079.5,1109.7,1227.7,1066.9,1027.5,925.62,903.43,1061.1,1163.4,1071.7,1033.5,1002.2,762.63,1045.4,788.47,834.51,952.98,940.27,1405.7,1576.2,1339.3,1420.2,1343.9,1240.5,1113.9,1158.8,1227.3,1110.5
1167,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,B,False,980.94,992.63,899.42,833.0,781.64,790.23,781.24,783.89,617.55,1712.1,794.47,584.98,559.92,543.05,560.53,587.51,567.43,1440.3,1401.9,1404.2,551.72,580.13,1529.4,1684.6,1695.6,1489.1,1625.4,1710.2,1324.5,1321.0,1892.3,1611.9,1617.5,1457.3,1594.4,1420.2,1430.3,1488.5,1488.7,1516.4
1169,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.154,0.0,0.0,0.0,0.0,0.0,11.478,0.0,0.0,0.0,0.0,0.0,0.0,124.73,0.0,425.71,129.35,2523.5,118.03,0.0,101.95,290.9,731.06,3403.5,3354.2,7956.8,7168.6,1679.3,5918.3
1171,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,B,False,1029.0,996.95,1063.2,1725.9,1105.1,1057.5,972.63,953.63,963.36,1002.4,939.27,958.19,994.43,991.89,953.14,956.22,957.14,897.24,983.31,1633.9,1552.5,853.54,1483.5,1517.1,761.77,737.95,749.33,727.43,1431.9,712.31,706.73,684.26,685.68,0.0,0.0,673.19,678.44,0.0,0.0,0.0
1173,B,False,1877.9,1676.8,1646.3,1606.2,1792.4,2055.2,2115.3,2581.2,2202.1,2182.3,2101.1,1888.7,1961.0,1847.9,1942.5,2260.2,2669.6,2264.4,2397.1,2843.7,3060.6,1928.4,2012.8,2160.7,2153.5,2247.8,2211.6,2342.3,2664.5,3029.9,2826.2,2243.1,2014.5,2545.0,2871.3,3395.4,3279.9,2898.1,2531.0,2478.1
1174,B,False,43.186,45.083,39.649,32.833,41.027,38.201,38.049,41.872,38.918,39.584,37.076,30.005,28.709,35.174,34.359,29.737,34.962,30.787,24.403,29.863,37.402,34.644,37.885,0.0,22.284,28.785,28.315,33.499,36.921,37.45,37.511,41.896,41.902,39.817,38.554,35.122,42.031,28.541,30.08,32.472
1175,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,B,False,611.88,609.13,511.48,508.17,626.99,471.44,506.63,505.32,582.83,595.55,563.78,567.23,413.72,395.23,306.76,374.75,340.86,350.37,297.78,288.46,279.22,277.94,319.28,307.75,407.79,356.15,381.21,387.37,354.38,273.87,196.33,180.01,248.66,208.84,171.94,198.3,212.73,228.11,285.56,319.7
1177,B,False,17587.0,7613.5,10916.0,9400.6,5696.3,6241.1,11752.0,5202.0,5052.8,3801.5,4285.5,3995.0,4134.2,4022.0,3987.0,3903.3,3856.9,3806.2,3831.2,3751.9,3755.0,3717.6,3985.8,3905.4,3877.5,3770.6,6349.5,6534.7,7066.0,4082.7,3767.7,3893.4,6824.4,3538.6,3360.4,6429.7,3467.4,3534.1,3479.2,3514.3
1178,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,B,False,0.0,2.3854,0.0,3.0734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,B,False,1236.5,1251.1,1238.6,1235.2,1236.2,1257.9,1642.8,1622.7,1270.6,1682.3,2083.7,2055.8,2091.3,1676.8,1447.3,1294.1,1620.1,1626.3,1285.3,1299.3,1264.9,1278.2,802.92,841.59,811.34,833.6,845.31,839.19,1271.6,1725.1,1295.8,1293.2,1342.0,1776.9,1755.1,1380.7,1385.9,1340.6,1380.5,1767.2
1181,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.08,203.55,208.86,192.48,190.21,191.18,193.44,193.89,177.96,390.03,389.01,427.58,445.25,492.59,297.1,586.12,836.65,651.6,704.4,685.01,729.72,747.24,722.61,919.23,946.43,960.43,952.91,580.66,1050.6,865.01
1183,B,False,6790.4,10358.0,13021.0,2090.3,9184.9,0.0,3040.9,9436.6,674.65,9754.5,859.59,16704.0,3521.3,5588.7,13966.0,9596.6,29512.0,23782.0,48006.0,45325.0,27390.0,31960.0,39212.0,77193.0,94976.0,94852.0,121680.0,104420.0,72492.0,128160.0,116650.0,109800.0,63466.0,72271.0,73306.0,154020.0,55843.0,63266.0,58864.0,53279.0
1184,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,B,False,974.09,335.81,340.5,995.51,1360.1,1021.1,5346.2,5468.1,5483.1,5998.2,1594.2,1623.0,1953.6,1934.3,1230.0,1235.2,886.86,887.87,1159.9,872.78,873.94,1162.1,863.29,882.76,1095.8,880.89,852.65,3589.7,2045.8,5457.6,5314.5,5583.7,5678.9,5161.5,2367.8,5538.7,1855.1,1828.5,1470.5,1884.3
1188,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,B,True,236.49,430.01,476.91,481.14,502.2,427.61,289.24,188.44,310.33,360.49,336.84,383.67,292.11,659.35,589.87,603.18,422.57,569.87,835.03,607.62,1042.9,1118.8,1180.6,1615.5,1416.7,1506.8,1243.1,1163.0,1167.1,1240.9,1205.0,937.95,1169.3,1180.1,1144.3,1184.8,1217.8,1269.5,1450.4,1442.1
1190,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,B,False,34.855,40.765,38.47,32.152,34.026,20.777,29.478,20.816,22.797,32.343,37.024,36.873,76.418,67.906,63.003,64.622,83.359,85.248,83.069,81.2,87.889,74.006,61.345,48.144,36.397,45.75,62.266,52.397,62.218,59.315,57.367,48.235,46.881,55.919,50.883,53.253,47.246,50.018,49.557,54.144
1192,B,False,142.88,134.05,80.514,77.639,63.792,62.108,55.514,84.836,105.77,103.14,40.248,32.604,84.753,36.314,30.571,769.81,810.45,926.13,1046.6,1145.4,1226.4,1246.8,1391.5,1178.4,1127.5,1133.2,1050.1,858.31,1019.4,898.77,968.83,978.24,864.48,718.76,778.59,791.09,644.49,680.67,536.0,546.11
1193,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.482,25.135,62.078,36.604,65.518,67.09,65.499,71.213,149.73,177.99,54.078,55.992,62.915,79.624,248.52,277.62,279.85,266.7,274.79,513.07,357.03,261.85,267.26,293.72,291.39,394.61,381.63,313.52,359.0,351.16,331.5,331.58
1195,B,False,290.32,288.31,299.88,507.09,261.83,330.61,418.47,363.66,339.62,219.52,607.11,656.26,637.06,613.57,747.96,749.19,872.0,931.1,901.14,782.73,586.66,567.77,697.59,693.35,618.33,811.28,683.21,981.82,654.46,690.74,1097.7,268.84,281.06,291.37,298.38,636.94,587.76,632.64,633.09,540.71
1196,B,False,1932.6,1703.3,1761.8,1779.6,2031.9,2407.4,2612.0,2336.2,2289.1,2769.0,3258.2,3364.7,3391.6,3635.4,3565.8,3309.8,3382.8,3480.0,3500.4,3592.6,3506.0,3818.7,3425.9,3447.4,2615.1,3078.3,3360.6,3035.8,3092.1,3323.2,3267.2,3242.3,3603.9,4075.5,4435.6,4381.4,3212.6,4247.0,4992.1,5225.6
1197,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,35.496,0.0,0.0,0.0,64.554,31.74,0.0,0.0
1198,B,False,1157.2,1196.8,1200.4,959.22,1062.3,910.51,829.68,783.72,752.92,819.3,823.81,917.9,947.99,836.71,791.15,241.63,760.3,1156.0,511.58,656.33,501.81,650.2,455.9,316.5,464.79,370.02,378.96,367.9,389.44,217.47,218.35,326.47,277.95,376.89,470.11,395.5,368.76,344.87,338.11,327.69
1199,B,False,2143.9,1462.6,1198.3,2195.7,2191.0,2308.9,2218.2,2200.7,2188.3,2199.9,2391.6,2001.0,1982.6,1980.1,2092.4,1881.9,2081.5,2142.6,2244.7,2368.8,2152.5,1806.0,2115.9,2091.0,2267.3,2109.4,1900.7,2026.1,1914.2,1798.2,1781.0,1926.0,1561.9,1541.1,1452.0,1644.7,1618.5,1617.1,1438.0,1429.2
1200,B,False,0.0,0.0,0.0,0.0,0.0,12.759,31.987,30.755,33.836,33.122,31.578,38.397,40.023,47.297,43.885,49.69,80.735,51.626,51.894,69.201,79.19,80.539,88.219,77.301,76.847,59.542,45.737,56.39,68.128,94.093,91.985,94.277,91.531,89.805,95.167,100.92,99.401,101.32,107.95,115.09
1201,B,True,1096.8,974.66,767.16,707.21,922.01,1172.3,1237.7,1191.9,1285.1,1432.9,1603.9,1374.6,1794.4,1629.3,1663.0,1717.3,1470.1,1480.7,1817.5,1672.4,1948.9,1901.3,1888.8,1883.6,1982.3,1825.1,1556.3,1930.5,2150.0,1968.5,1976.0,1951.9,1929.5,1982.0,1686.5,1670.3,1681.0,1646.6,1690.9,1693.6
1202,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,B,True,318.1,315.2,318.04,323.51,335.93,322.56,310.47,298.11,308.96,317.27,317.42,318.82,303.34,328.73,313.19,310.53,314.23,0.0,293.9,603.66,603.86,329.07,311.89,312.78,318.0,329.05,319.75,320.03,312.57,312.9,314.45,316.78,315.78,320.89,325.94,322.91,336.12,342.22,660.33,327.3
1205,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,B,False,0.0,0.0,0.0,0.0,224.78,0.0,228.18,0.0,486.74,517.78,1109.7,573.47,647.63,934.65,685.48,795.99,818.95,854.03,874.66,892.62,870.04,895.88,909.21,930.36,1031.2,1131.3,1083.2,1213.7,1258.4,1203.4,1243.3,1207.7,1198.0,1133.8,1252.7,1836.9,1819.6,1829.3,1899.7,1937.8
1208,B,False,5655.9,5155.5,5583.8,4623.1,4455.0,5013.9,5212.0,5247.2,5311.4,5211.3,5361.1,4841.9,5340.3,4860.6,4879.5,4521.8,4075.3,4139.9,4646.6,5115.8,5115.7,4824.2,4883.3,4919.5,4864.7,5211.6,5303.4,5045.0,5332.1,5741.6,5424.5,5381.5,5116.3,5064.4,4607.5,4635.2,4050.0,4837.3,5180.0,5100.4
1209,B,True,513.45,218.01,298.55,206.19,125.75,135.07,0.0,0.0,0.0,0.0,0.0,66.358,0.0,0.0,0.0,134.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.6,0.0,0.0,0.0,137.19,179.37,0.0,0.0,175.25,61.695,320.93,299.27,1398.6,1643.0,0.0,0.0,1241.6
1210,B,False,150.65,157.91,157.07,436.21,150.21,153.1,158.2,165.88,157.43,159.0,159.27,699.9,418.08,417.56,409.77,435.35,446.82,419.91,414.76,418.25,416.9,409.83,407.78,409.59,389.48,371.16,377.36,364.48,374.42,367.77,355.16,351.29,219.58,218.37,347.89,208.75,199.7,201.76,197.04,196.99
1211,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,B,False,175.83,176.92,92.029,108.79,108.68,97.884,91.947,91.098,101.86,99.84,93.728,100.88,98.024,119.66,115.88,107.77,97.365,115.96,100.59,118.29,135.7,137.57,134.68,127.83,135.22,198.12,148.74,505.03,359.5,390.16,548.77,527.43,235.54,234.58,263.79,286.55,280.45,337.0,299.09,336.49
1213,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.522,23.653,0.0,0.0,110.53,139.2,139.89,146.87,271.52,255.74,220.06,223.88,294.1,310.52,282.92,356.4,304.21,353.26,353.99,351.36,338.44,0.0,0.0,318.27,0.0,352.76,343.26,355.05,0.0,0.0,0.0,0.0,0.0
1215,B,False,3933.5,3451.9,3774.1,3057.4,4666.7,4555.1,5019.4,4859.0,5501.2,5852.7,5242.6,6188.6,5340.0,5385.0,5199.1,5424.6,5344.0,6141.5,6112.0,5382.8,5699.7,6130.9,8169.9,7664.0,6269.8,6232.9,7063.7,7681.1,8291.0,8391.0,7507.9,6952.8,6932.8,6606.2,6666.5,6591.0,6678.6,5411.7,5713.3,4846.0
1216,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
