,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15,MEANGAM_16,MEANGAM_17,MEANGAM_18,MEANGAM_19,MEANGAM_20,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40
465,M,True,39.843,39.995,39.502,40.051,40.14,40.152,40.151,40.15,39.711,40.036,40.08,40.555,40.857,40.283,40.475,40.527,40.217,40.161,40.288,40.729,41.309,41.449,42.013,41.986,42.218,42.204,42.548,42.695,43.502,43.391,43.424,43.386,43.478,43.435,43.09,43.354,43.515,43.393,43.856,43.774
466,M,False,42.127,42.205,42.861,42.706,42.604,42.959,43.132,42.622,42.465,42.826,42.506,42.23,42.45,42.46,42.975,43.512,43.241,43.56,42.944,43.556,43.081,42.521,42.426,42.622,42.737,42.902,43.054,43.091,43.967,43.316,44.008,44.267,44.567,43.798,44.498,44.759,44.631,44.717,44.343,44.89
467,M,True,46.433,46.187,46.267,46.184,46.75,47.155,46.773,47.047,47.165,47.161,47.137,47.391,47.564,47.3,47.486,47.883,48.086,48.031,48.15,48.815,48.564,48.356,48.12,48.429,48.524,48.604,49.166,48.708,48.749,49.022,49.257,49.162,49.22,49.057,49.266,49.482,49.467,49.477,49.386,49.181
468,M,False,50.629,50.389,50.705,50.267,50.285,50.309,50.281,50.721,50.59,50.445,50.337,50.424,50.348,50.547,50.602,50.775,50.659,50.903,50.874,50.96,50.937,51.004,51.093,51.037,51.131,51.167,51.166,51.233,50.99,50.484,51.198,51.18,51.096,51.462,51.46,51.585,51.765,51.581,51.862,51.975
469,M,True,55.862,55.988,56.077,56.178,56.1,56.195,56.182,56.254,56.275,56.276,56.213,56.14,56.002,55.924,55.862,55.847,55.627,55.654,55.538,55.549,55.523,55.621,55.663,55.818,55.839,55.817,55.913,55.824,55.679,55.642,55.689,55.613,55.718,55.955,55.851,55.774,55.519,55.483,55.688,55.72
470,M,False,56.541,56.381,56.348,56.267,56.25,56.008,56.029,55.889,55.635,55.521,55.457,55.455,55.767,55.721,55.937,55.953,55.743,56.012,55.959,55.971,56.033,56.096,56.305,56.338,56.294,56.319,56.399,56.535,56.424,56.266,56.255,56.053,56.208,56.154,56.062,56.065,56.05,56.073,56.104,55.95
471,M,True,45.405,45.513,45.218,44.726,44.775,44.587,44.783,44.508,45.436,44.494,45.342,44.621,44.198,44.071,45.027,45.021,44.94,44.522,44.39,44.231,44.137,43.839,43.47,43.296,43.475,43.959,43.151,43.297,43.271,43.441,43.364,43.515,43.464,43.825,43.602,43.627,43.671,43.873,43.332,43.186
472,M,False,43.364,43.515,43.464,43.825,43.602,43.627,43.671,43.873,43.332,43.186,42.999,42.856,42.815,42.751,42.636,42.541,42.982,42.629,42.828,42.738,43.077,43.018,42.886,42.924,42.669,42.669,42.664,42.788,42.704,42.91,42.753,42.841,42.66,42.504,42.74,42.693,42.748,42.649,42.319,42.469
473,M,False,51.072,50.73,50.55,50.478,50.768,50.961,51.098,51.133,51.057,50.853,51.117,50.927,51.271,51.008,50.901,50.948,51.08,50.543,50.85,51.127,50.874,51.014,51.107,51.426,51.262,51.31,51.866,51.593,51.575,51.382,51.687,51.667,51.549,51.844,51.778,51.679,51.647,51.357,51.559,51.519
474,M,False,43.067,42.728,42.625,42.641,42.599,42.563,42.117,41.617,41.774,41.683,41.574,41.497,41.298,41.006,40.948,41.505,40.919,40.908,41.259,40.988,41.409,41.44,41.44,41.105,40.977,40.894,40.909,40.444,40.804,40.617,40.706,41.1,40.907,40.771,40.65,40.855,40.366,40.261,40.218,40.675
475,M,True,59.179,59.143,59.064,59.187,58.992,59.204,59.099,59.206,59.264,59.468,59.36,59.45,59.458,59.263,59.151,59.059,58.939,59.006,58.824,58.598,58.484,58.462,58.534,58.737,58.918,59.007,59.145,58.972,58.971,58.755,58.841,58.643,58.585,58.563,58.756,58.665,58.607,58.549,58.43,58.31
476,M,True,58.356,58.493,58.354,58.365,58.333,58.336,58.344,58.429,58.363,58.36,58.194,58.118,58.136,58.016,57.983,58.1,57.999,58.24,58.185,58.399,58.37,58.366,58.372,58.464,58.378,58.228,58.277,58.249,58.405,58.404,58.389,58.392,58.49,58.444,58.44,58.372,58.423,58.6,58.689,58.731
477,M,True,34.372,34.81,34.315,34.184,33.39,34.317,34.138,34.27,34.735,34.849,35.607,35.399,34.643,34.975,36.259,35.741,35.776,34.95,34.185,33.851,34.074,34.414,35.0,34.578,35.013,35.095,35.224,35.655,35.26,34.89,34.804,35.875,37.069,36.141,36.225,36.079,35.449,36.029,35.938,35.818
478,M,True,58.731,58.653,58.753,58.732,58.733,58.72,58.663,58.627,58.611,58.586,58.393,58.438,58.272,58.219,58.184,58.155,58.209,58.337,58.097,58.2,58.036,58.076,58.156,58.303,58.096,58.061,58.03,57.965,57.875,57.922,57.975,57.963,57.961,57.798,57.849,57.75,58.046,58.029,57.994,58.106
479,M,True,57.875,57.922,57.975,57.963,57.961,57.798,57.849,57.75,58.046,58.029,57.994,58.106,58.015,58.115,58.104,58.308,58.373,58.243,58.117,58.207,58.287,58.077,58.023,57.889,57.893,57.6,57.333,57.031,57.141,57.178,57.215,57.227,57.314,57.252,57.264,57.267,57.115,57.083,57.089,57.176
480,M,False,58.029,57.994,58.106,58.015,58.115,58.104,58.308,58.373,58.243,58.117,58.207,58.287,58.077,58.023,57.889,57.893,57.6,57.333,57.031,57.141,57.178,57.215,57.227,57.314,57.252,57.264,57.267,57.115,57.083,57.089,57.176,57.122,57.115,57.34,57.099,57.233,57.233,57.216,57.13,57.15
481,M,True,39.367,40.385,39.81,39.421,40.298,39.321,39.405,39.057,38.647,38.715,38.93,39.569,39.193,39.852,39.456,38.169,39.23,38.761,38.487,37.813,38.826,38.91,38.011,38.059,37.837,37.898,38.229,38.546,37.878,38.855,39.578,39.376,39.264,39.342,39.568,39.588,39.794,39.569,40.172,40.318
482,M,True,56.776,56.586,56.631,56.478,56.249,56.424,56.566,56.617,56.607,56.679,56.582,56.477,56.316,56.195,56.276,56.043,56.248,56.207,56.274,56.295,56.377,56.433,56.332,56.408,56.418,56.458,56.399,56.373,56.279,56.536,56.534,56.586,56.479,56.282,56.404,56.281,56.214,56.347,56.255,56.14
483,M,False,56.617,56.607,56.679,56.582,56.477,56.316,56.195,56.276,56.043,56.248,56.207,56.274,56.295,56.377,56.433,56.332,56.408,56.418,56.458,56.399,56.373,56.279,56.536,56.534,56.586,56.479,56.282,56.404,56.281,56.214,56.347,56.255,56.14,56.262,56.383,56.334,56.239,56.159,56.194,56.235
484,M,False,39.193,39.852,39.456,38.169,39.23,38.761,38.487,37.813,38.826,38.91,38.011,38.059,37.837,37.898,38.229,38.546,37.878,38.855,39.578,39.376,39.264,39.342,39.568,39.588,39.794,39.569,40.172,40.318,39.769,40.102,39.904,39.912,39.844,40.17,40.245,40.129,40.887,40.811,40.883,40.437
485,M,False,56.477,56.316,56.195,56.276,56.043,56.248,56.207,56.274,56.295,56.377,56.433,56.332,56.408,56.418,56.458,56.399,56.373,56.279,56.536,56.534,56.586,56.479,56.282,56.404,56.281,56.214,56.347,56.255,56.14,56.262,56.383,56.334,56.239,56.159,56.194,56.235,56.274,56.077,56.101,55.94
486,M,False,56.043,56.248,56.207,56.274,56.295,56.377,56.433,56.332,56.408,56.418,56.458,56.399,56.373,56.279,56.536,56.534,56.586,56.479,56.282,56.404,56.281,56.214,56.347,56.255,56.14,56.262,56.383,56.334,56.239,56.159,56.194,56.235,56.274,56.077,56.101,55.94,56.142,56.106,55.971,55.935
487,M,False,37.878,38.855,39.578,39.376,39.264,39.342,39.568,39.588,39.794,39.569,40.172,40.318,39.769,40.102,39.904,39.912,39.844,40.17,40.245,40.129,40.887,40.811,40.883,40.437,40.915,40.759,40.388,40.336,40.485,40.384,40.348,41.44,41.325,39.873,39.354,39.986,41.139,40.14,39.715,40.551
488,M,True,56.255,56.14,56.262,56.383,56.334,56.239,56.159,56.194,56.235,56.274,56.077,56.101,55.94,56.142,56.106,55.971,55.935,55.848,55.603,55.808,55.763,55.745,55.716,55.656,55.667,55.81,55.455,55.482,55.455,55.513,55.265,55.153,55.127,54.974,54.416,54.341,54.212,54.18,54.44,54.346
489,M,True,54.538,54.434,54.426,54.504,54.495,54.325,54.367,54.302,54.377,54.591,54.677,54.452,54.198,54.255,54.463,54.277,54.14,53.972,53.87,53.932,53.938,53.854,53.695,53.661,53.714,53.629,53.61,53.432,53.428,53.275,53.403,53.208,53.241,53.408,53.323,53.29,53.169,53.078,52.824,53.041
490,M,False,51.255,50.994,50.981,50.707,50.739,50.511,50.695,50.657,50.613,50.403,50.33,50.315,50.684,50.654,50.722,50.72,50.52,50.501,50.416,50.753,50.824,50.758,50.513,50.71,50.383,50.255,50.413,50.511,50.177,50.063,49.811,49.77,49.443,49.385,49.188,49.06,49.109,48.69,49.083,48.488
491,M,True,50.654,50.722,50.72,50.52,50.501,50.416,50.753,50.824,50.758,50.513,50.71,50.383,50.255,50.413,50.511,50.177,50.063,49.811,49.77,49.443,49.385,49.188,49.06,49.109,48.69,49.083,48.488,48.263,48.26,48.567,48.227,48.597,48.257,48.398,48.426,48.688,48.693,48.435,48.499,48.355
492,M,True,43.756,43.432,43.551,43.79,43.61,43.536,43.53,43.243,43.448,43.543,42.85,42.932,42.862,42.451,42.158,42.224,42.486,42.55,42.434,42.543,42.876,42.65,42.708,42.749,42.769,42.997,42.808,42.632,42.855,42.819,42.656,42.687,42.646,42.564,42.633,42.534,42.684,42.515,42.615,42.53
493,M,False,42.923,43.298,42.626,42.943,43.079,42.908,43.041,42.93,42.743,42.952,42.817,42.995,42.76,43.044,43.025,43.16,42.876,42.637,42.599,42.516,41.924,41.972,41.926,41.622,41.899,41.463,41.643,42.188,42.142,42.183,42.586,42.023,42.36,42.331,41.979,41.688,42.208,42.377,41.926,41.842
494,M,False,41.899,41.463,41.643,42.188,42.142,42.183,42.586,42.023,42.36,42.331,41.979,41.688,42.208,42.377,41.926,41.842,42.008,42.24,42.053,42.327,42.075,42.345,42.092,41.983,41.674,41.748,41.946,41.918,41.919,41.78,41.744,41.723,41.633,41.622,41.322,41.121,41.386,41.518,41.228,41.354
495,M,False,40.476,40.548,40.67,41.452,41.326,40.752,40.738,40.91,40.621,40.653,40.647,41.152,40.831,40.999,41.375,41.864,41.861,41.576,41.674,41.687,40.904,41.522,41.301,41.422,41.857,41.526,42.651,42.385,41.73,43.126,43.23,43.335,43.741,44.536,45.359,44.796,45.499,46.084,46.799,45.543
496,M,True,31.156,31.337,30.966,31.323,31.506,31.344,31.442,31.391,31.177,31.43,31.321,31.341,31.286,31.28,31.305,31.45,31.465,31.392,31.479,31.638,31.707,31.777,31.643,31.459,31.905,31.843,32.093,31.972,31.895,31.978,31.985,32.299,32.176,32.441,32.215,32.293,32.356,32.297,32.059,32.1
497,M,False,32.215,32.293,32.356,32.297,32.059,32.1,31.879,31.764,31.627,31.822,31.994,31.959,31.67,32.186,32.313,32.269,32.455,32.623,32.519,32.381,32.216,32.398,32.524,32.446,32.713,32.698,32.627,32.55,32.394,32.319,32.316,32.25,32.249,32.409,32.135,32.403,32.283,32.528,32.473,32.408
498,M,True,33.94,34.123,32.945,32.843,32.773,31.591,32.027,31.371,31.351,31.627,31.609,31.614,30.763,31.462,30.443,30.727,32.996,29.835,30.12,30.167,30.221,31.052,29.681,30.319,30.671,30.389,30.588,30.379,30.383,30.554,30.487,30.845,30.718,30.692,30.672,30.694,30.603,31.089,30.953,31.165
499,M,False,32.945,32.843,32.773,31.591,32.027,31.371,31.351,31.627,31.609,31.614,30.763,31.462,30.443,30.727,32.996,29.835,30.12,30.167,30.221,31.052,29.681,30.319,30.671,30.389,30.588,30.379,30.383,30.554,30.487,30.845,30.718,30.692,30.672,30.694,30.603,31.089,30.953,31.165,31.065,30.544
500,M,False,41.974,41.852,41.953,41.979,41.673,41.332,41.457,41.678,42.008,41.983,42.157,41.689,41.679,41.737,41.394,41.713,41.609,41.874,41.821,41.862,41.871,42.014,41.849,42.334,42.37,42.65,42.842,42.955,42.725,42.729,42.891,42.91,43.051,42.735,42.854,43.266,43.279,43.296,43.463,43.273
501,M,True,43.553,43.753,42.934,43.056,41.961,42.849,43.16,43.112,42.595,42.805,43.073,42.981,42.371,42.026,42.108,42.115,42.058,41.9,41.918,42.22,42.067,42.359,42.388,41.928,41.979,41.891,41.881,41.994,41.952,42.04,41.743,41.654,42.131,42.172,42.26,41.73,41.978,41.879,41.701,41.675
502,M,False,41.462,42.186,42.175,42.255,41.265,41.601,41.536,41.112,41.275,41.223,41.106,41.143,41.43,41.242,40.932,40.795,40.284,40.253,39.791,39.661,39.861,40.224,40.093,39.726,40.251,40.008,39.515,39.88,39.551,39.486,39.215,39.46,39.836,39.811,39.998,39.722,39.001,39.076,38.663,38.66
503,M,False,53.438,53.433,53.664,53.709,53.869,54.009,54.15,54.393,54.571,54.576,54.56,54.675,54.868,55.004,55.092,55.202,55.286,55.216,55.045,54.856,54.743,54.523,54.385,54.252,53.987,54.043,53.813,54.269,54.506,54.612,54.682,54.507,54.348,54.345,54.494,54.517,54.479,54.419,54.565,54.599
504,M,False,37.334,37.679,37.04,37.109,36.802,37.075,37.408,37.059,36.741,36.979,36.694,36.55,36.718,36.636,36.41,36.192,35.946,36.036,36.441,36.472,36.231,36.223,36.363,36.183,36.098,35.879,35.979,35.74,36.265,35.973,35.76,36.02,35.646,35.687,35.938,35.692,35.539,35.496,35.389,35.412
505,M,False,40.476,40.535,40.043,39.162,40.424,40.724,39.708,39.648,39.837,40.0,39.306,40.449,40.992,40.386,40.929,41.22,41.472,41.513,41.995,42.493,42.692,42.569,43.183,42.42,42.44,42.549,42.792,42.644,43.568,43.566,43.629,43.897,43.595,43.635,43.483,42.956,43.491,43.205,42.985,43.179
506,M,False,46.173,46.396,46.779,46.76,46.999,47.248,47.446,47.692,47.604,47.529,46.948,46.994,46.439,46.591,47.402,46.903,47.228,47.147,47.476,47.559,47.339,47.668,47.905,47.709,48.455,47.859,47.88,47.564,48.213,48.06,47.966,48.273,48.213,47.594,47.682,48.079,47.938,47.716,47.885,47.906
507,M,False,32.652,32.801,32.616,32.85,32.658,32.827,32.681,32.521,32.458,32.416,32.591,32.451,32.554,32.507,32.006,32.111,31.977,31.873,31.786,31.974,32.095,31.927,31.961,31.695,31.759,31.964,31.732,31.638,31.511,31.728,30.935,31.026,31.092,30.893,30.934,30.602,30.481,30.617,30.839,30.529
508,M,False,46.334,46.347,45.905,45.925,46.19,46.401,46.026,45.754,45.655,45.724,45.854,45.52,45.399,45.369,45.359,45.498,45.608,45.491,45.607,45.569,45.618,45.677,45.457,45.916,45.674,45.587,45.717,45.972,45.816,45.908,46.001,45.995,46.008,46.093,45.648,45.443,45.324,44.697,44.552,43.927
509,M,False,41.374,41.651,41.729,41.755,41.51,41.295,41.405,41.246,41.245,41.109,40.863,40.223,40.074,39.503,39.465,39.31,39.315,39.382,39.505,39.612,39.976,39.874,39.9,39.753,39.634,39.576,39.396,39.562,39.31,39.328,39.73,39.723,39.489,39.232,39.042,38.793,38.761,38.787,38.702,38.539
510,M,True,35.0,35.124,35.036,35.282,35.37,35.538,35.561,35.598,35.658,35.479,35.521,35.273,34.785,35.172,35.176,34.784,34.991,35.042,35.05,35.133,35.055,34.914,34.69,34.581,34.587,34.515,34.521,34.412,34.13,34.071,34.648,34.564,34.796,34.246,34.585,34.475,34.158,34.722,34.198,34.618
511,M,False,33.698,33.878,33.993,33.871,34.085,33.82,33.834,33.968,33.884,33.647,33.811,33.626,33.483,33.304,33.256,33.41,33.32,33.133,32.993,32.927,33.04,33.035,32.85,32.753,32.76,32.556,32.462,32.514,32.157,32.196,32.138,32.018,32.1,32.125,32.25,32.126,32.002,32.099,32.261,32.308
512,M,False,49.305,49.165,49.069,48.962,48.906,48.863,48.904,48.882,48.969,48.755,48.612,48.651,48.317,48.696,48.712,48.716,48.92,48.928,48.96,49.09,49.022,49.052,48.685,48.832,48.583,48.307,48.23,48.169,47.982,47.808,47.502,47.497,47.235,47.045,46.998,47.054,46.976,46.944,46.954,46.886
513,M,True,57.445,57.433,57.405,57.282,57.067,57.178,57.021,57.081,56.836,56.843,56.951,56.91,56.974,56.893,56.893,57.04,56.979,57.082,56.992,57.085,57.106,57.119,56.846,56.981,56.925,56.698,56.55,56.471,56.37,56.337,56.418,56.31,56.195,55.988,56.263,56.282,56.127,56.06,55.951,55.583
514,M,False,57.067,57.178,57.021,57.081,56.836,56.843,56.951,56.91,56.974,56.893,56.893,57.04,56.979,57.082,56.992,57.085,57.106,57.119,56.846,56.981,56.925,56.698,56.55,56.471,56.37,56.337,56.418,56.31,56.195,55.988,56.263,56.282,56.127,56.06,55.951,55.583,55.507,55.392,55.424,55.431
515,M,True,47.052,47.051,46.92,47.304,47.197,47.022,47.131,47.082,46.843,47.111,47.456,47.372,47.281,47.163,46.633,46.502,46.688,46.551,46.89,46.608,46.626,46.614,46.191,46.506,46.21,46.681,46.619,46.392,46.249,46.362,46.585,46.535,46.404,46.575,46.202,46.263,46.277,46.157,45.974,46.011
516,M,False,46.688,46.551,46.89,46.608,46.626,46.614,46.191,46.506,46.21,46.681,46.619,46.392,46.249,46.362,46.585,46.535,46.404,46.575,46.202,46.263,46.277,46.157,45.974,46.011,46.031,45.877,46.05,46.194,46.382,46.263,46.17,46.471,46.631,47.032,46.773,46.73,47.105,47.377,47.007,47.048
517,M,False,46.89,46.608,46.626,46.614,46.191,46.506,46.21,46.681,46.619,46.392,46.249,46.362,46.585,46.535,46.404,46.575,46.202,46.263,46.277,46.157,45.974,46.011,46.031,45.877,46.05,46.194,46.382,46.263,46.17,46.471,46.631,47.032,46.773,46.73,47.105,47.377,47.007,47.048,46.699,46.946
518,M,True,44.914,44.956,45.409,45.343,45.268,45.4,45.694,45.676,45.776,45.635,45.67,45.709,46.089,46.148,46.019,45.882,46.279,45.998,46.06,45.828,45.319,45.424,45.284,45.101,45.53,45.643,45.428,45.742,45.703,46.017,45.825,45.346,45.697,45.63,46.195,45.755,45.851,46.13,46.052,45.796
519,M,False,43.759,43.865,43.849,43.737,43.846,43.774,43.74,44.061,43.926,44.526,44.097,43.509,43.571,44.01,44.574,44.05,43.823,43.868,43.991,43.623,43.983,44.577,44.036,43.835,43.907,44.242,44.399,43.715,44.23,43.871,44.493,44.924,44.663,44.623,45.36,44.909,44.607,44.193,43.897,44.503
520,M,True,31.247,29.219,29.765,30.517,29.818,29.709,29.645,30.818,30.172,30.757,30.133,29.892,31.573,32.093,31.744,32.932,32.977,32.617,31.135,31.607,31.55,32.474,32.163,32.933,32.435,33.123,32.015,32.763,32.568,31.739,31.212,31.296,30.526,30.676,30.658,31.13,29.353,30.662,30.236,29.101
521,M,False,31.212,31.296,30.526,30.676,30.658,31.13,29.353,30.662,30.236,29.101,29.004,29.6,28.967,29.96,30.865,30.385,29.929,29.451,30.293,30.543,29.985,29.539,30.345,29.63,30.058,31.07,32.063,32.761,32.605,33.659,34.034,33.979,34.075,34.035,35.039,35.256,35.637,35.303,35.355,36.376
522,M,True,49.438,50.116,49.898,48.519,47.974,48.559,49.443,48.726,48.315,47.645,47.709,47.996,47.749,47.35,46.292,48.429,46.341,45.882,46.215,45.722,46.133,45.551,45.721,45.899,46.212,45.827,46.599,47.749,46.467,47.089,46.263,47.433,47.785,47.6,47.693,46.769,47.09,47.377,47.1,46.986
523,M,True,47.377,47.27,47.295,47.614,47.932,48.193,48.125,47.627,48.106,48.042,47.251,47.376,47.008,47.034,47.292,47.127,46.943,46.806,47.099,46.507,46.984,46.744,46.646,46.421,46.152,46.141,45.836,45.185,45.852,45.351,45.436,45.344,45.306,45.623,45.113,44.841,45.11,45.101,45.018,45.426
524,M,False,46.141,45.836,45.185,45.852,45.351,45.436,45.344,45.306,45.623,45.113,44.841,45.11,45.101,45.018,45.426,44.665,44.498,44.627,44.695,44.185,44.369,44.172,43.9,44.071,45.121,44.636,44.602,45.373,45.436,44.707,44.637,45.462,45.779,45.281,44.852,44.649,45.073,45.193,45.151,44.576
525,M,True,45.436,44.707,44.637,45.462,45.779,45.281,44.852,44.649,45.073,45.193,45.151,44.576,43.835,43.2,43.933,43.691,43.482,42.421,42.317,42.987,43.514,43.292,43.093,43.755,43.195,43.009,43.395,43.293,42.85,43.545,43.562,43.164,42.397,42.143,42.201,42.38,43.001,42.735,42.686,42.389
526,M,False,45.151,44.576,43.835,43.2,43.933,43.691,43.482,42.421,42.317,42.987,43.514,43.292,43.093,43.755,43.195,43.009,43.395,43.293,42.85,43.545,43.562,43.164,42.397,42.143,42.201,42.38,43.001,42.735,42.686,42.389,42.832,42.567,42.275,41.969,42.349,41.988,41.987,42.756,43.077,43.884
527,M,False,42.143,42.201,42.38,43.001,42.735,42.686,42.389,42.832,42.567,42.275,41.969,42.349,41.988,41.987,42.756,43.077,43.884,43.299,43.339,44.144,44.504,44.248,44.002,43.624,43.661,43.282,43.693,43.742,43.808,43.703,44.057,43.987,43.982,43.519,43.992,44.408,44.253,44.475,44.262,44.053
528,M,False,45.403,45.288,46.17,45.679,45.407,45.729,45.887,45.873,45.538,45.906,45.612,45.451,45.471,45.68,45.646,46.086,45.623,45.389,45.246,45.348,45.249,44.743,44.887,45.776,45.64,45.82,45.054,45.248,45.609,45.658,45.302,44.917,44.86,45.837,45.266,45.04,45.158,45.457,45.487,45.108
529,M,False,48.499,48.708,48.75,48.797,48.716,48.682,48.222,48.439,48.724,48.728,49.454,49.197,49.682,49.353,49.633,49.644,49.905,50.152,50.125,49.995,50.696,50.168,50.748,50.457,50.213,50.432,50.743,50.865,50.72,50.699,51.211,51.46,51.293,51.56,51.593,51.671,51.599,51.725,51.291,51.325
530,M,False,57.237,57.154,57.145,57.079,57.21,57.078,57.12,57.333,57.102,57.267,57.251,57.397,57.457,57.536,57.589,57.747,58.0,57.744,57.916,57.94,58.123,58.196,57.979,58.053,57.997,57.735,57.78,57.762,57.847,57.541,57.346,57.453,57.378,57.139,56.727,56.247,55.907,55.803,55.7,55.787
531,M,True,61.002,61.184,61.159,61.317,61.47,61.352,61.353,61.54,61.578,61.638,61.999,61.689,61.633,61.631,61.833,61.546,61.688,61.509,61.339,61.311,61.121,61.396,61.349,61.432,61.618,61.844,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298,61.214,61.284,61.334,61.281,61.155,60.984
532,M,True,61.833,61.546,61.688,61.509,61.339,61.311,61.121,61.396,61.349,61.432,61.618,61.844,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298,61.214,61.284,61.334,61.281,61.155,60.984,60.93,60.928,60.971,60.93,60.971,60.821,60.698,60.709,60.699,60.812,60.904,60.806,60.92,60.927
533,M,False,61.339,61.311,61.121,61.396,61.349,61.432,61.618,61.844,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298,61.214,61.284,61.334,61.281,61.155,60.984,60.93,60.928,60.971,60.93,60.971,60.821,60.698,60.709,60.699,60.812,60.904,60.806,60.92,60.927,60.889,60.77,60.865,60.852
534,M,False,61.618,61.844,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298,61.214,61.284,61.334,61.281,61.155,60.984,60.93,60.928,60.971,60.93,60.971,60.821,60.698,60.709,60.699,60.812,60.904,60.806,60.92,60.927,60.889,60.77,60.865,60.852,60.83,60.845,60.68,60.594,60.619,60.598
535,M,False,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298,61.214,61.284,61.334,61.281,61.155,60.984,60.93,60.928,60.971,60.93,60.971,60.821,60.698,60.709,60.699,60.812,60.904,60.806,60.92,60.927,60.889,60.77,60.865,60.852,60.83,60.845,60.68,60.594,60.619,60.598,60.799,60.939
536,M,False,61.284,61.334,61.281,61.155,60.984,60.93,60.928,60.971,60.93,60.971,60.821,60.698,60.709,60.699,60.812,60.904,60.806,60.92,60.927,60.889,60.77,60.865,60.852,60.83,60.845,60.68,60.594,60.619,60.598,60.799,60.939,60.791,60.875,60.795,60.73,60.619,60.733,60.622,60.656,60.509
537,M,True,59.978,59.612,59.513,59.242,59.185,58.983,58.844,58.939,59.092,59.181,59.173,59.386,59.42,59.358,59.392,59.466,59.431,59.512,59.36,59.215,59.143,59.098,59.008,58.972,58.946,58.892,58.715,58.698,58.692,58.62,58.467,58.448,58.318,58.121,58.247,58.223,58.207,58.153,58.017,57.941
538,M,True,55.361,55.219,55.285,55.07,55.13,54.889,54.682,54.739,54.837,54.502,54.507,54.315,54.548,54.393,54.336,54.38,54.528,54.573,54.717,54.539,54.429,54.42,54.149,54.246,54.453,54.593,54.489,54.38,54.418,54.437,54.451,54.171,54.402,54.164,54.345,54.137,54.174,54.15,53.858,53.462
539,M,False,54.717,54.539,54.429,54.42,54.149,54.246,54.453,54.593,54.489,54.38,54.418,54.437,54.451,54.171,54.402,54.164,54.345,54.137,54.174,54.15,53.858,53.462,53.884,53.756,53.611,53.592,53.433,53.443,53.484,53.685,53.641,53.084,53.759,53.235,53.686,53.418,53.65,53.656,53.602,53.496
540,M,True,51.763,51.392,51.376,51.626,51.518,51.705,51.817,51.635,51.606,51.733,51.664,51.792,51.443,50.811,50.395,50.532,50.547,50.604,50.074,50.376,50.116,50.005,49.796,49.883,49.661,49.75,49.842,49.83,49.525,49.381,49.545,49.853,49.59,49.573,49.375,49.243,49.314,49.021,48.834,48.659
541,M,False,51.376,51.626,51.518,51.705,51.817,51.635,51.606,51.733,51.664,51.792,51.443,50.811,50.395,50.532,50.547,50.604,50.074,50.376,50.116,50.005,49.796,49.883,49.661,49.75,49.842,49.83,49.525,49.381,49.545,49.853,49.59,49.573,49.375,49.243,49.314,49.021,48.834,48.659,48.591,48.594
542,M,True,45.871,45.23,45.149,45.11,45.323,45.48,45.253,44.715,44.918,44.481,44.575,45.193,44.457,44.412,44.859,44.397,44.547,44.354,44.785,44.738,44.712,44.602,44.499,44.496,44.237,44.244,44.133,43.799,44.149,44.234,43.975,44.056,43.875,44.257,43.918,43.422,43.359,43.023,43.086,43.339
543,M,False,43.638,43.701,43.671,43.058,43.141,43.627,43.826,43.538,43.475,43.581,43.469,43.559,43.406,43.612,43.369,43.472,43.634,43.366,43.498,43.41,43.4,43.317,43.237,43.303,42.743,42.886,42.952,42.97,42.954,42.774,42.725,42.882,42.958,42.719,42.821,42.85,42.808,43.028,43.205,43.218
544,M,True,42.094,42.393,42.336,41.983,42.15,42.024,41.94,42.278,42.053,42.645,42.06,42.182,42.499,42.169,42.469,42.555,42.503,42.553,42.275,42.653,42.255,42.298,42.482,43.248,42.75,42.459,42.625,42.407,42.757,43.045,42.628,42.414,42.375,42.897,42.794,42.62,42.881,42.805,43.447,43.746
545,M,False,41.966,41.926,42.149,42.618,41.826,41.827,42.12,42.012,41.84,41.934,42.199,41.944,42.317,42.631,42.285,42.625,42.837,43.286,42.813,42.915,43.031,43.514,43.972,43.693,43.026,43.086,43.604,43.268,43.052,42.869,43.362,43.451,43.38,43.401,43.511,42.969,42.875,43.562,43.872,43.811
546,M,True,41.004,40.834,40.867,40.821,40.831,40.818,41.225,41.274,41.402,41.164,40.747,40.911,40.791,40.59,40.738,40.908,41.29,41.459,41.517,41.624,41.425,41.604,41.44,41.676,41.591,41.399,41.236,41.157,41.318,41.038,41.393,41.054,41.354,41.567,41.396,41.544,41.66,41.536,41.608,41.888
