,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40
1085,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.831,0.0,70.831,0.0,0.0,0.0,0.0,0.0,73.062,73.926,0.0,68.737
1086,B,False,226.2,226.87,226.43,225.41,223.95,222.09,223.61,224.26,222.36,223.53,224.66,229.15,228.05,226.89,224.31,223.81,224.95,219.84,220.97,219.49,220.6,221.27,219.25,217.04,220.59,218.64,215.91,214.72,210.71,214.31,216.22,209.81,209.35,208.66,210.26,212.47,209.35,205.85,204.05,203.63
1087,B,False,108.67,110.32,106.3,105.35,106.58,109.55,111.97,16.279,14.318,15.524,14.56,15.811,16.155,15.524,117.03,16.155,16.155,15.232,117.29,115.53,117.23,17.493,16.643,0.0,0.0,0.0,15.811,14.422,13.892,14.422,0.0,0.0,14.866,127.61,127.61,128.58,130.51,130.51,130.51,131.22
1088,B,False,239.02,239.02,240.25,241.59,242.37,243.45,243.23,243.2,243.92,243.05,240.61,240.4,240.87,243.1,243.22,243.51,242.44,241.92,241.94,244.32,244.89,244.72,245.62,247.61,247.76,248.34,249.59,248.18,249.52,249.72,251.11,251.42,251.23,251.58,251.75,252.4,252.94,253.41,254.55,254.25
1089,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,B,False,79.076,17.804,17.804,18.439,18.439,18.439,17.692,18.439,18.601,18.439,17.804,17.804,18.601,17.804,18.601,71.945,17.205,17.205,17.205,17.205,16.497,0.0,16.978,8.0623,0.0,8.0623,8.544,8.9443,8.9443,7.6158,8.0623,8.9443,8.544,8.0623,83.394,83.291,83.344,83.471,84.606,85.584
1091,B,True,194.93,195.23,193.67,193.34,192.87,194.37,194.22,194.22,194.8,198.96,197.91,197.74,201.69,199.83,203.76,204.27,212.72,213.69,213.69,213.69,214.67,214.67,215.64,215.64,214.9,216.61,216.61,217.59,217.82,217.59,193.34,183.69,177.16,180.83,182.99,187.6,190.5,190.88,200.35,199.29
1092,B,False,75.822,76.485,77.156,77.833,77.795,79.209,80.61,80.61,80.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,B,False,30.083,29.833,29.833,29.833,29.833,29.833,29.833,29.614,28.862,29.12,28.862,28.862,28.862,28.862,28.862,28.862,27.659,28.636,27.893,27.893,27.893,27.893,27.893,27.893,27.893,26.926,26.926,26.926,26.926,26.926,26.926,27.203,26.926,27.203,27.203,27.203,26.926,26.926,25.962,26.926
1094,B,False,107.44,108.42,110.4,108.96,110.83,111.2,111.59,113.05,112.73,113.58,114.26,114.77,115.84,115.51,116.51,116.77,117.86,117.89,118.91,118.48,118.61,119.26,119.22,120.07,120.27,121.94,121.06,122.33,122.04,122.34,122.36,122.44,123.2,123.14,123.35,123.75,124.41,125.31,124.99,125.64
1095,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,B,False,296.22,288.69,9.8489,0.0,8.9443,272.0,267.32,98.895,256.22,255.72,56.401,24.094,12.166,164.01,78.74,110.64,23.539,163.28,0.0,8.0623,71.274,90.588,57.793,55.101,25.005,33.394,30.849,30.462,23.769,32.528,28.314,80.337,92.474,113.26,143.77,139.68,113.25,108.05,103.64,110.8
1097,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.029,70.064,72.062,73.062,74.061,83.118,84.544,86.801,86.264,97.86,105.46,102.94,103.81,108.42,103.04,102.77,102.03,102.47,99.157,98.457,97.842,98.135,99.855,98.418,98.351,99.885,101.09
1099,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,B,False,133.52,134.18,134.37,133.63,134.9,133.53,132.96,133.51,132.85,132.86,135.5,135.66,134.72,134.96,135.09,135.44,135.05,136.66,136.68,137.47,137.52,137.3,138.28,137.81,138.02,138.96,139.46,139.55,140.05,139.56,139.44,139.6,139.54,141.01,138.97,138.89,139.09,138.29,139.27,138.58
1101,B,True,69.479,68.784,70.118,70.486,70.208,75.983,76.961,75.436,70.68,75.594,79.751,79.723,79.692,80.054,79.754,75.108,75.162,75.32,75.666,75.862,77.037,79.304,80.396,84.318,82.652,82.002,84.22,85.079,85.6,85.84,86.223,85.697,86.763,87.293,86.902,87.667,87.598,86.786,86.585,86.704
1102,B,True,183.13,183.13,184.1,183.34,185.07,186.16,186.2,187.27,187.0,187.38,186.59,186.55,186.98,187.68,187.85,187.43,186.98,187.44,188.26,188.99,189.21,189.57,189.2,189.56,190.38,190.94,191.36,191.02,191.08,189.89,190.75,190.87,191.11,192.33,192.49,192.73,190.89,192.63,191.41,191.39
1103,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.376,66.37,66.483,65.49,66.37,0.0,67.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,B,False,351.49,354.68,356.16,358.24,356.95,355.71,356.77,359.6,362.58,363.47,354.26,353.73,356.6,361.8,357.75,357.37,357.81,356.31,359.3,356.53,353.42,352.91,354.84,353.33,355.24,355.32,352.88,354.97,355.29,357.61,353.18,352.89,354.2,355.35,353.13,350.73,355.7,352.02,352.94,353.29
1106,B,False,74.68,74.647,75.127,82.006,82.006,82.201,83.006,83.6,85.0,85.802,86.4,87.201,87.201,87.801,87.801,87.801,88.408,90.0,90.0,91.4,91.112,90.802,91.608,92.201,93.788,94.172,94.211,94.308,94.696,96.942,97.621,98.249,98.2,98.972,98.81,100.12,100.36,100.04,101.1,101.46
1107,B,False,80.994,0.0,82.62,83.356,82.198,82.342,58.293,72.235,68.497,67.194,68.179,67.108,64.316,63.698,61.176,62.159,72.077,50.425,70.778,75.801,59.909,61.247,61.311,60.948,64.619,65.121,67.362,68.896,68.05,68.791,69.939,69.516,68.515,68.635,67.402,67.893,66.716,65.905,66.067,64.765
1108,B,False,44.963,14.796,14.959,72.9,10.202,137.91,18.614,76.383,93.817,48.775,118.6,31.361,18.373,10.715,12.457,75.666,0.0,12.32,20.967,17.1,45.467,34.79,118.2,189.82,192.49,89.017,113.11,154.62,66.117,59.459,152.03,141.45,108.1,70.096,69.252,164.02,151.25,131.51,0.0,18.441
1109,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.705,11.402,0.0,11.402,11.045,11.18,12.166,12.166,11.402,11.18,11.18,11.18,11.18,12.166,0.0,0.0,0.0,0.0,0.0,0.0,9.4868,0.0,0.0,0.0,0.0,9.4868,8.2462,0.0,0.0,0.0,0.0,0.0,0.0
1110,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,B,False,0.0,0.0,0.0,35.322,33.242,36.257,30.032,37.336,37.336,37.336,37.336,36.346,36.346,29.104,30.029,32.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.698,29.0,29.0,27.042,25.402,28.284,15.89,0.0,33.377,33.734,32.757
1112,B,False,98.858,99.85,99.85,99.985,100.98,100.98,100.98,101.83,101.83,102.83,102.83,102.83,102.7,103.7,103.82,103.7,104.81,103.82,105.68,105.68,104.69,104.69,104.69,105.57,105.57,105.48,105.57,106.47,106.47,106.47,106.38,106.38,106.38,106.38,107.38,107.38,107.38,106.3,107.3,107.3
1113,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,B,False,238.86,237.56,236.31,241.53,239.79,239.97,243.67,249.52,249.83,253.11,253.44,249.89,255.04,256.24,251.65,251.0,250.51,252.74,249.1,251.84,256.18,252.64,257.63,257.01,257.53,256.81,257.3,257.26,259.14,260.17,262.15,261.9,262.06,262.15,262.59,261.37,261.58,261.46,260.86,263.01
1115,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.235,18.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,B,True,170.72,170.07,170.21,170.21,170.21,171.01,171.6,171.6,171.6,171.6,171.6,172.2,172.2,171.6,171.6,170.8,171.4,171.4,171.4,172.2,172.2,172.8,172.8,172.8,172.8,172.8,172.8,173.6,173.6,172.8,174.2,174.2,172.8,173.4,172.8,173.6,175.0,174.2,174.81,175.6
1120,B,False,0.0,0.0,0.0,0.0,0.0,0.0,80.994,80.156,80.156,80.994,80.994,0.0,82.62,83.356,82.198,82.342,58.293,72.235,68.497,67.194,68.179,67.108,64.316,63.698,61.176,62.159,72.077,50.425,70.778,75.801,59.909,61.247,61.311,60.948,64.619,65.121,67.362,68.896,68.05,68.791
1121,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.248,20.248,21.19,20.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.616,21.19,21.541,19.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,B,False,139.66,139.53,140.04,140.13,142.12,144.41,145.02,147.27,147.81,148.01,148.38,148.59,148.08,149.94,150.12,149.76,151.43,152.21,151.73,152.41,153.18,154.74,154.29,154.62,156.5,157.09,158.82,159.03,157.75,159.43,160.21,160.25,160.42,162.92,163.17,162.36,161.84,164.49,166.34,167.02
1123,B,False,151.69,151.31,153.11,152.58,151.52,149.96,150.13,150.46,149.7,150.78,148.75,147.5,149.06,147.44,149.8,150.61,150.77,156.7,151.05,151.42,152.62,148.93,150.82,150.53,155.37,161.72,156.87,162.01,159.95,155.56,155.0,154.9,156.17,155.37,161.56,162.88,159.42,156.49,157.2,155.64
1124,B,False,9.2195,9.2195,10.198,0.0,13.153,13.038,13.038,13.153,13.038,13.038,0.0,12.042,14.036,9.7183,9.3847,5.6557,6.4031,6.0409,6.0828,6.3246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.926,27.313,0.0,0.0,26.0,83.217,26.571,110.9,101.91,107.76,129.76,151.31,132.61,145.5,90.994,26.476,0.0,200.96
1126,B,False,108.76,108.88,107.89,108.37,107.3,107.16,105.48,104.81,105.23,105.7,106.53,105.34,108.46,107.01,106.8,106.33,106.76,106.89,106.38,106.68,108.83,109.17,108.16,108.46,108.56,107.91,108.03,108.32,105.07,104.63,103.72,102.73,104.18,105.88,104.43,104.1,104.07,106.0,104.71,105.0
1127,B,False,10.817,10.817,11.402,11.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,B,False,10.77,10.77,10.296,9.8489,9.4868,0.0,0.0,0.0,0.0,0.0,9.2195,9.2195,10.44,10.44,11.402,10.44,10.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.369,12.369,12.369,13.153,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,B,True,107.33,108.35,106.64,107.01,107.63,108.9,107.2,106.99,107.49,107.02,108.5,106.41,108.06,108.3,107.78,107.61,106.97,122.2,126.42,134.6,135.23,136.49,136.75,133.49,130.02,125.82,132.26,136.71,138.96,142.4,148.76,150.89,159.24,165.39,172.66,216.7,220.96,231.08,243.9,250.93
1131,B,False,191.02,191.32,193.23,191.97,192.92,194.18,195.44,196.09,196.09,197.04,197.99,197.99,197.99,199.25,200.2,191.37,188.07,179.71,178.51,173.61,175.28,173.0,174.65,176.7,168.2,168.99,166.17,169.98,167.3,169.0,170.62,173.36,172.12,174.55,175.52,174.03,168.14,168.69,169.94,170.1
1132,B,False,190.35,187.67,188.86,187.6,192.31,187.46,189.88,191.18,193.5,195.84,195.18,194.82,194.34,194.28,198.06,200.01,202.42,201.86,203.65,202.34,202.39,202.24,200.81,202.31,202.87,204.21,205.78,202.71,204.73,202.86,198.33,199.51,199.11,202.11,200.44,198.4,202.15,203.33,203.83,205.97
1133,B,False,255.09,259.14,261.09,259.14,260.67,258.63,259.61,261.98,263.02,268.94,269.77,269.82,265.83,264.08,265.87,266.15,266.09,266.63,267.58,269.92,271.16,589.33,505.68,480.25,477.39,270.2,514.97,485.11,496.38,505.33,494.94,483.81,451.52,491.47,451.68,385.03,387.42,338.71,307.77,246.73
1134,B,False,0.0,0.0,0.0,0.0,0.0,0.0,8.9443,8.544,0.0,0.0,0.0,13.0,12.53,0.0,0.0,0.0,0.0,10.0,9.434,0.0,0.0,12.977,12.53,13.892,0.0,13.601,0.0,0.0,0.0,0.0,9.2195,9.2195,9.2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,B,False,241.57,244.67,245.91,245.51,244.24,246.04,245.38,247.07,245.83,244.55,245.42,244.97,243.99,243.58,245.48,245.87,244.37,244.51,244.28,245.26,245.83,246.35,246.86,247.78,247.53,248.19,249.44,250.27,250.16,250.77,250.67,250.45,250.48,250.8,251.8,253.11,253.4,252.45,252.38,251.91
1136,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.804,21.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.302,0.0,0.0
1137,B,True,389.68,389.14,391.04,392.49,385.54,384.76,388.66,388.73,390.05,393.58,392.81,392.5,393.59,389.92,399.51,402.37,405.17,396.62,394.06,400.65,390.12,390.72,389.2,388.52,389.6,397.9,398.17,393.22,389.83,394.25,384.16,385.09,386.08,385.11,394.96,395.11,407.4,402.84,407.02,404.96
1138,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,B,False,87.426,87.32,87.384,87.595,89.142,88.577,88.074,88.811,88.688,88.42,89.237,88.85,89.292,89.565,89.421,90.444,90.284,89.192,89.86,90.045,89.362,90.484,85.954,86.081,90.651,89.751,89.065,88.704,84.623,84.552,88.929,89.85,89.717,90.019,89.919,90.304,92.023,91.187,90.368,90.659
1140,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,B,False,56.275,58.354,61.602,63.648,65.0,65.697,67.779,69.289,69.394,69.57,70.52,71.169,73.376,73.082,75.286,77.201,78.447,0.0,0.0,0.0,83.522,83.241,84.77,85.44,86.4,88.323,89.286,90.25,90.25,90.956,91.924,87.415,88.125,89.266,87.787,87.607,92.459,93.013,94.651,95.21
1142,B,False,263.28,264.96,267.83,270.63,271.85,272.13,269.63,272.48,276.77,275.15,276.16,274.04,278.29,276.68,279.83,278.31,280.68,282.69,284.05,286.72,287.19,290.13,294.28,295.04,295.8,298.08,296.59,294.43,296.31,298.33,298.81,303.97,304.76,310.95,305.09,308.41,314.8,323.27,324.2,325.58
1143,B,False,0.0,0.0,0.0,11.705,11.402,0.0,11.402,11.045,11.18,12.166,12.166,11.402,11.18,11.18,11.18,11.18,12.166,0.0,0.0,0.0,0.0,0.0,0.0,9.4868,0.0,0.0,0.0,0.0,9.4868,8.2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,B,False,300.3,301.61,302.41,267.5,245.38,255.32,255.53,305.29,83.02,260.49,242.44,261.17,221.98,222.78,224.09,225.51,226.6,253.3,269.72,272.77,272.46,259.81,255.48,252.75,254.88,236.12,237.68,239.39,241.01,240.8,241.62,262.06,260.16,262.3,242.33,244.38,247.64,248.41,248.34,265.17
1145,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,B,False,77.916,77.635,73.993,71.821,72.763,72.725,70.883,71.512,69.588,69.851,68.763,68.375,70.33,69.598,70.57,69.825,68.901,68.038,68.635,69.104,68.187,67.837,66.528,65.896,64.287,63.508,64.344,65.356,65.569,64.66,66.159,61.996,61.072,66.029,60.32,63.26,61.121,59.089,59.842,60.328
1147,B,False,195.96,192.98,198.63,204.36,205.03,207.36,204.65,205.82,205.42,213.29,204.07,208.93,213.68,205.44,197.68,202.33,201.13,209.22,208.48,208.88,203.82,207.09,209.05,207.3,208.27,211.32,207.02,203.61,197.24,200.33,197.13,200.4,199.62,203.07,204.3,200.64,194.88,195.43,198.29,200.79
1148,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.762,85.44,85.755,87.132,88.837,88.323,89.185,89.554,90.427,90.427,92.179,92.179,93.059,93.941,94.366,94.366,96.151,97.046,95.762,96.695,99.745,99.318,98.899,99.81,100.72,99.81,101.24,101.24,102.16,102.16,102.51
1150,B,False,129.53,130.21,128.78,129.01,129.88,132.6,133.86,132.02,133.82,135.81,137.29,137.52,138.42,136.97,135.52,137.08,140.41,145.18,143.77,142.76,148.02,143.03,145.63,145.19,145.58,146.54,147.17,146.02,146.1,145.33,147.6,149.07,151.2,151.73,151.56,153.51,156.65,155.61,158.15,161.42
1151,B,False,190.81,193.54,193.66,193.56,193.63,194.22,190.58,191.19,191.2,191.31,192.17,189.8,192.05,189.21,184.37,185.28,186.28,189.48,188.24,189.32,187.4,190.34,186.12,185.02,185.87,186.08,183.06,184.41,179.44,178.83,178.8,180.09,178.49,179.01,177.39,175.12,178.19,176.26,175.37,176.0
1152,B,False,91.946,92.512,92.608,92.496,93.463,94.256,94.071,13.603,17.598,93.818,94.067,19.155,18.914,19.395,19.195,19.504,20.254,24.698,21.077,24.166,24.166,21.338,22.433,22.036,22.113,24.698,20.379,25.08,69.632,69.175,69.12,72.964,68.683,70.507,69.618,70.958,0.0,70.178,80.0,0.0
1153,B,False,114.88,115.32,115.84,116.38,115.62,116.37,116.03,116.76,117.65,117.15,117.3,118.49,119.43,119.38,119.29,120.39,120.81,122.74,122.86,123.23,124.12,122.53,123.27,123.54,123.37,124.84,124.17,124.26,125.0,125.01,125.2,126.19,126.84,127.51,128.55,129.99,129.49,129.77,130.42,130.6
1154,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,B,True,194.97,198.92,200.84,199.07,196.37,193.43,196.68,193.16,144.4,138.9,134.17,143.74,150.7,151.73,147.79,144.29,149.96,144.25,153.7,204.84,205.2,203.82,205.71,207.46,206.7,209.54,209.72,206.35,205.7,206.06,208.6,205.1,204.01,212.13,210.03,204.21,204.47,203.95,210.29,215.79
1156,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,B,False,179.66,181.0,181.73,179.78,181.31,179.36,178.5,180.47,181.37,182.3,183.38,186.07,186.41,158.24,158.92,159.9,156.6,158.91,161.64,164.13,162.89,163.7,162.05,163.74,162.96,161.75,162.81,162.56,161.02,161.42,160.69,160.49,161.27,158.81,159.35,159.97,156.64,157.44,158.27,160.45
1159,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,B,False,94.109,94.132,94.029,90.56,88.841,93.894,96.204,95.833,93.981,95.849,99.119,99.784,102.07,102.55,102.81,106.21,107.4,108.74,109.96,110.78,111.68,111.72,108.87,113.06,112.36,113.5,115.33,116.87,117.46,117.69,117.01,118.26,119.38,123.45,124.1,122.33,120.99,122.52,123.33,123.28
1161,B,False,387.96,389.68,389.14,391.04,392.49,385.54,384.76,388.66,388.73,390.05,393.58,392.81,392.5,393.59,389.92,399.51,402.37,405.17,396.62,394.06,400.65,390.12,390.72,389.2,388.52,389.6,397.9,398.17,393.22,389.83,394.25,384.16,385.09,386.08,385.11,394.96,395.11,407.4,402.84,407.02
1162,B,False,126.95,126.88,126.91,127.45,127.89,127.51,127.44,128.4,127.73,128.25,128.19,128.28,129.27,129.31,131.16,131.63,131.91,132.83,133.2,133.23,132.78,133.28,135.02,135.45,135.94,135.55,135.85,136.32,135.61,135.51,135.65,135.69,135.3,136.64,138.74,138.59,139.55,138.65,139.03,139.99
1163,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,13.153,0.0,13.038,13.153,13.038,6.3246,13.629,13.342,11.759,11.9,10.467,10.44,10.44
1164,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.649,12.649,13.601,13.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.99,250.52,251.59,249.99,243.12,241.57,244.67,245.91,245.51,244.24,246.04,245.38,247.07,245.83,244.55,245.42,244.97
