,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40
1583,B,False,85.344,85.36,85.495,87.211,82.138,76.345,80.389,81.644,79.654,83.745,83.234,80.484,81.5,81.251,79.187,78.354,72.26,69.179,71.121,69.873,56.491,76.536,74.459,76.421,69.964,71.001,61.734,74.89,80.967,62.143,83.598,40.613,83.285,86.744,89.35,90.512,88.799,87.291,92.401,92.501
1584,B,False,239.4,239.15,240.09,240.09,240.33,240.87,240.71,240.64,240.66,240.86,242.0,242.0,242.0,242.0,241.83,241.83,241.84,242.74,241.75,241.78,243.04,243.8,243.77,243.68,243.68,243.72,243.7,242.73,243.0,245.0,182.4,199.78,196.1,190.37,197.08,188.74,188.98,157.16,116.1,117.09
1585,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.98,124.74,125.93,125.51,114.07,108.31,106.04,102.83,102.07,101.41,102.25,103.2,104.96,103.16,101.23,100.17,102.23,104.28,104.16,101.21,98.996,98.686
1586,B,True,40.439,38.314,36.722,39.212,44.283,43.863,36.876,37.772,38.881,39.667,38.603,38.005,37.877,38.906,39.894,40.59,45.695,45.31,39.801,39.097,40.934,40.345,42.277,45.695,46.239,46.239,42.318,46.239,45.88,46.819,46.819,46.819,46.819,46.819,47.17,46.819,46.487,46.819,46.819,38.952
1587,B,False,153.7,204.84,205.2,203.82,205.71,207.46,206.7,209.54,209.72,206.35,205.7,206.06,208.6,205.1,204.01,212.13,210.03,204.21,204.47,203.95,210.29,215.79,211.95,215.35,216.24,219.9,216.23,219.78,222.67,221.62,222.0,218.82,222.47,232.64,229.01,227.98,231.07,235.08,233.55,233.3
1588,B,False,533.05,455.75,637.06,622.07,586.65,541.53,432.87,437.71,542.27,546.73,436.53,437.95,434.3,442.99,451.7,448.66,447.44,445.43,437.59,434.78,435.04,439.48,438.18,444.76,440.17,438.14,501.16,449.7,468.11,467.29,449.6,447.35,448.91,446.26,449.03,448.05,444.44,447.51,439.21,440.72
1589,B,False,216.05,216.74,217.69,220.01,220.37,222.71,222.16,222.59,222.82,222.93,224.2,227.31,227.12,225.53,225.54,225.52,226.7,228.97,230.96,230.46,230.7,229.93,230.08,230.2,228.19,226.48,232.31,229.97,229.28,229.66,230.71,227.97,229.91,230.17,228.71,229.45,233.19,234.04,235.19,235.0
1590,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.99,250.52,251.59,249.99,243.12,241.57,244.67,245.91,245.51,244.24,246.04,245.38,247.07,245.83,244.55,245.42,244.97,243.99,243.58,245.48,245.87,244.37,244.51,244.28,245.26,245.83,246.35,246.86,247.78
1591,B,False,15.524,14.56,0.0,13.928,13.928,13.928,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4721,0.0,0.0,0.0
1592,B,False,164.62,165.02,164.62,163.79,162.66,162.59,162.59,162.59,162.59,163.58,163.37,163.73,163.09,164.51,163.17,163.62,163.09,163.13,165.0,164.19,163.68,164.21,164.21,163.84,164.5,164.44,165.03,166.43,165.25,164.21,164.21,164.21,164.21,163.87,164.21,165.15,165.15,165.41,164.81,164.81
1593,B,False,0.0,0.0,0.0,0.0,0.0,0.0,46.519,45.188,162.74,148.18,143.18,140.44,0.0,132.82,139.01,0.0,0.0,33.838,32.45,33.287,32.757,32.757,32.757,142.37,144.36,144.13,146.51,147.85,147.63,146.19,144.77,148.52,147.51,145.94,146.37,33.121,34.0,35.355,0.0,47.413
1594,B,False,43.709,49.649,50.798,50.811,50.786,50.804,51.788,45.264,51.478,52.469,52.469,59.564,52.549,52.469,62.522,61.418,61.51,63.063,63.483,53.339,52.345,62.503,52.345,52.24,48.247,49.666,49.072,49.229,49.428,51.375,54.148,50.394,54.148,55.145,55.145,55.172,52.512,50.166,50.383,50.764
1595,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,B,False,102.45,101.19,100.5,99.842,99.41,99.306,99.365,99.028,98.94,98.215,97.927,97.205,97.881,96.449,98.604,98.634,97.905,98.464,99.787,99.649,100.11,100.25,100.3,100.04,100.81,99.686,99.755,100.1,100.67,101.3,101.97,101.3,99.764,101.09,100.28,100.1,99.602,99.944,100.91,100.91
1597,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,B,False,9.5642,10.463,10.77,10.813,11.18,10.734,10.58,13.861,15.745,9.4567,0.0,0.0,14.934,10.44,10.77,20.0,20.809,0.0,0.0,19.209,14.512,14.267,15.687,19.209,18.601,20.0,0.0,0.0,0.0,19.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,B,False,111.97,112.08,112.45,113.27,114.28,114.1,114.75,114.52,112.52,113.25,116.34,115.22,115.37,116.11,116.76,115.86,115.95,114.63,114.91,118.43,118.53,117.31,122.39,124.53,123.89,124.84,125.46,127.28,127.86,129.15,129.59,129.81,127.34,115.01,119.38,125.63,121.98,126.43,122.14,120.41
1601,B,False,19.209,17.692,17.147,17.106,18.062,17.142,17.097,16.956,16.67,17.105,16.293,17.047,16.868,17.953,17.629,17.542,16.647,16.749,17.121,17.222,17.115,17.296,17.142,18.166,18.205,18.185,17.811,18.068,17.274,17.952,16.556,15.695,15.688,16.556,14.884,16.568,16.753,16.562,16.328,16.904
1602,B,False,79.862,52.202,73.415,89.18,231.32,229.19,233.44,230.8,232.98,140.42,236.83,239.0,244.17,243.38,241.72,236.73,252.1,248.4,247.92,248.9,245.67,255.42,257.46,257.6,258.56,256.88,258.4,255.09,259.14,261.09,259.14,260.67,258.63,259.61,261.98,263.02,268.94,269.77,269.82,265.83
1603,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.62,0.0,15.62,14.213,14.213,14.213,0.0,0.0,0.0,0.0,0.0,0.0
1604,B,False,273.71,250.33,277.83,277.94,282.45,282.97,271.55,270.61,274.86,276.13,260.53,265.78,270.08,265.76,265.76,263.04,268.98,267.63,267.12,265.76,267.57,266.61,258.29,257.71,252.81,249.91,250.51,253.18,255.46,255.68,251.08,256.5,253.66,248.35,246.49,243.6,246.77,250.17,246.52,248.43
1605,B,False,344.47,346.65,349.64,350.71,347.62,348.01,347.28,345.89,347.21,349.64,351.62,346.62,347.89,349.89,349.73,349.08,346.71,347.36,349.64,351.49,354.68,356.16,358.24,356.95,355.71,356.77,359.6,362.58,363.47,354.26,353.73,356.6,361.8,357.75,357.37,357.81,356.31,359.3,356.53,353.42
1606,B,False,34.693,35.355,34.28,33.186,37.705,40.094,33.683,36.384,35.934,35.339,35.004,37.059,38.244,35.952,35.585,41.454,34.232,34.198,37.787,34.986,39.096,36.171,35.052,34.132,38.404,34.132,34.132,39.257,34.132,27.583,44.284,43.515,33.615,34.482,34.962,32.0,38.837,39.768,41.182,34.986
1607,B,False,150.72,150.67,150.12,148.74,148.59,147.73,146.7,146.7,147.24,146.75,149.06,149.72,149.72,149.53,152.93,150.77,149.62,153.09,150.62,148.17,148.04,146.98,148.59,147.56,149.85,150.99,151.43,152.85,152.68,154.71,154.62,153.88,154.5,155.28,155.24,154.72,154.78,155.58,155.41,155.65
1608,B,False,137.41,134.77,132.03,136.09,136.09,136.06,137.81,140.42,135.54,139.93,142.61,140.73,143.64,143.59,139.92,138.57,136.91,134.36,133.27,133.12,126.84,128.94,128.42,117.01,115.77,113.19,117.18,116.82,113.76,113.29,118.27,104.04,91.782,105.07,105.65,118.73,110.22,117.46,124.87,116.97
1609,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,B,False,122.04,126.68,120.72,118.1,123.12,131.67,146.32,146.62,146.13,146.01,147.99,148.64,149.1,150.87,145.93,145.33,152.6,146.85,145.5,151.76,147.78,150.85,151.92,149.93,150.75,148.1,149.83,150.02,147.47,148.71,152.23,152.66,153.47,153.8,151.14,151.29,149.69,151.3,150.86,152.23
1611,B,False,20.396,20.396,20.396,20.396,20.183,21.587,20.224,20.616,20.396,20.616,20.396,20.224,20.396,20.224,20.396,19.235,20.224,18.248,19.235,19.416,20.396,17.768,19.764,18.76,18.812,19.821,18.808,18.632,19.708,20.019,20.097,18.14,18.904,18.974,19.313,19.313,19.313,19.313,19.698,18.847
1612,B,False,192.63,193.83,193.83,192.85,193.38,193.35,192.56,192.43,192.48,192.48,192.54,191.61,191.88,191.57,192.57,192.85,192.85,192.86,190.87,191.69,191.69,191.83,191.72,191.66,191.9,191.74,191.92,190.92,191.06,190.88,191.05,191.99,190.99,191.08,191.06,191.66,191.04,192.09,191.88,191.88
1613,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.66,129.56,129.72,131.6,133.68,134.64,135.55,136.57,137.18,137.03,137.99,138.96,139.74,140.81,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33,146.83,148.02
1614,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,B,False,133.68,134.64,135.55,136.57,137.18,137.03,137.99,138.96,139.74,140.81,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33,146.83,148.02,147.83,145.76,149.61,150.22,147.83,150.84,151.84,149.41,152.19,153.25,153.23,148.37,150.78
1617,B,False,0.0,0.0,0.0,127.66,129.56,129.72,131.6,133.68,134.64,135.55,136.57,137.18,137.03,137.99,138.96,139.74,140.81,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33,146.83,148.02,147.83,145.76,149.61,150.22,147.83,150.84
1618,B,False,21.932,21.213,78.944,83.546,83.361,77.043,100.1,87.355,105.99,82.075,153.38,81.488,81.094,75.89,91.83,151.79,106.33,151.79,152.11,152.11,151.79,151.79,151.79,151.16,152.11,152.11,152.11,152.43,0.0,0.0,152.76,152.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,B,False,175.62,177.97,178.6,175.96,175.67,177.76,179.86,180.33,181.94,180.3,180.71,170.8,170.82,169.63,166.92,171.77,171.99,176.24,178.07,178.99,187.15,187.46,188.44,188.39,186.81,188.17,189.62,189.0,190.72,191.31,192.95,192.08,191.4,192.5,193.29,192.82,193.16,191.1,189.57,189.69
1620,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.235,16.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,B,False,157.18,157.45,154.72,151.48,150.16,147.91,147.42,147.39,147.98,147.53,146.51,148.84,146.63,145.48,144.79,142.57,143.62,144.77,145.15,143.73,145.56,146.19,146.46,148.36,148.48,150.09,151.75,149.2,152.46,152.05,152.22,151.12,153.33,152.27,150.85,150.67,149.93,151.81,151.64,151.82
1622,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,B,False,212.08,206.14,209.38,212.72,211.42,217.84,218.07,218.19,215.56,215.64,216.97,215.92,217.89,222.33,224.08,228.68,230.08,234.73,239.92,247.74,244.47,248.51,249.83,252.08,256.59,260.08,263.28,264.96,267.83,270.63,271.85,272.13,269.63,272.48,276.77,275.15,276.16,274.04,278.29,276.68
1624,B,False,171.87,169.49,166.0,166.52,169.55,167.82,172.18,168.97,167.12,159.95,160.33,155.49,167.95,162.68,162.74,150.53,149.57,161.97,144.85,157.81,151.37,159.78,160.2,161.31,164.36,174.87,172.99,178.09,182.36,195.29,197.44,183.6,170.73,167.85,164.59,160.03,164.53,160.37,147.72,129.85
1625,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,B,False,207.12,207.15,208.15,209.15,209.15,209.12,210.12,210.12,210.12,210.12,210.12,211.12,211.09,211.09,211.09,211.09,212.08,213.08,212.06,202.4,204.25,214.06,213.06,213.08,214.08,215.06,215.08,216.08,0.0,218.06,219.06,219.04,219.04,219.04,219.04,0.0,0.0,0.0,0.0,114.23
1627,B,False,12.083,12.083,12.083,12.53,12.53,11.662,11.662,0.0,0.0,0.0,12.083,12.53,0.0,0.0,0.0,0.0,13.0,12.083,12.083,0.0,0.0,0.0,0.0,71.344,72.339,72.339,10.44,0.0,11.18,10.05,0.0,0.0,0.0,0.0,0.0,10.198,0.0,0.0,0.0,0.0
1628,B,False,124.41,128.12,153.0,132.86,139.63,159.27,148.91,141.94,145.06,153.06,141.91,13.153,57.624,13.153,226.11,111.96,230.36,197.94,131.17,118.02,0.0,134.15,12.401,0.0,14.637,58.004,20.512,21.613,322.2,514.34,78.98,136.84,175.36,167.4,54.535,204.98,9.2618,26.9,136.53,41.007
1629,B,False,87.289,86.975,91.626,93.016,87.026,94.494,94.431,94.111,95.857,97.97,101.13,102.44,100.88,105.33,110.82,128.56,113.33,131.55,131.82,131.9,132.23,132.71,120.42,114.17,113.63,108.98,103.21,103.7,105.96,106.62,106.56,109.14,113.18,115.41,119.09,123.52,117.46,118.94,123.16,121.96
1630,B,False,43.463,43.863,43.863,44.777,43.463,43.463,43.463,44.385,44.385,45.31,45.31,45.31,45.695,45.695,45.31,45.31,44.944,44.944,44.944,44.944,44.944,44.944,45.88,45.88,45.88,45.88,46.819,46.819,46.819,47.17,48.104,47.76,47.76,48.104,48.104,49.396,49.041,48.104,49.041,49.98
1631,B,False,244.3,248.88,244.2,249.28,249.46,239.69,239.96,239.63,238.03,248.08,247.78,247.84,248.47,247.71,237.94,238.08,237.04,235.84,237.35,238.44,238.37,235.57,235.75,237.28,238.9,239.54,237.78,236.8,235.86,236.91,235.73,245.51,244.05,243.33,242.7,242.9,243.2,243.13,242.47,241.96
1632,B,False,18.028,17.72,17.11,18.028,20.616,20.616,17.911,16.983,19.698,17.502,20.616,19.698,15.811,0.0,19.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,10.44,9.4868,0.0,0.0,0.0,0.0,0.0,0.0,8.0623,0.0,0.0,0.0,0.0,0.0,0.0,8.0623,0.0,0.0,0.0,0.0,8.0623,0.0,0.0,0.0,0.0,0.0,0.0
1634,B,False,142.07,141.85,142.2,141.76,141.53,141.03,140.91,141.31,141.08,141.33,141.69,140.57,138.28,138.43,139.72,139.48,140.48,139.62,140.69,141.18,141.43,141.59,141.69,143.33,144.93,144.71,142.85,145.02,145.32,145.83,145.62,146.41,146.89,145.68,144.3,147.16,148.32,149.11,147.65,148.49
1635,B,False,18.331,18.2,17.596,16.701,17.373,16.487,16.785,16.362,15.744,14.318,14.318,14.318,13.0,13.0,12.53,12.53,12.53,12.53,11.662,12.53,12.207,12.207,10.817,10.817,12.219,10.63,11.08,10.853,11.402,11.402,11.402,11.314,9.8995,9.8995,10.63,10.63,9.2195,9.2195,10.63,9.2195
1636,B,False,144.21,142.09,142.55,142.81,144.0,146.33,146.0,147.09,145.01,143.58,143.2,147.37,142.38,142.46,143.07,142.12,143.09,138.27,138.92,140.27,138.85,139.66,139.53,140.04,140.13,142.12,144.41,145.02,147.27,147.81,148.01,148.38,148.59,148.08,149.94,150.12,149.76,151.43,152.21,151.73
1637,B,False,286.35,285.26,285.82,286.56,286.61,285.45,285.58,285.82,286.31,285.76,287.85,289.49,289.03,290.35,288.55,287.97,290.11,289.83,290.32,288.47,289.43,288.25,289.48,290.24,289.2,287.81,287.8,288.42,291.02,292.08,291.83,291.14,291.14,290.84,291.13,291.31,291.63,291.39,291.97,290.9
1638,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,B,False,98.245,98.91,99.869,104.59,99.536,99.032,100.37,96.924,97.338,102.77,103.49,97.249,102.55,102.59,102.14,102.87,103.76,102.42,100.25,102.41,99.329,95.752,83.835,84.868,96.755,97.711,95.318,95.499,94.045,96.805,99.002,95.444,95.58,96.032,92.927,81.654,89.728,92.186,86.981,87.169
1640,B,False,0.0,0.0,0.0,0.0,0.0,49.041,49.163,0.0,49.092,49.092,49.092,48.042,48.094,48.094,47.17,46.174,45.177,0.0,0.0,0.0,0.0,0.0,0.0,42.19,42.107,0.0,0.0,41.049,42.048,41.11,41.11,41.11,41.195,64.36,56.282,55.041,57.293,52.903,55.134,48.393
1641,B,False,127.36,191.66,58.089,249.66,169.7,225.54,265.71,249.51,178.01,193.0,150.53,238.7,158.0,201.83,162.62,142.38,37.107,103.35,155.93,101.68,178.34,93.013,219.29,14.514,58.553,0.0,12.324,7.2843,0.0,11.182,38.782,14.78,0.0,25.975,10.668,0.0,23.854,17.554,0.0,8.0623
1642,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,B,False,169.24,169.45,178.36,175.55,177.23,187.83,190.06,192.15,200.5,204.49,211.43,213.6,218.99,225.56,230.24,234.66,236.2,242.4,242.33,246.03,248.79,253.81,260.85,259.6,286.52,282.2,282.48,286.93,286.15,283.58,290.25,289.98,294.49,298.51,308.73,303.98,302.43,313.38,316.27,327.77
1645,B,False,108.89,108.75,109.14,111.44,65.694,110.31,114.57,115.16,109.95,108.68,66.23,63.141,113.95,81.845,0.0,35.777,23.014,73.564,115.24,117.87,21.471,21.024,20.125,18.788,17.464,104.18,105.62,107.49,107.28,109.24,105.41,110.02,104.93,105.98,108.11,18.649,20.32,19.772,109.86,109.27
1646,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,B,False,238.92,276.67,251.4,263.42,276.31,288.21,261.47,255.05,266.43,257.6,285.53,287.17,275.33,274.66,271.72,274.77,304.02,289.47,299.39,297.24,309.79,294.77,293.68,308.53,307.41,305.51,323.89,311.3,316.97,309.73,319.25,325.0,326.5,332.25,321.46,338.71,18.385,17.0,17.0,16.125
1649,B,False,208.77,204.83,205.47,206.01,209.5,209.91,208.51,211.28,211.46,215.25,216.17,216.78,217.84,217.64,216.28,219.15,219.22,218.47,216.82,217.36,218.45,217.62,217.03,219.1,220.28,219.53,221.29,220.39,221.68,223.96,222.83,223.31,218.42,219.64,223.62,223.13,224.72,224.25,226.71,226.78
1650,B,False,12.53,0.0,0.0,0.0,12.083,12.083,12.083,12.53,12.53,11.662,11.662,0.0,0.0,0.0,12.083,12.53,0.0,0.0,0.0,0.0,13.0,12.083,12.083,0.0,0.0,0.0,0.0,71.344,72.339,72.339,10.44,0.0,11.18,10.05,0.0,0.0,0.0,0.0,0.0,10.198
1651,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63,0.0,0.0,0.0,0.0,0.0,0.0,8.0623
1655,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,N,False,6.4031,7.0711,7.2111,6.4031,0.0,0.0,6.7082,6.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,N,False,85.481,87.552,88.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1231,4.4721,0.0,0.0,0.0,0.0
1661,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,N,False,177.62,178.62,179.43,179.43,180.39,180.32,181.15,182.1,182.07,183.5,183.62,184.74,185.0,185.02,186.56,186.49,187.52,188.21,189.08,190.24,190.3,191.18,191.45,191.24,192.1,193.07,193.13,193.46,194.8,194.74,194.78,195.73,194.21,195.66,196.35,197.0,197.5,196.26,197.25,199.44
1663,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.023,89.022,90.022,90.022,91.022,92.022,93.021,0.0,0.0,93.021,93.021,93.021,93.021,94.021,0.0,0.0,0.0,96.005,0.0,9.8995,9.8995,10.63,10.63,10.0,10.0,9.434,9.434,10.0,9.2195
