,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15,MEANJZH_16,MEANJZH_17,MEANJZH_18,MEANJZH_19,MEANJZH_20,MEANJZH_21,MEANJZH_22,MEANJZH_23,MEANJZH_24,MEANJZH_25
1636,B,False,-0.0020751,-0.0017615,-0.0018503,-0.0021814,-0.0018937,-0.0020207,-0.0021472,-0.0021647,-0.0021937,-0.0023767,-0.0015714,-0.0021047,-0.0019806,-0.0028019,-0.0023906,-0.0018007,-0.0018588,-0.0022983,-0.0016601,-0.0019077,-0.0017988,-0.0020975,-0.0016858,-0.0017846,-0.001625
1637,B,False,0.0012645,0.001389,0.0013635,0.001295,0.0021474,0.0026504,0.0034485,0.0033058,0.003608,0.0023483,0.0027961,0.0027429,0.0024092,0.001768,0.0020903,0.00089603,0.0010109,0.0007443,0.00028835,6.3366e-05,1.0449e-05,8.5423e-05,0.00010328,-7.92e-05,0.0001776
1638,B,False,-0.0038053,-0.0042608,-0.0031493,-0.0023902,-0.0033969,-0.0035274,-0.0024443,-0.0034263,-0.0027223,-0.0032293,-0.0039617,-0.0047631,-0.0053148,-0.0049823,-0.0052839,-0.0047176,-0.005263,-0.0054735,-0.0055003,-0.0046218,-0.0053309,-0.0048613,-0.0041686,-0.0040612,-0.003591
1639,B,False,0.0041527,0.0038832,0.0041713,0.0039066,0.0050902,0.0047955,0.0047952,0.0049227,0.0046676,0.0045124,0.004783,0.0041093,0.0033617,0.0036617,0.0032251,0.0050104,0.0039454,0.0038319,0.0041837,0.0038471,0.0046288,0.0034967,0.0031304,0.0021722,0.0010689
1640,B,False,-0.0045327,-0.0038369,-0.0028451,-0.0039887,-0.0049902,-0.0065536,-0.0058987,-0.00341,-0.0039272,-0.00013138,-0.0037179,-0.0021045,-2.9996e-05,-0.0032787,-0.0027153,-0.0030504,-0.0035214,-0.0045133,-0.0051892,-0.0028939,-0.0049381,-0.0011174,-0.0052213,0.00057407,-0.00163
1641,B,False,-0.0041722,-0.0039726,-0.0037765,-0.0039575,-0.0039359,-0.0037477,-0.0036923,-0.0037623,-0.0037288,-0.0034383,-0.0034265,-0.003568,-0.0035827,-0.0037687,-0.0036198,-0.00341,-0.003395,-0.0034933,-0.0036837,-0.0037475,-0.0037574,-0.0040018,-0.0038783,-0.0040425,-0.0041519
1642,B,False,0.017272,0.016404,0.018026,0.018853,0.017388,0.0179,0.022279,0.016989,0.014807,0.013197,0.017033,0.011619,0.011374,0.011924,0.013036,0.013538,0.01296,0.012479,0.014636,0.017225,0.015952,0.018667,0.017442,0.013793,0.00816
1643,B,False,0.0026313,0.0018717,0.0027119,0.0047091,0.0044455,0.0040804,0.0030654,0.0032238,0.0025241,0.0028871,0.0026969,0.0026848,0.0033616,0.0028991,0.0024061,0.0018878,0.002544,0.0025336,0.0024899,0.0024232,0.0018187,0.0023344,0.0022947,0.0026028,0.0022624
1644,B,False,0.0,0.0,0.00039823,-0.00024636,-0.0023516,-0.005245,-0.003213,-0.0096995,-0.0075456,-0.010155,-0.010856,-0.011919,-0.0023491,-0.0038001,-0.0073976,-0.0098381,0.0050884,0.0016132,-0.0077409,0.0047638,0.0046975,0.0045741,0.0043007,0.0061928,0.0035822
1645,B,False,0.0016486,0.001351,0.0017337,0.00099604,7.9963e-05,0.00080827,0.0013932,0.0018785,0.0013479,0.0011232,0.0011332,0.0015804,0.0019979,0.0015981,0.0015134,0.0018979,0.0029698,0.0025577,0.0030587,0.0026687,0.0025389,0.0026677,0.0029627,0.0027677,0.0027585
1646,B,False,0.0024493,0.0025022,0.0025487,0.003487,0.0048335,0.0046441,0.0050232,0.0056488,0.0051609,0.0054493,0.0061033,0.0056486,0.005346,0.0047536,0.0039213,0.003819,0.0030515,0.0034966,0.0030641,0.003646,0.0038694,0.0027459,0.0024999,0.0034266,0.0035383
1647,B,False,0.0078686,0.0089249,0.0079322,0.0088784,0.0088269,0.010146,0.010466,0.0093552,0.0093955,0.010152,0.0086086,0.0086616,0.0087793,0.0085667,0.0080536,0.0071894,0.0081691,0.0076547,0.0079457,0.008253,0.0074098,0.0065865,0.0056676,0.005008,0.0060257
1648,B,False,-0.0061762,-0.0059867,-0.013112,-0.0030428,-0.011305,-0.0041293,-0.0070995,-0.0032141,-0.011056,-0.010857,-0.010294,-0.0044902,-0.011886,-0.010994,-0.01289,-0.0097503,-0.0078466,-0.008492,-0.0099278,-0.0021596,-0.0042337,-0.00606,1.7814e-07,-0.00063763,-0.0015081
1649,B,False,-0.0011982,-0.0018507,-0.001819,-0.00093179,-0.002141,-0.0051542,-0.0046802,-0.0040423,-0.0049134,-0.0034821,-0.0012242,-0.0038567,-0.0040213,-0.0014333,-0.0035005,-0.0040902,-0.0016326,-0.0041813,-0.0024505,-0.0034838,-0.0019149,-0.0011965,-0.0036297,-0.0044645,-0.0036541
1650,B,False,-0.0083964,-0.0069031,-0.0069095,-0.0088828,-0.0082261,-0.0072391,-0.0077499,-0.0068593,-0.0058728,-0.0058378,-0.0053441,-0.0057149,-0.0054793,-0.0050426,-0.0040553,-0.0034727,-0.0043842,-0.0054891,-0.0035004,-0.0045902,-0.004285,-0.0038195,-0.0036008,-0.0036309,-0.0052424
1651,B,False,0.004933,0.0068529,0.0057598,0.0040117,0.0042736,0.0045057,0.0031321,0.004224,0.0040064,0.0048692,0.0078264,0.0060002,0.0060426,0.0058825,0.0043776,0.0025967,0.00082009,0.0043518,0.0043418,0.0029445,0.0018598,0.0038885,0.0060751,0.0038603,0.0046285
1652,B,False,-0.0018126,-0.0017524,-0.0021421,-0.0022198,-0.0027969,-0.0022593,-0.0022514,-0.0022025,-0.0020753,-0.0012737,-0.0011113,-0.00029196,-0.000685,-0.00049564,-5.2579e-05,-0.00050577,-2.8019e-05,0.0007211,8.925e-05,0.00047029,4.0808e-05,0.00023963,-0.00034293,-0.00092316,-0.001639
1653,B,False,0.0033407,0.0023185,0.0020516,0.0023132,0.0026262,0.0040398,0.0031227,0.0021798,0.0018923,0.0017073,0.0035331,0.0028561,0.0043787,0.0066699,0.0038077,0.0059726,0.0046466,0.0019497,-0.00061587,-0.0012587,-0.0019077,-0.00098853,-0.0015095,-0.0015819,-0.00044166
1654,B,True,0.0042235,0.0027511,0.0044651,0.0029012,0.0029022,0.005419,0.0049482,0.0051395,0.0029865,0.0035509,0.0015234,0.0021147,-0.00095138,0.0025211,0.0022765,0.00093725,-0.0028884,-0.0026178,-0.0013189,-0.0052813,-0.0052372,-0.0075557,-0.0062793,-0.0068125,-0.00816
1655,B,False,-0.0057294,-0.0053412,-0.0044718,-0.0046285,-0.0045069,-0.0044862,-0.0042288,-0.00459,-0.0036213,-0.0037056,-0.0039778,-0.0039097,-0.0036022,-0.0040592,-0.004031,-0.0041334,-0.0036758,-0.0043669,-0.0045111,-0.0048663,-0.0052248,-0.0046765,-0.004766,-0.0050036,-0.0052415
1656,B,False,0.00018109,-0.00088472,-0.0022715,-0.0031362,-0.0029212,-0.00029123,-0.0021814,-0.00087015,-0.0007204,-0.00038677,-0.00088907,-0.0010981,-0.00035893,-0.0004664,-0.0012266,-0.0028635,-0.0019268,-0.0038739,-0.0011557,-0.0030318,-0.0014255,-0.0017769,-0.0012414,-0.0001294,-0.00087642
1657,B,False,0.0032147,0.0040507,0.0031257,0.0033832,0.0031624,0.0033331,0.0028465,0.0028097,0.0026849,0.002518,0.0025762,0.0026326,0.0029631,0.0026105,0.0030018,0.0027026,0.0026625,0.0023524,0.0016157,0.001689,0.0023788,0.0024782,0.0024883,0.002264,0.0025639
1658,B,False,-0.0022688,-0.0014023,-0.0019077,-0.0012305,-0.0015035,-0.0016502,-0.0014087,-0.0022858,-0.0014609,-0.0014209,-0.001514,-0.0015842,-0.0023408,-0.002412,-0.0015747,-0.0015717,-0.0010927,-0.0008459,-0.00085208,-0.00034741,-0.00052118,-0.00044233,-0.0012049,-0.00063921,-0.00053614
1659,B,False,-0.018953,-0.018455,-0.016639,-0.016277,-0.015561,-0.015875,-0.014269,-0.013088,-0.01249,-0.013711,-0.010579,-0.012558,-0.01252,-0.012148,-0.011819,-0.011776,-0.011772,-0.010364,-0.0084368,-0.0072747,-0.0063447,-0.0067168,-0.0054058,-0.0053748,-0.006503
1660,B,False,-0.0032802,-0.0031547,-0.0041999,-0.0035604,-0.0036026,-0.003579,-0.0039795,-0.0033814,-0.0031608,-0.0028064,-0.0029161,-0.0023248,-0.0028595,-0.0028393,-0.0029039,-0.0028061,-0.002554,-0.0024388,-0.0022379,-0.0027706,-0.0037828,-0.0034416,-0.0035097,-0.0038457,-0.0035468
1661,B,False,-0.0052554,-0.0055115,-0.00539,-0.0050799,-0.005152,-0.0048719,-0.0052579,-0.0049935,-0.00505,-0.005362,-0.0051648,-0.004832,-0.0042382,-0.0043197,-0.0041229,-0.0037588,-0.0038798,-0.0042662,-0.0044466,-0.0040217,-0.0049885,-0.0048347,-0.0049414,-0.0046183,-0.0043226
1662,B,False,0.003313,0.0030438,0.0034132,0.0031056,0.0038122,0.0043328,0.0043941,0.0037973,0.003524,0.0035277,0.0037461,0.0038005,0.0047793,0.0043761,0.0043305,0.0037152,0.0034536,0.0034602,0.0033452,0.003918,0.0039433,0.0029872,0.003063,0.0034208,0.0039972
1663,B,False,0.0013383,0.0027402,-0.0059682,-0.0024132,-0.00067161,-0.00081668,-0.0053733,-0.0021391,-0.0013875,-0.0031637,-0.0010739,-0.0038951,-0.0014712,-0.0021381,-0.00036647,-0.0014734,0.0002772,-0.002742,0.0005245,-0.00054916,0.00012743,2.5726e-05,-0.0028745,-0.0042468,-0.0036936
1664,B,False,0.0011691,0.0015175,0.00063271,0.001143,0.0011312,0.0023395,0.0018341,0.0016469,0.0018843,0.0029788,0.0031593,0.0017155,0.0011913,0.00086604,0.002431,0.0014923,0.002709,0.0026724,0.0027351,0.0031045,0.0024801,0.0024351,0.0029314,0.0023975,0.0024471
1665,B,False,-0.00079136,-0.00018993,-0.00034178,-0.00027527,-0.00034229,2.7527e-05,0.00052599,0.00074236,0.00057721,2.4797e-05,-9.8142e-05,0.00075673,0.00085485,0.00030232,-0.00019649,-0.0010717,-0.00069764,-0.00066534,-0.00094163,-0.0016145,-0.0019299,-0.0015472,-0.0021288,-0.0015119,-0.0018943
1666,B,False,-0.0014014,-0.0013734,-0.0013065,-0.0009774,-0.00058246,-0.00056586,-0.00066667,-0.00033827,-0.00043986,-0.00083724,-0.0012081,-0.000914,-0.00042566,-0.00075512,-0.00074643,-0.00065691,-0.00059402,-0.00062688,-0.00046401,6.47e-05,-0.00036062,-0.0006222,-0.00061825,-0.0007035,-0.00018702
1667,B,False,-0.0022562,-0.0024726,-0.0021856,-0.0019166,-0.0022365,-0.0016779,-0.0023109,-0.0017483,-0.0022897,-0.0021699,-0.0024641,-0.0027433,-0.0025688,-0.0025355,-0.0027581,-0.0021147,-0.0032391,-0.0027727,-0.0029704,-0.0024696,-0.0024287,-0.0022055,-0.0021976,-0.0024773,-0.0024977
1668,B,False,0.012864,0.013651,0.0090771,0.0083909,0.010536,0.010399,0.01012,0.010173,0.011173,0.012435,0.009473,0.0071219,0.0083598,0.0087223,0.0066142,0.0054395,0.0040665,0.0058337,0.0065065,0.0078545,0.0081385,0.0080144,0.0081669,0.0078279,0.0070376
1669,B,False,-0.0091993,-0.0052535,-0.0047329,-0.0064352,-0.0062772,-0.0053471,-0.005287,-0.0047407,-0.0044535,-0.0038775,-0.003209,-0.0033481,-0.0037565,-0.0039249,-0.0039878,-0.0034203,-0.003618,-0.0034862,-0.0037883,-0.0046554,-0.0046824,-0.0039668,-0.0039717,-0.0054506,-0.0034538
1670,B,False,0.00082996,0.00016862,0.00054568,0.00027506,0.00058354,-3.7111e-05,0.00094932,0.00072868,0.00011253,-0.00090265,-0.00056098,-0.00010046,-0.00037796,-0.00028654,-0.0021964,-0.001883,-0.0021747,-0.0021204,-0.001192,-0.002221,-0.00076326,-6.4003e-05,-0.00075942,-0.00098322,-0.00088349
1671,B,False,-0.00017175,-4.0245e-05,-0.000265,-0.00051094,-0.00053262,-4.2438e-05,0.00038748,-2.56e-05,-0.00033522,-0.00042001,-0.00022631,0.00047661,0.00034297,0.00049663,-0.00012288,-0.00024436,-0.0003559,-9.1006e-05,0.00046141,3.6179e-05,-0.00069239,-0.00062231,-0.0012532,-0.0006672,-0.00071476
1672,B,False,0.00037947,0.00041754,0.0015566,0.0003037,-0.0013099,0.00099225,-7.024e-05,0.00020192,0.0013905,7.169e-05,0.00046927,0.00021735,0.0014751,0.0010544,0.0010041,0.001356,0.00068579,-0.00048051,-0.00043445,0.00089959,0.0024163,0.0015164,0.0017685,-0.00026048,-0.0017377
1673,B,True,-0.0012494,-0.0010657,-0.0013806,-0.0014334,-0.0011689,-0.0010896,-0.0015592,-0.0011894,-0.0010566,-0.0011121,-0.0010599,-0.0009258,-0.0014654,-0.0012565,-0.0012589,-0.0013635,-0.0006445,-0.0005648,-0.00078887,-0.00080588,-0.00067082,-0.0006179,-0.00049039,-0.00085263,-0.0009982
1674,B,False,0.00028419,0.00048181,0.00064702,0.00076677,0.00077596,0.00063131,0.00085066,0.00061146,0.00063564,0.00057369,0.00066417,0.00087906,0.00046722,0.00040892,0.00052832,0.00096567,0.00096733,0.00080519,0.00079723,0.00101,0.00090114,0.0011752,0.00097687,0.0009221,0.00080298
1675,B,False,0.014355,0.015569,0.015852,0.015119,0.014517,0.014845,0.01407,0.016103,0.014503,0.013211,0.014386,0.017218,0.012839,0.012206,0.010991,0.011482,0.01391,0.013261,0.012737,0.012897,0.011894,0.011631,0.011666,0.010883,0.015249
1676,B,False,0.0005616,0.00039848,0.0011423,0.00058605,0.00051885,0.00088141,0.00044508,0.00043757,-3.7895e-05,0.00026814,0.00073654,2.1516e-05,-0.00022971,-0.0002983,0.00059238,0.00070343,0.00064446,0.00071381,0.00014346,0.00024624,0.00043389,0.00012929,0.0003694,-0.00046929,-0.00071173
1677,B,False,-0.015934,-0.016589,-0.016671,-0.017884,-0.017842,-0.018422,-0.018953,-0.018455,-0.016639,-0.016277,-0.015561,-0.015875,-0.014269,-0.013088,-0.01249,-0.013711,-0.010579,-0.012558,-0.01252,-0.012148,-0.011819,-0.011776,-0.011772,-0.010364,-0.0084368
1678,B,False,0.0023243,0.0017105,0.0021504,0.0020574,0.0021935,0.0023288,0.0019817,0.0023252,0.0027307,0.0021759,0.0020778,0.0018828,0.0021411,0.0020858,0.0024882,0.0027091,0.0023665,0.0024279,0.0024437,0.0022295,0.0023305,0.002602,0.0021371,0.0019338,0.0019346
1679,B,False,0.0074298,0.0075961,0.0081004,0.0078241,0.0078163,0.0081734,0.0087848,0.0078856,0.0077716,0.0074994,0.0080114,0.0068151,0.0068693,0.0069908,0.0068453,0.0071568,0.0065519,0.0071434,0.006533,0.0074387,0.0066532,0.0066072,0.0062094,0.006844,0.0070901
1680,B,False,0.00093981,0.00076744,0.0012163,0.00044696,0.00035425,0.00077111,-0.00027113,-8.7463e-05,0.00076353,0.00055636,0.00043105,8.45e-05,-0.00016835,3.742e-05,0.0001405,0.0010915,0.0017493,0.0019358,0.0018297,0.0019767,0.0025354,0.0029761,0.0034959,0.0033539,0.0036808
1681,B,False,0.0003037,8.814e-06,-0.00015678,0.00024548,0.00056779,0.00031719,0.00029563,0.00024864,0.00094865,0.0014707,0.0012346,0.0014737,0.0019187,0.0016536,0.0019897,0.0023377,0.002221,0.0017664,0.0015175,0.0017888,0.0010173,0.001181,0.00097261,0.00053446,0.00017642
1682,B,False,0.00038223,-0.0017328,-0.0017143,-0.0010998,-0.0012415,-0.00039357,-0.0021139,-0.002307,-0.00040442,-0.00079899,-0.00076877,-0.0013114,0.00086841,-0.00031606,0.00031659,-0.00012728,0.00060193,0.00075491,0.00098682,4.0757e-05,-0.0010465,-0.0004938,0.00067837,0.0012781,0.00012254
1683,B,False,0.01283,0.012455,0.010476,0.0090484,0.0079664,0.0059915,0.0063229,0.0052619,0.0053331,0.0054145,0.0060804,0.0083871,0.0083496,0.0077994,0.0076922,0.0069647,0.007897,0.009961,0.0073946,0.0082524,0.0093853,0.010037,0.010222,0.010853,0.0093161
1684,B,False,0.0030399,0.0014149,0.00089972,0.0010521,0.001272,0.0013577,0.0014184,0.0014974,0.0014257,0.0032937,0.0037273,0.0027648,0.0028525,0.0025584,0.0023869,0.0019879,0.0014612,0.0017873,0.0011735,0.0001502,-0.00022217,0.00068592,0.001254,0.0002717,0.0002223
1685,B,False,0.0045406,0.0064155,0.0050626,0.0049215,0.0036221,0.0032943,0.0045345,0.0043835,0.0033283,0.0027371,0.0046609,0.0035706,0.0044498,0.004221,0.0040967,0.0035078,0.0038041,0.0026212,0.0037889,0.0041982,0.0049463,0.0045055,0.0042656,0.003147,0.0040406
1686,B,False,0.0017206,0.0015347,0.001584,0.0014125,0.0013402,0.0015032,0.001731,0.0018114,0.0022668,0.0016465,0.0013158,0.0016287,0.001609,0.0015865,0.0017883,0.0016766,0.0021402,0.0021665,0.0017717,0.0020484,0.0021804,0.0025716,0.0027266,0.003019,0.0031953
1687,B,False,0.0013445,0.0017098,0.0021159,0.0018516,0.0014238,0.0015007,0.0017095,0.0021076,0.0023561,0.001908,0.0026275,0.0027371,0.0023717,0.0020856,0.0019043,0.0017715,0.0015099,0.0010525,0.0019441,0.0018191,0.0010138,0.0015464,0.0010714,0.0017113,0.0014286
1688,B,False,-0.002087,-0.0034768,-0.0015685,-0.0023552,-0.0024727,-0.0025859,-0.0011748,0.00039975,-0.0001498,-0.00064267,-0.00055845,-0.00035279,-0.00047858,-0.002,-0.0021734,-0.0028409,-0.0022814,-0.0023603,-0.0015181,-0.0025942,-0.001955,-0.00062614,-0.001197,-0.0021978,-0.0012353
1689,B,False,-0.0022414,-0.002781,-0.0023881,-0.0017498,-0.0018994,-0.0026418,-0.0025811,-0.0015313,-0.0015492,-0.0023138,-0.0011777,-0.0013363,-0.002171,-0.0018354,-0.0019492,-0.0017565,-0.0021297,-0.0023981,-0.0019796,-0.0025104,-0.0018953,-0.001869,-0.0023455,-0.0020349,-0.0023262
1690,B,False,-0.0010236,-0.00084699,-0.00058756,-0.00083854,-0.00084069,-0.0010248,-0.0011565,-0.0010045,-0.0016338,-0.0017414,-0.0015484,-0.0012496,-0.0018137,-0.0015962,-0.001417,-0.001158,-0.00095679,-0.00088427,-0.00090844,-0.00094468,-0.0014179,-0.0011208,-0.00092093,-0.00050084,-0.00035284
1691,B,False,-0.0045284,-0.0042709,-0.004889,-0.0050111,-0.0037016,-0.003657,-0.0030098,-0.0030069,-0.0030587,-0.0037862,-0.0041819,-0.0036311,-0.0024811,-0.0034584,-0.0036647,-0.0018462,-0.0030397,-0.002714,-0.0033399,-0.0035431,-0.0033324,-0.0033945,-0.0026727,-0.0031105,-0.0034667
1692,B,False,0.012188,0.011777,0.013326,0.015766,0.016639,0.017179,0.015864,0.017007,0.014738,0.014823,0.014418,0.014397,0.014829,0.014576,0.013852,0.013722,0.013991,0.012052,0.011389,0.01053,0.010869,0.011668,0.010637,0.011056,0.0096249
1693,B,False,-0.013503,-0.013221,-0.012713,-0.012399,-0.012892,-0.013031,-0.011748,-0.010985,-0.011451,-0.011429,-0.010657,-0.010238,-0.010056,-0.010415,-0.010022,-0.010205,-0.010482,-0.011169,-0.011161,-0.010733,-0.0098507,-0.01188,-0.012577,-0.012197,-0.012728
1694,B,False,0.00097079,0.00068483,0.00064448,0.00091767,0.0012879,0.0012812,0.0012784,0.0013348,0.0010778,0.0010914,0.0010318,0.00090904,0.00077132,0.00083609,0.0010243,0.00093419,0.0013206,0.0012224,0.0013327,0.0011453,0.0013721,0.0016433,0.0014594,0.0014332,0.0013526
1695,B,False,0.00017435,0.00078441,-6.045e-05,-0.0004024,0.0018228,0.00052654,-0.00071671,-0.0011034,-0.0012161,-0.00098363,-0.0015172,-0.0024963,-0.0019508,-0.0015622,-0.0023638,-0.0016861,-0.0016009,-0.0022898,-0.0028414,-0.0022267,-0.0025699,-0.0022571,-0.003077,-0.0030375,-0.0030983
1696,B,False,-0.0074758,-0.0064343,-0.0076823,-0.0087755,-0.0079044,-0.0078107,-0.0062502,-0.0076768,-0.0076019,-0.0084824,-0.0078788,-0.0076881,-0.0071934,-0.0072105,-0.0065499,-0.0058215,-0.0062631,-0.0058217,-0.0059164,-0.0065555,-0.0062811,-0.0063361,-0.0066841,-0.0064696,-0.0075802
1697,B,False,-0.00071093,-0.001476,-0.00040324,-0.00080163,0.00082464,-0.00011771,-0.00042937,-0.0017397,-0.0012083,-0.00055107,-0.0004718,-0.0018114,0.0002637,-0.0030912,-0.0023608,-0.00085267,-0.0030274,-0.0021607,-0.0048592,-0.0046794,-0.0022704,-0.0051461,-0.0033376,-0.0021289,-0.0014399
1698,B,False,-0.0071378,-0.0044131,-0.0048994,-0.005588,-0.0058389,-0.0038945,-0.0056956,-0.0051114,-0.0080913,-0.010535,-0.0065654,-0.0082765,-0.0073701,-0.0062439,-0.0038344,-0.0049395,-0.0039149,-0.0050719,-0.0054039,-0.00543,-0.00501,-0.0052642,-0.0060206,-0.0064997,-0.0083615
1699,B,False,0.0016291,0.0014959,0.0016264,0.0018887,0.0016179,0.0016256,0.0014499,0.0013381,0.0014259,0.0012078,0.0017157,0.0018918,0.00162,0.0013855,0.00123,0.0016563,0.0014885,0.0013118,0.0013763,0.00119,0.0014441,0.001765,0.001439,0.0014961,0.0014342
1700,B,False,-0.0029404,-0.0033738,-0.0026506,-0.0030098,-0.0029941,-0.0037926,-0.0041407,-0.0041506,-0.0038328,-0.0041596,-0.0043435,-0.003824,-0.0033171,-0.0032425,-0.0029608,-0.0031994,-0.0028522,-0.00299,-0.003095,-0.0027508,-0.0027886,-0.0036298,-0.0033024,-0.0032197,-0.0031287
1701,B,False,0.0017975,0.0017328,0.0020027,0.0029525,0.0032055,0.0028875,0.0037501,0.0029135,0.0029668,0.0028334,0.0030964,0.0031512,0.0024745,0.0023619,0.0033502,0.00027918,0.0028334,0.0037085,0.0031545,0.00116,0.0023101,0.0027785,0.0021682,0.0022252,0.0025502
1702,B,False,0.0074771,0.0065114,0.0088243,0.0099811,0.0081408,0.0092805,0.0080321,0.0065095,0.0062556,0.0062662,0.0066864,0.0052854,0.0034787,0.0042537,0.0035709,0.0036442,0.00212,0.0033407,0.0023185,0.0020516,0.0023132,0.0026262,0.0040398,0.0031227,0.0021798
1703,B,False,0.0012937,0.00083035,-0.00054116,-0.00058729,0.00099851,0.00072229,0.00051778,0.00060333,0.00038076,0.00059615,0.0012918,0.00013949,0.0003075,-1.0175e-05,-0.00057172,-0.0003811,-0.00050848,-0.00038964,-0.00029031,-0.00043408,-0.0012698,-0.0012581,-0.00089679,-0.00075524,-0.0015187
1704,B,False,0.0025833,0.0025358,0.0023776,0.0025809,0.0026228,0.0025816,0.0025363,0.0023614,0.0023014,0.0024975,0.0023924,0.0023339,0.002715,0.0028149,0.0024598,0.0032651,0.0035105,0.003242,0.0028779,0.0026557,0.0029362,0.0024727,0.0019107,0.0023487,0.0021426
1705,B,False,0.0042537,0.0035709,0.0036442,0.00212,0.0033407,0.0023185,0.0020516,0.0023132,0.0026262,0.0040398,0.0031227,0.0021798,0.0018923,0.0017073,0.0035331,0.0028561,0.0043787,0.0066699,0.0038077,0.0059726,0.0046466,0.0019497,-0.00061587,-0.0012587,-0.0019077
1706,B,False,0.0080321,0.0065095,0.0062556,0.0062662,0.0066864,0.0052854,0.0034787,0.0042537,0.0035709,0.0036442,0.00212,0.0033407,0.0023185,0.0020516,0.0023132,0.0026262,0.0040398,0.0031227,0.0021798,0.0018923,0.0017073,0.0035331,0.0028561,0.0043787,0.0066699
1707,B,False,0.01119,0.010335,0.010244,0.010339,0.0098246,0.010073,0.0098436,0.010032,0.0095141,0.0092954,0.0083817,0.0079763,0.0087216,0.0078038,0.0079938,0.0079303,0.0085114,0.0086784,0.0090955,0.0083468,0.0096008,0.0085073,0.0089606,0.009497,0.009736
1708,B,False,0.0036775,0.0037762,0.0037927,0.0034028,0.0032644,0.0030316,0.0035132,0.0031279,0.002901,0.0030306,0.0030063,0.004756,0.0035856,0.0027054,0.0027442,0.0030727,0.0028575,0.0027614,0.0029723,0.0023504,0.0019882,0.0025126,0.0020385,0.0012974,0.0020262
1709,B,False,0.0096477,0.0092979,0.0093304,0.0093429,0.0094038,0.0093014,0.0092642,0.0090356,0.0091917,0.0085928,0.0091397,0.0092482,0.008968,0.0087822,0.0086837,0.0086257,0.0086349,0.0087357,0.0090483,0.0086272,0.0084474,0.0081116,0.0082125,0.0080722,0.0078567
1710,B,False,0.0045388,0.0050407,0.0058849,0.0053985,0.0039257,0.0030657,0.0043127,0.0039141,0.0032217,0.0032841,0.0028528,0.00066696,0.00016295,-0.00048853,-0.0016416,-0.00086127,-0.0015371,-0.00083434,-0.0025145,-0.0021887,-0.0013727,-0.0039586,-0.0026593,-0.0019313,-0.0028264
1711,B,False,0.0018511,-0.001754,0.003268,0.0020211,0.00012566,0.0036154,-0.0010777,0.0011001,-0.00052026,0.0013777,-0.0013706,0.0014608,-0.0015558,0.00094166,-0.0019842,-0.00041236,0.0013932,0.0010483,0.0031662,0.0028318,0.0019315,0.003622,0.0027732,0.003007,0.0020065
1712,B,False,-0.017845,-0.017042,-0.017425,-0.017532,-0.017894,-0.014962,-0.013358,-0.013558,-0.013645,-0.013189,-0.01353,-0.014448,-0.013433,-0.012232,-0.012924,-0.012648,-0.012203,-0.013823,-0.0142,-0.014364,-0.013067,-0.012419,-0.010564,-0.010566,-0.0090582
1713,B,False,-0.0016681,-0.0022716,-0.0026921,-0.0031235,-0.0033975,-0.0030529,-0.0038454,-0.0045482,-0.0046773,-0.0041928,-0.0038382,-0.0033844,-0.0030915,-0.0030409,-0.002928,-0.0030538,-0.0025776,-0.0020823,-0.0018049,-0.0015726,-0.001818,-0.0026876,-0.0024328,-0.0025943,-0.0028508
1714,B,False,0.0020692,0.0023752,0.0027971,0.0029132,0.0022973,0.0021543,0.0022302,0.0021206,0.0019548,0.0017357,0.0015822,0.0015979,0.0014003,0.0013182,0.0014544,0.0014087,0.0014655,0.0015126,0.0010537,0.00098738,0.0011749,0.001257,0.0011898,0.0012655,0.0012237
1715,B,False,-0.014391,-0.013935,-0.015171,-0.014309,-0.014245,-0.014819,-0.013941,-0.013664,-0.013312,-0.011127,-0.012481,-0.01218,-0.01343,-0.014083,-0.015873,-0.017733,-0.016536,-0.017758,-0.01674,-0.016282,-0.016653,-0.015205,-0.014217,-0.012072,-0.013102
1716,B,False,-0.0060395,-0.00559,-0.0058945,-0.005721,-0.0055237,-0.0058925,-0.0057119,-0.0053317,-0.0054215,-0.0053167,-0.0050846,-0.0049376,-0.004706,-0.004574,-0.0046647,-0.0043601,-0.0042647,-0.0042367,-0.0040464,-0.0039535,-0.0035093,-0.0034704,-0.0038585,-0.0036025,-0.0036589
1717,B,False,-0.002891,-0.0026851,-0.0026105,-0.003036,-0.0026314,-0.0027819,-0.0028171,-0.0027969,-0.0025245,-0.0027479,-0.0030678,-0.0033502,-0.0027879,-0.0027859,-0.0022173,-0.0024501,-0.0020219,-0.0027101,-0.0027007,-0.0031872,-0.0025362,-0.0024524,-0.0019536,-0.0020171,-0.0017638
1718,B,False,0.0080221,0.0081573,0.0078091,0.0080955,0.0075297,0.0074065,0.0066999,0.0062031,0.0062592,0.0055823,0.0055119,0.0053665,0.0054091,0.0055529,0.0050036,0.005755,0.0059229,0.0064742,0.0077218,0.007938,0.0076017,0.0078286,0.0086681,0.0093682,0.0090634
