,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25
453,M,False,4229.2,5149.3,4483.4,3946.8,4220.5,4652.5,4381.4,4904.4,4608.5,4766.9,4291.4,4700.9,4410.1,4609.5,4430.4,6385.5,6641.3,6872.1,6704.4,6727.5,6170.1,6389.7,6467.0,6851.7,6390.6
454,M,False,17409.0,18762.0,16937.0,16150.0,16338.0,13935.0,13811.0,14212.0,13743.0,12962.0,12494.0,14837.0,14604.0,10445.0,12357.0,13283.0,12588.0,14130.0,11969.0,11656.0,10106.0,9790.1,9872.6,9924.2,13117.0
455,M,False,0.0,19038.0,13076.0,0.0,17404.0,1323.1,9884.6,5659.5,12125.0,3848.6,6036.9,8021.2,2574.1,6188.5,7138.0,13004.0,6995.2,15738.0,5667.1,9016.9,23590.0,20199.0,26956.0,23266.0,14635.0
456,M,True,16177.0,15138.0,15810.0,15654.0,12557.0,14775.0,17053.0,12316.0,15557.0,16559.0,16407.0,13891.0,15084.0,15368.0,15470.0,12485.0,13542.0,14098.0,16207.0,14055.0,13023.0,12691.0,14903.0,13787.0,16641.0
457,M,False,14263.0,14216.0,12762.0,11715.0,11917.0,13826.0,14025.0,14887.0,11416.0,11584.0,11810.0,12930.0,14954.0,14622.0,13825.0,11033.0,14745.0,13078.0,11607.0,14502.0,15744.0,18571.0,15463.0,17466.0,14187.0
458,M,False,14187.0,17359.0,16523.0,16346.0,17696.0,18725.0,19328.0,20871.0,19782.0,23761.0,22094.0,19683.0,19630.0,19422.0,19044.0,18793.0,19659.0,19029.0,20434.0,22115.0,22432.0,19683.0,18239.0,18194.0,18980.0
459,M,False,3026.9,2742.7,2148.6,2013.4,2023.2,2681.1,1960.0,1857.5,1855.6,2555.9,2519.6,3145.3,2864.9,2878.8,2651.1,2634.1,2799.1,3037.1,3245.9,3163.5,3322.7,3002.4,2854.2,3112.2,3551.7
460,M,False,0.0,2190.8,0.0,0.0,0.0,604.77,0.0,6448.5,0.0,589.27,484.68,2270.1,0.0,0.0,871.64,643.03,0.0,0.0,111.64,0.0,383.43,710.71,0.0,1065.5,0.0
461,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,0.0,0.0,0.0,1071.7,0.0
462,M,False,0.0,0.0,1071.7,0.0,0.0,1173.1,1453.1,0.0,1487.3,5606.7,5222.3,5225.9,0.0,258.43,3817.2,0.0,2320.0,3992.2,20005.0,884.27,806.45,5959.9,13618.0,7135.3,4677.4
463,M,False,4527.0,505.29,9733.6,40442.0,9587.7,32315.0,44376.0,42023.0,37914.0,81152.0,72688.0,89809.0,88717.0,93400.0,64405.0,106320.0,99173.0,150420.0,107530.0,94041.0,79813.0,156740.0,94156.0,130030.0,134270.0
464,M,False,25734.0,17646.0,14039.0,17774.0,20860.0,15747.0,18276.0,16966.0,19899.0,15494.0,14589.0,16287.0,19830.0,19681.0,11096.0,11964.0,13636.0,12769.0,16637.0,7584.3,22706.0,9428.9,10255.0,10965.0,18238.0
465,M,True,2355.2,2736.6,2443.1,2547.1,2685.9,3221.8,2640.4,3528.2,3583.8,3652.9,3697.3,3585.5,5447.4,4563.7,7892.4,4309.6,7107.6,3613.9,4948.0,4879.5,5141.4,5284.1,5355.3,6654.1,6732.1
466,M,False,14337.0,13218.0,17449.0,10600.0,10448.0,11631.0,11754.0,11616.0,11805.0,11788.0,11750.0,11856.0,11937.0,12142.0,10297.0,13020.0,12615.0,9604.1,9424.3,9426.9,9801.8,10856.0,10111.0,7888.1,7738.6
467,M,True,31040.0,31494.0,41555.0,38875.0,31441.0,35872.0,43159.0,36479.0,37066.0,36849.0,38867.0,32533.0,32755.0,35096.0,41589.0,29999.0,25595.0,29829.0,43685.0,43385.0,37497.0,31147.0,36355.0,39776.0,36920.0
468,M,False,28130.0,30096.0,28184.0,32091.0,32757.0,32582.0,30545.0,36388.0,39078.0,42015.0,48059.0,48691.0,49593.0,53871.0,52263.0,48000.0,39620.0,45544.0,47250.0,47805.0,47304.0,46343.0,27492.0,27304.0,42735.0
469,M,True,81198.0,79421.0,83969.0,82131.0,84505.0,79727.0,81779.0,65156.0,67551.0,82720.0,82085.0,80987.0,81604.0,74059.0,74027.0,66875.0,65606.0,79385.0,86835.0,98241.0,89237.0,91198.0,96706.0,105200.0,107780.0
470,M,False,82131.0,84505.0,79727.0,81779.0,65156.0,67551.0,82720.0,82085.0,80987.0,81604.0,74059.0,74027.0,66875.0,65606.0,79385.0,86835.0,98241.0,89237.0,91198.0,96706.0,105200.0,107780.0,101970.0,113440.0,110910.0
471,M,False,67491.0,67782.0,101720.0,103480.0,81169.0,76336.0,84125.0,74006.0,92772.0,80839.0,90477.0,89067.0,92617.0,102890.0,107160.0,82773.0,72869.0,65233.0,81531.0,71263.0,67774.0,89838.0,85809.0,79793.0,81332.0
472,M,True,76233.0,68827.0,76399.0,74236.0,75543.0,74107.0,82223.0,83496.0,83579.0,88523.0,78770.0,77779.0,79938.0,73430.0,71040.0,73904.0,75324.0,71145.0,79757.0,70444.0,75440.0,65948.0,64488.0,65876.0,64190.0
473,M,True,50068.0,51543.0,52536.0,47709.0,54019.0,53588.0,59562.0,51730.0,52452.0,49998.0,38635.0,39685.0,40589.0,43891.0,36465.0,33376.0,33513.0,37237.0,34082.0,36710.0,37048.0,37303.0,30428.0,25575.0,40745.0
474,M,False,32556.0,35448.0,38799.0,35422.0,35327.0,32259.0,31740.0,32710.0,32803.0,35656.0,34956.0,38901.0,42537.0,36081.0,34240.0,36675.0,36788.0,33993.0,35326.0,35368.0,34781.0,36367.0,39448.0,39209.0,36886.0
475,M,False,17328.0,19610.0,19051.0,21075.0,20748.0,23708.0,22361.0,23061.0,23561.0,20919.0,20185.0,20607.0,20553.0,20342.0,27669.0,21840.0,22960.0,20557.0,21079.0,22580.0,22623.0,22449.0,22774.0,21456.0,21471.0
476,M,False,23024.0,12307.0,8907.5,13583.0,22383.0,12878.0,23782.0,40643.0,22026.0,20860.0,33052.0,24989.0,28373.0,19229.0,29334.0,50337.0,35576.0,28819.0,24202.0,33732.0,34453.0,73809.0,30955.0,39073.0,36009.0
477,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.87,51.778,57.013,61.502
478,M,True,57.013,61.502,87.581,118.33,121.81,209.6,179.86,190.29,208.83,257.43,257.93,210.37,217.77,238.75,262.65,208.89,189.86,155.8,134.12,150.96,165.6,168.5,157.55,174.39,165.93
479,M,False,134.12,150.96,165.6,168.5,157.55,174.39,165.93,200.81,168.24,215.65,152.52,155.78,133.59,138.19,101.55,96.037,84.253,82.486,75.377,66.686,84.29,66.922,69.902,79.391,78.13
480,M,False,168.24,215.65,152.52,155.78,133.59,138.19,101.55,96.037,84.253,82.486,75.377,66.686,84.29,66.922,69.902,79.391,78.13,89.021,95.776,115.24,113.91,106.44,0.0,275.13,271.58
481,M,False,275.13,271.58,228.67,166.22,206.89,256.72,398.69,348.96,251.55,442.96,366.02,223.06,219.95,203.83,180.13,0.0,277.91,360.72,444.82,404.56,550.19,497.23,677.47,845.97,685.67
482,M,False,6177.9,3971.2,3940.5,1561.3,4693.8,1367.3,945.68,785.7,1225.7,825.76,1555.9,844.18,537.45,1075.0,1563.1,1791.5,1663.0,1879.2,126.32,194.26,408.62,901.89,807.12,1024.2,0.0
483,M,True,24742.0,24674.0,24075.0,26356.0,23716.0,23899.0,22076.0,23843.0,19740.0,20000.0,21648.0,26440.0,20973.0,22219.0,21744.0,21889.0,21871.0,21160.0,22220.0,23426.0,27150.0,25041.0,26910.0,28055.0,25922.0
484,M,False,21744.0,21889.0,21871.0,21160.0,22220.0,23426.0,27150.0,25041.0,26910.0,28055.0,25922.0,24392.0,24789.0,24877.0,24198.0,28833.0,26007.0,25725.0,27152.0,26929.0,28717.0,26038.0,26169.0,25428.0,23695.0
485,M,False,36300.0,41638.0,43699.0,43910.0,45278.0,36101.0,20023.0,5734.4,11483.0,16633.0,20678.0,44749.0,20578.0,6422.6,30874.0,48428.0,65301.0,86967.0,18499.0,76914.0,31381.0,53305.0,37206.0,45423.0,43946.0
486,M,True,3152.2,3409.1,2889.5,3177.1,4043.0,3744.4,3699.2,4142.8,6124.9,5087.2,5208.3,5489.3,5304.6,5881.0,5965.7,5553.8,3044.7,3510.6,4853.0,5917.9,5833.2,6287.0,5398.7,5601.7,5881.4
487,M,False,26014.0,30210.0,42971.0,47633.0,28939.0,41007.0,22225.0,32038.0,22260.0,20843.0,36737.0,22308.0,14286.0,26886.0,19390.0,16620.0,19288.0,16171.0,18324.0,24681.0,25570.0,21535.0,19018.0,18748.0,20870.0
488,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,M,True,137510.0,133390.0,128090.0,122930.0,139130.0,133070.0,120100.0,119920.0,113520.0,119520.0,118670.0,111730.0,99740.0,112210.0,103160.0,107170.0,113640.0,100460.0,99123.0,104250.0,98591.0,105120.0,96340.0,98981.0,108510.0
490,M,False,140570.0,142550.0,119800.0,115320.0,108710.0,123940.0,120440.0,113800.0,126360.0,146520.0,125130.0,119450.0,121250.0,131160.0,126900.0,120290.0,131810.0,129670.0,124610.0,119530.0,137910.0,134350.0,137980.0,134410.0,140090.0
491,M,False,120440.0,113800.0,126360.0,146520.0,125130.0,119450.0,121250.0,131160.0,126900.0,120290.0,131810.0,129670.0,124610.0,119530.0,137910.0,134350.0,137980.0,134410.0,140090.0,154790.0,148750.0,138520.0,137860.0,144280.0,144920.0
492,M,True,7768.1,8101.8,7976.9,9687.5,9442.1,9749.0,10035.0,10246.0,9445.6,9637.0,9648.3,9635.4,9675.8,7480.4,7585.4,7523.0,7647.1,8220.6,8864.8,7875.0,9448.2,7519.2,8033.9,5675.7,8426.4
493,M,False,4918.5,3467.1,4853.3,4810.6,3552.5,3414.8,3413.4,3206.8,3232.2,3236.9,3341.1,3146.8,3148.5,3169.7,3044.2,2909.4,3145.5,3294.5,3201.3,3262.4,3260.2,3207.1,3222.1,3078.9,3010.8
494,M,False,79356.0,87450.0,111000.0,101430.0,98376.0,97743.0,87451.0,83454.0,81495.0,86620.0,86777.0,77687.0,77361.0,85498.0,93584.0,81282.0,89054.0,76843.0,84589.0,84472.0,94778.0,86247.0,95588.0,82152.0,85202.0
495,M,False,39824.0,39151.0,30036.0,36443.0,39718.0,40968.0,36461.0,35035.0,38034.0,34763.0,41563.0,40480.0,37746.0,34883.0,33728.0,38723.0,37917.0,37103.0,36274.0,34885.0,29425.0,35526.0,38031.0,36360.0,31868.0
496,M,False,4504.7,3828.8,10420.0,2221.4,0.0,5536.0,0.0,2472.0,0.0,606.94,8898.7,3877.1,0.0,2980.5,0.0,1513.8,1674.4,1391.6,2247.2,604.29,2311.5,0.0,0.0,0.0,0.0
497,M,True,575.21,886.79,917.04,869.78,840.65,851.83,859.14,789.54,1327.9,1143.9,1128.4,1100.9,1134.0,1352.0,1183.4,1575.7,1173.5,1749.6,1267.8,1532.1,2005.3,2161.7,1843.7,2549.6,2536.0
498,M,False,12494.0,12244.0,12582.0,11854.0,12833.0,12586.0,12515.0,10356.0,11048.0,10576.0,10039.0,10387.0,11085.0,9128.9,16298.0,25889.0,19969.0,20168.0,17919.0,17752.0,16300.0,16431.0,14591.0,14731.0,18415.0
499,M,True,5747.8,6370.6,7367.3,8632.5,8087.8,8243.5,8762.8,8233.1,8533.0,7768.0,8553.3,7448.2,7778.9,8379.0,7295.1,8764.8,7117.9,6563.6,7981.0,8041.8,7613.9,6490.1,6950.7,6917.6,7150.3
500,M,True,9683.9,9873.7,10988.0,9074.4,11460.0,11775.0,10258.0,12205.0,11457.0,12800.0,11758.0,13858.0,15580.0,13751.0,13693.0,13601.0,13425.0,12667.0,13538.0,13412.0,13683.0,13357.0,13511.0,13893.0,17213.0
501,M,False,19674.0,17849.0,19242.0,19588.0,20644.0,19074.0,19109.0,22385.0,24437.0,23682.0,25030.0,22703.0,25334.0,23892.0,24855.0,25117.0,21635.0,24111.0,22191.0,23854.0,28086.0,28287.0,27079.0,25950.0,27847.0
502,M,True,37229.0,38499.0,38150.0,39578.0,37420.0,34976.0,39872.0,34987.0,35159.0,34644.0,33403.0,34300.0,29501.0,36118.0,33663.0,33422.0,33862.0,33670.0,33188.0,34973.0,37713.0,31345.0,33041.0,32547.0,32067.0
503,M,False,42662.0,38500.0,37426.0,49818.0,51635.0,54201.0,45820.0,54225.0,41879.0,37431.0,42540.0,45282.0,45666.0,42567.0,41423.0,36916.0,38023.0,40154.0,33659.0,44769.0,39742.0,40520.0,42833.0,42423.0,41474.0
504,M,True,93157.0,72586.0,79922.0,74262.0,77713.0,80137.0,74951.0,69443.0,94648.0,90659.0,81577.0,88552.0,85984.0,99021.0,82278.0,81215.0,81482.0,89383.0,93889.0,102010.0,96821.0,94927.0,92426.0,92659.0,83407.0
505,M,False,110950.0,95952.0,108510.0,105940.0,106220.0,116220.0,121540.0,126290.0,109190.0,140090.0,127000.0,122770.0,128160.0,141970.0,134650.0,135260.0,143560.0,134090.0,140820.0,143870.0,134430.0,124490.0,144120.0,123630.0,127890.0
506,M,True,77387.0,67725.0,86562.0,82042.0,77956.0,65638.0,76882.0,88087.0,90503.0,92006.0,88079.0,84834.0,80909.0,64529.0,84163.0,74124.0,85682.0,86223.0,75975.0,93458.0,85099.0,73436.0,66407.0,62441.0,65934.0
507,M,False,39033.0,39002.0,37351.0,36803.0,40448.0,38039.0,33175.0,36350.0,33194.0,28554.0,33728.0,35923.0,38028.0,36250.0,35454.0,33761.0,33224.0,34051.0,31681.0,25730.0,25516.0,26407.0,25186.0,31160.0,24529.0
508,M,False,14035.0,16022.0,15921.0,16413.0,15329.0,15237.0,15589.0,16119.0,15595.0,15196.0,14282.0,11192.0,14865.0,12237.0,13279.0,9717.0,9476.0,11858.0,14552.0,12394.0,14558.0,13287.0,13494.0,13092.0,13816.0
509,M,False,4596.5,4513.1,4642.7,4773.2,4630.5,4549.2,2962.1,2884.6,4227.0,4173.9,5617.5,4353.2,4294.8,4118.0,6079.5,2676.8,4194.5,4194.2,2783.9,2860.7,2955.5,2874.6,2773.8,4293.9,2739.2
510,M,True,72271.0,65188.0,64708.0,58518.0,57856.0,54904.0,52922.0,50276.0,54960.0,60128.0,56753.0,53888.0,55337.0,48756.0,50090.0,48374.0,46587.0,53991.0,50408.0,60054.0,58499.0,57547.0,55603.0,56946.0,57197.0
511,M,True,57308.0,51125.0,54445.0,48886.0,51735.0,51504.0,56018.0,60304.0,58350.0,56658.0,48814.0,58084.0,61897.0,57054.0,59429.0,50131.0,53000.0,57711.0,57749.0,57218.0,60980.0,67099.0,64738.0,70011.0,71560.0
512,M,True,897.16,871.87,857.19,869.65,905.43,937.99,919.66,918.39,934.57,924.66,912.58,1038.4,756.34,959.99,826.45,1252.2,1022.1,968.49,1037.6,930.59,936.2,985.95,1186.2,952.38,1042.4
513,M,True,52411.0,59519.0,59787.0,55917.0,54661.0,62131.0,56153.0,57507.0,62499.0,70154.0,59268.0,59477.0,57420.0,58575.0,50983.0,57776.0,50409.0,56356.0,56874.0,58367.0,52332.0,61890.0,58925.0,60565.0,71026.0
514,M,True,57983.0,63619.0,60491.0,60158.0,63969.0,66099.0,58255.0,70555.0,66726.0,59998.0,63614.0,56966.0,63288.0,62082.0,57729.0,58531.0,56528.0,58292.0,55061.0,60700.0,61705.0,54504.0,56225.0,57681.0,65715.0
515,M,False,59998.0,63614.0,56966.0,63288.0,62082.0,57729.0,58531.0,56528.0,58292.0,55061.0,60700.0,61705.0,54504.0,56225.0,57681.0,65715.0,56668.0,62176.0,58861.0,57603.0,66345.0,63908.0,68737.0,76898.0,60354.0
516,M,True,1917.3,2015.4,2193.9,2186.5,2369.8,2399.8,2786.3,2316.5,2511.2,2566.2,2240.2,3897.2,2459.6,3199.7,2506.2,2726.9,2760.0,2854.0,2934.6,4765.4,4149.9,4860.5,4488.6,5170.9,2106.7
517,M,True,61466.0,64066.0,63325.0,66228.0,59896.0,74939.0,75508.0,77648.0,76411.0,75524.0,80066.0,86531.0,80539.0,75077.0,81466.0,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0,73320.0,72397.0,63326.0,66165.0
518,M,False,77648.0,76411.0,75524.0,80066.0,86531.0,80539.0,75077.0,81466.0,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0,73320.0,72397.0,63326.0,66165.0,72174.0,69265.0,72815.0,67735.0,70821.0,74343.0,75392.0
519,M,False,2459.6,3199.7,2506.2,2726.9,2760.0,2854.0,2934.6,4765.4,4149.9,4860.5,4488.6,5170.9,2106.7,2865.3,3163.7,2846.4,3020.9,2563.8,2494.1,2396.0,2371.6,2324.3,2299.7,2107.3,2192.9
520,M,False,86531.0,80539.0,75077.0,81466.0,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0,73320.0,72397.0,63326.0,66165.0,72174.0,69265.0,72815.0,67735.0,70821.0,74343.0,75392.0,85546.0,80992.0,86972.0,89138.0
521,M,False,80811.0,83422.0,72007.0,64666.0,68837.0,74654.0,73320.0,72397.0,63326.0,66165.0,72174.0,69265.0,72815.0,67735.0,70821.0,74343.0,75392.0,85546.0,80992.0,86972.0,89138.0,70764.0,67599.0,70911.0,80842.0
522,M,False,3020.9,2563.8,2494.1,2396.0,2371.6,2324.3,2299.7,2107.3,2192.9,1724.8,1713.8,1618.1,1700.0,1014.0,1089.4,1054.5,813.28,830.94,843.51,835.84,815.59,823.46,861.99,906.45,2737.1
523,M,True,70911.0,80842.0,71794.0,76123.0,78061.0,70434.0,74733.0,71974.0,73615.0,72122.0,78854.0,86746.0,83599.0,74618.0,81273.0,89410.0,96874.0,74998.0,80399.0,86805.0,89451.0,87525.0,87358.0,87509.0,81626.0
524,M,True,89587.0,92523.0,87091.0,97116.0,66471.0,68509.0,80712.0,77678.0,80815.0,75184.0,76059.0,73377.0,70339.0,70753.0,83455.0,80664.0,82838.0,87653.0,95233.0,87499.0,87305.0,87693.0,108000.0,85545.0,83426.0
525,M,False,101390.0,109800.0,93510.0,90210.0,92481.0,112040.0,103100.0,98039.0,91921.0,91145.0,99722.0,104620.0,100820.0,102030.0,106230.0,100880.0,105790.0,116060.0,97183.0,114620.0,110210.0,118120.0,124110.0,130590.0,131060.0
526,M,True,102030.0,106230.0,100880.0,105790.0,116060.0,97183.0,114620.0,110210.0,118120.0,124110.0,130590.0,131060.0,138060.0,131690.0,134460.0,144750.0,129110.0,121820.0,137860.0,112520.0,121010.0,137040.0,127820.0,147280.0,162700.0
527,M,True,100500.0,87325.0,88155.0,87446.0,93975.0,82652.0,100030.0,111550.0,90835.0,88302.0,85560.0,76346.0,87610.0,84485.0,83237.0,72427.0,75229.0,74312.0,82130.0,70797.0,71194.0,69198.0,76060.0,65539.0,66971.0
528,M,True,43801.0,47198.0,53466.0,57510.0,62790.0,61494.0,58435.0,56651.0,58264.0,65036.0,59827.0,41216.0,40937.0,35992.0,33984.0,37018.0,33758.0,32831.0,41963.0,45022.0,41962.0,41479.0,43759.0,46069.0,42968.0
529,M,False,22966.0,22476.0,20662.0,22051.0,23674.0,25250.0,24344.0,26295.0,24867.0,28256.0,24021.0,22603.0,29573.0,24338.0,25236.0,25813.0,30175.0,28265.0,28995.0,31672.0,25885.0,26307.0,25857.0,20265.0,24384.0
530,M,False,24384.0,22923.0,24051.0,21341.0,19439.0,21615.0,16856.0,20205.0,17870.0,20885.0,20534.0,19913.0,19010.0,22389.0,21712.0,21931.0,23033.0,19287.0,17366.0,15933.0,14728.0,10956.0,10874.0,11458.0,11340.0
531,M,False,30644.0,20812.0,38225.0,34764.0,35227.0,54516.0,59362.0,76628.0,152430.0,136770.0,113740.0,145020.0,145850.0,129120.0,87095.0,65522.0,76192.0,64630.0,94253.0,61557.0,28886.0,47376.0,43400.0,19452.0,15653.0
532,M,True,0.0,0.0,115.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.9,2161.2,2227.6,2268.9,2390.8,1279.1,1257.0,1342.2,1400.2,1369.2,2501.4,2474.2,1318.3,1264.0,2323.1
533,M,False,2099.7,2117.4,1140.2,1095.9,0.0,0.0,1034.4,0.0,0.0,0.0,0.0,0.0,1070.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849.3,1884.0,903.27,926.24,1983.5
534,M,True,18686.0,12122.0,25801.0,20157.0,9604.6,2790.9,503.86,1189.5,36430.0,5144.3,5033.2,8933.4,4129.7,23965.0,4689.3,23202.0,22495.0,22002.0,38164.0,24778.0,18658.0,19377.0,31482.0,47003.0,40224.0
535,M,False,25801.0,20157.0,9604.6,2790.9,503.86,1189.5,36430.0,5144.3,5033.2,8933.4,4129.7,23965.0,4689.3,23202.0,22495.0,22002.0,38164.0,24778.0,18658.0,19377.0,31482.0,47003.0,40224.0,48802.0,59914.0
536,M,False,16563.0,14911.0,16214.0,15885.0,13165.0,16516.0,19142.0,20813.0,17611.0,18501.0,18754.0,20761.0,23421.0,21770.0,20110.0,20962.0,19526.0,19767.0,23078.0,20186.0,23896.0,21568.0,18961.0,20240.0,18711.0
537,M,True,8287.7,7285.6,7021.3,4627.5,3750.1,4904.7,4587.0,4425.5,3754.2,3840.7,3809.4,3760.3,3920.8,3680.7,3926.5,3939.8,4707.0,3686.5,3624.9,3632.1,3566.3,2565.0,3579.7,8284.5,8011.6
538,M,False,5681.9,5832.2,6254.0,5962.1,6463.8,6324.4,7120.3,6603.8,6727.0,6725.8,6473.9,6579.7,5970.7,5754.9,5876.2,5229.2,5963.5,6122.3,6087.3,5451.2,5251.9,7593.9,5313.1,7380.8,7226.6
539,M,False,22969.0,23375.0,22441.0,22697.0,22473.0,22416.0,23118.0,27506.0,29531.0,27933.0,26343.0,26953.0,30554.0,26374.0,26954.0,26586.0,23378.0,23633.0,20289.0,26114.0,18573.0,20377.0,17476.0,20124.0,22986.0
540,M,False,2829.9,3184.5,3274.1,3078.7,3371.2,3081.8,3335.3,3609.0,4209.7,3774.6,3955.3,3739.7,3619.3,3302.8,3629.1,3412.7,3513.3,3600.0,3429.1,3234.4,3452.2,3215.6,3452.1,3617.9,3478.4
541,M,False,9159.9,6301.6,7825.9,736.82,1767.3,2055.7,367.68,4484.3,963.13,270.48,160.03,33409.0,498.91,1012.0,675.4,1383.8,1412.4,2273.2,3754.2,4564.0,4114.4,6537.4,6237.6,6839.9,7831.0
542,M,False,26263.0,26611.0,31603.0,30339.0,26681.0,31000.0,22135.0,22325.0,30786.0,30878.0,32213.0,26673.0,27596.0,28532.0,35808.0,35707.0,38015.0,39397.0,37273.0,41627.0,39174.0,30013.0,31416.0,31645.0,32518.0
543,M,False,0.0,0.0,0.0,320.92,0.0,0.0,0.0,324.51,316.93,324.18,321.39,307.42,323.21,333.39,338.26,320.74,330.4,331.2,307.46,324.43,320.73,329.13,323.58,319.31,333.8
544,M,False,7017.2,7139.9,8519.0,7417.7,8057.3,7825.0,8040.0,9362.0,8836.0,8136.5,7579.5,8132.9,8448.7,8042.3,8363.2,8918.0,9541.2,8769.6,8841.5,8247.9,7740.6,7115.9,8243.2,8893.4,8334.0
545,M,False,28149.0,29185.0,31360.0,30846.0,29310.0,27661.0,27034.0,30073.0,27917.0,31188.0,30885.0,30546.0,32855.0,31918.0,32220.0,29064.0,32451.0,30726.0,34386.0,29493.0,31990.0,30064.0,28923.0,27375.0,29261.0
546,M,True,45148.0,38055.0,38227.0,41497.0,39899.0,38665.0,38394.0,39685.0,39940.0,36915.0,38158.0,43998.0,39660.0,41177.0,38478.0,40998.0,38692.0,49950.0,40180.0,38502.0,35708.0,37856.0,40967.0,30285.0,31316.0
547,M,False,47837.0,43689.0,40721.0,41790.0,48243.0,48672.0,46941.0,41998.0,47328.0,39768.0,37320.0,33434.0,39977.0,39831.0,45620.0,40090.0,37480.0,37539.0,44937.0,43636.0,37626.0,46370.0,45451.0,48746.0,44522.0
548,M,False,9442.0,9588.9,9348.3,6879.6,6815.5,6804.5,6950.9,6718.1,7009.7,6918.4,6799.3,6735.0,6810.6,6765.3,6720.9,6771.2,6880.5,2709.0,2694.8,2728.2,2721.3,2783.2,2812.5,2893.2,19866.0
549,M,True,60530.0,43139.0,44265.0,44663.0,62392.0,59204.0,51329.0,50427.0,43730.0,52965.0,55682.0,57423.0,53345.0,54722.0,57494.0,65545.0,61601.0,53868.0,54667.0,56889.0,57626.0,58494.0,56449.0,59503.0,71969.0
550,M,False,62392.0,59204.0,51329.0,50427.0,43730.0,52965.0,55682.0,57423.0,53345.0,54722.0,57494.0,65545.0,61601.0,53868.0,54667.0,56889.0,57626.0,58494.0,56449.0,59503.0,71969.0,60071.0,59264.0,60271.0,68949.0
551,M,True,9131.0,8852.8,8766.3,8540.5,9135.1,9548.5,8567.1,8777.3,9117.4,8700.0,8796.8,8876.7,8778.0,9085.5,8848.0,7143.3,7383.5,7408.5,8556.8,13352.0,14913.0,13264.0,13068.0,13367.0,13603.0
552,M,False,7383.5,7408.5,8556.8,13352.0,14913.0,13264.0,13068.0,13367.0,13603.0,13644.0,14309.0,13303.0,12870.0,13804.0,13446.0,13131.0,13452.0,13875.0,13941.0,13751.0,13820.0,12987.0,13099.0,14551.0,17725.0
553,M,False,8556.8,13352.0,14913.0,13264.0,13068.0,13367.0,13603.0,13644.0,14309.0,13303.0,12870.0,13804.0,13446.0,13131.0,13452.0,13875.0,13941.0,13751.0,13820.0,12987.0,13099.0,14551.0,17725.0,12301.0,13614.0
554,M,True,5720.7,5841.1,5671.2,6001.9,5537.3,5874.0,5831.8,6214.2,6164.3,6111.4,6182.9,6620.0,6096.8,6184.0,6301.5,10350.0,9862.4,6372.2,6249.0,9831.3,6459.8,5843.0,5742.8,5900.5,5029.4
555,M,False,5571.3,4587.8,5029.6,5469.5,5458.7,3697.0,3613.8,3510.8,41250.0,2946.7,2501.6,2193.1,1002.0,933.08,575.28,646.9,792.04,440.72,609.06,621.57,1086.6,1801.8,3627.0,6756.0,10682.0
556,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,M,False,19.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.377,26.054,0.0,25.232,29.719,28.57,0.0,0.0,0.0,0.0,24.029,0.0,0.0
558,M,True,1129.2,1126.8,1714.3,957.6,1388.3,2871.1,1345.0,1336.0,1337.5,1316.7,1141.5,1138.4,1349.2,1346.4,1531.0,1491.6,1130.6,1119.5,1117.4,1131.1,1130.5,1861.1,1876.1,1822.0,1826.0
559,M,True,1824.6,1810.8,2202.2,2188.1,2195.6,1609.4,1629.7,1584.9,1590.1,1597.5,1595.0,1598.0,1981.7,2419.4,1873.5,1841.7,1820.8,1856.6,2203.9,1825.4,1794.2,2008.5,3361.7,1962.1,2238.7
560,M,False,2256.0,2226.4,2000.4,1998.7,2189.6,1984.7,1767.2,1572.9,3431.2,2891.0,1962.8,1688.7,1440.9,1718.1,2425.2,3692.6,2217.0,2293.9,3740.1,4036.6,4409.5,4720.4,4175.1,4459.3,4573.4
