,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65,ABSNJZH_66,ABSNJZH_67,ABSNJZH_68,ABSNJZH_69,ABSNJZH_70,ABSNJZH_71,ABSNJZH_72,ABSNJZH_73,ABSNJZH_74,ABSNJZH_75,ABSNJZH_76,ABSNJZH_77,ABSNJZH_78,ABSNJZH_79,ABSNJZH_80,ABSNJZH_81,ABSNJZH_82,ABSNJZH_83,ABSNJZH_84,ABSNJZH_85,ABSNJZH_86,ABSNJZH_87,ABSNJZH_88,ABSNJZH_89,ABSNJZH_90,ABSNJZH_91,ABSNJZH_92,ABSNJZH_93,ABSNJZH_94,ABSNJZH_95,ABSNJZH_96,ABSNJZH_97,ABSNJZH_98,ABSNJZH_99,ABSNJZH_100,ABSNJZH_101,ABSNJZH_102,ABSNJZH_103,ABSNJZH_104,ABSNJZH_105,ABSNJZH_106,ABSNJZH_107,ABSNJZH_108,ABSNJZH_109,ABSNJZH_110
459,C,False,313.9,342.5,342.97,324.09,357.02,348.2,378.26,376.72,384.42,380.02,364.7,372.06,374.59,379.76,379.03,372.07,365.43,340.08,337.66,324.91,303.5,316.62,305.96,317.08,320.19,295.96,301.81,316.32,311.08,299.46,311.78,458.86,497.64,491.92,482.86,491.59,507.84,514.25,519.83,521.03,488.5,494.73,529.55,495.76,498.58,511.8,504.93,529.85,527.39,538.95,533.77,523.48,525.19,495.72,532.89,545.93,544.65,519.03,528.58,524.57,556.15,554.58,556.05,558.79,558.03,569.25,559.01,576.94,577.44,578.67,576.04,566.2,547.66,529.68,527.08,533.02,538.04,541.96,533.92,541.74,548.18,567.11,544.13,565.6,573.22,567.08,566.95,554.84,559.52,573.9,566.82,596.91,581.13,568.79,549.72,547.27,540.91,553.67,552.89,567.25,553.65,546.82,535.09,529.73,546.83,543.24,545.89,568.02,558.95,544.28
460,C,False,47.33,40.44,42.185,39.909,39.154,37.401,36.071,32.6,34.689,34.118,41.824,35.485,35.903,36.873,38.955,40.268,41.043,39.291,42.74,45.907,44.888,39.668,38.66,36.967,38.283,40.913,41.048,36.365,31.55,34.608,33.73,37.067,39.708,32.154,32.246,33.988,36.151,33.304,33.35,27.481,24.779,21.185,20.638,16.818,11.392,7.5968,10.485,20.19,20.127,13.75,24.727,24.989,16.341,20.014,20.384,16.64,21.913,20.761,19.584,18.787,15.619,20.124,19.246,11.147,13.916,19.678,13.838,17.357,19.872,12.169,12.562,1.7116,4.8831,9.576,5.7247,7.5755,15.494,10.951,5.47,6.1819,1.6936,0.9911,1.7556,2.2228,4.2516,5.1676,6.9387,7.1968,8.0341,2.081,1.5442,6.4838,0.16016,1.0977,11.564,3.6451,10.137,16.883,7.5843,8.9273,10.728,3.4347,4.0458,1.8498,0.8217,1.1115,6.2244,9.736,5.8599,10.396
461,C,False,689.37,343.81,532.66,541.12,601.22,479.14,807.79,543.79,574.75,533.3,561.55,556.07,499.34,755.02,618.05,776.01,851.41,728.2,908.73,769.37,736.04,752.28,812.51,859.13,730.46,875.48,936.38,908.78,878.33,840.0,795.91,679.6,872.45,955.53,678.38,755.95,754.58,770.79,756.17,949.46,735.09,852.57,928.58,770.98,712.42,730.12,753.71,766.38,726.45,721.03,857.65,710.81,880.15,764.66,682.26,738.08,712.18,724.69,671.3,682.73,639.93,760.58,714.59,718.47,744.19,779.17,729.6,772.47,772.73,904.81,795.98,844.9,815.21,796.7,722.1,795.25,937.17,920.31,1016.7,998.25,980.81,897.1,890.27,1004.6,891.96,1057.5,1037.8,928.29,891.64,937.93,940.84,813.12,881.97,830.74,891.95,944.58,913.12,874.89,929.07,959.55,935.07,815.59,944.71,959.78,983.69,979.68,904.52,852.59,952.29,817.81
462,C,False,5.9872,2.2481,5.4153,13.296,7.5059,0.37218,11.517,4.4015,13.189,4.8306,7.0628,1.7006,0.39891,7.1915,12.666,6.6604,0.45013,5.6332,20.038,11.806,4.1294,3.3636,6.3523,25.328,29.492,20.587,34.108,26.809,26.597,18.711,22.091,35.887,57.848,42.856,45.374,45.448,24.712,33.89,29.429,39.953,30.419,29.254,25.405,31.656,29.799,27.577,18.878,13.933,7.1986,25.33,12.382,3.1978,14.547,3.2366,9.9947,0.78589,0.82401,7.6483,8.9656,25.061,27.597,37.505,38.22,38.624,51.337,38.069,47.047,62.447,62.7,75.392,72.738,97.734,106.89,127.16,121.61,130.13,144.13,123.38,135.12,138.38,140.94,113.29,143.08,134.07,153.5,137.89,147.28,125.79,133.43,126.56,148.55,136.07,121.77,131.53,138.65,131.36,132.55,161.09,159.43,161.32,147.22,132.13,156.62,141.92,146.05,156.75,146.92,148.47,115.54,136.78
463,C,False,12.757,16.383,13.127,18.092,17.46,20.604,16.832,18.279,25.137,17.436,10.556,26.167,17.951,16.225,21.161,23.226,30.653,26.878,35.092,7.6642,0.23084,12.779,6.1677,6.6876,14.797,5.7475,3.4193,5.4892,0.83983,30.514,20.839,25.499,27.509,45.088,37.0,20.967,25.469,36.901,43.067,38.314,32.459,45.036,42.985,27.288,44.023,12.581,15.278,18.161,23.179,7.9218,2.2106,10.243,9.2885,2.9605,15.449,6.3649,33.498,12.674,7.6683,33.187,4.7631,2.247,24.699,37.986,9.3626,12.534,28.623,21.179,21.966,10.197,3.8356,2.8968,6.0067,1.9602,4.7607,19.247,9.225,5.7664,5.2378,26.783,16.41,15.715,19.953,9.3711,15.514,18.845,28.239,33.658,50.3,50.087,27.392,54.122,27.892,37.417,46.663,80.472,60.38,85.01,81.884,101.26,100.88,105.62,90.204,93.237,116.32,110.97,100.81,105.34,98.147,95.442
464,C,False,118.95,123.5,123.29,115.64,113.81,113.48,113.58,119.25,122.61,116.58,121.83,130.51,127.81,118.89,107.64,117.75,123.18,127.3,126.08,126.7,124.31,124.74,120.02,113.91,113.98,108.97,108.41,114.37,116.71,113.52,110.04,115.47,109.96,102.69,100.44,98.35,94.62,94.46,96.597,99.209,100.97,95.482,100.6,107.65,104.31,97.275,94.044,86.789,92.393,83.804,85.36,80.667,79.413,78.259,85.774,74.153,79.016,79.663,76.578,77.238,70.219,67.802,75.719,74.933,76.215,74.016,80.98,72.976,78.725,83.242,79.782,82.509,82.348,85.742,82.071,85.947,89.382,80.801,76.939,70.307,71.432,71.864,72.908,64.391,69.388,66.432,64.095,63.591,64.61,66.439,70.793,69.622,72.201,64.622,65.853,75.013,71.473,67.673,78.69,74.816,78.508,78.193,78.131,86.119,78.666,83.894,76.41,80.87,90.616,84.729
465,C,False,167.36,146.84,178.62,186.43,188.35,191.06,170.96,174.98,139.37,173.21,152.0,157.35,102.28,83.164,65.306,81.775,54.652,23.113,23.299,9.4814,27.282,5.9027,8.4579,37.175,54.488,6.7662,20.437,15.823,33.839,1.6205,51.578,28.113,66.011,16.606,8.3991,20.828,9.8864,11.764,30.846,48.15,17.334,35.513,77.555,86.564,155.57,153.01,161.17,172.11,120.26,120.45,99.591,95.253,117.14,65.501,65.89,69.25,13.179,25.806,6.4372,0.45031,25.74,36.933,15.017,22.538,45.93,61.972,35.318,23.349,7.7789,6.9398,24.428,39.828,8.2341,9.1307,8.8648,1.4245,11.692,46.883,54.959,66.624,83.061,65.929,108.24,97.33,74.554,70.652,87.657,86.938,86.551,73.82,60.8,73.974,75.739,57.116,37.093,44.245,39.312,26.524,14.781,15.879,41.069,39.187,21.067,11.7,1.5545,63.516,62.367,77.602,21.884,12.278
466,C,False,189.02,182.39,243.33,226.3,236.73,246.01,237.2,232.8,249.71,264.81,252.66,278.8,255.9,264.65,263.55,236.53,252.33,380.05,379.32,376.8,389.44,378.07,392.39,419.05,392.46,383.5,405.98,407.3,386.39,385.27,383.64,373.98,398.08,350.81,396.54,411.75,386.88,392.04,379.18,390.06,365.52,365.02,365.06,381.05,379.04,380.06,387.82,348.02,329.19,276.03,281.69,295.55,290.93,362.54,371.01,376.15,380.97,382.96,371.36,382.58,383.87,351.23,452.39,342.07,327.7,272.26,296.65,293.94,292.14,307.94,232.41,218.28,231.5,223.62,305.28,324.26,353.2,379.95,359.45,344.03,263.79,262.85,297.01,293.5,295.11,301.98,283.44,289.94,237.87,183.53,266.63,207.63,251.0,251.85,289.83,307.26,298.59,325.95,335.47,350.59,357.07,355.19,340.2,352.04,323.94,331.12,314.2,322.73,270.14,289.34
467,C,False,395.44,399.45,385.29,492.56,379.97,358.78,386.88,383.41,361.93,350.81,399.95,377.51,370.59,355.58,364.33,371.34,364.44,358.27,363.48,377.87,371.76,351.44,349.89,368.67,350.51,386.61,362.8,379.99,388.96,333.16,332.05,336.47,327.37,348.38,387.36,371.17,380.13,354.93,354.23,312.97,327.61,301.52,301.72,299.96,313.54,294.26,288.84,262.96,285.49,306.41,275.12,302.69,282.58,266.22,214.54,278.04,274.46,286.95,278.39,260.44,277.55,296.51,305.94,307.99,259.87,295.04,265.67,274.64,241.25,274.08,225.07,242.27,242.47,200.71,203.82,257.24,207.94,203.09,151.3,144.01,136.84,123.31,131.48,131.17,87.206,132.1,129.26,147.65,141.19,136.12,130.84,152.03,144.94,160.59,157.56,171.64,160.03,157.21,132.15,135.81,133.53,110.19,112.88,84.9,65.251,75.033,12.965,38.245,28.663,10.967
468,C,False,164.26,166.92,160.2,173.28,172.11,172.42,172.97,174.61,155.84,178.75,141.73,167.76,186.85,183.61,196.57,219.15,217.64,223.36,215.05,225.89,232.95,148.99,203.07,219.31,207.72,216.58,216.52,215.27,215.0,136.03,130.02,120.35,147.87,173.23,157.91,156.42,165.34,154.02,172.63,167.49,169.97,154.31,149.91,137.74,165.85,17.96,13.227,150.93,32.538,138.7,14.925,13.387,18.72,28.57,27.041,9.7564,55.695,12.898,6.2199,1.2947,15.848,22.89,38.192,31.37,48.161,16.239,56.686,9.2113,5.8773,5.9822,9.1961,23.825,29.994,28.259,47.345,29.045,50.961,32.598,57.335,18.103,19.657,90.339,31.126,91.016,89.561,102.37,99.117,109.04,102.99,108.44,113.79,97.851,115.02,116.04,126.24,17.307,37.33,54.771,18.594,15.002,115.35,32.674,30.137,77.247,132.64,110.66,91.874,68.689,101.48,74.048
469,C,False,10.487,17.194,20.805,8.0604,14.704,13.437,5.8708,12.096,0.46426,4.3489,7.463,8.2025,14.41,17.714,24.92,15.927,22.231,15.43,6.9444,24.522,40.214,32.334,29.286,44.515,36.869,22.927,5.4663,8.0141,1.2165,28.655,2.743,11.363,12.801,7.6982,17.924,0.11151,3.0053,8.1505,16.645,20.716,11.49,12.046,28.545,13.815,15.148,23.908,24.0,11.605,29.295,31.578,33.741,37.66,27.903,16.292,40.502,26.798,34.877,33.698,38.779,81.06,94.585,103.29,95.896,100.81,105.66,109.03,72.28,80.599,74.918,87.701,80.11,97.17,98.453,59.536,66.17,75.853,81.27,83.782,70.034,76.553,74.872,84.128,89.171,79.748,89.434,100.2,114.0,131.34,114.49,139.55,143.99,118.03,139.0,138.19,133.28,143.72,142.37,91.384,114.32,114.98,149.04,138.55,148.43,180.67,92.548,137.47,130.41,116.44,131.48,156.63
470,C,False,370.59,355.58,364.33,371.34,364.44,358.27,363.48,377.87,371.76,351.44,349.89,368.67,350.51,386.61,362.8,379.99,388.96,333.16,332.05,336.47,327.37,348.38,387.36,371.17,380.13,354.93,354.23,312.97,327.61,301.52,301.72,299.96,313.54,294.26,288.84,262.96,285.49,306.41,275.12,302.69,282.58,266.22,214.54,278.04,274.46,286.95,278.39,260.44,277.55,296.51,305.94,307.99,259.87,295.04,265.67,274.64,241.25,274.08,225.07,242.27,242.47,200.71,203.82,257.24,207.94,203.09,151.3,144.01,136.84,123.31,131.48,131.17,87.206,132.1,129.26,147.65,141.19,136.12,130.84,152.03,144.94,160.59,157.56,171.64,160.03,157.21,132.15,135.81,133.53,110.19,112.88,84.9,65.251,75.033,12.965,38.245,28.663,10.967,0.45958,15.25,36.265,21.537,43.547,35.155,55.696,66.218,45.79,41.366,67.659,91.064
471,C,False,170.89,169.34,134.15,145.31,146.12,151.32,140.53,130.9,138.75,152.77,128.08,148.66,153.49,176.45,169.06,162.92,179.11,152.56,173.63,161.74,169.74,153.02,176.01,148.41,171.48,165.41,150.58,174.56,153.44,139.67,152.53,158.41,165.31,171.62,150.19,139.7,150.63,144.05,151.7,172.54,150.82,119.23,141.36,127.2,132.21,120.49,92.204,96.905,110.82,103.71,125.74,104.05,120.85,121.97,111.93,138.5,140.54,153.4,162.15,169.1,192.64,209.21,214.71,219.84,251.11,235.78,239.18,262.64,242.17,243.1,269.68,279.74,260.84,279.68,233.71,237.01,247.38,237.48,236.82,205.41,210.83,191.81,174.87,164.97,168.18,191.28,178.25,206.7,199.51,187.7,203.33,194.54,199.08,198.51,184.78,179.53,205.28,215.77,193.69,204.42,178.53,195.28,209.12,200.96,207.22,196.81,193.42,179.71,159.71,141.93
472,C,False,369.78,395.25,403.49,401.11,401.3,457.57,452.84,449.72,437.64,430.19,427.16,451.81,422.78,418.92,394.94,377.1,409.71,383.7,348.4,335.97,376.01,376.31,363.27,340.73,363.71,378.07,393.24,372.43,407.0,414.04,406.88,415.6,393.41,407.41,388.77,418.72,405.21,434.78,434.13,432.36,438.75,412.58,420.3,416.33,421.7,378.96,365.5,380.69,391.05,396.16,382.96,347.4,395.31,396.69,421.66,400.4,429.79,443.83,433.38,438.55,495.32,514.38,511.69,505.93,538.68,542.34,540.85,559.88,530.31,505.93,492.37,492.59,488.21,459.18,471.25,453.48,449.12,434.53,418.65,413.51,410.16,399.38,380.91,396.64,406.75,382.61,380.42,386.68,396.16,414.47,437.02,429.88,384.21,373.7,395.94,389.4,401.7,383.72,382.95,418.76,435.38,377.45,378.36,358.39,309.27,316.85,320.8,338.51,303.59,270.41
473,C,False,39.244,40.422,33.641,31.771,45.49,35.882,40.123,33.575,42.787,34.779,28.324,33.715,24.978,25.11,30.461,22.978,32.608,41.427,31.895,27.828,36.095,39.866,38.626,36.398,26.581,40.595,32.253,36.392,35.638,40.297,35.223,35.039,30.724,24.139,24.059,21.533,10.301,1.5738,6.3603,8.199,16.38,11.212,18.719,14.292,15.362,0.82523,4.9103,1.9486,1.5489,0.63328,6.6669,3.2549,0.20992,17.803,12.461,15.244,5.8647,4.9355,2.2746,5.004,0.76143,5.9357,0.67546,0.64233,1.4197,2.206,0.94752,7.0076,3.4796,3.4086,3.7572,4.9566,3.6302,7.2804,9.6371,7.7212,4.7421,18.248,1.814,9.2646,5.4168,22.553,11.11,21.616,33.537,14.53,29.343,25.586,26.956,29.508,33.55,35.734,28.359,35.104,45.139,36.557,40.242,44.219,53.325,43.837,39.6,40.248,25.434,23.546,18.522,25.791,23.805,19.503,14.885,31.853
474,C,False,1.46,3.8286,0.29052,3.7908,5.9798,8.4298,14.99,15.09,13.027,17.247,18.974,19.355,20.917,16.425,21.671,28.259,28.064,17.577,19.105,13.752,22.205,6.4518,11.554,9.5884,11.42,11.383,9.7315,10.22,5.005,8.687,2.2941,1.3551,0.3405,2.9577,1.9551,2.0783,3.3401,0.061353,1.0211,2.0938,2.5502,2.8952,1.0332,4.0497,4.0167,2.5487,1.6779,3.4824,6.4596,6.983,12.934,5.7615,11.184,13.595,12.122,0.75203,5.4628,5.6059,5.8383,3.7593,8.6149,1.39,1.5177,2.5626,0.94642,0.25528,3.3821,3.1925,1.3438,13.769,19.138,25.516,33.441,29.034,32.011,31.754,31.741,22.761,24.809,30.403,31.529,42.427,37.968,38.971,33.211,28.757,29.271,17.715,25.552,25.135,13.556,17.801,29.896,21.292,24.5,16.799,19.482,22.556,19.559,15.382,13.466,18.476,7.0807,16.477,14.911,15.521,19.284,23.16,18.115,21.351
475,C,False,457.35,470.64,489.57,489.23,497.19,454.43,415.85,461.43,494.24,492.08,482.58,454.66,435.16,455.1,442.84,453.51,453.81,507.88,541.77,553.86,540.84,489.21,526.96,515.39,535.37,462.53,559.42,556.07,605.98,521.9,539.15,410.74,443.18,496.53,478.55,460.03,395.68,461.17,477.61,483.15,467.82,471.4,507.85,447.38,499.63,469.75,470.57,448.67,491.21,462.27,493.41,474.37,424.07,415.77,493.49,549.03,528.62,512.57,553.53,574.26,565.58,624.35,539.21,580.34,442.97,508.84,629.43,627.48,750.58,586.14,598.06,589.04,659.75,598.88,621.26,678.38,739.02,636.95,682.72,666.06,670.55,728.17,760.6,715.91,669.46,694.72,740.51,768.3,750.16,788.66,770.35,753.63,812.1,632.44,779.09,738.38,717.64,694.23,686.57,732.82,799.07,796.29,743.77,719.77,758.62,817.06,756.01,692.35,724.44,709.52
476,C,False,2.9433,6.9334,9.773,14.632,20.489,29.581,32.221,25.68,37.663,43.788,35.172,68.005,71.475,68.425,59.944,69.745,39.484,61.555,49.174,51.909,57.837,63.753,51.952,62.169,62.597,62.144,51.744,53.43,55.676,68.043,55.448,64.09,60.443,73.281,65.343,62.821,75.686,72.332,65.012,66.353,68.776,54.204,61.254,44.352,53.566,42.644,40.875,55.004,45.967,55.723,68.096,52.023,48.446,78.2,65.874,55.323,50.958,69.849,71.553,65.351,77.565,72.093,72.714,76.397,75.137,82.609,81.974,99.839,106.71,84.087,92.115,113.96,109.05,93.427,124.56,144.3,148.44,140.4,124.16,57.617,156.24,154.22,123.18,89.199,119.53,99.005,121.48,136.43,50.976,22.608,86.603,193.75,146.38,144.63,117.61,109.82,141.06,154.59,107.79,198.68,176.97,180.53,166.76,170.45,124.61,120.83,105.34,52.775,117.88,177.41
477,C,False,143.88,137.05,132.48,151.94,144.78,147.17,154.99,160.42,161.07,168.26,157.67,176.05,177.39,178.17,172.5,178.56,175.8,183.76,192.2,197.21,193.32,221.22,218.4,207.89,195.84,219.54,231.49,219.94,227.49,232.19,250.82,261.79,256.5,262.78,255.11,246.52,238.61,245.47,242.75,264.11,288.29,292.9,284.76,277.08,270.86,283.03,282.6,277.11,285.11,280.55,245.07,241.0,259.14,267.76,269.13,278.89,291.42,300.49,303.68,306.75,309.36,316.65,312.4,308.1,309.99,314.25,315.3,295.88,297.07,299.79,306.47,284.74,296.48,283.32,292.28,296.1,297.32,299.47,293.43,286.97,281.46,269.33,269.87,257.56,253.25,264.83,252.33,249.58,251.3,242.22,255.31,313.06,305.35,304.6,312.22,315.36,319.42,323.51,311.95,318.83,322.82,317.27,322.08,321.81,327.1,338.07,334.61,340.25,348.9,349.58
478,C,False,47.089,39.509,39.806,46.189,35.408,23.739,21.821,25.298,12.154,16.505,31.959,5.6034,27.058,48.121,47.665,49.128,47.849,53.472,44.347,46.321,44.077,59.75,68.425,70.334,81.85,86.317,91.766,98.22,104.04,101.57,104.38,104.61,82.616,83.373,73.988,45.482,62.375,51.264,35.003,50.721,59.983,50.297,51.04,43.773,37.931,12.708,3.592,13.929,24.567,27.327,25.373,28.264,33.166,39.202,34.504,34.323,20.167,26.784,14.406,15.782,22.294,23.621,18.873,13.467,38.951,18.521,18.554,28.483,16.116,8.2622,3.9892,16.741,18.415,15.447,11.169,31.714,32.962,38.485,30.216,16.964,31.074,1.7971,10.036,21.362,10.294,19.292,17.251,5.2555,32.246,23.913,11.149,2.4997,17.961,19.558,8.8545,4.4962,9.3,1.3701,1.7964,9.9385,3.2751,4.7857,2.1034,9.2074,18.983,17.153,23.676,30.438,25.206,29.294
479,C,False,112.67,114.9,118.92,131.99,133.42,149.4,134.98,140.7,132.06,144.14,131.74,134.53,152.28,146.67,145.19,163.72,165.53,156.61,169.34,146.06,153.09,137.49,129.29,135.27,130.63,140.26,136.91,142.48,143.8,134.21,122.97,140.13,133.78,125.06,120.3,120.13,133.02,130.95,130.97,142.72,145.83,153.65,149.55,174.54,172.33,171.01,144.05,161.65,153.07,143.19,147.9,169.47,185.85,158.66,148.66,155.64,164.6,151.37,134.08,152.59,136.84,140.99,127.18,128.55,126.57,113.15,125.9,137.69,123.62,126.55,145.63,126.31,121.96,112.53,112.2,117.08,138.27,134.3,121.73,108.47,131.57,135.6,113.8,114.99,127.59,126.0,140.77,138.21,114.74,121.84,127.08,112.67,116.62,115.12,105.76,93.182,106.05,101.72,99.619,102.63,85.543,89.519,79.876,99.272,92.554,97.173,99.135,107.62,103.3,89.518
480,C,False,73.566,66.3,30.897,10.431,16.376,61.462,54.319,43.603,40.532,55.612,67.746,67.127,101.0,45.143,60.861,74.945,10.363,29.564,62.246,43.585,45.327,59.257,16.255,61.059,24.382,32.439,64.379,11.952,1.2484,84.272,30.484,36.725,39.289,23.493,8.2277,111.42,84.202,84.156,9.2726,35.565,42.938,104.7,64.925,6.5474,13.243,23.426,87.041,89.251,89.496,211.18,67.496,108.25,41.676,8.2694,52.856,25.986,63.206,15.028,32.731,8.7497,53.748,133.91,14.873,4.5245,43.993,8.8723,21.585,20.289,51.029,6.6465,34.356,66.284,16.177,35.649,38.565,38.255,15.683,12.773,51.737,33.692,19.348,58.928,38.521,32.835,35.973,71.468,46.963,56.651,79.949,53.012,54.967,41.671,61.174,58.218,62.405,77.444,8.5664,54.492,61.566,48.527,55.316,35.883,41.388,23.875,26.875,44.441,1.8145,10.915,16.344,0.94437
481,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028854,0.97563,0.1123,2.9519,0.66761,0.29276,2.8507,1.871,0.34585,1.6437,1.0508,1.1698,1.018,5.4131,5.0122,0.53545,7.0661,10.99,5.0229,6.9224,7.6661,2.7362,12.067,22.9,17.817,2.8575,7.0818,37.663,27.093,38.394,30.534,38.301,45.851,59.226,71.055,35.831,43.196,31.856,23.975,76.335,85.837,35.373,103.32,8.363,11.139,94.816,99.741,89.805,16.561,22.316,11.57,87.997,83.752,77.968,85.311,82.872,89.306,83.071,87.648,87.18,86.942,29.785,79.033,74.179,73.336,77.694,77.87,81.163,78.115,78.686,70.249,78.103,80.115,81.543,88.582,89.767,83.115,77.676,77.639,77.467,80.058,71.08,64.775,73.403,72.334,79.159,70.731,70.744,81.833,91.395,82.869,93.042,88.76,98.893,91.645,81.902,102.65,81.946,87.375,90.333,110.24,93.058,97.665
482,C,False,8.2482,10.309,11.592,9.0504,11.621,11.267,10.79,13.996,12.735,17.087,10.916,13.303,10.616,13.865,15.787,17.656,25.351,26.35,28.295,28.642,34.1,34.486,29.871,27.773,30.813,24.667,22.381,22.891,22.585,20.631,23.417,22.973,18.298,16.876,16.082,16.009,19.326,12.881,16.001,16.076,15.615,15.102,11.845,13.89,17.6,18.279,17.278,12.553,16.335,15.427,12.292,6.195,10.609,14.057,8.1593,10.5,8.1655,2.8171,1.5936,6.5016,10.045,4.3119,11.256,12.191,7.7349,6.4518,3.7486,0.93245,1.9989,6.3905,13.373,9.9421,13.641,14.778,12.692,13.458,11.207,10.083,7.1891,5.644,1.4466,4.4855,2.2757,0.73589,0.19391,7.1451,0.727,0.97273,2.8835,1.6173,2.3093,3.1373,3.2356,2.4615,1.9934,1.5616,3.3005,7.4876,4.2939,6.3384,9.3234,2.5775,1.4139,7.7882,2.7399,0.5895,11.125,11.798,7.0747,6.2427
483,C,False,42.326,44.972,46.014,43.596,45.881,40.879,40.652,41.162,44.892,42.893,44.321,46.049,44.319,39.516,52.579,55.28,61.366,68.106,74.561,56.252,84.731,84.203,163.83,65.779,90.385,87.452,86.623,93.971,94.765,91.326,88.058,86.966,85.275,85.962,91.321,80.185,84.14,87.946,94.473,93.515,101.24,99.544,98.627,87.037,101.32,106.47,95.086,98.021,92.289,94.903,94.675,87.661,90.73,100.33,103.96,110.01,115.95,110.52,114.46,113.88,125.22,115.61,117.42,116.73,113.46,118.52,116.59,126.79,117.31,249.76,174.85,121.89,131.16,103.3,130.35,142.67,145.22,120.38,153.48,194.16,146.29,161.83,158.94,152.41,167.56,162.95,162.18,147.03,153.07,152.65,148.7,144.01,146.61,159.2,147.29,104.72,152.8,142.69,147.81,150.05,155.84,167.66,164.31,129.67,159.76,161.67,162.55,158.81,157.79,171.82
484,C,False,40.298,54.571,27.393,51.751,59.8,24.425,62.367,72.635,60.772,75.704,69.195,62.624,67.799,70.517,71.482,71.737,77.283,73.707,69.65,67.871,62.232,78.655,64.975,72.09,75.617,77.557,78.871,76.288,105.66,81.511,80.097,103.41,109.73,85.959,79.924,78.019,104.25,104.23,104.29,82.072,82.618,93.345,69.722,87.31,80.047,86.654,95.66,75.934,82.784,74.419,81.581,66.458,58.143,60.717,66.994,66.818,61.005,60.099,61.959,61.743,68.249,48.985,48.834,51.669,53.579,70.297,64.253,79.476,69.46,98.219,82.104,73.219,98.322,80.815,75.624,88.921,93.442,96.377,94.365,98.34,107.34,93.041,101.02,92.989,105.88,97.246,86.368,99.476,90.78,102.62,96.007,86.384,92.495,86.449,85.69,91.076,89.532,86.236,121.38,96.574,91.035,97.704,98.011,101.6,71.195,69.069,62.809,68.508,44.452,29.982
485,C,False,101.07,94.403,93.865,93.268,76.911,77.471,94.531,92.322,104.13,100.23,90.043,84.234,74.23,77.165,66.293,74.325,72.462,68.029,61.9,64.147,57.804,53.825,67.904,52.972,58.769,51.904,59.449,59.778,61.401,66.514,66.813,75.266,89.652,97.384,97.322,106.09,99.749,112.92,106.71,102.68,97.751,93.38,95.688,88.038,94.382,91.712,93.946,96.322,81.113,78.277,87.888,85.932,80.403,79.099,93.654,81.765,72.848,87.412,84.617,90.896,87.765,89.081,92.992,88.39,92.755,87.565,92.56,106.03,102.43,94.041,102.03,101.57,111.94,114.08,107.39,108.23,118.88,131.85,124.7,126.09,130.8,130.22,131.12,147.31,144.03,141.57,139.11,134.27,124.75,131.46,139.99,137.03,131.6,132.62,147.05,132.19,135.63,145.59,144.7,154.76,159.99,169.55,157.01,172.55,169.73,165.99,168.9,172.14,185.84,174.29
486,C,False,32.846,36.177,36.083,30.078,30.053,35.145,36.643,29.908,34.197,38.03,35.455,36.298,30.93,37.127,36.764,34.856,41.304,35.425,34.811,26.259,17.857,21.397,32.747,24.196,24.285,29.713,35.228,21.932,22.602,18.66,18.77,35.663,36.157,36.958,37.325,46.601,34.181,38.123,32.684,35.529,32.439,24.865,27.009,26.164,20.319,12.677,15.026,25.223,13.976,15.012,15.694,14.902,23.246,20.838,18.679,25.383,20.922,22.642,14.039,19.744,19.198,6.7205,17.943,10.545,3.7057,13.475,18.912,17.491,8.7493,15.568,5.6431,6.6634,11.171,10.341,12.68,5.9326,10.635,3.8754,3.2946,7.5816,2.2063,0.094568,0.026371,9.4147,5.8946,10.159,8.6078,11.484,9.8689,1.2827,2.3497,7.8486,0.015367,2.2989,3.1739,2.5923,0.54575,4.8915,10.292,1.2704,0.3992,1.6333,4.6509,12.717,4.44,5.8063,6.0191,9.3841,11.399,10.088
