,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15
195,M,False,10.088,10.07,10.258,10.373,10.289,10.431,10.361,10.422,10.307,10.345,10.317,10.351,10.337,10.436,10.324
196,M,True,10.33,10.454,10.329,10.299,10.401,10.445,10.392,10.246,10.447,10.27,10.287,10.246,10.188,10.177,10.046
197,M,False,9.9162,10.034,9.8708,10.04,10.176,10.292,10.254,10.376,10.425,10.475,10.697,10.603,10.628,10.7,10.724
198,M,False,11.155,11.167,11.117,10.921,10.813,10.929,10.95,10.89,11.196,11.102,10.859,10.831,10.717,10.674,10.655
199,M,False,7.1907,7.2131,7.2419,7.2051,7.244,8.2044,8.3383,8.3921,16.524,23.578,23.53,23.599,23.275,24.891,25.547
200,M,True,10.58,10.569,10.615,10.64,10.502,10.562,10.587,10.581,10.623,10.554,10.642,10.563,10.594,10.442,10.456
201,M,True,12.411,12.513,12.437,12.393,12.523,12.632,12.552,12.607,12.476,12.464,12.522,12.509,12.464,12.452,12.46
202,M,False,12.48,12.507,12.886,12.68,12.994,13.093,13.162,13.233,13.126,13.04,13.268,13.201,13.491,13.362,13.408
203,M,False,13.491,13.362,13.408,13.373,13.78,13.668,13.348,13.548,13.674,13.72,13.72,13.657,13.711,13.763,13.507
204,M,True,10.855,10.904,10.907,10.861,10.524,10.552,10.666,10.769,10.555,10.6,10.588,10.516,10.563,10.616,10.361
205,M,False,10.114,10.098,10.168,10.094,10.18,10.254,10.201,10.146,10.125,9.9761,9.9645,9.8386,9.8166,9.9191,9.9017
206,M,False,10.254,10.201,10.146,10.125,9.9761,9.9645,9.8386,9.8166,9.9191,9.9017,9.8677,9.8797,9.807,9.6097,9.6487
207,M,False,17.011,16.866,16.805,16.783,16.595,16.621,16.609,16.754,16.713,16.433,16.523,16.624,16.663,16.615,16.596
208,M,False,26.572,26.657,26.924,26.861,26.89,27.97,23.945,27.186,26.97,27.041,27.095,27.23,27.519,27.353,27.329
209,M,False,23.839,23.75,23.906,22.55,21.862,21.054,20.11,20.539,20.353,20.118,19.759,19.778,19.374,19.476,19.327
210,M,True,58.527,58.242,28.683,53.217,53.378,53.219,53.306,53.624,53.254,54.147,53.508,53.82,54.021,54.079,53.515
211,M,False,52.661,51.625,51.474,51.035,51.224,50.522,51.259,51.029,51.428,50.817,50.931,50.671,51.247,51.525,51.385
212,M,False,45.916,45.665,45.517,44.762,44.626,44.581,44.604,44.59,44.672,44.97,44.687,44.675,44.427,44.329,44.987
213,M,False,73.076,72.033,72.489,72.684,72.551,73.836,72.801,71.974,73.046,73.202,72.729,72.989,74.441,76.443,75.982
214,M,False,4.7198,3.1583,4.5817,5.523,6.6586,6.2006,9.5497,8.409,5.8993,7.9298,11.009,7.361,9.4205,12.277,7.8238
215,M,False,4.5817,5.523,6.6586,6.2006,9.5497,8.409,5.8993,7.9298,11.009,7.361,9.4205,12.277,7.8238,3.8738,10.074
216,M,False,19.36,19.106,18.938,18.986,18.869,18.661,18.481,19.013,18.642,18.318,18.276,18.022,17.463,17.53,17.384
217,M,False,31.696,31.4,32.289,30.73,31.609,30.965,30.626,29.634,29.994,30.334,30.702,30.603,31.043,30.324,28.911
218,M,False,16.677,16.841,16.827,16.517,16.819,16.791,16.742,16.852,17.333,17.372,17.461,17.82,17.992,17.907,17.674
219,M,True,5.2901,5.4755,5.3283,5.5236,6.0605,6.7556,7.3863,8.0067,9.1637,9.9564,11.565,11.304,12.182,12.863,15.382
220,M,True,16.525,14.47,14.148,14.193,14.073,14.218,14.494,14.258,14.043,13.831,13.67,13.87,13.512,13.28,13.262
221,M,True,104.98,110.78,0.0,0.0,113.8,0.0,0.0,113.93,0.0,113.98,117.17,8.5664,8.8376,8.8251,8.7361
222,M,False,8.7361,8.5237,8.5405,8.6391,8.5344,8.4332,8.5453,8.5595,8.4567,8.4069,8.3672,8.5107,8.5461,8.6062,0.0
223,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,M,False,6.7732,6.8083,6.6388,6.4986,6.5185,6.4351,6.3462,6.4465,6.4446,6.4216,6.3957,6.5428,6.5563,6.6526,6.7067
225,M,False,7.5652,7.4881,7.5345,7.534,7.6728,7.694,7.5439,7.5709,7.542,7.5421,7.6472,7.5406,7.5794,7.6148,7.6625
226,M,True,20.861,21.556,22.088,21.571,21.09,22.365,21.933,22.721,22.449,22.86,22.621,22.631,22.76,22.141,20.998
227,M,False,15.824,15.654,15.897,15.728,15.476,15.116,14.717,14.946,14.703,14.869,14.905,15.44,15.529,15.414,15.522
228,M,False,13.195,13.187,12.846,12.929,13.121,13.163,12.883,13.105,12.787,13.081,13.166,13.149,13.342,12.964,13.111
229,M,False,32.74,34.029,32.627,32.229,32.718,35.599,34.79,34.57,36.378,37.545,38.576,40.006,41.098,39.214,37.729
230,M,False,13.982,13.878,13.637,13.365,13.449,13.463,13.307,13.411,13.258,13.523,13.559,13.74,13.62,13.429,13.531
231,M,False,14.03,14.153,14.181,13.929,14.095,14.187,14.592,14.575,14.661,14.555,14.468,14.353,14.456,14.659,14.456
232,M,True,15.704,15.688,15.771,15.77,15.75,15.79,15.715,15.705,15.776,15.63,15.615,15.596,15.51,15.482,15.441
233,M,False,14.796,14.852,14.913,14.978,14.805,14.749,14.764,14.544,14.484,14.355,14.241,14.345,14.469,14.489,14.48
234,M,True,4.6924,5.8008,5.9401,5.6641,5.7601,6.9053,6.5248,5.9474,5.9599,5.5369,5.3793,5.7748,5.6109,5.747,5.5264
235,M,False,4.9591,4.3456,4.1012,4.652,4.5223,4.3482,4.38,4.6525,4.9049,4.7977,4.8872,4.8257,4.7504,4.8187,4.8534
236,M,False,36.792,36.861,35.777,36.039,38.611,38.772,37.495,40.451,39.261,38.408,38.716,35.348,32.688,29.29,27.518
237,M,False,9.8078,9.732,9.6071,9.6201,10.07,9.7062,9.2298,9.489,9.4904,9.7677,11.534,10.701,11.304,10.773,10.538
238,M,False,11.144,11.343,11.331,11.219,11.005,11.318,11.349,11.259,11.374,11.434,11.631,11.478,11.117,10.954,10.944
239,M,False,10.483,10.404,10.375,10.359,10.165,10.189,10.208,10.131,10.009,10.271,10.351,10.337,10.472,10.55,10.376
240,M,False,11.941,12.237,12.588,12.404,12.503,12.549,12.372,12.483,12.685,12.378,12.532,12.877,12.683,12.667,12.855
241,M,False,20.594,20.294,20.608,21.039,20.892,21.005,21.071,21.33,20.937,21.32,20.942,21.488,21.303,21.819,21.963
242,M,False,27.628,27.337,27.869,25.803,26.47,26.534,26.757,26.874,26.351,25.999,24.964,23.724,24.708,23.751,23.078
243,M,True,16.632,16.689,16.946,16.703,17.183,16.812,16.947,17.122,17.235,16.503,16.359,16.684,16.228,16.601,16.495
244,M,False,17.504,17.25,16.914,16.965,16.972,17.745,17.508,17.436,17.339,17.558,17.919,18.179,17.987,18.102,17.988
245,M,False,3.9599,4.0947,3.9781,4.041,4.0762,4.0792,4.1189,4.191,4.3253,4.2717,4.211,4.3456,4.353,4.0943,3.978
246,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,M,False,12.822,12.861,12.75,12.825,12.693,12.773,12.938,12.887,8.174,8.3657,12.876,13.072,7.6343,12.984,8.1397
248,M,False,18.304,18.02,17.87,17.952,18.294,18.476,18.401,18.384,18.974,19.153,19.231,19.033,18.964,19.004,18.759
249,M,False,45.868,57.848,60.997,50.107,54.417,46.465,36.363,33.577,39.072,34.167,39.776,32.262,33.504,41.166,32.86
250,M,False,101.82,0.0,0.0,0.0,93.844,89.98,91.357,97.433,109.31,0.0,108.94,95.291,84.574,94.503,91.15
251,M,False,44.53,43.544,45.294,45.523,40.298,43.846,46.112,49.116,47.11,46.684,51.725,53.853,53.263,55.711,50.593
252,M,False,31.212,31.817,32.169,32.267,32.205,31.993,32.416,31.296,30.596,32.526,32.402,32.656,31.564,32.666,31.955
253,M,True,5.1282,4.997,4.864,4.7538,4.8087,4.6707,3.5194,3.6407,4.7382,4.4392,4.4383,4.471,4.7173,5.2013,3.9257
254,M,False,4.7538,4.8087,4.6707,3.5194,3.6407,4.7382,4.4392,4.4383,4.471,4.7173,5.2013,3.9257,3.9199,3.8638,3.9728
255,M,False,18.952,20.128,19.767,21.691,22.306,21.241,23.14,20.327,27.242,31.094,33.972,33.226,32.957,54.89,33.287
256,M,False,25.608,26.333,27.071,26.307,26.457,27.171,27.226,27.206,27.036,26.828,26.811,27.639,27.613,27.248,27.184
257,M,True,27.492,26.991,27.231,27.733,27.961,28.077,27.658,28.016,28.023,28.084,27.547,27.632,27.5,27.422,27.612
258,M,False,27.128,27.206,27.164,27.546,27.602,28.099,28.387,28.844,29.405,29.116,29.813,29.605,29.73,29.814,30.092
259,M,True,17.72,17.409,17.842,17.469,19.965,20.356,19.504,19.255,18.634,18.217,17.695,17.126,16.839,16.693,16.164
260,M,False,11.313,11.394,11.359,11.51,11.319,11.548,11.443,11.483,11.437,10.997,11.167,11.154,11.007,10.935,10.833
261,M,True,11.123,11.104,10.784,10.972,11.02,11.106,11.261,11.388,11.327,11.471,11.389,11.414,10.987,11.133,10.983
262,M,True,9.4941,9.4657,9.3487,9.3687,9.162,9.2813,9.31,9.3618,9.3028,9.3361,9.3434,9.1475,9.2149,9.1789,9.0026
263,M,False,8.9011,8.9559,8.9516,8.9109,8.9523,8.7674,8.8358,8.7546,8.7548,8.5897,8.5557,8.6182,8.6931,8.5342,8.4874
264,M,False,8.9516,8.9109,8.9523,8.7674,8.8358,8.7546,8.7548,8.5897,8.5557,8.6182,8.6931,8.5342,8.4874,8.4482,8.3705
265,M,False,18.99,19.091,19.634,20.325,20.075,20.861,21.08,20.968,21.371,21.143,20.73,20.874,21.145,20.804,19.842
266,M,False,8.6303,8.7089,8.6722,8.7236,8.8131,8.8357,8.8025,8.8607,9.0441,9.0131,8.9795,9.0165,9.1482,9.216,9.2294
267,M,False,8.7236,8.8131,8.8357,8.8025,8.8607,9.0441,9.0131,8.9795,9.0165,9.1482,9.216,9.2294,9.2782,9.2647,9.1626
268,M,True,4.3915,4.3923,1.8284,1.724,3.4265,1.382,1.136,1.48,1.2739,1.3115,4.3769,2.1944,1.7808,2.4235,1.6321
269,M,True,17.918,21.008,23.044,32.251,27.505,22.455,31.51,19.164,19.013,31.754,28.093,30.513,30.487,33.3,27.322
270,M,True,11.464,11.337,11.408,11.081,11.307,10.973,11.005,10.987,10.789,11.08,11.02,11.176,11.135,11.336,10.645
271,M,False,5.6085,5.5294,5.8321,5.6421,5.8927,6.1213,6.4999,6.7302,6.9132,10.138,8.2089,10.889,10.596,10.401,6.3479
272,M,False,6.602,6.522,6.3192,7.1405,7.1534,6.486,9.2493,9.4505,6.4887,8.9714,8.8294,9.0387,9.4294,9.9914,9.9495
273,M,False,6.4887,8.9714,8.8294,9.0387,9.4294,9.9914,9.9495,10.02,9.6091,9.8108,9.9969,10.481,10.042,9.8901,9.5453
274,M,False,5.4502,5.5694,5.5508,5.3943,5.4192,5.3717,5.3752,5.2176,5.2168,5.3036,5.2683,5.2385,5.2458,5.3777,5.4103
275,M,True,14.567,14.785,14.716,14.593,14.596,14.62,14.444,14.665,14.675,14.795,14.718,14.611,14.537,14.593,14.612
276,M,False,12.102,12.297,12.254,12.085,12.547,12.288,12.35,12.661,12.413,12.385,12.665,12.758,12.366,12.269,12.034
277,M,False,26.314,26.316,26.334,26.393,26.246,26.165,26.151,26.173,26.19,26.25,26.122,26.224,26.489,26.406,26.502
278,M,False,13.03,12.935,12.837,12.626,13.077,13.077,13.18,12.792,12.933,12.359,12.282,12.5,12.186,11.985,12.095
279,M,True,7.7652,7.6836,7.6395,7.6707,7.6635,7.67,7.723,7.7101,7.6972,7.7056,7.6602,7.6945,7.6274,7.6007,7.6091
280,M,False,7.6395,7.6707,7.6635,7.67,7.723,7.7101,7.6972,7.7056,7.6602,7.6945,7.6274,7.6007,7.6091,7.6574,7.7123
281,M,False,12.968,13.141,13.078,13.125,12.932,12.546,12.595,12.643,12.663,12.727,13.316,12.936,12.21,12.125,12.203
282,M,False,87.035,105.03,102.11,104.36,105.18,107.44,108.65,107.67,89.663,88.964,95.791,92.667,91.095,95.136,84.554
283,M,False,11.217,11.405,11.284,11.349,11.172,11.159,11.253,11.216,11.241,11.234,11.286,11.243,11.355,11.283,11.247
284,M,True,12.009,12.068,12.107,12.147,12.165,12.176,12.24,12.123,12.208,12.172,12.316,12.37,12.277,12.229,12.131
285,M,False,12.095,12.215,12.248,12.116,12.066,12.197,12.315,12.431,12.634,12.57,12.729,12.64,12.615,12.702,12.782
286,M,True,14.081,13.899,13.693,13.759,13.856,13.965,14.013,14.032,14.157,14.162,14.154,14.01,13.9,14.19,13.96
287,M,True,11.772,11.593,11.546,11.598,11.379,11.273,11.435,11.604,11.411,11.519,11.396,11.428,11.251,11.24,11.219
288,M,True,11.155,11.318,11.338,11.334,11.136,11.291,11.216,11.203,11.272,11.253,11.289,11.281,11.097,11.089,10.964
289,M,True,10.677,10.708,10.687,10.683,10.683,10.774,10.715,10.835,10.885,10.776,10.683,10.855,10.742,10.735,10.729
290,M,True,11.336,11.366,11.533,11.409,11.511,11.483,11.578,11.537,11.495,11.463,11.556,11.489,11.564,11.594,11.461
291,M,False,9.4432,9.4832,9.341,8.8967,8.8605,8.5161,8.5704,8.6109,8.6691,9.1918,8.9116,9.0721,9.1371,9.111,9.0151
292,M,False,7.6135,8.5938,8.0852,7.5576,7.7046,8.4963,7.4976,8.1375,7.3673,7.8941,7.9004,8.3521,8.1757,9.2769,10.022
293,M,False,24.141,23.467,23.51,23.623,24.019,23.822,24.185,24.624,24.715,24.567,25.051,24.537,24.356,24.095,23.679
294,M,False,2.7417,2.7472,2.5407,2.5873,2.7247,2.6268,2.7066,2.8982,2.7512,2.8942,2.8,2.7959,2.838,2.7435,2.7322
295,M,True,8.7515,8.9826,8.9662,9.0497,9.0497,9.272,9.4252,9.3966,9.2484,9.3693,9.5909,9.594,10.011,10.193,10.509
296,M,True,10.63,11.001,10.854,11.02,11.162,11.223,11.396,11.03,11.124,10.93,10.941,11.043,11.521,11.375,11.399
297,M,False,9.1579,9.3051,9.4374,9.6806,9.6543,9.8799,9.7274,10.043,9.918,9.9937,10.03,10.098,9.8533,9.9792,9.7363
298,M,False,12.456,9.6624,12.899,8.076,7.0005,4.9132,4.2533,7.0433,5.5742,6.2731,5.5396,4.886,6.7221,3.3188,6.6221
299,M,True,2.8522,2.9079,2.6708,4.845,3.0026,2.2568,1.9002,1.9076,2.0795,2.0794,2.4531,1.9442,2.5447,2.2315,2.6353
300,M,False,2.3896,2.3889,2.3451,2.3488,2.3413,2.3168,2.3483,2.2993,2.3584,3.2241,3.3697,3.3432,3.3647,7.8452,8.0439
301,M,False,29.211,28.151,29.393,28.396,29.834,29.274,29.824,30.402,30.699,29.188,30.299,30.482,29.436,28.958,30.25
302,M,True,25.253,27.109,28.457,29.617,29.166,30.042,31.509,32.806,31.252,31.167,29.862,28.23,27.114,28.824,26.456
303,M,False,46.052,43.448,46.232,42.343,42.636,42.495,41.693,41.427,41.549,40.79,41.638,44.82,43.746,44.072,43.671
304,M,True,17.904,18.166,18.02,18.16,18.193,17.879,17.777,17.613,17.874,17.846,17.467,17.957,17.702,18.465,18.178
305,M,False,18.16,18.193,17.879,17.777,17.613,17.874,17.846,17.467,17.957,17.702,18.465,18.178,18.154,18.073,18.157
306,M,False,40.001,40.158,40.246,40.078,39.601,39.817,39.897,40.057,39.935,39.221,39.218,39.499,39.545,39.549,39.55
307,M,True,18.187,18.373,18.422,18.392,18.19,18.328,18.283,18.458,18.194,18.071,18.176,17.873,17.743,17.716,17.926
308,M,False,18.463,18.646,18.213,17.84,18.342,18.429,18.339,18.795,18.973,18.911,18.865,18.664,18.884,18.477,19.009
309,M,False,18.884,18.477,19.009,19.427,19.186,19.587,19.117,18.969,18.937,19.144,19.485,19.162,19.177,19.222,18.966
310,M,False,17.704,17.694,17.655,17.254,17.261,17.2,17.181,17.091,17.314,17.318,17.292,17.314,17.351,17.457,17.215
311,M,False,14.757,14.601,14.364,15.349,15.04,15.018,15.273,15.064,14.991,15.296,15.264,15.346,15.633,15.413,15.947
312,M,True,12.939,12.846,12.762,13.061,12.929,11.426,11.29,11.139,11.24,11.33,11.546,11.766,11.663,11.614,11.801
313,M,False,19.287,18.968,19.017,18.969,19.403,19.16,19.06,18.709,18.816,19.039,18.784,18.827,18.675,18.938,18.176
314,M,True,3.1994,2.4381,2.3339,2.1449,2.5092,3.1964,2.5727,2.9086,3.2766,3.1959,3.7472,4.0143,4.3507,4.6306,4.845
315,M,True,18.333,20.203,17.728,19.307,19.306,18.089,17.383,17.355,17.004,19.544,19.656,17.237,18.802,17.214,16.672
316,M,True,12.654,12.557,12.21,12.099,11.789,11.682,11.649,11.521,11.499,11.43,11.526,11.108,11.115,11.115,10.946
317,M,False,27.972,28.128,28.15,28.015,27.88,28.128,30.681,27.888,26.326,26.27,26.419,25.319,27.078,26.806,26.997
318,M,False,21.991,24.781,24.32,23.845,25.572,23.849,14.226,24.489,14.424,17.349,25.481,11.981,13.827,13.369,14.375
319,M,False,32.212,32.225,32.951,30.028,23.549,17.232,18.485,13.453,18.171,15.543,11.803,11.87,13.187,13.556,17.697
320,M,False,13.188,13.249,13.513,13.376,13.391,13.551,13.543,13.902,13.594,13.776,13.769,13.817,13.922,13.993,14.024
321,M,True,9.1305,9.0991,9.0977,9.1321,9.118,9.119,9.305,9.2726,9.3387,9.2339,9.1438,9.2117,9.173,8.9679,9.0271
322,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,M,False,12.746,15.513,13.054,12.797,12.588,14.497,14.659,12.345,14.958,15.275,13.335,13.654,21.094,20.521,19.997
324,M,False,4.7027,5.9109,6.3972,6.2837,5.7916,7.011,6.5495,6.2642,7.4181,8.2393,7.4822,7.8219,8.3354,8.0743,7.7733
325,M,False,9.2071,8.4407,9.2856,9.7114,10.655,9.066,8.3175,8.8245,8.8728,9.9349,9.4979,10.549,8.9006,11.762,10.476
326,M,False,7.0375,2.855,3.9775,2.8186,2.8927,2.5572,2.9476,2.6078,2.5862,5.3363,2.7746,2.4791,2.4971,5.7931,6.8654
327,M,False,2.5572,2.9476,2.6078,2.5862,5.3363,2.7746,2.4791,2.4971,5.7931,6.8654,5.0597,5.7791,5.1991,6.2988,6.5743
328,M,False,11.172,10.955,10.524,10.826,8.8928,8.5719,8.6955,9.6306,9.3542,9.5413,7.9635,7.1022,7.5446,7.4019,7.3071
329,M,False,4.7565,5.1398,5.5921,5.7626,5.9318,5.9041,5.717,5.6644,5.4962,5.5062,5.3474,5.3487,5.1907,5.2241,5.27
330,M,True,20.63,12.679,17.748,20.37,17.817,14.745,13.51,21.339,18.837,18.251,19.38,14.859,12.145,15.716,14.556
331,M,False,21.339,18.837,18.251,19.38,14.859,12.145,15.716,14.556,14.802,15.477,14.337,11.288,13.71,20.247,11.119
332,M,False,18.485,11.124,16.12,18.453,19.448,19.619,18.016,18.812,15.915,17.342,18.422,20.629,18.264,19.74,25.636
333,M,True,8.0321,7.9871,7.9396,7.9797,7.8434,8.006,8.0879,8.0437,7.9323,8.0074,8.1104,7.9717,7.9219,7.969,8.0149
334,M,False,7.7271,7.6844,7.6201,7.5185,7.4963,7.4602,7.5578,7.4722,7.5495,7.5539,7.5114,7.6118,7.5117,7.5381,7.4889
335,M,True,24.513,24.619,24.539,24.031,24.024,23.706,23.884,23.739,23.897,23.636,23.631,23.072,23.199,23.247,23.333
336,M,True,5.7769,5.7565,5.738,5.76,5.6939,5.711,5.7559,5.7493,5.7449,5.7206,5.6771,5.6764,5.6668,5.642,5.5894
337,M,False,5.6764,5.6668,5.642,5.5894,5.6312,5.5645,5.5429,5.5215,5.5018,5.4807,5.4659,5.4573,5.477,5.472,5.4908
338,M,False,5.433,5.4468,5.4417,5.4019,5.3595,5.4142,5.3733,5.3813,5.3455,5.3637,5.3346,5.3085,5.3018,5.2886,5.3127
339,M,False,20.286,20.037,19.918,20.1,19.848,19.734,19.375,19.158,19.02,18.786,18.698,18.496,18.345,18.052,18.195
340,M,False,5.1806,5.2065,5.2227,5.1682,5.1934,5.1864,5.1878,5.1963,5.2072,5.2007,5.2243,5.1574,5.1513,5.1422,5.1307
341,M,False,5.1211,5.1436,5.1614,5.0938,5.1103,5.1259,5.0884,5.0944,5.0646,5.0826,5.0836,5.1263,5.0937,5.1183,5.0512
342,M,False,16.851,16.769,16.743,16.897,17.25,17.045,16.732,16.947,17.418,17.522,17.337,17.576,17.578,17.406,17.583
343,M,True,4.4573,4.4577,4.4694,4.4769,4.4785,4.4671,4.5064,4.5104,4.4943,4.5019,4.501,4.5071,4.5154,4.5228,4.508
344,M,False,6.3413,6.36,6.4195,6.139,6.1849,6.3189,6.2863,6.293,6.3358,6.3521,6.3347,6.3208,6.2938,6.3734,6.41
345,M,False,6.3665,6.4282,6.3524,6.3383,6.3995,6.4176,6.3794,6.4162,6.3793,6.3293,6.3598,6.3734,6.337,6.3944,6.3828
346,M,False,7.7077,7.6572,7.7002,7.6734,7.7639,7.7747,7.7131,7.7619,7.8192,7.8133,7.7726,7.7766,7.8478,7.8039,7.7798
347,M,True,9.9042,9.8493,9.9224,9.8376,9.9671,9.9221,10.003,10.027,10.107,10.18,10.149,10.316,10.354,10.304,10.26
348,M,False,10.322,10.434,10.363,10.276,4.8038,4.734,4.7416,10.443,10.142,10.259,10.21,4.7763,4.7969,4.7933,10.326
349,M,False,8.3417,8.2149,8.4767,8.484,8.4344,8.5577,8.6214,8.5417,8.334,8.4948,8.5302,8.529,8.6089,8.791,8.7175
350,M,True,32.78,32.417,32.078,32.285,32.094,31.952,31.253,30.915,30.465,30.264,30.943,30.321,29.485,29.862,29.665
351,M,True,28.391,28.182,28.651,28.116,28.433,28.689,28.462,28.378,28.416,28.33,28.065,27.66,27.801,27.567,27.449
352,M,True,22.825,22.553,22.629,22.696,22.312,22.215,21.023,20.95,20.774,20.371,20.332,20.163,20.214,19.965,20.131
353,M,True,19.717,19.822,19.823,19.867,19.465,19.219,19.336,19.366,19.079,18.837,18.71,18.794,18.872,18.999,18.807
354,M,True,17.251,17.268,17.178,17.156,17.117,17.503,17.253,16.995,17.305,17.373,17.208,16.698,16.552,16.717,16.675
355,M,True,14.835,14.781,14.992,14.483,14.489,14.512,14.746,14.941,14.923,14.765,14.82,15.132,15.152,15.303,15.26
356,M,True,14.512,14.746,14.941,14.923,14.765,14.82,15.132,15.152,15.303,15.26,15.09,15.125,15.091,15.033,15.037
357,M,False,14.794,14.659,14.373,14.721,14.668,14.493,14.436,14.575,14.647,14.307,14.288,14.314,14.388,14.376,14.207
358,M,False,14.314,14.388,14.376,14.207,14.106,14.119,14.124,13.786,13.577,13.439,13.47,13.536,13.403,13.327,13.254
359,M,True,10.301,10.252,10.293,10.443,10.577,10.491,10.481,10.391,10.518,10.534,10.586,10.465,10.261,10.249,10.283
360,M,False,10.572,10.302,10.37,10.272,10.235,10.123,10.142,10.271,10.149,10.197,10.229,10.322,10.156,10.152,10.1
361,M,False,10.123,10.142,10.271,10.149,10.197,10.229,10.322,10.156,10.152,10.1,10.113,10.039,9.8666,9.7296,9.9998
362,M,False,9.8669,9.8544,9.9713,9.9354,9.7705,9.8869,9.8814,9.8587,9.8742,9.865,9.8679,9.8202,9.8508,9.8917,10.015
363,M,False,13.314,13.254,13.361,13.586,13.78,14.188,13.833,14.371,14.408,14.318,14.366,14.191,14.256,14.345,14.177
364,M,False,9.1018,9.1647,9.1893,0.0,0.0,0.0,0.0,0.0,3.2329,3.2554,3.3281,3.2614,3.2861,3.2645,3.2463
365,M,False,20.89,19.24,21.597,21.481,21.213,21.383,21.632,21.969,21.449,21.216,21.683,21.209,21.352,21.683,21.345
366,M,False,17.733,17.85,18.284,18.487,18.278,17.896,17.892,17.926,18.143,17.957,18.061,17.563,17.486,17.55,17.832
367,M,False,88.042,90.18,83.952,86.001,84.108,77.329,82.234,79.367,82.824,81.301,78.701,73.818,76.94,78.262,79.64
368,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,M,False,154.64,157.27,155.53,149.71,152.12,149.75,151.04,150.84,145.42,149.74,148.19,143.85,141.73,144.28,138.65
370,M,False,15.749,15.81,15.773,15.955,16.107,16.44,16.193,16.182,16.563,16.502,16.137,16.348,16.309,16.373,16.303
371,M,True,8.5994,13.739,10.971,25.561,30.254,17.9,28.205,19.697,15.225,0.0,0.0,0.0,0.0,0.0,0.0
372,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8028
373,M,True,37.78,37.49,35.363,32.346,31.996,31.557,31.885,29.214,30.703,32.451,32.805,29.23,30.376,30.355,29.713
374,M,False,34.8,34.112,26.568,29.14,27.317,30.623,25.675,26.368,26.827,23.678,26.071,24.588,23.106,21.595,20.41
375,M,False,18.384,18.132,18.632,17.919,17.463,17.516,17.711,18.136,17.636,16.538,16.857,15.764,15.403,15.332,14.467
376,M,True,18.422,18.675,18.756,19.025,18.675,19.25,19.172,19.416,20.026,19.531,19.969,19.86,19.714,20.8,20.871
377,M,False,7.8907,4.6883,11.765,7.3979,5.8456,5.8552,7.6716,12.916,15.185,9.472,5.22,68.674,3.4624,11.084,15.439
378,M,True,15.946,16.062,16.068,16.22,16.299,16.249,18.787,16.292,16.385,16.729,16.739,16.745,17.033,17.492,17.667
379,M,True,24.298,24.45,20.3,20.059,20.272,21.278,22.61,22.78,22.783,22.102,21.307,22.093,28.283,21.654,21.526
380,M,False,71.743,77.884,74.736,69.339,61.151,80.635,83.772,93.62,80.279,66.624,66.012,78.11,99.43,136.46,72.329
381,M,False,14.606,14.316,14.331,14.441,14.301,14.164,14.352,14.276,14.318,14.321,14.297,14.443,14.432,14.393,14.476
382,M,False,30.755,30.514,30.688,30.778,30.6,30.776,30.663,30.273,30.336,30.431,30.78,30.866,30.846,31.093,31.012
383,M,False,6.4293,6.5934,6.7751,6.9128,6.9352,6.9939,6.7401,6.2552,6.3142,6.228,6.3383,6.4029,6.5532,6.626,6.3074
384,M,False,5.7142,5.5968,5.7712,5.8091,5.8302,5.8329,5.7436,5.8933,5.9404,6.0622,5.9867,5.9715,6.0057,6.271,6.3078
385,M,False,99.744,95.018,98.268,0.0,99.931,0.0,99.336,0.0,97.895,99.607,97.015,54.927,54.285,53.209,93.291
386,M,False,50.466,50.937,53.876,51.269,53.344,52.807,56.429,55.104,56.214,59.568,54.393,56.541,60.897,65.029,65.99
387,M,False,11.455,11.598,11.509,11.734,12.042,12.037,12.323,11.838,12.021,11.84,11.893,12.112,12.061,12.085,12.064
388,M,True,19.825,20.164,20.304,20.311,20.348,20.261,19.808,20.786,20.61,20.899,20.971,21.528,21.292,21.478,21.496
389,M,False,44.987,46.005,48.055,49.136,52.655,49.806,47.931,50.578,53.762,54.609,58.264,59.499,57.282,56.797,54.367
390,M,False,33.269,35.069,34.594,34.377,34.768,35.364,36.341,36.071,36.474,36.909,33.88,34.032,34.067,33.205,32.693
391,M,False,23.508,23.513,23.554,23.543,23.494,23.434,23.416,23.499,23.242,23.207,23.102,23.023,22.79,22.65,22.917
392,M,False,60.246,59.965,58.567,57.707,57.981,56.192,56.641,56.415,56.486,56.301,53.952,55.751,55.679,57.409,57.204
393,M,False,10.758,10.853,10.81,10.99,10.946,10.846,11.041,11.007,10.887,11.123,10.955,11.043,11.074,10.832,10.866
