,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15
1539,B,True,28.813,29.162,29.23,29.283,29.073,28.961,28.759,28.757,28.649,28.718,28.756,28.56,28.796,29.059,29.116
1540,B,True,31.406,29.807,31.328,31.493,31.86,30.626,31.054,30.309,31.801,32.043,30.889,31.605,30.674,30.654,31.26
1541,B,False,28.489,28.597,28.527,28.801,28.884,28.887,29.346,29.587,29.529,29.952,29.885,29.585,29.822,29.795,29.804
1542,B,False,49.932,51.498,51.683,49.756,51.732,50.249,49.378,48.398,49.448,48.899,46.92,45.371,46.232,47.351,48.052
1543,B,False,57.639,56.606,59.316,57.052,58.541,57.325,55.973,53.265,55.941,56.573,53.318,55.88,56.582,53.387,51.061
1544,B,False,48.328,48.482,47.995,48.24,47.719,48.043,48.281,48.287,48.061,48.542,48.704,48.366,48.598,48.605,48.558
1545,B,False,28.988,28.886,29.639,29.384,28.622,29.084,29.208,29.21,29.296,29.497,29.215,28.352,29.152,29.378,29.772
1546,B,False,39.582,40.122,40.538,40.318,39.949,39.783,40.063,39.6,40.826,40.208,39.802,38.5,38.524,38.42,38.565
1547,B,False,53.225,53.703,53.706,54.25,53.978,53.808,54.137,54.17,54.107,54.132,53.94,54.366,54.027,53.881,54.101
1548,B,False,35.467,36.083,36.363,35.712,35.691,35.333,35.057,35.47,35.616,35.932,35.944,35.906,35.374,34.968,34.82
1549,B,False,33.352,34.177,33.689,31.789,33.462,33.138,34.442,32.887,31.519,32.921,32.385,31.511,31.472,30.867,32.059
1550,B,False,39.891,38.685,40.464,40.529,40.616,41.253,40.989,41.459,41.468,41.382,41.636,41.846,41.428,41.307,42.295
1551,B,False,49.438,49.028,49.452,49.857,49.888,49.57,49.922,50.01,49.931,50.42,50.176,50.718,49.909,49.975,50.152
1552,B,False,53.076,52.79,52.722,52.257,52.315,51.89,51.825,51.736,51.054,50.88,50.038,50.063,50.228,50.02,49.216
