,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15
459,M,False,33.448,33.33,33.362,33.391,33.449,33.419,33.544,33.55,33.607,33.827,33.832,33.856,34.04,34.283,34.39
460,M,True,47.149,47.257,47.445,47.306,47.213,47.373,47.365,47.536,47.394,47.36,47.529,47.498,47.463,47.371,47.468
461,M,True,45.789,45.65,45.866,45.981,45.579,45.897,46.069,46.171,45.375,45.345,46.069,45.416,46.473,44.935,45.427
462,M,False,47.304,47.353,47.119,47.019,47.039,46.835,46.876,46.764,46.764,46.643,46.949,47.023,47.195,47.132,47.221
463,M,True,44.836,45.117,45.161,45.199,45.21,45.319,45.277,45.206,45.212,45.156,45.053,45.041,45.029,44.862,44.914
464,M,True,39.63,39.641,39.5,39.322,39.38,39.169,39.202,38.938,38.816,38.758,38.849,38.89,38.971,38.952,38.826
465,M,False,60.39,60.294,60.191,60.113,60.188,59.952,60.008,60.057,60.021,60.057,60.231,60.078,59.967,59.928,60.058
466,M,False,38.488,38.333,38.312,38.393,38.257,38.371,38.324,38.253,38.385,38.561,38.587,38.402,38.463,38.586,38.441
467,M,False,38.896,38.792,38.756,38.748,38.857,38.753,38.917,38.971,38.664,38.913,38.615,38.467,38.315,38.241,38.103
468,M,False,53.375,53.643,53.783,53.84,53.574,53.615,53.736,53.813,53.686,53.641,53.945,53.916,53.777,53.856,53.823
469,M,False,57.046,57.124,57.284,57.254,57.26,57.387,57.301,57.438,57.359,57.462,57.574,57.613,57.56,57.626,57.587
470,M,False,46.751,46.856,46.987,46.989,47.092,47.097,47.237,47.122,47.066,47.102,46.897,46.974,47.011,46.939,46.78
471,M,False,53.246,53.351,53.407,53.212,53.176,53.418,53.334,53.359,53.331,53.234,53.417,53.443,53.434,53.197,53.294
472,M,False,28.481,27.25,27.773,26.341,28.323,29.114,28.878,28.978,29.533,29.206,28.967,28.686,29.127,29.943,28.923
473,M,True,57.224,57.284,57.333,57.18,57.075,56.987,56.869,56.933,56.806,56.892,56.963,56.742,56.918,57.06,57.091
474,M,False,57.571,57.672,57.362,57.129,57.39,57.346,57.556,57.614,57.662,57.782,57.667,57.753,57.746,57.926,58.045
475,M,False,58.172,58.352,58.076,58.104,58.132,57.979,57.917,57.598,57.632,57.442,57.1,57.014,56.462,56.615,56.596
476,M,False,44.706,44.869,45.042,45.074,45.294,45.384,45.539,45.806,45.786,45.661,45.668,45.93,46.015,46.177,46.175
477,M,False,44.368,44.436,44.872,44.685,43.484,43.099,43.251,42.912,43.016,43.242,42.869,42.704,42.583,42.561,41.392
478,M,False,35.652,35.652,34.946,35.038,34.991,35.275,35.261,35.366,34.939,35.154,36.668,36.261,37.213,36.718,36.521
479,M,False,36.998,36.428,36.745,37.532,37.154,36.949,36.721,36.716,37.419,36.802,36.439,36.604,36.883,35.718,37.755
480,M,False,38.09,38.541,36.81,36.283,38.153,38.055,39.484,37.505,39.179,39.472,40.457,41.087,38.1,38.516,38.602
481,M,False,39.936,39.97,39.814,40.269,39.985,39.555,39.667,39.438,39.254,39.821,40.095,39.45,39.796,39.355,39.353
482,M,True,37.602,37.92,38.011,38.078,38.312,38.187,38.086,38.417,38.241,38.305,38.355,38.925,38.831,38.895,39.081
483,M,False,38.542,38.655,38.372,38.515,38.605,38.485,38.718,38.832,38.725,38.936,38.739,38.903,39.28,39.33,39.192
484,M,True,39.365,39.657,39.528,39.684,39.618,39.574,39.753,39.875,39.962,39.671,39.739,39.621,39.533,39.584,39.78
485,M,True,43.938,44.429,44.532,44.87,44.726,44.604,44.222,44.429,44.816,44.878,44.695,44.611,44.835,44.601,44.265
486,M,False,46.366,46.495,46.157,45.944,45.923,45.762,45.803,45.995,46.359,46.697,46.834,46.769,47.099,46.92,47.36
487,M,True,51.739,51.707,51.929,52.075,51.882,51.835,52.098,51.917,51.985,52.208,52.251,52.451,52.239,52.372,52.533
488,M,False,52.075,51.882,51.835,52.098,51.917,51.985,52.208,52.251,52.451,52.239,52.372,52.533,52.591,52.31,52.44
489,M,False,52.451,52.239,52.372,52.533,52.591,52.31,52.44,52.678,52.805,53.255,53.223,53.265,53.346,53.204,52.823
490,M,False,52.999,52.966,53.196,53.421,53.464,53.642,53.42,53.357,53.309,53.394,53.041,53.264,53.263,53.318,53.333
491,M,True,52.717,52.671,52.655,52.508,52.463,52.546,52.366,51.837,52.125,52.208,52.178,52.174,52.297,51.993,51.981
492,M,True,50.77,50.756,50.629,50.573,50.569,50.376,50.426,50.43,50.22,50.033,50.021,50.078,50.172,49.726,49.875
493,M,False,48.877,48.824,48.644,48.529,48.46,48.341,48.247,48.311,48.125,47.924,47.755,47.691,47.717,47.602,47.687
494,M,False,36.026,35.706,35.915,35.599,35.426,35.596,35.459,35.568,35.403,35.254,35.512,35.417,35.204,35.379,35.33
495,M,False,43.247,43.104,42.982,42.916,43.0,43.24,43.338,43.264,43.548,43.537,43.47,43.31,43.459,43.591,43.425
496,M,False,45.645,45.855,45.831,45.558,44.899,44.118,44.722,44.94,44.57,44.711,44.581,44.665,44.36,44.743,44.526
497,M,True,30.541,30.523,30.922,31.359,29.905,29.843,30.063,29.965,30.327,30.92,30.534,30.373,30.228,30.303,30.874
498,M,True,33.359,33.333,34.057,33.838,34.559,33.113,34.816,33.864,33.647,35.081,34.805,35.031,33.555,34.368,34.752
499,M,False,34.051,33.225,33.256,32.941,33.132,33.28,32.495,33.673,32.645,33.873,33.554,33.482,33.066,33.263,33.374
500,M,False,32.645,33.873,33.554,33.482,33.066,33.263,33.374,33.68,33.904,33.74,33.333,34.24,33.754,34.006,34.517
501,M,False,37.286,36.983,36.946,36.0,36.486,36.54,37.232,37.667,37.502,38.449,37.449,38.043,37.975,36.997,37.745
502,M,False,41.437,41.85,41.404,41.887,41.469,41.988,41.798,41.043,41.455,41.242,41.271,41.054,41.078,40.486,40.578
503,M,True,49.472,49.615,49.645,49.588,49.389,49.528,49.631,49.647,49.818,49.829,49.458,49.659,49.316,49.494,49.648
504,M,False,49.648,49.804,49.663,49.567,49.444,49.367,49.497,49.591,49.415,49.293,49.574,49.886,49.791,49.6,49.861
505,M,False,42.142,42.392,42.112,42.472,42.303,42.388,42.828,42.632,42.714,42.681,42.822,42.807,41.614,42.351,41.633
506,M,True,31.916,31.815,31.634,31.103,31.443,31.621,31.651,31.758,31.871,32.089,31.876,32.167,32.116,32.356,32.219
507,M,False,31.745,31.87,31.9,31.822,31.92,31.897,31.992,31.978,31.768,31.707,31.672,31.52,31.535,31.8,31.729
508,M,False,33.141,33.693,33.701,33.237,33.685,33.509,33.005,33.509,32.903,33.187,33.41,33.29,32.705,33.171,32.72
509,M,True,53.368,53.881,53.73,53.78,53.57,53.845,53.871,54.003,54.185,53.991,54.334,54.486,54.588,54.076,54.412
510,M,False,56.75,56.725,56.553,56.683,56.684,56.912,56.688,56.776,56.835,56.728,56.856,56.837,56.906,57.054,57.113
511,M,False,56.688,56.776,56.835,56.728,56.856,56.837,56.906,57.054,57.113,57.326,57.469,57.281,57.347,57.454,57.47
512,M,True,36.237,36.47,36.303,36.211,36.387,36.306,35.989,36.032,36.29,36.299,36.457,36.36,36.222,36.199,36.237
513,M,False,34.796,34.685,34.512,34.457,34.272,34.434,34.406,34.55,34.306,34.394,34.494,34.446,34.466,34.33,34.09
514,M,False,60.996,60.791,60.744,60.715,60.668,60.442,60.54,60.447,60.434,60.42,60.275,60.425,60.376,60.554,60.658
515,M,False,53.0,53.031,53.115,53.14,53.199,53.154,53.181,53.001,53.175,53.062,53.056,53.125,53.039,53.019,53.199
516,M,False,36.953,36.194,35.417,35.864,35.803,35.818,35.504,35.47,36.45,35.565,35.724,36.906,36.164,36.619,36.049
517,M,True,40.995,40.469,40.876,40.75,41.853,41.81,42.263,42.248,42.649,42.775,41.624,43.47,42.03,41.312,42.335
518,M,False,50.353,50.106,49.276,49.915,50.081,50.284,50.1,50.682,49.928,51.731,50.851,50.342,51.611,51.73,51.603
519,M,True,36.159,36.429,36.551,36.193,36.288,36.351,36.568,36.771,36.636,36.767,36.524,37.187,37.318,37.457,37.369
520,M,True,39.843,39.995,39.502,40.051,40.14,40.152,40.151,40.15,39.711,40.036,40.08,40.555,40.857,40.283,40.475
521,M,False,42.127,42.205,42.861,42.706,42.604,42.959,43.132,42.622,42.465,42.826,42.506,42.23,42.45,42.46,42.975
522,M,True,46.433,46.187,46.267,46.184,46.75,47.155,46.773,47.047,47.165,47.161,47.137,47.391,47.564,47.3,47.486
523,M,False,50.629,50.389,50.705,50.267,50.285,50.309,50.281,50.721,50.59,50.445,50.337,50.424,50.348,50.547,50.602
524,M,True,55.862,55.988,56.077,56.178,56.1,56.195,56.182,56.254,56.275,56.276,56.213,56.14,56.002,55.924,55.862
525,M,False,56.541,56.381,56.348,56.267,56.25,56.008,56.029,55.889,55.635,55.521,55.457,55.455,55.767,55.721,55.937
526,M,True,45.405,45.513,45.218,44.726,44.775,44.587,44.783,44.508,45.436,44.494,45.342,44.621,44.198,44.071,45.027
527,M,False,43.364,43.515,43.464,43.825,43.602,43.627,43.671,43.873,43.332,43.186,42.999,42.856,42.815,42.751,42.636
528,M,False,42.747,43.017,42.888,42.729,42.872,43.077,42.701,42.427,42.595,42.681,42.48,42.363,42.631,42.776,42.525
529,M,False,51.072,50.73,50.55,50.478,50.768,50.961,51.098,51.133,51.057,50.853,51.117,50.927,51.271,51.008,50.901
530,M,False,43.067,42.728,42.625,42.641,42.599,42.563,42.117,41.617,41.774,41.683,41.574,41.497,41.298,41.006,40.948
531,M,True,59.179,59.143,59.064,59.187,58.992,59.204,59.099,59.206,59.264,59.468,59.36,59.45,59.458,59.263,59.151
532,M,True,58.356,58.493,58.354,58.365,58.333,58.336,58.344,58.429,58.363,58.36,58.194,58.118,58.136,58.016,57.983
533,M,True,34.372,34.81,34.315,34.184,33.39,34.317,34.138,34.27,34.735,34.849,35.607,35.399,34.643,34.975,36.259
534,M,True,58.731,58.653,58.753,58.732,58.733,58.72,58.663,58.627,58.611,58.586,58.393,58.438,58.272,58.219,58.184
535,M,True,57.875,57.922,57.975,57.963,57.961,57.798,57.849,57.75,58.046,58.029,57.994,58.106,58.015,58.115,58.104
536,M,False,58.029,57.994,58.106,58.015,58.115,58.104,58.308,58.373,58.243,58.117,58.207,58.287,58.077,58.023,57.889
537,M,True,39.367,40.385,39.81,39.421,40.298,39.321,39.405,39.057,38.647,38.715,38.93,39.569,39.193,39.852,39.456
538,M,True,56.776,56.586,56.631,56.478,56.249,56.424,56.566,56.617,56.607,56.679,56.582,56.477,56.316,56.195,56.276
539,M,False,56.617,56.607,56.679,56.582,56.477,56.316,56.195,56.276,56.043,56.248,56.207,56.274,56.295,56.377,56.433
540,M,False,39.193,39.852,39.456,38.169,39.23,38.761,38.487,37.813,38.826,38.91,38.011,38.059,37.837,37.898,38.229
541,M,False,56.477,56.316,56.195,56.276,56.043,56.248,56.207,56.274,56.295,56.377,56.433,56.332,56.408,56.418,56.458
542,M,False,56.043,56.248,56.207,56.274,56.295,56.377,56.433,56.332,56.408,56.418,56.458,56.399,56.373,56.279,56.536
543,M,False,37.878,38.855,39.578,39.376,39.264,39.342,39.568,39.588,39.794,39.569,40.172,40.318,39.769,40.102,39.904
544,M,True,56.255,56.14,56.262,56.383,56.334,56.239,56.159,56.194,56.235,56.274,56.077,56.101,55.94,56.142,56.106
545,M,True,54.538,54.434,54.426,54.504,54.495,54.325,54.367,54.302,54.377,54.591,54.677,54.452,54.198,54.255,54.463
546,M,False,51.255,50.994,50.981,50.707,50.739,50.511,50.695,50.657,50.613,50.403,50.33,50.315,50.684,50.654,50.722
547,M,True,50.654,50.722,50.72,50.52,50.501,50.416,50.753,50.824,50.758,50.513,50.71,50.383,50.255,50.413,50.511
548,M,True,46.047,45.919,46.142,46.105,45.859,46.086,46.002,46.103,46.05,45.943,45.835,45.865,45.816,45.259,45.55
549,M,True,43.756,43.432,43.551,43.79,43.61,43.536,43.53,43.243,43.448,43.543,42.85,42.932,42.862,42.451,42.158
550,M,False,42.923,43.298,42.626,42.943,43.079,42.908,43.041,42.93,42.743,42.952,42.817,42.995,42.76,43.044,43.025
551,M,False,41.899,41.463,41.643,42.188,42.142,42.183,42.586,42.023,42.36,42.331,41.979,41.688,42.208,42.377,41.926
552,M,False,40.476,40.548,40.67,41.452,41.326,40.752,40.738,40.91,40.621,40.653,40.647,41.152,40.831,40.999,41.375
553,M,True,31.156,31.337,30.966,31.323,31.506,31.344,31.442,31.391,31.177,31.43,31.321,31.341,31.286,31.28,31.305
554,M,False,32.215,32.293,32.356,32.297,32.059,32.1,31.879,31.764,31.627,31.822,31.994,31.959,31.67,32.186,32.313
555,M,True,33.94,34.123,32.945,32.843,32.773,31.591,32.027,31.371,31.351,31.627,31.609,31.614,30.763,31.462,30.443
556,M,False,32.945,32.843,32.773,31.591,32.027,31.371,31.351,31.627,31.609,31.614,30.763,31.462,30.443,30.727,32.996
557,M,False,41.974,41.852,41.953,41.979,41.673,41.332,41.457,41.678,42.008,41.983,42.157,41.689,41.679,41.737,41.394
558,M,True,43.553,43.753,42.934,43.056,41.961,42.849,43.16,43.112,42.595,42.805,43.073,42.981,42.371,42.026,42.108
559,M,False,41.462,42.186,42.175,42.255,41.265,41.601,41.536,41.112,41.275,41.223,41.106,41.143,41.43,41.242,40.932
560,M,False,53.438,53.433,53.664,53.709,53.869,54.009,54.15,54.393,54.571,54.576,54.56,54.675,54.868,55.004,55.092
561,M,False,37.334,37.679,37.04,37.109,36.802,37.075,37.408,37.059,36.741,36.979,36.694,36.55,36.718,36.636,36.41
562,M,False,40.476,40.535,40.043,39.162,40.424,40.724,39.708,39.648,39.837,40.0,39.306,40.449,40.992,40.386,40.929
563,M,False,46.173,46.396,46.779,46.76,46.999,47.248,47.446,47.692,47.604,47.529,46.948,46.994,46.439,46.591,47.402
564,M,False,32.652,32.801,32.616,32.85,32.658,32.827,32.681,32.521,32.458,32.416,32.591,32.451,32.554,32.507,32.006
565,M,False,46.334,46.347,45.905,45.925,46.19,46.401,46.026,45.754,45.655,45.724,45.854,45.52,45.399,45.369,45.359
566,M,False,41.374,41.651,41.729,41.755,41.51,41.295,41.405,41.246,41.245,41.109,40.863,40.223,40.074,39.503,39.465
567,M,True,35.0,35.124,35.036,35.282,35.37,35.538,35.561,35.598,35.658,35.479,35.521,35.273,34.785,35.172,35.176
568,M,False,33.698,33.878,33.993,33.871,34.085,33.82,33.834,33.968,33.884,33.647,33.811,33.626,33.483,33.304,33.256
569,M,False,49.305,49.165,49.069,48.962,48.906,48.863,48.904,48.882,48.969,48.755,48.612,48.651,48.317,48.696,48.712
570,M,True,57.445,57.433,57.405,57.282,57.067,57.178,57.021,57.081,56.836,56.843,56.951,56.91,56.974,56.893,56.893
571,M,False,57.067,57.178,57.021,57.081,56.836,56.843,56.951,56.91,56.974,56.893,56.893,57.04,56.979,57.082,56.992
572,M,True,47.052,47.051,46.92,47.304,47.197,47.022,47.131,47.082,46.843,47.111,47.456,47.372,47.281,47.163,46.633
573,M,False,46.688,46.551,46.89,46.608,46.626,46.614,46.191,46.506,46.21,46.681,46.619,46.392,46.249,46.362,46.585
574,M,False,46.89,46.608,46.626,46.614,46.191,46.506,46.21,46.681,46.619,46.392,46.249,46.362,46.585,46.535,46.404
575,M,True,44.914,44.956,45.409,45.343,45.268,45.4,45.694,45.676,45.776,45.635,45.67,45.709,46.089,46.148,46.019
576,M,False,43.759,43.865,43.849,43.737,43.846,43.774,43.74,44.061,43.926,44.526,44.097,43.509,43.571,44.01,44.574
577,M,True,31.247,29.219,29.765,30.517,29.818,29.709,29.645,30.818,30.172,30.757,30.133,29.892,31.573,32.093,31.744
578,M,False,31.212,31.296,30.526,30.676,30.658,31.13,29.353,30.662,30.236,29.101,29.004,29.6,28.967,29.96,30.865
579,M,True,49.438,50.116,49.898,48.519,47.974,48.559,49.443,48.726,48.315,47.645,47.709,47.996,47.749,47.35,46.292
580,M,True,47.377,47.27,47.295,47.614,47.932,48.193,48.125,47.627,48.106,48.042,47.251,47.376,47.008,47.034,47.292
581,M,False,46.141,45.836,45.185,45.852,45.351,45.436,45.344,45.306,45.623,45.113,44.841,45.11,45.101,45.018,45.426
582,M,True,45.436,44.707,44.637,45.462,45.779,45.281,44.852,44.649,45.073,45.193,45.151,44.576,43.835,43.2,43.933
583,M,False,45.151,44.576,43.835,43.2,43.933,43.691,43.482,42.421,42.317,42.987,43.514,43.292,43.093,43.755,43.195
584,M,False,42.143,42.201,42.38,43.001,42.735,42.686,42.389,42.832,42.567,42.275,41.969,42.349,41.988,41.987,42.756
585,M,False,45.403,45.288,46.17,45.679,45.407,45.729,45.887,45.873,45.538,45.906,45.612,45.451,45.471,45.68,45.646
586,M,False,48.499,48.708,48.75,48.797,48.716,48.682,48.222,48.439,48.724,48.728,49.454,49.197,49.682,49.353,49.633
587,M,False,57.237,57.154,57.145,57.079,57.21,57.078,57.12,57.333,57.102,57.267,57.251,57.397,57.457,57.536,57.589
588,M,True,61.002,61.184,61.159,61.317,61.47,61.352,61.353,61.54,61.578,61.638,61.999,61.689,61.633,61.631,61.833
589,M,True,61.833,61.546,61.688,61.509,61.339,61.311,61.121,61.396,61.349,61.432,61.618,61.844,61.811,61.947,61.826
590,M,False,61.339,61.311,61.121,61.396,61.349,61.432,61.618,61.844,61.811,61.947,61.826,61.741,61.85,61.697,61.514
591,M,False,61.618,61.844,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298,61.214,61.284,61.334,61.281,61.155
592,M,False,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298,61.214,61.284,61.334,61.281,61.155,60.984,60.93
593,M,False,61.284,61.334,61.281,61.155,60.984,60.93,60.928,60.971,60.93,60.971,60.821,60.698,60.709,60.699,60.812
594,M,False,60.812,60.904,60.806,60.92,60.927,60.889,60.77,60.865,60.852,60.83,60.845,60.68,60.594,60.619,60.598
595,M,True,59.978,59.612,59.513,59.242,59.185,58.983,58.844,58.939,59.092,59.181,59.173,59.386,59.42,59.358,59.392
596,M,True,55.361,55.219,55.285,55.07,55.13,54.889,54.682,54.739,54.837,54.502,54.507,54.315,54.548,54.393,54.336
597,M,False,54.717,54.539,54.429,54.42,54.149,54.246,54.453,54.593,54.489,54.38,54.418,54.437,54.451,54.171,54.402
598,M,True,51.763,51.392,51.376,51.626,51.518,51.705,51.817,51.635,51.606,51.733,51.664,51.792,51.443,50.811,50.395
599,M,False,51.376,51.626,51.518,51.705,51.817,51.635,51.606,51.733,51.664,51.792,51.443,50.811,50.395,50.532,50.547
600,M,True,47.12,47.259,47.072,47.421,47.122,46.705,47.021,46.69,47.013,47.036,47.16,46.977,47.478,47.062,46.917
601,M,False,47.062,46.917,47.351,47.269,47.175,46.852,47.114,46.903,46.718,46.698,46.724,46.572,46.343,46.84,46.732
602,M,True,45.871,45.23,45.149,45.11,45.323,45.48,45.253,44.715,44.918,44.481,44.575,45.193,44.457,44.412,44.859
603,M,True,43.318,42.963,42.914,42.883,42.403,42.954,42.874,43.241,42.885,42.788,42.882,42.776,43.066,42.95,42.463
604,M,False,43.638,43.701,43.671,43.058,43.141,43.627,43.826,43.538,43.475,43.581,43.469,43.559,43.406,43.612,43.369
605,M,True,42.094,42.393,42.336,41.983,42.15,42.024,41.94,42.278,42.053,42.645,42.06,42.182,42.499,42.169,42.469
606,M,False,41.966,41.926,42.149,42.618,41.826,41.827,42.12,42.012,41.84,41.934,42.199,41.944,42.317,42.631,42.285
607,M,True,41.004,40.834,40.867,40.821,40.831,40.818,41.225,41.274,41.402,41.164,40.747,40.911,40.791,40.59,40.738
608,M,False,41.676,41.591,41.399,41.236,41.157,41.318,41.038,41.393,41.054,41.354,41.567,41.396,41.544,41.66,41.536
609,M,False,44.386,44.301,44.515,44.498,44.699,44.506,44.3,44.502,44.515,45.082,45.217,45.069,45.59,45.762,45.813
610,M,False,29.503,29.528,31.886,29.597,32.959,33.377,31.985,33.219,33.276,34.047,33.838,34.585,34.151,34.289,34.403
611,M,False,35.961,35.846,35.505,35.657,35.601,35.128,35.299,35.73,35.812,35.298,35.349,35.328,35.47,35.427,35.252
612,M,False,49.872,49.93,50.005,49.796,49.281,49.524,49.397,49.511,49.823,49.345,49.376,49.297,49.499,49.602,49.574
613,M,False,36.019,36.441,35.584,35.315,36.162,36.338,36.108,35.736,36.511,37.019,37.35,37.267,37.315,37.56,37.233
614,M,False,54.203,54.13,54.426,54.543,54.414,54.665,54.558,54.818,55.194,55.393,55.314,55.456,55.508,55.518,55.539
615,M,False,37.955,37.939,37.855,38.013,38.012,38.551,38.465,38.593,38.833,38.594,38.774,38.918,39.047,39.215,39.574
616,C,True,39.427,39.602,39.408,39.51,39.62,39.216,38.957,39.094,38.979,39.106,38.88,38.445,38.944,38.538,38.624
617,C,True,45.168,45.543,43.819,42.983,43.758,43.791,44.124,43.194,42.994,43.865,43.525,46.161,45.124,45.002,45.533
618,C,False,26.687,26.898,26.863,27.318,27.218,27.085,26.505,27.013,27.268,27.415,26.831,27.37,27.734,27.695,27.835
619,C,False,31.282,31.244,31.708,31.229,32.139,32.702,32.127,32.643,32.487,32.182,32.379,32.576,32.697,31.752,31.477
620,C,False,30.092,30.199,30.063,30.039,30.251,29.907,29.704,29.56,29.223,29.279,29.265,29.031,28.777,28.978,29.169
621,C,False,25.054,27.388,25.758,27.645,27.482,24.993,26.268,24.837,26.922,25.68,25.589,25.499,29.173,29.917,32.387
622,C,False,40.2,40.94,41.582,40.172,39.573,39.779,39.13,37.814,37.456,37.68,37.503,37.367,35.653,35.839,34.749
623,C,False,41.8,43.776,40.628,40.226,39.692,41.453,40.346,40.317,41.391,40.795,38.966,38.658,40.417,39.293,34.994
624,C,False,55.036,53.763,54.391,55.493,54.636,55.247,55.086,54.672,53.886,53.032,54.992,54.638,54.217,53.963,53.766
625,C,True,49.637,49.68,49.751,49.754,49.807,49.829,49.803,49.908,49.934,50.095,50.094,50.319,50.396,50.372,50.526
626,C,False,40.651,40.434,40.418,40.284,40.323,40.504,40.406,40.172,39.905,40.009,39.84,39.926,39.77,39.706,39.613
627,C,False,55.304,54.883,54.47,54.707,54.655,54.615,54.446,55.291,55.44,55.591,55.622,55.233,55.193,55.316,54.835
628,C,False,31.004,32.325,32.702,31.478,30.704,31.105,32.198,30.656,30.9,30.711,31.887,31.377,32.186,32.451,31.635
629,C,False,37.275,37.477,37.381,36.942,37.172,37.143,37.427,37.191,37.32,36.948,37.318,37.584,37.366,37.276,37.2
630,C,True,28.246,28.103,28.299,28.665,27.566,28.68,28.712,28.867,28.742,30.389,29.007,28.929,28.948,29.461,29.826
631,C,True,40.943,40.865,40.879,41.135,40.593,40.649,40.493,40.523,40.679,40.859,40.593,40.668,40.45,40.286,40.445
632,C,False,39.091,39.081,38.486,38.328,38.31,38.25,38.565,38.342,38.889,38.935,38.82,38.678,39.033,39.952,38.545
633,C,False,44.56,43.826,43.449,42.944,42.781,42.19,42.294,42.353,42.514,43.029,43.361,43.45,43.751,43.846,44.02
634,C,False,31.584,31.315,31.348,31.697,31.916,31.43,31.743,32.048,31.835,31.909,31.883,31.499,31.282,30.901,31.239
635,C,True,36.13,36.273,36.525,36.376,36.911,36.411,36.63,35.866,36.02,35.933,35.482,36.276,35.637,35.758,36.166
636,C,False,58.411,59.054,59.206,58.983,58.88,58.776,58.951,59.185,59.027,58.912,58.856,58.241,57.942,57.894,57.929
637,C,False,50.95,50.785,50.493,50.126,49.862,49.829,49.984,49.354,49.274,49.069,49.138,49.1,49.452,49.506,49.65
638,C,False,35.436,35.198,35.181,34.65,34.543,34.733,34.338,34.796,34.981,34.894,35.144,34.941,35.348,35.451,35.66
639,C,False,36.887,39.267,38.757,37.116,37.318,35.702,35.099,34.378,33.518,34.52,33.608,34.135,34.573,33.98,32.802
640,C,False,40.375,40.28,40.26,40.351,40.344,40.602,40.527,40.487,40.702,40.596,40.66,40.693,40.892,40.936,40.939
641,C,False,34.248,34.01,34.106,34.04,33.956,33.795,33.777,33.84,33.827,33.82,33.955,33.887,33.917,33.856,33.771
642,C,True,55.204,55.678,55.701,55.451,55.316,55.517,55.068,55.388,55.634,55.677,55.278,54.881,54.24,53.323,53.109
643,C,False,32.358,32.357,32.5,32.327,32.382,32.483,32.495,32.642,32.393,32.42,32.624,32.566,32.678,32.99,32.618
644,C,False,37.351,37.881,38.43,37.912,37.904,37.762,38.982,38.35,37.321,37.001,36.169,36.519,36.425,36.224,36.614
645,C,False,47.112,46.856,46.163,45.462,45.058,45.027,44.709,44.694,44.78,44.409,44.649,44.77,44.404,44.529,44.187
646,C,False,36.192,36.021,36.106,36.299,36.0,36.059,35.983,35.687,36.176,35.955,35.799,35.788,35.657,35.655,35.561
647,C,True,45.773,45.903,46.134,46.002,46.486,46.37,46.404,46.414,46.409,46.683,47.101,46.751,46.647,46.573,46.272
648,C,False,34.207,33.762,33.672,33.073,33.643,33.797,32.856,32.966,33.883,33.708,34.095,34.278,34.402,34.829,34.761
649,C,False,57.535,57.85,57.541,57.652,57.779,57.696,57.379,57.327,57.135,57.112,57.385,57.608,57.868,57.862,57.642
650,C,False,36.13,36.273,36.525,36.376,36.911,36.411,36.63,35.866,36.02,35.933,35.482,36.276,35.637,35.758,36.166
651,C,False,0.0,38.242,38.615,19.509,27.233,16.064,25.761,20.995,22.891,16.916,31.049,26.642,25.164,29.472,28.374
652,C,True,48.461,48.498,48.601,48.643,48.727,48.791,48.882,48.824,48.655,48.527,48.708,48.605,48.619,48.54,48.491
653,C,False,51.633,50.713,50.508,51.464,46.173,50.681,50.395,49.274,45.842,49.378,46.427,47.792,46.498,48.612,48.184
654,C,False,34.048,34.589,35.085,34.862,33.973,34.678,34.819,33.686,33.199,33.148,33.093,33.217,32.217,32.387,32.082
655,C,False,44.873,44.526,45.42,44.505,45.236,46.182,46.24,46.573,47.457,47.738,46.629,47.593,46.783,46.982,48.296
656,C,False,32.032,31.578,31.295,31.183,30.897,29.731,30.383,30.467,30.644,29.992,29.795,29.903,29.464,29.35,29.085
657,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.271,41.857,42.468,40.303,36.182
658,C,False,40.278,39.962,39.833,40.277,40.234,39.982,39.982,40.207,40.434,40.561,40.687,40.589,40.601,41.15,41.447
659,C,False,46.215,46.158,46.191,46.388,46.412,46.392,46.253,46.625,46.467,46.511,46.329,46.425,46.54,46.35,45.899
660,C,False,22.011,22.109,21.866,22.08,21.917,21.84,21.858,22.311,22.018,21.919,21.977,21.919,22.301,22.269,22.299
661,C,False,50.889,50.743,51.018,50.829,50.804,51.004,51.005,51.086,51.148,51.017,51.091,51.114,50.852,51.173,50.952
662,C,False,38.028,38.399,38.423,38.321,38.288,38.292,38.4,38.455,38.804,38.838,38.864,39.272,39.461,39.16,39.214
663,C,False,29.72,29.876,29.84,29.978,30.231,30.124,30.17,30.261,30.204,29.49,29.589,29.221,29.465,29.101,29.211
664,C,False,29.055,28.98,29.058,28.836,28.837,29.075,29.335,29.317,29.559,29.341,29.722,29.85,29.628,29.551,29.669
665,C,False,27.546,27.496,27.538,27.436,27.135,27.068,27.003,27.126,27.223,27.283,27.187,27.279,27.142,26.512,26.777
666,C,True,38.655,38.448,40.289,35.406,35.682,38.063,35.966,34.44,32.621,33.862,35.306,35.635,32.548,35.633,36.405
667,C,False,47.325,47.366,47.374,47.505,47.547,47.638,47.505,47.648,47.737,47.567,47.565,47.283,47.382,47.347,47.571
