,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15
1249,B,True,80.207,81.746,83.613,82.546,83.964,83.2,83.364,83.731,80.247,79.761,82.34,79.95,78.865,77.756,76.604
1250,B,False,65.235,66.466,65.625,65.86,66.258,66.929,66.957,65.736,64.847,64.748,66.198,65.473,65.143,64.699,64.549
1251,B,False,84.347,84.569,82.744,80.161,79.747,77.581,74.933,71.923,70.631,70.105,69.95,69.576,68.021,69.257,69.048
1252,B,False,35.831,35.064,35.686,35.449,35.688,36.26,36.08,36.028,35.922,36.11,36.394,36.112,35.662,35.541,35.456
1253,B,False,47.355,47.148,46.517,46.905,46.483,47.995,48.657,45.967,44.96,43.836,45.486,48.569,45.904,47.261,48.363
1254,B,False,56.947,58.732,59.362,59.118,59.144,59.933,60.042,59.372,61.079,61.724,62.834,63.711,64.911,65.373,66.553
1255,B,False,40.227,40.58,40.485,40.194,40.435,40.353,41.048,40.73,40.439,41.048,40.944,41.089,40.597,39.744,39.732
1256,B,True,65.419,65.363,64.581,65.443,65.929,66.91,67.254,67.978,68.324,68.959,69.56,70.546,71.332,71.824,71.932
1257,B,False,45.514,46.375,46.45,45.648,46.616,46.102,46.621,46.296,46.878,47.68,48.228,49.778,50.536,51.517,52.368
1258,B,False,71.091,72.952,74.274,77.094,77.031,78.056,77.974,77.811,75.508,74.91,75.038,76.495,73.916,74.534,70.949
1259,B,False,27.189,27.463,27.338,27.705,26.963,27.383,26.538,25.964,26.588,26.106,26.636,26.672,26.448,26.773,28.48
1260,B,False,75.385,75.588,69.325,71.843,68.964,67.438,63.859,63.703,63.782,65.171,65.572,63.737,61.147,62.536,61.836
1261,B,False,26.925,28.059,27.802,28.205,27.29,27.694,28.195,28.296,27.924,26.46,26.787,26.612,26.657,27.121,27.313
1262,B,False,83.155,82.082,80.947,80.456,79.855,78.708,79.26,78.126,77.441,76.598,76.716,76.643,76.68,77.359,76.598
1263,B,False,28.275,28.36,28.615,28.529,28.224,28.841,28.816,28.09,28.222,28.16,28.105,27.868,27.755,28.966,28.54
1264,B,False,35.251,35.636,35.84,36.762,35.766,36.617,36.648,36.982,35.985,36.331,36.287,35.995,36.208,36.118,36.271
1265,B,False,35.335,36.545,37.041,36.555,36.754,36.815,37.692,37.569,38.709,39.444,40.178,40.921,41.166,41.077,41.487
1266,B,False,83.951,83.925,81.96,81.326,79.53,77.685,76.268,75.874,73.533,73.297,73.681,75.025,74.42,75.044,74.838
1267,B,False,59.603,59.709,60.853,60.247,63.836,62.815,62.805,63.448,63.568,64.406,66.05,67.221,65.604,65.451,67.294
1268,B,False,69.951,70.682,71.65,71.898,72.445,72.431,72.056,71.465,70.858,69.478,68.709,68.888,68.182,68.334,67.633
1269,B,False,41.555,41.491,41.518,41.431,41.371,41.431,41.782,41.212,40.452,40.457,41.332,40.623,40.405,40.241,41.104
1270,B,False,71.341,68.576,64.347,62.379,62.86,61.814,62.231,64.087,63.618,67.134,69.925,76.321,75.342,73.798,76.698
1271,B,False,56.967,57.806,58.417,59.305,58.406,58.093,57.212,56.466,57.245,56.789,56.42,56.386,54.658,53.992,53.556
1272,B,False,67.293,68.109,67.684,67.564,67.995,67.781,68.715,68.345,67.585,68.597,68.553,70.068,70.149,69.247,69.339
1273,B,False,47.536,49.507,50.578,51.379,52.48,52.24,51.524,50.43,49.46,47.531,46.813,46.456,45.411,44.65,44.394
1274,B,False,80.891,82.295,82.31,81.664,79.743,79.074,78.048,78.499,79.038,77.318,77.035,76.976,76.508,75.329,75.307
1275,B,False,36.216,38.688,38.395,38.137,38.36,36.655,36.876,38.671,39.077,38.356,38.437,37.772,38.771,36.802,36.667
1276,B,True,39.796,39.876,39.995,39.659,39.646,39.328,39.657,39.418,38.998,38.994,38.801,38.625,38.596,37.982,38.119
1277,B,True,39.804,40.606,39.494,38.516,38.453,37.528,38.903,40.398,40.865,38.859,38.629,38.771,40.858,41.099,40.422
1278,B,True,64.548,60.64,63.626,71.897,74.758,71.67,77.135,79.304,79.625,85.337,84.215,75.751,65.942,65.804,81.918
1279,B,False,68.964,68.077,68.676,69.765,68.75,69.374,69.541,68.145,67.765,68.122,68.104,68.648,68.112,68.175,66.839
1280,B,False,49.552,47.458,46.41,45.399,44.67,44.505,43.357,42.145,41.483,41.324,40.723,40.175,39.445,39.423,39.054
1281,B,False,54.425,56.181,56.358,55.884,56.167,56.541,56.337,56.23,55.651,56.336,55.596,55.659,55.423,54.869,55.56
1282,B,False,65.993,65.419,65.363,64.581,65.443,65.929,66.91,67.254,67.978,68.324,68.959,69.56,70.546,71.332,71.824
1283,B,False,79.447,79.187,78.769,78.376,77.476,76.657,75.65,76.204,76.847,76.751,76.094,77.273,77.149,77.066,77.526
1284,B,False,34.611,34.85,34.775,33.856,37.799,33.279,36.297,36.837,34.387,33.792,38.324,34.315,33.614,33.482,34.485
1285,B,False,31.29,31.268,31.775,31.249,31.321,30.934,31.401,32.408,31.703,31.673,31.372,31.638,31.098,31.248,31.077
1286,B,False,50.165,50.773,50.853,50.81,51.245,51.748,52.108,51.193,52.298,51.921,53.022,53.559,54.474,55.542,55.833
1287,B,False,58.054,58.973,59.768,60.464,60.772,61.153,60.654,60.254,60.965,59.984,59.412,58.903,57.98,57.899,58.062
1288,B,False,80.15,78.385,79.051,78.735,80.478,80.398,78.407,77.294,75.391,75.769,75.386,73.715,72.372,70.882,74.988
1289,B,False,62.259,62.746,63.783,64.557,67.131,67.475,66.718,66.144,69.093,68.228,67.936,69.164,67.245,68.341,68.029
1290,B,False,27.431,27.364,27.586,27.82,27.781,27.955,28.183,28.184,28.461,28.293,28.847,28.922,29.156,28.943,28.992
1291,B,False,26.458,27.331,27.311,27.47,27.474,28.459,29.115,29.349,30.089,31.28,30.974,30.856,31.184,32.395,31.239
1292,B,False,56.059,57.093,57.817,58.77,59.218,58.857,59.314,59.421,58.895,57.062,55.623,55.761,54.477,53.963,52.31
1293,B,False,45.429,45.489,45.489,45.545,45.023,44.613,45.058,44.3,44.194,44.134,43.867,43.833,43.526,42.794,42.604
1294,B,False,79.076,78.917,79.864,79.791,78.126,77.68,76.89,76.467,74.47,74.261,73.182,72.172,71.355,72.313,71.02
1295,B,False,41.934,42.218,42.272,42.375,44.042,43.747,44.664,44.57,44.992,45.812,45.064,44.855,44.088,44.103,43.663
1296,B,False,100.16,101.43,98.06,94.172,97.491,99.265,98.319,97.431,99.934,101.57,97.465,101.65,93.8,94.088,92.051
1297,B,False,43.086,43.724,43.041,42.897,42.142,43.444,41.725,41.664,41.462,41.271,40.297,39.675,40.078,40.891,41.695
1298,B,False,64.141,64.585,65.252,65.807,65.541,64.483,65.388,65.084,63.781,63.401,64.004,64.81,63.837,63.221,62.568
1299,B,False,31.415,31.393,30.999,30.805,31.113,30.853,30.736,30.998,31.876,31.894,32.013,32.117,32.348,32.16,32.06
1300,B,False,36.651,36.868,36.861,36.057,36.442,35.98,35.978,35.407,34.629,34.032,33.564,33.612,33.364,33.162,33.205
1301,B,False,81.499,83.614,86.184,83.16,83.493,85.906,85.52,83.701,84.287,82.17,80.342,77.301,76.538,75.711,77.214
1302,B,False,48.099,48.224,48.701,49.171,49.064,48.717,48.997,49.332,49.287,48.869,49.169,49.456,49.672,49.46,49.733
1303,B,False,34.6,33.691,34.608,34.627,33.43,34.068,34.223,35.828,35.041,34.213,34.304,34.767,36.261,35.412,35.288
1304,B,True,53.544,54.532,53.911,54.182,53.157,52.793,53.392,52.836,53.488,53.438,53.914,54.584,53.909,54.286,54.551
1305,B,False,31.003,30.035,29.308,28.996,29.137,29.002,29.605,29.801,29.513,30.805,29.486,28.545,28.446,29.203,28.589
1306,B,False,40.422,41.498,41.259,42.383,42.346,42.059,41.625,40.344,39.852,39.363,42.652,39.552,41.296,40.496,39.968
1307,B,False,24.353,25.007,24.535,24.552,24.129,24.672,25.617,26.72,27.084,27.383,28.061,28.598,29.118,29.629,30.307
1308,B,False,41.55,40.588,39.797,40.026,39.869,40.544,41.653,43.324,43.586,43.954,41.602,42.172,42.53,43.549,43.578
1309,B,False,63.274,61.313,61.683,61.669,59.108,59.74,59.985,59.852,59.097,60.423,57.662,57.247,57.613,57.126,57.278
1310,B,False,40.355,39.956,40.281,40.242,40.615,40.764,41.016,41.326,41.491,41.984,42.848,42.888,43.092,43.739,44.763
1311,B,False,0.0,0.0,0.0,0.0,0.0,19.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,B,True,57.842,57.695,58.302,57.941,57.61,58.539,57.512,55.894,56.931,57.509,57.288,56.749,56.076,55.128,54.936
1313,B,False,35.548,36.174,36.04,36.349,37.096,36.561,36.818,37.881,37.813,38.393,39.054,38.55,39.109,39.368,39.176
1314,B,False,40.495,40.992,40.989,40.123,40.678,41.105,41.797,41.213,42.446,42.024,41.746,41.463,41.268,41.197,41.079
1315,B,False,38.088,38.388,38.441,38.203,38.199,37.939,38.505,38.74,39.12,39.533,39.171,39.441,40.187,39.664,39.682
1316,B,True,60.068,59.926,65.657,66.28,62.259,64.72,61.147,64.007,65.227,65.024,62.838,62.059,60.086,57.978,59.458
1317,B,True,59.798,62.092,61.514,63.442,66.972,70.783,73.274,71.938,74.633,79.59,79.345,79.129,80.268,77.596,82.631
1318,B,False,98.516,101.19,102.56,107.5,99.888,100.16,101.43,98.06,94.172,97.491,99.265,98.319,97.431,99.934,101.57
1319,B,False,54.49,54.058,54.043,54.022,53.338,53.274,53.347,52.767,53.619,53.449,53.957,54.287,54.489,53.285,54.816
1320,B,False,64.285,65.54,63.601,64.779,64.655,64.425,62.636,62.926,64.458,64.012,63.929,63.385,63.954,62.988,64.627
1321,B,True,91.214,87.772,88.609,88.928,84.468,85.844,83.702,81.551,83.886,80.422,81.587,82.834,82.583,88.334,86.76
1322,B,False,48.719,48.123,47.587,46.816,47.026,47.161,46.902,46.504,46.294,46.579,46.367,45.818,45.04,45.642,45.264
1323,B,False,70.176,71.228,71.225,70.679,70.077,71.037,70.459,71.155,71.204,71.218,70.97,70.443,70.138,69.877,70.375
1324,B,False,64.066,64.632,64.012,64.5,64.32,64.354,64.464,65.416,64.321,64.169,64.816,65.294,66.183,65.736,64.753
1325,B,False,57.27,55.728,54.009,59.665,58.188,59.529,60.279,62.409,61.952,62.543,63.328,64.724,61.95,63.857,65.299
1326,B,True,57.153,57.593,57.58,57.591,59.574,59.114,60.441,61.307,60.921,61.294,62.657,61.273,62.452,62.758,62.635
1327,B,True,29.873,28.661,28.604,27.882,29.53,28.46,28.611,28.936,28.253,26.952,28.396,29.211,30.531,27.076,29.307
1328,B,True,35.15,34.309,34.263,34.283,33.697,35.583,36.143,34.257,35.284,35.695,35.351,35.988,35.378,34.231,35.42
1329,B,True,62.844,62.889,62.302,62.119,62.362,62.142,63.054,63.165,63.929,63.965,64.284,64.025,64.444,65.112,65.033
1330,B,False,44.619,44.772,46.24,47.17,47.357,46.529,46.541,47.541,48.072,49.554,49.086,50.165,49.01,49.345,48.196
1331,B,False,40.662,38.228,42.118,40.284,42.742,42.387,44.4,41.965,43.556,41.354,43.259,41.377,41.163,41.314,40.58
1332,B,False,64.229,65.271,64.574,66.219,64.739,66.967,66.32,66.297,66.381,65.326,65.926,67.015,65.715,64.355,65.122
1333,B,False,77.703,76.685,75.115,75.135,75.191,74.669,74.683,75.76,78.075,78.743,82.208,84.076,86.095,86.643,86.955
1334,B,True,33.278,33.535,33.93,34.22,33.931,33.918,33.773,32.912,32.661,33.211,32.104,32.49,32.054,32.116,31.91
1335,B,False,60.816,61.081,60.158,60.515,60.954,62.638,63.578,62.891,62.585,62.891,62.035,62.263,62.11,61.92,62.093
1336,B,False,56.015,57.786,58.88,59.049,59.768,60.203,60.907,61.2,62.004,61.923,62.219,62.751,62.898,62.819,62.945
1337,B,False,87.035,86.841,90.098,88.516,87.458,84.844,82.942,82.487,83.174,84.488,84.302,81.155,83.752,80.66,81.663
1338,B,False,27.933,27.403,27.797,27.277,27.023,26.283,27.407,27.495,26.192,25.808,26.404,25.175,24.948,25.411,24.242
1339,B,True,40.151,40.798,41.038,41.901,41.575,41.979,42.032,42.268,42.523,43.256,44.024,45.1,44.776,45.289,45.787
1340,B,False,44.356,43.815,43.7,43.498,42.863,42.916,43.178,43.556,43.087,43.221,43.406,43.798,44.048,44.755,45.147
1341,B,False,51.774,64.029,66.987,61.7,65.173,65.557,68.077,69.375,67.818,66.803,70.094,70.488,70.801,76.546,76.531
1342,B,False,71.107,70.029,70.007,70.257,70.762,70.091,69.752,70.81,70.911,71.949,72.513,70.816,69.674,70.248,70.515
1343,B,False,33.617,33.661,33.158,32.859,32.677,32.537,33.008,33.028,32.198,31.649,32.131,32.193,32.171,32.661,31.591
1344,B,False,32.152,32.516,32.976,32.322,32.208,32.665,32.412,32.032,31.759,31.352,30.686,31.585,31.319,31.267,30.599
1345,B,True,89.323,85.719,86.845,85.496,84.408,85.192,83.717,80.089,79.734,79.758,77.044,76.347,74.303,76.318,74.714
1346,B,False,31.246,30.866,32.181,30.962,30.124,30.768,30.563,29.742,30.1,30.246,30.169,30.468,29.902,30.265,29.967
1347,B,True,33.956,34.26,33.961,34.368,34.296,34.141,33.566,33.154,33.37,33.595,33.625,33.862,33.816,33.47,33.189
1348,B,False,42.647,41.709,41.737,41.78,42.527,42.297,42.374,42.232,43.06,42.655,42.598,42.975,42.899,43.502,43.091
1349,B,False,71.043,71.68,70.751,68.327,64.637,64.432,63.873,63.617,60.966,63.934,62.627,61.3,59.997,58.423,59.888
1350,B,False,64.553,64.724,64.611,63.926,63.777,64.245,64.597,65.444,65.197,66.193,67.38,68.496,69.907,72.758,72.123
1351,B,False,82.139,82.464,82.546,77.928,79.645,82.111,81.754,82.403,82.489,79.057,75.233,75.845,76.279,76.498,77.59
1352,B,False,61.631,62.668,62.772,62.344,61.701,62.886,62.991,61.795,62.106,63.716,62.527,61.411,61.745,60.085,59.764
1353,B,False,62.808,60.897,62.569,61.446,62.316,61.816,61.574,60.921,61.6,60.98,60.028,61.593,59.442,59.948,60.368
1354,B,False,55.317,55.161,55.836,55.662,56.507,55.948,56.064,55.584,56.338,56.218,57.892,57.183,57.032,57.79,58.083
1355,B,False,41.611,43.587,44.856,45.253,46.923,47.185,48.458,48.332,47.515,46.394,46.705,45.907,46.632,47.638,49.839
1356,B,False,41.098,40.9,41.103,41.265,40.982,41.498,41.545,40.838,40.965,40.614,39.74,39.727,38.833,39.213,39.367
1357,B,False,39.45,39.213,39.401,38.99,39.011,39.134,39.031,38.987,38.546,38.529,38.623,39.187,39.051,39.188,39.352
1358,B,False,26.32,27.407,27.345,26.709,27.443,27.619,27.499,26.97,26.63,26.895,27.188,26.876,28.031,28.242,28.093
1359,B,False,31.731,31.9,31.717,31.051,31.278,30.55,31.287,30.996,31.158,31.173,31.096,31.204,31.897,34.607,32.219
1360,B,False,63.889,65.874,67.146,68.093,66.622,65.118,65.584,63.994,63.827,62.185,62.337,62.013,61.067,58.961,58.999
1361,B,False,52.233,53.407,53.436,54.03,55.348,54.884,56.774,56.477,56.885,55.804,56.141,55.363,54.642,54.079,54.473
1362,B,False,42.456,41.893,41.584,42.277,41.99,41.917,41.411,41.625,41.601,41.504,42.042,41.509,41.533,40.976,41.301
1363,B,False,52.508,53.214,53.076,52.769,51.842,51.938,51.062,49.965,49.025,48.107,47.234,46.073,45.389,45.158,44.288
1364,B,True,54.901,56.648,58.451,58.721,58.155,59.61,60.326,60.702,62.563,61.803,62.415,61.71,60.463,60.785,61.944
1365,B,False,39.531,39.97,40.013,41.169,40.775,40.49,41.106,40.601,40.102,39.836,40.085,39.932,39.705,39.663,39.941
1366,B,True,82.664,86.56,84.3,83.53,81.926,83.141,82.758,81.113,80.275,81.669,79.043,78.918,79.532,81.389,81.922
1367,B,True,66.566,65.991,65.261,64.766,62.808,60.897,62.569,61.446,62.316,61.816,61.574,60.921,61.6,60.98,60.028
1368,B,True,69.823,69.258,69.501,69.487,69.374,69.992,69.283,68.299,69.986,69.283,69.657,72.889,72.217,73.321,70.954
1369,B,False,65.478,63.565,62.91,62.486,62.043,62.742,63.118,62.793,61.452,63.042,63.76,60.807,61.598,61.465,61.762
1370,B,False,54.982,55.586,56.464,57.277,57.595,58.393,58.664,58.828,58.664,58.833,59.529,59.914,60.245,60.9,61.163
1371,B,False,35.845,35.961,35.983,36.68,36.266,36.294,36.85,36.555,37.181,36.916,36.839,37.451,37.135,36.807,36.483
1372,B,False,40.0,40.318,40.26,39.985,40.313,40.454,40.283,40.242,40.023,40.036,40.138,39.918,40.541,40.555,40.529
1373,B,False,32.853,34.084,34.538,33.952,33.765,34.537,33.992,34.617,36.062,35.888,36.375,36.807,36.664,37.118,36.076
1374,B,False,36.957,36.691,36.549,36.355,36.578,35.986,36.136,35.971,35.583,35.677,35.663,35.315,35.031,35.016,34.83
1375,B,False,44.447,44.245,44.175,44.01,44.218,44.136,44.765,44.797,45.58,45.456,45.065,44.639,44.562,44.106,44.416
1376,B,False,36.785,36.829,36.239,36.188,36.16,36.173,36.184,36.397,36.265,36.485,36.343,36.386,36.518,36.891,36.896
1377,B,False,47.557,45.01,49.305,54.905,56.867,55.822,56.094,60.044,57.548,55.107,56.966,60.859,56.228,58.491,62.994
1378,B,False,47.238,47.707,48.112,48.392,47.948,48.289,48.215,47.801,48.318,48.367,48.267,48.688,48.363,47.62,48.375
1379,B,False,29.684,29.87,29.693,29.306,28.771,28.699,28.508,28.756,29.306,28.87,29.329,28.714,28.911,28.67,28.247
1380,B,False,68.102,68.984,68.306,68.855,69.505,69.085,69.221,68.585,69.032,68.676,68.951,70.525,70.241,70.178,69.988
1381,B,False,31.28,30.974,30.856,31.184,32.395,31.239,28.858,31.07,30.379,28.19,28.908,27.612,26.615,31.292,25.603
1382,B,False,66.565,66.185,65.532,66.598,66.372,66.39,65.344,64.716,63.547,64.474,64.396,64.375,64.205,63.369,63.189
1383,B,False,29.869,29.507,29.627,29.611,29.36,29.723,29.732,29.72,29.682,29.92,29.81,29.951,30.205,30.518,30.583
1384,B,False,45.692,46.025,45.688,45.833,45.782,46.373,46.66,47.028,47.167,47.204,47.493,47.83,48.176,47.821,48.188
1385,B,False,67.373,68.279,66.66,63.063,65.444,68.107,67.746,67.605,64.201,65.396,70.93,67.528,64.5,67.692,68.26
1386,B,False,56.304,55.947,56.333,56.512,57.652,58.163,58.125,58.247,57.491,57.536,58.103,57.962,58.831,58.392,58.2
1387,B,False,36.502,36.379,36.416,35.711,35.383,35.343,35.159,35.87,36.267,35.613,35.596,35.046,35.181,34.727,35.481
1388,B,False,33.643,33.619,32.68,32.797,32.513,31.632,31.624,31.763,31.224,30.729,31.222,31.124,31.184,31.487,31.533
1389,B,False,42.421,44.424,44.276,43.399,43.015,43.568,43.282,43.839,44.562,45.099,45.141,44.707,44.811,44.553,44.084
1390,B,False,62.39,62.601,63.378,63.545,64.047,64.429,64.618,65.097,64.308,64.507,63.863,63.113,62.687,60.881,59.716
1391,B,False,49.76,50.199,49.708,49.584,49.635,48.77,48.07,47.779,47.542,46.646,46.27,45.859,45.944,45.331,45.505
1392,B,False,61.577,61.994,61.923,62.378,62.646,62.409,62.019,61.636,61.258,60.473,60.261,59.312,59.257,59.195,58.687
1393,B,False,57.307,57.132,57.986,57.328,58.057,57.768,57.458,58.315,57.377,58.642,59.318,61.557,63.066,64.192,65.343
1394,B,False,67.305,64.958,66.257,65.81,67.344,69.618,68.188,65.666,66.381,65.911,64.724,67.683,68.397,70.17,65.911
1395,B,False,31.717,31.051,31.278,30.55,31.287,30.996,31.158,31.173,31.096,31.204,31.897,34.607,32.219,32.44,32.894
1396,B,False,47.334,47.787,47.554,47.922,47.509,47.114,46.846,48.277,48.549,48.026,48.077,47.143,47.598,47.535,46.866
1397,B,False,30.55,31.287,30.996,31.158,31.173,31.096,31.204,31.897,34.607,32.219,32.44,32.894,31.81,31.764,31.396
1398,B,False,54.7,54.897,54.391,55.723,54.576,55.483,56.128,55.531,54.388,55.698,56.768,56.141,56.809,56.283,57.733
1399,B,False,33.09,33.734,33.664,34.106,34.108,34.295,34.512,34.403,34.054,34.559,34.997,34.775,34.504,34.336,34.491
1400,B,False,62.005,61.5,63.193,60.794,59.504,60.022,58.778,60.464,59.222,58.315,59.984,59.571,60.001,60.724,62.002
1401,B,False,65.782,66.535,69.082,68.864,68.305,69.561,69.181,68.444,70.025,70.346,71.013,70.328,69.259,69.245,68.637
1402,B,False,69.236,68.211,71.412,68.757,65.531,68.137,68.986,68.037,67.436,67.298,68.43,67.471,68.517,68.829,69.399
1403,B,False,42.194,41.208,41.125,40.893,41.295,41.724,41.932,42.613,42.612,42.584,43.313,44.027,43.677,43.709,43.503
1404,B,False,36.807,36.664,37.118,36.076,37.03,36.394,36.634,36.198,35.78,35.914,35.927,36.272,35.949,35.645,35.968
1405,B,False,45.961,45.812,45.244,46.016,44.752,45.68,45.921,45.818,45.134,44.438,44.205,45.052,46.501,47.058,48.236
1406,B,False,33.663,39.585,39.519,48.152,46.184,47.926,48.494,49.527,49.029,50.379,50.882,49.709,52.242,54.841,56.419
1407,B,False,65.326,65.273,66.343,67.035,64.828,65.702,65.315,64.473,64.461,63.229,64.006,63.785,64.01,63.254,61.34
1408,B,False,55.343,54.653,54.604,55.173,54.848,55.191,54.728,54.075,53.993,53.529,53.768,53.751,53.312,52.978,53.381
1409,B,False,34.707,34.13,33.926,33.925,34.203,34.144,33.955,33.637,33.943,34.157,34.292,34.345,34.552,34.96,35.025
1410,B,False,34.135,33.82,33.822,32.952,33.455,33.797,33.742,33.654,33.501,33.372,33.527,33.424,33.315,34.027,34.146
1411,B,False,48.269,47.056,47.672,47.403,46.012,44.917,44.597,44.091,43.639,43.58,44.009,43.529,43.491,43.306,43.688
1412,B,True,65.902,65.121,64.59,65.136,62.493,61.937,60.373,58.946,58.907,58.024,58.687,58.626,59.161,59.256,60.763
1413,B,False,73.56,74.412,74.539,73.581,72.428,72.508,72.398,71.127,69.927,68.508,67.42,67.604,66.98,64.783,64.914
1414,B,False,38.121,40.434,37.098,31.454,31.503,30.452,31.031,32.213,31.724,32.853,34.084,34.538,33.952,33.765,34.537
1415,B,True,41.32,40.437,40.58,40.757,40.524,39.593,41.329,39.736,41.024,41.658,42.437,42.567,43.223,42.452,42.507
1416,B,False,59.243,60.61,62.088,62.502,62.873,62.643,62.631,64.002,63.773,63.482,62.563,62.772,62.536,61.576,61.865
1417,B,False,60.768,59.585,57.385,55.611,54.319,51.996,51.764,51.661,50.561,49.716,49.913,50.383,50.761,51.956,53.739
1418,B,False,30.197,31.279,31.849,31.253,30.861,29.117,32.379,31.731,29.736,30.045,29.8,29.182,29.569,30.644,30.086
1419,B,True,57.802,55.532,56.22,54.967,55.903,56.255,56.68,58.041,58.783,59.64,61.473,62.776,64.025,65.054,65.125
1420,B,False,64.374,61.813,61.417,60.92,59.093,56.207,55.953,56.611,57.046,56.08,55.793,54.8,56.368,59.499,60.637
1421,B,False,59.687,58.799,58.976,59.494,60.6,61.053,62.708,63.222,63.802,64.043,64.419,64.237,64.673,64.66,64.575
1422,B,False,66.215,66.101,65.276,66.297,65.88,66.273,67.162,68.685,67.914,68.326,69.409,69.866,69.658,69.305,69.846
1423,B,False,64.511,64.309,63.968,63.263,62.161,61.0,59.608,59.33,58.315,57.815,57.029,56.415,55.359,55.422,55.851
1424,B,False,54.686,54.034,54.109,53.433,52.813,52.835,53.221,53.392,53.347,53.002,52.486,52.481,52.496,52.279,52.617
1425,B,False,36.778,36.73,36.837,36.882,36.842,36.661,35.813,36.489,36.251,36.046,35.848,36.182,36.543,36.853,37.605
1426,B,True,70.413,72.39,73.771,73.634,74.054,74.141,73.032,73.455,74.294,76.36,76.599,78.488,80.37,82.44,80.352
1427,B,False,86.745,87.142,85.368,84.389,85.031,84.71,85.056,84.707,81.511,82.388,81.641,79.151,78.855,77.703,76.679
1428,B,False,66.839,66.513,67.503,67.371,67.32,66.445,67.439,69.468,69.313,69.767,70.818,70.685,72.642,72.351,72.573
1429,B,False,53.117,54.417,55.154,57.191,57.537,58.137,60.811,61.403,61.256,61.424,62.694,63.153,63.07,65.174,65.438
1430,B,False,45.856,45.366,44.782,44.526,44.09,43.746,43.606,43.389,43.487,43.312,43.39,43.453,43.188,43.303,43.133
1431,B,False,74.67,72.806,73.111,73.344,72.814,74.877,72.786,72.907,71.494,74.621,73.162,71.738,67.344,67.497,65.395
1432,B,False,44.104,40.993,43.664,38.356,39.492,38.462,37.158,39.903,38.947,38.928,40.063,40.789,41.212,41.687,43.441
1433,B,True,37.087,37.506,38.542,38.501,38.805,38.914,39.438,40.426,40.073,41.082,41.106,41.65,41.993,42.26,42.852
1434,B,False,36.912,36.683,36.879,37.095,37.368,37.619,37.978,38.359,38.047,38.179,37.878,38.067,37.644,37.166,37.501
1435,B,False,36.723,37.078,37.66,37.575,37.242,37.606,38.217,38.125,37.417,38.087,38.355,37.931,37.763,38.038,38.893
1436,B,False,83.879,84.482,85.429,83.039,82.879,82.139,83.078,83.491,83.198,83.512,83.61,83.17,81.741,81.866,80.823
1437,B,False,85.05,87.097,87.058,85.006,84.845,83.991,87.927,86.986,87.451,91.304,93.184,92.999,94.2,98.553,71.068
1438,B,False,43.424,43.074,41.995,42.006,41.725,40.881,40.934,40.217,41.024,41.059,41.399,41.482,41.513,41.981,41.644
1439,B,False,87.172,88.356,85.654,84.562,86.331,85.113,85.022,86.474,82.587,80.906,78.175,76.118,75.221,75.289,74.505
1440,B,False,34.217,33.421,33.219,32.977,33.177,32.857,32.831,33.191,33.065,32.927,32.665,33.049,33.041,33.117,33.065
1441,B,False,65.61,67.8,70.674,73.225,75.316,77.355,77.092,76.736,76.559,75.089,72.561,70.476,66.555,64.859,62.779
1442,B,True,48.048,47.266,46.837,47.301,47.377,48.101,48.07,48.649,47.544,48.499,48.286,48.573,48.176,48.588,48.436
1443,B,False,53.352,52.628,51.815,51.733,51.457,50.718,50.63,50.012,49.772,49.657,49.018,48.316,47.784,47.425,47.48
1444,B,False,32.53,32.38,32.643,32.867,33.113,33.239,33.326,33.651,33.766,34.565,34.721,35.35,35.583,36.481,36.946
1445,B,False,46.094,46.154,46.956,46.947,46.717,46.883,46.591,45.896,46.071,46.025,46.593,46.217,45.745,45.821,45.557
1446,B,False,37.445,37.405,37.478,38.3,38.414,38.243,38.265,38.572,38.855,39.0,39.417,39.659,40.339,40.105,40.391
1447,B,False,52.451,53.032,52.578,53.271,53.902,54.425,54.469,54.067,54.63,54.803,54.338,55.246,54.667,54.586,54.529
1448,B,True,33.601,34.48,34.476,33.849,34.131,34.114,32.231,32.225,32.654,31.848,30.761,31.325,30.328,30.52,31.444
1449,B,False,61.193,61.528,60.341,60.207,59.845,60.358,61.795,61.673,61.55,63.403,64.866,66.681,67.149,66.419,67.144
1450,B,False,32.863,32.981,33.398,33.639,33.733,34.038,33.28,33.381,33.068,33.222,32.941,32.896,32.385,31.782,31.784
1451,B,False,60.993,62.036,63.299,62.237,61.898,60.769,62.718,60.507,60.325,61.189,59.29,58.171,57.099,57.456,58.378
1452,B,False,42.881,43.45,44.863,44.496,44.857,43.933,44.668,44.747,44.237,43.643,44.204,43.927,43.714,43.186,43.166
1453,B,False,34.839,33.641,34.6,35.113,34.378,34.5,33.728,34.327,34.447,35.439,33.547,34.873,35.078,34.517,34.757
1454,B,False,0.0,26.537,25.665,29.129,23.699,22.779,25.079,25.781,28.113,42.586,32.647,35.287,38.732,40.026,41.842
