,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15
1985,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,N,False,129.35,130.85,132.19,132.67,132.39,132.85,132.38,133.27,132.25,134.75,136.25,135.49,136.12,135.18,134.93
1987,N,False,154.5,154.22,154.16,153.99,153.99,154.43,155.55,155.34,155.15,154.95,154.32,154.47,153.6,153.92,154.11
1988,N,False,103.67,103.95,104.41,103.9,103.95,103.97,103.97,104.69,104.69,105.86,104.53,105.97,106.79,106.84,107.26
1989,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,N,False,12.042,12.728,12.042,12.728,0.0,76.217,76.837,0.0,77.621,78.409,78.409,78.409,78.409,72.713,79.812
1991,N,False,27.074,0.0,27.019,27.074,0.0,0.0,0.0,0.0,27.019,0.0,29.411,30.083,29.155,29.967,30.414
1992,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,N,False,75.154,77.064,77.473,77.078,76.559,76.418,77.473,77.473,85.979,85.712,84.769,85.577,84.864,85.79,86.445
1996,N,False,231.71,231.81,232.05,231.45,234.1,234.83,234.56,233.98,234.63,240.04,237.79,239.6,240.91,241.95,240.08
1997,N,False,86.145,86.227,86.145,87.144,88.091,89.237,89.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,N,False,10.862,11.587,10.63,9.9199,12.207,13.038,12.53,12.53,11.027,11.705,11.705,11.402,11.402,10.657,10.77
1999,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,N,False,387.97,390.26,392.58,391.68,393.8,395.42,394.69,395.78,394.97,395.11,395.57,395.95,395.63,398.96,399.96
2001,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,N,False,176.03,174.28,173.77,176.15,178.97,178.01,177.06,176.38,175.84,174.39,174.76,178.2,179.2,177.77,176.86
2005,N,False,156.79,156.62,156.82,156.94,156.89,156.82,157.12,154.5,156.35,158.14,157.14,157.95,156.75,155.06,158.23
2006,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,N,False,932.1,931.52,929.48,927.71,924.22,923.93,925.62,924.92,927.79,929.04,933.99,931.56,932.36,937.55,938.24
2009,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,N,False,0.0,0.0,0.0,0.0,0.0,5.3852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,N,False,84.717,84.853,85.0,85.988,87.132,87.132,0.0,0.0,0.0,0.0,0.0,89.269,90.255,0.0,0.0
2015,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,N,False,242.72,240.07,240.53,234.37,232.12,227.69,230.55,227.39,223.48,223.2,226.69,223.0,222.54,223.3,224.78
2019,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,N,False,303.71,310.02,306.01,311.48,310.91,305.75,302.93,304.55,304.9,308.59,308.05,310.49,309.06,315.33,318.15
2021,N,False,130.61,133.45,133.76,133.76,134.71,134.1,0.0,0.0,0.0,0.0,8.0623,0.0,0.0,0.0,0.0
2022,N,False,636.33,639.17,626.21,626.3,626.32,626.96,636.79,627.24,627.15,626.02,626.3,627.19,626.93,627.07,626.46
2023,N,False,59.939,24.601,60.606,26.038,21.415,23.019,22.947,21.733,27.344,24.807,26.191,25.418,25.222,22.581,25.508
2024,N,False,134.37,137.08,137.19,51.924,136.51,136.03,140.55,142.48,44.592,139.66,137.01,36.268,38.768,38.81,38.494
2025,N,False,12.369,12.369,12.369,12.369,12.369,12.369,12.369,8.4853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,N,False,69.489,70.777,69.617,69.795,70.646,69.218,69.662,69.949,69.272,68.895,70.449,70.551,69.919,70.029,71.054
2028,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,N,False,112.4,114.63,115.45,117.2,117.2,118.11,118.11,117.2,118.11,119.87,119.87,120.77,121.2,122.1,123.0
2030,N,False,121.46,110.94,113.11,114.13,117.32,119.7,116.04,115.52,112.58,106.05,101.05,107.7,107.48,109.65,117.49
2031,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,N,False,7.0711,7.8102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,N,False,10.05,10.05,0.0,10.05,10.05,10.05,10.05,10.198,10.198,10.198,10.05,10.05,9.0554,9.0554,9.2195
2034,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,N,False,7.0711,6.0828,0.0,5.3852,6.0828,7.0711,0.0,0.0,0.0,0.0,6.0828,5.3852,5.3852,5.3852,5.3852
2036,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,N,False,0.0,0.0,0.0,0.0,0.0,0.0,24.083,22.672,22.804,24.207,24.207,26.401,25.612,0.0,0.0
2038,N,False,128.76,130.3,129.81,131.07,131.27,131.91,131.89,133.16,133.34,133.62,133.76,134.61,135.78,136.01,136.72
2039,N,False,333.59,333.85,334.32,335.59,333.86,335.15,337.01,333.96,333.15,337.57,338.16,333.95,331.2,335.34,329.98
2040,N,False,779.0,779.7,778.43,776.8,776.64,779.14,779.74,780.77,780.98,781.74,782.63,782.88,782.36,780.72,782.74
2041,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,N,False,130.07,129.93,133.74,138.51,108.22,139.7,148.29,140.9,142.23,141.71,146.67,141.2,143.58,141.53,150.86
2043,N,False,126.0,127.02,129.02,130.02,132.03,132.03,134.03,135.03,135.03,136.32,138.21,139.66,139.4,140.97,141.33
2044,N,False,536.89,536.97,536.89,536.97,536.89,536.89,537.97,501.51,536.97,499.9,536.06,536.06,476.97,466.24,489.39
2045,N,False,36.62,36.62,36.62,36.62,35.228,35.805,35.805,35.228,35.0,35.0,35.805,34.409,33.729,33.749,33.601
2046,N,False,153.26,151.15,153.1,152.33,151.81,151.53,150.56,150.95,148.32,148.41,149.47,149.48,149.63,150.37,151.39
2047,N,False,101.24,103.16,103.16,104.69,105.65,106.32,107.28,107.56,108.81,109.77,110.72,109.48,110.03,110.47,111.12
2048,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,N,False,66.529,67.832,67.005,71.789,74.997,70.969,73.417,68.058,54.231,54.842,55.128,55.211,55.471,56.036,55.471
2050,N,False,106.47,107.53,106.98,107.11,107.47,105.53,108.29,109.13,109.16,108.7,110.25,111.0,109.26,112.93,108.47
2051,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,N,False,87.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.416,18.682,19.235,18.439,14.667,18.974
2053,N,False,164.12,165.63,165.63,165.0,164.13,166.55,165.17,165.22,164.69,163.83,163.99,164.17,164.93,165.01,165.29
2054,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,N,False,102.3,103.27,104.61,105.39,105.43,105.12,106.72,106.61,106.89,109.23,110.94,110.11,109.0,110.94,109.83
2056,N,False,10.321,13.56,13.294,12.099,14.136,14.407,14.695,12.814,13.184,14.322,14.22,12.499,12.767,142.58,142.23
2057,N,False,751.57,752.38,753.38,751.96,752.85,753.0,752.23,751.59,751.13,751.68,751.93,751.99,752.6,752.12,752.25
2058,N,False,148.0,150.0,150.0,151.0,151.0,0.0,152.01,152.01,0.0,153.0,0.0,153.0,0.0,0.0,0.0
2059,N,False,199.19,198.81,201.47,202.35,199.83,199.48,199.03,197.9,196.89,199.15,197.13,203.18,204.93,205.07,205.89
2060,N,False,110.29,108.89,107.34,105.21,106.5,105.03,104.33,102.93,103.84,105.22,106.9,107.85,106.43,107.91,107.71
2061,N,False,88.861,84.003,82.963,82.749,82.874,80.402,83.784,78.96,82.007,84.499,84.384,77.299,83.419,78.814,81.963
2062,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,N,False,0.0,0.0,0.0,0.0,0.0,0.0,99.925,100.9,100.9,100.66,100.66,100.66,100.66,100.66,100.9
2065,N,False,322.28,318.5,333.81,336.33,335.63,332.64,336.19,334.37,335.0,329.69,328.99,327.06,324.39,323.96,323.62
2066,N,False,480.42,480.21,479.98,478.91,478.23,478.96,478.62,478.4,478.44,478.14,479.49,480.16,480.06,480.2,479.51
2067,N,False,170.22,168.11,167.32,167.88,165.13,166.11,163.44,164.83,164.47,170.09,169.8,171.46,171.73,178.04,177.04
2068,N,False,0.0,12.53,0.0,0.0,13.601,14.422,13.601,13.038,12.207,12.207,12.207,12.207,10.817,11.402,0.0
2069,N,False,331.99,330.93,330.29,330.65,332.28,333.34,332.11,332.69,333.96,333.57,332.99,331.81,332.23,332.51,330.41
2070,N,False,19.647,20.396,20.396,19.416,19.416,19.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,N,False,0.0,37.656,37.656,37.656,37.855,37.855,37.855,37.855,0.0,0.0,0.0,0.0,0.0,38.639,37.656
2073,N,False,12.166,12.166,12.166,12.042,11.045,11.18,11.18,11.18,11.18,11.402,11.402,11.402,12.369,10.44,11.705
2074,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,N,False,319.79,318.84,317.29,318.22,319.54,322.72,322.18,323.7,325.41,323.74,321.15,319.59,321.22,321.33,323.16
2077,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,N,False,313.37,312.5,317.37,320.44,319.06,317.24,314.3,318.41,314.14,314.57,316.93,319.1,324.78,324.32,325.4
2079,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,N,False,0.0,5.099,0.0,8.6023,44.719,45.277,0.0,45.967,46.69,48.795,48.795,50.21,50.21,49.518,48.836
2081,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,N,False,54.037,54.037,55.0,54.0,54.037,54.037,54.037,54.037,54.037,54.037,55.009,54.009,54.009,54.009,54.009
2083,N,False,157.49,157.18,156.42,157.16,156.04,158.25,158.85,158.08,160.06,160.18,160.15,159.97,160.32,160.23,161.9
2084,N,False,333.92,331.79,331.92,336.03,336.58,337.79,338.33,337.26,341.83,341.36,340.77,341.27,346.33,345.42,347.75
2085,N,False,340.25,337.59,336.67,333.92,331.79,331.92,336.03,336.58,337.79,338.33,337.26,341.83,341.36,340.77,341.27
2086,N,False,0.0,0.0,0.0,109.73,109.73,112.21,112.84,113.55,113.89,114.78,115.52,117.25,116.81,117.75,119.4
2087,N,False,137.65,136.96,135.29,135.22,135.38,135.32,135.98,133.93,130.0,133.65,133.2,135.17,130.8,131.4,131.61
2088,N,False,125.15,127.1,128.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,N,False,553.95,503.32,529.72,542.36,643.98,646.13,647.47,649.24,646.0,649.26,646.74,649.03,653.87,654.44,656.19
2092,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,N,False,938.32,934.19,935.38,940.65,936.1,935.48,934.41,935.73,932.77,935.26,933.0,930.61,936.16,933.77,934.17
2094,N,False,919.31,914.69,914.6,914.26,915.0,912.81,912.43,909.15,905.67,903.93,901.95,901.46,899.61,895.77,896.39
2095,N,False,86.703,87.9,89.283,90.022,90.832,91.862,92.888,92.757,94.831,94.479,95.94,96.241,96.804,96.833,97.216
2096,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,N,False,1299.6,1301.4,1304.6,1307.8,1310.8,1311.7,1313.1,1313.6,1313.1,1313.8,1312.1,1314.4,1316.1,1320.3,1318.6
2098,N,False,583.84,584.55,585.17,586.51,584.43,584.68,585.07,584.09,585.43,583.35,585.19,584.72,585.28,585.75,586.74
2099,N,False,121.16,123.19,124.25,124.32,124.23,125.86,126.42,126.25,126.62,128.41,129.26,129.35,130.27,130.69,132.71
2100,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,N,False,281.26,281.66,281.88,282.06,282.98,282.58,282.06,282.06,282.47,282.47,290.43,290.46,691.68,462.78,691.37
2102,N,False,484.37,485.23,487.8,484.42,487.66,488.21,487.73,488.28,489.71,495.75,495.33,0.0,495.33,494.42,494.0
2103,N,False,450.7,441.11,442.53,441.05,441.91,445.0,450.14,459.49,457.28,453.64,453.21,458.86,449.75,455.82,457.83
2104,N,False,56.938,56.358,56.957,57.04,56.879,56.095,56.11,56.886,57.252,57.271,57.359,57.036,57.148,57.099,56.557
2105,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.248,0.0,0.0,0.0,0.0,0.0,0.0
2107,N,False,133.75,125.85,131.75,130.75,131.75,131.75,136.67,136.81,140.71,141.5,146.03,148.3,150.36,150.58,144.08
2108,N,False,330.24,329.98,332.0,333.35,335.61,332.54,327.86,334.43,333.91,335.39,334.18,336.81,336.34,335.69,332.57
2109,N,False,301.0,301.0,302.0,302.01,0.0,0.0,0.0,302.01,301.01,0.0,301.03,209.67,188.95,170.74,302.04
2110,N,False,77.405,78.778,80.03,79.591,79.817,79.509,79.236,79.337,80.372,82.143,83.167,84.663,84.123,84.644,85.796
2111,N,False,253.96,256.14,258.05,257.93,257.43,256.45,256.29,257.15,257.23,257.32,257.4,258.27,258.25,258.36,256.6
2112,N,False,28.339,29.885,32.04,33.014,130.87,130.03,129.89,130.02,25.974,18.801,17.943,19.116,19.623,16.849,29.149
2113,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,N,False,29.885,32.04,33.014,130.87,130.03,129.89,130.02,25.974,18.801,17.943,19.116,19.623,16.849,29.149,29.151
2115,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,N,False,202.14,203.06,202.32,202.29,202.34,202.61,201.73,201.86,202.91,202.57,202.17,203.79,204.17,203.76,204.96
2118,N,False,40.608,40.608,40.608,40.608,40.608,40.608,40.46,40.608,39.825,40.608,40.608,40.608,39.825,40.608,40.608
2119,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,N,False,104.74,107.68,105.72,106.0,105.98,107.22,110.63,110.19,115.38,115.28,107.69,92.377,93.861,98.143,97.763
2121,N,False,20.809,27.917,35.183,35.442,29.426,22.674,20.096,22.804,23.893,37.656,33.931,30.47,24.839,24.839,13.871
2122,N,False,352.1,353.48,351.58,351.72,354.6,353.86,355.43,355.9,353.87,353.58,352.42,352.65,354.79,352.58,354.55
2123,N,False,190.64,190.16,190.52,192.42,190.94,191.54,189.17,189.26,188.15,188.97,188.23,184.98,183.45,187.27,187.64
2124,N,False,361.78,363.33,362.39,363.49,365.44,364.79,363.52,364.38,363.8,363.59,363.97,362.93,362.29,362.37,363.91
2125,N,False,0.0,0.0,0.0,4.2426,0.0,0.0,0.0,0.0,0.0,0.0,3.6056,0.0,0.0,5.0,0.0
2126,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,9.9112,0.0,0.0,0.0,0.0,0.0
2127,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,N,False,27.62,27.203,27.514,25.962,26.249,26.703,26.571,26.249,0.0,0.0,0.0,21.213,0.0,28.16,28.16
2129,N,False,288.2,288.2,288.2,289.39,288.42,0.0,288.65,288.65,288.88,288.88,288.88,288.88,0.0,0.0,0.0
2130,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,N,False,12.806,12.207,11.402,12.806,12.806,12.4,11.961,11.915,12.806,11.993,12.189,13.038,11.654,12.42,13.19
2132,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,N,False,111.16,111.16,111.16,111.16,111.22,111.16,111.16,111.16,111.16,111.16,112.16,112.16,112.16,112.11,111.11
2135,N,False,37.025,96.36,107.57,108.78,39.544,109.02,90.927,89.509,88.96,89.29,89.202,46.131,48.943,44.431,43.818
2136,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,N,False,206.33,209.56,209.31,204.6,208.88,211.37,221.51,214.03,209.08,203.55,202.65,213.42,220.52,206.13,205.23
2139,N,False,85.071,88.969,91.369,89.996,92.049,87.141,86.424,87.02,86.523,86.524,86.649,88.544,88.865,89.493,88.544
2140,N,False,0.0,0.0,7.0711,7.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,N,False,809.7,749.51,776.26,826.28,824.26,812.98,803.2,775.31,836.8,767.52,838.7,837.14,849.56,832.0,1220.8
2145,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,N,False,480.75,519.68,520.14,471.21,461.09,468.56,429.54,521.72,521.81,452.71,452.29,454.7,520.32,520.62,520.37
2148,N,False,22.472,21.541,22.472,21.541,21.19,21.541,22.472,22.136,22.472,22.472,22.136,22.136,22.472,22.472,22.472
2149,N,False,10.77,0.0,10.296,10.296,10.77,9.2195,9.4868,9.4868,9.4868,8.544,9.2195,7.2801,9.4868,8.544,8.544
2150,N,False,84.046,84.796,84.528,83.63,84.077,84.077,84.459,84.531,84.637,83.187,83.63,83.63,76.593,83.63,84.077
2151,N,False,31.954,18.228,17.561,17.506,30.39,17.477,27.547,28.478,26.984,39.208,34.025,24.15,30.844,76.34,81.554
2152,N,False,137.18,137.23,137.23,111.59,105.64,108.19,111.13,109.47,102.68,98.92,96.681,91.666,76.276,76.276,76.276
2153,N,False,7.2111,7.2111,7.2111,0.0,76.118,77.104,79.429,78.447,78.262,79.429,0.0,80.604,81.584,0.0,0.0
2154,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,N,False,323.54,324.11,332.52,334.99,336.33,335.48,327.89,331.44,329.38,324.97,327.73,329.7,330.52,334.14,335.42
2158,N,False,22.804,21.587,22.561,22.804,22.561,0.0,23.537,23.537,22.561,22.561,23.345,23.345,23.345,24.331,23.345
2159,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,N,False,82.298,83.295,83.295,0.0,85.288,85.376,0.0,0.0,0.0,0.0,76.792,76.942,77.929,78.918,0.0
2162,N,False,14.776,33.119,34.196,31.667,34.099,29.571,28.499,14.155,14.181,38.311,47.654,50.976,55.2,105.58,105.31
2163,N,False,31.016,31.352,31.435,31.498,31.946,32.515,31.031,31.018,31.46,31.406,31.031,32.062,31.064,31.07,31.257
2164,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,N,False,529.06,0.0,0.0,0.0,0.0,0.0,530.21,529.64,530.21,530.79,529.97,530.79,531.37,531.95,531.14
2166,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,N,False,46.84,45.88,45.88,98.234,100.5,102.04,111.51,111.89,111.89,111.89,0.0,43.932,95.231,97.342,93.263
2169,N,False,86.277,62.394,63.265,57.801,57.801,58.669,59.54,64.75,74.216,0.0,0.0,0.0,0.0,0.0,0.0
2170,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,N,False,0.0,0.0,0.0,0.0,73.335,73.335,0.0,0.0,0.0,0.0,74.33,0.0,35.805,0.0,0.0
2172,N,False,65.504,71.675,66.646,68.637,61.951,60.164,60.074,53.252,48.824,46.267,47.262,50.624,53.164,93.714,43.484
2173,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.279,15.297,0.0
2175,N,False,25.0,25.09,24.735,25.612,24.207,25.0,24.413,24.413,25.741,25.172,26.401,25.497,25.57,24.769,24.868
2176,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,N,False,51.546,51.546,50.596,51.245,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,N,False,157.08,158.79,159.31,159.85,161.18,162.1,163.56,164.13,165.13,165.03,166.76,167.09,168.97,169.76,170.04
2184,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,N,False,154.18,154.82,155.27,156.81,157.08,158.79,159.31,159.85,161.18,162.1,163.56,164.13,165.13,165.03,166.76
2186,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,N,False,278.85,277.46,277.41,276.88,276.7,275.44,275.6,275.78,275.37,274.47,274.72,274.64,276.07,273.63,272.55
2188,N,False,124.04,124.15,124.64,124.78,126.03,126.42,125.76,126.53,127.85,128.46,129.01,129.74,131.45,131.47,131.37
2189,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2111,6.4031,6.4031,6.4031
2190,N,False,26.249,26.249,27.019,27.019,26.249,26.249,26.249,0.0,0.0,27.208,26.249,27.803,27.803,27.019,27.803
