,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10,MEANJZD_11,MEANJZD_12,MEANJZD_13,MEANJZD_14,MEANJZD_15
477,M,False,-0.41428,-0.46105,-0.39693,-0.37798,-0.33106,-0.32756,-0.40238,-0.43055,-0.37574,-0.36234,-0.39114,-0.41548,-0.27018,-0.25085,-0.30886
478,M,False,-0.26058,-0.16466,-0.29609,-0.20221,-0.31922,-0.24646,-0.097537,-0.19941,-0.18318,-0.2703,-0.2978,-0.22304,-0.16245,-0.16314,-0.11075
479,M,False,-0.23627,-0.20185,-0.28397,-0.20382,-0.1053,-0.17867,-0.13229,-0.22932,-0.058539,-0.071968,0.050634,-0.12956,0.12816,0.13632,0.2066
480,M,False,-0.021378,-0.12823,-0.15414,-0.10781,0.11272,0.017466,-0.29854,-0.17846,-0.032879,-0.091294,-0.014928,-0.19768,-0.18184,0.11196,-0.061908
481,M,False,0.11203,0.082736,0.10783,0.05363,0.080086,0.10379,0.041494,0.14794,0.14325,0.079144,0.072049,0.072236,-0.012493,0.077573,0.081472
482,M,True,-0.1805,-0.21386,-0.15644,-0.099467,-0.10813,-0.089219,-0.13875,-0.12173,-0.15429,-0.14739,-0.09874,-0.08681,-0.11494,-0.086088,-0.10613
483,M,False,-0.13168,-0.14581,-0.17215,-0.18288,-0.15332,-0.16076,-0.17174,-0.16067,-0.15446,-0.17282,-0.18771,-0.14975,-0.12756,-0.14329,-0.14415
484,M,True,-0.093164,-0.095883,-0.12667,-0.080765,-0.0686,-0.12844,-0.12441,-0.13737,-0.1313,-0.19017,-0.19487,-0.17597,-0.21632,-0.26049,-0.19549
485,M,True,0.052257,0.10338,0.021232,0.079499,0.048505,0.088192,0.21498,0.090934,0.15601,0.13533,0.15114,0.12836,0.074882,0.1236,0.08331
486,M,False,0.16011,0.18455,0.13135,0.086559,0.1404,0.16596,0.13291,0.24104,0.22135,0.26347,0.30397,0.24171,0.27864,0.27335,0.27473
487,M,True,0.23952,0.26296,0.34075,0.27048,0.39795,0.38414,0.27765,0.26938,0.27346,0.30014,0.34792,0.27719,0.31706,0.27709,0.30618
488,M,False,0.27048,0.39795,0.38414,0.27765,0.26938,0.27346,0.30014,0.34792,0.27719,0.31706,0.27709,0.30618,0.37238,0.33791,0.32925
489,M,False,0.27719,0.31706,0.27709,0.30618,0.37238,0.33791,0.32925,0.38375,0.30161,0.34258,0.3001,0.27327,0.18907,0.27233,0.34131
490,M,False,0.17521,0.16055,0.18491,0.17179,0.26744,0.23094,0.29495,0.24241,0.29604,0.2482,0.35954,0.25479,0.35567,0.39685,0.33764
491,M,True,0.37501,0.34334,0.3806,0.40422,0.39006,0.42299,0.42858,0.33808,0.3342,0.4222,0.41012,0.37849,0.37578,0.31917,0.31628
492,M,True,0.42332,0.43396,0.38673,0.35453,0.36463,0.45004,0.40204,0.33319,0.37991,0.3716,0.345,0.37637,0.31262,0.27159,0.27173
493,M,False,0.31585,0.32074,0.32044,0.25287,0.3024,0.29234,0.27457,0.31493,0.26478,0.29761,0.28269,0.27154,0.3178,0.28645,0.27801
494,M,False,0.15361,0.15072,0.11224,0.14975,0.098624,0.12074,0.12657,0.10761,0.15511,0.16279,0.15413,0.10513,0.14085,0.12437,0.108
495,M,False,0.28648,0.22044,0.27491,0.30144,0.31404,0.36964,0.31128,0.26397,0.29552,0.24812,0.23548,0.16954,0.20821,0.21589,0.28156
496,M,False,-0.3068,-0.13888,-0.1922,-0.31821,-0.36189,-0.36797,-0.33138,-0.21492,-0.1875,-0.27742,-0.22897,-0.19673,-0.12656,-0.11668,-0.047995
497,M,True,-0.42984,-0.27653,-0.22634,-0.36531,-0.2345,-0.2549,-0.062407,-0.096265,-0.039453,-0.20187,-0.24546,-0.31498,-0.37634,-0.30821,-0.36121
498,M,True,-0.089226,-0.052205,-0.022998,-0.10542,-0.28898,-0.10293,-0.17961,-0.042641,-0.0029264,0.0075605,0.09149,0.095528,0.11373,0.067169,-0.025925
499,M,False,-0.023787,-0.077529,0.012291,0.018674,0.033111,0.03022,-0.035435,-0.055441,-0.0045721,0.049335,-0.08256,-0.085965,-0.10985,-0.010773,-0.051295
500,M,False,-0.0045721,0.049335,-0.08256,-0.085965,-0.10985,-0.010773,-0.051295,-0.12809,-0.15485,-0.048077,-0.04341,-0.080548,0.036138,-0.1318,-0.092931
501,M,False,-0.055306,-0.089746,-0.061908,0.041064,-0.14038,-0.084794,-0.11356,0.039433,-0.0065707,-0.079746,-0.022183,-0.068059,0.016358,-0.11145,-0.091461
502,M,False,-0.19527,-0.16854,-0.14578,-0.16915,-0.28399,-0.25183,-0.215,-0.26425,-0.3313,-0.28234,-0.29651,-0.30954,-0.12791,-0.33623,-0.32687
503,M,True,0.15421,0.12863,0.13054,0.14216,0.17423,0.1742,0.10867,0.13186,0.18,0.14545,0.13768,0.20365,0.12968,0.12645,0.092008
504,M,False,0.092008,0.12419,0.094966,0.12216,0.21921,0.14316,0.13215,0.092546,0.0443,0.10302,0.17923,0.14543,0.19291,0.18747,0.15642
505,M,False,0.11227,0.29726,0.076338,0.1402,0.30622,0.16113,0.26272,0.13161,0.23046,0.17203,0.24679,0.23207,0.20625,0.28215,0.17476
506,M,True,-0.031624,-0.058528,-0.064567,-0.054913,-0.050135,-0.079615,-0.068253,-0.07361,-0.093026,-0.11859,-0.11942,-0.11346,-0.071607,-0.09,-0.095291
507,M,False,-0.076151,-0.090583,-0.077926,-0.062228,-0.092875,-0.080944,-0.10592,-0.11017,-0.10618,-0.088008,-0.084105,-0.12019,-0.1006,-0.097399,-0.11227
508,M,False,-0.4393,-0.39921,-0.46937,-0.43223,-0.49186,-0.47071,-0.48202,-0.43717,-0.47669,-0.43347,-0.53326,-0.58836,-0.60438,-0.63016,-0.55349
509,M,True,-0.13463,-0.13636,-0.13598,-0.077507,-0.077865,-0.070649,-0.02523,-0.040306,-0.02537,0.0037044,-0.043036,-0.029798,0.0074651,-0.0084224,-0.027974
510,M,False,0.001478,-0.013309,-0.019255,-0.016755,-0.0052146,-0.026418,-0.043737,-0.028698,-0.01321,-0.045629,-0.041169,-0.057811,-0.042511,-0.043925,-0.038141
511,M,False,-0.043737,-0.028698,-0.01321,-0.045629,-0.041169,-0.057811,-0.042511,-0.043925,-0.038141,-0.05478,-0.035631,-0.054968,-0.040134,-0.02663,-0.053671
512,M,True,-0.088068,-0.025103,-0.004133,0.037467,0.050837,-0.045718,-0.067086,0.006864,-0.032432,0.051024,0.038672,0.02893,0.0076168,-0.03341,0.005413
513,M,False,-0.053648,-0.054332,-0.076002,-0.007443,0.020496,0.040525,0.022874,-0.0056318,-0.025768,0.0049248,-0.0065623,-0.014677,0.0026515,-0.056728,-0.041769
514,M,False,-0.17021,-0.15983,-0.16871,-0.19538,-0.19331,-0.21032,-0.18224,-0.16042,-0.18002,-0.1073,-0.14013,-0.17473,-0.17924,-0.13053,-0.12846
515,M,False,-0.14769,-0.10106,-0.15649,-0.16152,-0.1448,-0.12897,-0.14158,-0.22835,-0.24519,-0.24615,-0.26686,-0.25361,-0.27621,-0.2718,-0.25754
516,M,False,0.071006,0.13928,0.1925,0.10527,0.10305,-0.065364,0.11306,0.079351,-0.054004,0.06624,0.14226,0.17705,0.16184,0.066125,-0.022427
517,M,True,-0.12911,-0.12663,-0.13676,-0.19781,-0.10284,-0.17567,-0.20566,-0.16742,-0.12242,-0.17267,-0.2274,-0.14187,-0.13367,-0.18375,-0.15824
518,M,False,0.10945,0.051519,0.030546,-0.0046549,0.10979,0.13224,0.019625,0.13419,0.070344,-0.045691,0.017308,0.064187,-0.005903,0.042434,0.10632
519,M,True,0.030775,-0.055438,-0.016849,-0.022339,-0.015212,-0.0016323,0.053267,0.014543,-0.040682,0.0027693,-0.012267,-0.055407,0.003948,-0.11536,-0.10455
520,M,True,-0.14275,-0.21393,-0.082494,-0.19664,-0.22351,-0.16685,-0.20027,-0.15283,-0.14692,-0.20528,-0.19936,-0.2029,-0.19129,-0.27154,-0.21936
521,M,False,-0.065807,-0.09609,-0.1241,-0.069454,-0.25961,-0.16759,-0.13777,-0.17217,-0.20233,-0.21567,-0.11164,-0.023344,-0.077765,-0.13857,-0.088551
522,M,True,-0.17531,-0.19342,-0.17813,-0.11542,-0.14986,-0.041922,-0.041553,-0.03174,-0.023206,-0.060755,-0.079176,-0.062342,-0.013446,-0.031115,-0.037011
523,M,False,0.13743,0.070304,0.080382,0.087473,0.077814,0.087333,0.082458,0.1008,0.12299,0.096899,0.06334,0.085853,0.08012,0.096555,0.11789
524,M,True,-0.05552,-0.037652,-0.012361,-0.031987,-0.020124,-0.021357,0.022122,0.023445,0.012152,0.055208,0.021345,0.048096,0.063083,0.043217,0.031745
525,M,False,0.011407,0.010306,-0.019528,0.0093757,0.0024933,-0.030019,-0.020205,-0.02389,0.0066582,0.065937,0.07001,-0.015993,0.008031,0.043685,0.026618
526,M,True,-0.21853,-0.2077,-0.15113,-0.16717,-0.18757,-0.148,-0.18429,-0.19346,-0.20326,-0.22243,-0.1673,-0.19072,-0.15482,-0.1669,-0.1821
527,M,False,-0.1513,-0.16276,-0.19712,-0.19356,-0.17241,-0.19602,-0.18387,-0.21601,-0.19959,-0.19417,-0.22575,-0.17864,-0.20905,-0.21835,-0.21688
528,M,False,-0.18831,-0.14556,-0.127,-0.1534,-0.13391,-0.14577,-0.14801,-0.12964,-0.10828,-0.15803,-0.18116,-0.19154,-0.13175,-0.15363,-0.21082
529,M,False,0.26033,0.29678,0.29156,0.45439,0.37582,0.22585,0.39839,0.238,0.27164,0.2467,0.17866,0.31635,0.2218,0.16785,0.11006
530,M,False,-0.084707,-0.051881,-0.063999,-0.093526,-0.10376,-0.019912,-0.061418,-0.074655,-0.01974,-0.053275,-0.0084207,0.087414,0.047541,-0.021655,0.0061295
531,M,True,-0.18429,-0.24435,-0.14501,-0.20906,-0.19786,-0.21854,-0.17262,-0.22629,-0.25151,-0.15891,-0.20469,-0.26168,-0.23909,-0.20183,-0.19847
532,M,True,-0.19961,-0.14771,-0.19756,-0.14901,-0.12691,-0.11781,-0.14484,-0.15723,-0.14746,-0.18334,-0.099348,-0.14615,-0.16091,-0.17162,-0.16725
533,M,True,0.10304,0.33501,0.039216,-0.13694,-0.0688,0.020738,0.11062,0.17485,0.14431,0.034855,-0.020516,0.22218,0.12822,0.14541,0.024951
534,M,True,-0.0053042,-0.0078551,-0.062849,-0.041734,-0.053223,-0.01006,0.011567,-0.043963,-0.016449,-0.041546,-0.042295,-0.026065,-0.11054,-0.047021,-0.055284
535,M,True,-0.029297,0.00039248,-0.018361,-0.03718,-0.026422,0.011408,0.0065122,-0.038237,-0.10001,-0.0034408,-0.060218,-0.10268,-0.085025,-0.14869,-0.10768
536,M,False,-0.0034408,-0.060218,-0.10268,-0.085025,-0.14869,-0.10768,-0.11887,-0.10656,-0.1163,-0.12531,-0.11852,-0.073541,-0.083662,-0.12606,-0.14715
537,M,True,-0.078985,-0.039841,-0.036705,-0.18139,-0.14872,-0.14078,-0.10706,-0.1342,-0.033445,0.039429,-0.0063789,-0.060908,0.046825,-0.088388,-0.077318
538,M,True,-0.11821,-0.1242,-0.068903,-0.050606,-0.085887,-0.0251,-0.085561,-0.053181,-0.020151,-0.023468,-0.052421,-0.088097,-0.04098,-0.083562,-0.063264
539,M,False,-0.053181,-0.020151,-0.023468,-0.052421,-0.088097,-0.04098,-0.083562,-0.063264,-0.074116,-0.043611,-0.072961,-0.13341,-0.13249,-0.061602,-0.091276
540,M,False,0.046825,-0.088388,-0.077318,0.055331,-0.13106,-0.029561,-0.056196,-0.031524,-0.12263,0.084094,0.040492,0.066206,-0.1496,-0.094009,-0.01858
541,M,False,-0.088097,-0.04098,-0.083562,-0.063264,-0.074116,-0.043611,-0.072961,-0.13341,-0.13249,-0.061602,-0.091276,-0.093079,-0.040106,-0.021279,-0.020754
542,M,False,-0.074116,-0.043611,-0.072961,-0.13341,-0.13249,-0.061602,-0.091276,-0.093079,-0.040106,-0.021279,-0.020754,-0.046713,-0.072829,-0.090814,-0.088502
543,M,False,0.09344,-0.08341,0.032201,0.11101,0.13063,0.075804,0.046487,0.013287,0.096558,0.10688,0.11579,0.13324,0.1611,0.20699,0.15331
544,M,True,-0.1218,-0.052841,-0.046967,-0.093392,-0.084875,-0.06259,-0.075855,-0.053136,-0.080372,-0.092216,-0.085948,-0.12481,-0.089923,-0.074919,-0.13524
545,M,True,-0.11562,-0.10266,-0.078331,-0.12587,-0.15197,-0.15034,-0.1566,-0.14387,-0.11335,-0.12155,-0.13128,-0.14143,-0.1962,-0.18517,-0.20561
546,M,False,-0.050794,-0.061886,-0.060642,-0.083585,-0.020304,-0.040266,-0.036939,-0.036567,-0.024127,-0.06575,-0.075607,-0.091724,-0.11111,-0.047768,-0.057234
547,M,True,-0.047768,-0.057234,0.00056024,-0.04012,-0.030087,-0.10726,-0.074953,-0.058649,-0.080035,-0.083656,-0.053042,-0.086699,-0.064675,-0.13474,-0.093048
548,M,True,-0.074514,-0.09978,-0.083325,-0.10853,-0.12005,-0.10755,-0.068967,-0.095449,-0.076147,-0.051018,-0.074039,-0.09859,-0.10586,-0.1242,-0.096266
549,M,True,-0.096507,-0.078419,-0.086302,-0.074546,-0.033974,-0.09015,-0.067999,-0.04313,-0.044529,-0.042727,-0.084905,-0.1026,-0.085284,-0.092487,-0.11407
550,M,False,-0.11254,-0.11675,-0.10322,-0.07743,-0.10868,-0.11406,-0.066446,-0.1016,-0.10669,-0.093746,-0.088402,-0.057195,-0.072802,-0.1171,-0.094655
551,M,False,-0.089033,-0.020295,-0.027512,-0.051311,-0.09338,-0.021581,-0.041696,-0.049598,0.017784,-0.062958,-0.07368,-0.04733,-0.064075,-0.027084,-0.1003
552,M,False,0.032134,0.025352,0.095764,0.029148,0.13378,0.15953,0.12372,0.048039,0.23891,0.039954,0.10733,0.17195,0.17752,0.16087,0.20013
553,M,True,0.043416,0.020515,0.067079,0.094963,0.041366,0.10102,0.092535,0.1693,0.10052,0.084063,0.083352,0.10248,0.097239,0.048826,0.065158
554,M,False,0.1041,0.075918,0.046641,0.020215,0.073906,0.068802,0.076278,0.067186,0.038839,0.031036,0.015452,-0.072602,-0.00093115,0.0022699,0.0050992
555,M,True,0.33727,0.30833,0.40893,0.39806,0.36768,0.31207,0.24379,0.23738,0.23602,0.24971,0.12003,0.1721,0.17211,0.22595,0.15856
556,M,False,0.40893,0.39806,0.36768,0.31207,0.24379,0.23738,0.23602,0.24971,0.12003,0.1721,0.17211,0.22595,0.15856,0.24875,0.30979
557,M,False,-0.10827,-0.16422,-0.13181,-0.12829,-0.14655,-0.12849,-0.089333,-0.13156,-0.17766,-0.13341,-0.22123,-0.19543,-0.13465,-0.17622,-0.15093
558,M,True,0.038876,0.042823,-0.027246,0.057847,0.056764,-0.016038,0.075405,0.029958,0.046846,0.072592,0.10051,0.048375,-0.034737,-0.066914,-0.05548
559,M,False,-0.0042024,0.048117,-0.032736,0.017722,-0.087002,0.022154,-0.069774,-0.11828,-0.090542,-0.1215,-0.079724,-0.11561,-0.085224,-0.052465,-0.12147
560,M,False,0.39297,0.29659,0.30263,0.28604,0.3432,0.31045,0.31008,0.33695,0.3276,0.29092,0.29246,0.24554,0.23501,0.24439,0.24983
561,M,False,-0.23994,-0.22721,-0.24004,-0.31666,-0.31348,-0.26288,-0.2243,-0.29223,-0.29984,-0.31183,-0.30361,-0.26488,-0.26613,-0.29138,-0.20901
562,M,False,0.012426,-0.031028,-0.041901,-0.15717,-0.16621,-0.21511,-0.17941,-0.1093,-0.15101,-0.12339,-0.1528,-0.11702,-0.29862,-0.17279,-0.036661
563,M,False,-0.025331,-0.060494,-0.054464,-0.025551,-0.042858,0.00080225,-0.042741,-0.009263,-0.05971,-0.10499,-0.066249,-0.14144,-0.086125,-0.19904,-0.13771
564,M,False,0.0036039,-0.079186,-8.201e-05,0.00047496,0.002029,0.080559,0.021593,0.028234,0.031055,0.077167,0.016033,0.043166,0.041259,-0.0015798,0.05784
565,M,False,0.63824,0.51205,0.54458,0.48576,0.53761,0.58741,0.5562,0.56564,0.66806,0.5773,0.55265,0.62693,0.60368,0.65496,0.66295
566,M,False,0.27969,0.27596,0.32247,0.24834,0.18602,0.13105,0.13,0.13475,0.14001,0.14795,0.12687,0.13828,0.099936,0.12745,0.19596
567,M,True,0.11926,0.12982,0.13752,0.12718,0.020987,0.081127,0.11274,0.061172,0.046268,-0.023111,0.090706,0.13766,0.072098,0.11449,0.1419
568,M,False,-0.024584,0.020942,-0.013614,0.00069546,0.053379,-0.035334,0.016836,0.036069,-0.044658,-0.0031629,0.03441,-0.0065974,-0.020713,-0.035403,-0.016743
569,M,False,0.17118,0.18261,0.19736,0.16761,0.1517,0.13482,0.18146,0.16724,0.17629,0.18702,0.21654,0.18296,0.19838,0.16945,0.17185
570,M,True,0.12449,0.1659,0.069475,0.09813,0.042642,0.038409,0.059789,0.047476,0.074575,0.032284,0.04854,0.041992,0.024683,0.024006,0.015316
571,M,False,0.042642,0.038409,0.059789,0.047476,0.074575,0.032284,0.04854,0.041992,0.024683,0.024006,0.015316,-0.011193,-0.025729,0.013392,-0.036366
572,M,True,0.1022,0.098813,0.062467,0.062314,0.051518,0.042806,0.073587,0.0057363,0.029615,0.049315,0.042925,0.033231,0.078034,0.089593,0.071991
573,M,False,0.049625,-0.018398,0.037869,0.0081259,0.038581,0.054861,0.011783,0.074377,0.019299,0.044373,0.035741,0.06509,0.045035,0.069703,0.074447
574,M,False,0.037869,0.0081259,0.038581,0.054861,0.011783,0.074377,0.019299,0.044373,0.035741,0.06509,0.045035,0.069703,0.074447,0.0092164,0.029078
575,M,True,0.1038,0.049275,0.14155,0.16647,0.12748,0.13702,0.13275,0.13374,0.17863,0.14312,0.095696,0.095445,0.11522,0.10959,0.025535
576,M,False,0.23777,0.15932,0.16792,0.27562,0.3208,0.17868,0.23378,0.16082,0.21672,-0.061873,0.21236,0.073438,0.096121,0.016814,0.0024021
577,M,True,-0.11709,0.0045958,-0.0869,-0.074048,-0.1295,0.034526,-0.013073,-0.035219,-0.14056,-0.25127,-0.03957,-0.14263,0.085274,-0.23822,-0.16011
578,M,False,-0.10776,-0.01435,-0.096114,-0.0078245,-0.035234,-0.12503,-0.03816,-0.28629,-0.08153,-0.23498,-0.042536,-0.082831,-0.11343,-0.074747,-0.058061
579,M,True,0.36179,0.37057,0.40517,0.33493,0.2546,0.28286,0.268,0.22357,0.26221,0.2181,0.23232,0.29216,0.30031,0.25272,0.26607
580,M,True,0.017936,0.03567,0.0069164,-0.041346,-0.053091,-0.085983,-0.12318,-0.14491,-0.11883,-0.11066,-0.21894,-0.1716,-0.15671,-0.21712,-0.21467
581,M,False,-0.17909,-0.12974,-0.12607,-0.12744,-0.055712,-0.096452,-0.12042,-0.16338,-0.1816,-0.2495,-0.11228,-0.2595,-0.21558,-0.19121,-0.23782
582,M,True,-0.16876,-0.15652,-0.16139,-0.25458,-0.18453,-0.20387,-0.20884,-0.2231,-0.16383,-0.11237,-0.24827,-0.15991,-0.0075057,-0.089572,-0.020859
583,M,False,-0.24827,-0.15991,-0.0075057,-0.089572,-0.020859,-0.064394,-0.0053176,-0.069542,-0.048841,-0.13223,-0.066047,-0.12478,-0.070653,-0.05114,0.03966
584,M,False,-0.0044809,-0.048499,-0.022033,-0.021692,0.033991,0.022041,0.019126,0.00043226,-0.030246,-0.083793,-0.050973,-0.078642,0.007975,0.017962,0.02031
585,M,False,-0.044888,-0.12029,-0.10098,-0.10426,-0.059301,-0.10236,-0.0029307,-0.0017899,0.020044,0.046615,0.037434,0.037732,0.053278,0.0048976,0.079711
586,M,False,-0.0013494,-0.0027495,0.0049317,0.036606,0.058449,-0.030264,-0.037218,-0.0079726,-0.095827,-0.10715,-0.070516,-0.073493,-0.082432,-0.079529,-0.003016
587,M,False,0.096915,0.040857,0.086926,0.069876,0.12408,0.13319,0.061651,0.092202,0.01032,0.06846,0.014006,0.020622,0.016644,-0.00014837,-0.039392
588,M,True,-0.0404,0.022352,-0.029068,-0.054702,-0.014524,-0.053513,-0.056463,-0.10898,-0.03704,-0.0087637,-0.11386,-0.081319,-0.098842,-0.0042836,-0.12519
589,M,True,-0.12519,-0.13314,-0.071249,-0.083337,-0.1014,-0.031853,-0.069461,-0.15544,-0.15986,-0.026779,-0.080776,-0.040048,-0.06512,-0.13418,-0.070246
590,M,False,-0.1014,-0.031853,-0.069461,-0.15544,-0.15986,-0.026779,-0.080776,-0.040048,-0.06512,-0.13418,-0.070246,-0.040982,-0.11519,-0.069695,-0.10968
591,M,False,-0.080776,-0.040048,-0.06512,-0.13418,-0.070246,-0.040982,-0.11519,-0.069695,-0.10968,-0.15635,-0.099585,-0.16749,-0.088326,-0.075581,-0.083962
592,M,False,-0.06512,-0.13418,-0.070246,-0.040982,-0.11519,-0.069695,-0.10968,-0.15635,-0.099585,-0.16749,-0.088326,-0.075581,-0.083962,-0.12035,-0.16823
593,M,False,-0.16749,-0.088326,-0.075581,-0.083962,-0.12035,-0.16823,-0.22358,-0.19764,-0.1873,-0.17617,-0.17588,-0.19894,-0.23042,-0.24517,-0.15621
594,M,False,-0.15621,-0.1981,-0.17321,-0.16729,-0.19457,-0.1764,-0.15242,-0.11662,-0.16779,-0.11132,-0.083407,-0.06288,-0.087796,-0.13493,-0.084592
595,M,True,-0.067792,-0.045386,-0.029333,-0.072234,-0.017907,-0.063964,-0.039401,0.015939,0.021498,0.020004,0.010657,-0.028468,-0.022152,-0.018058,-0.013237
596,M,True,-0.0019722,-0.037572,-0.046476,0.0025259,-0.080133,-0.079169,-0.11041,-0.12627,-0.25297,-0.16529,-0.12001,-0.19126,-0.091542,-0.11497,-0.14161
597,M,False,-0.089646,-0.25344,-0.074717,-0.099954,-0.197,-0.13766,-0.22742,-0.18144,-0.282,-0.22965,-0.17383,-0.18708,-0.2098,-0.17409,-0.20846
598,M,True,-0.15956,-0.17931,-0.19392,-0.22838,-0.20129,-0.20254,-0.22454,-0.21191,-0.18019,-0.22922,-0.1976,-0.31328,-0.26625,-0.15996,-0.29345
599,M,False,-0.19392,-0.22838,-0.20129,-0.20254,-0.22454,-0.21191,-0.18019,-0.22922,-0.1976,-0.31328,-0.26625,-0.15996,-0.29345,-0.20523,-0.19958
600,M,True,-0.01693,-0.18935,-0.081118,-0.13966,-0.15994,-0.15461,-0.038869,-0.25751,-0.086682,-0.20827,-0.14037,-0.27113,-0.23162,-0.28693,-0.22875
601,M,False,-0.28693,-0.22875,-0.23216,-0.15391,-0.16787,-0.14672,-0.20014,-0.20557,-0.15626,-0.18228,-0.21377,-0.098389,-0.25832,-0.086982,-0.083581
602,M,True,-0.14127,-0.12555,-0.11914,-0.16301,-0.16326,-0.20897,-0.19366,-0.20572,-0.21315,-0.21003,-0.1368,-0.17215,-0.17331,-0.18183,-0.16149
603,M,True,-0.045165,-0.069941,-0.079499,-0.022831,-0.058219,-0.10811,-0.058536,-0.066352,-0.068427,-0.033581,-0.021274,-0.013988,-0.037137,-0.098468,-0.10052
604,M,False,-0.12748,-0.11186,-0.10399,-0.096974,-0.11695,-0.12509,-0.094935,-0.11354,-0.11733,-0.12481,-0.094365,-0.12153,-0.11278,-0.13572,-0.13238
605,M,True,-0.1096,-0.11149,-0.12011,-0.13199,-0.068893,-0.093224,-0.071354,-0.071883,-0.034441,-0.055899,-0.059454,-0.029398,-0.045555,-0.10375,-0.11584
606,M,False,-0.090248,-0.15122,-0.087213,-0.20962,-0.19191,-0.0029235,-0.24686,-0.22798,-0.32551,-0.25757,-0.31271,-0.13095,-0.15653,-0.2392,-0.16896
607,M,True,-0.19217,-0.18874,-0.12985,-0.13736,-0.13881,-0.21138,-0.20788,-0.23088,-0.24724,-0.268,-0.2679,-0.37122,-0.29212,-0.30664,-0.31375
608,M,False,-0.18322,-0.24777,-0.23898,-0.13354,-0.1719,-0.14675,-0.11396,-0.177,-0.10538,-0.15284,-0.17652,-0.13713,-0.0921,-0.063762,-0.10466
609,M,False,-0.18633,-0.15331,-0.16324,-0.13054,-0.18352,-0.14674,-0.21172,-0.13915,-0.15683,-0.13862,-0.20239,-0.14723,-0.14778,-0.078511,-0.082447
610,M,False,-1.025,-0.65921,-1.0149,-0.77419,-1.1676,-0.72541,-0.29102,-0.37471,-0.61972,-0.24102,-0.32606,-0.32349,-0.31982,-0.27614,0.14889
611,M,False,-0.24393,-0.19622,-0.040166,-0.15654,-0.1343,-0.10452,-0.21707,-0.23273,-0.35644,-0.34173,-0.36805,-0.44034,-0.26443,-0.23284,-0.11315
612,M,False,0.089963,-0.072611,0.018368,-0.036014,-0.04324,-0.022545,-0.17292,-0.076024,-0.064257,-0.069906,-0.0012203,-0.026365,0.052646,0.086783,-0.018803
613,M,False,-0.3734,-0.30479,-0.46992,-0.40471,-0.36609,-0.35342,-0.28058,-0.21448,-0.25824,-0.24129,-0.24709,-0.13255,-0.15917,-0.26281,-0.16808
614,M,False,-0.034051,0.085658,0.10321,0.11683,0.095188,0.15842,0.094017,0.1652,0.10968,0.11365,0.092513,0.10806,0.15679,0.16375,0.11203
615,M,False,-0.291,-0.25728,-0.26059,-0.27217,-0.31485,-0.27812,-0.24197,-0.26392,-0.24279,-0.30875,-0.21972,-0.2516,-0.22463,-0.15143,-0.21504
616,C,True,-0.12068,-0.1831,-0.13036,-0.17291,-0.16277,-0.17029,-0.23178,-0.27169,-0.29842,-0.28642,-0.22693,-0.21459,-0.24019,-0.25442,-0.23894
617,C,True,-0.22119,-0.1831,-0.12968,-0.11886,-0.58758,-0.37075,-0.32947,-0.45666,-0.2764,-0.14665,-0.45434,-0.2864,-0.34891,-0.42599,-0.80363
618,C,False,-0.19707,-0.27185,-0.23118,-0.26153,-0.24463,-0.18265,-0.16334,-0.12486,-0.1799,-0.1869,-0.14166,-0.10926,-0.083364,0.037291,0.086697
619,C,False,0.032045,-0.18644,-0.10572,-0.16512,-0.047199,-0.12631,-0.144,-0.099348,-0.22357,-0.17796,-0.20793,-0.11897,-0.08727,-0.15072,-0.095511
620,C,False,-0.16642,-0.12786,-0.12087,-0.14861,-0.16451,-0.15277,-0.13348,-0.1035,-0.14883,-0.10243,-0.10693,-0.15715,-0.12392,-0.12762,-0.17633
621,C,False,-0.34188,-0.10097,-0.34335,-0.35962,-0.1487,-0.13505,-0.33293,-0.16073,-0.23914,-0.18008,-0.067141,-0.057004,-0.016808,0.15436,0.17594
622,C,False,-0.084258,0.057738,0.034347,-0.034103,-0.06849,-0.059376,0.0034319,-0.038393,0.069,-0.14199,0.017088,-0.014725,0.072399,-0.056152,-0.076298
623,C,False,-0.94766,-0.72622,-0.76407,-0.53098,-0.4465,-0.74603,-0.32057,-0.5499,-0.40926,-0.41204,-0.56849,-0.70216,-0.46343,-0.54129,-0.33758
624,C,False,-0.048434,-0.15141,-0.11787,-0.051621,0.051741,0.051026,0.034344,-0.026153,-0.039884,-0.12679,-0.039279,-0.010112,-0.0072118,-0.074814,-0.01512
625,C,True,0.18808,0.23583,0.23866,0.248,0.24358,0.24023,0.23572,0.21855,0.22244,0.17398,0.18902,0.19127,0.18193,0.19638,0.21198
626,C,False,0.51761,0.54544,0.42631,0.41254,0.40902,0.39908,0.30612,0.3471,0.3893,0.29434,0.46421,0.41609,0.43225,0.46093,0.52497
627,C,False,0.11246,-0.01925,0.11987,-0.028412,0.011798,-0.061734,0.0019533,0.034846,-0.10091,-0.065268,-0.075389,-0.068864,0.0012085,0.057794,0.046807
