,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15
612,M,False,40.127,40.242,40.383,39.668,38.925,38.625,38.709,39.048,39.802,39.392,39.385,39.271,39.362,39.816,40.085
613,M,False,19.817,20.435,19.217,18.534,19.916,19.85,19.232,18.759,19.526,20.215,20.728,20.24,20.565,20.796,20.249
614,M,False,50.621,50.752,51.334,51.59,51.416,51.958,51.238,52.314,52.887,52.744,53.118,53.032,53.462,53.746,53.785
615,M,False,22.582,22.779,22.65,23.062,23.104,23.785,23.543,23.653,23.914,22.898,23.452,23.454,23.499,24.05,24.32
616,C,True,25.494,25.354,25.373,25.858,26.905,26.384,25.829,26.033,26.173,26.159,26.021,25.473,26.028,24.847,25.549
617,C,True,26.313,27.365,24.837,24.016,25.159,24.733,25.577,24.959,24.824,25.836,26.089,28.97,26.79,25.688,27.08
618,C,False,2.8372,3.1099,3.1174,3.6993,3.8791,3.6873,2.9466,3.8689,4.3327,4.3195,3.713,4.123,4.6556,4.9712,4.8779
619,C,False,14.004,12.489,12.988,12.403,13.288,15.665,13.428,14.753,12.83,13.045,12.36,13.688,14.325,11.323,12.228
620,C,False,9.9762,9.9772,9.8957,9.8298,10.135,9.7828,9.3523,9.3392,8.8385,8.6964,8.865,8.4359,8.3566,8.6627,8.7918
621,C,False,5.5833,12.213,5.8161,9.8836,9.7336,4.5225,5.4307,5.4596,6.175,9.6649,5.5405,3.9169,8.2026,9.402,14.105
622,C,False,27.215,26.784,27.044,25.684,24.341,24.645,23.288,20.837,20.683,21.666,21.259,20.923,18.35,18.221,17.026
623,C,False,20.904,22.491,19.175,17.287,18.286,19.454,17.72,17.898,18.579,18.464,16.338,16.351,18.542,16.613,12.919
624,C,False,53.232,51.468,52.673,54.247,53.094,54.217,53.788,53.058,51.302,50.32,53.549,52.891,52.148,52.135,51.393
625,C,True,38.754,39.013,39.087,39.159,39.025,39.089,39.106,38.984,39.212,39.362,39.786,39.985,40.167,39.782,40.161
626,C,False,20.02,19.74,19.382,19.561,19.654,19.702,19.653,19.428,19.418,19.698,19.497,19.786,19.653,19.517,19.268
627,C,False,49.043,47.452,47.267,48.791,48.11,47.48,46.538,48.045,47.792,48.191,48.428,48.319,47.884,46.759,46.244
628,C,False,11.207,13.456,15.647,12.212,10.341,11.572,13.948,10.116,10.544,10.888,12.766,11.884,13.786,13.659,12.368
629,C,False,19.444,19.989,19.913,19.234,19.517,19.5,19.585,19.486,19.376,19.146,19.744,20.141,19.877,19.94,19.775
630,C,True,2.2444,2.871,3.4991,3.3702,2.1169,3.3007,2.8234,3.8232,3.7018,5.0329,4.3765,4.6399,3.8079,3.964,4.8233
631,C,True,27.009,27.092,26.553,27.233,26.154,26.366,26.374,26.937,26.76,27.123,26.611,26.912,26.336,26.401,26.83
632,C,False,20.938,21.288,20.328,20.076,19.974,20.116,20.765,20.243,20.947,21.022,20.628,20.807,21.195,23.321,20.801
633,C,False,23.013,21.725,21.262,20.326,20.144,19.158,19.234,18.439,18.647,19.149,19.665,19.715,19.646,19.623,19.657
634,C,False,11.58,10.967,10.944,11.509,11.579,11.5,11.22,11.715,11.334,11.327,11.674,10.649,10.522,10.161,10.484
635,C,True,17.787,18.917,18.57,18.813,19.274,18.018,18.576,17.868,18.228,17.744,16.997,18.025,17.594,17.576,18.553
636,C,False,51.606,51.83,52.109,52.325,52.365,52.487,52.101,51.748,52.084,52.181,51.975,51.408,50.782,51.581,51.342
637,C,False,43.299,42.978,43.023,42.279,41.916,41.928,42.234,41.249,41.202,40.723,40.673,40.318,41.218,41.037,41.238
638,C,False,17.137,16.536,16.322,15.514,15.329,15.23,15.226,16.031,16.144,16.67,16.584,15.993,16.376,17.022,17.128
639,C,False,9.5098,12.805,13.076,10.857,10.062,9.6597,9.3644,8.8374,8.7494,9.3274,7.4931,8.0142,9.4682,9.6276,9.1984
640,C,False,21.375,21.409,21.258,21.141,20.768,21.479,21.377,21.452,21.748,21.618,21.702,21.902,22.183,22.297,22.225
641,C,False,15.679,15.36,15.26,14.969,14.913,14.604,14.454,14.495,14.275,13.999,14.338,14.208,14.216,14.228,14.292
642,C,True,45.658,46.467,46.201,46.304,45.941,46.823,46.15,45.923,46.129,46.663,45.85,45.843,44.928,43.781,43.107
643,C,False,13.467,13.907,13.702,13.428,13.943,14.214,14.392,15.143,14.539,14.753,15.461,14.429,14.648,15.849,14.6
644,C,False,11.415,11.633,12.739,12.703,12.933,12.788,13.813,14.229,13.196,12.024,10.199,11.111,10.375,9.5516,10.674
645,C,False,35.615,36.911,33.842,34.543,34.671,34.877,34.199,33.606,34.543,33.693,34.146,35.199,34.089,33.202,32.903
646,C,False,20.327,20.342,20.383,20.692,20.16,20.191,20.003,19.533,20.392,20.149,20.111,19.865,19.901,19.816,19.809
647,C,True,32.56,32.729,32.712,32.94,33.051,33.333,33.078,33.357,32.853,33.563,33.713,32.608,32.392,32.12,32.881
648,C,False,6.8234,6.8834,6.6354,4.5006,5.4022,5.9382,5.6597,5.6291,6.6667,6.0628,7.1529,7.8087,8.1336,7.4597,7.9663
649,C,False,56.731,57.143,56.367,57.012,57.089,56.904,56.485,56.16,56.045,56.106,56.403,56.727,57.365,57.317,56.887
650,C,False,17.787,18.917,18.57,18.813,19.274,18.018,18.576,17.868,18.228,17.744,16.997,18.025,17.594,17.576,18.553
651,C,False,0.0,28.058,34.365,0.0,9.8361,5.9701,25.217,0.0,0.0,21.818,29.268,13.743,13.093,19.683,10.758
652,C,True,37.713,37.985,37.889,37.956,38.147,38.2,38.206,38.278,37.926,37.669,38.013,37.754,37.601,37.561,37.461
653,C,False,37.398,36.037,35.016,37.707,31.71,35.498,35.707,32.562,26.046,32.823,31.363,30.469,28.231,28.687,29.606
654,C,False,15.653,15.716,16.2,18.627,16.137,15.875,16.7,17.624,17.146,14.179,16.154,14.864,14.597,14.731,14.15
655,C,False,35.535,36.384,38.576,36.658,37.781,39.647,37.048,40.475,38.287,39.505,37.017,38.193,36.945,36.435,39.302
656,C,False,8.0172,6.7843,6.6963,6.8376,6.9924,5.7901,6.362,6.3669,6.6708,5.8201,5.864,5.8989,4.9724,4.8695,4.8804
657,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,19.014,30.62,20.991
658,C,False,18.144,17.833,17.554,18.033,17.633,17.893,17.662,17.614,17.756,18.041,18.395,17.901,18.671,19.483,19.799
659,C,False,29.362,29.285,28.996,29.561,29.194,29.592,29.35,29.53,29.332,29.08,29.248,28.869,29.286,28.848,28.183
660,C,False,0.76373,1.1727,0.92005,0.92988,0.92249,0.62359,0.75857,1.2769,1.145,0.77052,0.65493,0.92295,1.3661,1.2416,1.1197
661,C,False,42.419,42.373,42.788,42.696,42.667,43.017,43.086,43.134,43.264,43.071,43.231,42.927,42.58,43.186,42.937
662,C,False,20.625,21.32,21.455,21.094,21.248,21.113,21.094,21.006,22.057,21.935,21.483,21.787,22.163,21.634,21.778
663,C,False,9.089,9.1499,9.0669,9.496,9.8889,9.7233,9.5619,10.288,9.9203,9.0011,9.6247,9.288,10.088,9.4129,9.6549
664,C,False,3.3911,3.7186,3.422,2.989,2.9275,2.8791,3.1656,2.9737,3.134,3.0099,3.159,3.1816,2.7284,2.6958,2.5242
665,C,False,5.6554,5.4067,5.7345,5.2246,5.1773,4.9653,4.6877,4.6007,4.8647,5.2959,4.7943,4.7456,4.6686,3.9818,4.1664
666,C,True,21.527,20.849,23.001,17.341,16.198,22.095,16.023,15.642,13.328,15.251,15.085,13.981,13.731,15.69,16.645
667,C,False,38.592,38.754,38.662,38.773,38.885,39.083,39.057,39.125,39.419,39.258,38.915,38.504,38.984,38.841,39.254
668,C,False,8.8055,8.0299,7.3928,8.2002,5.5532,6.7682,5.6797,6.9544,4.8185,6.0757,5.3933,7.5846,8.4859,7.7268,7.6568
669,C,False,44.601,44.631,44.506,44.427,44.233,43.842,43.275,43.831,43.589,43.838,43.323,43.119,42.735,43.532,43.356
670,C,False,20.809,21.043,20.763,21.775,21.567,20.809,21.33,20.763,20.862,20.891,21.18,20.585,21.396,21.771,21.902
671,C,False,19.027,17.851,18.799,17.171,17.619,16.258,16.78,16.859,16.232,15.593,15.28,16.428,16.097,16.588,17.509
672,C,False,22.32,22.475,22.611,22.682,22.23,22.221,22.029,22.062,22.222,22.087,21.989,22.01,21.346,21.293,21.482
673,C,False,4.3296,4.0982,3.7752,4.6767,4.0953,4.0972,5.1209,5.182,5.3324,5.2894,5.5579,4.9693,5.2489,5.2264,4.3898
674,C,True,10.334,10.52,10.759,10.254,10.54,10.311,10.446,9.7917,9.9909,10.599,10.519,10.117,10.068,9.6537,9.7615
675,C,False,9.2667,9.6794,10.232,11.383,9.9545,9.1802,9.586,10.963,9.4492,10.379,9.0538,8.928,10.656,9.2342,8.589
676,C,False,42.251,41.828,41.993,41.937,42.401,42.546,42.56,43.195,43.314,43.163,43.294,43.597,43.316,43.299,43.487
677,C,False,54.744,54.797,55.12,55.538,55.014,55.967,55.279,55.541,55.93,55.672,56.031,56.428,56.607,56.275,55.852
678,C,False,20.572,20.528,20.383,20.456,19.992,20.32,20.58,20.545,20.69,20.34,20.365,20.477,20.341,20.606,20.373
679,C,False,43.04,43.14,43.11,42.553,42.72,42.463,42.114,42.651,42.912,43.022,43.736,43.915,44.175,44.05,43.923
680,C,False,22.518,22.256,22.08,21.671,21.387,21.155,21.291,21.098,20.594,20.4,20.412,20.195,19.785,19.271,19.07
681,C,False,13.087,13.08,13.545,13.21,13.623,14.056,13.923,14.191,14.351,13.952,13.939,14.34,13.806,14.072,13.466
682,C,True,4.1167,4.4598,4.5279,4.9136,3.5719,3.7502,3.2005,4.1208,4.3536,4.6112,4.6352,6.0718,5.0926,3.6836,4.1352
683,C,False,31.606,31.129,32.153,33.774,33.898,32.08,30.757,32.755,30.95,32.414,30.825,31.273,30.827,30.874,31.58
684,C,False,3.6907,5.7908,5.598,6.8652,6.5789,5.5326,8.0,13.517,12.826,13.691,15.953,13.877,18.007,18.071,20.939
685,C,False,6.0269,6.0115,6.4742,7.0418,7.1777,8.0011,8.1477,8.32,7.9897,7.5849,7.6531,8.5948,7.6923,8.1059,8.2272
686,C,False,27.448,27.956,25.971,24.698,23.607,23.33,24.528,23.849,25.177,25.437,24.095,23.475,24.224,25.703,26.99
687,C,False,27.793,26.614,26.431,26.163,26.425,27.347,26.995,27.741,27.148,27.159,27.332,26.995,29.221,28.199,28.359
688,C,False,4.7123,5.8676,5.4798,4.2075,5.689,7.5577,5.8473,4.6787,5.4092,5.2249,4.019,4.28,4.9594,5.2291,4.5367
689,C,True,18.651,15.75,18.521,16.96,17.952,18.659,23.555,16.178,19.313,16.724,17.367,16.998,19.105,15.642,16.779
690,C,False,17.835,17.961,17.799,18.171,18.343,18.41,18.506,18.284,18.243,18.7,18.933,18.612,18.693,19.058,18.93
691,C,False,14.218,13.924,13.874,13.8,13.762,13.885,13.857,13.998,14.056,14.094,14.064,13.889,13.854,14.109,14.282
692,C,False,21.412,21.449,21.668,20.927,20.886,21.413,20.871,21.043,20.163,20.433,20.546,20.922,20.553,22.182,22.125
693,C,False,19.445,18.371,17.934,19.02,18.57,18.115,19.028,19.375,19.911,18.891,19.376,18.932,18.951,18.181,17.481
694,C,False,24.48,24.99,24.832,24.158,25.01,24.175,23.764,24.223,23.793,22.814,22.619,23.074,23.63,23.325,23.105
695,C,False,27.141,27.452,27.058,26.986,27.698,27.359,27.355,27.854,27.415,27.872,27.984,27.847,28.122,28.199,28.688
696,C,False,21.774,21.53,21.85,21.681,21.52,21.799,21.555,21.206,20.969,20.832,20.872,21.245,21.25,21.257,21.194
697,C,False,47.502,47.37,47.316,46.333,47.055,47.074,46.894,46.481,47.173,47.776,47.324,46.794,46.929,47.245,46.561
698,C,False,1.5588,1.2675,1.7744,0.87811,0.87364,0.62245,0.27724,0.11153,0.43518,0.61127,0.34851,0.31477,0.31212,0.88692,0.35461
699,C,False,25.494,25.354,25.373,25.858,26.905,26.384,25.829,26.033,26.173,26.159,26.021,25.473,26.028,24.847,25.549
700,C,False,26.374,26.937,26.76,27.123,26.611,26.912,26.336,26.401,26.83,26.321,26.736,26.341,26.649,26.176,26.699
701,C,False,33.243,32.665,34.459,33.821,34.236,33.361,32.739,31.495,32.003,31.209,31.261,31.811,31.9,32.506,32.709
702,C,False,16.158,14.961,15.191,15.427,15.999,13.615,14.11,15.894,15.358,15.639,17.396,15.621,14.712,15.196,15.069
703,C,False,6.7055,7.2202,6.7665,6.5887,6.6794,6.2718,5.9137,5.7383,5.3712,5.3189,5.5174,5.8838,5.5144,5.7098,6.1584
704,C,False,27.842,26.352,25.38,25.666,25.023,25.455,24.257,26.138,26.588,27.302,25.895,28.315,27.862,27.853,27.481
705,C,False,27.603,27.688,27.685,27.95,27.929,27.9,27.757,27.778,27.859,27.917,28.115,28.089,28.157,28.274,28.387
706,C,False,39.32,37.749,37.793,37.836,38.344,38.601,38.58,39.448,38.424,38.803,39.648,38.563,40.205,38.386,38.816
707,C,False,38.858,39.436,39.233,54.224,39.76,39.752,39.731,39.719,39.677,39.665,39.105,39.292,38.754,39.013,39.087
708,C,False,19.459,19.609,19.696,19.141,19.577,19.373,19.82,19.434,19.824,19.216,19.791,19.374,19.63,19.544,19.485
709,C,False,27.305,27.852,27.983,27.034,28.127,27.611,27.847,27.938,27.959,27.793,27.192,27.266,27.333,28.25,28.071
710,C,False,38.754,39.013,39.087,39.159,39.025,39.089,39.106,38.984,39.212,39.362,39.786,39.985,40.167,39.782,40.161
711,C,False,20.616,20.543,20.335,20.697,21.111,20.893,20.921,20.617,20.304,20.795,20.409,20.84,20.682,20.843,21.012
712,C,False,20.365,20.894,20.675,20.871,20.646,20.635,20.798,20.72,20.664,20.913,20.15,19.922,19.996,19.772,19.857
713,C,False,2.7898,2.6518,3.1113,3.6338,3.0571,2.8302,2.5641,2.5545,2.6248,2.7443,2.8226,3.2214,3.2487,3.2287,3.5415
714,C,False,26.297,26.047,26.283,25.864,25.883,25.319,24.709,24.962,24.824,24.683,25.184,25.963,25.968,26.305,26.533
715,C,False,33.268,33.01,33.48,33.434,33.486,33.028,32.854,33.231,34.858,34.343,34.581,34.208,34.161,34.102,33.864
716,C,False,26.363,26.177,24.961,25.207,25.853,25.05,25.776,25.811,26.616,26.383,26.913,26.377,27.038,26.671,27.503
717,C,False,10.724,10.749,17.22,34.116,30.257,32.682,35.711,43.515,39.118,40.637,43.694,42.341,46.265,42.551,45.33
718,C,False,33.02,32.358,31.466,31.615,31.472,31.266,31.77,32.215,33.077,32.991,31.703,30.679,31.967,32.059,32.768
719,C,False,37.661,37.942,38.497,37.714,37.967,38.087,38.068,37.992,37.372,37.713,37.602,37.572,37.625,37.877,37.834
720,C,False,8.9997,8.4463,8.3752,8.4802,8.5766,8.1461,8.4262,8.4029,8.761,8.4383,8.566,8.6753,9.4273,9.3021,9.0474
721,C,False,19.461,20.094,19.455,19.386,19.416,19.206,19.804,19.503,19.533,20.326,19.99,19.531,19.601,20.646,21.26
722,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.375,5.036,12.86,17.871,7.7206,7.6881,13.801,18.603
723,C,False,2.2444,2.871,3.4991,3.3702,2.1169,3.3007,2.8234,3.8232,3.7018,5.0329,4.3765,4.6399,3.8079,3.964,4.8233
724,C,False,45.194,44.604,46.105,45.224,45.128,44.712,44.888,45.54,45.45,46.298,46.525,44.619,44.135,45.855,45.002
725,C,False,27.327,25.635,24.311,26.099,26.237,30.955,27.717,26.73,25.966,20.922,24.507,23.593,26.837,26.607,27.154
726,C,False,21.671,21.424,22.645,21.705,21.717,22.451,23.496,23.231,22.362,22.806,22.073,21.807,21.591,22.22,21.918
727,C,False,40.825,40.209,43.944,38.841,38.578,40.601,37.106,37.911,38.144,40.554,36.521,37.307,36.957,37.361,39.257
728,C,False,31.683,30.595,31.294,31.075,30.672,32.37,33.395,33.078,32.744,32.87,32.855,33.568,32.463,32.434,32.085
729,C,False,32.56,32.729,32.712,32.94,33.051,33.333,33.078,33.357,32.853,33.563,33.713,32.608,32.392,32.12,32.881
730,C,False,3.7227,3.9968,3.9405,3.9349,4.1662,4.2528,3.6724,3.5911,4.1202,3.8466,4.4191,4.0498,4.2419,4.0978,4.0454
731,C,False,33.801,33.847,33.884,35.392,35.765,38.365,36.333,33.973,35.579,35.949,39.774,40.688,39.711,40.934,41.124
732,C,False,46.244,46.36,46.426,46.509,47.098,47.739,47.741,47.782,47.953,47.832,47.565,47.528,47.465,47.711,47.871
733,C,False,18.651,15.75,18.521,16.96,17.952,18.659,23.555,16.178,19.313,16.724,17.367,16.998,19.105,15.642,16.779
734,C,False,41.25,41.526,41.609,41.416,41.565,41.496,41.94,41.489,41.459,41.404,41.425,41.359,41.118,40.983,41.216
735,C,False,41.174,41.09,41.3,41.435,41.562,41.632,41.19,40.934,40.843,40.967,40.754,40.598,40.147,40.833,41.099
736,C,False,29.772,23.075,24.358,23.493,23.696,24.885,21.784,22.801,20.313,19.604,18.156,19.745,20.944,20.255,20.027
737,C,False,35.235,35.385,35.633,35.776,35.595,35.916,36.268,36.05,36.195,36.169,35.794,35.783,36.46,36.442,36.476
738,C,False,6.5696,6.9865,6.2326,6.2338,6.4427,5.7235,6.5252,6.6796,6.5002,6.4768,6.0997,6.3224,7.5676,7.4181,7.6985
739,C,False,36.364,19.014,30.62,20.991,17.161,19.586,40.75,24.291,33.111,28.905,26.74,25.626,26.398,26.013,28.34
740,C,False,12.492,12.224,12.198,12.645,12.798,12.978,13.429,12.718,13.515,12.579,12.999,13.334,12.85,12.777,13.006
741,C,False,44.045,44.37,44.191,44.304,43.912,43.58,43.64,43.588,43.339,43.2,43.751,43.909,43.873,44.323,44.607
742,C,False,17.249,16.71,16.463,16.865,16.367,16.704,15.679,15.96,16.084,15.939,15.572,14.851,15.009,15.143,14.816
743,C,False,13.375,10.901,12.732,10.761,11.535,12.699,12.646,12.939,12.845,12.075,14.237,11.859,15.156,11.637,13.842
744,C,False,8.6482,8.6772,9.1392,8.7909,8.783,8.9436,9.2406,9.3334,9.9582,10.259,11.326,11.736,11.514,11.29,11.302
745,C,False,12.223,12.352,11.831,12.805,13.042,12.226,11.029,10.556,10.83,10.752,11.102,11.793,11.482,10.842,9.7882
746,C,False,0.0,0.0,42.857,16.667,0.0,0.0,7.4468,19.008,2.7027,4.878,12.397,12.987,27.215,39.676,35.723
747,C,False,33.952,34.026,33.354,33.492,33.01,33.211,33.547,33.534,32.908,33.255,33.385,33.461,32.715,33.181,33.19
748,C,False,19.823,19.806,20.215,20.033,19.93,20.239,20.027,19.545,19.286,19.132,18.698,19.312,18.161,17.922,17.791
749,C,True,16.095,15.996,17.386,17.284,16.524,17.129,16.882,17.871,18.362,18.527,18.322,18.058,18.203,19.157,19.444
750,C,False,19.976,19.89,20.508,20.047,20.236,20.501,20.712,20.715,20.339,19.759,20.06,20.273,20.309,19.709,20.617
751,C,False,32.103,31.491,30.674,29.874,31.198,31.094,29.773,31.933,32.079,31.352,31.226,30.613,30.695,30.883,30.581
752,C,False,15.774,15.861,16.037,16.077,15.635,16.207,15.97,16.184,16.556,16.46,16.36,16.664,16.558,16.139,16.612
753,C,False,24.829,24.653,24.841,24.734,24.57,24.102,24.32,24.763,24.609,24.275,24.707,24.658,24.864,24.846,25.245
754,C,False,4.1167,4.4598,4.5279,4.9136,3.5719,3.7502,3.2005,4.1208,4.3536,4.6112,4.6352,6.0718,5.0926,3.6836,4.1352
755,C,False,49.586,44.057,45.424,44.464,42.658,43.996,43.334,45.147,41.642,45.774,43.521,41.985,47.048,42.574,41.423
756,C,False,24.792,24.511,24.282,24.674,24.273,24.156,24.646,25.19,25.015,23.997,24.765,24.082,23.823,23.991,24.474
757,C,False,54.064,53.723,53.602,53.322,53.492,53.742,53.584,53.47,53.452,53.377,53.595,53.135,53.337,53.458,53.544
758,C,False,34.017,34.056,33.571,34.568,34.697,33.472,33.496,33.541,33.413,32.182,33.503,33.242,32.735,31.847,31.847
759,C,False,22.615,18.443,21.039,22.463,19.551,17.531,16.705,16.094,15.717,16.687,15.985,13.441,20.307,16.354,17.976
760,C,False,19.354,20.068,20.041,19.472,19.78,19.977,20.262,19.612,19.556,19.343,20.866,20.572,19.881,20.794,20.936
761,C,False,0.76687,0.86705,2.3904,2.6243,1.8913,3.1579,3.352,3.4254,1.7778,2.5959,2.6226,2.75,1.1076,1.4377,1.6447
762,C,False,49.454,49.044,49.506,49.145,49.455,49.644,51.268,50.516,50.419,50.78,50.98,51.819,51.743,51.475,51.302
763,C,False,38.333,37.654,38.474,38.277,37.795,37.902,37.4,37.789,37.661,36.387,37.494,37.457,38.41,37.851,37.87
764,C,False,0.75791,0.97734,1.2125,0.95915,0.43259,0.54167,0.54743,0.50378,0.71109,0.69108,0.81741,0.33582,0.39099,0.46616,0.5479
765,C,False,23.001,17.341,16.198,22.095,16.023,15.642,13.328,15.251,15.085,13.981,13.731,15.69,16.645,14.841,14.196
766,C,True,28.679,28.461,29.067,28.911,28.734,28.493,28.847,28.289,27.853,30.646,29.975,30.048,29.688,29.909,29.512
767,C,False,35.252,35.279,35.658,35.368,35.181,34.385,35.1,35.901,34.87,34.93,34.68,34.568,34.046,34.437,33.031
768,C,True,19.778,19.729,19.4,18.201,18.322,18.511,17.658,17.853,17.083,16.244,17.956,18.205,17.032,15.855,15.516
769,C,False,17.403,17.821,17.414,18.625,16.455,18.124,17.032,16.445,17.265,16.163,16.012,16.84,16.735,16.759,17.276
770,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,C,False,26.313,27.365,24.837,24.016,25.159,24.733,25.577,24.959,24.824,25.836,26.089,28.97,26.79,25.688,27.08
772,C,False,58.192,59.077,59.483,59.903,60.055,59.964,59.821,60.179,60.434,60.395,60.538,59.507,58.707,58.316,59.121
773,C,False,14.943,16.091,16.896,18.287,15.627,17.895,16.354,16.394,13.282,16.592,15.259,15.902,14.381,14.752,14.992
774,C,False,27.217,27.093,26.315,27.899,26.27,26.54,26.877,27.47,26.394,26.034,27.541,26.383,26.936,26.815,27.041
775,C,False,28.679,28.461,29.067,28.911,28.734,28.493,28.847,28.289,27.853,30.646,29.975,30.048,29.688,29.909,29.512
776,C,False,33.318,33.234,34.246,34.172,32.917,33.368,33.867,33.9,34.299,35.021,35.007,35.51,35.999,36.525,36.726
777,C,False,56.33,56.361,56.493,56.397,56.381,56.726,56.657,56.558,56.696,57.265,57.787,57.78,57.413,57.717,57.821
778,C,False,4.8522,3.8066,3.1644,3.8597,4.7319,4.0433,3.5177,4.1069,4.386,4.8509,4.7123,5.8676,5.4798,4.2075,5.689
779,C,False,39.829,40.232,39.848,39.08,39.554,39.219,38.765,38.235,37.523,37.949,38.141,38.016,37.824,37.644,37.689
780,C,False,30.631,30.234,31.242,30.871,31.219,31.047,30.982,30.503,31.469,31.191,31.116,31.384,32.008,32.545,32.097
781,C,False,53.103,52.009,52.64,52.411,51.424,51.957,53.016,51.711,55.04,51.087,50.832,49.913,49.99,50.432,51.833
782,C,False,4.6755,4.2902,3.4459,5.2671,3.6925,3.8231,3.7335,3.5379,4.0486,5.615,5.2292,4.3754,6.228,7.307,6.5602
783,C,False,13.455,13.939,11.87,12.977,11.423,10.81,10.09,9.9908,12.732,11.539,12.815,11.574,12.076,13.016,12.326
784,C,False,33.341,33.197,33.248,33.259,33.253,33.483,33.073,32.937,33.046,33.103,33.056,33.502,33.058,33.314,33.217
785,C,False,6.8384,6.9683,6.7006,7.0146,7.0895,6.809,7.2722,6.9231,6.7453,7.5559,7.6403,6.8956,7.1995,7.4581,6.9242
786,C,False,18.614,18.572,19.065,19.001,19.462,19.342,19.413,19.333,18.889,18.681,18.791,18.498,17.552,18.325,18.338
787,C,False,14.728,14.787,13.93,14.143,13.448,13.493,14.759,14.24,14.208,13.909,13.451,14.221,13.555,13.792,13.815
788,C,False,16.029,16.148,15.468,15.673,16.021,15.532,15.53,15.552,15.736,15.856,16.204,16.966,16.404,15.755,17.233
789,C,False,26.089,28.97,26.79,25.688,27.08,26.873,27.274,26.22,26.394,25.913,26.515,28.666,30.4,31.125,31.134
790,C,False,39.129,39.336,39.448,39.308,39.527,39.534,39.825,39.542,39.589,39.233,39.43,40.536,40.165,40.032,40.06
791,C,False,9.1094,9.0576,9.1747,8.9378,8.8522,8.4065,9.9853,10.276,10.64,10.761,9.6195,9.1644,8.9105,8.803,9.6161
792,C,False,48.223,48.598,48.398,47.445,46.255,47.62,45.356,44.714,43.093,43.47,44.153,43.177,42.889,43.652,44.228
793,C,False,19.778,19.729,19.4,18.201,18.322,18.511,17.658,17.853,17.083,16.244,17.956,18.205,17.032,15.855,15.516
794,C,False,13.328,12.397,12.478,13.067,13.151,13.108,12.526,12.507,12.328,12.571,13.173,12.515,12.604,12.505,12.217
795,C,False,26.343,26.05,25.432,25.511,25.624,25.579,25.651,25.926,25.607,25.411,24.845,24.844,24.893,24.578,23.926
796,C,False,45.658,46.467,46.201,46.304,45.941,46.823,46.15,45.923,46.129,46.663,45.85,45.843,44.928,43.781,43.107
797,C,False,25.118,25.938,26.487,26.501,26.28,26.164,26.247,25.293,26.473,25.492,25.635,24.447,25.013,25.893,25.045
798,C,False,13.858,14.223,14.012,13.94,14.122,14.945,15.13,15.171,15.315,15.339,15.612,15.179,15.798,15.969,16.16
799,C,False,10.334,10.52,10.759,10.254,10.54,10.311,10.446,9.7917,9.9909,10.599,10.519,10.117,10.068,9.6537,9.7615
800,B,True,35.518,36.045,35.567,35.173,34.502,34.55,32.203,33.233,32.565,32.231,33.998,32.652,32.873,35.305,33.808
801,B,False,33.25,34.172,34.294,35.433,34.075,33.922,33.795,34.857,34.983,34.639,35.243,35.599,35.087,36.073,36.056
802,B,False,5.4138,4.939,5.6926,5.6404,5.1009,4.5991,4.751,6.6415,8.2341,8.5138,6.8528,6.1408,7.5708,7.7903,7.628
803,B,False,0.58442,0.41074,0.69009,0.50939,0.3714,0.30423,0.81843,1.3534,1.0551,0.91855,0.67734,0.54645,0.84977,0.47976,0.9515
804,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.308,18.644,12.261,23.469,10.644,7.8431,15.436
805,B,True,33.746,33.134,32.131,32.113,32.527,31.691,31.077,32.34,32.735,32.289,33.936,33.168,32.626,33.865,35.659
806,B,False,31.945,32.098,29.834,29.631,29.246,29.742,30.753,30.165,29.8,31.322,31.796,33.034,32.604,33.193,33.675
807,B,False,34.863,33.914,33.33,33.279,34.08,34.444,34.479,34.065,34.257,33.643,35.484,33.083,33.715,34.26,33.746
808,B,False,24.786,23.618,23.891,10.312,14.65,13.723,12.167,8.871,10.383,21.308,13.462,16.741,13.113,11.806,10.789
809,B,False,4.2983,4.0127,4.7017,5.2504,5.096,5.5398,5.5251,6.2538,5.2029,5.197,5.0979,5.1827,5.3977,5.153,4.7915
810,B,True,42.053,42.42,40.239,41.323,39.51,38.194,38.215,39.255,38.67,38.25,37.695,38.068,39.77,37.94,37.076
811,B,False,66.647,65.429,65.185,65.185,65.427,65.506,65.805,65.672,65.793,66.157,66.234,65.964,67.223,67.139,66.179
812,B,True,2.987,4.2501,2.9833,4.1978,4.1087,3.9215,3.8209,3.2279,4.6675,3.9208,4.9627,4.574,3.8117,4.2893,4.0553
813,B,False,5.8764,7.6718,6.9091,6.291,5.0129,5.6973,6.7253,6.0153,4.7914,4.8071,4.6336,4.2014,4.3392,5.5265,5.222
