,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15
209,M,False,24.238,23.22,23.665,24.104,23.265,23.36,23.644,23.305,23.426,23.866,23.141,23.196,23.852,23.595,23.939
210,M,True,17.628,17.86,17.903,18.256,18.624,18.29,18.439,18.717,18.547,18.411,18.627,18.313,18.302,18.23,18.331
211,M,False,20.105,20.017,20.412,20.004,19.736,19.947,19.464,19.87,19.846,19.73,19.363,19.537,19.571,19.625,19.259
212,M,False,25.287,25.241,25.312,25.159,24.768,24.685,24.644,24.411,24.515,24.757,24.709,24.515,24.702,24.95,25.129
213,M,False,14.013,13.953,13.774,13.441,13.748,13.202,13.321,13.388,13.385,13.399,13.261,13.348,13.315,13.068,13.036
214,M,False,1.2853,12.577,14.167,14.3,11.957,19.922,25.667,18.885,21.895,16.148,20.256,20.077,14.491,17.269,11.517
215,M,False,14.167,14.3,11.957,19.922,25.667,18.885,21.895,16.148,20.256,20.077,14.491,17.269,11.517,15.725,11.002
216,M,False,24.242,24.414,23.686,23.639,23.324,23.406,23.643,23.99,22.998,23.165,23.192,23.212,23.699,23.332,23.555
217,M,False,20.125,19.762,34.899,19.311,19.311,18.966,18.837,19.124,19.482,20.054,20.462,20.941,20.643,20.523,20.504
218,M,False,15.62,15.231,15.277,15.464,15.706,15.868,15.508,15.484,15.633,15.027,14.912,14.989,15.737,15.215,15.293
219,M,True,77.6,80.376,81.16,77.275,76.503,73.113,72.994,71.516,69.439,70.951,68.633,68.88,65.352,64.724,64.778
220,M,True,36.237,35.915,33.158,34.201,32.622,33.181,34.046,35.469,34.43,33.217,31.52,32.731,32.866,33.094,33.548
221,M,True,31.963,31.87,32.481,30.783,29.793,30.585,31.063,30.329,29.84,30.894,29.606,30.202,29.268,29.95,29.456
222,M,False,29.456,29.161,30.186,30.722,28.258,28.234,27.984,28.762,29.44,28.617,27.317,28.417,26.73,26.442,26.112
223,M,True,27.22,24.603,25.674,23.846,22.644,23.146,22.752,22.171,22.637,22.636,22.145,23.277,23.439,21.868,21.671
224,M,False,21.585,22.28,21.414,21.41,21.554,21.251,21.442,20.78,20.915,21.397,21.563,21.059,22.185,21.122,21.546
225,M,False,23.148,23.286,23.456,23.053,23.411,23.004,23.164,22.796,23.22,22.442,22.355,22.263,23.369,23.106,23.245
226,M,True,26.12,25.959,26.423,26.546,27.034,27.269,27.697,29.26,30.043,30.239,30.742,31.628,33.01,32.485,33.193
227,M,False,34.723,35.011,35.747,34.907,35.076,36.044,35.647,35.914,35.33,35.633,35.713,35.592,36.089,35.432,35.76
228,M,False,39.565,39.615,40.045,40.174,39.478,39.506,39.438,39.772,39.784,38.873,38.677,38.4,37.808,37.704,38.174
229,M,False,10.532,10.534,10.438,10.132,10.236,10.598,10.187,10.198,9.8562,9.6766,9.6276,9.4266,9.1878,9.9419,9.0747
230,M,False,46.677,46.957,46.373,46.233,46.118,47.476,46.49,46.052,45.818,45.986,45.242,45.562,45.493,45.601,44.617
231,M,False,37.73,37.247,37.344,37.999,37.539,37.109,36.538,36.649,36.821,35.323,35.275,35.3,35.163,35.327,35.973
232,M,True,39.348,39.599,39.904,39.32,39.513,39.917,39.908,39.891,39.798,40.045,40.253,40.212,39.737,39.795,40.252
233,M,False,40.681,40.987,40.149,40.333,40.381,40.458,40.26,40.117,40.443,39.78,40.011,40.16,40.544,40.425,40.574
234,M,True,25.159,25.135,25.349,25.165,25.611,25.34,24.96,24.892,25.589,25.214,25.477,25.623,25.594,24.967,24.397
235,M,False,22.482,22.384,22.173,22.239,21.968,22.812,22.441,22.349,22.108,22.65,22.119,22.146,21.87,21.85,22.23
236,M,False,23.521,21.519,31.606,31.386,30.421,33.28,35.116,37.029,37.17,36.079,31.63,30.411,30.255,28.248,27.403
237,M,False,31.576,31.317,31.223,30.877,30.839,30.902,30.459,30.696,31.223,30.315,30.199,30.778,30.924,31.203,31.22
238,M,False,40.153,39.772,39.32,39.238,39.673,38.917,38.73,39.178,39.301,38.764,38.726,38.337,38.508,38.241,38.172
239,M,False,49.221,48.805,49.057,49.024,49.331,49.678,49.624,49.633,50.317,49.868,49.671,50.327,50.39,50.08,50.46
240,M,False,39.377,39.068,39.173,38.67,38.727,38.562,38.765,39.096,38.914,39.074,38.518,38.628,39.019,39.363,38.999
241,M,False,25.175,25.227,24.625,25.152,25.003,24.961,25.128,24.816,24.79,24.214,24.145,24.569,25.162,25.101,25.357
242,M,False,12.461,12.09,12.013,12.064,12.143,12.409,12.435,12.434,12.578,12.531,12.833,12.649,12.95,12.57,12.002
243,M,True,20.189,20.556,20.355,21.012,20.71,20.685,21.412,20.586,20.908,20.481,19.86,20.768,19.813,21.272,19.993
244,M,False,24.344,24.543,24.136,24.538,25.092,24.028,24.645,24.012,23.574,23.783,23.787,23.773,23.503,23.89,23.852
245,M,False,9.8831,9.7288,9.6832,9.6567,9.483,9.8295,9.992,9.5714,9.5386,9.2876,9.1727,8.9151,9.1385,9.2706,8.8104
246,M,False,4.3091,6.0089,5.5082,4.8265,4.2764,4.5292,5.1727,4.3009,5.4191,5.0366,5.267,5.0871,4.8348,4.9623,5.4923
247,M,False,30.366,30.398,30.131,30.482,30.472,30.346,30.38,29.826,29.769,29.737,29.632,29.628,29.719,29.6,29.255
248,M,False,22.305,22.612,22.669,22.385,22.342,22.816,23.882,23.804,23.572,24.727,23.808,24.396,23.571,24.161,23.779
249,M,False,58.271,57.698,57.807,56.057,55.618,55.676,55.097,50.855,52.415,53.191,51.549,51.832,51.286,51.141,48.747
250,M,False,20.72,19.974,18.884,19.346,19.994,19.894,20.181,19.327,18.988,19.98,21.49,20.825,21.16,19.757,19.45
251,M,False,28.707,28.396,27.774,28.129,29.488,27.386,29.128,28.009,28.097,27.421,27.371,26.599,27.518,26.638,27.172
252,M,False,21.048,21.23,21.408,21.483,21.516,21.501,21.801,22.5,22.46,22.119,21.576,21.927,21.439,21.901,22.59
253,M,True,52.528,52.123,51.565,51.075,50.989,51.24,51.539,52.216,51.102,50.844,51.395,51.216,50.967,51.103,52.236
254,M,False,51.075,50.989,51.24,51.539,52.216,51.102,50.844,51.395,51.216,50.967,51.103,52.236,51.717,51.714,51.44
255,M,False,17.438,17.019,17.134,16.584,17.289,17.079,17.814,18.871,18.95,17.349,19.18,19.162,21.758,21.726,21.502
256,M,False,23.344,23.891,23.364,23.752,23.229,23.098,23.807,23.624,23.745,23.391,24.081,23.565,23.748,24.086,24.376
257,M,True,25.832,25.929,26.137,26.086,25.566,25.966,25.515,25.824,24.908,25.556,25.51,25.87,25.573,25.602,25.504
258,M,False,23.263,23.095,22.882,23.784,23.35,23.212,23.259,23.083,23.159,23.434,23.492,23.193,23.699,23.765,23.752
259,M,True,23.672,23.882,24.7,24.614,24.531,24.59,25.224,26.137,25.938,25.494,25.677,25.743,27.027,27.548,27.446
260,M,False,33.163,33.622,34.087,33.957,33.937,33.801,33.391,33.667,33.248,33.503,33.455,33.873,34.068,34.57,34.399
261,M,True,36.574,36.259,36.459,36.424,36.363,35.891,36.144,36.667,36.913,36.591,36.583,36.484,36.789,37.051,37.457
262,M,True,47.587,47.906,48.276,48.093,48.256,48.704,48.559,48.955,49.341,49.139,49.801,49.598,49.735,50.517,50.146
263,M,False,50.383,50.242,50.526,50.778,50.63,51.021,50.772,50.567,50.433,50.722,50.947,50.828,50.984,51.041,51.024
264,M,False,50.526,50.778,50.63,51.021,50.772,50.567,50.433,50.722,50.947,50.828,50.984,51.041,51.024,51.191,51.154
265,M,False,36.044,35.946,36.344,36.242,36.424,36.622,36.68,37.075,37.233,36.948,37.109,37.397,37.715,37.634,37.995
266,M,False,50.232,50.431,50.581,50.948,50.894,51.303,51.313,51.065,51.312,51.163,51.534,51.498,51.354,50.823,50.875
267,M,False,50.948,50.894,51.303,51.313,51.065,51.312,51.163,51.534,51.498,51.354,50.823,50.875,50.987,50.674,51.251
268,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.879,3.6765,28.492,36.667,31.048,36.064,30.067,35.184
269,M,True,44.792,44.444,47.658,43.574,43.114,43.154,42.309,42.371,43.77,40.956,42.076,38.714,39.983,39.958,44.084
270,M,True,35.952,35.079,35.698,34.902,34.739,33.477,33.282,33.816,34.229,34.503,34.683,34.122,34.633,33.213,32.891
271,M,False,33.516,33.958,33.328,34.347,34.723,33.418,34.976,33.833,34.238,34.176,34.795,34.217,35.118,33.629,34.307
272,M,False,34.093,33.166,33.771,33.485,32.205,32.366,31.935,33.076,32.542,32.073,32.687,33.742,33.023,32.507,33.205
273,M,False,32.542,32.073,32.687,33.742,33.023,32.507,33.205,33.92,32.9,33.912,33.978,34.032,34.911,34.817,34.841
274,M,False,34.111,35.155,36.348,35.885,35.517,35.292,35.32,36.144,35.437,35.603,35.584,34.995,34.113,35.472,34.707
275,M,True,34.347,34.208,34.167,33.881,34.265,34.486,34.616,34.083,34.322,34.421,34.009,34.019,34.349,34.598,34.238
276,M,False,29.521,28.936,30.107,29.261,29.487,28.709,28.771,28.978,28.47,28.881,28.963,28.662,29.202,28.882,29.085
277,M,False,34.909,34.387,34.201,34.149,33.723,33.558,33.505,33.119,33.251,33.024,33.154,33.167,33.259,33.411,32.85
278,M,False,28.226,28.843,29.463,29.253,28.886,29.535,30.357,29.942,29.548,29.318,29.373,29.289,29.425,28.801,29.178
279,M,True,49.375,49.214,49.339,49.608,49.907,50.176,50.041,50.139,49.512,49.634,49.403,49.233,49.497,49.22,49.906
280,M,False,49.339,49.608,49.907,50.176,50.041,50.139,49.512,49.634,49.403,49.233,49.497,49.22,49.906,49.508,49.799
281,M,False,28.445,28.689,28.53,28.253,28.852,27.96,29.02,28.671,28.641,28.588,28.317,28.412,28.134,28.574,28.708
282,M,False,23.711,24.055,23.825,24.215,23.776,24.227,25.708,25.202,27.058,27.544,25.745,25.594,26.975,25.614,25.518
283,M,False,43.318,43.842,43.51,43.507,43.597,43.769,44.068,43.744,43.532,43.538,43.46,43.76,43.629,43.966,44.201
284,M,True,44.762,44.741,44.629,44.935,44.805,44.998,44.447,44.564,44.738,43.788,44.173,44.313,44.028,43.93,43.834
285,M,False,41.897,42.101,42.589,42.903,43.685,44.16,44.067,44.162,44.128,44.436,44.411,44.219,44.169,43.781,43.692
286,M,True,31.336,31.515,31.776,31.75,31.973,31.442,31.268,31.404,31.647,31.714,31.522,31.176,31.44,31.307,31.221
287,M,True,32.096,32.084,32.084,32.726,32.418,32.25,32.78,32.882,32.556,33.131,32.746,32.891,32.97,33.002,33.176
288,M,True,34.515,34.737,34.91,35.243,35.388,34.913,35.2,35.17,35.442,35.094,34.801,35.095,35.055,35.315,35.366
289,M,True,38.583,38.79,38.387,38.291,38.284,38.641,38.867,38.79,38.675,38.789,38.898,38.827,38.471,38.656,39.028
290,M,True,42.566,42.4,42.137,41.905,41.996,41.952,42.362,42.139,42.038,42.281,42.384,42.383,42.685,42.741,42.679
291,M,False,37.628,38.352,39.22,38.013,38.327,38.309,38.072,38.729,38.133,39.765,39.769,38.758,38.968,39.573,39.064
292,M,False,23.381,24.121,24.396,24.575,24.988,25.169,25.206,24.333,23.685,24.134,26.615,24.302,23.489,25.086,25.077
293,M,False,24.356,24.485,24.772,23.951,23.937,24.146,23.61,23.646,23.714,23.739,23.784,23.432,22.993,23.286,23.466
294,M,False,31.174,30.912,30.79,30.216,30.89,30.768,30.691,30.7,30.87,31.228,31.196,31.236,30.635,30.703,30.744
295,M,True,45.96,45.528,45.609,45.575,44.733,44.542,43.201,43.624,43.451,44.027,43.697,43.57,43.616,43.747,43.801
296,M,True,44.433,44.429,43.823,44.2,44.371,44.625,44.202,44.392,44.404,44.428,44.349,44.382,43.993,44.439,44.252
297,M,False,38.449,37.858,38.073,38.141,38.115,37.926,38.44,38.144,38.595,38.001,37.695,38.336,38.236,38.404,37.957
298,M,False,35.329,36.051,33.152,36.673,35.369,33.663,35.587,35.291,35.595,37.906,35.215,35.973,34.923,37.344,36.627
299,M,True,36.749,36.288,35.976,35.804,35.321,35.394,34.748,34.908,34.502,34.758,34.749,34.729,34.625,34.082,33.89
300,M,False,29.967,29.881,30.435,30.718,31.319,30.321,30.502,30.398,40.81,41.256,30.884,30.551,30.945,30.908,30.325
301,M,False,21.696,21.002,20.417,20.485,21.054,20.494,20.437,21.113,19.741,19.703,19.807,19.703,19.046,19.388,19.652
302,M,True,44.189,44.866,45.571,45.71,45.709,44.247,45.427,47.057,45.851,45.931,45.219,45.48,44.226,45.938,44.791
303,M,False,43.192,43.361,43.548,42.738,42.761,42.136,41.932,42.233,41.877,41.662,41.812,42.057,40.942,40.81,39.935
304,M,True,31.53,32.132,31.9,31.033,31.044,30.561,30.698,29.868,30.211,30.232,30.64,31.118,31.642,30.595,30.685
305,M,False,31.033,31.044,30.561,30.698,29.868,30.211,30.232,30.64,31.118,31.642,30.595,30.685,31.556,31.595,31.356
306,M,False,20.102,20.09,19.718,19.787,20.177,20.042,20.358,20.201,20.144,20.317,20.13,20.301,20.024,19.947,19.9
307,M,True,30.206,30.484,29.982,29.973,29.76,29.156,29.405,29.4,29.077,29.144,28.74,29.047,28.837,28.669,28.339
308,M,False,27.386,27.602,27.578,27.443,27.594,27.245,27.311,27.44,27.698,27.652,27.607,28.087,27.286,27.874,27.872
309,M,False,27.286,27.874,27.872,26.976,27.335,27.009,27.616,27.018,26.865,27.001,26.757,27.103,26.832,26.749,26.421
310,M,False,24.659,24.343,24.512,25.09,24.391,24.128,24.466,24.699,24.842,24.547,24.427,24.371,24.551,24.607,24.376
311,M,False,26.174,26.497,26.787,26.657,26.26,26.468,26.82,26.589,26.444,26.338,26.138,25.633,25.319,25.912,26.112
312,M,True,39.09,39.184,38.991,39.686,39.889,40.178,39.74,39.245,39.517,39.944,40.271,40.299,40.113,40.0,40.306
313,M,False,36.492,36.304,35.667,35.832,36.045,36.149,35.503,35.842,35.88,35.37,35.495,36.094,35.919,36.286,36.124
314,M,True,6.8584,7.2161,5.6197,6.2362,5.6613,5.4802,5.2696,5.0202,3.803,4.6574,5.9327,8.105,7.2796,9.3748,9.4374
315,M,True,34.966,34.207,33.668,34.318,34.917,34.435,33.396,33.545,33.381,33.293,33.361,33.729,33.321,33.107,33.401
316,M,True,27.863,28.402,27.677,28.091,28.009,27.943,27.756,27.625,27.76,27.955,28.028,28.639,28.553,28.133,28.102
317,M,False,28.164,28.095,28.056,27.767,27.801,27.618,27.195,27.281,26.944,27.053,27.144,26.679,26.734,26.704,27.078
318,M,False,30.32,30.381,30.851,30.15,30.241,30.4,30.42,30.319,30.668,30.749,31.149,31.289,31.176,30.824,31.26
319,M,False,16.568,16.654,16.04,16.074,15.744,15.503,15.087,13.912,13.993,13.532,13.092,12.191,12.145,11.67,11.02
320,M,False,48.864,48.673,48.557,48.681,48.745,48.768,48.632,47.987,48.324,47.904,46.7,47.925,48.455,48.433,47.602
321,M,True,48.864,48.933,48.94,48.974,49.297,49.37,49.291,49.42,49.532,49.588,49.443,49.222,49.166,49.279,49.484
322,M,False,10.329,10.406,10.377,9.9906,9.7809,10.059,9.4744,9.7939,9.2905,9.8627,9.6008,9.3656,9.612,9.1956,11.013
323,M,False,30.272,30.257,30.139,29.697,29.527,29.302,29.464,29.331,29.298,29.044,29.011,29.07,28.574,28.283,28.1
324,M,False,27.658,26.087,30.198,33.089,33.8,37.386,44.403,51.011,42.573,55.579,49.352,49.613,49.828,50.449,49.316
325,M,False,52.11,50.772,50.381,49.082,49.739,48.884,49.031,49.128,49.085,49.727,47.494,48.324,47.058,46.961,47.952
326,M,False,46.956,44.489,44.058,42.142,40.688,40.081,41.753,40.941,39.566,38.864,38.399,40.233,37.504,37.374,37.937
327,M,False,40.081,41.753,40.941,39.566,38.864,38.399,40.233,37.504,37.374,37.937,36.794,34.032,34.79,34.425,34.684
328,M,False,32.488,33.59,32.169,34.283,32.044,34.451,35.411,34.294,34.323,34.672,34.783,34.104,34.239,34.28,33.21
329,M,False,33.499,32.573,31.751,30.913,32.004,31.687,31.041,29.858,30.066,30.021,29.592,29.351,29.949,29.051,30.401
330,M,True,31.409,31.338,31.225,31.123,30.845,30.504,30.853,31.005,30.811,30.411,30.387,30.555,30.967,30.432,30.527
331,M,False,31.005,30.811,30.411,30.387,30.555,30.967,30.432,30.527,30.51,30.787,30.762,30.731,31.291,30.79,31.251
332,M,False,31.321,31.07,30.889,30.874,30.964,30.93,30.756,30.508,30.882,31.128,30.774,30.74,30.533,30.899,30.547
333,M,True,31.656,31.432,31.507,31.409,30.822,31.177,31.798,31.619,31.533,31.58,31.992,32.387,32.436,32.61,32.32
334,M,False,33.803,33.554,33.59,33.42,33.538,33.07,32.547,33.161,33.198,33.237,33.471,33.629,33.709,33.817,34.001
335,M,True,25.315,25.474,25.148,25.888,26.34,26.262,26.796,27.143,27.21,26.815,26.719,27.174,27.11,26.517,26.574
336,M,True,41.457,41.795,41.978,41.907,41.902,41.809,41.717,41.585,41.614,41.56,41.549,41.471,41.739,41.5,41.976
337,M,False,41.471,41.739,41.5,41.976,41.902,42.262,42.26,42.479,42.579,42.913,43.206,43.384,43.712,43.886,44.069
338,M,False,44.768,44.739,44.601,44.445,44.585,44.709,44.659,44.673,44.884,45.062,45.021,45.125,44.884,44.948,44.953
339,M,False,31.179,30.571,30.657,30.386,31.033,30.352,30.56,31.901,30.98,31.413,30.693,31.414,31.078,30.94,30.747
340,M,False,45.068,44.99,45.072,45.376,45.157,45.499,45.687,45.858,45.851,46.042,45.892,45.629,45.663,45.634,45.599
341,M,False,46.043,46.074,46.161,46.331,46.117,46.165,46.347,46.45,46.598,46.634,46.636,46.677,46.935,47.267,47.097
342,M,False,40.002,39.506,39.708,39.35,39.413,39.408,39.189,39.438,39.698,40.022,39.923,40.078,40.423,40.188,40.335
343,M,True,52.4,52.556,52.504,52.476,52.539,52.768,52.705,52.329,52.712,52.414,52.058,52.014,51.979,51.711,51.605
344,M,False,53.129,52.756,52.837,52.692,52.792,52.321,52.639,52.63,52.246,52.343,51.804,51.866,51.74,51.745,51.759
345,M,False,52.182,52.166,52.622,52.522,52.676,52.832,52.705,53.028,53.288,53.42,53.473,53.117,53.383,53.112,52.672
346,M,False,48.311,48.347,48.383,48.498,48.273,48.272,48.028,47.873,47.632,47.494,47.106,46.965,46.781,46.882,46.775
347,M,True,34.67,34.309,33.871,33.964,33.875,33.332,33.503,33.55,32.929,32.505,32.545,32.269,32.269,31.933,31.722
348,M,False,31.159,31.173,31.002,30.853,30.499,30.579,30.518,30.073,29.874,29.56,28.935,28.913,28.771,28.638,28.291
349,M,False,29.912,29.593,29.701,29.747,29.946,29.739,29.58,29.932,29.53,29.575,29.28,29.432,29.805,29.432,29.535
350,M,True,35.224,34.747,35.442,35.625,35.401,35.48,35.633,35.428,36.142,36.077,36.416,36.135,35.699,35.679,36.029
351,M,True,39.337,39.152,40.051,40.024,40.354,41.335,41.038,40.972,40.382,40.186,40.137,40.303,40.311,39.91,39.901
352,M,True,45.944,45.94,45.135,45.191,46.221,46.009,45.943,46.22,46.518,46.103,46.982,46.336,46.779,46.652,46.35
353,M,True,44.849,44.985,44.825,44.705,44.557,45.367,45.325,45.549,45.627,46.124,45.899,45.925,45.795,46.065,46.093
354,M,True,47.326,48.395,48.061,48.22,48.115,48.643,48.443,48.296,47.998,48.016,48.809,48.405,48.469,48.667,48.231
355,M,True,47.753,47.387,47.176,47.078,47.049,47.145,47.116,47.242,46.567,47.137,46.951,47.296,47.522,47.733,47.447
356,M,True,47.145,47.116,47.242,46.567,47.137,46.951,47.296,47.522,47.733,47.447,47.467,47.277,47.744,47.486,47.425
357,M,False,47.669,47.457,47.743,47.976,47.602,47.715,47.872,47.331,46.997,47.201,47.161,47.233,47.593,47.955,48.46
358,M,False,47.233,47.593,47.955,48.46,49.142,48.948,49.986,49.823,50.081,50.202,50.112,50.165,49.944,50.391,50.413
359,M,True,49.213,49.337,49.464,49.031,48.998,48.949,49.167,49.467,49.483,49.341,49.438,49.843,49.882,49.965,49.785
360,M,False,49.124,49.159,49.1,48.74,48.648,48.709,48.696,48.626,48.499,48.5,47.971,48.25,48.296,48.681,48.074
361,M,False,48.709,48.696,48.626,48.499,48.5,47.971,48.25,48.296,48.681,48.074,48.29,48.127,48.409,48.877,48.962
362,M,False,49.033,49.36,49.571,49.402,49.569,49.484,49.632,49.064,49.15,49.177,48.706,48.802,48.56,48.54,48.834
363,M,False,38.836,39.145,39.008,39.469,39.463,39.197,38.821,38.861,38.983,38.795,38.558,38.612,38.807,38.74,39.02
364,M,False,20.711,21.076,21.321,20.82,20.738,21.222,20.712,20.3,20.017,19.787,19.3,19.384,19.012,19.312,19.439
365,M,False,31.922,31.762,31.58,31.178,31.23,31.124,30.778,30.531,30.471,30.487,30.35,29.904,29.608,29.724,29.903
366,M,False,32.269,31.86,32.081,32.537,32.663,32.006,31.335,32.407,32.162,32.89,32.373,32.983,33.038,31.701,32.182
367,M,False,7.5514,7.4899,7.434,7.9635,8.5106,7.7652,7.3389,8.1854,7.5547,7.4921,7.8427,7.6573,8.0345,7.8882,8.1579
368,M,False,0.69544,0.64982,0.51192,0.57708,0.54001,0.60501,0.69023,0.74385,0.7102,0.71636,0.60626,0.74522,0.82881,0.816,0.77864
369,M,False,18.184,18.073,18.177,18.541,18.119,18.085,18.059,18.253,18.031,18.438,17.908,17.905,18.039,17.617,17.57
370,M,False,46.408,46.271,45.917,45.503,45.529,45.603,45.741,46.046,45.406,46.091,46.608,46.259,45.769,45.538,45.245
371,M,True,11.637,11.096,9.3599,9.591,7.1056,8.6978,7.96,8.3313,9.4946,10.004,8.6854,9.5058,10.152,8.5971,10.072
372,M,True,5.92,6.8452,6.3679,6.8164,6.194,5.434,5.6378,6.0946,6.9433,6.0029,6.558,6.2738,5.5461,6.2719,6.0838
373,M,True,8.6247,7.61,7.7946,6.5975,6.6667,8.1043,8.2791,8.5406,7.0917,9.0872,9.0305,10.15,9.6675,9.6211,10.27
374,M,False,11.449,9.3587,9.0955,9.2822,9.1723,9.0405,9.0743,9.9083,11.189,11.466,11.399,12.574,11.668,12.663,11.439
375,M,False,17.768,17.798,18.325,17.255,18.71,19.804,20.303,20.029,19.05,18.605,20.552,20.993,20.188,20.337,19.218
376,M,True,20.037,20.026,19.309,18.959,18.807,19.559,19.331,19.655,19.338,18.479,17.821,18.852,18.348,18.801,19.058
377,M,False,4.3114,5.7171,6.0829,6.0545,4.2822,6.7622,6.4328,4.2682,5.4919,4.9399,3.4266,4.5751,4.3176,4.3972,4.1004
378,M,True,20.445,20.56,20.186,19.606,19.833,19.624,19.183,19.525,19.631,19.529,19.718,19.893,19.555,19.646,19.078
379,M,True,19.4,19.567,19.258,19.301,19.372,19.864,19.955,19.996,20.253,20.185,19.869,20.079,20.164,20.507,19.718
380,M,False,18.929,17.018,15.8,17.039,18.051,15.416,17.631,17.027,17.075,13.296,15.926,12.933,15.125,12.981,13.379
381,M,False,43.005,42.705,43.501,43.359,43.669,44.589,44.59,45.238,44.588,45.222,44.046,45.002,45.13,44.854,44.685
382,M,False,31.046,31.169,32.048,32.136,31.687,32.34,32.464,33.266,33.532,32.029,32.518,31.735,30.948,29.835,29.741
383,M,False,24.519,25.095,26.079,25.853,25.482,24.988,25.167,25.243,25.503,25.567,25.891,25.231,25.846,24.94,25.339
384,M,False,13.747,13.957,13.633,14.153,14.427,13.971,14.171,14.375,14.146,14.236,13.95,14.727,14.431,14.413,14.123
385,M,False,22.273,22.298,22.387,21.764,22.372,22.09,22.169,22.261,21.687,21.997,21.089,21.42,21.133,21.202,20.8
386,M,False,24.044,23.814,23.08,22.982,22.668,22.559,21.982,22.113,22.046,21.598,21.246,21.576,21.508,21.43,21.488
387,M,False,49.173,49.034,48.57,48.421,48.633,48.863,48.592,48.478,48.517,48.369,48.438,48.347,48.396,47.966,47.498
388,M,True,22.444,22.678,22.702,22.93,22.646,23.44,23.589,23.385,23.521,23.745,23.703,23.913,23.885,23.726,23.512
389,M,False,20.94,21.016,20.86,19.855,20.374,20.439,20.414,20.537,20.049,20.159,20.092,20.041,19.632,20.5,20.642
390,M,False,30.612,30.241,30.278,31.129,30.648,29.922,31.019,30.808,30.54,31.444,31.472,31.307,30.509,31.248,31.61
391,M,False,30.888,31.43,31.032,31.143,30.909,31.654,31.395,31.208,31.242,31.246,31.409,31.314,31.583,31.862,32.052
