,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15
1735,B,False,408630000000.0,438730000000.0,459120000000.0,700180000000.0,517860000000.0,303950000000.0,523910000000.0,468050000000.0,290030000000.0,184300000000.0,377860000000.0,540210000000.0,595570000000.0,499510000000.0,414330000000.0
1736,B,False,802470000000.0,634910000000.0,1445700000000.0,1178500000000.0,490010000000.0,813970000000.0,1279300000000.0,865120000000.0,1187700000000.0,1029000000000.0,1084800000000.0,473180000000.0,1257100000000.0,593840000000.0,750070000000.0
1737,B,True,2057400000000.0,2388000000000.0,3250300000000.0,1452100000000.0,2598900000000.0,2594300000000.0,2171000000000.0,1637600000000.0,3129800000000.0,2598700000000.0,1952100000000.0,1768000000000.0,1495800000000.0,1109000000000.0,1145900000000.0
1738,B,False,109290000000.0,192910000000.0,1275500000000.0,1439300000000.0,623410000000.0,655090000000.0,1512800000000.0,348740000000.0,748880000000.0,1347600000000.0,1546000000000.0,1843600000000.0,1270100000000.0,1185200000000.0,1700100000000.0
1739,B,False,9557700000000.0,10160000000000.0,10969000000000.0,11114000000000.0,10215000000000.0,10414000000000.0,8789400000000.0,11681000000000.0,10343000000000.0,8184400000000.0,10021000000000.0,11917000000000.0,8503200000000.0,9138000000000.0,6395600000000.0
1740,B,False,1096800000000.0,814290000000.0,1293800000000.0,728070000000.0,468520000000.0,902600000000.0,819340000000.0,2059200000000.0,2129000000000.0,2383400000000.0,3455300000000.0,3832500000000.0,2436600000000.0,2486600000000.0,3789600000000.0
1741,B,False,436480000000.0,637970000000.0,916200000000.0,1083800000000.0,825920000000.0,773470000000.0,1088800000000.0,994300000000.0,1331600000000.0,1185800000000.0,1031700000000.0,922740000000.0,380500000000.0,1184500000000.0,1301900000000.0
1742,B,False,1459600000000.0,1308700000000.0,1777500000000.0,1427100000000.0,1377200000000.0,1807400000000.0,1604500000000.0,1463100000000.0,1320700000000.0,1888600000000.0,1385100000000.0,1588600000000.0,1371000000000.0,1389100000000.0,863250000000.0
1743,B,False,1487500000000.0,1639800000000.0,1336000000000.0,1339800000000.0,1310700000000.0,1285100000000.0,1854600000000.0,1933500000000.0,1802400000000.0,1705000000000.0,1550300000000.0,1189400000000.0,1652800000000.0,1146300000000.0,1502700000000.0
1744,B,False,312000000000.0,1173200000000.0,417470000000.0,252870000000.0,1433600000000.0,506810000000.0,96650000000.0,754950000000.0,226710000000.0,458780000000.0,462140000000.0,1034500000000.0,1263400000000.0,583390000000.0,1012100000000.0
1745,B,False,1037000000000.0,1006300000000.0,762490000000.0,698660000000.0,1438000000000.0,769700000000.0,659020000000.0,935570000000.0,707570000000.0,1494100000000.0,1476900000000.0,1974700000000.0,2348500000000.0,2654900000000.0,3192000000000.0
1746,B,False,1836900000000.0,1428700000000.0,1501000000000.0,1760600000000.0,1833100000000.0,1269300000000.0,1705900000000.0,1516800000000.0,1379400000000.0,970270000000.0,1263600000000.0,1485400000000.0,1520200000000.0,1208300000000.0,1691300000000.0
1747,B,False,3528000000000.0,2546800000000.0,983730000000.0,769950000000.0,879900000000.0,378400000000.0,97969000000.0,224490000000.0,680480000000.0,659660000000.0,769950000000.0,1822000000000.0,1940700000000.0,1834900000000.0,1528200000000.0
1748,B,False,2604400000000.0,1089600000000.0,969140000000.0,1393200000000.0,1655500000000.0,1895400000000.0,1776900000000.0,1768900000000.0,1688700000000.0,2938600000000.0,3106500000000.0,2268000000000.0,2072300000000.0,1882200000000.0,1673500000000.0
1749,B,False,1796300000000.0,2552800000000.0,2291800000000.0,2816800000000.0,2287200000000.0,1489700000000.0,2144500000000.0,2399300000000.0,1942500000000.0,1125800000000.0,2250600000000.0,1433400000000.0,1796200000000.0,2515000000000.0,2476100000000.0
1750,B,False,1920400000000.0,2113500000000.0,1263500000000.0,1142700000000.0,1065600000000.0,1014700000000.0,1768500000000.0,2226600000000.0,2456400000000.0,1720400000000.0,1060300000000.0,1771100000000.0,1524700000000.0,1919300000000.0,1954400000000.0
1751,B,False,1812100000000.0,2371000000000.0,1919000000000.0,1417900000000.0,1698100000000.0,1470000000000.0,1704300000000.0,2348700000000.0,2409000000000.0,2024100000000.0,2931400000000.0,2891600000000.0,2387400000000.0,2151600000000.0,2394700000000.0
1752,B,False,1135500000000.0,1623100000000.0,1204200000000.0,713290000000.0,405100000000.0,186980000000.0,1126300000000.0,1437300000000.0,928620000000.0,1299300000000.0,1015800000000.0,592770000000.0,469590000000.0,241660000000.0,159960000000.0
1753,B,False,977910000000.0,1028500000000.0,1285800000000.0,728800000000.0,575070000000.0,842240000000.0,910290000000.0,527420000000.0,470150000000.0,427960000000.0,758830000000.0,210720000000.0,458930000000.0,650830000000.0,591030000000.0
1754,B,False,3404700000000.0,2935300000000.0,3289200000000.0,3553000000000.0,3853900000000.0,3646600000000.0,3720600000000.0,3899500000000.0,3849400000000.0,3644500000000.0,3715700000000.0,3707600000000.0,3810900000000.0,3796400000000.0,3957600000000.0
1755,B,False,650690000000.0,846990000000.0,1108400000000.0,876280000000.0,557880000000.0,484690000000.0,675130000000.0,560800000000.0,439290000000.0,731340000000.0,583480000000.0,712730000000.0,369560000000.0,824330000000.0,513120000000.0
1756,B,False,6814200000000.0,5858400000000.0,6213600000000.0,8221000000000.0,6907200000000.0,8660500000000.0,7190900000000.0,8169000000000.0,6689900000000.0,5936200000000.0,6044500000000.0,6196500000000.0,6748700000000.0,8075200000000.0,7456500000000.0
1757,B,False,4297700000000.0,4481600000000.0,3701000000000.0,4616100000000.0,4914200000000.0,5002700000000.0,3869100000000.0,3399700000000.0,4916000000000.0,4219300000000.0,3325000000000.0,3545900000000.0,4548300000000.0,3754900000000.0,4035600000000.0
1758,B,False,3691400000000.0,4209400000000.0,4254300000000.0,3089700000000.0,1246500000000.0,2196500000000.0,2227500000000.0,2111600000000.0,2129900000000.0,2281200000000.0,2800300000000.0,3579700000000.0,4421800000000.0,4469400000000.0,4021300000000.0
1759,B,False,3000000000000.0,2481800000000.0,1385400000000.0,3706500000000.0,3225100000000.0,1992200000000.0,3302500000000.0,3449600000000.0,3413800000000.0,2886700000000.0,3493500000000.0,3505100000000.0,2770400000000.0,2767900000000.0,3831600000000.0
1760,B,False,1519300000000.0,1358600000000.0,2231200000000.0,2646400000000.0,1585300000000.0,2033900000000.0,2257100000000.0,2304000000000.0,2535900000000.0,2586800000000.0,2407000000000.0,2217000000000.0,2347400000000.0,2254600000000.0,2006200000000.0
1761,B,False,945570000000.0,135980000000.0,951450000000.0,621190000000.0,1192900000000.0,600770000000.0,794800000000.0,879660000000.0,1063500000000.0,718890000000.0,665850000000.0,1115100000000.0,881040000000.0,1109500000000.0,772410000000.0
1762,B,False,3788600000000.0,1706500000000.0,1645700000000.0,2097100000000.0,2688400000000.0,1674200000000.0,2924900000000.0,2146400000000.0,3139300000000.0,3931200000000.0,1781600000000.0,2453700000000.0,2059800000000.0,1693100000000.0,972190000000.0
1763,B,False,1063200000000.0,959940000000.0,984130000000.0,1091400000000.0,979730000000.0,1030600000000.0,897360000000.0,1104800000000.0,731370000000.0,555900000000.0,577520000000.0,1063400000000.0,473040000000.0,1074300000000.0,70416000000.0
1764,B,False,1775600000000.0,2079300000000.0,2045500000000.0,1910200000000.0,2398000000000.0,2822400000000.0,2506400000000.0,2866200000000.0,2017500000000.0,1660000000000.0,1505500000000.0,837020000000.0,1389700000000.0,1489000000000.0,1561600000000.0
1765,B,False,981850000000.0,1038900000000.0,1828000000000.0,3724000000000.0,3326900000000.0,3451300000000.0,4824600000000.0,2914400000000.0,3266300000000.0,2898200000000.0,3971100000000.0,3945300000000.0,2595600000000.0,1723400000000.0,3582200000000.0
1766,B,False,2988900000000.0,2740400000000.0,3130900000000.0,2580600000000.0,2338200000000.0,2591900000000.0,2442200000000.0,1385700000000.0,1661400000000.0,2577600000000.0,2888400000000.0,2413000000000.0,1191000000000.0,1647700000000.0,2223400000000.0
1767,B,False,751440000000.0,1095600000000.0,653170000000.0,627360000000.0,845630000000.0,948080000000.0,1089700000000.0,1319300000000.0,1312400000000.0,1701300000000.0,2150900000000.0,1716900000000.0,1276500000000.0,1213800000000.0,958500000000.0
1768,B,False,1936400000000.0,1951700000000.0,1782500000000.0,1840800000000.0,2010100000000.0,1961700000000.0,2026100000000.0,1548300000000.0,1510700000000.0,1854500000000.0,1937300000000.0,1695600000000.0,2113200000000.0,1811000000000.0,1292700000000.0
1769,B,False,1647700000000.0,2223400000000.0,2280500000000.0,1424900000000.0,2749000000000.0,2355400000000.0,2268800000000.0,1731300000000.0,1771300000000.0,1814200000000.0,2060000000000.0,1346000000000.0,1518700000000.0,1092900000000.0,2380500000000.0
1770,B,False,2442200000000.0,1385700000000.0,1661400000000.0,2577600000000.0,2888400000000.0,2413000000000.0,1191000000000.0,1647700000000.0,2223400000000.0,2280500000000.0,1424900000000.0,2749000000000.0,2355400000000.0,2268800000000.0,1731300000000.0
1771,B,False,2838500000000.0,2318400000000.0,2286000000000.0,2539400000000.0,2349200000000.0,2166400000000.0,2170800000000.0,2017800000000.0,2581000000000.0,2083900000000.0,1628400000000.0,1331200000000.0,2251800000000.0,2271700000000.0,2465700000000.0
1772,B,False,2127100000000.0,2282700000000.0,2132800000000.0,1944700000000.0,2127900000000.0,2012300000000.0,2049400000000.0,2293000000000.0,1952600000000.0,1539200000000.0,1981000000000.0,3775900000000.0,2307000000000.0,1630700000000.0,2051000000000.0
1773,B,False,2895600000000.0,3006100000000.0,2880000000000.0,2691400000000.0,2660000000000.0,2557600000000.0,2558200000000.0,2381700000000.0,2947900000000.0,2612400000000.0,2742000000000.0,2468600000000.0,2049700000000.0,2178300000000.0,2058300000000.0
1774,B,False,3369400000000.0,3942100000000.0,5126000000000.0,5057500000000.0,4309500000000.0,3926800000000.0,4860000000000.0,4815100000000.0,5776200000000.0,5752100000000.0,4591400000000.0,2966200000000.0,3269200000000.0,2759800000000.0,1284000000000.0
1775,B,False,945440000000.0,731390000000.0,630290000000.0,504620000000.0,192750000000.0,883450000000.0,652650000000.0,723620000000.0,592480000000.0,446170000000.0,691920000000.0,337950000000.0,749520000000.0,687720000000.0,623220000000.0
1776,B,False,5191800000000.0,3945200000000.0,3779000000000.0,4118100000000.0,5122300000000.0,3273900000000.0,2459400000000.0,3453800000000.0,3492700000000.0,3025900000000.0,2764500000000.0,2816600000000.0,2257900000000.0,2360200000000.0,1868400000000.0
1777,B,False,1549500000000.0,2496900000000.0,2914900000000.0,2284500000000.0,2319200000000.0,1141500000000.0,2150700000000.0,2383100000000.0,2869700000000.0,3053500000000.0,2732800000000.0,2150800000000.0,1857100000000.0,1600200000000.0,2196600000000.0
1778,B,False,903760000000.0,1317300000000.0,1539700000000.0,1559600000000.0,1001300000000.0,1029000000000.0,1006800000000.0,994040000000.0,1108700000000.0,945290000000.0,678280000000.0,795440000000.0,506470000000.0,326200000000.0,606060000000.0
1779,B,False,1852400000000.0,2231700000000.0,2247600000000.0,1764100000000.0,1990600000000.0,2363800000000.0,2485600000000.0,2648600000000.0,2540300000000.0,1972300000000.0,2554600000000.0,2572000000000.0,2578000000000.0,2551100000000.0,2442900000000.0
1780,B,False,3632400000000.0,4209600000000.0,4122100000000.0,3982100000000.0,3629100000000.0,3739500000000.0,3150600000000.0,3173300000000.0,2921500000000.0,2530500000000.0,3112100000000.0,2879900000000.0,1950800000000.0,2576700000000.0,3279500000000.0
1781,B,False,106170000000.0,572570000000.0,767940000000.0,936180000000.0,533670000000.0,713300000000.0,1579200000000.0,1207700000000.0,989960000000.0,1388800000000.0,1222700000000.0,1234900000000.0,1275200000000.0,1239700000000.0,2231500000000.0
1782,B,False,1861000000000.0,2311600000000.0,2788300000000.0,1962400000000.0,2119100000000.0,2960400000000.0,2471200000000.0,2825600000000.0,2715600000000.0,3812200000000.0,3482600000000.0,3869600000000.0,4065900000000.0,3364000000000.0,3491300000000.0
1783,B,False,3920000000000.0,3691100000000.0,3321000000000.0,3817900000000.0,4099500000000.0,4093500000000.0,4142100000000.0,3846100000000.0,3688400000000.0,3780000000000.0,3660500000000.0,3679400000000.0,3296500000000.0,3344300000000.0,2229500000000.0
1784,B,False,9204100000.0,23295000000.0,7475700000.0,0.0,42625000000.0,21150000000.0,33902000000.0,143680000000.0,118510000000.0,59021000000.0,124630000000.0,338020000000.0,613980000000.0,775270000000.0,1560300000000.0
1785,B,False,1076300000000.0,1064600000000.0,1639900000000.0,1189000000000.0,1204700000000.0,1893000000000.0,1424500000000.0,1701500000000.0,1458900000000.0,1542300000000.0,1229900000000.0,1380700000000.0,1561700000000.0,1078200000000.0,1517200000000.0
1786,B,False,1134800000000.0,707960000000.0,836580000000.0,650330000000.0,886720000000.0,983430000000.0,1046700000000.0,1720000000000.0,1207100000000.0,1267900000000.0,1499300000000.0,1015600000000.0,1381800000000.0,1396600000000.0,1481800000000.0
1787,B,False,1362600000000.0,2663600000000.0,2397300000000.0,2515900000000.0,3463300000000.0,3717700000000.0,2276500000000.0,2940700000000.0,2602200000000.0,2902200000000.0,3565200000000.0,3189700000000.0,2248400000000.0,1663400000000.0,1538300000000.0
1788,B,False,2032700000000.0,2312000000000.0,1864800000000.0,2443600000000.0,2540400000000.0,2171500000000.0,1710900000000.0,1975600000000.0,2506100000000.0,1764000000000.0,2487700000000.0,2548600000000.0,2538200000000.0,2049200000000.0,2379300000000.0
1789,B,False,4011300000000.0,3980900000000.0,4337500000000.0,4484000000000.0,4247800000000.0,4520700000000.0,4921500000000.0,4249700000000.0,5431800000000.0,4328200000000.0,5399500000000.0,5160900000000.0,4630300000000.0,4883200000000.0,4158000000000.0
1790,B,False,7084100000000.0,5653200000000.0,5690600000000.0,6565000000000.0,6062200000000.0,6125200000000.0,7486600000000.0,7478100000000.0,7079300000000.0,6317800000000.0,7692900000000.0,6622000000000.0,5853000000000.0,6967900000000.0,6238200000000.0
1791,B,False,1562800000000.0,1604700000000.0,2271100000000.0,2353900000000.0,2025100000000.0,2073300000000.0,2379000000000.0,2079100000000.0,1887100000000.0,2530500000000.0,1155100000000.0,1268700000000.0,1121100000000.0,617580000000.0,828470000000.0
1792,B,False,2831600000000.0,3611100000000.0,2831900000000.0,3268400000000.0,3627900000000.0,4064800000000.0,4114700000000.0,3427400000000.0,3478200000000.0,3770100000000.0,2737300000000.0,3151000000000.0,2671500000000.0,2835700000000.0,3171900000000.0
1793,B,False,13580000000000.0,13593000000000.0,14029000000000.0,12872000000000.0,12176000000000.0,14372000000000.0,15826000000000.0,17081000000000.0,18881000000000.0,19109000000000.0,18970000000000.0,19860000000000.0,17997000000000.0,18987000000000.0,19116000000000.0
1794,B,False,2137400000000.0,2854600000000.0,2824600000000.0,2267700000000.0,1696300000000.0,2516100000000.0,1769900000000.0,3009100000000.0,2660400000000.0,2501000000000.0,2122200000000.0,1368300000000.0,2127700000000.0,2491500000000.0,1890900000000.0
1795,B,False,2559600000000.0,3927000000000.0,3865700000000.0,2940900000000.0,2692300000000.0,3013000000000.0,2301400000000.0,2637600000000.0,1665600000000.0,1797700000000.0,1906000000000.0,1533600000000.0,1533200000000.0,1648100000000.0,1793600000000.0
1796,B,False,2814100000000.0,2851700000000.0,2438400000000.0,3072600000000.0,2623700000000.0,1787000000000.0,2621100000000.0,2111800000000.0,2820100000000.0,2281300000000.0,2785700000000.0,2363800000000.0,2163500000000.0,1477700000000.0,2970400000000.0
1797,B,False,1584500000000.0,1454100000000.0,1824600000000.0,2064900000000.0,1662700000000.0,1965200000000.0,1958100000000.0,1535400000000.0,1790400000000.0,1477500000000.0,2004500000000.0,1642300000000.0,1910100000000.0,1796000000000.0,2268700000000.0
1798,B,False,855080000000.0,1029800000000.0,883110000000.0,857710000000.0,858660000000.0,413080000000.0,429160000000.0,608920000000.0,237820000000.0,549870000000.0,682520000000.0,754380000000.0,930860000000.0,743470000000.0,514080000000.0
1799,B,False,320310000000.0,910840000000.0,937090000000.0,776110000000.0,309760000000.0,493360000000.0,709120000000.0,753590000000.0,696310000000.0,577920000000.0,442950000000.0,759080000000.0,694620000000.0,815230000000.0,882250000000.0
1800,B,False,2137500000000.0,695700000000.0,1482600000000.0,3652700000000.0,2620800000000.0,2121100000000.0,1661100000000.0,1079500000000.0,1417000000000.0,511610000000.0,805290000000.0,796760000000.0,2001300000000.0,1115200000000.0,1257700000000.0
1801,B,False,1375100000000.0,1570100000000.0,713810000000.0,872080000000.0,797990000000.0,681020000000.0,930980000000.0,1161400000000.0,1587500000000.0,1121400000000.0,653380000000.0,784930000000.0,1041900000000.0,708320000000.0,1068200000000.0
1802,B,False,334620000000.0,592690000000.0,842120000000.0,707240000000.0,485710000000.0,469440000000.0,490710000000.0,768770000000.0,752540000000.0,643710000000.0,455890000000.0,379510000000.0,246080000000.0,318530000000.0,509170000000.0
1803,B,False,1492500000000.0,1573700000000.0,1687200000000.0,1782300000000.0,2042000000000.0,2611200000000.0,2249100000000.0,2574100000000.0,2073700000000.0,1911000000000.0,2330000000000.0,2273900000000.0,2433700000000.0,2179500000000.0,1810200000000.0
1804,B,False,1288800000000.0,1031800000000.0,1008900000000.0,452250000000.0,304420000000.0,476190000000.0,456980000000.0,567310000000.0,739810000000.0,876060000000.0,345800000000.0,497810000000.0,427210000000.0,254700000000.0,174940000000.0
1805,B,False,1769800000000.0,393210000000.0,1010700000000.0,1850900000000.0,731100000000.0,810010000000.0,1120600000000.0,727170000000.0,514820000000.0,911080000000.0,1188600000000.0,1021100000000.0,611840000000.0,1192500000000.0,1085000000000.0
1806,B,False,1583700000000.0,1270600000000.0,1768200000000.0,1464300000000.0,1518600000000.0,1704500000000.0,1869000000000.0,1685000000000.0,2166500000000.0,2116200000000.0,1765800000000.0,1994500000000.0,1669600000000.0,1843800000000.0,1935900000000.0
1807,B,False,3796000000000.0,3451100000000.0,3405000000000.0,3674500000000.0,3920000000000.0,3691100000000.0,3321000000000.0,3817900000000.0,4099500000000.0,4093500000000.0,4142100000000.0,3846100000000.0,3688400000000.0,3780000000000.0,3660500000000.0
1808,N,False,239970000000.0,260850000000.0,275620000000.0,369400000000.0,223580000000.0,50312000000.0,8800400000.0,15978000000.0,29814000000.0,149530000000.0,421440000000.0,364200000000.0,257520000000.0,246470000000.0,331160000000.0
1809,N,False,343070000000.0,482110000000.0,631620000000.0,534810000000.0,635340000000.0,460960000000.0,834190000000.0,603820000000.0,348060000000.0,455400000000.0,819940000000.0,341780000000.0,361210000000.0,483390000000.0,250880000000.0
1810,N,False,326720000000.0,113800000000.0,250650000000.0,69656000000.0,127610000000.0,329260000000.0,177300000000.0,328670000000.0,203170000000.0,87363000000.0,195680000000.0,69948000000.0,52499000000.0,115100000000.0,91082000000.0
1811,N,False,521190000000.0,721290000000.0,596910000000.0,934750000000.0,746730000000.0,679490000000.0,605010000000.0,901370000000.0,829630000000.0,996090000000.0,737510000000.0,837770000000.0,1153300000000.0,1112100000000.0,429730000000.0
1812,N,False,512740000000.0,273590000000.0,692960000000.0,895440000000.0,841440000000.0,577990000000.0,743810000000.0,711270000000.0,582710000000.0,543910000000.0,562460000000.0,793670000000.0,675580000000.0,488510000000.0,625290000000.0
1813,N,False,734270000000.0,731270000000.0,549470000000.0,558040000000.0,649080000000.0,657630000000.0,836750000000.0,849870000000.0,782450000000.0,601840000000.0,322060000000.0,460540000000.0,842090000000.0,823540000000.0,556360000000.0
1814,N,False,524410000000.0,356280000000.0,561180000000.0,571190000000.0,424500000000.0,406300000000.0,470710000000.0,517090000000.0,497110000000.0,594870000000.0,521580000000.0,718330000000.0,438220000000.0,551830000000.0,603100000000.0
1815,N,False,488770000000.0,451470000000.0,470820000000.0,417920000000.0,204880000000.0,284940000000.0,597800000000.0,253030000000.0,649750000000.0,661850000000.0,419930000000.0,473150000000.0,421710000000.0,299580000000.0,539030000000.0
1816,N,False,1099900000000.0,1173300000000.0,550110000000.0,1055500000000.0,620530000000.0,841210000000.0,926860000000.0,275090000000.0,634560000000.0,560070000000.0,655810000000.0,704310000000.0,498860000000.0,687150000000.0,523210000000.0
1817,N,False,567110000000.0,536240000000.0,447560000000.0,502280000000.0,676650000000.0,632670000000.0,563560000000.0,809390000000.0,788450000000.0,527560000000.0,749350000000.0,514620000000.0,502610000000.0,579500000000.0,958480000000.0
1818,N,False,650370000000.0,741320000000.0,637080000000.0,1059500000000.0,731980000000.0,492940000000.0,172880000000.0,570580000000.0,627510000000.0,753050000000.0,667350000000.0,631710000000.0,553220000000.0,455280000000.0,354980000000.0
1819,N,False,475570000000.0,280670000000.0,337990000000.0,439380000000.0,556910000000.0,248040000000.0,302370000000.0,406390000000.0,519670000000.0,467680000000.0,212400000000.0,425410000000.0,544730000000.0,449920000000.0,267850000000.0
1820,N,False,964330000000.0,940330000000.0,696760000000.0,780560000000.0,1083900000000.0,1191400000000.0,1057500000000.0,1022100000000.0,928590000000.0,1012400000000.0,1021100000000.0,1584000000000.0,1115500000000.0,1144900000000.0,1415700000000.0
1821,N,False,341690000000.0,564360000000.0,489010000000.0,530620000000.0,485340000000.0,600880000000.0,464220000000.0,579880000000.0,536610000000.0,795170000000.0,1027300000000.0,866080000000.0,771550000000.0,996040000000.0,1005400000000.0
1822,N,False,805230000000.0,1315800000000.0,1247100000000.0,733800000000.0,860870000000.0,1006900000000.0,1037100000000.0,944870000000.0,1175800000000.0,1486700000000.0,1034500000000.0,901170000000.0,1746800000000.0,830210000000.0,1102200000000.0
1823,N,False,350900000000.0,1239900000000.0,1031300000000.0,963560000000.0,1428400000000.0,661100000000.0,907570000000.0,790900000000.0,1163200000000.0,1097000000000.0,1241900000000.0,1122000000000.0,1249400000000.0,1229700000000.0,1407700000000.0
1824,N,False,267190000000.0,92077000000.0,219150000000.0,145990000000.0,273180000000.0,325410000000.0,170920000000.0,164110000000.0,92315000000.0,174390000000.0,274210000000.0,122540000000.0,177210000000.0,465830000000.0,340790000000.0
1825,N,False,408560000000.0,666040000000.0,260000000000.0,325490000000.0,677300000000.0,214120000000.0,439160000000.0,433350000000.0,479000000000.0,531320000000.0,1041700000000.0,671240000000.0,207890000000.0,531150000000.0,639910000000.0
1826,N,False,489840000000.0,322600000000.0,366550000000.0,141920000000.0,95352000000.0,308900000000.0,144930000000.0,409750000000.0,120910000000.0,207670000000.0,306620000000.0,239470000000.0,220170000000.0,218310000000.0,434930000000.0
1827,N,False,35288000000.0,435010000000.0,534890000000.0,329560000000.0,356960000000.0,393130000000.0,501560000000.0,380260000000.0,40528000000.0,520720000000.0,189560000000.0,355480000000.0,393080000000.0,143320000000.0,159520000000.0
1828,N,False,1260100000000.0,1265600000000.0,643710000000.0,1411300000000.0,1233900000000.0,1195100000000.0,1322100000000.0,1275000000000.0,1036400000000.0,383890000000.0,1247900000000.0,1203200000000.0,1522200000000.0,1202800000000.0,1515200000000.0
1829,N,False,927610000000.0,642970000000.0,1172600000000.0,903480000000.0,1039300000000.0,1601100000000.0,1578600000000.0,1655500000000.0,1781300000000.0,1311000000000.0,1929300000000.0,1699300000000.0,1283300000000.0,1812400000000.0,2037500000000.0
1830,N,False,1911100000000.0,1955200000000.0,1867900000000.0,2278400000000.0,2416600000000.0,1577000000000.0,1761700000000.0,1888200000000.0,1358600000000.0,2023000000000.0,1782200000000.0,1803400000000.0,2649800000000.0,2365500000000.0,2034500000000.0
1831,N,False,546060000000.0,799710000000.0,260930000000.0,215480000000.0,354490000000.0,335230000000.0,161650000000.0,757320000000.0,346970000000.0,377600000000.0,481120000000.0,394740000000.0,421650000000.0,846010000000.0,863650000000.0
1832,N,False,5956600000000.0,6830100000000.0,7505300000000.0,6267700000000.0,6513700000000.0,6386900000000.0,6475100000000.0,6612600000000.0,6019600000000.0,5915100000000.0,6288100000000.0,6775800000000.0,5524100000000.0,5894200000000.0,3404300000000.0
1833,N,False,19656000000000.0,19041000000000.0,18790000000000.0,17690000000000.0,17605000000000.0,16149000000000.0,17219000000000.0,18694000000000.0,17620000000000.0,16960000000000.0,17162000000000.0,16449000000000.0,19635000000000.0,18859000000000.0,16722000000000.0
1834,N,False,114440000000.0,253450000000.0,352630000000.0,361020000000.0,526440000000.0,306290000000.0,333720000000.0,117980000000.0,463850000000.0,290480000000.0,88683000000.0,85538000000.0,333520000000.0,293340000000.0,189130000000.0
1835,N,False,18738000000000.0,18320000000000.0,17236000000000.0,18097000000000.0,18105000000000.0,18581000000000.0,16785000000000.0,17517000000000.0,20016000000000.0,17487000000000.0,18232000000000.0,18552000000000.0,18502000000000.0,19995000000000.0,21010000000000.0
1836,N,False,660930000000.0,840900000000.0,810910000000.0,979970000000.0,1068500000000.0,791470000000.0,1201700000000.0,1138500000000.0,633020000000.0,599780000000.0,629930000000.0,485010000000.0,218890000000.0,526650000000.0,648190000000.0
1837,N,False,6957300000000.0,7297500000000.0,6505700000000.0,6815400000000.0,7013300000000.0,8125400000000.0,6928900000000.0,7615200000000.0,5385200000000.0,6635700000000.0,6681000000000.0,5798100000000.0,6108300000000.0,5968600000000.0,6048500000000.0
1838,N,False,2276300000000.0,2955900000000.0,2846300000000.0,2392000000000.0,2519100000000.0,3010100000000.0,2594000000000.0,2531400000000.0,3583500000000.0,3231000000000.0,3689800000000.0,2900400000000.0,3026100000000.0,2621000000000.0,3120000000000.0
1839,N,False,584720000000.0,961960000000.0,834650000000.0,734750000000.0,654550000000.0,789890000000.0,617070000000.0,707930000000.0,970100000000.0,813340000000.0,941660000000.0,864340000000.0,436360000000.0,524000000000.0,57222000000.0
1840,N,False,64235000000.0,85583000000.0,292840000000.0,327280000000.0,211290000000.0,273070000000.0,180270000000.0,311850000000.0,143890000000.0,168820000000.0,301660000000.0,317470000000.0,50557000000.0,69734000000.0,132840000000.0
1841,N,False,88819000000.0,71589000000.0,32366000000.0,116610000000.0,129630000000.0,58377000000.0,176740000000.0,81871000000.0,177430000000.0,277410000000.0,325570000000.0,190920000000.0,395080000000.0,339500000000.0,293320000000.0
1842,N,False,97164000000.0,340090000000.0,303260000000.0,25986000000.0,262230000000.0,60882000000.0,374160000000.0,266790000000.0,358720000000.0,399630000000.0,572300000000.0,424190000000.0,432830000000.0,341650000000.0,398730000000.0
1843,N,False,1505300000000.0,1413400000000.0,1226500000000.0,983730000000.0,785960000000.0,795810000000.0,1224700000000.0,958120000000.0,1365000000000.0,959240000000.0,545810000000.0,596840000000.0,988540000000.0,818150000000.0,605520000000.0
1844,N,False,337590000000.0,198420000000.0,194250000000.0,167490000000.0,468320000000.0,299050000000.0,217700000000.0,318930000000.0,454770000000.0,494540000000.0,272430000000.0,253180000000.0,176990000000.0,241020000000.0,407460000000.0
1845,N,False,2949100000000.0,3359600000000.0,3343800000000.0,3908000000000.0,4033200000000.0,5554900000000.0,5179800000000.0,5738700000000.0,5491000000000.0,5220900000000.0,5932000000000.0,5520100000000.0,6296000000000.0,5278500000000.0,4584000000000.0
1846,N,False,985310000000.0,1277700000000.0,1005400000000.0,1105800000000.0,1144600000000.0,1064700000000.0,665180000000.0,838380000000.0,841140000000.0,792540000000.0,915460000000.0,743900000000.0,712720000000.0,1055200000000.0,653190000000.0
1847,N,False,18863000000000.0,17756000000000.0,18702000000000.0,18251000000000.0,17635000000000.0,19309000000000.0,18224000000000.0,18451000000000.0,16263000000000.0,18080000000000.0,17956000000000.0,18861000000000.0,19431000000000.0,18802000000000.0,19911000000000.0
1848,N,False,421320000000.0,455320000000.0,563370000000.0,550170000000.0,589340000000.0,634280000000.0,635330000000.0,593370000000.0,518810000000.0,666450000000.0,395550000000.0,525210000000.0,497020000000.0,346660000000.0,362460000000.0
