,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15
644,C,False,524060000000.0,381470000000.0,851440000000.0,757390000000.0,702590000000.0,1051600000000.0,859050000000.0,604750000000.0,619750000000.0,1188300000000.0,1070500000000.0,1219800000000.0,932570000000.0,1239100000000.0,1009200000000.0
645,C,False,2463200000000.0,2555000000000.0,2946100000000.0,3321700000000.0,2849800000000.0,3209800000000.0,3176400000000.0,3207300000000.0,2959600000000.0,3053400000000.0,3011900000000.0,3948600000000.0,3723700000000.0,3649400000000.0,3710200000000.0
646,C,False,3668500000000.0,3115600000000.0,2990400000000.0,4785600000000.0,5137100000000.0,3405400000000.0,4445500000000.0,6493900000000.0,5864400000000.0,6640200000000.0,6034500000000.0,6413100000000.0,6685700000000.0,5937000000000.0,7304700000000.0
647,C,True,1769700000000.0,2163000000000.0,1447400000000.0,2078700000000.0,884330000000.0,1065900000000.0,1122100000000.0,1540400000000.0,2512900000000.0,2557400000000.0,2028900000000.0,2726700000000.0,3419100000000.0,2410100000000.0,2561100000000.0
648,C,False,1416300000000.0,1448100000000.0,1626300000000.0,1181300000000.0,1316500000000.0,1582200000000.0,1099200000000.0,1106200000000.0,524340000000.0,1080400000000.0,896790000000.0,1217200000000.0,1203100000000.0,1230800000000.0,1253000000000.0
649,C,False,5519000000000.0,5822000000000.0,5872200000000.0,4364600000000.0,4356500000000.0,4074700000000.0,4129500000000.0,3420000000000.0,4258300000000.0,5040400000000.0,3054600000000.0,3037300000000.0,2914600000000.0,3282200000000.0,2554500000000.0
650,C,False,5430000000000.0,5845600000000.0,6225300000000.0,5658700000000.0,5771400000000.0,5902200000000.0,6093800000000.0,3238200000000.0,5887600000000.0,3200400000000.0,3329800000000.0,5757900000000.0,5888600000000.0,6700200000000.0,6346200000000.0
651,C,False,0.0,84994000000.0,2947200000000.0,8174500000.0,23547000000.0,29937000000.0,71963000000.0,18627000000.0,46327000000.0,127680000000.0,167160000000.0,42222000000.0,196810000000.0,257820000000.0,174140000000.0
652,C,True,28951000000000.0,26300000000000.0,24995000000000.0,26091000000000.0,24338000000000.0,24861000000000.0,23560000000000.0,24328000000000.0,26316000000000.0,24492000000000.0,22030000000000.0,25050000000000.0,25898000000000.0,22224000000000.0,21090000000000.0
653,C,False,1368300000000.0,691380000000.0,803760000000.0,852380000000.0,831890000000.0,1316100000000.0,1020900000000.0,808060000000.0,837440000000.0,883370000000.0,730150000000.0,595950000000.0,319710000000.0,786460000000.0,548950000000.0
654,C,False,3562300000000.0,3197300000000.0,1663500000000.0,2152400000000.0,3259100000000.0,3301300000000.0,3672100000000.0,2911600000000.0,2694400000000.0,1703300000000.0,2820600000000.0,2418500000000.0,2181700000000.0,2340200000000.0,2880500000000.0
655,C,False,2809300000000.0,5218700000000.0,5715500000000.0,3573200000000.0,6054600000000.0,5282000000000.0,5249800000000.0,7180800000000.0,5829600000000.0,8201400000000.0,4186600000000.0,11003000000000.0,6115900000000.0,3441900000000.0,3828400000000.0
656,C,False,4776300000000.0,4219100000000.0,4302800000000.0,4334600000000.0,4755100000000.0,4649600000000.0,4650100000000.0,5145200000000.0,5284400000000.0,5309900000000.0,5837300000000.0,5497700000000.0,4969200000000.0,5262600000000.0,5292400000000.0
657,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5314500000.0,31906000000.0,251190000000.0,121590000000.0,128080000000.0
658,C,False,3971500000000.0,4493400000000.0,4448500000000.0,4338600000000.0,3785100000000.0,3347000000000.0,3209900000000.0,2953200000000.0,2528200000000.0,1660000000000.0,2066800000000.0,1932500000000.0,1920800000000.0,1290200000000.0,1252900000000.0
659,C,False,33858000000000.0,32561000000000.0,34523000000000.0,34531000000000.0,35841000000000.0,34878000000000.0,32250000000000.0,32594000000000.0,34138000000000.0,32832000000000.0,32025000000000.0,30990000000000.0,32547000000000.0,32564000000000.0,30857000000000.0
660,C,False,2382500000000.0,2712800000000.0,2838000000000.0,2303000000000.0,3067200000000.0,2480100000000.0,2755200000000.0,2635200000000.0,2484900000000.0,2415300000000.0,2680200000000.0,2289600000000.0,2483400000000.0,2571700000000.0,2536100000000.0
661,C,False,5920500000000.0,6235300000000.0,3716900000000.0,6775100000000.0,7757300000000.0,8851000000000.0,7285600000000.0,7440500000000.0,4950700000000.0,6749000000000.0,5851600000000.0,4692900000000.0,4156100000000.0,3766400000000.0,4270500000000.0
662,C,False,3052400000000.0,3414800000000.0,3365600000000.0,2878400000000.0,3352300000000.0,3194000000000.0,2829800000000.0,3086700000000.0,3106400000000.0,2672500000000.0,2917700000000.0,2616500000000.0,3056700000000.0,3149300000000.0,2683900000000.0
663,C,False,4707100000000.0,4799500000000.0,4954000000000.0,4485300000000.0,4178500000000.0,4717500000000.0,4306400000000.0,4214300000000.0,3584300000000.0,4104700000000.0,4478800000000.0,4128800000000.0,3876500000000.0,4179100000000.0,4145600000000.0
664,C,False,3129900000000.0,2781600000000.0,2248000000000.0,2072600000000.0,2058400000000.0,1910500000000.0,2037400000000.0,1198100000000.0,2304900000000.0,2515000000000.0,2622100000000.0,2398400000000.0,1999800000000.0,2190600000000.0,1913100000000.0
665,C,False,890660000000.0,1858200000000.0,2227000000000.0,1407700000000.0,2083600000000.0,1398500000000.0,1090100000000.0,602680000000.0,1505300000000.0,327250000000.0,1457100000000.0,1213000000000.0,1026700000000.0,1389700000000.0,846230000000.0
666,C,True,6176300000000.0,6822900000000.0,6864700000000.0,8619200000000.0,7718900000000.0,5280500000000.0,7793600000000.0,5298200000000.0,4883500000000.0,7778900000000.0,6886800000000.0,6462300000000.0,6991500000000.0,4863700000000.0,3730700000000.0
667,C,False,4996400000000.0,4864500000000.0,5801500000000.0,4608200000000.0,5549900000000.0,6209600000000.0,6139100000000.0,6518900000000.0,5800600000000.0,6417200000000.0,5574400000000.0,7111800000000.0,6559200000000.0,6075800000000.0,5662300000000.0
668,C,False,2229300000000.0,2379400000000.0,1417500000000.0,1464200000000.0,2521700000000.0,1363600000000.0,2869800000000.0,3020600000000.0,2929400000000.0,2506600000000.0,2584800000000.0,2067900000000.0,2882000000000.0,4266500000000.0,170210000000.0
669,C,False,20089000000000.0,21165000000000.0,22121000000000.0,22477000000000.0,22083000000000.0,22432000000000.0,20798000000000.0,23496000000000.0,24279000000000.0,24917000000000.0,22203000000000.0,22257000000000.0,21733000000000.0,21792000000000.0,23105000000000.0
670,C,False,2594600000000.0,2896200000000.0,3733500000000.0,2655400000000.0,1823400000000.0,3524500000000.0,2258800000000.0,1765700000000.0,3037900000000.0,3203900000000.0,2876400000000.0,1806800000000.0,2498100000000.0,2241600000000.0,3370800000000.0
671,C,False,916170000000.0,1356200000000.0,608920000000.0,1390300000000.0,849720000000.0,836990000000.0,1517300000000.0,646970000000.0,1054300000000.0,1371300000000.0,1053600000000.0,1345700000000.0,1033400000000.0,1308500000000.0,1683800000000.0
672,C,False,6404800000000.0,6268300000000.0,6267900000000.0,6771400000000.0,7667200000000.0,7075100000000.0,6233700000000.0,6221500000000.0,5028300000000.0,2981800000000.0,2157300000000.0,1144000000000.0,3467800000000.0,1355700000000.0,607550000000.0
673,C,False,4385800000000.0,4005000000000.0,4222500000000.0,4221900000000.0,4124200000000.0,4062100000000.0,4337100000000.0,4345300000000.0,4294000000000.0,4544400000000.0,4681900000000.0,4409800000000.0,4666600000000.0,4253500000000.0,4477700000000.0
674,C,True,13661000000000.0,12174000000000.0,13161000000000.0,12626000000000.0,13862000000000.0,14053000000000.0,17751000000000.0,15610000000000.0,15971000000000.0,18890000000000.0,15637000000000.0,15473000000000.0,14672000000000.0,13844000000000.0,12481000000000.0
675,C,False,2372600000000.0,1293500000000.0,2295400000000.0,2314500000000.0,2215700000000.0,539690000000.0,1627200000000.0,2092100000000.0,2254600000000.0,4380800000000.0,1130800000000.0,1547200000000.0,1367500000000.0,3821000000000.0,2136000000000.0
676,C,False,11160000000000.0,9836900000000.0,9336600000000.0,9262500000000.0,8955900000000.0,9820800000000.0,8570800000000.0,9471700000000.0,6192700000000.0,7188300000000.0,7464600000000.0,6524200000000.0,4830600000000.0,6612900000000.0,8198000000000.0
677,C,False,8349000000000.0,9754900000000.0,10063000000000.0,10316000000000.0,9683700000000.0,8733200000000.0,7881500000000.0,8275900000000.0,8746100000000.0,8657700000000.0,9911100000000.0,10357000000000.0,10889000000000.0,11468000000000.0,12157000000000.0
678,C,False,13497000000000.0,15239000000000.0,13590000000000.0,13834000000000.0,12335000000000.0,14960000000000.0,12890000000000.0,12120000000000.0,11951000000000.0,13355000000000.0,14687000000000.0,13853000000000.0,14399000000000.0,13471000000000.0,12564000000000.0
679,C,False,2226100000000.0,3074700000000.0,2466900000000.0,2794800000000.0,4219900000000.0,3267500000000.0,4069400000000.0,3109200000000.0,2098100000000.0,3299800000000.0,3032000000000.0,2219600000000.0,2882500000000.0,3654600000000.0,2307400000000.0
680,C,False,27830000000000.0,26064000000000.0,24968000000000.0,24704000000000.0,24939000000000.0,25830000000000.0,24731000000000.0,24157000000000.0,22818000000000.0,21615000000000.0,23579000000000.0,22866000000000.0,22153000000000.0,23005000000000.0,22721000000000.0
681,C,False,8977300000000.0,8215700000000.0,9411100000000.0,10077000000000.0,9894000000000.0,10142000000000.0,9361000000000.0,7352900000000.0,8554400000000.0,9828000000000.0,7320900000000.0,8528300000000.0,7681600000000.0,7745700000000.0,6957800000000.0
682,C,True,523890000000.0,1238000000000.0,511840000000.0,896330000000.0,867120000000.0,578840000000.0,1006800000000.0,836720000000.0,571170000000.0,616970000000.0,693880000000.0,882090000000.0,611390000000.0,692610000000.0,1121000000000.0
683,C,False,3168200000000.0,4417200000000.0,3862700000000.0,4115700000000.0,4967200000000.0,4427500000000.0,2542800000000.0,5486400000000.0,4910100000000.0,3118200000000.0,3002500000000.0,2908600000000.0,2254300000000.0,2627500000000.0,2447100000000.0
684,C,False,213890000000.0,430250000000.0,189830000000.0,242620000000.0,222620000000.0,193290000000.0,130460000000.0,537010000000.0,254460000000.0,394670000000.0,571510000000.0,433040000000.0,575120000000.0,520360000000.0,442230000000.0
685,C,False,3281400000000.0,3441200000000.0,3763000000000.0,3421700000000.0,2502300000000.0,2987000000000.0,3379400000000.0,3120100000000.0,3495300000000.0,3417300000000.0,3514600000000.0,3718400000000.0,3208500000000.0,3328300000000.0,2979800000000.0
686,C,False,3150100000000.0,4315700000000.0,4157300000000.0,4304600000000.0,4087800000000.0,4308800000000.0,3402300000000.0,738810000000.0,1926500000000.0,4819700000000.0,1260100000000.0,693380000000.0,2297200000000.0,3396700000000.0,1751800000000.0
687,C,False,4199900000000.0,1581400000000.0,695500000000.0,2219800000000.0,1455600000000.0,1830200000000.0,2966600000000.0,3702500000000.0,4307500000000.0,5046900000000.0,4870700000000.0,4070200000000.0,3661500000000.0,440870000000.0,1738200000000.0
688,C,False,1889900000000.0,976890000000.0,1160400000000.0,1514800000000.0,1487000000000.0,1196000000000.0,1468600000000.0,1841000000000.0,1811500000000.0,1091100000000.0,1214800000000.0,1320300000000.0,798230000000.0,785210000000.0,911410000000.0
689,C,True,1671100000000.0,1388600000000.0,1865400000000.0,1873600000000.0,2181900000000.0,1904600000000.0,1559100000000.0,1018400000000.0,1466500000000.0,2548300000000.0,1624500000000.0,383550000000.0,4224600000000.0,2151200000000.0,1035800000000.0
690,C,False,2945200000000.0,1796100000000.0,2782700000000.0,2712800000000.0,2353400000000.0,2389300000000.0,2570600000000.0,2606600000000.0,2067100000000.0,3070800000000.0,4640700000000.0,5134800000000.0,4597300000000.0,4345800000000.0,5441100000000.0
691,C,False,2938000000000.0,4461300000000.0,1680300000000.0,1474300000000.0,1097000000000.0,2586700000000.0,1085100000000.0,4196200000000.0,2894700000000.0,1476400000000.0,3017700000000.0,544100000000.0,509940000000.0,1601800000000.0,531980000000.0
692,C,False,766100000000.0,282400000000.0,1015400000000.0,322030000000.0,1315100000000.0,122330000000.0,1073100000000.0,2142700000000.0,2725900000000.0,1641600000000.0,1849900000000.0,3179000000000.0,1848100000000.0,328380000000.0,1102300000000.0
693,C,False,2539600000000.0,891930000000.0,1831900000000.0,2472000000000.0,3238000000000.0,2707200000000.0,3801500000000.0,4101100000000.0,4552300000000.0,3645000000000.0,3695000000000.0,3972300000000.0,3291600000000.0,4930200000000.0,4069300000000.0
694,C,False,4063500000000.0,3119600000000.0,2411500000000.0,2963200000000.0,3076700000000.0,3227100000000.0,3304500000000.0,3104200000000.0,3078200000000.0,3025800000000.0,3042800000000.0,3397100000000.0,3346300000000.0,3989500000000.0,3557700000000.0
695,C,False,25125000000000.0,22017000000000.0,25528000000000.0,23956000000000.0,23554000000000.0,25303000000000.0,23906000000000.0,22137000000000.0,21742000000000.0,24254000000000.0,23939000000000.0,22756000000000.0,22666000000000.0,22399000000000.0,24089000000000.0
696,C,False,7386000000000.0,8682400000000.0,8108300000000.0,8312800000000.0,8460900000000.0,6009600000000.0,6992900000000.0,6600400000000.0,7319700000000.0,6153000000000.0,6786700000000.0,8361000000000.0,8028600000000.0,6884500000000.0,6842000000000.0
697,C,False,14242000000000.0,13557000000000.0,14737000000000.0,12664000000000.0,13093000000000.0,12796000000000.0,15583000000000.0,13881000000000.0,15782000000000.0,14534000000000.0,12765000000000.0,13200000000000.0,11517000000000.0,12846000000000.0,13488000000000.0
698,C,False,617010000000.0,446600000000.0,477030000000.0,277850000000.0,275690000000.0,150010000000.0,68007000000.0,247990000000.0,230420000000.0,457710000000.0,355160000000.0,314940000000.0,315600000000.0,535550000000.0,116210000000.0
699,C,False,2460500000000.0,1593200000000.0,2280600000000.0,1606900000000.0,2312000000000.0,2027500000000.0,2174100000000.0,2277500000000.0,2499800000000.0,2393900000000.0,2326900000000.0,1826900000000.0,2078200000000.0,2283200000000.0,2164300000000.0
700,C,False,3086900000000.0,3287000000000.0,2901100000000.0,2752100000000.0,2756700000000.0,2341800000000.0,2462400000000.0,2607600000000.0,1379200000000.0,2195800000000.0,1546000000000.0,1321600000000.0,2368800000000.0,1866800000000.0,2262700000000.0
701,C,False,17362000000000.0,10112000000000.0,12707000000000.0,12797000000000.0,15615000000000.0,13846000000000.0,25657000000000.0,18737000000000.0,17889000000000.0,17309000000000.0,18015000000000.0,18077000000000.0,17267000000000.0,23500000000000.0,21088000000000.0
702,C,False,2339700000000.0,1524900000000.0,2317600000000.0,2807600000000.0,1324800000000.0,1764900000000.0,804050000000.0,1255800000000.0,2135200000000.0,1055700000000.0,765570000000.0,1296700000000.0,2115400000000.0,1273400000000.0,426090000000.0
703,C,False,4672100000000.0,4964100000000.0,4131500000000.0,4224200000000.0,4912500000000.0,3873800000000.0,4293100000000.0,4163100000000.0,5487600000000.0,3315800000000.0,3430700000000.0,3015900000000.0,3869600000000.0,4840300000000.0,4557500000000.0
704,C,False,2862600000000.0,3477400000000.0,3762800000000.0,3328900000000.0,3041900000000.0,2627500000000.0,3422700000000.0,3519700000000.0,2761400000000.0,2106700000000.0,2714100000000.0,3433400000000.0,3228300000000.0,3177200000000.0,1454200000000.0
705,C,False,21069000000000.0,19641000000000.0,22254000000000.0,22845000000000.0,23089000000000.0,24297000000000.0,22157000000000.0,22969000000000.0,19255000000000.0,23974000000000.0,22054000000000.0,22440000000000.0,19915000000000.0,22366000000000.0,20050000000000.0
706,C,False,4004100000000.0,3751200000000.0,5695000000000.0,6646800000000.0,6649400000000.0,6707900000000.0,6952300000000.0,7371600000000.0,7175500000000.0,8162200000000.0,7397400000000.0,7953600000000.0,5601900000000.0,7198700000000.0,6552100000000.0
707,C,False,14421000000000.0,13898000000000.0,15133000000000.0,37034000000000.0,13247000000000.0,11931000000000.0,14294000000000.0,12258000000000.0,9605800000000.0,11309000000000.0,15076000000000.0,13878000000000.0,14066000000000.0,14402000000000.0,15274000000000.0
708,C,False,10081000000000.0,11148000000000.0,9885600000000.0,10741000000000.0,10535000000000.0,10884000000000.0,11724000000000.0,12902000000000.0,10951000000000.0,12720000000000.0,9425700000000.0,11915000000000.0,13565000000000.0,11278000000000.0,12456000000000.0
709,C,False,4491400000000.0,4718200000000.0,5031100000000.0,4491300000000.0,4695400000000.0,5230300000000.0,4670500000000.0,4064700000000.0,1799700000000.0,3212200000000.0,3543700000000.0,4636900000000.0,4018300000000.0,5284400000000.0,5487300000000.0
710,C,False,14066000000000.0,14402000000000.0,15274000000000.0,14697000000000.0,14673000000000.0,13266000000000.0,13642000000000.0,14408000000000.0,15196000000000.0,14574000000000.0,13996000000000.0,14609000000000.0,12476000000000.0,15132000000000.0,12530000000000.0
711,C,False,11119000000000.0,12013000000000.0,10787000000000.0,11061000000000.0,10989000000000.0,10846000000000.0,10777000000000.0,10281000000000.0,10123000000000.0,10935000000000.0,9518800000000.0,11221000000000.0,11780000000000.0,12829000000000.0,13896000000000.0
712,C,False,11204000000000.0,14000000000000.0,14420000000000.0,13398000000000.0,13167000000000.0,16836000000000.0,16066000000000.0,15390000000000.0,12004000000000.0,12965000000000.0,14261000000000.0,16350000000000.0,13624000000000.0,13291000000000.0,10948000000000.0
713,C,False,1381400000000.0,810900000000.0,1012600000000.0,1248500000000.0,1276800000000.0,737400000000.0,859940000000.0,656410000000.0,689470000000.0,761920000000.0,635830000000.0,637190000000.0,738310000000.0,756700000000.0,1048500000000.0
714,C,False,668280000000.0,753040000000.0,931050000000.0,1703700000000.0,1314800000000.0,1638000000000.0,1561000000000.0,595880000000.0,2044300000000.0,1141700000000.0,1388800000000.0,1501800000000.0,1474600000000.0,1081900000000.0,1103400000000.0
715,C,False,792050000000.0,472170000000.0,417850000000.0,488940000000.0,290230000000.0,414320000000.0,900740000000.0,734620000000.0,547070000000.0,1217700000000.0,1087700000000.0,1334200000000.0,1028600000000.0,728800000000.0,806900000000.0
716,C,False,20335000000000.0,21296000000000.0,21863000000000.0,21556000000000.0,22326000000000.0,20076000000000.0,19788000000000.0,21378000000000.0,22873000000000.0,21046000000000.0,21351000000000.0,23125000000000.0,21042000000000.0,22136000000000.0,21618000000000.0
717,C,False,206980000000.0,542280000000.0,515700000000.0,670270000000.0,863350000000.0,1213900000000.0,918540000000.0,1094400000000.0,1275400000000.0,1506000000000.0,2065200000000.0,2162500000000.0,4433100000000.0,2086100000000.0,1871200000000.0
718,C,False,8805200000000.0,8809000000000.0,8800200000000.0,10130000000000.0,9121500000000.0,9140600000000.0,9173900000000.0,10513000000000.0,10802000000000.0,10413000000000.0,8344900000000.0,9802600000000.0,8610700000000.0,9278000000000.0,9068800000000.0
719,C,False,5720300000000.0,5026800000000.0,4303700000000.0,4953100000000.0,4443900000000.0,4635000000000.0,4597800000000.0,3794200000000.0,2388200000000.0,3553500000000.0,3044500000000.0,4780100000000.0,3893400000000.0,5446400000000.0,5236100000000.0
720,C,False,5515500000000.0,5149100000000.0,5373600000000.0,5907000000000.0,5776000000000.0,6923300000000.0,5769700000000.0,7217200000000.0,6802400000000.0,8119500000000.0,6292400000000.0,7551900000000.0,10199000000000.0,9109300000000.0,7726100000000.0
721,C,False,4422100000000.0,5820300000000.0,5201300000000.0,3927200000000.0,3819200000000.0,2728300000000.0,2741000000000.0,3535600000000.0,5084400000000.0,2989700000000.0,2432200000000.0,631600000000.0,3975300000000.0,3327500000000.0,3257100000000.0
722,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6393700000.0,226690000000.0,151200000000.0,250120000000.0,124030000000.0,91152000000.0,208070000000.0,91982000000.0
723,C,False,126060000000.0,337680000000.0,411120000000.0,307100000000.0,388360000000.0,608210000000.0,434560000000.0,495550000000.0,331250000000.0,954620000000.0,517750000000.0,469640000000.0,509570000000.0,543560000000.0,592900000000.0
724,C,False,4065900000000.0,4612000000000.0,6168800000000.0,3706600000000.0,1904700000000.0,882390000000.0,2123100000000.0,1222100000000.0,495110000000.0,1689400000000.0,2536700000000.0,2072000000000.0,2300400000000.0,3673700000000.0,3506800000000.0
725,C,False,1562000000000.0,1759400000000.0,1674500000000.0,1552700000000.0,1682700000000.0,1463200000000.0,1489600000000.0,1535000000000.0,2175700000000.0,1789500000000.0,2247300000000.0,2204200000000.0,2243500000000.0,1760900000000.0,2586700000000.0
726,C,False,2757500000000.0,2150100000000.0,2545600000000.0,2087600000000.0,2590300000000.0,3058800000000.0,3059700000000.0,2643200000000.0,3900000000000.0,2127500000000.0,3205800000000.0,827390000000.0,984650000000.0,1061900000000.0,1737000000000.0
727,C,False,1780600000000.0,1594800000000.0,1854800000000.0,834750000000.0,1518300000000.0,3296200000000.0,1250200000000.0,1498300000000.0,1138700000000.0,1933000000000.0,1128900000000.0,1142200000000.0,747310000000.0,1466600000000.0,1003700000000.0
728,C,False,1527600000000.0,1457100000000.0,1934800000000.0,1426800000000.0,1058300000000.0,1736300000000.0,2401700000000.0,2841500000000.0,3146200000000.0,3318300000000.0,2604500000000.0,2071700000000.0,1646400000000.0,2686500000000.0,2696200000000.0
729,C,False,1769700000000.0,2163000000000.0,1447400000000.0,2078700000000.0,884330000000.0,1065900000000.0,1122100000000.0,1540400000000.0,2512900000000.0,2557400000000.0,2028900000000.0,2726700000000.0,3419100000000.0,2410100000000.0,2561100000000.0
730,C,False,1879800000000.0,2246900000000.0,1917000000000.0,1421500000000.0,1884800000000.0,1732100000000.0,1825700000000.0,2368500000000.0,2209800000000.0,2421400000000.0,2487000000000.0,2714100000000.0,2901800000000.0,2377100000000.0,2192300000000.0
731,C,False,3704000000000.0,4579300000000.0,3748300000000.0,4508400000000.0,4233500000000.0,5691000000000.0,5700100000000.0,5016500000000.0,5697500000000.0,4653200000000.0,6257000000000.0,5719500000000.0,7004400000000.0,6458000000000.0,5474900000000.0
732,C,False,5190200000000.0,6317900000000.0,6531500000000.0,4298300000000.0,5215800000000.0,4405500000000.0,5396600000000.0,5639700000000.0,5985500000000.0,5374300000000.0,3344700000000.0,5506600000000.0,8984900000000.0,6817800000000.0,7554000000000.0
733,C,False,1671100000000.0,1388600000000.0,1865400000000.0,1873600000000.0,2181900000000.0,1904600000000.0,1559100000000.0,1018400000000.0,1466500000000.0,2548300000000.0,1624500000000.0,383550000000.0,4224600000000.0,2151200000000.0,1035800000000.0
734,C,False,9070200000000.0,10191000000000.0,8910700000000.0,9687600000000.0,9520100000000.0,10530000000000.0,8701400000000.0,10392000000000.0,8424100000000.0,8247200000000.0,9481200000000.0,9343100000000.0,8551600000000.0,7669200000000.0,10005000000000.0
735,C,False,9220400000000.0,8844200000000.0,10998000000000.0,10104000000000.0,11142000000000.0,10236000000000.0,10400000000000.0,11453000000000.0,10990000000000.0,10552000000000.0,10213000000000.0,11000000000000.0,11580000000000.0,11090000000000.0,13269000000000.0
736,C,False,2914700000000.0,3380400000000.0,4187400000000.0,3907400000000.0,3813800000000.0,3490100000000.0,4040300000000.0,4009300000000.0,4237300000000.0,3858600000000.0,3737000000000.0,3977500000000.0,2924300000000.0,3417300000000.0,2434800000000.0
737,C,False,34800000000000.0,34667000000000.0,38523000000000.0,34087000000000.0,34232000000000.0,32986000000000.0,35994000000000.0,35426000000000.0,35457000000000.0,33500000000000.0,37454000000000.0,37083000000000.0,36662000000000.0,35480000000000.0,36496000000000.0
738,C,False,3317600000000.0,3580800000000.0,3236000000000.0,3221500000000.0,2746500000000.0,2464200000000.0,2751000000000.0,4164300000000.0,2608300000000.0,2388400000000.0,2044600000000.0,2346200000000.0,2149800000000.0,2708600000000.0,3398400000000.0
739,C,False,31906000000.0,251190000000.0,121590000000.0,128080000000.0,292760000000.0,399600000000.0,989350000000.0,342090000000.0,205320000000.0,1054900000000.0,1007800000000.0,518320000000.0,534070000000.0,486560000000.0,312220000000.0
740,C,False,7865600000000.0,7585500000000.0,6577300000000.0,7571500000000.0,7544400000000.0,6813800000000.0,6873200000000.0,6840500000000.0,6337000000000.0,5985700000000.0,6050700000000.0,6033500000000.0,6363800000000.0,5718400000000.0,6235100000000.0
741,C,False,322950000000.0,2256800000000.0,1591400000000.0,1760500000000.0,826740000000.0,1060200000000.0,876140000000.0,503920000000.0,981710000000.0,1503100000000.0,1612100000000.0,1452600000000.0,1305900000000.0,1835100000000.0,3155200000000.0
742,C,False,7913600000000.0,7996000000000.0,6656400000000.0,5910600000000.0,5005400000000.0,6248800000000.0,5313700000000.0,4931900000000.0,5250100000000.0,4317500000000.0,4280300000000.0,5246200000000.0,6311200000000.0,4620800000000.0,4472800000000.0
743,C,False,3590900000000.0,5131600000000.0,5680500000000.0,5882900000000.0,4786900000000.0,7423100000000.0,5123500000000.0,5786300000000.0,5519300000000.0,6379000000000.0,6071600000000.0,5586900000000.0,6296400000000.0,6169800000000.0,4037900000000.0
744,C,False,6461000000000.0,5674500000000.0,5970000000000.0,6080900000000.0,6171000000000.0,7011900000000.0,6154900000000.0,7486700000000.0,7327900000000.0,7059200000000.0,7875800000000.0,5610100000000.0,5841200000000.0,6374200000000.0,4643300000000.0
745,C,False,1625500000000.0,1552500000000.0,1712200000000.0,1793500000000.0,1535100000000.0,1846100000000.0,2323900000000.0,1870200000000.0,1887500000000.0,1522400000000.0,1719800000000.0,1958400000000.0,1940100000000.0,1963400000000.0,1946100000000.0
746,C,False,0.0,0.0,8323600000.0,33499000000.0,22787000000.0,75054000000.0,8180800000.0,104370000000.0,49972000000.0,181040000000.0,113850000000.0,204630000000.0,28304000000.0,411790000000.0,144620000000.0
747,C,False,3689600000000.0,1817900000000.0,1472100000000.0,1132400000000.0,1894300000000.0,1006600000000.0,1144400000000.0,1160700000000.0,1602400000000.0,870380000000.0,975540000000.0,1903700000000.0,3337900000000.0,1777300000000.0,2507300000000.0
748,C,False,5588800000000.0,3315700000000.0,4025400000000.0,3821200000000.0,4196300000000.0,4885900000000.0,1293400000000.0,4862900000000.0,1777100000000.0,3589900000000.0,235710000000.0,1921300000000.0,2363600000000.0,1054000000000.0,1776000000000.0
749,C,True,2371000000000.0,1503200000000.0,1798400000000.0,1290400000000.0,2317500000000.0,2193900000000.0,3021700000000.0,1896300000000.0,2026500000000.0,1474500000000.0,2752500000000.0,2620400000000.0,2731100000000.0,3159200000000.0,2976900000000.0
750,C,False,2419700000000.0,3588000000000.0,3960900000000.0,3793800000000.0,4191700000000.0,3179200000000.0,4043400000000.0,2858900000000.0,2864500000000.0,3348700000000.0,4887000000000.0,5307700000000.0,4152500000000.0,5207200000000.0,4673800000000.0
751,C,False,4820000000000.0,3101300000000.0,3878200000000.0,3245300000000.0,4593400000000.0,3784700000000.0,3263700000000.0,3626700000000.0,3183500000000.0,3809400000000.0,3257400000000.0,3750800000000.0,3804700000000.0,3631800000000.0,3862700000000.0
752,C,False,4257600000000.0,1879900000000.0,2992800000000.0,1447500000000.0,3181700000000.0,3817200000000.0,4038300000000.0,3405600000000.0,1726900000000.0,1094700000000.0,940400000000.0,1071500000000.0,625020000000.0,2088100000000.0,1317100000000.0
753,C,False,10403000000000.0,10107000000000.0,10415000000000.0,10201000000000.0,9170300000000.0,8995800000000.0,10048000000000.0,10496000000000.0,12391000000000.0,10974000000000.0,11605000000000.0,11620000000000.0,12034000000000.0,12138000000000.0,10513000000000.0
754,C,False,523890000000.0,1238000000000.0,511840000000.0,896330000000.0,867120000000.0,578840000000.0,1006800000000.0,836720000000.0,571170000000.0,616970000000.0,693880000000.0,882090000000.0,611390000000.0,692610000000.0,1121000000000.0
755,C,False,1339200000000.0,1055300000000.0,1563500000000.0,1216200000000.0,1010200000000.0,1231700000000.0,1282000000000.0,1666400000000.0,1358600000000.0,1601300000000.0,1610700000000.0,1767400000000.0,2666400000000.0,2206500000000.0,2174400000000.0
