,FLARE_TYPE,COINCIDENCE,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65,ABSNJZH_66,ABSNJZH_67,ABSNJZH_68,ABSNJZH_69,ABSNJZH_70,ABSNJZH_71,ABSNJZH_72,ABSNJZH_73,ABSNJZH_74,ABSNJZH_75,ABSNJZH_76,ABSNJZH_77,ABSNJZH_78,ABSNJZH_79,ABSNJZH_80,ABSNJZH_81,ABSNJZH_82,ABSNJZH_83,ABSNJZH_84,ABSNJZH_85,ABSNJZH_86,ABSNJZH_87,ABSNJZH_88,ABSNJZH_89,ABSNJZH_90,ABSNJZH_91,ABSNJZH_92,ABSNJZH_93,ABSNJZH_94,ABSNJZH_95,ABSNJZH_96,ABSNJZH_97,ABSNJZH_98,ABSNJZH_99,ABSNJZH_100
1605,N,False,271.77,213.65,226.93,207.56,201.6,198.4,234.27,218.02,211.06,223.18,212.65,232.31,241.35,225.78,237.07,236.87,215.01,234.1,224.13,254.48,237.25,248.58,241.59,252.65,216.56,217.56,210.24,194.78,207.86,247.42,285.22,292.67,296.89,296.19,291.28,286.78,290.91,282.13,272.37,272.94,140.12,186.2,267.08,263.33,143.87,182.4,199.5,155.28,222.66,151.04,130.15,146.13,53.149,160.48,286.33,36.629,201.46,57.922,33.538,48.375,46.271,50.497,36.139,102.43,118.05,83.473,72.243,84.777,112.11,99.71,139.06,121.8,111.74,130.22,143.38,81.424,172.84,160.22,23.591,13.437
1606,N,False,0.14418,2.9055,8.5858,6.9571,6.9398,3.2881,11.231,5.5661,2.5775,6.0708,3.1713,5.3504,1.6191,5.3261,1.9109,4.8974,3.8021,5.1299,8.8511,6.8101,2.5832,0.33488,0.84404,4.1306,1.9956,2.6483,1.0762,3.4309,0.34191,2.4224,3.7214,3.4081,0.9495,1.1388,0.44761,2.4596,0.18075,2.167,2.3772,4.584,13.394,11.361,12.998,11.499,11.477,10.583,12.06,11.016,9.0042,10.539,8.017,12.492,11.883,10.074,8.9549,1.8108,6.1642,2.0217,2.582,8.6165,7.0517,2.7555,2.8218,10.508,11.932,11.284,6.0863,6.245,10.216,11.17,18.231,16.213,14.213,14.998,17.067,19.412,20.559,16.99,14.771,15.772
1607,N,False,44.969,42.653,35.475,30.556,23.187,30.388,25.398,22.78,18.65,17.196,18.887,11.785,2.9396,16.168,25.12,15.064,23.799,17.286,19.349,22.009,14.091,27.766,26.414,29.445,30.94,21.42,26.631,39.19,31.898,39.817,33.305,23.438,13.62,4.6161,0.55782,8.7559,7.436,1.0021,11.53,8.2303,13.746,15.816,4.0766,17.795,19.372,5.6011,4.6616,9.2356,20.999,18.181,26.417,28.876,31.297,27.094,14.279,26.397,16.826,6.3307,15.055,15.076,19.683,11.599,3.4104,2.3789,2.0542,1.0567,12.767,4.8807,9.0428,1.9208,3.6489,17.576,9.9525,26.559,13.206,7.9422,16.312,24.15,22.869,34.023
1608,N,False,44.969,42.653,35.475,30.556,23.187,30.388,25.398,22.78,18.65,17.196,18.887,11.785,2.9396,16.168,25.12,15.064,23.799,17.286,19.349,22.009,14.091,27.766,26.414,29.445,30.94,21.42,26.631,39.19,31.898,39.817,33.305,23.438,13.62,4.6161,0.55782,8.7559,7.436,1.0021,11.53,8.2303,13.746,15.816,4.0766,17.795,19.372,5.6011,4.6616,9.2356,20.999,18.181,26.417,28.876,31.297,27.094,14.279,26.397,16.826,6.3307,15.055,15.076,19.683,11.599,3.4104,2.3789,2.0542,1.0567,12.767,4.8807,9.0428,1.9208,3.6489,17.576,9.9525,26.559,13.206,7.9422,16.312,24.15,22.869,34.023
1609,N,False,72.839,68.102,72.073,69.738,69.387,68.867,72.066,71.937,68.682,68.862,66.412,71.577,65.078,67.189,68.569,62.639,64.801,67.61,76.191,72.254,71.528,66.961,66.044,67.589,64.433,62.444,71.527,68.457,68.353,71.131,67.665,63.808,73.099,66.018,64.782,63.969,62.391,61.336,58.872,57.292,55.818,49.806,54.228,52.372,50.275,55.473,53.898,58.055,56.576,59.519,61.405,62.481,60.747,59.015,69.056,68.31,63.683,66.318,64.68,64.016,59.014,59.651,58.309,51.271,52.577,49.304,51.168,49.44,45.807,49.28,50.706,48.519,48.233,51.772,49.234,49.565,48.836,49.171,46.761,50.072
1610,N,False,76.45,84.131,79.99,78.932,68.757,71.413,86.056,85.294,84.017,85.27,88.552,90.308,89.493,85.068,90.948,83.715,88.107,90.493,83.924,98.387,89.907,94.17,82.593,86.369,81.394,81.724,81.344,79.559,73.349,75.846,80.053,87.281,80.245,83.794,79.867,87.87,88.734,90.29,89.126,95.221,92.624,95.948,99.265,102.94,107.7,112.27,114.72,117.02,111.63,122.71,119.09,116.44,117.56,113.35,98.18,90.31,90.705,92.887,84.992,86.222,94.653,84.494,89.183,80.746,80.826,88.565,89.613,88.158,80.603,90.257,91.484,92.205,91.605,93.525,85.911,97.593,90.269,92.35,97.729,95.227
1611,N,False,98.922,104.36,102.32,76.346,73.119,91.729,76.678,69.942,103.59,131.79,133.45,142.24,134.44,105.57,122.05,108.87,128.88,90.313,118.67,107.81,85.742,86.57,82.031,83.684,76.345,76.681,63.181,49.749,42.552,99.186,92.951,87.972,85.715,86.7,104.32,88.492,110.66,121.16,89.443,104.44,112.97,105.24,100.93,113.89,122.65,108.61,130.19,66.133,77.922,38.414,56.314,26.719,32.648,17.324,20.222,27.855,12.779,18.045,13.091,25.211,54.381,33.651,57.484,88.087,104.11,115.79,2.2718,12.042,15.485,8.185,158.28,16.607,31.01,142.36,159.08,137.02,130.73,34.86,10.149,27.981
1612,N,False,10.629,9.3809,10.207,10.893,15.683,8.8726,9.699,6.4796,0.27243,5.825,7.9295,9.2166,12.958,11.278,9.8992,12.228,9.0698,4.6303,8.5364,5.3696,3.2777,8.4347,0.2518,4.4815,7.1839,7.2081,5.7473,4.3647,6.4335,1.3708,5.2663,1.7209,0.68709,3.4348,5.7989,6.6324,5.1002,3.5588,3.6711,9.9337,15.467,10.623,11.859,9.205,13.418,17.24,17.313,18.271,14.376,14.523,10.786,17.719,20.485,17.186,19.306,17.422,30.006,27.959,24.031,21.454,23.836,25.531,23.163,22.843,23.279,23.25,19.555,20.707,27.409,27.304,23.079,23.278,28.469,32.64,29.908,32.642,32.216,32.459,24.989,27.385
1613,N,False,6.3394,7.9725,4.4234,2.7934,6.6483,7.0562,7.3504,4.0391,3.4003,1.9912,6.0095,5.8361,6.3002,5.3358,12.037,11.907,15.078,19.559,10.464,15.273,15.214,8.58,7.0875,8.9293,17.028,15.054,19.303,13.58,11.074,13.665,11.806,8.3762,10.546,7.8681,12.359,1.1147,1.7279,6.16,6.3913,4.7719,6.1974,0.10614,2.1665,4.6014,0.54108,3.7023,5.597,4.8954,6.2446,13.034,14.925,15.473,20.649,11.224,19.808,16.979,13.169,16.232,10.332,8.5636,6.7762,9.3717,14.523,3.0159,7.8641,10.567,4.2513,1.1172,9.3944,4.1492,6.874,4.3133,5.9105,11.256,11.278,10.707,10.605,10.044,12.158,12.236
1614,N,False,27.837,21.915,12.617,1.7394,2.2783,19.281,2.7247,5.6563,4.4088,9.7211,9.0901,1.4684,6.3295,2.9874,11.6,7.6195,24.764,19.338,33.509,34.119,44.222,37.431,46.122,51.435,35.828,30.291,9.5018,17.362,21.575,10.174,14.512,35.054,22.311,30.425,42.871,32.201,21.094,35.88,26.464,24.619,25.78,13.467,25.333,13.16,9.4839,4.1322,8.678,8.1009,20.676,9.4833,13.292,16.639,25.758,14.944,22.418,17.027,13.684,22.155,21.97,15.088,20.763,26.426,34.169,30.656,19.02,29.861,26.875,26.502,32.924,30.674,36.509,32.5,30.472,29.228,36.108,50.257,42.704,45.481,47.551,35.713
1615,N,False,360.92,363.98,365.97,349.75,332.8,344.1,351.87,329.0,318.3,353.64,346.0,315.13,335.4,348.6,348.65,372.77,375.06,348.32,371.56,381.42,395.24,393.36,398.68,401.37,402.11,404.26,403.26,365.32,368.73,378.59,343.05,345.89,328.37,320.91,300.04,297.02,299.54,266.86,297.51,291.78,281.58,263.62,264.31,263.69,276.58,292.34,287.1,273.73,273.74,250.2,265.92,254.38,260.74,266.8,268.15,240.85,256.96,249.29,254.79,250.66,240.93,231.65,225.94,223.38,232.74,232.51,223.33,251.06,235.98,237.38,252.87,264.24,276.2,283.17,322.44,320.7,297.2,298.93,294.98,293.24
1616,N,False,51.006,61.181,81.615,80.809,89.845,95.406,93.805,99.071,81.668,96.363,91.836,117.31,106.12,131.71,125.1,129.4,112.8,129.24,133.61,128.53,117.04,115.49,115.0,106.06,118.07,120.35,134.76,117.28,103.07,103.96,100.35,88.91,108.4,96.808,107.95,106.41,95.876,92.172,80.052,76.114,86.219,87.236,95.625,98.785,104.54,83.314,118.64,125.35,119.51,124.93,131.59,162.77,174.46,151.39,175.13,170.33,185.33,185.03,187.23,164.87,161.67,148.11,155.41,131.63,147.05,119.4,117.68,132.74,133.22,146.63,135.51,163.36,180.09,159.01,151.19,145.52,144.99,145.25,155.74,157.91
1617,N,False,4.8513,1.545,1.2482,2.9707,1.09,0.041898,8.5701,2.8558,1.3547,0.73502,1.2687,2.5584,0.23247,0.43782,0.60611,0.25769,7.9276,0.099609,3.0482,4.8777,6.4725,6.1402,7.5609,8.2344,6.7203,4.1607,7.3321,4.8513,6.1537,4.9919,3.6796,7.7976,4.416,10.033,8.4588,5.7724,1.7452,7.807,9.3149,8.2841,6.5691,6.3553,5.0172,10.69,7.929,8.0433,11.58,12.417,10.349,10.187,7.4455,11.423,11.864,8.181,13.273,10.906,7.373,6.0028,5.8481,5.1632,3.6301,0.9532,4.1057,0.90178,2.0828,2.3752,1.421,0.21192,0.097656,2.0095,1.9905,2.1484,6.9681,3.2952,3.37,0.22019,0.24928,3.0134,6.7433,3.6113
1618,N,False,100.35,88.91,108.4,96.808,107.95,106.41,95.876,92.172,80.052,76.114,86.219,87.236,95.625,98.785,104.54,83.314,118.64,125.35,119.51,124.93,131.59,162.77,174.46,151.39,175.13,170.33,185.33,185.03,187.23,164.87,161.67,148.11,155.41,131.63,147.05,119.4,117.68,132.74,133.22,146.63,135.51,163.36,180.09,159.01,151.19,145.52,144.99,145.25,155.74,157.91,150.58,140.62,148.61,156.1,157.0,163.54,149.46,145.5,160.72,144.07,144.07,158.17,171.05,162.29,169.28,179.91,166.88,174.03,177.77,209.81,206.18,221.48,200.2,184.44,194.79,177.9,148.03,164.59,146.02,137.84
1619,N,False,100.35,88.91,108.4,96.808,107.95,106.41,95.876,92.172,80.052,76.114,86.219,87.236,95.625,98.785,104.54,83.314,118.64,125.35,119.51,124.93,131.59,162.77,174.46,151.39,175.13,170.33,185.33,185.03,187.23,164.87,161.67,148.11,155.41,131.63,147.05,119.4,117.68,132.74,133.22,146.63,135.51,163.36,180.09,159.01,151.19,145.52,144.99,145.25,155.74,157.91,150.58,140.62,148.61,156.1,157.0,163.54,149.46,145.5,160.72,144.07,144.07,158.17,171.05,162.29,169.28,179.91,166.88,174.03,177.77,209.81,206.18,221.48,200.2,184.44,194.79,177.9,148.03,164.59,146.02,137.84
1620,N,False,10.59,16.446,17.91,11.167,12.028,8.6478,10.613,8.6921,8.9224,8.3143,12.789,12.193,10.859,13.765,15.871,10.193,10.449,13.293,7.5139,10.876,9.0115,5.749,3.2819,7.2028,8.7413,5.0893,2.6838,2.7557,1.5753,1.0752,1.6219,1.9567,0.17898,1.4791,0.088102,4.2386,2.9664,6.0736,4.111,4.2079,4.3402,3.505,1.9929,0.53495,0.85468,3.3157,0.065114,3.9182,2.572,0.90501,4.8026,0.89172,1.9108,1.4683,0.29713,1.3004,4.4421,5.3977,4.0849,0.063538,6.3473,0.099039,0.13475,0.83869,3.5622,1.6014,3.087,3.2853,8.256,0.19739,3.7688,2.6442,6.1541,12.648,8.7568,11.134,4.3336,9.0343,5.0822,10.943
1621,N,False,271.73,250.35,239.33,257.32,240.35,207.93,225.91,238.38,215.67,228.0,222.42,227.25,238.73,243.45,255.25,239.95,236.23,240.5,256.93,216.51,217.2,217.73,250.65,242.22,226.97,229.18,220.08,206.34,231.76,202.06,198.31,197.62,183.85,199.51,188.83,179.77,184.58,200.73,196.96,188.09,190.18,205.92,206.8,200.7,196.33,172.18,199.83,195.25,186.76,173.6,184.48,174.13,183.98,180.41,216.07,190.53,207.05,196.52,211.86,212.6,231.89,204.64,204.86,178.93,205.38,205.26,192.93,196.59,204.06,197.23,189.9,199.96,199.82,182.05,177.21,153.8,177.09,186.5,170.02,162.19
1622,N,False,127.68,129.0,120.93,135.39,137.24,155.11,133.12,146.26,147.24,158.09,159.78,154.76,165.3,152.43,167.1,165.3,155.78,154.96,163.96,163.01,163.97,162.18,170.75,167.2,165.71,166.51,176.88,180.23,185.77,180.37,189.58,198.88,205.09,198.62,199.27,201.13,190.07,175.19,182.47,160.88,167.29,161.45,152.0,144.27,168.3,148.38,158.5,148.81,151.06,142.09,137.83,140.05,137.68,124.73,153.65,131.74,129.14,139.25,138.5,144.3,143.59,141.0,130.55,130.52,127.33,124.62,134.81,141.89,133.24,156.98,145.54,155.8,142.97,150.38,162.0,158.31,147.22,157.1,169.15,173.83
1623,N,False,14.23,11.937,13.15,6.982,1.4867,1.0473,0.43509,4.7209,6.8166,13.754,12.604,8.3432,11.458,8.9912,13.364,11.284,15.219,5.9956,8.4297,8.4023,8.5526,9.795,8.5515,9.1515,12.131,6.2461,1.433,7.2647,9.7517,1.5291,5.3673,3.4845,5.7015,0.85845,8.0992,2.6788,1.129,0.58587,4.3655,1.7817,3.5765,7.9555,4.3735,2.986,5.0614,7.1772,4.0597,0.070062,0.1189,2.7623,7.081,1.1258,3.1574,4.1007,0.73809,1.9415,1.1079,0.57238,0.52534,1.7985,1.4914,1.787,4.7612,4.4691,4.5844,8.1441,8.0603,4.2971,0.4349,4.6623,4.3202,5.2007,3.9359,1.2642,1.5922,4.1338,3.9756,0.74169,4.411,2.3694
1624,N,False,2.1767,1.0573,1.0695,3.1699,2.0307,2.5891,3.3441,2.2042,2.6652,4.8607,2.6023,5.3733,7.5908,3.6948,5.755,6.0317,5.0488,4.7014,8.5383,8.0516,8.5046,6.4779,6.8414,8.8441,8.4679,8.7054,10.553,11.931,7.77,6.0578,5.6551,7.579,10.317,7.0594,8.7947,10.886,18.19,40.162,46.088,37.471,36.561,37.484,27.008,41.102,29.067,20.993,5.4514,2.0442,10.025,1.5131,6.8197,1.2367,4.5934,4.9292,13.515,12.21,20.697,7.4164,2.7487,16.163,27.732,21.15,27.666,32.059,21.89,27.088,22.206,36.846,34.876,23.865,25.444,12.322,26.468,1.072,7.4697,2.4545,11.108,6.8791,5.51,7.1145
1625,N,False,2.2306,3.7888,4.3827,4.5541,5.8296,5.1285,1.5256,1.1686,2.1299,3.4273,1.4059,1.2862,0.21492,0.85853,0.38913,3.5028,1.5245,3.6822,1.4976,0.1939,1.2672,1.7448,0.38452,0.10344,1.4004,1.0807,1.766,1.5828,0.42909,1.7478,2.347,4.9874,0.63039,2.4336,0.46223,1.1818,1.6335,1.2949,1.294,1.4933,2.5789,1.8168,3.7505,0.5012,4.4278,2.1281,0.18803,0.77893,2.6139,0.7542,1.2323,1.5566,1.2097,1.26,0.58585,0.039601,0.81562,0.54078,1.8747,2.1201,1.0504,0.66769,1.0681,0.95012,3.0275,2.8299,0.79962,0.045052,0.19493,1.0346,2.1003,0.545,2.0516,0.31277,2.0305,3.8014,2.7832,2.905,3.9978,0.76995
1626,N,False,9.4696,4.1989,5.0373,6.7371,7.9396,10.532,11.47,9.3899,10.712,9.3006,10.872,9.8025,10.074,6.4893,10.501,9.0338,9.4374,2.5186,8.7213,5.3722,8.3663,9.0281,6.8673,4.2185,11.857,9.1145,6.3455,3.1157,2.0754,2.7074,1.642,13.551,10.716,6.3457,2.2629,5.6049,5.1573,3.9417,2.749,0.51928,0.50081,0.99348,0.74223,3.9031,1.4046,1.8853,1.0876,3.3566,0.82601,1.7001,5.3687,3.1841,4.2566,1.4151,3.5845,7.0893,2.749,2.6174,8.5198,8.4995,10.062,4.1978,5.5031,6.8744,2.7959,4.9951,2.8828,2.3552,4.8928,5.893,7.2464,7.0815,1.3599,0.83149,0.044404,1.1781,2.7144,5.7636,0.33097,3.7119
1627,N,False,840.52,852.13,847.72,859.35,866.76,820.19,804.53,821.86,824.46,802.94,820.0,812.79,810.67,824.72,823.98,852.26,828.09,793.13,814.79,794.27,835.81,817.66,857.45,844.98,836.93,840.52,814.5,857.14,847.59,880.28,876.02,862.49,919.25,941.44,964.98,983.29,995.44,1010.3,1037.3,1039.8,1062.1,1084.7,1021.7,1028.2,1014.5,1007.6,982.78,1014.8,1024.1,1029.7,1010.3,1042.8,1023.2,1069.5,1068.6,1051.1,1054.5,1082.2,1110.6,1088.0,1097.7,1085.6,1082.2,1091.4,1097.9,1136.9,1146.3,1138.4,1136.3,1158.1,1152.6,1166.6,1169.1,1227.2,1220.9,1253.4,1198.3,1229.8,1206.3,1220.7
1628,N,False,0.33104,1.4532,0.95531,4.6572,5.5971,6.0824,6.0989,9.9521,6.0507,5.6726,7.7121,3.3135,3.7543,2.1774,7.1033,7.5879,4.0526,3.3422,8.2095,9.3638,3.7928,8.7947,4.4357,13.06,12.676,7.7451,2.9309,4.695,5.3481,0.30269,2.9303,1.3475,0.74616,1.0293,0.26824,5.3009,1.1829,11.871,9.1439,13.128,19.412,16.779,15.027,13.095,12.804,15.788,11.834,9.72,14.943,19.464,17.623,13.739,9.7177,23.512,25.706,15.414,27.172,23.214,20.951,24.448,22.301,26.974,17.84,13.178,9.7489,9.1063,13.118,13.859,15.256,17.038,12.281,12.349,11.204,9.0166,12.581,9.9457,14.995,16.219,7.77,8.6929
1629,N,False,1164.1,1162.4,1118.6,1165.1,1195.9,1240.4,1176.8,1174.1,1138.3,1183.6,1132.3,1135.2,1122.6,1151.3,1112.7,1092.5,1118.2,1112.9,1106.1,1094.0,1072.9,1071.3,1040.5,1029.2,1040.1,1023.9,1062.0,1049.3,1056.1,1069.7,1068.5,1032.0,1104.9,1087.9,1079.7,1103.0,1073.1,1087.6,1116.2,1119.1,1110.8,1107.1,1102.2,1110.4,1109.2,1108.7,1127.8,1167.4,1170.9,1138.6,1103.0,1100.6,1126.6,1090.1,1085.0,1067.7,1066.7,1080.0,1117.8,1110.8,1083.8,1082.8,1087.0,1121.3,1092.5,1137.7,1097.3,1105.5,1106.5,1120.2,1120.6,1147.3,1123.0,1100.8,1129.2,1089.3,1076.3,1078.7,1081.3,1081.5
1630,N,False,111.12,102.4,106.61,103.03,112.76,114.28,100.88,105.92,105.92,110.57,103.05,120.35,126.42,117.28,116.02,110.59,115.29,116.02,104.92,103.63,97.977,102.62,93.967,92.363,95.327,96.17,92.878,93.429,75.858,84.344,87.559,89.3,94.956,87.965,82.115,79.213,74.338,86.408,87.961,85.236,84.439,84.072,90.502,86.104,93.781,98.365,106.73,110.98,91.698,87.051,96.704,91.337,93.083,90.16,80.672,79.654,77.395,84.641,88.396,87.162,84.509,72.436,62.807,69.254,80.682,92.375,75.095,81.45,99.76,101.03,102.93,111.27,109.96,112.45,104.09,104.51,125.32,117.03,110.94,109.15
1631,N,False,6.0191,6.4943,9.3275,9.6912,6.4694,3.546,4.2064,5.9618,1.8833,3.5569,2.7717,0.10341,1.8415,0.66808,1.7423,6.3644,1.4287,0.11902,4.1672,5.3248,0.087362,3.0083,2.9276,2.2027,2.1138,1.4648,4.2802,1.3923,1.8271,1.4935,0.58874,0.36166,0.84098,1.4001,1.7491,2.1355,1.2989,2.5753,1.1561,4.9076,3.4234,0.16609,2.217,1.5504,2.6723,1.8807,6.0927,1.9841,1.9839,1.9246,5.548,4.6163,1.8753,3.0218,2.6107,0.7611,2.0771,4.2765,4.9334,5.8245,2.6001,1.4541,3.316,0.54174,0.1379,0.55182,2.2205,3.2043,2.8792,5.9667,6.8306,4.8295,4.863,3.4027,2.4658,0.78559,0.48021,3.3368,2.2455,4.783
1632,N,False,18.017,26.814,30.119,21.517,19.838,20.213,16.041,13.086,14.188,14.132,15.136,14.684,21.952,23.274,19.446,18.809,18.16,15.138,16.752,15.0,8.3176,16.171,13.626,16.611,10.744,8.6727,11.202,16.89,14.004,15.215,14.819,15.124,14.115,13.326,12.86,12.966,11.623,12.032,10.495,10.957,11.707,12.112,10.908,12.062,8.9925,9.3782,12.191,9.6595,6.8388,7.0106,9.514,7.714,4.2318,8.8057,11.764,13.635,16.588,12.469,13.413,10.395,14.363,11.67,12.879,10.747,11.42,12.363,13.011,13.293,10.401,11.444,8.2881,10.689,9.3655,15.067,12.06,7.9055,6.3607,10.062,9.4947,10.252
1633,N,False,0.25713,1.6896,2.4314,0.6264,9.1169,1.534,7.6388,0.61164,4.0148,3.6403,8.9669,4.4141,7.0618,5.2419,5.7923,8.1231,4.5676,10.558,9.0262,10.042,4.4858,8.8857,3.73,4.4262,4.4452,0.0071871,3.1937,2.0696,2.7738,4.0451,7.7225,11.12,17.84,17.566,17.436,18.253,22.349,19.202,15.916,18.878,14.765,17.295,9.425,11.405,12.461,11.703,11.098,8.8297,9.3784,6.1567,9.5425,9.5856,7.6345,6.6322,6.548,3.4039,3.7845,6.2464,2.5385,8.461,11.102,6.5492,13.354,14.128,15.153,11.016,17.936,13.678,14.349,13.8,16.34,22.226,20.603,18.25,19.507,11.967,14.085,16.435,9.592,6.2368
1634,N,False,26.975,28.586,20.596,26.267,21.994,25.864,28.601,22.361,21.849,22.118,24.284,27.054,28.348,29.141,26.713,24.21,26.869,32.063,23.03,25.621,21.505,31.923,30.47,23.006,24.147,22.628,18.001,21.962,19.06,21.255,12.65,15.666,16.85,16.451,15.014,12.739,7.8033,15.725,17.93,14.114,22.867,18.616,20.366,28.001,26.833,18.343,25.681,29.723,29.632,27.558,28.939,27.968,21.967,20.706,21.987,12.889,17.18,12.484,19.417,14.053,17.304,18.452,16.09,23.418,17.461,22.848,24.36,23.31,24.327,23.377,24.717,26.328,23.766,25.416,28.482,34.461,22.498,21.306,22.936,27.908
1635,N,False,12.34,9.9661,13.773,9.5891,10.496,3.5015,21.866,33.701,30.439,29.26,26.635,25.287,15.798,20.144,22.647,17.1,17.181,15.236,15.36,12.107,16.599,19.823,12.607,17.832,9.1602,18.014,25.217,16.732,19.653,20.494,11.572,15.159,20.967,29.462,26.466,27.838,24.182,22.988,26.306,28.163,16.744,15.128,19.874,21.923,16.06,3.7835,16.419,21.238,24.016,16.16,10.136,7.2926,10.758,9.9273,13.055,10.128,13.852,1.7815,5.3656,7.5553,6.0362,1.8907,2.7879,3.6327,5.6144,8.6799,5.4636,11.842,15.136,13.138,16.301,13.725,12.684,15.4,14.842,11.681,6.1411,4.7819,5.4089,5.8025
1636,N,False,4.5926,3.2211,3.5325,3.4669,12.043,16.003,9.9588,12.573,7.0489,6.4837,10.451,6.3092,4.2809,7.3854,3.5179,9.3193,6.2962,5.7979,11.934,1.5079,18.966,10.399,18.238,8.2699,8.6084,10.381,8.1129,5.7683,10.489,0.95779,1.0615,14.55,8.1608,14.973,4.1956,9.9852,6.2841,3.4162,0.66841,10.025,0.5829,0.34725,5.0084,9.7427,0.63044,3.8825,4.9036,6.1464,0.71067,2.1876,2.8305,13.43,13.313,21.523,15.116,3.7719,9.5895,13.296,13.739,1.9245,3.497,11.54,2.0421,10.021,1.0288,1.5741,0.68797,14.517,2.4251,10.747,7.3908,2.73,3.2611,1.4162,4.6762,7.6771,1.9372,10.271,8.6711,5.7796
1637,N,False,11.203,10.826,11.631,12.916,17.885,22.418,19.793,22.687,21.03,22.777,15.729,15.501,13.167,16.067,13.375,14.804,17.475,8.7417,17.409,17.753,13.741,18.96,15.362,13.814,17.494,12.34,13.886,13.671,15.724,15.634,11.968,15.474,19.443,21.42,18.581,19.673,17.777,15.689,20.916,20.311,23.635,21.562,15.146,14.714,18.497,16.744,23.0,20.816,22.172,17.795,16.082,12.799,16.129,14.202,16.723,10.665,18.475,19.286,18.476,14.276,13.716,19.148,15.105,12.451,18.597,30.725,19.235,17.007,21.304,23.52,26.886,20.748,19.692,23.531,12.474,24.181,16.577,13.955,14.449,18.416
1638,N,False,0.19974,3.4834,1.7411,3.0989,2.5282,5.1269,0.85407,2.5118,2.1033,1.3191,0.37861,0.78259,4.3956,3.6508,4.8072,2.8589,1.93,3.7741,1.1008,0.62014,0.76916,0.6716,2.3078,2.933,1.2471,5.41,2.3987,2.7736,4.7397,3.3957,1.3323,3.1741,3.5395,1.943,5.5723,3.8391,5.5318,4.0443,1.3927,1.6444,4.3365,5.4171,6.5506,3.3479,2.9765,5.4866,4.0242,2.399,4.2779,4.0247,4.9494,3.3735,1.2729,4.0891,1.72,3.5697,3.0652,1.6498,0.2508,2.4363,3.89,0.84123,0.57995,0.6587,0.243,1.3175,0.94931,1.6651,3.2105,2.1127,0.80873,3.0767,1.8934,0.19231,2.82,1.2688,0.8265,0.18792,2.982,1.6524
1639,N,False,8.6508,0.66031,5.9794,7.896,4.8909,3.451,1.8748,2.2577,7.7329,2.6534,5.5094,3.4773,8.6364,6.3937,3.5137,4.4488,4.6053,1.343,0.32237,1.8734,4.1182,7.1863,8.1831,8.1488,7.1818,9.7738,9.8039,10.384,10.674,7.9456,2.0154,5.9212,0.27173,0.45443,0.72073,2.9127,1.1433,3.5119,0.94765,2.169,0.39603,4.9818,1.9189,0.96653,3.3099,1.3409,6.7374,7.3974,1.5797,6.1301,5.9866,2.866,5.9575,1.1039,1.7319,1.6777,0.78136,2.3748,0.82443,6.7323,4.2973,2.8892,4.7645,4.8246,3.1514,4.4218,5.3307,1.5832,9.6247,4.0786,2.0644,5.1048,5.8931,5.9463,7.0837,3.7187,4.8175,3.8273,1.1365,3.979
1640,N,False,2.9973,4.2025,6.8769,12.788,11.563,10.889,12.046,7.4897,12.264,10.742,10.387,5.4983,9.0819,7.0881,5.8195,8.5058,7.9963,7.7234,9.9306,7.6676,9.336,8.3661,10.339,9.9853,8.5937,9.3251,7.8134,9.8128,8.0078,7.4521,7.3594,10.68,8.184,9.4903,9.0084,6.4811,5.7507,4.9519,7.1117,5.4371,5.2161,2.7947,4.3087,2.7974,5.0823,8.1695,6.3135,6.8374,7.9586,9.5516,7.8429,4.7476,6.365,7.4376,9.1187,9.4834,8.9574,10.447,5.8952,3.8213,8.72,8.7943,8.4912,3.6679,4.5993,4.2899,4.2314,4.2333,5.0204,0.77859,3.1988,2.0429,2.8127,3.8143,4.8628,5.1057,3.5633,5.7124,10.175,6.0744
