,FLARE_TYPE,COINCIDENCE,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45,AREA_ACR_46,AREA_ACR_47,AREA_ACR_48,AREA_ACR_49,AREA_ACR_50,AREA_ACR_51,AREA_ACR_52,AREA_ACR_53,AREA_ACR_54,AREA_ACR_55,AREA_ACR_56,AREA_ACR_57,AREA_ACR_58,AREA_ACR_59,AREA_ACR_60,AREA_ACR_61,AREA_ACR_62,AREA_ACR_63,AREA_ACR_64,AREA_ACR_65,AREA_ACR_66,AREA_ACR_67,AREA_ACR_68,AREA_ACR_69,AREA_ACR_70,AREA_ACR_71,AREA_ACR_72,AREA_ACR_73,AREA_ACR_74,AREA_ACR_75,AREA_ACR_76,AREA_ACR_77,AREA_ACR_78,AREA_ACR_79,AREA_ACR_80,AREA_ACR_81,AREA_ACR_82,AREA_ACR_83,AREA_ACR_84,AREA_ACR_85,AREA_ACR_86,AREA_ACR_87,AREA_ACR_88,AREA_ACR_89,AREA_ACR_90,AREA_ACR_91,AREA_ACR_92,AREA_ACR_93,AREA_ACR_94,AREA_ACR_95,AREA_ACR_96,AREA_ACR_97,AREA_ACR_98,AREA_ACR_99,AREA_ACR_100
308,M,False,768.74,768.33,765.17,770.55,773.98,781.01,779.28,776.39,780.04,784.44,779.7,783.49,787.11,794.35,795.02,798.59,801.78,800.95,801.29,799.03,804.01,802.61,799.47,797.05,803.12,800.75,801.85,808.05,803.27,805.35,805.43,806.38,813.9,816.34,816.75,819.77,819.7,824.63,824.58,817.3,816.6,818.04,825.08,832.63,825.15,826.76,833.55,832.42,838.45,839.66,838.1,838.21,841.44,841.5,835.76,838.77,835.4,840.61,841.84,838.33,837.77,835.16,831.57,834.77,835.42,836.77,838.04,834.08,827.37,824.1,821.93,819.88,819.4,819.74,813.42,816.99,818.21,821.13,815.67,820.33
309,M,False,795.99,788.92,792.03,788.06,794.29,789.81,790.08,786.42,786.57,783.16,770.6,772.83,774.16,776.08,770.07,765.03,765.33,768.04,759.73,758.19,756.36,754.33,745.02,742.0,744.02,735.01,732.42,724.61,725.9,718.69,716.91,707.86,704.23,707.65,700.67,699.33,693.77,694.71,691.95,690.02,692.92,685.25,686.93,689.24,685.74,684.07,681.46,687.02,684.78,690.76,685.95,679.06,679.3,683.2,681.92,680.88,675.19,670.33,665.12,665.66,666.5,660.78,654.6,649.88,648.05,648.88,645.8,649.4,646.87,651.43,642.37,644.44,643.41,637.49,636.1,643.59,641.17,647.44,647.47,644.48
310,M,False,510.74,511.77,516.46,522.15,520.96,528.53,540.19,540.27,549.67,549.5,563.79,570.63,580.65,587.16,581.19,575.8,583.94,589.31,590.19,583.94,588.42,590.72,596.22,589.79,592.6,586.97,591.28,591.65,599.54,602.96,603.13,611.69,605.82,610.91,616.38,628.66,620.44,605.49,613.33,616.88,617.57,627.86,630.98,630.46,644.32,638.97,637.99,632.84,641.3,649.19,663.08,663.66,653.55,666.33,672.85,678.4,674.57,676.19,688.27,667.2,683.6,693.4,702.49,691.67,700.0,699.16,708.96,723.55,733.74,721.29,724.96,720.76,711.64,708.07,711.5,708.96,711.56,713.81,716.94,734.07
311,M,False,2080.6,2093.8,2104.3,2095.0,2100.1,2113.8,2104.6,2112.7,2122.8,2130.8,2123.8,2114.1,2118.9,2150.0,2151.0,2152.6,2157.9,2168.2,2187.2,2190.0,2192.8,2199.0,2216.7,2226.9,2230.6,2245.4,2249.2,2245.6,2262.1,2263.4,2269.6,2280.6,2286.1,2292.2,2288.1,2286.0,2279.0,2281.0,2276.4,2262.4,2272.9,2266.6,2263.4,2266.0,2274.9,2284.7,2284.1,2282.8,2292.4,2284.1,2284.1,2290.4,2293.0,2288.9,2286.6,2289.4,2289.7,2304.0,2289.2,2302.9,2308.4,2303.0,2309.2,2311.8,2317.7,2320.1,2319.5,2324.4,2330.9,2339.5,2343.9,2329.7,2340.9,2340.7,2341.0,2341.4,2340.1,2341.0,2344.9,2344.5
312,M,False,1518.7,1525.2,1519.5,1519.9,1498.9,1497.3,1491.4,1493.5,1489.8,1489.0,1487.3,1486.4,1476.9,1466.6,1464.7,1457.6,1466.8,1456.6,1458.1,1455.4,1450.8,1447.0,1436.4,1426.0,1423.7,1419.3,1420.6,1414.3,1409.6,1406.6,1406.6,1403.2,1396.1,1393.2,1383.7,1375.7,1367.3,1370.6,1370.2,1363.9,1356.5,1348.2,1345.9,1346.2,1356.0,1345.9,1341.1,1345.0,1333.3,1335.8,1345.4,1345.1,1343.6,1349.5,1350.4,1347.5,1348.2,1348.1,1344.2,1341.5,1342.4,1347.1,1358.0,1358.0,1348.2,1351.2,1353.9,1354.3,1352.7,1351.9,1343.5,1340.8,1347.5,1346.1,1342.5,1343.7,1338.0,1330.1,1324.4,1318.6
313,M,True,1126.6,1136.6,1135.2,1124.1,1136.6,1121.8,1111.8,1106.6,1113.5,1110.3,1104.3,1103.4,1102.0,1104.1,1095.2,1091.2,1086.5,1096.3,1094.4,1092.0,1096.7,1100.3,1101.8,1090.8,1082.9,1096.9,1096.9,1095.0,1098.1,1082.4,1086.4,1082.0,1089.5,1094.7,1087.2,1087.7,1084.0,1076.7,1067.5,1067.8,1070.3,1047.1,1038.2,1035.4,1040.2,1035.3,1039.0,1042.2,1030.0,1028.1,1021.7,1018.9,1015.0,1004.6,1007.5,1007.2,998.13,994.12,995.3,993.05,995.84,1009.0,986.45,991.57,992.81,992.54,1007.3,1000.4,1016.8,1019.5,1006.3,1018.2,1009.3,1013.7,1010.5,1012.4,1004.6,1004.7,1002.8,968.26
314,M,False,1000.4,1016.8,1019.5,1006.3,1018.2,1009.3,1013.7,1010.5,1012.4,1004.6,1004.7,1002.8,968.26,976.69,991.91,992.79,978.79,981.36,998.93,993.86,992.73,979.86,962.46,968.64,975.48,970.79,977.49,978.53,970.72,955.32,976.24,977.14,952.32,953.24,943.43,951.31,949.47,945.6,952.27,941.76,948.85,924.77,923.12,911.6,897.51,882.13,875.1,846.31,848.93,842.79,834.06,828.08,805.98,819.35,795.23,780.72,773.63,789.75,782.48,766.49,761.62,753.51,736.02,721.17,710.09,711.7,703.13,712.97,702.25,702.15,700.95,696.75,674.54,664.42,653.63,640.82,630.15,622.46,627.34,626.08
315,M,False,2345.1,2334.3,2333.7,2319.4,2317.0,2323.1,2293.9,2309.5,2291.7,2295.1,2295.2,2280.3,2271.9,2286.6,2286.3,2287.0,2267.7,2239.0,2232.9,2225.6,2223.9,2221.1,2209.9,2230.6,2239.0,2238.0,2226.9,2232.2,2237.9,2266.5,2271.6,2273.0,2273.8,2262.7,2272.8,2281.8,2264.5,2271.2,2281.7,2277.5,2287.0,2286.7,2272.3,2282.3,2281.4,2268.9,2278.2,2294.1,2274.4,2286.6,2285.1,2270.5,2288.4,2276.5,2275.6,2274.7,2261.2,2269.2,2261.2,2263.4,2266.7,2270.5,2278.9,2298.5,2278.4,2273.9,2270.2,2274.7,2269.1,2263.4,2276.0,2281.5,2271.4,2262.2,2256.3,2249.4,2248.4,2252.5,2253.9,2269.3
316,M,False,2306.8,2315.4,2302.8,2301.0,2313.8,2304.6,2292.0,2304.4,2306.3,2308.1,2320.3,2312.0,2308.2,2335.4,2350.2,2345.9,2334.9,2344.6,2362.3,2358.9,2364.2,2373.9,2381.2,2388.5,2379.1,2369.4,2379.0,2377.0,2360.6,2372.3,2375.5,2376.3,2377.6,2370.9,2375.4,2364.9,2373.4,2378.8,2371.9,2376.7,2385.6,2368.8,2386.9,2385.5,2391.3,2394.5,2397.3,2398.5,2397.6,2397.3,2400.4,2404.6,2424.8,2426.6,2399.9,2409.9,2426.5,2429.9,2427.9,2420.1,2419.0,2418.4,2411.7,2414.8,2429.0,2435.2,2437.5,2446.4,2442.2,2435.4,2448.7,2457.2,2459.9,2457.2,2483.6,2484.2,2486.0,2506.5,2515.3,2533.7
317,M,False,903.04,892.28,899.88,901.92,908.11,912.62,912.09,912.24,916.92,924.69,921.01,926.51,927.4,926.5,943.61,954.03,963.0,973.9,975.15,974.97,986.21,981.46,1004.8,998.05,1006.5,1013.3,1012.6,1012.2,1020.5,1017.7,1020.2,1034.4,1035.0,1031.5,1045.3,1056.9,1061.2,1057.1,1049.9,1045.3,1053.3,1047.6,1051.1,1058.5,1057.5,1060.8,1059.3,1073.8,1080.4,1073.0,1072.4,1076.0,1074.8,1081.1,1080.5,1080.5,1091.4,1084.2,1089.4,1082.7,1067.8,1079.8,1090.1,1088.3,1078.7,1085.9,1093.0,1080.0,1081.3,1089.3,1072.2,1076.5,1076.9,1077.5,1080.9,1091.3,1097.5,1099.1,1099.2,1104.5
318,M,False,3158.7,3158.6,3157.4,3147.9,3158.2,3165.5,3174.3,3175.3,3151.5,3155.2,3151.4,3156.7,3157.5,3161.5,3164.5,3167.8,3174.7,3187.5,3187.2,3186.1,3183.8,3185.9,3176.4,3183.3,3187.7,3170.7,3172.0,3189.4,3184.2,3179.9,3190.7,3183.5,3181.8,3182.2,3173.0,3166.6,3171.9,3178.5,3178.1,3167.0,3157.0,3145.1,3151.6,3146.4,3134.5,3132.2,3139.4,3130.7,3124.3,3126.7,3129.8,3127.9,3107.3,3097.5,3084.4,3102.2,3091.3,3086.5,3084.6,3077.1,3080.4,3065.0,3061.4,3054.5,3038.7,3026.5,3026.9,3022.9,3021.7,3016.7,3008.1,3000.6,3000.9,2988.0,2992.1,2993.3,2985.6,2996.4,2999.9,3007.1
319,M,True,353.36,349.65,342.75,341.31,359.18,396.04,412.35,416.95,410.14,413.26,416.31,416.9,421.01,422.56,416.84,417.1,425.54,423.36,426.99,423.73,429.59,433.69,430.43,432.22,431.41,439.9,435.07,426.86,425.92,426.72,426.95,423.75,420.52,410.21,412.62,414.78,410.79,416.93,420.59,416.15,416.86,410.31,408.11,414.42,411.87,411.67,413.74,414.77,413.32,404.78,409.03,414.94,413.39,421.1,421.42,421.8,420.63,416.55,414.5,411.98,419.18,427.35,435.37,433.01,438.72,457.16,468.13,463.12,462.4,480.22,521.6,514.05,545.24,544.4,567.75,557.95,561.59,558.71,554.79,569.52
320,M,True,438.72,457.16,468.13,463.12,462.4,480.22,521.6,514.05,545.24,544.4,567.75,557.95,561.59,558.71,554.79,569.52,577.19,585.77,607.44,612.01,613.96,602.28,616.84,622.84,648.88,657.31,667.63,677.95,675.14,675.53,671.9,706.32,717.17,700.4,697.83,701.31,719.48,727.24,708.44,713.53,706.52,727.55,711.56,696.35,719.51,727.12,718.82,716.75,725.51,732.86,738.78,738.03,741.63,748.86,776.2,768.69,773.68,766.45,773.53,771.57,767.95,765.23,772.9,765.54,761.26,775.95,781.46,793.97,798.24,798.9,794.58,797.38,784.23,784.16,773.28,777.07,790.97,780.24,804.01,800.22
321,M,False,842.78,848.2,844.82,835.43,842.1,841.34,846.39,848.38,844.73,847.37,846.87,840.83,847.37,853.11,858.22,855.91,874.44,854.74,848.11,852.47,863.07,861.24,864.21,864.7,861.78,857.05,859.72,852.53,867.81,860.42,864.6,852.57,856.7,850.24,862.44,868.27,850.25,842.42,848.16,843.56,834.74,844.36,842.3,840.17,834.87,848.04,846.7,852.31,851.33,846.91,852.89,863.14,873.65,868.18,878.42,874.02,867.62,884.18,882.33,892.27,891.23,891.31,887.2,882.08,894.77,896.82,889.11,886.58,887.07,894.54,896.69,887.74,891.03,890.81,893.79,894.8,899.2,898.38,917.23,922.53
322,M,False,168.61,169.18,168.59,168.21,169.13,171.08,170.4,168.41,169.47,168.38,164.65,164.86,166.33,167.6,169.39,169.95,174.31,175.6,177.3,179.76,178.21,177.24,177.92,176.83,181.04,181.16,180.07,185.04,186.03,184.76,187.35,189.61,190.91,192.63,195.16,197.97,197.2,197.94,198.15,198.28,201.24,203.63,201.67,199.47,203.36,204.58,204.84,208.27,208.98,208.86,208.78,211.74,211.81,211.88,210.1,210.55,209.47,213.72,213.01,214.23,211.5,211.66,210.35,209.42,212.44,213.91,215.23,211.11,212.26,211.51,212.41,214.72,215.23,214.87,214.63,216.15,215.57,219.13,219.07,222.64
323,M,False,855.91,874.44,854.74,848.11,852.47,863.07,861.24,864.21,864.7,861.78,857.05,859.72,852.53,867.81,860.42,864.6,852.57,856.7,850.24,862.44,868.27,850.25,842.42,848.16,843.56,834.74,844.36,842.3,840.17,834.87,848.04,846.7,852.31,851.33,846.91,852.89,863.14,873.65,868.18,878.42,874.02,867.62,884.18,882.33,892.27,891.23,891.31,887.2,882.08,894.77,896.82,889.11,886.58,887.07,894.54,896.69,887.74,891.03,890.81,893.79,894.8,899.2,898.38,917.23,922.53,921.81,933.31,925.77,930.72,915.64,919.54,936.2,945.46,939.83,944.6,947.58,955.74,950.61,948.23,956.35
324,M,False,3055.8,3048.8,3049.2,3043.8,3042.7,3040.7,3052.1,3058.3,3077.0,3072.5,3084.5,3087.6,3077.4,3078.3,3088.4,3097.2,3099.8,3093.2,3106.3,3119.6,3133.1,3114.9,3116.4,3128.4,3128.0,3142.2,3142.9,3125.0,3136.7,3157.0,3158.5,3167.9,3183.5,3195.5,3208.3,3197.5,3196.7,3237.7,3213.1,3197.4,3202.1,3231.9,3233.5,3238.9,3252.4,3266.4,3279.0,3279.2,3300.0,3302.9,3315.4,3311.3,3305.6,3321.4,3319.4,3348.1,3359.3,3366.5,3376.1,3385.1,3375.0,3376.0,3380.7,3394.1,3394.8,3395.0,3391.8,3397.0,3416.7,3389.8,3379.4,3371.2,3371.0,3391.0,3380.1,3385.3,3392.2,3405.1,3393.1,3391.1
325,M,False,894.54,896.69,887.74,891.03,890.81,893.79,894.8,899.2,898.38,917.23,922.53,921.81,933.31,925.77,930.72,915.64,919.54,936.2,945.46,939.83,944.6,947.58,955.74,950.61,948.23,956.35,950.73,947.34,962.6,970.56,977.14,976.86,979.45,990.66,986.65,994.5,989.34,991.54,986.66,996.28,991.54,988.4,986.85,989.88,997.06,1007.7,1003.2,1001.0,993.61,1003.6,986.65,989.45,994.96,991.03,988.79,995.8,989.56,995.33,996.8,996.81,1012.9,1007.8,1009.4,1010.5,1009.5,1006.6,1007.5,999.22,997.13,1003.6,1009.3,1005.0,1005.3,1014.9,1024.7,1021.4,1024.8,1026.0,1015.6,1027.5
326,M,False,2215.9,2169.5,2117.0,2051.5,2032.2,1988.4,1927.6,1856.9,1779.6,1741.1,1683.7,1656.2,1590.7,1556.2,1490.6,1425.2,1370.6,1306.8,1247.5,1211.2,1157.8,1126.6,1075.1,1049.1,997.39,971.08,927.91,901.15,862.72,828.43,794.23,754.96,717.8,694.76,675.11,638.44,604.03,579.36,568.18,525.3,511.09,488.99,464.69,444.27,429.4,401.15,380.05,366.01,345.56,319.73,295.81,290.46,284.72,262.62,260.25,245.43,225.22,210.5,200.11,185.58,173.13,162.57,152.88,151.8,149.76,139.19,130.81,130.04,126.1,119.61,122.44,118.77,115.17,116.56,114.14,108.9,104.72,110.15,108.88,102.14
327,M,False,1119.7,1117.7,1120.5,1124.7,1115.9,1109.9,1101.9,1097.5,1101.4,1087.4,1087.8,1102.3,1105.5,1101.0,1091.7,1095.4,1095.2,1086.8,1086.8,1081.9,1074.2,1078.0,1075.2,1075.2,1083.4,1085.8,1085.2,1084.8,1074.0,1078.6,1075.8,1079.9,1077.3,1077.5,1064.5,1063.2,1053.7,1048.7,1044.2,1033.0,1040.3,1036.0,1020.0,1021.1,1013.8,1017.6,1018.4,1013.7,1012.3,1016.5,1015.3,1010.8,1015.2,1002.6,1012.3,1014.0,1011.0,1011.6,1012.2,1013.5,1008.8,1011.2,1011.3,1006.6,1019.2,1023.5,1016.6,1017.5,1024.0,1028.6,1024.4,1028.1,1034.8,1037.7,1025.9,1026.4,1015.7,1020.5,1020.7,1017.7
328,M,False,670.13,691.17,690.05,709.19,720.82,726.69,727.63,732.66,736.35,730.25,743.33,740.04,738.93,740.49,759.75,770.0,768.16,767.49,778.14,802.93,809.96,807.07,818.9,818.24,819.97,814.1,836.98,850.74,854.66,867.15,873.2,877.86,881.13,878.93,876.69,875.82,888.65,891.28,900.06,930.57,936.33,926.46,937.25,941.36,958.09,967.07,983.84,988.06,1000.5,990.54,989.3,990.48,1009.7,1022.7,1027.9,1033.2,1057.9,1062.6,1056.9,1078.1,1078.8,1087.3,1085.0,1085.6,1103.1,1111.8,1107.1,1111.8,1114.5,1134.5,1133.0,1135.8,1147.3,1148.4,1142.0,1151.1,1152.0,1152.8,1167.9,1191.1
329,M,True,176.47,171.47,181.08,177.57,177.85,179.27,176.01,183.07,191.1,200.46,205.65,212.12,234.16,234.73,240.82,231.0,237.43,244.66,260.11,273.33,271.72,273.22,272.84,266.06,265.68,271.53,269.84,262.02,269.79,265.84,263.55,272.25,272.83,279.44,280.31,286.33,277.83,283.83,280.49,281.26,287.93,292.07,289.77,290.91,294.7,298.61,305.46,303.23,305.59,311.56,316.21,312.6,321.69,319.08,319.44,330.91,333.61,344.18,343.27,361.16,357.67,366.31,368.37,364.5,370.8,374.23,393.03,392.63,381.19,396.33,402.36,397.7,419.66,428.06,436.26,440.77,450.97,458.68,472.8,476.8
330,M,False,292.07,289.77,290.91,294.7,298.61,305.46,303.23,305.59,311.56,316.21,312.6,321.69,319.08,319.44,330.91,333.61,344.18,343.27,361.16,357.67,366.31,368.37,364.5,370.8,374.23,393.03,392.63,381.19,396.33,402.36,397.7,419.66,428.06,436.26,440.77,450.97,458.68,472.8,476.8,474.43,487.61,494.05,490.18,501.3,502.86,510.96,519.04,509.46,513.37,517.89,515.73,520.76,522.22,509.46,506.06,512.1,499.49,504.14,497.56,494.11,500.4,505.58,518.82,530.78,527.74,532.96,542.75,548.96,550.63,554.27,553.14,558.46,558.33,565.98,562.5,563.1,563.13,563.43,556.59,556.86
331,M,False,708.45,704.97,701.63,704.67,702.05,701.64,701.88,694.04,682.29,682.8,684.37,680.26,683.26,684.42,682.23,679.84,672.24,669.87,676.09,663.89,660.28,657.35,646.59,647.85,640.75,639.15,629.21,622.98,614.49,614.82,609.44,607.12,605.15,608.9,597.36,594.75,588.04,584.81,587.56,584.55,583.76,570.83,572.61,569.32,565.78,564.22,564.95,554.7,551.58,543.87,540.78,540.55,533.86,528.96,518.38,516.64,512.48,513.27,512.85,504.43,502.65,499.76,490.75,485.5,477.41,469.48,465.68,457.56,459.85,451.36,442.12,440.83,433.31,431.05,427.67,427.16,413.02,424.11,420.68,417.48
332,M,False,2335.1,2344.0,2363.2,2387.0,2415.6,2435.2,2448.0,2491.1,2484.3,2487.5,2492.3,2518.8,2517.4,2522.2,2544.3,2536.9,2526.6,2528.4,2537.0,2543.9,2565.2,2579.0,2594.9,2598.4,2606.5,2612.3,2603.8,2613.5,2613.5,2601.3,2606.8,2618.1,2605.4,2614.7,2615.2,2632.5,2631.2,2619.2,2616.8,2634.8,2635.0,2647.1,2653.2,2650.5,2669.4,2653.0,2652.3,2659.9,2670.9,2686.1,2680.9,2696.0,2698.6,2689.1,2700.7,2707.4,2718.5,2700.4,2697.6,2689.7,2699.1,2701.7,2703.7,2686.5,2684.9,2705.7,2712.8,2703.8,2691.3,2717.5,2709.0,2715.7,2708.9,2717.8,2709.4,2715.2,2724.3,2727.5,2728.1,2728.6
333,M,False,2526.6,2528.4,2537.0,2543.9,2565.2,2579.0,2594.9,2598.4,2606.5,2612.3,2603.8,2613.5,2613.5,2601.3,2606.8,2618.1,2605.4,2614.7,2615.2,2632.5,2631.2,2619.2,2616.8,2634.8,2635.0,2647.1,2653.2,2650.5,2669.4,2653.0,2652.3,2659.9,2670.9,2686.1,2680.9,2696.0,2698.6,2689.1,2700.7,2707.4,2718.5,2700.4,2697.6,2689.7,2699.1,2701.7,2703.7,2686.5,2684.9,2705.7,2712.8,2703.8,2691.3,2717.5,2709.0,2715.7,2708.9,2717.8,2709.4,2715.2,2724.3,2727.5,2728.1,2728.6,2733.9,2737.2,2729.8,2721.3,2729.5,2725.7,2736.2,2733.7,2748.3,2755.3,2734.5,2725.5,2732.1,2736.3,2728.5,2753.0
334,M,True,2772.4,2793.7,2816.3,2828.0,2865.4,2878.3,2888.6,2879.7,2925.8,2939.3,2950.1,2978.0,3022.6,3040.1,3067.4,3083.7,3112.2,3136.6,3191.9,3240.0,3254.7,3290.8,3303.1,3345.2,3379.5,3425.6,3455.2,3477.5,3487.2,3525.3,3558.9,3568.8,3592.7,3622.6,3664.4,3671.6,3682.5,3718.6,3757.6,3730.9,3758.9,3760.1,3742.4,3733.4,3750.4,3775.3,3764.2,3751.6,3763.3,3747.8,3758.2,3740.1,3720.3,3703.4,3699.6,3696.8,3685.1,3693.6,3711.8,3706.8,3663.7,3673.5,3674.1,3657.3,3643.5,3655.3,3650.2,3660.3,3664.0,3634.9,3654.2,3631.2,3656.4,3658.9,3647.1,3639.5,3647.0,3645.2,3636.8,3629.2
335,M,True,4291.0,4314.3,4330.7,4332.6,4329.2,4346.2,4362.7,4356.4,4355.7,4353.9,4366.5,4368.6,4384.0,4391.8,4398.7,4431.5,4438.8,4438.1,4440.6,4459.6,4476.4,4487.3,4476.5,4506.3,4522.5,4533.3,4542.5,4549.9,4565.9,4583.7,4576.8,4586.7,4601.3,4612.0,4619.1,4645.7,4651.9,4648.2,4637.6,4665.0,4666.2,4657.7,4666.5,4679.7,4685.2,4683.0,4718.3,4730.5,4725.7,4725.6,4735.4,4754.7,4771.1,4776.6,4775.8,4773.5,4786.1,4791.2,4789.7,4792.4,4791.0,4808.6,4803.9,4823.4,4836.2,4848.3,4863.7,4887.1,4880.0,4893.4,4901.3,4892.9,4913.9,4924.8,4939.0,4942.5,4951.7,4952.8,4953.3,4976.3
336,M,False,4645.7,4651.9,4648.2,4637.6,4665.0,4666.2,4657.7,4666.5,4679.7,4685.2,4683.0,4718.3,4730.5,4725.7,4725.6,4735.4,4754.7,4771.1,4776.6,4775.8,4773.5,4786.1,4791.2,4789.7,4792.4,4791.0,4808.6,4803.9,4823.4,4836.2,4848.3,4863.7,4887.1,4880.0,4893.4,4901.3,4892.9,4913.9,4924.8,4939.0,4942.5,4951.7,4952.8,4953.3,4976.3,4982.6,4985.2,4994.3,5006.5,5013.1,5032.8,5033.3,5030.1,5048.2,5056.7,5073.1,5060.7,5054.1,5063.7,5032.1,5047.7,5049.7,5051.6,5040.4,5038.6,5046.4,5051.9,5072.4,5081.3,5095.8,5103.3,5105.6,5110.6,5120.6,5138.2,5131.7,5120.5,5133.3,5137.7,5149.8
337,M,False,4735.4,4754.7,4771.1,4776.6,4775.8,4773.5,4786.1,4791.2,4789.7,4792.4,4791.0,4808.6,4803.9,4823.4,4836.2,4848.3,4863.7,4887.1,4880.0,4893.4,4901.3,4892.9,4913.9,4924.8,4939.0,4942.5,4951.7,4952.8,4953.3,4976.3,4982.6,4985.2,4994.3,5006.5,5013.1,5032.8,5033.3,5030.1,5048.2,5056.7,5073.1,5060.7,5054.1,5063.7,5032.1,5047.7,5049.7,5051.6,5040.4,5038.6,5046.4,5051.9,5072.4,5081.3,5095.8,5103.3,5105.6,5110.6,5120.6,5138.2,5131.7,5120.5,5133.3,5137.7,5149.8,5162.2,5158.8,5182.7,5169.2,5178.4,5186.5,5205.9,5206.2,5201.8,5212.0,5217.3,5225.7,5249.4,5254.1,5271.0
338,M,False,4775.8,4773.5,4786.1,4791.2,4789.7,4792.4,4791.0,4808.6,4803.9,4823.4,4836.2,4848.3,4863.7,4887.1,4880.0,4893.4,4901.3,4892.9,4913.9,4924.8,4939.0,4942.5,4951.7,4952.8,4953.3,4976.3,4982.6,4985.2,4994.3,5006.5,5013.1,5032.8,5033.3,5030.1,5048.2,5056.7,5073.1,5060.7,5054.1,5063.7,5032.1,5047.7,5049.7,5051.6,5040.4,5038.6,5046.4,5051.9,5072.4,5081.3,5095.8,5103.3,5105.6,5110.6,5120.6,5138.2,5131.7,5120.5,5133.3,5137.7,5149.8,5162.2,5158.8,5182.7,5169.2,5178.4,5186.5,5205.9,5206.2,5201.8,5212.0,5217.3,5225.7,5249.4,5254.1,5271.0,5282.4,5284.7,5279.5,5278.7
339,M,False,4893.4,4901.3,4892.9,4913.9,4924.8,4939.0,4942.5,4951.7,4952.8,4953.3,4976.3,4982.6,4985.2,4994.3,5006.5,5013.1,5032.8,5033.3,5030.1,5048.2,5056.7,5073.1,5060.7,5054.1,5063.7,5032.1,5047.7,5049.7,5051.6,5040.4,5038.6,5046.4,5051.9,5072.4,5081.3,5095.8,5103.3,5105.6,5110.6,5120.6,5138.2,5131.7,5120.5,5133.3,5137.7,5149.8,5162.2,5158.8,5182.7,5169.2,5178.4,5186.5,5205.9,5206.2,5201.8,5212.0,5217.3,5225.7,5249.4,5254.1,5271.0,5282.4,5284.7,5279.5,5278.7,5276.7,5276.6,5280.1,5291.4,5307.3,5300.8,5315.2,5331.2,5330.0,5326.3,5318.9,5304.9,5330.7,5335.6,5328.9
340,M,True,6937.3,6918.4,6939.0,6955.2,6950.4,6915.6,6901.8,6902.6,6902.7,6908.0,6909.0,6903.0,6887.1,6883.3,6915.2,6900.0,6863.7,6869.5,6855.0,6842.0,6842.4,6842.3,6845.9,6863.0,6874.7,6855.7,6843.3,6851.0,6848.2,6843.5,6839.0,6823.6,6810.8,6808.2,6833.4,6837.2,6823.0,6802.2,6818.7,6800.4,6793.5,6787.0,6775.5,6772.6,6789.2,6801.7,6794.2,6768.0,6758.4,6765.0,6773.3,6758.6,6760.9,6773.3,6753.9,6758.1,6742.8,6748.4,6746.3,6752.1,6728.1,6721.8,6707.1,6690.4,6681.2,6672.8,6667.8,6640.0,6623.3,6614.1,6595.2,6552.6,6547.9,6534.7,6547.8,6552.7,6527.6,6507.2,6504.5,6496.0
341,M,False,6810.8,6808.2,6833.4,6837.2,6823.0,6802.2,6818.7,6800.4,6793.5,6787.0,6775.5,6772.6,6789.2,6801.7,6794.2,6768.0,6758.4,6765.0,6773.3,6758.6,6760.9,6773.3,6753.9,6758.1,6742.8,6748.4,6746.3,6752.1,6728.1,6721.8,6707.1,6690.4,6681.2,6672.8,6667.8,6640.0,6623.3,6614.1,6595.2,6552.6,6547.9,6534.7,6547.8,6552.7,6527.6,6507.2,6504.5,6496.0,6504.5,6504.5,6470.4,6461.8,6458.3,6442.9,6436.7,6448.2,6440.6,6459.4,6440.9,6457.5,6480.6,6490.7,6492.6,6490.8,6494.2,6481.7,6486.6,6498.3,6506.3,6525.8,6545.1,6541.1,6537.6,6531.5,6510.3,6508.4,6499.2,6451.9,6444.2,6443.1
342,M,False,6595.2,6552.6,6547.9,6534.7,6547.8,6552.7,6527.6,6507.2,6504.5,6496.0,6504.5,6504.5,6470.4,6461.8,6458.3,6442.9,6436.7,6448.2,6440.6,6459.4,6440.9,6457.5,6480.6,6490.7,6492.6,6490.8,6494.2,6481.7,6486.6,6498.3,6506.3,6525.8,6545.1,6541.1,6537.6,6531.5,6510.3,6508.4,6499.2,6451.9,6444.2,6443.1,6443.1,6462.6,6449.2,6450.9,6426.8,6416.1,6405.6,6418.4,6418.5,6407.7,6412.3,6402.8,6390.3,6384.3,6398.6,6346.8,6330.6,6344.3,6347.7,6350.5,6345.8,6329.3,6309.4,6298.3,6305.6,6303.3,6300.7,6286.3,6266.8,6247.1,6243.1,6221.5,6221.0,6199.8,6174.4,6161.0,6173.9,6150.5
