,FLARE_TYPE,COINCIDENCE,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50,TOTUSJH_51,TOTUSJH_52,TOTUSJH_53,TOTUSJH_54,TOTUSJH_55,TOTUSJH_56,TOTUSJH_57,TOTUSJH_58,TOTUSJH_59,TOTUSJH_60,TOTUSJH_61,TOTUSJH_62,TOTUSJH_63,TOTUSJH_64,TOTUSJH_65,TOTUSJH_66,TOTUSJH_67,TOTUSJH_68,TOTUSJH_69,TOTUSJH_70,TOTUSJH_71,TOTUSJH_72,TOTUSJH_73,TOTUSJH_74,TOTUSJH_75,TOTUSJH_76,TOTUSJH_77,TOTUSJH_78,TOTUSJH_79,TOTUSJH_80,TOTUSJH_81,TOTUSJH_82,TOTUSJH_83,TOTUSJH_84,TOTUSJH_85,TOTUSJH_86,TOTUSJH_87,TOTUSJH_88,TOTUSJH_89,TOTUSJH_90,TOTUSJH_91,TOTUSJH_92,TOTUSJH_93,TOTUSJH_94,TOTUSJH_95,TOTUSJH_96,TOTUSJH_97,TOTUSJH_98,TOTUSJH_99,TOTUSJH_100
1545,N,False,44.974,46.008,43.88,46.078,44.932,46.711,47.103,46.364,46.54,45.534,48.559,47.721,46.065,46.952,47.601,46.162,44.45,43.829,45.524,44.424,42.37,36.655,38.875,38.297,39.684,41.192,40.377,39.041,38.616,34.794,36.523,36.743,34.282,32.628,34.792,33.076,34.283,32.348,32.413,32.497,33.859,30.299,33.031,34.391,36.396,32.915,33.006,33.965,36.46,34.135,38.704,39.001,38.258,40.175,39.992,44.159,43.216,44.237,45.9,42.091,44.58,45.669,46.112,45.117,41.203,42.829,42.694,39.643,41.15,40.653,41.882,42.262,41.28,40.986,42.18,42.303,43.875,41.389,44.441,49.209
1546,N,False,66.764,71.704,70.544,76.958,77.535,82.877,80.523,81.583,81.223,85.042,91.843,92.925,98.663,91.117,96.032,97.959,89.704,88.746,92.086,85.542,87.528,81.591,80.382,79.051,75.641,79.954,72.061,73.412,78.67,81.233,81.612,82.08,78.967,77.244,78.551,83.761,83.098,79.275,80.966,79.977,83.523,83.945,84.595,89.265,91.521,91.032,90.975,87.388,84.605,87.383,81.522,79.983,76.613,72.492,72.013,72.847,69.237,67.838,63.109,60.809,61.005,60.824,58.025,55.726,56.456,53.577,59.668,61.509,64.135,57.551,60.38,56.261,55.839,58.359,58.051,59.915,59.098,55.366,54.723,53.678
1547,N,False,99.137,103.45,100.79,93.684,94.879,84.078,85.855,74.492,69.501,66.614,72.745,76.015,70.4,71.803,68.582,69.503,68.089,67.062,67.434,62.69,64.734,62.671,64.535,65.989,66.428,68.942,68.231,69.41,69.451,76.814,75.265,79.788,79.108,84.946,84.57,90.13,87.634,87.925,89.344,92.083,85.66,85.733,87.115,80.993,82.48,79.743,77.644,79.235,76.743,83.039,80.682,81.315,82.512,87.42,87.302,91.364,90.914,92.982,101.79,106.65,107.1,102.03,103.77,99.34,93.137,85.548,86.272,87.668,88.482,85.052,85.075,88.679,82.363,88.301,85.681,90.999,87.543,82.967,87.282,85.096
1548,N,False,78.753,82.493,80.245,82.64,80.827,82.671,79.613,80.39,79.156,81.532,77.033,84.959,82.92,82.732,80.082,78.145,77.55,77.134,71.37,72.192,69.488,68.449,66.127,66.255,68.357,70.077,69.468,69.392,70.197,71.75,73.704,74.654,79.365,78.948,78.091,80.056,74.369,72.596,73.925,73.262,72.3,69.118,73.014,78.183,74.86,73.883,74.388,74.149,72.84,75.997,72.286,70.728,73.867,69.601,73.415,72.114,71.349,65.905,67.482,69.04,69.315,75.543,73.803,76.02,79.409,77.814,73.405,74.919,72.79,72.869,72.36,73.767,68.882,70.276,71.651,73.031,73.21,71.247,71.278,70.29
1549,N,False,52.746,54.331,54.168,51.973,54.524,54.26,49.98,49.212,53.038,46.458,46.339,43.753,39.369,39.38,37.257,37.62,38.622,37.58,43.457,43.905,44.079,40.663,37.68,36.804,33.999,32.807,33.778,33.344,30.089,27.501,27.211,23.321,23.73,23.208,23.193,25.116,23.967,26.692,25.254,22.948,23.701,24.069,23.294,23.564,24.946,24.786,25.435,23.481,25.969,27.017,26.584,25.135,25.814,28.83,27.893,25.492,27.635,26.584,23.848,24.144,23.834,24.517,24.728,23.347,23.443,25.296,23.714,24.252,25.627,25.23,23.758,24.14,25.042,22.247,22.016,22.099,23.471,24.184,22.435,20.818
1550,N,False,59.527,54.59,56.666,53.394,52.352,52.057,52.945,53.072,52.966,49.789,52.275,49.934,50.445,47.026,46.398,46.912,46.945,50.365,54.64,53.53,58.496,57.185,60.622,55.657,60.586,59.66,57.036,64.693,66.26,65.909,66.806,65.216,61.301,61.013,56.71,58.752,57.74,59.218,59.697,55.073,53.44,54.82,53.039,54.483,57.62,62.016,60.07,61.828,63.361,70.075,73.792,76.437,73.317,68.998,66.26,64.827,64.053,56.942,56.915,54.164,53.624,54.025,56.321,51.511,54.063,53.841,54.729,54.601,50.628,50.671,52.632,52.283,55.947,50.629,54.451,55.819,52.916,52.557,57.441,54.921
1551,N,False,161.07,163.24,165.99,166.53,163.4,166.79,168.92,167.69,163.21,163.7,158.63,162.84,165.3,167.07,159.39,160.66,160.9,165.4,166.92,167.89,168.56,171.62,176.91,176.71,178.7,180.5,182.02,181.82,178.43,183.35,186.74,189.58,174.68,181.38,177.89,164.96,173.51,170.2,164.36,154.96,152.13,150.86,150.9,149.55,149.08,147.42,149.8,149.28,147.53,149.72,149.66,153.97,161.18,159.1,160.82,163.03,159.55,150.59,145.69,140.48,143.91,144.51,137.03,133.73,146.49,134.6,133.43,131.01,136.32,138.26,138.01,134.57,138.17,141.09,140.06,140.0,135.93,126.94,138.07,136.92
1552,N,False,128.71,129.56,137.51,139.23,145.47,141.48,145.89,148.04,145.12,144.02,149.57,155.74,159.7,162.07,162.28,169.0,173.32,178.1,178.77,180.52,187.22,192.1,206.23,209.26,217.75,212.98,211.71,212.7,217.76,216.95,231.29,225.74,217.83,224.64,228.16,224.23,225.1,232.31,228.71,222.13,215.91,217.49,216.31,209.54,209.63,212.58,221.03,211.26,206.75,205.22,206.93,202.13,195.76,201.69,200.33,196.01,191.03,187.03,185.24,180.98,184.83,193.83,185.52,177.76,178.0,171.02,173.33,170.46,164.65,168.77,167.58,168.7,172.29,173.22,167.93,165.5,171.45,174.34,174.72,172.24
1553,N,False,97.825,98.268,96.257,95.605,89.439,93.138,91.179,92.288,92.455,89.859,90.291,92.132,93.164,96.038,95.097,96.833,97.42,93.804,90.303,93.35,99.947,92.369,88.579,93.653,88.631,84.718,81.478,76.981,68.036,69.747,69.092,64.7,64.896,58.816,64.783,66.182,65.08,59.424,58.913,57.222,55.632,56.921,60.83,57.09,54.712,51.352,54.74,54.635,56.729,59.502,57.372,53.458,54.863,58.564,52.507,53.012,53.351,49.434,51.766,48.653,51.749,54.253,51.857,52.348,54.987,54.073,53.766,51.627,50.558,54.408,55.768,52.836,55.154,51.296,54.098,51.082,56.038,55.609,50.896,49.513
1554,N,False,86.119,83.754,83.972,86.685,89.178,86.902,83.505,79.463,82.86,84.104,82.228,76.905,74.64,78.218,76.37,72.756,76.886,77.169,77.415,72.271,75.937,74.321,77.523,70.387,69.205,74.675,72.346,76.001,74.192,70.491,77.206,77.729,82.917,86.11,78.433,80.113,73.198,74.124,71.557,72.633,68.37,69.107,64.938,61.982,61.113,59.156,65.403,58.711,62.915,58.711,57.365,60.261,56.659,58.278,60.748,59.493,58.47,57.48,60.753,60.18,59.325,62.172,56.284,58.585,60.242,61.5,62.316,63.715,57.825,63.153,63.578,63.772,67.188,65.29,68.928,63.583,65.178,69.788,66.515,68.186
1555,N,False,46.616,46.998,46.3,50.439,47.3,50.411,45.885,45.375,47.079,41.704,41.12,40.609,40.113,38.515,38.405,37.151,36.606,37.144,36.587,37.278,38.071,36.834,40.704,36.782,34.339,39.242,43.581,41.559,40.32,43.417,44.033,43.925,42.964,39.947,39.64,39.097,36.538,36.819,37.634,35.099,38.272,32.366,32.096,35.776,37.157,36.312,34.03,32.042,30.159,29.932,30.49,30.307,28.009,27.901,29.337,26.727,29.607,30.43,30.359,30.064,30.911,29.312,28.106,27.444,27.648,28.901,28.238,27.108,27.259,29.744,30.776,31.841,31.488,29.062,27.104,24.241,27.835,28.933,31.579,31.149
1556,N,False,193.71,183.75,181.96,177.69,169.31,178.94,177.16,180.68,180.61,169.87,164.25,160.12,165.14,162.36,159.43,154.28,158.26,160.02,159.25,160.46,153.64,160.22,153.46,153.18,151.2,147.72,154.8,146.93,149.2,144.41,148.9,148.6,152.7,149.39,148.96,148.6,155.06,153.24,152.82,153.21,151.04,147.85,148.55,147.92,151.44,152.9,147.93,147.46,140.49,145.5,149.12,144.22,146.7,138.39,140.86,139.94,133.86,133.01,133.91,130.03,127.4,128.36,131.6,133.59,128.91,130.28,129.03,123.44,128.19,128.8,133.34,130.54,132.45,131.86,134.95,133.38,133.2,132.71,133.68,130.54
1557,N,False,71.03,73.383,78.124,80.066,81.401,86.183,84.8,84.129,86.003,84.64,81.329,81.531,80.513,78.254,77.747,75.094,67.583,67.99,64.763,67.741,70.465,67.972,65.212,68.806,66.825,63.706,64.06,60.933,63.652,64.95,67.15,64.64,65.596,67.123,69.19,66.06,65.072,63.211,60.849,59.795,60.565,59.798,61.741,60.74,58.309,62.516,64.672,61.524,60.886,59.86,58.587,60.763,61.344,63.56,59.941,66.792,64.954,67.14,63.704,66.51,69.344,63.74,63.418,64.643,66.614,65.65,62.642,58.484,60.251,64.273,62.38,64.56,61.402,63.057,63.008,63.178,62.295,66.155,62.785,60.532
1558,N,False,64.373,62.951,61.451,60.662,62.562,64.504,65.538,66.332,64.201,60.767,60.401,61.013,62.07,61.47,59.872,59.394,57.421,57.499,58.729,60.719,58.492,57.628,58.008,54.701,56.639,58.317,57.885,56.25,53.099,56.11,53.057,49.41,52.322,49.724,48.113,47.98,48.679,47.319,45.911,46.919,43.846,42.055,41.158,42.045,42.247,42.038,40.2,41.809,42.352,43.591,43.311,43.589,42.159,42.967,41.491,41.708,43.217,42.543,44.376,42.82,42.028,41.142,44.336,46.712,46.876,48.04,44.409,46.461,44.831,44.238,46.508,50.291,46.987,43.634,42.021,38.636,38.719,39.555,38.277,39.155
1559,N,False,204.97,203.66,202.73,192.9,196.5,191.0,183.66,187.74,183.27,175.24,169.42,167.91,158.89,165.8,164.4,168.24,169.1,166.13,168.27,177.15,178.21,175.1,182.01,178.08,177.27,183.16,179.01,177.45,179.73,179.41,179.57,176.53,180.96,189.71,175.23,179.72,172.9,173.42,167.18,163.16,169.65,163.9,161.48,157.85,145.17,151.02,158.7,165.71,166.56,166.97,172.26,172.95,175.52,185.04,185.5,196.21,190.94,196.53,189.45,186.97,190.57,192.13,191.38,185.85,182.82,180.08,171.25,169.51,172.53,172.52,176.38,172.26,170.43,168.74,173.2,177.86,179.26,178.92,176.32,176.06
1560,N,False,200.8,203.3,209.35,200.44,202.81,192.71,184.14,183.04,188.88,190.21,183.84,189.92,191.76,200.41,199.7,199.74,206.86,196.09,181.99,177.54,167.41,163.9,158.16,146.22,141.76,144.59,143.83,137.68,136.14,139.23,140.88,147.81,146.7,137.76,136.23,128.9,126.7,117.89,122.48,121.08,123.07,117.37,117.14,118.15,110.38,107.98,102.61,107.87,109.74,106.53,107.24,108.97,106.58,101.87,99.672,104.79,104.4,102.67,109.78,109.27,114.42,109.38,110.6,120.58,143.95,119.45,111.42,111.0,111.27,118.93,120.36,118.67,113.79,110.31,118.36,117.53,117.31,143.1,102.42,143.39
1561,N,False,183.54,181.6,180.59,180.68,176.67,174.47,174.99,172.52,170.49,166.47,172.72,179.79,165.94,169.91,167.86,164.88,169.51,165.21,161.52,162.51,165.59,167.16,165.5,170.55,167.19,159.78,159.21,161.37,159.06,144.63,145.31,150.31,146.95,144.62,143.37,137.83,134.99,140.64,130.11,132.44,133.92,136.53,137.91,141.17,146.28,144.25,141.23,140.09,134.75,138.5,131.53,131.52,127.55,125.0,130.98,135.13,127.29,128.87,123.77,121.4,122.15,125.07,122.15,117.75,115.44,118.92,114.86,117.2,111.87,120.99,113.06,108.38,108.97,100.4,106.14,105.25,107.87,103.8,110.63,108.6
1562,N,False,90.487,92.826,91.655,91.909,100.77,94.76,92.691,93.711,94.357,99.713,97.675,101.54,105.21,108.59,105.66,119.82,112.5,110.71,114.87,119.43,110.32,118.44,125.24,118.45,130.85,124.84,124.54,127.73,127.25,122.68,125.84,119.76,122.1,119.08,116.29,114.09,118.34,116.49,110.54,102.55,104.14,111.43,115.11,122.28,119.32,118.75,122.35,120.16,124.29,122.89,120.02,121.02,107.26,105.62,112.68,111.43,104.8,96.133,95.218,95.209,91.093,95.352,92.622,91.266,88.998,91.18,87.558,88.887,90.504,89.038,89.735,91.819,96.626,96.311,98.623,96.288,94.931,94.602,89.33,86.088
1563,N,False,1483.1,1481.9,1492.9,1446.1,1453.2,1449.0,1455.7,1457.6,1419.7,1412.2,1419.5,1476.2,1495.6,1518.6,1553.0,1605.7,1628.2,1627.3,1606.6,1577.0,1584.4,1554.9,1558.9,1537.3,1572.2,1539.2,1550.0,1522.4,1490.3,1490.3,1504.7,1516.3,1521.2,1540.0,1535.3,1537.5,1555.2,1553.3,1561.8,1569.4,1587.5,1602.9,1599.1,1584.5,1592.6,1602.2,1616.0,1574.6,1601.2,1598.3,1604.0,1605.0,1575.4,1571.0,1580.8,1594.6,1593.3,1577.2,1559.4,1572.0,1563.9,1561.7,1563.4,1540.9,1566.4,1596.8,1596.7,1599.7,1629.6,1618.3,1659.8,1686.9,1687.6,1678.6,1670.1,1731.6,1727.8,1705.8,1704.3,1671.8
1564,N,False,3063.3,2991.1,2990.4,2979.1,2953.8,2954.3,2937.3,2930.8,2967.8,2995.0,3039.7,3018.8,3038.1,3073.1,3044.4,3041.7,3050.8,3048.4,3080.0,3048.8,3082.5,3038.6,3044.8,3020.8,3018.3,3040.5,3020.7,2997.2,3014.2,3021.5,3039.2,3055.1,3074.5,3126.9,3151.6,3153.9,3199.1,3220.1,3253.4,3257.9,3257.2,3242.9,3287.6,3365.4,3368.2,3343.1,3342.6,3311.9,3286.3,3299.4,3348.2,3340.3,3364.6,3372.3,3358.9,3350.7,3345.7,3329.5,3323.4,3311.3,3322.2,3335.2,3315.5,3273.3,3271.5,3262.3,3224.9,3223.9,3211.8,3166.6,3178.4,3149.7,3135.0,3101.5,3102.8,3107.2,3070.7,3112.9,3081.7,3057.5
1565,N,False,132.69,125.29,126.52,128.1,130.24,129.81,134.4,135.25,132.46,135.55,140.66,138.34,140.22,134.36,130.62,132.22,135.19,128.82,131.32,126.39,125.73,124.76,122.13,118.34,120.33,118.96,118.82,119.48,123.03,116.68,118.79,116.54,111.45,108.78,109.0,106.57,107.87,106.1,105.79,100.86,99.742,97.814,99.456,95.801,90.843,92.006,91.177,88.748,90.417,88.788,85.276,91.629,93.19,95.505,103.11,105.23,109.35,113.19,121.75,124.44,130.62,141.57,150.66,159.45,162.45,176.29,169.99,180.5,172.88,168.8,164.06,177.68,173.78,173.62,167.86,173.63,157.67,155.96,168.87,180.31
1566,N,False,2629.1,2627.0,2624.9,2577.6,2548.2,2541.2,2531.4,2487.0,2486.7,2489.5,2475.1,2449.3,2471.3,2492.1,2502.1,2508.8,2507.6,2491.1,2521.6,2558.2,2553.9,2614.6,2548.4,2543.6,2546.2,2550.1,2558.6,2535.9,2549.1,2560.2,2570.9,2579.5,2585.3,2564.1,2573.7,2570.5,2573.1,2570.2,2547.9,2527.7,2521.6,2493.7,2475.5,2461.5,2467.6,2456.4,2452.0,2414.7,2421.3,2419.0,2397.1,2406.9,2389.5,2394.4,2406.4,2408.7,2396.1,2412.9,2420.7,2447.0,2420.5,2414.9,2435.2,2380.5,2381.9,2372.3,2340.2,2321.1,2303.7,2272.1,2254.2,2233.9,2189.2,2185.6,2172.0,2191.5,2179.4,2179.7,2199.6,2223.9
1567,N,False,142.47,146.19,143.13,136.97,139.97,141.89,140.66,143.29,141.29,139.43,143.4,146.55,143.03,142.06,141.06,139.64,139.75,141.97,135.31,134.41,133.19,132.58,127.92,125.43,126.69,127.39,131.66,126.97,115.78,111.75,109.96,111.0,107.85,110.46,112.29,116.35,118.32,112.6,116.75,119.74,116.85,121.74,127.55,125.73,127.93,131.97,136.02,141.59,139.07,139.69,140.19,133.27,128.03,123.13,123.03,123.61,117.49,114.89,117.87,116.36,112.51,111.29,109.17,114.49,117.46,115.84,114.9,111.93,110.67,111.59,111.81,108.56,113.21,114.86,111.61,110.56,110.0,109.01,102.82,102.15
1568,N,False,243.57,252.18,255.18,244.08,241.94,227.28,234.28,223.84,228.68,226.97,227.51,227.42,226.69,219.77,232.02,226.23,230.03,227.58,228.1,235.8,243.88,243.05,242.12,244.83,245.57,236.28,228.69,222.9,225.21,219.5,214.97,212.85,206.44,207.01,209.88,204.84,197.75,195.6,200.76,188.21,194.87,195.01,186.34,185.69,193.38,190.64,195.19,188.33,188.55,189.83,187.24,189.34,186.69,192.08,190.06,190.0,194.78,189.31,189.99,185.27,188.65,183.92,179.01,181.31,178.26,168.27,170.28,165.17,167.66,173.27,171.23,170.42,173.09,178.11,173.06,173.68,176.77,177.39,180.55,183.53
1569,N,False,106.09,108.38,102.63,112.51,109.53,112.44,110.66,110.05,106.9,108.75,104.4,108.86,106.41,104.85,103.89,105.02,107.11,105.17,112.81,114.21,110.14,106.33,103.43,106.05,104.01,105.6,106.49,107.71,107.95,109.13,106.76,118.75,105.7,109.14,102.46,108.62,108.95,110.19,113.57,117.39,120.36,152.82,107.56,107.91,121.72,117.81,116.67,114.96,115.74,113.24,112.46,109.88,106.93,104.9,101.21,97.915,104.99,108.73,104.86,106.54,103.13,110.32,109.3,109.6,108.28,110.04,114.99,111.78,106.28,102.84,99.684,100.47,99.012,92.932,94.629,92.741,91.878,90.568,90.794,92.677
1570,N,False,42.773,42.075,41.735,38.501,40.186,38.849,38.958,43.57,38.914,38.138,40.278,40.487,42.456,44.646,40.963,38.626,37.578,37.992,40.105,40.099,36.433,37.479,40.441,41.262,41.269,36.9,39.109,37.625,36.95,37.514,37.922,39.852,42.2,36.501,39.813,39.497,42.849,43.535,43.241,45.341,44.234,45.847,43.02,42.056,39.682,41.277,42.736,42.707,46.789,44.812,44.318,39.143,43.032,41.997,42.589,40.962,38.899,40.801,38.661,43.465,41.902,46.478,45.933,45.03,42.741,39.923,42.216,42.762,38.874,41.268,41.321,38.647,41.155,39.905,41.139,37.493,41.485,34.48,35.408,38.061
1571,N,False,29.894,30.405,28.726,27.008,28.734,28.892,26.033,27.355,26.69,26.942,30.182,28.049,28.248,25.008,26.454,28.377,26.518,27.582,28.811,26.374,26.382,27.999,24.483,23.253,21.409,23.304,24.612,22.532,22.285,22.0,21.629,21.621,21.276,20.952,20.207,23.31,22.65,23.229,24.22,24.436,26.279,29.617,25.043,24.953,23.056,25.069,22.463,22.645,23.607,23.505,23.107,24.039,22.614,22.074,21.105,19.281,21.654,22.055,22.137,22.492,21.667,22.204,23.027,23.095,22.511,23.47,21.791,22.589,22.537,23.507,21.208,21.08,21.094,20.902,19.635,18.527,17.068,18.751,18.349,15.41
1572,N,False,98.856,98.106,98.926,99.113,99.239,101.15,99.536,103.66,104.22,102.7,105.64,102.97,109.93,101.84,97.218,98.956,93.224,99.195,98.703,96.335,94.654,104.35,102.84,98.978,96.212,97.423,99.233,98.741,108.75,106.2,102.96,104.44,102.35,96.512,94.736,98.214,100.86,104.44,101.2,94.476,97.999,97.957,97.495,95.684,100.01,98.218,103.75,105.67,105.84,106.32,99.825,99.452,100.99,99.088,93.063,95.346,91.227,92.526,91.411,91.773,90.653,95.616,95.32,93.435,94.14,91.908,89.343,88.664,88.767,81.251,75.461,79.719,83.013,76.53,73.972,72.928,72.73,69.237,66.394,65.056
1573,N,False,133.41,131.37,131.03,139.73,134.62,127.94,127.07,131.21,129.38,138.2,136.93,136.63,135.76,133.38,127.0,123.93,123.55,125.37,121.69,124.31,118.12,123.83,123.9,123.35,130.28,129.71,129.19,120.24,124.52,125.75,129.39,128.37,132.45,126.02,128.6,120.81,124.13,122.52,122.85,121.72,122.7,124.74,123.79,125.25,127.27,129.52,126.71,120.33,120.93,119.25,121.23,120.36,115.98,119.93,113.7,114.93,116.94,115.95,116.77,118.73,117.7,112.88,113.39,112.97,111.95,114.3,109.47,110.47,115.75,112.44,112.66,110.56,117.12,109.18,111.19,106.76,107.1,111.28,121.46,119.04
1574,N,False,781.01,771.17,778.09,774.43,761.75,753.51,756.7,763.39,765.5,752.36,762.5,769.53,771.77,778.4,778.25,771.48,771.18,759.76,767.88,765.72,747.34,761.29,763.41,757.23,762.76,764.17,764.36,770.13,768.67,772.62,785.15,799.4,800.57,815.23,796.91,796.59,797.99,809.29,771.82,755.69,734.35,725.69,717.6,699.69,711.41,689.67,692.61,696.62,701.09,707.18,697.65,688.64,692.32,703.03,708.16,695.7,689.1,696.22,718.81,717.34,724.5,732.98,716.03,727.62,725.35,716.18,719.23,724.33,730.74,724.78,723.81,731.8,731.6,714.96,710.35,706.43,703.84,702.87,699.63,698.96
1575,N,False,77.018,75.732,72.939,76.677,68.757,70.706,70.831,66.443,66.358,67.527,67.094,61.344,60.578,57.986,58.669,57.813,52.523,54.158,55.986,56.864,54.936,51.906,51.495,48.161,46.974,46.615,46.069,42.906,43.369,44.045,40.727,39.208,34.853,35.82,38.781,37.898,33.23,36.284,31.465,29.372,32.022,30.106,29.973,28.879,27.682,32.776,34.18,33.839,36.238,33.999,40.241,36.206,37.755,35.332,35.474,31.611,31.107,30.597,28.64,28.517,26.218,24.515,23.681,23.861,24.525,22.111,23.993,23.878,24.686,24.755,25.877,24.268,25.703,25.552,25.167,26.074,23.677,28.067,26.138,27.684
1576,N,False,1621.1,1633.4,1658.8,1658.5,1634.1,1651.4,1638.9,1626.1,1620.4,1629.5,1626.5,1608.7,1614.1,1584.4,1599.0,1596.1,1596.9,1566.2,1594.3,1606.1,1587.8,1591.8,1562.9,1584.8,1599.7,1599.4,1604.1,1589.6,1567.0,1550.0,1558.0,1578.0,1572.7,1575.0,1565.2,1564.5,1570.8,1581.3,1586.2,1586.2,1575.9,1575.4,1556.0,1558.5,1576.1,1549.7,1552.0,1569.7,1568.4,1546.7,1529.4,1527.2,1526.3,1505.3,1517.9,1534.0,1546.4,1552.0,1573.2,1568.9,1563.3,1532.4,1537.9,1514.9,1491.4,1477.2,1482.3,1468.2,1453.5,1460.3,1454.6,1461.3,1457.4,1454.3,1434.2,1455.1,1446.4,1428.7,1454.6,1445.0
1577,N,False,24.214,23.61,21.592,23.743,23.245,26.179,26.955,27.29,25.026,23.878,22.082,24.41,23.333,22.59,23.138,22.189,24.506,24.875,22.457,21.979,26.24,25.318,27.253,26.134,21.328,21.357,25.039,22.054,23.45,25.269,19.797,21.546,21.43,19.641,19.061,20.832,18.334,18.503,18.911,19.421,15.823,16.814,17.463,16.597,18.237,17.649,15.531,15.653,16.887,16.475,16.711,14.968,14.865,13.002,14.386,13.248,12.593,11.864,10.172,12.194,10.507,10.619,11.974,10.056,11.495,9.8145,11.736,11.621,13.04,10.692,12.306,11.357,9.3437,9.6085,8.7743,9.3371,8.8066,7.1176,8.4448,7.7828
1578,N,False,51.413,51.279,57.102,51.661,50.954,48.732,47.303,47.176,52.424,45.198,46.231,41.426,47.024,49.85,46.645,48.318,41.549,41.328,41.585,40.866,41.696,45.44,45.878,39.506,37.023,40.232,40.35,42.794,41.747,37.747,37.051,33.519,34.857,32.936,31.302,31.145,29.986,27.847,31.056,30.331,32.867,30.683,33.326,37.242,34.317,35.746,36.292,31.508,35.303,35.906,34.843,31.62,32.249,30.573,33.043,28.519,32.607,29.448,29.305,25.598,29.287,30.689,26.954,26.725,29.831,27.76,28.637,32.988,30.125,33.141,31.729,35.74,34.005,28.768,34.267,32.879,37.636,36.149,34.659,32.869
1579,N,False,24.556,22.321,23.49,24.618,24.034,24.966,22.63,23.786,26.092,27.53,26.861,25.746,27.388,30.665,30.521,29.008,29.675,30.598,32.069,33.873,33.867,32.721,33.226,34.391,31.441,34.91,35.261,30.378,35.235,36.003,35.726,35.131,36.437,36.1,36.678,39.169,37.059,38.771,38.259,36.49,36.582,39.85,37.653,39.166,37.975,38.105,39.367,37.563,38.201,37.405,38.717,36.747,37.05,34.346,36.684,37.502,36.069,36.037,33.968,36.331,36.87,38.474,39.296,41.268,42.768,42.151,43.692,42.877,40.908,43.63,40.603,40.231,38.899,41.386,37.124,37.454,38.485,34.835,35.255,36.878
1580,N,False,474.68,467.99,476.49,477.07,477.9,480.26,480.99,470.02,470.5,469.96,468.6,461.54,460.32,450.75,460.99,450.68,443.78,440.62,446.26,433.83,444.94,440.31,433.44,430.23,434.6,422.69,425.35,419.52,421.0,431.4,420.11,431.37,425.68,415.66,422.87,435.43,424.29,424.58,412.88,406.71,412.74,407.32,402.53,408.49,412.11,417.01,407.07,396.26,391.11,395.99,411.75,408.1,411.38,407.16,405.79,401.98,411.42,409.74,396.29,395.43,390.75,381.02,383.94,380.91,381.86,376.4,372.69,387.24,382.92,378.27,389.31,386.31,380.18,366.42,375.23,376.49,388.46,374.37,377.78,375.53
1581,N,False,1371.9,1364.2,1374.6,1363.4,1337.1,1329.5,1300.0,1320.4,1303.4,1284.5,1255.8,1244.1,1243.2,1265.8,1244.7,1241.5,1244.0,1240.9,1217.9,1193.1,1201.3,1197.9,1208.3,1237.7,1218.1,1211.3,1244.3,1267.2,1296.7,1336.1,1354.6,1365.2,1413.4,1414.5,1437.9,1436.9,1419.5,1402.1,1367.2,1338.7,1332.2,1306.6,1290.6,1291.5,1267.7,1272.5,1262.0,1281.7,1262.4,1250.8,1242.8,1227.8,1238.8,1249.4,1252.3,1249.4,1249.8,1264.2,1278.9,1291.9,1305.1,1326.2,1335.6,1327.3,1349.7,1357.0,1352.4,1322.5,1311.7,1293.0,1259.8,1219.1,1194.8,1172.6,1149.1,1125.2,1116.1,1099.2,1089.9,1082.6
1582,N,False,1371.9,1364.2,1374.6,1363.4,1337.1,1329.5,1300.0,1320.4,1303.4,1284.5,1255.8,1244.1,1243.2,1265.8,1244.7,1241.5,1244.0,1240.9,1217.9,1193.1,1201.3,1197.9,1208.3,1237.7,1218.1,1211.3,1244.3,1267.2,1296.7,1336.1,1354.6,1365.2,1413.4,1414.5,1437.9,1436.9,1419.5,1402.1,1367.2,1338.7,1332.2,1306.6,1290.6,1291.5,1267.7,1272.5,1262.0,1281.7,1262.4,1250.8,1242.8,1227.8,1238.8,1249.4,1252.3,1249.4,1249.8,1264.2,1278.9,1291.9,1305.1,1326.2,1335.6,1327.3,1349.7,1357.0,1352.4,1322.5,1311.7,1293.0,1259.8,1219.1,1194.8,1172.6,1149.1,1125.2,1116.1,1099.2,1089.9,1082.6
