,FLARE_TYPE,COINCIDENCE,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100
364,M,True,102.55,103.24,102.0,102.23,102.48,102.27,101.9,102.93,102.53,102.83,102.62,102.15,102.16,103.0,103.16,103.32,103.78,103.19,103.61,103.39,103.02,102.07,102.86,102.84,102.24,103.11,102.58,102.54,102.15,101.66,101.96,102.0,102.33,101.75,101.28,102.34,101.2,102.11,102.08,102.55,102.77,103.68,103.67,103.91,104.25,103.75,104.57,105.18,105.16,105.06,105.38,105.3,105.02,104.8,104.02,103.63,103.63,103.14,102.94,102.5,102.48,101.94,101.74,101.42,102.32,102.21,101.73,101.49,100.83,101.06,100.56,100.86,100.45,100.57,100.66,100.64,101.22,101.6,101.86,102.7
365,M,False,102.53,102.83,102.62,102.15,102.16,103.0,103.16,103.32,103.78,103.19,103.61,103.39,103.02,102.07,102.86,102.84,102.24,103.11,102.58,102.54,102.15,101.66,101.96,102.0,102.33,101.75,101.28,102.34,101.2,102.11,102.08,102.55,102.77,103.68,103.67,103.91,104.25,103.75,104.57,105.18,105.16,105.06,105.38,105.3,105.02,104.8,104.02,103.63,103.63,103.14,102.94,102.5,102.48,101.94,101.74,101.42,102.32,102.21,101.73,101.49,100.83,101.06,100.56,100.86,100.45,100.57,100.66,100.64,101.22,101.6,101.86,102.7,103.37,103.43,103.85,103.72,103.62,103.91,104.25,104.9
366,M,False,104.45,104.14,105.44,105.82,106.63,106.68,106.72,107.2,107.58,107.6,106.63,106.58,105.86,105.94,105.9,105.29,104.86,103.45,103.76,103.68,103.67,103.87,103.49,104.73,105.13,105.33,104.99,105.39,105.74,106.55,106.71,107.79,107.56,107.44,107.01,106.96,106.76,106.85,106.62,107.3,107.48,107.34,107.62,107.53,107.31,107.24,107.51,107.02,107.48,107.12,107.25,106.98,106.95,107.04,106.53,106.73,105.14,105.46,106.02,106.06,106.21,104.61,106.27,105.77,106.37,106.4,105.89,104.98,104.81,104.57,103.94,102.98,102.38,102.36,102.0,102.33,102.16,102.55,103.38,103.59
367,M,False,109.39,109.8,109.29,108.87,109.0,108.89,108.76,108.43,108.81,108.96,109.09,108.96,108.83,109.06,109.11,109.44,109.05,109.49,109.52,110.19,110.33,111.04,111.64,112.13,112.32,112.58,113.0,113.51,113.61,114.4,114.6,114.71,114.3,113.23,113.13,113.28,112.6,112.19,111.41,111.01,110.72,110.15,110.13,109.39,109.34,108.94,108.95,108.65,108.65,109.07,109.27,109.52,109.56,109.4,109.35,109.98,110.75,110.6,111.02,111.1,110.81,112.04,112.02,112.06,112.5,112.78,112.97,112.57,112.29,112.63,112.77,113.08,113.34,113.39,113.07,113.45,113.28,113.23,113.1,112.45
368,M,True,114.5,114.87,115.63,115.48,116.16,116.07,116.17,115.77,115.41,115.43,116.07,115.73,115.36,114.97,114.52,114.38,114.31,114.31,113.38,113.09,113.05,112.44,111.71,112.13,111.79,111.81,112.28,111.75,111.81,111.95,111.59,111.73,111.12,111.28,111.73,111.94,111.79,111.8,111.44,111.38,111.53,111.8,111.23,111.03,111.52,111.36,111.37,111.61,111.43,111.42,111.84,111.84,111.66,111.56,111.49,111.82,112.37,112.35,112.66,113.07,113.31,113.56,113.48,113.68,114.16,114.62,115.15,115.4,115.57,115.7,115.65,115.42,115.68,115.56,115.49,115.2,114.73,114.6,114.31,114.13
369,M,True,112.36,113.35,112.68,112.72,111.87,111.18,110.4,108.8,108.15,107.65,107.21,106.59,105.47,103.62,102.76,103.56,103.59,103.31,102.77,103.69,104.13,104.84,104.12,104.99,105.64,105.88,106.75,108.11,107.66,108.34,107.59,108.18,107.38,106.62,107.22,107.96,108.67,108.56,108.29,108.23,107.15,107.44,106.56,106.66,106.82,107.84,107.4,106.63,107.12,105.97,106.8,105.31,105.5,104.55,104.25,104.47,104.43,104.04,104.22,104.11,103.81,104.2,104.4,105.25,106.4,107.19,108.81,108.99,109.51,110.14,110.54,111.4,111.43,112.23,112.42,112.91,112.02,112.82,113.1,112.57
370,M,False,114.31,113.38,113.09,113.05,112.44,111.71,112.13,111.79,111.81,112.28,111.75,111.81,111.95,111.59,111.73,111.12,111.28,111.73,111.94,111.79,111.8,111.44,111.38,111.53,111.8,111.23,111.03,111.52,111.36,111.37,111.61,111.43,111.42,111.84,111.84,111.66,111.56,111.49,111.82,112.37,112.35,112.66,113.07,113.31,113.56,113.48,113.68,114.16,114.62,115.15,115.4,115.57,115.7,115.65,115.42,115.68,115.56,115.49,115.2,114.73,114.6,114.31,114.13,113.08,113.27,112.7,112.58,112.05,111.5,111.68,111.49,112.05,112.08,112.29,112.38,112.61,112.86,113.14,112.82,113.08
371,M,False,109.12,109.34,107.73,107.94,107.36,106.98,106.3,105.73,105.61,105.14,104.19,104.62,104.74,104.18,104.59,105.18,105.04,105.0,104.65,104.26,104.06,105.22,105.59,105.67,106.63,106.6,107.78,108.35,109.72,110.35,110.53,110.66,110.58,110.0,109.62,108.56,107.85,107.49,107.52,107.15,106.16,105.66,104.79,103.82,103.15,102.55,101.63,100.89,100.79,100.59,100.46,100.29,99.8,99.747,99.827,100.04,100.93,101.46,101.84,101.82,101.97,102.32,102.58,102.51,102.78,102.6,102.53,102.82,102.97,102.9,103.12,103.33,103.36,103.51,103.28,103.23,103.08,102.51,102.82,101.9
372,M,True,110.84,110.96,111.0,111.33,111.52,111.39,111.31,111.6,112.3,112.7,112.42,112.68,113.09,113.57,113.21,113.11,113.51,113.6,113.89,113.6,113.24,113.59,113.32,112.93,112.31,112.09,111.76,110.91,110.16,109.38,109.04,108.57,107.96,107.82,107.87,108.42,108.49,108.72,109.14,109.57,109.35,109.38,109.59,109.89,110.14,110.1,110.18,110.59,110.78,110.4,110.24,109.93,109.87,109.76,109.58,109.02,108.79,109.35,109.08,109.16,109.1,109.09,109.03,109.25,108.71,109.11,109.29,109.06,109.22,109.46,109.09,108.42,107.48,108.09,107.67,107.17,107.06,106.17,106.26,106.14
373,M,True,107.9,107.76,107.26,107.93,107.74,107.01,106.76,106.9,107.1,106.28,105.93,105.77,106.38,106.23,106.19,106.68,106.17,106.45,106.36,106.63,107.25,107.13,108.0,107.83,107.79,108.07,107.47,106.64,106.59,105.59,104.93,104.69,104.44,103.51,102.99,102.5,102.19,101.69,101.09,100.74,100.82,100.32,100.2,100.28,100.35,100.95,101.39,101.66,101.67,101.83,102.21,102.47,102.48,102.38,102.5,102.5,102.48,101.77,101.78,101.06,100.96,100.91,99.772,100.02,99.582,99.228,99.119,99.446,98.863,98.694,98.303,98.32,97.735,97.841,98.656,98.425,98.672,98.561,98.602,98.367
374,M,False,87.629,87.671,87.958,89.149,89.49,90.492,91.195,91.997,92.955,93.024,92.891,93.618,93.718,93.542,94.263,93.933,93.194,93.116,91.951,91.926,90.235,89.966,89.214,88.415,87.958,88.235,88.005,87.989,87.371,87.339,86.808,86.764,86.919,87.018,87.091,87.488,88.281,88.426,89.345,89.709,89.518,90.375,90.392,91.061,91.077,91.214,91.347,91.913,91.327,91.819,91.927,92.032,91.733,91.75,91.596,91.292,91.21,91.382,91.547,91.692,91.7,91.898,91.854,91.787,91.66,91.877,92.402,92.445,91.856,91.845,91.969,92.331,92.009,92.143,91.955,91.46,91.311,91.544,91.847,92.999
375,M,False,97.596,96.842,96.407,95.717,95.424,95.392,95.33,94.993,94.711,94.342,94.348,94.656,94.582,94.765,95.382,95.646,96.325,96.979,97.517,98.429,98.794,98.022,98.147,98.607,98.573,98.485,98.592,98.202,98.423,98.305,98.592,98.765,99.038,98.364,98.316,97.913,97.427,97.974,98.039,97.713,97.287,97.761,97.972,97.537,97.643,98.305,97.82,98.28,98.035,98.187,97.808,97.978,98.231,98.116,97.852,97.483,97.343,96.319,95.547,95.432,93.795,93.11,92.835,92.463,91.958,91.787,91.332,91.359,91.272,91.126,91.413,91.687,91.716,91.618,92.6,92.506,92.848,94.705,93.336,93.683
376,M,False,101.05,101.08,101.76,102.48,102.74,102.31,102.72,102.4,102.2,101.82,101.49,100.83,101.02,100.66,99.69,98.451,97.664,97.2,97.016,96.761,96.488,96.947,97.321,97.935,98.14,98.83,100.01,100.89,101.86,103.01,104.02,104.73,105.92,106.1,106.32,106.21,106.93,107.31,107.67,107.24,106.78,106.85,104.98,104.05,104.35,103.88,102.99,103.19,102.05,102.0,101.89,102.22,102.47,102.18,101.65,101.92,101.95,102.13,102.15,102.13,101.98,101.97,102.19,102.29,101.46,101.36,101.35,101.77,101.33,100.62,100.55,100.65,100.76,100.89,100.28,100.52,100.8,101.74,102.09,103.37
377,M,False,101.43,101.91,102.52,103.2,103.63,103.35,103.07,102.62,102.27,101.71,100.27,99.759,98.819,98.15,97.758,97.831,97.822,98.002,97.51,97.293,97.315,96.985,97.648,97.073,96.992,97.174,97.111,97.794,97.834,97.658,97.674,96.937,97.062,97.071,96.514,96.73,97.334,97.085,97.532,96.958,96.503,96.128,96.011,95.723,95.369,95.714,95.222,94.72,95.767,95.629,95.745,95.236,95.519,96.512,97.404,97.666,98.663,99.508,101.44,101.7,102.79,102.67,102.42,102.26,101.69,100.71,99.462,99.273,98.736,97.882,97.109,97.407,96.526,96.255,96.182,96.07,95.741,95.991,95.584,95.28
378,M,False,104.0,103.97,104.01,102.73,101.72,101.68,100.27,99.889,99.116,99.15,98.973,98.47,98.785,98.512,99.253,99.639,99.88,99.835,99.538,99.9,99.986,99.844,101.11,100.87,101.15,100.82,100.92,100.88,100.84,100.42,99.64,100.0,99.562,99.771,100.3,99.541,99.332,99.81,99.454,99.245,99.652,100.46,101.46,101.86,102.75,102.97,102.08,102.53,104.46,104.94,105.73,105.36,105.81,105.92,105.22,104.43,103.78,103.17,101.61,100.64,99.239,98.766,97.76,98.122,98.441,97.831,98.254,99.18,99.075,99.4,100.28,100.79,100.82,101.63,101.72,102.1,103.09,103.79,103.91,105.04
379,M,False,106.98,106.28,105.33,104.6,103.06,102.24,101.53,101.15,100.7,100.69,100.69,100.96,100.96,101.07,100.68,101.18,102.4,102.87,103.65,104.17,104.37,104.33,104.31,104.34,104.35,104.2,104.47,104.84,104.78,104.84,104.72,104.48,104.55,104.23,103.6,104.29,103.75,103.31,102.93,102.55,102.18,100.88,101.19,101.5,101.13,100.49,100.14,101.03,101.49,101.78,103.29,103.69,103.97,104.28,104.32,104.76,105.78,106.34,105.52,104.47,103.56,102.5,101.84,101.58,101.6,101.72,101.17,100.85,100.63,100.54,100.08,99.445,99.248,100.04,99.881,100.79,100.98,101.04,100.91,101.44
380,M,False,73.797,67.567,76.359,77.88,76.128,71.486,61.719,74.191,83.544,79.863,78.436,84.091,84.303,76.903,87.574,81.495,77.106,77.587,74.257,85.446,87.163,86.87,91.118,83.082,84.936,83.587,84.113,90.584,89.563,82.737,74.205,85.636,75.394,87.184,77.935,73.531,77.308,72.808,80.455,76.652,77.376,75.776,77.769,77.046,80.849,81.243,79.684,80.47,74.903,77.805,77.314,76.383,72.597,71.995,78.054,71.412,73.11,78.498,76.227,77.7,77.071,81.41,77.066,77.895,80.062,77.859,80.97,79.84,79.15,80.729,80.8,79.726,81.028,79.834,79.761,82.447,82.564,82.551,80.462,81.033
381,M,False,75.982,80.164,79.887,79.437,79.903,79.974,79.742,79.092,78.301,77.722,78.007,78.14,78.942,79.293,79.762,79.535,80.891,80.938,81.196,82.296,83.08,83.334,84.281,85.108,84.67,85.663,85.393,85.871,85.3,85.213,85.033,84.813,83.74,83.148,82.216,82.952,82.443,82.911,81.893,82.011,82.087,82.196,82.294,82.328,82.638,83.077,82.899,82.985,82.733,83.297,83.518,83.907,83.408,83.474,83.87,83.947,84.596,84.805,84.508,84.877,85.286,85.461,85.872,86.416,87.112,87.745,87.928,89.184,89.883,90.264,90.436,90.982,90.307,90.108,90.26,90.441,89.91,89.438,88.537,88.126
382,M,False,118.36,117.22,117.79,118.6,120.29,120.4,120.74,122.5,124.07,124.47,124.4,124.06,124.32,123.85,122.28,121.9,121.14,119.91,118.44,118.55,117.24,116.77,116.15,115.29,115.19,115.35,115.53,116.2,117.08,117.25,116.38,116.02,115.1,115.64,115.74,115.81,116.03,115.46,115.12,115.06,115.69,115.31,115.11,115.12,114.99,115.51,114.96,114.96,116.54,116.27,116.26,116.92,116.76,116.83,117.78,119.38,119.18,120.53,121.55,122.47,124.16,123.83,124.27,124.55,124.62,123.21,122.45,120.26,119.11,118.46,117.58,116.78,116.41,116.89,117.36,118.11,119.16,118.76,118.96,119.76
383,M,False,75.48,77.65,77.1,76.025,78.124,79.897,77.479,81.376,83.272,82.843,79.824,80.272,79.207,80.908,81.436,81.243,82.371,83.377,84.057,83.339,80.619,81.44,80.581,81.675,81.419,80.045,76.512,78.444,79.776,77.817,78.145,76.686,77.2,78.251,78.028,79.833,80.918,81.27,81.611,82.353,81.699,82.143,78.79,84.095,81.18,80.734,82.126,81.224,82.073,80.579,79.99,80.997,83.553,82.532,76.927,77.941,77.539,77.226,75.817,78.192,78.211,79.817,77.572,78.809,77.695,79.612,80.924,79.126,79.296,78.822,78.164,78.905,78.384,77.732,77.101,77.959,77.708,76.644,78.777,78.35
384,M,True,91.837,95.295,98.004,102.47,103.06,104.14,98.479,99.261,96.221,93.952,100.06,109.61,98.014,100.2,103.92,100.91,101.54,103.56,104.55,110.57,102.67,106.9,112.0,110.74,102.67,107.65,110.45,103.01,108.49,105.72,103.72,104.29,90.123,108.24,108.45,104.35,103.16,101.77,104.74,114.8,109.77,107.2,105.89,97.716,111.04,105.27,111.6,108.41,103.59,104.69,85.823,107.42,101.18,102.84,107.12,92.515,91.136,103.48,94.817,99.873,99.749,97.882,110.79,98.089,99.183,98.387,102.66,91.518,108.31,97.258,90.634,109.18,107.96,105.23,102.77,103.2,94.893,100.17,106.02,88.942
385,M,False,100.91,101.54,103.56,104.55,110.57,102.67,106.9,112.0,110.74,102.67,107.65,110.45,103.01,108.49,105.72,103.72,104.29,90.123,108.24,108.45,104.35,103.16,101.77,104.74,114.8,109.77,107.2,105.89,97.716,111.04,105.27,111.6,108.41,103.59,104.69,85.823,107.42,101.18,102.84,107.12,92.515,91.136,103.48,94.817,99.873,99.749,97.882,110.79,98.089,99.183,98.387,102.66,91.518,108.31,97.258,90.634,109.18,107.96,105.23,102.77,103.2,94.893,100.17,106.02,88.942,101.26,92.206,96.058,98.674,92.709,94.133,84.66,89.436,119.49,92.396,81.281,98.527,80.27,96.78,95.323
386,M,True,114.95,115.4,115.28,114.53,114.45,114.32,113.83,113.14,112.15,112.53,112.69,112.51,112.79,113.0,113.99,114.02,113.53,113.32,113.45,112.76,112.6,111.76,110.67,109.68,107.79,107.09,106.16,105.59,105.02,105.71,106.15,107.4,107.56,108.26,110.1,112.79,114.72,115.9,116.57,117.83,119.13,119.09,119.42,117.86,116.71,114.89,112.66,111.54,111.29,110.47,110.58,109.85,109.21,109.83,110.81,111.2,111.98,112.3,113.55,114.53,115.77,116.0,115.55,115.95,117.15,117.43,117.85,117.02,117.75,118.57,118.58,118.95,119.33,119.33,119.32,118.71,118.28,117.94,117.7,117.59
387,M,False,114.53,114.45,114.32,113.83,113.14,112.15,112.53,112.69,112.51,112.79,113.0,113.99,114.02,113.53,113.32,113.45,112.76,112.6,111.76,110.67,109.68,107.79,107.09,106.16,105.59,105.02,105.71,106.15,107.4,107.56,108.26,110.1,112.79,114.72,115.9,116.57,117.83,119.13,119.09,119.42,117.86,116.71,114.89,112.66,111.54,111.29,110.47,110.58,109.85,109.21,109.83,110.81,111.2,111.98,112.3,113.55,114.53,115.77,116.0,115.55,115.95,117.15,117.43,117.85,117.02,117.75,118.57,118.58,118.95,119.33,119.33,119.32,118.71,118.28,117.94,117.7,117.59,116.69,116.04,115.59
388,M,True,120.97,121.5,121.8,122.1,121.86,121.88,122.05,122.6,123.18,122.81,123.06,123.25,122.29,123.94,122.93,123.89,123.58,123.18,123.69,123.42,122.65,122.88,122.66,122.04,121.3,122.02,121.03,120.11,119.57,119.25,119.95,120.49,121.43,121.95,122.41,123.16,123.48,125.07,125.1,126.52,127.44,127.95,127.96,127.87,126.28,123.55,120.73,120.18,119.17,117.59,118.94,118.14,118.0,118.55,118.0,119.06,119.3,120.3,121.09,121.83,121.81,122.79,123.93,124.27,124.77,124.88,124.42,123.7,122.64,122.01,120.49,120.74,119.69,119.88,119.99,120.25,120.93,121.02,120.46,120.67
389,M,True,113.91,114.17,113.7,114.04,113.83,114.12,114.78,115.35,116.13,116.09,117.17,117.7,118.89,120.25,120.21,121.47,122.22,122.3,122.64,122.06,119.98,118.55,117.58,116.32,115.26,114.7,114.6,113.63,114.17,115.16,115.23,115.98,116.97,117.56,117.98,119.38,120.54,121.01,121.15,120.95,120.81,119.7,118.87,117.16,115.55,113.86,112.67,111.57,111.9,111.69,110.89,110.82,110.47,110.38,109.78,110.08,110.45,110.74,110.4,110.64,110.83,111.41,111.61,111.89,112.6,112.55,113.18,113.23,114.36,114.17,114.43,115.1,115.86,116.73,116.94,118.68,118.64,118.73,117.63,117.53
390,M,False,111.86,111.25,112.32,113.24,113.77,113.63,114.45,114.21,113.72,113.56,112.78,112.96,112.23,112.31,111.11,110.3,109.62,109.14,108.55,108.55,107.44,108.14,107.96,109.26,110.23,110.74,111.64,112.45,112.68,112.37,110.97,110.53,109.63,109.01,107.88,107.77,106.22,104.95,104.18,103.51,104.18,103.74,103.18,103.36,103.26,102.79,103.03,102.78,103.32,102.95,103.11,103.53,103.3,102.79,102.68,103.16,103.37,102.87,102.89,103.15,103.22,103.17,103.94,103.92,104.49,104.29,104.38,104.98,105.99,107.31,108.41,109.02,110.53,110.79,111.75,111.49,111.06,111.74,111.04,109.93
391,M,False,121.2,119.9,120.71,119.38,118.85,119.59,119.58,119.38,119.71,119.47,119.35,120.93,121.53,122.83,122.68,123.87,124.82,125.79,126.38,126.62,126.02,126.98,127.13,127.34,126.87,126.01,126.46,126.06,127.65,127.18,127.72,127.44,126.92,126.5,126.77,127.43,127.56,127.75,127.93,128.46,128.85,128.24,125.43,125.16,124.92,123.75,122.59,122.05,120.64,120.66,119.88,119.33,119.22,118.21,118.82,120.64,119.71,120.21,120.83,121.55,122.28,124.7,126.27,127.8,128.61,127.79,128.18,127.28,126.73,125.71,124.74,124.49,122.04,120.35,118.15,117.92,118.92,117.88,117.71,117.89
392,M,False,72.198,69.381,70.462,71.973,73.221,82.372,88.238,72.595,72.644,72.187,71.263,72.013,70.292,70.916,70.78,69.683,70.721,68.796,68.578,68.918,67.644,64.942,67.112,65.07,70.995,67.645,68.387,66.83,70.007,71.766,70.731,70.215,73.28,70.166,71.527,70.324,72.671,70.574,72.055,70.864,71.308,71.757,71.371,68.948,68.719,70.499,68.792,68.695,69.63,68.003,69.585,69.692,70.872,70.359,69.315,71.55,72.697,73.634,70.39,70.474,71.537,72.268,70.796,69.795,68.999,70.624,69.769,67.778,68.314,68.138,67.981,68.025,68.662,68.578,69.269,70.216,71.502,71.49,72.772,73.836
393,M,True,101.61,100.93,100.79,99.389,99.204,99.309,99.267,100.32,102.88,104.64,103.63,108.11,109.28,104.41,108.26,108.38,108.03,104.86,105.01,103.93,106.67,104.3,103.24,101.14,104.24,101.45,104.28,103.69,108.35,103.69,103.93,105.11,100.86,98.756,106.68,105.2,109.16,111.35,109.68,106.26,113.06,107.43,106.04,106.76,113.97,108.89,109.21,114.04,108.33,110.5,114.45,112.37,117.23,112.48,111.54,112.24,118.36,113.81,116.68,107.24,111.09,121.08,117.18,118.39,113.67,119.39,109.02,106.09,114.1,112.72,110.86,105.36,109.66,107.86,113.69,115.61,113.08,112.37,116.98,113.52
394,M,True,101.14,104.24,101.45,104.28,103.69,108.35,103.69,103.93,105.11,100.86,98.756,106.68,105.2,109.16,111.35,109.68,106.26,113.06,107.43,106.04,106.76,113.97,108.89,109.21,114.04,108.33,110.5,114.45,112.37,117.23,112.48,111.54,112.24,118.36,113.81,116.68,107.24,111.09,121.08,117.18,118.39,113.67,119.39,109.02,106.09,114.1,112.72,110.86,105.36,109.66,107.86,113.69,115.61,113.08,112.37,116.98,113.52,107.17,116.96,113.06,102.99,103.78,108.12,101.67,111.65,98.64,104.29,99.564,110.59,101.28,102.6,106.04,107.8,107.46,101.84,98.737,101.46,102.85,106.66,103.84
395,M,False,107.43,106.04,106.76,113.97,108.89,109.21,114.04,108.33,110.5,114.45,112.37,117.23,112.48,111.54,112.24,118.36,113.81,116.68,107.24,111.09,121.08,117.18,118.39,113.67,119.39,109.02,106.09,114.1,112.72,110.86,105.36,109.66,107.86,113.69,115.61,113.08,112.37,116.98,113.52,107.17,116.96,113.06,102.99,103.78,108.12,101.67,111.65,98.64,104.29,99.564,110.59,101.28,102.6,106.04,107.8,107.46,101.84,98.737,101.46,102.85,106.66,103.84,109.87,108.68,106.37,97.129,102.06,97.072,98.163,111.56,107.11,109.63,110.31,114.4,119.77,110.87,118.17,127.08,111.77,114.91
396,M,False,110.5,114.45,112.37,117.23,112.48,111.54,112.24,118.36,113.81,116.68,107.24,111.09,121.08,117.18,118.39,113.67,119.39,109.02,106.09,114.1,112.72,110.86,105.36,109.66,107.86,113.69,115.61,113.08,112.37,116.98,113.52,107.17,116.96,113.06,102.99,103.78,108.12,101.67,111.65,98.64,104.29,99.564,110.59,101.28,102.6,106.04,107.8,107.46,101.84,98.737,101.46,102.85,106.66,103.84,109.87,108.68,106.37,97.129,102.06,97.072,98.163,111.56,107.11,109.63,110.31,114.4,119.77,110.87,118.17,127.08,111.77,114.91,115.25,108.89,107.75,123.13,103.55,126.28,125.44,115.23
397,M,False,109.66,107.86,113.69,115.61,113.08,112.37,116.98,113.52,107.17,116.96,113.06,102.99,103.78,108.12,101.67,111.65,98.64,104.29,99.564,110.59,101.28,102.6,106.04,107.8,107.46,101.84,98.737,101.46,102.85,106.66,103.84,109.87,108.68,106.37,97.129,102.06,97.072,98.163,111.56,107.11,109.63,110.31,114.4,119.77,110.87,118.17,127.08,111.77,114.91,115.25,108.89,107.75,123.13,103.55,126.28,125.44,115.23,118.13,123.91,101.16,112.3,113.36,103.64,112.08,115.8,107.38,96.893,103.07,93.142,101.16,89.95,89.091,84.533,89.106,98.909,90.093,114.59,105.27,82.448,81.892
398,M,False,125.44,115.23,118.13,123.91,101.16,112.3,113.36,103.64,112.08,115.8,107.38,96.893,103.07,93.142,101.16,89.95,89.091,84.533,89.106,98.909,90.093,114.59,105.27,82.448,81.892,86.669,101.21,73.051,69.75,73.839,101.09,97.529,103.24,99.668,79.439,86.338,77.579,78.3,82.462,80.688,67.654,89.8,66.661,85.157,68.088,111.89,88.03,56.806,99.628,108.1,116.67,115.98,139.29,192.14,151.15,164.63,158.33,184.06,171.66,142.01,116.61,146.25,119.04,70.894,67.931,99.882,147.04,87.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.799,181.79,90.395,129.89,167.24,145.68,165.53,139.63,78.242,114.59,120.28,127.71,114.41,159.88,90.752,82.224,69.889,117.33,69.059,61.838,53.913,49.331,47.247,48.494,48.375,50.316,47.511,53.958,51.587,50.811,58.328,59.999,66.694,68.076,87.37,64.971,62.05,64.112,63.785,61.821,65.194,60.619,59.075,58.41,57.358,82.081,58.871,57.526,57.037,59.456,58.651,60.511,60.841,59.675,60.975,62.598,63.516,64.441,69.322,69.364,66.042,69.224,71.258,69.564,69.808,71.929,75.784,72.041,73.144,72.361,76.402,78.282
400,M,True,113.8,113.39,113.49,113.3,112.01,110.54,109.19,108.37,107.52,106.29,106.45,106.06,105.56,105.39,105.82,105.06,104.53,105.28,105.37,104.35,105.04,105.05,105.02,105.81,105.8,106.26,106.71,107.02,106.62,106.8,106.45,106.31,106.14,106.0,106.13,105.95,104.96,105.21,105.71,105.97,105.42,105.27,104.96,104.2,103.8,103.53,103.65,103.82,104.31,104.98,105.73,106.16,106.02,106.7,107.92,108.69,110.22,111.14,111.26,111.95,112.98,113.27,113.58,110.51,109.92,109.86,110.05,109.14,108.16,106.79,106.5,106.13,106.02,106.27,104.81,103.65,103.46,103.73,103.17,103.61
401,M,False,105.82,105.06,104.53,105.28,105.37,104.35,105.04,105.05,105.02,105.81,105.8,106.26,106.71,107.02,106.62,106.8,106.45,106.31,106.14,106.0,106.13,105.95,104.96,105.21,105.71,105.97,105.42,105.27,104.96,104.2,103.8,103.53,103.65,103.82,104.31,104.98,105.73,106.16,106.02,106.7,107.92,108.69,110.22,111.14,111.26,111.95,112.98,113.27,113.58,110.51,109.92,109.86,110.05,109.14,108.16,106.79,106.5,106.13,106.02,106.27,104.81,103.65,103.46,103.73,103.17,103.61,103.95,104.22,103.78,103.46,103.85,103.49,103.56,103.9,103.85,103.57,103.31,102.62,103.3,102.67
402,M,True,89.363,90.0,89.466,89.758,89.556,89.791,89.82,89.429,88.969,88.904,88.957,88.872,88.76,88.227,88.665,87.647,87.579,87.898,87.567,87.375,86.854,86.881,86.065,86.02,85.266,84.263,83.899,83.182,81.959,81.373,81.623,81.203,80.614,80.359,79.932,80.031,79.932,80.257,82.44,81.088,82.315,80.356,80.774,81.64,82.199,82.319,83.97,82.676,82.08,81.5,82.684,83.828,80.765,80.081,78.5,80.066,79.198,78.326,80.451,76.671,76.636,76.313,75.95,76.811,76.669,78.612,78.93,75.667,75.457,77.077,75.082,77.954,74.328,75.867,76.039,77.433,77.812,75.212,77.161,76.867
403,M,False,77.528,77.996,78.234,78.06,78.344,78.127,77.651,77.272,77.533,78.17,77.07,75.912,75.843,75.558,73.853,72.7,73.942,73.077,72.75,75.891,71.906,73.154,73.702,72.17,73.651,72.833,73.293,73.116,72.433,73.869,74.705,75.076,75.238,75.102,75.575,74.862,75.484,72.511,74.81,72.992,73.071,72.512,76.788,73.813,71.707,74.301,73.158,74.144,71.961,72.603,79.34,70.511,75.665,77.051,71.087,71.198,75.295,71.473,72.332,69.281,71.508,66.644,71.617,66.968,70.772,68.378,70.053,67.342,67.428,66.904,64.118,68.41,68.115,66.803,68.525,68.228,67.639,68.156,66.084,67.648
