,FLARE_TYPE,COINCIDENCE,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100
1591,N,False,156.08,152.69,150.44,149.38,144.33,158.19,152.27,152.27,81.385,157.33,151.96,150.82,155.92,148.68,147.34,146.59,146.45,144.67,142.77,149.19,149.48,150.82,160.35,158.76,159.76,162.41,163.2,166.06,165.91,160.18,158.63,162.0,159.62,158.25,157.4,159.25,156.55,156.84,153.87,163.2,152.56,147.57,144.84,140.1,140.77,136.1,144.87,144.28,146.52,153.47,155.52,160.48,161.75,156.31,157.19,148.93,143.41,146.36,137.92,145.35,150.49,161.71,166.71,170.98,168.4,172.55,163.68,173.98,162.42,156.79,154.12,164.14,156.51,148.97,158.67,165.94,160.94,154.91,155.44,166.03
1592,N,False,110.77,110.29,110.72,109.53,110.01,110.47,110.58,111.12,111.78,111.3,111.17,110.75,111.23,110.74,109.5,108.96,109.53,109.19,108.7,107.65,107.25,107.49,106.88,107.17,108.23,109.47,110.67,111.94,112.97,113.21,114.03,114.29,115.96,116.08,116.69,115.95,114.75,112.93,112.62,112.26,111.31,110.8,110.2,109.71,110.18,110.8,111.78,112.77,113.68,113.83,114.23,114.76,116.06,116.52,117.24,117.87,117.59,118.76,118.45,118.75,118.82,117.98,119.42,119.58,119.4,119.06,118.11,118.33,118.7,117.89,118.21,116.51,116.1,115.32,114.1,113.21,112.75,112.3,111.48,110.81
1593,N,False,129.4,131.2,130.88,129.81,124.94,125.78,123.7,125.18,126.13,124.1,122.25,116.7,113.33,117.12,116.75,117.55,117.0,119.64,121.61,121.85,124.46,123.8,127.88,128.65,131.45,134.99,133.67,136.26,137.1,129.62,128.03,127.63,125.22,125.1,126.09,124.57,129.1,131.36,130.96,130.25,129.63,129.96,136.2,137.27,135.12,138.81,142.32,140.32,142.49,143.02,144.5,142.36,143.01,144.56,142.84,141.19,144.34,147.22,147.88,148.55,147.02,149.45,146.12,146.97,150.12,148.56,147.86,146.97,148.91,148.82,148.23,147.47,149.77,148.44,143.75,145.97,140.93,143.77,142.91,143.11
1594,N,False,103.49,89.202,108.88,81.62,110.88,109.89,80.841,110.0,111.65,85.751,108.79,105.52,90.704,106.89,107.17,107.33,108.75,108.13,108.67,108.91,107.96,106.61,106.24,109.12,110.64,109.53,109.84,111.57,113.86,111.7,111.11,111.56,110.43,109.69,112.26,112.38,111.88,110.62,112.33,114.11,115.0,114.34,116.82,112.37,111.93,113.63,111.85,112.65,112.36,111.65,112.8,113.92,112.82,113.63,111.9,114.91,116.69,113.94,113.0,112.41,115.01,115.32,111.6,110.98,112.11,113.12,110.12,111.88,112.63,112.76,113.97,112.51,111.71,112.76,114.55,113.67,116.93,115.02,114.92,115.5
1595,N,False,120.03,120.86,120.97,119.48,120.89,120.75,120.98,119.74,119.94,119.89,119.41,120.38,122.44,123.31,123.52,123.38,122.09,121.0,119.89,118.39,118.64,118.17,118.68,119.17,119.8,118.81,120.04,118.38,119.15,120.15,119.56,121.21,121.69,121.7,122.35,123.41,124.79,124.11,125.15,128.43,127.34,128.21,126.64,125.65,125.29,125.83,123.93,122.37,121.87,120.6,119.1,117.7,117.69,118.19,119.63,120.72,120.43,122.2,121.89,122.02,122.48,125.59,126.01,126.73,126.24,126.53,125.4,125.17,127.44,126.48,127.94,128.93,130.11,129.89,128.21,128.85,130.25,131.0,129.68,129.16
1596,N,False,137.16,133.09,134.42,130.51,130.73,130.31,131.99,129.94,134.75,133.75,136.47,136.75,135.83,135.53,137.28,136.4,135.59,134.96,139.19,138.45,137.73,137.82,139.04,137.72,138.5,138.2,139.02,137.07,137.22,140.13,140.94,144.21,139.69,138.87,138.08,136.68,134.68,134.14,130.94,131.35,129.21,129.9,126.59,128.83,126.73,125.74,125.58,125.85,127.3,128.47,130.7,131.13,131.3,134.07,134.77,133.43,133.95,133.02,133.79,133.57,131.0,129.4,128.68,128.53,128.8,126.59,124.81,121.04,123.98,125.16,121.73,123.47,125.6,124.22,121.23,124.5,128.41,130.72,128.75,128.99
1597,N,False,100.21,102.4,98.804,101.48,102.74,103.11,101.66,102.71,103.28,103.13,102.92,102.8,102.54,102.0,104.04,103.49,101.95,101.76,102.46,100.12,99.738,102.41,101.15,100.48,99.719,99.703,98.669,99.275,99.765,99.845,98.102,98.959,101.2,103.13,101.02,101.06,101.9,101.03,102.88,100.19,101.77,104.02,103.76,103.98,104.09,102.36,100.87,101.91,103.09,103.62,105.21,104.17,104.15,105.45,106.92,107.29,104.99,104.69,105.88,105.88,107.3,107.23,109.82,109.3,107.55,106.69,106.89,105.94,106.97,107.69,107.97,106.6,106.97,106.91,107.69,106.98,109.5,108.98,109.64,111.05
1598,N,False,116.04,115.9,115.93,114.86,112.5,110.96,110.4,109.44,108.92,108.79,108.02,107.39,108.16,107.46,109.03,109.46,110.76,111.95,113.36,114.4,114.84,114.58,115.1,113.24,111.98,111.46,109.93,109.87,106.72,105.12,104.28,106.12,104.91,103.44,102.27,101.98,101.56,100.66,101.17,101.11,102.45,102.95,102.9,102.88,101.48,101.8,101.88,102.17,102.26,102.36,101.81,103.55,103.05,102.2,101.92,102.21,102.5,102.77,102.91,103.69,104.44,105.44,105.3,104.85,105.48,105.81,106.12,105.4,105.84,105.58,103.83,102.42,100.62,99.899,99.505,99.349,97.875,97.628,97.372,99.19
1599,N,False,91.258,93.79,94.518,94.453,97.079,93.587,94.67,94.551,97.787,96.407,97.532,96.265,99.25,99.127,99.473,99.478,96.653,96.75,99.209,96.698,98.05,92.934,94.631,93.562,95.605,90.058,90.991,89.367,93.742,96.952,98.184,99.135,95.219,98.259,96.171,97.748,98.155,98.401,94.918,95.721,99.387,97.856,96.978,95.084,101.91,97.008,95.567,95.224,100.01,96.678,98.889,97.262,93.579,97.294,93.479,93.843,92.632,89.907,91.746,91.89,91.45,91.575,93.487,91.114,97.529,95.7,99.248,100.88,101.05,98.084,98.182,106.34,115.77,100.93,96.708,113.31,103.73,94.319,90.064,88.09
1600,N,False,129.22,128.72,128.52,130.38,129.85,127.54,129.03,127.57,127.71,128.07,127.67,127.8,128.4,128.6,126.51,124.62,126.09,125.6,125.79,126.09,127.03,127.29,131.56,132.5,131.81,135.94,136.72,137.82,137.29,136.98,134.54,133.81,132.78,130.88,128.69,127.44,125.46,124.8,123.99,123.98,124.97,124.25,124.48,124.76,125.65,126.16,127.75,129.48,129.51,131.17,131.64,132.17,131.01,134.43,132.12,132.39,134.22,133.81,134.99,133.96,133.08,131.98,132.6,132.76,131.28,132.37,132.03,133.45,133.63,131.7,130.78,128.93,127.99,127.34,127.0,127.23,127.54,128.93,129.61,130.08
1601,N,False,134.34,133.03,130.6,126.61,124.83,125.78,126.75,122.26,127.68,122.15,118.89,124.12,121.56,119.14,115.77,120.67,120.38,117.99,118.8,117.85,115.38,121.21,119.12,121.38,121.23,118.37,120.48,120.14,125.88,125.82,127.88,130.85,129.17,128.03,129.01,132.68,134.24,139.3,140.33,140.65,141.16,135.07,135.95,133.24,128.93,129.67,127.43,129.35,126.93,127.31,125.47,128.84,127.65,129.43,132.29,133.11,132.7,135.2,137.32,139.94,139.23,138.82,136.65,135.01,132.85,134.29,133.68,132.65,132.23,133.03,132.16,126.0,125.1,127.58,126.21,124.09,122.42,126.1,124.44,123.84
1602,N,False,107.57,107.16,106.41,105.42,106.13,104.66,105.15,104.72,103.76,103.44,103.79,105.09,105.43,108.33,109.42,109.36,111.94,113.26,112.97,113.52,112.39,112.11,110.03,109.83,110.05,109.19,109.0,107.01,105.98,105.91,105.89,104.8,104.49,104.05,104.36,105.89,106.14,106.65,107.93,108.22,109.74,109.75,108.7,108.67,108.12,108.72,108.26,108.62,108.51,108.38,109.7,108.62,106.6,105.38,105.17,105.87,104.85,105.47,106.17,106.63,106.52,107.62,108.04,109.43,109.91,110.23,111.03,111.31,114.49,116.17,115.71,114.9,114.94,115.21,113.41,112.85,112.97,111.01,110.4,107.55
1603,N,False,133.77,134.67,135.05,137.11,138.96,140.17,139.56,139.31,140.3,141.8,141.2,141.0,138.88,139.11,138.44,139.09,139.39,140.04,139.76,139.35,139.44,139.43,139.54,140.21,139.06,140.45,142.43,140.89,140.31,138.77,138.68,135.71,135.28,134.55,133.44,130.96,130.28,130.35,130.38,128.79,127.28,128.29,129.48,131.3,133.78,138.03,138.89,137.43,138.63,137.54,136.7,136.4,135.53,136.26,135.92,135.6,135.26,132.75,130.34,128.61,128.06,127.81,127.72,126.59,128.1,127.56,125.65,127.99,129.04,129.44,129.54,128.79,128.43,129.46,128.15,130.56,132.22,130.67,130.76,130.19
1604,N,False,111.33,112.16,113.26,115.16,116.76,115.35,115.28,114.28,113.02,111.92,112.55,110.99,109.92,110.24,110.08,110.8,111.19,112.17,112.53,111.89,111.81,112.98,112.73,112.47,112.89,111.92,113.87,113.39,113.81,114.58,113.89,113.42,111.91,110.18,108.19,108.43,106.77,106.78,104.0,102.72,103.78,102.67,102.8,102.61,102.63,103.65,105.12,105.53,106.73,106.77,104.92,106.53,107.38,107.41,107.25,107.19,105.4,104.15,102.77,102.76,102.06,101.1,100.97,100.22,99.974,99.497,98.983,99.845,100.33,100.91,102.2,100.84,100.24,100.64,99.74,99.676,99.441,97.959,97.647,97.493
1605,N,False,85.358,84.906,84.423,85.458,86.371,86.965,85.88,85.09,82.792,82.331,79.968,78.057,78.286,80.037,78.555,76.781,77.958,85.275,86.776,75.499,83.739,81.843,81.949,83.312,85.692,84.163,91.314,87.321,90.246,86.23,77.713,78.915,77.798,78.525,75.622,75.676,74.998,77.281,77.626,78.162,88.617,87.479,79.833,76.829,89.297,91.21,88.48,84.729,78.217,83.408,86.819,86.754,93.828,87.647,73.087,95.234,88.045,96.842,98.862,91.769,94.947,94.175,94.763,84.709,94.848,95.573,96.409,94.962,86.032,87.708,76.956,82.963,86.297,83.378,85.227,83.013,78.006,70.655,94.095,92.067
1606,N,False,83.183,84.01,85.364,85.256,86.594,87.258,86.259,86.246,88.744,87.392,88.805,87.703,88.189,87.698,89.147,90.616,89.613,89.027,90.214,90.76,90.551,92.113,92.302,94.004,92.798,92.417,92.633,92.274,89.28,89.866,89.448,89.827,90.467,91.256,93.075,92.832,92.33,90.131,88.871,87.65,88.943,89.408,89.264,89.566,92.173,90.642,93.245,93.549,93.565,95.659,97.033,97.247,99.56,99.312,99.166,98.83,99.938,98.875,98.973,97.645,94.763,96.824,95.914,92.641,90.697,92.138,91.317,90.581,89.567,90.878,89.937,88.745,89.611,90.68,89.494,90.431,91.381,91.7,90.625,91.435
1607,N,False,126.09,126.1,125.38,126.18,128.28,127.03,129.08,127.78,128.29,127.04,126.51,128.44,127.48,128.25,128.56,128.65,127.88,128.47,128.66,127.43,124.71,124.94,125.52,124.89,125.54,128.19,128.65,130.59,132.78,132.47,135.46,134.61,136.73,137.4,138.26,137.03,137.25,137.05,135.2,132.76,132.04,129.09,129.87,130.34,130.56,131.2,130.52,129.37,130.42,131.2,132.81,131.16,130.99,131.06,132.1,131.23,131.73,132.65,132.7,131.68,130.93,131.91,134.56,134.16,134.05,133.92,134.1,134.88,136.43,136.49,135.29,134.4,133.49,133.15,133.84,136.08,136.32,135.65,136.59,136.87
1608,N,False,126.09,126.1,125.38,126.18,128.28,127.03,129.08,127.78,128.29,127.04,126.51,128.44,127.48,128.25,128.56,128.65,127.88,128.47,128.66,127.43,124.71,124.94,125.52,124.89,125.54,128.19,128.65,130.59,132.78,132.47,135.46,134.61,136.73,137.4,138.26,137.03,137.25,137.05,135.2,132.76,132.04,129.09,129.87,130.34,130.56,131.2,130.52,129.37,130.42,131.2,132.81,131.16,130.99,131.06,132.1,131.23,131.73,132.65,132.7,131.68,130.93,131.91,134.56,134.16,134.05,133.92,134.1,134.88,136.43,136.49,135.29,134.4,133.49,133.15,133.84,136.08,136.32,135.65,136.59,136.87
1609,N,False,86.784,87.229,86.16,87.234,86.274,86.046,86.037,86.014,86.114,85.123,85.06,85.696,84.03,85.147,84.11,84.216,84.193,85.02,84.836,85.456,84.739,86.795,85.626,85.874,85.23,84.172,83.173,83.484,83.687,84.377,84.771,85.573,84.354,85.221,83.802,82.453,82.418,83.324,81.867,82.569,80.411,80.603,80.888,80.409,65.022,77.753,78.23,76.944,77.78,78.283,78.85,79.146,78.921,79.285,76.986,76.796,78.593,78.607,79.033,78.338,77.336,77.107,75.551,75.053,75.212,75.463,75.314,74.777,74.986,73.927,75.671,74.78,74.733,75.973,75.354,76.548,74.918,73.349,73.305,74.203
1610,N,False,99.923,99.709,100.1,100.66,99.693,100.84,100.51,101.12,100.93,99.731,100.26,99.676,99.73,99.6,100.43,99.571,98.648,98.785,99.132,98.538,97.722,97.324,98.056,98.516,97.873,98.632,99.08,99.23,99.066,99.826,100.06,100.94,101.23,101.4,100.85,101.18,101.75,100.76,99.96,101.24,101.28,102.3,101.73,100.87,100.99,100.89,101.46,101.86,101.17,103.03,102.68,102.94,102.56,102.91,103.23,102.75,101.62,100.67,100.04,100.81,100.91,102.49,102.74,103.92,103.12,102.69,101.93,102.36,101.73,101.42,101.56,102.46,101.88,101.73,101.41,102.69,103.04,103.38,103.06,102.37
1611,N,False,100.55,100.29,100.0,99.718,99.607,99.34,99.685,99.242,98.843,98.945,99.439,99.093,99.25,99.169,98.648,98.366,98.118,98.48,99.167,98.548,98.477,98.341,98.258,98.007,97.091,97.061,95.78,95.48,94.8,93.176,92.758,91.878,91.26,91.649,91.87,91.647,91.511,92.466,93.029,93.504,93.56,94.187,94.836,94.341,94.729,95.838,95.486,95.688,95.717,95.9,95.937,95.122,94.745,94.971,93.533,93.512,93.427,93.673,93.545,92.643,92.828,92.926,93.142,92.06,92.274,92.466,92.824,92.479,94.118,93.198,94.794,95.02,94.9,95.199,94.741,95.718,96.121,95.915,96.947,97.603
1612,N,False,134.61,132.81,136.82,132.02,129.58,131.66,132.22,125.67,126.51,128.07,130.35,132.59,139.5,140.98,144.8,145.76,156.14,154.7,151.39,154.52,160.65,161.06,157.86,157.8,153.59,146.04,143.48,141.44,138.44,145.12,140.48,139.78,139.48,135.12,136.74,136.18,136.23,132.81,132.66,132.56,137.28,137.93,139.19,133.13,132.8,132.16,134.95,139.35,143.0,146.45,137.56,143.27,146.79,141.73,143.46,142.79,142.78,139.93,137.29,142.84,144.12,139.9,137.66,137.66,134.38,138.82,146.19,145.55,144.35,154.07,142.1,137.5,139.46,139.74,142.79,140.17,138.34,137.25,137.41,133.08
1613,N,False,139.62,138.46,138.69,133.2,131.04,129.45,128.34,127.96,126.86,124.99,125.99,123.07,124.88,125.04,126.55,125.95,125.13,126.16,128.98,127.88,127.47,129.49,128.52,129.94,127.07,128.69,127.42,128.19,127.12,128.69,128.28,126.9,128.01,127.8,127.31,126.77,125.34,124.33,122.71,123.37,124.0,126.15,125.64,128.25,130.69,132.35,133.95,135.71,139.5,143.74,145.66,146.06,145.03,142.07,141.51,141.25,139.51,139.3,137.49,137.18,137.66,136.75,136.37,134.58,134.07,133.25,132.33,131.6,133.37,131.32,131.86,132.43,132.58,132.41,130.11,129.52,131.44,131.08,128.41,128.59
1614,N,False,127.04,127.38,126.42,126.35,126.3,126.13,125.44,124.44,124.97,123.18,124.12,123.49,123.87,123.93,124.26,123.74,123.68,124.53,123.45,124.69,125.04,127.64,128.73,128.29,129.29,129.33,129.21,129.53,128.42,127.89,128.72,127.19,127.21,126.52,125.58,125.4,124.13,123.65,123.36,122.58,122.24,122.82,123.16,124.33,124.41,124.43,123.99,123.84,123.79,124.55,125.18,126.07,123.93,124.99,123.9,123.59,123.41,123.4,123.29,122.6,122.42,122.9,122.69,122.96,123.64,125.41,124.13,124.71,124.78,125.45,127.42,127.0,125.19,126.92,127.45,128.4,129.84,131.04,132.64,133.88
1615,N,False,109.48,109.08,109.19,108.23,107.39,107.2,107.72,108.12,108.51,108.84,109.06,109.07,109.52,110.28,110.58,111.19,111.25,110.92,111.88,111.67,111.4,110.92,111.26,111.06,110.55,110.24,110.5,110.3,109.8,110.14,109.87,109.88,109.4,109.09,109.04,107.86,108.56,107.92,108.14,107.76,108.15,107.94,107.35,107.41,107.95,108.02,107.86,108.41,108.29,108.19,107.62,108.06,108.58,107.99,107.39,106.4,106.68,107.08,107.04,107.1,107.42,107.54,108.19,108.05,108.24,107.79,108.2,108.45,108.62,108.74,108.96,108.78,108.97,108.08,108.13,107.72,107.09,106.84,107.06,107.88
1616,N,False,112.57,112.23,112.05,110.97,110.77,111.71,111.27,111.5,111.56,111.7,111.31,110.84,110.78,111.47,111.07,111.0,111.16,111.26,112.36,111.66,111.08,111.4,112.25,111.76,112.2,112.72,112.7,112.93,112.73,113.06,112.86,113.4,113.03,113.3,113.18,113.42,112.72,112.36,112.11,111.8,111.07,109.89,109.61,109.09,108.03,107.85,108.49,108.37,108.95,109.35,109.41,109.46,109.21,108.97,108.69,109.57,110.04,110.11,110.15,110.69,110.78,111.2,112.38,112.24,112.54,112.85,112.35,113.02,113.96,114.03,113.52,113.44,112.7,113.34,112.86,113.28,113.58,113.7,112.95,112.98
1617,N,False,158.34,156.26,150.01,151.19,151.81,155.02,147.73,147.99,146.56,148.97,151.88,150.79,149.55,147.78,153.03,148.02,144.39,142.79,148.87,149.74,147.77,146.86,149.1,149.25,145.89,149.29,148.6,146.38,144.46,142.05,147.69,145.23,144.36,150.51,150.11,150.6,152.19,149.85,148.68,147.45,148.55,150.18,149.22,147.64,147.92,146.22,145.7,144.0,143.95,146.46,145.8,137.63,139.16,138.92,136.87,134.0,134.82,137.49,137.0,136.12,138.04,142.71,138.46,142.66,144.76,148.27,147.4,149.46,152.31,157.51,159.78,156.47,154.93,160.62,158.75,155.69,156.89,160.03,157.41,156.97
1618,N,False,112.86,113.4,113.03,113.3,113.18,113.42,112.72,112.36,112.11,111.8,111.07,109.89,109.61,109.09,108.03,107.85,108.49,108.37,108.95,109.35,109.41,109.46,109.21,108.97,108.69,109.57,110.04,110.11,110.15,110.69,110.78,111.2,112.38,112.24,112.54,112.85,112.35,113.02,113.96,114.03,113.52,113.44,112.7,113.34,112.86,113.28,113.58,113.7,112.95,112.98,113.35,112.6,112.33,112.66,113.44,113.15,112.18,112.24,112.67,112.76,111.91,111.09,110.26,109.66,108.34,108.38,107.68,106.69,106.54,106.42,106.8,106.64,105.73,105.04,104.92,104.72,104.84,104.08,104.02,104.1
1619,N,False,112.86,113.4,113.03,113.3,113.18,113.42,112.72,112.36,112.11,111.8,111.07,109.89,109.61,109.09,108.03,107.85,108.49,108.37,108.95,109.35,109.41,109.46,109.21,108.97,108.69,109.57,110.04,110.11,110.15,110.69,110.78,111.2,112.38,112.24,112.54,112.85,112.35,113.02,113.96,114.03,113.52,113.44,112.7,113.34,112.86,113.28,113.58,113.7,112.95,112.98,113.35,112.6,112.33,112.66,113.44,113.15,112.18,112.24,112.67,112.76,111.91,111.09,110.26,109.66,108.34,108.38,107.68,106.69,106.54,106.42,106.8,106.64,105.73,105.04,104.92,104.72,104.84,104.08,104.02,104.1
1620,N,False,136.38,137.68,137.84,138.24,134.75,137.18,133.43,131.25,132.95,132.01,134.87,137.42,138.49,137.88,132.67,133.98,130.53,129.02,131.68,129.01,132.64,135.7,136.8,137.51,132.9,134.87,134.52,133.31,133.53,134.6,135.33,133.84,135.08,133.16,132.83,130.59,130.78,129.15,129.05,129.32,130.57,133.57,132.33,131.06,131.54,130.43,132.04,135.18,133.18,133.54,137.33,138.79,134.63,139.2,140.74,140.46,142.82,144.29,146.01,147.77,147.17,147.54,147.63,144.53,141.2,141.53,136.82,138.92,139.92,138.17,136.57,134.61,134.06,132.37,133.31,131.59,131.15,132.61,134.34,132.57
1621,N,False,111.04,110.61,110.27,109.66,109.23,108.05,107.62,107.3,106.91,106.41,106.61,106.38,107.01,107.08,106.85,107.11,106.73,106.95,106.8,106.74,106.1,106.93,106.95,106.81,107.04,107.09,106.99,106.73,107.0,106.83,106.45,106.94,106.45,106.65,107.08,107.26,106.35,105.74,105.69,106.27,106.72,107.07,107.43,108.02,109.38,110.51,110.54,111.32,111.61,112.08,112.23,111.8,112.24,112.26,112.07,112.15,111.6,111.54,110.81,110.3,109.65,109.06,108.65,108.39,107.77,107.27,106.13,106.02,105.64,105.76,105.78,105.65,105.41,105.75,105.69,105.73,106.0,106.67,106.36,106.61
1622,N,False,101.79,101.68,101.11,100.75,100.95,101.1,100.49,101.02,100.6,100.54,99.697,99.582,100.14,100.05,99.898,99.87,99.853,98.895,98.298,97.527,98.268,98.363,99.302,100.02,100.42,101.28,101.82,101.92,102.67,102.63,102.77,101.52,101.35,101.45,100.48,98.835,98.928,97.606,97.064,96.93,95.533,94.582,94.715,95.244,94.243,94.527,95.077,94.919,94.317,94.041,94.572,94.195,94.003,94.935,94.569,95.017,94.713,95.123,95.372,96.387,95.533,96.285,95.241,95.582,96.081,95.627,95.131,95.522,95.671,95.2,95.132,94.44,94.106,94.858,94.827,95.361,94.837,95.641,96.249,97.533
1623,N,False,155.59,153.15,154.97,156.7,156.27,156.68,158.74,162.0,155.37,162.94,163.01,162.07,162.35,160.73,162.9,158.75,160.27,162.96,161.98,162.82,165.09,165.57,162.78,159.67,162.02,161.83,162.86,159.2,162.39,163.72,156.26,155.12,157.17,156.79,155.71,152.79,149.37,150.26,146.76,150.63,149.27,144.27,141.53,141.35,142.79,140.07,142.46,148.48,144.25,152.94,156.41,164.18,163.39,164.98,162.85,161.45,162.41,165.26,164.11,161.45,162.15,160.71,160.71,160.5,157.28,158.87,158.99,159.37,156.24,154.57,151.31,151.85,151.74,152.49,150.49,151.07,149.13,145.97,148.25,149.78
1624,N,False,127.75,143.52,142.61,136.74,130.21,125.49,134.02,136.14,145.36,146.01,137.44,137.49,137.03,153.56,151.76,156.72,152.16,158.4,152.97,146.33,142.92,152.98,146.01,134.95,146.56,150.93,154.25,150.49,145.31,125.03,122.1,118.76,110.37,94.76,99.174,104.78,95.808,105.48,103.85,102.95,102.9,107.28,101.34,101.79,106.98,104.5,107.07,109.94,111.1,115.39,113.63,110.46,112.42,117.32,115.11,112.98,116.28,118.25,115.9,120.61,119.63,121.0,128.01,122.38,125.94,123.59,126.35,125.91,125.43,129.24,131.85,136.41,136.21,137.64,138.21,135.64,133.1,131.9,126.51,123.49
1625,N,False,164.05,165.71,171.27,173.29,166.61,159.35,167.04,164.83,164.6,167.73,165.71,155.74,164.33,163.8,160.19,159.56,160.38,159.03,166.25,158.15,161.46,148.29,174.79,171.13,169.28,161.76,167.28,162.82,167.43,163.19,148.48,159.04,158.86,153.13,156.48,159.45,160.87,160.7,147.56,141.68,129.31,125.57,135.12,134.11,142.13,142.85,142.81,142.1,141.76,136.1,142.42,142.01,141.64,151.96,150.8,150.72,154.86,157.82,149.89,149.21,151.19,151.54,151.26,148.17,149.99,153.53,148.18,158.63,158.4,156.82,152.67,156.01,150.91,156.21,158.78,154.84,152.73,156.26,150.58,155.05
1626,N,False,155.06,155.12,156.29,149.11,154.12,151.79,155.35,145.59,137.78,143.2,133.01,132.1,136.09,142.99,139.5,136.38,140.41,140.82,142.48,145.44,145.46,144.3,136.73,142.84,141.59,147.87,146.28,151.59,145.84,147.83,154.7,159.84,157.54,159.33,163.3,159.66,148.69,142.14,134.72,134.58,133.91,127.57,125.31,127.82,131.93,136.59,141.73,149.1,146.49,145.72,150.5,150.79,152.79,157.58,157.23,157.37,162.67,163.94,163.24,163.77,160.39,163.31,164.02,167.87,168.81,164.59,165.97,163.5,161.78,166.84,164.88,161.57,161.5,160.51,159.09,159.17,163.49,165.66,164.23,165.13
1627,N,False,103.4,103.31,102.88,103.01,103.51,103.57,103.56,103.75,103.5,103.62,104.09,103.94,104.03,104.12,104.56,104.23,104.12,104.01,104.25,104.69,104.34,104.13,103.85,104.11,103.97,104.5,104.47,104.74,104.48,104.75,105.11,105.65,106.68,107.52,108.44,109.32,109.43,110.36,110.7,110.88,111.65,111.76,111.61,111.48,111.07,109.94,108.81,108.73,107.95,107.09,106.69,106.36,106.04,106.27,106.54,106.46,107.16,107.21,107.7,107.98,108.87,109.06,108.87,108.94,109.71,109.79,109.92,110.01,110.63,111.03,110.84,110.97,111.81,111.77,112.11,111.62,111.13,111.22,110.78,110.77
1628,N,False,119.9,117.71,113.44,115.42,114.14,116.72,115.96,115.08,116.03,115.58,115.89,117.1,117.01,117.58,115.91,114.55,112.81,112.71,115.54,112.53,113.51,117.0,115.18,115.21,116.24,116.21,119.53,116.41,115.96,116.19,114.25,112.6,112.02,110.55,108.61,106.28,106.96,107.2,106.52,106.17,101.34,99.158,107.96,107.17,109.38,109.05,110.47,111.02,109.9,108.98,113.11,112.44,109.79,112.81,113.82,111.92,112.14,111.06,111.88,110.24,109.7,105.74,105.5,104.82,103.42,102.54,103.2,102.99,99.803,99.796,99.433,97.354,98.401,99.335,99.252,97.446,96.684,96.796,96.608,95.395
1629,N,False,111.62,112.36,112.5,113.24,114.14,115.63,115.52,115.6,115.8,115.22,115.08,114.99,114.83,114.54,114.15,112.97,112.52,112.38,112.69,112.63,111.68,111.79,111.18,110.9,110.73,111.06,111.29,111.08,110.8,110.47,110.34,110.87,111.02,111.27,111.31,111.84,112.49,112.73,112.73,112.74,113.2,113.04,112.91,113.18,113.56,113.09,112.3,111.86,110.74,109.46,108.98,108.69,107.83,106.59,106.46,105.6,105.68,105.38,106.05,106.38,106.73,107.07,107.86,107.95,108.07,109.38,109.78,110.33,111.16,111.65,111.42,111.68,111.57,111.99,112.12,111.64,110.76,109.95,109.98,109.64
1630,N,False,138.46,138.09,137.91,136.93,137.18,136.83,135.4,134.67,135.88,137.6,138.35,139.78,138.68,141.66,140.76,144.12,145.32,146.73,147.54,146.42,144.85,146.38,143.54,145.78,144.59,145.6,143.56,142.25,143.25,144.41,143.63,143.02,144.72,141.95,143.89,143.02,144.97,143.19,143.25,142.81,141.25,143.39,144.93,146.58,145.71,142.95,141.38,141.43,144.24,143.22,144.65,145.31,143.62,143.24,140.77,139.71,136.71,135.12,136.73,134.14,134.28,134.8,132.73,130.76,131.76,134.45,133.01,133.04,134.53,135.85,137.86,138.91,140.04,137.52,138.24,139.42,140.24,139.35,138.89,140.14
