,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30,TOTUSJZ_31,TOTUSJZ_32,TOTUSJZ_33,TOTUSJZ_34,TOTUSJZ_35,TOTUSJZ_36,TOTUSJZ_37,TOTUSJZ_38,TOTUSJZ_39,TOTUSJZ_40,TOTUSJZ_41,TOTUSJZ_42,TOTUSJZ_43,TOTUSJZ_44,TOTUSJZ_45,TOTUSJZ_46,TOTUSJZ_47,TOTUSJZ_48,TOTUSJZ_49,TOTUSJZ_50,TOTUSJZ_51,TOTUSJZ_52,TOTUSJZ_53,TOTUSJZ_54,TOTUSJZ_55
1014,B,False,13293000000000.0,13641000000000.0,13657000000000.0,13674000000000.0,13343000000000.0,13455000000000.0,13647000000000.0,14181000000000.0,14081000000000.0,13857000000000.0,14176000000000.0,14727000000000.0,14576000000000.0,14445000000000.0,14724000000000.0,15102000000000.0,14897000000000.0,14731000000000.0,15051000000000.0,15263000000000.0,15207000000000.0,15025000000000.0,15098000000000.0,15218000000000.0,15453000000000.0,15371000000000.0,15766000000000.0,15919000000000.0,15849000000000.0,16157000000000.0,16678000000000.0,16559000000000.0,16444000000000.0,16363000000000.0,16719000000000.0,16468000000000.0,16617000000000.0,16574000000000.0,16811000000000.0,16376000000000.0,16709000000000.0,16390000000000.0,16516000000000.0,16270000000000.0,16534000000000.0,15932000000000.0,16853000000000.0,16801000000000.0,17173000000000.0,16929000000000.0,17585000000000.0,16980000000000.0,17076000000000.0,17201000000000.0,16810000000000.0
1015,B,True,9043800000000.0,9068900000000.0,9216000000000.0,9101600000000.0,9208600000000.0,9289800000000.0,9034900000000.0,9080300000000.0,9147400000000.0,9282400000000.0,9627900000000.0,9332300000000.0,9708500000000.0,9443500000000.0,9307100000000.0,9143700000000.0,9508500000000.0,9520700000000.0,9847800000000.0,9825100000000.0,9576100000000.0,9693300000000.0,9636000000000.0,9839900000000.0,9639500000000.0,9754300000000.0,9889200000000.0,9613300000000.0,9693000000000.0,9790600000000.0,9534700000000.0,9351600000000.0,9350400000000.0,9404200000000.0,9545800000000.0,9477900000000.0,9460800000000.0,9470300000000.0,9727500000000.0,9715900000000.0,9692300000000.0,9670300000000.0,9883400000000.0,9625700000000.0,9878700000000.0,9665600000000.0,9302900000000.0,9710200000000.0,9787800000000.0,9521200000000.0,9280000000000.0,9325900000000.0,9458200000000.0,9028000000000.0,9025700000000.0
1016,B,False,2722100000000.0,2671000000000.0,2608600000000.0,2574800000000.0,2634900000000.0,2499200000000.0,2798100000000.0,2950400000000.0,3204800000000.0,3271400000000.0,3543900000000.0,3351000000000.0,3364800000000.0,3494500000000.0,3748900000000.0,3694600000000.0,3742700000000.0,3682700000000.0,3687400000000.0,3718900000000.0,4097500000000.0,4069000000000.0,4156500000000.0,4308800000000.0,4537900000000.0,4285600000000.0,4529300000000.0,4534600000000.0,4501700000000.0,4660700000000.0,4670600000000.0,4430400000000.0,4489000000000.0,4631400000000.0,4636700000000.0,4657300000000.0,4626000000000.0,4998300000000.0,4983600000000.0,4693800000000.0,4872500000000.0,4870700000000.0,4943600000000.0,5128400000000.0,5121100000000.0,5155500000000.0,5240900000000.0,5429600000000.0,5501400000000.0,5565500000000.0,6038600000000.0,6109100000000.0,5882800000000.0,6142500000000.0,6010100000000.0
1017,B,False,20754000000000.0,19362000000000.0,19171000000000.0,18823000000000.0,18689000000000.0,18707000000000.0,18636000000000.0,18587000000000.0,18658000000000.0,19050000000000.0,18575000000000.0,18413000000000.0,18774000000000.0,18584000000000.0,19097000000000.0,18953000000000.0,19045000000000.0,18955000000000.0,18761000000000.0,18659000000000.0,18674000000000.0,19174000000000.0,19753000000000.0,19229000000000.0,18926000000000.0,19497000000000.0,19088000000000.0,18781000000000.0,18638000000000.0,18805000000000.0,18522000000000.0,18890000000000.0,19449000000000.0,19099000000000.0,19433000000000.0,19110000000000.0,19088000000000.0,18797000000000.0,19011000000000.0,18807000000000.0,19391000000000.0,19169000000000.0,19414000000000.0,18647000000000.0,19437000000000.0,19676000000000.0,20054000000000.0,19575000000000.0,20048000000000.0,20101000000000.0,20145000000000.0,20221000000000.0,20049000000000.0,20312000000000.0,19838000000000.0
1018,B,False,16869000000000.0,17357000000000.0,17509000000000.0,18048000000000.0,17632000000000.0,17946000000000.0,17516000000000.0,17881000000000.0,17408000000000.0,17403000000000.0,17281000000000.0,17070000000000.0,17071000000000.0,17212000000000.0,16938000000000.0,16896000000000.0,17226000000000.0,17471000000000.0,17627000000000.0,17649000000000.0,18084000000000.0,18063000000000.0,18269000000000.0,18147000000000.0,18254000000000.0,18425000000000.0,18632000000000.0,18792000000000.0,18823000000000.0,19254000000000.0,18988000000000.0,19028000000000.0,19062000000000.0,19209000000000.0,19341000000000.0,19443000000000.0,19117000000000.0,19290000000000.0,19836000000000.0,19890000000000.0,20265000000000.0,20994000000000.0,21344000000000.0,20675000000000.0,20022000000000.0,20321000000000.0,19983000000000.0,19373000000000.0,19114000000000.0,18655000000000.0,17956000000000.0,18444000000000.0,18421000000000.0,18459000000000.0,18867000000000.0
1019,B,False,2569700000000.0,2646300000000.0,2587500000000.0,2698800000000.0,2944000000000.0,2730900000000.0,2709700000000.0,2645200000000.0,2744000000000.0,2865300000000.0,3190100000000.0,3222200000000.0,3053800000000.0,3119100000000.0,3281400000000.0,3137300000000.0,3077900000000.0,3104200000000.0,2990500000000.0,3248100000000.0,2863300000000.0,2968800000000.0,2768500000000.0,2641700000000.0,2821200000000.0,2739400000000.0,2828800000000.0,2740200000000.0,2763400000000.0,2600200000000.0,2555500000000.0,2511700000000.0,2494900000000.0,2428100000000.0,2508200000000.0,2248100000000.0,2277500000000.0,2221600000000.0,2102400000000.0,2190300000000.0,2036200000000.0,2173100000000.0,2058300000000.0,2063600000000.0,2044800000000.0,1990400000000.0,1891000000000.0,1910500000000.0,1816000000000.0,1732000000000.0,1831500000000.0,1707100000000.0,1707200000000.0,1824600000000.0,1948800000000.0
1020,B,True,7180700000000.0,7163000000000.0,7438500000000.0,7465700000000.0,7500300000000.0,7296100000000.0,7461700000000.0,7515300000000.0,7373200000000.0,7300400000000.0,7618800000000.0,8189400000000.0,7794400000000.0,8387100000000.0,8432500000000.0,8303700000000.0,8397100000000.0,8533400000000.0,8542300000000.0,8427500000000.0,8854800000000.0,8879900000000.0,9494500000000.0,9242700000000.0,9498200000000.0,9582000000000.0,9547500000000.0,9581800000000.0,9595200000000.0,9343900000000.0,9141600000000.0,8949500000000.0,9485000000000.0,8944400000000.0,9059400000000.0,8967800000000.0,8222500000000.0,8385700000000.0,8041900000000.0,7871400000000.0,7839700000000.0,8071000000000.0,8073800000000.0,8261500000000.0,8308500000000.0,8591000000000.0,8759700000000.0,8897700000000.0,9021500000000.0,9281500000000.0,9323000000000.0,9425000000000.0,9447800000000.0,9622800000000.0,9518200000000.0
1021,B,False,3533000000000.0,3459000000000.0,3413800000000.0,3408800000000.0,3520300000000.0,3490400000000.0,3509400000000.0,3511200000000.0,3629800000000.0,3651400000000.0,3585900000000.0,3722000000000.0,3608500000000.0,3630400000000.0,3400300000000.0,3417700000000.0,3402800000000.0,3463700000000.0,3634400000000.0,3935000000000.0,3663000000000.0,3584700000000.0,3645400000000.0,3648500000000.0,3770600000000.0,3884700000000.0,3742300000000.0,3623000000000.0,3651000000000.0,3614200000000.0,3680600000000.0,3518800000000.0,3542000000000.0,3652200000000.0,3854800000000.0,3934500000000.0,3802400000000.0,3827700000000.0,3986600000000.0,4242700000000.0,4181100000000.0,4171600000000.0,4148000000000.0,4322300000000.0,4157100000000.0,4331300000000.0,4274800000000.0,4080200000000.0,4152300000000.0,4179800000000.0,4194200000000.0,4117400000000.0,4004100000000.0,4060800000000.0,3966500000000.0
1022,B,False,14100000000000.0,13892000000000.0,13767000000000.0,14059000000000.0,14210000000000.0,14181000000000.0,14213000000000.0,14170000000000.0,14817000000000.0,14931000000000.0,14318000000000.0,14430000000000.0,14552000000000.0,14813000000000.0,14259000000000.0,14186000000000.0,14283000000000.0,13805000000000.0,13963000000000.0,13682000000000.0,14070000000000.0,13384000000000.0,13554000000000.0,12872000000000.0,12687000000000.0,12547000000000.0,13061000000000.0,12753000000000.0,12973000000000.0,12951000000000.0,13428000000000.0,13821000000000.0,14216000000000.0,14192000000000.0,14089000000000.0,14327000000000.0,13870000000000.0,13812000000000.0,13858000000000.0,13610000000000.0,13636000000000.0,13465000000000.0,13483000000000.0,13328000000000.0,13080000000000.0,12795000000000.0,13052000000000.0,13307000000000.0,13310000000000.0,13275000000000.0,13024000000000.0,12975000000000.0,13302000000000.0,13353000000000.0,12984000000000.0
1023,B,False,5778000000000.0,5882300000000.0,5812000000000.0,5873800000000.0,5856000000000.0,5770700000000.0,5920800000000.0,6040800000000.0,5850700000000.0,5995400000000.0,6142900000000.0,6219100000000.0,6365200000000.0,6816700000000.0,6547500000000.0,6648600000000.0,6942000000000.0,7060200000000.0,7315700000000.0,7636900000000.0,7636200000000.0,7660500000000.0,7793800000000.0,7956000000000.0,8160000000000.0,8530900000000.0,8508100000000.0,8447900000000.0,8408900000000.0,8729300000000.0,8553600000000.0,8500800000000.0,8625000000000.0,8352500000000.0,8513700000000.0,8752500000000.0,8803500000000.0,8553600000000.0,8665900000000.0,8354500000000.0,8759600000000.0,8215400000000.0,8154800000000.0,8124700000000.0,8587400000000.0,8180900000000.0,8075900000000.0,8373900000000.0,8196600000000.0,8291800000000.0,7998500000000.0,8328200000000.0,8149300000000.0,7702900000000.0,7869700000000.0
1024,B,False,7439700000000.0,7674300000000.0,7418000000000.0,7512100000000.0,7608700000000.0,7389700000000.0,7621300000000.0,7549100000000.0,7884400000000.0,7804200000000.0,8035500000000.0,8035400000000.0,8241500000000.0,8169000000000.0,8216600000000.0,8045200000000.0,7884000000000.0,7809100000000.0,7726500000000.0,7469800000000.0,7337300000000.0,7527800000000.0,7182200000000.0,7372900000000.0,7397200000000.0,7584600000000.0,7772200000000.0,7691700000000.0,7661700000000.0,7921200000000.0,7903400000000.0,8216600000000.0,8434600000000.0,8285600000000.0,8323800000000.0,7739600000000.0,7941600000000.0,7462800000000.0,7476700000000.0,7071400000000.0,6975400000000.0,6708000000000.0,6579300000000.0,6647900000000.0,6510100000000.0,6265300000000.0,6266200000000.0,6243800000000.0,6213100000000.0,6131300000000.0,6037400000000.0,6030800000000.0,5942100000000.0,5865700000000.0,5877200000000.0
1025,B,False,9176800000000.0,9113600000000.0,9324900000000.0,9311000000000.0,9312500000000.0,9309800000000.0,9236900000000.0,9166600000000.0,9104100000000.0,9314300000000.0,9295100000000.0,9240300000000.0,9416800000000.0,9671800000000.0,9458800000000.0,9731200000000.0,9737300000000.0,9614500000000.0,9925900000000.0,10226000000000.0,10325000000000.0,10078000000000.0,10390000000000.0,10243000000000.0,9924100000000.0,9857800000000.0,9931200000000.0,9755200000000.0,9655800000000.0,9472100000000.0,9587300000000.0,9516000000000.0,9650200000000.0,9600400000000.0,9947300000000.0,10387000000000.0,10294000000000.0,10410000000000.0,10907000000000.0,10939000000000.0,11115000000000.0,11613000000000.0,11856000000000.0,11837000000000.0,11868000000000.0,11800000000000.0,11572000000000.0,11509000000000.0,11267000000000.0,11192000000000.0,10790000000000.0,10342000000000.0,10803000000000.0,10613000000000.0,10586000000000.0
1026,B,False,7947400000000.0,7933200000000.0,8275400000000.0,8149500000000.0,7944700000000.0,8017000000000.0,7713200000000.0,7777600000000.0,7554300000000.0,7648500000000.0,7624400000000.0,7882000000000.0,8076900000000.0,7921400000000.0,8003600000000.0,7851300000000.0,7839100000000.0,7740600000000.0,7708900000000.0,7764200000000.0,7979800000000.0,8220100000000.0,8387000000000.0,8305300000000.0,8406200000000.0,8619100000000.0,8663900000000.0,8648400000000.0,8751300000000.0,8874100000000.0,8863700000000.0,8498700000000.0,8304600000000.0,8543500000000.0,8779100000000.0,8751000000000.0,9352700000000.0,9275500000000.0,9503800000000.0,9548400000000.0,9877900000000.0,10148000000000.0,10179000000000.0,10243000000000.0,10309000000000.0,10511000000000.0,10564000000000.0,10699000000000.0,10929000000000.0,10758000000000.0,10834000000000.0,10674000000000.0,10371000000000.0,10168000000000.0,9889700000000.0
1027,B,False,2024800000000.0,1995200000000.0,2112300000000.0,2079100000000.0,2049000000000.0,2099600000000.0,2057500000000.0,2069500000000.0,2102600000000.0,2126900000000.0,2053500000000.0,1984800000000.0,1996200000000.0,2023400000000.0,2091600000000.0,2006600000000.0,2042300000000.0,2004300000000.0,2014300000000.0,1975000000000.0,1994800000000.0,1874700000000.0,1987600000000.0,1942000000000.0,1982100000000.0,1882300000000.0,1974900000000.0,1894900000000.0,1909900000000.0,1896700000000.0,1780100000000.0,1808700000000.0,1909200000000.0,1869200000000.0,1773700000000.0,1856200000000.0,1814700000000.0,1938900000000.0,1861500000000.0,1812400000000.0,1770100000000.0,1850600000000.0,1946200000000.0,1856800000000.0,2000800000000.0,1933200000000.0,2023800000000.0,1913300000000.0,1975700000000.0,1865400000000.0,1919300000000.0,1943800000000.0,1977900000000.0,2019800000000.0,2109800000000.0
1028,B,False,7498600000000.0,7645800000000.0,7632400000000.0,7941400000000.0,8223300000000.0,7672900000000.0,8082900000000.0,8578400000000.0,8306700000000.0,8403400000000.0,8569700000000.0,8335500000000.0,7983800000000.0,7601100000000.0,8086800000000.0,7872200000000.0,7676800000000.0,7555900000000.0,7305600000000.0,7833600000000.0,7492900000000.0,7869700000000.0,7887500000000.0,7754400000000.0,7565200000000.0,7589000000000.0,7802800000000.0,7844500000000.0,7545600000000.0,7387000000000.0,7505300000000.0,7536400000000.0,7427400000000.0,7306800000000.0,7244600000000.0,7543900000000.0,7642300000000.0,7453300000000.0,7700900000000.0,7457400000000.0,7246400000000.0,7376400000000.0,7320100000000.0,7104300000000.0,7358600000000.0,7160600000000.0,7356800000000.0,7171000000000.0,7367200000000.0,7420200000000.0,7190000000000.0,7341200000000.0,7696600000000.0,7416900000000.0,7121400000000.0
1029,B,True,11661000000000.0,11945000000000.0,11638000000000.0,12039000000000.0,12219000000000.0,11433000000000.0,11606000000000.0,11757000000000.0,11916000000000.0,11803000000000.0,11541000000000.0,11733000000000.0,11842000000000.0,11604000000000.0,11625000000000.0,11684000000000.0,11291000000000.0,11360000000000.0,11204000000000.0,11391000000000.0,11282000000000.0,11345000000000.0,11151000000000.0,11208000000000.0,11342000000000.0,11355000000000.0,11112000000000.0,10814000000000.0,10672000000000.0,10626000000000.0,10559000000000.0,10386000000000.0,10211000000000.0,10331000000000.0,10222000000000.0,10109000000000.0,10034000000000.0,9855900000000.0,10302000000000.0,10381000000000.0,10143000000000.0,11387000000000.0,10233000000000.0,10146000000000.0,10029000000000.0,10063000000000.0,10261000000000.0,10232000000000.0,10360000000000.0,10469000000000.0,10681000000000.0,10746000000000.0,10750000000000.0,10930000000000.0,11037000000000.0
1030,B,True,14488000000000.0,14577000000000.0,14962000000000.0,15141000000000.0,15261000000000.0,15459000000000.0,15508000000000.0,15507000000000.0,15457000000000.0,15547000000000.0,15388000000000.0,15448000000000.0,16147000000000.0,15680000000000.0,15703000000000.0,15345000000000.0,15624000000000.0,15443000000000.0,15677000000000.0,15608000000000.0,15550000000000.0,15563000000000.0,15469000000000.0,15212000000000.0,15224000000000.0,15171000000000.0,15535000000000.0,14971000000000.0,15122000000000.0,15012000000000.0,14699000000000.0,14411000000000.0,14767000000000.0,14903000000000.0,14883000000000.0,14556000000000.0,14625000000000.0,14185000000000.0,14114000000000.0,14173000000000.0,14319000000000.0,13710000000000.0,13990000000000.0,14293000000000.0,13869000000000.0,13728000000000.0,13841000000000.0,14017000000000.0,13635000000000.0,13941000000000.0,14039000000000.0,13981000000000.0,13934000000000.0,13996000000000.0,14309000000000.0
1031,B,False,1347300000000.0,1307300000000.0,1465300000000.0,1375100000000.0,1327800000000.0,1445400000000.0,1355500000000.0,1367600000000.0,1403300000000.0,1442200000000.0,1480000000000.0,1478500000000.0,1444100000000.0,1567100000000.0,1610900000000.0,1541100000000.0,1634400000000.0,1679500000000.0,1608800000000.0,1652200000000.0,1725900000000.0,1633800000000.0,1676600000000.0,1661200000000.0,1669900000000.0,1659500000000.0,1897800000000.0,1769900000000.0,1673200000000.0,1675600000000.0,1771700000000.0,1876400000000.0,1881300000000.0,1998400000000.0,1893600000000.0,2021300000000.0,1897100000000.0,1924200000000.0,2042200000000.0,2027600000000.0,2098400000000.0,2062700000000.0,2106300000000.0,2133300000000.0,2020400000000.0,2111000000000.0,1975400000000.0,2052300000000.0,1989900000000.0,1934100000000.0,1957600000000.0,2164200000000.0,2083000000000.0,2168300000000.0,2120600000000.0
1032,B,False,8353200000000.0,8520900000000.0,8421600000000.0,8448000000000.0,8118000000000.0,8421200000000.0,8551700000000.0,8536100000000.0,8490800000000.0,8506300000000.0,8821700000000.0,8768000000000.0,8764700000000.0,8683000000000.0,8679000000000.0,8855800000000.0,8589500000000.0,8598800000000.0,8371500000000.0,8288400000000.0,8154800000000.0,8167800000000.0,8034300000000.0,7936600000000.0,7989000000000.0,8104400000000.0,8142200000000.0,7963200000000.0,7933800000000.0,8097700000000.0,7985500000000.0,8095700000000.0,8041300000000.0,8202800000000.0,8214900000000.0,8389600000000.0,8572300000000.0,8507300000000.0,8495700000000.0,8569100000000.0,8624400000000.0,8539600000000.0,8587200000000.0,8544500000000.0,8259000000000.0,8578600000000.0,8617200000000.0,8301500000000.0,8164300000000.0,7919100000000.0,7744500000000.0,7702500000000.0,7799100000000.0,7400100000000.0,7501700000000.0
1033,B,False,25395000000000.0,25339000000000.0,24780000000000.0,24639000000000.0,24394000000000.0,24377000000000.0,23363000000000.0,23215000000000.0,23084000000000.0,22651000000000.0,22643000000000.0,23021000000000.0,22276000000000.0,22525000000000.0,22650000000000.0,22762000000000.0,23302000000000.0,23090000000000.0,22895000000000.0,24217000000000.0,24489000000000.0,24025000000000.0,24248000000000.0,25057000000000.0,24839000000000.0,25075000000000.0,25333000000000.0,25660000000000.0,25944000000000.0,25712000000000.0,25553000000000.0,26041000000000.0,26246000000000.0,25577000000000.0,26119000000000.0,26255000000000.0,26107000000000.0,25930000000000.0,26523000000000.0,26593000000000.0,26400000000000.0,26558000000000.0,27460000000000.0,27901000000000.0,28266000000000.0,28656000000000.0,28793000000000.0,29063000000000.0,29598000000000.0,30047000000000.0,29506000000000.0,28747000000000.0,28149000000000.0,27067000000000.0,27573000000000.0
1034,B,False,2983000000000.0,3330600000000.0,3389100000000.0,3161700000000.0,3153700000000.0,2829000000000.0,2839300000000.0,2731400000000.0,2532600000000.0,2606800000000.0,2486100000000.0,2558900000000.0,2692700000000.0,2680900000000.0,2550700000000.0,2871000000000.0,2772300000000.0,2882000000000.0,2685200000000.0,2941100000000.0,3004400000000.0,3041500000000.0,3057100000000.0,3137100000000.0,3183600000000.0,3086300000000.0,3088400000000.0,2949900000000.0,3101600000000.0,3027700000000.0,3202200000000.0,3382500000000.0,3572600000000.0,3479500000000.0,3255200000000.0,3499100000000.0,3681300000000.0,3471100000000.0,3603200000000.0,3623200000000.0,3679500000000.0,3864000000000.0,4055500000000.0,4199300000000.0,4079700000000.0,4361500000000.0,4113800000000.0,4167200000000.0,3997400000000.0,4279400000000.0,4376400000000.0,4253000000000.0,4210600000000.0,4049300000000.0,4103400000000.0
1035,B,False,3885500000000.0,4177100000000.0,4295000000000.0,4348500000000.0,4505000000000.0,4800500000000.0,4582200000000.0,4662000000000.0,4628300000000.0,4375400000000.0,4301600000000.0,4659900000000.0,4493700000000.0,4684500000000.0,4524100000000.0,4559100000000.0,4680600000000.0,4893800000000.0,5144100000000.0,5116600000000.0,5209600000000.0,5024900000000.0,5082400000000.0,4977700000000.0,5076800000000.0,5173300000000.0,4945000000000.0,5030800000000.0,5277900000000.0,5218500000000.0,4933400000000.0,4967500000000.0,5030600000000.0,4814100000000.0,4532100000000.0,4770600000000.0,4488300000000.0,4648400000000.0,4835900000000.0,4913900000000.0,4681100000000.0,4856500000000.0,4792000000000.0,4793400000000.0,4912300000000.0,4666000000000.0,4668600000000.0,4619600000000.0,4726900000000.0,4986900000000.0,4581200000000.0,4475600000000.0,4622700000000.0,4454500000000.0,4309800000000.0
1036,B,False,2807600000000.0,2905600000000.0,2703900000000.0,2698500000000.0,2847300000000.0,2845600000000.0,2822000000000.0,2806800000000.0,2851400000000.0,2758200000000.0,2737200000000.0,2677800000000.0,2718800000000.0,2855100000000.0,2888700000000.0,2801400000000.0,2719100000000.0,2644900000000.0,2463200000000.0,2569300000000.0,2710000000000.0,2727200000000.0,2660900000000.0,2741800000000.0,2876600000000.0,3073500000000.0,2895700000000.0,3005900000000.0,2995300000000.0,3113000000000.0,3119800000000.0,3180800000000.0,3181000000000.0,3109600000000.0,3191600000000.0,3578900000000.0,3618300000000.0,3547400000000.0,3527700000000.0,3577000000000.0,3510800000000.0,3533200000000.0,3479200000000.0,3521500000000.0,3501100000000.0,3477500000000.0,3733700000000.0,3798400000000.0,3593100000000.0,3576700000000.0,3628700000000.0,3598300000000.0,3717200000000.0,3817000000000.0,3677400000000.0
1037,B,True,5251600000000.0,5349500000000.0,5125100000000.0,5175200000000.0,5207100000000.0,5224100000000.0,5210000000000.0,5134400000000.0,5332800000000.0,5349800000000.0,5345600000000.0,5304600000000.0,5345100000000.0,5314800000000.0,5372900000000.0,5296900000000.0,5321200000000.0,5598100000000.0,5657800000000.0,5758100000000.0,5725800000000.0,6051900000000.0,5743600000000.0,5762300000000.0,5756100000000.0,5778300000000.0,5589600000000.0,5575400000000.0,5709500000000.0,5885300000000.0,6028400000000.0,5872500000000.0,5956600000000.0,6048700000000.0,6073300000000.0,6351300000000.0,6237800000000.0,6464000000000.0,6301500000000.0,6318100000000.0,6292500000000.0,6463600000000.0,6347200000000.0,6206200000000.0,6074700000000.0,6198200000000.0,6296100000000.0,6107800000000.0,6233100000000.0,6282100000000.0,6142100000000.0,6214800000000.0,6287100000000.0,6256700000000.0,6334800000000.0
1038,B,False,7529700000000.0,7648900000000.0,7355800000000.0,7550700000000.0,7375600000000.0,7361100000000.0,7666700000000.0,7721500000000.0,7918500000000.0,7885100000000.0,7973600000000.0,7964400000000.0,7844500000000.0,7816100000000.0,7976000000000.0,8261600000000.0,8407300000000.0,8348400000000.0,8309200000000.0,8509800000000.0,8580000000000.0,8680900000000.0,8677500000000.0,8516600000000.0,8539100000000.0,8556100000000.0,8613500000000.0,8477400000000.0,8378700000000.0,8488600000000.0,8342300000000.0,8173700000000.0,8340600000000.0,8354300000000.0,8482700000000.0,8554300000000.0,8408800000000.0,8412400000000.0,8593200000000.0,8867500000000.0,8925200000000.0,9588600000000.0,9472400000000.0,9339200000000.0,9648000000000.0,9411700000000.0,9683600000000.0,9317100000000.0,9220000000000.0,9161400000000.0,9362900000000.0,9017000000000.0,9023000000000.0,8836900000000.0,8923600000000.0
1039,B,False,19818000000000.0,19918000000000.0,19793000000000.0,19731000000000.0,19927000000000.0,19647000000000.0,19676000000000.0,19711000000000.0,19778000000000.0,19972000000000.0,19671000000000.0,19624000000000.0,20108000000000.0,20972000000000.0,20583000000000.0,20628000000000.0,20821000000000.0,20862000000000.0,21187000000000.0,20873000000000.0,21167000000000.0,20821000000000.0,20709000000000.0,20504000000000.0,20552000000000.0,20596000000000.0,20331000000000.0,20311000000000.0,20325000000000.0,20454000000000.0,20242000000000.0,20117000000000.0,20149000000000.0,20351000000000.0,20455000000000.0,20536000000000.0,20866000000000.0,20701000000000.0,21272000000000.0,21270000000000.0,21965000000000.0,22401000000000.0,22706000000000.0,23264000000000.0,23418000000000.0,24074000000000.0,24043000000000.0,23654000000000.0,23659000000000.0,23757000000000.0,23544000000000.0,23346000000000.0,23229000000000.0,22954000000000.0,22323000000000.0
1040,B,False,4588500000000.0,4641300000000.0,5038600000000.0,5271500000000.0,4974000000000.0,4634100000000.0,4431900000000.0,4148300000000.0,4150900000000.0,4060400000000.0,4238600000000.0,4186800000000.0,4289800000000.0,4163300000000.0,4037800000000.0,4169700000000.0,4040700000000.0,4167400000000.0,4068300000000.0,4135500000000.0,4084600000000.0,4450000000000.0,4712500000000.0,4344400000000.0,4437800000000.0,4480500000000.0,4386600000000.0,4538200000000.0,4681100000000.0,4406400000000.0,4289900000000.0,4340500000000.0,4601400000000.0,4359600000000.0,4366000000000.0,4440500000000.0,4542400000000.0,4309700000000.0,4305700000000.0,4392600000000.0,4189200000000.0,4268000000000.0,4183300000000.0,4249700000000.0,4239500000000.0,4448600000000.0,4170200000000.0,4245300000000.0,4222000000000.0,4251800000000.0,4117200000000.0,4267200000000.0,4110400000000.0,4033800000000.0,4312700000000.0
1041,B,True,4924800000000.0,4899900000000.0,4668300000000.0,4564000000000.0,4795100000000.0,6419100000000.0,4437600000000.0,4385400000000.0,4296100000000.0,4125000000000.0,3951100000000.0,3938300000000.0,3770200000000.0,3936000000000.0,3933800000000.0,4100400000000.0,4019200000000.0,3891200000000.0,3818000000000.0,4038800000000.0,3872400000000.0,3760000000000.0,3861800000000.0,4042500000000.0,4034800000000.0,4265600000000.0,4200100000000.0,4373700000000.0,4326100000000.0,4218000000000.0,4332900000000.0,4118900000000.0,4271400000000.0,3950800000000.0,3629600000000.0,3520200000000.0,3501800000000.0,3383300000000.0,3401400000000.0,3452400000000.0,3371300000000.0,3372200000000.0,3478900000000.0,3159900000000.0,3309200000000.0,3185300000000.0,3194100000000.0,3025500000000.0,3281100000000.0,3299200000000.0,3202000000000.0,3320300000000.0,3366700000000.0,3170000000000.0,3392200000000.0
1042,B,False,9520700000000.0,9847800000000.0,9825100000000.0,9576100000000.0,9693300000000.0,9636000000000.0,9839900000000.0,9639500000000.0,9754300000000.0,9889200000000.0,9613300000000.0,9693000000000.0,9790600000000.0,9534700000000.0,9351600000000.0,9350400000000.0,9404200000000.0,9545800000000.0,9477900000000.0,9460800000000.0,9470300000000.0,9727500000000.0,9715900000000.0,9692300000000.0,9670300000000.0,9883400000000.0,9625700000000.0,9878700000000.0,9665600000000.0,9302900000000.0,9710200000000.0,9787800000000.0,9521200000000.0,9280000000000.0,9325900000000.0,9458200000000.0,9028000000000.0,9025700000000.0,8858200000000.0,9037300000000.0,9324200000000.0,9209800000000.0,9354700000000.0,9471900000000.0,9322600000000.0,9496800000000.0,9561700000000.0,9742100000000.0,9502100000000.0,9642200000000.0,9473300000000.0,9616000000000.0,9749400000000.0,9549100000000.0,9507500000000.0
