,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15,slf_16,slf_17,slf_18,slf_19,slf_20,slf_21,slf_22,slf_23,slf_24,slf_25,slf_26,slf_27,slf_28,slf_29,slf_30,slf_31,slf_32,slf_33,slf_34,slf_35
295,M,False,21.991,24.781,24.32,23.845,25.572,23.849,14.226,24.489,14.424,17.349,25.481,11.981,13.827,13.369,14.375,16.39,22.095,12.97,10.461,11.016,12.308,10.907,11.76,13.733,11.061,14.043,11.736,12.296,13.553,13.071,12.452,12.704,11.086,10.346,15.39
296,M,False,32.212,32.225,32.951,30.028,23.549,17.232,18.485,13.453,18.171,15.543,11.803,11.87,13.187,13.556,17.697,14.474,20.16,15.663,20.985,11.323,11.772,16.542,6.9772,12.608,7.2196,9.6827,5.2754,6.919,6.2882,6.1843,6.7683,6.2364,6.9571,5.0066,7.0474
297,M,False,13.188,13.249,13.513,13.376,13.391,13.551,13.543,13.902,13.594,13.776,13.769,13.817,13.922,13.993,14.024,14.2,14.202,14.386,14.351,14.173,14.057,14.327,14.452,14.631,14.995,14.662,15.066,15.328,15.195,15.39,15.523,15.598,15.357,15.245,15.004
298,M,True,9.1305,9.0991,9.0977,9.1321,9.118,9.119,9.305,9.2726,9.3387,9.2339,9.1438,9.2117,9.173,8.9679,9.0271,9.0852,8.9945,8.9394,9.0211,9.0136,9.032,9.0649,9.0903,9.0535,8.9531,8.9936,8.9632,9.0797,8.9446,8.9686,8.9834,8.9642,8.9779,8.9103,8.9459
299,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,M,False,12.746,15.513,13.054,12.797,12.588,14.497,14.659,12.345,14.958,15.275,13.335,13.654,21.094,20.521,19.997,14.42,20.066,14.206,14.063,20.648,14.187,20.789,26.177,20.772,20.009,25.793,19.882,24.47,19.029,19.522,19.332,24.405,18.823,23.949,17.632
301,M,False,4.7027,5.9109,6.3972,6.2837,5.7916,7.011,6.5495,6.2642,7.4181,8.2393,7.4822,7.8219,8.3354,8.0743,7.7733,9.1677,9.094,9.2071,8.4407,9.2856,9.7114,10.655,9.066,8.3175,8.8245,8.8728,9.9349,9.4979,10.549,8.9006,11.762,10.476,10.708,9.0843,11.155
302,M,False,9.2071,8.4407,9.2856,9.7114,10.655,9.066,8.3175,8.8245,8.8728,9.9349,9.4979,10.549,8.9006,11.762,10.476,10.708,9.0843,11.155,9.0965,10.182,9.4191,7.0375,2.855,3.9775,2.8186,2.8927,2.5572,2.9476,2.6078,2.5862,5.3363,2.7746,2.4791,2.4971,5.7931
303,M,False,7.0375,2.855,3.9775,2.8186,2.8927,2.5572,2.9476,2.6078,2.5862,5.3363,2.7746,2.4791,2.4971,5.7931,6.8654,5.0597,5.7791,5.1991,6.2988,6.5743,7.4563,6.782,7.9345,8.3876,8.2843,9.1456,8.9308,9.1555,8.2028,9.5808,9.1976,9.6271,10.705,11.664,10.199
304,M,False,2.5572,2.9476,2.6078,2.5862,5.3363,2.7746,2.4791,2.4971,5.7931,6.8654,5.0597,5.7791,5.1991,6.2988,6.5743,7.4563,6.782,7.9345,8.3876,8.2843,9.1456,8.9308,9.1555,8.2028,9.5808,9.1976,9.6271,10.705,11.664,10.199,9.8231,9.3569,11.172,10.955,10.524
305,M,False,11.172,10.955,10.524,10.826,8.8928,8.5719,8.6955,9.6306,9.3542,9.5413,7.9635,7.1022,7.5446,7.4019,7.3071,4.7565,5.1398,5.5921,5.7626,5.9318,5.9041,5.717,5.6644,5.4962,5.5062,5.3474,5.3487,5.1907,5.2241,5.27,5.1286,5.1393,5.1967,3.3857,3.6672
306,M,False,4.7565,5.1398,5.5921,5.7626,5.9318,5.9041,5.717,5.6644,5.4962,5.5062,5.3474,5.3487,5.1907,5.2241,5.27,5.1286,5.1393,5.1967,3.3857,3.6672,3.6549,5.133,5.2535,5.4991,5.7004,5.6794,5.7398,5.9424,6.0229,6.3831,6.7509,7.5541,8.2044,8.8755,8.8223
307,M,True,20.63,12.679,17.748,20.37,17.817,14.745,13.51,21.339,18.837,18.251,19.38,14.859,12.145,15.716,14.556,14.802,15.477,14.337,11.288,13.71,20.247,11.119,19.732,14.472,11.141,17.546,16.776,17.921,10.767,22.04,11.377,18.964,16.429,17.54,16.409
308,M,False,21.339,18.837,18.251,19.38,14.859,12.145,15.716,14.556,14.802,15.477,14.337,11.288,13.71,20.247,11.119,19.732,14.472,11.141,17.546,16.776,17.921,10.767,22.04,11.377,18.964,16.429,17.54,16.409,11.4,17.961,16.288,18.487,22.211,16.35,11.535
309,M,True,8.0321,7.9871,7.9396,7.9797,7.8434,8.006,8.0879,8.0437,7.9323,8.0074,8.1104,7.9717,7.9219,7.969,8.0149,8.0142,7.8953,7.9294,7.9343,7.9099,7.8085,7.8163,7.8872,7.8895,7.8163,7.7764,7.6876,7.6283,7.6939,7.7271,7.6844,7.6201,7.5185,7.4963,7.4602
310,M,False,7.7271,7.6844,7.6201,7.5185,7.4963,7.4602,7.5578,7.4722,7.5495,7.5539,7.5114,7.6118,7.5117,7.5381,7.4889,7.554,7.5951,7.6483,7.6057,7.5356,7.4638,7.4835,7.4324,7.402,7.4685,7.4347,7.6107,7.5692,7.4091,7.4071,7.2826,7.3917,7.3011,7.284,7.2809
311,M,True,24.513,24.619,24.539,24.031,24.024,23.706,23.884,23.739,23.897,23.636,23.631,23.072,23.199,23.247,23.333,23.336,23.388,23.115,24.117,23.613,23.494,23.766,23.75,23.706,21.124,20.815,20.798,20.998,20.993,21.166,21.134,20.916,20.754,20.666,21.199
312,M,True,5.7769,5.7565,5.738,5.76,5.6939,5.711,5.7559,5.7493,5.7449,5.7206,5.6771,5.6764,5.6668,5.642,5.5894,5.6312,5.5645,5.5429,5.5215,5.5018,5.4807,5.4659,5.4573,5.477,5.472,5.4908,5.4536,5.4593,5.446,5.4699,5.4266,5.4863,5.4792,5.4325,5.433
313,M,False,5.6764,5.6668,5.642,5.5894,5.6312,5.5645,5.5429,5.5215,5.5018,5.4807,5.4659,5.4573,5.477,5.472,5.4908,5.4536,5.4593,5.446,5.4699,5.4266,5.4863,5.4792,5.4325,5.433,5.4468,5.4417,5.4019,5.3595,5.4142,5.3733,5.3813,5.3455,5.3637,5.3346,5.3085
314,M,False,5.433,5.4468,5.4417,5.4019,5.3595,5.4142,5.3733,5.3813,5.3455,5.3637,5.3346,5.3085,5.3018,5.2886,5.3127,5.2905,5.3007,5.3049,5.2142,5.1917,5.1806,5.2065,5.2227,5.1682,5.1934,5.1864,5.1878,5.1963,5.2072,5.2007,5.2243,5.1574,5.1513,5.1422,5.1307
315,M,False,20.286,20.037,19.918,20.1,19.848,19.734,19.375,19.158,19.02,18.786,18.698,18.496,18.345,18.052,18.195,18.198,18.323,18.418,17.981,17.917,18.183,18.205,17.6,17.028,17.288,17.041,16.946,17.057,17.138,17.177,16.852,16.857,16.828,16.405,16.44
316,M,False,5.1806,5.2065,5.2227,5.1682,5.1934,5.1864,5.1878,5.1963,5.2072,5.2007,5.2243,5.1574,5.1513,5.1422,5.1307,5.1565,5.0994,5.1211,5.1436,5.1614,5.0938,5.1103,5.1259,5.0884,5.0944,5.0646,5.0826,5.0836,5.1263,5.0937,5.1183,5.0512,5.0656,5.0569,5.0391
317,M,False,5.1211,5.1436,5.1614,5.0938,5.1103,5.1259,5.0884,5.0944,5.0646,5.0826,5.0836,5.1263,5.0937,5.1183,5.0512,5.0656,5.0569,5.0391,5.0163,5.0637,5.0456,5.0665,5.0402,5.0214,5.0052,4.9885,4.9701,5.0038,4.9656,4.9464,4.886,4.8554,4.9197,4.849,4.8513
318,M,False,16.851,16.769,16.743,16.897,17.25,17.045,16.732,16.947,17.418,17.522,17.337,17.576,17.578,17.406,17.583,17.59,17.753,17.495,17.457,17.417,17.275,16.973,17.019,17.036,17.001,17.098,17.243,17.412,17.219,16.697,16.578,16.645,16.724,16.49,16.386
319,M,True,4.4573,4.4577,4.4694,4.4769,4.4785,4.4671,4.5064,4.5104,4.4943,4.5019,4.501,4.5071,4.5154,4.5228,4.508,6.2741,4.5106,4.4794,5.9983,6.3016,4.4623,4.4831,4.4703,4.4978,6.3379,6.3961,6.3218,6.3008,6.3413,6.36,6.4195,6.139,6.1849,6.3189,6.2863
320,M,False,6.3413,6.36,6.4195,6.139,6.1849,6.3189,6.2863,6.293,6.3358,6.3521,6.3347,6.3208,6.2938,6.3734,6.41,6.3562,6.3589,6.3422,6.3568,6.4352,6.3723,6.4242,6.3783,6.4355,6.4474,6.4337,6.4071,6.3794,6.3282,6.3665,6.4282,6.3524,6.3383,6.3995,6.4176
321,M,False,6.3665,6.4282,6.3524,6.3383,6.3995,6.4176,6.3794,6.4162,6.3793,6.3293,6.3598,6.3734,6.337,6.3944,6.3828,6.3949,6.3157,6.4114,6.3043,6.2794,6.3102,6.3615,6.3935,6.4129,6.3643,6.3586,6.4127,6.4757,6.4476,6.4806,6.4176,6.4976,6.486,6.5479,6.5767
322,M,False,7.7077,7.6572,7.7002,7.6734,7.7639,7.7747,7.7131,7.7619,7.8192,7.8133,7.7726,7.7766,7.8478,7.8039,7.7798,7.8468,7.8339,7.8518,7.8705,7.9343,8.0282,8.111,8.0768,8.1103,8.0666,8.112,8.1734,8.1049,8.0831,8.1167,8.1945,8.1949,8.2791,8.2571,8.224
323,M,True,9.9042,9.8493,9.9224,9.8376,9.9671,9.9221,10.003,10.027,10.107,10.18,10.149,10.316,10.354,10.304,10.26,10.256,10.258,10.281,10.335,10.237,10.217,10.232,10.278,10.534,10.521,10.463,10.329,10.459,10.499,10.322,10.434,10.363,10.276,4.8038,4.734
324,M,False,10.322,10.434,10.363,10.276,4.8038,4.734,4.7416,10.443,10.142,10.259,10.21,4.7763,4.7969,4.7933,10.326,10.337,10.291,10.211,10.189,4.8392,10.274,10.202,10.189,4.816,4.699,4.6564,4.7175,4.7233,4.822,4.8154,4.808,4.7819,4.7915,4.8569,4.8517
325,M,False,8.3417,8.2149,8.4767,8.484,8.4344,8.5577,8.6214,8.5417,8.334,8.4948,8.5302,8.529,8.6089,8.791,8.7175,8.7135,8.8387,8.9284,8.9073,8.8364,8.8874,8.9517,9.0853,8.9839,8.9911,8.9206,8.9495,9.0224,8.9615,8.7839,8.939,9.0483,8.9162,8.9569,9.0008
326,M,True,32.78,32.417,32.078,32.285,32.094,31.952,31.253,30.915,30.465,30.264,30.943,30.321,29.485,29.862,29.665,29.378,28.773,28.592,28.305,28.667,28.439,28.46,28.657,28.439,28.683,28.909,28.042,27.928,27.529,27.523,27.679,28.027,27.279,27.478,27.158
327,M,True,22.825,22.553,22.629,22.696,22.312,22.215,21.023,20.95,20.774,20.371,20.332,20.163,20.214,19.965,20.131,20.054,19.717,19.822,19.823,19.867,19.465,19.219,19.336,19.366,19.079,18.837,18.71,18.794,18.872,18.999,18.807,18.968,19.068,18.986,19.222
328,M,True,19.717,19.822,19.823,19.867,19.465,19.219,19.336,19.366,19.079,18.837,18.71,18.794,18.872,18.999,18.807,18.968,19.068,18.986,19.222,18.9,19.007,19.13,18.955,18.792,19.258,19.074,19.249,19.468,19.108,18.789,18.319,18.647,18.429,18.508,18.469
329,M,True,14.835,14.781,14.992,14.483,14.489,14.512,14.746,14.941,14.923,14.765,14.82,15.132,15.152,15.303,15.26,15.09,15.125,15.091,15.033,15.037,14.622,14.794,14.659,14.373,14.721,14.668,14.493,14.436,14.575,14.647,14.307,14.288,14.314,14.388,14.376
330,M,True,14.512,14.746,14.941,14.923,14.765,14.82,15.132,15.152,15.303,15.26,15.09,15.125,15.091,15.033,15.037,14.622,14.794,14.659,14.373,14.721,14.668,14.493,14.436,14.575,14.647,14.307,14.288,14.314,14.388,14.376,14.207,14.106,14.119,14.124,13.786
331,M,False,14.794,14.659,14.373,14.721,14.668,14.493,14.436,14.575,14.647,14.307,14.288,14.314,14.388,14.376,14.207,14.106,14.119,14.124,13.786,13.577,13.439,13.47,13.536,13.403,13.327,13.254,13.568,13.358,13.234,13.323,13.459,13.169,12.994,12.879,13.008
332,M,True,10.301,10.252,10.293,10.443,10.577,10.491,10.481,10.391,10.518,10.534,10.586,10.465,10.261,10.249,10.283,10.199,10.331,10.356,10.313,10.294,10.39,10.357,10.37,10.205,10.222,10.298,10.303,10.302,10.44,10.427,10.327,10.335,10.36,10.398,10.375
333,M,False,10.572,10.302,10.37,10.272,10.235,10.123,10.142,10.271,10.149,10.197,10.229,10.322,10.156,10.152,10.1,10.113,10.039,9.8666,9.7296,9.9998,9.9736,9.8669,9.8544,9.9713,9.9354,9.7705,9.8869,9.8814,9.8587,9.8742,9.865,9.8679,9.8202,9.8508,9.8917
334,M,False,10.123,10.142,10.271,10.149,10.197,10.229,10.322,10.156,10.152,10.1,10.113,10.039,9.8666,9.7296,9.9998,9.9736,9.8669,9.8544,9.9713,9.9354,9.7705,9.8869,9.8814,9.8587,9.8742,9.865,9.8679,9.8202,9.8508,9.8917,10.015,9.9496,9.8009,9.7535,9.6447
335,M,False,9.8669,9.8544,9.9713,9.9354,9.7705,9.8869,9.8814,9.8587,9.8742,9.865,9.8679,9.8202,9.8508,9.8917,10.015,9.9496,9.8009,9.7535,9.6447,9.5657,9.5203,9.6199,9.5524,9.6225,9.4933,9.4827,9.4942,9.5877,9.6339,9.4657,9.4135,9.4155,9.4817,9.6215,9.4648
336,M,False,13.314,13.254,13.361,13.586,13.78,14.188,13.833,14.371,14.408,14.318,14.366,14.191,14.256,14.345,14.177,14.313,14.451,14.646,14.609,14.631,14.417,14.234,14.561,14.507,14.486,14.549,14.41,14.299,14.582,14.342,14.139,14.454,14.111,14.299,14.086
337,M,False,9.1018,9.1647,9.1893,0.0,0.0,0.0,0.0,0.0,3.2329,3.2554,3.3281,3.2614,3.2861,3.2645,3.2463,3.3551,3.3663,3.416,3.3323,3.4313,3.4767,3.4875,3.528,3.6364,3.5735,3.6016,3.711,3.3821,3.3826,3.4587,3.5345,3.504,3.5352,3.5055,3.5248
338,M,False,20.89,19.24,21.597,21.481,21.213,21.383,21.632,21.969,21.449,21.216,21.683,21.209,21.352,21.683,21.345,21.372,22.101,22.368,21.814,22.328,22.203,21.542,22.194,21.754,21.713,21.984,21.734,22.016,21.848,21.959,22.267,22.222,22.177,22.811,22.634
339,M,False,88.042,90.18,83.952,86.001,84.108,77.329,82.234,79.367,82.824,81.301,78.701,73.818,76.94,78.262,79.64,82.725,79.027,78.143,70.113,72.718,79.428,78.435,78.777,77.767,69.203,73.483,73.068,79.488,84.59,92.678,92.996,85.874,78.222,73.365,74.771
340,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,M,False,154.64,157.27,155.53,149.71,152.12,149.75,151.04,150.84,145.42,149.74,148.19,143.85,141.73,144.28,138.65,138.19,138.38,141.52,134.65,126.55,122.68,124.49,117.4,116.81,115.8,119.23,112.77,111.74,107.24,104.6,104.57,102.05,99.477,97.096,95.924
342,M,True,8.5994,13.739,10.971,25.561,30.254,17.9,28.205,19.697,15.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8028,3.049,3.3496,0.0,3.6868,3.745,3.1254,2.6593,3.1581,3.4595,0.0,50.476,49.627,43.68,44.197,44.133,40.746,38.368,37.78,37.49,35.363
344,M,True,37.78,37.49,35.363,32.346,31.996,31.557,31.885,29.214,30.703,32.451,32.805,29.23,30.376,30.355,29.713,30.212,32.122,35.034,29.224,35.599,35.589,34.8,34.112,26.568,29.14,27.317,30.623,25.675,26.368,26.827,23.678,26.071,24.588,23.106,21.595
345,M,False,18.384,18.132,18.632,17.919,17.463,17.516,17.711,18.136,17.636,16.538,16.857,15.764,15.403,15.332,14.467,13.838,13.786,13.87,13.9,13.993,14.098,14.12,14.379,14.28,14.076,13.598,13.263,12.811,12.622,12.809,12.697,13.609,13.972,13.891,14.025
346,M,True,18.422,18.675,18.756,19.025,18.675,19.25,19.172,19.416,20.026,19.531,19.969,19.86,19.714,20.8,20.871,21.047,21.826,21.838,20.318,20.079,20.117,20.286,19.563,19.299,19.529,19.551,19.651,20.967,20.692,20.199,19.751,20.373,21.216,21.328,21.535
347,M,False,7.8907,4.6883,11.765,7.3979,5.8456,5.8552,7.6716,12.916,15.185,9.472,5.22,68.674,3.4624,11.084,15.439,81.065,62.096,9.8985,6.4081,17.03,9.4245,12.639,5.5503,10.345,8.4676,3.1113,2.752,4.17,4.5829,2.1162,3.7992,3.1797,2.1568,2.5961,2.7544
348,M,True,15.946,16.062,16.068,16.22,16.299,16.249,18.787,16.292,16.385,16.729,16.739,16.745,17.033,17.492,17.667,17.394,17.288,17.488,17.984,19.52,17.928,17.821,18.003,18.784,18.681,20.244,20.586,20.295,19.379,19.793,20.061,19.506,20.017,20.353,20.348
349,M,True,24.298,24.45,20.3,20.059,20.272,21.278,22.61,22.78,22.783,22.102,21.307,22.093,28.283,21.654,21.526,21.898,22.35,22.361,22.163,24.554,25.892,24.153,23.705,22.719,23.044,25.424,24.763,22.799,24.832,25.66,25.567,26.107,25.304,25.558,24.759
350,M,False,71.743,77.884,74.736,69.339,61.151,80.635,83.772,93.62,80.279,66.624,66.012,78.11,99.43,136.46,72.329,104.57,88.411,68.648,88.614,84.536,81.157,107.59,49.272,4.183,34.633,9.1646,10.098,6.7956,13.975,2.3617,7.3783,3.8628,4.0053,4.5755,5.6633
351,M,False,14.606,14.316,14.331,14.441,14.301,14.164,14.352,14.276,14.318,14.321,14.297,14.443,14.432,14.393,14.476,14.309,14.403,14.62,14.677,14.689,14.631,14.541,14.849,14.898,14.817,14.939,14.966,14.983,14.938,15.184,15.189,15.105,15.105,15.087,15.241
352,M,False,30.755,30.514,30.688,30.778,30.6,30.776,30.663,30.273,30.336,30.431,30.78,30.866,30.846,31.093,31.012,30.776,30.575,30.64,30.527,30.762,30.53,30.858,30.515,31.202,32.067,31.139,30.141,29.503,30.065,29.408,28.096,28.582,28.742,27.837,28.612
353,M,False,6.4293,6.5934,6.7751,6.9128,6.9352,6.9939,6.7401,6.2552,6.3142,6.228,6.3383,6.4029,6.5532,6.626,6.3074,6.3901,7.317,6.9284,6.8733,7.3186,7.4422,7.5776,7.7985,8.2701,8.8277,9.2117,9.3971,9.2235,8.7546,8.6332,6.9495,7.0046,9.0225,9.6294,9.6652
354,M,False,5.7142,5.5968,5.7712,5.8091,5.8302,5.8329,5.7436,5.8933,5.9404,6.0622,5.9867,5.9715,6.0057,6.271,6.3078,6.0084,5.9999,6.0412,6.1256,6.12,6.0989,6.1863,6.3026,6.3887,6.3121,6.3727,6.2949,6.2666,6.187,6.334,6.4177,6.3085,6.1393,6.3957,6.3338
355,M,False,99.744,95.018,98.268,0.0,99.931,0.0,99.336,0.0,97.895,99.607,97.015,54.927,54.285,53.209,93.291,96.824,53.843,96.219,53.386,53.317,53.075,54.187,93.472,53.577,95.71,51.416,94.18,50.952,52.557,52.368,50.523,50.33,49.782,51.562,50.934
356,M,False,50.466,50.937,53.876,51.269,53.344,52.807,56.429,55.104,56.214,59.568,54.393,56.541,60.897,65.029,65.99,67.66,65.357,65.927,69.645,72.423,68.0,69.395,74.063,71.545,69.208,73.069,69.16,66.555,68.649,62.765,65.06,65.269,65.857,62.627,60.924
357,M,False,11.455,11.598,11.509,11.734,12.042,12.037,12.323,11.838,12.021,11.84,11.893,12.112,12.061,12.085,12.064,12.182,12.593,12.315,12.552,12.542,12.567,12.882,12.652,12.518,12.59,12.649,12.596,12.663,12.652,12.656,12.671,12.715,12.726,12.785,12.741
358,M,True,19.825,20.164,20.304,20.311,20.348,20.261,19.808,20.786,20.61,20.899,20.971,21.528,21.292,21.478,21.496,21.54,21.489,22.065,22.195,21.649,22.58,23.097,23.234,22.582,23.027,22.692,23.89,23.986,23.587,24.126,23.651,23.475,23.893,24.07,24.753
359,M,False,44.987,46.005,48.055,49.136,52.655,49.806,47.931,50.578,53.762,54.609,58.264,59.499,57.282,56.797,54.367,55.98,58.091,59.46,61.715,62.052,63.643,67.458,63.99,60.97,65.019,67.265,72.027,73.379,78.725,78.739,73.156,68.545,70.545,75.407,66.573
360,M,False,33.269,35.069,34.594,34.377,34.768,35.364,36.341,36.071,36.474,36.909,33.88,34.032,34.067,33.205,32.693,32.932,29.952,30.547,30.321,30.497,31.421,31.306,32.216,31.608,32.331,30.671,30.479,28.565,31.468,30.314,28.702,30.42,28.991,29.179,29.895
361,M,False,23.508,23.513,23.554,23.543,23.494,23.434,23.416,23.499,23.242,23.207,23.102,23.023,22.79,22.65,22.917,22.863,22.992,22.768,22.667,22.629,22.566,22.66,22.263,22.564,22.468,22.504,22.208,22.199,22.2,22.192,22.088,22.003,21.875,21.998,21.995
362,M,False,60.246,59.965,58.567,57.707,57.981,56.192,56.641,56.415,56.486,56.301,53.952,55.751,55.679,57.409,57.204,55.883,56.173,56.157,57.88,56.602,57.018,56.414,56.792,57.483,56.213,55.206,55.896,55.874,56.291,54.114,52.851,52.478,50.774,50.53,49.524
363,M,False,10.758,10.853,10.81,10.99,10.946,10.846,11.041,11.007,10.887,11.123,10.955,11.043,11.074,10.832,10.866,10.939,10.912,10.622,10.796,10.807,10.982,10.817,10.835,10.712,10.883,11.07,10.888,10.918,10.91,10.445,10.779,10.785,10.384,10.386,10.553
364,M,True,7.7897,8.9796,10.769,10.055,27.793,10.216,9.9285,9.9773,11.591,10.71,10.42,13.207,10.89,13.335,14.249,15.0,15.123,15.538,16.517,19.23,17.954,17.139,16.978,20.169,19.028,20.485,45.254,35.582,44.795,99.199,75.629,78.935,83.25,73.055,70.933
365,M,True,32.88,62.178,66.137,64.769,60.554,59.246,59.071,58.181,57.509,62.555,29.043,67.027,38.158,39.008,63.431,58.652,60.369,59.871,63.458,55.574,55.723,52.875,55.088,58.447,55.967,59.106,59.876,57.94,60.475,53.731,53.532,57.547,53.354,54.195,52.048
366,M,True,57.913,57.23,56.918,54.113,53.673,58.104,59.703,59.523,55.461,60.463,58.632,62.358,62.29,66.668,70.437,66.543,58.452,64.247,60.463,62.372,63.669,63.507,65.927,70.311,65.377,71.651,62.623,72.552,74.879,73.94,68.678,73.38,73.281,76.364,72.125
367,M,True,12.386,12.601,12.596,12.6,12.731,12.69,12.735,12.803,13.02,12.933,12.974,13.004,13.042,13.27,13.368,13.257,13.211,13.408,13.372,13.511,13.547,13.625,13.757,13.788,14.036,14.03,13.842,13.95,14.074,13.977,14.08,14.189,14.181,14.459,14.38
368,M,True,68.678,73.38,73.281,76.364,72.125,77.329,69.195,73.454,92.116,79.677,78.741,71.843,69.56,73.938,81.531,72.375,75.812,76.694,80.258,78.764,79.974,70.486,76.479,82.709,83.537,72.442,83.126,80.884,77.457,88.906,87.29,87.394,89.275,91.656,81.455
369,M,False,12.425,11.912,11.315,11.259,10.889,10.917,13.096,14.309,14.273,13.03,13.591,14.035,17.085,14.517,14.587,14.081,14.417,17.228,19.491,21.371,20.612,20.148,17.028,16.827,14.648,13.9,15.114,16.277,14.969,15.464,23.272,17.969,23.715,31.064,24.491
370,M,False,95.8,92.934,97.041,99.932,103.45,91.697,101.86,97.556,92.662,107.77,92.336,100.56,100.65,93.657,95.208,95.697,112.66,96.968,95.82,93.663,89.177,95.132,94.254,98.682,92.887,97.769,92.379,91.669,89.884,89.655,95.189,87.937,96.218,91.008,85.848
371,M,False,15.027,14.761,14.734,14.979,14.789,14.731,14.619,14.571,14.761,14.729,14.951,14.85,14.857,15.034,15.006,15.051,15.124,15.028,15.381,15.187,15.156,15.299,15.189,15.3,15.022,14.881,15.04,14.848,14.647,14.901,14.663,14.648,14.57,14.645,14.559
372,M,False,87.95,97.008,98.506,102.99,104.36,118.58,118.86,115.14,118.38,117.57,123.81,39.744,116.04,126.92,35.661,27.462,117.93,122.5,32.268,119.83,32.633,40.378,127.98,136.83,16.236,36.216,11.62,37.074,12.136,30.312,107.95,121.57,30.147,13.825,14.699
373,M,False,6.0049,5.9216,5.7712,5.4203,5.369,5.1327,5.1978,5.0929,4.8063,4.5384,6.2186,5.3241,5.8563,5.3116,6.8581,5.0818,6.0093,5.9565,3.5815,5.9446,3.1791,3.4396,3.3942,3.6725,3.9779,4.4908,4.7769,4.0315,4.755,4.8894,7.5282,5.2927,7.5034,6.7205,6.3744
374,M,False,62.402,64.513,65.795,65.873,63.364,62.954,63.587,64.012,61.548,60.794,60.061,60.625,60.193,60.339,59.437,60.039,60.156,60.529,60.513,59.802,61.266,59.984,60.205,62.255,61.58,61.641,62.354,62.278,60.588,59.773,60.694,60.857,62.865,62.675,63.378
375,M,False,102.7,98.812,97.31,84.675,81.849,79.104,79.789,74.0,69.446,66.322,87.718,69.029,86.05,81.615,78.492,49.397,46.258,44.729,44.657,44.851,73.293,72.24,71.562,71.585,70.935,69.592,68.808,68.832,66.676,65.709,64.382,63.881,63.966,63.731,63.214
376,M,True,11.55,11.167,11.043,10.999,10.378,10.144,10.02,10.069,10.738,10.951,10.569,10.766,10.738,10.652,10.721,10.491,10.435,9.4957,9.2463,8.6536,8.7516,8.7856,8.718,8.82,8.6578,8.528,8.4783,8.4759,8.571,8.7699,8.5293,8.4974,8.6288,8.6768,8.446
377,M,False,11.875,11.965,12.473,12.14,13.001,12.99,12.761,12.846,12.206,12.035,11.69,11.85,12.308,12.212,12.28,12.196,12.145,12.255,12.456,12.568,12.369,12.076,12.319,12.964,12.843,12.901,12.882,12.979,12.973,13.21,13.307,13.783,13.27,13.38,13.785
378,M,False,60.449,60.146,60.809,60.026,60.632,59.141,61.53,63.215,61.169,63.532,62.64,7.2016,6.0302,5.3133,5.364,5.3713,5.3446,5.3831,5.5037,5.4871,5.7527,5.6506,5.6259,5.6413,5.8422,5.9169,5.9851,5.9452,5.8682,5.8713,5.7527,5.9402,5.4918,5.7996,8.3119
379,M,False,41.722,41.981,41.405,40.579,41.574,43.397,42.761,40.895,38.293,43.264,46.985,49.611,51.78,46.675,42.02,42.408,41.561,41.123,40.328,38.153,38.215,39.019,39.852,40.06,44.673,45.021,46.592,43.955,42.063,40.885,42.845,40.822,40.68,40.747,47.733
380,M,False,42.743,42.446,43.154,43.25,43.013,43.568,42.897,42.953,42.865,43.286,42.926,42.979,42.218,43.248,42.224,41.696,42.303,42.036,42.967,42.927,42.228,20.125,36.716,36.779,37.8,38.188,38.492,38.321,38.368,38.367,38.296,38.719,38.663,38.933,38.885
381,M,True,290.47,284.22,283.9,279.51,276.85,200.92,174.12,272.26,271.14,264.73,257.56,261.4,260.41,261.59,155.61,146.37,130.77,120.7,123.86,110.43,115.15,72.024,98.428,123.6,122.45,146.94,149.97,121.32,235.97,144.3,183.21,143.39,134.77,126.42,250.55
382,M,False,283.9,279.51,276.85,200.92,174.12,272.26,271.14,264.73,257.56,261.4,260.41,261.59,155.61,146.37,130.77,120.7,123.86,110.43,115.15,72.024,98.428,123.6,122.45,146.94,149.97,121.32,235.97,144.3,183.21,143.39,134.77,126.42,250.55,131.09,116.96
