,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35
1149,B,False,115.59,113.8,116.27,114.7,114.42,114.64,113.46,112.36,114.51,115.26,113.57,112.63,114.54,113.85,115.11,114.25,113.89,114.35,116.48,120.29,119.38,122.69,118.18,116.94,114.51,116.25,115.53,118.78,116.35,116.36,116.8,119.47,118.66,121.18,119.09
1150,B,True,76.549,78.615,76.117,79.711,74.772,79.087,81.822,82.26,79.558,76.507,75.314,81.004,78.618,81.711,83.712,79.436,85.427,82.707,94.484,104.81,104.26,104.44,106.56,107.13,106.12,102.09,102.29,102.86,101.06,101.41,101.1,101.49,102.18,102.08,104.05
1151,B,False,288.43,287.09,282.81,286.33,284.06,281.07,276.86,277.28,272.52,274.09,273.08,272.91,276.38,279.48,273.87,277.91,276.19,277.61,277.28,273.13,272.66,272.46,273.35,273.43,270.27,275.29,270.61,270.03,270.53,273.87,272.67,273.31,277.7,277.46,269.87
1152,B,False,206.21,203.3,205.32,205.58,205.35,205.86,207.43,207.07,213.17,209.54,215.66,211.84,211.1,211.26,215.55,218.97,222.62,227.69,228.38,228.02,227.0,229.41,229.39,227.52,228.11,228.67,230.16,226.31,227.83,225.71,229.28,228.81,234.51,232.33,236.42
1153,B,False,311.78,313.27,309.93,313.19,310.71,309.35,307.39,306.48,307.0,313.0,310.6,306.79,305.84,305.6,305.23,305.09,302.73,299.37,301.26,304.12,302.4,306.06,299.24,294.79,301.73,305.83,307.49,308.64,315.64,317.79,319.38,319.26,317.56,322.08,322.2
1154,B,False,80.778,80.947,80.882,79.994,79.608,81.093,81.669,82.284,82.853,82.213,79.819,81.396,81.785,81.314,82.898,82.646,81.97,83.666,84.201,83.35,83.986,86.386,85.339,83.928,82.714,82.537,85.21,83.311,83.265,81.317,79.506,81.02,80.045,81.474,83.205
1155,B,False,174.56,172.06,168.88,167.62,171.28,168.35,166.19,164.14,162.13,160.68,159.29,159.72,155.17,151.61,151.22,148.77,152.56,150.01,149.52,148.68,150.02,151.39,152.58,150.62,153.38,152.97,150.04,149.95,149.22,149.29,145.54,148.82,142.97,135.24,135.72
1156,B,True,201.92,203.56,203.99,206.67,210.36,209.21,211.96,216.01,216.28,216.2,214.81,215.83,220.05,220.36,221.93,218.82,219.07,223.43,225.44,230.06,232.2,235.8,236.33,234.05,234.9,237.34,238.11,239.48,242.94,244.91,248.85,248.84,251.29,252.04,251.97
1157,B,False,282.33,282.05,283.55,279.39,281.1,281.98,283.79,281.19,278.76,277.69,279.79,278.85,281.02,281.48,284.11,281.14,285.49,284.92,285.49,283.93,286.08,286.31,286.64,287.82,287.52,286.42,286.89,292.44,292.71,289.57,288.73,286.73,285.51,290.28,293.95
1158,B,False,411.99,413.01,411.64,416.09,414.51,415.66,414.27,418.32,418.29,415.84,414.35,415.41,412.8,414.82,413.33,418.19,420.73,425.15,422.4,420.61,423.09,425.37,423.65,425.65,424.53,421.26,416.87,416.9,413.34,412.02,412.65,414.24,416.81,415.38,416.7
1159,B,False,541.11,544.11,551.99,537.4,536.66,553.58,552.44,542.7,551.63,563.17,555.5,558.54,563.25,558.36,557.0,565.16,565.85,562.0,565.21,549.84,552.78,553.37,557.36,562.91,552.44,552.57,553.07,568.15,558.22,551.82,569.79,564.99,570.43,565.95,564.92
1160,B,False,42.142,44.077,42.341,36.877,43.629,44.273,48.712,54.294,52.628,52.813,52.778,56.712,58.422,59.255,57.64,58.877,61.246,67.433,72.52,72.076,81.652,82.949,85.84,89.866,82.575,82.286,87.747,82.753,79.736,83.862,89.569,91.989,85.277,87.715,81.448
1161,B,False,202.84,206.32,205.77,211.3,212.71,219.39,227.84,228.69,234.79,233.15,234.23,236.71,238.69,236.94,235.6,232.85,236.65,244.32,243.26,244.98,246.4,244.31,245.69,247.95,252.06,252.17,253.47,254.76,257.43,257.51,258.39,259.74,265.66,264.24,267.08
1162,B,False,384.94,396.21,397.13,394.14,391.77,396.55,399.69,400.96,404.27,403.88,399.49,399.38,393.63,392.74,395.24,400.76,394.02,394.28,395.87,391.99,392.99,390.85,390.01,392.31,388.59,393.63,393.16,395.03,395.08,392.98,383.68,386.87,386.88,386.75,384.14
1163,B,True,788.11,787.21,788.37,785.6,787.42,789.39,787.93,789.77,796.12,799.77,801.29,801.42,797.73,799.79,797.09,793.51,795.45,801.6,807.38,809.22,809.73,812.83,816.53,822.7,821.78,824.12,830.45,826.12,826.61,828.26,830.35,836.09,837.52,832.48,834.36
1164,B,False,90.467,90.44,93.972,93.168,91.112,91.911,93.746,94.276,93.589,94.145,94.646,91.926,90.697,92.674,91.931,93.06,92.287,91.786,94.279,92.675,90.157,89.321,92.379,90.551,88.539,90.475,91.588,92.107,91.885,94.421,94.67,93.371,96.443,97.617,96.44
1165,B,False,196.69,197.79,199.37,200.25,199.95,203.25,207.08,206.77,206.51,206.95,206.21,206.73,207.01,204.78,202.81,205.21,203.37,202.25,203.67,203.25,204.36,202.52,206.49,203.27,201.19,196.26,196.99,198.28,197.29,196.35,195.63,193.65,194.21,193.85,194.83
1166,B,False,35.46,35.129,36.455,36.053,36.086,35.116,34.708,32.256,31.694,31.284,32.095,33.022,33.55,33.04,35.145,35.728,34.162,35.032,36.492,38.305,36.545,36.707,36.966,35.224,35.437,35.038,34.893,34.543,33.878,34.465,33.703,32.401,33.809,32.54,31.779
1167,B,False,53.894,53.686,54.664,56.608,57.338,58.558,58.454,59.132,57.4,58.249,59.282,62.397,64.459,65.264,65.423,66.693,68.58,69.637,68.349,69.034,70.522,70.863,71.929,71.136,72.191,72.661,74.754,76.343,76.967,76.576,77.009,77.133,75.964,76.727,75.762
1168,B,False,465.35,467.0,466.06,467.25,467.31,469.24,472.79,474.26,473.07,476.79,477.47,481.99,488.66,490.54,489.33,487.45,492.24,497.21,494.8,495.4,497.22,499.27,503.84,510.1,514.45,520.7,517.05,521.52,525.31,523.87,526.42,522.94,527.47,532.31,530.17
1169,B,False,78.346,78.902,82.007,79.807,80.665,80.785,82.658,81.882,81.891,84.749,83.399,85.21,87.306,88.494,88.06,91.025,91.899,91.413,89.508,87.826,89.327,88.658,90.142,90.839,90.113,90.166,89.699,89.959,91.829,93.264,97.669,93.883,97.576,94.789,93.009
1170,B,False,410.5,410.15,406.14,407.58,406.71,406.35,410.64,414.43,418.69,401.19,386.5,390.85,384.81,388.56,388.27,370.58,359.68,372.12,374.73,367.5,373.99,364.6,369.18,365.74,362.01,365.36,361.4,357.55,362.65,367.52,360.04,349.95,346.5,358.09,379.03
1171,B,False,113.84,110.07,108.47,107.46,109.08,107.91,107.65,107.62,105.66,107.23,107.68,107.95,105.55,107.15,105.69,105.17,109.45,107.43,105.82,106.59,107.22,108.7,108.04,105.84,103.66,104.66,104.98,105.4,106.56,102.96,102.52,101.67,98.542,96.964,97.509
1172,B,False,101.78,106.34,104.82,106.46,112.27,112.42,112.84,115.86,117.83,121.63,122.86,123.22,125.8,124.98,125.82,122.73,126.08,127.29,127.39,126.84,130.74,133.26,128.92,134.86,131.8,133.35,134.89,135.06,134.73,135.24,136.7,138.32,140.08,139.73,137.08
1173,B,False,432.6,430.77,426.59,427.49,429.41,425.71,430.02,432.31,435.48,438.04,440.33,442.29,440.33,437.69,440.11,446.63,443.43,445.04,446.81,450.79,453.7,454.23,460.78,465.97,455.89,456.94,453.5,460.08,461.16,458.86,461.88,461.45,463.74,462.56,461.28
1174,B,False,216.05,213.81,213.56,218.28,214.83,211.82,209.2,208.01,207.31,201.55,202.17,202.11,198.44,199.78,197.8,198.99,195.34,198.2,199.55,191.92,190.46,188.04,189.46,188.54,189.73,189.97,189.47,187.5,184.98,185.08,185.19,186.26,187.32,186.68,188.37
1175,B,False,31.479,32.386,31.914,34.307,37.525,44.843,48.721,51.362,53.174,56.453,56.838,57.467,54.178,56.196,56.122,56.434,56.01,56.336,56.953,57.017,56.584,58.536,60.913,61.914,61.303,62.764,64.204,63.979,65.424,64.065,62.661,64.425,63.522,63.008,63.259
1176,B,False,345.67,348.72,348.28,346.82,348.11,350.79,355.16,355.08,360.66,359.61,355.63,352.98,359.9,355.83,362.12,362.99,360.1,355.07,362.84,358.63,360.79,368.77,371.57,372.21,370.12,370.79,369.55,376.83,371.58,370.43,376.42,379.22,380.52,376.52,368.32
1177,B,False,375.93,377.52,376.37,381.85,383.79,385.5,388.52,390.54,393.59,396.38,400.31,400.04,402.65,405.18,404.22,410.76,406.8,410.46,409.71,412.82,414.14,421.36,418.43,418.66,419.28,423.83,428.02,433.29,432.9,431.61,435.59,432.64,433.59,435.34,434.54
1178,B,False,218.82,220.05,217.46,214.56,216.69,215.13,218.77,219.96,222.38,222.98,225.43,227.39,230.78,233.39,230.75,233.54,235.44,237.28,237.92,239.0,238.15,242.49,243.6,242.22,241.46,238.73,241.64,248.42,244.99,243.92,242.93,247.15,248.61,246.05,248.92
1179,B,False,220.51,220.6,219.88,221.5,223.04,223.29,226.42,229.93,230.0,232.68,232.19,236.15,236.18,234.32,236.34,237.49,241.11,244.22,244.7,245.18,244.18,245.42,252.64,250.66,250.7,253.37,254.21,256.5,259.41,259.58,261.88,264.62,265.59,268.41,275.24
1180,B,False,25.693,24.742,24.596,22.911,22.609,23.811,24.113,22.985,21.253,20.873,22.19,22.066,23.31,22.629,24.367,23.72,25.285,22.945,22.483,22.31,22.952,23.325,22.336,21.83,21.399,21.884,22.163,24.567,24.564,24.606,27.449,25.037,25.445,24.547,25.823
1181,B,True,611.44,613.14,611.39,611.27,614.07,603.03,599.83,597.25,598.05,599.7,603.16,588.26,588.63,578.31,584.2,586.22,588.89,585.03,588.25,578.28,568.4,553.69,553.47,552.11,557.23,565.17,556.98,550.8,550.92,549.35,542.58,542.49,542.94,541.6,534.67
1182,B,True,96.311,95.446,93.592,93.715,95.266,96.98,97.767,95.506,97.578,95.636,94.602,95.361,96.311,95.099,92.431,92.985,91.071,91.287,95.062,94.587,93.07,92.434,92.935,91.975,92.605,94.915,98.777,93.072,94.429,93.309,90.014,92.106,94.246,93.414,95.41
1183,B,True,5.3503,6.123,5.4416,6.6804,7.4305,8.0062,8.4201,9.3149,10.04,9.3747,9.1431,11.194,19.4,19.583,18.68,19.596,19.009,18.431,18.336,18.509,19.39,19.464,18.209,16.681,18.095,17.856,18.579,19.15,18.212,18.655,19.477,18.83,19.016,19.034,19.724
1184,B,False,340.93,343.68,347.19,347.88,351.76,351.62,356.95,359.6,362.53,366.17,370.49,373.3,373.98,372.52,379.85,389.7,395.81,403.6,407.71,416.03,416.75,421.73,421.82,421.88,427.11,431.87,431.81,444.42,444.91,445.42,445.99,451.89,456.74,463.23,465.23
1185,B,False,393.31,390.72,395.09,404.08,398.86,392.65,397.22,397.37,400.13,396.85,397.05,398.05,395.42,391.02,399.75,387.02,386.92,390.0,389.86,393.66,395.24,393.16,390.26,391.32,391.6,389.94,393.61,383.43,379.26,378.15,378.04,372.16,376.05,376.41,378.9
1186,B,False,251.97,248.78,255.57,254.15,255.18,257.4,257.78,264.12,262.83,272.8,273.91,279.44,283.69,278.82,283.37,277.65,278.49,280.36,283.44,285.71,286.2,288.09,291.3,288.66,294.11,293.21,289.42,289.35,289.11,291.71,292.28,294.39,291.08,289.81,290.96
1187,B,False,796.33,788.11,787.21,788.37,785.6,787.42,789.39,787.93,789.77,796.12,799.77,801.29,801.42,797.73,799.79,797.09,793.51,795.45,801.6,807.38,809.22,809.73,812.83,816.53,822.7,821.78,824.12,830.45,826.12,826.61,828.26,830.35,836.09,837.52,832.48
1188,B,False,129.6,131.46,132.56,135.21,136.01,139.67,140.87,142.91,142.92,144.4,147.19,148.03,151.01,154.39,153.73,155.72,159.12,160.99,162.83,165.53,167.32,168.77,170.91,170.19,173.18,175.8,176.71,175.63,176.56,178.84,178.0,177.57,177.39,178.23,176.55
1189,B,False,80.125,78.385,80.148,82.381,81.455,80.289,77.7,78.559,74.152,76.026,76.238,75.077,73.655,71.932,71.344,72.929,74.078,73.137,73.966,75.631,75.924,77.68,75.011,73.411,72.115,72.891,73.845,69.622,69.407,72.343,70.469,73.732,72.903,73.894,74.203
1190,B,False,224.43,217.54,220.75,214.88,214.24,213.1,216.33,216.05,213.17,213.49,220.07,217.79,218.78,213.62,216.68,213.29,216.43,212.27,204.12,205.23,207.88,206.86,207.69,211.81,204.87,204.7,206.19,205.96,208.94,208.47,202.44,201.67,199.82,201.51,204.74
1191,B,False,144.73,145.67,147.65,152.31,154.63,152.66,153.43,155.41,157.05,154.71,154.71,153.45,151.34,152.83,153.96,154.55,154.36,155.4,156.31,161.36,163.9,165.56,174.14,182.95,186.32,191.92,194.48,199.33,202.84,206.32,205.77,211.3,212.71,219.39,227.84
1192,B,False,1133.8,1145.0,1146.6,1149.2,1146.2,1153.0,1157.4,1150.1,1152.5,1148.1,1150.0,1150.1,1147.0,1147.4,1140.1,1144.9,1145.8,1144.3,1146.2,1142.7,1139.0,1145.3,1147.7,1145.9,1149.9,1135.9,1133.5,1137.6,1135.0,1127.8,1133.8,1128.4,1122.9,1133.1,1126.4
1193,B,False,90.785,89.257,90.581,91.252,89.446,90.437,89.975,91.081,90.721,91.817,92.978,94.434,94.409,90.817,90.315,90.875,92.613,91.716,92.163,92.088,91.45,91.791,93.757,96.043,95.291,94.125,94.768,92.764,91.645,91.542,90.758,92.637,94.013,92.565,94.309
1194,B,False,83.333,85.107,85.56,86.546,87.103,88.498,90.213,91.155,89.052,89.751,91.805,90.742,88.777,91.09,93.297,92.387,97.202,97.65,100.7,102.51,104.13,103.53,105.5,109.9,112.35,115.13,115.74,115.21,121.31,126.6,125.96,125.54,128.36,131.03,125.88
1195,B,False,429.75,424.44,427.64,434.16,435.16,428.34,428.03,422.33,409.62,408.51,403.55,398.28,405.91,408.17,401.8,401.2,405.27,397.05,398.92,390.13,393.91,390.05,388.17,394.39,395.82,402.65,394.61,400.1,403.17,404.69,397.59,396.56,396.43,396.42,403.86
1196,B,False,193.42,197.36,197.58,198.74,196.32,196.63,193.08,192.44,194.18,199.98,195.08,193.47,188.98,194.0,193.64,194.8,196.4,192.26,192.51,192.74,190.51,202.5,210.45,203.42,196.97,191.0,190.9,185.41,179.85,177.98,152.33,139.13,139.59,131.57,114.37
1197,B,False,356.29,352.06,359.07,361.86,363.68,365.98,364.9,365.1,364.91,366.61,366.76,369.21,369.82,372.59,370.72,369.33,370.13,365.88,366.48,367.48,371.13,373.95,375.17,378.4,375.62,381.79,381.47,379.29,382.12,386.96,384.11,386.46,385.55,390.66,387.08
1198,B,False,492.1,487.36,483.08,481.43,482.44,478.58,484.52,475.91,472.23,466.79,466.08,456.8,457.86,463.92,465.07,461.23,456.0,449.53,447.47,442.4,440.46,442.05,439.59,433.36,430.45,418.72,420.26,416.44,413.89,406.45,403.06,408.42,402.38,401.94,403.75
1199,B,False,185.53,187.9,191.63,192.37,195.61,199.8,202.27,204.56,210.98,212.7,210.65,216.68,219.97,221.56,221.59,225.39,224.18,223.9,225.67,226.6,228.84,234.56,237.65,238.43,239.57,240.58,243.0,243.98,248.99,248.38,251.11,253.89,254.59,253.43,250.14
1200,B,False,425.47,422.92,428.72,423.93,424.92,425.36,425.46,430.9,432.38,433.63,433.14,435.08,442.28,441.46,440.21,443.23,432.82,436.67,443.09,445.71,453.37,457.07,460.31,455.17,464.38,461.67,461.85,462.69,459.32,458.22,457.45,463.12,464.1,468.91,468.11
1201,B,False,58.476,61.758,63.833,62.234,70.306,75.219,76.993,72.13,73.257,77.928,77.368,75.672,76.675,76.827,79.207,82.174,83.935,87.778,96.794,100.81,95.959,102.47,100.19,113.42,116.19,123.62,122.39,125.66,136.33,132.52,131.49,127.81,125.2,132.65,132.46
1202,B,False,268.92,265.34,267.35,267.16,262.47,262.79,262.85,260.65,259.97,256.65,259.14,256.4,256.48,257.55,256.79,256.86,253.88,256.14,254.69,256.0,250.24,248.43,242.31,244.29,239.62,235.77,233.34,230.22,231.72,226.74,223.79,223.87,222.52,222.18,219.61
1203,B,False,308.93,305.96,306.69,307.15,302.58,300.84,297.48,295.5,293.03,298.81,297.35,300.14,300.35,300.4,299.5,300.3,304.05,298.45,302.36,301.01,300.92,305.06,306.95,310.02,304.02,296.85,292.31,297.77,301.33,300.82,296.16,298.62,297.52,298.42,306.45
1204,B,False,211.62,203.13,205.0,201.7,198.78,197.62,198.04,200.33,199.77,192.71,189.37,185.46,184.87,183.29,185.71,179.89,176.46,180.64,176.57,178.12,177.89,174.73,174.64,179.46,180.79,184.74,186.27,187.64,189.77,192.43,192.82,197.58,194.45,194.41,193.45
1205,B,False,144.38,142.19,141.65,140.41,142.14,140.94,139.47,137.25,139.9,140.08,137.62,138.57,137.4,136.72,139.57,136.73,134.85,136.92,136.85,138.47,137.46,137.1,136.81,133.91,132.3,131.35,128.82,126.02,122.84,121.53,123.29,121.03,120.77,119.15,121.53
1206,B,False,487.45,490.6,488.02,484.5,485.48,480.89,479.65,483.09,479.68,479.38,480.95,477.57,481.5,487.05,482.81,486.82,485.35,485.45,478.06,483.26,482.16,485.69,487.84,491.74,492.0,495.5,500.35,498.14,495.45,494.26,497.03,498.33,497.91,498.15,497.06
1207,B,False,36.199,38.562,36.588,36.752,38.915,41.735,40.116,43.648,41.231,47.255,42.196,40.951,42.203,40.563,38.038,46.226,44.233,43.859,47.878,49.953,44.892,39.078,41.959,44.282,45.482,48.913,44.458,44.355,46.448,45.022,44.303,43.167,43.278,39.894,36.602
1208,B,True,158.91,163.29,153.4,156.63,163.03,159.94,159.14,159.41,162.45,166.09,172.0,174.72,178.97,182.64,186.57,188.86,188.78,192.5,195.46,192.38,200.07,200.28,206.31,204.87,204.64,205.62,211.9,211.76,219.5,218.87,222.29,229.15,235.9,235.48,240.37
1209,B,False,107.34,105.51,100.36,102.03,101.7,101.97,102.68,106.31,105.55,106.34,106.85,107.19,106.41,105.37,103.39,106.48,104.45,104.07,105.58,102.37,104.12,105.23,101.65,102.15,101.86,100.98,100.69,99.091,98.28,96.962,98.585,97.423,95.559,94.608,93.857
1210,B,False,158.24,161.71,165.63,159.92,163.05,167.94,161.79,162.24,158.92,156.73,162.57,155.79,144.15,144.8,144.58,153.38,155.61,156.0,150.66,155.78,154.86,156.07,153.1,155.06,157.14,153.27,148.48,147.19,142.09,149.28,148.33,150.54,151.54,147.66,142.8
1211,B,False,46.629,47.054,45.083,41.271,42.247,43.607,43.655,44.918,42.851,45.664,44.519,45.77,43.707,43.526,42.587,39.934,39.291,38.644,36.985,38.48,37.613,34.348,33.934,33.546,32.074,29.382,27.642,25.436,21.459,21.948,19.674,17.531,19.071,20.03,19.004
1212,B,False,18.115,19.954,20.671,22.167,17.508,18.923,21.508,20.895,21.118,25.06,25.288,24.291,23.784,24.259,22.968,20.147,20.558,19.819,20.718,20.456,19.736,20.62,19.635,19.653,19.085,20.38,18.816,18.576,18.616,19.193,19.046,19.21,18.974,19.552,18.631
1213,B,False,246.31,250.76,245.56,242.75,246.24,248.96,249.03,255.93,253.59,257.58,260.69,267.88,271.51,283.54,280.88,285.72,296.64,306.32,301.63,292.61,293.36,309.62,314.99,311.05,314.67,321.55,323.47,320.87,315.71,306.74,313.09,309.81,312.08,310.29,309.92
1214,B,False,385.81,388.68,382.41,383.2,388.47,388.48,392.05,393.95,395.07,395.14,396.66,398.96,405.24,404.11,408.9,410.27,411.92,411.44,413.03,410.89,416.8,416.17,416.7,413.36,415.41,412.33,411.05,409.08,410.62,411.01,410.29,408.63,411.23,411.43,411.51
1215,B,True,280.07,283.6,288.71,289.02,291.05,297.28,298.2,303.23,310.48,310.63,313.61,314.48,317.02,321.56,319.52,315.29,319.27,321.02,324.31,324.94,333.65,327.66,326.23,326.47,325.73,326.02,324.36,326.53,326.48,332.45,336.78,334.15,339.59,338.47,347.59
1216,B,False,272.85,268.29,265.71,266.86,265.36,263.09,264.31,261.54,259.51,260.91,264.92,272.58,267.65,261.22,260.0,254.88,258.7,260.52,259.05,258.24,257.16,262.18,261.34,261.33,263.86,264.81,263.85,258.54,260.14,258.95,260.77,256.78,258.52,257.58,261.75
1217,B,False,127.96,123.96,126.21,124.67,123.68,126.77,124.51,123.21,122.37,119.44,119.85,119.48,117.44,115.46,118.61,118.41,116.15,114.52,118.75,119.21,116.12,117.45,113.02,108.79,108.63,110.31,109.08,109.26,107.72,109.16,111.93,112.27,104.72,110.09,107.87
1218,B,False,404.4,409.27,400.46,392.74,387.27,395.21,396.36,398.63,407.17,407.32,412.03,413.18,417.04,406.59,414.51,411.22,408.31,413.23,412.56,414.16,410.83,413.92,418.59,408.95,410.5,410.15,406.14,407.58,406.71,406.35,410.64,414.43,418.69,401.19,386.5
1219,B,True,41.257,40.681,40.198,40.316,39.55,40.437,41.754,40.227,41.002,41.731,42.531,42.932,43.036,44.131,44.031,46.355,49.235,49.578,47.684,48.407,47.933,47.802,49.23,47.141,47.1,49.108,48.388,46.732,45.987,44.584,44.375,43.856,43.766,44.957,42.991
1220,B,True,47.006,49.554,52.109,54.947,60.804,61.605,62.927,66.535,72.054,74.356,74.992,75.385,77.52,80.18,83.26,86.208,88.831,89.997,93.905,94.936,97.576,100.09,97.507,100.9,101.08,105.5,107.51,108.62,111.96,111.92,111.59,112.12,111.81,112.23,110.48
1221,B,False,286.46,294.63,294.65,292.91,294.34,296.2,304.67,314.67,315.08,314.26,313.14,306.96,307.15,316.46,313.43,314.6,314.15,317.26,314.58,317.66,316.24,312.48,309.12,314.85,317.01,317.24,322.51,323.07,318.49,322.78,319.72,317.43,321.44,324.29,325.3
1222,B,False,338.14,331.09,333.33,332.57,331.03,331.4,336.95,337.97,342.84,341.38,341.43,345.65,351.79,358.15,359.68,357.51,358.65,359.88,351.19,352.45,346.22,348.62,357.48,361.41,361.73,365.01,361.59,361.68,361.35,364.93,364.27,363.72,368.9,372.8,374.93
1223,B,True,95.996,96.867,96.047,97.148,97.612,101.03,99.357,98.228,100.24,99.702,98.575,96.312,96.056,93.702,94.398,95.686,100.39,101.27,97.686,99.291,101.72,102.83,102.52,103.91,104.52,106.58,107.92,110.45,114.02,115.32,113.38,113.58,113.41,116.11,116.41
1224,B,False,372.26,384.56,375.66,377.72,385.47,389.5,388.63,388.23,393.02,398.4,393.47,412.07,413.8,416.07,409.83,405.95,413.87,411.1,413.76,405.61,404.9,413.82,423.66,431.4,424.14,417.47,413.41,414.45,422.05,417.59,417.31,416.23,413.94,400.51,401.44
1225,B,False,436.68,433.67,432.25,431.7,432.78,431.54,436.78,434.88,437.08,437.6,437.26,439.96,436.5,438.6,439.72,439.51,439.77,440.89,443.04,443.08,443.54,444.18,441.0,444.85,446.63,453.18,452.26,455.06,454.11,454.63,452.97,451.1,453.06,452.35,458.34
1226,B,False,41.273,44.236,44.284,46.448,48.045,49.872,51.7,53.256,55.56,60.435,62.999,63.562,62.68,64.311,66.796,68.043,67.355,68.338,68.825,69.066,66.599,68.515,67.715,67.566,66.824,66.829,66.412,66.313,67.173,67.207,67.336,67.612,70.524,70.296,72.206
1227,B,True,263.25,267.68,264.67,267.66,271.09,274.58,266.96,271.49,271.01,278.57,275.36,272.72,273.69,280.94,280.51,278.8,289.82,289.78,288.07,289.74,291.0,285.24,281.23,276.49,285.66,280.9,281.13,279.77,277.6,281.11,278.28,288.2,283.38,285.55,284.12
1228,B,True,26.36,30.022,32.609,25.222,24.635,29.433,26.437,28.399,27.975,27.303,23.811,31.307,32.237,32.429,33.259,36.021,40.085,42.853,41.247,52.357,53.899,54.295,49.388,45.261,43.593,51.45,51.389,43.336,45.824,33.585,46.49,42.626,52.02,49.52,49.569
1229,B,True,56.251,57.678,50.889,50.414,53.762,59.855,56.282,58.709,61.8,66.0,61.285,61.169,60.388,67.328,69.659,67.981,67.657,68.424,69.743,73.804,70.103,65.307,67.906,70.594,69.964,75.824,88.093,84.679,85.017,87.02,93.281,91.144,88.244,88.169,90.748
1230,B,True,901.48,897.02,902.68,901.49,899.32,899.7,902.83,905.89,903.9,900.93,900.98,899.24,895.16,901.19,901.02,900.83,902.01,899.63,893.05,885.92,889.05,889.56,882.22,875.68,874.01,873.76,873.99,869.27,862.74,856.7,861.76,857.38,856.53,857.72,847.34
1231,B,False,141.7,140.73,137.02,135.71,135.17,137.92,136.79,132.16,134.01,129.83,129.85,129.53,132.06,132.64,132.71,133.86,134.03,135.19,134.24,136.27,138.69,133.09,134.58,134.79,134.7,132.97,133.69,132.4,125.92,128.78,129.09,130.8,128.69,129.79,130.1
1232,B,False,82.184,88.344,89.432,89.577,89.247,91.891,91.126,97.241,95.989,89.716,86.909,77.83,82.681,92.983,84.149,89.728,81.854,73.311,74.525,81.913,77.034,74.254,72.44,70.176,67.89,70.469,69.929,67.578,63.463,62.902,69.384,69.8,65.025,70.271,75.76
1233,B,False,131.67,135.16,143.53,147.44,145.2,146.14,149.06,147.74,145.26,149.29,150.44,157.62,165.29,166.63,163.47,164.56,167.57,170.73,175.85,180.41,183.46,185.29,184.62,188.58,193.3,193.06,195.96,202.8,200.56,195.3,199.41,207.34,202.82,203.57,209.51
1234,B,False,424.39,427.2,429.4,442.56,450.78,452.08,454.65,458.4,461.38,458.91,459.6,457.9,459.88,463.09,463.4,463.93,466.88,464.78,466.07,463.36,463.63,464.64,466.75,465.35,467.0,466.06,467.25,467.31,469.24,472.79,474.26,473.07,476.79,477.47,481.99
1235,B,True,546.26,539.0,525.92,526.89,534.51,533.85,536.62,546.07,535.73,536.39,541.14,533.24,526.86,520.08,533.68,527.95,520.43,508.14,502.22,504.94,504.3,499.13,485.17,484.61,499.4,490.89,498.76,487.67,484.71,482.45,488.22,501.12,496.37,499.76,497.96
1236,B,False,189.87,189.48,191.34,192.06,194.11,195.29,197.13,202.38,205.22,203.25,201.93,201.4,199.85,196.23,196.81,194.92,196.89,195.43,194.25,194.39,194.22,196.59,201.02,197.98,197.68,199.33,199.13,196.83,193.9,195.85,196.98,196.23,195.94,196.34,193.91
1237,B,False,516.48,512.84,514.21,515.13,515.64,511.59,516.48,520.01,521.39,516.85,526.45,528.18,526.85,522.67,518.96,518.27,519.77,517.46,518.9,520.34,522.07,524.67,527.4,525.24,523.27,521.13,520.99,523.15,525.21,520.3,522.51,526.68,528.59,525.42,524.03
1238,B,False,126.35,126.3,129.6,129.12,127.91,129.73,133.15,132.82,135.74,138.43,138.06,138.97,138.44,141.53,142.5,144.31,145.38,149.87,150.36,152.2,152.55,151.65,152.16,150.45,153.34,153.5,155.25,155.56,156.45,157.82,159.27,159.69,159.46,158.94,161.2
1239,B,False,25.671,25.45,27.485,23.769,26.033,23.678,23.589,23.543,25.264,20.71,23.11,21.68,22.305,23.541,24.097,23.022,25.945,26.147,23.83,27.87,30.496,30.458,29.322,30.021,33.643,32.806,39.515,40.106,43.22,39.041,47.315,57.239,62.828,58.716,56.572
1240,B,True,122.62,121.82,120.21,125.3,128.88,136.63,143.68,144.95,145.49,149.25,146.83,147.01,148.98,158.28,162.72,166.65,168.09,169.27,174.31,179.69,178.05,178.81,186.52,190.93,187.68,191.18,196.31,205.84,208.28,205.02,196.65,201.86,208.35,200.02,201.82
