,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35
20,X,False,3656.5,3642.1,3649.7,3652.5,3648.5,3618.7,3639.0,3642.6,3627.4,3663.8,3640.4,3615.8,3609.5,3624.0,3618.7,3608.7,3623.0,3613.4,3611.3,3631.1,3633.5,3616.5,3612.6,3642.9,3627.1,3659.8,3638.7,3629.8,3633.9,3628.6,3629.5,3639.2,3661.3,3644.2,3665.3
21,X,True,7153.5,7126.6,7138.2,7136.3,7138.4,7142.9,7123.0,7132.4,7127.3,7134.1,7145.1,7145.7,7145.3,7145.6,7144.8,7151.7,7146.0,7153.3,7140.1,7140.9,7137.2,7138.7,7129.7,7133.6,7124.4,7126.6,7132.3,7135.5,7143.4,7130.4,7126.7,7136.3,7140.8,7128.4,7126.8
22,X,True,6808.2,6833.4,6837.2,6823.0,6802.2,6818.7,6800.4,6793.5,6787.0,6775.5,6772.6,6789.2,6801.7,6794.2,6768.0,6758.4,6765.0,6773.3,6758.6,6760.9,6773.3,6753.9,6758.1,6742.8,6748.4,6746.3,6752.1,6728.1,6721.8,6707.1,6690.4,6681.2,6672.8,6667.8,6640.0
23,X,False,1408.9,1417.1,1412.1,1404.9,1410.3,1421.9,1411.1,1405.2,1414.8,1415.7,1421.1,1424.3,1429.1,1420.3,1424.1,1416.4,1413.3,1422.8,1423.1,1410.7,1406.2,1408.0,1408.7,1410.7,1415.0,1421.4,1417.3,1426.7,1423.4,1427.1,1435.7,1427.5,1428.7,1428.2,1419.9
24,X,True,1213.8,1218.6,1229.8,1233.9,1236.6,1238.1,1235.1,1235.2,1248.2,1250.0,1251.1,1243.8,1245.9,1247.1,1249.6,1241.4,1254.1,1266.9,1259.3,1255.9,1257.8,1259.3,1263.6,1265.5,1274.3,1276.6,1267.3,1260.6,1265.1,1274.2,1269.6,1270.7,1266.4,1263.6,1262.0
25,X,False,188.9,215.99,242.22,259.14,277.4,306.41,320.53,342.53,365.3,380.2,402.92,428.13,443.41,468.13,494.22,489.24,510.66,515.05,523.27,529.16,544.29,553.35,578.78,598.76,618.84,628.94,652.38,682.47,695.02,728.34,744.48,763.47,788.78,808.97,822.68
26,X,True,1483.2,1492.0,1492.9,1494.1,1500.9,1491.2,1493.9,1495.1,1502.2,1502.3,1507.4,1500.1,1496.6,1499.5,1506.8,1510.1,1509.8,1512.0,1516.2,1523.8,1536.0,1541.4,1540.6,1550.5,1550.6,1554.4,1556.7,1552.5,1556.2,1560.0,1566.5,1566.3,1561.1,1564.8,1560.7
27,X,True,1506.8,1510.1,1509.8,1512.0,1516.2,1523.8,1536.0,1541.4,1540.6,1550.5,1550.6,1554.4,1556.7,1552.5,1556.2,1560.0,1566.5,1566.3,1561.1,1564.8,1560.7,1558.1,1570.0,1574.1,1571.4,1572.4,1573.0,1580.7,1587.5,1580.8,1575.6,1574.5,1568.6,1571.7,1570.7
28,X,False,1763.1,1759.3,1756.6,1767.5,1767.5,1776.2,1764.9,1778.9,1772.9,1781.5,1789.1,1782.0,1766.0,1742.9,1732.3,1720.6,1711.2,1701.0,1674.6,1664.6,1645.3,1623.5,1591.1,1558.5,1535.4,1494.2,1480.7,1452.4,1404.5,1374.1,1336.4,1299.3,1287.0,1231.5,1213.3
29,M,False,164.03,171.01,171.18,169.53,173.93,174.22,175.39,174.06,179.17,177.46,180.69,179.62,180.73,183.35,186.05,186.37,186.77,182.08,180.56,184.63,186.39,185.09,188.04,186.3,192.57,187.92,189.12,191.81,193.17,184.59,185.67,188.96,189.12,190.05,187.69
30,M,False,48.476,50.121,51.489,51.712,53.285,60.28,68.363,70.523,79.266,81.741,84.341,85.827,94.964,91.788,86.795,98.236,99.933,98.273,108.97,109.15,118.45,121.33,122.23,121.59,133.86,132.26,132.33,148.48,147.2,151.4,150.79,163.02,171.16,170.23,174.97
31,M,False,471.86,473.45,470.63,468.91,471.01,467.64,468.27,466.94,468.47,474.34,468.43,467.53,468.07,468.53,478.99,481.15,482.39,479.01,481.01,475.61,477.75,486.74,480.76,484.55,481.04,476.4,477.21,470.75,473.42,472.32,477.74,482.56,477.63,484.1,483.53
32,M,True,63.677,65.126,61.973,61.163,63.613,60.48,61.802,65.313,65.083,63.054,68.145,68.555,67.272,65.431,66.757,66.231,64.895,64.914,60.119,61.7,60.247,60.658,58.396,59.626,60.864,57.584,52.495,51.915,51.58,51.606,51.736,55.006,49.772,45.283,48.291
33,M,False,422.14,430.61,428.99,424.92,424.41,420.07,420.92,437.04,430.28,426.21,431.96,435.4,446.71,442.76,442.94,456.54,452.77,461.31,462.45,459.2,469.26,457.07,452.15,453.15,450.06,462.62,459.68,464.5,472.92,464.48,463.3,463.75,471.33,480.82,488.13
34,M,False,528.4,515.14,514.26,518.12,516.2,510.46,510.05,520.75,523.44,525.65,520.31,515.51,524.21,520.53,514.67,513.88,513.62,500.76,509.35,516.59,516.73,514.52,511.24,507.46,503.74,502.05,502.21,503.94,503.68,494.65,510.52,518.92,514.34,509.99,497.64
35,M,False,242.96,240.66,243.66,245.29,250.75,242.25,241.13,242.16,239.23,246.74,268.4,262.21,277.66,282.63,282.99,275.3,271.14,276.15,281.59,271.09,272.69,269.48,271.23,284.96,289.02,291.59,287.46,288.93,298.75,307.99,310.82,320.32,324.51,335.62,337.4
36,M,True,301.05,302.57,302.68,309.29,315.17,318.66,321.97,325.36,333.53,341.74,343.77,351.51,355.08,358.79,362.05,363.67,365.64,365.32,372.03,370.62,373.75,384.79,389.55,393.2,394.49,395.85,393.55,398.68,400.5,410.51,411.58,411.05,415.67,418.78,419.77
37,M,True,837.61,844.88,848.57,853.25,854.26,856.14,861.7,863.81,871.75,879.8,882.63,885.37,890.22,887.46,885.0,891.58,897.72,900.68,895.21,897.96,899.36,902.84,905.85,905.85,904.78,909.4,913.49,917.11,917.43,918.01,919.36,922.75,922.57,923.63,923.22
38,M,False,348.72,356.13,351.15,358.8,356.2,360.24,368.74,377.71,389.7,398.77,413.02,418.68,414.26,417.41,426.04,426.71,441.09,434.32,435.69,451.16,454.1,453.46,459.13,460.64,459.0,465.58,465.86,471.04,474.8,463.14,464.19,469.75,470.58,472.63,474.19
39,M,False,1096.3,1101.1,1103.3,1101.4,1102.9,1102.7,1098.7,1095.4,1099.1,1102.1,1097.4,1098.1,1101.6,1101.6,1105.0,1103.9,1109.2,1112.6,1114.8,1116.0,1121.4,1126.6,1119.5,1117.2,1115.9,1117.6,1117.6,1115.6,1121.0,1112.4,1116.9,1117.4,1117.7,1109.2,1114.6
40,M,True,1106.2,1103.5,1105.1,1111.4,1119.1,1122.2,1121.9,1130.1,1124.7,1123.7,1120.8,1117.0,1125.8,1124.8,1124.6,1120.8,1117.8,1119.2,1125.9,1129.7,1130.4,1125.9,1132.2,1131.8,1129.0,1128.0,1127.8,1129.6,1135.2,1135.4,1136.1,1143.9,1143.1,1135.7,1136.7
41,M,True,720.14,716.9,722.06,710.82,713.41,717.54,726.02,731.0,730.64,726.72,727.23,725.72,721.57,719.9,722.64,722.54,725.9,717.05,707.44,707.71,711.83,716.97,709.54,707.1,711.13,709.24,709.12,712.15,709.35,711.97,711.27,714.69,718.43,718.59,715.33
42,M,False,1120.8,1117.8,1119.2,1125.9,1129.7,1130.4,1125.9,1132.2,1131.8,1129.0,1128.0,1127.8,1129.6,1135.2,1135.4,1136.1,1143.9,1143.1,1135.7,1136.7,1145.5,1136.2,1142.3,1139.8,1128.5,1125.1,1121.8,1120.5,1123.6,1119.6,1124.0,1117.5,1120.2,1118.1,1107.6
43,M,False,707.44,707.71,711.83,716.97,709.54,707.1,711.13,709.24,709.12,712.15,709.35,711.97,711.27,714.69,718.43,718.59,715.33,716.63,718.42,718.03,712.66,708.18,709.07,707.96,713.36,715.68,718.8,720.21,720.24,723.59,725.06,727.6,746.75,749.51,743.27
44,M,False,744.29,745.41,748.02,750.46,753.06,761.18,764.8,766.61,763.47,767.84,772.55,773.89,775.92,777.91,781.9,785.53,785.35,791.12,794.74,794.85,805.47,807.38,812.18,816.74,825.69,825.52,833.45,833.23,842.61,847.69,848.58,856.32,855.96,855.97,864.77
45,M,False,591.66,597.54,594.07,591.11,595.15,600.49,600.84,598.06,600.26,599.6,594.63,601.62,608.1,596.26,594.66,599.37,602.78,604.12,601.96,605.01,600.91,602.5,610.53,605.15,601.74,606.96,608.89,612.25,612.55,616.86,614.01,612.6,606.85,606.36,604.16
46,M,True,2066.4,2068.2,2067.2,2071.6,2070.9,2072.3,2067.8,2073.1,2082.0,2086.1,2087.6,2099.8,2106.3,2099.5,2117.7,2116.0,2116.9,2112.2,2113.0,2114.2,2111.5,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5,2130.6,2132.5,2121.0,2124.4,2134.4
47,M,True,913.34,918.82,915.47,907.71,919.64,924.02,924.82,936.15,943.4,938.19,939.72,951.08,961.3,967.18,966.14,972.79,979.59,982.89,1000.2,995.78,998.73,1010.0,1005.7,997.74,1005.7,988.17,1001.3,1000.5,1003.7,1019.4,1021.2,1032.1,1032.4,1036.3,1031.3
48,M,False,2116.0,2116.9,2112.2,2113.0,2114.2,2111.5,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5,2130.6,2132.5,2121.0,2124.4,2134.4,2139.6,2140.2,2130.1,2139.6,2130.4,2135.0,2127.7,2130.0,2122.8,2121.4,2122.0,2131.9,2120.5,2119.3,2111.1
49,M,False,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5,2130.6,2132.5,2121.0,2124.4,2134.4,2139.6,2140.2,2130.1,2139.6,2130.4,2135.0,2127.7,2130.0,2122.8,2121.4,2122.0,2131.9,2120.5,2119.3,2111.1,2092.8,2098.9,2087.5,2090.6,2085.4,2075.7
50,M,False,962.46,961.67,960.64,961.95,961.5,958.65,961.15,959.74,952.79,951.18,952.5,950.32,953.79,944.69,943.63,947.13,944.63,942.67,937.79,943.53,943.63,937.76,934.87,929.13,933.59,930.43,939.75,937.59,931.78,928.32,928.17,926.25,928.84,932.2,923.0
51,M,False,1960.8,1949.7,1934.4,1922.2,1921.4,1909.2,1905.0,1889.1,1892.5,1874.5,1865.0,1871.7,1879.3,1873.1,1865.3,1851.4,1856.6,1849.5,1844.9,1826.9,1841.6,1821.7,1829.2,1820.2,1837.5,1826.9,1823.2,1816.2,1835.2,1825.8,1828.6,1842.2,1850.4,1850.2,1839.8
52,M,True,1281.5,1292.0,1289.6,1273.5,1283.8,1297.3,1298.7,1316.8,1291.1,1294.0,1289.5,1288.9,1302.8,1308.6,1301.8,1308.4,1327.7,1322.1,1347.8,1361.6,1358.9,1375.9,1386.7,1376.0,1366.3,1356.9,1361.9,1379.8,1374.1,1381.0,1383.1,1400.6,1422.2,1442.3,1451.4
53,M,False,1376.0,1366.3,1356.9,1361.9,1379.8,1374.1,1381.0,1383.1,1400.6,1422.2,1442.3,1451.4,1443.2,1460.8,1467.3,1462.5,1457.7,1452.0,1464.5,1482.1,1485.0,1496.3,1502.9,1488.2,1492.5,1493.9,1483.4,1490.0,1496.5,1503.0,1527.0,1544.3,1547.0,1540.9,1552.2
54,M,False,1553.4,1555.7,1562.7,1555.0,1563.2,1553.5,1570.2,1570.6,1562.9,1558.1,1566.6,1566.7,1579.1,1582.0,1582.4,1564.4,1568.6,1563.9,1572.7,1574.1,1572.6,1580.9,1593.2,1591.4,1599.0,1610.1,1616.0,1633.4,1636.8,1643.3,1645.2,1644.7,1657.8,1673.0,1678.7
55,M,False,1673.5,1681.9,1682.8,1698.6,1687.1,1680.9,1671.7,1677.9,1677.4,1682.7,1692.5,1685.7,1702.8,1698.3,1693.1,1687.4,1688.0,1708.8,1698.0,1694.2,1708.1,1694.5,1675.9,1664.9,1668.2,1664.0,1644.6,1634.6,1631.9,1605.6,1595.5,1588.8,1559.1,1536.5,1527.1
56,M,False,1677.4,1682.7,1692.5,1685.7,1702.8,1698.3,1693.1,1687.4,1688.0,1708.8,1698.0,1694.2,1708.1,1694.5,1675.9,1664.9,1668.2,1664.0,1644.6,1634.6,1631.9,1605.6,1595.5,1588.8,1559.1,1536.5,1527.1,1545.3,1520.4,1497.0,1497.3,1506.3,1498.4,1502.2,1510.0
57,M,True,1334.0,1340.0,1338.2,1343.0,1340.0,1335.7,1336.9,1342.9,1347.5,1343.9,1348.3,1344.0,1350.0,1355.8,1356.0,1361.0,1361.8,1364.2,1369.3,1361.9,1368.9,1368.1,1372.9,1376.0,1378.6,1387.7,1385.0,1390.5,1397.4,1398.1,1394.3,1394.5,1399.1,1409.2,1407.1
58,M,False,1355.8,1356.0,1361.0,1361.8,1364.2,1369.3,1361.9,1368.9,1368.1,1372.9,1376.0,1378.6,1387.7,1385.0,1390.5,1397.4,1398.1,1394.3,1394.5,1399.1,1409.2,1407.1,1408.2,1406.5,1405.2,1403.0,1407.9,1404.0,1398.9,1395.8,1395.6,1402.3,1405.9,1405.8,1406.5
59,M,True,917.15,916.4,911.38,909.64,904.76,905.35,905.42,908.92,918.44,909.05,902.75,898.31,890.65,891.72,885.89,880.6,880.01,876.05,875.01,867.79,868.34,866.6,864.0,857.37,865.09,859.22,863.81,867.32,862.7,861.49,860.24,863.45,860.64,866.82,856.09
60,M,False,925.79,913.59,913.87,916.37,920.37,937.13,944.06,943.99,938.59,949.27,938.81,944.73,938.51,942.41,960.28,949.22,960.86,966.79,963.14,964.02,960.58,972.65,973.2,969.44,962.44,974.59,970.77,981.45,983.03,990.29,1001.1,997.23,992.92,1001.4,1005.4
61,M,False,1497.8,1498.5,1498.5,1497.0,1496.2,1518.8,1516.1,1522.1,1522.4,1535.0,1543.8,1528.5,1552.3,1551.6,1557.9,1565.0,1561.7,1561.9,1566.4,1578.8,1586.6,1590.9,1597.1,1601.2,1625.0,1624.9,1640.0,1630.2,1651.8,1669.4,1680.0,1685.1,1693.6,1719.6,1720.9
62,M,False,1566.1,1565.8,1579.9,1579.7,1584.4,1591.1,1586.8,1590.0,1591.1,1592.0,1595.1,1599.4,1595.4,1596.7,1594.1,1595.7,1588.0,1589.4,1590.8,1587.1,1584.2,1582.2,1589.0,1588.4,1587.7,1573.3,1571.3,1567.4,1565.6,1569.3,1567.8,1577.5,1569.6,1570.2,1570.7
63,M,True,1319.1,1320.0,1319.3,1330.9,1327.8,1338.8,1337.9,1340.7,1352.9,1352.3,1342.7,1356.1,1362.1,1359.1,1357.1,1364.7,1366.1,1373.4,1371.1,1368.0,1370.0,1366.5,1367.4,1366.5,1375.6,1372.6,1391.7,1419.7,1406.2,1403.2,1405.4,1411.4,1410.5,1408.1,1400.8
64,M,False,1467.9,1472.8,1482.0,1488.8,1492.7,1515.5,1515.7,1511.1,1535.2,1534.1,1528.4,1527.5,1526.4,1540.5,1543.9,1537.2,1548.0,1560.7,1562.7,1558.5,1568.1,1572.2,1551.1,1562.6,1562.5,1577.0,1588.0,1592.5,1586.5,1600.8,1608.6,1607.0,1615.9,1621.7,1624.1
65,M,True,821.33,822.2,822.33,831.99,840.72,844.95,853.13,856.12,859.45,882.23,888.76,892.36,894.49,889.81,903.97,903.53,901.18,908.65,907.91,918.13,913.62,910.85,913.22,920.78,924.39,940.84,931.53,932.85,940.05,952.75,955.24,955.25,960.4,958.65,972.52
66,M,False,1030.3,1030.6,1033.3,1024.9,1022.7,1025.5,999.1,1016.8,999.16,1007.6,1009.0,1009.8,1008.4,1009.7,997.28,1001.5,1009.5,1004.0,1000.5,1003.2,1005.0,1006.9,988.91,1007.4,1006.8,1007.5,1008.7,999.07,1002.4,995.81,989.94,998.82,989.76,986.6,979.98
67,M,False,967.03,961.84,970.55,968.1,968.71,972.8,965.37,966.01,958.39,959.92,952.49,947.01,944.22,946.1,939.77,938.1,930.62,939.2,935.77,931.62,936.67,937.41,925.22,921.19,913.45,907.66,908.78,908.88,910.61,912.96,912.23,913.32,907.15,907.82,907.4
68,M,False,576.92,598.13,609.4,606.47,616.51,634.77,640.65,661.28,659.4,682.13,680.69,696.35,707.45,715.61,703.2,710.37,703.46,693.29,711.69,716.23,722.28,743.56,763.98,785.5,808.15,847.87,850.97,851.83,889.86,903.77,907.77,922.03,937.44,963.1,967.43
69,M,False,463.96,469.34,473.51,475.15,480.81,481.88,473.26,479.31,474.15,473.56,475.97,474.51,486.7,489.62,483.5,483.62,484.56,489.06,488.91,482.29,485.14,487.79,492.06,490.18,490.38,490.22,488.98,483.28,484.95,478.14,475.09,481.31,480.65,480.79,480.91
70,M,False,783.91,786.62,788.56,794.25,796.53,800.34,802.06,810.69,820.15,810.03,811.99,813.31,811.99,817.83,820.95,818.34,828.05,817.88,826.71,822.63,823.27,829.05,833.54,840.43,850.42,850.84,853.77,856.8,856.85,855.87,866.08,874.91,876.4,873.09,873.54
71,M,True,1312.6,1315.8,1319.0,1314.3,1320.8,1322.2,1319.7,1317.9,1321.2,1317.6,1316.9,1316.1,1315.3,1311.5,1310.5,1312.2,1323.8,1314.8,1318.4,1313.7,1311.3,1309.7,1322.3,1322.8,1328.6,1328.1,1322.6,1320.5,1325.6,1327.9,1329.4,1337.7,1336.4,1340.7,1343.1
72,M,True,1275.3,1276.6,1281.5,1276.5,1278.3,1280.2,1276.4,1283.7,1281.2,1278.7,1283.6,1280.6,1280.3,1275.3,1273.9,1273.5,1272.0,1282.0,1287.3,1280.1,1277.7,1278.4,1279.3,1273.8,1269.5,1265.5,1269.2,1272.2,1277.9,1273.8,1273.8,1268.1,1267.2,1269.7,1266.1
73,M,False,1082.4,1080.5,1077.7,1080.6,1088.0,1085.1,1083.9,1085.0,1081.0,1082.1,1077.4,1083.4,1082.3,1086.9,1091.4,1095.0,1092.3,1092.1,1087.2,1094.4,1091.4,1086.4,1088.0,1084.7,1081.0,1074.6,1078.7,1079.0,1079.3,1080.3,1092.5,1093.6,1092.7,1090.9,1090.5
74,M,True,1258.7,1261.4,1263.2,1259.1,1259.5,1256.6,1253.7,1254.1,1247.0,1250.9,1247.2,1247.8,1248.0,1247.1,1256.2,1251.7,1249.1,1255.3,1247.9,1253.6,1255.3,1260.5,1253.4,1254.8,1260.4,1258.8,1269.1,1268.1,1262.4,1267.4,1274.7,1272.3,1279.3,1269.3,1265.0
75,M,False,1295.9,1288.1,1285.5,1288.6,1280.8,1285.6,1283.1,1290.1,1291.5,1293.6,1297.1,1297.6,1307.0,1298.7,1298.6,1292.3,1291.0,1291.9,1292.8,1300.9,1292.8,1291.2,1290.6,1289.1,1287.0,1302.7,1304.1,1301.4,1309.5,1303.0,1307.0,1307.6,1309.7,1298.8,1295.9
76,M,True,1186.0,1192.3,1194.5,1199.2,1203.1,1185.1,1184.5,1186.6,1186.7,1183.7,1184.0,1168.5,1169.7,1166.9,1155.9,1145.6,1147.7,1143.8,1145.6,1141.3,1140.7,1152.1,1151.1,1142.9,1144.3,1153.9,1151.6,1152.1,1157.8,1151.7,1153.7,1150.5,1149.6,1145.7,1150.3
77,M,False,1130.7,1136.4,1137.5,1135.4,1129.5,1133.1,1141.3,1138.6,1132.0,1138.4,1133.6,1140.6,1139.6,1127.7,1128.4,1121.9,1118.8,1110.1,1106.2,1107.0,1111.8,1104.9,1095.0,1098.4,1088.3,1080.2,1072.5,1068.5,1067.0,1065.7,1060.9,1067.1,1068.1,1057.4,1055.7
78,M,True,793.81,784.72,781.24,782.59,783.14,772.29,779.84,768.83,769.32,767.59,773.08,766.89,758.73,759.61,766.38,759.4,758.29,761.95,769.16,762.48,765.61,759.13,758.58,755.49,756.95,749.07,745.62,744.57,747.71,748.84,745.7,745.77,752.43,739.95,737.48
79,M,False,636.85,632.89,623.87,620.17,619.15,622.31,621.47,619.18,628.3,623.79,620.82,619.55,618.99,618.32,609.02,613.82,601.24,600.68,600.56,594.34,593.35,597.51,595.7,591.15,594.07,595.52,591.6,596.41,590.8,594.4,591.15,580.32,569.88,571.2,562.07
80,M,False,601.24,600.68,600.56,594.34,593.35,597.51,595.7,591.15,594.07,595.52,591.6,596.41,590.8,594.4,591.15,580.32,569.88,571.2,562.07,557.66,549.95,555.01,546.05,546.68,552.77,553.35,543.13,541.5,540.84,538.59,534.75,524.28,527.23,523.55,524.95
81,M,True,1445.3,1444.3,1442.3,1444.4,1441.6,1440.9,1441.8,1447.7,1454.9,1457.2,1450.3,1453.5,1456.7,1451.7,1455.0,1466.7,1470.9,1467.8,1471.4,1477.6,1465.5,1463.5,1459.5,1449.9,1458.3,1449.3,1452.4,1450.9,1453.0,1453.8,1454.6,1448.9,1445.8,1446.4,1455.1
82,M,True,1126.4,1133.6,1132.3,1134.2,1126.1,1121.5,1118.9,1109.1,1116.6,1114.2,1111.6,1112.5,1109.3,1107.7,1109.8,1111.8,1115.8,1112.9,1112.5,1111.5,1111.4,1113.8,1116.4,1112.3,1117.4,1109.5,1111.8,1103.2,1105.0,1104.1,1111.4,1108.8,1102.8,1092.3,1083.5
83,M,False,1045.9,1049.5,1056.9,1050.4,1047.0,1053.6,1058.9,1064.3,1060.1,1066.5,1075.0,1070.2,1065.2,1071.1,1065.1,1066.8,1060.5,1058.6,1046.0,1035.7,1031.4,1040.4,1037.5,1043.2,1044.5,1039.7,1038.9,1037.5,1036.9,1026.1,1020.3,1026.0,1027.7,1024.0,1020.2
84,M,False,1035.1,1045.8,1053.7,1058.8,1057.0,1062.4,1062.5,1066.1,1066.3,1064.6,1056.8,1071.5,1068.4,1064.8,1062.2,1068.6,1071.3,1064.0,1060.4,1063.0,1063.1,1062.0,1063.2,1059.1,1067.7,1067.8,1070.6,1064.3,1061.3,1056.4,1052.9,1051.7,1050.9,1047.0,1046.7
85,M,False,1010.3,1010.4,1016.8,1028.7,1033.8,1035.3,1034.4,1021.6,1017.3,1013.4,1005.8,1011.6,1004.7,1006.4,1002.7,1014.1,1006.8,1022.4,1017.7,1008.9,1001.5,994.61,998.94,998.64,1002.0,994.08,990.98,987.33,989.16,993.38,979.55,983.12,975.74,975.61,976.49
86,M,True,1847.8,1842.9,1831.0,1851.7,1849.2,1853.5,1849.8,1860.8,1855.8,1876.9,1865.4,1863.6,1882.9,1893.7,1881.4,1881.1,1885.6,1880.0,1892.9,1894.2,1920.8,1913.2,1933.8,1926.4,1931.4,1934.4,1916.1,1920.2,1921.1,1916.5,1905.1,1910.6,1919.2,1895.8,1905.3
87,M,False,1936.7,1920.8,1934.4,1936.5,1952.9,1934.5,1935.7,1936.0,1934.4,1939.1,1937.0,1930.1,1935.5,1935.1,1945.0,1942.0,1937.7,1936.9,1936.9,1934.5,1929.9,1934.3,1937.0,1946.9,1944.6,1955.6,1954.8,1957.1,1959.3,1949.3,1945.7,1941.7,1929.1,1917.5,1929.2
88,M,False,1898.1,1903.5,1898.4,1898.0,1887.4,1884.1,1882.8,1889.6,1890.7,1887.8,1880.2,1895.5,1891.7,1887.4,1893.4,1886.7,1904.4,1897.2,1882.3,1884.4,1909.2,1911.2,1900.8,1901.2,1901.7,1906.4,1895.3,1901.2,1906.4,1911.6,1908.3,1902.4,1904.8,1905.9,1901.3
89,M,True,1944.6,1955.6,1954.8,1957.1,1959.3,1949.3,1945.7,1941.7,1929.1,1917.5,1929.2,1929.2,1939.7,1937.2,1953.9,1947.6,1931.6,1938.0,1949.8,1939.3,1933.4,1937.4,1921.1,1918.7,1910.2,1920.7,1930.3,1924.4,1922.1,1922.2,1917.1,1919.5,1913.5,1927.1,1939.1
90,M,False,1957.1,1959.3,1949.3,1945.7,1941.7,1929.1,1917.5,1929.2,1929.2,1939.7,1937.2,1953.9,1947.6,1931.6,1938.0,1949.8,1939.3,1933.4,1937.4,1921.1,1918.7,1910.2,1920.7,1930.3,1924.4,1922.1,1922.2,1917.1,1919.5,1913.5,1927.1,1939.1,1938.1,1937.0,1941.9
91,M,False,1917.5,1929.2,1929.2,1939.7,1937.2,1953.9,1947.6,1931.6,1938.0,1949.8,1939.3,1933.4,1937.4,1921.1,1918.7,1910.2,1920.7,1930.3,1924.4,1922.1,1922.2,1917.1,1919.5,1913.5,1927.1,1939.1,1938.1,1937.0,1941.9,1944.7,1933.4,1929.3,1935.5,1934.1,1936.9
92,M,False,1947.6,1931.6,1938.0,1949.8,1939.3,1933.4,1937.4,1921.1,1918.7,1910.2,1920.7,1930.3,1924.4,1922.1,1922.2,1917.1,1919.5,1913.5,1927.1,1939.1,1938.1,1937.0,1941.9,1944.7,1933.4,1929.3,1935.5,1934.1,1936.9,1932.3,1932.6,1947.4,1945.2,1942.5,1938.5
93,M,True,1910.3,1908.9,1920.3,1917.4,1923.4,1921.3,1920.7,1924.0,1927.3,1927.5,1929.2,1930.3,1924.1,1924.4,1930.9,1914.8,1904.5,1911.3,1903.3,1890.0,1889.4,1885.2,1888.4,1889.9,1884.7,1894.6,1885.9,1881.6,1869.8,1876.8,1870.3,1861.7,1856.8,1851.1,1844.9
94,M,False,112.11,118.26,118.37,128.37,131.39,134.09,142.6,144.47,153.28,158.53,158.82,157.32,164.68,162.79,171.5,185.48,197.0,201.68,206.61,215.62,222.89,236.85,249.7,251.5,252.52,257.19,258.33,275.7,277.18,284.22,292.64,297.61,301.59,303.68,305.21
95,M,False,1813.9,1821.5,1827.2,1817.9,1826.1,1813.8,1811.8,1815.5,1818.6,1807.4,1812.8,1814.4,1816.9,1809.2,1810.8,1805.8,1816.2,1813.4,1808.7,1806.6,1799.5,1796.4,1798.3,1804.4,1801.4,1800.0,1800.7,1798.4,1798.9,1794.8,1802.9,1802.3,1813.0,1819.8,1822.6
96,M,False,1907.0,1904.7,1903.5,1896.4,1894.2,1889.2,1888.7,1893.8,1879.6,1884.3,1885.4,1886.3,1880.9,1888.2,1894.9,1905.3,1907.7,1912.2,1915.7,1905.9,1904.8,1901.2,1906.0,1913.0,1920.0,1920.8,1914.6,1916.8,1913.2,1910.4,1907.0,1904.9,1900.8,1902.7,1912.1
97,M,True,474.34,479.95,484.63,487.91,491.1,492.55,491.26,490.35,489.68,491.35,494.87,493.44,494.36,491.55,497.64,498.01,500.83,504.38,503.95,501.87,497.98,501.52,501.27,507.02,506.91,511.23,516.51,513.68,508.84,508.15,505.9,506.16,508.41,513.61,513.16
98,M,True,512.29,510.17,510.18,506.13,511.76,507.86,503.47,505.01,504.22,504.41,504.12,503.44,502.59,505.61,511.13,508.93,506.81,511.44,507.93,509.81,508.89,509.78,513.46,517.15,518.6,515.85,513.31,517.44,515.75,514.6,515.61,519.71,520.01,521.41,520.44
99,M,False,1571.7,1570.2,1566.4,1557.2,1559.1,1561.8,1557.1,1565.2,1546.7,1543.7,1542.7,1541.6,1530.0,1525.9,1519.4,1513.7,1511.7,1509.2,1506.9,1500.5,1503.4,1504.1,1499.2,1492.7,1492.7,1491.0,1485.7,1491.5,1476.9,1471.9,1472.4,1476.0,1466.5,1471.8,1469.1
100,M,False,2075.3,2073.5,2052.0,2065.2,2047.5,2043.2,2038.1,2022.8,2027.9,2024.0,2026.4,2026.3,2021.9,2003.1,2010.2,2012.1,2025.1,1998.4,1996.7,1982.4,1988.1,1984.0,1972.7,1974.0,1982.0,1980.8,1955.6,1930.2,1932.4,1924.4,1932.5,1920.0,1914.6,1922.5,1924.4
