,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20
424,M,False,48.654,48.731,48.477,48.619,48.475,48.228,47.946,47.721,47.371,46.873,46.755,46.58,46.304,46.352,46.311,45.917,45.739,45.798,45.931,45.93
425,M,False,47.946,47.721,47.371,46.873,46.755,46.58,46.304,46.352,46.311,45.917,45.739,45.798,45.931,45.93,46.15,46.331,46.622,46.655,46.908,47.064
426,M,True,45.187,45.242,45.425,45.23,45.297,45.342,45.391,45.639,45.323,45.461,45.409,45.441,45.313,45.14,44.729,44.588,44.166,44.048,43.829,43.684
427,M,True,40.894,40.705,40.942,41.076,41.279,41.421,41.502,41.577,41.599,41.467,41.423,41.527,41.539,41.381,41.102,41.069,40.837,40.827,40.926,40.543
428,M,False,40.534,40.507,40.534,40.688,40.471,40.552,40.502,40.866,40.784,40.436,40.29,40.477,40.368,40.281,40.755,40.653,40.378,40.523,40.33,40.365
429,M,False,40.375,40.534,40.385,40.617,40.693,40.341,40.442,40.724,40.451,40.353,40.329,39.862,39.712,39.727,39.441,39.262,39.18,39.177,39.198,39.055
430,M,False,40.353,40.329,39.862,39.712,39.727,39.441,39.262,39.18,39.177,39.198,39.055,39.017,39.075,39.187,38.916,39.086,39.24,39.11,39.05,39.248
431,M,False,39.187,38.916,39.086,39.24,39.11,39.05,39.248,39.822,39.461,39.862,39.89,39.833,39.455,40.159,39.174,39.235,39.276,38.965,38.86,39.48
432,M,False,40.159,39.174,39.235,39.276,38.965,38.86,39.48,38.799,38.973,38.804,39.193,39.208,38.75,39.162,39.128,39.935,38.751,39.049,39.126,39.372
433,M,False,38.751,39.049,39.126,39.372,39.27,39.364,39.327,39.751,40.035,40.145,40.143,39.929,40.161,40.231,40.39,40.778,40.224,39.79,40.111,40.713
434,M,False,39.27,39.364,39.327,39.751,40.035,40.145,40.143,39.929,40.161,40.231,40.39,40.778,40.224,39.79,40.111,40.713,39.494,39.558,39.265,39.208
435,M,False,40.111,40.713,39.494,39.558,39.265,39.208,38.863,38.764,38.823,38.02,38.595,38.895,38.806,38.646,38.35,39.356,38.243,38.494,38.253,38.649
436,M,True,32.464,32.056,31.887,32.072,31.374,31.372,31.909,32.102,32.111,32.196,32.009,32.327,31.863,32.946,33.007,32.654,32.431,32.712,32.785,33.084
437,M,False,34.667,34.441,34.393,35.018,35.397,36.267,35.723,36.555,36.321,36.535,37.249,37.345,38.386,37.821,37.704,38.017,37.702,38.326,38.59,38.06
438,M,True,38.73,38.405,38.584,38.903,40.094,39.341,38.618,39.477,39.8,39.85,39.945,40.457,40.356,39.855,38.982,39.242,38.318,38.396,37.871,38.275
439,M,True,40.457,40.356,39.855,38.982,39.242,38.318,38.396,37.871,38.275,38.764,38.938,38.161,38.426,38.579,38.993,38.876,39.342,39.331,39.629,40.266
440,M,True,46.285,46.476,46.896,46.606,46.33,46.264,46.203,45.851,45.976,45.511,45.847,45.972,46.132,45.894,46.312,46.569,46.889,46.454,46.899,47.24
441,M,False,47.969,48.14,48.484,48.59,49.154,49.283,49.193,49.423,49.073,48.648,48.755,48.663,48.432,47.969,47.519,47.268,47.072,47.295,47.098,46.363
442,M,False,48.663,48.432,47.969,47.519,47.268,47.072,47.295,47.098,46.363,46.288,46.258,47.347,47.467,46.773,47.643,47.701,47.897,48.215,48.889,48.648
443,M,False,49.655,49.541,49.625,49.331,48.979,48.954,48.984,48.801,48.894,49.034,48.982,49.132,48.939,48.96,48.882,49.389,49.64,49.382,49.443,49.819
444,M,False,62.159,62.264,61.972,61.887,61.77,62.014,62.047,62.026,62.709,63.766,64.551,65.397,66.49,67.248,67.66,68.467,69.179,69.776,69.408,69.311
445,M,True,32.964,32.969,33.14,33.237,33.736,33.575,34.208,33.876,33.573,34.322,34.053,34.457,34.601,34.717,34.898,35.235,35.229,35.08,35.224,35.919
446,M,True,36.774,36.951,37.154,37.436,38.178,37.823,37.88,37.883,37.622,37.736,37.87,37.81,37.482,37.582,37.866,37.544,37.481,37.6,37.734,38.054
447,M,False,41.303,41.123,41.271,41.498,41.85,42.135,42.389,42.574,42.901,43.206,43.508,43.753,43.771,43.866,43.936,43.992,44.431,44.465,44.45,44.541
448,M,False,58.462,58.197,58.0,57.192,56.494,55.896,55.703,55.361,54.838,54.865,54.967,54.76,55.02,54.706,54.73,55.402,55.283,55.424,55.91,56.086
449,M,True,62.251,62.127,61.436,61.705,61.666,61.232,61.059,60.564,60.237,59.737,59.499,59.549,59.084,59.338,59.511,59.587,59.753,59.426,59.295,59.415
450,M,False,57.978,58.129,58.047,57.944,58.077,58.31,58.353,58.557,59.139,59.108,59.59,59.634,59.935,60.08,59.751,59.617,59.726,59.821,59.457,60.133
451,M,False,56.752,56.727,56.592,56.439,56.16,56.285,56.174,56.453,56.505,56.656,56.684,57.188,57.292,57.455,57.722,57.644,57.598,57.56,57.924,58.097
452,M,False,43.882,44.236,44.3,44.619,44.557,45.059,45.417,45.343,45.584,45.97,45.972,46.09,46.292,46.156,46.252,46.127,45.952,46.021,46.205,46.073
453,M,True,61.705,61.747,61.616,61.7,61.804,61.934,61.694,61.854,61.93,61.947,61.689,61.405,61.624,61.609,61.525,61.226,61.222,61.0,61.146,61.238
454,M,True,59.705,59.808,59.791,59.338,59.659,60.326,60.82,60.609,60.559,61.33,61.914,60.855,61.031,61.023,61.637,62.296,62.521,63.075,62.653,61.959
455,M,False,61.0,61.146,61.238,61.319,61.116,61.343,61.514,61.669,61.504,61.375,61.58,61.467,61.868,61.898,61.983,62.095,62.027,61.705,61.862,62.127
456,M,True,59.743,59.556,59.83,59.932,59.625,59.31,59.085,58.733,58.626,58.386,58.225,58.161,58.008,58.101,57.984,57.519,57.553,57.573,57.439,57.621
457,M,True,46.169,46.427,46.309,46.517,46.714,46.949,47.238,47.604,47.88,48.38,48.77,49.212,49.473,49.901,50.184,50.317,50.634,50.464,50.514,50.382
458,M,False,57.748,57.817,57.662,57.731,57.726,57.624,57.464,57.764,57.927,57.961,57.47,57.727,58.23,58.079,58.071,58.259,58.253,58.076,58.024,58.198
459,M,False,45.213,44.896,44.819,44.942,44.712,44.716,44.655,44.893,44.537,44.8,44.874,45.069,44.927,44.959,45.091,45.005,44.93,44.623,43.904,43.605
460,M,False,49.951,49.646,49.738,49.997,49.978,50.733,50.04,49.933,50.628,50.782,50.696,50.886,50.648,50.291,50.062,50.048,50.289,49.555,49.332,49.238
461,M,False,58.332,58.086,58.105,58.488,58.46,58.467,58.838,59.348,59.523,60.201,60.338,60.613,60.405,60.585,60.998,61.108,61.743,61.679,61.72,61.52
462,M,False,62.243,61.919,61.454,61.036,61.545,61.254,60.895,60.933,61.115,61.082,60.938,61.328,61.708,62.239,62.601,62.934,63.347,63.631,63.868,64.145
463,M,False,50.339,50.146,49.685,49.366,48.987,49.296,49.237,48.988,49.235,49.748,49.97,50.702,50.779,51.491,52.197,52.844,53.668,53.848,53.893,54.716
464,M,False,62.271,62.428,62.018,61.86,61.72,60.877,60.944,61.248,61.993,61.978,62.255,62.91,63.021,63.381,64.275,65.42,66.089,66.692,66.818,67.005
465,M,False,29.171,29.462,33.503,28.59,29.806,28.946,29.331,29.844,30.1,30.318,30.284,30.173,29.902,30.695,31.002,30.556,31.878,31.38,31.631,31.63
466,M,True,62.942,63.01,62.647,63.316,64.068,63.621,63.597,63.768,64.035,63.655,63.501,63.412,63.605,64.092,63.436,63.129,63.378,63.059,63.045,62.417
467,M,False,65.578,65.332,65.621,65.773,65.047,65.347,65.274,65.618,65.627,65.434,65.663,66.327,66.825,66.438,66.312,67.33,67.369,66.93,66.756,66.876
468,M,False,66.015,65.433,65.058,64.367,63.709,63.069,62.308,62.398,61.998,62.013,61.489,61.929,62.802,63.066,64.055,65.052,65.228,65.274,65.492,66.114
469,M,False,68.062,67.82,66.939,67.165,67.549,67.958,68.491,68.206,68.302,68.517,68.541,67.953,67.912,67.789,68.001,67.471,67.196,67.206,66.743,65.893
470,M,False,31.319,31.497,31.006,31.066,32.24,32.393,32.622,32.475,33.041,33.739,33.549,33.79,33.889,33.444,34.447,34.765,34.5,34.223,34.8,34.412
471,M,False,38.734,38.042,38.258,39.29,38.543,38.281,37.609,36.767,36.939,34.898,37.036,36.595,36.217,36.078,36.036,36.9,37.872,37.79,36.952,36.005
472,M,False,37.729,37.556,37.737,37.143,36.263,36.245,34.552,36.11,35.052,35.815,36.598,34.521,33.977,36.479,35.852,35.759,35.284,35.629,36.135,35.156
473,M,False,36.009,35.044,34.988,36.521,38.796,34.371,34.181,35.893,34.823,34.196,33.917,33.588,35.357,36.221,34.705,34.991,36.75,37.978,36.534,36.408
474,M,False,33.757,34.117,33.732,34.626,34.094,33.28,32.497,33.014,33.308,32.138,33.48,33.161,34.049,33.356,33.078,33.205,34.369,34.022,33.725,34.067
475,M,True,41.344,41.578,41.59,41.682,41.744,41.881,42.621,42.37,42.996,42.878,42.768,42.694,42.548,42.419,42.259,41.995,41.66,41.511,41.585,41.799
476,M,False,43.403,43.882,44.025,43.991,44.67,44.931,45.443,46.295,45.595,45.901,46.331,45.962,46.064,45.826,46.05,45.799,45.398,45.319,45.355,44.892
477,M,True,54.638,55.249,55.815,55.986,56.272,56.862,57.026,56.741,57.184,56.901,56.813,56.452,56.167,56.057,55.966,55.44,55.614,55.11,54.902,55.215
478,M,False,62.251,62.781,63.102,63.835,63.179,62.393,61.693,61.278,60.521,60.068,59.654,59.382,59.3,59.467,59.058,59.437,60.196,60.736,61.092,61.984
479,M,True,68.665,69.255,69.239,69.339,69.372,69.069,68.588,68.905,68.933,68.652,69.19,69.311,69.844,70.186,70.662,70.266,69.851,69.325,69.224,69.131
480,M,False,69.339,69.372,69.069,68.588,68.905,68.933,68.652,69.19,69.311,69.844,70.186,70.662,70.266,69.851,69.325,69.224,69.131,69.066,68.809,68.555
481,M,False,69.311,69.844,70.186,70.662,70.266,69.851,69.325,69.224,69.131,69.066,68.809,68.555,68.115,69.096,69.914,70.303,71.505,72.109,72.799,73.321
482,M,False,77.205,77.226,77.406,77.799,78.292,78.133,78.594,77.755,77.299,77.348,77.883,78.151,78.663,78.053,77.818,78.021,77.904,77.402,78.064,77.553
483,M,True,74.337,75.243,74.484,74.296,73.58,72.771,72.714,72.628,71.138,71.216,70.647,70.829,70.287,70.317,70.449,69.729,69.948,70.119,70.093,70.371
484,M,True,65.228,64.504,65.12,64.984,64.416,64.011,63.483,63.98,63.881,63.829,63.626,63.797,63.842,63.577,63.232,63.673,63.069,62.843,63.338,62.678
485,M,False,63.601,62.747,61.962,61.553,60.611,60.419,59.882,59.526,59.359,58.961,58.748,58.865,58.605,58.652,58.801,58.754,58.862,59.248,59.371,59.709
486,M,False,42.081,41.91,41.61,41.688,41.75,41.522,41.847,41.653,41.728,41.55,41.412,41.33,41.035,40.714,40.964,40.442,40.181,40.143,40.066,40.086
487,M,False,35.765,37.527,37.045,36.793,36.347,36.414,36.87,38.214,38.264,38.121,38.18,37.973,38.073,38.517,38.149,36.758,36.726,38.028,38.165,37.005
488,M,True,39.57,39.498,39.175,39.244,40.018,40.706,40.88,41.621,41.638,41.304,41.25,41.419,42.411,43.055,44.114,43.07,41.917,42.749,42.971,43.028
489,M,True,42.595,42.186,42.466,42.875,42.923,44.215,43.18,44.044,44.702,44.375,43.738,44.811,44.63,44.286,45.555,46.089,46.058,45.405,44.6,44.175
490,M,False,44.6,44.175,43.753,44.222,43.347,43.215,42.575,43.344,42.539,41.901,42.51,42.554,42.635,44.165,43.896,45.098,45.619,46.158,46.096,46.882
491,M,False,42.539,41.901,42.51,42.554,42.635,44.165,43.896,45.098,45.619,46.158,46.096,46.882,46.128,45.776,45.514,45.91,45.868,44.624,46.41,45.5
492,M,False,46.741,45.005,46.666,45.75,46.322,46.283,46.552,45.066,45.175,47.67,47.315,46.318,45.408,47.291,46.056,44.961,46.633,46.523,45.165,44.987
493,M,False,42.396,41.76,42.386,45.42,43.781,45.025,43.272,45.129,44.441,44.31,44.665,45.82,44.617,46.12,46.039,46.134,45.395,45.673,42.339,44.077
494,M,True,60.568,60.424,60.035,60.042,60.116,60.478,60.58,60.587,61.158,61.951,62.56,62.541,63.165,64.015,64.8,65.211,66.221,67.038,66.959,67.019
495,M,False,64.8,65.211,66.221,67.038,66.959,67.019,66.904,66.334,66.096,65.345,64.732,64.071,63.749,62.962,62.946,62.065,62.026,62.212,62.055,62.225
496,M,False,37.537,36.347,36.77,37.534,37.48,37.677,37.575,38.267,39.154,38.801,37.78,38.067,38.677,38.22,38.075,38.682,38.15,37.417,38.149,37.861
497,M,True,37.319,37.21,36.958,36.44,36.645,36.762,36.694,36.657,36.973,37.476,37.724,38.13,38.195,38.859,38.719,39.104,39.182,38.963,39.03,39.278
498,M,False,33.642,33.548,33.77,33.246,33.884,33.004,33.157,33.461,33.528,33.701,32.954,33.432,33.455,33.11,33.321,33.798,34.152,34.369,34.088,34.075
499,M,False,31.964,31.783,32.32,32.849,32.091,32.534,32.843,32.122,31.56,32.323,32.209,32.052,32.514,33.466,32.796,33.16,33.212,33.685,34.214,33.534
500,M,True,57.089,57.103,56.851,57.02,56.644,56.662,56.569,56.432,56.034,55.148,55.124,54.798,54.386,54.293,54.079,53.989,53.685,53.593,53.318,53.118
501,M,False,55.058,55.087,55.123,54.969,55.205,55.334,55.615,55.493,55.125,55.006,54.799,54.389,54.307,54.723,54.682,54.235,54.042,54.639,54.881,54.762
502,M,False,55.615,55.493,55.125,55.006,54.799,54.389,54.307,54.723,54.682,54.235,54.042,54.639,54.881,54.762,55.154,55.477,55.891,56.382,56.817,57.07
503,M,True,51.939,52.363,52.143,52.373,52.513,52.677,52.654,52.224,52.02,51.944,52.216,51.589,51.653,51.4,51.481,51.098,50.795,50.633,50.827,50.399
504,M,False,46.195,45.61,45.454,44.787,44.8,44.502,44.422,44.301,44.319,44.008,44.084,44.218,44.558,44.583,44.794,44.978,44.969,45.594,45.745,45.863
505,M,False,58.204,59.014,59.172,59.64,59.945,60.227,60.221,60.016,59.756,60.135,59.624,58.903,58.981,58.281,57.478,57.129,56.784,56.953,56.621,56.97
506,M,False,54.147,54.437,54.612,54.818,54.827,55.164,55.336,55.778,56.619,56.931,57.056,57.451,57.554,57.493,57.604,57.796,57.577,57.591,57.557,57.5
507,M,False,38.334,38.77,37.955,38.405,39.208,39.068,38.983,39.233,39.76,40.096,39.357,39.236,39.668,39.986,40.939,39.343,39.333,40.766,39.475,39.403
508,M,True,49.203,49.601,49.601,49.674,50.239,50.295,51.124,51.789,52.949,52.955,54.053,54.998,55.387,56.275,55.916,55.766,56.415,56.089,56.654,56.643
509,M,False,67.447,67.627,68.678,68.637,68.493,68.71,68.253,68.033,69.122,68.863,69.144,67.917,66.741,66.566,65.687,65.432,65.98,65.64,65.424,64.612
510,M,True,51.788,51.665,51.377,51.3,51.774,51.922,51.737,51.122,51.519,51.533,52.732,52.734,52.955,53.632,54.365,54.815,55.41,55.838,55.674,55.21
511,M,True,56.195,56.279,56.389,56.241,55.965,56.105,56.545,56.206,56.135,56.308,56.062,55.333,54.944,54.833,54.718,54.93,55.073,54.823,54.188,54.543
512,M,False,58.146,57.742,59.189,59.792,60.79,61.103,61.954,61.312,60.965,60.513,60.752,60.43,59.109,58.422,58.282,58.502,58.317,57.349,57.308,57.473
513,M,True,64.017,63.132,62.176,62.19,62.437,61.823,61.037,60.456,60.199,59.588,59.844,60.303,60.536,61.879,61.941,62.124,62.889,63.107,63.92,63.744
514,M,False,63.302,62.701,62.253,62.274,62.171,62.149,62.446,62.629,62.485,62.543,62.301,62.433,62.623,63.039,62.781,63.091,63.545,63.795,63.858,63.529
515,M,True,67.616,66.987,66.705,66.109,65.522,64.892,64.432,63.84,63.792,63.821,63.814,64.879,64.926,65.399,65.897,66.56,67.081,67.567,68.34,68.724
516,M,False,65.466,66.253,66.805,67.54,68.045,68.929,69.499,69.459,69.396,69.311,68.958,68.101,67.074,65.982,65.216,65.078,65.125,65.178,64.766,64.967
517,M,True,46.812,46.944,47.028,47.083,47.331,47.234,47.111,46.987,46.585,46.875,46.93,47.24,47.126,46.932,47.001,46.719,47.09,47.545,47.718,47.653
518,M,False,44.74,44.124,44.077,43.995,44.169,44.294,44.378,44.306,44.717,44.762,45.287,45.498,45.78,45.448,45.039,44.893,44.441,44.229,43.828,44.034
519,M,False,35.358,34.931,35.2,35.139,35.566,35.488,35.173,35.023,35.203,34.944,34.676,35.46,34.89,34.863,34.568,34.403,34.363,35.267,34.331,34.419
520,M,False,68.002,68.77,69.92,70.558,70.939,70.898,71.28,70.821,70.895,70.746,70.244,70.167,69.27,69.812,69.905,69.836,70.126,69.873,70.057,70.609
521,M,False,52.948,52.382,52.097,51.422,50.792,50.482,49.851,49.361,48.721,49.184,48.99,48.924,49.128,49.173,49.329,49.556,49.878,50.539,50.434,51.144
522,M,True,69.541,68.459,68.786,68.623,68.631,69.06,68.681,68.854,68.225,68.537,68.776,68.494,68.516,68.877,68.807,69.302,69.491,69.513,69.938,69.769
523,M,True,66.719,66.214,66.836,66.641,67.219,67.527,67.682,68.031,67.978,68.018,68.563,68.958,69.253,68.842,68.817,68.765,68.767,68.004,67.917,67.876
524,M,True,59.865,59.557,59.358,58.725,58.39,59.599,57.731,56.495,55.619,54.922,54.761,54.737,54.067,55.324,54.874,54.286,54.833,55.01,55.397,56.419
525,M,True,63.398,63.101,62.551,63.036,62.465,61.744,61.955,61.96,61.886,62.434,61.928,62.415,62.782,62.926,62.989,63.225,63.44,63.815,63.882,63.377
526,M,True,64.403,63.971,63.999,64.3,64.663,64.403,64.346,64.409,63.752,63.676,62.988,62.529,62.253,62.058,61.969,61.607,61.94,62.219,62.883,63.1
527,M,False,63.676,62.988,62.529,62.253,62.058,61.969,61.607,61.94,62.219,62.883,63.1,63.27,63.997,64.536,65.147,65.859,65.781,65.693,65.214,65.441
528,M,True,58.525,59.567,58.644,59.708,59.059,59.256,57.974,57.167,57.402,55.551,55.656,55.442,54.137,54.32,53.271,52.97,52.914,52.493,52.898,53.361
529,M,True,64.181,63.955,63.695,63.402,63.384,63.052,62.343,62.265,62.395,62.789,62.987,63.901,63.811,64.455,64.621,64.824,64.825,65.016,65.138,64.494
530,M,False,62.265,62.395,62.789,62.987,63.901,63.811,64.455,64.621,64.824,64.825,65.016,65.138,64.494,64.613,64.335,63.958,63.622,63.055,62.575,62.901
531,M,False,54.137,54.32,53.271,52.97,52.914,52.493,52.898,53.361,55.192,55.38,53.826,53.014,53.929,53.386,52.925,54.094,52.799,53.072,51.63,51.706
532,M,False,63.901,63.811,64.455,64.621,64.824,64.825,65.016,65.138,64.494,64.613,64.335,63.958,63.622,63.055,62.575,62.901,62.481,62.108,61.451,61.276
533,M,False,64.824,64.825,65.016,65.138,64.494,64.613,64.335,63.958,63.622,63.055,62.575,62.901,62.481,62.108,61.451,61.276,62.115,62.172,62.253,62.455
534,M,False,52.799,53.072,51.63,51.706,50.955,52.021,50.396,51.498,52.066,50.694,49.826,50.498,49.0,49.513,50.789,50.866,50.334,51.016,49.299,50.264
535,M,True,63.465,63.553,64.021,63.727,63.989,64.462,64.276,64.497,64.857,64.359,64.34,64.714,64.246,64.418,64.129,64.221,64.148,64.079,63.633,63.526
536,M,True,63.023,62.644,62.399,62.881,63.139,63.126,63.906,63.615,63.978,64.277,64.756,65.281,65.094,65.285,64.963,65.132,65.193,65.256,65.184,65.228
537,M,False,61.176,60.97,61.162,61.063,61.185,61.027,60.987,61.102,60.858,61.254,61.155,61.202,60.779,61.01,60.913,60.469,60.766,60.622,60.855,60.887
538,M,True,61.01,60.913,60.469,60.766,60.622,60.855,60.887,60.89,60.905,61.061,61.08,61.347,62.337,62.203,62.398,62.863,63.23,63.585,63.759,63.864
539,M,True,55.543,55.287,55.106,55.549,55.866,55.561,55.858,55.43,55.237,55.388,55.516,55.562,55.578,56.201,56.801,56.914,56.643,56.783,56.985,56.867
540,M,True,51.296,51.095,51.079,50.584,50.764,50.895,51.134,51.247,50.987,51.246,51.806,51.885,51.589,52.045,52.307,52.447,52.848,52.685,52.604,52.433
541,M,False,49.433,49.379,49.315,49.609,49.918,49.04,49.34,48.65,49.108,49.587,49.088,48.904,49.14,49.552,49.072,49.995,49.487,49.854,49.747,49.837
542,M,False,49.61,48.961,49.415,48.901,48.873,49.404,50.903,48.734,48.972,48.296,48.282,48.41,49.208,49.531,50.077,49.677,49.893,49.945,50.074,49.53
543,M,False,36.621,37.225,36.353,36.764,37.928,35.748,35.356,36.001,34.842,33.43,33.403,33.101,32.739,32.72,32.463,31.826,32.593,32.238,31.689,32.068
544,M,True,38.042,38.081,38.091,38.048,38.455,38.482,38.67,38.448,38.523,38.784,38.86,39.216,39.539,39.345,39.684,39.885,40.376,40.293,40.551,40.164
545,M,False,37.989,38.375,38.585,39.095,39.287,39.964,39.625,39.922,40.367,40.436,40.511,40.53,40.078,39.959,39.638,39.539,39.281,38.926,38.728,38.647
546,M,True,31.171,30.713,31.559,30.337,31.103,30.835,30.104,30.07,29.648,28.887,28.326,27.966,26.725,27.654,27.118,27.203,28.531,27.218,26.295,26.865
547,M,False,31.559,30.337,31.103,30.835,30.104,30.07,29.648,28.887,28.326,27.966,26.725,27.654,27.118,27.203,28.531,27.218,26.295,26.865,26.47,27.316
548,M,False,45.302,45.142,44.719,45.526,45.46,45.612,46.237,46.89,46.819,47.228,47.483,47.88,47.746,48.608,48.664,49.174,49.451,49.745,49.592,49.269
549,M,True,52.861,52.996,52.736,51.851,51.719,51.926,50.999,50.627,50.147,50.154,50.199,49.974,49.374,49.12,49.221,49.327,49.086,49.556,49.826,49.842
550,M,False,48.342,47.929,47.57,47.368,47.711,47.664,47.664,48.219,48.084,48.56,48.852,48.431,48.469,48.296,48.615,48.54,47.874,47.912,48.236,48.059
551,M,False,66.918,66.483,66.466,65.853,64.937,64.342,64.155,64.199,63.803,63.794,64.123,64.317,64.711,65.107,65.633,65.979,67.327,68.218,68.96,69.36
552,M,False,43.504,43.721,43.684,43.3,43.739,43.328,43.542,43.463,43.98,44.061,44.382,44.664,44.268,43.977,44.544,43.971,43.295,42.787,42.15,42.313
553,M,False,48.628,48.619,50.659,52.477,50.424,51.025,50.881,52.311,51.16,51.386,53.355,53.305,52.344,52.275,52.742,54.959,55.74,56.156,55.013,55.316
554,M,False,51.696,51.92,51.729,51.752,51.765,52.203,52.634,52.026,52.543,52.569,52.889,53.208,53.348,53.601,54.607,54.325,54.405,54.547,53.658,53.537
555,M,False,40.901,40.858,40.039,39.868,39.659,39.338,39.111,38.758,38.723,38.502,39.007,38.294,38.485,38.326,38.208,38.304,38.677,38.906,38.924,39.186
556,M,False,66.635,65.492,64.913,64.656,64.86,64.27,64.203,64.832,64.942,64.439,64.49,65.008,65.347,65.381,65.421,65.152,65.19,65.335,65.104,65.14
557,M,False,66.095,65.823,66.94,67.148,68.256,68.028,68.441,68.979,69.069,69.622,69.478,69.44,68.524,67.31,66.243,64.821,63.601,62.584,61.479,60.655
558,M,True,57.561,57.83,58.766,59.379,60.585,61.324,62.23,62.757,62.7,62.789,61.876,61.089,60.146,59.374,57.674,56.498,55.709,55.191,54.728,54.16
559,M,False,60.214,60.259,59.929,60.042,59.635,58.738,57.603,57.535,57.041,56.793,56.454,55.797,55.624,55.96,54.932,54.758,54.535,55.055,55.273,55.057
560,M,False,44.62,44.42,44.619,44.282,44.261,44.144,44.135,43.858,43.688,43.959,43.772,43.886,44.183,43.989,44.008,44.313,44.703,45.027,45.1,45.592
561,M,True,55.143,55.172,54.646,54.839,54.629,54.462,54.121,54.038,54.401,54.231,54.134,54.172,54.603,54.844,55.332,55.284,55.609,55.84,55.809,55.894
562,M,False,54.629,54.462,54.121,54.038,54.401,54.231,54.134,54.172,54.603,54.844,55.332,55.284,55.609,55.84,55.809,55.894,56.057,55.736,55.702,55.059
563,M,True,39.92,39.394,39.526,39.643,39.691,39.68,39.945,39.783,39.536,39.956,40.307,40.228,40.641,40.835,40.713,40.95,41.239,41.079,41.304,41.48
564,M,False,41.239,41.079,41.304,41.48,41.362,41.258,40.75,40.766,40.259,40.162,39.666,39.412,39.605,39.045,39.265,39.383,39.346,39.757,39.463,39.607
565,M,False,41.304,41.48,41.362,41.258,40.75,40.766,40.259,40.162,39.666,39.412,39.605,39.045,39.265,39.383,39.346,39.757,39.463,39.607,39.9,40.084
566,M,True,36.82,37.856,36.486,36.625,36.014,35.962,35.507,35.674,36.083,36.011,36.306,36.214,36.033,35.63,36.774,35.781,35.644,35.562,35.883,36.448
567,M,False,36.771,37.705,36.943,37.176,37.713,37.079,37.827,37.967,38.001,37.886,37.642,37.272,36.643,37.494,37.482,37.131,37.205,37.302,37.479,37.697
568,M,True,45.351,45.497,45.716,43.949,45.099,44.274,44.565,43.905,44.454,45.757,45.668,44.691,46.533,47.037,49.706,49.304,50.65,48.366,48.333,47.877
569,M,False,49.85,48.775,48.782,48.103,49.796,49.098,49.058,48.611,48.445,46.695,47.637,48.088,48.519,47.553,48.426,48.8,47.086,47.701,48.938,50.192
570,M,True,47.428,46.826,46.872,46.268,46.582,46.816,47.356,46.974,46.495,46.615,46.895,46.819,46.415,46.299,45.997,46.13,45.666,45.921,46.822,46.182
571,M,True,46.874,46.727,46.998,47.42,48.047,48.139,48.256,48.288,49.792,50.48,50.455,50.734,51.142,52.073,52.271,51.973,52.095,51.892,51.39,51.041
572,M,False,51.879,52.201,52.044,52.081,51.951,53.062,53.03,53.358,52.889,53.073,53.322,53.382,53.888,53.819,53.224,53.363,53.73,53.126,52.987,52.254
573,M,True,52.985,53.173,53.494,54.178,54.88,55.383,55.016,55.368,54.884,53.862,53.878,53.686,53.246,52.267,52.233,51.434,51.098,51.737,52.54,52.037
574,M,False,53.878,53.686,53.246,52.267,52.233,51.434,51.098,51.737,52.54,52.037,51.535,51.962,52.036,51.675,51.704,51.982,52.223,52.147,51.434,51.849
575,M,False,51.84,51.47,52.119,52.612,52.091,52.32,51.96,52.278,52.255,51.839,51.281,52.648,51.914,51.946,52.161,52.866,51.702,52.65,52.66,52.813
576,M,False,56.806,55.927,56.337,55.17,54.815,54.887,54.159,54.053,53.51,53.404,53.667,53.277,52.814,53.647,54.078,54.032,53.725,53.974,54.684,54.708
577,M,False,53.419,53.619,53.519,53.768,53.635,53.916,53.753,54.358,54.687,54.937,54.881,55.354,56.332,55.972,56.267,57.099,56.958,56.417,56.97,56.492
578,M,False,59.508,59.59,58.971,58.985,58.988,60.023,59.781,59.835,59.67,59.612,60.14,59.965,60.09,60.286,60.945,61.145,60.996,61.068,60.699,60.45
579,M,True,82.51,81.531,80.377,80.168,79.661,79.356,78.751,77.833,77.559,78.8,78.619,79.516,80.815,81.352,81.526,82.569,82.925,83.33,82.739,81.876
580,M,True,81.526,82.569,82.925,83.33,82.739,81.876,81.531,79.65,77.892,76.999,76.671,76.483,76.93,77.367,78.445,78.077,78.129,78.385,78.604,80.11
581,M,False,82.739,81.876,81.531,79.65,77.892,76.999,76.671,76.483,76.93,77.367,78.445,78.077,78.129,78.385,78.604,80.11,80.131,80.734,81.185,81.204
582,M,False,76.671,76.483,76.93,77.367,78.445,78.077,78.129,78.385,78.604,80.11,80.131,80.734,81.185,81.204,81.675,82.316,82.559,82.214,81.917,82.076
583,M,False,76.93,77.367,78.445,78.077,78.129,78.385,78.604,80.11,80.131,80.734,81.185,81.204,81.675,82.316,82.559,82.214,81.917,82.076,81.971,82.268
