,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20
160,M,True,0.0,0.0,0.0,0.0,0.0,6.1435,23.444,20.917,24.473,22.262,22.591,22.022,26.729,27.43,27.483,29.179,30.252,34.169,37.067,39.023
161,M,False,38.973,38.305,38.38,38.199,37.517,36.339,32.679,33.519,34.384,33.486,34.555,35.715,36.044,33.687,34.714,37.933,36.917,38.249,33.556,33.811
162,M,False,38.804,37.662,36.482,38.113,36.342,36.137,36.269,36.533,38.749,37.261,38.735,38.343,40.099,40.571,41.638,41.723,42.869,43.674,43.605,43.673
163,M,False,61.355,61.181,61.475,61.576,61.714,61.693,61.955,62.11,62.247,62.279,62.134,62.396,62.351,62.484,62.639,62.444,61.893,62.637,62.87,63.02
164,M,True,45.005,44.199,44.382,44.477,44.195,43.099,43.406,43.05,42.568,43.022,42.863,43.683,43.671,43.295,44.255,44.523,45.131,45.343,45.995,45.93
165,M,False,49.198,49.201,48.652,48.634,48.684,48.057,48.506,48.829,47.883,48.46,48.393,48.903,48.473,48.205,48.054,47.837,48.068,47.732,46.945,47.452
166,M,True,47.054,47.395,47.583,47.424,48.061,48.214,47.722,47.576,47.483,47.679,47.997,47.74,47.536,47.716,48.001,48.173,47.745,47.767,47.583,47.332
167,M,False,47.151,47.415,48.204,48.648,48.62,48.753,49.126,49.649,49.446,49.565,50.313,49.939,50.244,49.857,49.972,49.652,49.874,49.054,49.404,49.9
168,M,True,55.029,55.917,55.829,56.253,56.188,55.522,55.777,55.777,56.142,55.895,55.901,55.871,55.357,55.134,55.237,54.449,55.031,54.62,54.038,53.755
169,M,False,54.752,55.223,55.591,55.759,55.646,56.563,57.026,57.139,56.842,57.367,57.415,56.758,57.377,57.146,57.424,57.912,57.692,58.584,58.586,59.544
170,M,True,62.626,62.825,63.386,63.779,64.013,64.326,64.55,64.987,65.284,64.768,64.883,65.803,65.891,65.601,66.188,66.242,66.435,66.463,66.543,66.322
171,M,False,69.806,69.71,68.849,68.448,68.172,67.892,67.172,66.694,66.712,66.735,66.548,66.209,66.44,65.866,65.834,65.917,65.87,65.849,65.745,66.032
172,M,False,66.032,66.053,65.998,66.365,66.244,66.494,66.716,67.036,66.758,66.575,66.541,66.605,66.654,66.715,66.681,66.376,66.307,66.072,65.943,65.87
173,M,True,66.551,66.605,66.635,66.427,66.336,66.377,66.29,66.159,66.646,66.901,67.152,67.786,68.85,69.148,69.605,70.053,70.451,70.672,71.325,71.587
174,M,True,70.024,70.248,69.296,69.584,69.212,69.403,68.643,68.47,68.647,68.659,68.059,67.93,67.793,68.189,67.754,67.833,67.574,68.027,68.072,67.838
175,M,True,67.793,68.189,67.754,67.833,67.574,68.027,68.072,67.838,68.403,68.017,68.198,68.479,68.951,69.388,69.584,69.78,70.354,70.146,70.641,71.111
176,M,True,68.951,69.388,69.584,69.78,70.354,70.146,70.641,71.111,71.291,71.257,72.015,72.354,72.535,73.455,73.1,73.247,72.652,72.835,72.612,72.401
177,M,True,69.057,69.269,69.845,70.036,70.404,70.971,71.183,71.775,71.876,72.245,72.19,72.143,72.796,72.727,72.412,72.684,72.978,72.741,72.655,73.006
178,M,False,72.245,72.19,72.143,72.796,72.727,72.412,72.684,72.978,72.741,72.655,73.006,73.073,72.822,73.122,72.861,72.565,72.033,72.403,71.927,71.579
179,M,False,72.684,72.978,72.741,72.655,73.006,73.073,72.822,73.122,72.861,72.565,72.033,72.403,71.927,71.579,71.561,71.471,70.888,70.958,70.902,70.695
180,M,True,72.861,72.565,72.033,72.403,71.927,71.579,71.561,71.471,70.888,70.958,70.902,70.695,70.854,70.305,70.182,69.313,69.543,69.481,69.101,69.409
181,M,True,71.927,71.579,71.561,71.471,70.888,70.958,70.902,70.695,70.854,70.305,70.182,69.313,69.543,69.481,69.101,69.409,69.079,69.714,69.388,70.037
182,M,False,69.714,69.388,70.037,70.9,71.724,72.092,72.15,72.484,73.049,72.724,73.354,73.31,72.974,72.861,72.772,73.049,73.067,72.601,72.399,72.039
183,M,False,28.517,29.584,29.386,30.397,30.62,31.35,30.587,31.356,29.49,28.458,28.559,32.234,29.104,31.377,28.867,29.914,33.375,30.379,30.337,30.376
184,M,True,71.573,71.959,72.028,71.768,71.72,71.984,71.448,71.72,72.319,72.446,72.774,72.707,72.508,72.717,72.882,73.175,73.461,73.157,72.94,72.823
185,M,False,71.72,71.984,71.448,71.72,72.319,72.446,72.774,72.707,72.508,72.717,72.882,73.175,73.461,73.157,72.94,72.823,73.497,73.304,73.404,73.403
186,M,False,72.707,72.508,72.717,72.882,73.175,73.461,73.157,72.94,72.823,73.497,73.304,73.404,73.403,73.662,74.524,74.34,74.867,74.611,74.543,74.69
187,M,True,69.663,70.126,70.1,70.43,70.849,71.773,71.847,72.691,73.015,73.15,72.878,72.988,72.913,73.103,73.612,73.346,73.843,74.161,74.051,74.445
188,M,False,72.691,73.015,73.15,72.878,72.988,72.913,73.103,73.612,73.346,73.843,74.161,74.051,74.445,74.228,74.599,74.357,74.439,73.985,73.366,73.273
189,M,True,73.482,73.945,74.169,73.938,74.056,74.256,73.873,73.821,74.0,74.018,73.469,73.426,73.619,73.518,72.87,72.94,72.679,72.036,72.279,71.437
190,M,False,73.873,73.821,74.0,74.018,73.469,73.426,73.619,73.518,72.87,72.94,72.679,72.036,72.279,71.437,70.711,70.351,70.026,69.628,68.894,69.323
191,M,True,69.65,69.781,70.104,70.41,71.158,71.588,71.486,72.012,71.882,71.82,72.089,72.142,71.761,71.431,71.134,70.76,71.14,71.344,70.812,70.798
192,M,False,72.142,71.761,71.431,71.134,70.76,71.14,71.344,70.812,70.798,70.83,70.693,70.71,70.517,70.201,70.795,70.698,70.241,69.893,70.31,70.31
193,M,True,70.698,70.241,69.893,70.31,70.31,70.098,70.523,69.973,70.586,71.083,70.612,70.513,70.864,70.849,70.452,70.763,70.612,70.314,70.679,70.213
194,M,False,66.906,66.381,66.554,66.749,66.858,66.469,66.369,66.52,67.199,67.045,67.089,67.272,67.557,67.667,67.738,68.438,68.133,68.841,68.983,69.014
195,M,False,67.15,67.158,66.669,66.086,66.121,66.14,66.029,65.876,66.604,65.743,64.905,64.634,64.232,63.959,63.412,63.224,62.372,61.995,61.801,61.674
196,M,False,32.594,32.71,32.735,32.742,32.644,33.079,33.469,33.029,33.312,33.434,33.211,33.572,33.866,33.873,34.747,34.123,34.151,34.551,34.503,34.49
197,M,True,61.367,61.419,61.608,61.397,61.257,61.312,60.678,60.308,60.043,60.024,60.251,59.804,59.88,60.154,59.942,59.913,60.104,60.42,60.417,60.304
198,M,True,55.925,55.374,54.833,54.458,54.669,54.393,55.114,53.277,53.408,53.566,53.377,50.701,49.983,53.262,52.868,53.083,54.322,53.375,53.434,52.653
199,M,False,53.023,53.69,53.796,53.548,53.818,54.28,52.972,52.999,53.263,53.687,52.738,52.987,52.341,52.1,52.155,52.162,51.655,51.594,51.341,51.991
200,M,False,52.341,52.1,52.155,52.162,51.655,51.594,51.341,51.991,51.99,51.657,50.881,50.692,50.549,50.893,51.242,50.978,51.203,50.409,50.506,49.961
201,M,True,52.598,52.235,52.755,52.291,52.287,52.367,52.542,52.468,52.616,52.507,52.756,52.204,52.75,52.519,52.358,52.608,52.575,52.723,52.289,52.395
202,M,False,54.64,55.185,55.122,55.291,55.57,55.708,55.531,55.564,55.594,55.676,55.796,55.557,55.473,55.598,55.593,55.072,54.843,54.689,54.597,54.292
203,M,False,55.708,55.531,55.564,55.594,55.676,55.796,55.557,55.473,55.598,55.593,55.072,54.843,54.689,54.597,54.292,54.305,54.16,54.102,54.012,54.228
204,M,False,56.287,55.857,55.649,55.633,55.339,55.228,55.015,54.702,54.586,54.377,54.183,54.352,54.47,54.794,55.144,55.312,55.549,55.796,56.136,56.309
205,M,False,39.072,39.06,38.92,38.606,38.485,38.289,38.36,38.095,38.089,37.749,37.839,37.981,37.8,37.607,37.77,37.893,37.797,37.731,37.649,37.913
206,M,False,30.886,31.669,31.473,31.676,31.357,31.378,30.92,31.121,30.763,29.943,30.524,30.04,30.178,30.009,29.796,29.398,29.258,29.307,30.0,29.454
207,M,True,41.79,42.014,42.356,42.538,42.633,42.422,42.824,42.832,42.887,42.383,42.281,41.856,41.769,41.435,41.656,41.663,41.671,41.51,41.969,41.715
208,M,False,44.317,44.41,44.301,44.629,44.38,44.127,44.159,43.914,44.014,43.915,43.753,43.694,43.68,43.644,43.463,43.858,44.026,44.056,44.269,44.666
209,M,False,50.778,50.383,50.414,50.652,51.034,51.165,50.904,50.705,50.346,50.173,50.136,50.014,50.251,50.074,49.972,50.287,50.426,50.371,50.68,51.081
210,M,False,44.755,44.794,44.484,44.656,44.53,44.651,44.539,44.622,44.656,44.704,44.588,44.465,44.524,44.57,44.552,44.36,44.468,44.232,44.601,44.674
211,M,False,18.342,23.808,23.981,27.186,26.853,28.361,30.234,31.853,31.778,31.928,32.777,33.481,31.522,34.427,31.195,34.829,30.117,31.248,35.505,31.879
212,M,False,23.981,27.186,26.853,28.361,30.234,31.853,31.778,31.928,32.777,33.481,31.522,34.427,31.195,34.829,30.117,31.248,35.505,31.879,35.988,30.695
213,M,False,53.033,53.566,53.358,53.146,53.215,52.022,51.063,50.719,50.061,49.867,49.57,48.867,48.352,48.08,48.062,48.531,48.761,48.771,49.304,49.767
214,M,False,58.962,58.677,52.189,57.87,56.917,56.085,55.452,54.825,54.529,53.894,53.651,53.092,52.692,52.952,53.366,54.153,54.517,55.556,56.381,56.965
215,M,False,48.69,48.421,47.874,47.503,47.095,46.972,46.499,46.142,45.79,45.355,44.704,44.745,44.315,44.51,44.233,44.712,44.106,44.2,44.301,43.95
216,M,True,40.437,39.006,50.919,54.505,67.081,62.991,67.463,70.213,66.011,69.994,69.121,67.683,69.353,54.785,59.317,43.359,46.834,48.958,43.782,40.439
217,M,True,38.62,39.699,39.44,39.252,39.384,39.93,40.361,41.318,41.853,41.679,42.581,41.443,42.478,43.22,43.168,42.012,42.0,42.416,42.896,42.402
218,M,True,44.216,43.361,43.84,43.569,43.451,43.806,44.826,44.571,44.08,45.737,45.336,44.956,45.618,45.914,46.009,46.611,47.539,47.66,46.508,46.52
219,M,False,46.009,46.611,47.539,47.66,46.508,46.52,45.456,46.175,46.637,47.704,47.657,46.812,46.53,46.836,46.126,45.953,45.089,45.542,45.381,45.384
220,M,True,45.384,45.719,45.477,45.225,44.451,43.894,44.005,43.015,43.328,43.985,44.556,44.652,44.611,44.943,45.501,45.472,44.989,44.499,44.862,45.522
221,M,False,50.194,50.355,49.677,49.306,48.848,49.155,49.013,49.897,50.081,50.69,49.7,49.22,47.753,47.294,47.2,46.906,47.868,47.395,46.763,46.86
222,M,False,50.967,50.792,49.613,50.232,49.542,48.735,47.983,48.379,47.886,46.643,47.454,46.979,48.185,47.256,47.072,47.482,47.524,47.842,48.155,47.143
223,M,True,74.457,73.887,73.493,73.533,73.653,74.024,73.084,72.23,72.092,71.187,70.347,69.582,69.263,68.585,68.675,68.925,69.256,69.391,70.014,69.81
224,M,False,76.244,76.295,76.153,76.976,75.99,74.807,74.887,74.727,75.077,75.338,76.405,76.179,76.398,77.798,77.891,78.809,79.262,79.786,79.652,80.185
225,M,False,76.688,75.859,75.921,75.625,75.638,75.978,76.443,76.511,77.455,78.26,78.821,79.784,80.633,80.788,81.73,83.104,83.982,83.57,82.877,82.874
226,M,False,37.603,36.895,36.379,36.233,36.226,36.049,35.484,35.284,35.108,35.056,35.299,35.453,35.256,35.515,35.78,35.709,36.05,35.63,36.036,36.041
227,M,False,69.353,69.897,70.239,70.161,70.611,70.841,71.095,71.691,71.229,71.825,72.221,71.736,71.758,71.841,71.37,71.832,71.307,71.234,70.98,70.705
228,M,False,61.7,61.749,62.457,62.185,62.407,62.757,62.625,62.85,62.191,61.932,62.004,62.199,61.812,61.498,61.23,61.463,60.993,61.171,60.476,60.086
229,M,True,46.984,47.082,47.099,47.437,47.601,47.758,48.297,48.806,49.141,49.084,49.278,49.876,50.15,49.949,50.38,50.641,51.134,50.849,51.18,50.699
230,M,False,51.816,51.904,51.83,52.088,52.085,52.53,52.715,52.475,52.298,52.224,52.198,51.979,51.859,51.428,51.379,51.245,51.059,50.885,50.891,51.396
231,M,True,65.454,66.225,65.46,65.967,65.554,66.02,65.81,65.607,65.322,65.581,65.415,65.02,64.915,64.967,64.766,64.525,64.53,64.055,63.985,63.549
232,M,False,66.469,67.384,67.303,67.296,68.216,67.806,67.733,67.925,67.502,66.906,66.527,66.488,65.494,65.432,65.362,65.234,65.099,63.597,63.322,62.801
233,M,False,72.198,74.338,67.188,66.66,65.729,62.814,61.513,63.212,63.549,63.864,68.279,69.649,70.781,72.144,75.834,79.181,80.884,83.513,83.869,86.4
234,M,False,63.348,63.663,64.084,63.753,63.054,62.436,62.312,61.445,61.142,60.983,61.048,61.011,60.919,61.229,61.132,60.079,59.819,60.597,60.378,60.736
235,M,False,59.91,60.187,60.594,60.31,59.795,60.181,59.529,59.043,58.378,57.643,56.561,56.114,56.112,55.728,55.69,55.33,54.612,54.328,53.897,53.965
236,M,False,80.248,80.537,79.624,80.104,79.029,78.902,79.314,79.641,78.864,78.577,78.36,78.466,79.408,79.569,79.899,79.357,79.093,79.589,80.053,79.449
237,M,False,74.079,74.023,73.406,73.338,72.82,72.663,72.941,72.896,74.268,75.623,75.58,76.908,77.828,77.655,77.708,78.653,79.177,78.544,79.141,78.483
238,M,False,61.511,61.345,60.494,59.673,59.038,59.444,59.147,59.406,59.825,60.048,60.852,61.135,61.458,61.822,61.996,62.43,62.762,63.307,63.636,63.125
239,M,False,44.297,45.106,45.727,45.326,45.788,46.397,46.839,46.671,47.031,46.986,46.536,47.198,46.708,46.382,46.039,45.362,45.262,44.356,43.869,44.408
240,M,True,48.188,48.173,48.18,48.388,48.152,48.06,47.632,47.67,47.371,47.8,47.685,47.778,47.839,47.973,47.524,47.198,47.462,48.058,48.071,48.147
241,M,False,48.731,48.575,49.662,49.888,49.838,50.427,50.264,50.349,50.415,50.709,50.547,50.436,51.109,50.686,51.232,51.239,51.113,51.04,51.138,51.149
242,M,False,32.261,31.859,32.101,32.179,31.855,31.818,31.516,31.44,31.689,31.267,31.405,31.459,30.572,30.825,30.361,30.341,30.268,29.744,29.619,30.117
243,M,False,40.339,40.315,40.395,40.686,41.115,42.054,41.551,41.766,42.306,41.754,42.53,42.384,41.699,41.16,41.482,41.25,41.823,41.037,40.27,39.908
244,M,False,51.521,51.535,51.73,51.943,52.327,52.717,52.795,52.642,52.544,52.295,52.089,52.528,52.521,52.379,52.264,52.114,51.948,51.977,51.712,51.596
245,M,False,38.216,39.112,38.495,38.458,38.815,38.8,37.645,37.437,37.076,36.985,36.505,36.494,36.177,36.532,36.064,36.327,36.07,35.994,35.74,36.028
246,M,False,29.719,29.773,30.751,30.04,30.973,30.006,31.773,30.733,30.719,30.959,30.146,31.024,30.087,30.422,29.716,30.394,31.185,30.889,31.448,30.473
247,M,False,29.074,29.515,29.819,29.646,29.596,30.174,31.061,30.445,29.81,31.136,31.632,31.471,31.911,32.66,31.099,31.386,31.659,32.436,31.79,30.871
248,M,False,36.604,36.123,36.302,36.524,36.713,36.44,36.796,36.704,35.791,36.357,35.768,36.853,36.327,36.741,36.81,37.693,36.991,36.991,37.185,37.161
249,M,False,64.509,64.614,65.054,66.08,66.298,66.122,66.233,66.375,65.747,65.658,66.035,66.528,66.616,65.742,65.922,65.724,65.93,65.611,64.928,63.64
250,M,True,62.477,61.786,61.62,62.019,62.195,62.17,62.017,61.262,61.341,60.72,60.216,60.693,60.685,60.341,60.092,60.494,61.139,61.582,61.796,61.944
251,M,False,62.019,62.195,62.17,62.017,61.262,61.341,60.72,60.216,60.693,60.685,60.341,60.092,60.494,61.139,61.582,61.796,61.944,63.16,62.912,63.438
252,M,False,29.515,29.82,30.175,29.607,29.723,29.993,30.297,30.057,31.171,31.733,31.608,31.972,32.051,32.607,33.206,33.917,33.734,33.643,34.067,33.982
253,M,False,56.183,56.048,56.232,55.906,56.248,55.889,56.465,56.389,56.139,56.568,56.591,56.348,56.217,56.503,57.298,57.701,57.926,58.888,59.151,59.95
254,M,True,64.407,64.72,64.969,65.565,65.545,65.715,65.976,66.334,66.791,67.172,66.827,67.496,67.331,66.511,66.82,67.056,67.187,67.573,67.726,67.22
255,M,False,68.073,67.256,67.466,66.989,66.767,66.639,66.655,66.027,65.889,65.971,65.91,66.145,66.327,65.306,65.11,63.759,63.1,63.074,62.733,61.92
256,M,True,55.404,55.734,56.478,56.532,56.824,56.585,56.691,56.589,57.009,57.245,57.81,58.148,58.643,59.037,59.452,59.719,60.507,61.203,61.596,62.278
257,M,False,67.334,67.063,66.806,66.229,65.695,66.069,65.516,65.538,65.498,65.158,65.317,65.183,65.566,65.74,66.676,67.531,68.727,68.755,69.123,68.764
258,M,True,65.433,65.014,65.299,65.311,65.528,65.841,65.957,65.429,65.47,65.901,66.292,66.162,66.046,66.685,66.974,67.604,67.704,67.541,67.849,67.812
259,M,True,73.004,73.491,73.547,74.315,74.759,75.081,74.867,75.65,75.725,76.222,76.55,76.423,76.378,76.24,76.786,76.821,77.06,76.984,76.613,76.618
260,M,False,76.821,77.06,76.984,76.613,76.618,76.867,77.243,77.98,77.492,77.245,77.03,77.352,76.312,76.172,75.66,75.482,74.639,74.417,74.299,72.96
261,M,False,76.984,76.613,76.618,76.867,77.243,77.98,77.492,77.245,77.03,77.352,76.312,76.172,75.66,75.482,74.639,74.417,74.299,72.96,72.966,73.034
262,M,False,51.308,50.933,50.943,51.227,51.251,51.298,51.52,51.37,51.374,51.68,51.74,52.079,52.321,53.038,53.57,53.732,54.321,54.517,55.066,55.664
263,M,False,73.091,73.742,73.801,74.039,73.741,73.579,73.836,73.712,73.988,74.261,74.364,73.946,74.079,73.92,73.186,72.452,72.685,72.596,72.295,72.343
264,M,False,74.039,73.741,73.579,73.836,73.712,73.988,74.261,74.364,73.946,74.079,73.92,73.186,72.452,72.685,72.596,72.295,72.343,71.822,71.537,70.486
265,M,True,0.0,0.0,0.0,0.0,0.0,15.302,19.67,23.535,24.63,27.947,35.763,31.435,32.387,32.376,38.666,51.824,41.342,40.782,43.85,47.311
266,M,True,46.258,46.433,47.094,47.156,47.399,47.796,47.63,47.741,47.239,48.146,48.751,47.971,48.377,46.824,49.062,46.889,47.355,47.264,47.088,46.846
267,M,False,47.909,48.521,49.469,50.429,49.664,49.671,50.733,50.614,50.636,48.939,54.111,53.529,51.52,51.924,51.054,51.385,51.569,50.426,50.39,49.527
268,M,False,51.569,50.426,50.39,49.527,49.355,50.873,50.83,51.359,49.938,49.165,49.933,49.705,49.754,49.767,50.159,49.323,49.849,50.592,49.788,50.596
269,M,False,49.938,49.165,49.933,49.705,49.754,49.767,50.159,49.323,49.849,50.592,49.788,50.596,48.915,49.382,48.454,48.446,48.3,48.969,49.828,49.032
270,M,False,53.401,53.54,53.572,53.906,55.098,54.925,54.977,55.863,56.852,56.782,55.63,55.787,56.677,54.718,55.732,55.166,54.343,54.697,55.751,55.75
271,M,True,52.639,52.768,52.84,53.149,53.171,53.21,53.114,53.46,53.404,53.871,54.11,54.367,54.481,54.803,55.556,55.056,54.862,54.645,54.541,54.224
272,M,False,47.98,47.397,47.303,46.811,46.846,46.787,46.545,46.26,46.382,47.107,46.895,47.502,47.698,48.087,48.517,48.778,48.912,48.875,49.005,48.78
273,M,False,50.879,51.314,51.117,51.686,51.29,51.16,51.005,51.596,51.474,51.344,51.504,51.465,51.966,52.01,52.061,52.322,52.944,52.743,53.115,53.457
274,M,False,44.988,45.522,45.714,45.459,45.258,45.614,45.677,45.774,45.239,45.377,45.306,44.49,44.488,43.757,43.244,43.179,42.626,42.213,41.695,41.777
275,M,True,66.363,67.289,66.203,66.431,67.305,66.06,65.546,65.063,64.815,64.113,64.38,64.423,63.789,63.452,63.958,63.81,64.757,64.655,65.333,66.41
276,M,False,66.203,66.431,67.305,66.06,65.546,65.063,64.815,64.113,64.38,64.423,63.789,63.452,63.958,63.81,64.757,64.655,65.333,66.41,66.423,66.613
277,M,False,42.888,42.987,42.374,42.336,42.17,41.847,41.269,40.934,40.593,40.328,40.436,40.35,40.008,39.602,39.393,39.182,39.022,38.681,38.531,38.504
278,M,False,58.968,58.399,57.976,58.118,57.621,57.546,57.714,57.913,57.528,57.536,57.396,57.554,57.6,57.797,58.242,58.405,58.321,58.329,58.35,58.746
279,M,True,62.411,62.995,63.471,63.389,63.587,63.813,63.836,64.085,63.933,64.119,64.167,64.924,64.446,64.692,64.099,64.207,64.26,64.35,63.821,63.674
280,M,False,64.116,64.384,64.451,64.739,64.558,64.613,64.732,64.377,64.424,64.487,63.915,63.498,62.54,62.79,62.107,61.669,61.54,61.341,61.087,60.962
281,M,True,44.672,44.988,44.945,44.676,44.685,44.802,44.303,44.105,44.334,44.15,43.986,43.939,43.939,43.798,43.86,43.996,43.668,44.029,43.965,44.263
282,M,True,45.768,45.789,46.46,46.891,47.358,47.666,47.993,48.671,48.851,48.98,49.24,49.464,49.803,50.138,49.866,49.928,49.6,49.948,49.868,49.805
283,M,True,54.691,55.186,55.012,55.232,55.452,55.507,55.355,55.511,55.442,54.881,54.41,54.051,53.749,53.814,53.5,53.321,53.003,53.139,52.986,53.113
284,M,True,59.992,60.437,60.35,60.658,60.852,60.769,60.428,60.098,59.81,59.52,59.238,58.941,58.784,58.411,57.938,57.949,57.677,57.824,57.417,57.4
285,M,True,61.202,60.779,60.41,60.372,60.243,59.751,59.161,58.771,58.858,58.812,58.624,58.131,57.991,58.391,58.639,58.85,59.11,59.995,60.768,61.245
286,M,False,81.295,81.197,81.461,80.889,81.122,80.803,79.444,79.453,80.312,79.6,80.904,79.227,77.762,78.431,79.188,78.893,79.669,79.267,79.013,78.082
287,M,False,33.255,32.896,32.898,32.079,32.426,32.719,31.114,31.636,32.771,32.028,33.91,32.904,33.388,33.652,33.387,33.71,34.285,34.207,32.907,33.205
288,M,False,46.091,46.478,46.44,46.349,46.054,45.822,45.469,45.3,44.646,44.227,43.824,43.857,43.984,43.917,44.099,44.18,44.654,45.088,45.295,45.525
289,M,False,36.671,37.089,36.906,37.048,36.996,36.406,36.066,35.717,35.868,35.575,35.673,35.448,35.168,35.119,34.716,34.634,34.772,35.091,35.077,35.455
290,M,True,71.572,72.295,73.134,74.099,75.825,75.711,76.554,77.116,77.306,76.948,77.062,77.018,77.94,77.778,77.177,77.206,76.994,76.37,75.833,75.612
291,M,True,77.206,76.994,76.37,75.833,75.612,74.811,75.087,74.158,74.287,73.062,72.877,71.882,71.594,70.413,70.573,70.575,70.582,71.53,71.052,69.908
292,M,False,65.004,65.38,65.427,65.186,65.514,65.833,66.26,66.984,66.925,66.921,66.923,67.128,67.613,67.112,67.776,67.764,68.215,68.227,67.948,67.998
293,M,False,36.667,37.275,36.013,38.275,37.364,36.199,38.196,37.261,37.959,37.065,37.367,37.281,37.571,36.288,37.923,36.707,34.43,34.964,33.941,32.512
294,M,True,48.058,48.435,48.464,47.982,47.96,47.362,47.435,46.988,47.159,46.818,46.117,46.052,45.269,45.224,45.338,44.959,44.851,45.244,44.643,44.724
295,M,False,45.293,45.247,45.328,45.574,45.294,45.445,45.602,45.948,44.801,46.042,45.83,45.528,45.525,45.858,45.889,45.459,44.842,43.13,44.119,44.31
296,M,False,52.871,54.015,54.618,54.848,54.777,54.634,55.109,55.48,56.043,55.745,55.494,55.377,55.397,55.086,55.152,54.412,53.983,53.678,53.772,53.944
297,M,True,33.573,33.603,34.619,35.526,35.85,35.03,35.091,35.455,34.917,34.736,35.069,35.163,35.283,35.022,34.816,35.262,35.069,35.552,35.592,36.532
298,M,False,35.881,36.187,36.517,36.339,36.844,36.863,35.639,36.38,36.683,36.635,37.324,37.668,37.515,37.422,37.473,38.135,38.035,38.137,37.403,37.612
299,M,True,56.532,56.705,57.491,57.553,57.994,57.763,58.03,58.362,58.234,57.987,58.583,58.991,59.257,59.209,59.651,59.692,59.311,59.612,59.76,59.051
300,M,False,57.553,57.994,57.763,58.03,58.362,58.234,57.987,58.583,58.991,59.257,59.209,59.651,59.692,59.311,59.612,59.76,59.051,58.912,59.023,59.119
