,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20
540,M,True,85632000000000.0,85865000000000.0,86614000000000.0,85710000000000.0,85992000000000.0,84930000000000.0,84775000000000.0,84959000000000.0,85480000000000.0,85444000000000.0,85911000000000.0,86092000000000.0,84910000000000.0,84667000000000.0,83150000000000.0,83261000000000.0,81809000000000.0,80940000000000.0,81305000000000.0,80812000000000.0
541,M,False,77198000000000.0,77019000000000.0,77620000000000.0,80906000000000.0,81173000000000.0,76428000000000.0,77470000000000.0,75760000000000.0,73714000000000.0,74139000000000.0,72353000000000.0,73013000000000.0,74126000000000.0,73960000000000.0,72846000000000.0,73864000000000.0,72544000000000.0,72943000000000.0,72736000000000.0,72958000000000.0
542,M,False,78260000000000.0,74122000000000.0,77260000000000.0,76255000000000.0,75993000000000.0,77818000000000.0,84607000000000.0,77022000000000.0,78278000000000.0,75386000000000.0,74130000000000.0,73378000000000.0,75623000000000.0,77352000000000.0,76511000000000.0,74085000000000.0,73632000000000.0,75138000000000.0,77852000000000.0,78018000000000.0
543,M,False,24322000000000.0,23618000000000.0,23102000000000.0,23423000000000.0,24206000000000.0,21298000000000.0,20067000000000.0,20329000000000.0,19379000000000.0,18268000000000.0,18076000000000.0,17804000000000.0,17054000000000.0,16978000000000.0,16819000000000.0,15787000000000.0,15398000000000.0,15292000000000.0,14233000000000.0,14285000000000.0
544,M,True,33676000000000.0,34579000000000.0,34327000000000.0,34511000000000.0,35063000000000.0,34727000000000.0,34836000000000.0,35145000000000.0,34920000000000.0,34970000000000.0,34901000000000.0,35942000000000.0,35965000000000.0,36161000000000.0,35737000000000.0,35496000000000.0,34857000000000.0,34686000000000.0,35071000000000.0,33506000000000.0
545,M,False,38948000000000.0,39158000000000.0,39387000000000.0,40304000000000.0,40629000000000.0,40747000000000.0,39679000000000.0,39646000000000.0,38360000000000.0,38670000000000.0,38857000000000.0,37395000000000.0,36953000000000.0,37863000000000.0,37457000000000.0,36944000000000.0,36904000000000.0,35948000000000.0,36116000000000.0,35465000000000.0
546,M,True,2586800000000.0,2578100000000.0,2625600000000.0,2535400000000.0,2686800000000.0,2692500000000.0,2779700000000.0,3053100000000.0,3225700000000.0,3319900000000.0,3608500000000.0,3292000000000.0,3352900000000.0,3816800000000.0,4036100000000.0,3924200000000.0,4555700000000.0,4064900000000.0,3931200000000.0,4217600000000.0
547,M,False,2625600000000.0,2535400000000.0,2686800000000.0,2692500000000.0,2779700000000.0,3053100000000.0,3225700000000.0,3319900000000.0,3608500000000.0,3292000000000.0,3352900000000.0,3816800000000.0,4036100000000.0,3924200000000.0,4555700000000.0,4064900000000.0,3931200000000.0,4217600000000.0,3804600000000.0,3816500000000.0
548,M,False,65840000000000.0,63876000000000.0,63334000000000.0,63628000000000.0,62884000000000.0,63215000000000.0,62121000000000.0,62837000000000.0,61431000000000.0,63151000000000.0,62762000000000.0,63259000000000.0,63136000000000.0,63473000000000.0,63574000000000.0,64745000000000.0,64501000000000.0,65406000000000.0,65269000000000.0,64708000000000.0
549,M,True,25560000000000.0,25856000000000.0,25675000000000.0,25754000000000.0,25924000000000.0,26325000000000.0,25755000000000.0,25664000000000.0,26248000000000.0,26787000000000.0,27126000000000.0,27159000000000.0,26970000000000.0,26848000000000.0,26864000000000.0,26820000000000.0,26302000000000.0,27132000000000.0,26252000000000.0,25972000000000.0
550,M,False,25533000000000.0,25840000000000.0,25927000000000.0,25500000000000.0,25737000000000.0,25369000000000.0,25244000000000.0,25758000000000.0,26099000000000.0,26403000000000.0,26344000000000.0,26284000000000.0,25936000000000.0,25854000000000.0,26137000000000.0,26173000000000.0,25921000000000.0,26287000000000.0,25627000000000.0,26390000000000.0
551,M,False,64319000000000.0,64711000000000.0,64897000000000.0,64535000000000.0,63055000000000.0,63428000000000.0,62889000000000.0,60944000000000.0,61424000000000.0,60502000000000.0,59763000000000.0,58143000000000.0,57511000000000.0,56934000000000.0,57143000000000.0,55857000000000.0,55553000000000.0,56114000000000.0,56638000000000.0,55829000000000.0
552,M,False,25965000000000.0,26080000000000.0,26960000000000.0,26944000000000.0,26945000000000.0,27089000000000.0,27247000000000.0,27126000000000.0,27228000000000.0,27010000000000.0,27055000000000.0,27464000000000.0,27976000000000.0,28606000000000.0,28781000000000.0,29370000000000.0,29555000000000.0,29314000000000.0,30181000000000.0,30515000000000.0
553,M,False,20269000000000.0,21058000000000.0,22103000000000.0,22257000000000.0,22073000000000.0,22007000000000.0,21936000000000.0,23805000000000.0,23424000000000.0,24617000000000.0,25406000000000.0,24793000000000.0,25030000000000.0,24178000000000.0,25372000000000.0,25484000000000.0,27265000000000.0,26265000000000.0,25501000000000.0,25569000000000.0
554,M,False,37527000000000.0,37352000000000.0,37620000000000.0,36768000000000.0,37643000000000.0,38057000000000.0,38197000000000.0,36895000000000.0,37145000000000.0,37020000000000.0,36850000000000.0,37483000000000.0,37432000000000.0,36961000000000.0,38376000000000.0,38026000000000.0,38248000000000.0,38728000000000.0,37687000000000.0,37772000000000.0
555,M,False,35163000000000.0,35108000000000.0,35488000000000.0,35396000000000.0,35896000000000.0,36707000000000.0,36746000000000.0,36846000000000.0,36379000000000.0,37538000000000.0,37540000000000.0,37295000000000.0,37684000000000.0,37909000000000.0,36658000000000.0,37077000000000.0,37647000000000.0,37377000000000.0,37506000000000.0,38360000000000.0
556,M,False,39054000000000.0,39637000000000.0,39462000000000.0,39299000000000.0,39786000000000.0,40954000000000.0,41351000000000.0,42551000000000.0,42370000000000.0,42535000000000.0,43914000000000.0,43712000000000.0,43701000000000.0,44046000000000.0,43987000000000.0,43851000000000.0,44263000000000.0,44301000000000.0,44513000000000.0,44193000000000.0
557,M,False,50975000000000.0,50059000000000.0,49642000000000.0,49478000000000.0,49506000000000.0,49835000000000.0,49315000000000.0,48411000000000.0,48966000000000.0,48314000000000.0,49474000000000.0,49521000000000.0,48863000000000.0,49193000000000.0,49927000000000.0,52031000000000.0,52440000000000.0,52472000000000.0,53978000000000.0,54104000000000.0
558,M,True,62663000000000.0,63070000000000.0,61969000000000.0,62551000000000.0,62156000000000.0,61374000000000.0,62678000000000.0,63287000000000.0,62691000000000.0,62233000000000.0,63020000000000.0,63459000000000.0,62365000000000.0,63745000000000.0,63693000000000.0,64160000000000.0,64189000000000.0,64237000000000.0,64053000000000.0,64212000000000.0
559,M,False,60083000000000.0,60253000000000.0,60373000000000.0,60000000000000.0,60547000000000.0,60563000000000.0,60951000000000.0,60543000000000.0,60932000000000.0,60180000000000.0,60520000000000.0,60622000000000.0,60138000000000.0,61033000000000.0,59181000000000.0,60068000000000.0,59429000000000.0,60128000000000.0,60198000000000.0,59640000000000.0
560,M,False,62588000000000.0,61912000000000.0,62551000000000.0,62565000000000.0,62246000000000.0,62277000000000.0,62257000000000.0,62090000000000.0,61982000000000.0,61672000000000.0,61173000000000.0,61248000000000.0,61377000000000.0,61456000000000.0,61532000000000.0,61552000000000.0,62009000000000.0,61960000000000.0,61917000000000.0,62065000000000.0
561,M,True,55655000000000.0,55390000000000.0,55668000000000.0,55663000000000.0,55618000000000.0,55637000000000.0,55019000000000.0,54914000000000.0,55512000000000.0,55802000000000.0,55686000000000.0,55989000000000.0,55857000000000.0,55405000000000.0,56076000000000.0,56635000000000.0,56637000000000.0,57476000000000.0,58129000000000.0,58507000000000.0
562,M,False,55618000000000.0,55637000000000.0,55019000000000.0,54914000000000.0,55512000000000.0,55802000000000.0,55686000000000.0,55989000000000.0,55857000000000.0,55405000000000.0,56076000000000.0,56635000000000.0,56637000000000.0,57476000000000.0,58129000000000.0,58507000000000.0,58447000000000.0,59188000000000.0,59558000000000.0,59437000000000.0
563,M,True,54600000000000.0,53587000000000.0,53897000000000.0,53445000000000.0,53158000000000.0,53233000000000.0,53251000000000.0,52914000000000.0,53097000000000.0,52401000000000.0,52340000000000.0,53067000000000.0,53228000000000.0,53031000000000.0,52875000000000.0,53062000000000.0,52721000000000.0,52716000000000.0,51880000000000.0,53206000000000.0
564,M,False,52721000000000.0,52716000000000.0,51880000000000.0,53206000000000.0,53229000000000.0,53267000000000.0,53047000000000.0,53572000000000.0,53277000000000.0,53029000000000.0,53357000000000.0,53319000000000.0,53350000000000.0,53451000000000.0,54408000000000.0,54345000000000.0,53700000000000.0,54608000000000.0,53605000000000.0,53759000000000.0
565,M,False,51880000000000.0,53206000000000.0,53229000000000.0,53267000000000.0,53047000000000.0,53572000000000.0,53277000000000.0,53029000000000.0,53357000000000.0,53319000000000.0,53350000000000.0,53451000000000.0,54408000000000.0,54345000000000.0,53700000000000.0,54608000000000.0,53605000000000.0,53759000000000.0,53951000000000.0,53527000000000.0
566,M,True,43308000000000.0,46792000000000.0,43688000000000.0,43759000000000.0,43042000000000.0,43218000000000.0,42481000000000.0,43829000000000.0,43903000000000.0,44053000000000.0,43648000000000.0,43617000000000.0,44221000000000.0,42764000000000.0,45755000000000.0,43207000000000.0,42938000000000.0,42230000000000.0,42772000000000.0,42500000000000.0
567,M,False,38407000000000.0,40358000000000.0,38356000000000.0,37612000000000.0,39163000000000.0,37492000000000.0,38340000000000.0,38527000000000.0,39038000000000.0,37703000000000.0,36567000000000.0,35104000000000.0,33769000000000.0,34330000000000.0,34452000000000.0,33610000000000.0,33355000000000.0,32277000000000.0,31921000000000.0,32600000000000.0
568,M,True,4194600000000.0,4304600000000.0,4358100000000.0,4549000000000.0,4439000000000.0,4531800000000.0,4565600000000.0,4595700000000.0,4597500000000.0,4515500000000.0,4303400000000.0,4400100000000.0,4594900000000.0,4791700000000.0,5000200000000.0,5193400000000.0,5045000000000.0,4962500000000.0,4648600000000.0,4330100000000.0
569,M,False,5388700000000.0,5516400000000.0,5633700000000.0,6150500000000.0,6392000000000.0,6598000000000.0,6337000000000.0,6423100000000.0,6565600000000.0,6393300000000.0,6478000000000.0,6539800000000.0,6308200000000.0,6766300000000.0,7124600000000.0,7153900000000.0,6908700000000.0,6900800000000.0,6997200000000.0,7149000000000.0
570,M,True,16276000000000.0,16177000000000.0,16309000000000.0,16163000000000.0,16081000000000.0,16323000000000.0,16495000000000.0,16669000000000.0,16696000000000.0,16650000000000.0,16449000000000.0,17044000000000.0,17161000000000.0,17018000000000.0,17352000000000.0,17177000000000.0,17378000000000.0,17547000000000.0,17269000000000.0,16712000000000.0
571,M,True,21273000000000.0,21277000000000.0,21478000000000.0,22521000000000.0,22221000000000.0,22813000000000.0,22608000000000.0,22299000000000.0,22565000000000.0,23009000000000.0,22584000000000.0,22343000000000.0,22554000000000.0,23319000000000.0,23913000000000.0,24009000000000.0,24093000000000.0,23935000000000.0,23779000000000.0,24372000000000.0
572,M,False,25399000000000.0,25299000000000.0,25027000000000.0,25296000000000.0,25337000000000.0,25934000000000.0,26444000000000.0,26481000000000.0,26696000000000.0,26801000000000.0,27325000000000.0,28052000000000.0,28850000000000.0,29839000000000.0,30917000000000.0,31695000000000.0,32910000000000.0,33653000000000.0,34760000000000.0,35184000000000.0
573,M,True,37697000000000.0,38393000000000.0,38172000000000.0,38645000000000.0,39267000000000.0,39201000000000.0,39436000000000.0,40954000000000.0,40491000000000.0,40851000000000.0,40270000000000.0,40613000000000.0,41389000000000.0,40991000000000.0,40773000000000.0,41024000000000.0,41164000000000.0,40772000000000.0,41218000000000.0,41018000000000.0
574,M,False,40270000000000.0,40613000000000.0,41389000000000.0,40991000000000.0,40773000000000.0,41024000000000.0,41164000000000.0,40772000000000.0,41218000000000.0,41018000000000.0,41040000000000.0,40940000000000.0,41391000000000.0,41881000000000.0,41634000000000.0,41476000000000.0,41638000000000.0,42570000000000.0,42377000000000.0,43198000000000.0
575,M,False,43456000000000.0,42840000000000.0,43257000000000.0,43550000000000.0,43586000000000.0,43078000000000.0,43744000000000.0,44622000000000.0,44313000000000.0,44305000000000.0,44848000000000.0,45390000000000.0,44501000000000.0,44771000000000.0,44843000000000.0,45987000000000.0,44608000000000.0,45733000000000.0,45215000000000.0,45227000000000.0
576,M,False,55060000000000.0,54281000000000.0,56171000000000.0,56045000000000.0,56299000000000.0,57715000000000.0,57380000000000.0,58562000000000.0,58259000000000.0,58784000000000.0,59209000000000.0,58393000000000.0,58588000000000.0,59455000000000.0,59772000000000.0,60690000000000.0,59115000000000.0,59324000000000.0,60174000000000.0,60333000000000.0
577,M,False,40137000000000.0,40256000000000.0,40465000000000.0,40011000000000.0,40157000000000.0,39972000000000.0,39783000000000.0,40245000000000.0,39725000000000.0,39965000000000.0,39782000000000.0,40231000000000.0,41548000000000.0,41296000000000.0,41115000000000.0,41694000000000.0,41816000000000.0,41740000000000.0,42093000000000.0,42247000000000.0
578,M,False,44626000000000.0,45022000000000.0,45851000000000.0,45593000000000.0,46167000000000.0,45933000000000.0,45963000000000.0,46305000000000.0,46356000000000.0,46090000000000.0,46454000000000.0,46847000000000.0,46954000000000.0,46385000000000.0,47261000000000.0,47546000000000.0,47822000000000.0,47607000000000.0,47199000000000.0,46723000000000.0
579,M,True,35670000000000.0,36314000000000.0,35850000000000.0,36808000000000.0,35515000000000.0,35366000000000.0,35348000000000.0,35607000000000.0,35569000000000.0,36526000000000.0,37205000000000.0,37659000000000.0,38710000000000.0,39090000000000.0,39205000000000.0,39706000000000.0,41080000000000.0,41852000000000.0,42261000000000.0,43396000000000.0
580,M,True,39205000000000.0,39706000000000.0,41080000000000.0,41852000000000.0,42261000000000.0,43396000000000.0,43553000000000.0,43670000000000.0,44398000000000.0,44681000000000.0,44643000000000.0,44433000000000.0,45150000000000.0,44658000000000.0,45221000000000.0,44968000000000.0,45460000000000.0,46832000000000.0,47459000000000.0,48530000000000.0
581,M,False,42261000000000.0,43396000000000.0,43553000000000.0,43670000000000.0,44398000000000.0,44681000000000.0,44643000000000.0,44433000000000.0,45150000000000.0,44658000000000.0,45221000000000.0,44968000000000.0,45460000000000.0,46832000000000.0,47459000000000.0,48530000000000.0,48984000000000.0,49946000000000.0,50472000000000.0,51394000000000.0
582,M,False,44643000000000.0,44433000000000.0,45150000000000.0,44658000000000.0,45221000000000.0,44968000000000.0,45460000000000.0,46832000000000.0,47459000000000.0,48530000000000.0,48984000000000.0,49946000000000.0,50472000000000.0,51394000000000.0,51728000000000.0,53069000000000.0,54027000000000.0,54514000000000.0,54691000000000.0,55356000000000.0
583,M,False,45150000000000.0,44658000000000.0,45221000000000.0,44968000000000.0,45460000000000.0,46832000000000.0,47459000000000.0,48530000000000.0,48984000000000.0,49946000000000.0,50472000000000.0,51394000000000.0,51728000000000.0,53069000000000.0,54027000000000.0,54514000000000.0,54691000000000.0,55356000000000.0,56045000000000.0,56185000000000.0
584,M,False,49946000000000.0,50472000000000.0,51394000000000.0,51728000000000.0,53069000000000.0,54027000000000.0,54514000000000.0,54691000000000.0,55356000000000.0,56045000000000.0,56185000000000.0,56446000000000.0,56318000000000.0,57542000000000.0,58021000000000.0,57746000000000.0,57631000000000.0,57453000000000.0,57655000000000.0,57566000000000.0
585,M,False,58021000000000.0,57746000000000.0,57631000000000.0,57453000000000.0,57655000000000.0,57566000000000.0,57049000000000.0,57504000000000.0,57296000000000.0,57684000000000.0,57437000000000.0,57084000000000.0,56860000000000.0,56203000000000.0,55232000000000.0,55443000000000.0,55357000000000.0,55181000000000.0,55287000000000.0,55572000000000.0
586,M,True,71323000000000.0,71546000000000.0,71445000000000.0,71184000000000.0,71188000000000.0,71294000000000.0,71462000000000.0,71765000000000.0,71783000000000.0,71048000000000.0,71205000000000.0,70436000000000.0,70065000000000.0,69811000000000.0,69861000000000.0,69023000000000.0,69881000000000.0,70489000000000.0,70984000000000.0,70704000000000.0
587,M,True,81646000000000.0,83104000000000.0,82735000000000.0,82587000000000.0,82639000000000.0,82993000000000.0,81600000000000.0,81504000000000.0,81388000000000.0,80913000000000.0,81503000000000.0,81687000000000.0,83056000000000.0,82228000000000.0,81975000000000.0,82256000000000.0,82718000000000.0,83050000000000.0,83785000000000.0,82937000000000.0
588,M,False,83785000000000.0,82937000000000.0,83247000000000.0,83615000000000.0,81931000000000.0,82538000000000.0,82466000000000.0,82681000000000.0,82127000000000.0,83059000000000.0,83567000000000.0,84346000000000.0,84166000000000.0,83482000000000.0,83320000000000.0,83898000000000.0,83793000000000.0,83149000000000.0,83015000000000.0,83134000000000.0
589,M,True,88250000000000.0,89535000000000.0,89535000000000.0,90405000000000.0,91380000000000.0,92552000000000.0,91958000000000.0,92452000000000.0,91994000000000.0,91598000000000.0,91862000000000.0,100570000000000.0,101060000000000.0,98701000000000.0,97433000000000.0,99128000000000.0,97674000000000.0,98016000000000.0,95937000000000.0,96393000000000.0
590,M,False,89535000000000.0,90405000000000.0,91380000000000.0,92552000000000.0,91958000000000.0,92452000000000.0,91994000000000.0,91598000000000.0,91862000000000.0,100570000000000.0,101060000000000.0,98701000000000.0,97433000000000.0,99128000000000.0,97674000000000.0,98016000000000.0,95937000000000.0,96393000000000.0,97436000000000.0,97155000000000.0
591,M,True,88824000000000.0,89561000000000.0,89575000000000.0,89132000000000.0,88378000000000.0,88422000000000.0,87578000000000.0,86449000000000.0,86018000000000.0,86910000000000.0,87041000000000.0,86091000000000.0,86626000000000.0,85586000000000.0,86542000000000.0,86496000000000.0,86511000000000.0,84542000000000.0,84765000000000.0,84229000000000.0
592,M,False,85586000000000.0,86542000000000.0,86496000000000.0,86511000000000.0,84542000000000.0,84765000000000.0,84229000000000.0,84083000000000.0,84188000000000.0,85086000000000.0,84556000000000.0,84745000000000.0,85304000000000.0,85389000000000.0,84634000000000.0,85862000000000.0,85516000000000.0,86462000000000.0,84352000000000.0,85377000000000.0
593,M,True,81707000000000.0,82112000000000.0,81682000000000.0,81837000000000.0,81355000000000.0,80957000000000.0,80090000000000.0,79810000000000.0,80349000000000.0,78724000000000.0,78303000000000.0,80013000000000.0,77810000000000.0,78459000000000.0,79414000000000.0,79868000000000.0,80413000000000.0,80302000000000.0,81602000000000.0,81915000000000.0
594,M,True,78575000000000.0,79121000000000.0,79179000000000.0,79730000000000.0,78445000000000.0,79588000000000.0,78651000000000.0,78377000000000.0,77303000000000.0,78292000000000.0,78641000000000.0,79255000000000.0,78955000000000.0,78765000000000.0,79471000000000.0,80817000000000.0,80912000000000.0,79615000000000.0,80942000000000.0,80564000000000.0
595,M,False,75444000000000.0,75844000000000.0,73416000000000.0,75489000000000.0,74097000000000.0,74326000000000.0,74763000000000.0,74520000000000.0,74372000000000.0,75130000000000.0,74430000000000.0,74784000000000.0,73995000000000.0,74459000000000.0,73190000000000.0,73970000000000.0,74758000000000.0,73455000000000.0,71942000000000.0,71796000000000.0
596,M,True,61692000000000.0,60909000000000.0,61907000000000.0,61387000000000.0,61806000000000.0,61929000000000.0,61021000000000.0,61992000000000.0,65085000000000.0,61838000000000.0,61224000000000.0,61401000000000.0,60980000000000.0,58631000000000.0,60050000000000.0,59727000000000.0,59407000000000.0,58800000000000.0,58887000000000.0,58445000000000.0
597,M,False,14238000000000.0,14524000000000.0,14267000000000.0,14470000000000.0,14486000000000.0,13815000000000.0,14126000000000.0,14184000000000.0,14444000000000.0,14611000000000.0,14396000000000.0,13888000000000.0,14062000000000.0,14167000000000.0,14183000000000.0,14265000000000.0,14420000000000.0,14371000000000.0,14593000000000.0,14723000000000.0
598,M,True,23583000000000.0,22959000000000.0,23440000000000.0,23443000000000.0,23364000000000.0,23429000000000.0,24055000000000.0,24424000000000.0,24694000000000.0,24438000000000.0,23638000000000.0,23806000000000.0,23163000000000.0,22492000000000.0,22272000000000.0,22339000000000.0,22265000000000.0,22703000000000.0,23344000000000.0,24096000000000.0
599,M,False,23942000000000.0,24294000000000.0,24161000000000.0,24122000000000.0,24018000000000.0,23702000000000.0,24450000000000.0,23766000000000.0,23613000000000.0,23457000000000.0,23592000000000.0,23526000000000.0,23751000000000.0,23729000000000.0,23438000000000.0,23001000000000.0,23124000000000.0,23049000000000.0,23643000000000.0,23605000000000.0
600,M,False,24013000000000.0,24239000000000.0,24775000000000.0,25074000000000.0,24506000000000.0,24052000000000.0,23808000000000.0,23749000000000.0,24180000000000.0,24580000000000.0,25163000000000.0,25084000000000.0,25082000000000.0,25094000000000.0,25226000000000.0,25531000000000.0,25186000000000.0,25312000000000.0,25354000000000.0,25262000000000.0
601,M,False,1915900000000.0,2138600000000.0,2443600000000.0,2386300000000.0,2897100000000.0,3048400000000.0,3024300000000.0,3584300000000.0,3949400000000.0,4657100000000.0,4386900000000.0,4767900000000.0,4716900000000.0,4923100000000.0,5975600000000.0,5820700000000.0,5342700000000.0,5915900000000.0,6407300000000.0,6249600000000.0
602,M,False,9062700000000.0,10161000000000.0,9660800000000.0,9293600000000.0,9174100000000.0,9225800000000.0,9219200000000.0,9372600000000.0,8823300000000.0,9182200000000.0,9043900000000.0,8920700000000.0,9431500000000.0,9737800000000.0,9245700000000.0,9376500000000.0,10612000000000.0,10627000000000.0,9972100000000.0,10030000000000.0
603,M,False,32317000000000.0,32554000000000.0,32904000000000.0,32766000000000.0,32404000000000.0,32220000000000.0,32385000000000.0,33126000000000.0,32891000000000.0,32977000000000.0,32586000000000.0,32755000000000.0,32567000000000.0,33153000000000.0,33424000000000.0,33492000000000.0,33800000000000.0,34048000000000.0,34189000000000.0,34411000000000.0
604,M,False,24773000000000.0,25393000000000.0,24884000000000.0,24678000000000.0,24685000000000.0,24933000000000.0,25325000000000.0,24861000000000.0,24378000000000.0,24842000000000.0,25035000000000.0,24879000000000.0,25120000000000.0,25070000000000.0,25254000000000.0,25109000000000.0,25388000000000.0,26315000000000.0,25480000000000.0,26155000000000.0
605,M,False,23197000000000.0,22941000000000.0,22687000000000.0,22960000000000.0,22801000000000.0,22915000000000.0,23136000000000.0,23544000000000.0,23401000000000.0,24058000000000.0,23982000000000.0,24771000000000.0,24893000000000.0,24612000000000.0,24598000000000.0,24278000000000.0,24799000000000.0,24345000000000.0,24029000000000.0,24179000000000.0
606,M,False,24998000000000.0,25076000000000.0,25165000000000.0,25099000000000.0,24775000000000.0,25289000000000.0,25060000000000.0,25364000000000.0,25443000000000.0,25025000000000.0,25027000000000.0,25629000000000.0,25690000000000.0,25559000000000.0,25819000000000.0,25843000000000.0,26397000000000.0,26789000000000.0,27042000000000.0,27528000000000.0
607,C,True,9442200000000.0,9675500000000.0,9644600000000.0,9893700000000.0,9841100000000.0,9939100000000.0,9975400000000.0,10185000000000.0,10165000000000.0,10160000000000.0,10187000000000.0,10331000000000.0,10526000000000.0,10967000000000.0,11004000000000.0,10813000000000.0,10964000000000.0,10957000000000.0,11263000000000.0,10925000000000.0
608,C,True,5058200000000.0,5172800000000.0,5623400000000.0,5548900000000.0,5601100000000.0,5505800000000.0,5709100000000.0,5506400000000.0,5555500000000.0,5280900000000.0,5331300000000.0,5486200000000.0,5622600000000.0,5684500000000.0,5685700000000.0,5912400000000.0,6209000000000.0,6342900000000.0,6500000000000.0,6757700000000.0
609,C,False,16438000000000.0,16173000000000.0,16500000000000.0,16492000000000.0,16507000000000.0,16665000000000.0,16543000000000.0,17158000000000.0,17214000000000.0,17160000000000.0,17117000000000.0,17763000000000.0,18311000000000.0,18740000000000.0,18638000000000.0,19034000000000.0,18797000000000.0,19299000000000.0,19217000000000.0,18983000000000.0
610,C,False,26015000000000.0,26367000000000.0,26768000000000.0,28066000000000.0,28245000000000.0,28264000000000.0,28786000000000.0,28198000000000.0,28613000000000.0,30410000000000.0,28465000000000.0,29305000000000.0,29389000000000.0,30237000000000.0,31536000000000.0,31430000000000.0,32499000000000.0,33562000000000.0,33550000000000.0,34404000000000.0
611,C,False,16753000000000.0,16697000000000.0,16610000000000.0,16720000000000.0,16819000000000.0,16566000000000.0,16805000000000.0,16563000000000.0,16087000000000.0,15731000000000.0,15380000000000.0,15262000000000.0,15081000000000.0,15214000000000.0,14824000000000.0,14639000000000.0,14804000000000.0,14313000000000.0,14153000000000.0,14050000000000.0
612,C,False,624060000000.0,877560000000.0,863580000000.0,1160800000000.0,1178300000000.0,965920000000.0,1162400000000.0,1221700000000.0,1416300000000.0,1760100000000.0,1574800000000.0,1766500000000.0,2216200000000.0,2528900000000.0,2968500000000.0,3250200000000.0,4070800000000.0,3513700000000.0,3517700000000.0,3670400000000.0
613,C,False,13824000000000.0,14626000000000.0,13971000000000.0,11985000000000.0,11588000000000.0,11706000000000.0,10913000000000.0,10192000000000.0,10055000000000.0,10537000000000.0,9969800000000.0,10647000000000.0,9841600000000.0,10072000000000.0,10465000000000.0,10268000000000.0,10894000000000.0,10249000000000.0,10116000000000.0,9510600000000.0
614,C,False,4994000000000.0,5141800000000.0,5290400000000.0,4978000000000.0,5554300000000.0,5744300000000.0,6123300000000.0,6060200000000.0,6106800000000.0,6381600000000.0,6281900000000.0,6351600000000.0,6420100000000.0,6813500000000.0,6398800000000.0,6686500000000.0,6763900000000.0,7318500000000.0,7288300000000.0,7158500000000.0
615,C,False,29310000000000.0,28834000000000.0,28797000000000.0,28969000000000.0,28487000000000.0,28479000000000.0,27998000000000.0,28105000000000.0,28453000000000.0,27734000000000.0,27764000000000.0,27604000000000.0,27999000000000.0,28072000000000.0,28225000000000.0,28772000000000.0,28432000000000.0,27907000000000.0,27946000000000.0,27702000000000.0
616,C,True,87911000000000.0,88672000000000.0,89307000000000.0,88062000000000.0,87389000000000.0,87022000000000.0,86571000000000.0,86305000000000.0,86823000000000.0,86405000000000.0,87416000000000.0,88132000000000.0,86682000000000.0,85714000000000.0,86272000000000.0,86222000000000.0,87110000000000.0,87001000000000.0,87026000000000.0,86904000000000.0
617,C,False,60088000000000.0,59916000000000.0,59047000000000.0,59377000000000.0,59217000000000.0,58961000000000.0,58016000000000.0,57042000000000.0,56395000000000.0,56191000000000.0,56823000000000.0,57734000000000.0,57811000000000.0,58492000000000.0,59301000000000.0,59607000000000.0,60098000000000.0,61095000000000.0,61342000000000.0,60789000000000.0
618,C,False,8926400000000.0,8740400000000.0,8531600000000.0,8428100000000.0,8517000000000.0,8335200000000.0,8413300000000.0,8344400000000.0,8288400000000.0,8188500000000.0,8451100000000.0,8142200000000.0,8032300000000.0,8220800000000.0,8082800000000.0,8288500000000.0,8220400000000.0,8237100000000.0,8138700000000.0,8486900000000.0
619,C,False,7666500000000.0,8026100000000.0,7809000000000.0,7360400000000.0,6660300000000.0,6931200000000.0,7879400000000.0,6685200000000.0,6519700000000.0,6640100000000.0,7289800000000.0,6563300000000.0,7129800000000.0,6691800000000.0,5981700000000.0,5882900000000.0,7182900000000.0,7213300000000.0,6165000000000.0,6154600000000.0
620,C,False,66872000000000.0,67127000000000.0,67232000000000.0,66506000000000.0,67099000000000.0,66645000000000.0,67052000000000.0,67034000000000.0,67262000000000.0,67938000000000.0,67548000000000.0,68732000000000.0,68451000000000.0,67877000000000.0,67876000000000.0,68019000000000.0,68748000000000.0,69246000000000.0,68999000000000.0,69040000000000.0
621,C,True,1916500000000.0,1839100000000.0,1781800000000.0,1804100000000.0,1680000000000.0,1733200000000.0,1781500000000.0,1824900000000.0,1799000000000.0,1959300000000.0,1963300000000.0,2023000000000.0,2146400000000.0,2327400000000.0,2659500000000.0,2852700000000.0,3202100000000.0,3222300000000.0,3054600000000.0,3029100000000.0
