,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20
1131,B,False,11399000000000.0,11250000000000.0,11257000000000.0,11562000000000.0,11498000000000.0,11521000000000.0,11806000000000.0,11774000000000.0,11518000000000.0,11898000000000.0,11770000000000.0,11435000000000.0,11472000000000.0,10724000000000.0,10710000000000.0,10655000000000.0,10779000000000.0,10644000000000.0,10773000000000.0,10547000000000.0
1132,B,False,10435000000000.0,10514000000000.0,10562000000000.0,10494000000000.0,10283000000000.0,10096000000000.0,9773600000000.0,9603400000000.0,9577000000000.0,9493000000000.0,9312200000000.0,9373400000000.0,9417700000000.0,9421000000000.0,9406600000000.0,9410000000000.0,9313500000000.0,9616600000000.0,9614600000000.0,9715700000000.0
1133,B,False,5062700000000.0,4964600000000.0,4996300000000.0,5056800000000.0,5008900000000.0,5001700000000.0,5069100000000.0,5134200000000.0,5116600000000.0,5023300000000.0,5221900000000.0,5264800000000.0,5390400000000.0,5141100000000.0,5387600000000.0,5275900000000.0,5307900000000.0,5276900000000.0,5402200000000.0,5102900000000.0
1134,B,False,14753000000000.0,14709000000000.0,14535000000000.0,14731000000000.0,14637000000000.0,14656000000000.0,14816000000000.0,14800000000000.0,14276000000000.0,14751000000000.0,14078000000000.0,14283000000000.0,14152000000000.0,14218000000000.0,14189000000000.0,14504000000000.0,14220000000000.0,13932000000000.0,13951000000000.0,13395000000000.0
1135,B,False,2942000000000.0,3042300000000.0,2940100000000.0,2932000000000.0,2881100000000.0,2872600000000.0,2750600000000.0,2664000000000.0,2736300000000.0,2535700000000.0,2487900000000.0,2567200000000.0,2614400000000.0,2579700000000.0,2792000000000.0,2970100000000.0,2846700000000.0,3012500000000.0,3225400000000.0,3260500000000.0
1136,B,False,4847600000000.0,5065600000000.0,5095200000000.0,5299100000000.0,5359100000000.0,5245900000000.0,5186200000000.0,5321300000000.0,5162200000000.0,5079100000000.0,5053100000000.0,5120100000000.0,5415100000000.0,5296200000000.0,5383500000000.0,5537600000000.0,5512800000000.0,5492500000000.0,5551300000000.0,5825300000000.0
1137,B,False,8199900000000.0,7919900000000.0,7959000000000.0,8344500000000.0,8250600000000.0,8471000000000.0,8376500000000.0,8406800000000.0,8709600000000.0,8629100000000.0,8718600000000.0,8774400000000.0,8469100000000.0,8939400000000.0,8991500000000.0,9306800000000.0,8875500000000.0,9242600000000.0,8856300000000.0,8678500000000.0
1138,B,True,16654000000000.0,16491000000000.0,16501000000000.0,16629000000000.0,15983000000000.0,15906000000000.0,15967000000000.0,15831000000000.0,15844000000000.0,15771000000000.0,16118000000000.0,16040000000000.0,15673000000000.0,15866000000000.0,15586000000000.0,15567000000000.0,15629000000000.0,15439000000000.0,15471000000000.0,15458000000000.0
1139,B,True,10931000000000.0,10778000000000.0,10556000000000.0,10595000000000.0,10760000000000.0,10674000000000.0,11077000000000.0,10990000000000.0,11383000000000.0,11183000000000.0,10988000000000.0,11287000000000.0,11507000000000.0,12208000000000.0,11783000000000.0,11973000000000.0,12415000000000.0,12339000000000.0,12766000000000.0,12705000000000.0
1140,B,True,1566200000000.0,1514200000000.0,1627200000000.0,1630000000000.0,1509900000000.0,1451800000000.0,1509500000000.0,1519900000000.0,1474400000000.0,1454400000000.0,1594800000000.0,1403200000000.0,1532500000000.0,1441700000000.0,1318300000000.0,1378800000000.0,1452000000000.0,1379200000000.0,1366100000000.0,1452900000000.0
1141,B,False,1452000000000.0,1379200000000.0,1366100000000.0,1452900000000.0,1455100000000.0,1351000000000.0,1515300000000.0,1469500000000.0,1530700000000.0,1505100000000.0,1488400000000.0,1447000000000.0,1386200000000.0,1358300000000.0,1520400000000.0,1454100000000.0,1489000000000.0,1614200000000.0,1781700000000.0,1722900000000.0
1142,B,False,6081700000000.0,5804400000000.0,5978600000000.0,6038200000000.0,6041700000000.0,6064500000000.0,6376500000000.0,6475900000000.0,6589100000000.0,6551300000000.0,6816300000000.0,6527300000000.0,6418200000000.0,6807200000000.0,6951500000000.0,7398000000000.0,7445400000000.0,7451600000000.0,7156300000000.0,7386700000000.0
1143,B,False,11674000000000.0,11638000000000.0,11543000000000.0,11909000000000.0,11827000000000.0,11953000000000.0,12173000000000.0,12371000000000.0,12285000000000.0,12253000000000.0,12173000000000.0,12610000000000.0,12912000000000.0,13571000000000.0,13820000000000.0,14157000000000.0,14131000000000.0,14329000000000.0,13996000000000.0,14123000000000.0
1144,B,False,8063200000000.0,7977900000000.0,7813100000000.0,7867900000000.0,7669300000000.0,7373100000000.0,8553800000000.0,7567700000000.0,7894000000000.0,8003400000000.0,7950000000000.0,7900500000000.0,8017000000000.0,8233000000000.0,7790900000000.0,7807200000000.0,7843200000000.0,7690200000000.0,7913400000000.0,7730700000000.0
1145,B,False,8539100000000.0,8556100000000.0,8613500000000.0,8477400000000.0,8378700000000.0,8488600000000.0,8342300000000.0,8173700000000.0,8340600000000.0,8354300000000.0,8482700000000.0,8554300000000.0,8408800000000.0,8412400000000.0,8593200000000.0,8867500000000.0,8925200000000.0,9588600000000.0,9472400000000.0,9339200000000.0
1146,B,False,20259000000000.0,20495000000000.0,20161000000000.0,20409000000000.0,20293000000000.0,20429000000000.0,20622000000000.0,20642000000000.0,20711000000000.0,21032000000000.0,21253000000000.0,20340000000000.0,20328000000000.0,20512000000000.0,20346000000000.0,20301000000000.0,20578000000000.0,20727000000000.0,20362000000000.0,20470000000000.0
1147,B,False,51080000000000.0,51423000000000.0,51961000000000.0,51570000000000.0,52601000000000.0,52359000000000.0,52653000000000.0,53094000000000.0,53428000000000.0,53410000000000.0,53667000000000.0,54263000000000.0,53545000000000.0,53773000000000.0,53065000000000.0,52756000000000.0,52831000000000.0,52855000000000.0,53269000000000.0,53565000000000.0
1148,B,False,4453800000000.0,4396700000000.0,4578500000000.0,4534800000000.0,4473400000000.0,4344400000000.0,4338900000000.0,4086000000000.0,4264100000000.0,4190700000000.0,4163800000000.0,4172600000000.0,4265900000000.0,4224000000000.0,4177500000000.0,4201200000000.0,4113000000000.0,4049000000000.0,4199600000000.0,4155000000000.0
1149,B,False,12929000000000.0,13081000000000.0,12763000000000.0,13122000000000.0,12799000000000.0,12934000000000.0,13062000000000.0,13531000000000.0,13556000000000.0,13702000000000.0,13541000000000.0,13405000000000.0,13293000000000.0,13641000000000.0,13657000000000.0,13674000000000.0,13343000000000.0,13455000000000.0,13647000000000.0,14181000000000.0
1150,B,False,4127700000000.0,4108400000000.0,4001500000000.0,4123800000000.0,4308900000000.0,4364100000000.0,4477000000000.0,4497100000000.0,4534800000000.0,4567000000000.0,4387000000000.0,4442100000000.0,4430800000000.0,4261300000000.0,4383900000000.0,4276900000000.0,4109700000000.0,4133500000000.0,4029200000000.0,3930700000000.0
1151,B,True,4937200000000.0,4987700000000.0,5161700000000.0,5208500000000.0,5141100000000.0,5177700000000.0,5120600000000.0,5055700000000.0,4937700000000.0,4704100000000.0,4321200000000.0,4554400000000.0,4261500000000.0,4254900000000.0,4223500000000.0,4145000000000.0,4149600000000.0,3927700000000.0,3952000000000.0,3925300000000.0
1152,B,False,2099300000000.0,2286300000000.0,2713800000000.0,2992300000000.0,3159400000000.0,3326800000000.0,3906100000000.0,4363500000000.0,4382100000000.0,4810600000000.0,4897700000000.0,5112800000000.0,5215300000000.0,5535900000000.0,5371800000000.0,5419400000000.0,5653200000000.0,5717800000000.0,6011600000000.0,5916300000000.0
1153,B,True,8737800000000.0,8574400000000.0,8602600000000.0,8915800000000.0,9217600000000.0,9073200000000.0,9318500000000.0,9666500000000.0,9550700000000.0,10089000000000.0,10314000000000.0,10439000000000.0,10655000000000.0,10542000000000.0,10981000000000.0,10487000000000.0,10111000000000.0,9836600000000.0,9479600000000.0,9083700000000.0
1154,B,True,2335600000000.0,2333600000000.0,2376300000000.0,2507200000000.0,2498200000000.0,2581100000000.0,2501400000000.0,2450600000000.0,2594000000000.0,2608000000000.0,2691900000000.0,2471100000000.0,2489300000000.0,2449400000000.0,2584500000000.0,2649500000000.0,2698400000000.0,2666400000000.0,2922700000000.0,2739900000000.0
1155,B,False,4533500000000.0,4631900000000.0,4507000000000.0,4484100000000.0,4484400000000.0,4319000000000.0,4274900000000.0,4123400000000.0,4334900000000.0,4152900000000.0,4216500000000.0,4308200000000.0,4222400000000.0,4047200000000.0,3933700000000.0,3903500000000.0,3962100000000.0,4051200000000.0,4006200000000.0,3919300000000.0
1156,B,False,1726100000000.0,1873800000000.0,1759300000000.0,1703700000000.0,1824500000000.0,1870200000000.0,1741800000000.0,1816400000000.0,1837500000000.0,1808800000000.0,1832200000000.0,1908200000000.0,1773400000000.0,1904900000000.0,1845900000000.0,1800600000000.0,1874400000000.0,1732000000000.0,1895200000000.0,1762100000000.0
1157,B,True,14393000000000.0,14295000000000.0,14587000000000.0,14737000000000.0,14663000000000.0,14757000000000.0,15060000000000.0,15048000000000.0,14800000000000.0,15169000000000.0,14881000000000.0,14991000000000.0,15035000000000.0,14843000000000.0,14948000000000.0,14992000000000.0,15029000000000.0,15057000000000.0,15007000000000.0,15184000000000.0
1158,B,False,10696000000000.0,10522000000000.0,10331000000000.0,10340000000000.0,10200000000000.0,10033000000000.0,10255000000000.0,9881500000000.0,9451700000000.0,9527500000000.0,9507200000000.0,9374200000000.0,9274400000000.0,9344400000000.0,9282700000000.0,9156000000000.0,9107300000000.0,9211500000000.0,9640100000000.0,9983600000000.0
1159,B,False,6425800000000.0,6435000000000.0,6400300000000.0,6234000000000.0,6192100000000.0,6241400000000.0,6289500000000.0,6529200000000.0,6787300000000.0,6854200000000.0,7106300000000.0,7256900000000.0,7396100000000.0,7843400000000.0,7982300000000.0,7699900000000.0,7723100000000.0,8240300000000.0,7903400000000.0,8004600000000.0
1160,B,False,22564000000000.0,22503000000000.0,22516000000000.0,22444000000000.0,22737000000000.0,23188000000000.0,23340000000000.0,23237000000000.0,23246000000000.0,23397000000000.0,23577000000000.0,23779000000000.0,23938000000000.0,23917000000000.0,23692000000000.0,23853000000000.0,24167000000000.0,23998000000000.0,24018000000000.0,23896000000000.0
1161,B,False,1365900000000.0,1294000000000.0,1372300000000.0,1389000000000.0,1361200000000.0,1369200000000.0,1392400000000.0,1412600000000.0,1407400000000.0,1393400000000.0,1406100000000.0,1508900000000.0,1325800000000.0,1435600000000.0,1369800000000.0,1323900000000.0,1362900000000.0,1268200000000.0,1291700000000.0,1256000000000.0
1162,B,False,27098000000000.0,27545000000000.0,27277000000000.0,26987000000000.0,26832000000000.0,26849000000000.0,26287000000000.0,26529000000000.0,26529000000000.0,26177000000000.0,25898000000000.0,25716000000000.0,25634000000000.0,25775000000000.0,25447000000000.0,25706000000000.0,25069000000000.0,25226000000000.0,25260000000000.0,25442000000000.0
1163,B,False,11698000000000.0,11097000000000.0,10836000000000.0,11541000000000.0,11147000000000.0,11710000000000.0,12123000000000.0,12445000000000.0,12574000000000.0,12938000000000.0,13102000000000.0,13204000000000.0,13451000000000.0,13898000000000.0,13972000000000.0,14223000000000.0,14340000000000.0,14762000000000.0,14568000000000.0,14538000000000.0
1164,B,False,21061000000000.0,21034000000000.0,20995000000000.0,20987000000000.0,20645000000000.0,20362000000000.0,20844000000000.0,21168000000000.0,20678000000000.0,20899000000000.0,20897000000000.0,20687000000000.0,20408000000000.0,20780000000000.0,20565000000000.0,21165000000000.0,20911000000000.0,20926000000000.0,20953000000000.0,21046000000000.0
1165,B,True,18664000000000.0,18595000000000.0,18580000000000.0,18741000000000.0,19191000000000.0,19799000000000.0,19380000000000.0,19519000000000.0,19104000000000.0,19368000000000.0,18695000000000.0,18866000000000.0,19015000000000.0,19297000000000.0,18969000000000.0,19115000000000.0,18933000000000.0,18961000000000.0,18784000000000.0,18918000000000.0
1166,B,False,10501000000000.0,10385000000000.0,10368000000000.0,10538000000000.0,10442000000000.0,10263000000000.0,10071000000000.0,10053000000000.0,10203000000000.0,10455000000000.0,10374000000000.0,10226000000000.0,10050000000000.0,10041000000000.0,9912400000000.0,9677000000000.0,9625000000000.0,9969400000000.0,9948300000000.0,10260000000000.0
1167,B,True,4333000000000.0,4130700000000.0,4098300000000.0,4224200000000.0,4333400000000.0,4849300000000.0,4489200000000.0,5510300000000.0,4745200000000.0,5252100000000.0,5268800000000.0,4872500000000.0,5484900000000.0,5584800000000.0,6350300000000.0,6413700000000.0,6330400000000.0,6887900000000.0,7472300000000.0,7651900000000.0
1168,B,False,2516800000000.0,2444400000000.0,2511800000000.0,2670400000000.0,2848000000000.0,2673900000000.0,2702200000000.0,2750700000000.0,2786500000000.0,2639900000000.0,2696600000000.0,2624300000000.0,2717400000000.0,2632700000000.0,2737900000000.0,2730900000000.0,2525200000000.0,2491300000000.0,2440500000000.0,2504200000000.0
1169,B,True,5278200000000.0,5126500000000.0,5240000000000.0,5205700000000.0,5248100000000.0,5228100000000.0,5303200000000.0,5126700000000.0,5135000000000.0,5103100000000.0,4920800000000.0,4920700000000.0,5097200000000.0,5174100000000.0,5473700000000.0,5445800000000.0,5599900000000.0,5137300000000.0,5416000000000.0,6390500000000.0
1170,B,False,14345000000000.0,14412000000000.0,14588000000000.0,14959000000000.0,15020000000000.0,14886000000000.0,15196000000000.0,15232000000000.0,15180000000000.0,15328000000000.0,14944000000000.0,14803000000000.0,14913000000000.0,14749000000000.0,14649000000000.0,14314000000000.0,14853000000000.0,14535000000000.0,14396000000000.0,14446000000000.0
1171,B,False,11378000000000.0,11410000000000.0,11722000000000.0,12085000000000.0,12529000000000.0,12550000000000.0,12609000000000.0,12177000000000.0,12263000000000.0,12834000000000.0,13088000000000.0,13006000000000.0,13215000000000.0,13579000000000.0,13613000000000.0,13298000000000.0,13425000000000.0,13220000000000.0,13601000000000.0,13540000000000.0
1172,B,False,7222000000000.0,7112000000000.0,7112700000000.0,7040400000000.0,7126800000000.0,6668500000000.0,6769700000000.0,6717200000000.0,6755700000000.0,6820700000000.0,6857200000000.0,7150100000000.0,7048700000000.0,7197300000000.0,7107400000000.0,7172600000000.0,7500000000000.0,7237000000000.0,7615600000000.0,7567800000000.0
1173,B,False,13293000000000.0,13641000000000.0,13657000000000.0,13674000000000.0,13343000000000.0,13455000000000.0,13647000000000.0,14181000000000.0,14081000000000.0,13857000000000.0,14176000000000.0,14727000000000.0,14576000000000.0,14445000000000.0,14724000000000.0,15102000000000.0,14897000000000.0,14731000000000.0,15051000000000.0,15263000000000.0
1174,B,True,9043800000000.0,9068900000000.0,9216000000000.0,9101600000000.0,9208600000000.0,9289800000000.0,9034900000000.0,9080300000000.0,9147400000000.0,9282400000000.0,9627900000000.0,9332300000000.0,9708500000000.0,9443500000000.0,9307100000000.0,9143700000000.0,9508500000000.0,9520700000000.0,9847800000000.0,9825100000000.0
1175,B,False,2722100000000.0,2671000000000.0,2608600000000.0,2574800000000.0,2634900000000.0,2499200000000.0,2798100000000.0,2950400000000.0,3204800000000.0,3271400000000.0,3543900000000.0,3351000000000.0,3364800000000.0,3494500000000.0,3748900000000.0,3694600000000.0,3742700000000.0,3682700000000.0,3687400000000.0,3718900000000.0
1176,B,False,20754000000000.0,19362000000000.0,19171000000000.0,18823000000000.0,18689000000000.0,18707000000000.0,18636000000000.0,18587000000000.0,18658000000000.0,19050000000000.0,18575000000000.0,18413000000000.0,18774000000000.0,18584000000000.0,19097000000000.0,18953000000000.0,19045000000000.0,18955000000000.0,18761000000000.0,18659000000000.0
1177,B,False,4840300000000.0,4739100000000.0,4839900000000.0,4784800000000.0,4799200000000.0,4848100000000.0,4951000000000.0,4614600000000.0,4514400000000.0,4635900000000.0,4666800000000.0,4719100000000.0,4769900000000.0,4995500000000.0,4904000000000.0,4697800000000.0,4873000000000.0,4805800000000.0,4780500000000.0,4988500000000.0
1178,B,False,16869000000000.0,17357000000000.0,17509000000000.0,18048000000000.0,17632000000000.0,17946000000000.0,17516000000000.0,17881000000000.0,17408000000000.0,17403000000000.0,17281000000000.0,17070000000000.0,17071000000000.0,17212000000000.0,16938000000000.0,16896000000000.0,17226000000000.0,17471000000000.0,17627000000000.0,17649000000000.0
1179,B,False,750300000000.0,760760000000.0,765040000000.0,763110000000.0,726450000000.0,688890000000.0,636020000000.0,667690000000.0,599380000000.0,611060000000.0,588150000000.0,609610000000.0,584060000000.0,614140000000.0,620140000000.0,591100000000.0,579460000000.0,577750000000.0,537620000000.0,557070000000.0
1180,B,False,2569700000000.0,2646300000000.0,2587500000000.0,2698800000000.0,2944000000000.0,2730900000000.0,2709700000000.0,2645200000000.0,2744000000000.0,2865300000000.0,3190100000000.0,3222200000000.0,3053800000000.0,3119100000000.0,3281400000000.0,3137300000000.0,3077900000000.0,3104200000000.0,2990500000000.0,3248100000000.0
1181,B,True,7180700000000.0,7163000000000.0,7438500000000.0,7465700000000.0,7500300000000.0,7296100000000.0,7461700000000.0,7515300000000.0,7373200000000.0,7300400000000.0,7618800000000.0,8189400000000.0,7794400000000.0,8387100000000.0,8432500000000.0,8303700000000.0,8397100000000.0,8533400000000.0,8542300000000.0,8427500000000.0
