,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10,TOTPOT_11,TOTPOT_12,TOTPOT_13,TOTPOT_14,TOTPOT_15,TOTPOT_16,TOTPOT_17,TOTPOT_18,TOTPOT_19,TOTPOT_20
304,M,False,6.7651e+23,6.8681e+23,6.7143e+23,6.7647e+23,6.7293e+23,6.7702e+23,6.7624e+23,6.7318e+23,6.7264e+23,6.741e+23,6.7397e+23,6.7312e+23,6.7203e+23,6.6466e+23,6.6129e+23,6.638e+23,6.6927e+23,6.6959e+23,6.6382e+23,6.6713e+23
305,M,False,7.1197e+23,7.0689e+23,7.0616e+23,7.15e+23,7.0851e+23,7.0288e+23,7.1062e+23,7.2068e+23,7.2001e+23,7.1101e+23,7.0166e+23,6.9975e+23,7.0732e+23,6.9923e+23,6.9319e+23,7.0311e+23,6.8161e+23,7.0239e+23,7.0607e+23,6.983e+23
306,M,False,1.7105e+23,1.7074e+23,1.6943e+23,1.6859e+23,1.693e+23,1.6856e+23,1.6723e+23,1.6608e+23,1.6488e+23,1.6445e+23,1.6215e+23,1.6018e+23,1.5912e+23,1.5887e+23,1.588e+23,1.5699e+23,1.5705e+23,1.5836e+23,1.5632e+23,1.5501e+23
307,M,True,5.0314e+23,5.0524e+23,5.0611e+23,5.1214e+23,5.1142e+23,5.188e+23,5.188e+23,5.1837e+23,5.1966e+23,5.2245e+23,5.2043e+23,5.2206e+23,5.2142e+23,5.2439e+23,5.3046e+23,5.294e+23,5.3328e+23,5.3539e+23,5.3453e+23,5.3376e+23
308,M,False,5.45e+23,5.4864e+23,5.5091e+23,5.5112e+23,5.572e+23,5.5941e+23,5.5904e+23,5.6213e+23,5.6012e+23,5.5464e+23,5.5728e+23,5.5602e+23,5.5687e+23,5.5872e+23,5.5855e+23,5.5837e+23,5.562e+23,5.5365e+23,5.5528e+23,5.5655e+23
309,M,True,6.5864e+22,6.5965e+22,6.0599e+22,5.8681e+22,5.8546e+22,5.824e+22,5.8417e+22,5.7835e+22,5.5776e+22,5.6937e+22,5.8445e+22,6.2211e+22,6.3425e+22,6.9736e+22,7.2035e+22,8.8047e+22,9.8574e+22,1.0544e+23,1.2461e+23,1.4428e+23
310,M,True,1.356e+24,1.3527e+24,1.3466e+24,1.3777e+24,1.4136e+24,1.4146e+24,1.4038e+24,1.4058e+24,1.4285e+24,1.4425e+24,1.4406e+24,1.4727e+24,1.48e+24,1.4838e+24,1.4905e+24,1.479e+24,1.5268e+24,1.5496e+24,1.5566e+24,1.5698e+24
311,M,True,1.7735e+24,1.8162e+24,1.78e+24,1.8181e+24,1.8128e+24,1.8006e+24,1.8052e+24,1.8058e+24,1.8172e+24,1.8133e+24,1.8257e+24,1.8599e+24,1.876e+24,1.8541e+24,1.8627e+24,1.8525e+24,1.8808e+24,1.8663e+24,1.8728e+24,1.8933e+24
312,M,False,1.9973e+24,2.0139e+24,2.0139e+24,2.0144e+24,2.0336e+24,2.0435e+24,2.0443e+24,2.0518e+24,2.0524e+24,2.0668e+24,2.0784e+24,2.0815e+24,2.0981e+24,2.1e+24,2.1139e+24,2.1298e+24,2.1193e+24,2.1461e+24,2.1684e+24,2.1701e+24
313,M,False,2.2127e+24,2.2131e+24,2.2236e+24,2.2017e+24,2.2046e+24,2.2026e+24,2.1942e+24,2.1853e+24,2.1888e+24,2.1913e+24,2.197e+24,2.1991e+24,2.1829e+24,2.1733e+24,2.1868e+24,2.1869e+24,2.1857e+24,2.1928e+24,2.1944e+24,2.1874e+24
314,M,False,4.4256e+23,4.3273e+23,4.2558e+23,4.098e+23,4.0608e+23,4.0583e+23,3.8711e+23,3.675e+23,3.6149e+23,3.5124e+23,3.3843e+23,3.2117e+23,3.0797e+23,2.8939e+23,2.7616e+23,2.5745e+23,2.4458e+23,2.285e+23,2.1354e+23,2.0174e+23
315,M,False,1.9427e+23,1.9234e+23,1.9266e+23,1.9321e+23,1.9546e+23,1.9636e+23,1.9968e+23,2.0185e+23,2.0355e+23,2.056e+23,2.0604e+23,2.0754e+23,2.0787e+23,2.1005e+23,2.1156e+23,2.0822e+23,2.0638e+23,2.0586e+23,2.0735e+23,2.0733e+23
316,M,True,2.9541e+24,2.9494e+24,2.9452e+24,2.9419e+24,2.9455e+24,2.94e+24,2.9389e+24,2.936e+24,2.9384e+24,2.9365e+24,2.9374e+24,2.9344e+24,2.9409e+24,2.9405e+24,2.9483e+24,2.9538e+24,2.9481e+24,2.9479e+24,2.9448e+24,2.9414e+24
317,M,False,3.0276e+22,3.0515e+22,3.0478e+22,3.0347e+22,2.9946e+22,2.9275e+22,2.922e+22,2.9684e+22,2.9457e+22,2.9385e+22,2.8512e+22,2.8475e+22,2.7913e+22,2.7722e+22,3.0609e+22,2.862e+22,2.6499e+22,2.868e+22,2.5759e+22,2.6003e+22
318,M,False,1.6969e+24,1.6929e+24,1.6938e+24,1.6905e+24,1.6884e+24,1.6864e+24,1.6993e+24,1.6978e+24,1.6909e+24,1.6847e+24,1.6745e+24,1.6808e+24,1.6678e+24,1.6555e+24,1.652e+24,1.6436e+24,1.6383e+24,1.6391e+24,1.6309e+24,1.6301e+24
319,M,False,2.7542e+21,3.2552e+21,5.3842e+21,7.7244e+21,9.174e+21,1.335e+22,1.9035e+22,3.1891e+22,2.9426e+22,4.4406e+22,4.589e+22,5.3634e+22,6.4843e+22,7.2315e+22,8.0233e+22,1.0569e+23,1.0384e+23,1.243e+23,1.2316e+23,1.2814e+23
320,M,False,1.243e+23,1.2316e+23,1.2814e+23,1.355e+23,1.4447e+23,1.5717e+23,1.6939e+23,1.7536e+23,1.8969e+23,1.9663e+23,1.9739e+23,2.0701e+23,2.0621e+23,2.1127e+23,2.1854e+23,2.2207e+23,2.2387e+23,2.2256e+23,2.2413e+23,2.1966e+23
321,M,False,2.262e+23,2.1919e+23,2.1861e+23,2.1637e+23,2.1368e+23,2.1539e+23,2.254e+23,2.2256e+23,2.2251e+23,2.221e+23,2.2156e+23,2.3057e+23,2.2461e+23,2.2762e+23,2.278e+23,2.2627e+23,2.2291e+23,2.2342e+23,2.2533e+23,2.2357e+23
322,M,False,2.1539e+23,2.254e+23,2.2256e+23,2.2251e+23,2.221e+23,2.2156e+23,2.3057e+23,2.2461e+23,2.2762e+23,2.278e+23,2.2627e+23,2.2291e+23,2.2342e+23,2.2533e+23,2.2357e+23,2.2426e+23,2.28e+23,2.3199e+23,2.3344e+23,2.3558e+23
323,M,False,3.1924e+23,3.4558e+23,3.3133e+23,3.4715e+23,3.398e+23,3.5709e+23,3.7062e+23,3.7601e+23,3.7091e+23,3.8156e+23,3.8843e+23,4.1229e+23,3.9234e+23,4.0596e+23,4.0438e+23,4.1948e+23,4.2644e+23,4.2823e+23,4.2473e+23,4.4344e+23
324,M,False,4.1948e+23,4.2644e+23,4.2823e+23,4.2473e+23,4.4344e+23,4.6404e+23,4.6163e+23,4.672e+23,4.7422e+23,4.788e+23,4.7395e+23,4.826e+23,4.9474e+23,4.897e+23,5.1591e+23,5.0761e+23,5.1331e+23,5.2021e+23,5.5984e+23,5.6612e+23
325,M,True,2.2098e+24,2.2071e+24,2.2205e+24,2.2122e+24,2.2036e+24,2.2351e+24,2.2431e+24,2.2602e+24,2.2535e+24,2.2527e+24,2.2479e+24,2.2672e+24,2.2699e+24,2.261e+24,2.2491e+24,2.2453e+24,2.2421e+24,2.228e+24,2.2073e+24,2.2156e+24
326,M,False,2.2602e+24,2.2535e+24,2.2527e+24,2.2479e+24,2.2672e+24,2.2699e+24,2.261e+24,2.2491e+24,2.2453e+24,2.2421e+24,2.228e+24,2.2073e+24,2.2156e+24,2.2013e+24,2.2045e+24,2.1895e+24,2.172e+24,2.1666e+24,2.1588e+24,2.1477e+24
327,M,True,2.0564e+24,2.0582e+24,2.0577e+24,2.0458e+24,2.0297e+24,2.0339e+24,2.0331e+24,2.0593e+24,2.0588e+24,2.0369e+24,2.0606e+24,2.0629e+24,2.0601e+24,2.0823e+24,2.0785e+24,2.0517e+24,2.092e+24,2.0565e+24,2.0985e+24,2.1038e+24
328,M,False,2.0388e+24,2.0294e+24,2.034e+24,2.0586e+24,2.0392e+24,2.0403e+24,2.0274e+24,2.0391e+24,2.0501e+24,2.0509e+24,2.0609e+24,2.0612e+24,2.0655e+24,2.0625e+24,2.0662e+24,2.0652e+24,2.0567e+24,2.0799e+24,2.0644e+24,2.0557e+24
329,M,True,2.8197e+23,2.8015e+23,2.767e+23,2.7697e+23,2.7569e+23,2.7302e+23,2.7151e+23,2.7484e+23,2.7526e+23,2.7052e+23,2.7359e+23,2.7316e+23,2.7452e+23,2.7704e+23,2.766e+23,2.8046e+23,2.8041e+23,2.8091e+23,2.8222e+23,2.8452e+23
330,M,True,2.5717e+24,2.563e+24,2.5736e+24,2.5794e+24,2.572e+24,2.5943e+24,2.5889e+24,2.5986e+24,2.6041e+24,2.5952e+24,2.5945e+24,2.6082e+24,2.6237e+24,2.6272e+24,2.6241e+24,2.608e+24,2.6115e+24,2.6128e+24,2.6121e+24,2.6153e+24
331,M,False,2.6082e+24,2.6237e+24,2.6272e+24,2.6241e+24,2.608e+24,2.6115e+24,2.6128e+24,2.6121e+24,2.6153e+24,2.6251e+24,2.6221e+24,2.628e+24,2.6432e+24,2.6493e+24,2.668e+24,2.6638e+24,2.6681e+24,2.671e+24,2.6814e+24,2.695e+24
332,M,False,2.7185e+24,2.7193e+24,2.7323e+24,2.731e+24,2.7418e+24,2.7489e+24,2.7491e+24,2.7596e+24,2.7764e+24,2.7794e+24,2.8004e+24,2.8084e+24,2.79e+24,2.8072e+24,2.8288e+24,2.8356e+24,2.8281e+24,2.8275e+24,2.8483e+24,2.8522e+24
333,M,False,3.1066e+23,3.0839e+23,3.0915e+23,3.0848e+23,3.0916e+23,3.0633e+23,3.0712e+23,3.1166e+23,3.1049e+23,3.1437e+23,3.1682e+23,3.1887e+23,3.1801e+23,3.1809e+23,3.2047e+23,3.195e+23,3.2359e+23,3.2356e+23,3.259e+23,3.3412e+23
334,M,False,2.8589e+24,2.853e+24,2.8518e+24,2.8584e+24,2.834e+24,2.8513e+24,2.8636e+24,2.8468e+24,2.8666e+24,2.8724e+24,2.8776e+24,2.8856e+24,2.8817e+24,2.9031e+24,2.917e+24,2.9209e+24,2.9155e+24,2.9268e+24,2.9489e+24,2.9519e+24
335,M,False,2.9268e+24,2.9489e+24,2.9519e+24,2.9392e+24,2.9539e+24,2.9538e+24,2.9667e+24,2.9876e+24,2.9799e+24,2.9757e+24,2.9789e+24,2.9824e+24,3.006e+24,3.0151e+24,3.021e+24,3.0422e+24,3.0503e+24,3.0519e+24,3.0324e+24,3.0624e+24
336,M,False,4.1016e+23,4.0524e+23,4.0338e+23,3.9767e+23,3.9895e+23,3.9714e+23,3.9257e+23,3.9582e+23,3.9941e+23,4.0212e+23,3.9831e+23,3.9565e+23,3.9841e+23,4.0075e+23,3.9836e+23,3.9793e+23,3.9334e+23,3.9144e+23,3.921e+23,3.9385e+23
337,M,True,3.3349e+24,3.2977e+24,3.2988e+24,3.2767e+24,3.2807e+24,3.2916e+24,3.2596e+24,3.2546e+24,3.2365e+24,3.2563e+24,3.2614e+24,3.2802e+24,3.2567e+24,3.2882e+24,3.2813e+24,3.3056e+24,3.2968e+24,3.3012e+24,3.3106e+24,3.2844e+24
338,M,False,3.1827e+24,3.1849e+24,3.1624e+24,3.1731e+24,3.1649e+24,3.1819e+24,3.1757e+24,3.1717e+24,3.1758e+24,3.1816e+24,3.1467e+24,3.1658e+24,3.1608e+24,3.1485e+24,3.1574e+24,3.1645e+24,3.1609e+24,3.1715e+24,3.1704e+24,3.1758e+24
339,M,False,3.1539e+24,3.1318e+24,3.1439e+24,3.1295e+24,3.1196e+24,3.1229e+24,3.1138e+24,3.1167e+24,3.1032e+24,3.0797e+24,3.1136e+24,3.1179e+24,3.1144e+24,3.1244e+24,3.1338e+24,3.1339e+24,3.1373e+24,3.1475e+24,3.1539e+24,3.1695e+24
340,M,False,2.6947e+24,2.7453e+24,2.7632e+24,2.7144e+24,2.7264e+24,2.7032e+24,2.7277e+24,2.7379e+24,2.6888e+24,2.7161e+24,2.7328e+24,2.6893e+24,2.7547e+24,2.7355e+24,2.7792e+24,2.7848e+24,2.7983e+24,2.7815e+24,2.8044e+24,2.783e+24
341,M,True,2.3993e+24,2.4037e+24,2.402e+24,2.3816e+24,2.3871e+24,2.3778e+24,2.3728e+24,2.3819e+24,2.384e+24,2.3731e+24,2.3742e+24,2.3854e+24,2.3754e+24,2.3705e+24,2.3616e+24,2.3413e+24,2.3615e+24,2.3568e+24,2.3498e+24,2.357e+24
342,M,False,2.3561e+24,2.345e+24,2.3349e+24,2.3506e+24,2.3527e+24,2.3328e+24,2.3408e+24,2.326e+24,2.3203e+24,2.3216e+24,2.3067e+24,2.3086e+24,2.3188e+24,2.3177e+24,2.3168e+24,2.313e+24,2.327e+24,2.3314e+24,2.3499e+24,2.3484e+24
343,M,False,1.0264e+24,1.0206e+24,1.0201e+24,1.0189e+24,1.0233e+24,1.0227e+24,1.015e+24,1.0201e+24,1.0145e+24,1.0198e+24,1.0143e+24,1.0182e+24,1.0107e+24,1.0036e+24,1.0071e+24,1.007e+24,1.007e+24,1.0056e+24,9.8921e+23,9.9215e+23
344,M,True,3.2355e+23,3.2157e+23,3.2437e+23,3.2547e+23,3.2643e+23,3.2725e+23,3.3031e+23,3.3012e+23,3.3364e+23,3.3607e+23,3.3887e+23,3.4179e+23,3.4265e+23,3.4741e+23,3.4938e+23,3.48e+23,3.4598e+23,3.4425e+23,3.4316e+23,3.4367e+23
345,M,True,3.4061e+23,3.4166e+23,3.4374e+23,3.4684e+23,3.4767e+23,3.5099e+23,3.5358e+23,3.5622e+23,3.5813e+23,3.6304e+23,3.663e+23,3.6937e+23,3.7109e+23,3.7525e+23,3.7723e+23,3.741e+23,3.7826e+23,3.858e+23,3.8964e+23,3.9188e+23
346,M,True,4.9804e+23,5.0675e+23,5.0861e+23,5.0763e+23,5.1315e+23,5.1093e+23,5.121e+23,5.1333e+23,5.1061e+23,5.1042e+23,5.1417e+23,5.1468e+23,5.1608e+23,5.1749e+23,5.2219e+23,5.1837e+23,5.1906e+23,5.2343e+23,5.2552e+23,5.2109e+23
347,M,True,5.1906e+23,5.2343e+23,5.2552e+23,5.2109e+23,5.1967e+23,5.1594e+23,5.1062e+23,5.0986e+23,5.1767e+23,5.1356e+23,5.0663e+23,5.0572e+23,5.004e+23,5.0089e+23,5.0092e+23,4.9797e+23,5.0093e+23,4.9904e+23,5.0095e+23,4.9974e+23
348,M,True,6.2715e+23,6.2761e+23,6.2808e+23,6.2626e+23,6.2678e+23,6.2809e+23,6.2646e+23,6.2928e+23,6.2193e+23,6.2199e+23,6.2247e+23,6.2183e+23,6.2618e+23,6.2916e+23,6.2644e+23,6.2338e+23,6.1829e+23,6.1896e+23,6.1651e+23,6.1867e+23
349,M,True,6.2809e+23,6.2646e+23,6.2928e+23,6.2193e+23,6.2199e+23,6.2247e+23,6.2183e+23,6.2618e+23,6.2916e+23,6.2644e+23,6.2338e+23,6.1829e+23,6.1896e+23,6.1651e+23,6.1867e+23,6.2026e+23,6.204e+23,6.2132e+23,6.2029e+23,6.2451e+23
350,M,False,6.204e+23,6.2132e+23,6.2029e+23,6.2451e+23,6.2545e+23,6.3157e+23,6.398e+23,6.4172e+23,6.4849e+23,6.5109e+23,6.5698e+23,6.5525e+23,6.5903e+23,6.6342e+23,6.6456e+23,6.6609e+23,6.6641e+23,6.7202e+23,6.6978e+23,6.6917e+23
351,M,False,6.5525e+23,6.5903e+23,6.6342e+23,6.6456e+23,6.6609e+23,6.6641e+23,6.7202e+23,6.6978e+23,6.6917e+23,6.695e+23,6.6941e+23,6.7239e+23,6.7108e+23,6.7682e+23,6.8017e+23,6.7641e+23,6.8291e+23,6.8621e+23,6.8774e+23,6.9134e+23
352,M,True,9.4932e+23,9.6104e+23,9.6839e+23,9.5727e+23,9.6759e+23,9.7297e+23,9.7845e+23,9.8685e+23,9.8547e+23,9.8357e+23,9.8523e+23,9.9299e+23,9.9766e+23,9.9865e+23,1.0023e+24,9.994e+23,9.9495e+23,9.9415e+23,9.8793e+23,9.878e+23
353,M,False,9.6291e+23,9.6407e+23,9.6443e+23,9.6162e+23,9.6104e+23,9.6165e+23,9.6289e+23,9.6297e+23,9.724e+23,9.7772e+23,9.7902e+23,9.8308e+23,9.8424e+23,9.8679e+23,9.8823e+23,9.8865e+23,9.9601e+23,9.9892e+23,1.0024e+24,1.0064e+24
354,M,False,9.6165e+23,9.6289e+23,9.6297e+23,9.724e+23,9.7772e+23,9.7902e+23,9.8308e+23,9.8424e+23,9.8679e+23,9.8823e+23,9.8865e+23,9.9601e+23,9.9892e+23,1.0024e+24,1.0064e+24,1.0075e+24,1.0155e+24,1.0243e+24,1.026e+24,1.0296e+24
355,M,False,1.0155e+24,1.0243e+24,1.026e+24,1.0296e+24,1.0383e+24,1.0452e+24,1.0466e+24,1.0456e+24,1.0492e+24,1.0568e+24,1.0565e+24,1.057e+24,1.0532e+24,1.0553e+24,1.0536e+24,1.0557e+24,1.0486e+24,1.049e+24,1.0517e+24,1.0533e+24
356,M,False,3.901e+23,3.8943e+23,3.8803e+23,3.8905e+23,3.9013e+23,3.9014e+23,3.8623e+23,3.8853e+23,3.9281e+23,3.9481e+23,3.9286e+23,3.9186e+23,3.9254e+23,3.9032e+23,3.8847e+23,3.8575e+23,3.8458e+23,3.8274e+23,3.8232e+23,3.7903e+23
357,M,False,2.948e+23,2.9609e+23,2.9571e+23,2.971e+23,2.9499e+23,2.9407e+23,2.9187e+23,2.9048e+23,2.912e+23,2.8642e+23,2.8202e+23,2.7988e+23,2.7643e+23,2.7461e+23,2.7215e+23,2.6994e+23,2.6639e+23,2.649e+23,2.6402e+23,2.6268e+23
358,M,False,7.2217e+23,7.234e+23,7.2623e+23,7.2088e+23,7.2628e+23,7.268e+23,7.2568e+23,7.2626e+23,7.2803e+23,7.2793e+23,7.2774e+23,7.2954e+23,7.322e+23,7.3705e+23,7.4788e+23,7.5296e+23,7.6146e+23,7.6676e+23,7.7708e+23,7.8014e+23
359,M,False,3.0948e+23,3.0743e+23,3.0871e+23,3.1571e+23,3.1966e+23,3.2218e+23,3.2015e+23,3.2334e+23,3.2377e+23,3.3052e+23,3.2757e+23,3.2958e+23,3.3275e+23,3.2832e+23,3.2378e+23,3.2621e+23,3.2725e+23,3.276e+23,3.2775e+23,3.3275e+23
360,M,False,2.6122e+23,2.6997e+23,2.6293e+23,2.654e+23,2.65e+23,2.5926e+23,2.5323e+23,2.5884e+23,2.4396e+23,2.5206e+23,2.5278e+23,2.5311e+23,2.5817e+23,2.5627e+23,2.5286e+23,2.4456e+23,2.5724e+23,2.5533e+23,2.4707e+23,2.3251e+23
361,M,False,3.062e+22,3.0588e+22,3.0266e+22,2.999e+22,2.9226e+22,2.9379e+22,2.9541e+22,2.9664e+22,2.9282e+22,2.9292e+22,2.9078e+22,2.8914e+22,2.8567e+22,2.7994e+22,2.7862e+22,2.7366e+22,2.7209e+22,2.6668e+22,2.6586e+22,2.6383e+22
362,M,False,3.2593e+23,3.2179e+23,3.2152e+23,3.2453e+23,3.2577e+23,3.2149e+23,3.209e+23,3.2601e+23,3.2734e+23,3.2749e+23,3.3561e+23,3.3876e+23,3.4099e+23,3.4068e+23,3.3931e+23,3.4337e+23,3.4533e+23,3.4525e+23,3.4834e+23,3.5005e+23
363,M,False,3.8638e+23,3.8572e+23,3.8112e+23,3.8238e+23,3.8062e+23,3.7774e+23,3.7937e+23,3.7765e+23,3.7592e+23,3.7646e+23,3.7666e+23,3.7687e+23,3.722e+23,3.7227e+23,3.6939e+23,3.6804e+23,3.6583e+23,3.6459e+23,3.6191e+23,3.6135e+23
364,M,True,4.0514e+22,3.6477e+22,3.8379e+22,3.8251e+22,3.5388e+22,3.113e+22,3.2074e+22,3.2135e+22,3.3442e+22,3.5211e+22,3.4486e+22,3.8497e+22,4.1234e+22,3.5317e+22,4.2328e+22,4.2888e+22,4.3356e+22,4.1836e+22,3.9969e+22,3.8136e+22
365,M,True,4.8244e+22,4.8428e+22,4.3755e+22,5.0865e+22,4.9509e+22,4.7049e+22,4.8132e+22,4.8855e+22,4.9377e+22,4.742e+22,4.8816e+22,4.9767e+22,5.0389e+22,5.046e+22,5.058e+22,5.1764e+22,4.7917e+22,5.3467e+22,5.1963e+22,4.8904e+22
366,M,True,5.3867e+22,5.3827e+22,5.7926e+22,5.5764e+22,5.5107e+22,5.7943e+22,5.5989e+22,5.5647e+22,5.4517e+22,5.915e+22,5.9114e+22,5.9212e+22,5.9121e+22,5.8657e+22,6.0415e+22,6.0291e+22,6.004e+22,6.1612e+22,7.323e+22,6.6799e+22
367,M,False,6.7892e+22,6.5362e+22,6.5959e+22,6.7034e+22,6.9684e+22,6.922e+22,7.0493e+22,7.0873e+22,7.3484e+22,7.5476e+22,7.8283e+22,7.8412e+22,9.0154e+22,9.4193e+22,9.5346e+22,9.4997e+22,9.6536e+22,9.6538e+22,9.8556e+22,1.0041e+23
368,M,False,1.2863e+23,1.3095e+23,1.3579e+23,1.3657e+23,1.4544e+23,1.5015e+23,1.5236e+23,1.5647e+23,1.5561e+23,1.5525e+23,1.6161e+23,1.636e+23,1.6207e+23,1.6455e+23,1.6274e+23,1.6753e+23,1.6676e+23,1.6532e+23,1.703e+23,1.5888e+23
369,M,True,1.9719e+23,1.9727e+23,1.9765e+23,1.9991e+23,1.9989e+23,2.0091e+23,2.0029e+23,2.0251e+23,2.0182e+23,1.995e+23,2.0115e+23,2.059e+23,2.0469e+23,2.0872e+23,2.0879e+23,2.0781e+23,2.0962e+23,2.1178e+23,2.1257e+23,2.1218e+23
370,M,False,2.9677e+22,3.2213e+22,2.9797e+22,3.2064e+22,2.7615e+22,3.4785e+22,3.197e+22,2.9536e+22,2.8573e+22,2.4577e+22,2.3746e+22,2.4361e+22,2.4764e+22,2.4843e+22,2.4719e+22,2.2571e+22,2.2711e+22,3.1114e+22,3.0969e+22,2.2619e+22
371,M,True,4.1807e+23,4.1855e+23,4.1459e+23,4.1396e+23,4.1448e+23,4.1308e+23,4.0997e+23,4.1025e+23,4.082e+23,4.1094e+23,4.1202e+23,4.1328e+23,4.1373e+23,4.126e+23,4.0477e+23,4.1529e+23,4.1983e+23,4.2069e+23,4.1926e+23,4.1892e+23
372,M,True,4.0708e+23,4.0835e+23,4.0588e+23,4.045e+23,4.1788e+23,4.1614e+23,4.16e+23,4.1853e+23,4.1925e+23,4.1996e+23,4.0387e+23,3.9807e+23,3.9728e+23,4.0289e+23,3.9558e+23,4.0492e+23,4.0904e+23,4.1255e+23,4.1413e+23,4.0819e+23
373,M,False,3.8012e+23,3.6593e+23,3.5623e+23,3.7401e+23,3.7536e+23,3.4751e+23,3.4416e+23,3.6092e+23,3.2988e+23,2.9774e+23,3.0101e+23,2.7885e+23,2.7408e+23,2.6273e+23,2.5345e+23,2.4469e+23,2.5179e+23,2.4568e+23,2.5202e+23,2.6486e+23
374,M,False,4.2098e+23,4.1861e+23,4.2006e+23,4.2364e+23,4.2509e+23,4.2279e+23,4.209e+23,4.2233e+23,4.24e+23,4.246e+23,4.1961e+23,4.1918e+23,4.2048e+23,4.2017e+23,4.2058e+23,4.2151e+23,4.2219e+23,4.1906e+23,4.201e+23,4.2434e+23
375,M,False,1.494e+23,1.5175e+23,1.5242e+23,1.5243e+23,1.5383e+23,1.5477e+23,1.5597e+23,1.5816e+23,1.5849e+23,1.5812e+23,1.5905e+23,1.5985e+23,1.5903e+23,1.585e+23,1.57e+23,1.585e+23,1.6244e+23,1.6246e+23,1.6487e+23,1.6579e+23
376,M,False,1.8488e+23,1.8684e+23,1.8626e+23,1.8782e+23,1.8592e+23,1.8659e+23,1.8492e+23,1.8615e+23,1.8605e+23,1.8675e+23,1.8486e+23,1.8468e+23,1.8404e+23,1.8276e+23,1.8279e+23,1.8497e+23,1.8412e+23,1.8533e+23,1.8743e+23,1.8712e+23
377,M,False,3.1365e+23,3.157e+23,3.1687e+23,3.1923e+23,3.2139e+23,3.2053e+23,3.2126e+23,3.229e+23,3.1941e+23,3.2018e+23,3.1564e+23,3.1678e+23,3.1502e+23,3.1234e+23,3.0742e+23,3.0573e+23,3.0255e+23,3.0241e+23,3.0487e+23,3.0447e+23
378,M,False,2.8407e+23,2.8299e+23,2.8293e+23,2.8419e+23,2.8508e+23,2.8765e+23,2.9043e+23,2.9276e+23,2.9403e+23,2.9681e+23,2.9804e+23,3.0151e+23,3.0364e+23,3.0438e+23,3.0291e+23,3.068e+23,3.1175e+23,3.1355e+23,3.1333e+23,3.0901e+23
379,M,False,5.0577e+23,5.0917e+23,5.1006e+23,5.1192e+23,5.1044e+23,5.1288e+23,5.1165e+23,5.1356e+23,5.1407e+23,5.1938e+23,5.1873e+23,5.1982e+23,5.2048e+23,5.2178e+23,5.2281e+23,5.2756e+23,5.3111e+23,5.3344e+23,5.3441e+23,5.3258e+23
380,M,False,6.5118e+23,6.5238e+23,6.4967e+23,6.4708e+23,6.4743e+23,6.4487e+23,6.4274e+23,6.3983e+23,6.3962e+23,6.4415e+23,6.4575e+23,6.4221e+23,6.415e+23,6.3809e+23,6.3358e+23,6.3192e+23,6.2833e+23,6.2356e+23,6.2334e+23,6.2135e+23
381,M,True,5.5606e+23,5.7253e+23,5.5159e+23,5.6794e+23,5.3533e+23,5.4746e+23,5.5578e+23,5.5426e+23,5.5788e+23,5.5152e+23,5.4301e+23,5.3246e+23,5.404e+23,5.3816e+23,5.417e+23,5.2111e+23,5.2891e+23,5.3339e+23,5.0428e+23,5.2003e+23
382,M,False,4.7408e+23,4.6855e+23,4.6825e+23,4.6313e+23,4.673e+23,4.5968e+23,4.6099e+23,4.5907e+23,4.564e+23,4.5862e+23,4.6831e+23,4.653e+23,4.4404e+23,4.6355e+23,4.6437e+23,4.4801e+23,4.5089e+23,4.5416e+23,4.5194e+23,4.7327e+23
383,M,False,1.3545e+24,1.3618e+24,1.3616e+24,1.3881e+24,1.389e+24,1.3945e+24,1.4068e+24,1.3947e+24,1.4044e+24,1.4473e+24,1.453e+24,1.4584e+24,1.4416e+24,1.4432e+24,1.47e+24,1.4607e+24,1.4742e+24,1.4715e+24,1.4746e+24,1.4532e+24
384,M,False,1.5384e+24,1.5469e+24,1.5025e+24,1.5084e+24,1.5022e+24,1.5427e+24,1.5446e+24,1.5391e+24,1.493e+24,1.4897e+24,1.491e+24,1.488e+24,1.4925e+24,1.5427e+24,1.5495e+24,1.548e+24,1.5096e+24,1.5586e+24,1.5158e+24,1.5197e+24
385,M,False,1.2495e+23,1.2553e+23,1.2642e+23,1.263e+23,1.2696e+23,1.2599e+23,1.247e+23,1.2612e+23,1.273e+23,1.2663e+23,1.265e+23,1.2906e+23,1.3092e+23,1.3077e+23,1.3195e+23,1.3494e+23,1.3696e+23,1.3588e+23,1.3689e+23,1.3836e+23
386,M,False,1.5017e+24,1.5072e+24,1.5125e+24,1.5176e+24,1.5235e+24,1.5217e+24,1.5208e+24,1.5215e+24,1.5247e+24,1.5246e+24,1.5247e+24,1.5206e+24,1.5191e+24,1.5202e+24,1.5172e+24,1.5101e+24,1.5074e+24,1.5001e+24,1.513e+24,1.5118e+24
387,M,True,2.8594e+23,2.9247e+23,2.8948e+23,2.9481e+23,3.0656e+23,3.0255e+23,2.9729e+23,2.9565e+23,3.0571e+23,3.0866e+23,3.0617e+23,3.1143e+23,3.1711e+23,3.1833e+23,3.1791e+23,3.1596e+23,3.2577e+23,3.1734e+23,3.2375e+23,3.0228e+23
