,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20
1884,N,False,44.15,44.313,42.701,44.21,37.688,41.378,39.567,39.23,45.196,42.718,37.737,44.526,44.303,43.568,44.298,49.783,41.754,45.182,46.091,47.572
1885,N,False,80.255,76.55,74.699,75.183,72.791,72.729,70.757,78.017,76.449,79.132,82.291,85.428,77.795,75.619,80.484,82.826,79.35,77.177,74.127,77.866
1886,N,False,105.49,106.11,110.34,113.93,112.17,109.24,116.5,113.54,106.61,112.8,103.0,104.71,102.67,98.674,96.713,96.686,95.604,92.065,86.712,88.101
1887,N,False,310.81,306.08,296.78,289.95,299.91,300.52,283.75,287.31,288.44,286.66,278.82,272.28,274.55,273.92,269.24,273.38,277.41,279.01,279.72,285.11
1888,N,False,613.5,598.92,592.78,594.14,580.3,584.34,578.85,583.22,575.64,574.27,570.65,558.35,563.86,569.14,557.67,554.1,544.99,541.8,549.69,540.46
1889,N,False,613.5,598.92,592.78,594.14,580.3,584.34,578.85,583.22,575.64,574.27,570.65,558.35,563.86,569.14,557.67,554.1,544.99,541.8,549.69,540.46
1890,N,False,55.385,50.561,56.895,51.52,46.654,52.299,54.944,50.982,52.881,49.577,49.611,48.349,46.983,44.156,45.987,45.79,46.162,50.125,45.948,47.511
1891,N,False,146.93,143.61,140.78,140.28,148.4,149.97,147.97,146.72,143.04,151.09,146.91,145.07,140.2,132.85,133.38,140.21,130.59,129.68,134.41,135.51
1892,N,False,497.26,480.23,475.18,486.31,487.08,484.94,482.01,487.92,483.62,487.21,488.12,492.35,494.01,499.16,500.37,497.98,502.51,510.25,499.91,485.96
1893,N,False,353.62,344.32,340.5,340.33,326.74,333.97,317.52,318.34,322.04,314.88,316.26,306.13,300.03,302.24,296.66,302.59,301.65,303.47,299.92,308.47
1894,N,False,718.54,711.79,725.19,718.18,722.24,722.47,721.42,727.39,736.12,735.11,757.3,767.94,766.3,768.86,781.13,752.28,792.99,773.73,793.72,785.44
1895,N,False,207.38,209.84,218.57,204.53,204.64,192.06,188.43,186.34,195.37,187.61,186.08,189.33,180.47,186.64,182.92,180.54,182.64,180.1,173.99,173.67
1896,N,False,2441.6,2447.7,2439.5,2414.3,2387.9,2405.7,2380.1,2381.5,2373.4,2343.2,2351.8,2342.3,2335.3,2339.9,2322.0,2363.8,2362.7,2354.0,2357.3,2335.0
1897,N,False,207.38,209.84,218.57,204.53,204.64,192.06,188.43,186.34,195.37,187.61,186.08,189.33,180.47,186.64,182.92,180.54,182.64,180.1,173.99,173.67
1898,N,False,2067.6,2073.5,2068.0,2082.0,2092.7,2105.6,2112.6,2121.7,2119.8,2141.7,2166.8,2230.7,2241.7,2221.7,2258.9,2277.3,2293.4,2277.2,2296.5,2319.1
1899,N,False,56.951,57.961,55.643,47.524,47.774,50.835,47.807,47.735,46.95,51.267,50.442,49.086,46.344,48.179,54.001,49.133,52.245,46.423,50.251,47.318
1900,N,False,141.06,134.51,142.32,147.15,133.98,126.23,128.04,122.39,121.01,118.68,133.14,115.91,120.43,121.6,123.64,116.36,125.7,125.75,123.38,125.67
1901,N,False,2365.3,2388.4,2392.4,2394.4,2398.0,2395.6,2376.7,2359.4,2342.8,2333.8,2351.6,2350.5,2320.1,2306.6,2352.8,2310.2,2288.2,2305.1,2313.0,2256.7
1902,N,False,371.73,373.57,387.86,387.8,402.3,407.79,406.89,400.2,400.47,393.56,389.87,390.16,371.14,371.15,366.65,354.95,358.24,346.64,339.57,331.88
1903,N,False,438.65,444.81,450.09,428.47,437.9,440.57,454.48,443.65,437.13,432.89,421.28,415.98,417.61,419.66,414.2,414.32,417.23,421.34,415.14,422.77
1904,N,False,4505.5,4486.0,4490.1,4475.4,4521.0,4554.3,4544.0,4547.8,4556.2,4598.2,4642.6,4693.5,4687.7,4672.4,4650.3,4621.4,4571.5,4559.7,4502.8,4467.1
1905,N,False,260.17,265.26,266.96,257.98,253.9,238.49,241.87,237.93,238.37,229.15,231.95,227.63,229.49,226.06,244.58,245.5,250.82,246.53,270.4,289.15
1906,N,False,86.299,90.966,93.388,89.318,91.524,88.145,91.619,86.878,92.021,91.073,91.929,92.847,97.286,95.444,95.37,89.002,96.068,86.69,89.35,88.38
1907,N,False,2701.0,2695.5,2693.5,2693.4,2719.4,2680.5,2714.9,2731.4,2710.2,2701.0,2695.2,2718.1,2674.6,2670.1,2640.2,2624.1,2571.9,2522.4,2512.7,2487.4
1908,N,False,202.51,205.72,202.21,201.61,209.78,204.53,204.92,204.45,206.11,201.07,201.46,195.97,193.77,195.49,196.43,200.17,201.83,193.49,196.94,197.94
1909,N,False,139.53,137.98,126.11,126.34,125.19,123.31,119.46,115.25,122.21,121.06,124.87,117.22,122.59,123.8,118.88,117.37,114.24,118.56,115.64,111.66
1910,N,False,83.323,84.794,82.929,84.26,77.705,79.265,83.279,84.876,83.233,83.0,76.929,80.237,84.227,83.857,82.275,79.921,73.426,79.229,78.511,76.468
1911,N,False,266.41,270.91,273.19,283.33,287.65,284.32,294.29,295.8,304.28,327.49,333.5,330.52,327.97,321.86,333.14,341.3,341.79,335.27,328.85,340.02
1912,N,False,183.21,187.87,186.08,189.58,189.84,185.47,175.41,169.16,164.86,172.54,177.36,171.2,170.31,165.32,162.05,164.23,167.43,164.42,168.6,173.33
1913,N,False,45.537,42.093,44.465,40.757,42.676,41.183,42.524,41.512,43.979,41.63,45.337,42.042,44.076,44.934,43.711,40.262,39.119,38.105,40.705,39.229
1914,N,False,335.27,342.16,344.54,346.97,351.93,354.07,354.14,366.35,386.5,388.75,390.88,383.1,376.63,380.22,347.95,351.59,336.66,345.34,349.46,326.33
1915,N,False,156.84,160.52,163.13,164.54,156.79,157.28,145.68,143.7,157.37,143.91,145.96,137.61,136.77,136.3,131.41,128.31,126.88,140.94,142.47,141.14
1916,N,False,82.376,80.857,81.842,81.987,82.515,82.607,79.629,74.174,77.793,78.491,76.207,72.517,88.728,87.227,75.202,80.426,84.306,84.725,84.558,82.408
1917,N,False,615.14,619.32,614.63,618.61,613.57,605.91,608.6,615.55,616.31,608.72,607.32,603.68,614.73,624.13,636.5,647.83,645.76,664.69,653.36,638.66
1918,N,False,130.56,130.86,130.95,126.84,123.5,121.58,123.2,123.83,117.06,120.21,114.31,112.22,113.74,108.59,109.35,108.76,104.82,102.66,105.17,109.59
1919,N,False,183.85,199.57,187.42,196.55,196.99,196.82,191.58,185.0,189.99,201.79,193.5,179.12,193.1,210.76,210.93,221.84,221.25,222.07,227.41,229.52
1920,N,False,7.0084,8.2323,8.0854,9.583,10.767,11.806,12.253,11.614,12.019,9.3843,7.6181,12.638,11.326,13.683,9.572,14.274,12.809,11.604,13.133,11.615
1921,N,False,57.457,55.172,58.718,57.082,58.127,60.583,61.74,58.092,60.372,59.743,60.132,58.95,64.24,65.881,63.381,66.553,63.352,66.215,61.85,65.106
1922,N,False,97.489,93.887,96.403,102.41,104.51,106.15,106.02,106.84,102.29,100.98,100.75,106.96,105.89,96.45,99.337,101.18,100.73,101.46,101.21,96.418
1923,N,False,116.77,119.21,116.88,124.85,122.78,128.46,130.13,125.77,120.72,118.36,123.68,119.27,117.94,116.61,115.51,120.54,122.8,121.13,116.51,117.71
1924,N,False,85.334,83.977,79.661,82.476,85.092,79.858,82.577,80.519,77.57,75.537,77.087,77.366,74.258,67.92,72.652,70.301,66.211,71.748,72.131,75.153
1925,N,False,521.22,508.15,511.51,497.61,496.04,484.45,476.9,488.43,485.2,490.24,486.01,480.47,469.24,470.76,460.22,450.73,458.52,458.08,460.24,456.3
1926,N,False,35.495,31.616,32.6,32.402,29.512,33.45,32.963,30.258,28.301,30.008,30.742,33.844,32.123,30.666,29.728,30.858,30.402,30.599,30.869,29.638
1927,N,False,1872.5,1882.4,1903.1,1920.2,1902.7,1895.2,1914.6,1877.6,1895.0,1900.0,1903.5,1916.9,1913.9,1930.7,1935.6,1928.5,1936.2,1892.9,1937.7,1937.5
1928,N,False,894.61,891.5,883.92,874.71,869.05,870.81,869.4,856.36,875.73,865.98,878.49,859.96,861.31,851.39,866.24,851.8,841.5,843.39,872.37,862.04
1929,N,False,1569.4,1577.9,1583.9,1592.1,1590.8,1610.6,1595.7,1628.8,1627.9,1616.3,1623.4,1611.9,1635.8,1645.1,1664.7,1689.1,1750.0,1704.4,1717.0,1742.8
1930,N,False,155.46,155.13,147.53,147.85,151.58,143.86,151.63,141.36,135.37,134.02,135.26,136.61,135.04,125.02,128.17,124.77,127.09,125.01,128.9,124.43
1931,N,False,52.331,52.162,45.718,51.352,46.377,50.136,46.377,49.347,51.641,50.275,47.496,50.009,51.76,52.786,53.223,49.622,55.517,52.32,54.21,52.355
1932,N,False,69.787,72.169,68.538,69.028,71.028,71.235,68.869,69.204,69.272,69.442,73.36,73.503,73.03,72.568,76.992,75.658,74.632,67.998,61.039,63.083
1933,N,False,50.325,48.683,53.121,45.62,48.787,44.906,44.72,42.274,45.939,37.158,39.362,40.271,40.55,40.198,36.953,34.971,37.354,34.283,35.701,35.873
1934,N,False,608.22,608.76,612.03,616.35,620.3,614.97,627.83,625.94,616.16,620.53,614.11,603.06,601.35,607.33,595.08,592.47,583.84,589.1,575.57,579.79
1935,N,False,354.16,362.11,349.48,349.46,356.64,353.09,355.84,354.85,361.36,361.42,350.2,361.06,349.16,354.78,341.57,343.32,339.16,340.46,338.8,334.19
1936,N,False,235.56,249.03,241.36,226.97,215.11,209.72,202.29,186.74,187.24,174.07,178.69,167.0,157.28,151.16,161.6,154.56,163.4,161.77,162.79,163.28
1937,N,False,297.47,297.88,301.83,306.49,301.89,308.97,308.18,309.52,309.21,301.78,295.1,297.52,295.99,292.55,299.05,307.04,299.33,296.14,295.74,286.37
1938,N,False,111.87,112.17,114.62,114.08,116.05,120.38,118.91,117.98,118.55,123.69,128.57,124.68,122.05,131.55,128.68,130.57,132.96,129.07,134.43,129.0
1939,N,False,234.83,233.04,234.48,234.03,235.16,242.67,242.22,242.9,233.66,235.74,237.51,243.77,237.06,229.44,235.23,229.57,229.55,235.63,238.22,236.45
1940,N,False,271.59,273.36,272.94,266.56,258.75,265.71,270.24,272.53,268.25,267.68,267.95,264.92,256.65,263.64,272.37,264.31,265.08,265.31,256.09,251.9
1941,N,False,294.67,291.92,282.56,270.28,269.16,274.29,271.14,271.92,274.15,271.09,281.78,283.13,288.69,286.62,289.21,297.4,299.57,306.42,308.96,310.06
1942,N,False,270.19,282.08,270.94,269.97,272.98,274.74,278.51,279.81,279.13,274.31,277.92,280.87,291.15,282.67,288.62,286.62,274.57,277.37,269.42,259.67
1943,N,False,507.42,503.41,515.63,525.9,529.57,518.41,518.85,510.48,516.33,523.05,519.54,516.18,502.4,506.12,508.02,499.46,495.23,496.47,486.78,485.89
1944,N,False,79.483,72.331,74.885,73.396,75.613,73.149,72.416,70.212,67.254,67.712,65.882,67.567,65.047,67.482,67.562,66.153,66.407,59.942,65.265,64.418
1945,N,False,94.288,93.154,95.028,94.047,92.289,93.584,88.83,93.387,94.858,92.191,89.479,89.384,91.349,92.844,95.922,96.491,90.153,91.322,92.196,85.536
1946,N,False,1122.9,1105.4,1108.6,1117.1,1125.6,1135.2,1147.9,1134.2,1139.2,1127.6,1132.7,1157.5,1121.3,1117.3,1128.5,1144.0,1132.7,1117.7,1111.4,1109.1
1947,N,False,15.464,17.746,17.788,18.865,17.136,16.542,18.436,16.123,16.35,14.601,20.723,21.943,19.967,19.273,18.378,22.435,22.744,21.674,23.356,29.339
1948,N,False,212.18,217.04,219.29,213.78,208.28,213.69,210.73,211.55,213.54,210.0,214.43,218.31,215.71,207.48,203.98,198.36,208.81,204.27,199.44,199.45
1949,N,False,329.33,338.29,329.02,330.53,328.71,329.27,339.94,337.52,332.69,338.77,331.76,323.23,315.62,312.42,317.34,317.61,308.29,304.24,312.2,308.49
1950,N,False,301.97,296.54,305.29,303.62,303.8,300.05,288.4,287.73,288.68,292.28,290.06,278.06,289.79,298.57,303.1,300.59,298.75,296.5,292.19,298.72
1951,N,False,133.05,131.18,134.97,134.49,135.16,141.36,134.56,131.99,134.83,131.65,142.27,140.28,136.17,141.57,137.82,133.09,130.32,126.77,126.74,126.9
1952,N,False,67.286,72.778,70.648,64.983,69.836,72.137,80.888,74.778,69.32,60.098,57.199,61.845,67.54,63.459,66.545,64.193,65.18,68.881,67.107,75.124
1953,N,False,190.93,196.78,204.96,198.34,200.03,194.7,191.53,200.77,203.72,207.06,208.72,211.46,200.53,194.55,198.45,187.24,189.47,190.2,194.9,209.53
1954,N,False,8.96,11.428,9.2404,0.0,0.0,0.0,0.0,0.0,0.0,8.524,7.8161,6.7297,6.4753,6.8082,3.7629,0.0,5.7405,6.1644,0.0,0.0
1955,N,False,60.409,59.945,59.115,56.4,56.939,56.894,56.574,58.281,61.169,57.846,56.305,54.648,56.579,55.282,56.021,53.859,49.059,49.143,47.576,46.876
1956,N,False,294.46,275.4,257.48,258.7,264.04,258.97,260.61,253.68,257.62,260.96,261.7,263.13,251.04,259.28,257.78,257.9,262.2,255.69,256.88,250.04
1957,N,False,267.54,267.69,265.89,266.02,265.19,267.1,273.92,286.01,280.95,285.38,272.31,274.92,271.16,271.54,282.4,290.73,279.54,266.23,256.53,264.22
1958,N,False,839.59,816.05,810.87,799.46,800.94,786.79,805.58,806.25,791.87,800.73,785.35,805.24,817.51,800.99,783.4,792.85,816.8,802.75,801.58,799.59
1959,N,False,213.18,213.83,211.79,214.73,218.11,214.15,218.82,218.83,216.19,223.74,219.47,219.93,223.44,227.62,237.22,233.45,244.46,246.41,239.22,244.35
1960,N,False,456.15,463.13,466.51,474.33,484.48,488.65,473.47,465.93,469.73,461.97,471.9,460.45,460.84,466.42,464.74,457.15,456.74,470.26,461.84,464.45
1961,N,False,106.62,103.71,105.74,105.33,106.98,110.91,109.33,114.94,111.6,115.16,115.19,110.46,111.46,106.43,109.15,102.54,108.1,104.69,105.15,104.72
1962,N,False,1621.5,1642.9,1633.6,1630.5,1625.2,1642.0,1637.1,1657.5,1688.2,1693.8,1689.1,1706.0,1693.4,1706.7,1704.9,1767.3,1764.5,1775.5,1788.1,1775.5
1963,N,False,452.46,452.42,449.74,446.34,467.5,490.37,478.01,495.71,499.86,500.49,502.06,492.82,471.11,474.81,469.73,451.56,448.04,462.79,459.72,445.35
1964,N,False,452.46,452.42,449.74,446.34,467.5,490.37,478.01,495.71,499.86,500.49,502.06,492.82,471.11,474.81,469.73,451.56,448.04,462.79,459.72,445.35
1965,N,False,1590.6,1576.7,1574.3,1552.5,1557.4,1538.6,1552.4,1560.1,1565.4,1564.7,1567.0,1568.4,1586.7,1567.6,1567.6,1560.2,1585.5,1589.1,1590.3,1582.1
1966,N,False,458.97,454.61,451.79,454.15,444.42,434.79,442.93,432.74,446.62,446.67,439.36,441.38,436.94,455.16,435.1,455.14,454.45,445.26,442.54,446.68
1967,N,False,45.626,44.399,49.049,48.078,50.68,49.319,51.324,49.12,46.859,49.806,49.998,45.678,46.958,47.529,46.441,46.691,44.789,48.983,48.179,49.477
1968,N,False,3572.8,3552.3,3567.3,3534.2,3536.2,3552.8,3572.5,3559.3,3574.6,3606.3,3573.3,3561.8,3583.7,3585.1,3554.9,3599.7,3557.5,3580.4,3581.4,3568.3
1969,N,False,61.214,59.728,63.372,62.694,67.308,71.558,75.566,72.171,74.224,71.149,70.883,65.806,65.821,70.971,72.971,71.635,66.742,67.045,74.273,77.248
1970,N,False,70.743,65.325,72.253,68.012,67.698,69.753,66.063,64.304,62.224,65.224,57.71,64.452,69.459,68.122,66.385,71.246,64.13,64.158,60.166,58.806
1971,N,False,76.722,74.879,76.531,76.594,70.825,72.428,72.209,72.267,71.085,68.836,71.088,65.487,67.658,66.517,67.776,72.347,76.967,66.157,68.117,69.016
1972,N,False,72.685,69.453,74.443,73.414,70.23,68.541,66.919,71.589,69.797,69.428,67.295,64.729,61.45,63.217,64.376,65.337,66.642,64.028,69.384,67.107
1973,N,False,78.43,84.309,77.431,80.164,83.99,89.777,92.966,91.503,90.53,87.411,93.798,89.931,94.874,95.044,94.332,100.19,103.68,100.68,98.643,93.725
1974,N,False,86.292,86.93,90.275,86.852,84.24,90.783,80.36,84.261,88.365,77.664,79.292,75.439,81.434,77.646,77.276,72.852,74.484,78.106,84.427,81.449
1975,N,False,526.44,533.38,526.21,517.42,522.57,516.67,524.09,526.95,518.87,515.09,520.48,514.72,502.89,498.75,497.3,502.61,507.59,503.55,515.63,518.21
1976,N,False,536.6,536.03,518.55,532.18,871.66,522.29,525.08,522.58,520.81,519.57,518.32,519.01,533.02,518.05,520.85,527.22,519.04,525.75,523.05,520.58
1977,N,False,63.162,54.177,51.872,50.571,44.508,42.482,40.454,47.663,49.367,43.897,44.126,42.981,38.432,45.79,49.194,46.181,55.481,44.67,46.275,45.716
1978,N,False,1579.6,1580.1,1574.3,1594.1,1588.1,1587.8,1588.6,1609.0,1613.2,1638.8,1645.3,1642.3,1652.3,1647.0,1624.5,1623.6,1642.6,1657.3,1661.8,1629.3
1979,N,False,32.612,35.634,34.939,35.293,33.93,37.467,37.334,36.578,39.223,42.856,38.467,35.316,39.862,38.264,34.068,37.641,32.379,38.241,38.445,37.845
1980,N,False,1643.3,1655.6,1649.9,1694.3,1658.1,1661.8,1629.3,1620.6,1613.6,1618.1,1595.4,1611.9,1629.0,1641.4,1653.1,1678.8,1701.1,1701.5,1687.0,1685.4
1981,N,False,100.87,102.61,103.54,101.78,104.14,102.24,105.93,101.4,101.73,96.868,101.0,97.458,107.52,102.82,100.26,105.37,100.97,97.213,100.45,94.238
1982,N,False,804.8,798.53,794.74,795.81,821.0,824.04,824.69,834.99,838.15,844.13,838.64,818.85,823.11,789.42,787.48,768.45,749.55,739.66,745.51,737.87
1983,N,False,309.69,288.0,289.47,292.51,296.21,302.8,323.25,329.69,327.32,343.19,337.64,351.53,360.44,361.85,356.91,352.0,354.98,354.48,358.09,351.56
1984,N,False,644.71,638.58,628.43,614.04,610.18,594.9,586.07,559.33,562.97,564.54,562.16,558.75,562.53,567.38,552.95,551.2,540.22,540.83,525.13,523.9
1985,N,False,311.1,319.97,308.79,325.47,320.89,317.49,320.58,319.4,321.48,320.18,320.25,318.71,318.84,314.76,307.69,305.74,309.69,311.07,316.03,317.21
1986,N,False,59.612,57.706,55.096,52.111,52.039,50.418,50.971,48.603,50.26,49.383,47.29,45.819,45.236,50.218,47.994,44.106,46.595,45.858,48.901,48.164
1987,N,False,776.84,771.92,780.2,788.45,792.88,779.13,795.63,781.83,773.97,762.04,740.73,738.28,752.73,743.49,754.84,755.89,751.36,734.71,728.81,727.6
1988,N,False,215.83,207.18,203.91,202.88,200.63,200.24,203.25,199.13,198.66,196.35,191.06,194.33,194.08,191.46,185.57,186.05,192.73,201.97,200.97,213.2
1989,N,False,137.9,132.37,127.79,129.72,131.69,128.42,131.86,130.09,133.49,131.51,126.69,123.16,122.72,127.0,129.72,130.15,135.78,140.48,142.08,141.88
1990,N,False,354.82,348.49,343.52,345.12,355.29,347.38,348.31,357.12,357.01,359.52,363.13,356.45,369.36,362.13,364.11,360.19,363.27,367.92,340.09,361.46
1991,N,False,392.98,387.68,380.9,388.83,390.23,389.79,390.42,387.61,393.57,394.98,392.33,406.48,418.78,427.11,432.62,444.67,431.53,431.86,421.43,426.63
1992,N,False,76.159,70.345,74.03,74.752,77.285,75.369,75.83,73.859,68.029,67.358,63.934,66.121,65.56,62.544,64.159,64.514,68.142,65.523,67.708,61.956
1993,N,False,138.07,136.18,135.05,131.77,128.49,127.91,130.4,133.13,136.99,133.2,131.13,127.9,130.87,127.66,132.12,140.41,141.5,142.89,143.12,141.14
1994,N,False,206.4,205.81,193.11,202.27,192.76,198.51,207.5,203.78,207.29,206.83,206.4,203.02,205.65,207.35,212.65,216.99,208.16,209.98,210.58,209.41
1995,N,False,118.08,113.23,115.59,111.64,110.95,103.25,111.52,102.15,109.97,102.3,111.63,111.79,111.15,106.95,107.42,113.66,118.07,116.44,117.46,112.91
1996,N,False,140.19,142.89,145.54,140.06,134.6,137.27,133.93,130.04,127.64,126.78,119.29,123.07,121.22,113.81,113.59,109.13,110.69,107.66,109.65,106.87
1997,N,False,170.35,177.52,174.88,177.55,181.6,180.58,180.98,185.29,186.66,185.75,194.72,197.69,198.31,199.01,190.9,200.5,191.01,191.37,192.31,189.6
1998,N,False,251.02,260.83,263.63,252.1,261.93,252.17,260.54,256.96,265.81,265.7,264.15,266.01,257.94,263.83,250.26,252.34,246.49,236.7,240.26,243.56
1999,N,False,1926.5,1952.2,1968.5,1979.1,1963.0,1971.9,2007.4,2024.1,2011.7,2006.2,2009.9,2023.3,2007.6,1986.5,1959.6,1960.2,1942.9,1960.2,1962.8,1968.6
2000,N,False,592.82,607.32,621.23,607.38,598.99,608.68,595.86,593.12,578.78,569.44,572.42,574.37,593.29,600.28,590.12,600.41,589.01,611.06,610.05,607.77
2001,N,False,179.43,184.69,184.94,185.1,182.76,183.01,187.78,187.24,189.03,182.74,181.08,185.51,189.17,187.0,191.81,185.0,191.61,186.74,183.07,183.47
2002,N,False,219.0,210.89,215.52,222.17,232.32,227.12,242.44,253.6,253.89,249.11,264.1,256.49,260.79,272.93,272.86,274.89,275.57,290.57,288.73,283.73
2003,N,False,178.61,175.13,178.0,181.89,179.06,175.21,173.23,173.3,174.55,180.12,184.95,175.53,170.94,171.52,167.33,166.81,165.57,157.9,163.05,157.77
2004,N,False,362.15,359.62,357.85,342.8,342.45,352.63,364.22,364.24,359.06,354.95,352.53,356.36,361.54,357.33,357.22,362.31,362.13,358.94,364.38,368.61
2005,N,False,147.53,143.24,145.14,145.04,140.15,145.19,149.67,143.97,144.52,134.96,135.79,137.63,127.91,137.81,130.78,137.18,136.27,128.94,133.63,128.5
2006,N,False,295.25,297.69,302.7,315.73,323.34,318.46,319.47,317.93,317.79,318.04,307.2,286.81,290.85,289.1,284.33,287.85,289.7,284.36,282.47,275.57
2007,N,False,186.26,184.0,186.73,187.18,185.04,190.06,196.44,190.23,190.36,189.19,196.16,198.88,198.59,205.38,205.58,198.78,203.28,209.04,216.69,213.53
2008,N,False,67.628,71.503,65.528,76.648,76.875,80.681,83.052,82.381,86.268,86.783,86.283,83.307,81.903,80.569,78.526,76.142,77.407,78.191,75.661,72.946
2009,N,False,507.63,505.73,486.68,492.35,493.68,471.24,470.06,467.3,470.36,465.32,470.8,467.77,476.26,452.44,462.14,456.82,454.59,454.28,449.4,462.0
2010,N,False,204.93,198.28,198.38,196.98,199.32,207.31,211.93,218.58,208.53,222.93,218.94,201.92,207.99,207.51,192.6,203.37,190.72,187.15,186.81,190.17
2011,N,False,119.96,122.99,123.35,118.85,116.01,117.28,121.26,128.88,120.32,118.31,123.28,120.34,127.0,129.2,136.52,127.64,136.65,142.88,134.21,133.84
2012,N,False,119.37,111.6,113.47,121.94,117.49,123.53,130.53,139.62,140.63,145.07,145.28,154.06,155.44,152.38,160.28,161.55,160.32,167.27,166.72,151.61
2013,N,False,1239.6,1220.7,1187.2,1199.6,1184.8,1153.7,1157.5,1154.3,1132.7,1136.1,1139.4,1126.7,1126.6,1126.9,1129.0,1110.9,1109.0,1106.2,1120.7,1110.8
2014,N,False,55.846,56.442,53.262,52.652,53.035,56.014,53.107,54.203,52.544,56.602,56.049,61.234,60.321,55.93,62.197,64.056,66.118,64.472,66.514,70.338
2015,N,False,120.82,114.8,118.29,117.51,121.79,119.63,117.07,119.61,120.91,111.71,111.41,112.95,107.68,102.17,109.26,111.79,106.41,99.479,104.06,104.22
2016,N,False,280.88,282.93,279.0,280.81,287.37,286.61,292.29,290.55,290.56,287.69,288.16,294.95,297.7,297.3,301.85,301.82,307.59,303.68,308.73,306.65
2017,N,False,2481.5,2498.2,2469.5,2506.2,2510.5,2491.7,2527.7,2512.7,2491.1,2478.0,2475.2,2467.0,2442.6,2438.5,2434.9,2432.8,2400.4,2395.8,2398.5,2411.1
2018,N,False,160.49,155.53,154.58,155.7,159.15,155.38,152.82,154.42,152.53,151.74,152.12,159.72,157.57,162.75,159.58,155.58,162.15,160.38,160.8,160.49
2019,N,False,623.9,632.73,645.6,648.41,658.05,659.77,665.84,668.2,672.6,672.11,660.54,660.54,659.33,643.5,657.31,645.93,652.26,635.94,632.76,646.24
2020,N,False,635.06,620.57,640.44,642.78,654.09,645.73,661.8,666.63,664.96,660.16,665.78,660.28,659.55,640.38,633.46,679.38,696.92,664.46,639.53,641.23
2021,N,False,160.71,158.24,161.26,156.09,155.12,154.76,149.06,144.47,147.2,148.07,153.9,157.92,155.24,164.23,157.07,152.02,148.08,149.44,154.83,156.53
2022,N,False,81.048,79.486,86.857,91.122,96.767,97.616,106.34,122.09,127.13,142.8,160.22,177.54,191.73,203.83,210.26,217.39,228.43,236.08,251.46,268.08
2023,N,False,375.74,366.66,370.95,379.52,374.12,377.55,376.66,361.4,364.99,354.77,363.42,362.11,354.79,344.41,344.59,339.98,333.02,337.16,326.04,323.96
2024,N,False,37.6,37.017,38.377,39.502,33.708,39.505,36.841,37.09,36.657,36.196,37.736,38.089,38.279,40.997,43.069,41.149,45.131,47.235,44.979,41.575
2025,N,False,2975.8,2942.6,2920.5,2906.4,2930.6,2928.9,2911.3,2914.1,2909.0,2937.1,3000.4,2986.7,2977.6,2980.6,2977.8,3032.8,3009.0,2956.1,3017.2,3013.7
2026,N,False,1732.0,1747.7,1722.4,1738.8,1748.5,1768.1,1801.3,1766.9,1779.5,1790.7,1794.0,1815.4,1826.0,1840.5,1854.9,1842.5,1856.0,1790.3,1780.8,1774.5
2027,N,False,1654.4,1631.8,1645.9,1622.9,1622.3,1641.0,1656.1,1639.9,1644.2,1640.1,1622.5,1620.3,1648.4,1621.1,1621.5,1635.8,1630.1,1629.9,1657.3,1639.8
2028,N,False,324.18,336.87,345.74,360.84,347.3,345.46,350.26,349.15,337.81,335.29,322.03,323.57,320.63,319.27,314.81,310.18,308.1,299.19,295.6,294.19
2029,N,False,7098.0,7062.9,7084.1,7172.4,7050.5,7054.2,7149.5,7201.9,7269.5,7376.2,7431.7,7690.7,7667.9,7746.4,7724.5,7744.9,7817.3,7740.7,7747.7,7732.1
2030,N,False,83.475,85.725,79.902,78.64,75.512,72.268,79.713,75.704,70.354,71.94,73.839,68.424,72.059,69.259,67.026,75.567,75.561,77.287,77.29,78.43
2031,N,False,409.26,414.75,420.52,411.24,410.97,413.75,413.68,419.94,417.82,425.63,424.64,418.36,421.44,423.74,419.73,414.87,409.5,407.41,413.43,401.64
2032,N,False,993.34,978.96,988.26,1004.1,1017.3,1010.6,1009.8,1012.1,1003.9,1007.9,1012.8,992.46,996.61,1008.5,999.89,1001.9,1005.4,999.49,1002.2,980.2
2033,N,False,177.9,174.68,173.2,175.09,172.88,162.26,167.39,161.14,159.91,151.95,150.8,155.83,157.57,153.65,156.74,152.5,157.47,153.5,157.6,161.17
2034,N,False,460.5,475.82,463.61,467.06,477.12,476.53,479.73,468.44,465.9,461.52,467.48,473.74,483.35,471.29,489.2,487.74,480.03,475.79,468.09,462.23
2035,N,False,104.15,103.08,107.7,111.96,106.04,106.55,109.11,102.0,110.96,105.99,99.367,99.62,97.626,95.136,98.705,97.235,91.408,98.609,98.745,101.7
2036,N,False,3450.0,3456.7,3435.4,3453.5,3490.3,3482.2,3550.8,3561.1,3612.8,3671.8,3712.3,3713.6,3761.6,3792.4,3832.5,3834.8,3818.7,3804.9,3777.2,3720.7
