,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20
544,M,True,1797.6,1824.6,1832.1,1829.5,1832.4,1843.3,1857.5,1857.3,1849.3,1841.8,1848.5,1908.9,1928.6,1938.3,1917.5,1898.9,1885.1,1885.7,1882.8,1830.0
545,M,False,1945.8,1956.5,1965.6,2000.6,1979.8,1999.5,2038.2,2050.9,2015.6,2022.4,2020.9,1964.2,1949.7,1958.5,1947.5,1922.5,1909.7,1867.8,1878.9,1862.1
546,M,True,178.65,172.96,179.59,175.27,181.49,184.12,184.31,188.69,203.48,203.75,213.25,199.54,210.12,222.99,229.67,222.86,244.16,225.28,218.42,228.28
547,M,False,179.59,175.27,181.49,184.12,184.31,188.69,203.48,203.75,213.25,199.54,210.12,222.99,229.67,222.86,244.16,225.28,218.42,228.28,210.19,204.63
548,M,False,3653.3,3618.9,3621.0,3623.2,3681.0,3747.6,3700.6,3725.0,3660.4,3723.2,3747.2,3802.4,3785.3,3822.5,3852.9,3869.9,3861.3,3910.1,3907.5,3862.7
549,M,True,1406.5,1425.6,1464.6,1445.3,1473.6,1433.3,1402.4,1414.9,1435.5,1474.9,1494.3,1477.5,1507.3,1503.9,1496.2,1499.6,1492.8,1531.5,1508.1,1515.1
550,M,False,1471.0,1471.7,1482.2,1457.2,1496.2,1481.5,1471.2,1501.6,1511.3,1526.0,1552.4,1532.1,1523.5,1521.8,1542.7,1551.9,1518.1,1545.1,1532.5,1591.5
551,M,False,3118.4,3119.7,3086.2,3032.4,2973.2,2978.4,2942.2,2885.6,2856.3,2825.8,2800.0,2752.4,2732.8,2709.4,2733.2,2687.6,2694.7,2728.0,2756.8,2762.4
552,M,False,1398.7,1394.0,1422.4,1439.3,1437.1,1433.9,1430.7,1421.3,1435.0,1427.6,1440.6,1451.4,1461.0,1486.2,1500.9,1513.6,1513.3,1502.8,1519.3,1515.5
553,M,False,1358.4,1433.0,1492.4,1553.4,1520.1,1486.4,1499.5,1569.8,1595.1,1669.7,1730.2,1645.7,1686.8,1702.3,1762.4,1760.7,1861.2,1833.5,1812.3,1787.0
554,M,False,2321.1,2300.9,2317.6,2309.5,2325.4,2349.4,2337.6,2291.4,2315.5,2286.8,2332.9,2371.9,2413.2,2377.5,2385.1,2409.8,2389.4,2392.9,2370.1,2374.4
555,M,False,1789.6,1774.3,1773.9,1756.5,1781.5,1804.2,1816.2,1825.1,1820.4,1836.5,1839.2,1821.4,1834.3,1853.5,1827.9,1846.6,1879.6,1871.8,1896.7,1925.4
556,M,False,1762.3,1754.0,1757.5,1757.1,1770.8,1787.7,1792.7,1840.1,1839.8,1852.3,1881.9,1881.5,1892.2,1906.4,1908.1,1909.9,1940.4,1939.4,1949.6,1942.2
557,M,False,2685.1,2643.5,2635.6,2645.9,2654.4,2675.7,2672.4,2656.6,2692.4,2704.1,2764.8,2770.8,2761.0,2751.3,2768.8,2831.1,2827.6,2813.0,2841.0,2812.5
558,M,True,3776.4,3793.9,3762.3,3800.2,3822.7,3817.2,3878.9,3937.3,3895.5,3913.0,3958.8,3968.0,3953.5,3927.5,3920.5,3939.6,3873.4,3859.3,3852.9,3852.2
559,M,False,3674.4,3639.9,3645.9,3608.3,3601.4,3654.6,3632.1,3614.3,3629.8,3612.6,3601.3,3594.4,3579.0,3619.8,3486.3,3537.0,3516.3,3580.7,3572.4,3542.8
560,M,False,2966.1,2942.1,2983.6,2983.5,2951.4,2943.1,2950.2,2943.1,2952.3,2920.4,2922.7,2923.7,2915.3,2898.7,2880.6,2913.6,2926.1,2924.4,2947.0,2943.5
561,M,True,2779.0,2790.4,2790.9,2799.7,2799.9,2804.2,2780.5,2786.2,2807.8,2825.9,2844.5,2847.5,2848.9,2851.9,2901.2,2904.2,2880.8,2905.5,2955.4,2967.9
562,M,False,2799.9,2804.2,2780.5,2786.2,2807.8,2825.9,2844.5,2847.5,2848.9,2851.9,2901.2,2904.2,2880.8,2905.5,2955.4,2967.9,2992.3,3032.5,3022.4,3013.3
563,M,True,2963.4,2955.8,2963.9,2893.1,2895.6,2944.7,2923.0,2902.7,2921.2,2876.2,2834.8,2849.3,2879.9,2878.2,2910.3,2909.7,2902.8,2902.8,2851.5,2913.8
564,M,False,2902.8,2902.8,2851.5,2913.8,2934.6,2934.6,2932.0,2921.4,2953.5,2914.1,2951.6,2973.3,2964.7,2970.7,2992.1,2992.2,2975.6,2976.2,2963.4,2980.0
565,M,False,2851.5,2913.8,2934.6,2934.6,2932.0,2921.4,2953.5,2914.1,2951.6,2973.3,2964.7,2970.7,2992.1,2992.2,2975.6,2976.2,2963.4,2980.0,2976.1,2967.9
566,M,True,2612.9,2735.6,2642.8,2619.3,2604.4,2586.0,2551.2,2592.0,2612.4,2611.5,2609.9,2604.9,2626.2,2596.3,2746.1,2608.1,2607.6,2575.6,2580.2,2593.2
567,M,False,2516.1,2601.9,2470.8,2382.9,2514.3,2411.1,2421.3,2366.1,2353.7,2198.0,2201.3,2114.5,2043.2,1978.7,1931.0,1936.4,1919.3,1888.1,1868.7,1855.7
568,M,True,233.31,245.3,249.02,254.31,247.64,248.26,246.89,243.4,247.08,236.39,229.99,236.17,246.32,251.79,259.12,268.37,270.83,277.04,264.22,251.85
569,M,False,304.26,307.98,309.73,322.98,341.43,347.53,351.52,355.58,360.6,358.34,367.39,362.05,349.64,368.37,380.82,386.87,382.65,380.38,370.1,383.88
570,M,True,709.84,701.93,701.55,730.59,735.73,727.28,716.96,723.86,740.58,759.38,738.04,760.38,764.08,762.45,806.43,746.31,814.32,810.34,792.05,777.79
571,M,True,961.71,957.55,975.01,1001.4,1001.3,1034.5,1023.7,1015.8,1020.5,1048.1,1047.4,1041.8,1057.8,1079.8,1105.9,1117.7,1124.0,1120.1,1102.4,1115.7
572,M,False,1183.6,1197.3,1188.2,1195.5,1209.1,1248.5,1267.2,1289.9,1307.5,1342.7,1347.6,1361.7,1399.6,1423.7,1449.2,1501.3,1581.7,1599.5,1644.8,1690.5
573,M,True,1832.6,1883.0,1910.3,1916.7,1954.6,1959.6,1991.0,2019.3,1994.9,2003.8,2004.1,1999.8,2019.1,2078.0,2066.3,2041.3,2045.3,2064.5,2106.3,2102.1
574,M,False,2004.1,1999.8,2019.1,2078.0,2066.3,2041.3,2045.3,2064.5,2106.3,2102.1,2088.6,2075.6,2101.4,2131.9,2145.6,2173.5,2171.0,2181.2,2232.4,2222.1
575,M,False,2372.6,2318.8,2344.3,2334.3,2367.5,2325.5,2354.3,2360.9,2353.6,2353.5,2421.8,2401.1,2412.6,2399.2,2379.6,2385.7,2348.4,2401.5,2434.5,2442.4
576,M,False,3547.4,3545.1,3599.0,3655.1,3687.4,3716.4,3710.5,3733.4,3738.6,3744.6,3732.7,3798.0,3813.5,3858.5,3895.9,3870.0,3888.7,3938.4,3986.3,4044.1
577,M,False,2138.0,2147.0,2146.5,2132.9,2147.3,2143.5,2169.4,2195.8,2187.5,2186.5,2130.9,2162.6,2186.5,2191.0,2202.3,2218.3,2184.4,2170.0,2176.2,2177.5
578,M,False,2192.4,2196.5,2212.4,2205.3,2229.9,2242.1,2237.6,2217.3,2228.9,2221.3,2218.0,2252.4,2243.9,2234.3,2263.8,2256.6,2274.6,2256.8,2259.0,2245.8
579,M,True,1774.6,1825.3,1821.0,1834.3,1780.0,1765.4,1738.5,1753.5,1785.4,1814.1,1830.7,1879.0,1932.9,1954.8,1979.4,2045.9,2111.1,2150.7,2194.7,2254.4
580,M,True,1979.4,2045.9,2111.1,2150.7,2194.7,2254.4,2259.9,2270.5,2317.8,2332.7,2351.2,2311.5,2377.9,2347.3,2373.7,2379.5,2407.9,2463.8,2510.4,2559.8
581,M,False,2194.7,2254.4,2259.9,2270.5,2317.8,2332.7,2351.2,2311.5,2377.9,2347.3,2373.7,2379.5,2407.9,2463.8,2510.4,2559.8,2613.4,2685.8,2747.4,2776.6
582,M,False,2351.2,2311.5,2377.9,2347.3,2373.7,2379.5,2407.9,2463.8,2510.4,2559.8,2613.4,2685.8,2747.4,2776.6,2823.0,2917.1,3010.5,3065.5,3062.7,3130.9
583,M,False,2377.9,2347.3,2373.7,2379.5,2407.9,2463.8,2510.4,2559.8,2613.4,2685.8,2747.4,2776.6,2823.0,2917.1,3010.5,3065.5,3062.7,3130.9,3211.8,3277.3
584,M,False,2685.8,2747.4,2776.6,2823.0,2917.1,3010.5,3065.5,3062.7,3130.9,3211.8,3277.3,3292.8,3268.0,3320.1,3340.4,3310.8,3315.3,3283.0,3304.1,3280.4
585,M,False,3340.4,3310.8,3315.3,3283.0,3304.1,3280.4,3269.6,3285.1,3249.6,3255.2,3225.4,3181.2,3159.7,3104.8,3077.6,3059.8,3070.3,3032.5,3050.5,3108.0
586,M,True,4761.6,4870.3,4932.4,4965.3,5011.7,5009.0,5045.1,5010.8,5029.7,4970.8,4987.6,4958.2,4896.6,4845.5,4794.0,4683.6,4712.7,4720.7,4745.1,4788.7
587,M,True,6109.2,6259.8,5972.5,6232.5,6313.7,6404.1,6376.8,6308.6,6352.4,6458.3,6490.4,6560.3,6645.0,6607.8,6598.2,6569.6,6486.8,6490.7,6528.7,6467.4
588,M,False,6528.7,6467.4,6486.9,6478.5,6438.1,6482.2,6485.0,6538.7,6557.2,6554.8,6666.7,6701.5,6680.6,6655.8,6593.4,6686.8,6692.7,6654.2,6638.0,6685.4
589,M,True,7002.3,7007.8,6720.4,6921.0,6954.9,6950.4,6918.5,6866.4,6915.5,6771.3,6699.5,7357.5,7714.3,7604.3,7589.1,7670.4,7740.1,7782.4,7682.0,7676.7
590,M,False,6720.4,6921.0,6954.9,6950.4,6918.5,6866.4,6915.5,6771.3,6699.5,7357.5,7714.3,7604.3,7589.1,7670.4,7740.1,7782.4,7682.0,7676.7,7662.0,7681.3
591,M,True,7019.0,7345.6,7345.7,7286.6,7203.9,7050.0,6893.1,7113.4,6993.4,7100.2,7064.9,6952.4,6994.7,6883.2,6981.6,6925.0,6940.9,6779.2,6582.1,6497.2
592,M,False,6883.2,6981.6,6925.0,6940.9,6779.2,6582.1,6497.2,6641.9,6454.4,6537.7,6400.4,6402.1,6688.3,6428.8,6393.7,6783.7,6541.9,6758.3,6316.1,6449.1
593,M,True,5713.0,5810.4,5822.3,5842.1,5882.9,5792.2,5798.2,5821.9,5858.3,5808.6,5752.1,5800.5,5653.8,5714.2,5583.4,5674.7,5658.1,5660.8,5615.5,5701.1
594,M,True,5541.7,5518.2,5600.5,5639.2,5620.7,5607.7,5631.0,5572.4,5558.4,5621.3,5641.9,5692.9,5667.6,5667.9,5713.2,5685.2,5679.0,5709.3,5840.9,5735.9
595,M,False,5072.5,5008.2,4882.6,5041.0,4968.8,4921.7,4976.7,4830.8,4957.4,4897.9,4940.3,4866.9,4938.1,4831.4,4884.2,4823.6,4836.1,4912.2,4790.2,4772.0
596,M,True,4000.9,3928.3,3920.4,3962.7,3987.6,3951.3,3904.0,3971.4,4114.6,3879.3,3929.0,3875.9,3832.2,3742.2,3785.4,3776.7,3729.7,3666.4,3750.2,3662.0
597,M,False,702.6,707.45,685.4,688.05,699.36,685.42,697.03,696.59,715.76,728.09,717.59,700.87,704.64,706.72,709.37,704.19,703.57,707.49,712.23,732.07
598,M,True,941.2,931.59,952.56,954.29,958.53,958.13,982.96,993.19,1018.8,1014.3,1003.5,1008.1,983.44,974.6,959.97,956.79,943.99,960.12,968.83,991.3
599,M,False,975.48,978.6,975.87,967.4,969.54,957.58,978.77,957.25,959.62,953.45,949.22,944.13,946.13,949.56,943.14,932.16,935.27,943.1,977.73,967.56
600,M,False,943.67,962.71,973.76,991.27,966.87,960.02,957.89,958.93,977.9,996.58,1002.9,1008.3,1014.4,1038.0,1022.6,1049.5,1035.2,1061.7,1066.0,1068.6
601,M,False,118.01,128.61,135.19,146.71,166.43,176.3,182.22,202.58,222.55,266.68,253.0,270.01,276.58,283.9,343.71,352.77,326.06,358.42,389.22,391.78
602,M,False,577.27,620.02,628.79,589.71,588.86,596.71,599.18,605.05,581.57,610.53,603.99,585.56,619.45,623.74,611.18,644.18,715.48,686.99,638.56,658.44
603,M,False,1624.5,1630.5,1660.8,1666.7,1670.0,1678.0,1697.7,1709.0,1679.1,1683.1,1662.1,1658.2,1638.7,1632.6,1651.6,1636.9,1654.0,1683.7,1681.5,1705.7
604,M,False,1436.5,1446.0,1444.8,1449.0,1425.3,1418.4,1431.9,1397.6,1352.0,1346.9,1341.0,1331.4,1331.2,1320.6,1327.2,1325.1,1325.7,1376.9,1343.1,1364.2
605,M,False,1230.7,1217.9,1204.1,1191.0,1191.7,1178.3,1183.9,1191.2,1192.0,1223.3,1214.1,1252.9,1256.0,1254.8,1252.3,1251.6,1280.7,1267.7,1252.8,1266.5
606,M,False,1584.0,1596.3,1583.1,1590.5,1584.8,1586.3,1579.1,1595.8,1589.2,1605.1,1598.1,1622.4,1626.0,1616.8,1633.0,1641.3,1678.7,1694.7,1711.9,1710.4
607,C,True,464.8,473.43,479.78,480.22,482.84,497.23,506.82,518.73,519.47,522.56,525.36,529.6,532.76,545.35,543.23,542.61,546.1,545.43,558.45,536.56
608,C,True,254.89,253.9,277.72,280.39,286.18,281.9,289.77,282.82,278.17,273.97,278.66,274.68,280.1,279.33,282.34,292.4,296.92,310.74,318.11,327.28
609,C,False,751.13,742.96,755.12,756.77,755.73,762.66,766.95,785.34,776.57,770.91,782.6,804.96,819.26,827.51,822.56,833.68,828.96,848.76,831.66,823.97
610,C,False,1627.2,1642.7,1604.2,1688.5,1679.8,1701.8,1755.1,1707.3,1738.2,1864.1,1745.4,1775.2,1778.6,1848.0,1877.4,1863.8,1908.4,1951.9,1984.5,2002.2
611,C,False,852.73,840.67,844.12,841.62,849.59,846.0,858.87,853.51,830.35,819.73,805.08,803.89,799.18,797.48,777.98,767.39,763.86,753.87,745.05,740.73
612,C,False,20.462,26.727,28.029,33.818,37.759,33.215,38.239,43.269,50.333,69.479,69.448,94.044,124.07,161.0,186.62,214.35,251.71,246.24,252.94,257.85
613,C,False,782.81,804.55,710.42,644.28,621.23,607.43,602.72,561.35,549.03,550.18,534.23,551.52,532.2,532.32,556.62,545.83,578.16,545.39,520.26,506.95
614,C,False,240.21,244.24,249.22,257.28,276.73,276.66,296.67,294.98,289.88,297.73,306.11,316.89,321.13,335.52,318.82,327.97,336.36,367.02,369.2,368.28
615,C,False,1354.8,1369.1,1359.7,1313.6,1338.7,1292.1,1308.2,1339.9,1363.6,1357.2,1329.1,1318.9,1345.6,1335.0,1358.2,1380.2,1375.6,1358.5,1364.9,1375.1
616,C,True,4308.2,4343.0,4363.9,4328.1,4291.6,4265.1,4259.2,4229.4,4252.0,4214.6,4232.8,4246.1,4191.2,4168.5,4189.4,4212.3,4258.8,4268.7,4262.9,4268.7
617,C,False,2802.3,2794.6,2771.8,2778.8,2792.0,2788.5,2765.9,2746.3,2749.9,2739.3,2780.2,2817.7,2826.4,2841.2,2842.8,2859.3,2871.9,2922.8,2939.3,2900.6
618,C,False,401.61,399.57,392.16,385.38,387.78,377.46,380.91,377.45,376.3,365.08,374.34,365.45,367.26,371.29,373.28,373.47,378.73,377.97,375.96,381.94
619,C,False,466.92,456.72,433.63,433.26,401.87,405.65,451.21,401.73,403.1,398.89,421.99,391.83,410.19,396.59,362.65,358.93,403.48,387.22,372.67,364.42
620,C,False,3245.1,3272.1,3255.7,3249.8,3276.3,3266.1,3280.8,3261.2,3272.9,3311.0,3279.9,3314.3,3302.5,3284.9,3266.4,3276.0,3297.5,3300.9,3299.8,3333.4
621,C,True,103.02,100.63,98.872,100.18,98.023,100.78,104.1,107.32,109.06,117.44,118.87,113.81,119.42,132.03,144.02,152.45,165.79,164.12,160.69,160.8
622,C,True,1674.0,1637.2,1654.2,1647.2,1643.7,1698.6,1690.0,1718.0,1729.7,1737.4,1741.6,1753.0,1729.9,1733.1,1713.5,1755.7,1730.6,1720.7,1736.2,1741.2
623,C,False,1906.1,1914.6,1921.6,1902.7,1926.0,1935.1,1940.9,1971.2,2009.9,2020.3,2009.3,2008.9,1991.7,2053.4,1979.1,1981.3,2063.0,2030.3,1994.0,1986.9
624,C,False,1289.1,1314.6,1329.2,1307.3,1252.9,1243.8,1203.0,1138.9,1141.5,1130.8,1107.9,1079.2,1070.7,1093.3,1064.3,1081.3,1073.1,1052.2,1057.4,1052.6
625,C,False,467.95,477.22,483.43,476.53,469.81,467.55,464.51,477.75,484.56,492.27,487.9,504.61,503.64,519.74,522.18,526.66,512.89,520.34,511.98,509.06
626,C,True,574.62,563.41,571.36,565.12,577.58,569.15,586.81,590.2,582.79,607.38,607.26,591.29,601.54,599.73,579.02,585.92,613.87,593.72,606.11,615.91
627,C,False,608.21,603.49,591.56,578.64,579.78,581.81,597.52,582.43,591.08,593.52,614.83,623.32,622.4,652.07,627.49,639.01,654.58,654.31,620.7,618.79
628,C,False,2826.9,2863.0,2893.6,2971.8,2968.5,2980.8,2981.6,3034.9,3028.7,2993.0,2991.7,2958.6,2944.9,2936.0,2914.1,2903.9,2901.8,2880.0,2868.5,2832.5
629,C,False,514.81,513.68,515.8,510.13,511.65,509.14,496.66,496.26,510.65,511.94,511.16,525.22,516.06,504.06,511.89,504.13,514.58,515.77,512.2,515.34
630,C,False,90.599,95.471,94.134,91.869,98.597,102.05,102.09,106.52,110.8,112.72,109.88,115.84,119.83,113.16,118.46,122.04,125.81,118.9,126.13,121.03
631,C,False,2240.1,2249.0,2239.8,2178.6,2174.9,2168.0,2127.5,2143.4,2127.9,2146.3,2149.3,2146.7,2156.0,2166.6,2168.6,2209.6,2221.3,2229.5,2210.5,2205.0
632,C,False,3548.1,3555.4,3517.8,3534.7,3529.6,3558.9,3531.7,3531.6,3496.3,3459.4,3448.1,3397.6,3409.9,3405.2,3377.4,3385.3,3382.6,3356.3,3369.4,3409.0
633,C,True,770.28,779.2,771.49,772.89,786.2,796.9,817.0,821.0,816.43,819.12,822.46,810.51,835.92,803.45,821.45,804.28,803.11,785.0,791.92,766.74
634,C,False,2241.4,2244.2,2202.9,2197.1,2159.3,2156.7,2146.6,2182.4,2187.8,2176.8,2228.6,2231.3,2193.8,2168.7,2198.4,2204.3,2210.9,2209.8,2208.9,2189.2
635,C,False,201.85,211.77,217.09,216.29,205.69,209.96,212.4,213.29,215.02,208.25,201.07,213.21,203.75,200.76,206.51,213.75,199.64,198.57,201.18,208.03
636,C,False,274.48,279.35,284.45,291.87,302.18,289.92,288.1,293.0,296.78,300.43,309.14,321.9,321.51,324.22,327.8,326.6,339.16,347.73,359.78,349.77
637,C,False,1451.2,1469.4,1457.2,1460.1,1489.3,1464.7,1466.9,1508.0,1494.6,1491.4,1480.1,1493.2,1503.1,1509.8,1476.9,1485.3,1514.5,1530.1,1528.2,1527.1
638,C,True,786.25,808.93,799.85,792.78,790.93,782.17,766.99,756.85,752.27,746.66,760.95,758.04,760.36,754.57,769.87,772.09,759.79,756.59,768.17,771.79
639,C,False,141.96,141.84,140.39,139.75,133.08,126.05,132.96,132.04,129.55,128.84,121.31,126.4,129.84,129.65,132.51,132.67,127.83,129.13,134.18,138.93
640,C,False,2132.9,2139.7,2154.8,2158.7,2187.0,2192.0,2189.5,2193.8,2211.4,2219.7,2230.9,2240.9,2216.0,2214.5,2232.8,2237.0,2206.6,2197.8,2202.8,2226.0
641,C,False,574.62,563.41,571.36,565.12,577.58,569.15,586.81,590.2,582.79,607.38,607.26,591.29,601.54,599.73,579.02,585.92,613.87,593.72,606.11,615.91
642,C,False,0.0,0.91026,154.13,0.27014,0.47421,0.39598,0.99088,0.98122,0.77511,1.9168,1.7431,3.452,5.1071,7.8875,8.5277,13.89,22.63,35.151,49.903,76.663
643,C,True,4860.1,4886.8,4854.3,4790.8,4766.3,4786.9,4784.0,4839.2,4852.9,4816.2,4774.5,4814.3,4837.5,4832.3,4814.9,4755.7,4750.0,4800.9,4780.6,4773.8
644,C,False,250.37,255.94,263.26,266.94,277.54,273.67,296.98,287.24,265.62,289.8,295.72,269.52,285.83,277.62,283.23,270.6,290.52,266.85,272.11,267.98
645,C,False,636.86,745.0,719.24,745.62,789.54,806.13,789.97,939.11,909.47,995.93,1075.9,1225.9,1279.4,1406.2,1532.1,1518.1,1576.7,1581.0,1730.3,1672.0
646,C,False,213.37,221.72,213.6,223.57,222.46,227.33,227.06,226.43,226.78,226.52,223.8,228.48,223.01,213.86,221.19,216.72,197.83,196.94,202.62,192.14
647,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057395,1.0967,2.8574,5.5255,9.2803,18.469,29.164,61.248,69.269,91.764
648,C,False,1007.6,1009.4,990.5,981.39,971.49,968.43,972.16,958.25,957.93,955.99,959.88,954.19,959.59,940.28,954.41,956.12,960.75,943.62,946.12,888.92
649,C,False,2459.5,2457.9,2464.6,2489.8,2474.4,2480.4,2473.6,2489.0,2499.7,2481.7,2478.6,2493.0,2458.2,2446.4,2470.6,2473.4,2515.2,2531.0,2569.6,2650.4
650,C,False,190.51,195.19,194.96,203.18,205.64,206.56,209.46,204.81,200.1,195.27,197.23,192.86,189.29,181.84,175.0,171.56,167.0,164.73,161.51,158.18
651,C,False,2845.6,2858.6,2860.3,2861.8,2895.1,2897.6,2874.5,2912.1,2961.6,2961.1,2930.0,2925.4,2964.4,2987.7,2970.2,2961.8,2906.2,2883.3,2870.6,2843.8
652,C,False,630.5,628.28,635.16,634.49,640.77,635.81,627.6,608.95,625.54,613.52,620.06,603.59,613.33,608.33,607.86,599.44,603.93,597.58,585.09,585.58
653,C,False,639.23,630.26,635.85,647.97,638.93,638.47,654.51,648.83,651.27,656.9,649.14,645.67,649.88,643.6,613.0,596.56,594.89,590.51,585.71,572.89
654,C,False,362.18,353.88,352.03,344.1,346.73,341.95,344.41,327.8,328.18,326.79,338.55,327.58,320.59,325.19,318.33,315.54,321.39,317.66,325.72,323.15
655,C,False,1135.1,1131.9,1140.9,1158.4,1140.2,1134.6,1111.2,1087.6,1085.8,1062.1,1037.1,1026.9,1015.1,1000.9,973.55,975.38,960.48,943.06,933.34,927.36
656,C,True,344.28,352.29,349.15,396.44,341.37,369.62,412.89,448.07,424.44,405.6,375.96,361.93,441.29,388.43,390.69,401.9,420.35,465.29,475.93,463.56
657,C,False,2549.2,2526.2,2526.3,2513.4,2476.5,2494.8,2506.9,2512.4,2494.2,2495.3,2465.8,2441.4,2461.8,2459.4,2482.6,2507.2,2518.2,2536.6,2506.1,2464.4
658,C,False,440.76,452.13,459.46,445.41,405.91,443.45,411.5,411.7,390.26,402.18,397.38,439.37,393.33,432.45,468.87,455.16,467.8,469.1,492.06,494.21
659,C,False,2333.0,2363.7,2359.6,2341.4,2332.7,2312.4,2348.1,2312.8,2333.3,2317.9,2301.1,2303.0,2333.3,2303.7,2323.9,2324.7,2330.6,2330.8,2299.7,2318.8
660,C,False,1633.4,1622.4,1810.2,1626.6,1652.3,1649.1,1629.7,1650.5,1654.7,1674.1,1691.3,1699.7,1714.3,1724.0,1768.4,1773.5,1828.6,1849.4,1840.2,1801.8
661,C,False,240.49,238.59,246.94,244.47,253.03,246.62,236.07,240.5,243.83,245.3,246.64,251.94,258.43,252.77,257.95,251.64,253.31,257.08,269.19,270.54
662,C,False,1586.7,1605.8,1605.7,1620.6,1618.3,1609.9,1626.4,1593.5,1592.1,1594.2,1554.8,1543.6,1535.2,1529.2,1533.5,1557.1,1525.7,1527.7,1527.2,1514.9
663,C,False,296.85,297.65,301.9,307.41,299.99,302.41,298.13,308.43,314.36,313.98,316.17,320.14,322.87,333.23,328.88,361.73,362.75,362.47,368.64,359.23
664,C,True,2599.9,2560.5,2564.0,2546.4,2517.4,2485.7,2473.9,2507.7,2497.1,2508.0,2476.7,2523.5,2544.5,2518.2,2525.3,2504.5,2516.5,2509.5,2492.9,2487.7
665,C,False,1126.6,1071.8,1077.3,1170.3,1143.4,1085.9,1131.5,1140.7,1105.2,1176.2,1094.8,1128.0,1095.7,1087.4,1074.9,1062.7,1077.9,1122.7,1102.9,1011.6
666,C,False,4514.2,4458.9,4465.8,4488.2,4453.0,4426.2,4371.0,4389.6,4408.5,4354.1,4329.2,4286.9,4305.7,4276.5,4241.4,4216.0,4198.4,4159.8,4149.0,4140.2
667,C,False,1919.8,1935.3,1926.2,1919.2,1917.1,1915.8,1926.0,1910.8,1924.8,1963.5,1947.1,1908.9,1899.8,1875.9,1868.0,1898.4,1907.9,1907.2,1910.2,1937.6
668,C,False,3269.6,3240.5,3209.1,3220.0,3215.8,3205.9,3191.0,3165.1,3146.1,3138.0,3144.4,3163.7,3147.7,3173.2,3173.6,3171.5,3160.4,3157.5,3167.2,3162.3
669,C,False,1278.5,1287.7,1261.3,1265.1,1253.7,1241.7,1245.1,1211.8,1217.8,1216.5,1203.9,1196.6,1181.4,1185.4,1195.4,1190.5,1186.0,1197.2,1165.3,1167.0
670,C,False,2065.2,2078.2,2066.7,2048.4,2042.1,2032.1,2018.5,2004.2,1998.4,1986.7,1962.4,1952.5,1930.2,1944.4,1923.0,1937.1,1953.4,1948.3,1964.1,2001.7
671,C,False,1708.0,1716.2,1704.9,1695.8,1667.0,1658.5,1681.4,1681.3,1673.0,1696.5,1748.0,1766.1,1816.1,1821.5,1810.5,1806.2,1741.5,1775.2,1736.6,1714.3
672,C,True,270.47,278.02,275.88,273.41,267.28,269.21,264.77,267.25,253.4,251.28,245.09,250.46,248.83,272.67,267.01,249.01,249.99,257.96,262.09,267.95
673,C,False,1039.1,1087.0,1230.5,1107.2,1083.6,1073.6,1198.5,1083.3,1077.9,1230.0,1096.9,1120.6,1230.1,1125.4,1180.7,1149.2,1244.0,1141.8,1207.4,1203.9
674,C,False,52.207,56.638,52.483,50.878,47.346,48.665,47.406,48.469,49.437,51.332,54.564,54.313,58.752,63.318,67.008,74.78,79.375,81.528,83.504,85.625
675,C,False,339.65,354.75,355.1,346.77,351.89,341.06,346.37,347.8,341.3,343.91,333.36,333.59,333.35,330.16,331.01,329.77,331.68,331.59,337.51,327.96
676,C,False,282.67,282.12,305.35,339.83,348.78,388.48,435.33,457.32,501.69,508.29,552.85,575.99,572.46,624.21,640.2,645.01,645.57,663.65,662.31,679.54
677,C,False,1898.3,1912.0,1908.3,1850.7,1870.2,1885.9,1855.4,1837.5,1898.4,1854.2,1922.6,1945.7,1995.1,1959.4,1979.0,2010.7,2033.4,2048.7,2031.7,2043.0
678,C,False,126.87,122.27,121.6,118.55,114.51,120.65,115.61,122.3,123.22,128.12,127.14,126.57,133.25,131.36,124.97,132.62,129.79,129.38,129.01,132.35
679,C,True,551.34,532.41,517.95,497.73,524.8,455.43,439.81,421.98,403.47,409.33,392.68,365.63,402.02,351.78,333.48,332.94,319.82,327.77,318.74,322.34
680,C,False,2066.4,2059.4,2062.7,2057.0,2039.8,2014.7,2010.2,2000.4,2011.6,1970.4,2001.8,1994.5,1993.6,1995.8,1990.0,1994.0,2049.2,2029.0,2068.8,2041.3
681,C,False,2973.7,2998.9,2983.3,2961.9,2955.4,2948.5,2923.1,2899.9,2884.5,2862.4,2824.9,2818.0,2840.0,2799.6,2820.0,2805.0,2787.5,2805.5,2790.6,2774.7
682,C,False,789.73,798.33,799.19,812.56,815.46,817.14,817.5,814.54,815.18,816.13,827.92,831.53,843.73,832.79,812.22,824.15,824.85,820.38,815.75,789.46
