,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30
108,M,True,40.378,40.3,40.401,40.002,39.888,40.074,39.958,40.532,40.066,40.368,40.437,40.323,40.167,39.966,40.005,39.64,39.79,39.757,39.823,39.499,39.304,39.443,39.484,39.661,39.833,39.613,39.9,39.922,39.928,39.939
109,M,True,40.027,40.079,40.25,40.234,40.315,40.309,40.231,40.244,40.198,40.327,40.274,40.314,40.509,40.513,40.479,40.466,40.474,40.356,40.243,40.415,40.299,40.209,40.174,40.112,40.281,40.241,40.423,40.42,40.477,40.398
110,M,True,40.333,40.261,40.419,40.378,40.304,40.281,40.366,40.247,40.384,40.391,40.374,40.255,40.159,40.249,40.089,40.261,40.395,40.348,40.226,40.366,40.359,40.341,40.371,40.232,40.315,40.473,40.46,40.453,40.558,40.391
111,M,False,40.61,40.786,40.811,0.0,40.936,40.933,40.841,40.883,41.074,40.938,40.808,40.734,40.848,40.738,40.728,40.755,40.746,40.836,40.858,40.994,40.831,40.927,41.119,41.071,41.331,41.385,41.43,41.409,41.371,41.403
112,M,False,40.927,41.119,41.071,41.331,41.385,41.43,41.409,41.371,41.403,41.389,41.415,41.511,41.52,41.318,41.432,41.457,41.579,41.524,41.623,41.546,41.569,41.561,41.732,41.698,41.646,41.705,41.879,41.806,41.988,42.092
113,M,False,41.806,41.988,42.092,42.138,42.2,42.064,42.351,42.263,42.338,42.194,42.085,42.3,42.276,42.128,42.168,42.275,42.44,42.461,42.197,42.404,42.413,42.438,42.48,42.528,42.669,42.641,42.603,42.47,42.619,42.48
114,M,False,33.35,33.262,33.13,33.227,33.199,33.25,33.16,33.354,33.176,33.361,33.19,33.099,33.142,33.143,33.146,33.246,33.345,33.467,33.389,33.076,33.042,37.586,32.985,32.661,32.63,32.811,32.875,32.628,32.578,32.529
115,M,True,29.52,29.472,29.241,28.979,29.199,29.676,29.159,29.197,29.242,28.938,29.014,28.556,28.378,28.304,28.161,28.559,27.958,27.665,27.746,27.941,28.628,27.58,27.264,27.748,27.58,27.605,27.367,27.465,27.758,27.449
116,M,False,25.739,25.644,25.683,25.673,25.649,25.644,25.814,26.28,26.192,26.244,26.567,26.706,26.536,26.58,26.47,26.625,26.489,26.369,26.254,26.199,26.114,26.059,26.192,25.819,25.837,25.806,26.011,25.9,25.949,25.896
117,M,False,27.276,27.105,26.888,26.755,26.615,26.912,26.861,26.697,26.197,26.18,26.014,26.205,26.884,27.42,27.586,27.6,26.722,29.232,28.718,28.802,29.051,28.388,28.378,28.928,28.78,28.869,29.131,28.396,29.34,29.15
118,M,True,34.178,33.683,33.892,34.462,34.685,34.84,34.832,35.322,35.871,36.001,35.071,36.032,37.235,37.512,36.859,37.173,37.93,38.487,39.072,38.709,39.956,40.264,40.833,40.512,40.963,40.4,40.195,40.234,39.692,39.305
119,M,False,42.216,42.632,42.541,42.441,42.392,42.343,41.817,42.665,42.116,42.158,42.64,42.337,42.581,42.466,42.24,41.806,41.917,41.184,41.58,41.227,40.977,41.438,41.474,42.201,41.755,41.559,40.425,41.22,41.608,41.73
120,M,True,29.851,29.805,29.438,30.101,29.461,29.826,29.259,28.89,29.014,29.556,29.046,28.777,29.028,28.755,28.794,28.69,28.876,28.958,28.642,28.295,29.461,28.834,28.749,28.483,28.472,28.023,28.266,28.396,28.11,28.301
121,M,False,28.381,28.445,28.731,28.488,29.112,28.899,28.734,28.066,28.252,28.376,0.0,28.453,28.627,28.418,28.792,28.271,28.495,28.634,28.46,28.462,28.093,28.802,28.129,28.288,28.683,28.821,28.593,28.901,28.699,28.645
122,M,False,28.593,28.901,28.699,28.645,28.448,28.537,28.709,28.437,28.548,28.659,28.659,28.566,28.799,0.0,28.334,28.568,28.715,28.704,28.528,28.587,28.532,28.462,28.502,28.331,0.0,28.354,28.652,28.753,28.879,28.798
123,M,True,32.114,32.117,32.335,32.168,32.261,32.319,32.259,32.331,32.331,32.216,32.457,32.298,32.428,32.434,32.477,32.592,32.612,32.449,32.597,32.32,32.306,32.038,32.009,32.173,32.062,32.203,32.386,32.105,32.098,32.008
124,M,False,32.592,32.612,32.449,32.597,32.32,32.306,32.038,32.009,32.173,32.062,32.203,32.386,32.105,32.098,32.008,31.704,31.801,31.993,32.051,32.079,32.072,32.047,32.318,32.574,32.514,32.659,32.791,32.695,32.778,32.826
125,M,False,34.76,34.756,34.93,34.915,35.121,34.902,35.106,34.66,35.161,34.813,34.76,34.916,34.772,34.665,34.592,34.789,34.765,34.566,34.583,34.489,34.468,34.235,34.386,34.451,34.543,34.54,34.489,34.134,34.241,34.245
126,M,False,36.722,39.739,39.625,36.94,36.758,37.014,37.096,37.167,37.139,37.377,37.356,37.451,37.368,37.267,37.376,37.36,37.291,37.286,37.191,37.071,36.83,36.79,36.568,36.62,36.632,36.558,36.537,36.652,36.562,36.389
127,M,False,37.591,37.53,0.0,37.221,37.326,37.298,37.247,37.197,37.134,37.212,37.203,37.058,36.962,37.058,36.95,36.733,36.964,36.997,37.031,37.159,37.132,37.023,36.968,36.994,36.935,36.828,36.778,36.752,36.814,36.606
128,M,False,28.858,29.06,29.017,29.393,29.628,29.274,29.773,30.178,30.122,30.32,30.833,31.057,31.125,31.711,31.498,31.153,31.245,31.124,31.051,30.707,30.675,30.131,29.587,29.852,29.898,29.684,29.46,29.121,29.101,29.214
129,M,True,46.513,47.387,46.349,46.736,46.727,46.391,46.236,46.514,46.21,45.94,45.416,45.8,44.811,45.177,44.73,44.604,45.216,45.002,45.006,44.877,45.188,44.761,44.718,43.853,43.773,44.029,44.039,44.369,43.88,43.77
130,M,True,42.038,42.473,42.246,41.653,41.825,41.586,41.903,41.766,42.487,42.331,42.488,42.62,43.012,42.687,42.713,42.217,42.453,42.228,42.226,42.634,0.0,42.799,43.141,42.961,43.01,43.171,42.797,42.551,42.544,42.287
131,M,False,42.473,42.246,41.653,41.825,41.586,41.903,41.766,42.487,42.331,42.488,42.62,43.012,42.687,42.713,42.217,42.453,42.228,42.226,42.634,0.0,42.799,43.141,42.961,43.01,43.171,42.797,42.551,42.544,42.287,42.42
132,M,False,42.453,42.228,42.226,42.634,0.0,42.799,43.141,42.961,43.01,43.171,42.797,42.551,42.544,42.287,42.42,42.748,42.587,42.512,42.823,43.059,43.276,43.13,43.075,43.476,43.355,43.331,43.274,43.387,43.164,43.439
133,M,True,42.797,42.551,42.544,42.287,42.42,42.748,42.587,42.512,42.823,43.059,43.276,43.13,43.075,43.476,43.355,43.331,43.274,43.387,43.164,43.439,43.584,43.078,43.176,43.645,43.399,42.93,43.252,43.67,43.402,43.268
134,M,False,42.587,42.512,42.823,43.059,43.276,43.13,43.075,43.476,43.355,43.331,43.274,43.387,43.164,43.439,43.584,43.078,43.176,43.645,43.399,42.93,43.252,43.67,43.402,43.268,43.82,43.677,43.307,43.652,43.855,43.648
135,M,False,43.164,43.439,43.584,43.078,43.176,43.645,43.399,42.93,43.252,43.67,43.402,43.268,43.82,43.677,43.307,43.652,43.855,43.648,43.784,43.512,43.969,43.77,44.263,44.347,44.392,44.725,43.912,43.693,43.54,43.576
136,M,False,43.512,43.969,43.77,44.263,44.347,44.392,44.725,43.912,43.693,43.54,43.576,43.824,44.001,43.995,43.623,43.838,43.388,43.837,43.972,43.688,43.732,43.88,43.884,43.868,43.939,43.946,43.742,43.647,44.076,43.943
137,M,False,43.868,43.939,43.946,43.742,43.647,44.076,43.943,43.721,44.107,44.451,44.214,44.41,44.187,43.934,43.739,44.126,43.903,44.301,44.342,44.11,44.302,44.462,44.789,44.906,45.037,44.551,45.014,44.921,44.778,45.041
138,M,False,45.095,45.291,45.301,45.702,45.698,45.836,45.82,45.717,45.734,46.155,45.898,45.938,46.017,45.675,45.84,45.895,46.017,45.935,45.983,45.908,45.878,45.795,46.16,45.99,45.783,45.885,45.582,45.941,46.055,45.957
139,M,False,44.537,44.13,44.026,44.024,43.638,43.911,43.74,43.889,43.882,44.076,44.048,43.843,43.7,43.471,43.448,43.494,43.543,43.419,43.332,43.121,43.319,43.287,43.155,43.095,42.732,42.59,42.532,42.597,42.605,42.386
140,M,False,33.626,33.356,33.159,33.149,32.95,32.717,32.849,32.74,32.734,32.783,32.699,32.819,33.086,33.147,33.244,33.288,33.522,33.406,33.527,33.416,33.281,33.328,33.201,32.714,32.912,32.519,32.253,32.326,31.843,31.608
141,M,True,33.336,33.482,33.794,33.83,34.295,33.649,33.313,32.958,33.382,33.069,33.196,32.836,33.15,32.669,31.824,32.061,31.463,31.198,31.047,30.639,30.859,30.61,31.469,32.532,32.815,33.05,33.128,32.959,32.441,32.213
142,M,False,29.235,29.557,29.539,30.164,30.471,30.203,29.633,29.286,28.744,29.384,29.878,29.017,29.347,29.335,28.98,29.599,29.133,28.781,30.903,29.235,28.757,29.341,30.039,29.942,29.341,30.593,30.881,31.984,30.925,29.705
143,M,False,41.627,41.447,41.359,41.312,41.267,41.296,41.198,41.246,41.408,42.056,42.051,41.731,41.753,41.591,41.498,41.31,40.911,40.998,41.039,41.211,0.0,41.451,41.551,40.863,40.727,40.993,41.152,40.674,40.626,40.357
144,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.099,48.807,28.293,26.94,33.96,35.457,38.117,32.391,41.788,23.511,27.996,27.218,35.039,37.298,44.143
145,M,False,36.861,36.592,36.639,36.516,36.772,36.679,36.429,36.255,36.191,36.019,35.851,36.185,36.261,36.872,36.505,36.107,36.1,35.831,35.666,35.608,35.65,35.257,35.724,35.448,35.485,35.335,35.82,35.632,35.488,35.327
146,M,True,39.315,39.016,38.985,39.279,38.867,38.555,39.181,39.125,39.246,39.467,39.546,39.474,39.489,39.213,39.315,39.457,39.655,39.256,39.42,39.109,39.36,39.233,39.216,39.417,39.215,39.033,39.249,39.523,39.919,39.839
147,M,True,41.695,41.767,41.87,41.804,41.618,41.753,41.584,41.664,41.609,41.863,41.341,41.614,41.584,41.643,41.731,41.543,41.374,41.581,41.495,41.323,41.479,41.402,41.205,41.326,0.0,41.423,41.401,41.42,41.445,41.554
148,M,False,41.609,41.863,41.341,41.614,41.584,41.643,41.731,41.543,41.374,41.581,41.495,41.323,41.479,41.402,41.205,41.326,0.0,41.423,41.401,41.42,41.445,41.554,41.49,41.517,41.369,41.579,41.71,42.085,42.044,41.909
149,M,False,42.693,42.523,42.391,42.518,42.576,42.672,42.759,42.664,42.749,42.811,42.87,42.651,42.88,42.933,43.026,43.21,43.44,43.439,43.499,43.48,43.511,43.637,43.697,43.56,43.435,43.432,43.507,43.559,43.604,43.775
150,M,False,29.011,29.215,29.107,28.974,29.179,29.016,28.936,29.36,0.0,29.457,29.045,29.275,29.147,28.975,28.609,28.74,28.643,28.712,28.818,28.606,28.491,28.482,28.422,28.481,28.215,28.245,28.056,28.279,28.083,28.144
151,M,False,25.817,25.713,25.708,25.557,25.406,25.645,25.783,25.941,25.804,25.775,25.949,25.999,26.161,25.983,26.31,26.475,26.341,26.49,26.676,26.553,26.816,26.713,26.631,26.682,26.724,26.582,26.588,26.477,26.476,26.61
152,M,True,0.0,0.0,0.0,0.0,0.0,15.781,39.648,40.532,22.6,21.56,16.127,26.682,24.68,28.95,25.946,30.721,29.134,33.345,28.265,25.089,30.602,30.763,35.852,35.091,32.261,34.852,35.572,38.883,39.223,34.315
153,M,False,35.572,38.883,39.223,34.315,33.874,33.223,30.926,30.747,31.916,30.913,31.269,30.254,31.903,28.19,29.327,31.564,30.591,31.389,29.374,28.079,28.426,33.687,29.65,29.148,27.673,27.796,28.758,28.986,29.693,29.514
154,M,False,31.579,31.902,31.457,32.707,31.872,32.136,32.569,32.749,33.479,33.127,33.008,33.488,34.308,33.445,33.055,32.422,31.556,32.645,31.944,32.054,32.287,32.462,32.895,32.516,32.601,31.995,32.789,33.222,33.477,33.136
155,M,False,43.642,43.928,44.082,44.405,44.436,44.026,44.391,44.751,44.063,44.473,44.464,44.451,44.938,44.914,44.661,44.658,44.816,44.895,44.907,44.98,45.236,45.309,45.257,45.252,45.409,45.691,45.472,45.412,45.174,45.353
156,M,True,33.415,33.259,33.686,33.555,33.317,33.745,33.112,33.039,33.959,33.476,33.328,33.149,33.084,32.712,32.79,32.382,32.851,32.993,32.834,33.242,32.851,33.141,33.218,33.376,33.63,33.35,33.119,33.225,33.37,33.282
157,M,True,30.141,30.132,30.202,30.211,30.412,30.416,30.487,30.177,30.609,30.733,30.717,30.67,30.79,31.065,31.142,31.254,31.173,31.055,31.122,31.345,31.437,31.345,31.51,31.361,31.236,31.058,30.999,30.876,30.864,30.765
158,M,False,30.864,30.765,30.898,30.668,30.855,30.77,30.895,31.337,31.262,31.047,31.051,31.404,31.084,31.16,31.379,31.287,31.272,31.449,31.647,31.907,31.952,31.97,32.238,32.024,31.739,31.733,31.596,31.671,31.791,31.931
159,M,True,34.195,34.277,34.392,34.42,34.605,34.774,34.956,34.768,35.176,35.664,35.925,36.231,36.731,36.868,37.254,36.712,36.548,36.562,36.399,36.549,36.682,36.484,36.593,36.397,36.676,36.696,36.693,36.702,36.563,36.965
160,M,False,36.693,36.702,36.563,36.965,37.004,36.875,36.723,36.527,37.039,36.838,37.109,37.393,37.051,37.244,37.708,37.837,38.156,38.258,38.451,38.434,38.494,39.048,38.695,38.654,38.346,38.7,38.324,37.756,38.144,38.026
161,M,True,45.83,46.11,46.103,45.974,46.117,46.251,46.158,46.086,45.942,45.997,45.803,45.661,45.759,45.671,45.713,45.568,45.506,45.8,45.906,46.07,46.074,46.063,46.283,46.428,46.438,46.425,46.426,46.384,46.283,46.438
162,M,False,46.301,46.246,46.275,46.346,46.298,46.491,46.443,46.754,46.692,46.465,46.493,46.504,46.411,46.404,46.387,46.674,46.753,46.752,46.543,46.578,46.654,46.822,46.851,47.036,46.726,46.715,46.808,46.768,46.793,46.785
163,M,False,46.578,46.654,46.822,46.851,47.036,46.726,46.715,46.808,46.768,46.793,46.785,46.837,46.971,46.821,46.917,46.861,47.019,46.964,46.958,47.184,47.139,47.082,47.273,47.255,47.232,47.334,47.317,47.337,47.194,47.309
164,M,True,48.095,48.26,48.344,48.432,48.637,48.53,48.42,48.358,48.322,48.13,47.98,47.832,47.405,47.563,47.314,47.102,47.258,47.407,47.635,47.492,47.514,47.571,47.794,47.843,47.979,47.974,48.128,48.154,48.131,48.239
165,M,True,48.154,48.131,48.239,48.251,48.329,48.189,48.407,48.362,48.389,48.362,48.612,48.692,48.595,48.448,48.633,48.691,48.519,48.427,48.373,48.427,48.484,48.464,48.168,48.579,48.441,48.462,48.51,48.297,48.259,48.234
166,M,True,48.595,48.448,48.633,48.691,48.519,48.427,48.373,48.427,48.484,48.464,48.168,48.579,48.441,48.462,48.51,48.297,48.259,48.234,48.29,48.155,48.093,48.085,48.157,48.169,48.06,48.028,48.023,47.926,48.061,47.869
167,M,True,48.363,48.161,48.209,48.301,48.151,47.846,47.823,47.601,47.69,47.754,47.667,47.697,47.562,47.73,47.833,47.703,47.676,47.773,47.649,47.541,47.476,47.522,47.258,47.318,47.47,47.604,47.568,47.437,47.65,47.473
168,M,False,47.754,47.667,47.697,47.562,47.73,47.833,47.703,47.676,47.773,47.649,47.541,47.476,47.522,47.258,47.318,47.47,47.604,47.568,47.437,47.65,47.473,47.288,47.362,47.352,47.496,47.259,47.087,46.95,46.903,46.933
169,M,False,47.703,47.676,47.773,47.649,47.541,47.476,47.522,47.258,47.318,47.47,47.604,47.568,47.437,47.65,47.473,47.288,47.362,47.352,47.496,47.259,47.087,46.95,46.903,46.933,47.032,47.084,47.136,47.282,47.462,47.393
170,M,True,47.318,47.47,47.604,47.568,47.437,47.65,47.473,47.288,47.362,47.352,47.496,47.259,47.087,46.95,46.903,46.933,47.032,47.084,47.136,47.282,47.462,47.393,47.149,47.135,46.967,46.903,46.731,46.769,46.88,46.758
171,M,True,47.437,47.65,47.473,47.288,47.362,47.352,47.496,47.259,47.087,46.95,46.903,46.933,47.032,47.084,47.136,47.282,47.462,47.393,47.149,47.135,46.967,46.903,46.731,46.769,46.88,46.758,46.912,46.808,46.832,47.058
172,M,False,47.393,47.149,47.135,46.967,46.903,46.731,46.769,46.88,46.758,46.912,46.808,46.832,47.058,46.998,47.186,47.285,47.134,47.043,46.949,47.116,47.188,47.313,47.051,47.206,47.41,47.327,47.288,47.087,46.883,46.81
173,M,False,26.826,27.28,28.161,29.423,32.877,31.173,31.361,31.979,31.651,32.071,33.471,34.975,32.679,36.346,34.172,35.602,36.731,34.237,35.363,34.546,34.822,35.892,33.81,34.425,33.123,33.589,33.159,33.574,32.273,33.395
174,M,True,47.188,47.313,47.051,47.206,47.41,47.327,47.288,47.087,46.883,46.81,46.709,46.545,46.66,46.586,46.512,46.573,46.499,46.701,46.521,46.511,46.477,46.252,46.262,46.072,46.196,45.966,45.934,46.214,46.163,46.034
175,M,False,47.41,47.327,47.288,47.087,46.883,46.81,46.709,46.545,46.66,46.586,46.512,46.573,46.499,46.701,46.521,46.511,46.477,46.252,46.262,46.072,46.196,45.966,45.934,46.214,46.163,46.034,45.749,45.892,45.853,45.976
176,M,False,46.545,46.66,46.586,46.512,46.573,46.499,46.701,46.521,46.511,46.477,46.252,46.262,46.072,46.196,45.966,45.934,46.214,46.163,46.034,45.749,45.892,45.853,45.976,45.829,45.619,45.445,45.544,45.481,45.257,45.366
177,M,True,45.569,45.409,45.626,45.514,45.45,45.304,45.348,45.031,44.956,45.176,45.174,45.114,44.961,44.832,44.743,44.87,44.772,44.817,44.944,44.752,44.509,44.449,44.58,44.613,44.685,44.681,44.639,44.495,44.317,44.111
178,M,False,45.031,44.956,45.176,45.174,45.114,44.961,44.832,44.743,44.87,44.772,44.817,44.944,44.752,44.509,44.449,44.58,44.613,44.685,44.681,44.639,44.495,44.317,44.111,44.018,43.876,43.952,43.839,43.753,43.964,43.905
179,M,True,44.495,44.317,44.111,44.018,43.876,43.952,43.839,43.753,43.964,43.905,43.813,44.015,44.033,43.821,43.806,43.606,43.667,43.893,43.442,43.419,43.242,43.348,43.1,43.084,43.138,43.089,43.067,43.193,43.097,43.044
180,M,False,43.839,43.753,43.964,43.905,43.813,44.015,44.033,43.821,43.806,43.606,43.667,43.893,43.442,43.419,43.242,43.348,43.1,43.084,43.138,43.089,43.067,43.193,43.097,43.044,42.968,42.958,42.975,42.87,42.976,42.991
181,M,True,42.87,42.976,42.991,42.841,42.869,42.704,42.491,42.65,42.74,42.784,42.895,42.792,42.896,43.161,43.092,42.897,42.595,42.657,42.524,42.34,42.332,41.979,42.034,42.036,41.818,41.695,41.686,41.578,41.521,41.585
182,M,False,42.792,42.896,43.161,43.092,42.897,42.595,42.657,42.524,42.34,42.332,41.979,42.034,42.036,41.818,41.695,41.686,41.578,41.521,41.585,41.424,41.262,41.061,41.171,41.234,41.113,41.385,41.327,41.047,41.107,41.326
183,M,True,41.686,41.578,41.521,41.585,41.424,41.262,41.061,41.171,41.234,41.113,41.385,41.327,41.047,41.107,41.326,41.3,41.153,41.302,41.08,41.022,40.94,40.76,40.657,40.62,40.411,40.53,40.616,40.536,40.53,40.398
184,M,False,40.536,40.53,40.398,40.319,39.962,40.022,39.764,39.685,39.795,39.793,40.149,39.718,39.6,39.617,39.882,40.013,39.835,39.724,39.653,39.635,39.836,39.981,40.172,40.235,40.609,40.685,40.023,40.201,40.368,40.528
185,M,False,39.816,40.325,40.204,40.116,39.856,40.011,40.532,40.226,40.296,39.959,39.851,39.413,39.523,39.676,39.802,39.539,39.251,39.02,39.082,39.283,39.202,38.971,38.934,39.153,39.188,38.87,38.75,38.978,39.236,38.987
186,M,False,33.482,33.091,33.735,34.695,33.777,0.0,34.676,34.247,35.012,34.565,34.69,34.655,34.797,34.465,34.949,34.5,34.727,34.611,34.633,34.604,34.157,34.116,34.406,34.613,34.308,34.531,34.32,34.441,34.417,34.178
187,M,True,38.816,38.757,38.677,38.669,38.9,38.628,38.782,38.63,38.696,38.576,38.44,38.631,38.512,38.533,38.47,38.362,38.363,38.655,38.224,38.556,38.361,38.722,38.796,38.495,38.644,38.819,38.739,38.736,38.71,38.564
188,M,True,36.543,36.003,35.96,35.714,35.951,35.809,35.469,35.896,36.126,35.656,36.159,37.164,38.014,36.003,36.126,35.7,35.755,35.972,35.817,35.844,35.589,35.743,35.65,35.481,35.652,35.865,35.271,35.937,36.069,35.463
189,M,False,35.743,35.65,35.481,35.652,35.865,35.271,35.937,36.069,35.463,35.239,35.666,35.575,35.901,35.674,35.65,35.701,35.845,35.954,36.009,35.769,35.711,35.572,35.866,35.817,35.719,35.551,35.299,35.578,35.588,35.582
190,M,False,35.901,35.674,35.65,35.701,35.845,35.954,36.009,35.769,35.711,35.572,35.866,35.817,35.719,35.551,35.299,35.578,35.588,35.582,35.463,35.489,35.421,35.303,35.459,35.331,35.302,35.116,34.893,35.095,35.022,34.895
191,M,True,38.827,38.805,39.148,38.969,39.184,38.969,39.107,39.061,39.052,38.958,39.052,39.15,39.2,39.334,39.416,39.511,39.464,39.451,39.35,39.899,39.822,39.908,39.948,40.112,40.07,40.17,40.245,40.061,40.49,40.545
192,M,False,40.669,40.645,40.774,40.739,40.765,40.779,40.699,40.873,40.988,41.175,40.976,41.016,41.08,40.96,40.987,41.104,41.204,41.155,41.227,41.251,41.08,41.259,41.371,41.425,41.559,0.0,41.629,41.703,41.731,41.933
193,M,False,40.779,40.699,40.873,40.988,41.175,40.976,41.016,41.08,40.96,40.987,41.104,41.204,41.155,41.227,41.251,41.08,41.259,41.371,41.425,41.559,0.0,41.629,41.703,41.731,41.933,41.805,41.842,41.851,42.03,41.835
194,M,False,43.909,43.763,43.663,43.59,43.467,43.379,43.41,43.58,43.233,43.273,43.265,43.275,43.18,43.208,43.159,43.132,43.228,43.199,43.289,43.198,43.192,43.322,43.71,43.7,43.706,43.839,0.0,43.752,44.067,43.924
195,M,False,32.807,32.936,33.002,32.881,32.809,32.702,32.665,32.646,32.616,32.579,32.312,32.46,32.461,32.433,32.317,32.273,32.217,32.163,32.187,32.09,31.999,31.956,31.97,31.948,32.016,32.023,31.981,31.825,31.681,31.956
196,M,False,31.041,30.548,30.811,30.937,30.56,30.437,30.523,30.184,30.322,30.59,30.068,29.985,30.49,30.379,0.0,30.768,30.882,30.865,30.808,30.806,31.143,0.0,31.116,31.282,31.29,31.613,31.864,30.792,31.328,30.966
197,M,True,29.619,29.677,29.719,29.9,30.194,29.899,30.001,30.234,30.167,30.043,30.232,30.088,29.982,30.023,30.086,29.988,30.106,30.256,30.27,29.819,30.095,30.152,30.206,30.267,30.435,30.368,30.339,30.299,30.343,30.36
198,M,False,30.68,30.657,30.833,30.552,30.511,30.573,30.407,30.587,30.64,30.661,30.444,30.554,30.594,30.63,30.575,30.802,30.907,31.089,31.074,31.089,31.269,31.485,31.359,31.399,31.42,31.439,31.43,31.116,31.344,31.155
199,M,False,34.309,34.259,34.356,34.268,34.049,34.03,34.061,33.965,33.983,34.148,34.151,34.007,34.068,34.209,34.264,34.165,34.316,34.226,34.118,34.276,34.204,34.203,34.249,34.421,34.427,34.422,34.618,34.649,34.717,34.598
200,M,False,27.308,27.304,27.182,27.079,27.218,26.894,27.017,27.044,27.002,26.967,26.849,26.859,26.889,26.737,26.737,26.799,26.982,26.727,26.626,26.706,26.61,26.586,26.631,26.613,26.506,26.623,26.574,26.533,26.913,26.668
201,M,False,25.315,27.403,29.003,29.299,24.835,30.438,32.834,26.716,30.835,26.468,31.521,29.916,26.173,28.966,25.293,27.094,24.664,26.728,29.99,25.337,26.183,25.346,28.988,29.283,31.485,26.184,28.074,31.896,33.22,31.52
202,M,False,29.003,29.299,24.835,30.438,32.834,26.716,30.835,26.468,31.521,29.916,26.173,28.966,25.293,27.094,24.664,26.728,29.99,25.337,26.183,25.346,28.988,29.283,31.485,26.184,28.074,31.896,33.22,31.52,33.261,32.526
203,M,False,33.51,33.566,33.212,33.19,32.971,33.011,33.081,33.121,32.656,32.705,32.618,33.0,33.065,32.982,33.012,33.093,33.054,33.123,32.943,32.719,32.343,32.722,32.404,32.424,31.995,32.193,31.479,31.883,31.926,31.911
204,M,False,32.927,32.715,41.042,32.363,32.266,32.067,31.859,32.187,32.372,32.708,32.974,33.253,33.16,33.054,33.09,33.228,33.081,33.128,33.139,33.311,33.078,33.04,33.164,32.95,32.867,33.105,32.799,32.363,32.371,32.577
205,M,False,30.591,30.45,30.519,30.493,30.657,30.725,30.633,30.58,30.701,30.319,30.178,30.226,30.673,30.337,30.422,30.305,30.279,30.225,30.164,30.035,30.304,30.009,30.075,30.178,30.023,29.92,29.947,29.765,29.394,29.02
