,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30
591,C,False,33.014,34.657,33.013,31.021,31.133,31.944,31.559,31.7,32.158,31.962,31.047,30.069,31.669,30.821,28.248,29.305,29.829,28.439,28.462,27.714,27.69,27.839,27.577,27.94,26.295,26.607,27.652,30.094,32.135,33.817
592,C,False,48.168,46.962,47.737,48.728,47.99,48.709,48.398,47.906,47.161,46.483,48.157,47.971,47.502,47.396,47.042,47.015,47.028,46.826,46.561,46.276,46.413,46.787,46.616,46.409,46.385,46.177,46.093,46.397,46.003,46.282
593,C,True,41.492,41.576,41.69,41.598,41.54,41.546,41.603,41.64,41.706,41.819,41.875,42.151,42.244,42.18,42.284,42.278,42.29,42.227,42.25,42.182,42.109,42.345,42.143,42.174,42.084,41.971,42.125,41.956,41.917,42.073
594,C,False,31.419,31.306,31.115,31.137,31.258,31.215,31.112,31.069,30.867,31.016,30.918,31.133,30.964,30.949,30.887,30.708,30.69,30.636,30.471,30.438,30.488,30.471,30.713,30.824,30.606,30.376,30.324,30.619,30.755,30.897
595,C,False,44.166,43.306,42.893,43.517,43.193,42.754,42.457,43.115,42.924,42.874,43.168,43.334,43.218,42.792,42.417,42.952,42.133,42.256,42.23,42.111,42.585,42.143,42.588,43.053,42.583,42.581,42.3,42.371,42.295,42.167
596,C,False,25.948,27.379,28.805,26.59,25.451,26.458,28.367,25.524,25.149,25.801,27.01,26.948,27.615,27.775,26.981,26.521,29.674,30.571,28.33,29.247,34.081,32.166,31.222,29.854,29.145,30.871,31.502,28.922,30.559,31.443
597,C,False,31.354,31.554,31.504,31.212,31.37,31.318,31.51,31.471,31.532,31.386,31.503,31.793,31.67,31.64,31.554,31.593,31.695,31.617,31.458,31.259,31.216,31.389,31.53,31.144,31.269,31.326,31.439,31.312,31.254,31.22
598,C,True,21.224,21.361,21.212,21.169,20.308,21.095,20.855,21.747,21.883,22.848,22.315,22.236,21.964,22.423,22.76,23.008,23.308,24.117,23.072,22.623,24.358,22.713,22.902,22.422,22.882,22.354,22.496,21.991,21.721,21.356
599,C,True,34.512,34.637,34.328,34.627,34.448,34.408,34.361,34.627,34.654,34.692,34.46,34.68,34.329,34.185,34.545,34.352,34.559,34.447,34.575,34.2,34.602,34.441,34.148,34.309,34.098,34.259,34.29,34.424,34.35,34.153
600,C,False,32.001,32.085,31.508,31.471,31.451,31.5,31.942,31.611,32.141,32.03,31.964,32.013,32.326,33.645,31.908,32.022,33.141,32.481,31.871,31.689,31.766,32.004,31.888,32.248,32.086,31.777,31.889,32.024,31.826,32.04
601,C,False,33.423,32.6,32.227,31.729,31.641,30.903,31.232,30.726,30.877,31.203,31.408,31.759,31.648,31.783,31.78,32.412,32.525,32.084,31.831,31.912,31.883,32.552,32.568,32.482,32.903,32.611,32.329,31.981,32.04,31.94
602,C,False,25.701,25.626,25.529,25.863,26.037,25.789,25.893,26.309,26.211,26.219,26.339,26.072,25.805,25.578,25.848,26.233,26.331,26.068,26.103,26.475,26.074,25.812,26.283,26.003,25.309,25.394,25.573,25.091,24.817,25.705
603,C,False,46.208,46.312,46.678,46.617,46.752,46.932,46.65,46.623,46.732,46.491,46.494,46.103,45.805,45.947,46.187,46.409,45.81,45.932,46.049,45.883,46.044,46.198,46.572,46.491,46.776,46.47,46.058,45.93,45.928,45.696
604,C,False,43.597,43.413,43.292,42.968,42.554,42.609,42.772,42.099,42.084,41.873,41.798,41.615,42.016,42.125,42.262,42.445,42.407,42.512,42.457,42.168,42.196,41.823,42.067,42.023,41.816,41.805,41.83,41.917,41.647,41.617
605,C,False,29.9,29.735,29.839,29.446,29.493,29.772,29.507,29.997,30.277,30.295,30.507,30.15,30.497,30.691,30.863,30.474,30.876,30.589,30.546,29.862,30.194,29.816,29.573,29.465,29.275,29.716,29.827,29.608,29.91,29.497
606,C,False,25.457,26.602,26.576,25.173,25.288,24.873,24.712,23.953,23.999,24.307,24.012,23.851,24.584,24.189,24.595,23.293,23.281,24.75,25.973,25.998,25.141,25.371,23.948,22.975,23.53,24.081,24.726,26.49,26.627,28.101
607,C,False,33.383,33.444,33.399,33.387,33.317,33.606,33.521,33.544,33.725,33.607,33.523,33.689,33.784,33.676,33.736,33.679,33.385,33.556,33.153,32.945,32.664,32.548,32.263,31.891,31.753,31.615,31.431,31.325,31.366,31.256
608,C,False,28.044,27.862,27.918,27.719,27.637,27.633,27.568,27.466,27.415,27.272,27.457,27.271,27.255,27.263,27.217,27.245,27.303,27.425,27.319,0.0,27.064,27.043,26.875,26.977,26.871,27.006,26.99,26.948,26.9,27.098
609,C,True,44.805,45.348,45.221,44.959,44.749,45.247,44.772,44.965,45.069,45.336,45.052,44.742,44.097,43.398,42.903,42.64,43.19,43.588,43.389,43.403,43.872,44.322,44.453,44.559,44.728,44.51,44.503,44.242,44.889,44.134
610,C,False,26.131,26.111,26.189,26.059,26.259,26.515,26.434,26.812,26.504,26.489,26.835,26.609,26.695,27.346,26.562,26.614,26.696,26.925,26.79,27.18,27.114,26.506,26.944,27.265,26.947,26.871,26.613,26.866,26.587,26.431
611,C,False,26.474,26.957,27.524,27.691,27.86,27.794,28.1,27.968,27.396,26.978,26.197,26.34,25.916,25.464,26.265,25.98,25.186,26.118,25.857,25.828,26.993,27.196,27.423,27.95,27.349,26.764,27.63,26.937,27.424,27.409
612,C,False,37.287,38.132,36.165,35.993,35.998,36.348,35.719,35.594,36.016,35.689,35.635,36.202,35.674,35.398,35.527,35.819,35.891,34.349,35.676,35.687,35.486,35.278,34.242,34.674,34.536,34.003,34.135,34.429,34.66,34.567
613,C,False,30.54,30.552,30.58,30.816,30.509,30.446,30.41,30.196,30.67,30.568,30.57,30.606,30.657,30.771,30.712,31.119,31.223,31.535,31.36,31.521,31.623,31.639,31.629,31.418,31.497,31.368,31.108,31.074,30.71,30.689
614,C,True,37.594,37.691,37.898,37.841,38.248,38.147,38.153,38.072,37.878,38.221,38.461,37.915,37.786,37.611,37.802,37.681,37.776,38.124,37.904,37.978,38.021,37.511,37.357,37.437,37.368,37.623,37.42,37.771,37.655,37.662
615,C,False,25.897,25.591,25.561,25.121,25.074,25.351,25.126,25.326,25.342,25.312,25.442,25.995,26.079,26.26,26.24,26.481,26.317,27.864,27.449,27.383,27.862,27.931,27.357,27.446,28.049,28.592,27.924,27.142,26.806,26.756
616,C,False,50.133,50.483,50.093,50.16,50.244,50.257,50.033,49.987,49.875,49.91,50.13,50.396,50.745,50.857,50.54,50.364,50.315,50.32,50.389,50.341,49.82,49.884,49.953,49.876,49.939,49.756,50.046,49.929,49.807,49.725
617,C,False,0.0,34.546,38.308,14.1,18.513,12.328,33.339,10.216,10.512,26.983,38.528,21.864,21.279,27.577,23.627,24.741,29.955,29.811,29.204,29.662,25.33,32.289,29.706,29.638,30.265,29.478,30.873,30.756,31.219,30.872
618,C,True,41.067,41.195,41.202,41.234,41.238,41.267,41.298,41.288,0.0,40.952,41.113,41.083,41.054,40.976,40.94,41.027,41.012,41.253,41.113,41.148,41.02,41.132,41.207,41.366,41.39,41.365,41.375,41.406,41.291,41.197
619,C,False,41.041,40.387,40.045,41.582,37.348,39.448,39.727,38.368,34.847,38.541,37.208,36.728,35.668,36.476,36.706,36.47,35.967,35.417,36.519,35.721,35.625,37.305,37.025,35.728,36.078,35.338,37.627,36.33,36.7,36.217
620,C,False,38.116,39.285,40.409,39.408,39.754,41.119,40.463,42.026,41.115,41.743,40.336,41.382,40.69,40.446,42.213,41.605,41.525,41.819,40.421,41.154,42.228,41.681,41.362,42.655,43.414,42.461,43.129,42.533,42.754,43.418
621,C,False,25.228,24.696,24.886,24.853,24.682,23.715,24.04,23.902,24.168,23.569,23.905,23.96,23.581,23.315,23.136,23.095,22.224,22.021,22.409,22.417,22.493,22.36,22.315,21.907,22.612,22.636,22.215,21.765,22.028,22.142
622,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.845,44.602,33.947,40.691,28.924,26.765,29.741,40.987,32.554,37.703,35.591,34.634,33.83,35.112,34.817,36.071,37.407,36.49,36.086,37.123
623,C,False,36.304,36.218,36.15,36.377,36.318,36.446,36.392,36.6,36.465,36.51,36.522,36.354,36.511,36.453,36.167,35.975,35.88,35.68,35.582,35.566,35.235,35.061,34.627,34.659,34.685,34.955,35.158,35.267,35.945,35.667
624,C,False,18.048,18.398,18.265,18.529,18.723,18.444,18.891,19.554,19.056,18.88,18.828,18.999,19.121,18.874,18.824,18.55,18.41,18.275,18.219,17.852,18.047,17.678,17.499,17.396,17.325,17.184,17.04,17.131,17.029,17.234
625,C,False,43.116,43.098,43.287,43.2,43.13,43.441,43.477,43.46,43.55,43.331,43.464,43.378,43.25,43.46,43.251,43.274,43.23,43.273,43.117,43.394,43.836,44.089,44.134,44.267,44.436,44.906,44.591,44.881,44.739,44.981
626,C,False,31.486,31.779,31.855,31.619,31.581,31.698,31.591,31.748,32.183,32.106,31.892,32.353,32.577,32.249,32.27,32.355,32.228,32.187,32.362,32.637,32.455,31.925,32.086,31.892,32.334,32.377,31.894,31.971,32.239,32.331
627,C,False,21.906,21.903,21.887,22.068,22.194,22.18,22.157,22.45,22.255,21.796,22.054,21.884,22.256,21.85,22.076,21.798,22.119,21.789,21.859,22.06,22.323,22.4,22.325,22.309,22.634,22.497,22.354,22.658,22.505,22.616
628,C,False,22.534,22.504,22.461,22.218,21.957,22.097,22.374,22.068,22.294,22.153,22.29,22.392,22.091,21.98,21.929,21.77,22.098,21.95,22.173,21.98,22.288,22.124,22.221,22.134,21.985,22.135,22.083,22.381,22.547,22.337
629,C,False,22.313,22.461,22.574,22.422,22.365,22.399,22.263,22.301,22.48,22.688,22.459,22.42,22.155,21.534,21.598,21.598,0.0,21.287,21.263,20.84,21.097,21.009,20.781,20.824,20.815,20.87,20.935,20.751,20.883,20.771
630,C,True,33.07,33.028,34.368,30.639,29.564,33.836,30.363,29.206,28.62,28.626,28.681,28.404,27.816,27.664,28.472,27.691,26.198,29.239,27.576,27.485,28.698,27.316,26.975,26.96,28.314,28.453,29.792,29.969,30.221,31.649
631,C,False,41.055,41.112,41.053,41.309,41.377,41.484,41.359,41.44,41.444,41.384,41.311,41.053,41.204,41.182,41.368,41.531,41.714,41.704,41.522,41.68,41.66,41.859,41.686,41.692,41.454,41.391,41.48,41.407,41.257,41.408
632,C,False,23.074,23.022,22.817,23.598,22.019,23.045,22.272,22.791,22.561,23.074,22.831,23.809,23.898,23.478,23.771,23.699,24.348,24.075,24.133,23.874,24.13,22.373,24.542,24.931,23.515,23.73,24.837,24.645,25.17,25.906
633,C,False,43.438,43.416,43.272,43.292,43.158,42.93,42.764,43.077,43.105,43.112,42.73,42.652,42.537,42.971,42.733,42.76,42.641,42.616,42.868,42.576,42.532,42.402,42.252,42.25,41.895,42.125,42.119,42.028,42.15,41.721
634,C,False,28.976,29.114,29.851,29.525,29.558,29.126,29.323,29.048,29.194,29.289,29.568,29.06,29.663,30.004,30.056,30.02,29.85,30.618,31.048,30.825,30.852,30.851,31.098,31.36,31.221,30.992,31.288,30.893,31.096,31.083
635,C,False,30.989,30.208,30.817,30.171,30.502,29.872,30.109,30.081,30.046,29.963,29.79,30.197,29.956,30.271,30.55,30.42,29.542,29.849,30.073,30.223,29.43,29.127,30.154,29.773,30.508,30.634,30.262,29.791,30.065,29.912
636,C,False,32.278,32.351,32.453,32.578,32.414,32.397,32.328,32.388,32.592,32.363,32.307,32.125,31.951,31.948,31.978,31.777,31.907,31.894,31.906,31.966,31.663,31.439,31.392,31.28,31.296,31.238,31.055,30.841,30.836,30.885
637,C,False,20.894,20.91,20.817,21.224,20.705,20.767,21.252,21.402,21.379,21.439,21.538,21.408,21.403,21.466,21.436,21.13,21.191,21.154,21.205,20.729,20.839,20.417,20.393,20.343,20.53,20.143,20.063,20.227,20.171,20.015
638,C,True,25.172,25.087,25.142,24.923,24.993,24.862,24.846,24.547,24.546,24.77,24.737,24.51,24.403,24.121,24.205,24.227,24.167,24.217,24.168,24.187,23.874,24.029,23.969,24.117,24.013,0.0,24.334,24.198,24.426,24.655
639,C,False,22.633,22.966,23.345,0.0,23.186,22.821,23.042,23.668,22.843,0.0,22.426,22.32,23.477,22.49,22.169,22.873,22.538,23.678,23.148,23.409,23.021,23.5,22.494,22.527,21.526,21.22,22.189,21.755,22.074,21.847
640,C,False,43.255,43.027,43.124,43.13,43.452,43.52,43.544,43.78,43.895,43.965,43.852,44.153,44.044,44.036,44.13,44.17,44.199,44.294,44.315,44.155,44.109,43.867,43.882,43.938,43.801,43.749,43.692,43.622,43.465,43.386
641,C,False,50.205,50.101,50.334,50.63,50.483,50.959,50.926,50.796,50.918,50.646,50.624,50.67,50.839,50.731,50.665,51.086,50.762,50.926,51.019,50.736,50.83,50.831,51.133,51.045,51.107,50.69,50.647,50.133,49.643,49.418
642,C,False,32.776,32.77,32.711,32.672,32.525,32.647,32.731,32.778,32.833,32.602,32.552,32.625,32.689,32.725,32.546,32.867,32.783,0.0,33.102,33.246,33.193,33.472,33.552,33.444,33.484,33.579,33.767,33.833,33.698,33.753
643,C,False,43.595,43.46,43.346,42.935,42.816,42.806,42.396,42.576,42.659,42.829,43.231,43.324,43.342,43.433,43.589,43.878,44.086,43.881,44.026,43.74,43.587,43.628,43.688,43.676,43.916,43.854,43.873,43.997,44.077,44.229
644,C,False,32.825,32.77,32.748,32.472,32.236,32.065,32.122,31.982,31.621,31.395,31.385,31.213,31.04,30.739,30.669,30.714,30.78,30.673,31.003,31.216,31.261,31.518,31.614,31.601,31.583,31.573,31.367,31.34,31.427,31.475
645,C,False,26.669,26.444,26.612,26.426,26.645,26.965,26.814,27.06,27.192,27.058,27.288,27.53,27.415,27.716,27.363,27.306,27.65,27.336,26.818,26.901,26.651,26.184,26.404,26.018,26.156,26.24,26.237,26.116,26.034,25.81
646,C,True,20.097,20.471,20.59,20.572,19.858,20.16,19.792,20.493,20.563,21.045,20.903,21.566,21.289,20.696,21.091,21.635,21.51,22.022,21.673,21.279,21.632,22.148,21.846,21.797,21.771,21.888,21.199,21.177,21.413,20.81
647,C,False,37.578,37.375,38.303,38.898,38.871,37.807,37.884,38.383,37.655,38.062,37.529,37.608,38.067,37.612,38.631,38.22,37.755,37.733,37.882,37.87,37.172,38.166,37.724,37.847,39.037,38.699,38.508,38.766,40.225,38.196
648,C,False,24.527,24.748,24.487,24.918,24.431,24.416,25.752,28.93,29.25,29.188,30.109,28.668,30.189,30.361,31.508,32.77,30.742,31.87,33.981,34.22,35.636,33.117,32.774,32.386,31.731,30.473,29.428,30.297,28.618,28.915
649,C,False,24.815,24.9,25.031,25.248,25.487,25.817,26.185,26.514,25.957,25.702,25.877,26.056,25.751,25.71,25.961,25.868,26.171,26.366,25.91,25.949,26.306,26.123,25.831,25.397,26.142,26.317,25.988,25.654,25.841,25.582
650,C,False,36.253,36.383,34.69,35.021,34.132,34.218,35.165,35.007,35.224,35.02,34.229,34.129,34.471,35.053,35.376,35.238,34.579,34.99,34.86,34.709,34.965,34.83,35.382,34.284,35.272,35.2,34.527,35.075,34.742,35.226
651,C,False,24.509,24.893,24.575,23.795,24.778,25.817,24.953,24.505,24.615,24.245,24.079,23.946,24.235,24.9,24.243,25.138,24.687,24.726,24.958,24.782,24.372,24.55,23.809,23.789,23.509,23.037,22.826,23.185,22.606,23.225
652,C,True,30.082,29.396,30.844,30.171,30.532,30.705,33.102,29.637,30.95,29.619,28.7,30.172,30.68,28.225,28.684,28.075,26.472,30.467,28.683,28.79,26.106,26.925,26.77,27.331,25.807,24.811,25.258,27.466,26.013,24.425
653,C,False,30.034,29.991,29.921,30.19,30.035,30.116,30.104,29.852,29.783,30.149,30.39,30.224,30.293,30.434,30.476,30.491,30.428,30.735,30.495,30.592,30.594,30.83,30.875,30.988,30.896,30.938,31.081,31.043,31.105,31.11
654,C,False,27.16,27.005,27.032,27.006,27.057,27.161,27.139,27.139,27.048,27.142,27.12,27.05,27.06,27.24,27.158,27.065,27.025,27.143,27.311,27.335,27.351,27.335,27.349,27.326,27.083,26.909,26.762,26.526,26.429,26.545
655,C,False,32.315,32.435,32.389,31.947,31.843,31.953,31.751,32.052,31.458,31.52,31.741,31.933,31.924,32.742,32.639,32.646,32.159,32.195,32.272,32.815,33.081,33.207,33.236,33.209,33.044,33.176,33.161,33.033,33.106,32.521
656,C,False,32.061,31.449,31.315,31.961,31.686,31.526,31.967,32.136,32.401,31.814,32.022,31.788,31.768,31.291,31.071,31.593,31.474,31.39,31.717,31.809,31.907,32.294,32.654,32.775,32.785,32.357,31.959,32.164,32.11,32.719
657,C,False,30.896,31.093,31.383,30.872,31.539,31.01,30.894,31.161,31.054,30.325,30.485,30.62,30.87,30.552,30.359,30.486,30.351,30.536,30.271,30.575,30.568,29.894,30.215,30.22,30.218,30.607,30.076,30.371,30.082,29.865
658,C,False,34.967,35.02,34.756,34.752,35.067,34.848,34.999,35.296,34.934,35.292,35.209,35.077,35.229,35.342,35.642,35.486,35.149,35.03,35.149,35.243,35.029,35.189,35.001,35.034,35.291,35.255,35.183,35.232,35.128,35.266
659,C,False,31.217,31.123,31.433,31.499,31.342,31.439,31.35,31.168,31.019,30.872,30.942,31.218,31.082,31.13,31.099,30.992,30.795,30.908,30.709,30.862,30.94,30.819,31.153,30.828,31.187,31.027,30.772,30.867,30.748,30.572
660,C,False,44.885,44.783,44.732,44.278,44.781,44.74,44.799,44.546,44.876,45.315,44.829,44.599,44.684,44.747,44.532,44.698,44.509,44.328,44.549,44.248,44.088,44.404,44.044,44.087,44.089,43.858,43.746,43.734,43.789,43.868
661,C,False,18.76,18.229,18.473,18.114,17.957,17.667,17.672,17.342,17.331,17.532,17.379,17.308,17.255,17.702,17.707,17.492,17.934,18.257,17.759,18.206,18.333,18.109,18.35,18.547,18.36,18.955,18.8,18.775,18.933,18.644
662,C,False,32.092,32.202,0.0,32.662,33.01,32.746,32.729,32.988,33.024,32.937,33.002,32.619,32.737,32.041,32.248,31.667,31.658,31.628,31.906,31.953,31.723,31.818,31.846,31.845,31.758,31.832,32.127,31.707,31.594,31.554
663,C,False,34.361,34.627,34.654,34.692,34.46,34.68,34.329,34.185,34.545,34.352,34.559,34.447,34.575,34.2,34.602,34.441,34.148,34.309,34.098,34.259,34.29,34.424,34.35,34.153,34.169,34.364,34.485,34.437,34.464,34.237
664,C,False,38.759,38.315,39.49,39.302,39.545,38.711,38.417,37.403,37.976,37.597,37.62,38.208,38.074,38.135,38.268,38.071,37.883,37.88,37.984,38.179,38.036,37.655,37.548,38.056,38.631,38.549,37.82,38.642,38.623,38.946
665,C,False,29.969,29.275,29.591,29.639,29.687,28.865,28.789,29.919,29.452,29.751,30.822,29.988,29.572,29.863,29.661,29.384,29.649,29.121,29.851,29.385,28.856,29.321,29.366,29.252,29.19,29.347,29.521,29.521,29.613,29.757
666,C,False,25.866,26.099,25.82,25.817,25.843,25.554,25.234,25.049,24.759,24.684,24.768,24.989,24.849,24.858,25.009,24.881,24.595,24.527,24.319,24.382,24.334,25.43,24.532,24.476,24.29,24.694,24.847,24.93,25.57,25.445
667,C,False,36.897,35.36,34.343,34.827,34.683,34.883,34.085,34.728,35.193,35.294,34.527,35.754,35.656,35.715,35.386,35.862,35.173,34.568,34.653,35.017,35.355,35.077,35.053,35.066,35.112,34.997,35.13,35.651,36.011,35.533
668,C,False,35.171,35.217,35.153,35.329,35.308,35.264,35.26,35.31,35.383,35.411,35.682,35.66,35.712,35.875,35.945,35.874,35.965,35.894,35.985,36.01,35.999,36.099,35.966,35.938,35.862,35.968,36.015,36.039,35.914,35.863
669,C,False,41.229,40.571,40.525,40.784,41.002,41.253,0.0,41.66,41.286,41.411,41.81,41.227,42.089,41.092,41.219,41.594,41.56,40.896,41.317,41.795,41.106,41.803,41.72,41.723,42.297,41.736,41.574,41.06,41.961,41.528
670,C,False,41.66,41.911,41.777,52.003,42.011,41.959,42.012,42.058,41.916,41.867,41.607,41.706,41.492,41.576,41.69,41.598,41.54,41.546,41.603,41.64,41.706,41.819,41.875,42.151,42.244,42.18,42.284,42.278,42.29,42.227
671,C,False,27.464,27.543,27.332,27.165,27.209,27.198,27.407,27.309,27.338,27.096,27.322,27.085,27.221,27.331,27.483,26.762,26.876,27.387,27.259,27.406,27.319,27.995,27.681,27.78,27.873,27.602,27.638,27.698,27.886,28.387
672,C,False,35.811,36.113,36.243,35.861,36.475,35.951,36.099,36.174,35.91,35.78,35.676,35.715,35.757,36.135,36.165,36.021,36.015,36.047,36.199,35.221,35.013,34.98,35.005,35.069,35.191,34.764,34.542,34.68,35.077,35.454
673,C,False,41.492,41.576,41.69,41.598,41.54,41.546,41.603,41.64,41.706,41.819,41.875,42.151,42.244,42.18,42.284,42.278,42.29,42.227,42.25,42.182,42.109,42.345,42.143,42.174,42.084,41.971,42.125,41.956,41.917,42.073
674,C,False,31.379,31.426,31.317,31.535,31.681,31.548,31.63,31.356,31.188,31.505,31.365,31.599,31.463,31.596,31.662,31.739,32.218,32.253,32.231,32.398,32.451,32.055,32.215,32.416,32.492,32.668,32.346,32.795,32.638,32.128
675,C,False,31.901,32.088,32.033,31.997,31.939,31.907,31.975,32.005,31.92,32.082,31.729,31.632,31.54,31.415,31.485,31.278,31.063,31.172,30.912,30.779,30.89,30.864,30.843,30.822,30.896,30.89,30.952,31.072,31.306,31.251
676,C,False,34.414,34.254,34.514,34.182,34.21,33.694,33.42,33.352,33.089,33.066,33.447,33.709,33.573,33.821,33.83,33.654,33.745,33.53,33.472,33.394,33.674,34.099,34.069,33.613,33.448,33.332,33.42,33.595,33.461,33.473
677,C,False,38.054,37.858,37.86,37.668,37.842,37.583,37.533,37.399,37.976,37.9,37.787,37.403,37.483,37.307,37.501,37.875,38.027,38.047,37.586,37.932,38.318,37.931,38.179,37.924,38.263,37.784,37.761,37.826,38.185,38.038
678,C,False,33.789,33.513,32.924,32.872,33.207,32.554,33.17,32.966,33.214,33.097,33.336,33.193,33.503,33.449,33.636,33.595,33.428,33.612,33.531,33.566,33.483,33.589,33.554,33.369,33.208,33.259,33.101,33.292,33.311,32.975
679,C,False,31.134,31.603,33.936,42.844,40.354,40.112,41.522,43.429,41.73,43.063,44.197,43.932,46.265,43.985,44.965,46.048,45.958,45.297,44.775,45.41,44.666,44.881,44.774,44.021,44.964,43.85,44.341,44.357,44.858,44.493
680,C,False,39.016,38.714,38.476,38.658,38.531,38.241,38.507,38.865,39.15,39.361,38.374,37.675,38.377,38.238,38.746,38.574,38.001,37.489,37.592,37.307,37.387,38.067,37.819,38.1,37.854,38.443,38.697,39.322,38.908,38.687
681,C,False,40.955,41.058,41.219,40.861,40.902,41.134,40.991,40.994,40.641,40.689,40.523,40.419,40.554,40.677,40.715,40.465,40.697,41.037,40.773,40.786,40.723,40.849,41.217,41.154,40.969,41.046,41.256,41.646,41.568,41.244
682,C,False,26.154,25.8,25.774,25.847,25.732,25.531,25.922,25.834,25.967,25.889,25.937,25.826,26.478,26.536,26.212,26.298,26.334,27.004,26.971,26.625,26.855,27.116,26.891,27.481,27.332,27.244,26.853,27.128,27.041,26.925
683,C,False,29.919,30.474,30.186,30.036,29.911,29.814,30.267,30.307,30.17,30.639,30.595,30.175,30.119,30.844,31.26,31.13,31.115,31.186,31.415,32.396,32.465,32.048,31.926,32.262,32.033,32.392,32.819,32.377,32.647,33.281
684,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.159,18.379,20.805,26.193,18.405,18.489,23.793,27.445,20.624,27.334,23.791,16.355,15.689,25.107,22.71,25.377,22.583,22.115,26.788,21.288,21.131,22.624,22.748
685,C,False,21.224,21.361,21.212,21.169,20.308,21.095,20.855,21.747,21.883,22.848,22.315,22.236,21.964,22.423,22.76,23.008,23.308,24.117,23.072,22.623,24.358,22.713,22.902,22.422,22.882,22.354,22.496,21.991,21.721,21.356
686,C,False,32.843,31.968,31.217,32.73,32.307,35.698,33.385,32.755,32.834,30.834,32.091,31.243,34.032,33.936,35.044,36.284,37.24,37.621,37.658,40.161,37.551,39.025,38.719,37.824,37.037,38.388,37.64,38.998,38.601,37.976
687,C,False,32.504,32.494,33.141,32.642,32.487,32.88,33.25,33.199,32.781,33.05,32.804,32.779,32.628,32.887,32.915,32.79,32.515,32.621,33.043,33.063,33.267,33.004,32.714,32.839,32.271,32.291,32.427,32.601,32.432,31.562
688,C,False,42.366,41.835,44.168,40.884,40.614,41.303,39.886,40.031,40.336,42.331,39.47,39.954,39.549,39.791,41.676,39.291,39.379,39.424,39.982,39.708,39.168,39.038,39.236,38.936,39.08,38.844,38.04,38.981,38.135,38.75
689,C,False,37.262,37.059,37.213,36.931,37.041,37.734,38.182,38.144,38.088,38.124,38.093,38.49,38.19,38.237,38.132,38.136,38.145,38.113,38.391,38.287,38.11,38.325,38.313,38.536,38.891,38.648,38.96,38.791,38.404,38.796
690,C,False,37.594,37.691,37.898,37.841,38.248,38.147,38.153,38.072,37.878,38.221,38.461,37.915,37.786,37.611,37.802,37.681,37.776,38.124,37.904,37.978,38.021,37.511,37.357,37.437,37.368,37.623,37.42,37.771,37.655,37.662
691,C,False,23.792,23.833,23.774,23.789,23.894,23.796,23.488,23.517,23.674,23.626,23.909,23.779,23.94,23.823,23.774,23.75,23.413,23.503,23.348,23.429,23.253,23.195,23.198,23.444,22.883,22.791,22.848,23.114,23.237,22.99
692,C,False,40.828,40.938,40.237,40.217,41.567,42.667,41.372,39.482,40.851,42.179,44.036,44.988,43.721,44.304,44.304,43.197,44.258,42.85,42.744,41.998,42.055,41.835,40.543,43.469,41.911,43.034,43.797,42.655,41.918,41.917
693,C,False,45.225,45.272,45.43,45.618,45.999,46.354,46.494,46.546,46.714,46.697,46.518,46.529,46.495,46.673,46.549,46.797,46.746,46.665,46.85,46.881,46.894,46.742,46.665,46.741,46.691,46.811,46.753,46.697,46.823,46.734
694,C,False,30.082,29.396,30.844,30.171,30.532,30.705,33.102,29.637,30.95,29.619,28.7,30.172,30.68,28.225,28.684,28.075,26.472,30.467,28.683,28.79,26.106,26.925,26.77,27.331,25.807,24.811,25.258,27.466,26.013,24.425
695,C,False,42.746,42.809,42.828,42.644,42.778,42.706,42.77,42.757,42.778,42.89,42.715,42.669,42.606,42.557,42.713,42.733,42.764,42.726,42.657,42.64,42.801,42.681,42.644,42.501,42.666,42.655,42.672,42.755,42.642,42.642
696,C,False,41.65,41.525,41.708,41.901,41.97,41.933,41.633,41.403,41.439,41.496,41.284,41.3,41.0,41.524,41.624,41.551,41.303,41.502,41.172,41.284,41.386,41.151,40.941,41.077,41.32,41.221,41.133,41.623,41.633,41.702
697,C,False,37.332,33.669,34.923,34.323,34.676,35.422,33.327,35.0,32.709,31.775,31.005,31.878,32.583,33.736,32.506,31.027,30.759,34.731,33.458,34.811,31.705,35.178,30.719,31.189,33.295,34.416,31.82,31.799,33.454,30.475
698,C,False,39.761,39.849,39.821,39.915,39.982,40.082,40.196,40.039,40.036,39.904,39.697,39.815,40.103,40.142,40.166,40.142,40.204,40.37,40.229,40.213,40.553,40.565,40.734,40.567,40.516,40.645,40.495,40.615,40.735,40.887
