,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30
1516,B,False,5885400000000.0,6363400000000.0,5986300000000.0,5674800000000.0,6650200000000.0,5556200000000.0,5155500000000.0,5317100000000.0,6504800000000.0,5112900000000.0,4943800000000.0,4885500000000.0,5678800000000.0,4471300000000.0,4579900000000.0,4604200000000.0,4815300000000.0,4689700000000.0,4594200000000.0,5221200000000.0,4803200000000.0,4598400000000.0,4472900000000.0,5204100000000.0,4379800000000.0,4472300000000.0,4376400000000.0,4718000000000.0,4236200000000.0,4232100000000.0
1517,B,True,4886700000000.0,4640800000000.0,4739200000000.0,4361700000000.0,4265500000000.0,4240100000000.0,4270700000000.0,4214700000000.0,4057100000000.0,4009800000000.0,3986700000000.0,3951000000000.0,3836400000000.0,3939400000000.0,4042400000000.0,4187300000000.0,4003500000000.0,4010200000000.0,3950800000000.0,3889900000000.0,3782400000000.0,3917800000000.0,3965400000000.0,3683300000000.0,3815800000000.0,3949300000000.0,3875000000000.0,3826700000000.0,3945000000000.0,3841100000000.0
1518,B,False,12690000000000.0,12633000000000.0,12662000000000.0,12281000000000.0,12344000000000.0,12469000000000.0,12523000000000.0,12697000000000.0,12872000000000.0,13115000000000.0,12977000000000.0,13084000000000.0,12960000000000.0,12980000000000.0,13112000000000.0,13109000000000.0,13363000000000.0,13436000000000.0,13449000000000.0,13499000000000.0,13486000000000.0,13336000000000.0,13316000000000.0,13341000000000.0,13087000000000.0,13028000000000.0,12659000000000.0,12810000000000.0,12725000000000.0,12347000000000.0
1519,B,False,31649000000000.0,31409000000000.0,31187000000000.0,31023000000000.0,30887000000000.0,30622000000000.0,30379000000000.0,30195000000000.0,30157000000000.0,30423000000000.0,30164000000000.0,30293000000000.0,29984000000000.0,29619000000000.0,30048000000000.0,30534000000000.0,30757000000000.0,30311000000000.0,30094000000000.0,30938000000000.0,30007000000000.0,29619000000000.0,29876000000000.0,30447000000000.0,30608000000000.0,30684000000000.0,30768000000000.0,31091000000000.0,30994000000000.0,30528000000000.0
1520,B,False,1177000000000.0,1239000000000.0,1221400000000.0,1342000000000.0,3369800000000.0,3186100000000.0,5094900000000.0,1633100000000.0,1692000000000.0,2117900000000.0,2316100000000.0,1784200000000.0,5662900000000.0,2319600000000.0,1782600000000.0,2514100000000.0,4656000000000.0,4273300000000.0,2834900000000.0,2597500000000.0,4151400000000.0,3097100000000.0,3111700000000.0,2044100000000.0,2226400000000.0,2336900000000.0,2984700000000.0,3754000000000.0,2048100000000.0,2877000000000.0
1521,B,False,4834500000000.0,4776000000000.0,4673000000000.0,4710400000000.0,4434200000000.0,4470300000000.0,4216000000000.0,4201500000000.0,4246900000000.0,4166500000000.0,4188800000000.0,4270800000000.0,4414800000000.0,4307500000000.0,4370500000000.0,4432000000000.0,4420000000000.0,4321800000000.0,4319900000000.0,4212200000000.0,4250600000000.0,4329000000000.0,4309700000000.0,4426500000000.0,4476700000000.0,4552800000000.0,4729900000000.0,4584800000000.0,4509700000000.0,4411100000000.0
1522,B,False,14725000000000.0,14752000000000.0,14883000000000.0,15180000000000.0,15035000000000.0,15410000000000.0,15218000000000.0,15287000000000.0,15479000000000.0,15417000000000.0,15329000000000.0,15699000000000.0,15691000000000.0,15806000000000.0,16382000000000.0,16434000000000.0,16288000000000.0,16709000000000.0,16920000000000.0,16777000000000.0,16878000000000.0,17515000000000.0,17649000000000.0,17835000000000.0,17455000000000.0,17714000000000.0,17135000000000.0,17190000000000.0,17608000000000.0,17374000000000.0
1523,B,False,11268000000000.0,11154000000000.0,11127000000000.0,11427000000000.0,11294000000000.0,11413000000000.0,11667000000000.0,11625000000000.0,11264000000000.0,11375000000000.0,11585000000000.0,11258000000000.0,11161000000000.0,11559000000000.0,11410000000000.0,11325000000000.0,11313000000000.0,11153000000000.0,11146000000000.0,11355000000000.0,11308000000000.0,11375000000000.0,11237000000000.0,11313000000000.0,11735000000000.0,11646000000000.0,11753000000000.0,12132000000000.0,12014000000000.0,12427000000000.0
1524,B,False,8563100000000.0,8361100000000.0,8612100000000.0,8632400000000.0,8760300000000.0,8559600000000.0,8860100000000.0,8456900000000.0,8501800000000.0,8383500000000.0,8230200000000.0,8398000000000.0,8569300000000.0,8330000000000.0,8479200000000.0,8920000000000.0,8813900000000.0,8958900000000.0,9033100000000.0,9253300000000.0,9313600000000.0,9303400000000.0,9487300000000.0,9776300000000.0,9905100000000.0,9603600000000.0,9841400000000.0,9940900000000.0,9669200000000.0,9678600000000.0
1525,B,False,3399800000000.0,3496200000000.0,3377500000000.0,3439800000000.0,3447700000000.0,3542900000000.0,3531900000000.0,3603600000000.0,3684000000000.0,3768900000000.0,3761400000000.0,3684500000000.0,4004400000000.0,3894200000000.0,4294300000000.0,4489100000000.0,4751600000000.0,4843700000000.0,5090900000000.0,5309800000000.0,5167000000000.0,5335600000000.0,5073600000000.0,5278800000000.0,5391000000000.0,5084200000000.0,5403600000000.0,5258400000000.0,5309100000000.0,5385000000000.0
1526,B,False,3757800000000.0,3653500000000.0,3605600000000.0,3736000000000.0,3984100000000.0,4153100000000.0,4511000000000.0,4765000000000.0,5741900000000.0,5823700000000.0,6022800000000.0,5829700000000.0,5258800000000.0,5516300000000.0,5990800000000.0,5921400000000.0,6189500000000.0,5749400000000.0,5779600000000.0,5430400000000.0,5063200000000.0,6269700000000.0,5337200000000.0,5610900000000.0,5509800000000.0,6170700000000.0,6332800000000.0,5309300000000.0,5751700000000.0,6541000000000.0
1527,B,False,16225000000000.0,15996000000000.0,16538000000000.0,16242000000000.0,16331000000000.0,16134000000000.0,16105000000000.0,16048000000000.0,16379000000000.0,16494000000000.0,16697000000000.0,17079000000000.0,16559000000000.0,16043000000000.0,15695000000000.0,16024000000000.0,15341000000000.0,14995000000000.0,14556000000000.0,14216000000000.0,14145000000000.0,13850000000000.0,13556000000000.0,13796000000000.0,14145000000000.0,13966000000000.0,14300000000000.0,14062000000000.0,14211000000000.0,14086000000000.0
1528,B,False,816430000000.0,997310000000.0,1118300000000.0,1249100000000.0,1275900000000.0,1493800000000.0,1722300000000.0,1792900000000.0,1926100000000.0,1961800000000.0,2040000000000.0,2136800000000.0,2387000000000.0,2390700000000.0,2419800000000.0,2462900000000.0,2404600000000.0,2590900000000.0,2486400000000.0,2726000000000.0,3104200000000.0,3268900000000.0,3321800000000.0,3218300000000.0,3544000000000.0,3742600000000.0,3782700000000.0,3874200000000.0,3741800000000.0,3862700000000.0
1529,B,False,8840300000000.0,8921300000000.0,9183000000000.0,9346800000000.0,9552900000000.0,9807100000000.0,9873400000000.0,9805600000000.0,9893500000000.0,9968800000000.0,9771200000000.0,9841300000000.0,9571900000000.0,9420100000000.0,9259200000000.0,9177500000000.0,9198500000000.0,8853900000000.0,8924100000000.0,8852700000000.0,8972700000000.0,8998400000000.0,9108200000000.0,9331600000000.0,9211000000000.0,9287600000000.0,9447800000000.0,9438500000000.0,9513600000000.0,9491800000000.0
1530,B,False,22117000000000.0,21739000000000.0,21968000000000.0,21590000000000.0,21271000000000.0,21061000000000.0,21034000000000.0,20995000000000.0,20987000000000.0,20645000000000.0,20362000000000.0,20844000000000.0,21168000000000.0,20678000000000.0,20899000000000.0,20897000000000.0,20687000000000.0,20408000000000.0,20780000000000.0,20565000000000.0,21165000000000.0,20911000000000.0,20926000000000.0,20953000000000.0,21046000000000.0,21310000000000.0,20883000000000.0,20786000000000.0,20849000000000.0,20600000000000.0
1531,B,False,6115400000000.0,6306200000000.0,6659600000000.0,6597500000000.0,6514500000000.0,6629800000000.0,6306600000000.0,6106300000000.0,6087100000000.0,5994800000000.0,6066600000000.0,6095300000000.0,6168900000000.0,5811300000000.0,5692300000000.0,5790100000000.0,5886600000000.0,5885900000000.0,5937000000000.0,6050700000000.0,6340600000000.0,6275600000000.0,6254500000000.0,6375300000000.0,6916600000000.0,7139500000000.0,7175300000000.0,7503500000000.0,7320000000000.0,7513900000000.0
1532,B,False,14535000000000.0,14731000000000.0,14637000000000.0,14656000000000.0,14816000000000.0,14800000000000.0,14276000000000.0,14751000000000.0,14078000000000.0,14283000000000.0,14152000000000.0,14218000000000.0,14189000000000.0,14504000000000.0,14220000000000.0,13932000000000.0,13951000000000.0,13395000000000.0,13830000000000.0,14105000000000.0,13823000000000.0,13956000000000.0,14134000000000.0,14279000000000.0,14269000000000.0,14233000000000.0,14228000000000.0,13770000000000.0,13828000000000.0,13576000000000.0
1533,B,False,2507800000000.0,2339600000000.0,2372000000000.0,2366000000000.0,2521600000000.0,2664500000000.0,2613000000000.0,2597600000000.0,2622700000000.0,2650800000000.0,2563900000000.0,2394600000000.0,2356900000000.0,2789200000000.0,2531200000000.0,2364600000000.0,2442600000000.0,2567900000000.0,2444900000000.0,2570700000000.0,2501200000000.0,2403900000000.0,2450200000000.0,2435000000000.0,2393300000000.0,2678500000000.0,2460200000000.0,2634200000000.0,2591700000000.0,2501300000000.0
1534,B,False,20730000000000.0,19956000000000.0,19883000000000.0,18789000000000.0,19016000000000.0,18303000000000.0,18029000000000.0,18473000000000.0,18067000000000.0,17820000000000.0,18592000000000.0,18223000000000.0,18602000000000.0,18573000000000.0,18772000000000.0,18889000000000.0,18874000000000.0,19777000000000.0,19860000000000.0,20393000000000.0,20394000000000.0,20432000000000.0,20446000000000.0,20378000000000.0,20618000000000.0,20799000000000.0,20605000000000.0,20397000000000.0,20707000000000.0,20805000000000.0
1535,B,True,11404000000000.0,11172000000000.0,11122000000000.0,10891000000000.0,10835000000000.0,10918000000000.0,10976000000000.0,10979000000000.0,10591000000000.0,10771000000000.0,10652000000000.0,10744000000000.0,10815000000000.0,10440000000000.0,10568000000000.0,10214000000000.0,10454000000000.0,10206000000000.0,9938000000000.0,10010000000000.0,10188000000000.0,10143000000000.0,10148000000000.0,10280000000000.0,10478000000000.0,10706000000000.0,10584000000000.0,10510000000000.0,10420000000000.0,10441000000000.0
1536,B,False,5544800000000.0,5729400000000.0,5440200000000.0,5514900000000.0,5393000000000.0,5459900000000.0,5522500000000.0,5553800000000.0,5601900000000.0,5734800000000.0,5655100000000.0,5843100000000.0,5829600000000.0,5850700000000.0,6230900000000.0,6300900000000.0,6275400000000.0,6523600000000.0,6862200000000.0,7139700000000.0,7291700000000.0,7481800000000.0,7350300000000.0,7354300000000.0,7314800000000.0,7175200000000.0,7101500000000.0,7085900000000.0,6849700000000.0,6850500000000.0
1537,B,False,3295000000000.0,3270700000000.0,3158000000000.0,3055000000000.0,2981500000000.0,3045000000000.0,3084800000000.0,3072500000000.0,3003300000000.0,2934500000000.0,3002200000000.0,3025600000000.0,3124100000000.0,3140100000000.0,2995700000000.0,3053100000000.0,2926500000000.0,3077800000000.0,2846200000000.0,2842800000000.0,2817800000000.0,2673100000000.0,2652200000000.0,2562800000000.0,2637900000000.0,2556300000000.0,2550400000000.0,2410600000000.0,2498900000000.0,2609100000000.0
1538,B,False,9880600000000.0,9624800000000.0,9494200000000.0,9843500000000.0,9369800000000.0,9428300000000.0,9288600000000.0,9296100000000.0,9679600000000.0,9661300000000.0,9551900000000.0,9771100000000.0,9600900000000.0,9422100000000.0,9410000000000.0,9699100000000.0,9708300000000.0,9540700000000.0,9842100000000.0,9611800000000.0,10017000000000.0,10034000000000.0,10618000000000.0,9994500000000.0,10385000000000.0,9777400000000.0,10089000000000.0,9807300000000.0,9978500000000.0,9799000000000.0
1539,B,False,3781800000000.0,3439100000000.0,3375200000000.0,3694600000000.0,3463300000000.0,3315300000000.0,3204600000000.0,3185600000000.0,3138600000000.0,3044000000000.0,3081800000000.0,2935300000000.0,2842700000000.0,2745200000000.0,2680200000000.0,2635100000000.0,2481900000000.0,2581500000000.0,2508000000000.0,2430300000000.0,2361200000000.0,2164300000000.0,2262100000000.0,2028100000000.0,1939900000000.0,1759100000000.0,1496900000000.0,1464900000000.0,1243800000000.0,1318000000000.0
1540,B,False,9841300000000.0,9571900000000.0,9420100000000.0,9259200000000.0,9177500000000.0,9198500000000.0,8853900000000.0,8924100000000.0,8852700000000.0,8972700000000.0,8998400000000.0,9108200000000.0,9331600000000.0,9211000000000.0,9287600000000.0,9447800000000.0,9438500000000.0,9513600000000.0,9491800000000.0,9550300000000.0,9535600000000.0,9682600000000.0,9413200000000.0,9645200000000.0,9608200000000.0,9755700000000.0,9669900000000.0,9861100000000.0,9909800000000.0,9814100000000.0
1541,B,True,2044600000000.0,2190100000000.0,2240400000000.0,2078400000000.0,2079200000000.0,2000800000000.0,2008300000000.0,1922000000000.0,1965000000000.0,1909900000000.0,1699700000000.0,1761300000000.0,1732400000000.0,1877100000000.0,1877700000000.0,1880200000000.0,1890200000000.0,1804200000000.0,1934300000000.0,1897300000000.0,1874500000000.0,1915400000000.0,1951600000000.0,2077500000000.0,2252500000000.0,2262600000000.0,2389300000000.0,2188100000000.0,2185200000000.0,2364600000000.0
1542,B,False,8362500000000.0,8670300000000.0,8264200000000.0,9384000000000.0,9179900000000.0,9523900000000.0,10629000000000.0,10933000000000.0,10974000000000.0,9834300000000.0,10069000000000.0,10345000000000.0,8747800000000.0,9657800000000.0,9995800000000.0,8846800000000.0,9748300000000.0,9852500000000.0,11104000000000.0,12404000000000.0,11520000000000.0,11083000000000.0,12515000000000.0,10880000000000.0,11357000000000.0,12446000000000.0,11485000000000.0,12220000000000.0,11149000000000.0,12016000000000.0
1543,B,False,2448600000000.0,2647400000000.0,2834000000000.0,2689400000000.0,3058300000000.0,3019500000000.0,3034100000000.0,3232800000000.0,3174000000000.0,3286700000000.0,3577700000000.0,3880100000000.0,3939400000000.0,4081200000000.0,4260500000000.0,4319500000000.0,4126600000000.0,4497300000000.0,4588700000000.0,4630700000000.0,4832000000000.0,4907800000000.0,5043600000000.0,5325600000000.0,5130400000000.0,5589300000000.0,5616900000000.0,5897400000000.0,5987800000000.0,5945900000000.0
1544,B,False,4316900000000.0,4459900000000.0,4659500000000.0,4894400000000.0,5022000000000.0,4800900000000.0,4819500000000.0,5004700000000.0,5417200000000.0,5293400000000.0,5307400000000.0,5259400000000.0,5510700000000.0,5390900000000.0,5524100000000.0,5870300000000.0,5757800000000.0,6061600000000.0,5882500000000.0,6063000000000.0,6168000000000.0,6177000000000.0,6405100000000.0,6491400000000.0,6283400000000.0,6321000000000.0,6287600000000.0,6465000000000.0,6235400000000.0,6483000000000.0
1545,B,False,25983000000000.0,25421000000000.0,25151000000000.0,24888000000000.0,24731000000000.0,24321000000000.0,24809000000000.0,24676000000000.0,24582000000000.0,24518000000000.0,24674000000000.0,24432000000000.0,24082000000000.0,23903000000000.0,24108000000000.0,24005000000000.0,23869000000000.0,24262000000000.0,24363000000000.0,24767000000000.0,24761000000000.0,24856000000000.0,24948000000000.0,24913000000000.0,24773000000000.0,25015000000000.0,24846000000000.0,25145000000000.0,24393000000000.0,24500000000000.0
1546,B,False,10840000000000.0,10995000000000.0,10637000000000.0,10731000000000.0,10452000000000.0,10636000000000.0,10501000000000.0,10775000000000.0,10552000000000.0,10566000000000.0,10648000000000.0,10426000000000.0,10710000000000.0,10635000000000.0,10759000000000.0,11050000000000.0,11005000000000.0,10988000000000.0,11148000000000.0,11271000000000.0,11072000000000.0,11274000000000.0,10849000000000.0,10633000000000.0,10339000000000.0,10500000000000.0,10214000000000.0,10059000000000.0,9923100000000.0,9799400000000.0
1547,B,False,15118000000000.0,15217000000000.0,15219000000000.0,14860000000000.0,14898000000000.0,15359000000000.0,15492000000000.0,15832000000000.0,16190000000000.0,16210000000000.0,16532000000000.0,16514000000000.0,16424000000000.0,16361000000000.0,16503000000000.0,16280000000000.0,16369000000000.0,16221000000000.0,16397000000000.0,16003000000000.0,16077000000000.0,16220000000000.0,16157000000000.0,16039000000000.0,16439000000000.0,15637000000000.0,15250000000000.0,15148000000000.0,15305000000000.0,15547000000000.0
1548,B,False,1624500000000.0,1660300000000.0,1631900000000.0,1741500000000.0,1666800000000.0,1501500000000.0,1590700000000.0,1500100000000.0,1552400000000.0,1659200000000.0,1600300000000.0,1603700000000.0,1535700000000.0,1371400000000.0,1618800000000.0,1457900000000.0,1440700000000.0,1504300000000.0,1402200000000.0,1417900000000.0,1332600000000.0,1294500000000.0,1225600000000.0,1256700000000.0,1229500000000.0,1219200000000.0,1275400000000.0,1279500000000.0,1225900000000.0,1336100000000.0
1549,B,False,4493900000000.0,4525700000000.0,4650900000000.0,4635300000000.0,4756800000000.0,4919400000000.0,5259100000000.0,5339500000000.0,5463700000000.0,5690700000000.0,5623000000000.0,5599100000000.0,5676600000000.0,5670300000000.0,5461700000000.0,5341900000000.0,5381800000000.0,5495200000000.0,5658400000000.0,5829400000000.0,5727900000000.0,6007700000000.0,6092400000000.0,5971100000000.0,5753400000000.0,6419300000000.0,6489400000000.0,6559200000000.0,6439300000000.0,6607200000000.0
1550,B,False,5797300000000.0,6234400000000.0,7252500000000.0,7473900000000.0,7732400000000.0,7925400000000.0,8701200000000.0,8776600000000.0,8874400000000.0,9040100000000.0,9127000000000.0,9330600000000.0,9053400000000.0,9580100000000.0,10290000000000.0,10329000000000.0,10397000000000.0,10823000000000.0,11098000000000.0,11561000000000.0,11565000000000.0,11259000000000.0,10902000000000.0,10790000000000.0,11387000000000.0,11690000000000.0,11312000000000.0,11478000000000.0,11477000000000.0,11126000000000.0
1551,B,False,4353000000000.0,4453800000000.0,4396700000000.0,4578500000000.0,4534800000000.0,4473400000000.0,4344400000000.0,4338900000000.0,4086000000000.0,4264100000000.0,4190700000000.0,4163800000000.0,4172600000000.0,4265900000000.0,4224000000000.0,4177500000000.0,4201200000000.0,4113000000000.0,4049000000000.0,4199600000000.0,4155000000000.0,4193100000000.0,4111600000000.0,4100500000000.0,4532200000000.0,4515500000000.0,4844000000000.0,4795900000000.0,5074200000000.0,5203500000000.0
1552,B,False,2732200000000.0,2576300000000.0,2465300000000.0,3227400000000.0,2872800000000.0,2925300000000.0,3757800000000.0,3653500000000.0,3605600000000.0,3736000000000.0,3984100000000.0,4153100000000.0,4511000000000.0,4765000000000.0,5741900000000.0,5823700000000.0,6022800000000.0,5829700000000.0,5258800000000.0,5516300000000.0,5990800000000.0,5921400000000.0,6189500000000.0,5749400000000.0,5779600000000.0,5430400000000.0,5063200000000.0,6269700000000.0,5337200000000.0,5610900000000.0
1553,B,False,2145500000000.0,2304000000000.0,2730200000000.0,3001000000000.0,3079300000000.0,3251200000000.0,3643400000000.0,3879600000000.0,3916800000000.0,4005000000000.0,3978900000000.0,4201800000000.0,4212100000000.0,4960600000000.0,5117200000000.0,5534600000000.0,5496600000000.0,5808500000000.0,5580700000000.0,5471000000000.0,5637800000000.0,5752700000000.0,6227500000000.0,6209000000000.0,6259200000000.0,6237100000000.0,6472400000000.0,6365600000000.0,6776900000000.0,6624600000000.0
1554,B,False,4529800000000.0,4623100000000.0,4500900000000.0,4608500000000.0,4407800000000.0,4457700000000.0,4438700000000.0,4376600000000.0,4292100000000.0,4358200000000.0,4409200000000.0,4269200000000.0,4347500000000.0,4319800000000.0,4276800000000.0,4345500000000.0,4326000000000.0,4417300000000.0,4418600000000.0,4355900000000.0,4470600000000.0,4659500000000.0,4488600000000.0,4343200000000.0,4330500000000.0,4258200000000.0,4210600000000.0,4273000000000.0,4252000000000.0,4344400000000.0
1555,B,False,8765800000000.0,8677800000000.0,8719800000000.0,8779500000000.0,9506800000000.0,9414100000000.0,9470600000000.0,9609800000000.0,9542800000000.0,9768900000000.0,9954300000000.0,9880100000000.0,9685300000000.0,9600600000000.0,8889100000000.0,8909600000000.0,8796600000000.0,8621700000000.0,8433100000000.0,8785900000000.0,8644500000000.0,8585100000000.0,8773500000000.0,9005300000000.0,8933800000000.0,9071300000000.0,9125700000000.0,9004000000000.0,9409000000000.0,9546000000000.0
1556,B,False,9574600000000.0,9581800000000.0,9457300000000.0,8971600000000.0,8959700000000.0,9120500000000.0,8971600000000.0,9035000000000.0,8802500000000.0,8663900000000.0,8445300000000.0,8658100000000.0,8694400000000.0,8617400000000.0,8606000000000.0,8692200000000.0,8794900000000.0,8585600000000.0,8538600000000.0,8473700000000.0,8579100000000.0,8741900000000.0,9125400000000.0,8942300000000.0,8551200000000.0,8342100000000.0,8222600000000.0,8156300000000.0,7935000000000.0,8018500000000.0
1557,B,False,12940000000000.0,13286000000000.0,13741000000000.0,13671000000000.0,13447000000000.0,13727000000000.0,13450000000000.0,12876000000000.0,13007000000000.0,13197000000000.0,12370000000000.0,12409000000000.0,12135000000000.0,11829000000000.0,11943000000000.0,12146000000000.0,11854000000000.0,12076000000000.0,11968000000000.0,11953000000000.0,12393000000000.0,12501000000000.0,12817000000000.0,12335000000000.0,12514000000000.0,12382000000000.0,12591000000000.0,11948000000000.0,11447000000000.0,11382000000000.0
1558,B,False,2822800000000.0,2992600000000.0,3004400000000.0,3249300000000.0,3098400000000.0,3129900000000.0,3094500000000.0,3137100000000.0,2689000000000.0,2799400000000.0,2698600000000.0,2630500000000.0,2631700000000.0,2534300000000.0,2468300000000.0,2720400000000.0,2786000000000.0,2906600000000.0,2649100000000.0,2665800000000.0,2612500000000.0,2602900000000.0,2686400000000.0,2758800000000.0,2690200000000.0,2644900000000.0,2629500000000.0,2834100000000.0,2897200000000.0,2809500000000.0
1559,B,False,1971500000000.0,1941000000000.0,2015300000000.0,2035900000000.0,1943300000000.0,1897100000000.0,1964500000000.0,2008800000000.0,2076300000000.0,2064300000000.0,2078900000000.0,2099800000000.0,2006800000000.0,2016800000000.0,1910000000000.0,1963800000000.0,1983600000000.0,2146400000000.0,2153300000000.0,2217800000000.0,2240400000000.0,2340500000000.0,2370300000000.0,2410500000000.0,2281700000000.0,2211400000000.0,2206200000000.0,2163400000000.0,2021100000000.0,1932700000000.0
1560,B,False,7393100000000.0,7245800000000.0,7210600000000.0,7206200000000.0,7236100000000.0,7214300000000.0,7294400000000.0,7212100000000.0,7272900000000.0,7389500000000.0,7252100000000.0,6800000000000.0,7041000000000.0,6797400000000.0,6739500000000.0,6729900000000.0,6948100000000.0,6782300000000.0,6638200000000.0,6730800000000.0,6582800000000.0,6546700000000.0,6720300000000.0,6693300000000.0,6695200000000.0,6659700000000.0,6665000000000.0,6870500000000.0,6612600000000.0,6798800000000.0
1561,B,False,6680900000000.0,6718400000000.0,6838300000000.0,6877500000000.0,6758400000000.0,6820500000000.0,6619400000000.0,6552000000000.0,6417100000000.0,6349500000000.0,6180600000000.0,6000700000000.0,5989900000000.0,6005100000000.0,5897600000000.0,5868300000000.0,5818700000000.0,5794500000000.0,5565000000000.0,5367400000000.0,5479100000000.0,5436200000000.0,5264000000000.0,5335700000000.0,5316800000000.0,5284500000000.0,5519500000000.0,5478000000000.0,5828700000000.0,6001900000000.0
1562,B,False,846820000000.0,878680000000.0,932540000000.0,914140000000.0,954990000000.0,1062000000000.0,1172300000000.0,1195000000000.0,1415000000000.0,1385800000000.0,1522400000000.0,1813000000000.0,2102100000000.0,2422700000000.0,2636200000000.0,2734300000000.0,2502700000000.0,2739300000000.0,2438200000000.0,2612500000000.0,2564200000000.0,2539900000000.0,2707000000000.0,2858100000000.0,3074200000000.0,3144300000000.0,3330700000000.0,3392800000000.0,3480900000000.0,3671000000000.0
1563,B,False,13598000000000.0,13384000000000.0,13268000000000.0,12808000000000.0,12908000000000.0,12830000000000.0,12838000000000.0,12318000000000.0,12167000000000.0,11792000000000.0,11683000000000.0,11751000000000.0,11972000000000.0,11469000000000.0,11355000000000.0,11296000000000.0,11610000000000.0,11521000000000.0,11705000000000.0,11495000000000.0,11870000000000.0,11716000000000.0,12314000000000.0,12223000000000.0,12006000000000.0,12256000000000.0,12002000000000.0,12362000000000.0,12772000000000.0,12698000000000.0
1564,B,False,6549400000000.0,6400100000000.0,6230100000000.0,5980300000000.0,5910800000000.0,5846000000000.0,6180900000000.0,6230200000000.0,6094800000000.0,6025100000000.0,6148400000000.0,6332300000000.0,6208000000000.0,6177900000000.0,6514100000000.0,6436300000000.0,6653700000000.0,6704200000000.0,6842100000000.0,7000300000000.0,7074700000000.0,7191800000000.0,7280600000000.0,7084100000000.0,6781800000000.0,6656200000000.0,6706200000000.0,6494900000000.0,6537200000000.0,6393800000000.0
1565,B,False,7338700000000.0,7541300000000.0,7646100000000.0,7843500000000.0,8079300000000.0,8037900000000.0,7903500000000.0,8304800000000.0,8409700000000.0,8839100000000.0,8948600000000.0,8911800000000.0,8985200000000.0,8929600000000.0,8947400000000.0,8851400000000.0,8593400000000.0,8261100000000.0,7824500000000.0,7826200000000.0,7780000000000.0,7858600000000.0,8045000000000.0,8185400000000.0,8082900000000.0,7975600000000.0,7874900000000.0,7922400000000.0,8092100000000.0,8080000000000.0
1566,B,False,6513500000000.0,6632100000000.0,6502600000000.0,6999500000000.0,6921600000000.0,7181900000000.0,7164700000000.0,7341300000000.0,7521700000000.0,7751900000000.0,7729200000000.0,7703900000000.0,7613700000000.0,7895700000000.0,7589400000000.0,7341800000000.0,7418900000000.0,7225000000000.0,6836500000000.0,6814400000000.0,6784700000000.0,6533200000000.0,6478500000000.0,6638100000000.0,6307000000000.0,6253000000000.0,5837500000000.0,6003800000000.0,5976500000000.0,6089600000000.0
1567,B,False,1839800000000.0,1824200000000.0,1856900000000.0,1811800000000.0,1902200000000.0,1859300000000.0,1753700000000.0,1828800000000.0,1870500000000.0,1900400000000.0,1808600000000.0,1815900000000.0,1869900000000.0,1775100000000.0,1694100000000.0,1661600000000.0,1637900000000.0,1672700000000.0,1622100000000.0,1612800000000.0,1654700000000.0,1783000000000.0,1741700000000.0,1792800000000.0,1730800000000.0,1688400000000.0,1728000000000.0,1727200000000.0,1664200000000.0,1736900000000.0
1568,B,False,4939200000000.0,5917000000000.0,5981700000000.0,5428300000000.0,5852600000000.0,6951500000000.0,6604000000000.0,6775700000000.0,6728200000000.0,7242900000000.0,7730700000000.0,7739100000000.0,7807600000000.0,7132600000000.0,7672900000000.0,7381700000000.0,7201400000000.0,7277100000000.0,7106200000000.0,7010700000000.0,7116000000000.0,7069800000000.0,7387300000000.0,7446400000000.0,7229300000000.0,7320100000000.0,7610000000000.0,7383900000000.0,7667200000000.0,7740900000000.0
1569,B,False,6953800000000.0,7150900000000.0,7242400000000.0,6944000000000.0,6615900000000.0,6540300000000.0,6761400000000.0,6671200000000.0,6083500000000.0,6248900000000.0,6277500000000.0,6155500000000.0,6025500000000.0,6021800000000.0,5903700000000.0,6107800000000.0,6047400000000.0,6109500000000.0,5873700000000.0,5353200000000.0,5501300000000.0,5512900000000.0,5552900000000.0,5851800000000.0,5732000000000.0,6390700000000.0,6946000000000.0,6995700000000.0,7205100000000.0,7248900000000.0
1570,B,False,2445900000000.0,2261200000000.0,2161300000000.0,2180500000000.0,2226400000000.0,2166200000000.0,2346200000000.0,2319200000000.0,2265500000000.0,2222000000000.0,2349900000000.0,2429900000000.0,2357300000000.0,2400900000000.0,2332400000000.0,2327500000000.0,2410500000000.0,2378200000000.0,2388800000000.0,2395300000000.0,2241700000000.0,2413900000000.0,2532800000000.0,2509500000000.0,2609300000000.0,2637000000000.0,2601700000000.0,2577300000000.0,2525100000000.0,2464200000000.0
