,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30
654,C,False,63797000000000.0,64807000000000.0,64745000000000.0,64143000000000.0,64026000000000.0,63769000000000.0,63312000000000.0,62739000000000.0,61842000000000.0,61492000000000.0,60461000000000.0,60243000000000.0,60916000000000.0,60112000000000.0,60195000000000.0,59640000000000.0,58756000000000.0,59614000000000.0,59350000000000.0,58472000000000.0,57894000000000.0,58961000000000.0,58240000000000.0,58067000000000.0,58641000000000.0,58616000000000.0,58371000000000.0,58240000000000.0,57801000000000.0,59209000000000.0
655,C,False,16430000000000.0,16758000000000.0,16815000000000.0,17083000000000.0,17173000000000.0,17012000000000.0,17214000000000.0,17399000000000.0,17392000000000.0,17606000000000.0,18238000000000.0,18308000000000.0,18808000000000.0,18686000000000.0,17994000000000.0,18518000000000.0,18061000000000.0,17928000000000.0,17695000000000.0,17336000000000.0,16980000000000.0,16938000000000.0,16939000000000.0,17322000000000.0,16918000000000.0,16511000000000.0,16934000000000.0,17111000000000.0,17902000000000.0,17301000000000.0
656,C,False,25330000000000.0,25732000000000.0,25615000000000.0,25975000000000.0,26290000000000.0,26174000000000.0,26170000000000.0,26608000000000.0,26953000000000.0,26982000000000.0,27111000000000.0,27078000000000.0,27138000000000.0,27692000000000.0,27815000000000.0,27820000000000.0,28538000000000.0,29666000000000.0,29762000000000.0,29743000000000.0,30299000000000.0,30901000000000.0,30079000000000.0,30412000000000.0,30551000000000.0,30263000000000.0,29157000000000.0,28928000000000.0,28805000000000.0,28823000000000.0
657,C,False,7500000000000.0,7752800000000.0,7791500000000.0,7842000000000.0,7711400000000.0,7830900000000.0,7612500000000.0,7464600000000.0,7392600000000.0,7280100000000.0,7343000000000.0,7306000000000.0,7532300000000.0,7508600000000.0,7383300000000.0,7304600000000.0,7283100000000.0,7366400000000.0,7513200000000.0,7720000000000.0,7390300000000.0,7540000000000.0,7538800000000.0,7728700000000.0,7793200000000.0,7981500000000.0,8111800000000.0,8005800000000.0,8094500000000.0,8030700000000.0
658,C,False,38688000000000.0,39414000000000.0,39367000000000.0,39454000000000.0,38534000000000.0,38404000000000.0,38067000000000.0,38293000000000.0,37821000000000.0,39068000000000.0,38383000000000.0,37595000000000.0,37792000000000.0,37520000000000.0,38837000000000.0,38281000000000.0,37664000000000.0,37209000000000.0,36863000000000.0,36205000000000.0,36300000000000.0,36221000000000.0,35670000000000.0,35434000000000.0,35419000000000.0,34706000000000.0,34568000000000.0,35018000000000.0,34885000000000.0,34844000000000.0
659,C,False,42296000000000.0,41473000000000.0,42192000000000.0,41627000000000.0,41684000000000.0,42165000000000.0,41351000000000.0,41707000000000.0,41790000000000.0,41546000000000.0,41747000000000.0,41443000000000.0,41057000000000.0,41786000000000.0,40876000000000.0,40861000000000.0,41125000000000.0,41024000000000.0,40512000000000.0,39878000000000.0,39607000000000.0,39989000000000.0,39659000000000.0,39198000000000.0,39171000000000.0,39452000000000.0,38193000000000.0,38771000000000.0,38802000000000.0,38390000000000.0
660,C,False,48384000000000.0,47087000000000.0,47495000000000.0,48052000000000.0,47102000000000.0,47409000000000.0,47568000000000.0,47303000000000.0,47080000000000.0,47639000000000.0,46666000000000.0,46373000000000.0,47027000000000.0,46771000000000.0,45878000000000.0,45867000000000.0,46106000000000.0,45883000000000.0,46321000000000.0,46020000000000.0,46293000000000.0,46664000000000.0,46118000000000.0,46632000000000.0,46939000000000.0,46309000000000.0,47343000000000.0,47517000000000.0,47323000000000.0,47036000000000.0
661,C,False,2705400000000.0,2653500000000.0,2678300000000.0,2627300000000.0,2553700000000.0,2571800000000.0,2488000000000.0,2442400000000.0,2325600000000.0,2296100000000.0,2288000000000.0,2225300000000.0,2238400000000.0,2270300000000.0,2228800000000.0,2219600000000.0,2270800000000.0,2366700000000.0,2312000000000.0,2294000000000.0,2366900000000.0,2365600000000.0,2337600000000.0,2342900000000.0,2402200000000.0,2513900000000.0,2540500000000.0,2487500000000.0,2475500000000.0,2464400000000.0
662,C,False,9442200000000.0,9675500000000.0,9644600000000.0,9893700000000.0,9841100000000.0,9939100000000.0,9975400000000.0,10185000000000.0,10165000000000.0,10160000000000.0,10187000000000.0,10331000000000.0,10526000000000.0,10967000000000.0,11004000000000.0,10813000000000.0,10964000000000.0,10957000000000.0,11263000000000.0,10925000000000.0,10835000000000.0,11234000000000.0,11248000000000.0,11321000000000.0,11103000000000.0,10909000000000.0,11241000000000.0,11009000000000.0,10879000000000.0,10899000000000.0
663,C,False,30808000000000.0,31470000000000.0,32185000000000.0,32375000000000.0,32408000000000.0,32875000000000.0,32043000000000.0,32388000000000.0,32130000000000.0,32651000000000.0,32710000000000.0,32652000000000.0,33111000000000.0,32721000000000.0,32429000000000.0,33445000000000.0,33090000000000.0,33075000000000.0,33145000000000.0,33392000000000.0,33557000000000.0,34106000000000.0,33435000000000.0,34219000000000.0,34096000000000.0,33867000000000.0,33473000000000.0,33593000000000.0,33564000000000.0,34171000000000.0
664,C,False,33971000000000.0,35243000000000.0,35279000000000.0,36067000000000.0,37494000000000.0,38185000000000.0,37754000000000.0,37096000000000.0,38052000000000.0,38998000000000.0,38610000000000.0,38624000000000.0,39559000000000.0,40045000000000.0,40782000000000.0,41662000000000.0,40084000000000.0,41109000000000.0,41678000000000.0,42528000000000.0,41724000000000.0,42106000000000.0,41171000000000.0,42251000000000.0,43323000000000.0,43417000000000.0,41444000000000.0,42795000000000.0,42733000000000.0,44228000000000.0
665,C,False,14780000000000.0,14415000000000.0,14745000000000.0,14928000000000.0,15204000000000.0,15660000000000.0,15504000000000.0,15862000000000.0,15725000000000.0,16071000000000.0,16276000000000.0,16243000000000.0,15865000000000.0,15773000000000.0,15554000000000.0,15761000000000.0,15487000000000.0,15356000000000.0,15476000000000.0,15671000000000.0,15496000000000.0,15802000000000.0,15347000000000.0,15613000000000.0,15629000000000.0,15510000000000.0,15128000000000.0,15662000000000.0,15369000000000.0,15402000000000.0
666,C,False,25782000000000.0,26480000000000.0,26493000000000.0,26093000000000.0,25438000000000.0,24716000000000.0,24354000000000.0,23778000000000.0,22939000000000.0,22718000000000.0,22542000000000.0,22067000000000.0,22036000000000.0,21969000000000.0,21864000000000.0,21468000000000.0,21352000000000.0,20483000000000.0,19893000000000.0,20247000000000.0,20079000000000.0,21794000000000.0,20147000000000.0,20671000000000.0,20495000000000.0,21953000000000.0,22130000000000.0,22362000000000.0,23396000000000.0,23432000000000.0
667,C,False,7770100000000.0,7655800000000.0,7554600000000.0,7671700000000.0,7529800000000.0,7494500000000.0,7566300000000.0,7567500000000.0,7797100000000.0,7923200000000.0,7756500000000.0,7628200000000.0,7489200000000.0,7475700000000.0,7545700000000.0,7493300000000.0,7491100000000.0,7565500000000.0,7590000000000.0,7519500000000.0,7534700000000.0,7324700000000.0,7309800000000.0,7511000000000.0,7340900000000.0,7171400000000.0,7055400000000.0,7394100000000.0,7042400000000.0,7075800000000.0
668,C,False,139260000000000.0,139200000000000.0,139400000000000.0,139560000000000.0,139210000000000.0,141340000000000.0,141670000000000.0,142020000000000.0,141700000000000.0,141580000000000.0,141250000000000.0,140640000000000.0,138820000000000.0,140930000000000.0,139740000000000.0,139140000000000.0,138730000000000.0,137260000000000.0,137990000000000.0,137110000000000.0,137850000000000.0,136680000000000.0,135840000000000.0,136320000000000.0,136960000000000.0,135630000000000.0,135880000000000.0,136450000000000.0,136100000000000.0,136800000000000.0
669,C,False,28460000000000.0,27989000000000.0,27775000000000.0,28037000000000.0,28424000000000.0,29128000000000.0,29422000000000.0,29559000000000.0,29440000000000.0,29362000000000.0,30102000000000.0,30136000000000.0,30128000000000.0,29834000000000.0,29905000000000.0,29879000000000.0,30181000000000.0,30999000000000.0,31695000000000.0,31838000000000.0,32049000000000.0,31736000000000.0,31943000000000.0,31819000000000.0,32479000000000.0,33557000000000.0,34229000000000.0,34240000000000.0,34389000000000.0,33761000000000.0
670,C,False,90218000000000.0,89136000000000.0,89222000000000.0,223790000000000.0,91438000000000.0,89710000000000.0,89689000000000.0,89445000000000.0,89431000000000.0,89645000000000.0,88992000000000.0,89178000000000.0,87911000000000.0,88672000000000.0,89307000000000.0,88062000000000.0,87389000000000.0,87022000000000.0,86571000000000.0,86305000000000.0,86823000000000.0,86405000000000.0,87416000000000.0,88132000000000.0,86682000000000.0,85714000000000.0,86272000000000.0,86222000000000.0,87110000000000.0,87001000000000.0
671,C,False,18858000000000.0,18411000000000.0,18361000000000.0,18349000000000.0,17978000000000.0,18287000000000.0,18521000000000.0,18528000000000.0,18426000000000.0,18436000000000.0,19580000000000.0,19581000000000.0,19097000000000.0,19550000000000.0,20026000000000.0,18699000000000.0,18823000000000.0,19131000000000.0,18880000000000.0,18932000000000.0,18899000000000.0,19954000000000.0,18814000000000.0,18485000000000.0,18429000000000.0,18029000000000.0,17999000000000.0,17723000000000.0,17994000000000.0,18339000000000.0
672,C,False,25541000000000.0,25606000000000.0,26080000000000.0,25424000000000.0,25601000000000.0,25679000000000.0,25823000000000.0,25909000000000.0,25741000000000.0,25612000000000.0,25747000000000.0,25915000000000.0,25951000000000.0,26132000000000.0,26645000000000.0,26548000000000.0,26610000000000.0,26863000000000.0,27053000000000.0,27097000000000.0,27530000000000.0,27048000000000.0,27230000000000.0,27379000000000.0,27378000000000.0,27225000000000.0,27058000000000.0,26899000000000.0,27036000000000.0,26935000000000.0
673,C,False,87911000000000.0,88672000000000.0,89307000000000.0,88062000000000.0,87389000000000.0,87022000000000.0,86571000000000.0,86305000000000.0,86823000000000.0,86405000000000.0,87416000000000.0,88132000000000.0,86682000000000.0,85714000000000.0,86272000000000.0,86222000000000.0,87110000000000.0,87001000000000.0,87026000000000.0,86904000000000.0,87072000000000.0,87964000000000.0,89093000000000.0,88967000000000.0,88141000000000.0,88471000000000.0,89722000000000.0,89116000000000.0,88286000000000.0,88268000000000.0
674,C,False,45736000000000.0,45828000000000.0,46082000000000.0,46160000000000.0,45675000000000.0,45803000000000.0,45705000000000.0,45755000000000.0,45369000000000.0,45884000000000.0,45163000000000.0,45431000000000.0,45149000000000.0,45980000000000.0,45603000000000.0,45161000000000.0,46430000000000.0,45715000000000.0,45291000000000.0,46247000000000.0,45722000000000.0,45783000000000.0,46017000000000.0,46126000000000.0,46614000000000.0,46417000000000.0,46362000000000.0,45781000000000.0,45824000000000.0,45595000000000.0
675,C,False,66129000000000.0,66293000000000.0,66483000000000.0,65936000000000.0,65902000000000.0,66642000000000.0,67862000000000.0,68573000000000.0,68533000000000.0,68799000000000.0,68180000000000.0,68007000000000.0,68526000000000.0,67979000000000.0,67227000000000.0,67652000000000.0,67390000000000.0,67677000000000.0,67365000000000.0,68091000000000.0,66470000000000.0,66528000000000.0,66916000000000.0,67429000000000.0,66962000000000.0,68080000000000.0,68020000000000.0,68409000000000.0,69040000000000.0,68449000000000.0
676,C,False,18141000000000.0,17395000000000.0,17149000000000.0,16541000000000.0,17082000000000.0,16641000000000.0,16583000000000.0,16193000000000.0,15990000000000.0,15827000000000.0,15997000000000.0,15814000000000.0,15812000000000.0,16268000000000.0,16049000000000.0,16035000000000.0,15939000000000.0,16110000000000.0,16148000000000.0,16138000000000.0,15952000000000.0,15894000000000.0,15628000000000.0,15576000000000.0,15890000000000.0,15984000000000.0,16026000000000.0,16360000000000.0,15857000000000.0,16002000000000.0
677,C,False,9253300000000.0,9573800000000.0,9150300000000.0,9224100000000.0,9389300000000.0,9166500000000.0,8760600000000.0,8628400000000.0,8372800000000.0,8175600000000.0,7584500000000.0,7501000000000.0,7425800000000.0,7020400000000.0,7032000000000.0,6906200000000.0,6896000000000.0,6660200000000.0,7227500000000.0,7348300000000.0,7155900000000.0,7301200000000.0,7043700000000.0,6883800000000.0,6982500000000.0,6848200000000.0,6674200000000.0,6914200000000.0,6797700000000.0,6754500000000.0
678,C,False,44600000000000.0,45296000000000.0,45363000000000.0,44381000000000.0,43795000000000.0,43520000000000.0,46217000000000.0,44063000000000.0,44339000000000.0,43487000000000.0,43267000000000.0,44544000000000.0,44807000000000.0,45530000000000.0,45122000000000.0,46188000000000.0,44872000000000.0,47214000000000.0,46515000000000.0,45562000000000.0,46308000000000.0,49206000000000.0,47472000000000.0,48091000000000.0,47791000000000.0,49046000000000.0,48625000000000.0,49475000000000.0,53022000000000.0,49845000000000.0
679,C,False,216290000000.0,318290000000.0,375490000000.0,765080000000.0,875090000000.0,924150000000.0,1182800000000.0,1329700000000.0,1782100000000.0,2059200000000.0,2178400000000.0,2379200000000.0,3134000000000.0,2607200000000.0,2903900000000.0,3437500000000.0,3649200000000.0,3857500000000.0,4164900000000.0,4490700000000.0,4588100000000.0,4953300000000.0,5226200000000.0,5245200000000.0,5352100000000.0,5766300000000.0,5965500000000.0,6643100000000.0,6485800000000.0,6735000000000.0
680,C,False,15923000000000.0,15580000000000.0,15345000000000.0,15803000000000.0,14943000000000.0,14708000000000.0,15217000000000.0,14735000000000.0,14951000000000.0,15225000000000.0,14756000000000.0,14872000000000.0,14932000000000.0,14845000000000.0,14580000000000.0,15059000000000.0,14565000000000.0,14375000000000.0,14221000000000.0,14347000000000.0,14666000000000.0,15025000000000.0,15017000000000.0,15013000000000.0,15167000000000.0,15403000000000.0,15359000000000.0,15273000000000.0,15038000000000.0,14937000000000.0
681,C,False,42065000000000.0,42160000000000.0,42371000000000.0,41607000000000.0,41205000000000.0,40775000000000.0,40953000000000.0,41254000000000.0,40869000000000.0,40591000000000.0,40110000000000.0,40431000000000.0,40419000000000.0,40275000000000.0,40862000000000.0,40927000000000.0,40610000000000.0,41576000000000.0,40835000000000.0,41286000000000.0,41153000000000.0,41301000000000.0,42429000000000.0,41901000000000.0,41542000000000.0,41595000000000.0,41291000000000.0,41010000000000.0,41133000000000.0,40042000000000.0
682,C,False,23026000000000.0,22676000000000.0,22357000000000.0,22781000000000.0,22722000000000.0,22150000000000.0,22850000000000.0,22261000000000.0,22541000000000.0,22722000000000.0,22786000000000.0,22715000000000.0,23391000000000.0,22631000000000.0,22689000000000.0,23064000000000.0,23057000000000.0,23821000000000.0,24452000000000.0,24686000000000.0,25656000000000.0,26329000000000.0,25990000000000.0,26703000000000.0,26424000000000.0,26481000000000.0,26563000000000.0,26782000000000.0,26727000000000.0,26761000000000.0
683,C,False,34021000000000.0,35133000000000.0,34845000000000.0,34424000000000.0,34375000000000.0,34281000000000.0,35058000000000.0,34593000000000.0,35161000000000.0,36447000000000.0,35824000000000.0,35577000000000.0,35567000000000.0,35374000000000.0,35990000000000.0,36427000000000.0,35319000000000.0,35523000000000.0,36465000000000.0,37456000000000.0,37341000000000.0,38341000000000.0,35589000000000.0,36960000000000.0,37317000000000.0,35980000000000.0,35141000000000.0,34349000000000.0,35127000000000.0,35830000000000.0
684,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12116000000.0,98254000000.0,250630000000.0,376010000000.0,476560000000.0,610670000000.0,941860000000.0,971310000000.0,905680000000.0,1226000000000.0,1260800000000.0,985590000000.0,1069200000000.0,1750400000000.0,1639200000000.0,2047500000000.0,2089400000000.0,2043900000000.0,2411900000000.0,1745400000000.0,1928700000000.0,1930500000000.0,2120900000000.0
685,C,False,1916500000000.0,1839100000000.0,1781800000000.0,1804100000000.0,1680000000000.0,1733200000000.0,1781500000000.0,1824900000000.0,1799000000000.0,1959300000000.0,1963300000000.0,2023000000000.0,2146400000000.0,2327400000000.0,2659500000000.0,2852700000000.0,3202100000000.0,3222300000000.0,3054600000000.0,3029100000000.0,3149200000000.0,3127200000000.0,3243100000000.0,3160600000000.0,3158400000000.0,3241100000000.0,3197200000000.0,3415000000000.0,3196600000000.0,3116000000000.0
686,C,False,1944100000000.0,1946800000000.0,1927400000000.0,2041200000000.0,1941700000000.0,2038500000000.0,1872200000000.0,2028400000000.0,2030300000000.0,2042400000000.0,2038000000000.0,2115600000000.0,2273500000000.0,2182700000000.0,2591400000000.0,3038100000000.0,3230900000000.0,3413000000000.0,3594600000000.0,4377600000000.0,4319300000000.0,4497400000000.0,5151800000000.0,5037200000000.0,4995300000000.0,5118900000000.0,5135700000000.0,5459000000000.0,5733500000000.0,5780400000000.0
687,C,False,22900000000000.0,22966000000000.0,23416000000000.0,23068000000000.0,22840000000000.0,22995000000000.0,22645000000000.0,22759000000000.0,23802000000000.0,23771000000000.0,24081000000000.0,24433000000000.0,24674000000000.0,24314000000000.0,24626000000000.0,24780000000000.0,25735000000000.0,26466000000000.0,27099000000000.0,27113000000000.0,27781000000000.0,27516000000000.0,27535000000000.0,27546000000000.0,26542000000000.0,26340000000000.0,25784000000000.0,25870000000000.0,25676000000000.0,26405000000000.0
688,C,False,10655000000000.0,10195000000000.0,11885000000000.0,9655000000000.0,10066000000000.0,10621000000000.0,9706400000000.0,9395100000000.0,9458800000000.0,11849000000000.0,9772000000000.0,9892600000000.0,9920500000000.0,10220000000000.0,12415000000000.0,10573000000000.0,10528000000000.0,11059000000000.0,11425000000000.0,11183000000000.0,11365000000000.0,11808000000000.0,11794000000000.0,11682000000000.0,11850000000000.0,11442000000000.0,11939000000000.0,12283000000000.0,12155000000000.0,11984000000000.0
689,C,False,17498000000000.0,17831000000000.0,17848000000000.0,17369000000000.0,16879000000000.0,17115000000000.0,17316000000000.0,17660000000000.0,17478000000000.0,17479000000000.0,17772000000000.0,17667000000000.0,17711000000000.0,17923000000000.0,17617000000000.0,17811000000000.0,17503000000000.0,17980000000000.0,18112000000000.0,18303000000000.0,17757000000000.0,18096000000000.0,18057000000000.0,18550000000000.0,18624000000000.0,18778000000000.0,18941000000000.0,18807000000000.0,18996000000000.0,19196000000000.0
690,C,False,16908000000000.0,17316000000000.0,16931000000000.0,16885000000000.0,16950000000000.0,16866000000000.0,16506000000000.0,16458000000000.0,16403000000000.0,16478000000000.0,16597000000000.0,16598000000000.0,16684000000000.0,16542000000000.0,16828000000000.0,16954000000000.0,16884000000000.0,17023000000000.0,17179000000000.0,17303000000000.0,17169000000000.0,17211000000000.0,17648000000000.0,17507000000000.0,17849000000000.0,17881000000000.0,17936000000000.0,18101000000000.0,18409000000000.0,18516000000000.0
691,C,False,8132900000000.0,8208100000000.0,8080400000000.0,8112000000000.0,8322300000000.0,8157600000000.0,7996400000000.0,8405500000000.0,8239100000000.0,8184600000000.0,8240300000000.0,8196500000000.0,8236800000000.0,8220200000000.0,8107600000000.0,8153900000000.0,8173600000000.0,7782300000000.0,7629500000000.0,7762900000000.0,7912500000000.0,7742200000000.0,7569300000000.0,7887700000000.0,7815700000000.0,7642200000000.0,7820800000000.0,7876300000000.0,7892000000000.0,7818000000000.0
692,C,False,4493700000000.0,4636700000000.0,4455300000000.0,4979200000000.0,5705500000000.0,5491600000000.0,5563300000000.0,5083000000000.0,5770600000000.0,6204700000000.0,6974400000000.0,7210400000000.0,7734700000000.0,7343000000000.0,7876600000000.0,7927700000000.0,8322700000000.0,8102900000000.0,8308400000000.0,8382900000000.0,8830700000000.0,9058200000000.0,8459000000000.0,9315600000000.0,9015900000000.0,9423200000000.0,9537100000000.0,10105000000000.0,10311000000000.0,10142000000000.0
693,C,False,86128000000000.0,86923000000000.0,89638000000000.0,90077000000000.0,92443000000000.0,94582000000000.0,95108000000000.0,97143000000000.0,96674000000000.0,96196000000000.0,94864000000000.0,93005000000000.0,92985000000000.0,91253000000000.0,91302000000000.0,91124000000000.0,90899000000000.0,90581000000000.0,90945000000000.0,90281000000000.0,90516000000000.0,91022000000000.0,89760000000000.0,89585000000000.0,90021000000000.0,90668000000000.0,91430000000000.0,92022000000000.0,91426000000000.0,91350000000000.0
694,C,False,9183200000000.0,8554800000000.0,8686700000000.0,8124200000000.0,8721400000000.0,7971500000000.0,8796200000000.0,7286300000000.0,7279800000000.0,6906200000000.0,6773400000000.0,6560700000000.0,6732500000000.0,5910300000000.0,5467300000000.0,5319500000000.0,5039400000000.0,5701700000000.0,5225800000000.0,4911900000000.0,4661400000000.0,4680500000000.0,4300900000000.0,4208700000000.0,4053800000000.0,3859900000000.0,3768600000000.0,3520100000000.0,3099500000000.0,2948400000000.0
695,C,False,53929000000000.0,54620000000000.0,54628000000000.0,55528000000000.0,55176000000000.0,55784000000000.0,55473000000000.0,55380000000000.0,56095000000000.0,55941000000000.0,56024000000000.0,55917000000000.0,56783000000000.0,55433000000000.0,55491000000000.0,55560000000000.0,55392000000000.0,55240000000000.0,54743000000000.0,54362000000000.0,54748000000000.0,54021000000000.0,54092000000000.0,54438000000000.0,54591000000000.0,54259000000000.0,53740000000000.0,53835000000000.0,53945000000000.0,53982000000000.0
696,C,False,53258000000000.0,53389000000000.0,53378000000000.0,53462000000000.0,53104000000000.0,53319000000000.0,53258000000000.0,53556000000000.0,53645000000000.0,52389000000000.0,52748000000000.0,51940000000000.0,52541000000000.0,52701000000000.0,53471000000000.0,52604000000000.0,52858000000000.0,52894000000000.0,52951000000000.0,52401000000000.0,52850000000000.0,51855000000000.0,51647000000000.0,51375000000000.0,51161000000000.0,50985000000000.0,50546000000000.0,50733000000000.0,50184000000000.0,50677000000000.0
697,C,False,5071200000000.0,4441500000000.0,5008200000000.0,4758700000000.0,4892500000000.0,5723500000000.0,5144300000000.0,5532300000000.0,5204300000000.0,5328800000000.0,5537300000000.0,5688100000000.0,6453800000000.0,6251000000000.0,5959500000000.0,6246900000000.0,6102500000000.0,7667100000000.0,8441500000000.0,8311600000000.0,7846500000000.0,8108100000000.0,6951000000000.0,7590700000000.0,8037200000000.0,9565300000000.0,8668300000000.0,8822700000000.0,9883200000000.0,9010300000000.0
698,C,False,97698000000000.0,97598000000000.0,98975000000000.0,99914000000000.0,97953000000000.0,99029000000000.0,97690000000000.0,97996000000000.0,97765000000000.0,98376000000000.0,97903000000000.0,98507000000000.0,97840000000000.0,97457000000000.0,96295000000000.0,96070000000000.0,97286000000000.0,97510000000000.0,97004000000000.0,97089000000000.0,97964000000000.0,97783000000000.0,98617000000000.0,98375000000000.0,99200000000000.0,99225000000000.0,99905000000000.0,101160000000000.0,100860000000000.0,101960000000000.0
699,C,False,21601000000000.0,21774000000000.0,21928000000000.0,22130000000000.0,22059000000000.0,22329000000000.0,23176000000000.0,23158000000000.0,23609000000000.0,24414000000000.0,24807000000000.0,25388000000000.0,25713000000000.0,26188000000000.0,26664000000000.0,27376000000000.0,28419000000000.0,29093000000000.0,29283000000000.0,29409000000000.0,29669000000000.0,29780000000000.0,29318000000000.0,28936000000000.0,28689000000000.0,28687000000000.0,28300000000000.0,28471000000000.0,28356000000000.0,28105000000000.0
700,C,False,60321000000.0,132250000000.0,144940000000.0,157750000000.0,263780000000.0,400930000000.0,1087700000000.0,956550000000.0,1480500000000.0,1648700000000.0,1800900000000.0,1787500000000.0,1924100000000.0,1880300000000.0,1927200000000.0,1909100000000.0,1905900000000.0,1764800000000.0,1702600000000.0,1740600000000.0,1632500000000.0,1586200000000.0,1518900000000.0,1671300000000.0,1715100000000.0,1645500000000.0,1697800000000.0,3267800000000.0,1748400000000.0,1918100000000.0
701,C,False,34015000000000.0,34764000000000.0,34771000000000.0,34732000000000.0,34704000000000.0,34439000000000.0,34105000000000.0,33394000000000.0,33223000000000.0,33013000000000.0,32558000000000.0,32259000000000.0,32682000000000.0,33085000000000.0,33010000000000.0,33096000000000.0,32893000000000.0,32449000000000.0,32808000000000.0,33313000000000.0,32823000000000.0,32898000000000.0,33346000000000.0,33827000000000.0,33837000000000.0,33903000000000.0,34209000000000.0,34056000000000.0,34357000000000.0,34088000000000.0
702,C,False,24196000000000.0,24144000000000.0,23683000000000.0,23717000000000.0,23451000000000.0,23526000000000.0,23178000000000.0,23369000000000.0,22947000000000.0,22922000000000.0,23393000000000.0,23148000000000.0,22978000000000.0,22609000000000.0,22903000000000.0,22390000000000.0,22727000000000.0,22227000000000.0,22350000000000.0,22573000000000.0,22372000000000.0,22323000000000.0,21972000000000.0,22266000000000.0,22144000000000.0,22025000000000.0,21796000000000.0,21194000000000.0,21430000000000.0,21405000000000.0
703,C,False,6740700000000.0,6331400000000.0,6676900000000.0,6903200000000.0,6669900000000.0,6646700000000.0,6743500000000.0,6582600000000.0,6260600000000.0,6319400000000.0,6455200000000.0,6276300000000.0,6974900000000.0,6783700000000.0,6950100000000.0,6633400000000.0,6453000000000.0,7354400000000.0,6726300000000.0,6644300000000.0,7663800000000.0,7238800000000.0,7266600000000.0,7669100000000.0,7310100000000.0,7010800000000.0,6934600000000.0,7454900000000.0,7799200000000.0,7631100000000.0
704,C,False,6671500000000.0,6486000000000.0,6527300000000.0,6465800000000.0,6576500000000.0,6747800000000.0,7048400000000.0,7011100000000.0,7036200000000.0,7246600000000.0,7217400000000.0,7245100000000.0,7597100000000.0,7474000000000.0,7741000000000.0,7961200000000.0,7821200000000.0,7703500000000.0,7749500000000.0,7472100000000.0,7618600000000.0,7449600000000.0,7283100000000.0,7010600000000.0,7183200000000.0,7332400000000.0,7181000000000.0,7343400000000.0,7517100000000.0,7612900000000.0
705,C,False,0.0,0.0,9993200000.0,16014000000.0,21981000000.0,24640000000.0,50557000000.0,72241000000.0,61811000000.0,70298000000.0,48058000000.0,150130000000.0,194120000000.0,269590000000.0,576260000000.0,924150000000.0,1106900000000.0,1444700000000.0,2567000000000.0,2928100000000.0,3035400000000.0,3516700000000.0,4284200000000.0,3944600000000.0,4535300000000.0,4688900000000.0,4680800000000.0,4465500000000.0,4489600000000.0,4349300000000.0
706,C,False,31661000000000.0,31809000000000.0,31503000000000.0,31757000000000.0,31442000000000.0,31856000000000.0,32005000000000.0,32105000000000.0,32439000000000.0,32625000000000.0,32770000000000.0,33170000000000.0,33063000000000.0,33728000000000.0,33918000000000.0,33933000000000.0,33770000000000.0,32756000000000.0,32782000000000.0,32898000000000.0,32767000000000.0,32318000000000.0,32836000000000.0,32339000000000.0,31920000000000.0,31366000000000.0,31350000000000.0,31633000000000.0,31141000000000.0,31848000000000.0
707,C,False,20803000000000.0,20441000000000.0,21068000000000.0,20774000000000.0,21764000000000.0,21708000000000.0,22662000000000.0,22815000000000.0,23464000000000.0,23879000000000.0,24754000000000.0,25254000000000.0,25274000000000.0,25267000000000.0,25051000000000.0,25412000000000.0,25548000000000.0,25176000000000.0,24503000000000.0,24598000000000.0,24287000000000.0,24598000000000.0,23935000000000.0,24108000000000.0,24040000000000.0,24351000000000.0,24017000000000.0,23745000000000.0,23932000000000.0,24268000000000.0
708,C,True,24851000000000.0,24673000000000.0,25042000000000.0,25780000000000.0,25814000000000.0,25659000000000.0,25930000000000.0,26342000000000.0,27019000000000.0,27077000000000.0,27117000000000.0,27745000000000.0,28486000000000.0,28139000000000.0,28444000000000.0,28574000000000.0,28470000000000.0,28396000000000.0,29022000000000.0,29276000000000.0,28768000000000.0,29254000000000.0,29486000000000.0,30073000000000.0,30543000000000.0,31157000000000.0,31617000000000.0,31699000000000.0,31897000000000.0,32858000000000.0
