,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30
529,M,False,27.448,28.091,28.27,28.654,27.447,27.878,27.356,27.185,27.672,27.934,27.376,27.218,27.846,27.495,26.969,26.816,25.973,26.003,25.7,25.541,25.945,26.337,25.926,24.868,25.887,25.25,24.234,24.893,24.568,24.002
530,M,False,43.843,43.677,44.038,44.083,44.356,44.517,44.7,45.07,45.374,45.321,45.155,45.269,45.518,45.868,45.71,45.869,45.75,45.637,45.348,45.246,44.792,44.358,44.224,44.335,43.65,43.948,43.69,44.654,45.049,44.958
531,M,False,21.158,21.426,20.669,20.158,20.181,20.758,21.04,20.699,20.217,20.571,20.281,19.812,20.129,19.596,19.714,18.876,18.796,18.97,19.438,19.017,18.804,18.938,18.934,18.681,18.611,18.179,18.311,18.153,18.751,18.717
532,M,False,28.953,29.396,28.173,27.225,29.106,27.236,24.925,27.443,25.288,27.971,26.562,27.961,29.806,26.614,30.14,29.057,30.888,30.97,30.53,31.317,32.102,30.583,31.815,31.064,31.165,30.809,31.392,30.724,32.724,32.589
533,M,False,37.946,38.473,38.939,38.99,39.128,39.711,40.228,40.523,40.581,40.163,39.373,39.167,38.046,38.426,39.579,38.819,39.486,39.49,39.603,39.94,39.569,40.3,40.433,39.922,41.539,40.494,40.818,40.381,40.835,40.559
534,M,False,14.081,14.221,14.217,14.007,13.511,13.703,13.576,13.35,13.252,13.193,13.448,13.389,13.13,13.18,12.728,13.026,12.84,12.62,12.746,12.886,12.898,12.604,12.96,12.606,12.627,12.858,12.761,12.577,12.516,12.78
535,M,False,28.505,28.528,27.551,27.664,28.369,28.78,28.859,28.113,27.557,27.583,28.08,27.55,27.352,26.954,26.895,27.088,27.266,27.16,26.978,26.843,26.815,26.918,26.634,26.536,25.717,25.85,25.648,25.756,25.625,25.486
536,M,False,20.08,20.65,20.722,20.657,19.861,19.803,19.772,19.88,19.756,19.443,19.533,18.519,18.419,17.905,17.787,18.439,18.684,18.454,18.843,18.654,19.244,19.268,19.062,18.671,18.251,18.062,17.562,17.686,17.163,17.381
537,M,True,13.882,14.068,13.823,14.181,14.018,14.261,14.042,14.227,14.598,14.337,14.272,13.959,13.697,14.552,14.468,13.959,14.386,14.589,14.325,14.458,14.183,14.008,13.716,13.744,13.496,13.463,13.486,13.439,12.837,12.702
538,M,False,12.861,13.179,12.979,13.02,13.026,12.528,12.43,12.408,12.355,12.11,12.181,12.21,11.833,11.772,11.711,12.002,11.758,11.743,11.616,11.491,11.548,11.469,11.388,11.401,11.383,10.94,10.969,11.396,10.867,11.109
539,M,False,43.489,43.489,42.933,43.07,43.09,43.143,43.221,43.239,43.436,42.892,42.761,42.843,42.268,43.263,43.138,43.079,43.472,43.618,43.405,43.526,43.498,43.491,42.992,42.994,42.305,41.797,41.717,41.43,41.387,40.972
540,M,True,56.773,56.756,56.394,56.528,56.404,56.123,56.085,56.257,55.942,55.881,55.972,55.982,56.241,55.724,55.758,55.926,55.533,55.711,55.407,55.6,55.611,55.76,55.466,55.661,55.625,55.464,55.231,54.887,54.813,54.818
541,M,False,56.404,56.123,56.085,56.257,55.942,55.881,55.972,55.982,56.241,55.724,55.758,55.926,55.533,55.711,55.407,55.6,55.611,55.76,55.466,55.661,55.625,55.464,55.231,54.887,54.813,54.818,54.67,54.668,54.399,54.103
542,M,True,37.617,37.797,37.308,38.132,37.913,37.887,38.077,38.313,37.759,38.232,38.963,38.901,38.875,38.748,37.886,37.504,38.023,37.828,38.133,37.835,37.76,37.798,37.114,37.412,36.527,37.416,36.895,36.474,36.068,36.031
543,M,False,38.023,37.828,38.133,37.835,37.76,37.798,37.114,37.412,36.527,37.416,36.895,36.474,36.068,36.031,36.561,36.25,36.049,36.749,35.927,36.08,36.089,36.109,36.091,36.159,36.413,36.172,36.537,36.811,36.63,36.546
544,M,False,38.133,37.835,37.76,37.798,37.114,37.412,36.527,37.416,36.895,36.474,36.068,36.031,36.561,36.25,36.049,36.749,35.927,36.08,36.089,36.109,36.091,36.159,36.413,36.172,36.537,36.811,36.63,36.546,36.089,36.379
545,M,True,33.698,33.792,33.981,34.18,34.231,34.138,34.661,35.24,34.713,34.752,34.945,35.452,36.249,36.112,36.692,35.496,35.514,35.086,35.731,35.064,34.517,34.556,35.133,34.789,35.417,35.086,34.663,35.851,35.499,36.625
546,M,False,31.162,32.061,32.012,31.491,31.475,30.974,32.011,32.568,32.92,34.311,33.592,31.456,31.341,32.526,34.531,34.324,33.959,33.388,33.884,33.383,33.835,34.449,32.166,33.122,33.526,33.009,33.816,31.645,33.277,31.744
547,M,True,10.729,7.5674,8.0404,8.2075,8.3502,7.9152,8.6507,9.1366,8.1915,9.7291,8.9903,9.1602,11.865,11.514,11.554,12.594,12.262,10.103,8.4937,8.6211,7.9176,9.6898,10.205,11.679,10.799,12.282,9.3415,10.699,10.442,10.637
548,M,False,9.3728,9.7607,9.3719,8.8802,9.2341,10.107,7.2957,8.791,8.1532,6.8216,6.4149,7.3297,6.3702,8.0044,8.6951,8.7225,7.9861,7.2627,9.1766,8.8677,8.0129,6.6131,8.7204,7.5226,7.9106,8.4702,10.544,10.821,10.184,11.789
549,M,True,44.232,45.03,44.503,42.469,41.196,42.055,43.91,42.089,41.673,40.259,41.088,41.175,40.975,40.671,38.713,42.62,38.993,37.848,38.505,37.781,38.23,37.41,37.663,37.744,38.214,37.688,38.687,40.813,38.769,39.362
550,M,True,38.865,38.571,38.292,38.52,39.097,39.348,39.304,38.489,38.594,38.624,37.483,37.978,37.455,37.429,37.502,37.511,36.906,36.582,36.945,36.161,36.484,36.433,36.521,36.599,35.895,35.464,35.434,34.311,34.99,33.944
551,M,False,35.464,35.434,34.311,34.99,33.944,34.139,34.075,34.162,34.528,33.829,33.507,34.006,34.073,34.384,34.557,33.56,33.102,33.838,34.095,32.619,33.507,33.439,32.816,33.284,34.943,34.05,34.045,35.641,35.913,33.309
552,M,True,35.913,33.309,33.721,35.555,36.027,34.761,34.306,34.291,34.82,34.981,34.76,33.942,32.834,32.045,33.264,32.735,32.345,30.662,30.06,31.625,32.873,32.272,32.069,32.961,32.145,31.947,32.592,32.302,31.73,32.605
553,M,False,34.76,33.942,32.834,32.045,33.264,32.735,32.345,30.662,30.06,31.625,32.873,32.272,32.069,32.961,32.145,31.947,32.592,32.302,31.73,32.605,32.644,32.025,30.241,30.037,29.967,30.611,31.293,30.841,30.828,30.506
554,M,False,30.037,29.967,30.611,31.293,30.841,30.828,30.506,31.397,30.536,30.112,29.689,30.316,29.59,29.409,30.945,31.229,33.167,31.716,31.964,33.79,34.374,33.482,33.096,32.185,32.161,31.535,32.627,32.962,32.706,32.546
555,M,False,35.483,35.597,36.827,35.728,35.33,35.542,36.024,35.833,35.326,35.931,35.343,35.362,35.248,35.599,35.847,36.612,35.916,35.945,35.554,35.655,35.283,34.671,34.38,36.598,36.384,37.129,35.291,35.827,36.751,36.337
556,M,False,41.079,41.456,41.438,41.691,41.601,41.654,40.591,41.03,41.537,41.472,42.657,41.767,43.008,42.308,43.403,43.137,43.35,43.75,43.562,43.28,44.295,43.515,44.098,43.845,43.368,43.829,44.148,44.594,44.599,44.218
557,M,False,52.995,53.018,53.213,53.025,53.059,53.189,53.044,53.711,53.523,53.712,53.665,54.119,54.053,54.197,54.5,54.632,55.237,54.979,55.196,55.318,55.606,55.678,55.529,56.02,55.641,55.253,55.582,55.632,55.77,54.907
558,M,True,51.666,52.198,52.697,53.285,53.045,53.173,53.235,53.683,53.689,53.925,54.472,54.23,54.469,54.861,55.128,54.744,55.155,55.239,54.106,54.535,54.777,55.242,55.249,55.874,55.55,56.022,55.927,56.211,56.055,56.188
559,M,True,55.128,54.744,55.155,55.239,54.106,54.535,54.777,55.242,55.249,55.874,55.55,56.022,55.927,56.211,56.055,56.188,56.72,57.372,57.284,57.49,57.52,57.215,57.997,57.59,57.611,57.274,57.305,57.376,57.646,57.721
560,M,False,54.106,54.535,54.777,55.242,55.249,55.874,55.55,56.022,55.927,56.211,56.055,56.188,56.72,57.372,57.284,57.49,57.52,57.215,57.997,57.59,57.611,57.274,57.305,57.376,57.646,57.721,57.418,57.236,56.977,56.905
561,M,False,55.55,56.022,55.927,56.211,56.055,56.188,56.72,57.372,57.284,57.49,57.52,57.215,57.997,57.59,57.611,57.274,57.305,57.376,57.646,57.721,57.418,57.236,56.977,56.905,56.948,57.014,57.297,57.307,57.483,58.187
562,M,False,55.927,56.211,56.055,56.188,56.72,57.372,57.284,57.49,57.52,57.215,57.997,57.59,57.611,57.274,57.305,57.376,57.646,57.721,57.418,57.236,56.977,56.905,56.948,57.014,57.297,57.307,57.483,58.187,57.938,57.692
563,M,False,57.215,57.997,57.59,57.611,57.274,57.305,57.376,57.646,57.721,57.418,57.236,56.977,56.905,56.948,57.014,57.297,57.307,57.483,58.187,57.938,57.692,58.081,58.515,58.431,58.469,58.34,57.979,58.52,58.268,58.613
564,M,True,59.733,58.691,58.741,58.157,57.959,57.471,57.379,57.552,57.865,57.863,57.861,58.3,58.478,58.346,58.432,58.442,58.25,58.542,58.265,58.272,57.827,57.46,57.504,57.595,57.404,57.1,56.875,56.771,56.671,56.657
565,M,True,52.829,52.719,52.501,52.272,52.234,51.816,51.505,51.156,51.096,50.767,50.661,50.663,51.072,51.206,51.337,51.612,51.514,51.661,52.047,51.956,52.095,52.123,51.509,51.5,51.803,52.121,51.826,51.571,51.37,51.301
566,M,False,52.047,51.956,52.095,52.123,51.509,51.5,51.803,52.121,51.826,51.571,51.37,51.301,51.475,50.96,51.503,51.26,51.583,51.239,51.589,51.628,51.159,50.316,51.099,50.799,50.565,50.558,50.315,50.202,50.5,50.737
567,M,True,46.635,46.369,46.444,46.597,46.731,46.858,46.729,46.591,46.659,46.747,46.299,47.17,45.695,44.62,44.269,44.474,44.495,44.218,43.465,44.289,43.833,43.447,42.953,43.227,42.628,42.851,43.142,43.171,42.672,42.476
568,M,False,46.444,46.597,46.731,46.858,46.729,46.591,46.659,46.747,46.299,47.17,45.695,44.62,44.269,44.474,44.495,44.218,43.465,44.289,43.833,43.447,42.953,43.227,42.628,42.851,43.142,43.171,42.672,42.476,42.577,42.978
569,M,True,40.174,40.466,40.132,40.785,40.283,39.486,39.939,39.461,40.028,40.342,40.572,40.047,40.919,40.353,40.147,40.703,40.883,40.536,40.135,40.42,40.172,39.31,39.46,39.404,38.767,38.15,39.167,38.597,38.142,38.808
570,M,True,36.553,35.501,35.302,35.437,35.721,36.097,35.654,34.987,35.215,34.641,34.62,35.5,34.33,34.213,34.829,34.16,34.198,33.957,34.484,34.494,34.437,34.603,34.387,34.294,33.732,33.894,33.944,33.518,34.42,34.494
571,M,True,32.133,31.876,31.833,31.418,30.424,31.765,31.512,31.975,31.45,31.502,31.291,31.428,32.105,31.526,31.07,31.28,31.507,30.865,30.97,31.244,30.857,31.292,31.99,31.738,30.936,30.839,31.616,30.687,31.428,31.499
572,M,False,31.631,31.506,31.57,30.586,30.787,31.664,31.723,31.821,31.416,31.591,31.416,31.451,31.008,31.018,30.761,31.198,31.259,30.802,31.213,31.082,30.973,30.7,30.648,30.799,30.025,30.557,31.17,31.274,31.432,31.39
573,M,True,30.712,31.342,30.743,30.14,30.392,30.237,29.639,30.412,30.124,30.987,30.026,30.476,30.921,30.763,31.188,31.208,30.885,30.822,30.474,31.317,30.961,30.678,30.909,32.109,31.068,30.452,30.693,30.714,31.165,31.577
574,M,False,24.928,25.306,25.213,26.039,24.739,24.234,24.302,24.141,24.215,24.188,24.934,24.169,24.737,24.683,24.412,25.357,24.857,25.867,24.853,25.121,25.631,25.638,27.303,26.453,25.486,25.896,26.159,24.749,25.786,25.809
575,M,True,28.053,27.844,27.664,27.86,27.738,28.006,28.688,28.643,29.036,29.019,28.173,28.577,28.341,28.027,28.171,28.784,29.564,29.51,29.111,29.168,28.898,29.124,29.298,29.569,28.926,28.352,27.989,27.69,28.156,27.68
576,M,False,29.569,28.926,28.352,27.989,27.69,28.156,27.68,28.023,27.852,28.328,28.638,28.694,29.129,29.129,28.832,28.685,29.397,29.202,29.054,28.962,29.078,29.769,30.446,30.243,30.867,29.971,29.728,29.72,30.723,30.425
577,M,False,33.35,33.311,33.767,34.027,34.649,33.766,33.941,34.144,33.666,34.551,34.783,34.432,35.172,35.294,35.307,34.943,34.421,34.057,34.416,34.294,34.783,34.911,35.347,35.276,34.569,35.57,35.453,35.39,35.671,35.606
578,M,False,7.611,7.1739,10.16,6.2025,11.334,12.314,9.0909,11.67,12.544,13.756,13.859,14.403,13.887,13.405,16.367,19.106,14.072,17.696,18.027,15.581,17.286,17.01,20.382,18.077,18.358,17.044,15.964,16.737,16.989,15.967
579,M,False,15.826,16.709,15.728,15.112,14.897,14.627,15.908,17.109,16.397,14.108,14.531,15.037,15.38,15.842,14.031,11.657,13.96,14.792,18.165,16.48,16.004,19.201,15.16,16.97,15.805,15.395,15.634,15.756,15.467,10.589
580,M,False,40.127,40.242,40.383,39.668,38.925,38.625,38.709,39.048,39.802,39.392,39.385,39.271,39.362,39.816,40.085,39.787,39.684,39.921,40.406,40.426,40.416,40.966,40.775,40.035,41.043,40.832,41.542,41.375,40.777,40.912
581,M,False,19.817,20.435,19.217,18.534,19.916,19.85,19.232,18.759,19.526,20.215,20.728,20.24,20.565,20.796,20.249,20.267,20.372,20.59,20.467,21.574,20.703,22.389,22.447,22.42,22.397,22.197,22.361,22.309,21.922,20.806
582,M,False,50.621,50.752,51.334,51.59,51.416,51.958,51.238,52.314,52.887,52.744,53.118,53.032,53.462,53.746,53.785,53.643,53.896,54.47,55.033,55.326,55.446,55.314,54.899,55.311,55.016,54.733,53.978,54.435,54.459,54.292
583,M,False,22.582,22.779,22.65,23.062,23.104,23.785,23.543,23.653,23.914,22.898,23.452,23.454,23.499,24.05,24.32,24.375,23.862,23.415,23.781,24.17,24.251,24.412,24.641,24.667,24.647,24.947,25.622,25.644,25.009,25.03
584,C,True,25.494,25.354,25.373,25.858,26.905,26.384,25.829,26.033,26.173,26.159,26.021,25.473,26.028,24.847,25.549,24.364,24.548,24.291,24.666,24.359,24.518,24.455,25.192,24.862,24.615,24.571,25.065,23.864,23.844,23.908
585,C,True,26.313,27.365,24.837,24.016,25.159,24.733,25.577,24.959,24.824,25.836,26.089,28.97,26.79,25.688,27.08,26.873,27.274,26.22,26.394,25.913,26.515,28.666,30.4,31.125,31.134,29.542,28.311,30.473,31.074,31.255
586,C,False,2.8372,3.1099,3.1174,3.6993,3.8791,3.6873,2.9466,3.8689,4.3327,4.3195,3.713,4.123,4.6556,4.9712,4.8779,4.8858,4.737,4.8594,5.157,4.9048,4.6747,5.315,5.3671,5.5947,5.4336,5.7164,5.6928,6.0926,6.047,6.728
587,C,False,14.004,12.489,12.988,12.403,13.288,15.665,13.428,14.753,12.83,13.045,12.36,13.688,14.325,11.323,12.228,11.407,12.733,11.614,11.628,11.924,9.4458,11.466,12.025,11.688,11.82,8.0466,10.136,8.2446,9.3992,9.3979
588,C,False,9.9762,9.9772,9.8957,9.8298,10.135,9.7828,9.3523,9.3392,8.8385,8.6964,8.865,8.4359,8.3566,8.6627,8.7918,8.4731,8.4806,8.7662,8.3669,7.9203,8.3732,8.2801,8.3475,8.5406,8.0673,8.0504,8.136,8.3284,7.93,8.0461
589,C,False,5.5833,12.213,5.8161,9.8836,9.7336,4.5225,5.4307,5.4596,6.175,9.6649,5.5405,3.9169,8.2026,9.402,14.105,16.51,23.056,18.968,18.592,19.604,22.712,21.733,20.627,23.325,22.519,23.342,23.772,31.009,23.012,25.466
590,C,False,27.215,26.784,27.044,25.684,24.341,24.645,23.288,20.837,20.683,21.666,21.259,20.923,18.35,18.221,17.026,16.863,16.707,14.963,15.461,14.74,13.67,12.726,12.083,12.891,12.082,12.674,11.6,11.958,13.582,14.373
591,C,False,20.904,22.491,19.175,17.287,18.286,19.454,17.72,17.898,18.579,18.464,16.338,16.351,18.542,16.613,12.919,14.582,15.694,12.749,13.532,12.063,12.492,12.908,13.089,12.602,10.818,11.261,13.593,16.373,19.376,21.579
592,C,False,53.232,51.468,52.673,54.247,53.094,54.217,53.788,53.058,51.302,50.32,53.549,52.891,52.148,52.135,51.393,51.176,51.328,50.99,50.336,49.582,50.466,51.375,50.541,50.493,50.526,50.29,49.954,50.378,50.008,50.818
593,C,True,38.754,39.013,39.087,39.159,39.025,39.089,39.106,38.984,39.212,39.362,39.786,39.985,40.167,39.782,40.161,40.018,40.071,40.143,40.106,40.122,40.036,40.441,40.055,40.019,40.09,39.682,40.03,39.969,39.982,40.124
594,C,False,20.02,19.74,19.382,19.561,19.654,19.702,19.653,19.428,19.418,19.698,19.497,19.786,19.653,19.517,19.268,19.095,18.974,18.771,18.65,18.387,18.263,18.165,18.593,18.872,18.424,18.112,17.809,18.433,18.742,19.203
595,C,False,49.043,47.452,47.267,48.791,48.11,47.48,46.538,48.045,47.792,48.191,48.428,48.319,47.884,46.759,46.244,48.079,46.544,46.784,47.116,45.916,46.586,45.905,46.21,47.129,45.694,46.114,46.263,45.928,46.423,46.2
596,C,False,11.207,13.456,15.647,12.212,10.341,11.572,13.948,10.116,10.544,10.888,12.766,11.884,13.786,13.659,12.368,11.868,15.498,17.757,13.482,15.866,21.913,19.172,19.264,16.032,14.904,16.95,18.005,13.808,16.204,16.768
597,C,False,19.444,19.989,19.913,19.234,19.517,19.5,19.585,19.486,19.376,19.146,19.744,20.141,19.877,19.94,19.775,19.805,19.961,19.871,19.657,19.273,19.374,19.527,19.871,19.06,19.304,19.33,19.498,19.409,19.028,19.172
598,C,True,2.2444,2.871,3.4991,3.3702,2.1169,3.3007,2.8234,3.8232,3.7018,5.0329,4.3765,4.6399,3.8079,3.964,4.8233,4.3848,4.9745,6.1846,4.6984,3.9708,6.9707,4.1819,4.1226,3.5053,4.1309,3.5304,3.6378,3.964,3.2556,2.5028
599,C,True,27.009,27.092,26.553,27.233,26.154,26.366,26.374,26.937,26.76,27.123,26.611,26.912,26.336,26.401,26.83,26.321,26.736,26.341,26.649,26.176,26.699,26.529,26.106,26.351,25.95,26.286,26.401,26.428,26.06,25.898
600,C,False,20.938,21.288,20.328,20.076,19.974,20.116,20.765,20.243,20.947,21.022,20.628,20.807,21.195,23.321,20.801,21.198,22.67,21.755,20.946,20.57,20.647,21.212,21.132,21.738,21.427,20.751,20.847,20.923,20.627,21.147
601,C,False,23.013,21.725,21.262,20.326,20.144,19.158,19.234,18.439,18.647,19.149,19.665,19.715,19.646,19.623,19.657,20.49,20.791,19.85,19.588,19.693,19.758,20.276,20.453,20.413,21.428,20.975,20.587,20.126,20.266,20.222
602,C,False,11.58,10.967,10.944,11.509,11.579,11.5,11.22,11.715,11.334,11.327,11.674,10.649,10.522,10.161,10.484,10.737,10.982,10.781,10.942,11.736,11.517,10.796,12.198,11.793,11.023,11.338,11.453,10.772,10.129,11.96
603,C,False,51.606,51.83,52.109,52.325,52.365,52.487,52.101,51.748,52.084,52.181,51.975,51.408,50.782,51.581,51.342,51.816,51.218,51.014,50.975,51.7,51.441,51.953,52.999,52.991,53.388,52.274,51.73,51.904,51.514,51.27
604,C,False,43.299,42.978,43.023,42.279,41.916,41.928,42.234,41.249,41.202,40.723,40.673,40.318,41.218,41.037,41.238,41.426,41.365,41.464,41.099,40.808,40.651,40.16,40.476,40.434,40.195,40.286,40.145,40.209,39.942,39.981
605,C,False,17.137,16.536,16.322,15.514,15.329,15.23,15.226,16.031,16.144,16.67,16.584,15.993,16.376,17.022,17.128,16.804,17.41,16.871,17.286,16.381,16.428,15.408,15.976,15.432,15.261,16.08,15.546,15.727,16.133,15.697
606,C,False,9.5098,12.805,13.076,10.857,10.062,9.6597,9.3644,8.8374,8.7494,9.3274,7.4931,8.0142,9.4682,9.6276,9.1984,6.3499,7.1779,9.1391,11.197,11.055,9.2882,9.453,7.2207,5.9476,6.9968,7.8622,9.3519,12.005,11.588,14.495
607,C,False,21.375,21.409,21.258,21.141,20.768,21.479,21.377,21.452,21.748,21.618,21.702,21.902,22.183,22.297,22.225,22.313,21.922,22.312,21.372,21.192,20.679,20.484,19.845,19.312,18.994,18.714,18.517,18.256,18.55,18.212
608,C,False,15.679,15.36,15.26,14.969,14.913,14.604,14.454,14.495,14.275,13.999,14.338,14.208,14.216,14.228,14.292,14.157,14.272,14.513,14.345,14.446,14.156,14.057,13.823,13.974,13.873,14.005,14.003,13.901,13.768,14.056
609,C,True,45.658,46.467,46.201,46.304,45.941,46.823,46.15,45.923,46.129,46.663,45.85,45.843,44.928,43.781,43.107,42.556,43.927,44.282,44.29,44.536,45.129,46.04,45.988,46.063,45.935,45.311,45.517,45.186,46.228,44.884
610,C,False,13.467,13.907,13.702,13.428,13.943,14.214,14.392,15.143,14.539,14.753,15.461,14.429,14.648,15.849,14.6,14.482,14.336,14.704,14.763,15.108,14.896,14.268,14.951,14.883,14.606,14.823,14.072,14.738,14.015,13.829
611,C,False,11.415,11.633,12.739,12.703,12.933,12.788,13.813,14.229,13.196,12.024,10.199,11.111,10.375,9.5516,10.674,9.354,8.1825,9.5802,9.0887,9.8341,11.741,13.068,12.98,14.261,12.354,12.52,13.036,12.546,13.135,12.565
612,C,False,35.615,36.911,33.842,34.543,34.671,34.877,34.199,33.606,34.543,33.693,34.146,35.199,34.089,33.202,32.903,33.316,33.201,30.934,33.316,33.149,33.209,32.489,31.224,31.93,31.274,30.882,29.851,31.161,31.031,31.558
613,C,False,20.327,20.342,20.383,20.692,20.16,20.191,20.003,19.533,20.392,20.149,20.111,19.865,19.901,19.816,19.809,20.293,20.402,20.916,20.725,21.056,21.335,21.544,21.911,21.843,22.086,21.885,21.4,21.376,20.679,20.742
614,C,True,32.56,32.729,32.712,32.94,33.051,33.333,33.078,33.357,32.853,33.563,33.713,32.608,32.392,32.12,32.881,32.768,32.862,33.086,32.985,32.736,33.161,32.304,32.209,32.334,32.372,32.376,32.08,32.855,32.759,32.985
615,C,False,6.8234,6.8834,6.6354,4.5006,5.4022,5.9382,5.6597,5.6291,6.6667,6.0628,7.1529,7.8087,8.1336,7.4597,7.9663,7.9592,7.136,9.5313,9.7058,8.8903,9.7569,10.063,9.1156,9.8241,10.924,12.504,10.954,9.5646,9.1264,8.9769
616,C,False,56.731,57.143,56.367,57.012,57.089,56.904,56.485,56.16,56.045,56.106,56.403,56.727,57.365,57.317,56.887,56.429,56.521,56.44,56.514,56.352,55.821,56.024,56.168,56.238,56.333,55.923,56.547,56.588,56.565,56.604
617,C,False,0.0,28.058,34.365,0.0,9.8361,5.9701,25.217,0.0,0.0,21.818,29.268,13.743,13.093,19.683,10.758,8.4884,19.72,18.56,17.02,17.751,14.374,18.722,18.931,20.964,19.108,19.298,20.813,21.955,22.77,22.583
618,C,True,37.713,37.985,37.889,37.956,38.147,38.2,38.206,38.278,37.926,37.669,38.013,37.754,37.601,37.561,37.461,37.899,37.901,38.232,38.041,38.167,38.014,38.079,38.193,38.421,38.513,38.371,38.423,38.58,38.46,38.41
619,C,False,37.398,36.037,35.016,37.707,31.71,35.498,35.707,32.562,26.046,32.823,31.363,30.469,28.231,28.687,29.606,27.975,27.599,25.044,28.333,26.375,27.177,29.081,27.945,26.49,27.9,25.694,29.933,28.272,28.194,27.511
620,C,False,35.535,36.384,38.576,36.658,37.781,39.647,37.048,40.475,38.287,39.505,37.017,38.193,36.945,36.435,39.302,37.889,38.893,39.005,35.889,37.106,39.134,37.996,36.767,39.492,40.601,39.158,40.427,39.161,40.07,41.647
621,C,False,8.0172,6.7843,6.6963,6.8376,6.9924,5.7901,6.362,6.3669,6.6708,5.8201,5.864,5.8989,4.9724,4.8695,4.8804,4.6846,3.4494,3.6597,4.107,3.9775,4.049,3.9702,3.9544,3.598,4.6957,4.9115,4.7529,3.9404,4.1152,4.3519
622,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,19.014,30.62,20.991,17.161,19.586,40.75,24.291,33.111,28.905,26.74,25.626,26.398,26.013,28.34,30.47,29.254,28.266,29.957
623,C,False,29.362,29.285,28.996,29.561,29.194,29.592,29.35,29.53,29.332,29.08,29.248,28.869,29.286,28.848,28.183,27.773,27.832,27.337,27.134,26.991,26.449,26.16,25.763,25.617,25.657,26.108,26.48,26.669,27.484,26.97
624,C,False,0.76373,1.1727,0.92005,0.92988,0.92249,0.62359,0.75857,1.2769,1.145,0.77052,0.65493,0.92295,1.3661,1.2416,1.1197,0.82273,0.69847,0.82775,0.69296,0.84926,0.9258,0.78667,0.86854,0.64552,0.64568,0.428,0.47144,0.80425,0.52297,0.55518
625,C,False,42.419,42.373,42.788,42.696,42.667,43.017,43.086,43.134,43.264,43.071,43.231,42.927,42.58,43.186,42.937,43.193,42.904,42.89,42.571,42.82,43.4,44.009,43.851,44.139,44.735,45.369,44.778,45.41,44.851,45.506
626,C,False,20.625,21.32,21.455,21.094,21.248,21.113,21.094,21.006,22.057,21.935,21.483,21.787,22.163,21.634,21.778,21.997,21.892,22.018,22.389,23.029,22.986,21.825,22.154,21.665,22.209,22.45,21.705,21.744,22.612,22.377
627,C,False,9.089,9.1499,9.0669,9.496,9.8889,9.7233,9.5619,10.288,9.9203,9.0011,9.6247,9.288,10.088,9.4129,9.6549,9.2391,9.8288,9.3297,9.5493,10.102,9.9526,9.933,10.246,10.293,10.467,10.343,10.246,10.582,10.434,10.615
628,C,False,3.3911,3.7186,3.422,2.989,2.9275,2.8791,3.1656,2.9737,3.134,3.0099,3.159,3.1816,2.7284,2.6958,2.5242,2.6155,2.9243,2.6941,2.6562,2.1499,2.5462,2.3975,2.592,2.3349,2.0233,2.2738,2.5845,2.7751,2.8831,2.7638
629,C,False,5.6554,5.4067,5.7345,5.2246,5.1773,4.9653,4.6877,4.6007,4.8647,5.2959,4.7943,4.7456,4.6686,3.9818,4.1664,4.2404,3.7812,4.044,4.1493,3.8162,3.8883,3.8152,3.6129,3.8935,3.9549,3.8808,3.8151,3.653,3.9176,3.8907
630,C,True,21.527,20.849,23.001,17.341,16.198,22.095,16.023,15.642,13.328,15.251,15.085,13.981,13.731,15.69,16.645,14.841,14.196,17.177,14.68,14.106,16.093,12.522,11.972,13.329,15.068,15.63,18.259,19.568,19.827,22.662
631,C,False,38.592,38.754,38.662,38.773,38.885,39.083,39.057,39.125,39.419,39.258,38.915,38.504,38.984,38.841,39.254,39.633,39.896,39.796,39.621,39.857,39.751,40.189,39.746,39.82,39.473,39.345,39.411,39.548,39.293,39.456
632,C,False,8.8055,8.0299,7.3928,8.2002,5.5532,6.7682,5.6797,6.9544,4.8185,6.0757,5.3933,7.5846,8.4859,7.7268,7.6568,7.5542,9.2328,8.499,9.0556,7.52,8.3367,4.7686,8.9332,9.2856,7.3801,7.3474,10.192,9.5996,10.305,11.609
633,C,False,44.601,44.631,44.506,44.427,44.233,43.842,43.275,43.831,43.589,43.838,43.323,43.119,42.735,43.532,43.356,43.471,43.341,43.123,43.578,43.471,43.301,43.195,43.006,42.666,41.846,42.306,42.378,42.166,42.393,41.764
634,C,False,20.809,21.043,20.763,21.775,21.567,20.809,21.33,20.763,20.862,20.891,21.18,20.585,21.396,21.771,21.902,21.933,21.167,22.325,22.888,22.813,22.501,22.686,23.249,23.543,23.15,23.101,23.216,22.83,23.091,23.162
