,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10
1479,B,False,6.2294e+23,6.2614e+23,6.2631e+23,6.2871e+23,6.2992e+23,6.2613e+23,6.2494e+23,6.2512e+23,6.2651e+23,6.2735e+23
1480,B,False,3.1199e+22,3.0217e+22,2.883e+22,2.8524e+22,2.8198e+22,2.8556e+22,2.7744e+22,2.7963e+22,2.8925e+22,2.9788e+22
1481,B,True,4.7241e+22,4.6689e+22,4.7599e+22,4.9819e+22,6.0149e+22,5.5072e+22,6.4448e+22,5.7525e+22,6.2456e+22,6.0421e+22
1482,B,False,3.9666e+22,3.9651e+22,3.9181e+22,3.8713e+22,3.9141e+22,3.8658e+22,3.8303e+22,3.8049e+22,3.8685e+22,3.8973e+22
1483,B,False,7.1494e+22,7.2208e+22,7.1803e+22,7.2404e+22,7.2561e+22,7.22e+22,7.117e+22,7.1038e+22,6.9255e+22,6.9508e+22
1484,B,False,1.2316e+22,1.2997e+22,1.4014e+22,1.3889e+22,1.4288e+22,1.3576e+22,1.3962e+22,1.4088e+22,1.4156e+22,1.3981e+22
1485,B,False,2.9325e+22,2.9021e+22,2.9431e+22,2.9197e+22,2.7787e+22,2.7404e+22,2.8093e+22,2.8002e+22,2.8852e+22,2.8761e+22
1486,B,False,2.622e+22,2.6688e+22,2.6697e+22,2.6575e+22,2.5621e+22,2.5616e+22,2.4567e+22,2.4418e+22,2.5218e+22,2.4864e+22
1487,B,False,0.0,1.2168e+19,2.3388e+19,2.3172e+20,2.2183e+20,1.7912e+20,5.9271e+20,6.9624e+20,2.2167e+21,4.4887e+21
1488,B,False,4.3357e+21,4.2743e+21,4.593e+21,4.3997e+21,4.1093e+21,3.9788e+21,3.884e+21,3.9074e+21,3.9642e+21,3.7524e+21
1489,B,False,1.982e+23,1.9954e+23,1.9765e+23,1.9812e+23,1.9534e+23,1.9636e+23,2.031e+23,2.0366e+23,1.997e+23,1.938e+23
1490,B,False,6.6492e+21,6.7337e+21,7.0313e+21,6.853e+21,6.6085e+21,6.6712e+21,6.7782e+21,7.1346e+21,7.5481e+21,7.7724e+21
1491,B,False,2.5487e+23,2.5584e+23,2.5683e+23,2.5529e+23,2.5509e+23,2.6131e+23,2.5824e+23,2.5712e+23,2.638e+23,2.6344e+23
1492,B,False,1.7007e+23,1.6975e+23,1.6855e+23,1.6787e+23,1.6769e+23,1.6834e+23,1.6904e+23,1.6708e+23,1.6745e+23,1.6903e+23
1493,B,False,5.6678e+22,5.593e+22,5.6799e+22,5.7208e+22,5.679e+22,5.7365e+22,5.6797e+22,5.6292e+22,5.581e+22,5.6092e+22
1494,B,False,6.9991e+22,7.236e+22,7.0351e+22,6.9437e+22,6.8559e+22,6.8728e+22,6.8626e+22,6.7896e+22,6.5578e+22,6.4537e+22
1495,B,False,5.6027e+21,5.8325e+21,5.674e+21,5.7159e+21,5.5431e+21,5.694e+21,5.9853e+21,5.8027e+21,5.6049e+21,5.7762e+21
1496,B,False,7.6262e+22,7.6016e+22,7.6283e+22,7.5896e+22,7.5919e+22,7.367e+22,7.4339e+22,7.2705e+22,7.1012e+22,6.9418e+22
1497,B,False,1.5046e+23,1.508e+23,1.5372e+23,1.5392e+23,1.5603e+23,1.5358e+23,1.5601e+23,1.5848e+23,1.6009e+23,1.6063e+23
1498,B,False,1.4316e+23,1.4276e+23,1.418e+23,1.4295e+23,1.4253e+23,1.4176e+23,1.4333e+23,1.4245e+23,1.4389e+23,1.4456e+23
1499,B,True,1.4512e+22,1.5023e+22,1.6196e+22,1.5905e+22,1.5286e+22,1.5649e+22,1.6327e+22,1.6101e+22,1.5819e+22,1.6979e+22
1500,B,False,2.8841e+23,2.8977e+23,2.8936e+23,2.9031e+23,2.9091e+23,2.9117e+23,2.8949e+23,2.8796e+23,2.8682e+23,2.8769e+23
1501,B,False,1.5846e+21,1.6328e+21,1.6124e+21,1.5379e+21,1.5176e+21,1.6359e+21,1.5902e+21,1.5651e+21,1.5116e+21,1.4783e+21
1502,B,False,2.2741e+22,2.2207e+22,2.1686e+22,2.2234e+22,2.0828e+22,2.0689e+22,2.0369e+22,2.0185e+22,2.0036e+22,1.9448e+22
1503,B,False,1.8301e+23,1.8156e+23,1.7897e+23,1.7453e+23,1.7099e+23,1.7191e+23,1.7116e+23,1.7169e+23,1.7197e+23,1.7209e+23
1504,B,False,1.6563e+23,1.679e+23,1.6876e+23,1.6835e+23,1.6691e+23,1.6656e+23,1.6804e+23,1.6785e+23,1.6578e+23,1.6643e+23
1505,B,False,1.3481e+23,1.3329e+23,1.3096e+23,1.3315e+23,1.3218e+23,1.3187e+23,1.3216e+23,1.3104e+23,1.3182e+23,1.3066e+23
1506,B,False,1.375e+23,1.3894e+23,1.3709e+23,1.3815e+23,1.3859e+23,1.386e+23,1.4011e+23,1.4009e+23,1.4086e+23,1.4363e+23
1507,B,False,3.3096e+21,3.4097e+21,3.2585e+21,3.615e+21,3.6716e+21,3.4924e+21,3.4895e+21,3.2423e+21,3.0498e+21,3.0091e+21
1508,B,False,3.5496e+22,3.4277e+22,3.425e+22,3.3494e+22,3.3036e+22,3.2572e+22,3.2607e+22,3.2448e+22,3.1468e+22,3.1027e+22
1509,B,False,1.663e+23,1.6638e+23,1.6576e+23,1.6625e+23,1.6705e+23,1.6544e+23,1.6643e+23,1.6595e+23,1.6474e+23,1.6489e+23
1510,B,False,1.636e+23,1.6228e+23,1.6102e+23,1.6176e+23,1.6136e+23,1.5963e+23,1.598e+23,1.5941e+23,1.5993e+23,1.6209e+23
1511,B,False,1.5508e+23,1.7335e+23,1.7713e+23,1.5496e+23,1.5518e+23,1.5644e+23,1.5505e+23,1.5727e+23,1.7743e+23,1.5354e+23
1512,B,False,1.3649e+22,1.3582e+22,1.3625e+22,1.3924e+22,1.4218e+22,1.4299e+22,1.3833e+22,1.4195e+22,1.3916e+22,1.4368e+22
1513,B,False,5.4833e+21,5.4802e+21,5.572e+21,5.7699e+21,5.5551e+21,5.3625e+21,5.3647e+21,5.5505e+21,5.3328e+21,5.5374e+21
1514,B,False,1.9404e+22,1.9197e+22,1.9411e+22,1.9684e+22,1.9507e+22,1.9481e+22,1.9712e+22,2.0109e+22,2.0538e+22,2.1152e+22
1515,B,False,4.643e+22,4.6135e+22,4.525e+22,4.5125e+22,4.5348e+22,4.569e+22,4.6314e+22,4.5368e+22,4.4513e+22,4.4933e+22
1516,B,False,5.1095e+22,5.2448e+22,5.2665e+22,5.1914e+22,5.0155e+22,4.9986e+22,5.094e+22,4.9546e+22,5.021e+22,4.8958e+22
1517,B,False,1.4704e+22,1.513e+22,1.4937e+22,1.4969e+22,1.5204e+22,1.5424e+22,1.5303e+22,1.509e+22,1.4932e+22,1.5232e+22
1518,B,False,8.4435e+22,8.2915e+22,8.2821e+22,8.2378e+22,8.0727e+22,8.1325e+22,8.0963e+22,8.1233e+22,8.07e+22,8.0731e+22
1519,B,False,1.4233e+23,1.4302e+23,1.4475e+23,1.4531e+23,1.4475e+23,1.4654e+23,1.4691e+23,1.4899e+23,1.513e+23,1.5069e+23
1520,B,False,3.3565e+21,2.8769e+21,3.2774e+21,3.3799e+21,3.273e+21,3.616e+21,3.5534e+21,3.4811e+21,3.6925e+21,4.0983e+21
1521,B,False,5.3602e+21,5.2216e+21,5.0086e+21,5.1305e+21,4.7351e+21,4.6866e+21,4.8443e+21,4.6089e+21,4.8009e+21,4.5102e+21
1522,B,False,1.4839e+23,1.4555e+23,1.4713e+23,1.4611e+23,1.4662e+23,1.4713e+23,1.4957e+23,1.4768e+23,1.4598e+23,1.457e+23
1523,B,False,7.7057e+22,7.8905e+22,7.8345e+22,7.8067e+22,7.7819e+22,7.979e+22,8.1396e+22,8.1342e+22,8.1793e+22,8.2306e+22
1524,B,False,6.8931e+22,6.9381e+22,6.9082e+22,6.9662e+22,6.7754e+22,6.726e+22,6.7416e+22,6.7771e+22,6.6916e+22,6.6278e+22
1525,B,False,9.8904e+22,1.0008e+23,1.003e+23,9.8318e+22,9.9701e+22,9.9186e+22,9.9483e+22,9.7423e+22,9.5487e+22,9.5033e+22
1526,B,False,2.4816e+23,2.4751e+23,2.4851e+23,2.4957e+23,2.4927e+23,2.4811e+23,2.4662e+23,2.4804e+23,2.4988e+23,2.5466e+23
1527,B,False,1.5918e+22,1.5869e+22,1.5892e+22,1.5961e+22,1.5409e+22,1.5155e+22,1.4582e+22,1.4296e+22,1.4294e+22,1.4551e+22
1528,B,False,5.7987e+22,5.8728e+22,5.9137e+22,5.9969e+22,5.8177e+22,5.8296e+22,5.6734e+22,5.6573e+22,5.5902e+22,5.6032e+22
1529,B,False,6.2608e+22,6.3058e+22,6.5442e+22,6.613e+22,6.6045e+22,6.6845e+22,6.5762e+22,6.6649e+22,6.6594e+22,6.6856e+22
1530,B,False,1.8038e+22,1.7243e+22,1.7185e+22,1.6925e+22,1.7047e+22,1.6683e+22,1.6944e+22,1.7185e+22,1.704e+22,1.7786e+22
1531,B,False,6.424e+22,6.3378e+22,6.3233e+22,6.3874e+22,6.4654e+22,6.4519e+22,6.3553e+22,6.334e+22,6.3571e+22,6.5531e+22
1532,B,False,2.6788e+22,2.8983e+22,2.927e+22,3.0436e+22,2.9437e+22,3.0189e+22,3.0013e+22,2.9843e+22,3.1658e+22,3.0344e+22
1533,B,False,3.789e+22,3.8922e+22,3.7951e+22,3.7644e+22,3.7239e+22,3.8658e+22,3.8897e+22,3.9246e+22,3.9009e+22,3.7751e+22
1534,B,False,6.1011e+21,5.8321e+21,6.4098e+21,6.3599e+21,6.0063e+21,5.9501e+21,6.1384e+21,5.8936e+21,6.3816e+21,6.3161e+21
1535,B,False,4.8805e+22,4.7528e+22,4.7853e+22,4.8017e+22,4.6843e+22,4.7478e+22,4.7724e+22,4.8591e+22,4.9244e+22,4.9813e+22
1536,B,False,5.1188e+23,5.1357e+23,5.1621e+23,5.1723e+23,5.2027e+23,5.1986e+23,5.2774e+23,5.2531e+23,5.2482e+23,5.2556e+23
1537,B,False,1.9576e+22,2.0429e+22,2.2816e+22,1.8323e+22,2.006e+22,1.828e+22,1.6609e+22,1.867e+22,1.8153e+22,2.1907e+22
1538,B,False,4.1312e+21,3.9208e+21,3.9381e+21,3.6955e+21,4.0138e+21,4.0061e+21,4.0783e+21,4.09e+21,4.1099e+21,4.1022e+21
1539,B,False,1.2172e+23,1.2126e+23,1.2091e+23,1.2116e+23,1.2025e+23,1.208e+23,1.2059e+23,1.21e+23,1.2067e+23,1.2163e+23
1540,B,False,5.5425e+22,5.5702e+22,5.8274e+22,5.6754e+22,5.6285e+22,5.6776e+22,5.6945e+22,5.8995e+22,5.774e+22,5.75e+22
1541,B,False,8.0235e+22,7.8203e+22,7.6531e+22,7.8196e+22,8.0191e+22,7.9264e+22,8.1271e+22,8.3377e+22,8.2177e+22,8.404e+22
1542,B,False,2.6918e+22,2.6108e+22,2.5133e+22,2.4673e+22,2.4752e+22,2.4206e+22,2.5059e+22,2.4457e+22,2.3432e+22,2.3875e+22
1543,B,False,2.9829e+22,2.8733e+22,2.8234e+22,2.7864e+22,2.8074e+22,2.9262e+22,2.8394e+22,2.7052e+22,2.6956e+22,2.7643e+22
1544,B,False,1.6774e+22,1.6753e+22,1.723e+22,1.769e+22,1.8832e+22,1.9296e+22,1.9537e+22,2.0208e+22,2.0796e+22,2.0579e+22
1545,B,False,1.0957e+22,1.08e+22,1.1131e+22,1.192e+22,1.0975e+22,1.1267e+22,1.0772e+22,1.1198e+22,1.0686e+22,1.0075e+22
1546,B,True,1.4057e+23,1.4085e+23,1.4019e+23,1.3959e+23,1.383e+23,1.3851e+23,1.3782e+23,1.3745e+23,1.3933e+23,1.3937e+23
1547,B,False,1.1775e+23,1.183e+23,1.1703e+23,1.1537e+23,1.1359e+23,1.1319e+23,1.1325e+23,1.1456e+23,1.1412e+23,1.1461e+23
1548,B,False,5.1122e+22,5.1913e+22,5.2058e+22,5.1946e+22,5.2255e+22,5.1458e+22,5.1922e+22,5.2879e+22,5.2844e+22,5.4504e+22
1549,B,False,9.2742e+22,9.15e+22,9.0515e+22,9.0154e+22,9.0318e+22,9.1022e+22,9.0499e+22,8.8444e+22,8.7509e+22,8.7625e+22
1550,B,False,2.4397e+23,2.4718e+23,2.4628e+23,2.4324e+23,2.4305e+23,2.4441e+23,2.4193e+23,2.3822e+23,2.3852e+23,2.3766e+23
1551,B,False,5.0323e+21,4.9188e+21,4.6709e+21,4.8756e+21,4.9841e+21,5.2972e+21,5.1337e+21,5.1094e+21,5.5793e+21,5.5412e+21
1552,B,False,1.2119e+23,1.2233e+23,1.1825e+23,1.1859e+23,1.1649e+23,1.1609e+23,1.1745e+23,1.184e+23,1.2104e+23,1.219e+23
1553,B,False,2.1347e+23,2.1226e+23,2.1253e+23,2.1229e+23,2.1279e+23,2.1237e+23,2.1301e+23,2.1219e+23,2.1027e+23,2.0938e+23
1554,B,False,7.1626e+22,7.1333e+22,7.1869e+22,7.2872e+22,7.3176e+22,7.4494e+22,7.405e+22,7.4121e+22,7.4578e+22,7.443e+22
1555,B,False,1.3078e+22,1.2814e+22,1.2655e+22,1.2506e+22,1.2771e+22,1.2501e+22,1.2473e+22,1.2395e+22,1.2381e+22,1.2066e+22
1556,B,True,6.9186e+22,6.8682e+22,6.8218e+22,6.7645e+22,6.8739e+22,6.9441e+22,6.945e+22,6.8676e+22,6.992e+22,7.0248e+22
1557,B,False,5.6993e+22,5.6325e+22,5.7489e+22,5.7214e+22,5.7082e+22,5.8249e+22,5.9909e+22,6.0966e+22,6.0664e+22,6.054e+22
1558,B,False,6.9437e+22,6.8559e+22,6.8728e+22,6.8626e+22,6.7896e+22,6.5578e+22,6.4537e+22,6.4517e+22,6.4808e+22,6.5479e+22
1559,B,False,4.3198e+22,4.3318e+22,4.2681e+22,4.2968e+22,4.3496e+22,4.3944e+22,4.694e+22,4.723e+22,4.4155e+22,4.4628e+22
1560,B,False,1.6123e+23,1.6041e+23,1.6099e+23,1.6096e+23,1.6123e+23,1.622e+23,1.6207e+23,1.632e+23,1.6309e+23,1.6324e+23
1561,B,False,1.695e+22,1.6814e+22,1.7775e+22,1.819e+22,2.0926e+22,2.0039e+22,2.2164e+22,2.1642e+22,2.157e+22,2.2409e+22
1562,B,False,2.9423e+23,2.9438e+23,2.958e+23,2.9377e+23,2.9303e+23,2.9435e+23,2.9516e+23,2.9336e+23,2.9433e+23,2.9345e+23
1563,B,False,4.2281e+22,4.6868e+22,4.599e+22,4.517e+22,4.8943e+22,4.6723e+22,4.7795e+22,5.0374e+22,5.3662e+22,5.3513e+22
1564,B,True,1.0414e+22,1.0363e+22,1.1148e+22,1.0926e+22,1.1868e+22,1.1541e+22,1.1873e+22,1.1974e+22,1.1998e+22,1.2448e+22
1565,B,False,1.7695e+23,1.7586e+23,1.7453e+23,1.7553e+23,1.7772e+23,1.7935e+23,1.7619e+23,1.7474e+23,1.7427e+23,1.7105e+23
1566,B,False,6.7095e+23,6.7154e+23,6.746e+23,6.7718e+23,6.7394e+23,6.7425e+23,6.7461e+23,6.733e+23,6.7066e+23,6.7267e+23
1567,B,False,2.5365e+22,2.5437e+22,2.5437e+22,2.5876e+22,2.5298e+22,2.5486e+22,2.5983e+22,2.5464e+22,2.5454e+22,2.593e+22
1568,B,False,1.7995e+22,1.781e+22,1.7593e+22,1.7599e+22,1.7393e+22,1.6964e+22,1.6724e+22,1.6854e+22,1.6587e+22,1.6235e+22
1569,B,False,5.4101e+22,5.358e+22,5.3268e+22,5.3857e+22,5.4038e+22,5.4471e+22,5.3799e+22,5.4668e+22,5.4772e+22,5.4928e+22
1570,B,False,5.5732e+22,5.9161e+22,5.8794e+22,5.8712e+22,5.9623e+22,5.886e+22,6.2282e+22,6.1216e+22,6.0726e+22,6.0936e+22
1571,B,False,9.3291e+21,9.1115e+21,9.3056e+21,9.3606e+21,9.3553e+21,9.5547e+21,9.4828e+21,9.6664e+21,9.7109e+21,9.7418e+21
1572,B,False,1.1204e+23,1.1119e+23,1.1024e+23,1.1047e+23,1.1161e+23,1.1094e+23,1.1165e+23,1.104e+23,1.0829e+23,1.0739e+23
1573,B,True,1.4425e+22,1.4458e+22,1.4927e+22,1.5324e+22,1.5032e+22,1.475e+22,1.4448e+22,1.4813e+22,1.4496e+22,1.4479e+22
1574,B,True,2.3033e+21,2.0495e+21,2.4233e+21,2.5758e+21,2.6187e+21,2.4031e+21,2.5018e+21,2.3715e+21,2.5316e+21,2.3162e+21
1575,B,False,3.8971e+22,3.8766e+22,3.8708e+22,3.9158e+22,3.8704e+22,3.9129e+22,4.0121e+22,4.0025e+22,4.1044e+22,4.1901e+22
1576,B,False,2.1517e+22,2.7223e+22,2.668e+22,2.5497e+22,2.7887e+22,2.7513e+22,2.6971e+22,2.7649e+22,2.8697e+22,2.9043e+22
1577,B,False,6.1564e+21,5.9599e+21,7.2506e+21,7.1077e+21,6.8497e+21,7.2028e+21,6.961e+21,6.518e+21,6.8921e+21,7.1104e+21
1578,B,False,2.1982e+23,2.2016e+23,2.1815e+23,2.2065e+23,2.1932e+23,2.19e+23,2.1648e+23,2.1717e+23,2.1607e+23,2.1655e+23
1579,B,False,2.9467e+22,3.0033e+22,3.1477e+22,3.2072e+22,3.2161e+22,3.3255e+22,3.4156e+22,3.4416e+22,3.4523e+22,3.5345e+22
1580,B,False,1.007e+23,1.0062e+23,1.0175e+23,1.0099e+23,1.0106e+23,1.0176e+23,1.0033e+23,9.838e+22,1.0378e+23,1.0139e+23
1581,B,False,1.0738e+23,1.0964e+23,1.1165e+23,1.1422e+23,1.1371e+23,1.1555e+23,1.172e+23,1.188e+23,1.1972e+23,1.2083e+23
1582,B,False,2.4513e+22,2.4783e+22,2.4981e+22,2.4363e+22,2.4878e+22,2.4663e+22,2.3869e+22,2.3995e+22,2.4438e+22,2.4005e+22
1583,B,False,2.7209e+21,2.8696e+21,2.7177e+21,2.7578e+21,2.5572e+21,2.4621e+21,2.436e+21,2.3654e+21,2.5679e+21,2.256e+21
1584,B,False,1.3161e+22,1.352e+22,1.3121e+22,1.2597e+22,1.3182e+22,1.3151e+22,1.3663e+22,1.293e+22,1.2638e+22,1.2929e+22
1585,B,False,5.4262e+22,5.4393e+22,5.5758e+22,5.5215e+22,5.5395e+22,5.7542e+22,5.8584e+22,5.8956e+22,5.9027e+22,5.9506e+22
1586,B,False,1.2661e+23,1.2599e+23,1.2508e+23,1.2528e+23,1.2618e+23,1.2604e+23,1.2406e+23,1.2323e+23,1.2325e+23,1.2267e+23
1587,B,False,7.6088e+22,7.5673e+22,7.5074e+22,7.57e+22,7.5845e+22,7.4644e+22,7.4543e+22,7.5461e+22,7.4488e+22,7.4478e+22
1588,B,True,1.7061e+22,1.7306e+22,1.7395e+22,1.774e+22,1.7827e+22,1.8101e+22,1.8191e+22,1.8942e+22,1.8858e+22,1.8664e+22
1589,B,False,1.1086e+23,1.1117e+23,1.1252e+23,1.1104e+23,1.1277e+23,1.109e+23,1.1136e+23,1.0942e+23,1.0983e+23,1.0968e+23
1590,B,False,4.7016e+22,4.8343e+22,4.9449e+22,4.8686e+22,4.9469e+22,4.8917e+22,4.9229e+22,5.1944e+22,5.3211e+22,5.3132e+22
1591,B,False,6.416e+22,6.5189e+22,7.1716e+22,7.106e+22,7.0793e+22,7.1707e+22,7.1912e+22,6.8108e+22,6.6587e+22,6.6048e+22
1592,B,False,1.6065e+23,1.6143e+23,1.6405e+23,1.638e+23,1.6209e+23,1.6261e+23,1.6379e+23,1.6212e+23,1.623e+23,1.6282e+23
1593,B,True,2.3759e+22,2.3155e+22,2.2514e+22,2.2668e+22,2.2758e+22,2.3334e+22,2.3464e+22,2.3976e+22,2.4016e+22,2.4983e+22
1594,B,False,1.0598e+23,1.0649e+23,1.0665e+23,1.0663e+23,1.0728e+23,1.0872e+23,1.1027e+23,1.1125e+23,1.1265e+23,1.1215e+23
1595,B,False,1.6017e+22,1.5824e+22,1.5884e+22,1.5527e+22,1.6057e+22,1.5463e+22,1.4882e+22,1.5287e+22,1.5984e+22,1.6408e+22
1596,B,False,1.3201e+22,1.1315e+22,1.1629e+22,1.1433e+22,1.1574e+22,1.088e+22,1.1142e+22,1.1582e+22,1.1718e+22,1.2078e+22
1597,B,False,5.1357e+23,5.1621e+23,5.1723e+23,5.2027e+23,5.1986e+23,5.2774e+23,5.2531e+23,5.2482e+23,5.2556e+23,5.2572e+23
1598,B,False,2.6365e+22,2.622e+22,2.6042e+22,2.5654e+22,2.5403e+22,2.4775e+22,2.4483e+22,2.3978e+22,2.3759e+22,2.3155e+22
1599,B,False,3.0054e+21,5.2135e+21,5.5117e+21,5.2839e+21,6.2587e+21,6.3594e+21,6.4861e+21,6.8706e+21,7.5913e+21,8.2614e+21
1600,B,False,2.6013e+23,2.5741e+23,2.5809e+23,2.5995e+23,2.6099e+23,2.6145e+23,2.6192e+23,2.6359e+23,2.6153e+23,2.6544e+23
1601,B,False,2.7696e+22,2.8371e+22,2.8059e+22,2.7895e+22,2.7569e+22,2.7095e+22,2.7474e+22,2.7381e+22,2.7123e+22,2.7574e+22
1602,B,False,1.7446e+23,1.7281e+23,1.7243e+23,1.7042e+23,1.6639e+23,1.6445e+23,1.6279e+23,1.622e+23,1.6043e+23,1.5733e+23
1603,B,False,4.923e+21,5.0211e+21,4.9193e+21,4.8146e+21,5.0224e+21,5.0517e+21,5.0353e+21,5.3042e+21,5.2583e+21,5.3731e+21
1604,B,False,1.7304e+22,1.7269e+22,1.6482e+22,1.6966e+22,1.7157e+22,1.743e+22,1.7628e+22,1.771e+22,1.8026e+22,1.742e+22
1605,B,False,2.1543e+23,2.1394e+23,2.1645e+23,2.1924e+23,2.209e+23,2.236e+23,2.261e+23,2.2434e+23,2.2561e+23,2.2632e+23
1606,B,False,7.873e+20,8.6634e+20,9.2066e+20,9.3186e+20,8.9996e+20,9.3433e+20,9.6928e+20,1.0717e+21,1.2249e+21,1.3329e+21
1607,B,False,6.3829e+23,6.3854e+23,6.3863e+23,6.3931e+23,6.4091e+23,6.4208e+23,6.4421e+23,6.4461e+23,6.4661e+23,6.4984e+23
1608,B,False,4.6693e+22,4.6526e+22,4.6741e+22,4.7275e+22,4.8323e+22,4.9818e+22,5.1024e+22,5.1832e+22,5.1643e+22,5.2244e+22
1609,B,False,6.0853e+23,6.0958e+23,6.1074e+23,6.133e+23,6.1245e+23,6.1226e+23,6.1191e+23,6.1641e+23,6.168e+23,6.1798e+23
1610,B,False,6.8385e+22,6.9044e+22,6.6362e+22,6.6208e+22,6.8124e+22,6.729e+22,6.4289e+22,6.4668e+22,6.2419e+22,6.4149e+22
1611,B,False,5.5256e+22,5.4581e+22,5.6688e+22,5.3528e+22,5.3465e+22,5.303e+22,5.6656e+22,5.6814e+22,5.5702e+22,5.3706e+22
1612,B,False,1.9366e+23,1.9238e+23,1.9237e+23,1.9429e+23,1.9236e+23,1.9197e+23,1.928e+23,1.9169e+23,1.904e+23,1.8801e+23
1613,B,False,8.0671e+22,8.0141e+22,8.1976e+22,8.1044e+22,8.1037e+22,8.4066e+22,8.3306e+22,8.3931e+22,8.5702e+22,8.415e+22
1614,B,False,2.6327e+21,2.7067e+21,2.4824e+21,2.4794e+21,2.4968e+21,2.4557e+21,2.4382e+21,2.3448e+21,2.3315e+21,2.2795e+21
1615,B,True,4.1482e+22,3.2304e+22,3.0281e+22,3.685e+22,3.3048e+22,3.7191e+22,2.9744e+22,3.538e+22,3.2383e+22,2.8229e+22
1616,B,False,3.3652e+22,3.3034e+22,3.3802e+22,3.3481e+22,3.637e+22,3.5881e+22,3.4301e+22,3.5513e+22,3.4517e+22,3.6275e+22
1617,B,False,6.2624e+23,6.26e+23,6.262e+23,6.2653e+23,6.2954e+23,6.2963e+23,6.2786e+23,6.2781e+23,6.3089e+23,6.3297e+23
1618,B,False,2.3068e+23,2.3155e+23,2.3152e+23,2.3133e+23,2.3254e+23,2.3253e+23,2.313e+23,2.3148e+23,2.3288e+23,2.3349e+23
1619,B,False,6.8043e+22,6.7709e+22,6.638e+22,6.566e+22,6.5552e+22,6.5648e+22,6.5594e+22,6.4387e+22,6.4688e+22,6.766e+22
1620,B,False,1.0199e+23,1.0235e+23,1.0152e+23,9.9218e+22,9.7227e+22,9.7242e+22,9.6523e+22,9.6225e+22,9.3639e+22,9.1863e+22
1621,B,False,7.8938e+21,7.9843e+21,8.5359e+21,8.5459e+21,9.4412e+21,1.082e+22,1.1242e+22,1.1184e+22,1.1652e+22,1.2915e+22
1622,B,False,1.2894e+22,1.3709e+22,1.39e+22,1.5027e+22,1.4607e+22,1.4085e+22,1.4584e+22,1.5206e+22,1.5114e+22,1.5455e+22
1623,B,False,2.5413e+22,2.4521e+22,2.5209e+22,2.4684e+22,2.5201e+22,2.3827e+22,2.3413e+22,2.3343e+22,2.5312e+22,2.5811e+22
1624,B,False,4.564e+22,4.5329e+22,4.4305e+22,4.4998e+22,4.5046e+22,4.604e+22,4.4967e+22,4.4056e+22,4.3575e+22,4.4354e+22
1625,B,False,1.6903e+22,1.7079e+22,1.7144e+22,1.7053e+22,1.6788e+22,1.7345e+22,1.8087e+22,1.8011e+22,1.9575e+22,1.8968e+22
1626,B,False,6.746e+23,6.7718e+23,6.7394e+23,6.7425e+23,6.7461e+23,6.733e+23,6.7066e+23,6.7267e+23,6.7346e+23,6.7279e+23
1627,B,False,8.624e+21,8.7495e+21,8.7199e+21,8.4801e+21,8.3665e+21,8.5025e+21,8.3032e+21,8.5074e+21,8.4959e+21,8.2262e+21
1628,B,False,1.1955e+23,1.2078e+23,1.2344e+23,1.2451e+23,1.254e+23,1.2444e+23,1.2389e+23,1.2336e+23,1.2176e+23,1.2085e+23
1629,B,False,4.9e+21,5.0002e+21,4.6849e+21,4.6152e+21,5.0129e+21,4.8472e+21,4.6962e+21,4.9717e+21,4.8242e+21,4.9137e+21
1630,B,False,1.6102e+23,1.6176e+23,1.6136e+23,1.5963e+23,1.598e+23,1.5941e+23,1.5993e+23,1.6209e+23,1.635e+23,1.6538e+23
1631,B,True,3.9125e+22,3.9443e+22,3.9563e+22,3.9448e+22,3.9033e+22,3.9212e+22,3.8562e+22,3.8494e+22,3.8542e+22,3.9661e+22
1632,B,True,7.8225e+22,7.6407e+22,7.5157e+22,7.4848e+22,7.4192e+22,7.3194e+22,7.2984e+22,7.3986e+22,7.3449e+22,7.3164e+22
1633,B,False,5.7065e+23,5.6713e+23,5.7101e+23,5.7109e+23,5.7151e+23,5.7373e+23,5.7092e+23,5.7046e+23,5.697e+23,5.7028e+23
1634,B,False,6.2766e+22,6.2486e+22,6.2025e+22,6.1943e+22,6.2968e+22,6.371e+22,6.424e+22,6.3378e+22,6.3233e+22,6.3874e+22
1635,B,False,5.5283e+22,5.8129e+22,5.9337e+22,6.0364e+22,6.1186e+22,6.0127e+22,6.0561e+22,6.0803e+22,6.0445e+22,6.1138e+22
1636,B,False,1.4514e+23,1.4523e+23,1.456e+23,1.4587e+23,1.4511e+23,1.4742e+23,1.4724e+23,1.4441e+23,1.4398e+23,1.4581e+23
1637,B,False,6.655e+22,6.6364e+22,6.6222e+22,6.6249e+22,6.5234e+22,6.4975e+22,6.5361e+22,6.4003e+22,6.2805e+22,6.1143e+22
1638,B,False,2.6592e+22,2.7399e+22,2.7126e+22,2.607e+22,2.7874e+22,2.5561e+22,2.539e+22,2.6544e+22,2.727e+22,2.5204e+22
1639,B,True,1.6916e+22,1.6457e+22,1.6217e+22,1.5487e+22,1.5163e+22,1.5075e+22,1.4982e+22,1.4349e+22,1.3752e+22,1.3527e+22
