,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10
585,M,True,0.11926,0.12982,0.13752,0.12718,0.020987,0.081127,0.11274,0.061172,0.046268,-0.023111
586,M,False,-0.024584,0.020942,-0.013614,0.00069546,0.053379,-0.035334,0.016836,0.036069,-0.044658,-0.0031629
587,M,False,0.17118,0.18261,0.19736,0.16761,0.1517,0.13482,0.18146,0.16724,0.17629,0.18702
588,M,True,0.12449,0.1659,0.069475,0.09813,0.042642,0.038409,0.059789,0.047476,0.074575,0.032284
589,M,False,0.042642,0.038409,0.059789,0.047476,0.074575,0.032284,0.04854,0.041992,0.024683,0.024006
590,M,True,0.1022,0.098813,0.062467,0.062314,0.051518,0.042806,0.073587,0.0057363,0.029615,0.049315
591,M,False,0.049625,-0.018398,0.037869,0.0081259,0.038581,0.054861,0.011783,0.074377,0.019299,0.044373
592,M,False,0.037869,0.0081259,0.038581,0.054861,0.011783,0.074377,0.019299,0.044373,0.035741,0.06509
593,M,True,0.1038,0.049275,0.14155,0.16647,0.12748,0.13702,0.13275,0.13374,0.17863,0.14312
594,M,False,0.23777,0.15932,0.16792,0.27562,0.3208,0.17868,0.23378,0.16082,0.21672,-0.061873
595,M,True,-0.11709,0.0045958,-0.0869,-0.074048,-0.1295,0.034526,-0.013073,-0.035219,-0.14056,-0.25127
596,M,False,-0.10776,-0.01435,-0.096114,-0.0078245,-0.035234,-0.12503,-0.03816,-0.28629,-0.08153,-0.23498
597,M,True,0.36179,0.37057,0.40517,0.33493,0.2546,0.28286,0.268,0.22357,0.26221,0.2181
598,M,True,0.017936,0.03567,0.0069164,-0.041346,-0.053091,-0.085983,-0.12318,-0.14491,-0.11883,-0.11066
599,M,False,-0.17909,-0.12974,-0.12607,-0.12744,-0.055712,-0.096452,-0.12042,-0.16338,-0.1816,-0.2495
600,M,True,-0.16876,-0.15652,-0.16139,-0.25458,-0.18453,-0.20387,-0.20884,-0.2231,-0.16383,-0.11237
601,M,False,-0.24827,-0.15991,-0.0075057,-0.089572,-0.020859,-0.064394,-0.0053176,-0.069542,-0.048841,-0.13223
602,M,False,-0.0044809,-0.048499,-0.022033,-0.021692,0.033991,0.022041,0.019126,0.00043226,-0.030246,-0.083793
603,M,False,-0.044888,-0.12029,-0.10098,-0.10426,-0.059301,-0.10236,-0.0029307,-0.0017899,0.020044,0.046615
604,M,False,-0.0013494,-0.0027495,0.0049317,0.036606,0.058449,-0.030264,-0.037218,-0.0079726,-0.095827,-0.10715
605,M,False,0.096915,0.040857,0.086926,0.069876,0.12408,0.13319,0.061651,0.092202,0.01032,0.06846
606,M,True,-0.0404,0.022352,-0.029068,-0.054702,-0.014524,-0.053513,-0.056463,-0.10898,-0.03704,-0.0087637
607,M,True,-0.12519,-0.13314,-0.071249,-0.083337,-0.1014,-0.031853,-0.069461,-0.15544,-0.15986,-0.026779
608,M,False,-0.1014,-0.031853,-0.069461,-0.15544,-0.15986,-0.026779,-0.080776,-0.040048,-0.06512,-0.13418
609,M,False,-0.080776,-0.040048,-0.06512,-0.13418,-0.070246,-0.040982,-0.11519,-0.069695,-0.10968,-0.15635
610,M,False,-0.06512,-0.13418,-0.070246,-0.040982,-0.11519,-0.069695,-0.10968,-0.15635,-0.099585,-0.16749
611,M,False,-0.16749,-0.088326,-0.075581,-0.083962,-0.12035,-0.16823,-0.22358,-0.19764,-0.1873,-0.17617
612,M,False,-0.15621,-0.1981,-0.17321,-0.16729,-0.19457,-0.1764,-0.15242,-0.11662,-0.16779,-0.11132
613,M,False,-0.084592,-0.097115,-0.12597,-0.12367,-0.092222,-0.04688,-0.020434,-0.014115,-0.02711,-0.033519
614,M,True,-0.067792,-0.045386,-0.029333,-0.072234,-0.017907,-0.063964,-0.039401,0.015939,0.021498,0.020004
615,M,True,-0.0019722,-0.037572,-0.046476,0.0025259,-0.080133,-0.079169,-0.11041,-0.12627,-0.25297,-0.16529
616,M,False,-0.089646,-0.25344,-0.074717,-0.099954,-0.197,-0.13766,-0.22742,-0.18144,-0.282,-0.22965
617,M,True,-0.15956,-0.17931,-0.19392,-0.22838,-0.20129,-0.20254,-0.22454,-0.21191,-0.18019,-0.22922
618,M,False,-0.19392,-0.22838,-0.20129,-0.20254,-0.22454,-0.21191,-0.18019,-0.22922,-0.1976,-0.31328
619,M,True,-0.01693,-0.18935,-0.081118,-0.13966,-0.15994,-0.15461,-0.038869,-0.25751,-0.086682,-0.20827
620,M,False,-0.28693,-0.22875,-0.23216,-0.15391,-0.16787,-0.14672,-0.20014,-0.20557,-0.15626,-0.18228
621,M,False,-0.20014,-0.20557,-0.15626,-0.18228,-0.21377,-0.098389,-0.25832,-0.086982,-0.083581,-0.16956
622,M,True,-0.14127,-0.12555,-0.11914,-0.16301,-0.16326,-0.20897,-0.19366,-0.20572,-0.21315,-0.21003
623,M,True,-0.045165,-0.069941,-0.079499,-0.022831,-0.058219,-0.10811,-0.058536,-0.066352,-0.068427,-0.033581
624,M,False,-0.099056,-0.12112,-0.12313,-0.10398,-0.13791,-0.096439,-0.1119,-0.075886,-0.091569,-0.040539
625,M,False,-0.12748,-0.11186,-0.10399,-0.096974,-0.11695,-0.12509,-0.094935,-0.11354,-0.11733,-0.12481
626,M,True,-0.1096,-0.11149,-0.12011,-0.13199,-0.068893,-0.093224,-0.071354,-0.071883,-0.034441,-0.055899
627,M,False,-0.090248,-0.15122,-0.087213,-0.20962,-0.19191,-0.0029235,-0.24686,-0.22798,-0.32551,-0.25757
628,M,True,-0.19217,-0.18874,-0.12985,-0.13736,-0.13881,-0.21138,-0.20788,-0.23088,-0.24724,-0.268
629,M,False,-0.18322,-0.24777,-0.23898,-0.13354,-0.1719,-0.14675,-0.11396,-0.177,-0.10538,-0.15284
630,M,False,-0.18633,-0.15331,-0.16324,-0.13054,-0.18352,-0.14674,-0.21172,-0.13915,-0.15683,-0.13862
631,M,False,-1.025,-0.65921,-1.0149,-0.77419,-1.1676,-0.72541,-0.29102,-0.37471,-0.61972,-0.24102
632,M,False,-0.24393,-0.19622,-0.040166,-0.15654,-0.1343,-0.10452,-0.21707,-0.23273,-0.35644,-0.34173
633,M,False,0.089963,-0.072611,0.018368,-0.036014,-0.04324,-0.022545,-0.17292,-0.076024,-0.064257,-0.069906
634,M,False,-0.3734,-0.30479,-0.46992,-0.40471,-0.36609,-0.35342,-0.28058,-0.21448,-0.25824,-0.24129
635,M,False,-0.034051,0.085658,0.10321,0.11683,0.095188,0.15842,0.094017,0.1652,0.10968,0.11365
636,M,False,-0.291,-0.25728,-0.26059,-0.27217,-0.31485,-0.27812,-0.24197,-0.26392,-0.24279,-0.30875
637,C,True,-0.12068,-0.1831,-0.13036,-0.17291,-0.16277,-0.17029,-0.23178,-0.27169,-0.29842,-0.28642
638,C,True,-0.22119,-0.1831,-0.12968,-0.11886,-0.58758,-0.37075,-0.32947,-0.45666,-0.2764,-0.14665
639,C,False,-0.19707,-0.27185,-0.23118,-0.26153,-0.24463,-0.18265,-0.16334,-0.12486,-0.1799,-0.1869
640,C,False,0.032045,-0.18644,-0.10572,-0.16512,-0.047199,-0.12631,-0.144,-0.099348,-0.22357,-0.17796
641,C,False,-0.16642,-0.12786,-0.12087,-0.14861,-0.16451,-0.15277,-0.13348,-0.1035,-0.14883,-0.10243
642,C,False,-0.34188,-0.10097,-0.34335,-0.35962,-0.1487,-0.13505,-0.33293,-0.16073,-0.23914,-0.18008
643,C,False,-0.084258,0.057738,0.034347,-0.034103,-0.06849,-0.059376,0.0034319,-0.038393,0.069,-0.14199
644,C,False,-0.94766,-0.72622,-0.76407,-0.53098,-0.4465,-0.74603,-0.32057,-0.5499,-0.40926,-0.41204
645,C,False,-0.048434,-0.15141,-0.11787,-0.051621,0.051741,0.051026,0.034344,-0.026153,-0.039884,-0.12679
646,C,True,0.18808,0.23583,0.23866,0.248,0.24358,0.24023,0.23572,0.21855,0.22244,0.17398
647,C,False,0.51761,0.54544,0.42631,0.41254,0.40902,0.39908,0.30612,0.3471,0.3893,0.29434
648,C,False,0.11246,-0.01925,0.11987,-0.028412,0.011798,-0.061734,0.0019533,0.034846,-0.10091,-0.065268
649,C,False,-0.016752,-0.18982,-0.077691,-0.070352,-0.033643,0.060212,-0.10651,-0.0484,-0.061896,-0.068516
650,C,False,0.086336,0.056482,0.10772,0.049741,0.085803,0.13389,0.080321,0.094526,0.055681,0.080123
651,C,True,0.065427,-0.00079765,-0.037716,0.27668,0.053032,0.23104,0.14235,-0.035144,0.22195,-0.43342
652,C,True,-0.0961,-0.16013,-0.028538,-0.073102,-0.036043,-0.12934,-0.15441,-0.16271,-0.14265,-0.13363
653,C,False,0.0043721,0.098406,0.12347,0.12983,0.099267,0.060314,0.039463,0.011234,0.018095,0.064239
654,C,False,0.5514,0.60666,0.68158,0.61096,0.65406,0.78776,0.794,0.92075,0.86161,0.92384
655,C,False,0.13844,0.19241,0.25219,0.14478,0.055739,0.14422,0.067611,0.014807,0.10534,0.16079
656,C,True,-0.20229,-0.26463,-0.1642,-0.14045,-0.19863,-0.14106,-0.22171,-0.16965,-0.26414,-0.21864
657,C,False,0.11685,0.0022331,0.00090634,-0.031989,-0.058735,0.0075656,-0.092498,0.0092142,-0.036659,0.10198
658,C,False,0.12313,0.12347,0.19523,0.13664,0.15831,0.16057,0.066403,0.057561,0.024003,0.043558
659,C,False,-0.25827,-0.15159,0.0044946,-0.17208,-0.030023,-0.014089,-0.23731,-0.097397,0.13241,0.05388
660,C,False,0.49131,0.40426,0.18385,0.31331,0.50782,0.61947,1.1562,1.0093,1.1481,0.98047
661,C,False,0.15465,0.17027,0.12427,0.149,0.17651,0.17518,0.17046,0.18468,0.1928,0.23145
662,C,False,-0.21673,-0.17945,-0.15543,-0.11914,-0.1221,-0.11371,-0.067224,-0.054428,-0.066018,-0.044599
663,C,True,0.030202,0.036511,0.028427,0.0065346,0.034557,0.0694,0.023376,0.098501,0.058811,0.031479
664,C,False,-0.060243,-0.064097,-0.0323,-0.069501,-0.030409,-0.07321,-0.078022,-0.053475,-0.043678,-0.021142
665,C,False,0.1514,0.17648,0.38714,0.34082,0.31592,0.45891,0.38746,0.28343,0.28965,0.55634
666,C,False,0.17416,0.36212,0.1821,0.20094,0.19961,0.25342,0.25411,0.20576,0.22633,0.25389
667,C,False,-0.0124,-0.0027405,-0.0058658,0.0083407,0.00083048,-0.024664,0.0019325,-0.0073036,-0.020407,-0.049373
668,C,True,0.059329,0.2549,0.024217,0.10908,0.087241,0.12785,0.13557,0.18396,0.14988,0.30143
669,C,False,0.43016,0.27859,0.37036,0.35536,0.39553,0.33917,0.4793,0.45215,0.35515,0.74634
670,C,False,-0.2329,-0.24601,-0.24896,-0.18596,-0.18537,-0.17565,-0.16747,-0.15121,-0.13327,-0.21732
671,C,False,-0.20229,-0.26463,-0.1642,-0.14045,-0.19863,-0.14106,-0.22171,-0.16965,-0.26414,-0.21864
672,C,False,0.0,1.1923,-0.78068,-0.39849,0.6825,0.87129,-1.2202,0.31862,0.85225,-1.509
673,C,True,0.11017,0.073761,0.14322,0.14755,0.14146,0.12821,0.1517,0.15958,0.12542,0.14298
674,C,False,-0.60917,-0.30627,-0.34455,-0.14117,-0.42254,-0.66764,-0.52588,-0.43644,-0.45786,-0.44938
675,C,False,-0.20468,-0.028572,-0.16036,-0.27203,-0.39179,-0.29827,-0.27318,-0.32383,-0.29836,-0.15357
676,C,False,0.36004,0.64621,0.3749,0.44255,0.42012,0.48357,0.57751,0.75566,0.58363,0.79262
677,C,False,-0.25342,-0.14932,-0.099854,-0.35761,-0.28945,-0.32007,-0.5298,-0.2165,-0.542,-0.35679
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,0.34811,0.40171,0.39509,0.39286,0.34509,0.31182,0.2993,0.28287,0.242,0.16177
680,C,False,0.48771,0.39766,0.48368,0.51331,0.48502,0.52456,0.47297,0.47733,0.39896,0.37424
681,C,False,-0.090608,-0.16678,-0.16271,-0.08619,-0.038145,-0.020048,0.043685,0.0085657,0.065104,-0.018448
682,C,False,-0.024254,0.0095765,-0.022303,0.0387,0.072932,0.085341,-0.010378,-0.021924,-0.04957,-0.0076566
683,C,False,-0.018945,-0.045255,-0.052228,-0.042913,-0.11791,-0.089675,-0.04415,-0.096984,-0.082818,-0.025348
684,C,False,-0.066632,-0.073899,-0.065859,-0.038851,-0.058634,-0.023108,-0.039093,-0.075364,-0.086116,-0.10441
685,C,False,0.083312,0.059231,0.047507,0.049123,-0.043351,-0.040804,-0.04566,-0.089019,-0.035003,-0.01991
686,C,False,0.74503,0.68917,0.57056,0.4099,0.26535,0.27253,-0.062303,0.0016331,0.044491,0.26212
687,C,False,-0.041198,-0.086497,-0.10491,-0.066611,-0.099326,-0.065325,-0.026425,-0.011048,-0.051599,-0.015008
688,C,True,0.24751,-0.018994,0.43345,-0.21042,0.097252,-0.012567,-0.17836,-0.73517,-0.27319,-0.31005
689,C,False,0.17678,0.17127,0.20492,0.1632,0.19765,0.21909,0.21717,0.22875,0.20464,0.22888
690,C,False,-0.03438,-0.067017,0.061526,-0.067529,-0.050905,-0.15397,-0.13981,-0.17177,-0.30723,-0.15017
691,C,False,0.051441,0.0036948,0.011375,0.088418,0.11931,0.096096,0.025309,0.090865,0.082952,0.07755
692,C,False,0.13161,0.14669,0.13477,0.1324,0.090093,0.17351,0.11043,0.084321,0.14479,0.14837
693,C,False,0.26454,0.4934,0.21111,0.29269,0.30212,0.25032,0.20432,0.13744,0.094913,0.26559
694,C,False,0.29678,0.28312,0.28207,0.30418,0.34585,0.32308,0.29248,0.29963,0.24837,0.14293
695,C,False,-0.45736,-0.44878,-0.56951,-0.54636,-0.55987,-0.54142,-0.57709,-0.5425,-0.60365,-0.56641
696,C,True,-0.046417,-0.019386,-0.03639,-0.013374,-0.043192,0.002923,0.0038977,0.064395,0.035248,0.055922
697,C,False,-0.039622,-0.050388,-0.087948,-0.090574,-0.086025,-0.021014,-0.064351,-0.083351,-0.04267,-0.02208
698,C,False,0.16807,0.20618,0.2298,0.19463,0.17719,0.20241,0.21735,0.23865,0.13262,0.17675
699,C,False,0.015272,0.045218,0.0069306,-0.016752,0.016923,-0.056563,-0.10367,-0.13139,-0.12285,-0.070585
700,C,False,0.29072,0.32784,0.29257,0.29801,0.26798,0.32411,0.28061,0.2661,0.26473,0.29803
701,C,False,0.18684,0.26384,0.21867,0.25451,0.39771,0.31414,0.39912,0.30777,0.2038,0.32325
702,C,False,-0.16663,-0.16736,-0.21317,-0.30111,-0.31979,-0.35456,-0.37699,-0.39676,-0.28754,-0.33603
703,C,False,-0.074359,-0.1025,-0.13126,-0.13246,-0.1147,-0.12088,-0.14684,-0.15099,-0.21121,-0.21409
704,C,True,0.028526,-0.13614,-0.059959,-0.1232,-0.034755,-0.10059,-0.094585,-0.14799,0.14772,0.11496
705,C,False,-0.21352,-0.2945,-0.25656,-0.27261,-0.32634,-0.29022,-0.16673,-0.35583,-0.32005,-0.20178
706,C,False,0.32173,0.59463,0.18015,0.37969,0.34639,0.30198,0.16306,0.41359,0.24998,0.49175
707,C,False,0.66491,0.57165,0.65974,0.49762,0.66674,0.66311,0.61042,0.65314,0.77992,0.86843
708,C,False,0.36562,0.57059,0.40954,0.43106,0.43132,0.42725,0.20559,0.0654,0.00085879,-0.059482
709,C,False,-0.035012,0.021967,-0.013675,0.011179,0.047399,0.02933,0.063324,0.061939,0.079723,0.077438
710,C,False,-0.085339,0.036519,0.21997,-0.30784,-0.37834,-0.16413,-0.026904,-0.36651,-0.48238,-0.19049
711,C,True,0.29879,-0.020836,0.16842,-0.27281,-0.12334,0.10417,0.32333,0.013719,0.33302,-0.10855
712,C,False,-0.10552,-0.06395,-0.099604,-0.097937,-0.085901,-0.059112,-0.096114,-0.10103,-0.081318,-0.12223
713,C,False,0.050553,0.024731,0.035618,0.031666,0.0065907,0.056088,0.0097055,-0.009522,0.0096137,0.032881
714,C,False,-0.024396,-0.029449,-0.11211,-0.035102,-0.08595,0.01179,0.010678,0.054534,-0.10695,0.079098
715,C,False,0.22962,0.07993,0.16333,0.21726,0.13069,0.23229,0.2583,0.34162,0.37344,0.29319
716,C,False,-0.26136,-0.20454,-0.16955,-0.22869,-0.28162,-0.2875,-0.29053,-0.24953,-0.30697,-0.34575
717,C,False,0.37737,0.44632,0.41317,0.42465,0.49212,0.42654,0.36161,0.54968,0.39014,0.39711
718,C,False,-0.21145,-0.24774,-0.22614,-0.23169,-0.23508,-0.16593,-0.19313,-0.18175,-0.20164,-0.16917
719,C,False,-0.02225,-0.041842,-0.020096,-0.099277,-0.064385,-0.061103,0.002623,-0.015453,0.031341,0.040616
720,C,False,-0.25771,-0.1909,-0.1971,-0.11363,-0.10594,-0.041345,-0.010183,-0.10821,-0.10323,-0.2027
721,C,False,-0.12068,-0.1831,-0.13036,-0.17291,-0.16277,-0.17029,-0.23178,-0.27169,-0.29842,-0.28642
722,C,False,-0.15441,-0.16271,-0.14265,-0.13363,-0.13273,-0.11221,-0.11789,-0.12467,-0.059444,-0.10361
723,C,False,-0.084879,-0.011198,-0.038028,-0.008747,-0.091919,-0.014103,-0.10064,-0.094436,-0.025869,-0.043411
724,C,False,0.10898,-0.020766,-0.058136,0.01453,-0.15597,0.039155,0.051071,-0.04735,0.016759,0.11461
725,C,False,0.33918,0.34484,0.28312,0.28863,0.33705,0.26813,0.30049,0.29855,0.40336,0.24727
726,C,False,-0.11918,0.020387,-0.18815,-0.23542,-0.26385,-0.12634,-0.099309,-0.067027,-0.13732,-0.010767
727,C,False,0.19698,0.18956,0.18491,0.21008,0.20396,0.18466,0.2324,0.25773,0.2617,0.25468
728,C,False,-0.019372,-0.032832,-0.065376,-0.090235,-0.058953,0.02923,-0.10326,-0.095575,-0.073302,-0.041456
729,C,False,0.17272,0.16146,0.15904,-0.0032233,0.15515,0.19085,0.17998,0.21322,0.17509,0.18737
730,C,False,-0.18302,-0.17401,-0.11705,-0.12751,-0.085763,-0.11879,-0.11313,-0.15147,-0.14881,-0.1245
731,C,False,0.3222,0.33949,0.35937,0.32638,0.34257,0.38464,0.34797,0.30098,0.13429,0.24141
732,C,False,0.18808,0.23583,0.23866,0.248,0.24358,0.24023,0.23572,0.21855,0.22244,0.17398
733,C,False,0.019062,0.052412,-0.020481,-0.040578,0.023384,-0.013699,0.040828,0.014264,-0.0050508,-0.0073393
734,C,False,0.12261,0.15105,0.086802,0.1367,0.066685,0.076944,0.072716,0.082214,0.16055,0.20263
735,C,False,-0.028949,-0.084765,-0.17645,-0.25478,-0.25702,-0.15304,-0.17381,-0.13119,-0.13219,-0.14322
736,C,False,-0.014519,-0.040803,-0.02569,-0.14081,0.005606,-0.13542,-0.029519,-0.049459,-0.010113,-0.042844
737,C,False,0.16048,0.09359,0.065221,0.099777,-0.047779,0.089753,-0.020946,-0.10427,-0.049399,-0.13277
738,C,False,0.0035888,-0.003224,0.01625,0.020966,0.0003843,-0.024676,0.013147,-0.017835,-0.020448,0.0014113
739,C,False,0.11829,0.71864,0.886,0.85936,0.85573,1.196,0.65284,0.78595,0.77275,0.83603
740,C,False,0.53183,0.47166,0.47911,0.43743,0.64926,0.64169,0.40971,0.34461,0.46399,0.44354
741,C,False,0.27781,0.24583,0.21229,0.25074,0.22887,0.241,0.2417,0.16266,0.1281,0.19173
742,C,False,0.088774,0.10379,0.10842,0.010458,0.048614,0.0012866,0.065098,0.079544,0.15468,0.05982
743,C,False,-0.15119,-0.20717,-0.17984,-0.13537,-0.12882,-0.092035,-0.091101,-0.11547,-0.16753,-0.096941
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37695,-1.5384,-0.48265
745,C,False,0.065427,-0.00079765,-0.037716,0.27668,0.053032,0.23104,0.14235,-0.035144,0.22195,-0.43342
746,C,False,0.0086819,0.0048547,-0.080615,-0.070705,-0.11243,-0.071525,0.06964,-0.098585,-0.034357,-0.13736
747,C,False,0.53717,0.57487,0.60982,0.46456,0.487,0.61236,0.59336,0.53335,0.57111,0.516
748,C,False,-0.0096813,-0.13887,-0.15425,-0.14505,-0.17955,-0.2126,-0.12136,-0.16266,-0.26688,-0.14562
749,C,False,0.18204,0.16546,0.18986,0.086473,0.088477,0.34065,0.13029,-0.0043999,0.071772,-0.045669
750,C,False,-0.0049329,-0.096502,0.029437,0.0069533,-0.050854,0.067579,0.026879,0.0057543,-0.030457,0.030028
751,C,False,0.059329,0.2549,0.024217,0.10908,0.087241,0.12785,0.13557,0.18396,0.14988,0.30143
752,C,False,0.42422,0.46493,0.38992,0.30741,0.39263,0.35622,0.36009,0.47833,0.45529,0.49922
753,C,False,0.074975,-0.014782,0.1595,0.25983,0.18638,0.54718,-0.073566,0.084504,-0.059625,0.10127
754,C,False,0.076469,0.095668,0.068086,0.097976,0.11598,0.071157,0.11201,0.093373,0.11887,0.095223
755,C,False,0.29879,-0.020836,0.16842,-0.27281,-0.12334,0.10417,0.32333,0.013719,0.33302,-0.10855
756,C,False,-0.024986,-0.046757,-0.087959,-0.051838,-0.16677,-0.13779,-0.14733,-0.20136,-0.17396,-0.18207
757,C,False,0.34711,0.33086,0.40652,0.3721,0.40898,0.37507,0.38024,0.41903,0.40106,0.39131
758,C,False,-0.34642,-0.21938,-0.35347,-0.21731,-0.14914,-0.041141,-0.072782,-0.30375,-0.12754,-0.082555
759,C,False,0.14769,0.13118,0.15422,0.13587,0.13827,0.10808,0.069977,0.10098,0.13957,0.14013
760,C,False,0.17246,0.12659,0.15771,0.15514,0.18716,0.15871,0.15526,0.23019,0.18608,0.17604
761,C,False,-0.81452,-2.773,0.92642,0.6079,1.2193,1.0788,2.3519,0.59623,0.29968,1.3441
762,C,False,0.14194,0.17976,0.12206,0.073704,0.15103,0.099857,0.069602,0.096192,0.087895,0.074574
763,C,False,0.023176,-0.020407,-0.02281,-0.022002,0.052624,-0.063453,-0.031372,0.011351,-0.0010818,-0.10064
764,C,False,0.19689,0.22811,0.24989,0.32119,0.26846,0.25096,0.24822,0.21237,0.27886,0.22774
765,C,False,0.02059,-0.016699,-0.099458,-0.030814,-0.094827,0.065166,0.15118,-0.05449,0.042596,0.076743
766,C,False,-0.22441,-0.14508,-0.24789,-0.15406,0.004346,-0.050803,-0.021908,-0.079162,0.025,-0.079867
767,C,False,-0.24415,-0.24225,-0.23496,-0.2144,-0.18056,-0.29546,-0.36534,-0.2967,-0.29759,-0.2358
768,C,False,0.0,0.0,-1.0953,-0.2941,-0.65592,2.0039,-0.12139,-0.64727,-0.47494,0.97001
769,C,False,-0.096563,-0.075138,-0.04482,0.015326,-0.064354,-0.046833,-0.02099,0.012608,-0.032234,-0.010535
770,C,False,0.0030332,0.0035937,0.019486,-0.014612,0.022496,0.015259,-0.030388,0.047517,0.02756,0.034885
771,C,False,0.12405,0.13902,0.1592,0.15293,0.10866,0.16081,0.15132,0.12108,0.17361,0.19656
772,C,True,-0.16106,-0.10279,-0.075428,-0.063224,-0.10927,-0.10019,-0.113,-0.12174,-0.12767,-0.091894
773,C,False,0.19393,0.28616,0.31369,0.29894,0.33097,0.25112,0.31181,0.21396,0.21942,0.25636
774,C,False,-0.30141,-0.23892,-0.30097,-0.25226,-0.34825,-0.28687,-0.24467,-0.25482,-0.23826,-0.28031
775,C,False,-0.087355,-0.041145,-0.049826,0.021132,0.0050229,-0.0015313,0.0058157,0.027917,0.053005,0.037368
776,C,False,0.24151,0.27104,0.30103,0.27803,0.27914,0.26536,0.29767,0.30802,0.36445,0.32134
777,C,False,0.028526,-0.13614,-0.059959,-0.1232,-0.034755,-0.10059,-0.094585,-0.14799,0.14772,0.11496
778,C,False,-0.2798,-0.10398,-0.24967,-0.1808,-0.18998,-0.25762,-0.27099,-0.25651,-0.26266,-0.36165
779,C,False,-0.13722,-0.054807,-0.11187,-0.1137,-0.091288,-0.023398,0.012973,0.034521,0.0078322,0.030232
780,C,False,0.099499,0.075047,0.0085117,0.040494,0.041955,0.064873,0.048512,0.014129,0.036329,0.074015
781,C,False,-0.51868,-0.56726,-0.5926,-0.59122,-0.6074,-0.56501,-0.56678,-0.54906,-0.47121,-0.44253
782,C,False,-0.28342,-0.29729,-0.41378,-0.42403,-0.45967,-0.53418,-0.41663,-0.25839,-0.47768,-0.28638
783,C,False,-0.048607,-0.035424,-0.028724,-0.035454,0.014823,-0.046147,-0.017264,-0.073711,-0.043711,-0.025741
784,C,False,-0.059536,0.63579,1.138,1.5135,1.1812,0.73141,1.2612,1.3781,1.668,2.412
785,C,False,0.21495,0.18109,0.20481,0.18489,0.26677,0.35613,0.32447,0.34146,0.23957,0.34578
786,C,False,0.08762,0.037889,0.078248,0.093982,0.13083,0.034917,0.1024,0.10249,0.17302,0.096144
787,C,False,-0.048178,-0.052687,-0.0050526,-0.0743,-0.041069,-0.076981,-0.079188,-0.04256,0.0067891,0.00078002
788,C,False,0.43345,-0.21042,0.097252,-0.012567,-0.17836,-0.73517,-0.27319,-0.31005,-0.187,-0.076159
789,C,False,0.21474,0.19231,0.14598,0.14484,0.15949,0.14856,0.11067,0.13779,0.21906,0.20028
790,C,True,-0.037026,-0.061215,-0.067818,-0.016243,-0.077963,0.0087257,-0.016592,-0.083536,-0.00029919,-0.0086218
791,C,False,0.51069,0.4563,0.47068,0.37131,0.46917,0.53497,0.38557,0.46291,0.38112,0.45919
792,C,True,-0.25589,-0.28386,-0.19193,-0.28655,-0.1812,-0.19455,-0.1317,-0.11217,-0.18801,-0.16287
793,C,False,-0.0055509,-0.042786,-0.12694,-0.089545,-0.02447,-0.028729,0.01145,-0.029467,-0.0045234,-0.046335
794,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,C,False,-0.22119,-0.1831,-0.12968,-0.11886,-0.58758,-0.37075,-0.32947,-0.45666,-0.2764,-0.14665
796,C,False,0.020728,-0.041508,-0.0059945,-0.075866,-0.08279,-0.040279,-0.090268,-0.11456,-0.017786,-0.11502
797,C,False,-0.073439,-0.080632,-0.12791,-0.049214,-0.024803,-0.033588,-0.15706,-0.087914,-0.098268,-0.092976
798,C,False,0.14528,0.0339,-0.013376,0.1821,0.073289,0.12832,0.19499,0.24492,0.027951,0.02334
799,C,False,-0.037026,-0.061215,-0.067818,-0.016243,-0.077963,0.0087257,-0.016592,-0.083536,-0.00029919,-0.0086218
800,C,False,-0.19264,-0.2133,-0.25794,-0.22597,-0.28257,-0.24589,-0.23908,-0.29695,-0.26106,-0.34467
801,C,False,0.06701,0.16866,0.12563,0.18619,0.12912,0.089802,0.062457,0.047594,0.014546,0.092296
802,C,False,-0.21864,-0.1736,-0.32724,-0.27971,-0.12188,-0.025023,-0.25372,-0.21089,-0.21939,-0.18077
803,C,False,0.20459,0.22769,0.19104,0.14939,0.17487,0.083981,0.17141,0.13376,0.13054,0.092036
804,C,False,0.087431,0.09338,0.021712,0.029649,0.0071325,0.041686,0.016488,0.067016,0.01148,0.0023651
805,C,False,0.012102,-0.018538,-0.089972,-0.057485,-0.071034,0.10955,-0.053915,-0.029932,0.056435,-0.13305
806,C,False,0.97763,0.75831,1.041,0.57273,0.63267,0.85961,1.426,1.2088,0.98648,1.1206
807,C,False,0.064874,0.054596,0.0039653,0.054885,0.092793,0.00064039,0.089785,0.029094,0.034666,0.0042312
808,C,False,-0.11957,-0.1048,-0.11736,-0.1268,-0.08996,-0.092896,-0.12553,-0.11703,-0.091768,-0.12274
809,C,False,-0.2195,-0.22017,-0.26012,-0.28353,-0.28323,-0.26695,-0.25567,-0.27926,-0.26492,-0.17628
