,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10
1557,B,False,20.992,20.826,20.661,20.059,15.262,14.516,11.244,11.655,11.696,12.613
1558,B,False,26.095,26.647,26.326,26.449,26.214,26.61,26.528,26.34,26.801,27.076
1559,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,B,False,14.172,14.002,14.157,14.238,14.085,14.116,14.185,14.315,14.293,14.364
1563,B,False,2.5946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,B,False,16.026,16.619,15.873,16.341,16.339,16.544,16.723,16.673,16.596,16.642
1566,B,False,7.0245,7.0925,7.0701,6.9385,6.946,7.3016,6.2947,5.8698,6.424,7.3725
1567,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,B,False,16.472,15.988,15.785,14.79,15.304,15.964,15.784,15.882,15.989,16.037
1570,B,False,17.916,17.727,17.403,17.631,17.304,17.559,16.981,16.875,16.637,16.447
1571,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,B,False,24.036,24.384,21.449,21.389,22.014,21.668,21.741,22.223,22.813,26.073
1573,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,B,False,12.265,12.107,12.225,12.545,12.189,11.993,11.919,11.846,12.225,11.993
1576,B,False,2.7777,3.1249,3.9972,5.9014,6.39,5.9486,5.6817,5.5731,5.1644,4.9417
1577,B,False,0.0,0.0,38.315,33.817,33.496,34.386,35.132,35.461,38.276,39.243
1578,B,False,37.183,36.782,36.982,36.749,36.815,36.536,36.733,36.957,36.833,37.049
1579,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,B,False,4.5343,4.3312,4.3872,4.4918,4.6575,4.6059,4.3184,4.3324,4.4771,4.2239
1581,B,False,10.612,10.596,10.607,10.226,10.063,10.024,10.185,9.7966,10.323,10.332
1582,B,False,291.49,19.381,16.47,20.098,17.575,0.0,327.62,320.7,252.81,312.93
1583,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,B,False,23.432,22.555,22.251,22.967,24.289,22.981,23.091,0.0,0.0,0.0
1585,B,False,14.461,13.553,12.532,12.466,11.536,12.33,11.941,11.757,11.567,11.552
1586,B,False,9.8243,9.7144,9.7925,9.7306,9.8455,9.7444,9.7521,9.7829,9.7368,0.0
1587,B,False,33.049,33.573,33.531,33.156,32.942,32.299,32.376,32.882,32.726,32.964
1588,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,B,False,26.904,26.515,26.473,25.933,26.051,26.019,25.867,25.763,25.815,25.733
1590,B,False,14.182,14.093,13.733,13.976,13.858,13.967,14.296,13.532,13.561,13.65
1591,B,False,27.7,28.298,28.512,26.778,24.81,24.224,23.369,23.535,23.438,22.713
1592,B,False,18.607,18.441,18.047,17.958,18.011,17.901,18.278,18.036,18.365,18.383
1593,B,True,12.722,12.691,12.901,13.119,12.56,12.656,13.187,12.515,10.439,9.7395
1594,B,False,18.331,18.344,18.933,18.849,17.737,17.334,20.175,20.489,20.343,20.245
1595,B,False,0.0,0.0,26.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,B,False,19.919,20.269,20.432,22.023,21.647,21.596,20.203,22.195,22.991,24.902
1598,B,False,11.841,10.978,11.193,11.617,11.7,12.699,12.699,12.808,12.722,12.691
1599,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.599
1600,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,B,False,57.713,59.024,59.576,59.877,58.548,59.752,59.397,58.899,59.61,59.369
1603,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,B,False,12.485,12.594,12.599,12.663,12.385,12.621,12.694,12.815,13.023,12.816
1606,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,B,False,4.3598,4.4555,5.2928,4.9439,6.8101,6.6556,6.627,6.7096,6.7053,6.7206
1608,B,False,5.6717,0.0,0.0,0.0,0.0,0.0,5.2439,0.0,0.0,5.5502
1609,B,False,6.8372,6.8165,6.7994,1.5219,6.8255,0.0,0.0,1.3988,1.2854,1.6852
1610,B,False,71.925,69.894,74.42,72.03,75.611,59.009,78.897,57.221,63.924,58.786
1611,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,B,False,17.642,17.548,17.729,17.816,17.82,17.938,17.674,17.412,17.473,17.261
1613,B,False,43.35,61.004,66.133,37.99,49.96,73.788,54.559,101.98,31.923,75.349
1614,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,B,False,11.957,13.218,13.522,15.232,11.703,12.678,11.484,9.9042,11.014,9.7384
1617,B,False,1.0137,0.90714,0.0,0.0,0.0,1.2261,0.0,0.0,0.0,1.599
1618,B,False,36.37,37.324,35.12,36.865,37.59,39.592,37.914,38.545,41.7,44.799
1619,B,False,0.0,0.0,0.0,0.0,0.0,0.0,2.4301,0.0,0.0,0.0
1620,B,False,21.474,22.281,22.402,22.604,23.051,23.033,23.569,23.173,22.923,23.187
1621,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2917,0.0
1623,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,B,False,0.0,0.0,0.0,0.0,85.85,74.891,81.468,79.605,54.639,53.457
1626,B,False,7.0701,6.9385,6.946,7.3016,6.2947,5.8698,6.424,7.3725,6.4781,6.4308
1627,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,B,False,7.9745,7.7713,7.8607,8.3829,9.4115,9.4953,8.7857,7.679,9.167,7.5523
1629,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,B,False,18.404,18.825,18.761,17.979,18.146,18.624,18.55,18.879,19.133,19.103
1631,B,True,3.7597,3.3958,2.5134,1.9032,2.6553,3.0134,3.1925,3.3974,3.3068,3.3921
1632,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,B,False,0.0,0.0,0.0,1.5153,0.0,1.6674,1.6132,1.5426,1.5656,1.4671
1634,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,B,False,20.155,20.303,19.581,19.918,19.918,20.007,19.676,20.283,20.563,21.006
1636,B,False,66.689,67.308,67.098,66.545,68.628,67.322,70.057,69.868,68.218,71.223
1637,B,False,16.561,16.749,12.927,12.326,12.328,11.718,16.281,18.964,18.297,17.129
1638,B,False,15.795,15.788,16.148,17.156,16.749,16.524,17.739,17.148,16.925,17.199
1639,B,True,15.646,15.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,B,False,13.217,13.169,13.018,13.495,13.611,13.903,13.803,13.952,13.757,13.61
1641,B,False,59.653,61.24,61.94,60.532,59.914,58.415,59.238,58.712,58.332,58.403
1642,B,False,0.0,10.834,17.491,0.0,8.8115,3.5809,49.863,0.0,0.0,6.3637
1643,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,B,False,49.049,49.67,50.689,49.51,50.422,50.4,50.24,51.059,48.186,47.461
1645,B,False,11.197,11.136,11.484,11.679,11.734,11.859,12.102,12.209,12.126,12.216
1646,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,B,False,24.124,14.046,50.182,0.0,77.531,0.0,0.0,0.0,0.0,0.0
1649,B,False,15.956,16.403,16.217,16.1,16.354,16.006,16.286,16.026,16.619,15.873
1650,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,B,False,12.816,12.445,12.593,12.846,12.782,12.774,12.667,12.85,12.847,12.718
1653,B,False,17.634,5.3238,0.0,41.449,0.0,0.0,0.0,0.0,0.0,0.0
1654,B,False,17.146,17.185,16.747,16.894,16.646,16.381,16.443,15.827,15.727,15.529
1655,B,False,29.68,18.817,28.242,31.334,61.897,33.963,30.834,34.532,34.242,44.62
1656,B,False,12.26,12.309,12.262,12.365,12.158,12.041,12.145,12.369,12.537,12.175
1657,B,True,53.951,54.268,54.86,54.373,54.804,56.8,55.292,55.937,56.376,55.421
1658,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,B,False,43.91,43.466,42.813,42.41,41.813,42.259,42.454,42.353,42.153,41.928
1660,B,False,0.0,2.6705,0.0,0.0,0.0,0.0,0.0,0.0,22.12,21.816
1661,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,B,False,124.51,8.0762,7.7716,7.8928,8.7599,8.2554,8.0853,9.2215,9.5125,10.745
1663,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,B,False,0.0,27.589,7.5266,9.5438,7.4324,0.0,0.0,0.0,0.0,0.0
1666,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,B,False,14.923,15.701,15.472,15.889,15.913,15.871,16.918,16.667,16.667,16.787
1668,B,False,1.7827,2.182,2.0988,1.9949,1.9808,0.0,0.0,4.0638,2.0018,2.84
1669,B,False,2.351,0.0,0.0,0.0,0.0,0.0,9.9511,9.8634,0.0,9.8713
1670,B,False,20.595,20.674,21.115,21.398,21.209,21.148,21.22,20.934,20.932,20.609
1671,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,B,False,0.0,0.0,0.0,37.444,38.863,38.924,37.78,36.329,35.526,35.939
1674,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,B,False,30.967,39.0,21.277,32.506,5.2881,8.458,24.124,14.046,50.182,0.0
1676,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.169,47.283,35.734
1677,B,False,4.3051,3.9507,3.9878,4.0544,3.9117,4.0016,3.9208,4.0504,3.9223,4.4065
1678,B,False,18.328,18.201,18.414,17.85,17.459,17.222,18.204,17.862,17.709,17.034
1679,B,False,8.9876,9.0473,9.1622,9.2941,9.682,9.7586,9.9699,10.004,10.104,10.251
1680,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,B,False,0.0,0.0,0.0,0.0,0.0,0.0,13.83,0.0,0.0,0.0
1682,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,B,False,2.9076,2.6951,2.7263,2.5828,2.3463,2.1002,2.4168,2.4548,2.6522,2.5635
1684,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,B,False,26.574,27.089,27.351,28.042,27.761,27.71,27.275,27.371,27.794,28.109
1687,B,False,31.64,31.008,32.925,35.487,33.401,30.058,33.0,33.513,33.686,4.8366
1688,B,False,0.0,0.0,0.0,0.0,0.0,0.0,13.264,7.1866,8.4791,13.398
1689,B,False,12.901,13.119,12.56,12.656,13.187,12.515,10.439,9.7395,10.244,10.655
1690,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,B,False,23.552,79.094,5.0549,40.245,0.0,6.9776,4.7623,0.0,4.4373,21.213
1692,B,False,4.4662,86.243,4.5295,4.9964,4.9761,4.8924,6.1527,6.6992,6.5105,5.5243
1693,B,False,74.592,76.167,78.726,76.774,77.703,77.014,81.111,82.54,80.573,80.238
1694,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,B,False,4.1198,4.3383,3.239,3.4971,2.2267,2.5208,0.0,0.0,0.0,0.0
1696,B,False,4.2478,4.3023,4.2663,4.2696,4.029,4.0398,3.8678,3.7588,3.8213,3.8773
1697,B,False,19.771,20.261,20.728,20.94,21.23,21.373,21.758,21.815,21.771,21.752
1698,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,B,False,6.925,6.0799,22.847,22.059,21.427,20.618,19.841,18.841,18.35,17.895
1700,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,B,False,15.852,15.69,16.19,15.752,15.723,15.769,15.82,15.862,15.998,16.182
1702,B,False,14.209,14.561,14.801,14.87,14.769,14.994,15.152,15.373,15.399,14.99
1703,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,B,False,22.566,22.935,22.537,22.867,22.583,22.676,22.633,22.626,22.483,22.158
1705,B,False,6.1874,0.0,2.7224,0.0,8.6319,6.1935,0.0,0.0,5.9448,5.8715
1706,B,False,0.0,0.0,0.0,2.5428,2.528,2.8124,2.7631,2.4627,2.6004,2.8057
1707,B,True,18.057,21.238,16.83,19.604,20.278,20.935,13.641,13.38,12.721,12.868
1708,B,False,56.281,56.798,58.329,56.537,60.257,59.134,58.128,63.026,62.683,64.357
1709,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,B,False,25.003,23.236,19.612,19.946,19.387,19.777,19.188,18.12,18.441,17.91
1711,B,False,16.454,16.407,17.113,17.166,17.147,18.038,17.88,17.352,17.815,17.998
1712,B,False,0.0,3.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,B,False,17.388,17.313,17.78,17.692,18.11,18.109,18.277,18.445,18.68,19.117
1714,B,False,27.345,27.32,27.369,26.909,27.29,27.36,27.298,27.054,27.123,27.449
1715,B,False,0.0,0.0,55.615,56.157,55.847,0.0,56.813,0.0,0.0,55.044
1716,B,False,14.892,14.475,14.553,14.456,14.607,14.572,14.282,15.251,16.271,16.61
1717,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,B,False,5.6682,5.6475,5.6778,5.7458,5.6545,5.1543,5.2159,5.5452,4.8408,5.3293
1720,B,False,0.0,0.0,0.0,2.9665,0.0,0.0,3.0264,0.0,3.416,0.0
1721,B,False,0.0,0.0,0.0,0.0,0.0,86.263,0.0,0.0,0.0,92.811
1722,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,B,False,65.146,63.821,64.537,64.162,65.575,66.689,67.308,67.098,66.545,68.628
1724,B,False,3.2307,8.6817,0.0,8.9721,9.1107,9.5441,10.341,9.5952,9.8512,9.7078
1725,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,B,False,9.2896,9.0606,10.542,10.049,11.486,15.8,9.9193,10.19,10.844,11.292
1727,B,False,80.308,79.477,82.976,85.609,84.224,82.026,82.495,80.206,73.642,72.036
1728,B,False,15.704,15.753,16.275,16.0,15.78,15.829,16.27,16.205,15.848,16.37
1729,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,B,False,65.566,58.684,58.045,65.195,67.336,64.51,63.591,63.702,75.629,73.112
1731,B,False,32.352,31.603,31.992,32.195,32.681,32.7,32.712,32.276,32.105,32.582
1732,B,False,16.803,16.83,16.964,16.883,16.877,16.736,16.79,16.818,16.571,16.652
1733,B,False,28.276,28.106,30.007,28.099,30.33,29.747,27.875,29.556,29.885,30.281
1734,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,B,False,48.308,49.993,51.957,52.885,51.164,51.272,51.94,48.014,48.19,52.948
1737,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,B,False,21.796,21.82,22.219,22.227,22.377,22.22,22.356,22.371,22.951,22.641
1739,B,False,3.2413,1.6845,3.3303,3.3211,3.3741,3.4815,3.4502,2.8993,3.0422,3.0344
1740,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,B,False,5.4272,4.8096,2.4199,2.3916,2.3778,2.4198,2.3057,2.2667,2.3389,2.3629
1742,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,B,False,2.7454,2.8049,2.803,2.8214,2.8005,2.81,2.8125,2.8452,2.8735,2.8837
1744,B,False,19.351,19.528,19.528,18.97,18.89,19.105,18.848,19.334,19.298,19.17
1745,B,False,29.002,27.964,27.813,27.72,27.773,27.548,27.486,27.685,28.304,28.571
1746,B,False,3.123,2.1236,1.8951,1.958,2.2823,1.8234,1.3565,1.0599,1.3156,2.5395
1747,B,False,51.677,51.466,56.843,53.247,52.043,49.512,51.585,48.63,51.052,58.801
1748,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,B,False,32.229,31.821,31.079,31.359,31.255,31.616,31.793,31.265,31.216,30.076
1750,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,B,False,24.051,23.167,22.689,21.615,21.172,21.785,21.255,21.324,21.202,21.031
1756,B,True,32.375,33.655,35.377,36.905,36.083,35.782,38.719,39.806,41.865,45.02
1757,B,False,5.7118,5.7613,5.7416,5.83,5.9277,5.8423,5.9096,6.0147,6.0762,5.9756
1758,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,B,False,12.202,10.923,11.301,11.86,13.553,11.401,13.932,18.028,18.328,18.201
1760,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,B,False,0.0,0.0,0.0,0.0,0.0,37.444,38.863,38.924,37.78,36.329
1762,B,False,9.5645,7.5856,7.5469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,B,False,105.05,97.876,96.689,83.72,76.187,76.308,74.342,72.066,70.834,73.637
1768,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,B,False,26.281,25.968,26.365,28.451,28.714,26.959,28.347,27.378,28.555,25.863
1771,B,False,129.41,55.029,26.578,0.0,48.037,7.5837,0.0,8.9515,14.957,6.1454
1772,B,False,0.0,0.0,0.0,0.0,0.0,11.098,0.0,0.0,0.0,1.9049
1773,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,B,False,14.361,14.966,15.474,15.901,15.032,13.645,13.952,14.515,14.915,16.993
1775,B,False,69.666,67.702,69.215,70.534,77.643,74.431,75.597,78.661,78.206,80.18
1776,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,B,False,26.562,25.95,25.58,25.044,25.005,24.828,24.951,24.908,24.75,24.827
1778,B,True,3.2745,3.1276,2.9877,3.2153,3.6284,3.6062,2.9892,3.0776,3.205,3.2661
1779,B,False,20.512,27.017,26.629,26.181,26.327,26.948,27.002,27.744,27.741,27.51
1780,B,False,65.144,56.942,77.725,76.47,74.673,68.377,57.999,57.125,67.929,65.997
1781,B,False,22.687,22.76,22.973,23.497,23.655,24.316,24.159,24.111,24.376,24.211
1782,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,B,False,9.1214,8.7245,0.0,7.2642,8.1838,8.0308,6.5834,0.0,0.0,0.0
1784,B,False,26.25,25.808,24.816,24.785,24.366,23.998,23.854,23.74,24.509,24.977
1785,B,False,0.0,0.0,0.0,0.0,0.0,0.0,31.164,32.836,125.89,73.992
1786,B,False,3.2667,3.7164,3.8119,3.7927,3.7607,3.7886,3.8537,3.3395,3.7774,3.8652
1787,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,B,False,11.005,10.947,10.98,10.901,10.861,10.937,10.612,10.596,10.607,10.226
1789,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,B,False,2.7076,2.8036,2.8977,2.9572,2.9378,2.8881,2.8465,3.5479,4.0599,2.5443
1791,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,B,False,13.134,12.977,13.264,14.163,14.615,14.571,15.077,15.313,15.882,15.849
1793,B,False,16.121,15.777,15.934,16.196,15.676,15.652,15.298,15.453,15.324,15.422
1794,B,False,4.668,4.2035,3.9402,4.039,4.3051,3.9507,3.9878,4.0544,3.9117,4.0016
1795,B,False,20.222,14.102,19.595,23.897,58.365,57.623,63.845,62.861,67.479,49.24
1796,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,B,False,34.934,31.195,34.153,34.195,36.483,36.449,33.752,34.291,34.954,35.275
1798,B,False,23.834,23.845,24.289,24.099,23.831,23.777,23.532,23.336,23.753,23.643
1799,B,False,2.1659,2.1939,2.1254,2.0682,2.3293,2.4561,2.1019,2.2636,2.2371,2.2158
1800,B,False,16.747,16.894,16.646,16.381,16.443,15.827,15.727,15.529,15.704,15.753
1801,B,False,15.342,15.349,14.877,15.443,15.411,15.701,15.821,16.326,15.759,16.042
1802,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803,B,False,20.634,21.732,20.062,19.656,19.773,21.331,23.951,23.857,23.674,23.416
1804,B,False,7.6987,8.1657,8.2396,7.8239,7.1262,8.9688,8.4024,7.49,7.3036,7.6609
1805,B,False,17.184,17.132,17.306,17.211,17.212,17.217,17.146,17.046,17.02,17.201
1806,B,False,57.961,53.931,53.819,53.051,52.845,51.414,51.313,51.219,51.666,49.85
1807,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.331
1808,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,B,False,25.031,24.324,24.715,24.408,24.051,23.167,22.689,21.615,21.172,21.785
1811,B,False,0.0,0.0,0.0,26.331,26.472,25.794,25.665,25.031,24.324,24.715
1812,B,False,2.6474,2.5545,9.5218,10.16,9.9819,9.1889,11.846,10.386,12.722,9.9235
1813,B,False,26.243,25.774,25.085,25.218,25.742,25.418,25.016,24.634,24.802,24.303
1814,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,B,False,17.599,17.855,17.335,16.561,16.56,15.796,15.655,15.496,15.558,15.351
1816,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,B,False,18.761,17.979,18.146,18.624,18.55,18.879,19.133,19.103,18.705,18.673
1818,B,False,26.52,26.763,25.58,26.114,27.27,26.39,26.568,26.004,24.608,22.82
1819,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,B,False,12.777,12.722,12.622,12.88,12.646,12.392,12.65,12.8,13.043,12.83
1821,B,False,48.222,48.431,47.353,46.577,47.835,48.118,47.465,47.664,46.371,46.057
1822,B,False,62.683,64.357,69.292,69.625,72.356,75.976,78.081,75.241,81.269,84.883
1823,B,False,127.59,128.59,126.96,127.33,128.47,125.58,128.68,128.96,132.78,133.55
1824,B,False,3.5161,3.4206,3.4674,3.7353,3.7353,3.5475,3.6426,0.0,0.0,0.0
1825,B,False,14.597,15.844,22.314,17.982,19.875,23.919,25.975,25.785,27.27,34.566
1826,B,False,29.998,26.876,26.663,26.692,30.309,28.745,26.155,25.739,27.259,27.986
1827,B,False,8.6617,8.921,9.0044,9.192,8.8192,8.8395,8.586,8.9857,9.0689,9.5277
1828,B,False,24.466,24.569,24.374,25.034,25.137,24.126,23.845,23.917,23.877,24.83
1829,B,False,3.2749,3.1956,3.1489,3.3054,3.8908,3.8985,3.3473,3.1495,3.6184,3.1794
1830,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,B,False,16.734,16.505,16.41,15.829,15.858,15.78,15.979,16.235,16.138,15.89
1832,B,False,5.2127,5.3212,4.8737,4.5676,4.7715,4.6885,4.7948,4.4023,4.1692,3.8367
1833,B,False,21.496,20.506,20.815,20.779,21.281,21.241,20.996,20.96,19.871,19.696
1834,B,False,18.316,18.155,18.065,18.193,18.224,18.041,17.786,17.691,17.809,17.802
1835,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,B,False,12.097,12.21,12.075,12.836,12.124,11.887,11.952,11.47,11.656,12.395
1837,B,False,0.0,0.0,0.0,0.0,0.0,9.9511,9.8634,0.0,9.8713,9.8271
1838,B,False,20.426,22.118,9.8057,36.629,27.655,37.891,40.466,67.957,26.403,28.947
1839,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,B,False,6.775,7.2407,7.2356,7.0739,7.5807,7.6402,7.5655,8.262,8.8618,8.8884
1842,B,False,38.719,39.806,41.865,45.02,25.844,44.563,46.712,48.312,43.633,44.726
1843,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
