,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5,R_VALUE_6,R_VALUE_7,R_VALUE_8,R_VALUE_9,R_VALUE_10
1411,B,False,3.7349,3.7013,3.6997,3.7228,3.6728,3.674,3.6822,3.6744,3.6374,3.6796
1412,B,False,3.3198,3.4282,3.3303,3.3254,3.3245,3.2845,3.3615,3.53,3.4358,3.3594
1413,B,False,3.8593,3.8589,3.8992,4.0394,3.9705,3.9288,3.8638,3.9143,3.9613,3.8526
1414,B,False,2.1299,2.2769,2.2876,2.5773,2.4296,2.4636,2.7085,2.7121,2.8547,2.8358
1415,B,False,4.022,3.9753,4.0042,3.9947,3.9389,3.8661,3.864,3.9319,3.9281,3.9235
1416,B,False,3.6719,3.8255,3.5067,3.5203,3.7778,3.7249,3.3259,3.5728,3.7235,3.7649
1417,B,False,0.0,1.8397,1.8636,1.8802,0.0,0.0,0.0,0.0,0.0,0.0
1418,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0462
1419,B,False,3.5224,3.5624,3.4732,3.4197,3.3711,3.4389,3.4127,3.4075,3.4545,3.3373
1420,B,False,2.7986,2.7997,2.7956,2.7892,2.9266,2.7981,2.8145,2.9529,2.9602,2.9516
1421,B,False,4.1892,4.2062,4.1927,4.1931,4.3555,4.3516,4.2576,4.552,4.3865,4.5986
1422,B,False,2.5313,2.5389,2.5474,2.5473,2.6683,2.5497,2.5484,2.6007,2.7692,2.7649
1423,B,False,3.673,3.7371,3.7972,3.6804,3.7206,3.7607,3.7329,3.7453,3.8069,3.8653
1424,B,False,2.3509,2.6489,2.7623,2.6469,0.0,0.0,2.1577,2.1487,2.1474,2.1482
1425,B,False,4.2052,4.2567,4.269,4.2857,4.3099,4.4256,4.4242,4.2331,4.2938,4.2167
1426,B,False,1.4074,2.5256,2.7811,0.0,0.0,1.965,2.1748,0.0,0.0,2.688
1427,B,False,2.2236,0.0,3.1235,3.4528,3.4325,3.0037,3.3507,3.5218,3.5503,3.7133
1428,B,False,3.269,3.2205,3.2189,3.2172,3.2218,3.2236,3.2136,3.215,3.2149,3.2035
1429,B,False,3.7534,3.6734,3.7668,3.6483,3.782,3.7912,3.7179,3.7442,3.6766,3.7298
1430,B,False,3.2172,3.2218,3.2236,3.2136,3.215,3.2149,3.2035,3.2052,3.2083,3.2046
1431,B,False,0.0,0.0,0.0,0.0,1.953,1.955,1.9585,2.1299,2.1393,1.9839
1432,B,False,3.8163,3.7641,3.7623,3.708,3.6571,3.6951,3.6853,3.6967,3.6756,3.4097
1433,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,B,False,2.8147,0.0,0.0,2.2802,0.0,2.4455,2.2517,2.4257,2.4244,2.2426
1435,B,False,3.4873,3.4395,3.4941,3.4583,3.458,3.4066,3.4485,3.5192,3.5881,3.6478
1436,B,False,4.1213,4.0536,4.1246,4.1234,4.0929,4.0607,4.0323,3.98,3.9476,3.9534
1437,B,False,2.7512,2.9508,2.9056,2.8471,2.8389,2.6742,2.7955,2.904,2.9987,2.9466
1438,B,False,0.0,0.0,0.0,0.0,1.9303,0.0,0.0,0.0,0.0,0.0
1439,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,B,False,3.8386,3.9712,4.06,3.9555,3.9244,3.8993,3.9383,3.895,3.9005,3.8926
1441,B,False,3.7275,3.8006,3.8799,3.8185,3.7506,3.7777,3.7783,3.756,3.697,3.6321
1442,B,False,3.9606,3.9466,3.9517,4.0102,3.9364,3.936,3.9531,4.0133,4.0973,4.0927
1443,B,False,3.7765,3.8079,3.7508,3.6942,3.7449,3.7571,3.8469,3.8556,3.8497,3.7281
1444,B,False,3.5661,3.5617,3.5661,3.3055,3.4825,3.4827,3.5309,3.5937,3.6855,3.715
1445,B,True,3.6884,3.7102,3.6665,3.6806,3.7623,3.7536,3.7821,3.7442,3.6954,3.7059
1446,B,False,3.8863,3.9344,3.9281,3.7821,3.9085,3.8085,3.7816,3.8136,3.7564,3.8111
1447,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6173
1448,B,True,2.6344,2.2709,2.4604,2.0835,0.0,0.0,0.0,0.0,0.0,0.0
1449,B,False,3.8439,3.7884,3.9809,3.8693,3.9476,3.8621,3.864,3.7557,3.7622,3.8421
1450,B,False,1.9251,1.6334,1.6001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,B,False,4.4528,4.3492,4.0931,4.0165,3.9021,3.6313,3.7223,3.9565,3.5584,3.9495
1452,B,True,0.0,0.0,2.1002,2.1606,2.344,1.8874,0.0,0.0,0.0,0.0
1453,B,False,2.5425,2.8384,2.7955,2.3783,2.766,2.3661,2.3598,2.366,0.0,2.3534
1454,B,False,3.7788,3.6909,3.66,3.651,3.6954,3.6897,3.8103,3.7753,3.7083,3.7291
1455,B,False,4.1022,4.1171,4.1928,4.2175,4.2192,4.2632,4.2515,4.2293,4.2681,4.2913
1456,B,False,2.7672,2.7792,2.5451,3.0006,3.0396,2.6096,2.8625,2.793,2.7963,2.8904
1457,B,False,4.2229,4.2542,4.1777,4.1812,4.1725,4.1535,4.1827,4.1761,4.1442,4.1828
1458,B,False,2.5918,1.9797,1.9794,0.0,0.0,1.9794,0.0,0.0,2.3308,1.9776
1459,B,True,2.1585,2.167,2.1741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,B,False,2.7439,2.8432,3.0547,2.8451,2.464,2.7164,3.0765,2.3653,2.7538,2.8155
1461,B,False,3.8686,3.8458,4.0359,4.1589,4.1916,4.1968,4.2484,4.2395,4.1808,3.9548
1462,B,False,1.9543,2.4207,2.6252,2.3897,2.3928,1.9362,2.2132,1.9305,2.3801,2.6986
1463,B,False,3.7669,3.7975,4.0136,3.8267,3.713,3.6928,3.8566,3.9345,3.8813,4.0843
1464,B,False,2.7055,2.5117,2.305,0.0,0.0,0.0,0.0,2.3733,2.2487,2.2484
1465,B,False,2.9677,3.0993,2.9023,3.0917,3.1355,3.0578,3.0177,3.0172,3.019,3.0152
1466,B,True,3.259,3.5533,3.6515,3.5531,3.4915,3.5391,3.5643,3.5499,3.3795,3.5673
1467,B,False,4.0164,3.9985,3.9796,4.0177,4.0179,4.0083,4.0071,3.9698,3.9153,3.9285
1468,B,False,2.7725,3.0311,2.9827,2.982,2.9814,2.9824,3.1005,2.9539,2.6498,2.8208
1469,B,False,3.6228,3.7227,3.6208,3.6574,3.3259,3.1524,3.6012,3.6702,3.7361,3.7733
1470,B,False,2.641,3.248,3.2561,2.6978,2.7032,2.7521,2.7602,2.7605,3.0213,3.0764
1471,B,False,3.6747,3.7086,3.6878,3.5607,3.5319,3.637,3.5435,3.6419,3.6362,3.5989
1472,B,False,3.2838,2.9995,2.6406,3.0916,2.4088,2.654,3.0025,2.9253,2.7634,2.3643
1473,B,False,3.7592,3.6082,3.3772,3.3426,3.5669,3.4073,3.4302,3.6928,3.5623,3.6097
1474,B,False,3.3696,3.4496,3.3338,3.4243,3.3567,3.2821,3.38,3.3708,3.4253,3.4165
1475,B,True,3.8057,3.8756,3.7918,3.7666,3.8202,3.757,3.7422,3.792,3.7011,3.7884
1476,B,False,2.6653,2.558,0.0,0.0,0.0,2.9687,2.4421,2.6802,3.157,2.8583
1477,B,False,2.2211,2.5377,2.6873,3.1695,2.8064,3.4788,3.1319,3.1146,3.3547,3.3488
1478,B,False,3.9134,3.7046,3.713,3.7307,3.78,3.8143,3.7337,3.6862,3.5857,3.7885
1479,B,False,4.1615,3.9978,4.0717,4.1322,4.1658,4.1672,4.1534,4.1128,4.071,4.1508
1480,B,False,2.4584,2.0355,2.0199,0.0,1.7484,2.5113,2.8748,2.9156,2.6479,2.6189
1481,B,True,1.8118,3.2821,2.5331,3.1096,3.3084,0.0,2.8863,2.6881,2.7944,3.3374
1482,B,False,2.8428,2.8372,3.01,2.8111,0.0,0.0,0.0,0.0,0.0,0.0
1483,B,False,3.5992,3.5548,3.5299,3.5743,3.5525,3.6073,3.5373,3.5551,3.5063,3.4648
1484,B,False,3.1939,2.8877,3.159,2.9961,2.7592,2.8054,3.0254,3.1902,3.0059,3.0323
1485,B,False,2.8814,2.1946,3.0715,2.895,2.4568,0.0,2.9424,3.2012,3.1699,2.9943
1486,B,False,2.8574,3.0936,3.2128,3.2857,3.1278,3.1956,3.3095,3.1803,3.1787,3.1285
1487,B,False,4.1829,4.2777,4.4318,4.541,4.5477,4.7164,4.5465,4.6353,4.6743,4.6529
1488,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,B,False,4.0755,4.1325,4.0881,4.1552,4.1724,4.116,4.1694,4.1594,4.0251,4.1226
1490,B,False,3.1297,3.0577,3.0738,2.945,2.4365,2.5607,2.9965,2.8438,2.7496,2.7487
1491,B,False,4.2221,4.1155,4.214,4.2289,4.0287,4.2033,4.0943,4.2171,4.0403,4.0703
1492,B,False,3.3356,3.3824,3.2809,3.5721,3.6296,3.5189,3.2836,3.2512,3.3577,3.2612
1493,B,False,3.4279,3.4562,3.5293,3.5024,3.4492,3.4716,3.365,3.3424,3.1861,3.1653
1494,B,False,3.7847,3.7423,3.7649,3.7661,3.7231,3.7296,3.7805,3.7645,3.7786,3.7256
1495,B,False,0.0,0.0,0.0,0.0,2.7101,2.9674,2.9772,2.8625,2.8625,2.9848
1496,B,False,3.7452,3.7224,3.7119,3.7991,3.8718,3.7184,3.6658,3.5996,3.5936,3.5265
1497,B,False,4.1162,4.1059,4.1379,4.1313,4.1464,4.2325,4.1069,4.0934,4.1245,4.0995
1498,B,False,3.9566,3.9632,3.8085,3.7996,3.883,3.9617,4.0538,4.0679,4.074,4.012
1499,B,True,2.4976,2.5047,0.0,0.0,2.3346,2.7364,2.7443,2.9666,2.7762,2.577
1500,B,False,3.9784,3.9715,3.9659,3.9536,3.9463,3.9613,3.9171,4.01,3.9833,3.8172
1501,B,False,0.0,0.0,0.0,0.0,0.0,1.8753,0.0,0.0,0.0,2.1691
1502,B,False,3.4673,3.4972,3.2984,3.3221,3.3143,3.444,3.215,2.7143,3.2283,3.2733
1503,B,False,4.4997,4.3432,4.4704,4.3456,4.3934,4.3693,4.176,4.4142,4.3573,4.0216
1504,B,False,2.8766,3.1226,3.2211,3.63,3.4723,3.3494,2.8908,3.1777,3.2943,3.2955
1505,B,False,3.9264,3.9161,3.9383,3.9091,3.8019,3.8967,3.7275,3.8006,3.8799,3.8185
1506,B,False,3.9083,3.922,4.0322,4.0268,4.0422,3.9528,3.9344,3.9559,4.0155,4.0647
1507,B,False,0.0,2.2749,2.2731,2.0395,0.0,2.5414,2.541,2.5402,2.5415,2.5361
1508,B,False,3.1046,3.3245,3.1818,3.1256,3.0525,2.8255,2.8615,2.8613,2.8991,2.8833
1509,B,False,3.473,3.3319,3.5318,3.5019,3.378,3.1489,3.0893,3.1071,3.3722,3.411
1510,B,False,3.7524,3.7697,3.7509,3.7545,3.7606,3.8712,3.8327,3.6663,3.6019,3.6267
1511,B,False,3.6268,3.5882,3.6532,3.6272,3.539,3.4434,3.3787,3.3923,3.4097,3.5094
1512,B,False,0.0,0.0,2.077,2.2251,2.605,2.2339,0.0,0.0,2.4396,0.0
1513,B,False,2.7072,2.6978,2.4693,2.8646,2.7106,2.7077,2.4621,0.0,0.0,0.0
1514,B,False,0.0,0.0,0.0,2.5657,0.0,2.5565,2.5689,0.0,0.0,0.0
1515,B,False,0.0,0.0,0.0,2.3229,2.9944,2.8875,0.0,1.6735,0.0,0.0
1516,B,False,3.6706,3.723,3.5286,3.4564,3.382,3.4059,3.4859,3.5427,3.701,3.5514
1517,B,False,0.0,0.0,0.0,2.9965,2.9646,2.6072,0.0,0.0,0.0,0.0
1518,B,False,3.7493,3.759,3.8053,3.7406,3.7275,3.651,3.6604,3.6196,3.6558,3.7452
1519,B,False,3.7458,3.673,3.7371,3.7972,3.6804,3.7206,3.7607,3.7329,3.7453,3.8069
1520,B,False,0.0,0.0,0.0,2.9326,2.8544,2.8578,2.857,2.9046,3.0624,3.1592
1521,B,False,2.5884,2.3392,2.1765,2.1829,2.3664,2.1818,2.5711,2.649,2.3779,2.6642
1522,B,False,3.7839,3.6386,3.7471,3.7434,3.7421,3.7418,3.7022,3.711,3.6438,3.6657
1523,B,False,2.7032,2.1854,0.0,3.014,2.8746,2.5782,3.0093,2.9296,3.2778,3.3401
1524,B,False,3.3765,3.3917,3.374,3.2073,3.2026,2.6111,1.9955,3.3213,3.0429,2.3388
1525,B,False,4.0425,4.0876,4.0838,4.0065,3.9658,4.0757,3.98,4.0646,4.0426,4.0082
1526,B,False,3.9373,3.9504,3.9305,3.931,3.9324,3.8102,3.7809,3.808,3.8742,3.8749
1527,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9439
1528,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,B,False,3.8856,3.9326,3.9917,4.0581,4.0763,4.0311,3.9945,4.0305,4.0638,3.9846
1530,B,False,3.0406,3.0333,3.0326,3.0292,3.029,3.0325,3.0308,3.0322,3.0291,3.0332
1531,B,False,3.2657,3.3878,3.3737,3.529,3.3886,3.3648,3.411,3.4232,3.5581,3.2767
1532,B,False,2.8824,2.8113,2.9271,2.9807,2.9643,3.05,2.9548,2.7615,2.5732,3.1112
1533,B,False,3.4525,3.4089,3.3415,3.3007,3.3723,3.4138,3.3898,3.2359,3.0094,3.1653
1534,B,False,0.0,0.0,1.8582,2.2343,1.8711,1.8813,0.0,0.0,0.0,0.0
1535,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3383,0.0
1536,B,False,4.7816,4.848,4.8732,4.7907,4.7322,4.7688,4.6061,4.5189,4.5827,4.5208
1537,B,False,4.4054,4.4304,4.4549,4.3582,4.3116,4.319,4.2549,4.3324,4.5771,4.3969
1538,B,False,2.8263,2.8287,2.832,2.9461,2.8314,2.8394,2.8312,2.614,2.8259,2.9757
1539,B,False,3.78,3.6785,3.8205,3.8508,3.8673,3.8202,3.8587,3.7412,3.7344,3.7022
1540,B,False,3.5636,3.5671,3.5989,3.5712,3.4732,3.5784,3.583,3.5868,3.4862,3.4823
1541,B,False,3.8133,3.5764,3.3969,3.5222,3.4828,3.1035,3.3871,3.5591,3.6228,3.7227
1542,B,False,3.0618,3.1514,3.0787,2.9747,3.1107,3.0826,2.949,2.9076,2.8254,2.9708
1543,B,False,2.047,2.3023,1.9755,1.9184,1.7223,0.0,1.7211,2.0501,2.0268,1.6938
1544,B,False,0.0,2.2704,2.2309,2.2306,0.0,0.0,0.0,0.0,0.0,0.0
1545,B,False,2.9175,2.4224,3.0572,3.0117,3.108,3.0408,3.3403,3.1318,3.1887,2.9591
1546,B,True,3.9079,3.8188,3.8877,3.8897,3.8358,3.8856,3.8467,3.8758,3.8904,3.87
1547,B,False,3.4795,3.4579,3.4957,3.5278,3.5518,3.347,3.5743,3.429,3.4426,3.3553
1548,B,False,3.601,3.6056,3.7119,3.7419,3.7328,3.7815,3.7823,3.8608,3.7094,3.8152
1549,B,False,3.5677,3.5321,3.5357,3.5684,3.4879,3.5149,3.5414,3.3442,3.4078,3.622
1550,B,False,3.5516,3.7435,3.502,3.8545,3.6821,3.5997,3.5756,3.6763,3.6064,3.7685
1551,B,False,2.1005,2.437,2.45,1.8724,1.8829,2.2481,2.4201,2.0678,1.5856,1.5992
1552,B,False,4.0327,4.0987,4.0313,4.01,3.9426,3.8351,3.9274,4.0947,3.8992,4.1764
1553,B,False,3.7422,3.792,3.7011,3.7884,3.7848,3.7818,3.7377,3.6955,3.5587,3.5175
1554,B,False,1.909,1.8922,1.8708,2.8796,2.136,2.2402,2.3032,2.5663,2.2436,2.5679
1555,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,B,True,0.0,0.0,0.0,0.0,2.8595,0.0,0.0,0.0,0.0,2.8109
1557,B,False,2.6356,2.4069,2.8361,2.8753,3.0741,3.1014,3.6656,3.7,3.3732,3.2354
1558,B,False,3.7661,3.7231,3.7296,3.7805,3.7645,3.7786,3.7256,3.6725,3.7207,3.7183
1559,B,False,3.1924,3.2139,3.1487,3.0916,3.2826,3.2595,3.254,3.1906,3.188,3.0962
1560,B,False,3.2657,3.6196,3.4491,3.4889,3.3026,3.5718,3.6614,3.5092,3.4523,3.481
1561,B,False,2.8169,2.7316,2.6335,2.8113,2.8421,2.8363,3.0793,2.9257,2.9758,3.0105
1562,B,False,3.7634,3.7698,3.7268,3.704,3.7403,3.8701,3.7974,3.7107,3.7753,3.7636
1563,B,False,3.4876,3.4844,3.5177,3.6094,3.6492,3.6478,3.6347,3.6847,3.5677,3.5909
1564,B,True,2.668,2.656,2.9564,2.6373,2.628,2.627,2.9278,2.924,2.6826,2.6794
1565,B,False,3.9879,4.042,3.8894,3.9685,3.9054,3.9044,4.0214,3.801,3.6456,3.6329
1566,B,False,3.672,3.7097,3.8362,3.7693,3.6633,3.6586,3.5483,3.5375,3.4553,3.4833
1567,B,False,1.6511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2753
1568,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,B,False,3.4581,3.4764,3.4466,3.5936,3.5361,3.6287,3.7016,3.7239,3.7383,3.7138
1570,B,False,3.5365,3.6104,3.6724,3.6966,3.6847,3.7344,3.7241,3.8414,3.8013,3.829
1571,B,False,2.3692,2.1327,1.8799,1.8759,2.7443,2.1785,2.4791,2.5732,2.5757,2.7267
1572,B,False,3.6789,3.7585,3.8233,3.7524,3.6959,3.8509,3.8108,3.8281,3.8337,3.7643
1573,B,True,2.0981,2.1065,2.1127,2.1387,2.1311,2.1298,2.1205,2.396,2.382,2.3764
1574,B,True,2.1602,2.1599,2.1742,2.4711,2.4597,2.4368,2.2432,2.3409,2.4259,2.4173
1575,B,False,1.8431,1.8958,2.4588,2.5443,2.5215,2.4058,2.442,2.5593,2.4315,2.1153
1576,B,False,2.8073,3.0307,3.1006,3.3296,3.3049,3.3942,3.33,3.2709,3.3603,3.3532
1577,B,False,0.0,2.3324,0.0,0.0,0.0,1.8748,1.8655,1.7796,0.0,1.822
1578,B,False,3.8731,3.9738,4.0071,4.0032,4.0113,3.9807,3.9116,4.0003,3.9096,3.9142
1579,B,False,3.1256,3.3614,3.4399,3.6339,3.656,3.6292,3.6355,3.278,3.3898,3.5001
1580,B,False,3.7103,3.703,3.7176,3.7831,3.7454,3.6616,3.7082,3.5911,3.812,3.8056
1581,B,False,3.617,3.6234,3.2986,3.6767,3.5847,3.5914,3.6329,3.6976,3.65,3.6895
1582,B,False,3.7601,3.7654,3.7027,3.7263,3.7238,3.7421,3.6092,3.5472,3.5682,3.5921
1583,B,False,2.6664,2.6716,2.5033,2.5048,2.4939,2.4913,2.3552,1.7697,1.7616,2.3356
1584,B,False,2.6852,2.9511,2.95,3.074,3.104,3.1835,3.1538,3.0573,2.4783,2.8939
1585,B,False,3.5853,3.3542,3.6002,3.2185,3.1871,3.2091,3.4046,3.4967,3.6231,3.5616
1586,B,False,3.3448,3.1661,2.3196,2.4991,2.779,3.1495,2.9484,3.1689,2.4059,3.0056
1587,B,False,3.5202,3.528,3.4095,3.7998,3.4276,3.4841,3.5459,3.6769,3.4861,3.064
1588,B,True,2.6454,2.2414,2.5409,2.8265,2.7226,2.849,2.6319,2.5258,2.267,2.4052
1589,B,False,3.4893,3.6544,3.6887,3.4238,3.5836,3.77,3.534,3.6449,3.7377,3.7187
1590,B,False,3.1371,3.434,3.619,3.3432,3.4254,3.2825,3.2243,3.2477,3.2516,3.4088
1591,B,False,3.9118,3.9087,3.9109,3.9302,3.8728,3.7719,3.856,3.869,3.8747,3.8237
1592,B,False,3.1473,1.9305,1.9362,3.2495,3.254,2.9842,2.6885,2.4875,3.1997,3.6684
1593,B,True,1.8331,2.0496,2.3191,2.3148,0.0,1.6996,0.0,1.963,2.1947,3.1637
1594,B,False,3.9329,3.9426,3.9873,3.8712,3.8967,3.9205,3.9563,3.8994,3.9889,4.0265
1595,B,False,2.3048,2.7816,2.628,2.4849,2.8454,2.7888,2.7999,2.0454,2.0522,2.7223
1596,B,False,2.8687,3.0002,3.0027,2.9996,2.9783,2.9231,2.6627,2.9874,2.9916,2.7696
1597,B,False,4.848,4.8732,4.7907,4.7322,4.7688,4.6061,4.5189,4.5827,4.5208,4.3612
1598,B,False,2.9444,2.7643,2.5846,2.4883,2.7769,2.3246,1.8423,1.838,1.8331,2.0496
1599,B,False,2.7866,3.0801,2.9302,2.9759,2.9188,2.8667,2.9696,3.1857,3.2494,2.9694
1600,B,False,3.9767,3.8262,3.8195,3.848,3.7807,3.8001,3.7122,3.6718,3.7127,3.7352
1601,B,False,2.6543,2.6454,2.648,2.5167,2.5238,2.8879,2.7565,2.7384,2.7446,2.7446
1602,B,False,3.3377,3.0231,2.9983,3.1071,2.6069,3.1226,3.0539,3.4114,3.4185,3.4667
1603,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,B,False,2.9841,2.919,2.9786,2.9234,2.9907,2.9915,2.9957,2.9936,2.9972,2.9902
1605,B,False,4.2662,4.217,4.2054,4.2637,4.1777,4.2228,4.1484,4.1985,4.0952,4.1024
1606,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2344,2.2765
1607,B,False,3.9345,3.8813,4.0843,3.98,3.7355,3.7431,3.6721,3.6839,3.7378,3.9411
1608,B,False,3.4667,3.2694,3.3786,3.2675,3.3347,3.3105,3.3365,3.3552,3.4624,3.3656
1609,B,False,4.1928,4.218,4.1936,4.1633,4.2387,4.1839,4.2187,4.2492,4.1419,4.2096
1610,B,False,3.9526,4.1773,4.0904,4.1421,3.9806,4.0895,4.0547,4.1241,4.0403,4.0401
1611,B,False,3.4219,3.3727,3.3404,3.3454,3.2436,3.3665,3.323,3.2142,3.3233,3.2593
1612,B,False,3.524,3.5015,3.5376,3.4109,3.5778,3.6557,3.6811,3.6213,3.5773,3.7135
1613,B,False,3.8662,3.8655,3.8611,3.9254,3.8269,3.8714,3.9358,3.952,3.8283,3.9446
1614,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,B,True,2.9601,3.0156,3.0253,3.0221,3.0732,2.9624,3.0062,2.9352,2.9942,2.9938
1616,B,False,3.7939,3.7577,3.7046,3.7635,3.6687,3.6803,3.4817,3.7034,3.7221,3.569
1617,B,False,4.1143,4.194,4.226,4.1936,4.2333,4.2495,4.2076,4.1796,4.1719,4.2133
1618,B,False,3.8435,3.8289,3.8098,3.7564,3.8068,3.8027,3.8436,3.9181,3.8596,3.7326
1619,B,False,3.2317,3.2407,3.3038,3.2296,3.2907,3.1036,3.277,3.1655,3.1472,3.2509
1620,B,False,3.3713,3.4735,3.5415,2.9551,3.0554,3.1508,3.1528,3.2999,3.2541,3.4483
1621,B,False,0.0,0.0,0.0,0.0,2.8834,0.0,0.0,0.0,0.0,0.0
1622,B,False,3.2057,3.0304,3.0887,2.447,2.8474,3.5891,3.5588,3.6088,2.841,2.7295
1623,B,False,3.7653,3.6709,3.6982,3.7107,3.6402,3.5578,3.6528,3.6377,3.7169,3.6018
1624,B,False,3.2041,3.1454,3.1474,3.1354,3.1596,3.1618,3.1619,3.1924,3.1881,3.282
1625,B,False,2.7389,2.8612,2.7943,3.2122,2.6895,2.7295,2.5486,2.6175,2.9901,2.9223
1626,B,False,3.8362,3.7693,3.6633,3.6586,3.5483,3.5375,3.4553,3.4833,3.3268,3.4413
1627,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,B,False,3.7015,3.583,3.5467,3.6498,3.6842,3.5263,3.5542,3.6838,3.6381,3.5874
1629,B,False,1.8862,2.4724,2.4792,2.4187,2.0921,1.6335,2.219,1.6185,1.601,1.9085
1630,B,False,3.7509,3.7545,3.7606,3.8712,3.8327,3.6663,3.6019,3.6267,3.1201,2.6333
1631,B,True,2.7264,2.7162,2.7187,3.094,0.0,0.0,2.7263,2.957,3.0691,3.1564
1632,B,True,3.3229,3.3591,3.4327,3.0512,3.3951,3.3861,3.2964,3.4425,3.5581,3.505
1633,B,False,4.2384,4.3271,4.2643,4.2642,4.3256,4.2972,4.3004,4.2714,4.1592,4.166
1634,B,False,3.0818,2.7003,3.077,3.1549,3.031,2.7574,3.2657,3.3878,3.3737,3.529
1635,B,False,3.5747,3.6277,3.7533,3.7595,3.6903,3.8075,3.8951,3.9034,3.9907,3.979
1636,B,False,3.6988,3.7152,3.7155,3.7023,3.6949,3.6989,3.7225,3.7645,3.7025,3.7674
1637,B,False,3.4412,3.4324,3.512,3.5101,3.4976,3.5366,3.5724,3.3984,3.3929,3.4748
1638,B,False,3.2603,3.4864,3.1986,3.535,3.5615,3.3769,3.5494,3.5806,3.5856,3.6141
1639,B,True,2.6343,2.6277,0.0,2.2814,2.2827,0.0,0.0,0.0,0.0,2.5296
1640,B,False,4.118,4.0368,3.9937,3.9655,4.0639,4.0681,4.0865,4.0942,4.0471,4.1083
1641,B,False,3.3923,3.3614,3.3356,3.3824,3.2809,3.5721,3.6296,3.5189,3.2836,3.2512
1642,B,False,4.0633,3.8053,3.8812,3.3719,3.9146,3.9748,3.1678,3.5159,3.3276,3.3581
1643,B,False,1.6278,1.6033,2.3828,2.422,1.8225,0.0,0.0,1.6614,2.2012,2.1933
1644,B,False,3.7005,3.7133,3.8006,3.7631,3.6223,3.7141,3.7148,3.7425,3.7149,3.8018
1645,B,False,3.6262,3.6151,3.5796,3.6226,3.5399,3.3448,3.4918,3.5125,3.4898,3.545
1646,B,False,3.6113,3.5782,3.5814,3.6526,3.6524,3.6525,3.6506,3.6501,3.6107,3.4761
1647,B,False,1.7192,2.0936,0.0,2.4922,0.0,0.0,0.0,1.8597,2.1746,2.1943
1648,B,False,3.4726,3.0718,3.3425,2.7944,2.8,2.8821,3.2007,2.9839,3.1659,3.08
1649,B,False,3.8558,3.642,3.8392,3.9131,3.9036,3.9018,3.8854,3.9879,4.042,3.8894
1650,B,False,0.0,0.0,0.0,0.0,0.0,2.5188,0.0,0.0,2.8413,2.4461
1651,B,False,3.3655,3.4374,3.4133,3.4122,3.4567,3.544,3.5295,3.5059,3.5053,3.5286
1652,B,False,4.1024,4.1518,4.0168,4.0107,4.0829,4.0902,4.0537,4.0863,4.1316,4.0375
1653,B,False,3.5215,3.5176,3.3242,3.3105,3.2879,3.3045,3.303,3.3102,3.3556,3.3253
1654,B,False,4.0765,4.0869,4.1195,4.142,4.1215,4.18,4.225,4.1554,4.177,4.1325
1655,B,False,4.5512,4.6678,4.661,4.5039,4.3688,4.5034,4.5284,4.5331,4.5886,4.5625
1656,B,False,4.2163,4.2602,4.2632,4.2951,4.2775,4.2544,4.2254,4.1737,4.1438,4.2094
1657,B,True,3.3782,3.4257,3.4186,3.4995,3.2574,3.3214,3.4051,2.9923,3.3617,3.409
1658,B,False,2.6927,2.6945,2.9145,2.6036,2.7729,2.4936,2.962,2.9165,2.6231,2.5627
1659,B,False,3.8794,3.88,3.8081,3.787,3.7901,3.8211,3.8728,3.8701,3.9136,3.8855
1660,B,False,2.9638,2.964,2.7176,2.4692,2.7158,3.0627,2.9781,2.8908,2.9767,2.8575
1661,B,False,3.1601,3.1942,2.9966,3.0516,3.3819,3.2394,2.929,3.0065,0.0,0.0
1662,B,False,4.1138,3.9419,3.9066,3.8975,3.7556,3.7432,3.8444,3.7466,3.8514,3.8818
1663,B,False,3.5063,3.4104,3.3161,3.3119,3.2601,3.4234,3.4254,3.4515,3.4564,3.4508
