,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5,R_VALUE_6,R_VALUE_7,R_VALUE_8,R_VALUE_9,R_VALUE_10
1158,B,False,0.0,0.0,0.0,0.0,2.0192,0.0,0.0,0.0,0.0,0.0
1159,B,True,3.8862,3.8688,3.9292,3.9158,3.9127,3.9079,3.9071,3.9453,3.9028,3.9101
1160,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,B,False,3.8629,3.892,3.877,3.9134,3.9132,3.9136,3.9178,3.9562,3.9574,3.9231
1162,B,False,3.7786,3.8178,3.8643,3.8814,3.6045,3.6254,3.3785,3.3964,3.4945,3.4423
1163,B,False,3.6492,3.6478,3.6347,3.6847,3.5677,3.5909,3.5722,3.592,3.6348,3.593
1164,B,False,3.7569,3.7548,3.735,3.7371,3.7559,3.7417,3.7632,3.7637,3.7684,3.7645
1165,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7344,2.6524
1166,B,False,3.9663,3.9663,3.9373,3.8789,3.9723,3.9718,4.0466,4.0568,3.9737,4.0954
1167,B,True,3.6542,3.6141,3.473,3.3319,3.5318,3.5019,3.378,3.1489,3.0893,3.1071
1168,B,False,3.6753,3.9817,3.7557,3.8268,3.7573,3.7159,3.8323,3.8678,3.7903,3.8628
1169,B,False,2.6376,0.0,2.706,0.0,0.0,2.4731,0.0,0.0,2.7614,0.0
1170,B,False,3.3055,3.3839,3.4785,3.6363,3.6123,3.6001,3.6,3.5743,2.9873,3.0327
1171,B,True,3.2924,3.5012,3.4014,3.3497,3.3871,3.2668,3.142,3.0226,3.1701,3.1736
1172,B,False,3.4433,3.6267,3.6719,3.6898,3.6866,3.6801,3.6745,3.6321,3.6957,3.644
1173,B,False,3.5954,3.6265,3.6427,3.5433,3.655,3.6808,3.7436,3.7307,3.7442,3.8763
1174,B,True,3.7061,3.7644,3.7349,3.7013,3.6997,3.7228,3.6728,3.674,3.6822,3.6744
1175,B,False,0.0,1.9725,1.9692,2.4529,1.9499,1.9442,2.8857,2.2541,0.0,0.0
1176,B,False,3.2899,3.2293,3.2344,3.3537,3.3452,3.3148,3.3883,3.457,3.4024,3.4168
1177,B,False,3.0422,3.0453,3.0509,3.0522,3.1074,3.0463,3.0921,3.0576,3.1556,2.9865
1178,B,False,2.0178,2.0176,2.77,2.331,2.7008,2.8535,2.7599,1.7086,1.7073,0.0
1179,B,False,2.6947,2.7137,2.8652,2.5717,2.3925,2.9183,2.9706,3.1169,3.0755,2.9068
1180,B,False,3.6052,3.6317,3.488,3.39,3.4624,3.4603,3.5298,3.5964,3.6122,3.461
1181,B,True,3.8508,3.8794,3.8629,3.8882,3.7582,3.7927,3.8175,3.8098,3.7848,3.7465
1182,B,True,2.6981,2.6835,2.772,2.8108,2.8095,2.355,2.4298,2.4457,2.3192,2.4676
1183,B,True,3.5544,3.422,3.6587,3.6345,3.5564,3.4564,3.5621,3.5241,3.6589,3.6241
1184,B,False,3.8591,3.8772,3.8778,3.9235,3.9193,3.9183,3.9141,3.9045,3.845,3.9102
1185,B,False,3.4446,3.4318,3.5435,3.5658,3.5676,3.5002,3.5067,3.5107,3.4482,3.4449
1186,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,B,False,2.5942,3.1557,2.8956,2.7736,2.8932,2.8179,2.3598,2.2263,2.351,3.1728
1188,B,False,3.142,3.1475,3.1801,3.2204,3.3143,3.202,3.0933,3.192,3.1325,3.1353
1189,B,False,4.0423,4.0824,4.0765,4.0869,4.1195,4.142,4.1215,4.18,4.225,4.1554
1190,B,False,3.146,2.9795,3.0184,3.1345,3.2151,3.2322,2.6158,2.9561,3.2551,3.2262
1191,B,False,3.2948,3.2673,3.3279,3.3807,3.3835,3.1634,3.0913,3.1657,3.125,3.1043
1192,B,False,0.0,1.9662,1.9525,1.9591,1.9475,1.9668,1.9481,0.0,1.9663,0.0
1193,B,True,3.7729,3.7499,3.6518,3.6617,3.6345,3.7584,3.6812,3.8004,3.9039,3.7454
1194,B,True,3.8205,3.8508,3.8673,3.8202,3.8587,3.7412,3.7344,3.7022,3.6567,3.6198
1195,B,True,2.6196,2.6125,2.6084,2.9371,2.8711,2.7834,2.6981,2.6835,2.772,2.8108
1196,B,False,2.3698,2.2652,2.2625,2.4261,2.413,0.0,0.0,0.0,0.0,0.0
1197,B,False,3.1426,3.1696,3.15,3.1347,2.8614,3.0635,3.0863,3.0582,3.2265,2.9814
1198,B,False,3.3489,3.1008,3.4724,3.3188,3.2801,3.1154,3.3199,3.3263,3.2461,3.1459
1199,B,False,3.9916,3.8705,3.6499,3.7006,3.5731,3.3883,3.6736,3.6736,3.9067,3.9175
1200,B,False,3.5292,3.5326,3.5354,3.5027,3.5032,3.6359,3.6771,3.6719,3.7169,3.7437
1201,B,False,3.5124,3.3457,3.4865,3.4686,3.5651,3.6437,3.6934,3.5959,3.7687,3.7702
1202,B,False,3.5473,3.514,3.5348,3.5592,3.4743,3.5414,3.4498,3.6736,3.6142,3.4299
1203,B,False,2.3764,2.3726,0.0,0.0,0.0,0.0,0.0,0.0,2.1855,2.6988
1204,B,False,3.9917,4.0581,4.0763,4.0311,3.9945,4.0305,4.0638,3.9846,3.8524,3.878
1205,B,False,2.8465,3.0552,3.0365,3.1247,3.0999,3.0407,2.8065,2.9246,3.0414,3.0667
1206,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,B,False,4.7215,4.7366,4.6982,4.6254,4.6967,4.7567,4.7936,4.6329,4.4505,4.5582
1208,B,True,1.3354,1.6093,1.9251,1.6334,1.6001,0.0,0.0,0.0,0.0,0.0
1209,B,True,2.4792,2.4187,2.0921,1.6335,2.219,1.6185,1.601,1.9085,1.6163,2.0802
1210,B,False,3.4246,3.4128,3.4107,3.1012,2.9529,3.1297,3.0055,2.5044,2.6307,2.6096
1211,B,False,0.0,0.0,0.0,2.2106,2.4938,2.2062,2.2077,2.2104,0.0,2.25
1212,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.097,2.5157
1213,B,False,2.6434,2.467,3.0019,2.789,2.6318,3.2815,3.0141,2.9494,2.8807,2.9149
1214,B,False,2.4188,2.6238,2.5178,2.7707,2.6585,2.9871,3.0398,3.0093,2.9159,2.7863
1215,B,False,4.3253,4.1563,4.2371,4.2728,4.2852,4.3671,4.3079,4.3683,4.2818,4.2789
1216,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,B,False,3.3462,3.7007,3.4815,3.687,3.6962,3.6264,3.4529,3.4067,3.248,3.1803
1218,B,False,3.98,4.0646,4.0426,4.0082,4.0171,4.0762,4.0551,4.0406,4.036,4.0222
1219,B,False,4.0902,4.0537,4.0863,4.1316,4.0375,4.1287,4.1226,4.1386,4.212,4.2018
1220,B,True,3.8058,3.7931,3.8077,3.8475,3.8462,3.8495,3.853,3.9128,3.909,3.954
1221,B,False,3.4533,3.3538,3.5624,3.5657,3.5734,3.6494,3.6856,3.5925,3.6015,3.5923
1222,B,True,2.7836,3.702,3.0659,3.4663,3.1446,3.4085,2.9273,3.0828,2.984,2.9742
1223,B,False,3.0712,2.9042,3.0489,3.066,3.0611,2.6139,2.7825,2.7866,2.9945,2.6082
1224,B,True,3.5677,3.4695,3.4659,3.4681,3.4981,3.3987,3.3901,3.2593,3.3247,3.4396
1225,B,False,3.9393,3.8432,3.9557,3.8058,3.7663,3.6753,3.9817,3.7557,3.8268,3.7573
1226,B,False,3.7768,3.7743,3.7676,3.7485,3.7722,3.7576,3.7784,3.7652,3.7128,3.7145
1227,B,False,3.6483,3.5758,3.6078,3.6579,3.6098,3.6444,3.6298,3.5472,3.4641,3.5552
1228,B,False,3.8953,3.9565,3.9528,3.7966,3.8696,3.7322,3.8709,3.8466,3.8673,3.9506
1229,B,True,2.3401,2.8632,1.5344,3.1548,3.0089,3.1351,3.0066,3.2312,2.8051,3.0162
1230,B,False,0.0,0.0,2.0844,2.0903,2.0854,2.101,2.2956,0.0,0.0,2.8058
1231,B,False,4.0919,4.0237,3.9595,3.9694,3.9602,3.9388,3.7294,3.8234,3.8642,4.0427
1232,B,False,3.4787,3.4142,3.4922,3.5296,3.534,3.5975,3.5962,3.5911,3.5787,3.5932
1233,B,False,3.712,3.893,3.844,3.8511,3.8515,3.8251,3.8911,3.8099,3.8521,3.9048
1234,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,B,False,2.5191,2.3587,0.0,2.3512,2.3667,2.365,0.0,2.9646,2.9615,2.698
1236,B,True,2.9333,2.9341,2.8209,2.9009,2.9749,3.0653,3.0269,3.0701,3.0904,3.1695
1237,B,False,2.7119,0.0,2.9502,2.3029,2.0314,2.7707,2.6872,2.6861,0.0,2.4606
1238,B,False,2.9615,2.8622,2.9105,2.8323,2.6738,3.2188,3.0652,3.1049,2.9835,2.9434
1239,B,False,3.9336,3.9364,3.7796,3.7834,3.7928,3.7256,3.8902,3.9301,3.8481,3.8579
1240,B,False,3.1913,3.1924,3.0671,3.2132,3.3032,3.4313,3.4868,3.4135,3.6068,3.6135
1241,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,B,False,3.6642,3.6856,3.6862,3.6404,3.5858,3.7743,3.7497,3.8244,3.7549,3.9385
1243,B,False,3.4018,3.3165,3.3239,3.3478,3.3245,3.4188,3.4756,3.4251,3.4721,3.2963
1244,B,False,3.3586,3.1516,3.2469,3.257,3.2992,3.3542,3.3577,3.3645,3.2977,3.2651
1245,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,B,False,3.9654,4.0098,3.9311,3.9684,3.9431,3.9071,3.8826,3.9695,4.0281,3.9751
1247,B,True,3.8554,3.7207,3.6508,3.5676,3.6435,3.4581,3.4764,3.4466,3.5936,3.5361
1248,B,True,3.7141,3.6303,3.9711,3.974,3.9657,3.9713,3.9219,3.9254,4.0173,3.9987
1249,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,B,False,4.2041,4.2606,4.245,4.2732,4.2601,4.3156,4.258,4.232,4.1401,4.1657
1251,B,False,0.0,0.0,2.5232,1.7797,2.4577,2.3563,2.3474,2.3443,0.0,0.0
1252,B,False,2.6004,2.9919,2.9724,2.8601,2.9009,2.9217,2.9827,2.9411,2.8866,3.0874
1253,B,False,3.8646,3.9084,3.8383,3.7639,3.6682,3.5037,3.5707,3.5071,3.6263,3.9601
1254,B,False,3.1572,2.867,3.0879,3.0521,3.1735,3.1074,3.3493,2.8701,3.1554,2.8247
1255,B,False,2.9436,3.5508,3.5383,3.2085,3.1468,3.2013,3.0183,3.0278,2.9365,3.2241
1256,B,False,3.7445,3.8348,3.5477,3.6921,3.8547,3.7473,3.82,3.7234,3.4083,3.353
1257,B,True,0.0,0.0,2.9499,2.7828,2.7827,2.6744,2.6717,2.8674,2.8623,0.0
1258,B,False,3.7118,3.7102,3.6048,3.5589,3.5533,3.5935,3.5939,3.5939,3.5923,3.6164
1259,B,False,4.1062,4.1622,4.0817,4.0999,4.1176,4.0772,4.0907,4.084,4.1061,4.1253
1260,B,False,3.1064,3.1139,3.1689,3.294,3.3167,3.2454,3.2914,3.2862,3.2448,3.3015
1261,B,True,3.0242,3.0265,3.0752,3.2106,2.9901,3.1454,3.2552,3.2366,3.2911,3.2012
1262,B,False,3.5446,3.3022,3.2799,3.3969,3.3876,3.3198,3.4282,3.3303,3.3254,3.3245
1263,B,False,3.8481,3.876,3.8945,3.8987,3.9115,3.8773,3.9149,3.9095,3.9014,3.9054
1264,B,False,0.0,0.0,1.6414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,B,False,2.8932,2.8273,2.7411,2.845,2.9888,3.0825,2.9836,2.9823,2.8881,2.8605
1266,B,False,2.9736,2.9041,2.8315,2.6558,3.0581,3.2229,2.9861,2.9505,2.9616,2.6845
1267,B,True,3.759,3.7172,3.6207,3.7954,3.6532,3.7202,3.7445,3.8269,3.8362,3.8662
1268,B,False,3.268,3.213,3.3491,3.4131,3.1146,3.0552,3.3577,3.2367,3.5123,3.0849
1269,B,False,3.8822,3.8531,3.9011,3.8661,3.8836,3.925,3.8965,3.9225,3.924,3.8907
1270,B,False,3.7522,3.7447,3.7317,3.7144,3.7205,3.6009,3.6555,3.6204,3.8021,3.7323
1271,B,False,3.9586,4.0233,3.9594,4.057,3.9695,3.853,3.7199,3.8221,3.816,3.7373
1272,B,False,2.5695,2.2726,2.2641,2.267,2.2576,2.2472,2.2423,0.0,2.2481,1.9605
1273,B,True,3.6416,3.7144,3.7168,3.7003,3.6897,3.6659,3.6266,3.7058,3.6828,3.6805
1274,B,False,3.2695,3.2915,3.3966,3.2533,3.2895,3.3481,3.2764,3.4736,3.5559,3.6453
1275,B,False,2.7604,3.0306,3.088,2.698,2.999,2.6925,2.8047,2.8031,3.0716,3.146
1276,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,B,False,2.8658,3.2113,3.2099,2.3712,0.0,0.0,0.0,0.0,0.0,0.0
1278,B,False,3.6132,3.6376,3.6359,3.5524,3.5552,3.4928,3.5523,3.5643,3.5215,3.5141
1279,B,True,2.5571,2.9239,3.1807,3.288,3.1371,3.434,3.619,3.3432,3.4254,3.2825
1280,B,False,3.1934,3.1936,3.1749,3.1766,3.1486,3.1813,3.1878,3.5832,3.3986,3.0945
1281,B,False,3.9036,3.9018,3.8854,3.9879,4.042,3.8894,3.9685,3.9054,3.9044,4.0214
1282,B,False,4.0591,4.0701,3.9843,3.9886,4.0281,4.0801,4.0718,4.1253,4.0624,4.0559
1283,B,False,2.9421,3.0914,2.8696,2.87,3.0655,3.1136,2.346,2.515,2.5296,2.9973
1284,B,False,3.4754,3.5344,3.6728,3.617,3.7451,3.82,3.9261,3.7843,3.8177,3.9038
1285,B,False,3.8144,3.8022,3.8295,3.8234,3.8576,3.8736,3.8996,3.9956,3.9889,3.9775
1286,B,True,3.8864,3.7649,3.5516,3.7435,3.502,3.8545,3.6821,3.5997,3.5756,3.6763
1287,B,False,2.0302,0.0,0.0,0.0,0.0,0.0,2.0758,0.0,0.0,0.0
1288,B,False,3.5339,3.6101,3.5593,3.7246,3.7926,3.4567,3.479,3.4579,3.2918,3.2442
1289,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,B,False,0.0,0.0,0.0,0.0,2.4275,0.0,0.0,0.0,0.0,0.0
1291,B,False,3.3925,3.3455,3.3442,3.3463,3.3442,3.3462,3.2955,3.2917,3.2987,3.3895
1292,B,False,3.1777,3.2943,3.2955,2.9592,3.0861,3.3292,3.1206,3.3067,3.3011,3.6426
1293,B,False,2.7827,2.6744,2.6717,2.8674,2.8623,0.0,0.0,0.0,0.0,2.789
1294,B,False,3.9527,3.8389,3.8659,3.8451,3.9146,3.8168,3.8874,3.8958,3.9576,3.9198
1295,B,False,0.0,0.0,0.0,1.8242,2.0971,2.0981,2.2514,2.0997,2.0969,2.1005
1296,B,False,0.0,2.2837,2.3055,2.283,0.0,2.6112,2.4155,2.794,2.7921,2.7008
1297,B,False,3.3131,3.4724,3.6208,3.5428,3.6091,3.6517,3.5766,3.6025,3.712,3.4169
1298,B,False,4.1537,4.0864,4.1253,4.0163,4.0175,4.1335,4.1817,4.1738,4.1716,4.1268
1299,B,False,3.4328,3.397,3.3976,3.3518,3.3454,3.3453,3.2585,3.1982,3.1967,3.3777
1300,B,False,3.183,2.9689,3.2538,3.3094,3.4044,3.3669,3.3322,3.2132,3.0168,3.2873
1301,B,False,4.1012,4.0546,4.0842,4.0989,4.1398,4.1249,4.0785,4.0086,3.9977,4.0178
1302,B,False,3.3823,3.4462,3.4359,3.398,3.4311,3.5369,3.6453,3.7432,3.7276,3.582
1303,B,False,2.7316,2.5818,0.0,2.9409,0.0,2.9555,2.4805,2.4835,3.1879,2.9639
1304,B,False,3.9352,3.9406,3.9558,3.9977,3.9613,3.9564,4.0914,3.8499,3.9293,3.9021
1305,B,False,1.6701,1.6648,2.5521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,B,True,4.1655,4.1416,4.1558,4.1728,4.1566,4.1594,4.1739,4.1597,4.1309,4.1582
1307,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,B,True,2.5605,2.5408,2.527,2.5404,2.5364,2.539,2.5377,2.5603,2.9031,2.9079
1309,B,False,3.5522,3.5429,3.9198,3.8508,3.8493,4.0483,4.1108,4.1476,4.0521,3.9887
1310,B,False,2.1696,2.1677,2.1661,2.4817,2.1929,1.8425,1.8412,0.0,0.0,0.0
1311,B,False,3.5671,3.6636,3.7254,3.7451,3.6555,3.5801,3.6401,3.7016,3.6124,3.7294
1312,B,False,3.8445,3.8864,3.7649,3.5516,3.7435,3.502,3.8545,3.6821,3.5997,3.5756
1313,B,False,3.5768,3.5504,3.1526,2.8714,2.8714,2.8328,2.6869,0.0,0.0,3.3009
1314,B,False,3.0695,3.2367,3.1898,3.1866,3.1904,3.2377,3.1781,3.1822,3.2385,3.24
1315,B,False,3.8487,3.8059,3.7938,3.8087,3.7791,3.7545,3.7543,3.7807,3.8116,3.8269
1316,B,False,3.2101,3.1317,3.058,3.1601,3.0818,2.7003,3.077,3.1549,3.031,2.7574
1317,B,False,4.1018,4.1366,4.0062,4.0658,4.0599,4.1135,4.0991,4.1319,4.0983,4.107
1318,B,False,2.1317,0.0,0.0,0.0,0.0,2.0939,0.0,0.0,0.0,2.0489
1319,B,False,3.1229,3.2163,3.3063,3.2522,3.1913,3.1924,3.0671,3.2132,3.3032,3.4313
1320,B,False,2.5746,2.5747,2.557,2.5603,2.5678,2.4803,2.4791,2.4714,2.5536,2.5639
1321,B,False,3.8064,3.761,3.8553,3.765,3.9823,3.7723,3.8174,3.8017,3.7969,3.8593
1322,B,False,3.366,3.2538,3.16,3.3584,3.2795,3.2316,3.5735,3.2644,3.4538,3.3842
1323,B,False,3.99,3.9666,3.9917,4.0009,3.9596,3.9444,4.0056,4.038,3.956,3.9542
1324,B,False,3.773,3.6834,3.6714,3.7849,3.7374,3.8991,3.583,3.6752,3.923,3.9493
1325,B,False,3.1835,3.1875,3.0702,2.9557,2.93,2.9367,2.9407,3.1002,2.9931,3.0813
1326,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,B,False,2.9837,2.9856,3.071,2.7391,2.9787,3.1472,3.048,3.0211,2.9587,3.0331
1328,B,False,3.4392,3.5242,3.4183,3.4229,3.4686,3.5879,3.5892,3.2904,3.3616,3.4375
1329,B,False,4.3266,4.2452,4.244,4.2221,4.1155,4.214,4.2289,4.0287,4.2033,4.0943
1330,B,False,3.3347,3.3105,3.3365,3.3552,3.4624,3.3656,3.3269,3.3317,3.3759,3.4322
1331,B,False,2.8904,2.8224,2.8428,2.9165,2.8509,2.9827,2.8032,2.9224,2.7945,2.5093
1332,B,False,4.058,4.0606,4.0863,4.0501,4.0606,4.0651,3.9646,4.0337,4.0888,4.0567
1333,B,False,2.9006,1.334,1.9913,0.0,2.0715,1.6346,2.2247,2.5725,2.5265,0.0
1334,B,True,3.7369,3.7519,3.7558,3.5133,3.6672,3.5917,3.5823,3.601,3.6056,3.7119
1335,B,False,4.5327,4.5658,4.5772,4.6741,4.6063,4.7953,4.6197,4.5166,4.5097,4.6374
1336,B,False,3.5454,3.5572,3.5772,3.5689,3.5085,3.5682,3.5551,3.5567,3.5514,3.5618
1337,B,True,3.8729,3.6061,3.8226,3.7319,3.6152,3.5554,3.6104,3.6505,3.7587,3.6543
1338,B,False,1.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6194,2.6168
1340,B,False,3.9044,3.8651,3.9497,3.9859,3.9564,3.888,3.9179,3.9765,4.0235,3.9835
1341,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7381,1.7434,1.7535
1342,B,False,0.0,3.4281,3.2917,0.0,3.6764,3.4116,2.6041,3.1725,3.6161,0.0
1343,B,True,3.5635,3.5989,3.6542,3.7018,3.7258,3.6997,3.7053,3.6661,3.6818,3.7755
1344,B,False,3.8449,3.8271,3.8334,3.8043,3.8271,3.8588,3.809,3.8024,3.7967,3.7152
1345,B,False,3.2649,3.3513,3.3534,3.4055,3.3705,3.377,3.383,3.363,3.354,3.3746
1346,B,False,3.7568,3.7811,3.7569,3.6882,3.6298,3.6972,3.5957,3.6197,3.6338,3.7171
1347,B,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0925,2.0857,2.0975,0.0
1348,B,True,2.6623,2.9095,2.915,3.0855,3.3407,3.3609,3.1359,3.2386,3.1724,3.1634
1349,B,False,0.0,2.0884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,B,False,3.9128,3.8895,3.9441,3.9758,3.9015,3.8856,3.9326,3.9917,4.0581,4.0763
1351,B,False,3.9818,4.0759,4.1176,4.0919,4.0152,4.0086,4.0135,4.0474,3.9298,3.9694
1352,B,True,2.652,0.0,2.0906,2.1195,2.1286,2.1222,2.6461,2.6559,3.1135,3.1002
1353,B,False,3.9528,3.9344,3.9559,4.0155,4.0647,4.0174,4.0737,3.9982,3.9199,3.9538
1354,B,False,3.5414,3.3442,3.4078,3.622,3.5171,3.5166,3.3497,3.2063,2.6992,2.7247
1355,B,False,3.883,3.7948,3.8741,3.9331,3.9183,3.7399,3.7969,3.7616,3.7637,3.8531
1356,B,False,2.4347,2.4484,1.8315,1.6696,2.0695,0.0,0.0,0.0,2.5354,2.8283
1357,B,True,3.8312,4.0048,4.0433,4.049,4.0119,4.0599,3.9892,3.9438,3.9416,3.93
1358,B,True,2.8949,0.0,0.0,1.7132,0.0,0.0,0.0,0.0,0.0,0.0
1359,B,True,2.7092,2.8473,2.7376,2.7445,2.7341,2.7522,2.823,2.753,2.6589,2.2797
1360,B,True,3.1761,3.1384,3.0384,2.8425,2.9264,2.8582,2.7243,2.7769,2.8951,2.8497
1361,B,False,2.6291,2.5648,2.5473,1.722,1.7171,1.9781,1.987,0.0,1.6924,2.0432
1362,B,False,2.5309,2.5447,2.5511,2.772,2.7647,2.7666,2.7761,2.7012,2.9207,2.3471
1363,B,False,3.9364,3.9322,4.0178,4.0112,3.9566,3.8509,3.9441,3.9829,3.924,3.9786
1364,B,False,3.6663,3.6019,3.6267,3.1201,2.6333,2.8979,3.5691,3.5655,3.5552,3.6216
1365,B,True,4.1649,4.2835,4.3355,4.2635,3.973,3.8512,3.9522,3.7839,3.7807,3.6325
1366,B,False,0.0,0.0,0.0,0.0,0.0,2.0372,2.3305,2.6195,2.6165,2.7753
1367,B,False,1.5761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,B,False,2.7026,3.1677,3.3625,3.2162,3.22,2.3806,2.3765,2.8995,3.1883,3.2189
1369,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,B,True,3.1428,3.1348,0.0,2.049,3.019,3.095,2.7905,2.8075,2.8233,2.8175
1371,B,False,3.8803,3.9866,3.9259,3.8669,3.861,3.8639,3.6832,3.8113,3.8171,3.7386
1372,B,False,2.9578,2.9956,2.9589,2.942,3.146,3.0938,2.9615,2.8622,2.9105,2.8323
1373,B,False,4.2227,4.1807,4.1667,4.0552,4.0982,4.1396,4.0554,4.0463,4.0517,3.9343
1374,B,False,3.4176,3.3806,3.3319,3.3738,3.339,3.3342,3.3917,3.3919,3.3932,3.3813
1375,B,False,3.6688,3.6291,3.6296,3.6334,3.5969,3.5456,3.5763,3.5637,3.5309,3.5262
1376,B,False,3.6961,3.7259,3.7391,3.7969,3.7242,3.8141,3.6446,3.6547,3.7254,3.7348
1377,B,True,3.0184,2.654,2.8657,2.8723,2.6249,2.2462,2.8004,2.7748,2.8713,2.9195
1378,B,False,3.9431,3.9116,3.7593,3.7981,3.8656,3.8483,3.8088,4.0893,3.8948,4.2123
1379,B,True,3.5024,3.4726,3.4687,3.5004,3.472,3.4682,3.4693,3.4691,3.4912,3.4654
1380,B,False,3.3655,3.4143,3.5747,3.4053,3.3366,3.2826,3.4104,3.3824,3.4789,3.4627
1381,B,False,2.8392,2.8416,3.4701,3.0926,3.0665,3.1747,0.0,2.2068,0.0,0.0
1382,B,False,2.9827,3.1359,2.4769,2.6765,2.5842,2.7101,2.9362,3.1921,3.0098,3.5155
1383,B,False,2.6062,2.7858,1.8929,2.1748,2.162,1.8438,2.6952,2.6196,2.6125,2.6084
1384,B,False,2.3713,2.4593,1.9956,2.0022,2.1872,1.6808,1.6812,1.6967,0.0,0.0
1385,B,False,2.4792,2.4187,2.0921,1.6335,2.219,1.6185,1.601,1.9085,1.6163,2.0802
1386,B,False,3.9352,3.819,3.8488,3.876,3.8964,3.9168,3.8578,3.9426,3.986,3.9472
1387,B,False,2.8125,2.7239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,B,False,3.6407,3.6103,3.5807,3.5847,3.6973,3.5788,3.5753,3.6906,3.6598,3.6641
1389,B,False,3.7416,3.7656,3.64,3.7456,3.7338,3.7261,3.6863,3.6877,3.6809,3.7157
1390,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,B,False,3.2719,3.2258,3.269,3.2205,3.2189,3.2172,3.2218,3.2236,3.2136,3.215
1392,B,False,2.8412,2.3677,2.4674,2.469,2.6222,2.4579,2.6436,2.4817,2.8354,2.8375
1393,B,False,3.4469,3.4796,3.6097,3.4741,3.6075,3.4631,3.2925,3.4938,3.2811,3.3569
1394,B,False,3.5082,3.6349,3.5188,3.5019,3.4559,3.4358,3.4811,3.4388,3.4179,3.5137
1395,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,B,True,2.9648,2.4078,3.1182,2.9579,2.7427,3.006,3.1815,3.3086,3.3873,3.4221
1397,B,False,3.2316,3.2112,3.5009,3.2837,3.1661,3.2168,3.3327,3.5423,3.4725,3.0663
1398,B,True,3.5978,3.6532,3.5175,3.2544,3.7055,3.6351,3.4965,3.7197,3.4172,3.4701
1399,B,True,2.1927,2.2035,1.8862,2.4724,2.4792,2.4187,2.0921,1.6335,2.219,1.6185
1400,B,True,2.5594,2.2643,2.4294,1.9662,2.5618,2.5754,2.575,0.0,0.0,1.9689
1401,B,False,2.6406,2.8685,2.5625,2.5571,2.5555,2.8222,2.8363,2.7722,2.8774,2.6711
1402,B,False,3.9058,3.8724,3.8953,3.9565,3.9528,3.7966,3.8696,3.7322,3.8709,3.8466
1403,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,B,False,3.909,3.9379,3.9967,3.8927,3.9095,3.9182,3.8232,3.8705,3.9579,3.8755
1405,B,False,2.6173,2.6274,2.6327,2.6384,2.6371,2.5672,2.6346,2.4508,2.4389,2.4495
1406,B,False,4.0219,4.0312,4.0483,4.0519,4.1669,4.1427,4.0817,4.0922,4.1112,4.0215
1407,B,False,3.7636,3.7194,3.7284,3.7029,3.6544,3.5731,3.6974,3.6916,3.6382,3.6271
1408,B,False,4.3463,4.3515,4.3254,4.315,4.3148,4.3391,4.3319,4.3107,4.2978,4.3207
1409,B,False,0.0,0.0,0.0,0.0,0.0,0.0,1.6454,1.6308,1.928,0.0
1410,B,False,4.1468,4.1975,4.0977,4.1195,4.1129,4.1922,4.2429,4.2903,4.3446,4.3434
